-0.0025054-0.00028677i,-0.0024711-6.8736e-06i,-0.0019814+0.0011473i,-0.00057287+0.0003218i,-7.1995e-05-0.00051615i,-0.00027594-7.61e-05i,-0.00033415+0.0008017i,0.00031785+0.0010304i,0.00099017+0.0004726i,0.0015599-0.0011128i,0.0021317-0.00086904i,0.0013676+0.00032502i,0.00062632+0.00061845i,0.00080113+0.00090009i,0.0010693+0.00031845i,0.00031513-8.9625e-05i,-0.00010708+0.00015054i,0.00053514+0.00032604i,0.00078112+0.00028744i,-0.00024623+4.9201e-05i,-0.00042459-0.00018481i,-0.00019475-0.00028563i,-0.00047347-0.00050319i
-0.28441-0.048552i,-0.44351+0.0081126i,-0.44048+0.084742i,-0.30664+0.10936i,-0.17936+0.11084i,-0.086938+0.1297i,-0.008757+0.1478i,0.019004+0.14773i,0.0080858+0.12792i,0.0063506+0.07981i,0.0091167+0.02759i,0.0080832+0.008379i,0.0048456+0.010032i,-0.0031971+0.01285i,-0.0090076+0.014832i,-0.010668+0.012527i,-0.011144+0.0085076i,-0.010915+0.0046202i,-0.01055-0.00045338i,-0.0092499-0.004064i,-0.0090579+0.00026477i,-0.0075764+0.011602i,-0.0018933+0.018739i
0.30278-0.051553i,0.43539-0.14218i,0.39126-0.18165i,0.22052-0.10822i,0.10491-0.007697i,0.067304+0.0062669i,0.036426-0.040273i,0.027831-0.073705i,0.031442-0.081961i,0.0085485-0.055139i,-0.01663+0.00019861i,-0.013556+0.037145i,0.0022653+0.034785i,0.012755+0.019666i,0.018664+0.01271i,0.021745+0.0098172i,0.014436+0.0066097i,-0.0016815+0.010149i,-0.0082247+0.020406i,-0.00049807+0.025967i,0.0088564+0.019774i,0.011738+0.0052502i,0.0078467-0.0092442i
-0.25473+0.1328i,-0.3766+0.22396i,-0.37056+0.23593i,-0.2535+0.16072i,-0.13112+0.050654i,-0.064408-0.018059i,-0.037932-0.013198i,-0.037464+0.026536i,-0.038985+0.056065i,-0.016335+0.047205i,0.015438+0.0045128i,0.021772-0.035688i,0.0056781-0.044037i,-0.0084498-0.031087i,-0.012127-0.021173i,-0.0091425-0.016566i,0.0033755-0.0083206i,0.021409-0.0012905i,0.027043-0.003962i,0.018599-0.0091025i,0.0099987-0.0079225i,0.0050371-0.0017478i,0.0011823+0.0057042i
0.18371-0.183i,0.25537-0.25143i,0.26423-0.17759i,0.23291-0.034032i,0.17225+0.039132i,0.089071+0.037863i,0.034524+0.017454i,0.035598-0.0045536i,0.050088-0.01849i,0.038273-0.014236i,0.015611+0.0085552i,0.0076418+0.032643i,0.011571+0.04241i,0.015626+0.038097i,0.012417+0.026607i,0.0019018+0.015723i,-0.011708+0.0030316i,-0.019495-0.0066431i,-0.012799-0.0072886i,-0.00071754-0.0071241i,0.00092196-0.010028i,-0.004664-0.010436i,-0.0051793-0.0071288i
-0.085147+0.21904i,-0.10863+0.27843i,-0.094735+0.18511i,-0.066556+0.021156i,-0.055556-0.083328i,-0.04997-0.091736i,-0.036194-0.044033i,-0.017696-0.020681i,-0.017924-0.036162i,-0.025471-0.039439i,-0.018821-0.046562i,-0.023614-0.069393i,-0.033345-0.071846i,-0.020903-0.053253i,0.0018461-0.034153i,0.016469-0.019236i,0.022119-0.0078651i,0.0187-0.0058632i,0.0065135-0.012312i,-0.0044884-0.014483i,-0.0055825-0.0090205i,-0.00058746-0.0014877i,0.0050347+0.0039436i
0.0030695-0.20807i,-0.0027583-0.23342i,0.035229-0.13378i,0.077366-0.031626i,0.051858+0.018019i,0.010065+0.051912i,0.025149+0.053164i,0.03387+0.03504i,0.018827+0.041044i,0.016382+0.043742i,0.0068621+0.043831i,0.0037568+0.072547i,0.019085+0.083909i,0.014771+0.051799i,-0.0080816+0.018958i,-0.017834+0.0045165i,-0.015259-0.0011165i,-0.013503+0.0032127i,-0.011203+0.01457i,-0.0067449+0.018199i,-0.003425+0.013927i,0.00072255+0.007612i,0.0027455-0.0021454i
0.099903+0.16652i,0.15489+0.15132i,0.11753+0.00016794i,0.019035-0.11977i,-0.016444-0.12377i,0.0049257-0.11529i,-0.00053107-0.12974i,-0.018227-0.13884i,-0.034658-0.12856i,-0.046122-0.085591i,-0.035342-0.051118i,-0.026558-0.05706i,-0.034805-0.06007i,-0.033625-0.033898i,-0.018826-0.0048918i,-0.0090005+0.0037662i,-0.0078353-0.002078i,-0.0047724-0.0090652i,0.0010811-0.012804i,0.0030886-0.011943i,0.0015789-0.0098802i,-0.00048424-0.0093531i,-0.0015127-0.0055718i
-0.14955-0.13099i,-0.2338-0.097196i,-0.21003+0.018007i,-0.12532+0.064675i,-0.10076+0.031883i,-0.1027+0.048694i,-0.064275+0.083334i,-0.052463+0.099i,-0.047292+0.12099i,-0.0055595+0.10459i,0.021965+0.067556i,0.035402+0.06311i,0.049321+0.061258i,0.043487+0.041631i,0.028365+0.024967i,0.018432+0.015913i,0.0092797+0.012337i,0.00051735+0.013762i,-0.0019792+0.014847i,0.0015011+0.011309i,0.0028827+0.0062809i,0.00022756+0.0044212i,-0.0041173+0.0041885i
0.21476+0.050884i,0.30881-0.032161i,0.23788-0.1596i,0.07579-0.155i,0.016159-0.051274i,0.024629-0.02813i,-0.012052-0.053963i,-0.017124-0.049879i,0.015598-0.055912i,0.0042194-0.057756i,-0.020269-0.039979i,-0.03198-0.040015i,-0.042513-0.037132i,-0.030076-0.013395i,-0.0022892-0.0012164i,0.010665-0.008946i,0.0076057-0.016268i,0.0057322-0.016349i,0.0068124-0.015747i,0.0026654-0.014431i,-0.0030011-0.010651i,-0.0035523-0.0066254i,0.00069398-0.0028537i
-0.2279+0.0043833i,-0.35366+0.11425i,-0.31724+0.23724i,-0.17954+0.20293i,-0.12038+0.068043i,-0.087656+0.03236i,-0.010235+0.067452i,0.016672+0.082084i,0.0044107+0.087342i,0.021951+0.070702i,0.035934+0.035692i,0.033714+0.024023i,0.040697+0.021775i,0.039176+0.0045984i,0.01546-0.010005i,-0.0070081-0.0051978i,-0.0093201+0.0054247i,-0.0058096+0.0070309i,-0.0088631+0.0050046i,-0.0097074+0.0048927i,-0.0054577+0.0061203i,0.00013953+0.0082236i,0.0034488+0.0067506i
0.22677-0.057587i,0.34345-0.18228i,0.29208-0.26045i,0.14242-0.15141i,0.083931+0.017664i,0.0754+0.030923i,0.033679-0.02934i,0.034932-0.048607i,0.051837-0.0678i,0.015086-0.067191i,-0.016177-0.033736i,-0.020098-0.017518i,-0.025367-0.016292i,-0.020452-0.010679i,-0.0025273-0.0057117i,0.0075275-0.0077705i,0.00085593-0.011163i,-0.0078982-0.0068936i,-0.0079736+0.0032607i,-0.00416+0.010059i,-0.00054586+0.0077304i,0.0013551-0.00048933i,0.0018132-0.0055894i
-0.21564+0.11288i,-0.32105+0.27301i,-0.25388+0.36626i,-0.086399+0.24352i,-0.021064+0.034288i,-0.037262-0.041246i,-0.021691-0.021414i,-0.013679-0.023361i,-0.029501-0.016691i,-0.010212+0.0020557i,0.016602-0.0010023i,0.019662-0.0015937i,0.019609+0.0030562i,0.0097962-0.0050712i,-0.01153-0.011531i,-0.017371-0.0016924i,-0.0017629+0.010448i,0.013045+0.01041i,0.014973+0.0045868i,0.011088+7.3914e-05i,0.0062742-0.0029364i,4.1248e-05-0.0025279i,-0.004624+0.0010791i
0.18703-0.13749i,0.29139-0.29401i,0.25761-0.35942i,0.12616-0.22571i,0.042694-0.04079i,0.0024859+0.014095i,-0.03679-0.0074076i,-0.039766-0.0061185i,-0.022646-0.0022667i,-0.026657-0.0055174i,-0.032109-0.0035706i,-0.024087-0.0078533i,-0.020946-0.012636i,-0.021279-0.0022475i,-0.011382+0.014767i,-0.0022457+0.013469i,-0.0057663-0.0012506i,-0.010676-0.0057219i,-0.0054598-0.0025647i,0.0011938-0.00221i,0.001365-0.0022192i,0.0018904-0.00098837i,0.0056996-0.0013729i
-0.15078+0.15798i,-0.22362+0.30373i,-0.16653+0.34515i,-0.021043+0.19455i,0.051923+0.015263i,0.043-0.014654i,0.040543+0.02457i,0.027824+0.014774i,0.0053673-0.00022362i,0.0090302+0.003081i,0.01357-0.0018557i,-3.1345e-05+0.0014364i,-0.0049859+0.016675i,0.0040917+0.018408i,0.0071717+0.0074907i,0.0078584+0.0031585i,0.014424+0.0048541i,0.015815-0.00065491i,0.0070825-0.0084682i,-0.00035555-0.0090399i,-0.0018627-0.0059172i,-0.0023877-0.0023885i,-0.0034598-0.0001542i
0.1136-0.14653i,0.17976-0.28421i,0.1449-0.34393i,0.010824-0.25424i,-0.094916-0.10465i,-0.10229-0.027373i,-0.07788-0.018454i,-0.064137+0.0017211i,-0.050716+0.026709i,-0.039706+0.029109i,-0.027139+0.022854i,-0.0087917+0.010851i,0.0026585-0.0051952i,0.002922-0.0079551i,0.0048306+0.0001761i,0.0047243-0.0010816i,-0.0077757-0.0066073i,-0.017603-0.00059767i,-0.013633+0.0062366i,-0.0065109+0.0062268i,-0.0027053+0.0052447i,0.001075+0.0047721i,0.0039697+0.0029551i
-0.090035+0.12814i,-0.15321+0.23007i,-0.13635+0.26213i,-0.020739+0.18078i,0.095364+0.071105i,0.13595+0.018644i,0.13003+0.0049008i,0.11539-0.012349i,0.095119-0.025351i,0.067044-0.021784i,0.036146-0.0084803i,0.011605+0.01089i,0.0041613+0.025602i,0.009626+0.018463i,0.0096522+0.00010567i,0.0057099-0.0041761i,0.0098581+0.00081338i,0.014484-0.00016818i,0.0092848-0.0032355i,0.0025655-0.0032217i,-0.00052878-0.0031349i,-0.0032013-0.0032227i,-0.0016183-0.0010866i
0.076452-0.092083i,0.12937-0.17126i,0.10029-0.21424i,-0.04323-0.18647i,-0.17332-0.12023i,-0.19274-0.07471i,-0.1595-0.045992i,-0.13302-0.0088603i,-0.10492+0.021075i,-0.063449+0.025857i,-0.022586+0.012226i,0.0032965-0.010671i,0.008757-0.030543i,0.00094752-0.029847i,-0.0013297-0.013455i,0.00019393-0.0038752i,-0.0043175-0.0009627i,-0.0080411+0.0041469i,-0.0060288+0.0072329i,-0.0024924+0.0065142i,0.00068395+0.0044012i,0.0034384+0.0023981i,0.002866-0.0011736i
-0.076094+0.072014i,-0.14466+0.13279i,-0.144+0.18572i,-0.020153+0.19912i,0.11827+0.15477i,0.15272+0.083178i,0.12094+0.030991i,0.10409+0.00065706i,0.098371-0.020236i,0.072929-0.027546i,0.039665-0.016363i,0.017696+0.0067116i,0.0065448+0.023441i,0.0012839+0.018705i,-0.0025232+0.0019198i,-0.003295-0.0074074i,0.0039962-0.010831i,0.0094917-0.015012i,0.0075533-0.011921i,0.0051657-0.004619i,0.0020663-0.0031114i,-0.0012579-0.004748i,-0.00072827-0.004086i
0.075531-0.033911i,0.15947-0.061555i,0.17219-0.090255i,0.045146-0.12004i,-0.11056-0.127i,-0.16245-0.093364i,-0.13091-0.045876i,-0.10412-0.018i,-0.096358-0.0020714i,-0.072647+0.0077239i,-0.039804-0.0037481i,-0.021132-0.027773i,-0.013106-0.039815i,-0.010878-0.030554i,-0.012349-0.0099419i,-0.013878+0.00421i,-0.015987+0.0069174i,-0.016596+0.0057693i,-0.012261+0.0026947i,-0.0061958-0.00027424i,-0.0032522+0.0011068i,-0.0041585+0.0046616i,-0.0072221+0.0054261i
-0.093741+0.021424i,-0.19108+0.042257i,-0.20146+0.088557i,-0.062712+0.14772i,0.082394+0.16589i,0.1231+0.12543i,0.11234+0.073778i,0.11067+0.039201i,0.10284+0.010683i,0.068936-0.0085971i,0.03349-0.0046184i,0.014949+0.013466i,0.0039705+0.028672i,0.0011442+0.03083i,0.0065406+0.020416i,0.010145+0.0096901i,0.0079755+0.0012768i,0.0013342-0.0012415i,-0.0025885+0.0022533i,-0.0015859+0.0020816i,-0.00095321-0.0024754i,9.84e-05-0.0060403i,0.0045377-0.0059885i
0.10943-0.0069235i,0.23373-0.023146i,0.27382-0.065249i,0.15324-0.12724i,-0.0029454-0.15267i,-0.078284-0.12219i,-0.090608-0.084985i,-0.093275-0.061475i,-0.091979-0.030276i,-0.068611+0.0041133i,-0.042004+0.009617i,-0.029315-0.0054401i,-0.016677-0.014492i,-0.0042519-0.014047i,0.0006266-0.0081236i,0.0007057-0.0013236i,-6.3235e-05+0.0072113i,0.0012045+0.010938i,0.0010165+0.0043976i,-0.0022934-0.0013628i,-0.0040353+0.0006075i,-0.0058859+0.0068858i,-0.0084393+0.012192i
-0.13226+0.010767i,-0.26624+0.028464i,-0.29936+0.056878i,-0.17068+0.092783i,-0.027934+0.11752i,0.037892+0.095054i,0.058537+0.04915i,0.058197+0.020205i,0.050332+0.0075147i,0.040736-0.0019331i,0.029763-0.0036554i,0.020577+0.0056292i,0.013088+0.014946i,0.0095551+0.013744i,0.010368+0.0055329i,0.010251-0.002964i,0.0079657-0.0084688i,0.0060135-0.0037535i,0.0056053+0.0068985i,0.0051672+0.011223i,0.0036266+0.0073098i,0.0055714-0.00095795i,0.011453-0.0096691i
0.14059-0.023352i,0.28189-0.057161i,0.32273-0.089613i,0.21202-0.11392i,0.087592-0.12007i,0.019071-0.08548i,-0.025781-0.043547i,-0.046367-0.02342i,-0.040962-0.011756i,-0.025651+0.0020366i,-0.016212+0.0091568i,-0.01287+0.0066507i,-0.0052995-0.00051676i,0.00022571-0.007923i,-0.0033143-0.011891i,-0.007484-0.0088603i,-0.0041879-0.0016925i,0.001327-0.0039435i,0.00016417-0.011166i,-0.0035135-0.0087014i,-0.0020815-0.00051643i,-0.0021801+0.0050584i,-0.0074256+0.0093717i
-0.15205+0.034335i,-0.29309+0.078469i,-0.34843+0.095072i,-0.26545+0.078053i,-0.15871+0.053175i,-0.089823+0.030594i,-0.037103+0.026743i,-0.0088708+0.036355i,0.0019882+0.034522i,0.0097724+0.011599i,0.012515-0.006632i,0.014033-0.0073551i,0.011966-0.0056851i,0.0047946-0.0037296i,0.0001987+0.0027273i,-0.00016882+0.0050634i,-0.0015857-0.00080906i,-0.0030521-0.0018727i,0.0029268+0.0039815i,0.011194+0.0047164i,0.011584-6.6664e-05i,0.0086423-0.0062562i,0.007118-0.012137i
0.14124-0.052118i,0.2687-0.10502i,0.31594-0.11315i,0.24604-0.071159i,0.16596-0.031415i,0.11525-0.018055i,0.065027-0.018296i,0.038035-0.017365i,0.027337-0.017405i,0.0090542-0.0084616i,-0.005966+0.0065106i,-0.010453+0.012276i,-0.0086245+0.01118i,-0.0043802+0.0069211i,-0.0032088+0.0010421i,-0.0040832+0.00046648i,-0.0014527+0.0033962i,-0.00075827-0.00085561i,-0.0058348-0.010268i,-0.0079831-0.012989i,-0.0048357-0.0096182i,-0.0047394-0.0031051i,-0.0065289+0.0064783i
-0.13294+0.083545i,-0.24751+0.14873i,-0.29453+0.15381i,-0.25045+0.074183i,-0.20739-0.014925i,-0.16663-0.03552i,-0.089024-0.0094731i,-0.035124+0.0011124i,-0.024644-0.00092363i,-0.017008-0.0031505i,-0.0027377-0.01082i,0.0058559-0.020549i,0.0044065-0.02592i,-0.001816-0.018614i,-0.00055954-0.0029665i,0.0065315+0.003672i,0.0045983+0.00038281i,-0.0031556+0.0019151i,-0.0035566+0.0077173i,-0.001735+0.0051074i,-0.0036114-0.00078952i,-0.0022853-0.0028607i,0.0023829-0.0063711i
0.10918-0.085086i,0.20777-0.15358i,0.25212-0.1461i,0.21742-0.039785i,0.18238+0.062185i,0.15043+0.06256i,0.093071+0.009598i,0.054872-0.015636i,0.039945-0.012789i,0.023105-0.00051192i,0.0097738+0.013787i,0.0018741+0.025364i,0.00036144+0.033767i,0.0056674+0.029063i,0.0074319+0.010401i,0.0036612-0.0018969i,0.0024799-0.0028753i,0.0032935-0.0037285i,-0.0021689-0.0050354i,-0.0081511-0.0018891i,-0.0085357+0.0025439i,-0.0067147+0.0043523i,-0.0038155+0.0075472i
-0.085759+0.097948i,-0.15928+0.17307i,-0.18466+0.16309i,-0.16245+0.037463i,-0.16651-0.078471i,-0.16241-0.080319i,-0.11009-0.032905i,-0.074113-0.017211i,-0.062952-0.012278i,-0.035974-0.0053655i,-0.010905-0.015761i,-0.0067455-0.033246i,-0.010123-0.039965i,-0.011263-0.031776i,-0.0080904-0.014951i,-0.0043291-0.0034434i,-0.006745+0.00015578i,-0.0073775+0.0060483i,0.0013655+0.012169i,0.0069409+0.010258i,0.0043362+0.0056457i,0.0026616+0.002831i,0.0016328-0.0035302i
0.059477-0.10372i,0.11006-0.18311i,0.12413-0.16825i,0.11118-0.02346i,0.12774+0.11105i,0.13121+0.1095i,0.08641+0.042392i,0.048589+0.018383i,0.03865+0.020852i,0.027546+0.015923i,0.014598+0.016698i,0.01183+0.029549i,0.015695+0.040122i,0.018358+0.033016i,0.015988+0.014003i,0.010202+0.0016657i,0.0079992-0.0017789i,0.0080401-0.0062759i,0.0030649-0.0096888i,-9.3628e-05-0.0056465i,0.0032461-0.00025092i,0.0052443+0.00070868i,0.0049393+0.002315i
-0.027075+0.098543i,-0.048617+0.17456i,-0.044778+0.14843i,-0.03627-0.0038579i,-0.067173-0.12997i,-0.092815-0.11878i,-0.0762-0.049248i,-0.0556-0.019612i,-0.045894-0.014744i,-0.030985-0.012098i,-0.022423-0.019118i,-0.027192-0.027133i,-0.027583-0.029319i,-0.022017-0.0249i,-0.016168-0.012893i,-0.0098127-0.0014808i,-0.007484+0.0050512i,-0.0056285+0.0075206i,0.00037874+0.0053148i,0.0038177-0.00026434i,0.0029814-0.0031917i,0.00089038-0.0022641i,-0.0025321-0.0024564i
0.00065291-0.09582i,-0.0078827-0.16585i,-0.029225-0.13847i,-0.029427+0.0025605i,0.015007+0.11419i,0.055962+0.10409i,0.059222+0.046458i,0.05328+0.023672i,0.050463+0.017227i,0.035763+0.0087335i,0.024823+0.01222i,0.0285+0.022129i,0.028747+0.026249i,0.023055+0.021257i,0.016937+0.0092686i,0.010716-0.0016944i,0.0077496-0.0084206i,0.0040972-0.011481i,-0.0032185-0.010029i,-0.0051318-0.0051295i,-0.0014183-0.0028109i,0.0011977-0.0046457i,0.004329-0.0048128i
0.031147+0.073943i,0.06219+0.13005i,0.089846+0.097041i,0.082724-0.031943i,0.035572-0.13236i,-0.018697-0.11604i,-0.042553-0.047506i,-0.040516-0.015312i,-0.033521-0.010495i,-0.025199-0.0051027i,-0.023326-0.0042672i,-0.027419-0.0064078i,-0.023751-0.0090349i,-0.016351-0.010127i,-0.013311-0.0042028i,-0.011456+0.0027258i,-0.0094414+0.0066939i,-0.007746+0.0088082i,-0.0046541+0.0089346i,-0.0019062+0.0046936i,-0.0026091-0.001582i,-0.0057867-0.0022988i,-0.0090284+0.00023869i
-0.040552-0.061546i,-0.091404-0.098513i,-0.13259-0.072847i,-0.13815+0.014678i,-0.109+0.077785i,-0.052565+0.063182i,-0.0024096+0.016057i,0.014898-0.0098804i,0.010645-0.014666i,0.0048514-0.011122i,0.013071-0.0040523i,0.02495-0.0012236i,0.022654+0.0014237i,0.014893+0.0075398i,0.011179+0.0085782i,0.0093047+0.0021959i,0.0078143-0.0056484i,0.0061487-0.0079201i,0.0035598-0.0042308i,0.0018815-0.00057475i,0.0015091+0.0013364i,0.0021987+0.00036322i,0.0053851-0.0027879i
0.053632+0.044316i,0.11444+0.064057i,0.16156+0.040109i,0.16649-0.022863i,0.1329-0.06672i,0.071266-0.053441i,0.016937-0.015331i,-0.0011264+0.0055155i,0.00056813+0.0090101i,0.0022587+0.0074106i,-0.0065333+0.0026809i,-0.018705-0.0013976i,-0.018165-0.0032936i,-0.010453-0.0061049i,-0.0061531-0.0046763i,-0.0062217+0.0020865i,-0.0069926+0.008582i,-0.0049962+0.010583i,-0.00014375+0.0073774i,0.0011858+0.0023482i,-0.0029056+0.0010972i,-0.0073621+0.0045841i,-0.0088273+0.00837i
-0.056606-0.027223i,-0.11945-0.029029i,-0.17558-0.012275i,-0.20375+0.013967i,-0.19817+0.029609i,-0.14181+0.023007i,-0.061543+0.0039009i,-0.021338-0.013566i,-0.019586-0.015051i,-0.015509-0.0055565i,0.0013926-0.00086944i,0.014014-0.0053369i,0.01217-0.007844i,0.0067491-0.0008137i,0.0090478+0.0048993i,0.012865-0.00094502i,0.011198-0.010588i,0.0073456-0.014252i,0.0040578-0.01215i,0.0020872-0.0067143i,0.0022846-0.00041218i,0.0052204+0.00040191i,0.0088707-0.0038544i
0.059037+0.00043252i,0.1189-0.01108i,0.16845-0.022853i,0.19142-0.0084698i,0.18684+0.018348i,0.13736+0.022176i,0.061431+0.012818i,0.018765+0.017492i,0.014084+0.023734i,0.011919+0.017318i,-0.0050941+0.0092082i,-0.021108+0.015285i,-0.017447+0.022176i,-0.0060846+0.012648i,-0.0034738+0.0008279i,-0.0070597+0.0020864i,-0.0079174+0.008967i,-0.007212+0.0091903i,-0.0081524+0.0032749i,-0.0079085-0.00050997i,-0.0047176-0.0001424i,-0.001681+0.0019217i,-0.0016623+0.0040555i
-0.052154+0.01164i,-0.10517+0.035453i,-0.15211+0.043523i,-0.18167+0.0053125i,-0.19387-0.042457i,-0.15559-0.041846i,-0.074449-0.0229i,-0.025693-0.02997i,-0.020046-0.036195i,-0.014484-0.023635i,0.0029266-0.013396i,0.014583-0.018135i,0.0092598-0.023011i,0.0011526-0.01498i,0.0035461-0.0062827i,0.0081895-0.0081929i,0.0068723-0.014378i,0.0027239-0.013055i,0.00064307-0.0051842i,0.0021488+0.0010127i,0.0060619+0.0022105i,0.0082208-0.0015928i,0.0066758-0.0068422i
0.044454-0.029337i,0.086693-0.059824i,0.12148-0.061196i,0.15217+0.0096197i,0.18195+0.0874i,0.16387+0.078187i,0.088383+0.034452i,0.032115+0.035326i,0.024191+0.044737i,0.022125+0.02856i,0.0061572+0.01619i,-0.0039521+0.026295i,0.0030127+0.035717i,0.0087718+0.024849i,0.0025827+0.010689i,-0.0050363+0.009703i,-0.0059576+0.014069i,-0.0048495+0.013036i,-0.0056963+0.0086067i,-0.0045164+0.0037112i,-0.0023958-0.0015928i,-0.0038259-0.0034219i,-0.0054797+0.00019943i
-0.0307+0.034464i,-0.059927+0.07119i,-0.078773+0.067091i,-0.09907-0.028999i,-0.13787-0.1289i,-0.14343-0.11322i,-0.084889-0.049783i,-0.031775-0.039714i,-0.025375-0.048292i,-0.026853-0.031963i,-0.011014-0.017637i,0.0014549-0.02621i,-0.0029404-0.035339i,-0.0094682-0.024923i,-0.0065561-0.010434i,0.00025683-0.010954i,0.002838-0.017443i,0.0032516-0.014408i,0.0070002-0.0057779i,0.0081316-0.0017802i,0.0034895-0.0016464i,-0.00040266-0.0019506i,-0.0012836-0.0033132i
0.021562-0.034609i,0.037139-0.07742i,0.041764-0.074347i,0.057015+0.027092i,0.10351+0.12582i,0.11905+0.099463i,0.068741+0.032368i,0.02317+0.030873i,0.019903+0.045244i,0.022288+0.028137i,0.012103+0.01188i,0.0057242+0.019699i,0.013372+0.031528i,0.019913+0.026283i,0.013708+0.01474i,0.0024912+0.013456i,-0.0030298+0.017192i,-0.0029753+0.013581i,-0.0028632+0.0047357i,-0.0029294-0.00022254i,-0.0032889-0.0014291i,-0.0044983+0.00025775i,-0.0031691+0.0042518i
-0.010686+0.037111i,-0.0082003+0.081999i,0.007867+0.069879i,0.00013384-0.056229i,-0.059766-0.17491i,-0.10369-0.14045i,-0.069999-0.049953i,-0.021719-0.038819i,-0.018383-0.051585i,-0.025333-0.029039i,-0.015234-0.012299i,-0.0098964-0.023273i,-0.018409-0.035217i,-0.021886-0.029144i,-0.012113-0.015838i,-0.0020368-0.012203i,2.9993e-05-0.015388i,-1.3376e-05-0.013833i,0.0011003-0.009428i,0.00094165-0.0057764i,-0.00022466-0.00043038i,-0.00037204+0.0043414i,0.00029591+0.0033966i
-0.0025488-0.03795i,-0.020753-0.081799i,-0.058363-0.070274i,-0.073505+0.050532i,-0.027787+0.16238i,0.032437+0.1304i,0.03416+0.044343i,0.0072516+0.031573i,0.0097405+0.048368i,0.021697+0.031741i,0.016101+0.011461i,0.011207+0.016914i,0.018892+0.028034i,0.024681+0.022524i,0.018281+0.011238i,0.0067903+0.012094i,0.0010827+0.018861i,-0.0012111+0.016886i,-0.005456+0.0076734i,-0.0066225+0.0023392i,-0.0023498+0.0012328i,0.0016669-0.00028347i,0.0030266-0.00020219i
0.012512+0.031719i,0.043374+0.070281i,0.093458+0.059337i,0.10994-0.053093i,0.051296-0.15534i,-0.024241-0.11714i,-0.030902-0.032708i,-0.0059384-0.023495i,-0.0098816-0.039264i,-0.020642-0.023299i,-0.018821-0.0070484i,-0.019249-0.012986i,-0.028338-0.023732i,-0.032345-0.020543i,-0.02246-0.010538i,-0.0075003-0.010537i,0.0003877-0.016039i,0.0014578-0.014305i,0.0013038-0.0054511i,0.0017053+0.00090168i,0.0019869+0.0032007i,0.0018071+0.0040506i,0.00078912+0.0017445i
-0.019915-0.027685i,-0.061314-0.059103i,-0.13046-0.048658i,-0.17231+0.057516i,-0.1263+0.15991i,-0.031477+0.12021i,0.0068402+0.024679i,-0.0045179+0.0065914i,0.0030234+0.022797i,0.019226+0.01124i,0.019444-0.00088558i,0.017845+0.0086302i,0.024729+0.022082i,0.028861+0.020135i,0.021387+0.0093829i,0.0095796+0.0078765i,0.0041795+0.012952i,0.0032581+0.013041i,0.00022813+0.0086388i,-0.0006793+0.0039598i,0.0030451-0.00063087i,0.0051385-0.0044549i,0.0048631-0.0038236i
0.018045+0.021741i,0.06569+0.0513i,0.15127+0.05379i,0.21893-0.026466i,0.18814-0.11275i,0.082598-0.086161i,0.021254-0.011101i,0.019477+0.0023456i,0.0078011-0.015273i,-0.013427-0.0065641i,-0.018768+0.0067398i,-0.018199+0.0015987i,-0.024877-0.0081066i,-0.029077-0.0083092i,-0.020619-0.0042445i,-0.0072186-0.0084744i,-0.0013321-0.016767i,-0.0010725-0.016288i,0.0020876-0.0088147i,0.0040491-0.0038424i,0.0008882-0.0029842i,-0.0033537-0.0019831i,-0.004801-0.0015474i
-0.023212-0.017141i,-0.072662-0.043047i,-0.16604-0.048867i,-0.24113+0.014533i,-0.20903+0.083663i,-0.098892+0.055273i,-0.035029-0.011794i,-0.031808-0.020262i,-0.021401+0.0016019i,0.001421+0.00048757i,0.014426-0.0076842i,0.021589-0.0016517i,0.031706+0.0088542i,0.036933+0.010061i,0.026414+0.004837i,0.0092697+0.0060603i,-0.00025221+0.012162i,-0.0027745+0.011461i,-0.0026496+0.0054319i,-0.0014238+0.0021336i,0.00029602+0.00019871i,0.0016708-0.0037415i,0.0025913-0.0044157i
0.026423+0.012901i,0.078317+0.037329i,0.18214+0.047247i,0.27749-0.0046669i,0.25663-0.070751i,0.1329-0.052693i,0.048099+0.010099i,0.035428+0.021288i,0.020103+0.0014106i,-0.0045016+0.0051118i,-0.013162+0.013618i,-0.016851+0.0060246i,-0.024613-0.0031283i,-0.028555-0.0039365i,-0.021375-0.0019481i,-0.0090866-0.0052771i,-0.0039687-0.011901i,-0.0027443-0.012217i,0.00010587-0.0084418i,0.00085142-0.0068615i,-0.0031642-0.0048181i,-0.0070906-0.00064432i,-0.0081309+0.0015093i
-0.018187-0.0050655i,-0.069149-0.033014i,-0.17296-0.06103i,-0.27933-0.046887i,-0.28153-0.0083117i,-0.16935-0.009517i,-0.071885-0.03777i,-0.04321-0.033094i,-0.022013-0.0089931i,0.005901-0.0072187i,0.01646-0.015182i,0.019163-0.01408i,0.027784-0.0093705i,0.03159-0.0081168i,0.022165-0.0063015i,0.0084109+0.0017662i,0.0025211+0.012188i,0.0010639+0.014063i,-0.0021125+0.0080344i,-0.0039827+0.0047612i,-0.0014713+0.0056406i,0.0019653+0.0049932i,0.0031047+0.002992i
