0.002016+0.0010606i,0.0019291-0.000309i,0.00040911-0.0025576i,-0.00067445-0.0030092i,-0.00093279-0.0014678i,-0.0018559+0.00061503i,-0.0019252+0.0019209i,-0.00060177+0.0023784i,0.00032716+0.0017943i,0.00080296+0.00091168i,0.0011095-4.6036e-05i,0.0011888-0.0012717i,0.00098631-0.0014768i,0.00071459-0.00062107i,0.00010598+8.7138e-05i,-0.00090368+0.00060441i,-0.00056307+0.00081334i,0.00054546+0.0013115i,0.00048661+0.0010164i,0.00072714-0.00044948i,0.00071827-0.0012979i,0.00022388-0.0014653i,-0.00016348-0.00080661i
0.0024254-0.0010117i,0.0022597-0.0003289i,0.0029839-0.00019468i,0.0029474+0.00066166i,0.0014841+0.00065496i,-0.00023289+0.0006071i,-0.00045072+0.00072293i,-0.0002247+0.00018439i,-0.0001277-0.00018519i,5.9006e-05-1.7872e-06i,0.00012633-0.00046369i,-0.0005066-0.0010513i,-0.00047912-0.00082469i,-6.4982e-05-0.0008799i,-9.1678e-05-0.00078812i,-0.00012375-0.00025331i,0.00021152+0.0002291i,0.00059616+0.00064997i,0.00088026+0.00042374i,0.00034795-2.322e-05i,-0.00022334-5.8463e-05i,-0.0010084-0.00025313i,-0.00090642-0.00034173i
0.0006249+0.0013161i,0.0013126+0.00031051i,0.0015935+0.00019103i,0.0010404-0.00019181i,0.00079201-3.3161e-07i,0.00056781+7.8569e-05i,0.00061042+0.00037947i,0.00080933+0.00079843i,0.00074917+0.00056421i,-0.00026373+1.5763e-05i,-0.0016221-0.00078252i,-0.0015858-0.0013085i,-0.0014157-0.00081988i,-0.0016571+8.085e-05i,-0.00088892+0.0008083i,-0.0001962+0.0006622i,-0.00041117+0.00013843i,-0.00037849+4.5839e-05i,0.00029495-0.00029219i,0.00048477-0.00041754i,0.00023434-0.00048164i,-0.00022147-0.00088733i,-0.00053208-0.00094641i
0.00081222-0.00028879i,0.00090391+0.001054i,0.0011661+0.001682i,0.0015068+0.001135i,0.0015292+0.00095474i,0.00085894+0.00097139i,0.0001286+0.001088i,-0.00022838+0.00099999i,-0.00066732+0.00067422i,-0.0012772+0.0016385i,-0.00067223+0.0026409i,0.00023783+0.00253i,0.00083284+0.0018522i,0.00071104+0.0013857i,0.0001722+0.00082418i,0.00017029-0.00010268i,0.0001659-0.00066847i,0.00014965-0.0007421i,0.0001802-0.00037176i,0.00056668-4.4255e-05i,0.00089935-0.00034535i,0.001029-0.00039723i,0.00026639+0.00045502i
0.00022988+0.00081263i,0.00091409+0.0015458i,0.0010019+0.0020814i,0.00050781+0.0020092i,0.00096414+0.0012061i,0.00076599+0.0002482i,0.00051217-0.00099876i,0.00013991-0.0010979i,-0.00077631-0.000204i,-0.00028835+0.00084673i,0.00087446+0.0014913i,0.0013164+0.0010238i,0.00081477+0.00058221i,0.00038023+0.00067105i,0.00083235+0.00090473i,0.001191+0.0015113i,0.00022972+0.0015994i,-0.00019194+0.00083275i,0.00054676-1.0199e-05i,0.00075519+0.00037943i,-0.00025486+0.0011607i,-0.00075549+0.0010809i,-0.00070337+0.0011822i
0.002364+0.0003366i,0.0023506+0.0009995i,0.002083+5.5869e-06i,0.002239-0.00067874i,0.0011338-0.00077102i,-0.00012677-0.0014656i,-0.00023932-0.0011202i,-0.00085745+2.4485e-05i,-0.0012685+0.00041911i,-0.000424+0.00074587i,0.0012394+0.00011535i,0.0026192-0.0009525i,0.002447-0.00084884i,0.0011585-0.0004819i,0.0002315+0.00036773i,-0.00018629+0.000406i,8.8569e-05-0.00052087i,-3.4173e-05-0.0011133i,-0.00027208-0.00022156i,8.2341e-05+0.000424i,0.00012799-0.00013975i,-0.00015286-0.00036912i,-0.00026624-0.00016633i
0.0011437+0.00021138i,-0.00033462+0.0016898i,-0.000182+0.002475i,0.0011902+0.0024484i,0.00083884+0.0022044i,-0.00015361+0.001967i,-0.00074173+0.00090158i,-0.001723+0.00068128i,-0.001706+0.0013841i,-0.00057939+0.0014131i,0.00039182-7.2703e-05i,9.2356e-05-0.002324i,-0.00067401-0.0024037i,-0.00066704-0.0012555i,-0.00032503-0.0011669i,-0.00070478-0.0010458i,-0.0011917-0.00099036i,-0.00045033-0.0008201i,-5.6256e-05-0.00031729i,-2.4086e-05-0.00084595i,0.00048126-0.00063778i,9.2311e-05-0.00055061i,-0.00012153-0.0010916i
-0.00016618+0.00074121i,7.6451e-05-0.00030622i,0.00087546-0.00041145i,0.0021187-0.00029426i,0.0026771-8.0267e-05i,0.0016006-0.0001026i,-0.00017011-0.00049465i,-0.00088872+0.00023434i,-0.0008821+0.00033794i,-0.00014-0.00030193i,0.00016242-0.0010952i,-0.00015308-0.0012948i,-0.00066303-0.00040943i,-0.00066898+0.0002344i,-8.7081e-05+0.0001679i,-0.00034546-0.00052728i,-0.0002991-0.000389i,0.00026205+0.00020085i,0.00056257+0.00020701i,0.00066987-0.00021563i,0.000791-0.00074837i,0.00099323-0.00065076i,0.00022491+0.00044443i
0.0010928-0.0027309i,0.0012811-0.0016793i,0.0010858-0.0010981i,-0.00041683-0.00059922i,-0.00099864-0.00028578i,0.00018132+0.00074581i,0.0013252+0.0011915i,0.0011329+0.0011856i,0.00035492+0.0012691i,-0.00036901+0.00092337i,-0.00035978+0.00060953i,0.00025304+0.00061209i,8.8054e-05+0.0012152i,-0.00040945+0.0016766i,-0.0004007+0.002258i,-0.00013651+0.0019832i,2.1758e-05+0.0012237i,-0.00013175+0.00071313i,0.00025407+0.00085822i,0.00047263+0.00027473i,0.00016861-0.00037545i,-0.00043507+0.00067423i,-0.00071256+0.0003583i
0.00084086+8.1553e-05i,0.00089104-0.00038073i,0.0015594-0.00018157i,0.001536+0.0007561i,0.0019101+0.0010878i,0.0017707+0.00054512i,0.0010362+0.00075785i,0.00050335+0.00043489i,0.0005152+1.1215e-05i,0.00018571+0.0010512i,-0.0005307+0.0019276i,-0.00025594+0.0014163i,0.00032648-3.1288e-05i,0.00030871-0.00031017i,-0.00020639+0.00062772i,-0.00012471+0.00018247i,-0.0004115-0.00051903i,-0.00074652-0.0004608i,-0.00030041-0.00032034i,-0.00078936+0.00010256i,-0.0010813+2.3871e-05i,-0.00074757-0.00050761i,0.00012431-0.00025272i
-0.001205-0.0012994i,-0.0015948-0.00070077i,-0.0023495-0.00030542i,-0.0012993+0.00012986i,0.00018149+0.00069145i,0.00068767-8.7883e-05i,0.00036279-0.00096416i,0.00047572-0.0013599i,0.0010024-0.0012345i,0.0006878+0.00021325i,0.0016224+0.00044745i,0.0027214-0.00055183i,0.0020817-0.00044005i,0.0012282-1.025e-05i,0.00036797+0.00032906i,-0.00038376-9.1994e-05i,-0.0003356-0.00093425i,-0.00027195-0.00084075i,5.7852e-05-0.00063608i,0.00019023-0.0005917i,-0.00025223-0.00058155i,9.2561e-05-0.00042807i,0.00032583-0.00054431i
0.0020007+0.0039768i,0.0014074+0.0039204i,0.0025861+0.004152i,0.0027423+0.002765i,0.0012838+0.00038498i,-0.00053199-0.00085758i,-0.0018483-0.00042792i,-0.0021914+0.00035964i,-0.0021923+0.00087622i,-0.00067977+0.0011508i,0.0015819+0.00056233i,0.0021032-0.0010835i,0.0012476-0.0020544i,0.00068363-0.0011846i,0.0010192-0.0011282i,0.0015152-0.001872i,0.0010588-0.0014162i,0.00023254-0.00071272i,-4.8448e-05-0.00023437i,0.00034936-0.0001132i,0.00039631+4.9207e-05i,0.00025748+0.00027295i,4.826e-05+0.00011483i
-0.00095245-0.0014259i,-0.0011546-0.001523i,-0.00097864-0.0023788i,-0.00057707-0.0016931i,-5.9697e-05-0.00033308i,-0.00031088+0.00092209i,-0.0011072+0.0013321i,-0.0013409+0.00077219i,-0.00078005+0.00055628i,-0.00027931+0.0010891i,4.5742e-05+0.00036545i,-0.00038684-0.0004235i,-0.0012661+0.00016911i,-0.0011719+0.00089425i,-0.0010574+0.00067786i,-0.0011522+0.00017144i,-0.0013747-0.00035955i,-0.0008263-0.00071813i,0.00012461+0.00010426i,-0.00019357+0.0014136i,-0.00020293+0.0011917i,6.4783e-05+0.00029053i,-0.00045415-0.00010366i
0.0020273+0.0016111i,0.0018717+0.002124i,0.002423+0.0018016i,0.0025827+0.0013335i,0.0026016+0.0010986i,0.0018902+0.00032391i,0.00038819+0.00071726i,-0.00014831+0.0023583i,0.00016772+0.0035866i,-0.00019164+0.0030058i,-0.00069189+0.00078229i,-0.00077857-0.00010329i,-0.00068909+0.00027184i,-0.0008818+0.00050861i,-0.0014624+0.00030736i,-0.0013032-5.4678e-05i,-0.00015328+0.00019002i,0.00085008+0.00054004i,0.00095889+7.7351e-05i,0.00078854-0.00094062i,0.00011303-0.0013823i,-0.0003055-0.0010018i,-0.00013787-0.00043412i
0.001963-0.0015546i,0.0021381-0.00037319i,0.0021574-0.0002855i,0.0011614-0.00050655i,0.00026905-0.00093049i,-0.00056003-0.0004918i,-0.0011263-0.0001043i,0.00037456+0.0002929i,0.00227+0.0012613i,0.0015472+0.0015248i,0.00039314+0.0015398i,0.00067704+0.0018981i,0.00099549+0.0010397i,0.00055597-6.8645e-05i,-0.00042083-0.00011056i,-0.00099359-6.7427e-05i,-0.0007268-0.00034025i,-3.1414e-05-0.00020811i,0.00010449+1.9067e-05i,-0.00017598-3.0218e-05i,-0.0006573-0.00022377i,-0.00060585-0.00063184i,-7.6986e-05-0.00094268i
-0.0030354-0.0017607i,-0.0016881-0.0017421i,-0.001537-0.0013134i,-0.00072114-0.00074835i,0.0018312+0.00015278i,0.0035198+0.00031152i,0.0028815-0.00019845i,0.0014502-0.0010205i,0.0016174-0.000568i,0.0011622+0.0011538i,0.00052658+0.0016699i,0.0014533+0.0017891i,0.0013948+0.0018726i,0.0013801+0.0011783i,0.0022525+0.0010556i,0.0016512+0.00058206i,0.00041253-0.0004275i,-0.00018365-0.00047516i,-0.00032601-9.5612e-05i,-0.00088632+0.00047365i,-0.00065304+0.0006268i,-0.00011563+0.00028698i,-0.00055377+0.00045345i
0.0019586-0.0017049i,0.0033037-0.0013726i,0.0034351-0.00083887i,0.0024419-0.00022419i,0.0014187-0.00022081i,0.00068676-5.407e-05i,-0.00026771-0.00053368i,-0.001009-0.0021447i,-0.00043157-0.0027615i,0.00026212-0.0019027i,0.00072999-0.0011758i,0.00034833-0.0011163i,-0.0010399-0.0012185i,-0.0014306-0.00047999i,-0.00070311+0.00022249i,0.00017273+0.00021744i,5.6705e-05-0.00045829i,-0.00041102-0.00069918i,-0.00036566-0.00033673i,5.7116e-05-0.00060375i,0.00013698-0.000754i,-3.6068e-05-0.0012027i,0.00078214-0.00097983i
0.0014336-0.00072724i,0.0014864-0.0013309i,0.0010899-0.00054753i,0.00059439-0.00030215i,0.0003377-0.0014572i,-0.00013011-0.0017114i,-0.00025249-0.0022805i,-0.0012651-0.0026227i,-0.0020713-0.0017581i,-0.0016102-0.00077491i,-0.00035883-0.00087495i,6.6443e-05-0.0019341i,-0.0010199-0.0015544i,-0.0012731-0.0002816i,-0.00081859-0.00056676i,-0.00063667-0.00098522i,-0.00033654-0.00056954i,-4.3055e-05-0.00011192i,-5.5654e-05-8.8576e-05i,4.4258e-05-0.00038245i,0.00020588-0.00037039i,-0.00023815-0.00047166i,-0.00077602-0.000474i
0.0025887-0.00066772i,0.0032268-0.00067629i,0.0019287-0.0010923i,0.00030499-0.00055864i,0.00025568+0.00021557i,-0.00037031-0.00030653i,-0.0015405+0.00054435i,-0.0027825+0.0028055i,-0.0034491+0.0032385i,-0.0027713+0.0022993i,-0.0013429+0.0010836i,-0.00037531+5.4391e-05i,0.0001986-7.3299e-05i,0.00058618+0.00045284i,0.00035741+0.00012757i,4.151e-05-0.00022496i,1.9853e-05-0.00052054i,0.00037456-0.00061721i,0.00093417-8.9941e-05i,0.00036026+0.0002258i,-0.00050879+0.00041441i,-0.0002769+0.00027965i,-0.00031078+0.000119i
0.0021417-0.00076389i,0.0019904+0.00060544i,0.0036743-3.8936e-05i,0.0035748-0.00097111i,0.00087828-0.00084144i,-0.00047104+0.00047963i,-0.00038544+0.0024696i,-0.00012736+0.0035285i,-0.00012166+0.0037411i,-0.00052282+0.0028208i,-0.00060466+0.0013919i,-9.6645e-05+0.00095113i,0.00053576+0.0014028i,0.0013017+0.0010853i,0.001031+0.00064323i,-1.4296e-05+0.00036983i,-0.0003379-0.00027818i,-0.00049622-0.00042719i,0.00012899-0.00036632i,0.00063904-0.00044373i,0.00081205-0.00021094i,0.00042654-0.00039045i,-0.00025136-0.00031901i
-0.00042318+0.0023688i,-0.0014077+0.002521i,-0.0014151+0.0031559i,-0.00017626+0.0027873i,0.0018867+0.0016146i,0.0027946+0.00072919i,0.0016761+0.00029715i,0.0022514+0.00031545i,0.003573+0.00084474i,0.0031028+0.0012724i,0.0018981+0.0011634i,0.0010826+0.00077797i,0.00069995+0.00029724i,0.00078393-0.00056124i,0.00055758-0.00042557i,-7.7168e-05-6.2146e-06i,0.00010107-0.00069447i,0.00028838-0.0011577i,0.00039044-0.0012132i,-2.2286e-05-0.00011445i,-0.00060751+0.00050282i,-7.6015e-05+0.00022283i,-0.00018007+0.00014473i
0.0014504+0.0014447i,0.0023557+0.0019054i,0.0028926+0.0014165i,0.0025568+0.00063263i,0.0024478-0.00052721i,0.0013676-0.0017999i,0.0010136-0.0017507i,0.0019568-0.0011663i,0.0030601-0.0013291i,0.0026574-0.00094725i,0.0017052-7.3435e-06i,0.0019291-9.1474e-05i,0.0016654-0.0012043i,0.00044337-0.0014616i,9.5581e-05-0.0011073i,-1.5128e-05-0.00096853i,0.00010764-0.00071428i,0.00044017-0.00045i,0.00054818+0.00081212i,0.00030384+0.0016733i,-3.9178e-05+0.00082366i,-0.00073325+0.00029021i,-0.00090309+0.00039655i
-0.0012468-0.0011055i,-0.0010255-0.0015309i,-0.00087945-0.0011533i,0.00014065+5.8673e-05i,0.00047438+0.00053882i,-0.0004488-0.00019838i,-0.0011335-0.0011675i,-0.001836-0.0019972i,-0.0026714-0.0025221i,-0.0022387-0.0016918i,-0.00062036-0.00048627i,0.00015433-0.00082162i,-0.00049711-0.00092234i,-0.0007035-0.00030859i,-0.0003503-0.00037268i,-0.00012253-8.8877e-05i,-0.00067442-0.00017912i,-0.00073452-0.00058568i,4.5317e-05+0.00045193i,-5.4793e-05+0.00030679i,0.00039577-5.7217e-05i,0.00045945+0.00026261i,-0.00030516+0.00032015i
0.00075621-0.00018248i,0.00010713-0.00031589i,-0.00030226-0.00035862i,-0.00046353+0.00069541i,-0.00038923+0.00017162i,-0.00024223+0.00017837i,-0.0013903+0.0012556i,-0.0029641+0.0011504i,-0.004+0.00056368i,-0.0032144+0.00058067i,-0.0012158+0.00029365i,-0.00073365-0.00071312i,-0.00076939-0.00032606i,-0.0010832+0.0013359i,-0.00083009+0.0013416i,5.2954e-05+0.0009879i,0.00012235+0.001187i,0.00017256+0.0002006i,0.00055725+8.8971e-05i,0.00042387-6.2242e-05i,-7.5011e-05-0.00029437i,-3.2478e-05-0.00050531i,0.00051343-0.00052459i
0.0013393-0.00092654i,0.0015122-0.00035065i,0.0024733-0.0005603i,0.0015767+0.00032185i,2.7967e-05+0.00049054i,-0.0004214+0.0008003i,-0.00046923+0.0016105i,-0.001414+0.0028725i,-0.0025286+0.0040637i,-0.0019679+0.0036094i,-0.00067551+0.0017179i,-0.00086622+0.00025178i,-0.00071857+0.00012369i,-6.0387e-05+0.00028206i,-0.00018287-3.9054e-05i,-1.7796e-05-0.0010325i,0.00068369-0.00091608i,0.0011248-0.00064724i,0.00113-0.00070828i,0.00020151-0.0012799i,0.00023036-0.0019972i,0.00058435-0.00090386i,-0.00011501+0.0001605i
0.00014626-0.00075468i,0.00052924-0.00043726i,0.001193+0.0012828i,0.0020123+0.0020984i,0.0023557+0.0010956i,0.0019945-0.00035262i,0.0010891+0.00039226i,0.0010909+0.0028695i,0.0013458+0.0043725i,-3.9799e-05+0.0038871i,-0.00080242+0.0024897i,-0.00039011+0.0012101i,0.00078064+9.3234e-05i,0.0020325-1.2732e-05i,0.0026087+0.00023363i,0.0022142+0.00063518i,0.0014732+0.00029732i,0.00088668-0.00036056i,-9.4639e-06-0.00094593i,-0.00019881-0.00086376i,-7.8306e-05-0.00099372i,-0.00056206-0.0011732i,-0.00081875-0.00090017i
-0.00022976+0.0002693i,0.00017553+0.00055184i,0.00065417+0.0012208i,0.0004172+0.0018651i,9.2977e-05+0.0011862i,0.00072342+0.00073417i,0.0010203+0.00088673i,0.0016044+0.00043952i,0.0025432+0.00034231i,0.0024805+0.0011176i,0.0010673+0.0011451i,0.00040068+0.00091523i,0.000376+0.0012269i,0.00046139+0.00084372i,0.00085503+0.00062147i,0.00040779+0.00076042i,-2.0949e-05+0.00058628i,-0.000379-0.00016395i,-0.00078951+7.2004e-05i,-0.001341+0.00045542i,-0.0013116-0.00045956i,-0.00054494-0.00021212i,0.00021781+0.00030135i
-0.002767+0.00076787i,-0.003279+0.0013271i,-0.0026842+0.0015874i,-0.00099719+0.0014053i,-5.532e-05-0.00016649i,-0.00056635-0.0017701i,-0.00055522-0.002802i,0.00070812-0.0028711i,0.0014596-0.0020551i,0.0013564-0.0014403i,0.0016075-0.0002527i,0.0019176+0.00056171i,0.00066947-0.00066911i,-0.00091878-0.0012268i,-0.0011545-0.0005137i,-0.0010504-0.00081642i,-0.0012257-0.0014147i,-0.0012367-0.0011277i,-0.00055206-0.00071888i,0.001047+9.58e-05i,0.0016154+0.0006934i,0.00052374+0.00036548i,-0.00061772+0.00016823i
-0.0018594-0.00059696i,-0.0002081-0.0012679i,-0.00013736-0.00055424i,0.00024359-0.00030807i,0.00074232-0.00056563i,0.0010035-0.00093206i,0.00071506-0.0022522i,-0.0011125-0.0024231i,-0.0026793-0.00095447i,-0.0022246+0.00023001i,-0.00048687-5.9676e-05i,-0.00013242-0.0014862i,-7.3217e-05-0.00089916i,0.00032861+0.00089997i,0.00020643+0.00061355i,-0.00058816-0.00015317i,-0.00053747-1.531e-05i,0.00062007+0.00037805i,0.0009506+0.00043417i,0.0016667+0.00054681i,0.0017383+0.00073995i,0.00096116+0.00095945i,0.00094614+0.00082106i
0.0010695+0.00019555i,0.00025112+0.0012118i,-0.00099302+0.0015049i,-0.001226+0.0016939i,-0.00052833+0.001692i,-0.00058966+0.001421i,-0.0013489+0.00073492i,-0.0022102+0.00061187i,-0.0025477+0.00073751i,-0.0028202-9.2103e-05i,-0.0024285-0.0021354i,-0.00099339-0.0024833i,-5.2505e-05-0.00084117i,0.00015151+0.00010197i,0.00050717+0.00039164i,0.00029676+0.00080316i,0.00019814+0.0013196i,0.00041776+0.0011826i,0.00072167+0.00032214i,0.0010285-0.00015672i,0.0012115-8.5833e-05i,-8.3797e-05-0.00047456i,-0.001489-0.0005991i
-0.0019036-0.0015929i,-0.0032052-0.0018426i,-0.0033124-0.00098408i,-0.0016945+0.00058095i,-1.5976e-05+0.0010019i,4.5597e-05+0.001183i,-0.00049842+0.0015101i,-0.0014312+0.0022363i,-0.0018183+0.0017805i,-0.00049038+0.00068826i,0.00015875-6.1602e-05i,7.5175e-05-0.00038472i,0.00018846-0.00014895i,-0.00016558-4.3237e-05i,-8.2366e-05-0.000397i,0.00034939+6.7511e-06i,0.0003731+0.00056532i,0.00089523+0.0002096i,0.0011687+3.3226e-06i,0.00043322-0.0004234i,-0.00030605-0.00071717i,-0.00047683-0.00081877i,-0.00065858-0.00077807i
0.0023851-0.00098737i,0.0035795-0.0015453i,0.004036-0.00093638i,0.0029886+0.00019817i,0.001706+0.00026075i,0.00075032-0.00020866i,-9.2308e-05-0.00031163i,-3.4461e-05+0.00021699i,0.00069106+0.0010817i,0.00017196+0.0017654i,-0.00036854+0.0027773i,-0.00074631+0.0031874i,-0.0014131+0.0023048i,-0.001403+0.0006617i,-0.00098105-0.00050085i,-0.00084506-0.0011908i,-0.00011502-0.0018243i,0.00045386-0.001823i,-7.0296e-05-0.0011441i,0.00017868-6.8479e-05i,0.00022003+0.00022874i,-0.00019969-0.00022943i,5.9761e-05-2.9854e-05i
-0.0032928+0.0027819i,-0.0032716+0.00321i,-0.0023991+0.0042897i,-0.00062898+0.0033646i,0.00071621+0.00091741i,0.00086636-0.00088655i,0.00088485-0.0012539i,0.0012355-0.0013436i,0.00077209-0.0012955i,0.00027779+6.6239e-05i,0.00079884+0.0017189i,0.00093559+0.0019164i,0.0005983+0.00070825i,0.0006311-0.00023627i,0.00072758-0.0009505i,0.00039519-0.0007324i,0.00033957-0.00015774i,0.00036148-0.00031641i,1.9917e-05-0.00036912i,6.827e-05-0.00032828i,0.00056343+0.00043503i,-0.00031227+0.00044389i,-0.00053846+0.00010924i
-0.0041332-0.00057224i,-0.0045145-0.0018804i,-0.0047551-0.00096985i,-0.0022853+0.00063465i,0.0003251+0.0015633i,0.0010868+0.00079575i,0.00053893-0.00018585i,-0.00042769-0.00067921i,-0.0011698-0.0014692i,-9.0614e-05-0.00066954i,0.0025182+0.00078413i,0.0035708+9.8859e-05i,0.0024372-0.00049787i,0.0010343+0.00029615i,0.00056768+0.00063675i,-0.00034631-6.3136e-05i,-0.0013578-0.00046639i,-0.0011379+0.00012821i,-0.0006516+0.0011359i,-0.00055177+0.0010778i,-0.00044078+0.0013172i,-0.00058768+0.0019597i,-0.00012953+0.00093667i
0.0003662+0.0017059i,0.0013837+0.0010213i,0.0015929+0.00059899i,0.00099315+0.0010356i,0.00088262+0.0012801i,5.3461e-05+0.0003837i,-0.0015307-7.4979e-05i,-0.0033699+0.00075113i,-0.003212+0.0017537i,-0.00094103+0.0014672i,0.0013611+0.00035387i,0.001707-0.00099607i,0.0012698-0.00090097i,0.0015902-0.00064756i,0.00079268-0.00032578i,-0.00028748+0.00024144i,-0.00021279-2.3762e-05i,-2.3617e-05-0.00031509i,0.00071843-0.00089183i,0.0011173-0.0014078i,0.0012218-0.0010546i,0.0015328-0.00046522i,0.0011314+0.00043042i
0.00051656-0.0013232i,0.00010929-0.0015065i,0.00051104-0.00058193i,0.00027015-5.8923e-05i,4.2043e-05-0.0003079i,6.8391e-05-0.00018006i,0.00033501-0.00040005i,0.00025701-6.8232e-06i,-0.0007797+0.00042096i,-0.0014363+0.00066109i,-0.00089303+0.00031153i,-0.00093629-0.00060094i,-0.0012362-0.00077512i,-0.0001873-0.00062154i,0.00022085+0.00017566i,1.3872e-05-0.0002021i,0.00043849-0.0012631i,9.7043e-05-0.00077464i,-0.00069302-0.00048866i,0.00010379-0.0011367i,0.00094527-0.00090531i,0.00021252-0.0005156i,-0.00048515-0.00085484i
-0.0013824-0.00025301i,-0.002696-0.0013988i,-0.0031963-0.00047492i,-0.00089467+0.0021465i,0.00072477+0.0025398i,0.0013935+0.00098235i,0.0016189+0.00050438i,0.0022234+0.00058068i,0.0021148+0.00024898i,0.00061097+0.00015021i,-0.00045255-0.00041564i,-0.0010793-0.00083673i,-0.001926-0.00065269i,-0.001869-0.00067577i,-0.00073901-0.0010803i,-7.3496e-06-0.0005327i,0.0002592+0.00026605i,0.00090822-0.0001827i,0.0014894-0.0009501i,0.0010016-0.00070719i,-0.00038449-0.00043387i,-0.0013267-0.00076145i,-0.00074628-0.00032198i
-0.0021144+0.0013883i,-0.0010989+0.0019916i,-0.00067822+0.0024072i,0.0010578+0.0017515i,0.0025834+0.00068808i,0.0024805-0.00075709i,0.0020722-0.0015607i,0.00082265-0.0018275i,-0.00026449-0.0012698i,8.5006e-06+0.00060688i,-9.2045e-05+0.0021749i,-0.00052171+0.0023525i,-0.0005166+0.0022088i,-0.00041478+0.0023104i,-4.8243e-05+0.0016617i,0.00039854+0.00041442i,0.00061748-3.0879e-05i,0.00028828+6.9587e-05i,-4.4465e-05+0.00056086i,-1.3576e-05+0.00084746i,-0.00067117+0.00052381i,-0.00070001-0.00013171i,-0.00035025-6.7902e-05i
-0.0011415-0.0004239i,-0.0015426+0.0005299i,-0.00093985+0.00065602i,0.00042321+0.00065963i,0.0014179+0.00039637i,0.00027232-0.00052795i,-0.0017111-0.0012731i,-0.0035767-0.0012177i,-0.0040849-0.0017688i,-0.0028932-0.0014296i,-0.0011335+0.00055734i,0.00053594+0.0013261i,0.0013012+0.0017046i,0.00062067+0.001478i,-0.00032162+0.00064512i,-0.00091456-0.00012908i,-0.00096474-0.0013467i,-0.0010775-0.00078139i,-0.0011444+0.0011005i,-0.00082787+0.0012769i,-0.00048438+0.00069625i,-0.0006537+0.00058711i,-0.00036421+0.00066392i
0.0026097-0.00084406i,0.0010546-0.0014413i,0.00097472-0.002185i,0.00077382-0.00087832i,-0.00071656+0.00039352i,-0.0013063+4.2693e-06i,-0.0014984-0.00015111i,-0.0024078+0.00090358i,-0.0034251+0.0018976i,-0.0026114+0.0014983i,0.00070654+0.00097659i,0.002521-0.00044344i,0.0017902-0.0019176i,0.0010823-0.001243i,0.00060579-0.00017057i,0.00048844+0.00013964i,0.00017635-6.9242e-06i,0.00023034-0.00032098i,0.00088012+0.00019646i,0.0010662+0.00037942i,0.0011531+7.541e-05i,0.00055345+5.334e-05i,0.00030655-0.0002321i
0.00097933+0.00050856i,0.0014209+0.00059543i,0.0022121+2.4047e-05i,0.0022599+0.00069263i,0.0020264+0.0004538i,0.0011577-0.00061897i,0.00069461-0.00046656i,0.00093808+0.0020877i,0.0011931+0.004229i,0.0011197+0.003042i,0.0020804+0.00040817i,0.002366-0.0017869i,0.0011637-0.0020685i,0.00042058-0.00068095i,1.8325e-05+0.00029997i,0.00037257+0.0004897i,0.00062754+0.00068518i,-0.00036423+0.0010712i,-7.0995e-05+0.0012783i,0.00050508+0.0013447i,0.00040302+0.00088549i,0.00072164+1.0926e-05i,0.001326-0.00032i
-0.0006971+0.0020551i,-0.00016871+0.001594i,0.00041057+0.0012806i,0.0011944+0.00021874i,0.0014748+4.8356e-05i,0.00045438+0.00085403i,0.00029391+0.0021687i,0.0020747+0.0023261i,0.0032143+0.0026199i,0.0028697+0.0027206i,0.0017216+0.00058776i,0.0010668-0.00056288i,0.0004276-0.00070746i,-0.00050022-0.00054299i,-0.00074501+0.00031885i,-0.00070482+4.1365e-05i,-0.00018041-0.00018393i,0.00034558+0.00044723i,0.00029586-2.2731e-05i,0.00010223-0.00054544i,-0.00016785-0.00029378i,0.00039461+0.00011352i,0.00084483+0.00070749i
0.00169-0.0012904i,0.00099013-0.00028343i,0.0011562+0.00014609i,0.00081672+0.00080861i,0.0014404+0.0018049i,0.0026672+0.0020051i,0.0020251-0.00025753i,0.0016705-0.0031956i,0.0025234-0.0039089i,0.0015001-0.002003i,-0.00066596-7.5697e-05i,-0.0019217+0.00028921i,-0.0021766-2.9149e-05i,-0.001624+0.00013659i,-0.0011561+8.3027e-05i,-0.00018762-0.00046145i,-0.00023593-0.0011614i,-0.00076556-0.0012322i,-0.00056966-0.0012926i,-0.00021386-0.0011631i,-0.00015628-0.00083883i,-0.0009664-0.0007674i,-0.0019332-9.3305e-05i
-0.00015602+0.0011319i,-0.0007534+0.0010404i,-0.00086943+0.00064163i,0.00057284+0.0001839i,0.0016285-0.0003663i,0.0016927-0.0025932i,0.0017651-0.0047886i,0.00078334-0.0058807i,-0.00064107-0.0050819i,-0.0014409-0.0025906i,-0.0013079+0.00030108i,-0.0011201+0.0017106i,-0.000341+0.0020049i,0.00015191+0.0016198i,0.00037076+0.0015928i,0.00038601+0.00057575i,0.00077496-0.00053224i,0.0009276-0.0001755i,0.0002221-0.0005342i,0.00046228-0.00025156i,0.00068999+0.00063678i,0.00072089-2.7632e-05i,0.00061498-0.0014227i
