-0.0046532+0.00089542i,-0.0048677+0.0020565i,-0.003506+0.0035594i,-0.0015019+0.0032175i,-0.00049974+0.0025815i,-0.00042891+0.0026798i,-0.00064854+0.0024774i,-8.2683e-05+0.0021038i,0.00041223+0.0011676i,0.0010725+9.9385e-05i,0.0011233-0.0001109i,7.5902e-05-0.0001933i,0.00053623-0.0011533i,0.0016737-0.0016623i,0.0010672-0.0020772i,0.0002318-0.00079499i,-0.00046869+0.0003792i,-0.00019076+0.00035993i,-0.00034619-1.2513e-05i,-0.00065724+5.1995e-06i,-0.00013799+0.00097023i,-1.7673e-05+0.0014063i,0.00041743+0.00068157i
-0.041712-0.1165i,-0.054344-0.1056i,-0.054243-0.030359i,-0.047105+0.011202i,-0.037016-0.0082626i,-0.023537-0.019482i,-0.0041458-0.013046i,0.011924-0.0082678i,0.015387-0.0048844i,0.01003-0.0060575i,0.0018446-0.0084048i,-0.0042018-0.0070015i,-0.0087222-0.0053816i,-0.012473-0.0029939i,-0.012161-0.00033682i,-0.0094976-0.00056177i,-0.0084324-0.0019917i,-0.0075743-0.0032094i,-0.0055398-0.003559i,-0.0033786-0.0040295i,0.00023162-0.0049956i,0.0029891-0.0062935i,0.0035931-0.0074075i
0.11299-0.04455i,0.119-0.062802i,0.077607-0.066228i,0.060089-0.048106i,0.062268-0.024421i,0.04371-0.0096191i,0.023352+0.0035142i,0.013661+0.0096968i,0.0083377+0.008872i,0.0089475+0.007789i,0.0090928+0.0041441i,0.0079835+0.00043009i,0.011234-0.0026375i,0.014083-0.0056399i,0.013904-0.0053621i,0.011469-0.0042041i,0.0076076-0.0049175i,0.0046904-0.0039809i,0.0028269-0.00077516i,0.0023997+0.0011686i,0.0043607+0.0015622i,0.0067592+0.0017149i,0.0070537+0.0018359i
0.049529+0.11172i,0.069808+0.12195i,0.064281+0.079073i,0.028241+0.046119i,0.0032155+0.032306i,0.00076985+0.01108i,-0.0032868-0.0086366i,-0.0073965-0.015616i,-0.0091076-0.011901i,-0.010357-0.0017731i,-0.0078934+0.0060953i,-0.0045271+0.0092219i,-0.0039967+0.011793i,-0.0047301+0.013232i,-0.0051966+0.011804i,-0.0035719+0.0089069i,-0.00054609+0.0054363i,0.00045761+0.0027842i,-0.00019707+0.0020438i,-0.0017809+0.0019571i,-0.0036558+0.0027573i,-0.0037405+0.0050182i,-0.0028736+0.0056529i
-0.11026+0.036077i,-0.12742+0.044194i,-0.083326+0.017142i,-0.039882-0.026014i,-0.019264-0.028023i,0.0020947-0.0050881i,0.0176-0.0021375i,0.014309-0.0083522i,0.0029712-0.010596i,-0.006016-0.0085173i,-0.0083293-0.0035359i,-0.0064297-0.0023936i,-0.005228-0.0056809i,-0.0026522-0.0087843i,-0.001354-0.0085518i,-0.0016371-0.0042053i,-0.00025953+0.00023729i,0.0012904+0.0014652i,0.0015948+0.0013745i,-0.00021489+0.00064201i,-0.0037614-0.0011953i,-0.007144-0.002483i,-0.0067586-0.00090904i
-0.033941-0.10959i,-0.048564-0.12519i,-0.03526-0.071114i,-0.010944-0.014692i,-0.012159+0.0034446i,-0.019581+0.012255i,-0.013084+0.017408i,-0.006364+0.010919i,-0.0014001+0.004832i,0.0028465+0.00053372i,0.0035409-0.0030613i,0.0035104-0.0028902i,0.0047981+0.0002289i,0.0070167+0.0049756i,0.0067906+0.0071136i,0.0022421+0.0054058i,-0.0011453+0.003972i,-0.0021968+0.0039417i,-0.0018441+0.0028841i,-0.00016334+0.00013821i,0.0014393-0.0024634i,0.0026674-0.0050781i,0.0019326-0.0054379i
0.10436-0.027075i,0.10882-0.040725i,0.036813-0.030811i,-0.02219-0.010384i,-0.019722-0.010527i,-0.0069586-0.018427i,-0.0047169-0.01305i,-0.0010291-0.0017102i,0.0017563+0.0079153i,0.0042678+0.010113i,0.0049751+0.0047787i,0.0011765+0.0011718i,-0.0041773+0.00089713i,-0.0094978-6.2342e-05i,-0.0095299-0.00093812i,-0.0047376-0.0031719i,-0.0015861-0.0057212i,-0.00051389-0.0058263i,0.00038879-0.0036316i,0.0014844-0.00053249i,0.0032689+0.0021256i,0.0062798+0.0040249i,0.0076218+0.003089i
0.024921+0.10701i,0.050094+0.11765i,0.057459+0.058721i,0.046512+0.017532i,0.039997+0.021029i,0.035515+0.016745i,0.022227+0.0078075i,0.0089753+0.0079081i,0.0011396+0.0073173i,-0.0016327+0.0061206i,-0.00018334+0.0032453i,0.0012911-0.00081392i,0.0036527-0.0034966i,0.0062911-0.0048359i,0.0065205-0.0025043i,0.0057814+0.00067315i,0.0062208+0.00095909i,0.0062358+4.6597e-05i,0.003296-0.00053188i,-0.00030123+0.00080733i,-0.0014586+0.0031467i,-0.0016694+0.0048773i,-0.00080346+0.0055312i
-0.10369+0.023341i,-0.11346+0.059275i,-0.053385+0.079464i,-0.010253+0.066954i,-0.0075495+0.044397i,-0.0029896+0.028161i,0.004931+0.011719i,0.0062334+0.0008133i,0.0044348-0.0032484i,-0.00056372-0.0040524i,-0.0035033+0.00012567i,-0.0026614+0.0043632i,-0.001185+0.0069003i,-0.00038902+0.0088204i,-0.0017249+0.0068058i,-0.003528+0.0039639i,-0.0032503+0.0034902i,-0.0017713+0.0030566i,-0.0010403+0.0017565i,-0.0011065+0.00012999i,-0.0027685-0.0010461i,-0.0049537-0.0013353i,-0.0054054-0.00023541i
-0.01354-0.10642i,-0.046522-0.12353i,-0.05414-0.076192i,-0.02758-0.041407i,-0.0081096-0.033038i,-0.0057556-0.016095i,0.0017509-0.0023928i,0.0073494-0.0032226i,0.0074027-0.006895i,0.0046081-0.0087568i,-0.0023425-0.007431i,-0.0063655-0.0049283i,-0.006219-0.0042882i,-0.0050879-0.0039656i,-0.0030514-0.003585i,-0.002939-0.0021587i,-0.0042718-0.00044615i,-0.0042182+0.0020315i,-0.0025697+0.0037833i,2.7312e-05+0.0018606i,0.0016595-0.0024012i,0.00085011-0.0057149i,-0.00070599-0.0061039i
0.11564-0.016193i,0.13177-0.057861i,0.079075-0.07065i,0.032567-0.044448i,0.015699-0.022816i,0.003813-0.016787i,-0.0022263-0.0090635i,-0.001608-0.0046813i,-6.0025e-05-0.0022716i,0.0031999+0.0011702i,0.0059691+0.0012191i,0.0066245-0.00016138i,0.0078349+0.0016352i,0.0082991+0.0045414i,0.0072327+0.0047262i,0.0045391+0.0022035i,0.00035897-0.0012634i,-0.0020843-0.002915i,-0.001195-0.0016639i,0.0017832-0.00033277i,0.0050834+0.00057357i,0.0072443+0.0019572i,0.0063589+0.0019591i
0.00856+0.11736i,0.04534+0.12744i,0.04796+0.061664i,0.017509+0.0063654i,0.0070025-0.0031386i,0.015661-0.004936i,0.013498-0.008981i,0.0049302-0.0065399i,-0.0032174-0.0017905i,-0.0068052+0.0052895i,-0.0048917+0.0093736i,-0.0056182+0.0083449i,-0.0085249+0.0072111i,-0.0091042+0.0051796i,-0.0067382+0.0040856i,-0.0012469+0.0050055i,0.0037752+0.0041122i,0.0047878+0.0014348i,0.0033039+0.00069014i,0.0011963+0.0027035i,-0.0012523+0.0046241i,-0.0027543+0.0064848i,-0.0016804+0.0067097i
-0.12225+0.0067355i,-0.13412+0.050921i,-0.069354+0.064374i,-0.014312+0.044056i,-0.0025397+0.033349i,0.0042016+0.031348i,0.0091924+0.0199i,0.0049996+0.0083243i,0.00031313+0.00031151i,-0.0024155-0.0035743i,-0.0022154-0.0045696i,-0.00092898-0.0077715i,0.00036816-0.010856i,0.0029962-0.010988i,0.0023131-0.0076855i,-0.0010838-0.0016927i,-0.0018868+0.003081i,-0.001377+0.0038399i,-0.0010378+0.0014009i,-0.0028483-0.001743i,-0.0051549-0.003662i,-0.0066217-0.0039178i,-0.0057317-0.0022883i
-0.0027859-0.12511i,-0.054101-0.13i,-0.075319-0.05496i,-0.057823+0.0038387i,-0.038973+0.0082219i,-0.028325+0.0056046i,-0.014821+0.0066028i,-0.0038744+0.0046866i,0.0024535+0.0031985i,0.006209+0.0014102i,0.0061038+0.0023947i,0.0061015+0.0056821i,0.0070698+0.0080065i,0.0061778+0.0091505i,0.0049714+0.0071781i,0.0036937+0.002784i,0.0010527-0.00086269i,-0.0010831-0.0014948i,-0.0001719-0.00041632i,0.0017727-0.0021683i,0.0021206-0.0046434i,0.0017632-0.0054528i,0.00048465-0.0049126i
0.13119-0.0045164i,0.13838-0.054896i,0.070905-0.072511i,0.020944-0.048604i,0.017031-0.027931i,0.012813-0.022532i,0.0043282-0.013232i,0.0017116-0.0036593i,0.00058125+0.0026221i,0.0005909+0.0046154i,-0.0031949+0.0018719i,-0.0074898+0.00012688i,-0.0079068+9.645e-05i,-0.0075896-0.0009706i,-0.0065382-0.0011596i,-0.0050171+0.00013598i,-0.0028133+0.00047279i,-0.0014165-0.00025114i,-0.0029886+0.00044476i,-0.0032449+0.002637i,-0.00027605+0.0035502i,0.0027722+0.002705i,0.0034872+0.00057406i
0.0071445+0.13833i,0.062659+0.14257i,0.08509+0.074433i,0.05959+0.022942i,0.032828+0.013203i,0.024226+0.0054591i,0.015457-0.0033199i,0.0073776-0.0047523i,0.0023021-0.0035683i,-0.00023326-0.0017295i,0.0012456-0.0030318i,0.0035884-0.0038293i,0.005005-0.0014265i,0.0051913+0.00023615i,0.004293+3.5756e-05i,0.0034094-0.001538i,0.0020859-0.0026667i,0.0010986-0.0027218i,0.00025997-0.001977i,-0.0014955+0.0005501i,-0.0019066+0.0033642i,-0.00099596+0.0053641i,0.00048693+0.0058923i
-0.14352+0.0053589i,-0.14477+0.058553i,-0.071984+0.071543i,-0.015728+0.038548i,-0.0030249+0.016777i,0.0050902+0.017428i,0.013422+0.012171i,0.011904+0.00386i,0.0058755-0.0019254i,-0.00012995-0.0034821i,-0.003136+0.00080821i,-0.0052152+0.0036168i,-0.0077541+0.0035514i,-0.0072606+0.0044339i,-0.0058893+0.0065549i,-0.003421+0.0083972i,0.00024313+0.0084088i,0.0019433+0.0065197i,0.002472+0.0046335i,0.00082479+0.0024155i,-0.0021412+0.00087991i,-0.0043945+0.0009335i,-0.0041574+0.002111i
-0.0064962-0.14687i,-0.060695-0.14796i,-0.074043-0.075541i,-0.044251-0.018428i,-0.023923-0.0034606i,-0.02033+0.0063883i,-0.010477+0.012549i,-0.00095277+0.0079433i,0.0027471+0.0021237i,0.0029868-0.0016312i,0.00014616-0.0041985i,-0.00019059-0.0062709i,0.0014575-0.0081246i,0.0009202-0.0089256i,-0.0013853-0.0078353i,-0.0040276-0.0056206i,-0.0060922-0.0031966i,-0.005732-0.0012445i,-0.0033816-0.00017295i,-0.00040973-0.0018033i,0.0019417-0.0060041i,0.0022592-0.0088177i,0.00074821-0.0071769i
0.15547-0.011775i,0.1497-0.068313i,0.065912-0.080901i,0.0031753-0.046878i,-0.0053702-0.024562i,-0.0051743-0.021437i,-0.0073514-0.013954i,-0.0048577-0.0057024i,-0.0031522-0.00047924i,-0.00015534+0.0037479i,0.0034506+0.0060938i,0.0048682+0.0079684i,0.0057651+0.0097936i,0.0065066+0.0095646i,0.0073675+0.0079012i,0.0082178+0.0049827i,0.0074396+2.8431e-05i,0.0050994-0.0029796i,0.0033219-0.0023456i,0.0036692+0.00010338i,0.0052873+0.001246i,0.007002+0.00062283i,0.0063859-0.0014489i
0.021124+0.15649i,0.074953+0.15044i,0.081584+0.071923i,0.046273+0.017549i,0.025839+0.0092661i,0.02495+0.0016838i,0.017581-0.0072295i,0.0068358-0.0076695i,-0.0016076-0.0042191i,-0.0065922-0.00038101i,-0.0075651-0.00070648i,-0.0087114-0.0019614i,-0.0098241-0.0010071i,-0.0089165+0.00019001i,-0.0077541+0.0014629i,-0.0066727+0.0028239i,-0.0039156+0.0036463i,-0.00085787+0.0030307i,-0.00065774+0.0013589i,-0.0028286+0.0017491i,-0.0048402+0.0036556i,-0.004791+0.0055105i,-0.002937+0.0057311i
-0.16405+0.024154i,-0.15594+0.081604i,-0.076016+0.091527i,-0.017579+0.056864i,-0.0037632+0.03201i,0.0076544+0.024015i,0.015248+0.012117i,0.010666+0.0022494i,0.0048237-0.0020781i,0.0028575-0.0047185i,0.0038695-0.0050265i,0.0046639-0.0048658i,0.0052376-0.0040769i,0.0057972-0.0019838i,0.0054752-0.0029187i,0.0039777-0.0049086i,0.0017685-0.0047603i,0.00086681-0.003607i,0.00025369-0.0030136i,-0.0022094-0.0037387i,-0.0052463-0.0041225i,-0.0070064-0.0029067i,-0.0054585-0.0010573i
-0.030656-0.16919i,-0.084006-0.15737i,-0.085235-0.075811i,-0.043159-0.019424i,-0.018055-0.0053041i,-0.013108+0.0058617i,-0.0045163+0.012338i,0.0016511+0.0086866i,0.002195+0.0052591i,0.0021557+0.0045499i,0.00033313+0.0047734i,-0.0023155+0.0041235i,-0.0040433+0.0029596i,-0.0045446+0.0036875i,-0.0034281+0.0053655i,-0.0027877+0.0055558i,-0.0032171+0.0048166i,-0.0026302+0.004185i,-0.0009129+0.0043426i,0.00042248+0.0028762i,0.0010162-0.00067442i,0.00088702-0.002364i,0.00065766-0.0012013i
0.16531-0.036829i,0.15527-0.089292i,0.077488-0.087818i,0.02307-0.04538i,0.0077229-0.020109i,-0.004214-0.014726i,-0.01032-0.0059535i,-0.0058125+0.001119i,-0.0020488+0.0033739i,-0.00049443+0.0024842i,9.655e-05-0.0014955i,0.00030616-0.0050355i,0.0021807-0.0068559i,0.0026662-0.0084755i,0.0010857-0.009298i,-0.0011149-0.0083845i,-0.0027151-0.0064565i,-0.0035916-0.0046848i,-0.003394-0.0020349i,-0.00031044-0.00015222i,0.0027203-0.00027003i,0.0040888-0.0018854i,0.0030814-0.002831i
0.040917+0.173i,0.091303+0.15793i,0.085644+0.075812i,0.04233+0.020222i,0.021349+0.0058814i,0.018253-0.0048452i,0.0094556-0.011215i,0.0043307-0.0073363i,0.0036157-0.0021368i,0.0015361+0.0007484i,0.00070193+0.0033239i,0.0022903+0.0056901i,0.0034299+0.0069349i,0.0039716+0.0071665i,0.0051303+0.0067269i,0.0060766+0.0054479i,0.0061469+0.0037542i,0.0057137+0.001212i,0.0042129-0.0010188i,0.0027773+0.00021867i,0.0021503+0.0041924i,0.0032288+0.0065405i,0.0050072+0.00452i
-0.16963+0.05242i,-0.15372+0.10028i,-0.074058+0.090448i,-0.021831+0.045318i,-0.0068113+0.021894i,0.0071958+0.016343i,0.015415+0.0064572i,0.011398-0.0014195i,0.0048123-0.0028777i,-9.2967e-05-0.0021934i,-0.0035657-0.0015305i,-0.0058193-0.00076778i,-0.0080956-0.00058923i,-0.0092275+0.00027505i,-0.009212+0.0015791i,-0.0075734+0.0021814i,-0.0044187+0.0038261i,-0.0024604+0.0045781i,-0.0018155+0.0028463i,-0.0026419+0.0010256i,-0.0051213+0.00016084i,-0.0074507+0.00087571i,-0.0071434+0.0022652i
-0.055142-0.17262i,-0.10233-0.15371i,-0.091336-0.07292i,-0.048511-0.019774i,-0.024349-0.0043204i,-0.012855+0.0080348i,0.00023868+0.010587i,0.0051521+0.0025986i,0.0024064-0.0019782i,0.0010606-0.0017179i,0.0016578-0.0015119i,0.0016403-0.0021528i,0.0020052-0.0023775i,0.003454-0.0032595i,0.0035303-0.0040243i,0.0027115-0.0036226i,0.0021227-0.0033401i,0.00037057-0.0031474i,-0.00043312-0.0027777i,0.00034306-0.0040145i,0.00094497-0.0064176i,0.0010803-0.0072664i,-6.5875e-05-0.006433i
0.17312-0.063066i,0.15342-0.10569i,0.074943-0.088432i,0.024608-0.040377i,0.00986-0.015127i,-0.0007411-0.0076851i,-0.0045624-0.0014863i,-0.0022288-3.195e-05i,-0.0021702-0.00075829i,-0.0014954+0.00049556i,0.00027989+0.0016794i,0.0007168+0.00056357i,0.00038594-0.0001063i,9.6042e-05+0.0017502i,-0.00026603+0.0033462i,8.8708e-05+0.0023212i,0.00015937+8.1109e-05i,-0.00051318-0.0010309i,-0.00086457-0.00032509i,0.00024379+0.00046235i,0.0025074+0.0012769i,0.0032975+0.0016516i,0.0031008+0.0016857i
0.072143+0.16998i,0.11402+0.14784i,0.094167+0.071542i,0.047374+0.025134i,0.02368+0.011066i,0.013649-0.0017146i,0.002425-0.0059377i,-0.0016546-0.0017491i,-0.00095948+0.00023869i,-0.00094078+0.00068738i,-0.00079115+0.00041894i,0.00024501-0.00018061i,0.0010906+0.00025621i,-6.5358e-05-2.356e-05i,-0.00055418-0.0010716i,0.00052681-0.0010732i,0.00064549-0.0011455i,0.00024608-0.0028433i,-0.00045379-0.0031262i,-0.0011488-0.00024889i,-0.00061256+0.0021055i,0.00010919+0.0024312i,0.0001266+0.0012565i
-0.17119+0.075844i,-0.14737+0.11466i,-0.073151+0.090747i,-0.02502+0.042664i,-0.0062393+0.018916i,0.007673+0.0096817i,0.010201+0.00064022i,0.0042431-0.00086984i,0.00023365+0.0030633i,-0.0019929+0.0044167i,-0.0026447+0.0041577i,-0.0027056+0.005159i,-0.0016953+0.004293i,0.00051685+0.0022216i,0.0020661+0.002146i,0.0019987+0.0025327i,0.0012153+0.0028717i,0.0019174+0.002651i,0.0026396+0.0011253i,0.00040781+0.00022941i,-0.0024939+0.00090653i,-0.0026593+0.0026577i,-0.00099601+0.0033911i
-0.086602-0.16542i,-0.12195-0.14i,-0.094309-0.068055i,-0.044799-0.025956i,-0.019681-0.010619i,-0.0069888+0.0027571i,0.0049381+0.0053844i,0.0067974+0.00038242i,0.0016385-0.00085245i,-0.0014949-0.0004279i,-0.0041753-0.00071206i,-0.0058265-0.000894i,-0.0051019-0.0010301i,-0.003915-0.00014633i,-0.0034845+0.00029191i,-0.0029151+0.0003353i,-0.0025217+0.00082084i,-0.0032219+0.0011897i,-0.0019542+0.0011435i,-0.00025814-0.00028594i,-0.0012575-0.002575i,-0.0034965-0.0033892i,-0.0044121-0.0022547i
0.16335-0.088801i,0.13593-0.1211i,0.06554-0.08983i,0.023086-0.041253i,0.0086757-0.016407i,0.0006955-0.0048345i,0.0011218+0.001628i,0.0054688-0.00058843i,0.0053131-0.00438i,0.0038987-0.0051253i,0.0032595-0.0045493i,0.0018767-0.0035947i,0.0011347-0.0035282i,0.0015428-0.004457i,0.0021064-0.0038428i,0.0018947-0.0021551i,0.0010267+0.00012695i,0.00047193+0.00096038i,0.0007139+0.00037782i,0.0021084+0.00085619i,0.0039793+0.00029142i,0.005188-0.0015235i,0.0047927-0.0024068i
0.10011+0.15767i,0.1274+0.12821i,0.090106+0.062012i,0.040708+0.024772i,0.018966+0.012407i,0.0093818+0.0025817i,0.0029016-9.2138e-05i,0.0039106+0.001756i,0.0057025+0.0016534i,0.0041461+0.0022259i,0.0028135+0.0024819i,0.0031933+0.0015877i,0.0026121+0.0020757i,0.0022114+0.0049274i,0.0021103+0.0063289i,0.00093084+0.0045466i,0.00013242+0.0019162i,-0.00019296+0.00048705i,-0.0006482+0.00047588i,-0.00031284+0.0017446i,0.00080822+0.0036079i,0.001633+0.0051804i,0.0013377+0.005675i
-0.15006+0.10666i,-0.11992+0.12956i,-0.057282+0.092646i,-0.020422+0.046477i,-0.0058006+0.023618i,0.0041717+0.0098902i,0.0045509-0.00050127i,-0.00053384-0.0014069i,-0.0032211+0.0013165i,-0.0034634+0.0022033i,-0.0019801+0.0024392i,-0.0011525+0.0026028i,-0.0019083+0.0014943i,-0.0041577-2.6058e-05i,-0.0061518-0.00039104i,-0.0040594+0.00035653i,-0.00060768+0.00074125i,0.00078442-0.00086422i,0.00078783-0.0021168i,-0.00085651-0.0017644i,-0.002276-0.00042176i,-0.0032657+0.00013459i,-0.0024007-0.00081896i
-0.11679-0.1457i,-0.13426-0.11334i,-0.090661-0.052566i,-0.041063-0.017958i,-0.017642-0.0048142i,-0.0039004+0.0025345i,0.0043909+0.00024455i,0.00061292-0.0047481i,-0.0056492-0.003559i,-0.0067792-0.0007554i,-0.0049272-0.00013386i,-0.0037498-0.00022807i,-0.0019559-0.0013804i,0.0015288-0.0036187i,0.0033963-0.0046642i,0.0024806-0.0029307i,0.00067806-8.7035e-05i,0.0011961+0.0017232i,0.0021939+0.001116i,0.00098922-0.0011296i,-0.000932-0.0024295i,-0.0012879-0.002117i,-0.00019607-0.00099362i
0.13869-0.12035i,0.10789-0.13584i,0.053242-0.092804i,0.022776-0.04414i,0.011326-0.018461i,0.0050697-0.0040756i,0.0053962+0.0036194i,0.0060126+0.0016088i,0.0036321-0.0030785i,0.0019213-0.004698i,0.0011288-0.0050703i,0.00015528-0.0051877i,0.00092379-0.0024239i,0.0013113+0.002015i,0.00039043+0.0036225i,0.00043482+0.0016773i,0.00035709-0.0011293i,-0.00089279-0.0014069i,-0.0017579+0.00039303i,-0.00038241+2.6746e-05i,0.00048631-0.0025129i,-0.00013229-0.0030353i,-0.00071429-0.001625i
0.12673+0.13142i,0.13635+0.098986i,0.088369+0.046341i,0.038854+0.016834i,0.016136+0.0058029i,0.0062838+0.0020528i,0.0021429+0.0051478i,0.0050011+0.0078171i,0.0086648+0.0064106i,0.008093+0.0037975i,0.0048031+0.0023284i,0.002074+0.0027866i,0.0013404+0.0029291i,0.0010505+0.0015441i,0.00022034+0.0010811i,-0.00062921+0.0015411i,-0.0012959+0.0010889i,-0.0013514+0.00036374i,-0.0011862+0.00037783i,-0.00036203+0.0017976i,0.0016443+0.0031491i,0.0029106+0.0032713i,0.0020432+0.0020832i
-0.11876+0.13746i,-0.086494+0.14039i,-0.039621+0.088625i,-0.015402+0.039821i,-0.0052223+0.017062i,0.00053421+0.005423i,0.0010581-0.00032929i,0.00014834+0.0014145i,-0.00042065+0.0042775i,-0.0012684+0.0042606i,-0.0027125+0.0034104i,-0.0042924+0.0029165i,-0.0043218+0.0018183i,-0.0038085+0.0021426i,-0.0039558+0.0031834i,-0.0022825+0.0023969i,-0.00043492+0.00049335i,-0.0012669-0.00083985i,-0.0026201-0.00083238i,-0.0026649+0.00027253i,-0.0027558+0.0016351i,-0.0032589+0.00329i,-0.002986+0.003351i
-0.14028-0.11224i,-0.13946-0.080818i,-0.0892-0.034326i,-0.043235-0.0072624i,-0.020039+0.002869i,-0.0056885+0.0043926i,0.0017501-0.0013011i,6.9782e-05-0.0071898i,-0.0045315-0.0077762i,-0.0054528-0.0045039i,-0.0039809-0.0013639i,-0.0019657-5.1052e-05i,0.00031598-0.001106i,-0.0004941-0.0044412i,-0.0022185-0.0053717i,-0.0023494-0.0022414i,-0.00030487+0.00021901i,0.0023267+0.00032072i,0.0026491-0.00067746i,0.0017203-0.0019607i,0.00039832-0.0025415i,-0.00051824-0.0020692i,-0.00066839-0.0017916i
0.099944-0.14196i,0.072303-0.13828i,0.033571-0.086288i,0.012483-0.039697i,0.0060026-0.018061i,0.0047394-0.0074422i,0.0060472-0.0035016i,0.0064663-0.0062334i,0.004299-0.0081381i,0.0018302-0.00535i,0.0010298-0.0022006i,0.00040559-0.0021032i,0.0011013-0.0022935i,0.0048456-0.0020014i,0.0065522-0.0021993i,0.0031383-0.0013487i,-0.0011191+0.0011153i,-0.0013493+0.0032598i,0.00055785+0.0032617i,0.0019149+0.0016085i,0.0022411-0.00015738i,0.0024752-0.00069984i,0.0020165-0.0010067i
0.14264+0.084886i,0.13333+0.061845i,0.080389+0.029594i,0.038247+0.013233i,0.020334+0.0087988i,0.011411+0.0062331i,0.0055211+0.0052196i,0.0037205+0.00512i,0.0042124+0.004672i,0.0045891+0.003847i,0.004513+0.0024605i,0.0052689+0.0011384i,0.0044686+0.0015453i,0.001709+0.0030169i,-0.00019827+0.0042648i,-0.0004668+0.0027411i,-0.00023961-2.1755e-05i,-0.00099279-0.00067134i,-0.0017504+0.00047976i,-0.0014113+0.0016535i,-9.9377e-05+0.0010051i,0.0011966+0.00031357i,0.0023272-0.00018329i
-0.073113+0.15239i,-0.052005+0.1389i,-0.023601+0.084072i,-0.0077761+0.038668i,-0.002443+0.017414i,-0.00051093+0.0068245i,-0.0016835+0.002223i,-0.0040726+0.0036006i,-0.0043303+0.0071662i,-0.0025759+0.0068645i,-0.0022339+0.0036983i,-0.0026954+0.003703i,-0.0031026+0.0038131i,-0.004014+0.00099521i,-0.0042786-0.00066266i,-0.0022681+0.00027057i,0.0002913+0.00081536i,0.00070857-1.9326e-05i,-0.0012344-0.0010731i,-0.002789-0.00064646i,-0.0017659+0.00072904i,-0.00059553+0.0015636i,-0.00043089+0.0018526i
-0.14691-0.058561i,-0.12937-0.041633i,-0.074605-0.017917i,-0.031214-0.0051045i,-0.011915+7.664e-05i,-0.0026857+0.002429i,0.0023414+0.00052422i,0.0015957-0.0023204i,-0.0024824-0.0025357i,-0.0044407-0.0020454i,-0.0036853-0.0028908i,-0.0038818-0.0042733i,-0.0040325-0.0050565i,-0.0033872-0.00428i,-0.0022624-0.0021401i,-0.0009365-0.0010186i,0.00030321-0.0012728i,0.0011031-0.0016962i,0.00088771-0.0022137i,-0.00053295-0.0018562i,-0.0026947-0.0012978i,-0.0036694-0.00064322i,-0.0029979-0.00098532i
0.046624-0.14438i,0.03344-0.1283i,0.01366-0.077044i,0.0024725-0.036565i,-0.00031518-0.017901i,0.0018186-0.0091948i,0.0057817-0.0042311i,0.0079126-0.0032131i,0.0068622-0.0041216i,0.0036122-0.0038996i,0.0016935-0.0027031i,0.0024417-0.0018006i,0.0042713-0.0011369i,0.0045327-0.0015345i,0.0041019-0.0016619i,0.003315-8.953e-05i,0.0023834+0.00099172i,0.0015424+0.0013022i,0.0012086+0.0015903i,0.0021157+0.0010174i,0.0026447-0.00037586i,0.002372-0.00067805i,0.0015884+4.947e-05i
0.13919+0.029952i,0.11901+0.021794i,0.066376+0.0095914i,0.028808+0.0035975i,0.015701+0.0036684i,0.012439+0.0038356i,0.009846+0.0030566i,0.0079631+0.0032055i,0.0063987+0.0036268i,0.0036257+0.0033668i,0.00064321+0.0030846i,-0.0010655+0.003361i,-0.00077256+0.0038945i,0.0011837+0.0048717i,0.0026957+0.0040021i,0.00084342+0.0020785i,-0.0016039+0.001192i,-0.0026107+0.00096476i,-0.0020861+0.0019765i,-0.00070466+0.0027254i,0.00063318+0.0029912i,0.0015351+0.0026141i,0.0015747+0.0010881i
-0.023088+0.13821i,-0.018911+0.12018i,-0.0099824+0.073098i,-0.0031502+0.037444i,0.00045189+0.021724i,0.0020208+0.012107i,0.0001594+0.0025338i,-0.0033895-0.0023828i,-0.005343-0.0010301i,-0.0045997+0.00064971i,-0.0021169-3.4577e-05i,0.000206-0.001628i,-0.00021-0.0021406i,-0.0033295-0.0014921i,-0.0043803-0.0013601i,-0.0019355-0.0020393i,0.00014529-0.0033202i,-3.048e-05-0.0033955i,-0.0012319-0.0024535i,-0.0015165-0.0014203i,-0.0004221-0.00025819i,0.00056796+0.0015474i,0.0012082+0.0027788i
-0.1318-0.011451i,-0.11197-0.010492i,-0.063769-0.0034705i,-0.028258+0.0015485i,-0.013353+0.0025344i,-0.0054298+0.0027779i,0.0005336-0.00037903i,0.00026591-0.004473i,-0.0039129-0.0045518i,-0.0044507-0.0015625i,-0.0016543+0.00026875i,-0.00017527+0.0022837i,-0.00019597+0.0025076i,0.00028856-0.00050692i,-0.00013043-0.0014788i,-0.00066574+0.00051292i,4.3039e-05+0.0023386i,0.0016686+0.0020597i,0.0020831-0.00033264i,0.00022705-0.0024496i,-0.0010223-0.0022764i,-0.0017505-0.00069411i,-0.0029489+0.00010745i
