-0.0018255+0.00028196i,0.00034008-0.00023854i,0.00042375+0.00035158i,-0.00053715+0.00095349i,-0.00085792+0.0018792i,-0.00029692+0.0021022i,-0.00028941+0.001121i,0.00045654+0.00087352i,0.0010366+0.0013329i,0.0013047+0.0010983i,0.0018231+0.00090807i,0.0010121+0.00044965i,0.00011981-0.00048901i,0.00018916-0.0008002i,-0.00021398-0.00036114i,-0.00080062+0.00010163i,-0.00060183+0.0004765i,-0.00045534+0.00074669i,0.00013637+0.00036459i,-0.00014083+0.00030107i,0.00029451+0.00016473i,0.00082292-0.00066623i,6.1434e-05-0.00052337i
-0.0014535+0.00015726i,-0.001354-0.0017328i,-0.00014093-0.0017602i,0.0010764-0.0022096i,0.0025688-0.0021871i,0.0035584-0.0022108i,0.0016471-0.0014109i,0.00046762-0.00018722i,0.0020264+0.00079724i,0.0045116+0.0030835i,0.0056004+0.0052713i,0.0045135+0.004094i,0.0029231+0.001504i,0.0010122+0.00095983i,-0.00088641+0.0016372i,-0.0014436+0.002087i,-0.00040047+0.0020804i,0.0016565+0.0037285i,0.0021149+0.0054469i,0.0013512+0.0041373i,0.00068954+0.001615i,0.00024668+0.00044712i,0.00011435+0.0012607i
-0.0012597+0.0006277i,-0.00034272-0.0011466i,0.00062543-0.0006939i,0.0034319+0.00060896i,0.0046598+0.0017661i,0.0022829+0.002289i,0.00046828+0.0015485i,0.00083749+0.0025647i,0.00045353+0.0038453i,-0.0031568+0.0031977i,-0.0068172+0.0019793i,-0.0067081+0.0014494i,-0.0037459+0.0015295i,-0.0015234+0.00076632i,-0.00048729-0.000884i,0.00014074-0.0013758i,-0.00041097-0.00082148i,-0.0019972-0.00067292i,-0.0037326-0.0013815i,-0.0034356-0.00073542i,-0.0017079+1.5844e-05i,-0.0009915+0.00018663i,-0.0017344-0.00013174i
0.0019757-0.00063497i,0.0013036-0.0013882i,-0.00033259-0.0013514i,-0.001915-0.00014352i,-0.0011101+1.7812e-05i,-0.0021312-0.00065248i,-0.0026738+0.000152i,-0.0017752+0.00039981i,-0.0021389-0.0022629i,-0.0012483-0.0056976i,0.0021118-0.0063878i,0.0039255-0.0043611i,0.003312-0.002225i,0.002903+0.00044011i,0.0020701+0.0028412i,0.0014087+0.0031312i,0.0020496+0.0013345i,0.0029901-0.00068751i,0.0031925-0.00090183i,0.0020204-0.00051118i,0.001194-0.00022367i,0.0011013-0.00013154i,0.0014367-0.00077565i
0.0018977+0.00018288i,0.0017225-0.00090099i,0.0023374-0.0027998i,0.0025033-0.0031998i,0.0027169-0.001995i,0.0019521-0.0025034i,-0.00014337-0.0021354i,0.0010031-0.0021861i,0.0040464-0.0033605i,0.0041419-0.0012869i,0.0015039+0.0032055i,-0.00038892+0.0053524i,-0.00064732+0.0038002i,-0.0019318+0.0017317i,-0.0028175+0.00061534i,-0.0019+0.00014311i,-0.00051973-0.00022206i,-0.0011328+0.00018386i,-0.0024135+0.0012785i,-0.0021901+0.0010731i,-0.001318+0.00089134i,-0.001155+0.001232i,-0.0018516+0.00084399i
-0.0016618-0.0016749i,-0.0017389-0.0012593i,-0.00028911+0.0012655i,0.0014162+0.0030715i,0.0014801+0.0033273i,0.0023837+0.0024237i,0.0019817+0.0002698i,0.0020517-0.00059132i,0.0029617-0.00085654i,0.0011696-0.0038506i,-0.0020579-0.0073283i,-0.0040798-0.007135i,-0.0032657-0.0048635i,-0.00062301-0.0031562i,0.001821-0.0017747i,0.0027588-0.00075869i,0.0020966-0.00065447i,0.0014547-0.0013706i,0.0010143-0.0019661i,0.00045908-0.00096654i,-0.00021387-0.00041918i,-0.00011897-0.00080042i,0.0002607-0.0012843i
-0.0011671-0.0012911i,-0.0024428-0.0024501i,-0.0039971-0.0014637i,-0.0022357-0.00050914i,0.0010995-0.0013432i,0.0015593-0.0011955i,4.487e-05+0.00035227i,0.00035654+0.0014173i,0.0031689+0.0022449i,0.0071045+0.002626i,0.010163+0.0029377i,0.0088809+0.0027027i,0.0040451+0.00094039i,0.00052918+0.00026999i,-0.0010373+0.0012074i,-0.00107+0.0017304i,-0.00056718+0.0011049i,0.00017612+0.0015539i,0.0004392+0.0029301i,0.00034211+0.0022704i,0.00089887+0.0015577i,0.0010215+0.0016463i,0.00058114+0.0011436i
0.00074911-0.0020057i,0.001695-0.00051536i,0.0018122+6.1978e-06i,0.0027229+0.001802i,0.00408+0.0032931i,0.0033164+0.0032167i,0.001538+0.0029075i,0.00093147+0.0033907i,-0.00053961+0.0047129i,-0.0038364+0.0061532i,-0.0067274+0.0064335i,-0.0059885+0.0047551i,-0.0027957+0.0021648i,-0.00015033-0.00092523i,0.00029647-0.0032421i,0.00060458-0.0033258i,0.00094362-0.002233i,0.00055045-0.002448i,-0.00031568-0.0016182i,-0.00041503+0.0012009i,-0.00016422+0.0028007i,0.00015375+0.0020165i,-0.00079943+0.00051457i
0.00093675-0.00079967i,0.00039051-0.00019933i,-0.0010437-0.00067038i,-0.0028135-0.0010081i,-0.0031429+0.0010326i,-0.0024173+0.002025i,-0.002729+0.0015249i,-0.0033485+0.00038228i,-0.0030717-0.0030918i,-0.0025773-0.0072405i,2.3235e-05-0.008163i,0.0035392-0.0065007i,0.0039299-0.0039929i,0.0027162-0.00041364i,0.001681+0.0021649i,0.0010111+0.0035148i,0.00079632+0.0032627i,0.0012225+0.0017595i,0.001639+0.00081232i,0.00039072-0.00032699i,-0.00019959-0.0011693i,0.0011479-0.00045013i,0.001789-0.0002647i
-0.00023024-0.0024403i,-0.00095151-0.0045717i,-0.00056563-0.0050161i,0.00023501-0.0027649i,0.00070723-0.00094338i,0.0017472+8.2449e-06i,0.0015698+0.0003357i,0.0015782-0.00098277i,0.0025358-0.0021258i,0.0023097-0.00035051i,0.0012019+0.0037274i,0.00069308+0.0058079i,0.0009372+0.004242i,-0.00043369+0.0012417i,-0.0023874-0.0010515i,-0.0020027-0.0018996i,-0.00092345-0.0014534i,-0.00079105-0.00066551i,-0.001744+0.00028037i,-0.0012147+0.00075207i,-0.00027812+0.0008395i,-0.0009348+0.00032319i,-0.0013918+0.00024121i
0.0018415+0.00095227i,0.0034573+0.00050605i,0.0046907+0.0019994i,0.0038119+0.0028228i,0.0020068+0.0020614i,-0.00054062+0.0011791i,-0.0014349+0.00080797i,0.00033916+0.00028083i,0.001251-0.0015574i,-0.0014382-0.003653i,-0.0051485-0.0055675i,-0.0063343-0.0058528i,-0.0038605-0.0032121i,-0.00077379-0.00023201i,0.001314+0.0016432i,0.0028476+0.0019394i,0.0028047+0.00034952i,0.0024913-0.0012178i,0.001671-0.0016542i,-0.00048423-0.0015603i,-0.0013531-0.0016401i,-0.0007064-0.0017129i,-0.00054605-0.00095046i
-0.0034154-0.0010064i,-0.0030505-0.0015879i,-0.004308-0.00079222i,-0.0023606+8.2367e-05i,0.0017017+0.00014024i,0.0030289-0.00094518i,0.00145-0.0011068i,0.001656-7.2003e-05i,0.0043393+0.0005403i,0.0076736-0.00037634i,0.009255-0.0015669i,0.0075528-0.00066753i,0.0038862-8.3201e-05i,0.00020233-0.0017145i,-0.0025555-0.0020458i,-0.003438-0.00068682i,-0.0023295+0.0006165i,-0.00065174+0.0014443i,0.00086332+0.0015346i,0.0023485+0.0014354i,0.001804+0.0013759i,0.00049024+0.0017121i,0.00042887+0.0021107i
0.00025409+0.0014596i,0.0013976-0.00083429i,0.0038054-0.001627i,0.0037264-0.00060822i,0.0024622+0.0003375i,0.00015972-0.00036296i,-0.0016894-7.3498e-05i,-0.00074633+0.0023975i,0.00073028+0.0052889i,0.00054117+0.0062066i,-0.0014649+0.0060975i,-0.0036989+0.0047386i,-0.0029427+0.0019735i,-0.00024976+0.00076991i,0.0022415+0.00017647i,0.0039764-0.0008434i,0.0035984-0.0010694i,0.0012498-0.00094912i,-0.0012546-0.00014888i,-0.0023801+0.001328i,-0.0015303+0.00099923i,-0.00092688-0.00059829i,-0.0014011-0.00088294i
-0.0015638-0.00047687i,-0.0031039-0.0002805i,-0.003317+0.00098741i,-0.0017028+0.0013918i,0.00013984+0.00014893i,0.00065487-0.00011001i,-0.00024977+0.00065787i,-0.00084705+0.00051964i,-0.0020454-0.0015279i,-0.0029506-0.0044686i,-0.0013655-0.0063437i,0.00081037-0.0062271i,0.00043-0.0038266i,-0.0014401-0.00072686i,-0.0022392+0.0018017i,-0.0018996+0.0025648i,-0.00063023+0.0021536i,0.00046781+0.0012185i,0.0012083+0.000258i,0.0012358-0.00057591i,0.001051-0.00060274i,0.0016897-0.00014076i,0.0022057+0.00053196i
0.003791-0.00036914i,0.0031808-0.0017488i,0.0033643-0.0015499i,0.0033198-0.0011507i,0.0033547-0.0021115i,0.0015672-0.002437i,-0.00073744-0.0015279i,0.00014829-0.00062082i,0.00249-0.00053805i,0.0031078+0.00062697i,0.0030999+0.0029866i,0.0026034+0.0042294i,0.0010127+0.0034961i,-7.584e-05+0.00097528i,0.00059249-0.0015377i,0.0015766-0.0028806i,0.0014092-0.0035428i,-0.00014397-0.0029801i,-0.0018249-0.0014786i,-0.0021191+0.00061281i,-0.0017618+0.0021661i,-0.0013404+0.0022141i,-0.0018689+0.0020856i
0.00053599+5.9095e-05i,0.00062184+0.00026629i,-0.00069224-0.0002201i,-0.0016682+0.00022272i,-0.0011451+0.00057729i,-0.0010871+0.0008631i,-0.0011189+0.0014306i,-0.00084805+0.0011137i,-0.0015125-0.001032i,-0.0041168-0.0020993i,-0.0057966-0.0016795i,-0.0044357-0.00091816i,-0.0026911-0.0002943i,-0.00085673+0.00045674i,0.0009515+0.0021883i,0.0013621+0.0029843i,0.0018373+0.0017657i,0.0020509-7.6829e-05i,0.0012519-0.001223i,-0.00033983-0.0018288i,-0.00079942-0.001763i,0.000462-0.0014226i,0.0013391-0.0018678i
-0.0018717-0.00055693i,-0.00098247-0.0007817i,0.00041577-0.00051458i,0.0021191-0.0013593i,0.0031111-0.00093212i,0.0022123-0.00066537i,0.0012366-0.00051375i,0.0019492-0.00080044i,0.0042538-0.0024792i,0.0057868-0.0044374i,0.0057064-0.0047839i,0.0044309-0.0027143i,0.0015648-0.0016351i,-0.00092694-0.0019249i,-0.0021575-0.0020981i,-0.001849-0.0021048i,-0.0016415-0.0013903i,-0.0012307-0.00026753i,0.00032266+0.0014113i,0.0013335+0.0026639i,0.00154+0.0017952i,0.0010522+0.0011257i,0.00027462+0.0018047i
0.0013056-0.0021409i,0.0017517-0.0027942i,0.00039543-0.0020825i,-0.00047891-0.00072404i,-0.00097949-3.8953e-06i,-0.00090349+0.0012845i,-0.00032576+0.0024575i,0.00029216+0.0022781i,0.0012624+0.0030507i,0.0018004+0.0052316i,0.00067782+0.0051215i,-0.00082325+0.0029929i,-0.00027442+0.00076577i,0.0020409-9.4651e-05i,0.0040173+0.00077063i,0.004482+0.0011132i,0.0040517+0.0011281i,0.0023074+0.00044593i,-0.00023197-0.00091168i,-0.0016926-0.0010135i,-0.00088533-0.00020566i,-0.00028492-0.0001755i,-0.0013758-0.0011472i
-0.0012061-0.00014266i,-0.0001102-0.00037043i,-0.00092831-0.00125i,-0.0010559-0.000169i,0.00078462+0.00098045i,0.0019281+0.0011015i,0.0014608+0.0011359i,0.00081427-4.2316e-07i,-0.00042105-0.0017104i,-0.0021126-0.0028699i,-0.0019248-0.0032298i,-0.00078233-0.0029472i,-0.00044518-0.0026751i,-0.0015092-0.0020263i,-0.0029428-0.00022133i,-0.0038599+0.001257i,-0.0031145+0.0014701i,-0.001089+0.0010427i,0.00022899-6.8405e-06i,0.0012916-0.00034732i,0.0019911+0.0010597i,0.0012867+0.0012025i,0.0012139+0.00014402i
-0.00050677+0.00013633i,-0.00041164-0.00030794i,0.00074765-0.00023841i,0.0010565-0.00012799i,0.0014053+0.00016745i,0.00096862+0.0004529i,0.00012513+0.0010721i,0.00075875+0.001603i,0.0015149+0.0015685i,0.0024892+0.0016864i,0.0030385+0.0015714i,0.0025893+0.0014718i,0.0018861+0.0013987i,0.0017332-2.075e-05i,0.0022047-0.0017384i,0.0035895-0.0028671i,0.0035946-0.0024525i,0.0018988-0.0015824i,0.00011823-0.00084866i,-0.001754+0.00023029i,-0.0026809+0.00030111i,-0.0018723+0.00060592i,-0.0012761+0.00086847i
-0.00022675-0.0041402i,0.00010974-0.0029897i,-0.00035548-0.00098101i,-0.00014458+0.0010484i,-0.00079067+0.0029413i,0.0002396+0.0037085i,0.00044563+0.002956i,-0.00082056+0.00061291i,-0.0024692-0.00090133i,-0.0043041-0.00018051i,-0.0053568+0.00078012i,-0.0036993+0.0014771i,-0.0012947+0.0016312i,-0.00134+0.0025332i,-0.0013502+0.003766i,-0.00047275+0.0040134i,0.00032398+0.0030351i,0.0014039+0.0011629i,0.0027076-0.00054499i,0.0028897-0.0013308i,0.0021694-0.0014036i,0.0014427-0.0014437i,0.00059855-0.0015653i
-0.0027053-0.00029175i,-0.0025065-0.0012563i,-0.0019706+2.9876e-05i,-8.737e-05+0.0013865i,0.0013657+0.0013737i,0.0011984+0.00061218i,0.00020729-0.00041279i,4.8126e-05-0.0021149i,0.0016889-0.0045528i,0.0028906-0.0051143i,0.0017703-0.0042233i,0.00094903-0.0033199i,0.00090067-0.0020423i,-5.0666e-05-0.0015361i,-0.0012101-0.0029086i,-0.0012297-0.0044562i,-0.00049225-0.0037392i,-5.5457e-05-0.0019772i,-0.00055031-0.00045206i,-0.0010508+0.0015072i,-0.00081756+0.0027553i,-0.0005525+0.0019027i,-0.00094276+0.0014021i
-0.0043153-0.0015128i,-0.00010682-0.0043052i,-0.0025497-0.00053872i,-0.0023801+0.0049346i,0.0019007+0.0071591i,0.0058787+0.0042628i,0.0049056+0.00041991i,0.0027438+0.00023384i,0.0021987+0.0023654i,0.0017247+0.0036368i,0.0017343+0.0018753i,0.0018723+1.2269e-05i,0.0013518-0.00043221i,0.00080359+9.6347e-05i,0.00066944+0.0010521i,0.0010525+0.0020847i,0.0016726+0.0032161i,0.0011348+0.0024099i,0.00022964-0.00012077i,-0.0010011-0.001416i,-0.001332-0.0016972i,-0.00028682-0.0021007i,-0.001037-0.0015894i
0.0010538+0.0008442i,0.00087141-0.00089201i,0.0010563-0.0012498i,0.0011931-0.00018844i,0.00079798+0.0014392i,-0.00062497+0.00080039i,-0.0013311-0.00026517i,-0.00043895+0.00017807i,0.00062104-0.00015467i,0.00037043-0.0014019i,-0.00016715-0.0025754i,-0.0013493-0.0026127i,-0.0016909-0.0018836i,-0.0017577-0.0011531i,-0.0023876-6.9234e-05i,-0.0026228+0.00060587i,-0.0022804+0.00022903i,-0.0012129+0.00018645i,-0.00050965+0.00069125i,-0.00032695+0.00099905i,2.9834e-05+0.00093978i,0.00036099+0.00078647i,0.00048691+0.00071732i
-0.0017316-0.0015506i,-0.0020877-0.0018752i,-0.0008978-0.0014715i,0.00074232-0.000137i,0.0017025-2.93e-05i,0.0019569-4.4706e-05i,0.001221+0.00067377i,0.0013326+0.0015715i,0.0031075+0.0020468i,0.0046675+0.0015624i,0.0045943+0.00081773i,0.0037673-0.00017427i,0.0025274-0.00063072i,0.0019737-0.0012889i,0.0028519-0.0024881i,0.0039584-0.0018409i,0.0040235-0.0007791i,0.0026797-0.0011595i,0.00047805-0.0015896i,-0.0018188-0.0014729i,-0.0024531-0.0012034i,-0.0018661-0.00054803i,-0.0015435+0.00026504i
0.0015704+0.00088592i,0.00052745+0.00058409i,0.0010059+0.00069583i,0.0014521+0.0010411i,0.0011709-6.2351e-05i,-0.00035527-0.0011339i,-0.0017452+1.8293e-05i,-0.0022442+0.0014858i,-0.0024964+0.0021258i,-0.002353+0.0027126i,-0.0024475+0.0033305i,-0.0014195+0.0027315i,0.00070845+0.0022286i,0.0011899+0.0014294i,-8.3355e-05+0.0009676i,-0.0011586+0.0019897i,-0.0010864+0.0016522i,-0.00031302-0.00021948i,0.00044451-0.001613i,0.0015656-0.0012956i,0.0012025-7.9476e-05i,6.8307e-05-2.7865e-05i,0.00048831-8.4409e-05i
-0.0016118-0.00058476i,-0.001502-0.0016307i,-0.0015114-0.0013863i,-0.00041123+0.00096825i,0.0011153+0.0014474i,0.00095777-0.00019588i,0.00047701-0.0011567i,0.0007585-0.00142i,0.0008383-0.0023592i,-0.00081874-0.0033052i,-0.0026879-0.0026254i,-0.0019114-0.0010123i,-0.00020643-0.0001186i,0.00012874-0.00042579i,0.00035733-0.0014535i,0.0005873-0.0028439i,0.0010732-0.0028784i,0.00098256-0.0011271i,-0.0004621+0.00067282i,-0.0015158+0.0015313i,-0.001604+0.0016834i,-0.0010114+0.00092844i,-0.00086056+0.00084078i
0.00046726-0.001718i,2.0046e-05-0.0026169i,0.00047666-0.0022046i,0.0016822-0.0010914i,0.0021323-0.00012015i,0.0013395-0.00018111i,0.00049625-0.00070946i,0.00046736-0.00059575i,0.0017444-0.00066266i,0.0020863-0.0012617i,0.0012751-0.001067i,0.00016938-0.00059126i,-0.00066107-0.00031796i,-0.0007314+0.00087102i,0.0002935+0.0024692i,0.0015242+0.0033656i,0.0011625+0.0029994i,0.00073917+0.0014287i,1.5329e-05-9.5963e-05i,-0.00043501-0.00053592i,0.00030486-0.00081788i,0.00030345-0.0013788i,7.5858e-05-0.00142i
0.0013096+0.0011509i,0.00035567-0.00053702i,0.00078049+1.654e-05i,0.0025884+0.00086696i,0.0026988-6.6658e-05i,0.00144-0.0014686i,0.00026743-0.001303i,0.00012066-0.00042337i,0.001519-0.00036862i,0.0021881-0.0016819i,0.0015896-0.0025188i,0.00058988-0.0017509i,-0.0003732-0.001215i,-0.0016158-0.0012057i,-0.0029152-0.00012142i,-0.0029546+0.00061987i,-0.0020675-0.00030934i,-0.00084201-0.00055394i,-0.00035092+0.00040394i,-0.00034144+0.0013735i,-0.00012324+0.0018618i,0.00062527+0.001077i,0.00098896+0.00099506i
-0.0012557+0.00042362i,-0.0011528-7.4299e-05i,-0.00029557+0.00090854i,0.00059488+0.0013588i,0.0016861+0.00076099i,0.0013646+0.00063237i,0.00040362+0.0012641i,0.0017592+0.0016435i,0.0043342+0.0011121i,0.0056804+0.0006281i,0.0047559-0.00031234i,0.0021692-0.0015866i,0.00044536-0.0018085i,-0.00013955-0.0022389i,0.00075463-0.0025851i,0.0022834-0.0017023i,0.0027649-0.00094384i,0.0017171-0.00031747i,-0.00046209-0.00034497i,-0.001718-0.0014927i,-0.0010323-0.0019775i,-8.1333e-05-0.0012285i,-0.00045291-3.0599e-05i
0.0001127-0.0023668i,-0.00019873-0.0018623i,-0.00015671-0.00052001i,-5.0217e-05+0.00076709i,0.00041761+0.00081947i,9.5466e-06-0.00046253i,-0.00083368-0.00051547i,-0.0010001+0.0012343i,-0.0014429+0.0021551i,-0.00076681+0.0027693i,0.00088221+0.0039059i,0.0018354+0.0039502i,0.0023068+0.0022169i,0.0016403+0.000731i,0.0005485+0.00085539i,-0.00071176+0.00059406i,-0.001068+7.4335e-05i,-0.00029805-0.00018333i,0.00012775-0.00074515i,0.0011932-0.00041945i,0.0017532+0.00066608i,0.00091126+0.0010093i,0.00035458+0.00028034i
0.0015785-0.0011179i,0.0017118-0.0021071i,0.0010074-0.0031998i,-0.00016848-0.0021517i,-0.00056316+0.00070965i,-0.0003074+0.0021956i,-3.6908e-05+0.0014619i,-0.00023203+0.00017041i,-0.00099803-0.0015117i,-0.0028441-0.0026491i,-0.0039345-0.00084542i,-0.0036521+0.002022i,-0.0029604+0.0020348i,-0.0013077+0.00053887i,2.2942e-06-0.001236i,1.5856e-05-0.0027755i,-0.00015256-0.0024918i,-0.00037461-0.00097177i,-0.0005761+2.2293e-05i,-0.0015216+0.00026623i,-0.0023044+0.00041919i,-0.0018659+0.00038626i,-0.0013366+0.00038052i
-0.002074+0.0007244i,-0.0009114-0.00038596i,0.00070629+0.00013924i,0.0017694+0.00043158i,0.0024137+0.00055625i,0.0016126-2.2743e-05i,-0.00032519-0.00060987i,-0.00020896-0.00045181i,0.0019101-0.0010061i,0.0026106-0.0021821i,0.0019335-0.0024935i,0.0014462-0.0026232i,0.0013597-0.0025411i,0.0016526-0.0016169i,0.0014879+0.00036784i,0.0011045+0.0018476i,0.00060621+0.0017977i,0.00034666+0.00071188i,0.00019811-3.3171e-05i,0.0002358-0.00025724i,0.00054423-0.00028074i,0.00023878-0.00036893i,-0.0004426-6.8274e-05i
0.00038404-0.0032041i,0.0013728-0.0030325i,0.00053169-0.0021317i,-0.00015903-0.0010144i,0.0013827-0.00015915i,0.0017844-0.00033407i,0.00071146-0.00070499i,0.00041575-0.00067977i,0.0014779-0.00098034i,0.0014714-0.0014346i,0.00089722-0.0012999i,0.00064011-0.00045238i,0.00028805+0.00070285i,-3.169e-05+0.0014681i,-0.0014966+0.001469i,-0.0025833+0.0013399i,-0.0020538+0.00062603i,-0.00074997+0.00014266i,0.00045102+0.00097365i,0.00068203+0.0019319i,-4.9964e-05+0.0017882i,-0.00078966+0.00092311i,-0.00078855+0.00031414i
0.00012924+0.0018712i,-0.00075376+0.00070509i,-0.00074638+0.00035777i,0.00014205+0.00086322i,0.00067649+3.2313e-05i,7.2924e-05-0.00055691i,-0.00016427+0.00029501i,0.0016053+0.00051133i,0.0034438-0.00066029i,0.0037709-0.0018017i,0.0023641-0.0022659i,0.0010774-0.0023766i,0.00016757-0.0023168i,-0.0010526-0.0028907i,-0.00043808-0.0027274i,0.0006616-0.0016269i,0.00090639-0.00073803i,0.00070202-0.00061223i,0.00040543-0.001337i,-0.00059777-0.00099804i,-0.0011991+0.00036453i,-0.00075311+0.00069204i,0.00014761-4.1678e-06i
0.00022325-0.0037928i,-0.00015828-0.0028996i,-0.00089548-0.0022656i,-0.00067886-0.0010224i,9.1762e-05+0.00028796i,0.00018396+0.00078893i,-0.0005036+0.00083537i,-0.00043095+0.0016057i,0.0002746+0.002465i,0.00050546+0.0028334i,0.0010246+0.0028882i,0.0025043+0.0024801i,0.0027127+0.0015908i,0.00193+0.00047537i,0.0014738+0.00088991i,0.0010324+0.0015972i,0.00069113+0.00090096i,0.00050232+0.0005964i,0.00011849+0.00059578i,0.00051339+0.00051398i,0.00072179+0.0004284i,-0.00038301+0.00092996i,-0.00070685+0.0010593i
0.0019909-0.0018i,0.00093408-0.0010954i,-3.3437e-05+8.7622e-05i,-0.00034149+0.00065816i,-0.0010131+0.00023045i,-0.00089138+0.00028667i,-0.001214+0.00074493i,-0.0011851+0.00056444i,-0.0012023+7.9799e-06i,-0.0026705-0.00036711i,-0.0033028+0.000168i,-0.0031864+0.00054749i,-0.003038+0.0007923i,-0.0028469+0.00044274i,-0.0023959-0.0011701i,-0.0006793-0.0022308i,0.00038904-0.0016622i,-0.00060506-0.00079002i,-0.0013995-0.00053873i,-0.00090673-0.00060599i,-0.00017368-0.00053734i,-0.00028365-0.00075888i,-0.00056134-0.00090767i
0.00054896-0.001368i,-0.00026575-0.0022617i,-0.00018887-0.0022201i,-0.00032665-0.0016118i,0.00060842-0.0005922i,0.00082947+6.3606e-05i,1.6742e-05+9.4461e-05i,-7.5004e-05-7.6669e-05i,0.00035824-0.0012529i,0.00027807-0.0020703i,-2.4421e-05-0.0017295i,0.00030593-0.0019548i,0.0012657-0.002387i,0.0019431-0.0021077i,0.0016502-0.0007344i,0.0021031+0.00024053i,0.0025727+6.8956e-05i,0.0019166-0.00046634i,0.0012859-0.0011613i,0.0009367-0.00065783i,0.00060302-8.7555e-05i,-4.4985e-05+0.00023654i,0.00018834-0.00011676i
0.00044066+0.0013936i,0.0013474+0.00077931i,0.0013227-1.4799e-05i,0.0017392-0.0001919i,0.0023915-0.00057227i,0.00078408-0.00090419i,-0.00054465-0.00063677i,0.00077325-0.0003402i,0.0019586-0.00042701i,0.0021033-0.00072741i,0.0011278-0.00021275i,-3.847e-05+0.00093738i,-0.00034626+0.0022721i,-0.00082205+0.0023307i,-0.0011915+0.0023689i,-0.0018039+0.0023663i,-0.0020095+0.0014672i,-0.001462+0.0012315i,-0.0015903+0.001346i,-0.0014969+0.0016082i,-0.00063761+0.0010463i,-0.00031417+0.00014636i,-0.00054668-0.00012594i
0.0019801-0.0014449i,0.00099187-0.0011552i,0.00018088-0.00068585i,0.0003165-0.00064717i,0.0011478-0.00061058i,0.00068279-0.00038388i,-0.00024143-0.00021614i,0.00036045+6.9383e-05i,0.0016598-0.00018468i,0.0023495-0.0014078i,0.001462-0.0026369i,-0.00014034-0.0027927i,-0.0011322-0.0017761i,-0.001274-0.00040258i,-0.00029509-0.00053795i,0.0012213-0.0019282i,0.0012131-0.0026423i,0.0011357-0.0017608i,0.0011802-0.00079693i,9.4749e-05-0.00056994i,-0.00056429+0.00030849i,-0.00028896+0.00071153i,0.00012331+6.5698e-05i
0.0019716-0.0014162i,0.0024782-0.001405i,0.0017901-0.00070393i,0.00096052-0.00012986i,-0.00041242+2.8747e-05i,-0.0018603+0.00028522i,-0.0017204+0.00092405i,-2.2372e-06+0.0015973i,0.0015522+0.0016302i,0.0019666+0.0013232i,0.002132+0.00085966i,0.0023712+0.0012171i,0.0020802+0.0014754i,0.00055096+0.001449i,-0.00028628+0.0017243i,-8.5965e-05+0.0021667i,7.6648e-05+0.0015151i,0.00016466+0.00026782i,0.00021679+0.00055083i,-7.7729e-05+0.00076763i,-0.00013806+0.00050434i,-5.0664e-05+0.00093899i,-0.0004732+0.0016452i
-0.00057872-0.0019825i,-0.00027991-0.001431i,-0.00038313-0.001836i,-0.00059163-0.00060204i,0.0005536-0.00055696i,0.00086032-0.00048037i,-2.8597e-05+0.00027826i,3.6134e-05+0.00050849i,-0.00010263+0.00066285i,-0.00025351-1.7941e-06i,-0.0006072+0.00015481i,-0.0019818+0.00048143i,-0.0024175+0.00019079i,-0.0018977-0.00024578i,-0.0016212-0.00031727i,-0.0012116-0.0001398i,-0.0016308-0.0012328i,-0.0010799-0.0025886i,-0.00044832-0.0020371i,-0.00093126-0.00025602i,-0.00072798+0.0011581i,-0.00052488+0.0011574i,-0.00063815+0.00063844i
-0.0014171-0.00072113i,6.7839e-05-0.0010621i,0.0013804-0.00066679i,0.0014611-0.00041664i,0.00083795-0.00053691i,0.00045203+5.951e-06i,-5.5204e-05+0.00019774i,-4.123e-05-0.00066976i,0.00013738-0.0011996i,0.00040684-0.001089i,0.0011402-0.0010388i,0.0024029-0.0015192i,0.0031625-0.0018598i,0.002809-0.0013783i,0.0021112-0.00068703i,0.0020589+0.00030056i,0.0019773+0.00044254i,0.0018333+0.00015054i,0.0016657+0.00031583i,0.0010161+0.00073356i,-0.00020493+0.00044913i,-0.00072137-0.00028977i,6.5892e-05+0.00015489i
-0.00027528+9.6861e-05i,-0.00091648-0.00093855i,-0.00018475-0.00050184i,0.00051193+9.5689e-05i,0.0010061+0.00039181i,0.00066747-0.00027496i,-0.00019115-8.1711e-05i,0.00018791+0.00061795i,0.001159+0.00054605i,0.00095902+0.00050383i,-0.00033198+0.00084932i,-0.0011668+0.0019405i,-0.0015358+0.0031277i,-0.001566+0.0027501i,-0.0013018+0.0019111i,-0.00041116+0.0016222i,-0.00025937+0.0012208i,-0.00098053+0.00034635i,-0.0006873-0.00035021i,0.00030632-0.00069848i,0.00075181-0.00026833i,0.00033385+0.0002561i,-0.00029775+0.00057494i
0.00048467-0.00025322i,0.00056064-0.0013364i,0.00065651-0.0011025i,0.0015602+4.0804e-05i,0.001395-5.1606e-05i,0.00039573-0.00047092i,0.00054439+0.00030334i,0.00054566+0.00072231i,0.0006427-9.2386e-05i,0.00032383-0.0015299i,-0.00055906-0.0015526i,-0.00075212-0.001688i,-0.00073859-0.0021113i,-0.00049403-0.0023223i,0.00035796-0.0016847i,0.00085881-0.00047842i,0.0013454-0.00021448i,0.00081197-0.00029853i,-0.0003514-0.00053675i,-0.00099928-0.00024874i,-0.00169+0.0006003i,-0.0011199+0.00071432i,0.00048362-1.5078e-05i
