0.0019771-0.00042526i,0.0016655-0.0012416i,0.00052373-0.0022045i,-0.0014878-0.0020955i,-0.0025049-0.00093808i,-0.0019533+0.00070556i,-0.0012065+0.0019496i,-0.00055881+0.0012413i,0.00033148-0.00023736i,0.00086546-0.00087098i,0.00099999-0.0013051i,0.00061018-0.00077501i,-0.00029302+0.00016075i,-0.0013658+0.00071707i,-0.0016115+0.00015143i,-0.00054868-0.00048127i,0.00031248-0.00032355i,-6.1806e-05-0.00045834i,-0.00018088-0.00065629i,0.00016525+0.00011747i,-0.00042596+5.3402e-05i,-0.00046368-0.00058034i,-0.00014819-0.00029277i
0.2651+0.10658i,0.42885+0.066495i,0.44932-0.062426i,0.36995-0.11769i,0.36642-0.058274i,0.38787-0.062584i,0.28124-0.12637i,0.13218-0.12421i,0.063545-0.085662i,0.050696-0.056762i,0.047221-0.034837i,0.039113-0.022443i,0.026658-0.021523i,0.018173-0.027975i,0.014107-0.023797i,0.014181-0.012137i,0.011017-0.012603i,0.0024892-0.017415i,-0.0005339-0.014016i,0.00036836-0.01092i,-0.003131-0.010762i,-0.012403-0.0094571i,-0.021621-0.0044951i
-0.26793+0.11092i,-0.39197+0.22099i,-0.36924+0.28922i,-0.27664+0.2482i,-0.26776+0.17397i,-0.28592+0.18565i,-0.20544+0.21421i,-0.088156+0.17424i,-0.032009+0.11303i,-0.034501+0.065611i,-0.060529+0.047117i,-0.065935+0.055366i,-0.048381+0.056018i,-0.035473+0.043491i,-0.031125+0.029748i,-0.023492+0.025779i,-0.0048773+0.025737i,0.0068918+0.011156i,-0.0012745-0.0087977i,-0.012307-0.014514i,-0.011805-0.0058157i,-0.0035458+0.0056178i,0.0041266+0.012021i
0.028186-0.28247i,-0.0043464-0.43164i,-0.0334-0.42629i,-0.0061653-0.32368i,0.047084-0.26011i,0.067741-0.21639i,0.055525-0.14705i,0.037143-0.089307i,0.022191-0.065718i,0.021911-0.054211i,0.034339-0.061219i,0.020406-0.081098i,-0.0099488-0.072503i,-0.012938-0.041462i,0.0052341-0.023181i,0.011047-0.02594i,-0.0038085-0.024491i,-0.015008-0.0037232i,-0.010534+0.021024i,-0.0021248+0.034403i,0.0045099+0.025721i,0.0032685+0.0058699i,-0.0024214-0.0061532i
0.16294+0.22815i,0.24982+0.35218i,0.21665+0.34108i,0.085512+0.21198i,-0.027954+0.10511i,-0.056503+0.053852i,-0.022394+0.027145i,-0.0019061+0.0084387i,-0.017332+0.0060663i,-0.030458+0.027758i,-0.013227+0.054101i,0.030538+0.060939i,0.061555+0.039161i,0.04961+0.012537i,0.01873+0.0076567i,0.0066304+0.019653i,0.014957+0.022793i,0.021664+0.0082141i,0.019903-0.011241i,0.013711-0.022363i,0.0053108-0.017537i,0.0056802-0.0044342i,0.013418+0.00152i
-0.2202+0.063319i,-0.27311+0.078476i,-0.1947+0.032535i,-0.063941+0.0047709i,0.05861+0.03201i,0.12591+0.026993i,0.091232-0.035295i,0.021228-0.072261i,0.0028589-0.055573i,0.022687-0.043815i,0.010462-0.051093i,-0.035783-0.036314i,-0.056895-0.0010964i,-0.036612+0.015166i,-0.012253+0.0073248i,-0.0090429-0.003019i,-0.016122-0.0017412i,-0.01511+0.0068509i,-0.007887+0.0098873i,-0.0031755+0.0057443i,-0.00093998+0.0025376i,-0.0055417+0.0044911i,-0.018206+0.0075058i
0.1131-0.20392i,0.151-0.24312i,0.14598-0.11656i,0.083799+0.016847i,-0.059898+0.030731i,-0.18694+0.054804i,-0.17867+0.11883i,-0.096739+0.13506i,-0.039031+0.10414i,-0.016339+0.066151i,0.0033862+0.033961i,0.029369-0.0046638i,0.036431-0.039325i,0.019523-0.043011i,0.003184-0.026387i,-0.00011096-0.013481i,0.00081961-0.0090631i,-0.0029853-0.0052768i,-0.0050128-0.00030228i,-0.0016653+0.0017532i,0.0042807-0.0010545i,0.013493-0.0088067i,0.021089-0.015142i
0.14893+0.1294i,0.18791+0.092744i,0.11027-0.030465i,0.060729-0.076407i,0.1648-0.04874i,0.25935-0.098682i,0.1786-0.14266i,0.064223-0.082779i,0.042977-0.03154i,0.038344-0.037206i,0.0092667-0.02938i,-0.0084951+0.014299i,-0.0041232+0.051122i,0.0060025+0.050017i,0.010756+0.029217i,0.010417+0.012825i,0.010333+0.0024256i,0.008633-0.0056859i,0.0012394-0.0081766i,-0.0057169-0.007147i,-0.011038-0.0064847i,-0.016382+0.0017031i,-0.015273+0.015728i
-0.23089+0.037452i,-0.26583+0.11753i,-0.14125+0.13428i,-0.073439+0.066479i,-0.16085+0.08046i,-0.19037+0.18863i,-0.056522+0.2114i,0.051433+0.11968i,0.028984+0.046924i,-0.018945+0.040466i,-0.029588+0.038762i,-0.031589+0.0070346i,-0.043544-0.024705i,-0.042638-0.026636i,-0.023278-0.012944i,-0.0088069-0.002046i,-0.0028742+0.0066572i,0.003823+0.0082572i,0.0075792+0.0062117i,0.0082518+0.011176i,0.009361+0.013536i,0.0080659+0.00097082i,0.0016257-0.018086i
0.049876-0.23377i,-0.055048-0.34986i,-0.18938-0.27474i,-0.13075-0.13134i,0.054098-0.16948i,0.071971-0.27558i,-0.040126-0.23237i,-0.071008-0.13753i,-0.040424-0.10649i,-0.024162-0.093026i,-0.0080572-0.064749i,0.021074-0.038365i,0.048369-0.025014i,0.048272-0.026246i,0.022821-0.027926i,0.001458-0.019913i,-0.0052431-0.01074i,-0.0032553-0.0033371i,0.0042103-0.002734i,0.0053185-0.010992i,-0.0012045-0.011926i,-0.0016001-0.00090299i,0.0037171+0.012554i
0.16062+0.25341i,0.33765+0.3161i,0.40103+0.20306i,0.23026+0.072924i,0.012589+0.10329i,0.0049873+0.18469i,0.090079+0.13247i,0.074288+0.042433i,0.022285+0.036859i,0.018059+0.06093i,0.02747+0.0582i,0.011293+0.049363i,-0.015301+0.055402i,-0.022099+0.059739i,-0.011957+0.05084i,-0.00078229+0.034998i,0.0032586+0.016761i,-0.0046106+0.0034216i,-0.019119+0.00019969i,-0.025838+0.0032581i,-0.021363+0.0049608i,-0.018827-9.9114e-05i,-0.024545-0.0065774i
-0.30147-0.0010821i,-0.47939+0.1228i,-0.43131+0.26791i,-0.17201+0.23791i,0.0078443+0.059154i,-0.0082074-0.049017i,-0.066779-0.027505i,-0.072589+0.01225i,-0.044124+0.010484i,-0.022156-0.017161i,-0.025292-0.041317i,-0.031194-0.05019i,-0.021881-0.056709i,-0.010065-0.057839i,-0.0031057-0.049736i,-0.0015276-0.037325i,-0.0039303-0.018469i,-0.0010531-3.7016e-05i,0.0095821+0.0093753i,0.019842+0.010401i,0.023747+0.0069135i,0.02634+0.0048062i,0.032504+0.0040116i
0.26092-0.21328i,0.37758-0.42916i,0.27144-0.53516i,0.019902-0.36858i,-0.095389-0.084086i,-0.051028+0.024621i,0.0015127-0.0067505i,0.017278-0.0044552i,0.020749+0.035095i,0.031319+0.048487i,0.04119+0.031948i,0.044913+0.019753i,0.04335+0.024124i,0.032929+0.03111i,0.022244+0.032976i,0.015587+0.025478i,0.0080832+0.010232i,0.00017599-0.0015323i,-0.0033234-0.0035782i,-0.0022544-0.00037894i,-0.0051361+0.0031088i,-0.014414+0.0076909i,-0.022631+0.012361i
-0.0051002+0.29608i,0.064868+0.50789i,0.18838+0.51271i,0.2644+0.26261i,0.22702+0.0055809i,0.1296-0.060069i,0.043203-0.0070312i,0.0043178+0.019238i,-0.0065918-0.013611i,-0.031016-0.040214i,-0.052838-0.021539i,-0.053837+0.0021525i,-0.045543+0.0026131i,-0.030593-0.011081i,-0.017374-0.021633i,-0.011612-0.015984i,-0.0048554-0.0019647i,0.0055795+0.002864i,0.011039-0.0045273i,0.0079547-0.01153i,0.0072491-0.013938i,0.012572-0.018574i,0.014314-0.025526i
-0.20578-0.24164i,-0.40526-0.39714i,-0.50715-0.34354i,-0.42732-0.092696i,-0.28914+0.10213i,-0.18249+0.14414i,-0.087144+0.094157i,-0.01439+0.024841i,0.018615-0.0066847i,0.028255-0.0085219i,0.028094-0.011439i,0.024987-0.014472i,0.018987-0.0079866i,0.0099933+0.0062557i,0.0020125+0.013332i,-0.0041273+0.013317i,-0.0044123+0.013094i,-0.0033185+0.011668i,-0.0059682+0.0087046i,-0.0070659+0.004971i,-0.0043683+0.0031417i,-0.0023515+0.0081668i,-0.00016766+0.017429i
0.25489+0.026571i,0.4553+0.037755i,0.51252-0.0078432i,0.38654-0.1145i,0.23785-0.20408i,0.14547-0.21112i,0.076833-0.13034i,0.033771-0.040119i,0.0056877-0.0093695i,-0.016695+0.0011617i,-0.012879+0.014349i,0.00060402+0.012041i,0.0020652+0.00029699i,-0.0037335-0.0098072i,-0.0056151-0.011039i,-0.0013318-0.0087119i,-0.00061768-0.0094829i,-0.004107-0.0084365i,-0.0064683-0.0041173i,-0.0094934+0.00045173i,-0.013703+0.002402i,-0.016987-0.0010725i,-0.017831-0.0064993i
-0.20758+0.1535i,-0.37212+0.28277i,-0.4055+0.33849i,-0.27473+0.32303i,-0.12326+0.31124i,-0.025414+0.25861i,0.01661+0.12959i,-0.0011022+0.027424i,-0.019371+0.013041i,-0.0018784+0.017775i,0.013061+0.0046206i,0.0099844-0.0012408i,0.0089513+0.0062924i,0.020653+0.011685i,0.030772+0.0070644i,0.029164-0.00077181i,0.020386-0.0048978i,0.011455-0.0020515i,0.0086228+0.0044339i,0.013164+0.003805i,0.018108-0.003372i,0.020567-0.0064259i,0.020977-0.0049409i
0.052917-0.17992i,0.11842-0.33371i,0.15231-0.40054i,0.11162-0.37356i,0.039804-0.34171i,-0.022163-0.27234i,-0.039055-0.14625i,-0.013312-0.055534i,-0.0004165-0.026483i,-0.0035085-0.01297i,-0.0063511-0.00795i,-0.014364-0.012499i,-0.022373-0.01626i,-0.02861-0.012191i,-0.030334-0.00070905i,-0.023917+0.0070517i,-0.012506+0.0064169i,-0.0010087-0.004557i,0.0010075-0.01758i,-0.0066542-0.012937i,-0.014732+0.003907i,-0.019677+0.013164i,-0.020048+0.01474i
0.080171+0.15295i,0.12583+0.28396i,0.11255+0.34575i,0.069438+0.30894i,0.050545+0.25668i,0.048405+0.19521i,0.025061+0.10693i,-0.011025+0.053543i,-0.01255+0.041501i,-0.001932+0.022569i,-0.0038778+0.0043926i,0.0053721+0.0012726i,0.024031-0.0020845i,0.031755-0.013954i,0.022994-0.023422i,0.0089285-0.018667i,-0.00081015-0.003116i,-0.0034529+0.014535i,6.3292e-06+0.023453i,0.0031283+0.014783i,0.0041463-0.001184i,0.0041312-0.011578i,-2.0976e-05-0.017658i
-0.086596-0.066317i,-0.15595-0.14823i,-0.16723-0.21664i,-0.13464-0.23296i,-0.11532-0.22121i,-0.098215-0.17668i,-0.058478-0.093569i,-0.012562-0.043297i,0.0036509-0.044059i,-0.0036104-0.046452i,-0.010141-0.028224i,-0.013914+0.00099795i,-0.019105+0.02436i,-0.021813+0.034336i,-0.018403+0.028522i,-0.013802+0.014587i,-0.011792+0.0004404i,-0.013373-0.0114i,-0.014731-0.010617i,-0.006141+0.00030686i,0.0051348+0.0076576i,0.0087204+0.011268i,0.012596+0.014374i
0.073818-0.0052879i,0.14563+0.034172i,0.17472+0.11188i,0.14116+0.19575i,0.11038+0.26374i,0.10779+0.25372i,0.092242+0.16373i,0.064679+0.094397i,0.048764+0.071763i,0.037727+0.057257i,0.023868+0.03442i,0.010258+0.002888i,-0.00028554-0.020495i,-0.0026059-0.022477i,0.0017577-0.011809i,0.0071176-0.0010727i,0.011624+0.0074785i,0.019478+0.011508i,0.026591+0.0071222i,0.020194+0.00056713i,0.005845-0.00021022i,-0.0028995+0.0024519i,-0.0094491+0.0047254i
-0.072396+0.012941i,-0.15291-0.003797i,-0.19729-0.047749i,-0.1683-0.12309i,-0.14771-0.20583i,-0.15973-0.1999i,-0.13242-0.10448i,-0.083627-0.045i,-0.070524-0.041069i,-0.065603-0.035152i,-0.039066-0.021913i,-0.012229-0.009592i,0.0015047+0.0034991i,0.0063359+0.0092736i,0.0044534+0.0049038i,-0.00094426-0.00043198i,-0.0073166-0.0042672i,-0.018049-0.0066173i,-0.024707-0.0053128i,-0.018793-0.0071838i,-0.0081544-0.013492i,-0.00058305-0.016703i,0.003276-0.017504i
0.052804-0.022691i,0.13379-0.045835i,0.19514-0.031643i,0.21902+0.054988i,0.25985+0.14132i,0.26802+0.11884i,0.17692+0.0259i,0.079159-0.014471i,0.060115-0.0034759i,0.071188+0.0021786i,0.059657-0.0013594i,0.031987-0.0068188i,0.010158-0.0092427i,0.0016897-0.0069353i,0.0042602-0.0020136i,0.013014+0.0017866i,0.023497+1.509e-05i,0.028807-0.0098956i,0.021575-0.02014i,0.0073174-0.014068i,0.00066346+0.0016316i,0.0031193+0.0077328i,0.0068178+0.0079686i
-0.050242+0.076889i,-0.10705+0.15354i,-0.14612+0.1492i,-0.18279+0.013069i,-0.25313-0.11069i,-0.26546-0.098234i,-0.16618-0.027552i,-0.078319-0.00033465i,-0.067006+0.0069746i,-0.070192+0.018164i,-0.055782+0.019338i,-0.033885+0.015363i,-0.013567+0.007886i,-0.0039194-0.0033578i,-0.0065277-0.0093057i,-0.015992-0.0047253i,-0.023754+0.0097222i,-0.020863+0.030427i,-0.0088459+0.040425i,-0.00049569+0.027613i,-0.0031437+0.0080284i,-0.010391-0.00079672i,-0.014597-0.0038139i
0.0089605-0.097319i,0.004495-0.18426i,0.017952-0.18186i,0.097483-0.066472i,0.21741+0.013391i,0.24342-0.015191i,0.14877-0.051184i,0.075588-0.040016i,0.06757-0.037054i,0.061581-0.051286i,0.041613-0.050418i,0.024473-0.033176i,0.018235-0.01461i,0.017812-0.0042864i,0.01698-0.0050344i,0.013936-0.014741i,0.0071104-0.027576i,-0.0033473-0.034439i,-0.0084513-0.02761i,-0.0021355-0.012021i,0.0045384-0.0033471i,0.0041593-0.0044375i,0.0025318-0.0036613i
0.072304+0.080884i,0.14136+0.14223i,0.1174+0.13233i,-0.055137+0.059098i,-0.23537+0.044376i,-0.24028+0.10015i,-0.11564+0.11307i,-0.04574+0.079111i,-0.046472+0.06996i,-0.042827+0.078191i,-0.02692+0.072526i,-0.013518+0.055528i,-0.010932+0.036661i,-0.014555+0.023772i,-0.012552+0.022929i,-0.004619+0.028396i,0.0072721+0.029152i,0.018637+0.020697i,0.018683+0.0087943i,0.0080061+0.0028774i,-0.00058466+0.0062604i,0.00069915+0.012791i,0.0033222+0.012235i
-0.11225-0.017237i,-0.19343-0.016072i,-0.15187+0.0039447i,0.042848+0.013963i,0.20503-0.028637i,0.17749-0.07332i,0.060419-0.056181i,0.0075503-0.035536i,0.0053422-0.0534i,-0.0022025-0.0681i,-0.013612-0.062457i,-0.02007-0.052957i,-0.017821-0.04388i,-0.010074-0.032152i,-0.0087299-0.022919i,-0.013218-0.017755i,-0.019993-0.011655i,-0.025127-0.0055602i,-0.024305-0.0031112i,-0.015746-0.0041174i,-0.0056985-0.0079013i,-0.0042-0.0096343i,-0.0048081-0.0047306i
0.087396-0.07372i,0.14152-0.14118i,0.095629-0.14878i,-0.063188-0.058881i,-0.1782+0.061631i,-0.14366+0.10225i,-0.054074+0.063975i,-0.0043406+0.045127i,0.017404+0.06021i,0.031071+0.060081i,0.038959+0.041062i,0.04189+0.023232i,0.035921+0.016999i,0.025448+0.017951i,0.019287+0.016015i,0.020554+0.0095346i,0.023531-0.00039036i,0.022407-0.0074115i,0.018514-0.0064931i,0.013132-0.001163i,0.010014+0.0040542i,0.011411+0.0024981i,0.0087025-0.0046656i
-0.0051981+0.12199i,0.00042018+0.20768i,0.056627+0.19752i,0.16736+0.056246i,0.23538-0.097132i,0.18705-0.13725i,0.088884-0.092189i,0.019369-0.058743i,-0.015854-0.057612i,-0.031364-0.055076i,-0.039415-0.036011i,-0.045212-0.0091339i,-0.043584+0.0061625i,-0.033668+0.0046486i,-0.023126-0.0013556i,-0.019363+0.00087756i,-0.015262+0.014154i,-0.0061621+0.027543i,0.0021931+0.028292i,0.0061197+0.013965i,0.0037916-0.0016703i,-0.00066214-0.0032914i,0.0013018+0.0022382i
-0.086909-0.077666i,-0.15923-0.12642i,-0.21788-0.094431i,-0.25274+0.042893i,-0.24638+0.16928i,-0.17043+0.17909i,-0.061088+0.10803i,0.013837+0.047224i,0.044897+0.026646i,0.052397+0.021926i,0.048585+0.0087592i,0.039339-0.011695i,0.030457-0.022i,0.023555-0.018509i,0.016844-0.012411i,0.0097225-0.014324i,-0.00095139-0.02177i,-0.0092147-0.02664i,-0.0091352-0.025811i,-0.006151-0.016466i,-0.0039173-0.0039019i,-0.0049663+0.00077749i,-0.011722+0.0010132i
0.11341-0.0032712i,0.20745-0.012883i,0.25466-0.068437i,0.23864-0.19475i,0.1854-0.30231i,0.095027-0.27987i,-0.0019338-0.15247i,-0.057653-0.043051i,-0.074503-8.2903e-05i,-0.06863+0.0089751i,-0.049674+0.016698i,-0.024674+0.028798i,-0.0048503+0.030432i,-0.00010509+0.018724i,-0.0033654+0.0097922i,0.0010071+0.01113i,0.013988+0.011025i,0.019573+0.0047427i,0.010716+0.00024359i,-0.0012954-0.0031336i,-0.0068021-0.0057961i,-0.0022402-0.0059681i,0.0064738-0.0085504i
-0.065277+0.089996i,-0.11638+0.16525i,-0.13636+0.22969i,-0.11386+0.30565i,-0.067488+0.36955i,-0.0051171+0.31315i,0.037962+0.14951i,0.042965+0.018124i,0.036984-0.026715i,0.035662-0.026261i,0.027244-0.024838i,0.0060405-0.02784i,-0.011046-0.023433i,-0.010024-0.0143i,-0.0015255-0.0069786i,-0.0026218-0.0022685i,-0.01212+0.0034852i,-0.019518+0.0082355i,-0.021182+0.008219i,-0.014309+0.009654i,-0.0032606+0.010879i,-0.0011076+0.01169i,-0.0031363+0.017288i
-0.024241-0.10262i,-0.034596-0.19019i,-0.031969-0.25544i,-0.042295-0.32049i,-0.082466-0.36469i,-0.11494-0.27921i,-0.091683-0.10392i,-0.037432+0.015611i,-0.007726+0.046271i,-0.010904+0.038113i,-0.011914+0.026695i,0.0030413+0.012215i,0.010525-0.0028054i,0.0051566-0.0044482i,0.00062321+0.00071989i,0.0024598-0.0019986i,0.0071657-0.010128i,0.01151-0.011311i,0.015509-0.003389i,0.011946+0.0027392i,0.0018001+0.0039102i,-0.0059262-0.00018584i,-0.010816-0.0093311i
0.091126+0.041492i,0.14845+0.086453i,0.15763+0.15673i,0.16493+0.26559i,0.21702+0.32815i,0.23086+0.23398i,0.15012+0.067421i,0.048945-0.02372i,0.0049972-0.039634i,0.0057556-0.039911i,0.0064578-0.033554i,-0.00081183-0.013043i,-0.0021902+0.0068591i,0.0011444+0.0092946i,0.0019202+0.00087564i,-0.00064204+0.0010493i,-0.00091825+0.012574i,0.0022978+0.020229i,0.0042696+0.017673i,0.0082785+0.0090698i,0.013249+0.00080564i,0.016068-0.0013673i,0.020466+0.00087431i
-0.086458+0.043361i,-0.14624+0.05369i,-0.17643-0.014025i,-0.22971-0.14236i,-0.30402-0.19492i,-0.27029-0.1005i,-0.12537+0.020327i,-0.0057057+0.052669i,0.03008+0.034468i,0.021408+0.027487i,0.0094956+0.026812i,-0.0012306+0.016146i,-0.01231+0.0055235i,-0.012802+0.0028291i,-0.0061759+0.0041979i,-0.0046948+0.00059496i,-0.0083554-0.0091141i,-0.0087527-0.018398i,-0.0046439-0.024688i,-0.0045529-0.021391i,-0.0064532-0.0082218i,-0.0074237+0.0032594i,-0.012041+0.0092693i
0.013403-0.084178i,0.035935-0.11522i,0.10462-0.046292i,0.24732+0.062658i,0.3496+0.07135i,0.26174-0.0127i,0.070096-0.062722i,-0.043908-0.03967i,-0.058453-0.0078064i,-0.038162-0.0056638i,-0.022691-0.015093i,-0.010295-0.016006i,0.0061523-0.014103i,0.011118-0.015821i,0.0031269-0.013305i,0.001408-0.0038356i,0.0090818+0.0038184i,0.010085+0.0066617i,0.0042472+0.0077214i,0.0015302+0.0024096i,2.3161e-05-0.0076974i,-0.00056474-0.015396i,0.00097737-0.019757i
0.060375+0.067435i,0.076149+0.084876i,-0.016264+0.03639i,-0.21295-0.011893i,-0.32453+0.016662i,-0.22237+0.059763i,-0.045494+0.041266i,0.035672-0.009068i,0.030053-0.032148i,0.015015-0.019658i,0.015637-0.0033518i,0.014203+0.0055759i,0.0047046+0.017527i,0.003716+0.022792i,0.010389+0.015229i,0.0088096+0.0062067i,-0.00017469+0.0033143i,-0.0073754+0.0039108i,-0.011368+0.0051756i,-0.010742+0.0085507i,-0.0052211+0.010839i,-0.00063022+0.011634i,0.0026966+0.014247i
-0.084399+0.013592i,-0.10087+0.028316i,0.015717+0.022794i,0.21484-0.051369i,0.28822-0.13871i,0.16802-0.12684i,0.020271-0.041542i,-0.027681+0.020413i,-0.0095776+0.031286i,0.0014479+0.013333i,-0.0067807+0.0006427i,-0.013482-0.0070766i,-0.020173-0.020268i,-0.02501-0.019722i,-0.020114-0.0061896i,-0.010086-0.00098146i,-0.0022004-0.0041354i,0.0047687-0.0032422i,0.012263+0.00092082i,0.011661+0.0011712i,0.0026414+0.00013719i,-0.0064075+0.00020619i,-0.012728+0.00016876i
0.037881-0.072961i,0.019171-0.10779i,-0.098309-0.045577i,-0.23908+0.12237i,-0.24835+0.23085i,-0.12192+0.16532i,-0.0037516+0.034781i,0.025214-0.029634i,0.0058056-0.025605i,-0.003296-0.0038737i,0.0052644+0.0051313i,0.019504+0.0040014i,0.033818+0.00017662i,0.035804-0.0083362i,0.023705-0.015497i,0.0094027-0.013492i,0.001142-0.0057173i,-0.0022928-0.00153i,-0.0038224-0.00051746i,-0.00084351+0.0012217i,0.0038329+0.0012689i,0.0073379-0.0018072i,0.011866-0.0061833i
0.032286+0.076303i,0.090819+0.095059i,0.16838-0.011098i,0.19855-0.20474i,0.15181-0.2777i,0.076079-0.15787i,0.021527-0.0028029i,0.005614+0.060852i,0.0084821+0.043954i,0.0015892+0.0096892i,-0.012693-0.00073395i,-0.023486+0.010629i,-0.02907+0.025988i,-0.023145+0.031146i,-0.0095476+0.024859i,-0.0020585+0.015624i,-0.001451+0.0077298i,-0.0015401-7.5518e-05i,-0.0012477-0.0090962i,-0.0027106-0.013576i,-0.004052-0.0081009i,-0.0021912+0.0006397i,-0.00023203+0.0058076i
-0.083699-0.018896i,-0.15075+0.022572i,-0.16025+0.16479i,-0.084893+0.33092i,-0.017935+0.34621i,-0.015038+0.19044i,-0.030954+0.02429i,-0.037417-0.043025i,-0.027543-0.027902i,-0.0010321-0.0020328i,0.016216-0.0083996i,0.01085-0.028489i,0.0011452-0.03982i,-0.005544-0.037944i,-0.011986-0.025102i,-0.011954-0.0099359i,-0.007025+0.00076594i,-0.0042069+0.0077468i,-0.0030433+0.012244i,-0.00063103+0.010141i,0.0012089+0.0041685i,-0.001771-0.001243i,-0.0082033-0.0057347i
0.066836-0.054502i,0.097964-0.14174i,0.044895-0.27202i,-0.069236-0.36721i,-0.10881-0.33819i,-0.046311-0.19321i,0.023789-0.04249i,0.052879+0.021623i,0.03648+0.011213i,0.0011924-0.0013614i,-0.009702+0.0085975i,0.0054266+0.020348i,0.022768+0.029116i,0.031064+0.030218i,0.027658+0.020125i,0.018769+0.0078858i,0.012264+0.00083118i,0.0083769-0.0015894i,0.0037826-0.00097479i,-0.0004311+0.0022153i,-0.0002917+0.0035147i,0.0030075+0.0015089i,0.0058963+7.0406e-05i
-0.0036951+0.085256i,0.03254+0.18147i,0.14189+0.26252i,0.25941+0.27843i,0.24874+0.23375i,0.11641+0.14312i,-0.010231+0.04138i,-0.060619-0.0085392i,-0.039143-0.011829i,-0.0027302-0.015107i,0.0019071-0.019332i,-0.014585-0.014614i,-0.033057-0.0096541i,-0.040642-0.0025874i,-0.030622+0.0047843i,-0.015194+0.0038097i,-0.0059949+0.00039955i,0.00019228-0.00034226i,0.0067927-0.0005109i,0.010517-0.0018474i,0.0094871-0.0024623i,0.0044469+0.0022055i,-0.00027569+0.011055i
-0.058632-0.06234i,-0.15624-0.11611i,-0.2958-0.13384i,-0.39039-0.11358i,-0.33887-0.10333i,-0.16533-0.087503i,-0.0010739-0.049335i,0.065324-0.024741i,0.043804-0.0077446i,0.0072594+0.016903i,0.00095376+0.027408i,0.015285+0.012717i,0.031928-0.013609i,0.035274-0.031049i,0.024783-0.030617i,0.012892-0.021488i,0.0048472-0.015595i,-0.0023822-0.013289i,-0.007283-0.011078i,-0.007974-0.0075715i,-0.0072179-0.0044762i,-0.0061158-0.0056046i,-0.0044425-0.010589i
0.088441+0.0026515i,0.20084-0.017695i,0.31881-0.068006i,0.37207-0.098152i,0.31927-0.048484i,0.172+0.026585i,0.017277+0.06259i,-0.055873+0.066826i,-0.049945+0.041024i,-0.028156-0.00011741i,-0.022311-0.017655i,-0.021374-0.00090275i,-0.013969+0.027984i,-0.0041026+0.039926i,-0.00043698+0.029915i,-0.0022808+0.017675i,-0.003469+0.013274i,-0.0032742+0.01045i,-0.0042285+0.0033331i,-0.005698-0.0040273i,-0.0054543-0.005536i,1.5549e-05-0.003187i,0.0088148-0.0022392i
-0.062734+0.062886i,-0.13503+0.1536i,-0.19943+0.25629i,-0.23742+0.28536i,-0.23755+0.19237i,-0.15977+0.053167i,-0.043716-0.045427i,0.01697-0.082733i,0.023773-0.057526i,0.031029-0.013467i,0.038196-0.0027507i,0.020867-0.018366i,-0.0090959-0.030858i,-0.024139-0.030537i,-0.020247-0.020738i,-0.012582-0.009845i,-0.0084978-0.0023764i,-0.0059998+0.0044192i,-0.0039913+0.011492i,-0.0025819+0.015536i,-0.0024043+0.015421i,-0.0058776+0.012393i,-0.012111+0.009676i
0.0006353-0.085711i,0.00035006-0.19775i,0.011149-0.30933i,0.057748-0.34192i,0.11906-0.26176i,0.1139-0.1086i,0.057369+0.029844i,0.029073+0.087745i,0.016743+0.064016i,-0.0086731+0.024624i,-0.020452+0.014759i,-0.0040833+0.016415i,0.020794+0.013813i,0.031973+0.01243i,0.024172+0.011371i,0.013208+0.0083707i,0.010407+0.0055326i,0.012987+0.0017517i,0.012896+4.8557e-05i,0.0088142+0.0015289i,0.0046232+0.0013039i,0.0026898-0.0023784i,0.0019407-0.0067802i
0.058163+0.063554i,0.12748+0.14402i,0.17206+0.23048i,0.13004+0.27886i,0.024269+0.24728i,-0.048748+0.12089i,-0.067258-0.017143i,-0.064473-0.071411i,-0.035481-0.056737i,0.00071726-0.03855i,0.00804-0.029813i,-0.0058182-0.014386i,-0.021242+0.0043758i,-0.029141+0.012843i,-0.022229+0.0091979i,-0.0097696+0.0018266i,-0.0029078-0.0012992i,-0.0003739-0.0023525i,0.0031509-0.0040913i,0.0086917-0.0041791i,0.012006-0.0028854i,0.011083+0.0020114i,0.0082601+0.0099698i
-0.07882-0.0024568i,-0.17705-0.02001i,-0.25326-0.069984i,-0.23272-0.14701i,-0.11699-0.18304i,0.010222-0.11384i,0.088536-0.011159i,0.10301+0.030416i,0.062465+0.031459i,0.017411+0.033811i,0.0018228+0.031528i,0.0048741+0.014215i,0.010196-0.011015i,0.012692-0.026736i,0.01156-0.022334i,0.0084373-0.011469i,0.0036617-0.008323i,-0.0027118-0.0099638i,-0.0070095-0.01204i,-0.0079564-0.01269i,-0.0074181-0.010443i,-0.0069135-0.0083983i,-0.0079418-0.0085813i
0.053969-0.05305i,0.12937-0.09218i,0.20858-0.083538i,0.23014+0.006684i,0.15878+0.10661i,0.028353+0.11514i,-0.0793+0.067531i,-0.11263+0.036653i,-0.086249+0.013759i,-0.049347-0.0096839i,-0.02819-0.018458i,-0.014954-0.0075953i,0.0013305+0.011747i,0.012795+0.020839i,0.0094193+0.014585i,0.0003583+0.0066416i,-0.0038918+0.0044284i,-0.0051413+0.0046187i,-0.006887+0.0039806i,-0.0080069+0.00074539i,-0.0064093-0.0039521i,2.4251e-06-0.0056132i,0.0082153-0.0046689i
