-6.3161e-06+3.4761e-05i,-1.6569e-05+0.00060212i,6.3692e-05-0.00028205i,-0.0006968-0.0003118i,-0.00195+0.00019802i,-0.0027952+0.0002753i,-0.0023485+0.00095352i,-0.0016334+0.0014662i,-0.0013553+0.00084275i,-0.00091748+0.00023397i,5.1724e-06-0.00040964i,0.00032939-0.00017929i,-0.00021462+0.00086571i,5.3482e-05+0.00089924i,0.00033611+0.00052926i,0.00048819-2.2034e-05i,0.00040441+0.00040547i,-2.5611e-05+0.00096986i,-0.00040943+0.0013357i,-0.00032044+0.0014475i,3.6581e-05+0.00046494i,0.00016199-0.00079621i,9.4093e-05-0.0005332i
0.0010859-0.00069304i,0.0011175-0.00021989i,0.0012748-0.0002743i,0.0010548-0.00064051i,0.00027528-0.0014043i,-0.00055925-0.0017998i,-0.00111-0.0014811i,-0.0011906-0.0004293i,-0.00041272+0.0002878i,0.00068743+0.00019438i,0.0010167+0.00016288i,0.00021962+0.00011688i,-0.00069402+7.7906e-05i,-0.00058931-0.00038133i,0.0002974-0.00057069i,0.00083616+0.00015134i,0.001366+0.0004782i,0.00096695+0.00050448i,0.00029186+0.00045598i,-0.00019567+0.00047884i,-0.00040584+0.0006078i,-0.00020474+0.0002171i,-0.00041742+0.00014718i
-0.00023789+0.0011018i,9.5144e-05+0.00094717i,0.00057132+0.00015293i,0.00054717-0.00044669i,9.1858e-05-0.00069411i,-0.00084249+0.00016498i,-0.001276+0.0014127i,-0.00090356+0.0017444i,5.9829e-05+0.0010897i,0.00041908+0.00064484i,7.039e-05+9.993e-05i,-0.00011853-0.00014645i,9.0731e-05+9.714e-05i,0.00057182-1.8018e-05i,0.00072905+0.0003714i,7.6729e-05+0.00022284i,-0.00024872-5.6114e-05i,0.00026486+0.0002521i,7.6583e-05+0.0001589i,-0.00022346-0.00054262i,1.4205e-05-0.0003177i,0.00019849+0.00026845i,0.00069362-2.1792e-05i
0.00023875+0.0012135i,-0.00024334+0.0010925i,-0.00026592+0.00073467i,-0.00058596+0.00045386i,-0.00063137-0.00043967i,-0.00022886-0.00043658i,-0.0003782-0.00012006i,-0.0014994+0.00023932i,-0.0012978+0.00023636i,-0.00041278-4.4157e-05i,-0.00058642-0.0004422i,-0.00042573-5.3333e-05i,-0.00047524+0.00045367i,-0.00080902+0.00031869i,-0.00039632+0.00062463i,-0.00029217+0.00019074i,2.9197e-05-0.00033716i,0.00027251-0.00019017i,0.00062332-0.00034961i,0.0005185-0.00069273i,0.00028341-0.0009483i,0.00043435-0.0007086i,0.00069207-0.00082542i
0.00030154-0.00080905i,-0.00061316+0.00050959i,-0.00070898+0.00099382i,-0.00024199-0.00076216i,-0.0004868-0.0017903i,-0.00059422-0.001703i,-0.00074268-0.0013084i,-0.00031261-0.00067658i,0.00062999-0.00057266i,5.0683e-05-0.00046933i,-0.00047787-5.4533e-05i,0.00040532-0.00033372i,0.00064958-0.00067268i,0.00051328-0.00079981i,0.00026524-0.00052171i,-0.0001339-0.0004275i,-0.00028402-0.0007077i,-6.3187e-05-0.00052593i,0.00036337-0.00059062i,-0.00024678-0.00049716i,-0.00078146-0.00022487i,-0.00011637-0.00051395i,-0.00018789-0.00044688i
0.00019268+0.0019406i,0.0012382+0.0021933i,0.0010892+0.001554i,0.0010783+0.00032263i,0.00071387-9.17e-05i,-6.6324e-05-0.00039486i,-0.00045308-0.00033889i,-0.0010215-0.00042595i,-0.000339-0.00061464i,0.00077146-0.00028363i,0.0010748-0.00030675i,0.00077392-0.00036627i,-2.5053e-05+0.00018442i,-0.00035213+0.000315i,0.00055412-0.00028693i,0.0010708-0.00081808i,0.00060211-0.00032104i,4.2539e-05-7.5663e-05i,0.00015554+0.00024434i,0.00013615+0.0013499i,-6.4147e-05+0.0014036i,0.00022124+0.00036828i,-5.9941e-06-0.00031593i
-0.0022789+0.00056567i,-0.0016149+0.00083904i,-0.00072788+0.0005719i,3.402e-05+8.856e-05i,0.00069257-0.00087576i,0.0014188-0.0014456i,-0.0003741-0.00098029i,-0.0012933-0.00025221i,-0.00061324+0.00047538i,-0.00010772+0.00061132i,0.00086691+0.00023031i,0.0014783-0.00026213i,0.0011823-0.00018649i,0.00067138+0.00013399i,0.00045174-0.00040273i,0.00036975-0.00025343i,0.00011014+0.00041307i,-0.0002115+0.00065144i,-0.00066772+0.00058503i,-0.0010748+0.00030172i,-0.00089509-0.00037232i,0.00012926-0.00056167i,0.00080741-0.00014333i
-0.0017373-0.00024525i,-0.00075217+0.00058854i,-0.00021098+0.0012102i,0.00023053+0.0014979i,0.00063762+0.001523i,0.00019639+0.00091483i,-0.0005815-3.6616e-05i,-0.00046839+0.0001722i,-0.00063456+0.00040184i,-0.00010469+0.00010811i,0.00045691+0.00096887i,0.000252+0.0018392i,0.00050047+0.00092999i,0.00086949-0.00020079i,0.00018848-0.00062243i,0.00036319-9.7931e-05i,0.00073727+0.00025899i,0.00038601+0.00045905i,5.1586e-05+0.0004609i,0.00019387-0.00076791i,0.0008619-0.001236i,0.0012776+8.4642e-05i,0.0010577+0.00079102i
-0.00077749-0.0015904i,-0.0007804+0.00013969i,-0.00078005+0.0010742i,-0.00069732+0.001159i,-0.00037468+0.0013692i,0.00025345+0.0010641i,-0.00013972+0.00094503i,-0.0011343+0.00070187i,-0.0012492+8.8429e-05i,-0.00057681+0.00077372i,0.00014209+0.0015372i,7.3786e-05+0.0011644i,-9.5395e-05+0.0005098i,0.00020793-0.0001944i,-7.4844e-05-0.0001654i,-0.00054958+0.0009011i,-0.00081317+0.0015284i,-0.001008+0.00061574i,-0.00078443-0.00037656i,-8.9303e-05-0.00024932i,-3.8733e-06+0.00026778i,-0.00060332+0.00055902i,0.00024697+0.00045901i
-0.0012611+0.00073934i,-0.00097827+0.0016068i,0.00059668+0.0018819i,0.0014219+0.00099249i,0.0010218-0.00042901i,0.0012044-0.00070071i,0.0002016-0.00043789i,-0.00036592-0.00020455i,-0.00062724+0.00082278i,-0.00018011+0.0012509i,0.00097298+0.00049208i,0.0011964-0.0002365i,0.00043367-0.00035508i,-0.00046871+0.00026886i,-0.00089917+0.0011627i,-0.00050952+0.00081057i,7.3733e-05+0.00028843i,0.00085637+4.5317e-05i,0.00082514+5.4127e-06i,0.00018675+0.00020486i,0.0001665+0.00038654i,9.1027e-05+0.00012656i,1.2815e-05-0.0001384i
-0.00038913+0.0014114i,0.00049006+0.0015845i,0.0010264+0.0020792i,0.0017228+0.0010012i,0.00075459-0.00028712i,-0.00098408-0.00047476i,-0.0008937-0.0004411i,-1.6214e-05+5.8215e-05i,0.0002801+0.00058501i,0.00046077+0.00015411i,0.00027257-0.00041478i,7.3631e-05+0.00029055i,-0.00021078+0.0012388i,-0.00075428+0.00094496i,-0.00071083-0.00027159i,-0.00032444-0.00075584i,-0.00020993-0.00018292i,-0.00015154-8.5483e-05i,-0.0003712+2.3085e-06i,-0.00038039+0.00094676i,-5.479e-05+0.0009519i,-0.00052314+0.00010694i,-0.0008657-0.00018764i
0.0015594+0.0018664i,0.00073255+0.00075724i,0.0010339+0.00029074i,0.00097327-3.9366e-05i,7.5457e-05-0.0011485i,-0.00044339-0.0017825i,-0.00072802-0.0018829i,-0.00079405-0.0012507i,0.00023453-0.00058693i,0.00039458-0.00037046i,-0.00014968-0.00017119i,-0.00019676-0.00012078i,-5.191e-05+0.00011419i,-0.0004423+7.1484e-05i,-0.00058526+0.00034376i,0.00025718+0.00030503i,0.00059152-0.00040266i,0.00026757-0.00089876i,0.00012602-0.00058362i,-6.2752e-05-0.00017012i,-0.00025465-0.00044673i,0.00017856-0.0009907i,0.00029595-0.00077127i
-0.00072213-0.00049215i,-0.00011876+0.00045145i,-9.807e-05+0.00045983i,-0.00021217-0.00071174i,-0.00063503-0.0012865i,-0.0013854-0.00087596i,-0.00085293+0.00048333i,-4.7067e-05+0.0013703i,-1.7424e-05+0.0013014i,-0.00012513+0.00058216i,0.00038596-0.00042958i,0.00070834-0.00050319i,0.000783-0.00051618i,0.00022654-0.00093707i,-0.0002365-0.00070997i,-0.00025668-0.00033297i,-0.0004149-0.0001405i,7.6524e-06+9.3028e-05i,0.00070802+0.00045002i,0.00076821+0.00066048i,0.00097397+0.00096676i,0.00080185+0.00039454i,0.00026413-1.1144e-07i
-0.00030958+0.00019098i,-0.00031286+0.0014007i,0.00041092+0.00053915i,0.0010988-0.00060642i,0.00073693-0.00082534i,0.00017362+1.2477e-05i,0.00015039+0.00016373i,0.00053221-0.00081974i,0.00023997-0.0013406i,-2.601e-06-0.0013304i,3.2502e-05-0.00093458i,-0.00051806-0.00010444i,1.1447e-05+0.00021057i,0.00079939+0.00014305i,0.00040208+0.00093859i,-0.00015984+0.0010664i,-7.2591e-05+0.00067145i,0.00017628+0.00016693i,-0.0004293+0.00014632i,-0.00072091+0.00012714i,-0.00096401-0.00051122i,-0.0020384-0.0009949i,-0.0015685-0.00047582i
-0.0010675+0.001059i,-0.00077686+0.0020705i,-7.4658e-05+0.0025708i,0.00078047+0.0017038i,0.00033753-0.00014165i,-0.00055753-0.00070118i,-0.0011377+0.00034204i,-0.00073441+0.00067461i,-0.00056313+0.00075617i,-0.00024345+0.00066534i,0.00087265+0.00032604i,0.0013687+0.00066973i,0.00072275+0.00058659i,0.00019713-0.00019049i,0.00026457-0.00052919i,0.00093629-0.00056856i,0.00065217-0.0008455i,-0.00015623-0.0007836i,-0.00064095+0.00026589i,-0.00061605+0.00057311i,-0.00033733+0.00073184i,-1.2066e-05+0.00047432i,0.00042636+7.7172e-05i
-0.00033997+0.00067121i,-0.00055318+0.0013722i,-0.00015716+0.00072645i,0.00063373+5.3654e-05i,0.00055704-0.00031845i,-0.0002533+0.00027265i,-0.0011639+0.00011308i,-0.00097697-0.00050182i,-0.0001403+9.7411e-05i,-0.00024445+0.0002038i,-0.00021361-0.00042578i,0.00050305-0.00042801i,0.00073047+0.00030844i,0.00019858+0.00017004i,-0.00062966-0.0003646i,-0.00051161-0.00043659i,0.00052854-0.00083585i,0.00094401-0.00047326i,0.00040169+0.0005514i,0.00072273+0.00039535i,0.00087765+0.0002804i,5.9141e-06+0.00017595i,-0.00044399-0.00028947i
-0.0018111-0.00059157i,-0.0012127+0.00019729i,-0.00088384+0.00040863i,-0.0004947+5.5226e-05i,0.00013902+0.00032455i,0.00048999+0.00044212i,0.00014888+0.00020296i,-0.0010753-3.7963e-05i,-0.0019117-0.00026613i,-0.00075914-0.00040043i,0.00045953-2.582e-05i,0.00066808+8.8594e-05i,-0.00076468-1.9474e-05i,-0.0011006+0.00027562i,0.00014726+0.00028156i,-7.285e-05+0.00019462i,-0.00074833+0.00033356i,-0.0001536+0.00067974i,0.00057673+0.00058287i,-0.00039855+5.5348e-05i,-0.0018264+8.4655e-05i,-0.0015861+0.00024883i,-0.00076394-0.0003441i
-0.0015043+0.0012894i,-0.00085914+0.0018121i,-0.00022146+0.002708i,0.0012317+0.0023689i,0.0016534+0.0011721i,0.00012337+0.00029786i,-0.0012586-0.00082198i,-0.000992-0.0014786i,6.0323e-05-0.0005783i,0.0014614+0.00033538i,0.001547+0.00050243i,0.00049176+0.00010886i,-0.00012775-0.00035921i,-0.00031713-0.00051302i,-0.00017204+8.2493e-05i,-0.00015003+0.00044878i,5.0739e-05-0.00040945i,0.00071499-0.00067349i,0.00058418+0.0001941i,-0.0002729+0.00062938i,-0.00063205+0.00016979i,-6.4887e-05-0.00036826i,0.0002483-0.00010343i
0.0012722+0.00077412i,0.0014995-0.00015499i,0.0021104+0.00027256i,0.0011433-0.0001791i,-0.00030207-0.0022944i,-0.0012778-0.0024296i,-0.00082963-0.0014847i,0.00055651-0.00082764i,0.00070152-0.00030809i,0.00019658-0.0001398i,-4.8549e-06+0.00024482i,-0.0001182-6.555e-05i,-3.2208e-05-0.00050313i,-0.00011202-0.00019315i,-0.00029452+0.00032628i,-0.00046707+9.5063e-05i,-0.00099299+8.9206e-05i,-0.00090974+7.3418e-05i,-3.259e-06-7.4652e-05i,0.00071309+3.2695e-05i,-7.349e-05+0.00028794i,-0.00059743+0.00048969i,-0.0001218+0.00035866i
-0.00015262+0.00029215i,0.00050607+0.0010195i,0.00070738+0.0011873i,-8.9294e-05+0.00024229i,-0.00065954-0.00056119i,-0.0014476-0.00088784i,-0.0011942-0.00076346i,-5.5354e-05-0.00069836i,0.00093838-0.00043601i,0.0016113+0.00026181i,0.0014729+0.00028684i,0.00081816-0.00030697i,6.7559e-05-0.00016285i,0.00018567+0.00040096i,0.00098972+0.00066422i,0.00075211+0.0003069i,-0.00014772-0.00025143i,-0.00016739-0.00086001i,-0.00010501-0.00048929i,-0.0010089-5.1706e-05i,-0.0010733-0.00021904i,-0.00058221-0.00031979i,-0.00066566-0.00043978i
-0.00050685+0.0023816i,2.051e-05+0.0025952i,0.0014582+0.0022399i,0.0023039+0.00030757i,0.0014619-0.0019464i,0.00016959-0.0020968i,-0.00060137-0.00072273i,-0.00037005+0.00049373i,0.00039682+0.0009015i,0.0010193+0.00068229i,0.00082388+0.00016782i,0.00034124+0.00011179i,0.00016399+1.2606e-05i,-0.00012026-0.00054771i,-6.5394e-05-0.0010442i,0.00042093-0.00081938i,0.00098047-8.9372e-05i,0.00088574-0.00011291i,-0.00020135-7.1158e-05i,-0.00044862+0.0008983i,-0.00058853+0.0011015i,-0.00030362+0.00032659i,0.00035955+0.00020293i
0.00077573+0.00041314i,0.00047308+0.00035642i,1.3953e-05+9.722e-05i,0.00037255+0.0007973i,-0.00019841+0.00043712i,-0.00079648-0.00017828i,-0.00027206-0.00036442i,-0.00039594-0.00024435i,-8.4599e-05-0.00014881i,6.8952e-06+8.9054e-05i,-0.00025662+0.0005375i,-0.00037368+0.0003759i,-0.00046907-0.00012336i,0.00014398-0.00041052i,0.0005251-0.00030848i,6.2466e-05-0.00086584i,3.7873e-06-0.0013714i,-0.00072631-5.599e-05i,-0.0014261+0.00061623i,-0.0011316-5.3217e-05i,-0.0011051-0.00045423i,-0.00038469-0.00051232i,0.00049052+0.00013852i
0.00036283-0.00011426i,-5.6454e-05-0.00058189i,-0.00031057-0.00096044i,-0.0017758-0.0013617i,-0.0019301-0.001656i,-0.00032739-0.00079833i,7.1733e-05+0.00013738i,-0.00040102+0.00046693i,-0.00036995+0.00085835i,-0.00021121+0.0015275i,-0.00079071+0.0014076i,-0.0008483+0.0011286i,-0.00046652+0.0008316i,-0.00019568+0.00076891i,-0.00036353+0.00038487i,-0.00042397-0.00028863i,0.00049315+7.257e-05i,0.00091161+0.00064199i,0.0004731+0.00064913i,-8.7855e-06+0.00026446i,-0.00024567-9.7199e-05i,0.00039488+9.1182e-06i,0.0003456+0.00024781i
0.0015703+0.0029231i,0.0010022+0.0030725i,0.0014529+0.0023149i,0.0020133+0.00022621i,0.00010382-0.0010405i,-0.001447-0.0013634i,-0.0010899-0.0003067i,-0.00081356+0.00063546i,-0.00032549+0.00013909i,0.00046458+4.4916e-05i,0.00083916+0.00035813i,0.00070068+0.00095585i,0.00011359+0.00073204i,-4.2843e-05-0.0004911i,-0.00016226-0.00014479i,-0.00063708+0.00045947i,-0.00064545+0.0003399i,-0.00094279+0.00010342i,-0.00041721-0.00015876i,0.00059745-0.00019253i,0.00082328-0.00027495i,0.00072596-0.00013448i,-0.00015618-0.00021636i
-0.0019754-0.00043834i,-0.0021738-0.00014544i,-0.0011874+0.00075603i,-0.0004054+0.0013104i,-0.0013039+0.00072559i,-0.0016838+0.00032996i,-0.0010958+0.00063888i,-0.0008695+0.00021181i,-0.00041978+3.1757e-05i,8.9543e-05-0.00022905i,0.00017023-0.00054262i,9.5435e-05-0.00018864i,0.00013433+0.00076191i,0.0002498+0.0006988i,0.0003307+0.00072753i,0.00049943+0.0010232i,0.00058799+0.00030994i,-0.00017567-0.00017665i,4.5223e-06-0.00011595i,0.000896+1.4063e-05i,0.00059223+0.0003837i,-8.9382e-05+0.00072242i,0.00010778-0.00012226i
-0.0015829-0.00022209i,-0.0010592+0.0005792i,-0.00016746+0.0004129i,0.00021873-0.00046182i,0.00025998-0.00053206i,-0.00055986-0.00020171i,-0.0007434+0.00013449i,-0.00013441-0.00013959i,0.00032307-0.00012376i,0.0001088+0.00062519i,2.0117e-05+0.0010644i,-2.16e-05+0.00036442i,0.00056933+0.0004227i,0.00059593+0.0011366i,-0.00022934+0.0010099i,1.6063e-05+0.00020526i,0.0005343+0.00011771i,0.00076903+0.00035428i,0.0012321+0.00029673i,0.0014691+0.00013253i,0.00082269-0.00022557i,0.00050269-0.00050602i,0.00033572+3.5657e-05i
0.0012699+0.00044698i,0.0019904+0.00016106i,0.0015295-0.00080182i,0.00015298-0.0015856i,-0.00022606-0.0013566i,0.00020524+0.00025428i,0.00042604+0.00077173i,0.00013279+2.8509e-05i,-0.00054827-0.00023043i,-0.00068496-0.00050711i,-0.000593-0.00028559i,-0.00069771-0.00050918i,-0.00085274-0.00073096i,-0.00056064-0.00018058i,-0.00042683-0.00032758i,-0.00046472-0.00045735i,0.00025781+0.00010417i,0.00054815+0.00053899i,3.552e-05-0.00031446i,-0.00032883-0.00057264i,0.00023408-0.00082455i,0.00014194-0.00092112i,0.00020634-0.00049247i
0.0001416+0.00014157i,7.7949e-05+0.0017481i,0.00041023+0.0021656i,0.0010272+0.0011171i,0.0012258-0.0002248i,0.00050033-0.00083002i,-0.00053575-0.0002221i,-0.00089285+0.0005005i,-2.6191e-05-8.9595e-05i,0.00070543-0.00092757i,-0.00014637-0.0012264i,-0.00047317-0.00061515i,-6.4117e-05-0.00030905i,0.00072543-0.00057703i,0.0010381-0.00045123i,0.000519-0.00013143i,0.00037089+0.00027924i,-0.00014084+0.0006093i,-0.00068015+0.000318i,-0.00083278-0.00038529i,-0.00039833-0.00035062i,0.0006913-0.00037683i,0.00076431-0.00031831i
0.0014233+2.9024e-05i,0.00077647+0.00064342i,0.00093123+0.00091374i,-0.00019175-3.7535e-05i,-0.0010331-0.0012525i,-0.0011821-0.00068486i,-0.00055644-3.7726e-05i,0.0001554+0.00026927i,0.00045068+0.00079542i,0.0010965+0.00092475i,0.0008992+0.00093041i,-0.00034818+0.00020206i,-0.00060677+0.00047422i,-0.00035948+0.0014534i,-7.575e-05+0.00080052i,0.00035569-0.00013473i,0.00019105-0.00083503i,0.0006462-0.00097056i,0.0013467-0.00062284i,0.0011501-0.00040198i,0.00095331-0.00019668i,0.0010322-0.00018601i,-0.00018994+0.00014498i
0.00072543+0.00036214i,0.00022351+0.0005425i,-6.2824e-05+5.5164e-05i,0.00010105-0.00041732i,-0.00075116-0.00083032i,-0.00094134-0.00044742i,-9.6721e-05-0.00027646i,0.00028955-0.001017i,-0.00013041-0.001513i,-0.00069278-0.0014287i,-0.00052633-0.0013801i,9.5741e-05-0.0013931i,0.00050799-0.0004677i,0.00037214+0.0002863i,-9.238e-05+0.0001873i,9.9825e-05-6.8855e-05i,0.00020075+0.00023071i,0.00089211+0.00061301i,0.0011563+0.0012389i,0.00047341+0.0016112i,0.0004513+0.0011169i,0.0011446+2.8629e-05i,0.0014311+0.00064621i
-0.0011664-0.00050444i,-0.00061249+0.0003394i,-0.0007346+0.00080252i,-0.00020527+0.0002292i,5.8235e-05+0.00032718i,-0.00039222-0.00040243i,-0.00063588-0.0005653i,-0.00063444-5.2153e-05i,-0.00028178-0.00010994i,-1.658e-05+0.00026514i,-3.7843e-05+0.00054202i,-0.00031075+0.00052802i,-0.00051367+0.00029975i,0.00048396-0.00027734i,0.0011266-0.00013672i,4.5076e-05-0.0001884i,-0.0011983-0.00084111i,-0.00038598-0.00070297i,0.00029534+4.1566e-06i,1.0075e-05-0.00011948i,-0.00050415-0.00050287i,-0.00074041-0.00028511i,-0.00064025+0.00013514i
-0.00085595+0.0023245i,-0.00044185+0.0019577i,0.00046875+0.0024823i,0.0019969+0.0011483i,0.0020426-0.00088714i,0.00054448-0.0012189i,-0.0006844-0.00090733i,-0.0010071-0.00040523i,-0.00019227+2.5546e-05i,0.00054427-0.00050504i,0.00021061-0.00047558i,0.00013445-0.00020293i,0.00022558+0.0001899i,-0.00062914-0.00015843i,-0.00052069-0.00018028i,-0.00029543+0.000157i,-0.00024708-2.9405e-05i,-0.0004144+0.00040914i,0.00011662+0.00097035i,0.00027168+0.00077634i,-0.00030297+0.00028714i,-0.00016692+0.00044863i,-9.1215e-05+0.0010683i
-0.00013543-9.4055e-05i,-9.1923e-05-0.00017483i,0.0001738+0.00048756i,-4.6736e-05+0.00030197i,-0.00030761-0.00026127i,-0.00074708-0.00027865i,-0.00073934+4.1598e-05i,-0.00089686+0.00087999i,-0.00059329+0.0017307i,-0.00020919+0.00090209i,-0.00032634-0.00040679i,-3.2894e-05-0.00099365i,0.00066644-7.1849e-05i,0.0001661+0.00061341i,-0.00050381+0.00083915i,-8.6467e-05+0.00030266i,0.00050114-0.00048846i,0.00074492-3.2888e-05i,0.00068139+0.00018532i,0.00076219+0.00031049i,0.00044518+0.0010038i,-0.00027249+0.00080219i,2.59e-05-0.00031887i
0.00026267-0.0012548i,0.00017859-0.0010161i,0.00011055-0.00031183i,0.00088451+0.00024327i,0.00064224+2.7162e-06i,-0.00055084-0.00053689i,-0.0013196-0.00056964i,-0.0010631-0.00027727i,-0.00050219-0.00021658i,-0.00034551-0.00050499i,-7.2293e-05-0.00055735i,-0.00019733+8.7244e-05i,-7.4512e-05+0.00036976i,-0.00016429+0.00036119i,-0.00038906+9.7639e-05i,-0.00056851+7.2455e-05i,-0.0007992-0.00013685i,-0.00025391-0.00069939i,0.00030045-0.00078825i,0.00012582-0.0008188i,-0.00029298-0.00097294i,-0.0002766-0.00075418i,-0.00027313-0.00029789i
-0.00054092+0.0010342i,-0.00035693+0.0017874i,-6.9799e-05+0.00077334i,0.00019951-0.0006259i,0.00025417-0.001793i,-0.00042438-0.002082i,-0.00083163-0.00060593i,-0.00048321+0.00045962i,-0.00052269+0.00033041i,-8.0549e-05-0.00019406i,0.00038219-0.00024284i,0.00021196-0.00019214i,0.00048875-0.00043917i,0.0003023-0.00030841i,0.00052816-0.00046264i,0.00049508-0.00055285i,-0.00049038-0.00070658i,-0.00087817-0.00090821i,-0.00058488-0.00085887i,-0.00030609-0.00068944i,-0.00038098-0.000198i,-0.00046949+0.0003596i,-3.7012e-05+0.00043573i
0.00021864+0.00068618i,0.00092889+0.00094653i,0.0019699-2.8366e-05i,0.0015567-0.0010323i,-0.00022082-0.001109i,-0.0012945-0.001131i,-0.00090797-0.00034574i,-0.0010992+0.00038035i,-0.00091999+0.0003362i,0.00010569-7.6435e-05i,0.00035448-0.0006566i,-0.00035086-0.00058338i,-0.00068287+0.00014857i,-0.00046528-4.6446e-06i,-0.00078215-0.00069537i,-0.0010331-0.00056694i,-0.001002-0.00014212i,-0.00057895-0.00010782i,0.00013736+0.0002863i,8.364e-05+0.00089302i,0.00022421+0.00022885i,0.00012155-0.00074656i,-0.00032087-0.00027148i
0.00016946+0.0016487i,-0.00010532+0.0009873i,0.00010262+0.0010369i,0.0010024+0.00034551i,0.0010759-0.00051997i,-0.00023796-0.0011733i,-0.00069721-0.0011417i,0.00010945-0.00016385i,0.00020123+0.00042065i,4.3185e-06-0.00013233i,-2.4898e-05-0.00094485i,0.00022452-0.00088406i,0.00085753-0.00077363i,0.00052244-0.00039873i,-0.00034174-0.00020143i,-0.00065798-0.00029044i,-0.00024813-0.00069246i,-0.00024539-0.0012451i,-0.0010473-0.00056014i,-0.0011679-0.00014911i,-0.00037292-0.00044436i,0.00058304-0.00038787i,0.00017578-0.00036816i
0.0015297+0.00046829i,0.0016086+0.0004907i,0.0019581+0.00017949i,0.00094126+0.00043357i,-0.00079538-0.00040951i,-0.0020154-0.00121i,-0.0013761-0.0011161i,-0.00033787-0.00096166i,-0.00018531-0.00084277i,2.4608e-05-0.00050643i,0.00040509+2.0435e-05i,0.00066644+0.00052847i,0.00030832+0.00096031i,-0.00056488+0.00016848i,-0.00024318-0.00054234i,0.00059902-0.00036441i,0.00011489-0.00021525i,-0.00068498-1.0874e-05i,-0.00051182-0.00011963i,0.00052646+1.3377e-06i,0.00031102+0.00011711i,8.0491e-05-0.00011132i,0.00053894+0.0001507i
0.00097744+0.0016598i,0.0015664+0.0020724i,0.0013267+0.0025764i,0.00041689+0.0011945i,0.0001806-0.00035274i,-0.00058313-0.00086734i,-0.0012863-0.00042507i,-0.00037822+0.00034054i,0.00062185+0.00056889i,0.0010624+3.9656e-05i,0.00095144-0.00068493i,1.8407e-05-0.00024502i,-0.00046985+0.00080268i,-0.00018149+4.9626e-06i,-5.6021e-05-0.00033237i,-0.00070539+0.00050339i,-0.00074004+0.00067242i,-0.00038265+0.0010942i,-8.8731e-05+0.00057166i,-0.0001119-0.00011952i,-5.7323e-05-0.0001559i,-0.00020347-0.00024212i,0.00027183-9.4099e-05i
-9.1873e-05-0.00066089i,-0.00058422-0.00027476i,-0.00085785-0.00067707i,-0.00095293-0.001632i,-0.0016892-0.00079808i,-0.0023081+0.00065583i,-0.0022931+0.00052318i,-0.0018953+0.00030122i,-0.0011731+0.00045069i,-0.00077904+0.00032185i,-0.0010095+0.00023536i,-0.00032028+0.00052697i,-0.00061933+0.00095559i,-0.00048233+0.0002312i,0.00054972-0.00059575i,0.00077943-0.00042616i,0.00099472+1.2778e-05i,0.00041194+0.00011005i,0.00031773-0.00045251i,0.00061169-0.00060115i,0.00017769-0.0002675i,-0.0004146-0.00022395i,-0.00079572-0.0010074i
-0.0010492-0.00012855i,-0.0005221+0.00068259i,-7.1116e-05+0.00051616i,0.00027446-4.9345e-05i,1.7248e-05-0.0004037i,-0.0011081-0.0006526i,-0.0010397-0.00055047i,-0.00020466-0.00011512i,0.00023563+0.00090946i,-4.0315e-05+0.001106i,-0.00042147+0.00026886i,-0.0010154-0.00031405i,-0.00089726-8.0794e-05i,0.00018254+0.0002603i,0.00071939+0.0002868i,0.00023205-0.00014173i,-0.00035534-0.00086777i,-0.00020824-0.00047271i,0.00012497+0.00059536i,0.00045624+0.00098584i,0.00049011+0.0005639i,0.00029579-0.0005829i,0.00053378-0.0011898i
0.00093297+0.00067847i,0.00077223+0.00075466i,-6.7916e-05+0.00046603i,-0.0008981-0.00087624i,-0.0010285-0.0014686i,-0.00066855-0.00040732i,0.00023166+0.00018599i,0.00085149-0.00027355i,0.00045139+0.00038177i,0.00033677+0.00077019i,-0.00010024-0.00013992i,-0.00055616-0.00032921i,-0.00010681+0.00011736i,0.00060687+0.00011938i,0.00090677-3.1464e-05i,0.00018848-0.00081369i,-0.00023255-0.0012814i,-0.00011866-0.00072048i,-0.0001546-7.0232e-05i,-1.2836e-05+0.00026805i,0.00012119+0.00032334i,-0.0004344-4.1563e-05i,-0.0010849+0.00039576i
-0.0012326-5.0965e-06i,-0.00091148+0.0011322i,-0.00040447+0.0016817i,-0.0002781+0.00091736i,-0.0004933-3.208e-05i,-0.00059772+0.00014934i,-0.00080257+0.00015462i,-0.00021486-0.00018426i,-0.00011887-0.00049738i,-0.0004003-0.00018307i,-0.00026841+0.00028099i,0.00020785+0.00060308i,-0.00012471+0.0011015i,-0.00077693+0.00088762i,-0.00056936-7.0682e-05i,8.5969e-05-0.00052319i,-9.756e-05-0.00032454i,-0.00093219+0.00025315i,-0.0016033+0.00042761i,-0.0017598-2.7847e-05i,-0.0015112-3.3703e-05i,-0.00031245+0.00030815i,0.0008157+0.00012011i
