-0.00064576+0.00025138i,0.00061693-0.00094369i,0.00034377-0.0003163i,0.00011115-0.00081926i,-0.00043361-0.0011824i,-0.00023028-0.00062421i,0.00021812+0.00026036i,0.00077827+0.00041737i,0.0014256+0.0007481i,0.0015107+0.00030339i,0.00075564-0.00094539i,-3.4308e-05-0.00068018i,-3.4745e-05+0.00021768i,0.00037886+0.00035116i,0.0001336+0.00057127i,0.00042655+0.00041348i,0.0011589-0.00061663i,0.00068567-0.00096618i,-0.00039459-0.00031264i,-0.00067109-0.00056479i,0.00032863-0.0010737i,0.00048816-0.00034567i,-0.00034454-0.00046057i
0.0011495-0.0012706i,0.0086643-0.00044298i,0.012094+0.005874i,0.0084215+0.0040097i,0.0080345-0.0042753i,0.0076484-0.00041664i,0.0032446+0.0042047i,0.0013311+0.0015343i,0.0018703-0.00059242i,0.0015088-2.0163e-06i,0.0001076+0.0021153i,-0.00074944+0.0024988i,-0.0014906+0.00042895i,-0.0021608-0.00079376i,-0.001877-0.00033535i,0.0001394+0.0011414i,0.0026668+0.0027199i,0.0024587+0.0030371i,0.00041377+0.00022112i,6.5475e-05-0.0020179i,0.0022542-0.00021712i,0.0031173+0.0014239i,0.001933+0.001616i
-0.0074955+0.0027581i,-0.013383+0.00095779i,-0.010882-0.0036672i,-0.0025747-0.0026634i,-0.0067712+0.0016112i,-0.011194-0.0010454i,-0.0054213-0.003278i,-0.00061116-0.0013161i,0.00039308-0.00012603i,-8.32e-05-0.0012061i,-0.001137-0.0024814i,-0.0015675-0.0024214i,-0.00011113-0.001149i,0.0023569+0.00030337i,0.0022142+0.0009316i,0.00052339-0.00064711i,-0.0013843-0.0027358i,-0.0027138-0.0024215i,-0.0012697+0.00075796i,-0.00049592+0.0024334i,-0.0019348+0.00039884i,-0.0020498-0.0012004i,-0.00046417-0.0019141i
0.0047927+0.0031829i,0.011578+0.0045908i,0.012425+0.0046479i,0.0060321-0.0016002i,0.0068511-0.0051623i,0.0078469+3.3095e-05i,0.0017933+0.0031889i,-0.0013859+0.0020253i,-0.00036758+0.00076284i,-0.00043357+2.2333e-05i,-0.00037284-6.8409e-05i,0.00016553-0.0005771i,-0.00088856-0.0018256i,-0.0018527-0.0024778i,-0.0015881-0.0014424i,-0.00021127-0.0001525i,0.0019491+0.00079493i,0.0029882+0.00078255i,0.0009362-0.00061462i,-0.00088718-0.0016777i,-0.00056738-3.1115e-05i,-0.00083852+0.0021428i,-0.0016988+0.0030424i
-0.001949+0.0015058i,-0.0062481-0.0013755i,-0.0081653-0.0052528i,-0.0067223-0.0024619i,-0.0089066+0.0012154i,-0.010212-0.0023745i,-0.0053446-0.0048773i,-0.0021864-0.0025957i,-0.0015876-0.00083299i,-0.0014485-0.00061195i,-0.0015744-0.0013044i,0.00021796-0.0017065i,0.0030014-0.00081249i,0.0032917+0.0003362i,0.0017524+0.001172i,-0.00082091+3.3001e-05i,-0.0038377-0.0021236i,-0.0046818-0.0027582i,-0.0025711-0.00084579i,-0.00082829+0.00061506i,-0.00060089-0.0014449i,0.00069208-0.0029474i,0.0033184-0.0023868i
0.0082139-0.0014016i,0.010292-0.0017682i,0.0080891+0.0016216i,0.0031001-0.00058737i,0.0030888-0.0056565i,0.0034299-0.00092569i,-0.00070443+0.0036849i,-0.002113+0.0017615i,-0.00056862-0.00046908i,0.00012682-0.00023841i,-0.00051536+0.001197i,-0.0013377+0.0013743i,-0.0024083-3.4039e-05i,-0.0030821-0.0011705i,-0.0022752-0.0016571i,-0.00043422-0.00021797i,0.00061852+0.0012992i,0.00077421+0.0016254i,1.2682e-06-0.00061825i,-0.001667-0.001716i,-0.0025975+0.0015049i,-0.0024235+0.0034554i,-0.0027668+0.0033227i
-0.0071413-0.0027633i,-0.0143-0.0020604i,-0.013672-0.00050303i,-0.0065583+0.0024816i,-0.0084218+0.0055015i,-0.0099815+0.0028704i,-0.0040744-6.9604e-05i,-0.00035221+0.00057362i,-0.0009845+0.0015797i,-0.0015303-0.00022362i,-0.0014531-0.0036016i,-0.0012041-0.0052774i,-0.00055101-0.0042813i,0.00093389-0.0013985i,0.0016386+0.00079734i,0.00020582+0.00028331i,-0.0020224-0.0012427i,-0.0033973-0.0013152i,-0.0021151-0.00011819i,-7.5183e-05+0.00014668i,0.00085466-0.0017041i,0.0022371-0.0030331i,0.0045951-0.0019279i
0.00068829-0.0026908i,0.004203+0.0018924i,0.0064732+0.0046086i,0.0047376+0.00044934i,0.0055597-0.0030181i,0.006825-0.00037431i,0.0031114+0.00209i,0.00012726+0.00090566i,0.00075718+0.00031027i,0.0017873+0.0018168i,0.0015115+0.0028368i,0.0014666+0.0021023i,0.00045159+0.00071536i,-0.00080532-0.00078333i,-0.00078633-0.0014483i,-9.9456e-05-0.00028744i,0.0011319+0.0010339i,0.0014245+0.0018509i,-0.00068374+0.0012373i,-0.0018362+0.0009326i,-0.0018693+0.0024432i,-0.0040071+0.0031574i,-0.0057837+0.0025253i
-0.0071341+0.0039405i,-0.0071738+0.0057169i,-0.0049659+0.0016725i,-0.0022674+0.00047819i,-0.0037305+0.0030203i,-0.0059371-0.00042059i,-0.0033268-0.0037285i,-0.00048956-0.0020209i,0.00052552+0.00014387i,-0.00040097+0.00034352i,-0.0022818+0.00035819i,-0.003629+0.00022447i,-0.002887+0.0010863i,-0.0009214+0.0030816i,7.5348e-06+0.0027606i,-0.00073889+0.00035898i,-0.0032128-0.0011846i,-0.0042132-0.00079717i,-0.0016415+0.00067563i,0.0011023+0.00057852i,0.0020579-0.00093291i,0.0037138-0.0017494i,0.0052531-0.00082447i
0.0022545-0.00014837i,0.0072829-0.0029932i,0.0050497-0.0027005i,0.00018991-0.0021695i,0.0033559-0.0032737i,0.004825-0.0010213i,0.001155+0.00018867i,-6.4975e-05-0.00083614i,0.0013103-0.00087086i,0.0015508-0.00049681i,0.0013788-0.00073901i,0.0019744-0.0022573i,0.0016514-0.0039138i,0.00026294-0.0037647i,-0.00044279-0.0021102i,0.0008751-0.00071346i,0.0027257+0.00012907i,0.0024053+0.0011608i,0.00014211+0.0013163i,-0.002245+0.00060536i,-0.0036413+0.0012017i,-0.005236+0.0020561i,-0.0062743+0.0011646i
-0.0049739+0.0038769i,-0.0074037+0.0022396i,-0.0070545+0.0020485i,-0.0025425+0.0031075i,-0.0033005+0.0016421i,-0.0052062-0.0015882i,-0.0032475-0.0022208i,-0.0016852-0.00089777i,-0.0015902-0.0012629i,-0.0010147-0.0018926i,-0.0012238-0.0014399i,-0.0014107-0.00069467i,0.00053361-0.00012735i,0.0013242+0.00049468i,0.00081844+0.00040647i,-0.00043421-0.00042902i,-0.0021916-0.0012587i,-0.0019643-0.0016739i,-0.00021075-0.0015931i,0.0018689-0.0010413i,0.0039774-0.00099346i,0.0052468-0.0002494i,0.0058253+0.00088087i
-0.012703+0.0032854i,-0.011889+0.0099808i,-0.0086999+0.021569i,-0.00016398+0.017576i,0.0086449+0.0099229i,0.013423+0.0053583i,0.00657+0.0021378i,-0.00012978+0.0018866i,-0.001653+0.0040774i,9.8556e-05+0.0058923i,0.0026811+0.0031877i,0.0038116-0.00061487i,0.0024538-0.0041021i,-0.00098938-0.0068792i,-0.0033163-0.0061037i,-0.0027233-0.0032156i,0.00014717-0.00087892i,0.0025183+0.0011536i,0.0013798+0.00086556i,-0.0016761-0.00084341i,-0.0044824-0.00092i,-0.0057611+0.00027051i,-0.0051015-1.8222e-05i
0.0028081+0.0011768i,-0.0001583+0.0027867i,-0.00020235-0.0018978i,-0.0011086-0.005258i,-0.0056141-0.0022903i,-0.0070606-0.0011357i,-0.0028901-0.00041423i,2.9542e-05-0.0005188i,0.00085235-0.0018587i,6.2048e-05-0.0023957i,-0.002234-0.0022986i,-0.0037552-0.00076726i,-0.0030591+0.0011913i,-0.0010965+0.0021108i,7.1562e-05+0.0018435i,-0.00063797+0.00025045i,-0.0020184-0.0014195i,-0.0020607-0.0019641i,-0.00046044-0.0014182i,0.0016295-0.00049368i,0.0036925-0.00056661i,0.0055568-0.00035319i,0.0060669+0.00096535i
0.0021086-0.00049129i,0.0051885-0.00070079i,0.0055996-0.0016038i,0.0018612-0.0049259i,0.001158-0.0061205i,3.0296e-05-0.0023873i,-0.0012671+0.00099943i,-0.00084287+0.0012175i,0.00076293+0.001163i,0.0030708+0.0013515i,0.0047822+0.00090887i,0.0063502-0.0010906i,0.0061498-0.0030388i,0.0029527-0.0036986i,0.00017797-0.0029328i,-0.00019315-0.00080718i,0.00025904+0.00038157i,0.0011861+0.001136i,0.00071467+0.0016009i,-0.0022257+0.00073601i,-0.0044929-0.00043993i,-0.0056478-0.0010199i,-0.0060838-0.0010824i
0.0019094+0.0017696i,0.0020612-0.00063044i,-0.001064-0.0023989i,-0.0028714-0.00033735i,-0.0031824+0.0014878i,-0.0037902-0.00060373i,-0.0021166-0.0024132i,0.00056741-0.0005871i,0.0015804+0.00033875i,0.00035768-0.00078779i,-0.0026398-0.0019221i,-0.0047858-0.00099571i,-0.0037819+0.0019889i,-0.001826+0.0037588i,-0.00049065+0.0021327i,-0.00025229+0.0003629i,-0.0020902-0.00066065i,-0.0036133-0.0011991i,-0.0022573-0.00097952i,0.00050975+0.00038359i,0.0034131+0.0011971i,0.0057959+0.001274i,0.0063023+0.0017707i
-0.0015955-0.0031028i,-0.0016285-0.0020034i,-0.0012305+0.0021602i,0.00097013+0.0026647i,0.0021728-0.0020159i,0.0019404-0.001517i,0.00047765+0.00052801i,0.00038948+0.0005676i,0.0012539-0.00053793i,0.001772-0.0015672i,0.0019093-0.0026428i,0.0021166-0.0041702i,0.0018538-0.0052076i,0.00067161-0.0050204i,-0.000423-0.0029836i,-1.452e-05-0.00037034i,0.0013935+0.00061357i,0.001744+0.001046i,0.00076777+0.0008317i,-0.0018715-0.00024982i,-0.0043445-0.0020536i,-0.0051093-0.0025431i,-0.0042517-0.0016274i
0.00031965-0.0014782i,-0.0021767-7.8496e-05i,-0.00070565-0.00042049i,0.00086044-0.0014301i,-0.0019927-0.00111i,-0.0033052-0.0012155i,-0.0021807-0.00068457i,-0.00051-0.00045262i,0.0001325-0.00091364i,-0.00068767-0.0015482i,-0.0023096-0.0010196i,-0.0035011+0.0012206i,-0.0032417+0.0039127i,-0.0011276+0.0039786i,0.0011066+0.0019231i,0.00040082-0.00010079i,-0.0017124-0.00082483i,-0.0029843-0.0011369i,-0.0021398-0.0013111i,0.00055267+0.00046497i,0.0040292+0.0020476i,0.0053947+0.0025507i,0.0047083+0.0023648i
-0.0040548+0.0008516i,-0.0017393+0.003761i,0.0010969+0.0039934i,0.0012996-0.0006779i,0.00085526-0.0033231i,0.00021871-0.0023772i,-0.0015655-0.0017316i,-0.002241-0.0016216i,-0.0012953+0.00032075i,0.0002349+0.0017183i,0.0014559+0.0009468i,0.0028731-0.0010286i,0.0024924-0.0037901i,0.00041592-0.0048278i,-0.00012738-0.0036028i,0.00093529-0.0014122i,0.0022813+0.00030873i,0.0025764+0.00066361i,0.0010907-0.00026803i,-0.0018875-0.001475i,-0.0040223-0.0018627i,-0.0044433-0.00124i,-0.0043385-0.00051636i
-0.00039256+4.458e-05i,0.001065-0.00085721i,-0.00075541-0.0022521i,-0.003313-0.0010269i,-0.0044849+0.00088732i,-0.0056618+0.000878i,-0.0044635-2.5905e-05i,-0.0017674-0.00063761i,-0.00018374-0.00095836i,-0.00090435-0.0017206i,-0.0031478-0.0011504i,-0.0042498+0.0017387i,-0.0031795+0.0036403i,-0.00082702+0.0034663i,0.00085854+0.0018004i,-9.816e-05-0.00057725i,-0.0027515-0.0013445i,-0.0044246-0.00037624i,-0.0029357-5.7235e-05i,0.00063335+0.0013307i,0.0031585+0.0031817i,0.0041012+0.0029531i,0.0043248+0.0020292i
0.0025986+0.00021738i,0.003509-0.0024799i,0.0018365-0.0013533i,-0.00047139-0.0010075i,-0.00042018-0.0038865i,-0.00087796-0.0026845i,-0.0019126+0.00035285i,-0.0015179+0.00087084i,7.761e-05-0.00013248i,0.0021675-0.00071324i,0.0043988-0.00087082i,0.0056377-0.0027455i,0.0049618-0.0058409i,0.0025308-0.0058009i,0.00017055-0.0029664i,0.00022754-0.00067148i,0.0013674-0.00016158i,0.0014811+0.00063769i,0.00024563+0.0010556i,-0.0020642-0.00054395i,-0.0032524-0.002052i,-0.0030128-0.0021959i,-0.0024888-0.002005i
0.0038016-0.00026143i,0.0001495-0.0029432i,-0.00039485-0.0040614i,0.00042635-0.0030515i,-0.001878-0.0014008i,-0.0033089-0.00018814i,-0.0021979-6.0755e-05i,-0.00077405+0.00065473i,0.00032676+0.00070096i,-0.00050157+0.00039605i,-0.0034409+0.0011682i,-0.0050108+0.0028613i,-0.0042123+0.0043846i,-0.0026653+0.0035217i,-0.0013869+0.0018672i,-0.0014712+0.00043424i,-0.0028678-0.00038281i,-0.0033316-0.00037134i,-0.0019801-0.0001294i,-0.00026345+0.0010816i,0.001288+0.0029131i,0.0022412+0.0033606i,0.0027403+0.0022164i
0.00048092-0.00043368i,-0.00092047+0.002013i,-0.00029533+0.0032939i,1.1642e-05+0.00049008i,0.00023412-0.002534i,0.00076103-0.0024601i,0.00029502-0.001357i,2.093e-05-0.0011515i,-8.4408e-05-0.00084632i,0.0008651-0.00070593i,0.0023885-0.002274i,0.0035246-0.0055561i,0.0030992-0.0077443i,0.00095152-0.0063101i,-0.00045695-0.0023536i,-0.00010658-0.00022411i,0.0011931-0.00075097i,0.001897-0.00042134i,0.0010879+0.00038403i,-0.00073272-0.0011669i,-0.0020795-0.0026301i,-0.0027643-0.0018742i,-0.002289-0.0011941i
-0.0013409-0.0008021i,-0.0018516+0.0013962i,-0.0017256+6.6579e-05i,-0.0014413-0.0016622i,-0.0019286-0.00029688i,-0.0028981+0.00018899i,-0.0029456-2.0258e-05i,-0.0015149+0.00030754i,0.00011104+0.00034386i,0.00030488-0.00091756i,-0.0017481-0.0004853i,-0.0035212+0.0023202i,-0.0033108+0.0044144i,-0.0014371+0.0044151i,0.00031416+0.0025738i,-0.00010061-0.00028701i,-0.0014104-0.0012025i,-0.0024573-0.00021636i,-0.002573+2.8442e-05i,-2.8288e-05+0.001923i,0.0020718+0.0035606i,0.0024415+0.0023591i,0.0028969+0.0010963i
-0.0022883+0.00065749i,0.0032494+0.0007517i,0.003875+0.00011752i,0.00050561-0.00064115i,-0.00034787-0.0021442i,-0.00041223-0.0025636i,-0.0011956-0.00094547i,-0.0015231+0.0002576i,-0.00069484-0.00013493i,0.0001668-0.00092296i,0.0015044-0.0017809i,0.0034264-0.0031393i,0.0027061-0.0043637i,0.00034873-0.0040896i,-0.00059227-0.0019465i,0.00014449+0.00015664i,0.0016824+0.00063006i,0.0029131+0.0006781i,0.0020208+0.00033289i,-8.0028e-05-0.0020871i,-0.0016524-0.003737i,-0.002058-0.0018394i,-0.0011907-0.00012273i
-0.0029345+0.0030652i,-0.0025264-0.00049942i,-0.0022791-0.0011224i,-0.0007568+0.00088249i,-0.0010104+0.0001405i,-0.0023327-0.00091539i,-0.0016992-0.00038223i,-0.00046542-0.00070391i,0.00022314-0.0011239i,-0.00057227-0.00074649i,-0.0026727+0.00033012i,-0.0045541+0.0021744i,-0.0043592+0.0037847i,-0.0015272+0.0027691i,0.00030229+0.0010877i,-6.3614e-05-4.7576e-05i,-0.0017229-0.00056109i,-0.0031053-0.00054274i,-0.0020116-0.00022506i,0.0003321+0.00090874i,0.00098665+0.0019193i,0.0011824+0.0014083i,0.0014338+0.00078511i
0.0037569-0.0019969i,0.00085915-0.0049165i,-6.8075e-05-0.0053404i,0.00012471-0.0039185i,-0.0011248-0.0034365i,-0.0018275-0.001683i,-0.0020326-0.00030894i,-0.001323+6.444e-05i,0.00023067-0.00040486i,0.00080248-0.001443i,0.0011432-0.0022724i,0.003152-0.0039494i,0.0036218-0.0059878i,0.0017428-0.0058655i,-0.00034848-0.0034422i,0.00022688-0.0013856i,0.0024147-0.00087634i,0.0032637-0.00080783i,0.0017525-0.00045579i,-0.0001357-0.0011644i,-0.00076164-0.0016184i,-0.00078383-0.00077289i,-0.00031795+0.00032949i
0.0011847+0.00048275i,-0.0021771+0.0023653i,-0.0012222+0.0010225i,-0.00015541-0.0022761i,-0.0024081-0.001913i,-0.0041454-9.3433e-05i,-0.0026743+0.00060005i,-0.00034806+0.00094384i,0.0014171+0.00077279i,0.001068+0.00032183i,-0.0019554+0.0014582i,-0.0033493+0.0036459i,-0.002768+0.0051812i,-0.0012222+0.0044917i,0.00066268+0.0023232i,0.00020266+0.00010684i,-0.0016551-0.0012249i,-0.0026254-0.00044791i,-0.0017809+3.7319e-06i,2.0909e-05+6.7366e-07i,0.00069295+0.0013143i,0.0003929+0.0012825i,0.00071791+0.0004103i
0.0019126-0.004171i,0.0018936-0.0026899i,0.0010345-0.003508i,-0.00095018-0.0046982i,-0.0018301-0.0021949i,-0.0015752-0.00013478i,-0.00086553+0.0005152i,-0.00068193-0.00030697i,0.00031166-0.0019929i,0.0010131-0.0024647i,0.00083293-0.0027105i,0.001129-0.0047138i,0.0014886-0.0064945i,-0.0002846-0.0050465i,-0.0024104-0.0025458i,-0.00131-0.0002181i,0.0011054+0.001428i,0.0022136+0.0016446i,0.001463+0.00103i,-0.00053309+1.4131e-05i,-0.0012591-0.00063526i,-0.00070749-0.00020707i,-0.0014366+0.00028057i
-0.0013678+0.00044214i,-0.00068708+0.0018805i,-0.0021109+0.00022112i,-0.0035887-0.00069751i,-0.0029873+0.00013866i,-0.002104-0.00037489i,-0.00039043-0.0014336i,0.00054634-0.00055038i,0.00039623+0.00040349i,-0.0001679+0.00060919i,-0.0011457+0.0013117i,-0.001473+0.0029322i,-0.0007692+0.0050491i,0.00074044+0.0048936i,0.0015507+0.0023322i,0.00016375-0.00010704i,-0.0020359-0.0012983i,-0.0032828-0.0018128i,-0.0028405-0.0015701i,-0.0011508+0.0005854i,1.6528e-05+0.0015369i,-6.642e-05+0.00024262i,0.00064609-0.00048388i
0.0017281+0.0027644i,0.0029402-0.001643i,0.0040472-0.0021976i,0.0044035-0.00037687i,0.0034249-0.0026401i,-0.00053956-0.003771i,-0.0030097-0.0020729i,-0.0016232-0.00061607i,0.0008506-0.0011002i,0.0019549-0.0018518i,0.0013378-0.0021953i,0.001154-0.0038374i,0.00080243-0.0051242i,-0.0011144-0.0037221i,-0.0023825-0.0014522i,-0.00060576-6.8253e-05i,0.0017461+0.00037272i,0.0026922+6.4101e-05i,0.0027588+0.00013227i,0.0014546-0.00022908i,-9.3865e-05-0.00086978i,-0.00062207-0.00059264i,-0.0015648-0.00013551i
0.00067075-0.0013967i,-0.0011558-0.0019618i,-0.0017532-0.0013936i,-0.00069302-0.0014858i,-0.0016857-0.001514i,-0.0034105-0.00064649i,-0.0036763+8.6287e-05i,-0.0024199+0.00073241i,-0.0014105+0.00074923i,-0.0015488+0.00031599i,-0.0023723+0.00095842i,-0.0025057+0.0026308i,-0.0015553+0.0036635i,0.0001923+0.0028516i,0.0014622+0.0014171i,0.00048357-0.00029838i,-0.0021689-0.00073636i,-0.0032927+0.00024107i,-0.0016667+0.0011217i,-0.00052558+0.00214i,-0.00037292+0.0022004i,-0.00037307+0.0004032i,-7.2068e-05-0.00073294i
-0.0012172-0.0013885i,-0.0025745-0.001397i,-0.001246+0.00066617i,-9.4687e-05+0.00050805i,-0.0017211-0.00047684i,-0.0021729-7.4004e-05i,-0.001795+0.00089252i,-0.0017258+0.0016698i,-0.0012843+0.00086275i,-0.0008564-0.00036909i,-7.4691e-05-0.0017669i,0.0018497-0.0035752i,0.002596-0.0052457i,0.00062955-0.0050399i,-0.0018205-0.0033571i,-0.0010237-0.0016282i,0.0010101+7.9437e-05i,0.0015869-4.9843e-05i,0.0010163-0.0013411i,0.00042457-0.0014287i,0.00030148-0.00061734i,-0.00048802-0.0001256i,-0.0020071+0.00028763i
-0.0016268-0.00027985i,0.00063869+0.0030268i,0.0013529+0.0016378i,-0.00088453-0.0014772i,-0.0017692-0.0006815i,-0.0017509+0.00098267i,-0.0019573+0.0012838i,-0.00085847+0.0011236i,0.00071666+0.00093139i,0.0010414+0.00039699i,-0.00025652+0.0018346i,-0.0011516+0.0036648i,-0.00050025+0.0038608i,0.0012274+0.0040325i,0.0023255+0.0029709i,0.00054728+0.00042741i,-0.001721-0.0009131i,-0.0018295+0.00015196i,-0.00067723+0.0016032i,-0.0001548+0.0022949i,-0.00082549+0.0024625i,-0.0002811+0.0012048i,0.00099478+0.00022997i
-0.0028126-0.0010092i,-0.0026032-0.0019296i,-0.0026078-0.0011331i,-0.0030584-0.0002738i,-0.0018752-0.0001173i,-0.0019073+0.00030344i,-0.0020921+0.00018086i,-0.00071838+0.00052495i,-2.5134e-05+0.00044594i,-3.9278e-05-0.00090309i,-0.0002606-0.0019682i,0.00034025-0.0034301i,0.00040513-0.0053976i,-0.0018939-0.0052273i,-0.0033114-0.0026476i,-0.0017936-0.00036945i,0.0010943-0.00024034i,0.0019001-0.00060937i,0.00062075-0.0006576i,0.00038548-0.00042065i,0.00089586-0.0001576i,0.00077421-0.00036533i,-0.00053638-0.00040761i
0.0020039+0.0016444i,0.0028424-0.0006194i,0.0013418-0.001684i,0.00096655-0.0017286i,0.00039519-0.0015963i,-0.00034146-0.0013713i,-0.00068744-0.0015274i,-0.00077802-0.00019622i,-0.00054227+0.00062209i,-0.00038461+0.00012511i,-8.4659e-05-7.5318e-05i,-0.00038098+0.00091656i,0.00044388+0.003003i,0.0019704+0.0036079i,0.0018362+0.0021616i,-9.6639e-05+0.00019783i,-0.0021381-0.00082062i,-0.0025673-0.00033936i,-0.0019749+0.00056174i,-0.001164+0.0014403i,-0.00069657+0.0022318i,-0.00053935+0.0011753i,0.0010371-1.3015e-05i
-0.00074465+0.0033431i,-0.0021697+0.0022514i,-0.0003538+0.002564i,0.0024347+0.0015225i,0.0024749-0.0014921i,0.0014429-0.0022235i,0.0011825-0.0016932i,0.00067944-0.0011927i,0.00020486-0.00044915i,6.7939e-05-0.00076669i,-0.0004096-0.0016615i,-0.00096867-0.0034118i,-0.0020063-0.0049139i,-0.0037267-0.0040485i,-0.0036249-0.0017175i,-0.0010303-8.6571e-05i,0.0015257+0.00045188i,0.0023872+0.00087167i,0.0014898+0.0010076i,0.00046085+0.00019222i,0.00054304-0.0003809i,0.00029022+0.00063315i,-0.00059278+0.0013371i
-0.00026573-0.0010013i,0.0013236+0.00036275i,0.002804-0.0010255i,0.0026132-0.0032612i,0.0009936-0.0023371i,-6.855e-05-0.0023691i,-0.0006806-0.0022524i,-0.00073736-0.00099874i,0.0001073+0.00012238i,0.0011192-2.3768e-05i,0.0007364-0.00075764i,-0.00077606-2.0578e-05i,-0.0012649+0.0013478i,0.0004667+0.0016535i,0.002174+0.0014395i,0.0019191+0.00063334i,0.00030226-0.0001709i,-0.0012204-0.00027299i,-0.0018802-0.00011584i,-0.0018022-0.00017i,-0.0015936-0.00034151i,-0.0012394+5.6312e-05i,3.349e-05-0.00049091i
-0.00099336+0.0010959i,-0.0012282+0.0015808i,-0.00021461+0.00098817i,-0.00012676-0.00073372i,-0.0011333-0.0010431i,-0.0030318-0.0009368i,-0.0035853-0.00025724i,-0.0023122+0.00033245i,-0.0011042+2.1732e-06i,-0.0008034-0.00093422i,0.00017401-0.0023498i,0.00070435-0.0029674i,-0.00020601-0.003753i,-0.0020338-0.0031666i,-0.0025288-0.0016199i,-0.0012386-0.000709i,0.0010394-0.00022418i,0.0018285-0.00056027i,0.0010711-0.001205i,0.00049895-0.00090036i,-0.00015537-0.00036748i,-0.00031121+0.0002962i,-0.00044673+0.00089776i
-0.0018759-0.0035868i,-2.0508e-05-0.0037359i,-0.00046789-0.0039088i,-0.0012492-0.0020647i,-0.0016003-0.00048877i,-0.0027795+0.00031456i,-0.0026025+0.00072434i,-0.0012616+0.00026911i,-8.1328e-08-0.00047311i,-0.00016439-0.00070636i,-0.00015884-0.00024008i,0.00018997+0.000469i,0.00093646+0.001579i,0.002557+0.0019699i,0.0034058+0.0010965i,0.0023308-0.00012997i,-5.2088e-05-0.00057725i,-0.0017105-0.00025611i,-0.0013026+5.1343e-06i,-0.00024224+2.9926e-05i,-0.00024195+0.00024263i,-0.000102+0.00024996i,0.00078071+0.00061508i
-0.0036841+0.0016735i,-0.0040787+0.0010693i,-0.0033535+0.0021824i,-0.0022554+0.0032356i,-0.0023174+0.0014653i,-0.0021669+0.001242i,-0.0015395+0.0015142i,-0.00060273+0.0011991i,-0.00014679+0.0014199i,-0.00036225+0.00089271i,-0.00036346-0.000879i,0.00035341-0.0030431i,0.00043839-0.0041823i,-0.0015047-0.0033808i,-0.0028452-0.0019029i,-0.0013373-0.00088712i,0.0007305-6.8935e-05i,0.0010428+0.00012773i,0.00040421-0.00072326i,0.0001753-0.001171i,0.00027651-0.0010794i,5.7269e-05-0.00016033i,-0.0001556+0.00061892i
0.0046597-0.0023379i,0.0038603-0.0049783i,0.0037688-0.0072177i,0.003172-0.0075435i,0.00074499-0.0056985i,-0.0011216-0.0024449i,-0.0010842-0.00064165i,0.00024247-0.00070441i,0.0010079-0.0015411i,0.00062458-0.0014293i,-3.2673e-05-5.473e-05i,0.00020752+0.0013499i,0.0015405+0.0018522i,0.0034041+0.0015985i,0.0035814+0.001017i,0.0011242-0.00028898i,-0.0015312-0.00011335i,-0.0022282+0.0010047i,-0.0014616+0.00089232i,-0.0014419-3.1525e-06i,-0.0016412-0.00098754i,-0.00038526-0.00058264i,0.0006199+0.00065841i
-0.0014243+0.0024967i,-0.0018071+0.0042124i,-0.0019507+0.0045285i,-0.0018684+0.0021737i,-0.0016808+0.00026708i,-0.00053191-0.0013439i,-0.00080321-0.0019354i,-0.0013284-0.0010603i,-0.00082006-8.5637e-05i,-0.00081144-7.9943e-07i,-0.0002162-0.00096804i,-0.00012516-0.0019758i,-0.0011719-0.0028012i,-0.0030337-0.0024929i,-0.003461-0.0016106i,-0.0014573-0.0016341i,0.00076618-0.0013864i,0.0019052-0.00033771i,0.0017747-0.00029756i,0.0015293-0.00048462i,0.0010652-0.00010916i,0.00060407-1.7256e-05i,5.0099e-05-0.00020891i
-8.1779e-05-0.0022652i,0.00096779-0.0024901i,0.0026496-0.0033467i,0.002133-0.0032585i,0.0012636-0.0021604i,-0.00067806-0.0024317i,-0.0020289-0.0023521i,-0.0012902-0.00090286i,-3.434e-05-0.0002547i,0.00094133-0.00054246i,0.0011997-0.00072168i,0.0012984-0.00041005i,0.0022123+0.00037246i,0.0027715+0.00099298i,0.0024541+0.0009738i,0.0010927-0.00021293i,-0.00062327-0.0012205i,-0.0015292-0.0011105i,-0.0019609-0.00047375i,-0.001162+0.00033281i,-3.2574e-05+0.00045764i,0.00053432-0.00025551i,0.0010961-0.00017642i
-0.0018305+0.00054406i,-0.0010593+0.0021793i,-0.002491+0.0029014i,-0.0035217+0.0020348i,-0.0034552+5.7972e-05i,-0.0027098-0.0004219i,-0.0017776-0.00032641i,-0.0012615-0.00030595i,-0.00046099+8.7652e-05i,-0.00075187+0.00040836i,-0.0012823-0.00039164i,-0.00067036-0.0017045i,-0.0011811-0.001809i,-0.001672-0.0013888i,-0.0010173-0.0013377i,-0.00039939-0.00045401i,0.00051562+0.00054798i,0.0013429+0.0006234i,0.00112+0.00026905i,0.00088772+0.00056197i,0.0012875+0.00059054i,0.0010941+0.00021772i,0.00064422-0.00046328i
