-1.3771e-05+0.0015015i,3.7375e-06-0.00044131i,0.00044397-0.00034649i,-0.00010396-0.00017759i,-0.00018599+0.00030157i,6.0027e-05+0.0016698i,0.00022469+0.0011989i,0.0005196+0.00080102i,0.00070701+0.0012202i,0.00076376+0.0001399i,0.00012747-0.00080157i,-0.00013686-0.00010865i,0.00049159+0.00074938i,0.00099677+0.00072815i,0.00046116+0.00021731i,0.00079664-0.00011993i,0.00077918+0.00026813i,-7.666e-05+0.00048239i,0.00014163+0.00024058i,0.0003546-0.00019005i,0.0001753-0.00039942i,-0.00014986-0.00067648i,-0.00033345-0.00070927i
0.0027574-0.00029107i,0.0028636-0.0015993i,0.0021322-0.0026644i,0.00088339-0.0032556i,0.00076245-0.0030245i,0.00043211-0.0019686i,-0.00014639-0.00081275i,-0.00018045-0.00025315i,-0.0005787-0.00052622i,-0.0010594-0.0011768i,-0.0012093-0.0011981i,-0.00094771-0.00088613i,-0.00054703-0.00034568i,-0.00052421-7.1739e-05i,-0.00033316-0.00052466i,0.00020233-0.00077405i,0.00017654-0.00060796i,9.8007e-05-0.00072361i,0.0010258-0.00067301i,0.00095348-0.00031437i,-5.7628e-06-0.00024429i,-3.7371e-05-0.00067235i,-0.00016258-0.00049806i
0.0032234+0.00059097i,0.0033133+0.00036131i,0.003086-0.00046339i,0.0021119-0.0011794i,0.0012285-0.0019957i,0.00011707-0.0018853i,-0.00041736-0.00056214i,-0.00060225+0.00052509i,-3.5409e-05+0.0005355i,0.00020582+0.00015171i,-0.00018169-0.0004877i,-0.00020811-0.00055573i,0.00065581+0.00045437i,0.00068656+0.0011449i,0.00012908+0.00086402i,-0.00022653+0.00018206i,-0.00049723-0.00038659i,0.00014522-4.069e-05i,0.00070155+0.00016354i,2.6618e-05+0.00035609i,-0.00051226+0.00010562i,-0.00035897-0.00068026i,-0.00021142-0.00087189i
0.0015609+0.0011754i,0.0018976+0.00038515i,0.0030787-0.0007019i,0.0017987-0.0013957i,0.0003811-0.0015696i,0.00042402-0.0016364i,0.00053441-0.0010647i,0.00071892-0.00043089i,0.0012102-0.00040188i,0.0013911-9.9586e-05i,0.0006558-0.00059749i,-0.00047391-0.00092465i,-0.00040961-0.00028764i,-0.00048987-0.0003142i,-0.00087415+5.6314e-05i,-0.0010974+0.00012693i,-0.001008-3.1786e-05i,-0.00041736+0.00048523i,6.9951e-05+0.00045111i,0.0003993+0.00015367i,1.3614e-05+0.00025549i,-0.00020215+0.00031369i,-5.4858e-05-0.00010178i
0.00023802+0.00174i,0.0011268+0.00090154i,0.0022769+0.0009045i,0.0024413+0.0011591i,0.0015166+0.00058756i,9.6167e-05-0.00018264i,-0.00084115-0.00053444i,-0.00018235-0.00012752i,0.00024323+0.00023286i,0.00067115+9.5087e-05i,0.0011415-0.00089162i,0.00023838-0.00080462i,9.195e-05+4.8633e-05i,0.0002999+0.00049475i,-0.0001644+0.00078847i,-3.0378e-05+0.00059086i,0.00034609+7.1635e-05i,0.00022371+0.00056271i,0.00010101+0.00125i,0.00020917+0.00053861i,7.2857e-05+0.00031813i,-0.00019418+0.00056376i,1.1564e-05-3.6133e-05i
0.00024353-0.0012053i,0.00027648-0.0012942i,0.0016-0.00066686i,0.0016868+7.5362e-05i,0.00074593-0.00075661i,0.00045202-0.0011091i,0.00042643-0.0009817i,0.00051126-0.00045457i,0.0010108-0.00029709i,0.0011708-0.00031914i,0.00051619-0.00020269i,9.2226e-05-0.00077304i,0.00037452-0.0011137i,0.00015603-0.0010358i,-0.00036821-0.00092473i,-0.00037072-0.00050675i,-0.00015636-0.00055509i,-0.00030748-0.0009138i,-0.00013413-0.00056879i,0.00029849+0.00011673i,0.00024653-0.00012606i,-2.6217e-05-0.00058733i,0.00017712-0.00024095i
-0.0019034-0.0010959i,-0.0012517-0.00045337i,-0.0013019+0.00014303i,-2.0673e-05+0.0016187i,0.0013262+0.0020566i,0.0012827+0.0010751i,0.00040111-0.00038182i,-0.0002264-0.0010289i,-2.0554e-05-0.00098338i,0.00015714-0.00032748i,0.00024575+0.00043579i,0.00039844+0.00070781i,0.00082844+0.00034891i,0.0019775+0.0011503i,0.0020617+0.0017384i,0.00067426+0.00076345i,7.9373e-05+0.00017095i,8.8741e-05+0.00037518i,-7.9379e-05+6.9044e-05i,0.00039816-0.00018188i,0.00057654-0.00035864i,0.00038303-0.00070071i,0.000716-6.6001e-05i
0.00039958-0.0014989i,9.6625e-05-8.2088e-05i,-0.00047763+0.00022049i,-0.00052094+0.00046187i,0.00016697+0.00091182i,0.0012675+0.00081214i,0.0012965+0.00059108i,0.00087056+0.00022502i,0.00080862+0.00020455i,0.00071346+0.00017759i,0.0003432-8.1716e-05i,0.0001623-0.00026717i,0.00077459-0.00014842i,0.00099678+2.3807e-05i,0.0010099+0.00060013i,0.00060705+0.00029732i,2.9132e-05-0.00048861i,-0.00010551+9.0152e-05i,-0.00022475+0.00037777i,0.00013238-0.00016073i,0.00089792-0.00066803i,0.00080691-0.00020536i,-0.00057906+0.00038953i
0.00066516+0.0004492i,0.0006082+2.6972e-05i,0.00086111+0.00050654i,0.00096469+0.00077247i,0.0007754+0.00031966i,0.0012828+8.7779e-05i,0.00073861-0.00033587i,0.00066375-0.00042729i,0.00055095+0.00043004i,-0.00023858+0.00045433i,-0.00021492-0.00036215i,-0.00031447-0.00081759i,-0.00035054-0.00042068i,-2.1035e-05-0.0003661i,0.0004034-0.00021673i,0.0010075-0.00047621i,0.00086977-0.00030006i,0.00031312+0.00056936i,0.00035235+0.00089126i,0.00027351+0.0007195i,1.1e-05+0.00034243i,-0.00029412+0.00019134i,0.00025748+0.00037107i
-0.00068522-0.00010442i,-9.182e-05+0.0012093i,6.6625e-05+0.0022958i,0.00023994+0.0017014i,0.0010338+0.00050141i,0.00095724-0.00039124i,-0.00013911-0.00024023i,-0.0009641+4.3562e-05i,-0.00093209+0.00041223i,0.00033924+0.00050627i,0.0013473+0.00015061i,0.00091055-1.4601e-05i,0.00043822-0.00040215i,0.00077651-0.00022527i,0.00087108-0.00018969i,0.00040281-0.00093873i,0.00030185-0.0004152i,0.00051246+0.00056439i,0.00046346+0.00050078i,0.00011447-8.8608e-05i,-2.5975e-05-0.00053154i,-0.00029403-0.00078912i,0.00025599-0.0011533i
0.0016094+0.0022763i,0.00019977+0.0014515i,-0.0007799+0.0014416i,5.1075e-05+0.0014904i,0.00064099+0.00040929i,0.00056015-0.0006695i,0.0008138-0.0011524i,0.00098429-0.00043772i,0.00067946+0.00030007i,0.00054335+0.00011091i,0.0010788-0.00020634i,0.001408-0.00036548i,0.0011851-7.4759e-05i,0.0010586+0.00035529i,0.00033494+0.00016587i,-0.00057237-2.9569e-05i,-0.00045484-0.00014714i,0.00051843-0.00011988i,0.00021035-0.00039976i,-0.0014441-0.00077949i,-0.0010712-0.00046727i,-5.4822e-05-0.00021332i,0.00010832-7.5012e-05i
0.0016205+4.6928e-05i,0.00097546+0.00042399i,-2.3725e-05-0.0011321i,8.1086e-05-0.0011904i,0.00063594-0.00057767i,0.00090554-0.00033812i,0.0013223+0.00010385i,0.00067443-5.1215e-05i,0.00014544-0.00039169i,-0.00027245-0.00085524i,0.00032673-0.0002228i,0.00054423+0.00095873i,0.00015411+0.00060026i,0.00023723-0.0001632i,0.00084577-0.00046302i,0.00071825-9.3157e-05i,5.5419e-05+0.00019962i,-0.00042371-4.6101e-05i,0.00010541+0.00042998i,0.00081084+0.00038314i,0.00056083-3.3637e-05i,0.00057287-0.00013884i,0.00048021-0.00066606i
0.00057916+0.00019011i,0.00095927-0.00037385i,0.0010494-0.00063581i,0.0011462-0.00028121i,0.0014511-4.6584e-06i,0.00088552-6.812e-05i,-0.0002536-0.0003215i,-0.00055513-0.00034629i,-0.00013083-0.00072489i,0.00082082-0.00073252i,0.00080057-0.00042729i,-0.00013245-5.9305e-05i,-0.00010232+0.00044156i,-4.0789e-05+0.00064222i,-8.8328e-05+0.00034605i,0.00019677-0.00028768i,-0.0004041-0.00044042i,-0.00066583-9.2274e-05i,-0.00052629-9.5582e-05i,-0.00021035-0.00053763i,0.00060403-0.00070828i,0.00075886-0.00020339i,0.0004748+1.3127e-05i
0.0011456+0.0012155i,0.0015793+0.00038975i,0.0011318-0.00042809i,0.00083606+9.2429e-05i,0.00089658+0.0004766i,0.00092685+1.5076e-05i,0.0007205-0.00029121i,0.0002794+0.00015298i,0.00033372+0.00079336i,0.00047825+0.0010924i,0.00072853+0.0001885i,0.00028106-0.0008616i,-0.00070315-0.00081949i,-0.00011142+7.9919e-05i,0.0003997+0.00066271i,-5.7603e-05+0.00046575i,-0.00042157+0.00049584i,2.2773e-05+0.00030161i,0.00022755+3.2392e-05i,0.00025885-0.00016797i,0.00056291+0.00046942i,5.6746e-05+0.00054022i,0.00034169-0.00024121i
0.00022451-0.00047896i,0.0015834-0.0011382i,0.0018384-0.0017755i,0.0017004-0.0015764i,0.0012505-0.00042708i,0.00014579-0.00091454i,1.3241e-05-0.0015389i,0.00045333-0.00036076i,0.00024061+0.00016933i,0.00061657-0.00037047i,0.00074253-0.00025187i,0.00028949+0.00032469i,0.00050855+0.00040449i,0.00062735+0.00013403i,0.00018816-7.6225e-05i,-0.00028491+0.00016828i,2.3833e-05+0.00089728i,6.6158e-05+0.00077895i,-0.00060155-0.00010368i,-0.00062064+0.00031885i,-0.00028288+0.0005123i,0.0001118-0.00030696i,0.00025723-0.0001206i
-0.000312+0.0011673i,0.00077975+0.0016776i,0.0019879+0.0024995i,0.0019857+0.0018765i,0.001922+0.00023067i,0.0019215-0.00060088i,0.00097382-0.00094344i,0.0001721-0.00028646i,-7.9129e-05+0.00030179i,-0.00020316+9.776e-06i,-0.00029784+8.0144e-05i,0.00021458+0.00086047i,0.00033145+0.00070362i,0.00033274-0.00015013i,0.0001818-0.00059245i,0.00012442-0.00016987i,0.00070219-1.8389e-05i,0.00042275+3.1188e-05i,-0.00038029+0.00034793i,-0.00048388+0.0008401i,0.00014431+0.00084837i,0.00088588+0.0003722i,0.00036024+0.00013423i
0.00060278+0.00037579i,0.00048395+0.00046658i,0.00068686+0.00082362i,0.00058096+0.00064396i,0.00060879+0.00043109i,0.00096339+0.00039579i,0.001061+0.00010857i,0.00057867-0.0002825i,0.00097819-0.00017229i,0.0014953-5.956e-05i,0.00086417-0.00021284i,0.00059308+0.00013441i,0.0008409+0.00044104i,0.00066918+9.485e-05i,0.00072266+0.00016478i,0.00032362+0.0008997i,-0.00047975+0.0013192i,-0.00079456+0.00073771i,-0.00097705-0.00012783i,-0.00067611-0.00069576i,0.00031505-0.00081839i,0.00023778-0.00064379i,0.00027175-0.00050855i
0.0012065+0.0023567i,0.00062267+0.0020628i,0.0015318+0.00063818i,0.0016477-0.00032989i,0.00070677-0.0013781i,0.00038702-0.0017277i,0.00035795-0.00062005i,0.0002552+0.00020742i,0.00060085+0.00063313i,0.00075026+0.00081048i,0.00025991+0.00056634i,-0.00023558+0.00064745i,-5.3128e-05+0.00074249i,6.0654e-05+0.00060641i,0.00015997+0.00049731i,0.00037243+0.00047475i,0.00016019+0.00057332i,-0.0002426+0.00033133i,-0.00050437+0.00020912i,-8.5003e-05+0.00038085i,0.00063386-1.9243e-05i,0.00062217-0.00065388i,0.0010772-0.00025484i
-0.0010963+0.0020027i,-0.00023446+0.00071898i,-0.00029993+1.4678e-05i,0.00016223-0.00064272i,0.0012256-0.00043815i,0.0017137-0.00012883i,0.00084251-0.000781i,-0.0002743-0.0010604i,-0.00087877-0.00060835i,-0.00075932-5.8094e-05i,4.4647e-05-0.00013142i,0.00074416-0.00098027i,0.00058257-0.00047055i,0.00019346+0.00051149i,0.0010784+0.00032918i,0.0012659-0.00037858i,0.00015263-0.00010284i,1.9305e-06+0.0011261i,0.00016554+0.0013205i,0.00012304+0.0005933i,-0.00010757+0.00068238i,-3.0378e-05+0.00081548i,-0.00035647+0.00058002i
3.293e-05-0.00072764i,-0.00066304-0.0015147i,-0.00064317-0.00080066i,-0.0008247+0.00029322i,-0.00034717+0.00032212i,0.00098456+0.00059656i,0.00033717+0.00097818i,-0.0007098+0.0005135i,-6.6946e-05-0.00017697i,0.0011651-0.00044325i,0.00061671-0.00030301i,-0.00090017-8.4712e-05i,-0.0011093-0.00020227i,0.00015319+0.00029231i,0.00098452+0.00026977i,0.00010569+0.00035841i,-0.00033285+0.00091678i,-1.5375e-05+0.0012186i,-0.00013044+0.00056907i,0.00028256-0.00016525i,0.00026134-0.00015553i,-0.0002984+6.7693e-05i,-0.00051542+0.00017593i
0.0003619-0.0020024i,0.00069151-0.0021185i,0.00053929-0.0018278i,0.00046612-0.0014083i,0.0008425-0.0010887i,0.00080545-0.0012273i,0.00013796-0.0008651i,-0.00025089-0.0012192i,0.00010123-0.0011741i,-0.00037435+3.0326e-05i,-0.0011695+0.000305i,-0.00082756-0.00030237i,-0.00027776-3.1426e-06i,-0.00017401-0.00016897i,-7.4524e-05+0.00055431i,-0.00029371+0.0013974i,-0.00028706+0.0010453i,-0.00013392+0.00045649i,0.00032755-0.0002724i,0.00052234-0.00069714i,-0.00012304-0.00056068i,-0.00051753-0.0001879i,-0.00010623-4.862e-05i
0.00069307-0.0011811i,0.0014266-0.0010644i,0.00061712-0.00052503i,0.00088873+9.4065e-05i,0.0020863+0.00066673i,0.0021831+1.6605e-05i,0.0012262-0.00011345i,-4.2916e-05+0.00067381i,-0.00068367+0.0011904i,-0.00021888+0.00063992i,-8.5486e-05+2.4644e-05i,-0.00024978-0.00023989i,0.00063004-5.8071e-05i,0.0013139+7.4537e-05i,0.00097698+5.4995e-05i,0.0003107-0.00014745i,-8.0052e-05-6.3959e-05i,-0.0014235-7.6081e-06i,-0.0018714-0.00067052i,-0.00075531-0.00069722i,0.00016934-0.00017824i,0.00070008+0.00011122i,-8.2728e-05+0.00016564i
-0.0010036-0.00086556i,2.2764e-06+6.8345e-05i,0.00028319+0.00010718i,0.00060852+0.00056996i,0.0012218+0.00087645i,0.001844-5.1802e-05i,0.0010632-0.00061724i,-2.0915e-06-0.0004522i,-0.00031816-0.0011967i,-5.7476e-06-0.00082174i,0.00072609-0.0003813i,0.00089333-0.00037752i,0.0014853+0.00061302i,0.0013536+0.0010056i,0.00083242+0.0002935i,0.0009162-2.7104e-05i,0.00074775-0.00018605i,0.00043303-0.00023713i,-0.00023486-0.00014107i,-0.00066316+0.00032108i,-0.0003851+0.00083395i,-0.00023537+0.00084799i,-0.00029639+0.00056945i
0.002813+0.0017394i,0.002074+0.0014958i,0.00091008-0.00015347i,0.00037267-0.0012571i,0.00034293-0.0010863i,-2.505e-05-0.00082463i,-6.3329e-06+2.2723e-05i,0.00047148+0.00047209i,0.00071385+0.00065221i,0.00070603+0.00041445i,0.00093482-0.00026603i,0.00035615-7.0914e-05i,-0.00084236-0.0002965i,-0.00096659-0.00068998i,9.2028e-05-0.00048495i,0.00063204-6.8551e-05i,-0.00039604+0.00023098i,-0.00084741+9.9551e-05i,-0.00036476-0.00011344i,-0.00029066+0.00040469i,0.00010839+0.00046351i,0.00036141-0.00028451i,0.00025813-0.00081432i
0.0014109+0.00064694i,0.0022602+0.00084513i,0.0022094+0.00053115i,0.0013011+0.00036563i,0.00085378+0.00019355i,0.00079213+0.00061238i,0.00084511+0.00073688i,7.2234e-05+0.00055141i,-0.00079306+0.0004622i,-0.00028904-0.00031558i,0.00012155-8.933e-05i,-0.00065463+0.00040739i,-0.001371+0.00028251i,-0.0012192-0.00040498i,-0.001062-0.00072643i,-0.00066194-0.00069885i,0.00050086-0.00080302i,0.0012798-0.00012743i,0.00086107-0.00019082i,7.8394e-05-2.1599e-05i,0.00034165+0.000447i,0.00041691+0.00028675i,-0.00027757+0.00017648i
-0.0017183+0.00092137i,-0.0014683+0.00065356i,-0.00076132+0.00047167i,0.00019212+0.00080051i,0.00048007+0.00031684i,0.0012785-0.00080595i,0.0013917-0.00098228i,0.00076195-0.00065248i,0.0002091+0.00026396i,0.0002625+0.00081897i,0.00055984+0.00016742i,0.0003739-0.00040923i,0.00019869-0.00023613i,4.6604e-05-0.00039935i,0.00030053-0.00069752i,0.00027197-0.00045736i,-0.00024916-0.00043659i,-0.0002673+5.153e-05i,-4.0719e-05+0.00062502i,1.8194e-06+0.00022401i,-0.00052828-0.00039412i,-0.00099134-0.00047663i,-0.0005656-0.00020883i
-0.0013257+0.00029367i,-0.0011944-3.0796e-05i,-9.8196e-05+0.00035313i,0.0014509+0.00056293i,0.001946+1.7013e-05i,0.002169-0.00074973i,0.0018941-0.00044035i,0.0010855+0.00013966i,0.0010334+0.00027501i,0.0012706+0.00078692i,0.00099285+0.00065276i,0.0007254-0.00036889i,0.00085798-0.0005902i,7.1182e-05-0.00014122i,-0.00035362-0.0003753i,0.00046718-0.0010712i,0.00041673-0.0011321i,-2.9893e-05-0.0004765i,7.8518e-05+0.00017028i,-3.0311e-05+3.3064e-05i,-6.6264e-05-0.00014066i,0.00014562-2.8212e-05i,0.0007513-0.00052089i
-5.7393e-05+0.0016509i,0.0007138+0.0016026i,0.0016824+0.0019536i,0.0012001+0.00085498i,0.00044071-1.8258e-05i,6.5517e-05+8.5204e-05i,-0.00011885-0.000811i,9.0486e-05-0.0013827i,-5.8057e-05-0.0012145i,0.00022468-0.00029793i,-2.5603e-05+0.00016077i,-0.00063283-0.00034438i,0.00011594-0.0005246i,0.00057366-0.00023758i,0.00061046+0.00037637i,-3.3904e-05+3.2414e-05i,-0.0011306+1.6468e-05i,-0.001351+0.00049014i,-0.00051732+0.00045106i,0.00023649+0.00058228i,5.1287e-05+0.0004698i,-0.00055164-5.6261e-05i,-0.00057675-0.000361i
0.00076951+0.0016116i,0.00018582+0.0014837i,-0.00063955+0.002006i,-0.00017937+0.0011855i,0.00096204-8.1196e-06i,0.0012378+1.7271e-05i,0.00076659-5.0312e-05i,-6.7063e-05+0.00041217i,-0.00017863+0.00065132i,0.00077123+0.00037092i,0.00011759-0.00026477i,-0.00060306-0.00078919i,-0.00021013-0.00024841i,0.00012463-0.0011297i,0.00090566-0.001689i,0.0010666-0.00042898i,0.00074584+0.0001698i,0.00076627-3.7654e-05i,0.00014542-0.00042867i,-0.00099059+0.00029742i,-0.0014255+0.00085946i,-0.0010008+0.00021635i,-0.00064228-0.00065804i
0.0013476-0.00033139i,0.0013324-0.0010061i,0.00019376-0.0013006i,0.00042785-0.0017895i,0.00073886-0.0015138i,0.00033019-0.0011712i,0.00011134-0.0012143i,0.00018249-0.00088734i,4.6915e-05-0.00032359i,0.00055985+0.00071074i,0.0014517+6.7412e-05i,0.00063466-0.00070745i,0.00039181-0.00028465i,0.0004957-0.00010838i,-0.00021149+0.00015981i,0.00011072+0.00023568i,0.00061052-0.00036886i,0.00046906-0.0011199i,0.00064139-0.0007206i,0.00034054-0.00023818i,0.00020123-0.00041606i,0.0005396-1.6231e-05i,0.00011971+0.00032936i
-0.0008225+0.00023635i,-0.001136+0.0010515i,-0.00049953+0.00050275i,0.00026293-0.00090493i,0.00051637-0.0011108i,0.00022209+6.6655e-06i,-0.00017542+0.0008908i,-0.00021197+0.00065354i,0.00022958+0.00041955i,0.00052582+0.00049494i,0.00020745+0.00014861i,-0.00045147-0.0002856i,-7.6189e-06+0.00040504i,0.00096131+0.00093085i,0.00082878+0.00029535i,6.3778e-05+0.00023306i,0.00021083+0.00072791i,0.00013242+0.00050516i,-9.9283e-05+9.0316e-05i,2.0181e-05+0.00019544i,-0.00045666+0.00012038i,-0.0010891-0.00031263i,-0.00069582-0.00035471i
-0.0004123-0.00059349i,-0.0005642-0.0012646i,0.0010651-0.00079947i,0.001273+0.00015042i,0.00043806+0.00015814i,0.0010541-6.7874e-05i,0.0019483-8.728e-05i,0.0013239-3.9362e-06i,0.00020279-0.00021821i,0.00035532-0.00062216i,0.00069884-0.00041098i,0.00018653+0.00010453i,5.6022e-05-0.00023222i,0.00010591-0.00082939i,-0.00012451-0.00079093i,-0.00032121-0.0010449i,0.00033393-0.00069684i,0.00094421+0.00022669i,0.00021757+0.00056081i,-1.2337e-05+0.0007624i,7.7908e-05+0.0010329i,-0.00072914+0.00021176i,-0.00072534-0.0001836i
0.0016073+0.00013353i,0.0010318-0.00027003i,0.00077343-0.00089021i,0.00068128-0.00051459i,0.00075142-0.00080617i,0.0013614-0.0013158i,0.0014036-0.0011937i,0.00041993-0.00058312i,-7.2644e-05+0.00031626i,-0.00021677+0.00043381i,-0.00069352+0.00031373i,-0.0011207+0.00042291i,-0.00026106+0.00020545i,-0.00023002+0.00011367i,-0.00058528+0.00025241i,-0.00061255+0.00082234i,-0.00033363+0.0012609i,-0.00038569+0.00041142i,-1.3231e-05-0.0002989i,0.00037323+0.00011207i,-5.4561e-05+0.00012589i,-0.00035648-0.00056619i,-0.00027864-9.4596e-05i
0.00068599+0.002048i,0.0020887+0.0012724i,0.0026311+0.0010165i,0.0025991+0.0014838i,0.0024586+0.00095242i,0.0026014+5.5718e-05i,0.0018446+5.2216e-05i,0.00073945+0.0007055i,0.00055897+0.00056152i,4.9214e-05+0.00066497i,-0.00068213+0.00069387i,-0.00091838+4.1331e-05i,-0.0012289-0.0010135i,-0.00091227-0.0013701i,2.3075e-05-0.0013327i,-0.00010481-0.0014606i,-0.00059898-0.00079496i,-0.0007653-0.00014722i,-0.00051785-0.00030521i,-5.432e-05-0.00032351i,0.00020213-0.00017834i,0.00012977-0.00092361i,0.0002054-0.0014931i
0.0023816+0.0016573i,0.0027858+0.0018496i,0.0025216+0.00084438i,0.0014083+1.1556e-05i,0.00060819-0.00090113i,0.00014677-0.0014169i,0.00024-0.00064652i,-6.6015e-05-0.00018337i,-0.00013982+0.0001659i,0.00013365+0.001036i,0.00015976+0.00079113i,-4.7749e-05+0.00030067i,-0.0002392+0.00080085i,-0.00048852+0.00087322i,-0.001017-0.00014377i,1.5236e-05-0.00079324i,0.00081604+0.00016164i,0.00025614+0.00056297i,-0.00034682+6.6334e-05i,-0.00025337+0.00081817i,0.00040449+0.0013211i,0.00096089+0.00070101i,0.001074-0.00031142i
0.00046435+0.00016567i,0.0011829-0.00040424i,0.0013086+9.7585e-05i,0.0012729+0.0012223i,0.0013438+0.0016327i,0.0019943+0.0012764i,0.0010949+0.00018148i,0.00045239+0.00014611i,0.00045403+0.00056704i,0.00016378-0.00014225i,-0.00036683-0.00060803i,-0.0010569-0.00065265i,-0.0011653-0.00071039i,-0.00081549-0.00017133i,-0.0002703+0.00057591i,-0.00017548+0.00066047i,0.00044036+0.00097638i,0.00088434+0.001263i,0.00061164+0.00082767i,0.00040126+0.00029684i,0.00037491-0.00027264i,0.00020279-0.00014503i,-0.00034373+8.64e-05i
0.00078642+0.00060907i,0.00062439+0.00073603i,0.00088498-0.00039174i,0.00064889-0.0011897i,0.00045542-0.00088951i,0.00065723-0.00051212i,0.00087958-0.00046484i,0.00017715+0.00013254i,-0.0004374+0.00050941i,-0.00035445+0.00041444i,-0.00018836+0.00022025i,-8.9895e-05-0.00014075i,0.00020534+0.00017429i,-0.00030767+0.00077329i,-0.00039444+0.00089712i,0.00053665+0.00030588i,0.0012354-0.00016578i,0.00059686-0.00041947i,0.00046962-0.00031239i,-0.00010825-5.6853e-05i,-0.00066096+6.7684e-05i,-0.00038721-2.8665e-05i,-9.3051e-05-0.00047197i
0.00034411-0.00042087i,0.00025847-0.00047099i,7.0088e-05-3.8664e-05i,-0.00013205+0.00050474i,-0.00015243+0.00046025i,-0.0003368+0.00061353i,-0.00037999+0.00074277i,0.00014587+0.00032509i,-0.00044719+0.00019141i,-0.00077866+0.00026273i,-0.0010155+0.00034538i,-0.00035774+0.00011521i,0.0004263+0.00038448i,-0.00012368+0.00034723i,5.792e-05-0.00079976i,0.00053643-0.0010294i,0.00090726+5.0716e-05i,0.00044394+0.00046074i,-0.00015644-0.00061608i,-0.00076072-0.0013053i,-0.0012623-0.00081375i,0.00021884-0.00026978i,0.00063671-0.00021486i
-0.00065609+0.0021358i,0.00038101+0.0012413i,0.0011388+0.00050233i,0.001176-0.00044693i,0.0015872-0.0014406i,0.0020257-0.001961i,0.0016236-0.0016727i,0.0012811-0.00077926i,0.00044358+0.00039029i,-5.6724e-05+0.00035835i,0.00019605-0.00023683i,0.00021981-0.00047497i,0.00019739-3.467e-05i,-0.00026002+0.00010741i,5.7666e-05-0.00059758i,0.00028423-0.00076229i,0.00046017-0.00022485i,0.00054454+0.00050532i,0.00042252+0.00037594i,4.3161e-05+0.00055238i,-0.0001116+0.00030779i,0.00016291+0.00010733i,0.00067721+0.00010846i
-0.0016832-0.00080038i,-0.0012525-0.0010189i,-0.00072339-0.00075687i,0.00014168-0.00019301i,0.00024369+0.00036489i,1.0127e-05+0.00053387i,6.552e-05-0.00018584i,0.00010659-0.0004288i,-0.00018058+0.00062159i,-7.8453e-05+0.00011032i,-2.9031e-06-0.0010342i,0.00031295-0.00047983i,0.0014573+0.00058046i,0.0022744+0.00060821i,0.0017689+0.00043347i,0.00031887+0.00032116i,-0.00015443+0.00054258i,4.9132e-05+0.0005295i,-7.15e-05+0.00035771i,-0.00065646+0.00053104i,-0.0009709-0.00045005i,-0.00061344-0.0010951i,-0.00019283-0.00079101i
-8.1122e-05+0.00030562i,0.00050313+0.00034978i,0.0002564-0.00034682i,0.0005741-0.0018042i,0.00063278-0.0019638i,0.0011729-0.00082441i,0.0014548-8.7953e-05i,0.00061242-7.2837e-05i,-6.1766e-05-9.3919e-05i,-0.00085481-0.00028268i,-0.0010289-0.00080061i,-0.00092688-0.00062137i,-0.00078897-3.7848e-05i,-0.00089335-0.0001097i,-0.00069165-0.00018375i,-0.00023635-0.00023824i,-0.00013324-0.00039661i,0.00015876-0.00030485i,8.6408e-05-0.00025401i,0.00010754+0.00026005i,0.00013648+0.00068426i,-1.83e-05+0.00013093i,0.00027485-0.00053716i
0.00013939-0.00031528i,0.0012083+0.00012385i,0.00067428+0.00033584i,0.0010498+0.00024714i,0.0016976-0.00047425i,0.0010623-0.00072257i,0.00063093-0.00059155i,-0.00023121-0.00061521i,-0.00065899-0.00050406i,0.00045249+1.9923e-05i,0.00071886+0.00058158i,-0.00017542+0.00059189i,-0.00046699+5.3355e-05i,-7.5145e-05-0.00034729i,0.00042384-0.00015846i,0.00015816-0.00056004i,0.00029496-0.0010489i,0.00071835-0.00023869i,0.00049721+0.00062271i,-7.6698e-05+0.000302i,0.00010806+0.00011067i,0.00046253-0.00026784i,-0.0002258-0.00078791i
0.0011835-0.0010256i,0.0011283-0.0012103i,0.0015282-0.0008937i,0.0014523-0.00029399i,0.00055664-0.0010302i,0.00092515-0.00082762i,0.0020283+0.00095754i,0.0015374+0.0015715i,0.0012947+0.00080379i,0.00092094+0.00026095i,-0.00079364+0.00055051i,-0.0011389+8.158e-05i,2.092e-05+3.1217e-05i,0.00044548+0.00014347i,0.00072222-3.6548e-05i,0.00072276+0.00035568i,0.00054005+0.0011321i,0.00075267+0.0017985i,0.00013692+0.001109i,-0.00032723+0.00018979i,0.00013054-5.0702e-05i,0.00022079-0.0002357i,-0.00045067+0.00014454i
0.0014224+0.00042091i,0.0021171+0.00020544i,0.0020353-0.00025682i,0.0021847-0.00034436i,0.0019981-3.1421e-05i,0.0017634+4.0298e-05i,0.00078358-0.00058868i,-2.4811e-05-0.00068122i,0.00039526+5.487e-05i,0.0012917-0.00015828i,0.00073662-0.00061496i,-0.00018958-0.00010008i,-0.00074417-0.00035701i,-0.0010407-0.00070851i,-0.00075779+0.00035495i,-0.00031416+0.0014255i,5.3188e-05+0.00098566i,-0.00044623-0.00010901i,-0.00035658-0.00030719i,0.00052698-0.0001895i,0.00079731-0.00015015i,0.0003749+0.00023718i,-0.00022012-0.00021972i
