0.0014996-0.0011609i,0.0020154-0.0014397i,0.0014704-0.0026626i,-0.00030591-0.0014021i,-0.001399+0.0011438i,-0.0014859+0.0017377i,-0.00064784+0.0010409i,0.00061322+0.0012903i,0.0012613+0.00081513i,0.0010866-0.00049645i,0.0006099-0.0010454i,-9.84e-06-0.00032568i,-0.00045085-5.7697e-05i,-0.00051898-0.00040981i,-0.00028688-0.00040013i,-0.00013449-0.00070284i,0.00029645-0.00049297i,0.00053002-0.00036472i,-0.00056973-0.00059255i,-0.0013302-0.00070327i,-0.00036734-0.00049367i,0.00025064-0.00035394i,6.7365e-05-0.00020088i
-0.0013373-0.0019963i,-0.0013188-0.0029562i,-0.0012439-0.0028051i,-0.00080642-0.0011838i,2.6556e-05+0.00070373i,0.000711+0.00074692i,0.00063725+0.00045464i,0.00037772+0.00040318i,-5.7825e-05+0.00056309i,-0.0005083+0.00047218i,-0.00086609+0.00014334i,-0.00088714+0.00062265i,6.9416e-06+0.00053447i,0.00080635+2.737e-05i,0.00040897-0.00023475i,-0.00011591-0.00034455i,0.00020822+0.00013609i,0.00022948+0.00072221i,1.9064e-05+0.00046025i,0.00012571+2.2466e-05i,5.5777e-05+0.00013298i,0.00040959-0.00014527i,0.00061775-5.8487e-05i
-0.0010251-0.0020707i,-0.00072713-0.00245i,-0.00040653-0.00037844i,-0.0016852+0.0017951i,-0.0019182+0.0028403i,-0.00075749+0.0027574i,-0.00050102+0.00091287i,-0.00028814+3.4408e-05i,-0.00013484+3.708e-05i,-0.00052201-0.00098836i,-0.00030296-0.00078199i,0.0001452+0.00061662i,0.00032215+0.00049692i,0.0007945-0.00033786i,0.00084294-6.1364e-05i,0.00055545-5.1713e-05i,0.00069879-3.9285e-05i,8.8569e-05+0.0003596i,3.6021e-05+0.00050099i,0.00037645+0.00070456i,-0.00014102+0.00029315i,0.00027674-0.00016785i,0.000298-0.00023778i
0.0015055+0.00083479i,0.002246+0.0007733i,0.0020951-0.00012789i,0.00048327+0.00037044i,-0.00025005+0.0012844i,-0.00016835+0.00077454i,0.00018749-0.00038671i,5.7792e-05-0.00052884i,-0.00021653-5.6269e-05i,-9.9144e-05-0.00018656i,-0.00027905-0.00073551i,-0.00088362-0.00059256i,-0.00099587-0.00015452i,-0.00076088+0.00042772i,-0.00078169+0.00027643i,-0.00034388-0.00043635i,0.0010984-0.00061052i,0.0015287+1.005e-05i,0.0010876+0.00014422i,0.0006561-0.00076732i,0.0006919-0.0012285i,0.0003678-0.00082296i,-2.1663e-05-0.00038757i
0.0010587-0.00051462i,0.0012524-0.00078111i,0.0015485-0.0018799i,0.0010927-0.0021093i,-0.00013076-0.0011616i,-0.00090117-5.8727e-05i,-0.00073282+0.00061416i,-0.00014226+6.0035e-08i,1.982e-05-0.00027349i,-0.0007482-6.2091e-05i,-0.0010716+0.00049709i,-0.00068701+0.00060554i,-0.00067412+0.00025144i,-0.00081198+0.00027748i,-0.0006433+0.00080945i,4.4173e-05+0.00051545i,0.00056607-0.00074659i,-0.00012596-0.0012396i,-0.0002787-0.00053925i,-9.4171e-05+0.00024745i,-0.00030745+0.00066783i,-0.00043016+0.00045024i,-0.00026959+0.0001585i
0.00030361-0.0020923i,0.00013126-0.0033187i,-3.2219e-06-0.0029656i,-0.00084741-0.0002958i,-0.0011615+0.0012947i,-0.00047609+0.00044183i,-0.00038092-0.00035477i,-0.00082622+7.0466e-05i,-0.00031142+0.00058588i,0.00082575+0.00059998i,0.0013113+0.00035669i,0.0001762+0.00046831i,-0.00069303-0.00062405i,-0.00058567-0.001125i,-1.0785e-05-9.004e-05i,-0.00013801+2.1389e-06i,-0.0006826-0.00024934i,-0.00033169-0.00048262i,0.00046115-0.00089174i,0.00067971-0.00052766i,0.00083558-0.00041979i,0.00040853-0.00052643i,-0.00020509+4.2497e-05i
-0.00012739+0.00057365i,2.6866e-05+0.00029218i,-0.00063561-0.00015519i,-0.00038663+0.00047286i,0.00047522+0.0015367i,0.0015435+0.0011847i,0.00081857+0.00038371i,-0.0004022+0.00029128i,-0.00046037+0.00078902i,-0.00053577+0.00016215i,-0.00064087-0.00025794i,-8.8065e-05+0.00019524i,-0.00016648-0.00038616i,0.00017014-0.00055451i,0.00060665-0.00060307i,-0.00025738-0.00095607i,-0.00086188-0.00030009i,-0.0001813+0.00036986i,0.00064274+0.00079046i,0.0010395+0.00072969i,0.00056981+0.00036646i,0.00034484-0.00016414i,0.00044034-6.003e-05i
-0.00012331+0.0003469i,-0.00084178+0.0010543i,-0.0010677+0.002232i,-0.00077316+0.0025448i,-0.0010682+0.0018653i,-0.00033704+0.0015817i,0.0004574+0.0012597i,0.00022826+0.00045839i,-0.00018129-0.00019305i,-0.00040645-0.00047715i,-0.00091042-0.0002677i,-0.00086347+0.00013237i,-0.00067496+0.00061814i,-0.0004575+0.0010026i,-0.0003187+0.00041047i,-0.00091218-0.00059696i,-0.00051082-0.00075097i,-1.8771e-05-0.00012032i,-0.00052494+3.1603e-05i,-0.00078581-0.00019319i,-9.8222e-05-0.00039133i,0.00061618-0.00050514i,0.00051146-0.00037181i
0.00041563-0.00038841i,0.00067102-0.0012436i,6.4045e-05-0.0017362i,-0.00041142-0.00068582i,-0.00054736+0.00018093i,-0.00039181+0.00053545i,4.5335e-05+0.0010659i,-0.0002566+0.00054014i,-0.00011114-6.3024e-05i,0.00076589+0.00020448i,0.00087842+0.00026981i,0.0010021+3.748e-05i,0.00080247+0.00051874i,5.8415e-05+0.00034766i,8.733e-05-0.00036515i,0.00065143-0.00071221i,0.00031024-9.2058e-05i,-2.7007e-06+0.00013857i,0.00014138-0.00028416i,-0.0001827-0.00044763i,-7.5356e-05+2.7755e-05i,0.00058138+0.00098781i,0.00068753+0.00067581i
0.00068463+3.6763e-05i,-7.0809e-05-0.0001434i,-0.0013526+0.00025655i,-0.00033215+0.0015297i,-0.00015709+0.0027619i,-9.8741e-05+0.0026937i,0.0001752+0.0015577i,-0.00024389+0.000494i,-0.00032831+9.542e-05i,0.00026812+2.3155e-05i,0.0010285+0.00044946i,0.0010569+0.0010283i,0.00024639+0.0011872i,8.2059e-05+0.00072082i,0.00055809+0.0005538i,0.00078955+0.00081545i,0.00074427-0.00018741i,0.00069051-0.00096522i,0.00036093-0.00086206i,0.00032555-0.00079443i,0.00040626-0.0003426i,-0.00041152+0.00011423i,-0.0011759+0.00036911i
0.001664-0.0010894i,0.0018593-0.0017395i,-0.00012474-0.0018516i,-0.001481-0.00025896i,-0.0015032+0.0018329i,-0.00049346+0.0018744i,-0.00022972+0.0002221i,-0.00075414-4.3529e-05i,-0.0007355+0.0004024i,-0.001214-0.00066993i,-0.00058044-0.0011602i,0.00036821+0.00037358i,8.8003e-05+0.00079515i,0.00028891+2.7064e-05i,0.00032046-0.0002907i,0.00043768-0.00031514i,0.00066621-0.0002818i,0.00023368-0.00042578i,0.000157-0.00035997i,-5.0785e-05-3.0242e-05i,-0.00015284-0.00034724i,-2.4371e-05-0.00028334i,0.00046657+0.00047583i
-0.0003322+0.00040762i,-0.0012496+0.0004767i,-0.0012354+5.61e-05i,0.00024429+0.0006995i,0.0007157+0.0023004i,-0.00069013+0.0025716i,-0.0010571+0.001629i,-0.00045047+0.0012195i,-0.00039385+0.00093191i,-0.0009086+0.0001824i,-0.0007016-6.4846e-05i,-0.00022841+0.00054566i,-0.00080939+0.00025756i,-0.00090136-0.00052314i,-0.00083886-4.9376e-05i,-0.00072407+0.00035591i,-0.00034893-0.0007617i,0.00025405-0.0013049i,0.00071537-0.0008603i,0.00072783+0.00012834i,0.00073062+0.00050946i,0.00068016+0.00021353i,0.00055945+0.00018175i
0.00095928-0.0031247i,0.0010425-0.0033204i,0.0006461-0.0026713i,-0.00083356-0.0015179i,-0.00097621-0.00040444i,-2.3599e-05+0.0014315i,0.00020727+0.0015034i,0.00020219+0.0001594i,0.00044243-0.00029495i,-0.00015879-0.00012401i,-0.00069697-0.00019823i,-2.176e-05+0.00028399i,0.00020954+0.00035138i,3.8927e-05-0.00074327i,0.0001991-0.0012017i,-0.00031616-0.0012588i,-0.00067505-0.0011239i,-0.00036125-0.00055332i,6.9363e-05-0.00057641i,-0.00018031-0.00055739i,-0.00043225-0.00037898i,-0.00012648+3.8107e-05i,-0.00014179+0.00073327i
0.00021854-0.0017773i,0.00034003-0.0020393i,-0.0014821-0.0025965i,-0.0031123-0.00096376i,-0.0032526+0.0018465i,-0.0020112+0.0028063i,-0.00096293+0.0015865i,-0.00045709+0.00013406i,-0.00045787+0.00033025i,-0.00064425+0.0011855i,-0.00019976+0.00064228i,2.2138e-05-0.00025998i,7.8379e-05-0.00051757i,0.00045919+2.1298e-05i,0.00077816+0.00043498i,0.00056672-8.8156e-05i,0.00036856-0.00034252i,0.00025621+8.9981e-06i,0.00011648+0.00050458i,-0.0003498+0.00036381i,-0.00028823-0.00053371i,6.6361e-05-0.00076209i,-0.00013728-0.00011228i
0.0015947-0.00098108i,0.00096488-0.00047694i,-0.0011511+9.1288e-05i,-0.0021746+0.00012849i,-0.0012022+0.00029866i,-0.00023691+0.00058376i,0.00023832+0.00012344i,0.00021279-0.00042993i,-0.00025748-0.00076508i,-0.00024381-0.00097861i,0.00014762-0.00077397i,-0.00024827+3.5976e-05i,-0.0011226+0.00049001i,-0.00067088+0.0010025i,-0.0001746+0.0013485i,-1.9334e-05+0.00083758i,0.00026786-3.1182e-05i,0.00014778-0.0006091i,7.7933e-05-0.00063409i,0.00076575-6.2741e-05i,0.00091693+0.00028886i,0.00079224+0.00038265i,0.00018521+0.00044408i
-0.0012127-0.0017062i,-0.0015751-0.0014968i,-0.001732-0.0010864i,-0.0014158-8.2325e-05i,-0.0015084+0.0013665i,-0.0013697+0.0013058i,-0.0008374+0.00026682i,-0.0016193+0.00030442i,-0.0020562+0.00079557i,-0.001326-0.00013625i,-0.00084783-0.0010988i,-0.00099011-0.0013277i,-0.00063884-0.00073586i,1.3037e-05-1.4171e-05i,-6.9398e-05+9.141e-05i,-0.00013817+0.00013196i,-0.00050617+0.0003216i,-0.00041685-0.00018947i,0.00010274-0.0010808i,7.2406e-05-0.00042557i,-0.00016637+0.00026785i,-0.0011224+7.2584e-05i,-0.0014895-0.00014508i
0.0020359+0.00042324i,0.0016284+5.1041e-05i,0.00090786-0.0010149i,0.0010083-0.00089729i,0.00050843+0.00072231i,-8.5158e-05+0.0014486i,0.00025144+0.00048094i,0.00016053+0.00081121i,0.00025367+0.0011478i,0.00067834-6.8895e-05i,0.00024091-0.0006366i,-8.3681e-05+0.00037732i,0.00019991+0.00093117i,-5.7629e-05+0.001015i,0.00025139+0.0012381i,0.00065122+0.0013694i,0.00073635+0.00085818i,0.0012284+0.00036367i,0.00097991+0.00082613i,0.00084461+0.00095321i,0.0010407+0.0008811i,0.00074049+0.00045652i,0.00035657-0.00023734i
0.0022247-0.0012678i,0.0021459-0.0017455i,-0.00023983-0.0038123i,-0.0032882-0.0029068i,-0.0047423+0.00046607i,-0.0029847+0.0028537i,-0.0013711+0.0017881i,-0.0017748+0.00020302i,-0.0013343+0.00027711i,-0.00073944+0.00043392i,-6.1615e-05+0.00057225i,0.00022209+0.00045794i,-0.000318+0.00029984i,-0.00010347-0.00032747i,0.00024075-0.00066806i,0.00038802-0.00057168i,0.00093038-0.00077458i,0.00083375-0.001361i,1.2496e-06-0.0013067i,-0.00088738-0.00033222i,-0.00082815+3.0932e-05i,1.6367e-05+0.00027969i,0.00042195+0.00059751i
0.0028217-0.0048613i,0.0029004-0.0068737i,-0.00037601-0.0088634i,-0.0036723-0.0049914i,-0.0045133+0.00054312i,-0.0014443+0.0027046i,0.00077088+0.0014684i,0.00029159+0.00071296i,-0.0008781-0.00010393i,-0.0018154-0.00091494i,-0.0019272-0.00029437i,-0.00077338+0.00059188i,0.00021338+0.0013089i,0.00041382+0.0014882i,0.0010858+0.00053471i,0.00082345-0.00025572i,-0.00015461-0.00063828i,0.00033519+0.00021963i,0.00025286+0.00051637i,-0.0002989-0.00026483i,0.00080723-0.00034665i,0.001093-0.00063799i,0.00050023-0.0010893i
-0.0053433+0.0074706i,-0.0050562+0.010806i,0.0017223+0.013168i,0.0059386+0.0081066i,0.0067741+0.0018691i,0.0029735-0.0019653i,0.00019351-0.0017453i,0.0006296-0.00035861i,0.00087652+7.5019e-05i,0.0023701+3.5674e-05i,0.002581-0.00073339i,0.00045378-0.0018032i,-0.00048357-0.002024i,-0.00036506-0.0013141i,-0.0013013-0.00034416i,-0.0010332+0.0003783i,0.00063686+0.00043381i,0.0014332+0.00021268i,0.0010234+0.00054452i,0.0010395+0.0010603i,0.00082335+0.00077539i,-0.00053118+0.00086136i,-0.00076601+0.00038099i
-0.00036986+0.0019407i,0.0004736+0.0027898i,0.0020073+0.0035161i,0.0024675+0.0026963i,0.0017075+0.0026243i,0.00073687+0.0017553i,0.00055591+0.00012948i,0.0004268-0.00012617i,0.00017137+0.00088286i,0.00058474+0.0010072i,0.00060925-0.00022977i,-9.5034e-05-0.00091756i,-0.00072342-6.7422e-05i,-0.0013936+0.00050985i,-0.0011498+0.00049419i,-0.00058366+0.00068189i,-0.0007101+0.0010817i,-0.00061703+0.0011813i,-0.0001636+0.0012638i,-0.000145+0.001144i,-0.00044593+0.0012864i,-0.00059377+0.00097194i,-3.4391e-05+0.001083i
-0.003767+0.00036309i,-0.0043793+0.00011443i,-0.0030422-0.0003983i,-0.00042945+0.00053035i,0.001368+0.0021333i,0.0012728+0.001677i,0.00039799+0.00058756i,0.0005789+0.001241i,0.00069407+0.0010526i,1.2135e-05+0.00017794i,0.00037629+2.7011e-05i,0.00063456-0.00082721i,0.00054089-0.00069956i,0.00057847+0.00010726i,0.00061722-0.00049218i,0.00065402-0.00054605i,0.00057985-0.0002071i,-0.00017761+0.00022299i,-0.00060736+9.637e-05i,0.00021943-0.00045966i,0.0005115-0.00051937i,0.00077563-0.00043236i,0.00070482-0.00016816i
-0.0004747+0.0018367i,3.3978e-05+0.0010269i,0.0012942+0.0012289i,0.0013471+0.0015934i,0.00048456+0.0013649i,-0.00010772+0.0001751i,0.00050846-0.00079521i,0.00074571-0.00055093i,0.00019857+0.00060304i,0.0005418+0.00021786i,0.00018116-0.00071747i,-0.001139-0.00043915i,-0.001425-0.00022736i,-0.0006366-0.00029511i,0.00066611-0.00026585i,0.0013611-7.3867e-05i,0.00064624-0.0001443i,0.00018934+2.5755e-05i,-0.00026074+0.00018736i,-0.0005494-2.1955e-05i,-0.00010582-0.00045739i,0.0008113-0.00015111i,0.0011921+0.00040354i
7.6057e-05-0.00028943i,-0.00043978+0.00066065i,-0.0001857+0.0018187i,0.0002252+0.0027122i,0.0010805+0.0027617i,0.0010735+0.0020711i,-0.00047905+0.00076341i,-0.00088303-0.00033284i,-0.00071731+8.7171e-05i,-0.00027366+0.001095i,-0.0003351+0.00084026i,-0.00030935-0.00042994i,1.3852e-05-0.00024696i,8.0338e-05+0.00041971i,-8.6094e-05+0.00025968i,-0.0003212+6.5954e-05i,0.00017895+0.0002346i,0.00035197-1.3209e-05i,0.000295-0.00071195i,0.00016242-0.0010262i,-0.00013024-0.00083837i,-0.00012328-1.7001e-05i,8.5705e-05+0.000469i
-0.0013036-0.0012866i,-0.0012486-0.0011196i,-0.00064622-0.00094611i,-0.00019866-0.00094975i,0.00084926-0.0011245i,0.00064001-0.00074471i,-0.00036172+0.00056751i,-0.00075952+0.00066684i,-0.00043196-0.00017916i,0.00010007+9.7574e-05i,0.00052947+0.00028419i,0.0011932+0.00013899i,0.0011348+0.00070125i,0.00029441+0.0010362i,-7.5311e-05+0.00034773i,-6.4904e-05-0.00038704i,0.00070524-0.00037482i,0.00070971+0.0003849i,-0.00015275+0.00095841i,-0.0003258+0.00055587i,6.4831e-05+2.7567e-05i,0.000494-4.5734e-05i,0.00020895+0.0004695i
0.0011608+8.2513e-05i,-0.00011866-2.3611e-05i,-0.00012585-0.00019064i,-0.00081017+0.00038189i,-0.0019881+0.00050217i,-0.0011907-0.00023198i,-0.00010978-0.00057358i,-0.00037243+0.00016819i,-0.00071825+0.00018039i,-0.00091636-0.00057825i,-0.00057374-0.00096376i,-4.5576e-05-0.00046797i,0.00047318+4.454e-05i,0.00013621-0.00035967i,-0.0010075-0.00069101i,-0.0013964-0.0007245i,-0.001107-0.0004116i,-0.00010271-0.0005373i,0.00084307-0.0002546i,0.00091528-3.5535e-05i,0.00049411+0.00020497i,-0.0003492+9.0574e-05i,-0.00063044-0.00012875i
0.0022939+0.0013975i,0.0020524+0.0014814i,0.0017125+0.00093425i,0.00067364+0.00064192i,0.000453+0.00091555i,0.00060519+0.00035367i,0.00011589-0.00055497i,-0.00020442-0.00034213i,-0.00065981-0.0002199i,-0.0011837-0.00049311i,-0.00086103+0.00046984i,-0.00010089+0.00086544i,-0.00056847-0.00021266i,-0.00086593-0.00031784i,-0.00076158-0.00061267i,-0.00063922-0.00086882i,0.0002588-0.0001138i,0.00076104+0.0010559i,0.00013586+0.00093812i,-0.00056651-0.00022149i,-0.00020637-0.00083811i,0.00041204-0.00035111i,0.00058821+0.00032027i
-0.0014538-0.00051148i,-0.0019712+0.00057631i,-0.0021105-0.00024729i,-0.00219+0.00029158i,-0.0017577+0.0018414i,-0.00085286+0.0016076i,-0.0005743-0.00011539i,-0.00091572-0.00038527i,-0.00070699+0.00047889i,-1.93e-05+0.00077518i,-0.00048232+0.00037524i,-0.00083373+0.00035308i,-0.00052118+0.00037786i,-0.00014546+4.7148e-05i,0.00011166+1.6034e-05i,0.00021483-0.00018915i,0.0003017-0.00075036i,0.00043604-0.00058544i,-0.00011112+8.8618e-05i,-0.00051276+5.2871e-05i,0.00093048-2.0498e-05i,0.0019742+0.00020372i,0.00094914-0.00019608i
-0.00047711-0.00089561i,-0.001272-0.0010843i,-0.00013626-0.00036453i,-0.00033718+0.0002783i,-0.00079695-0.00032897i,0.0001363-0.00070927i,0.00027842-0.0009181i,0.00020048+0.00033156i,0.00072128+0.001121i,0.00041329+0.00018191i,0.00031265-0.00052578i,0.00033965-9.7387e-05i,-0.00025409+0.00066023i,-3.7292e-06+0.00031691i,0.00042741-0.00044733i,-0.0001543-0.0005899i,-0.0002946-3.266e-05i,-0.00022542+0.00064834i,0.00012697+0.0011698i,0.00027267+0.0014814i,0.00010208+0.00129i,3.346e-05+0.00054067i,-0.0002546+0.0003619i
0.0011592-0.00087649i,0.0010418-0.00076763i,0.00088169-0.00030667i,-0.00085233+0.0010471i,-0.0018825+0.0019353i,-0.0016952+0.0015181i,-0.00068111-4.9267e-05i,-0.00032401-0.00050198i,-0.00072013+7.3298e-05i,-0.00021505-0.00031138i,0.00017722-0.00035428i,-0.00045253-0.00018835i,-0.00084067-0.00033495i,-0.00049871-0.00048719i,-2.9392e-05+0.00013219i,0.00048466+0.00023467i,0.00033784-3.5145e-05i,0.00012621+0.00035932i,-0.00062544+0.00046972i,-0.00073619+0.00053016i,0.00019517+0.0006475i,4.8494e-05+0.00017159i,5.3665e-05-0.00011108i
-0.0026251-0.00010448i,-0.0018721-0.0017956i,-0.0019985-0.0016896i,-0.0013474+3.627e-05i,-0.00059523+0.0020673i,0.0001138+0.0021703i,0.00062657+0.00033558i,0.00068231-0.00055396i,0.00052624-0.00051628i,0.00041326-0.00047852i,-0.00057079-9.5018e-06i,-0.00085459+0.00044518i,-0.00047265+0.00036355i,-0.00042204-0.00060761i,-0.00019439-0.0009934i,-0.00065144-0.00060903i,-0.00089828-0.00047976i,-0.00050644-0.00085154i,-0.00056629-0.00054277i,-0.00085068-0.00040122i,0.00014604-9.3043e-05i,-1.4246e-05+0.00024797i,-0.00061495+0.00054865i
-0.00113-0.0019051i,-0.0017233-0.0018567i,-0.0022665-0.00064928i,-0.0020652+0.0014087i,-0.0015619+0.0029436i,-0.00054706+0.0023967i,-0.00053795+0.00039887i,-0.0011843-0.00044489i,-0.00086479-0.0010454i,-0.00039063-0.0013156i,-0.00014727-0.00029256i,0.0001849+0.00020687i,9.1959e-06+3.6532e-05i,-0.00023364+0.0001054i,0.00031813+0.0002209i,0.00041991-0.00029984i,-0.00014757-0.00019005i,-0.00055046+0.00025717i,-0.00069367+0.00025652i,-0.00084892+0.00052728i,-0.00093436+0.00042946i,-0.00073863+0.00030295i,-0.00068457+6.5703e-05i
0.0011357+0.00013152i,0.0013103+0.00015159i,0.00015316+0.0015635i,-0.00046435+0.0024667i,0.00037631+0.0025705i,0.00071213+0.0018668i,8.46e-05+0.001038i,-0.00042064+0.00099887i,1.6477e-06+0.00053414i,0.00032422-7.4797e-05i,-0.00019183-0.00024841i,-0.00045058-0.00043868i,0.00062179+0.00013943i,0.00064632+0.00034418i,0.00025226-0.00031404i,0.00055957-0.0010774i,0.00073335-0.00108i,0.0007221+0.00019263i,0.00049616+0.00099141i,0.00033044+0.00078294i,0.00093141+0.00033945i,0.0010189+0.00012181i,0.0002867+0.00020005i
-1.8242e-05+0.00037989i,-0.00019005+0.0010819i,-0.000208+0.0015085i,-0.00089386+0.0012875i,-0.0010719+0.0016394i,-0.0009424+0.0011543i,-0.0012125-0.00063163i,-0.00076555-0.0007977i,-0.0010906+0.00010728i,-0.0010022+0.00082638i,0.00020162+0.00049179i,0.00025146+2.5505e-05i,-0.00011442-0.00013902i,-3.0976e-06+0.0001347i,0.00019553+0.00073812i,-5.4289e-05+0.00047934i,-5.1309e-05-0.00023755i,9.2269e-05-0.00044472i,0.00040857-0.00020824i,0.00054219-0.0004272i,-6.654e-05+1.1492e-06i,-0.00013404+0.00021792i,0.00056665+0.000155i
3.9111e-05-0.00096198i,-0.0004471-0.0014353i,0.0003027-0.0011117i,0.00043302+0.00022973i,0.00020772+0.0014167i,-6.8993e-06+0.0014807i,-0.00046622+0.0003211i,-0.00022618-0.00021098i,0.00053366-1.6548e-05i,0.00073275-0.00087572i,0.00016972-0.00059135i,-0.00014559+0.00096943i,-6.8488e-05+0.00094661i,-0.00039379+0.0010387i,-0.00046524+0.00073361i,1.7292e-05-6.7933e-05i,-0.00045502-0.000862i,-0.00026051-0.00079161i,0.00049319+0.0003708i,0.00073378+0.0010661i,0.0012812+0.0010955i,0.00077639+0.00097209i,0.00053748+0.00042019i
0.00061123+0.00053487i,0.0020394-0.00011324i,0.0013299+0.0011992i,-0.0003607+0.0016727i,1.3354e-05+0.0013736i,7.1503e-05+0.00055551i,-0.00015825-0.00082783i,-0.00079439-0.0013797i,-0.00086655-0.00057918i,0.00018241+0.00020786i,0.00093292+0.00062876i,0.00087423+0.00048194i,-5.0194e-05-0.00025531i,-0.0011488-0.0010676i,-0.0011811-0.0015528i,-0.00098543-0.00096626i,-0.00071315-0.00039275i,-0.00026474+0.00026866i,8.2207e-05+0.00050213i,0.00023398+0.0008911i,0.00038963+0.00080702i,0.00045237+3.4082e-05i,3.183e-05+0.00019404i
0.001856-0.0024674i,0.0013747-0.0029783i,-0.00077228-0.0032375i,-0.002702-0.0010771i,-0.0028762+0.0015874i,-0.0020751+0.0020763i,-0.0011452+0.0010129i,-0.00058101+0.0010098i,-0.00063073+0.00096087i,-0.0010598+0.00075077i,-0.00071867+0.0010709i,-2.9639e-05+0.00092037i,-0.00012149+0.00015677i,-0.00060985+1.7693e-05i,-0.00024212-2.3922e-05i,-5.3601e-05+4.9674e-06i,-0.00011637+9.5351e-05i,0.00028806+0.00010798i,0.00035213+0.0006895i,-9.508e-05+0.00076861i,6.0266e-05+0.00017561i,0.00062263+2.1181e-05i,0.00092355-2.3117e-05i
-0.00080866-0.001412i,-0.00045525-0.0024166i,-0.0017846-0.0024935i,-0.0021099-0.00074314i,-0.0016796+0.0018648i,-0.001098+0.0019215i,-5.7673e-05+0.00019583i,-0.0002538+0.0006278i,-0.00036916+0.00087758i,-0.000316+0.00037903i,-0.00058877+0.00049672i,-0.00039776+0.00017967i,-0.00043238+9.332e-05i,-0.00065809+0.0007493i,-0.00072482+0.00058785i,0.0005428+0.0005488i,0.0012257+0.00081394i,0.00054868+0.00016221i,0.00010969-3.3852e-06i,-0.00014062+0.00013353i,-0.00022636+0.00043255i,0.00034799+0.00089563i,0.00050546+0.00029449i
1.5622e-05-0.00067885i,-0.00070327-1.2185e-05i,-0.0016681+0.0013396i,-0.0010597+0.0017466i,4.849e-05+0.002175i,0.00075786+0.0019911i,0.000373+0.0012412i,0.00017476+0.00063817i,-5.2245e-06+0.00069786i,-0.00026789+0.00048346i,0.00022949+1.6989e-05i,5.5707e-06-0.00031547i,-0.00097591-0.00031351i,-0.0010524-0.00019534i,-0.00058948-0.00023351i,-0.00013952-0.00057528i,-0.00030091-0.00056936i,-6.6626e-05-0.00015985i,0.00018301-0.00027572i,-0.0001035+0.00010275i,-0.00017478-0.00010796i,0.00014541-0.00056838i,-5.8712e-07+0.00015285i
0.0013175+0.0010574i,0.00088139+0.001235i,0.00065184+0.00081574i,0.00014293+0.00033611i,5.1902e-05+9.3763e-05i,-0.00022399+0.00031272i,-0.00011651-0.00030253i,-0.00012641-0.00089337i,-0.00076384-0.00071429i,-0.00069513+5.4253e-06i,0.00015862+0.00075864i,0.00018214+0.00042783i,-0.0010295-0.00039425i,-0.001461-0.00041848i,-0.0007312-0.00048997i,-0.00029754-0.00060551i,-0.00056569-0.001104i,-0.00088468-0.0015424i,-0.00032296-0.0014331i,0.00037315-0.0010214i,0.0012032+0.00028772i,0.0010662+0.00065351i,0.00073535+0.00033168i
-0.0020334+0.00038551i,-0.0026473-1.6073e-05i,-0.0017011+0.00092039i,-2.0492e-06+0.001861i,0.0012296+0.0024128i,0.0015475+0.0017201i,0.0010399+0.00096709i,0.00097533+0.00025506i,0.00034286+7.3393e-06i,-0.00067017+0.0003693i,-0.00044371+0.00038646i,-0.00041809+0.00035778i,-0.00053724+0.00045681i,-0.00033661+0.00034967i,-0.00054952-0.00064823i,1.7706e-06-0.0011725i,0.00053901-0.00047587i,-0.00026515+0.00021366i,-0.00044754+0.00010933i,0.00020924-0.00012701i,0.00010681+0.00044867i,0.00030522+0.00044067i,0.0006839+0.00013591i
0.0005121-0.00055652i,0.00013675-0.00080141i,-0.00065323-0.00033566i,-0.0012806+0.0015525i,-0.000918+0.0023724i,-0.00053228+0.0019546i,-0.00052613+0.0016675i,-0.00076281+0.0012259i,-0.0004061+0.00065148i,-0.00027073+0.00014837i,-0.00049366-5.6804e-05i,-0.00036981-0.00011399i,-0.00028781-2.4891e-05i,-0.00035436-0.00051609i,-0.00023744-0.00042903i,3.285e-05-0.00024546i,0.00053856-0.00016206i,0.00044585+9.1722e-05i,-0.00032522-0.00032723i,-0.00026121-6.2118e-05i,0.00043823+0.00016457i,0.00040325-3.0113e-05i,-0.00026737-0.00041989i
0.00067069+0.0028105i,0.00074315+0.0026032i,0.0012292+0.00202i,0.0021741+0.0010293i,0.00052806+0.00094892i,-0.0016804+8.7101e-05i,-0.0012074-0.00082997i,-0.00035023+0.0004064i,-0.00066517+0.0012839i,-0.00059911+0.00048434i,-0.00019503-0.00079294i,-0.00038576-0.00091273i,-0.0005399+0.00017075i,0.00016267+0.00061984i,0.00028934+0.00038953i,-1.4183e-05+0.00013397i,4.4866e-05-0.0003272i,0.00047065-0.00021995i,0.00067814+0.00017862i,0.00013367+0.0002344i,0.00012524+0.00060637i,0.00028236+0.00055523i,0.00052403+0.00020421i
