-0.00041271-0.00042983i,-0.00056341+9.4662e-06i,-0.00096221+0.00094989i,-0.0015454+0.00086077i,-0.0011942+0.0011892i,0.00022082+0.0016955i,0.00073817+0.0021441i,1.4959e-05+0.0021341i,0.00036729+0.0017615i,0.00092559+0.0014289i,0.0011637+0.00048225i,0.00055191-0.00054146i,0.00024136-0.00075781i,0.00062155-6.057e-05i,0.00029333+0.00053952i,-5.0344e-05+0.00051055i,0.00064426-0.00054943i,0.00096208-0.00021514i,6.061e-05+0.00061657i,-0.00077556+0.00080917i,-0.00066011+0.00021663i,-0.00071982-0.00021364i,-0.00086103+0.00028238i
-5.0774e-05-0.00015748i,-0.00037057-0.0014711i,-3.5507e-05-0.00061313i,0.00059893+0.00075072i,0.0021867+0.00077392i,0.0025413+0.0011612i,0.0022342+0.0010358i,0.0022398+7.7166e-05i,0.0025359-0.00021859i,0.0022413-0.00057007i,0.0011593-0.00062211i,-0.00027622-0.0008544i,-0.0014179-0.00060489i,-0.0020329-4.9832e-05i,-0.0021618+0.0004285i,-0.0011299+0.00063121i,-0.00039678+0.00076475i,-0.00080852+0.00052146i,-0.00093928+0.0003596i,-0.00017431+0.00060219i,-0.00011749+0.00055534i,-0.00066512+0.00084872i,-0.00046744+0.00071848i
0.00058651-1.4324e-06i,0.00029607-5.6939e-05i,0.00030511+0.0001005i,0.001073-0.00018358i,0.00085427+0.00063807i,0.00064047+0.0011098i,7.1411e-05+0.00040947i,-0.00087598+0.00021566i,-0.00083303+0.0010206i,-0.0005047+0.00098774i,-0.00026384-0.00018353i,-0.00072072-0.00036443i,-0.000655+0.00015599i,-0.00059665-0.00014149i,-0.0010103-0.00044971i,-0.00030833-0.00023788i,0.00047534+0.00044285i,0.00038994+0.0010918i,0.00011424+0.0013333i,-0.0011068+0.0012107i,-0.0010644+0.0010887i,0.00011766+0.00093446i,0.00013875+0.00041996i
-0.00048947-0.002831i,-0.0010614-0.0016072i,-0.0022485-0.00028748i,-0.002359+0.00091957i,-0.00050261+0.0014435i,0.001855+0.00086516i,0.00072357-0.00048254i,-0.00080747-0.0015582i,-0.00039509-0.001636i,0.00011206-0.00066467i,-0.00066834-3.6793e-05i,-0.0010176+0.00016254i,-0.00047122+2.7643e-05i,-0.00037246-0.0009398i,4.7817e-05-0.0015162i,0.00039616-0.00077291i,0.00059224+0.00017447i,0.00025243+0.00043875i,-2.9919e-06+0.00043292i,-2.3603e-05-4.4293e-05i,3.964e-05-0.00071931i,0.00057057-0.0011361i,9.041e-05-0.0011188i
-0.00093569-0.0001335i,-0.0010991-0.0012937i,9.9408e-05-0.00056565i,0.002041+0.00027927i,0.0025785+0.00072434i,0.0019208+0.0003602i,0.0017954+0.00025212i,0.0019603+0.00016748i,0.0019798-0.00093919i,0.001289-0.0016505i,0.00053623-0.0016883i,5.0969e-05-0.0014072i,-0.00049282-0.00062363i,5.1138e-05+0.00033252i,0.00045906+0.00076489i,0.00026318+5.5745e-05i,0.00048496+0.00048016i,0.0010854+0.00097264i,0.00096147+0.00064614i,0.00071364+0.00040065i,0.0011309+0.00046985i,0.0010221-0.00047855i,0.0010023-0.0010028i
0.0015597-0.0021811i,0.001717-0.0030263i,0.0011686-0.0034093i,0.0010391-0.0012626i,0.0019654+0.00053719i,0.001514+0.00099683i,0.00088377+0.00080024i,0.0014252+0.0013803i,0.0010895+0.0022012i,4.5964e-05+0.0013423i,-0.00031395+0.00034574i,-0.00057346-0.00020536i,-0.0010694-0.00049438i,-0.00073774+0.00030408i,0.00039033+0.00077433i,0.0011445+0.00096068i,0.0006381+0.0015828i,-0.00016114+0.0013897i,-0.00041699+9.3014e-05i,5.7421e-05-0.00041051i,0.00031099+2.6802e-05i,0.00011173+0.00018955i,0.00016403+0.00045259i
0.0018143+0.00017958i,0.0021168+0.0012679i,0.0014657+0.0020154i,0.00087643+0.0012966i,0.0010126+0.0015347i,0.0014695+0.0016684i,0.0012515+0.00050057i,-3.6012e-05-0.00039579i,-0.0012848+2.455e-05i,-0.0018125+0.00028383i,-0.0010576-0.00048594i,-0.0012546-0.00079476i,-0.002401-0.00059344i,-0.0015751-0.00058523i,-0.00065238+0.00051343i,-0.00055213+0.00087427i,-0.00012065+0.00063263i,0.00053536+0.00059092i,0.00016974+0.00069453i,-0.00016038+0.00044572i,0.0001179+0.00053109i,-0.00022846+0.00077232i,-6.4756e-05+0.00084926i
-3.9716e-05+0.00032158i,-0.00081418-0.00052317i,-7.2942e-05-0.00055828i,0.0018742+1.7875e-06i,0.0025355+0.00081902i,0.0021221+0.0012954i,0.0011668+0.00017255i,0.00025144-0.0016554i,0.00059758-0.0025429i,0.00039442-0.0021067i,-0.00027779-0.0015583i,-0.00056794-0.0012613i,-0.0012138-0.0010848i,-0.001175-0.00076561i,-0.00046886-0.00080391i,-0.00027219-0.00068468i,-0.00010519-0.00040565i,0.00029792-3.9734e-05i,0.00036516+0.00073456i,-0.00010191+0.00064205i,-0.00035235+0.00042899i,-0.00027666-8.6641e-05i,-0.00060575-0.0007113i
0.0002654+0.0010847i,0.00017042+0.0010239i,0.00098923+0.0019219i,0.0013019+0.0015208i,0.0027086+0.0002558i,0.0024249-0.00089048i,0.0010057-0.0009954i,0.00069783+0.00077494i,0.00096609+0.0014324i,0.001318+0.00017719i,0.00078041-0.00074397i,-0.00080037-0.00035914i,-0.0013741+0.00017294i,-0.00051871+0.00043642i,-4.5965e-05+0.00013318i,-0.00050862-0.00022441i,-0.00077969-0.00019764i,0.00029907+0.00016873i,0.00099792+2.5346e-05i,0.0014001-0.00094252i,0.0016372-0.00057354i,0.0006013-0.00019604i,-0.00017991-6.9867e-05i
0.00064083+0.00032154i,-0.00019093+0.00027822i,-0.00035845+0.00027709i,0.00083601+0.0011171i,0.0020535+0.0017466i,0.0024358+0.0013275i,0.00051738+0.00075442i,-0.00087338+0.0013985i,-0.00089179+0.0019541i,-0.0006767+0.00050423i,-1.2313e-06-0.00070984i,0.00019661-0.0012206i,-0.00044865-0.00086478i,-0.0012932+0.00054425i,-0.0013381+0.0013945i,-0.00012325+0.0012437i,0.00051339+0.00090535i,0.00060861+0.0007361i,0.00087205+0.00082285i,0.00035012+0.00080349i,0.00028468+0.00034026i,0.00085566+0.00029774i,0.0011162-1.8912e-05i
-0.0017874+0.0010281i,-0.0011354+0.0015701i,-0.00062327+0.0022277i,0.00033065+0.0021415i,0.001513+0.0016237i,0.001851+0.00078047i,0.0016433-0.0013497i,0.00045096-0.0020231i,-0.00016988-0.0017895i,0.00020657-0.0018584i,0.00053055-0.0015248i,0.00060897-0.0013853i,-1.2916e-05-0.0014594i,-0.0012382-0.0016582i,-0.0018756-0.00047813i,-0.0014745+0.00070526i,-0.00080264+0.00064572i,-0.00039275+0.00054937i,-0.00030768+0.00098473i,-0.00042352+0.0011081i,-0.00041901+0.00096759i,-2.8704e-05+0.0011429i,1.1201e-05+0.00052976i
0.0007745-0.00036997i,0.00040978-0.00089694i,0.0012114-0.0011678i,0.0009781-0.00060965i,0.00081872-0.0002516i,0.0014912-0.0001091i,0.0018409+5.6289e-06i,0.0027394-0.00092995i,0.0035047-0.0012153i,0.0025418-0.0013714i,0.0012672-0.0012759i,2.7915e-05-0.001005i,-0.001143-0.0012899i,-0.00071096-0.00080668i,2.3749e-05-0.00058431i,0.00041197-0.00026672i,0.00042672+0.00030973i,0.00037236+0.00047402i,0.00090585+0.00058239i,-0.00042949+0.00036267i,-0.00077154-3.3254e-06i,-0.00049498+0.00012959i,-7.4598e-05+0.00021722i
0.0012073+0.0013227i,0.00081966+0.0023732i,0.0012823+0.0026122i,0.0017559+0.0020326i,0.001857+0.00052187i,0.0017608+0.00027338i,0.00052993+0.0006817i,-1.9222e-05+0.0015173i,0.00059892+0.002091i,0.00088214+0.00092424i,-7.4512e-06-0.00055286i,-0.0013381-0.00027735i,-0.0015502+0.00041483i,-0.00026554+0.0003875i,0.00092288-0.00012893i,0.00022662-0.0012404i,-0.00019723-0.0016745i,0.00094454-0.00098108i,0.0014414+0.00040517i,0.00081374+0.00097747i,0.00080264+0.00074618i,0.0011114-7.3951e-05i,0.00081811-0.00039478i
-0.001515+0.001113i,-0.00013694+0.0022998i,-5.2414e-05+0.0022826i,0.0005084+0.0023139i,0.0013919+0.0025761i,0.001232+0.0012459i,0.000438-0.00097901i,-0.00047266-0.0021243i,-0.00069091-0.00096827i,-0.00078757+2.763e-05i,-0.00073513-0.00087364i,-0.0013551-0.0010164i,-0.0020902+0.0002907i,-0.00098096+0.0011513i,-9.5978e-05+0.00096866i,0.00074679+0.0003749i,0.0012226-2.4627e-05i,0.0002644-3.6905e-05i,-0.00056762+0.00018318i,-0.00046178+0.00069903i,-0.00020569+0.00072861i,0.00019298-4.3439e-05i,0.00045633-9.6857e-05i
-0.00017956-0.0024543i,-0.00013437-0.0024564i,0.00026337-0.0026731i,0.00024153-0.0016599i,0.00044092-0.00048896i,0.00096109-0.00036209i,0.00078157-0.00064883i,0.00072647-0.0010591i,0.0013754-0.0020375i,0.0012303-0.0027286i,3.246e-05-0.0017913i,-0.00059583-0.00042917i,-0.00093479+0.00022623i,-0.00077694+0.00073122i,-0.00016443+0.001213i,-0.00029731+0.0011794i,-5.194e-05+0.0010852i,0.0003225+0.00098438i,0.00011243+0.0013783i,-0.00041382+0.00070177i,-0.00035903-0.00031255i,-0.00028926+3.1209e-05i,-0.00031222+0.00018847i
0.0013298-0.0018792i,0.0012749-0.002055i,0.0014529-0.0014163i,0.0017347-0.00030002i,0.0017212+0.00078842i,0.0015777+0.00060479i,0.0017193+8.2055e-05i,0.001874-0.00013094i,0.0013306-0.0004925i,0.00059371-0.00026373i,0.00057465+0.00054133i,0.00075954+0.00067548i,0.00014174+0.00064648i,-0.00065975+0.00013845i,-0.0008295-1.1887e-05i,-0.00060061+0.00058459i,-0.00053634+0.0004239i,-0.0013412+0.00032327i,-0.0011994+0.00095296i,-9.9247e-05+0.00062453i,-1.2094e-06-0.00042057i,-0.0005702-0.00056285i,-0.00034685-0.00015639i
0.00093049+0.004762i,0.0013463+0.0037554i,0.0022865+0.0037123i,0.0030494+0.0030056i,0.0032168+0.00097364i,0.0023181-0.00087873i,0.0006858-0.00091335i,-0.00062485+0.00072067i,-0.00048192+0.0014334i,-9.3409e-05+0.00055742i,-0.00033595-0.00027355i,-0.00056871-0.0011655i,-0.00064442-0.0014054i,-0.00052958-0.00022616i,-0.00050089+0.0010533i,-0.00038569+0.001165i,0.00044519+0.00085484i,0.00084447+0.00089251i,0.00037742+0.00037136i,0.00026792-9.0861e-05i,0.00027341-0.00044352i,0.00014834-0.0011435i,-6.8876e-05-0.0015786i
-0.0028886+0.0021825i,-0.0012143+0.0032102i,0.0013953+0.003614i,0.0027639+0.0033927i,0.0034319+0.002596i,0.0031416+0.00048391i,0.0029968-0.00088785i,0.0019756-0.0011216i,0.00028709-0.00099314i,0.00015522-0.0012174i,0.00051833-0.0021692i,-0.00054407-0.0023058i,-0.0015384-0.00077756i,-0.0012281+0.00023287i,-0.00098975+0.00030197i,-0.0010428-3.5278e-05i,-0.00030926-0.00057283i,0.00076424+4.353e-05i,0.0013294+0.00099253i,0.0012433+0.001429i,0.0011539+0.00099658i,0.00082482+9.9703e-05i,0.00042898+0.00062135i
0.0038595-0.0018285i,0.0035454-0.0024448i,0.0016485-0.0020346i,0.00088814-0.0015074i,0.0012644-0.00083129i,0.0012641-0.00042856i,0.001438-0.00023858i,0.0012515+0.00017947i,0.0013375-0.0010294i,0.00092825-0.0021529i,-0.00021631-0.0022038i,-0.00015121-0.0021361i,-0.00026985-0.0012386i,-0.0012436+6.4825e-05i,-0.00047227+0.00096452i,0.00021944+0.0012686i,0.00033273+0.00077494i,0.00090402+0.00094317i,0.00084806+0.0011995i,0.00075676+0.00065558i,0.00031747+0.00015413i,-0.0003263-1.4833e-05i,-0.00091095-0.00018134i
-0.00015481+0.00098035i,4.5625e-05+0.0010614i,5.931e-05+0.0025628i,0.0013832+0.0026848i,0.0029531+0.0019886i,0.0030851+0.0019153i,0.0016183+0.0010345i,0.0007048+0.00083259i,0.00077733+0.0012973i,0.00066048+0.0011017i,-0.00010265+0.00096454i,-0.00098254+0.00040612i,-0.0010896+0.00028157i,-0.00023122-2.466e-05i,0.00040007-0.00058043i,-0.00039427+0.00010715i,-0.0012108+0.00069793i,-0.0010526+0.00087772i,-0.000436+0.0013401i,-0.00016018+0.00096881i,0.00016841+9.8626e-05i,0.00053653+0.00035222i,0.00051521+0.00040693i
-0.0044509-0.0016908i,-0.0038206-0.00059139i,-0.0035954+0.00052256i,-0.0016652+0.0026205i,-0.0004187+0.002702i,-0.00015807+0.0010794i,-0.00032136+0.00055181i,-0.00096542+0.00066914i,-0.0014381+0.00026033i,-0.0011837+0.00044711i,-0.00033451+0.00074976i,-0.00029597-0.00013897i,-0.00077636-0.00084961i,-0.00059189-0.0005099i,-7.8979e-05-4.2135e-05i,1.5362e-05+0.00030684i,-0.00042177+2.8481e-05i,-0.00034037-0.00015952i,0.00035538-0.00022303i,0.00024343+0.00036709i,-0.00081302+0.0008i,-0.0011778+0.00021629i,-0.00070705-0.00068614i
-0.0015546-0.0014133i,-0.0022521+7.9729e-05i,-0.0021234+0.0017145i,-0.0011081+0.0024886i,0.00011682+0.0027379i,0.0015504+0.0013854i,0.0020694-0.00060509i,0.0014638-0.0016729i,0.0012595-0.0016572i,0.0013341-0.0010788i,0.0014594-0.0012664i,0.0019012-0.0020569i,0.0015484-0.0023203i,0.00049594-0.0020363i,-0.0004713-0.0016005i,-0.00028768-0.00086894i,0.00029869-0.00032784i,0.00061644+0.00020321i,0.0010344+0.00080047i,0.00081645+0.0014705i,0.00019387+0.0020031i,-0.00035003+0.0017681i,-0.00044234+0.00068335i
-0.00075055+0.0021244i,-0.00028987+0.0011931i,0.0011763+0.0016317i,0.0025218+0.0019921i,0.0029066+0.0019559i,0.0023381+0.0013929i,0.0014472+0.00088261i,0.0010427+0.0007498i,0.0018269+0.00037302i,0.0023594-0.00016539i,0.0020163-0.00051243i,0.0012819-0.00065679i,0.00012976-0.00085297i,-0.00025765-0.0014546i,-5.0059e-05-0.00081576i,0.00049287+0.00047109i,0.00070649+0.0011595i,0.00056012+0.0015442i,0.00026153+0.0014656i,-0.00080291+0.0013072i,-0.0015046+0.00096685i,-0.00075803+0.0007273i,0.00026772+0.00044989i
-0.0013343-0.00030078i,-0.00086463+0.00044236i,-3.4693e-05+0.0014351i,0.00023674+0.0022609i,0.0011415+0.002214i,0.0012743+0.0014773i,0.00042556+0.0001058i,-0.00055787-0.0001986i,-0.00088285+0.00039243i,-0.00036583+0.00012289i,-0.00062024-0.00019598i,-0.00221-0.00025317i,-0.0027807-0.00031146i,-0.0019702+0.00036619i,-0.00081645+0.001406i,-1.3224e-05+0.0019958i,0.00060718+0.0022197i,0.0013914+0.0014968i,0.00078732+0.00027148i,0.00044365-0.00017288i,0.00079566+3.6894e-05i,0.00052419+0.00019479i,0.00017012+0.00053783i
-0.00034474-0.00056731i,0.00054102-0.00028458i,0.0013711+0.0012294i,0.0026332+0.0011392i,0.0038386+1.1467e-05i,0.0027009-6.5279e-08i,0.0012631-0.00047734i,0.00083778-0.0016001i,0.00085721-0.001443i,0.00059607-0.0016042i,-0.00012836-0.0019495i,-0.0015685-0.0012621i,-0.002851-0.00042586i,-0.0023589+7.8526e-05i,-0.0010853+0.00089167i,-0.00029608+0.0012072i,0.00055655+0.0013174i,0.0010439+0.0016331i,0.001637+0.0014252i,0.0019669+0.0010437i,0.00048284+0.00031275i,-0.00032226+0.00016956i,0.0003193+0.00050293i
0.0017488+0.0013463i,0.0012057+0.0020606i,0.0009031+0.00071808i,0.00087984-0.0005708i,0.0013512+4.3089e-05i,0.0020681+0.00040514i,0.0022944-0.0003834i,0.0024572-0.00065585i,0.0024224-0.00065846i,0.001631-0.0013151i,0.0010585-0.00093238i,0.00022903+3.9338e-05i,-0.00076925+0.00034908i,-0.00050517+0.00028713i,-0.00018788-0.00023264i,-0.00020944-0.00063782i,0.00088974-0.00025944i,0.0018386+0.00041845i,0.0010463+0.00066858i,0.00024351+0.00060874i,0.00088999+0.00062563i,0.0014175+0.00027595i,0.00059845-0.00049915i
-0.0030989-0.0028198i,-0.0036191-0.0024338i,-0.0036214-0.0021012i,-0.0033337-0.00042949i,-0.0015223+0.0015173i,0.00080934+0.0019937i,0.0010457+0.001031i,0.00085949+0.0011821i,0.00094415+0.001507i,0.00056146+0.00071315i,-0.000348+0.00090297i,-0.0004812+0.0011497i,-3.239e-05+0.00089567i,-2.347e-05+0.00086913i,0.00070143+0.00088423i,0.00085413+0.00048089i,0.0005268-6.2731e-05i,0.00013399+0.00050012i,-0.00040906+0.0010816i,-0.0010125+0.00075637i,-0.00083123+0.00047088i,0.00031526+0.00043403i,0.00017122+0.0003346i
9.2649e-05-0.0022761i,0.00067909-0.0021347i,-0.00043278-0.00023716i,0.00088081+0.0017436i,0.0035452+0.0029457i,0.0035513+0.0023527i,0.001169-0.00070149i,-0.00046786-0.001958i,-0.00069912-0.0018192i,-0.00015805-0.0015347i,7.9868e-05-0.00068387i,-0.00069898-0.00086678i,-0.0013512-0.0012442i,-0.00088538-0.00052808i,-6.2867e-05+0.00056663i,0.00070808+0.00055105i,0.00092728+0.0005708i,0.00084749+0.00069253i,0.00020989-0.00019931i,-0.00078797-0.00074887i,-0.00037404-0.00041618i,8.2719e-05+1.363e-05i,-0.00025508-0.00014035i
-0.00025388+0.0026098i,-0.00067391+0.003227i,7.6723e-06+0.0031038i,0.0012451+0.0020837i,0.0020587+0.0013756i,0.0023654+0.000376i,0.0022449-0.0014407i,0.0012968-0.0022454i,0.0004792-0.0014727i,0.00056419-0.0014907i,0.00015367-0.0019483i,-0.0005554-0.0021839i,-0.00031232-0.0020623i,-0.00075775-0.0011868i,-0.0015038+0.00019233i,-0.0010872+0.00073221i,-0.00045572+0.00054078i,-3.6559e-05+0.00027313i,0.00055606+0.0013323i,0.00078285+0.0014996i,0.0010274+0.00062378i,0.00086945+0.00046541i,5.8714e-05+0.00061569i
0.0015053-0.004184i,0.0012357-0.0029826i,0.00083916-0.0031503i,0.00052308-0.002615i,0.00011539-0.0011368i,0.00030916+0.00019752i,0.00029935+0.00086359i,0.00048813+0.0010875i,0.00075185+0.0002926i,-5.8964e-05-0.00051358i,-0.0010917-0.0002355i,-0.0017973+0.00029258i,-0.0012411+7.5644e-05i,-0.00044575-0.00024283i,9.7502e-05+0.00028402i,0.00021713+0.00068212i,-9.3389e-05+0.00051138i,-0.00013416+0.00044066i,-0.00025272+0.0013141i,0.00017067+0.0020654i,0.00018921+0.0013706i,-0.00033954+9.9452e-05i,-9.2537e-05+0.00010473i
0.001535-0.0020669i,0.00036715-0.0019732i,-0.00050155-0.0013588i,0.00019103-0.00053418i,0.00054983+0.000429i,0.00058849+0.0012535i,0.00053882+0.00089525i,-0.00071215+0.00018043i,-0.0010345-0.00024412i,-0.00059573+0.00030593i,-0.0017127+0.00055478i,-0.0023571+0.00034872i,-0.0015273+0.00074943i,-0.001482+0.00051274i,-0.0006505-0.00033518i,0.00037954-0.0010277i,0.00058747-0.001173i,0.00082055-0.00024283i,0.00059651+0.00079161i,5.3847e-05+0.00076257i,-0.00014153+0.00038535i,-1.8887e-05+0.00069456i,-0.00029484+0.00054471i
-0.00078851-0.0050227i,-0.00036088-0.0040573i,-0.0010447-0.0033698i,-0.00096289-0.0015942i,6.3438e-05+0.00084659i,0.00063672+0.0018367i,0.00087389+0.00027519i,0.0005241-0.0014896i,0.00012719-0.0026411i,0.00024629-0.0026221i,4.8891e-05-0.00097196i,-0.00055502-8.2359e-05i,-0.00070396+0.0003108i,0.0001155+0.00084438i,0.0015647+0.00086085i,0.0018002+0.00043387i,0.0012175+0.0003411i,0.00098983+0.00046125i,0.00126-3.9895e-05i,0.0012158-0.0007055i,0.00066186-0.00040276i,-0.00059964+0.00047274i,-0.001242+0.00023018i
-0.00028611-0.0039876i,-0.00010674-0.0041936i,-0.0021269-0.0043569i,-0.0033688-0.0030995i,-0.001418-0.00054238i,0.00046435+6.7005e-05i,0.00057255-0.0012412i,0.0010067-0.0016055i,0.0017681-0.0010587i,0.00080494+6.2393e-05i,0.00013057+0.00081019i,0.0008993+0.00045554i,0.00075041-0.00030119i,0.00071279-0.00091462i,0.0013737-0.00038465i,0.0018779+0.0006545i,0.0013465+0.0017893i,0.00038395+0.002116i,0.00054752+0.0013495i,0.00078517+0.0010626i,0.00058336+0.00052435i,0.00026003-0.00058861i,0.00019005+8.1433e-06i
-4.2372e-05+0.00020879i,0.00057554+0.00069787i,0.0018639+0.001794i,0.0021611+0.0021643i,0.0019776+0.0013797i,0.0019489+0.001307i,0.00086349+0.001488i,-0.0002519+0.001361i,-4.2519e-05+0.0010233i,9.2916e-05-0.00012582i,-0.0001873-0.00072176i,-0.00031882-0.00090365i,-0.00040384-0.0013194i,-0.00094807-0.00032184i,-0.0017443+0.00091797i,-0.0015528+0.0013284i,-0.00065705+0.00142i,0.00018352+0.00071398i,0.00038726+0.00045198i,0.0001108+0.00085101i,-0.0006625+0.00035621i,-0.0012381+0.0001772i,-0.0013872+0.00029579i
0.0012445-0.00012057i,0.0015985+0.00028778i,0.002495+0.0011596i,0.0028317+0.0016259i,0.0022124+0.001352i,0.0020669+0.00055246i,0.0016035-0.00048943i,0.00047488-0.0012561i,-0.00011105-0.0012334i,-0.00063119-0.0012631i,-0.0016475-0.0010443i,-0.0025144-0.00073826i,-0.00267-0.0002534i,-0.0020547+0.00069863i,-0.0015237+0.0011387i,-0.00093291+0.00075192i,-0.00078845+0.0004592i,-0.00012086+0.00083162i,0.00020664+0.00073945i,-0.0010653+0.00017085i,-0.0018265+0.00021269i,-0.0009016+0.00082993i,7.961e-05+0.0011883i
0.0021453+0.00084958i,0.002879+0.001179i,0.0025441-0.00027914i,0.0029363-0.00056349i,0.002606-0.00011724i,0.0027+4.2708e-05i,0.002822-0.00052591i,0.00181-0.0015924i,0.0017497-0.001952i,0.001134-0.0018547i,0.00032403-0.0020063i,-0.00044768-0.0017045i,-0.0013189-0.00054257i,-0.00052887+0.0010828i,0.000421+0.0010059i,0.00076387+0.0007025i,0.00024174+0.0015316i,0.00035172+0.0011943i,0.0010909+0.00037292i,0.00055009-0.00094104i,-0.00022073-0.0013056i,-8.1553e-05-0.00068881i,0.00049586-0.0006657i
-0.00017479-0.00087268i,0.00010415-0.00012609i,0.00067085+0.0003686i,0.00013875+9.3536e-05i,0.00086878-4.5699e-05i,0.0014363+0.00044822i,0.0019375+0.00077636i,0.00189+0.00062745i,0.00068194+0.00087724i,-0.00022138+0.0006579i,-0.00089897+1.6232e-05i,-0.00091831+4.7381e-05i,5.9585e-05+0.00093682i,0.00080962+0.0021935i,0.0013245+0.0022895i,0.0013308+0.0018309i,0.0011461+0.0010055i,0.00086768+0.00053089i,0.00061035+0.0012417i,0.00076349+0.0016982i,0.00065769+0.0010295i,0.00024224+0.00035589i,-0.00016629+3.4336e-05i
-0.00017169+0.00022561i,-3.126e-05+0.00035181i,0.00097426+0.00071405i,0.0016337+0.00070536i,0.0024927+0.0014197i,0.0022474+0.0018118i,0.0003074+0.00083598i,-0.00074171-0.00018619i,-0.00065464-0.00043078i,-0.00085796-0.0010188i,-0.00014951-0.0020531i,-0.00034115-0.0022366i,-0.0013379-0.0014878i,-0.00092112-0.00097717i,-0.00062791-0.00071157i,-0.00074619+0.00077696i,-0.00042436+0.0014653i,-0.00011572+0.0016777i,-0.00028815+0.0023978i,-0.00089437+0.0026039i,-0.00079248+0.0013765i,9.8904e-05+0.00043242i,0.00019525+0.00031379i
0.0031391+0.00052781i,0.0017888+0.0010458i,-9.5558e-05+0.00058076i,-0.00038958+0.0015221i,0.00057268+0.0027241i,0.0010368+0.0023207i,0.0011174+0.0007008i,0.00088711-0.0013021i,0.00058514-0.0023108i,0.00062048-0.002079i,0.0004461-0.0012433i,-0.00054029-0.00083453i,-0.0013296-0.00042834i,-0.0010566-3.5751e-05i,-0.0012252-0.00081179i,-0.0010053-0.0012463i,0.00030247-0.00036056i,0.00043219+0.0004652i,-0.0003145+3.7025e-05i,-0.00084645-0.00066172i,-0.0014523-0.0004405i,-0.0016254-0.00073506i,-0.0006068-0.00099372i
-0.002724-0.0027836i,-0.0029865-0.0028335i,-0.0030029-0.002292i,-0.0021898-0.0008814i,-0.00086362+0.0006646i,0.0012481+0.0010132i,0.0025809+0.00074621i,0.0026071+0.00045676i,0.0024992+0.00047804i,0.001226+0.0010711i,0.00076306+0.00086446i,0.00083805-3.9538e-05i,-0.00026476-0.0010881i,-0.00026998-0.0015006i,0.00024733-0.0015603i,-1.6175e-05-0.0015862i,-0.00024724-0.00078409i,-9.2919e-05+0.00016078i,0.00072283-7.0335e-05i,0.00091427-0.0011323i,0.00015165-0.0014321i,-0.00032806-0.001016i,-0.00064343-0.0008433i
0.00010061-0.0032241i,0.0020537-0.0023256i,0.00099428-0.0011846i,0.00068649+0.00043604i,0.0019774+0.0019355i,0.0010205+0.0011231i,-0.00026991+0.0003973i,-0.00078587+0.0011535i,-0.001223+0.0019232i,-0.0013149+0.0014216i,-0.0011468+6.2387e-05i,-0.00078921+9.8693e-05i,-0.00081285+0.0010652i,-0.00030228+0.001813i,0.0012359+0.0019566i,0.0024567+0.0011064i,0.0019573+0.00044864i,0.0013271+0.00025026i,0.0017207+0.00068041i,0.0016954+0.0016388i,0.0011874+0.0016326i,0.00061261+0.0003706i,4.6664e-05-0.00043139i
-0.0016873+0.0008831i,-0.0018153+0.0014781i,-0.0019521+0.0019805i,-0.00066575+0.0017367i,0.00108+0.0019273i,0.0009195+0.001395i,0.00025342-0.00017751i,-0.00054518-0.00080189i,-0.0014849-0.0006371i,-0.0011546-0.0015561i,-0.00024393-0.0025082i,-0.00027608-0.0023196i,-0.0014673-0.0017545i,-0.0021999-0.00081505i,-0.0012276+0.00062154i,0.0002929+0.0015932i,0.001098+0.0016864i,0.00079342+0.0019935i,-0.00010375+0.002249i,-0.0006895+0.0023165i,-0.00082664+0.0023226i,0.00035431+0.0016583i,0.0015651+0.0013669i
0.0018422-0.0021549i,0.0017917-0.0028222i,0.0014262-0.0037754i,-7.4576e-05-0.002878i,-0.00033669-0.00058222i,0.00056882+0.0011529i,0.0010335-2.5284e-05i,0.0011082-0.0021042i,0.0014541-0.0027391i,0.0010221-0.0023578i,-1.2964e-05-0.0013584i,-0.000953-0.00059789i,-0.00042794-0.00061696i,9.8138e-05-0.00050666i,-0.00035815-0.00025032i,-0.00071865+3.5965e-05i,-0.00041009+0.00049021i,-0.00072391+0.00052071i,-0.0014321-0.0010117i,-0.0013867-0.0021269i,-0.00045359-0.0015251i,0.00029124-0.00056671i,-0.00025825-8.6365e-05i
-0.00039584-0.00039307i,0.00016751-0.00089811i,1.1413e-05-0.0010061i,0.00041979+0.00015373i,0.0010736+0.0012535i,0.0013463+0.0009204i,0.0010571+0.0003254i,0.0011307+0.00015997i,0.0011839+0.00082555i,0.00051812+0.00084623i,-0.00029893-4.7953e-06i,-0.00042697-0.00013138i,-0.00023077-0.00012681i,0.00011858+0.00038494i,0.00046575-0.00056835i,-7.9024e-05-0.0010304i,-0.00015916-0.00067367i,0.0007851-0.00097936i,0.0014406-0.00083121i,0.0011272-0.0010482i,0.0010782-0.00094005i,0.00052438-0.00042993i,-9.1177e-05-0.00025549i
