-0.002567-0.00023634i,-0.0023964-0.00049275i,-0.0020384+0.00046376i,-0.00066792+0.0014501i,0.00012889+0.001836i,0.00039327+0.0017363i,0.0002323+0.0017649i,9.9464e-05+0.0016301i,0.00067887+0.0011029i,0.0010266+0.00027526i,0.00094438-0.0002979i,0.00080299-1.8552e-05i,0.00072523+0.0003865i,0.00030124+0.00059439i,0.00016308-0.00043149i,0.00056501-0.0014756i,0.00044705-0.00060324i,0.00064788+0.00061257i,0.00021787+0.00088219i,2.4321e-05+0.00049731i,0.00021252-0.00022056i,-0.00015216-0.00028515i,0.00029877+0.00051142i
-0.0012531+3.5119e-05i,0.00024573-0.00020338i,-0.00036371-0.0007837i,-0.0012035-0.00019741i,-0.0010333+6.5482e-05i,-0.00037718-0.00025631i,-4.3085e-05-0.00088567i,-0.00035986-0.00054997i,-0.00071092+0.00062254i,-0.0011177+0.00072599i,-0.001078+0.00027815i,-0.0010522+6.3622e-05i,-0.00063452-0.000583i,0.00029648+0.00035642i,0.00033206+0.00051422i,-0.00029729-0.00027932i,-5.4955e-05+0.0005122i,0.0001954+0.0012591i,-6.0284e-05+0.0010071i,-5.7415e-05+0.00013668i,0.00014483+0.00015578i,-0.0001616+0.00054604i,-0.00052696+0.00043912i
-0.0016234-0.0013417i,-0.0023026-0.00054331i,-0.0035201+0.00010409i,-0.0031424+0.00027247i,-0.00090168+0.00022202i,0.00076036-0.00037623i,0.00035385-0.0009477i,-0.00016999-0.00080884i,-0.0001983+0.00032977i,-0.00086273+0.0013602i,-0.001035+0.00095368i,0.00010881+0.00053107i,-9.6212e-05+0.00025722i,-0.00044934-0.00082115i,0.00052551-0.00094251i,0.00074345-0.00065291i,9.5956e-06-0.00061177i,-0.00027141-0.00027619i,-3.3868e-05-0.0011539i,0.00088876-0.001645i,0.0006922-0.00027559i,0.00020919+0.00086885i,0.00037016+0.00098099i
-0.00058854-0.0019935i,-0.0012046-0.00043441i,-0.0020561+0.00074349i,-0.0019957+0.00095525i,-0.0013882+0.0002288i,-0.0013931+0.00047178i,-0.00081983+0.00087606i,0.00027026+0.00010213i,0.00060872+8.2194e-05i,-0.00040053+0.00042237i,-0.00060951+0.00033549i,0.0002693+0.00079184i,0.001338+0.00069548i,0.0018753+8.3149e-05i,0.0015642-0.00073147i,0.00079811-0.00047519i,-1.4374e-05-0.00040159i,7.7939e-06-0.00088687i,0.00020083+6.4883e-05i,-0.00010122+0.00057099i,-0.00035946+0.00018528i,-0.00061816-0.00014119i,-0.00011011+3.8902e-05i
0.00017346-0.00022336i,2.2466e-06-0.00063319i,-0.00063831-0.0010441i,-0.00092505-0.00088752i,-0.00069481+0.00011612i,-0.00023196+0.00010461i,0.00015231-0.00039537i,0.00031321-0.00031343i,-0.00033547-0.00069973i,-0.0001094-0.0013656i,0.00054426-0.0010554i,0.00016409-0.00023994i,-0.00019667+0.00033661i,0.00025459+0.00047314i,0.00068112+0.00085934i,0.00052633+0.00095348i,0.00062335+3.2952e-05i,0.00069955-0.00093639i,0.00033184-0.0012892i,-0.0002281-0.0011569i,-0.0002255-0.00070522i,-0.00052732-0.00018835i,-0.00071602-0.00076273i
0.00027196+0.00039803i,-0.00036487-0.00017131i,-0.00079247+0.00029495i,-0.0011542-0.00036808i,-0.0015468-0.0020554i,-0.0012605-0.0025449i,-0.00075521-0.0018256i,-0.0010095-0.0013844i,-0.00093012-0.00117i,1.7735e-05-0.00066914i,7.0323e-05-0.00047796i,-0.00055719-7.8441e-05i,-0.00076168+0.00049725i,0.00027258+0.00025505i,0.00068-0.00020939i,0.00067368-0.0001151i,0.0007847+0.00029342i,0.00010056+0.00073014i,-0.0003466+0.00093263i,-0.00035227+0.00045635i,0.00028008-0.00054956i,0.00125-0.00055213i,0.00095542+0.00014181i
0.00067119-0.001837i,-0.00018948-0.0021501i,-0.00040821-0.0027119i,-0.0010644-0.0017267i,-0.0014136-0.00014314i,-0.0015618+0.00020839i,-0.0013019-1.3489e-05i,-0.0007411-0.00043072i,-0.00056993-0.0010917i,-0.00072374-0.00097422i,-0.00032467-0.00075668i,-0.00017843-0.00024764i,-0.00019513+0.00055004i,-0.00010546+0.00017548i,-0.00020773+0.00027884i,-0.00048201+0.00071711i,-7.6193e-05+0.00010359i,0.00079928+7.0885e-05i,0.00078494-0.0001971i,0.00042504-0.00036795i,0.00060393-4.502e-05i,0.00028096-0.00026604i,-0.00020908-0.00016424i
0.00031031+0.0023389i,0.0011445+0.0030015i,0.0017656+0.0028224i,0.00069124+0.00078918i,-0.0003504-0.00053085i,-0.00029398-0.00020409i,-6.707e-05+0.00042148i,-7.6681e-05-0.00024793i,-7.5222e-05-0.00036205i,-0.00042128-0.0002659i,-0.00026683-0.000443i,-0.0002312-0.00021894i,-0.00060881-0.00081259i,-0.00094296-0.0013879i,-0.0011031-0.00061529i,7.5976e-05-0.00035017i,0.00074938-0.00012211i,-0.00068009+0.00021627i,-0.0010851+3.0676e-05i,-0.0007576+0.00017302i,-0.00042515+0.00098456i,-0.00047525+0.00054637i,-0.00071327-0.00017682i
0.00021893+0.00052958i,-0.00064403+0.00025424i,-0.0014311-0.00017059i,-0.0013061+1.3904e-05i,-0.00074705-0.00060166i,-0.00096091-0.00087619i,-0.00033763-0.00075892i,-9.2787e-05-0.00022819i,-0.0008817+0.00010829i,-0.00064117+0.00013579i,-7.9036e-05-4.899e-07i,0.000144-0.00015564i,0.00019247+8.8829e-05i,-0.00010551+0.00020889i,0.00052927-0.00012548i,0.00128-4.086e-05i,0.00067721+0.00017688i,-0.00013327-0.0002416i,7.6625e-05-0.00043914i,-0.00047539+0.00024984i,-0.0012757+0.00027641i,-0.0010551+0.00068838i,-0.00016604+0.00074644i
0.0011933+0.0012915i,0.0016823+0.00048633i,0.0013383-5.4855e-05i,0.00031885-0.00083157i,-0.00027563-0.00069104i,-0.00051414+3.2589e-05i,-0.00086576-0.00034496i,-0.000593-0.00098423i,-0.00022224-0.0013483i,-0.00038582-0.0010459i,5.1159e-06-0.00038208i,0.0004385+0.00017467i,0.00019796+0.00042878i,1.6873e-05-0.00011728i,5.8344e-05-0.0010187i,0.00043174-0.0013474i,0.00066656-0.0014919i,0.00040077-0.00085735i,-9.9228e-05-0.00035222i,0.00031987-0.00063926i,0.00060626-0.00058038i,-4.5318e-05-8.2922e-05i,-0.00049689+0.00039008i
0.0010237+0.0028773i,0.0012349+0.0025753i,0.00038615+0.0023644i,4.9925e-05+0.0011338i,0.00028246-0.00027013i,-0.00038283-0.00064539i,-0.00049021-0.00027897i,-0.00041306+0.00028582i,-0.00076099+0.00075734i,-0.000547+0.0001806i,-0.00070839-0.00029577i,-0.00092943-6.3504e-05i,-0.0011303-0.00040417i,-0.00075-0.00075275i,-0.00032869-0.0001726i,-0.00068849+0.00020703i,-0.00034647+0.00029043i,-0.00029652+0.00058816i,7.1858e-05+0.00094362i,0.0009251+0.00035536i,0.0007151-0.00026922i,-0.00010243+2.6055e-06i,-0.0008052-8.0442e-05i
-0.0023678-0.0011437i,-0.0024606-0.00012738i,-0.0024167+0.0009739i,-0.0019228+0.0019307i,-0.00055865+0.001347i,0.00024107+0.0006496i,-0.00097502-0.00053909i,-0.0016503-0.0010448i,-0.0011226+9.1346e-05i,-0.00033237+0.00081388i,0.00024403+0.00049431i,0.00049089-0.00029207i,0.00037235-0.00049277i,0.00066325-0.00020597i,0.00045104+0.00011796i,-0.00028858+0.0004922i,-0.00061304+0.0005838i,-0.00042305-0.00024376i,0.00067625-0.00092276i,0.00070322-0.0013951i,-4.2348e-05-0.00058366i,-2.7585e-05+0.0003106i,0.00060037+0.00026663i
0.00092221+0.00033277i,0.0019755-0.00038965i,0.0019454-0.00079102i,0.0013121-0.00085008i,0.00086953-0.0017608i,0.00046436-0.0022544i,-0.00032953-0.0014632i,-0.00049775-0.00097317i,-0.00039762-0.00068231i,-0.0003704-0.00066796i,0.00047538-0.00049282i,5.7564e-05-0.00036769i,-0.00050365-0.00043983i,-0.00016783-0.00026066i,-7.2079e-05-0.00076634i,-8.4282e-05-0.0011401i,-0.00019023-0.001022i,-0.00076278-0.0015727i,-0.00069325-0.0017575i,-0.0006553-0.000694i,-0.00053248-0.00029165i,-8.6731e-05-0.00023364i,-0.00024544+0.00064456i
-0.00035609+0.00027639i,-0.00049526+0.00085152i,-0.00095303+0.00071194i,-0.001633+0.00085262i,-0.0018075+0.00014101i,-0.00099467-0.00066527i,-0.00032132-0.0013982i,0.00010428-0.0012167i,8.7433e-05-0.00017848i,0.00030322+2.1779e-05i,0.00045355+0.0003325i,0.00026985+0.00095595i,0.00018807+0.00067375i,8.3106e-05-0.00034435i,1.6728e-05-0.00076843i,1.5241e-05-0.00022873i,-0.00037476+0.00060792i,-0.00056935+0.00092012i,-0.00042854+7.8149e-05i,-0.00081856-0.00029409i,-0.00063017+0.0003603i,0.00010488+0.00041939i,0.00020988-0.00016346i
-0.00040583+0.0018225i,-0.00032348+0.00070638i,0.00022928-0.00073376i,0.00015639-0.00087785i,-5.9269e-05-0.00046381i,-0.00097141-0.0006082i,-0.0011585-0.00044646i,-0.00073213-0.00053519i,-0.00045486-0.00069875i,0.00015735-0.00030269i,0.00092394+8.5732e-05i,0.00086956+0.00032924i,-9.263e-05-2.1545e-05i,-0.00032492-0.0001317i,0.0001344+0.00019314i,1.7494e-05+4.7626e-05i,-0.00044704-6.8583e-05i,-0.0013069-0.00010639i,-0.0011641+0.00016782i,0.00036536-0.00020718i,0.00083381-0.00092477i,0.00013744-0.0011999i,-0.00045009-0.00074933i
-0.00046382+0.00076043i,1.018e-05+0.00092293i,0.0014603+0.0020325i,0.0016361+0.0015394i,0.0010857-0.00011254i,0.00021508-0.0009706i,-0.00038582-0.0007004i,-0.00011636-0.00078426i,9.091e-05-0.00073402i,-9.5625e-05-0.00080782i,0.00013848-0.00088089i,0.00027383-0.0005955i,-0.00011173-0.00057321i,-0.00027401-0.0010479i,-0.00047868-0.0021255i,-0.00034178-0.0015846i,-0.00010722+0.00012167i,-0.00024517+0.0008006i,-0.00036854+0.00098107i,0.00040295+0.00081096i,0.0013574+0.00044089i,0.00096897+0.00041711i,0.00014312-0.00085877i
0.0017482-0.0010435i,0.00056461-0.0017397i,-0.00055424-0.0022606i,-0.0015535-0.0020674i,-0.0018406-0.0012773i,-0.0015272-0.00023695i,-0.00086556-0.00038539i,4.0684e-05-0.00061603i,0.0010977-4.5103e-05i,0.0010636+0.00017495i,-0.00012263+0.00029715i,-0.00077325+0.00037867i,-0.00034247+0.00027406i,2.9396e-06+0.00062829i,0.00019671+0.0009857i,0.00061272+0.0004296i,0.00095727-0.0002738i,0.00075508-0.00017332i,0.00019466+0.00010254i,-0.00034439-0.00033523i,-8.9645e-05-7.1554e-05i,-0.00023031-0.00029824i,-0.00056219-0.00053454i
0.001363-0.00054939i,-0.00015743-0.0010899i,-0.00043999-4.595e-05i,-0.00013799+0.00060085i,-0.00085215-0.000294i,-0.0017601+0.00057397i,-0.00055714+0.0010126i,0.00031805-0.00018826i,-0.00075225-0.0014544i,-0.00091327-0.00070447i,-0.00056261+0.00047135i,-0.00087189+0.00060745i,-0.00042519+0.00084167i,-9.4058e-05+0.0004451i,-0.00065868-0.00025347i,-0.00080645+6.3492e-05i,-0.00034655+0.00062071i,-9.984e-05+0.0012658i,-0.00013051+0.0013898i,-0.00028798+0.0010612i,-3.8783e-05+0.00034364i,-5.1639e-06+2.2474e-05i,6.9253e-05-0.00026213i
-0.00071718-0.00010615i,-0.00080485+0.00058469i,-0.0013824+0.0010629i,-0.0016704+0.0010612i,-0.001715+0.0015214i,-0.0014186+0.00082084i,-0.0012771+0.00046529i,-0.00086201+4.1953e-05i,-5.6936e-05-0.00051727i,0.00016842-0.0001178i,0.00086579+0.00040374i,0.0016708+1.4174e-05i,0.0017459-0.00010316i,0.0014148-3.0875e-05i,0.001028-0.00071786i,0.00099564-0.00088926i,0.00071853-0.00045387i,0.00031054-0.00029088i,-0.00019894-0.00025686i,-0.00022704-0.00071343i,-0.00032554-0.00030207i,-0.00031287+0.00047869i,0.00014529+0.00018271i
0.00017971+0.0010802i,0.00081649+0.00094391i,0.001935+0.0016298i,0.0024285+0.00083706i,0.0023743-0.00064472i,0.0011539-0.0012639i,0.00079222-0.00095076i,0.0011303-0.00050808i,0.00071018-0.00028565i,0.00018261-0.00087627i,0.00025233-0.0019963i,0.00076254-0.0016199i,0.0008168-0.00018969i,0.00043031-0.00051937i,-4.6568e-05-0.0011088i,-0.00052677-0.00073598i,-0.00056799-0.00026316i,-0.00062112+0.0001758i,-0.0011109-6.9415e-05i,-0.001183-0.00010089i,-0.0012122-1.4097e-05i,-0.00034638-0.00057059i,0.00088578-0.00052918i
2.4311e-05+0.0011713i,-0.0020484+0.0010096i,-0.0026759+0.0004724i,-0.0012641-9.2978e-05i,-0.0016715-0.0001417i,-0.0021563-0.00040417i,-0.0014341-0.00060084i,-8.3405e-05-0.00081276i,0.00022952-0.001189i,-0.00019817-0.00081462i,8.4554e-05-0.00050163i,7.2952e-05-0.00037179i,-0.00028621-0.00028267i,-0.00015718-2.4382e-05i,0.00023493+0.00037818i,-4.4446e-05-5.1093e-06i,-0.00020956-0.00069794i,0.00040275-0.00045541i,0.00037373-0.00041246i,6.8899e-05-0.00060762i,-6.7804e-05-0.00049312i,-1.3727e-05-0.00073712i,0.00021241-0.0012944i
-0.0020339-0.00097255i,-0.0023413-0.0015242i,-0.002688-0.00144i,-0.0029479-0.00022328i,-0.0020559+0.00043423i,-0.00091185-3.0694e-05i,-0.00076155-0.00077426i,-0.00093178-0.00088805i,-0.00084476-0.00063542i,-0.00022084+0.00011258i,0.00030414+0.00059339i,0.0007054-9.1339e-05i,0.00046736-0.00016539i,0.00069575+0.00038098i,0.00096673+0.00071941i,0.00013565+0.00055112i,-0.00036358+0.00011272i,-0.0003936-0.00031113i,-0.00058359-0.00098188i,-0.00084404-0.00084438i,-0.0013095-0.00054208i,-0.0014256-0.00042317i,-0.00077223-0.00039067i
0.00068145-0.0014925i,0.0010697-0.00067843i,0.00039432-0.00045639i,-0.0003828-8.6982e-05i,-0.0013035+0.00071018i,-0.00095315+6.8167e-05i,-0.00042523-0.00035509i,-0.00047432-0.00015399i,-0.0010587-0.00042369i,-0.0010429-0.00037259i,-0.00012856+9.2323e-05i,0.00034662+0.00077869i,0.00029844+0.0010454i,-0.00015577+0.00025041i,-0.0009997+1.6989e-05i,-0.0014549+0.00015674i,3.9716e-05+0.00070331i,0.0011854+0.00037022i,0.00096912-0.0007675i,0.00061237-0.00086671i,0.00038653+3.5377e-05i,0.00068237+0.00047309i,0.0006111+0.00012403i
0.00041612+0.00029813i,0.0004645+1.541e-06i,-9.9312e-06-0.00059732i,-0.00014364-0.00038828i,0.00031238-0.0016273i,0.00039992-0.0020609i,-0.00031041-0.00088215i,-0.00050321-0.00024833i,3.7028e-05-0.00040138i,0.00028659-0.00026104i,0.00062501+0.00066703i,0.0010455+0.0011971i,0.00090387+0.0010959i,0.00099697+0.00050901i,0.00046558+0.00084025i,-0.00010978+0.00054626i,0.0012182-0.0001689i,0.0015671-0.00025739i,0.0009026-0.00042094i,0.00055542-0.00083995i,0.00041355-0.00038778i,2.064e-05+0.00085965i,-0.00088531+0.0011929i
0.0017747-0.002263i,0.00068223-0.0035722i,-0.00076735-0.0036455i,-0.0019956-0.0031565i,-0.0024528-0.0023073i,-0.0023253-0.00042866i,-0.0015598+0.0008813i,-0.00049061+0.00046703i,0.00043573-0.00094625i,0.00089146-0.0011947i,-0.00022171-0.00068108i,-0.0006311-0.00049516i,-7.5295e-05-3.8276e-05i,-0.00050729+0.00048617i,-0.00066207+0.00044589i,0.00026066+3.318e-05i,0.00076119-1.1666e-05i,0.00082817-0.00018638i,0.00046576-0.00027059i,-0.00036261-0.00011071i,-0.00057737+5.674e-05i,0.00016476+0.0001881i,0.00016425+0.00031762i
-0.00014902+0.0015359i,0.00033597+0.0015917i,0.0009665+0.0015658i,0.00050772+0.0010086i,0.00020518+0.00041131i,0.00034484+0.00017967i,-0.00013133-0.00013344i,-0.00022451-0.0005452i,-0.00017982-0.00062571i,6.6593e-05-0.00085985i,0.00021481-0.00096245i,-0.00022504-0.00087039i,-0.0008995-0.00041035i,-0.0012432-0.00018867i,-0.00070546-0.00076211i,9.912e-05-0.0010292i,-0.00014516-0.00088489i,-0.00061117-0.00056554i,-0.00061075+0.00052957i,-0.00045032+0.000978i,-0.00036498+0.00050228i,-0.00016096-2.4298e-05i,6.2055e-05-0.00016821i
-0.00067688+0.00016205i,-0.0012658+0.00069478i,-0.00062628+0.00025893i,-0.00012288+0.00028213i,-0.00070778+0.00074995i,-0.001138-0.0003206i,-0.0011221-0.0012768i,-0.00090024-0.0013117i,-0.00056969-0.00091803i,-0.00030256-0.00019783i,-0.00025582+0.0007991i,-0.00015242+0.001438i,-1.9267e-05+0.0009675i,0.00071724+0.00035529i,0.0012549-0.00025333i,0.0011005-0.00029459i,0.00033645-1.696e-05i,-0.00043218+9.7151e-05i,-0.00046955+3.4097e-06i,0.00011395+7.1144e-05i,0.00052135-0.00053799i,0.00034538-0.001214i,-0.00051092-0.00068806i
0.00034035-0.00094297i,-0.00010576-0.0011841i,-0.0007029-0.0017226i,-0.00014853-0.0010112i,9.5806e-05-0.0004939i,0.00014919+0.00015091i,0.00041916+0.00061209i,0.00022715+0.0003298i,-3.2315e-05+0.0004451i,-0.00076805+0.0010564i,-0.00079687+0.0014475i,9.1571e-05+0.0011668i,0.00031169+0.00030333i,0.00041549+0.00040274i,0.0001624+0.00064474i,0.0003326-0.00036937i,0.00059575-0.00062941i,0.00018717-0.00028952i,-0.00021924-4.4292e-05i,-5.8318e-05-0.00053736i,-5.0199e-05-0.00070688i,-0.00038324+0.00035973i,-0.00020243+0.00048685i
2.2131e-05-0.00033145i,-0.00051122+0.00049321i,-0.001042+0.00069959i,-0.0013484+0.00066809i,-0.0016337+0.00091234i,-0.0013958+0.0013122i,-0.00059479+0.00077038i,-0.00026092-0.0002092i,-7.2038e-05+0.00011544i,0.00060988-8.1825e-05i,0.00072561-0.00087906i,5.6764e-05-0.00045799i,0.00019064-6.531e-05i,0.00080591+0.00033276i,0.00077446+0.00033479i,-0.00017083+3.7389e-05i,-5.1266e-05+0.00033911i,0.00089847+0.00085187i,0.0010083+0.00034721i,0.0004-0.00082133i,9.0089e-05-0.0011019i,5.0471e-05-0.00092948i,0.00012782-0.00077164i
-0.0031045-0.00061397i,-0.0040539-2.8804e-05i,-0.0040091+0.00068237i,-0.0023403+0.0011176i,-0.00047642+0.0017001i,-3.4585e-05+0.0013983i,-0.00025406+0.00010912i,-8.6805e-05-0.00067732i,0.00069816-0.00092046i,0.0015099-0.00051659i,0.0016807-0.00032737i,0.00069545-0.00069924i,0.00027773-0.0010135i,0.00064257-0.00046244i,0.0012793+6.2967e-06i,0.0010279-7.33e-05i,0.00029348-0.00024611i,0.00017545+3.3692e-05i,-0.00027958-0.000127i,-0.00014168-0.00022637i,0.00029641+0.00012593i,-0.00016468-0.00022271i,-0.00039064-2.6483e-05i
-0.0012387-0.00046144i,-0.0009602-0.00019265i,-0.0013431-0.00063852i,-0.0012795-0.00036859i,-0.00053086-0.00023332i,-0.00023869-0.00082361i,-7.9299e-05-0.00049916i,-0.00026425-0.00019696i,-0.00061699-0.00044945i,-0.00056213-0.00099204i,0.000212-0.00044907i,0.00056113+0.0005599i,-0.00035805-0.00030729i,-0.00038626-0.0011657i,0.00012978-0.001147i,0.00031692-0.0015301i,0.0007974-0.0011183i,0.00094268-0.00020911i,0.00037389-0.00034868i,-1.362e-05-0.00094467i,-4.5838e-05-0.00098076i,-3.1707e-05-0.00037586i,-0.00052066+0.00016079i
-0.0012405+0.00093597i,-0.0007101-0.00047149i,-0.00061741-1.8479e-05i,-0.00043123+0.00066559i,-0.0001211-0.00050584i,-0.00044164-0.0012101i,-0.0006292-5.5708e-05i,-0.00071122+0.00019628i,-0.0010798+0.00021884i,-0.00083089+0.0011011i,-0.00041453+0.0013342i,-0.00023641+0.00042906i,-9.8958e-06-0.00035078i,0.00018247-0.00032652i,-3.3113e-06-5.1333e-05i,0.00026721+9.0533e-05i,0.00036398+0.00039179i,0.00023291+0.00041393i,-4.211e-05+0.0002972i,0.00060946+0.00035114i,0.0014608+2.5002e-05i,0.00075426-0.00059729i,-0.00018738-0.00046092i
0.00020668-6.9054e-06i,-0.00095114+0.0002437i,-0.0020019+0.00025598i,-0.0022023+6.0806e-06i,-0.0019892-0.00019658i,-0.0018928-0.0002619i,-0.0014589-0.00046805i,-0.00073462-0.00016412i,-0.00067338+0.00052125i,-0.00010328+0.00089702i,0.00060218+0.00094352i,0.00091808+0.00097213i,0.00051827+0.00030656i,-0.00012296-0.00058083i,0.0002251-0.0011477i,0.00062893-0.0016133i,0.00018597-0.001443i,-0.00011296-0.0013496i,0.00044663-0.00060877i,0.00097975+0.00012787i,0.00080933+0.00023936i,0.00032583-6.7122e-05i,0.00041663-0.00031055i
-0.0010017+0.00042597i,-0.0016491+0.0014269i,-0.0015768+0.0022269i,-0.0013817+0.002272i,-0.00085021+0.0019007i,-8.025e-05+0.0012137i,-0.00015738+0.00058339i,-0.00023038+9.5942e-05i,0.00047782-5.5542e-05i,0.0010674+0.00036886i,0.0011272+0.00058205i,0.00067583+0.00026713i,0.00018768+0.00029547i,0.00022283-0.00022747i,0.00070571-0.0012818i,0.00094047-0.0010106i,1.4103e-05-0.00026415i,-0.0003664-5.0519e-05i,5.6656e-05+3.8467e-05i,-0.00063354-0.00022904i,-0.0006998-0.00066479i,-0.00087387-0.00061882i,-0.00061936-0.00082947i
-0.0004523-0.00084436i,-0.00088828-0.00063488i,3.7315e-05-0.0013574i,0.00071463-0.0014637i,0.00079719-0.0012925i,0.00065224-0.00029155i,-1.6296e-05-0.00032022i,-0.00030091-0.0012756i,-0.00079072-0.00094353i,-0.00033726-0.0009001i,0.00037253-0.0011362i,0.00026974-0.00011777i,0.00035087+0.00075303i,0.00020521+0.0002754i,0.00044559-0.00016208i,0.00097959-0.00050375i,0.0006778-0.0008155i,-0.00031018-0.00070337i,-0.00076796-0.00085091i,0.00041561-0.0009758i,0.00088734-0.00087055i,1.6351e-05-0.00046212i,-0.00062727+0.00027907i
0.0013595+0.00068258i,-0.00017999+0.0018222i,-4.9071e-05+0.0022906i,-0.00037794+0.0010507i,-0.00083515-0.00033839i,-0.001147-0.00066436i,-0.0021067-0.00050014i,-0.0015897-0.00072464i,-0.00078021-0.00081675i,-5.6572e-05-0.0014417i,8.8063e-05-0.0018569i,-0.00035577-0.0017094i,-0.00067416-0.0011328i,-0.00060559-0.00068065i,-0.00058311-0.00059399i,5.6477e-05-0.00040109i,0.00027371-6.8915e-05i,0.00027042+0.00014689i,0.00062693+0.00058247i,0.00085775+0.00090104i,0.00052785+0.00072005i,5.5297e-05+0.00016484i,0.00041519-0.00068807i
-0.00036705+0.002712i,-0.0010793+0.0021754i,-0.00017504+0.0011046i,0.00035131-0.00014917i,-0.00082921-0.00090195i,-0.0018384-0.00054027i,-0.0019488-0.00028761i,-0.0012101-0.00022742i,-0.00018317+0.00011704i,0.00028126-6.0886e-05i,0.00014673+0.00029093i,-0.00045969+0.00064135i,-0.00051262+0.00027191i,5.9323e-05-0.00056825i,2.4412e-05-0.00064443i,9.0701e-05-3.065e-05i,-3.1288e-05+0.00016823i,-0.00020798+3.3621e-05i,-0.00012124-0.00024229i,-0.00033873-0.00052039i,0.00014665-0.00028818i,-0.00017008-0.00016898i,-0.0011609-9.1289e-05i
0.0020946+0.0013612i,0.0010487+0.00067008i,0.0010044+0.00068743i,0.0010465+0.00094737i,-0.00013609+0.0010279i,-0.00098672+0.0001941i,-0.00014671+8.1326e-05i,0.0002164+0.00096026i,0.00028802+0.0011023i,5.7925e-05+0.00079205i,-0.00015232+0.00082323i,5.5477e-05+0.00091211i,0.00094895+0.00056155i,0.00092917+0.0003374i,6.3362e-05+0.00073695i,-0.00013025+0.00043343i,-0.0004828-0.00033529i,-0.0011567-9.869e-05i,-0.00054029+0.00042961i,0.00019081+0.00023628i,-0.00035884-0.00030643i,-0.00074742-0.00070232i,-0.0011423-0.00031613i
0.0013953+0.00039086i,0.00063266-0.00018668i,0.00079134-0.00091198i,0.00025349-0.0015386i,-0.00099591-0.0016279i,-0.0013396-0.0016411i,-0.00047406-0.00097161i,0.00033499-1.7199e-05i,0.00061746+0.00081942i,0.00083253+0.00051217i,0.00075373+7.8868e-05i,0.00034284+0.00022983i,-0.00019439+0.00010021i,-0.00043176+0.00037382i,-0.0001234+0.00059389i,-0.00060665-0.0002894i,3.1482e-05-0.0006163i,0.00096821-0.00047816i,0.00030192-0.00028594i,-5.2507e-05+0.00011282i,0.0006349-0.00024541i,0.00081961-0.00039295i,-0.00010641+8.0965e-05i
-0.00027765-0.0011701i,-0.001211-0.00057368i,-0.0012132-0.00083879i,-0.00082821-0.00016508i,-0.00077687+0.00041918i,-0.00097918+0.0006554i,-0.0011891-5.7222e-05i,-0.00090466-0.0012835i,0.00041454-0.0013523i,0.00032197-0.00095576i,-0.00033825-0.00097735i,0.00045337-0.00029753i,0.0011143+9.8852e-05i,0.0009284-0.00040735i,0.00053845+0.00019212i,0.00076012+0.0010079i,0.0016359+0.00094534i,0.0017288+0.0004953i,0.0013007-1.0104e-05i,0.0012079-0.0005389i,0.00031583-0.00055628i,-0.00029226-0.00046523i,2.829e-05-0.00031274i
-0.00066649-0.0024971i,-0.00052392-0.0017313i,-0.0010985+0.00053864i,-0.0015138+0.0011992i,-0.00098214+0.0012035i,3.6938e-05+0.00076359i,-0.00040379-0.00024577i,-0.00069029-0.00092743i,-0.00050526-0.0013276i,-0.00060409-0.0013286i,-0.00083616-0.0012144i,-0.00042516-0.0013493i,0.00049375-0.00076443i,0.00067599-0.00050026i,0.00034238-0.0004859i,0.00071076+0.00048044i,0.0006039+0.0012069i,0.00013015+0.00099213i,0.0001928+0.00097794i,0.00072072+0.00059179i,0.00097304+0.0002154i,0.00049324+0.00075633i,-0.00017137+0.00096619i
-0.00013788-0.0020807i,0.00017756-0.0021216i,-0.00046532-0.0021851i,-0.00087073-0.0022421i,-0.00066857-0.0012776i,-0.00021032+0.00015252i,-0.00071138+0.00058736i,-0.0015297-0.00045828i,-0.0011313-0.0016565i,-0.001117-0.0007584i,-0.0012657+0.00067523i,-0.00079646+0.00076268i,2.5601e-05+0.00040941i,0.00042118+0.00051805i,0.00030926+0.00022769i,0.00064265-0.00052847i,0.00051494-0.00031535i,-0.00010587-0.00052343i,-0.00017815-0.00074645i,-0.0001626-1.4016e-05i,-0.00067148+0.00093638i,-0.0011804+0.00055891i,-0.00098482-0.00023428i
0.00018732+0.00078187i,-0.00025513+0.0004794i,0.00032654+0.00044999i,0.00071988-9.0631e-05i,0.00046483-0.0005545i,-0.00046746-0.00033239i,-0.0012542-0.00071396i,-0.00072583-0.00084129i,-5.172e-05-7.7595e-05i,-8.7446e-05+0.00054112i,-3.6027e-05+0.00075009i,-0.0002468+0.0010223i,-0.00074651+0.0014414i,-0.00084304+0.00081199i,-0.00033941+0.00010254i,-0.000219-2.7714e-05i,-2.7082e-05-0.00027845i,0.00035699-0.0004224i,0.00090773-0.00098239i,0.0015383-0.0011228i,0.00078642-0.00080734i,-0.00017346-0.00043443i,-0.00064745-0.00023286i
