0.0029134+0.00041887i,0.002181-0.0002311i,0.00023087-0.0014254i,-0.00036451-0.0026315i,-0.00075731-0.0012137i,-0.001063+0.0013033i,-0.0013353+0.002623i,-0.00098701+0.0028939i,0.00038795+0.0018643i,0.0014265+0.00094771i,0.0013642-0.00031801i,0.00046157-0.0017399i,-0.00030898-0.0012077i,-0.00073488-0.000355i,-0.0012059-0.00023691i,-0.0008077-0.00046262i,0.00021365-0.00031161i,0.00078549+0.00068081i,0.00079536+0.0010008i,7.8202e-05+0.00034402i,0.0002708+0.0001933i,0.00031742+8.1327e-05i,-0.00020345-0.00081222i
5.274e-05+0.00023606i,0.0012886+0.0018563i,0.0013353+0.006474i,-0.00060478+0.012838i,-0.0041852+0.014658i,-0.0042218+0.0096942i,-0.0030947+0.0059264i,-0.0031587+0.0051776i,-0.0024757+0.0032087i,-0.0018925+0.0015691i,-0.00283+0.00068148i,-0.0037665+0.00098611i,-0.0035943+0.0024944i,-0.0023051+0.0040004i,-0.001164+0.0045067i,-0.0010299+0.0025877i,-0.0019603-0.00024703i,-0.0033102-0.0029916i,-0.0042698-0.0045683i,-0.00463-0.0062251i,-0.0062265-0.011131i,-0.010504-0.016952i,-0.013202-0.01803i
-0.0036729+0.00046295i,-0.0056418-0.0011863i,-0.0067224-0.0068712i,-0.0040172-0.012596i,0.0011311-0.012817i,0.0027941-0.0071916i,-0.00053334-0.0020058i,-0.0023642-0.00054045i,-0.0017248-0.00040644i,-0.0015737-0.00091309i,-0.00046065-0.00084618i,0.00061133-0.00082856i,0.0012566-0.0015346i,0.0012961-0.0023649i,0.0011157-0.0034088i,0.0016711-0.0021521i,0.0025705+0.00032049i,0.003451+0.0015949i,0.0043084+0.0028784i,0.0038624+0.0065627i,0.0040786+0.011961i,0.0074282+0.017123i,0.010708+0.017936i
0.003558+0.0019441i,0.0049831+0.0016984i,0.0062088+0.0049143i,0.004782+0.0082793i,0.0009587+0.0076786i,-0.00068657+0.0044342i,0.0010343+0.0041184i,0.0025787+0.004367i,0.0032343+0.0023536i,0.0022351+0.00060758i,0.0018118+0.0004205i,0.002183+0.00036032i,0.0012629+0.00069848i,7.421e-05+0.0023888i,-0.00034273+0.0031929i,-0.00093136+0.0020746i,-0.0019621+0.00072036i,-0.004006-0.00078614i,-0.0054315-0.0013577i,-0.0045398-0.0029011i,-0.003409-0.0085245i,-0.0051822-0.015246i,-0.008918-0.017135i
-0.0005289+0.001465i,-0.0032266+0.00023703i,-0.0065639-0.0062438i,-0.0067436-0.01188i,-0.0015051-0.010102i,0.0032318-0.0037288i,0.0032528+0.00085097i,0.0018986+0.0037604i,0.0016586+0.0044986i,0.00078863+0.0031275i,-0.00015956+0.001367i,0.0012285+0.00046895i,0.0023037-0.00011944i,0.0016227-0.0018069i,0.00014443-0.0028112i,0.00055905-0.0018645i,0.0020042+8.7619e-05i,0.0036887+0.0010815i,0.0051611+0.0014357i,0.0043091+0.0033153i,0.0033815+0.0097996i,0.0057859+0.017188i,0.0087076+0.018067i
-0.0023252+0.002205i,-0.0023363+0.0037563i,-0.0015171+0.0070537i,-0.00045284+0.010003i,-0.0013795+0.0082977i,-0.0011866+0.0042811i,7.9197e-05+0.0010533i,0.00039091-0.00023582i,0.00034745+0.0005614i,0.00035892+0.00086806i,0.00071346-0.00011305i,-4.2022e-05-0.00054723i,-0.0014181-4.3479e-05i,-0.00040885+0.00092i,0.001+0.00072728i,0.00075568+9.927e-05i,-0.00096424+0.00046826i,-0.0022722+0.0015586i,-0.0029028+0.002375i,-0.0023311-0.00013727i,-0.0011196-0.0069781i,-0.0033388-0.014305i,-0.0060896-0.016927i
0.0015984+0.0001916i,0.0023398-0.0015149i,0.00068407-0.003871i,-0.0017149-0.0062127i,-0.00053547-0.0064635i,0.00096051-0.0042982i,0.00077349-0.002519i,0.0027631-0.0024224i,0.004304-0.0029307i,0.0025958-0.0039017i,0.00068525-0.002948i,0.00093777-0.0015777i,0.001528-0.0023462i,0.00045358-0.002897i,-0.00010064-0.0018535i,0.00073909-0.00079327i,0.0018587-0.00058921i,0.0030654-0.00089346i,0.0044085-0.0014619i,0.0041337-0.00024661i,0.0030852+0.0048575i,0.0041552+0.012905i,0.0060687+0.016804i
0.0039489-0.00075441i,0.0056295+0.001251i,0.0073227+0.0028407i,0.0067906+0.0049479i,0.0036488+0.0073095i,0.0007381+0.0057055i,-7.9601e-05+0.0032908i,0.00041327+0.0027376i,0.0027305+0.002111i,0.0043948+0.0010412i,0.0034429+0.00016755i,0.00090712-0.00032751i,-0.00085728-8.1599e-05i,-0.0008209+0.00073085i,0.00073396+0.00031722i,0.0012204-0.00037289i,-0.00058114-0.00075694i,-0.0024467-0.00061537i,-0.0026639-0.00011392i,-0.0014915-0.00068165i,-0.001052-0.0058423i,-0.002288-0.013438i,-0.0039289-0.015714i
-0.0023384-0.00027652i,-0.0029973-0.0019913i,-0.0049743-0.0047225i,-0.0054407-0.0073184i,-0.0021664-0.0080233i,0.00015948-0.0063495i,-0.0012877-0.0035636i,-0.0039337-0.0024071i,-0.0053019-0.0014862i,-0.0042724+0.00027657i,-0.001639+0.0016733i,0.00045245+0.0016351i,0.001256+0.0007721i,0.00076659+0.0002439i,-0.00033757-0.0010646i,-9.5041e-05-0.0019947i,0.0013266-0.0019907i,0.0026496-0.0032367i,0.0029217-0.0051915i,0.0013198-0.0039426i,-0.00076117+0.0025732i,-0.00047047+0.011001i,0.0010709+0.014616i
0.0026438+0.00028099i,0.0026716-0.00090488i,0.0036085-0.00010221i,0.0027845+0.0014873i,0.00061581+0.0031392i,-0.00043551+0.003466i,7.3705e-05+0.0030564i,0.00062867+0.00082912i,0.0013318-0.0022852i,0.0014506-0.0034029i,0.00023117-0.0024093i,-0.0021409-0.0016999i,-0.003541-0.0011967i,-0.0020312+0.00023377i,-0.00044643-0.00065669i,5.4082e-05-0.0019139i,-0.0014363-0.00067961i,-0.0032082+0.00049045i,-0.0028889+0.0023902i,-0.001053+0.0036412i,0.00038176-0.001136i,0.0007694-0.0090173i,-0.00018315-0.012542i
0.0011327-0.00055745i,-0.0010365-0.00076195i,-0.0055667-0.0023028i,-0.0078201-0.0045054i,-0.0050246-0.0043769i,2.5453e-05-0.001525i,0.0013633+0.0026623i,0.00059997+0.0053145i,0.0014289+0.0051543i,0.0019803+0.002504i,0.00088723-0.00028881i,0.0011337-0.0010211i,0.0018883-0.00067014i,0.0011764-0.00092528i,5.2761e-05-0.00026525i,-0.00089977+0.00019108i,-0.00089577-0.00028882i,-0.00041964-0.0010372i,-0.00062105-0.0025804i,-0.0019453-0.0020991i,-0.0032811+0.002645i,-0.0037328+0.0084109i,-0.0026956+0.010969i
0.00058553-0.00048183i,0.00048965+5.9909e-05i,0.0025497+0.00011195i,0.0035409+0.00076519i,0.0019097+0.002134i,-0.00036173+0.00275i,-0.0015537+0.0022423i,-0.0018393+0.0029741i,-0.0010365+0.002829i,0.00041272+0.0004443i,0.00030937-0.001033i,-0.0009091-0.00055494i,-0.0012143+0.00034449i,-0.00084765-0.00046739i,-0.00064216-0.0010135i,-0.00068854+6.44e-06i,-0.0013511+0.00067111i,-0.0020072+0.0021217i,-0.0022646+0.0042031i,-0.00024827+0.0039947i,0.0034829-0.00039222i,0.0050161-0.0072037i,0.0043992-0.010532i
0.0018937-0.0014323i,0.0010883-0.0025782i,-0.00045605-0.0030458i,-0.0038392-0.0041325i,-0.0029796-0.0037027i,0.00050863-0.0023772i,0.0020487-0.00055251i,0.0025263+8.1717e-05i,0.0022181-0.0012048i,0.00056762-0.0014681i,8.6596e-05-0.00012032i,0.0021906+0.00066248i,0.0037635-0.00055215i,0.0039089-0.0011068i,0.0024481-0.0006862i,0.00084446+0.00022815i,0.001082+0.0021594i,0.0022661+0.0020187i,0.0019235-0.0006464i,-0.00095592-0.0022105i,-0.0045731+0.00046165i,-0.0063382+0.0059091i,-0.0060079+0.0088596i
0.00062165-0.0021109i,0.0010573-0.0025276i,0.00077367-0.0040348i,0.0015909-0.0039655i,0.0023088-0.0011723i,0.0023766+0.0014397i,0.0036079+0.0016337i,0.0050056+0.00078594i,0.0038777-0.00093958i,0.0014238-0.0034005i,-0.001276-0.0040627i,-0.0032112-0.0020457i,-0.003087-0.00020872i,-0.0023175+0.00063501i,-0.001415+0.00096302i,-3.5158e-06+0.00062156i,0.00068706+0.00075502i,0.0004952+0.0023263i,0.00055877+0.004272i,0.0029974+0.0043546i,0.0071478+0.00081425i,0.0090279-0.0049066i,0.0078299-0.0074252i
-0.0015068-0.0020353i,-0.003817-0.0043551i,-0.0068967-0.004071i,-0.0071615-0.0021582i,-0.0037771-0.0013328i,-0.0012408-0.00080922i,-0.001546-0.00051042i,-0.00095792-0.0009605i,0.00094538+0.00014775i,0.0026701+0.0013849i,0.0030009+0.00011704i,0.0021829-0.0019232i,0.0021389-0.0036023i,0.0021051-0.0035099i,0.0016414-0.002243i,0.00010563-0.00061854i,-0.0001748+0.0002507i,0.0020412-0.0016024i,0.0028022-0.0039804i,-0.00041402-0.0038302i,-0.0055591-0.00077776i,-0.0084813+0.0034535i,-0.0082655+0.0045534i
-0.00012853+0.0014152i,-0.00038601+0.0013661i,-0.00046429+0.001598i,9.5797e-05+0.0012984i,0.0014612+0.0015652i,0.0017734+0.0018546i,-0.0001253+0.00097121i,-0.0022018-0.0001762i,-0.0024664-0.00014496i,-0.0010937-0.00031808i,-0.00094128+0.00039042i,-0.001735+0.0023278i,-0.0017279+0.0022505i,-0.0011554+0.001626i,-0.00016435+0.0016555i,0.0015744+0.00030786i,0.0015657-0.00118i,0.00083306-0.0010054i,0.00092999+0.00065394i,0.0027346+0.001754i,0.0073855+0.00040929i,0.012041-0.0021175i,0.01195-0.0031843i
-0.0039063-0.00010223i,-0.0054139+0.00055528i,-0.0067708+0.0015253i,-0.0059385+0.00081784i,-0.003228-0.00062853i,-0.00079227-0.0010017i,-0.00068289-0.00023032i,-0.0012157-3.8066e-05i,-0.00042735-0.00040729i,0.00016625-0.00071922i,-0.00051747-0.00041252i,-0.00019407-0.00047003i,0.0010948-0.00097145i,0.0012444-0.00060444i,0.00019318-0.00025196i,-0.0012829-0.00053709i,-0.0015233-0.00089973i,-0.00081372-0.0024434i,-0.001108-0.0042946i,-0.0042023-0.0041589i,-0.0089961-0.0015987i,-0.012197+0.0017034i,-0.011795+0.0027706i
0.00013246-0.00027241i,0.0013898-0.00033488i,0.0020535-0.001494i,0.0018991-0.0022128i,0.0016418-4.1041e-06i,0.0013442+0.0021566i,0.00068103+0.0027761i,0.0014576+0.0020032i,0.0017687+0.00041253i,0.0001818-0.00038132i,-0.0014543+4.3571e-05i,-0.0018846+0.0010367i,-0.002259+0.0027614i,-0.0026592+0.0028289i,-0.0018172+0.0015783i,-0.00047741-0.0001718i,-0.00020711-0.0014478i,-0.0011578-0.00081441i,-0.00084047+0.00093985i,0.002524+0.001911i,0.0081553+0.0011828i,0.01256-0.00079062i,0.012322-0.002051i
-0.0021714+0.0027445i,-0.0036796+0.00065383i,-0.0059591+0.00065374i,-0.005963+0.0015743i,-0.0025614+0.0018998i,0.001299+0.0018567i,0.0016993+0.0025952i,0.0015419+0.0037176i,0.0020238+0.0025856i,0.0018821+0.00014118i,0.0014627-0.0021745i,0.0016879-0.003894i,0.0021771-0.004928i,0.0025102-0.0044353i,0.0014178-0.0028434i,-0.0013224-0.0007056i,-0.0025572+0.00045511i,-0.0024863-0.00021898i,-0.0031067-0.00057488i,-0.0060969-0.00085556i,-0.010352-0.00043554i,-0.013414+0.00038293i,-0.013222+0.00031084i
-0.0047821-0.0029022i,-0.0055235-0.0031887i,-0.0056107-0.003178i,-0.0025011-0.0021283i,0.0012086-0.00049179i,0.0019611-0.00036166i,0.00055942-0.00057281i,0.00012279+0.00057279i,-0.00058019+0.0012524i,-0.0016913+0.0012838i,-0.00094264+0.002245i,0.00075104+0.0041155i,0.0010889+0.0054774i,0.00019258+0.0055525i,-4.5489e-06+0.0036009i,0.00047512+0.0011561i,0.00014649-0.00018542i,-0.00048376+0.00057356i,0.00030907+0.0025981i,0.0028985+0.0028193i,0.0071044+0.0019217i,0.012214+0.0013278i,0.013522+0.0016684i
-0.00075832+0.0036832i,-0.0022188+0.0028784i,-0.0034921+0.0038814i,-0.0041888+0.0034262i,-0.0029002+0.0019385i,0.00030083+0.001379i,0.0016458+0.00048413i,0.0024882-0.00064124i,0.0022396-0.0007658i,1.2967e-05-0.0010177i,-0.001708-0.001769i,-0.0015074-0.0023107i,-0.0006099-0.002315i,-1.8423e-05-0.0024855i,2.6085e-05-0.0023635i,-0.0011402-0.00094109i,-0.0016659+0.0011258i,-0.0009066+0.0011376i,-0.00068365-9.4492e-05i,-0.0029051-0.00024829i,-0.00732-0.00053688i,-0.01205-0.0014502i,-0.012923-0.0026874i
0.0017443+0.0035154i,0.0023561+0.0019331i,0.0039999+0.00084923i,0.0041875-0.0018169i,0.0039931-0.0037489i,0.0031851-0.0033802i,0.0017531-0.0016343i,0.0018389-0.00024235i,0.0032064-4.7885e-05i,0.0033419-5.7322e-05i,0.0022451-0.00042913i,0.0017831-0.00078141i,0.0013052-0.00016077i,0.00052157+0.0013875i,0.0012682+0.0014437i,0.0029671-0.0002283i,0.0032892-0.0015581i,0.0029186-0.00054065i,0.0034114+0.0011215i,0.0053958+0.0013234i,0.0095928+0.0015905i,0.01365+0.0025681i,0.013392+0.0034022i
-0.0034038+0.00078491i,-0.0040222+0.00072994i,-0.0063278+0.0013255i,-0.0059716+0.0017356i,-0.0035631+0.002117i,-0.00068258+0.0026214i,0.00017533+0.0019658i,-0.00010526+0.0016003i,-9.3615e-05+0.0018368i,-0.00033828+0.00080026i,-0.00036306-0.00055963i,0.00021019-0.0013814i,0.00022031-0.0023552i,-0.00090875-0.0026873i,-0.00197-0.0017166i,-0.0025707+0.00021754i,-0.001817+0.001399i,-0.00058715+0.0010331i,-0.0012933-0.00033621i,-0.0040938-0.0011458i,-0.0083739-0.0014297i,-0.012401-0.0027953i,-0.012209-0.0042622i
0.00060912-0.00038903i,0.0013141-0.0012822i,0.0011912-0.00072331i,0.001559-0.0015255i,0.0020165-0.0017835i,0.0022891-0.0013068i,0.00098956-0.00016781i,-0.0010497+0.00053833i,-0.00065209+0.0007459i,0.0015875+0.0013522i,0.0025668+0.0027924i,0.0019995+0.0041286i,0.0017427+0.0045111i,0.0019076+0.0040227i,0.0023764+0.0019506i,0.0029727-0.0011781i,0.0022686-0.0033877i,0.0012034-0.0033943i,0.0015243-0.0020126i,0.0040144-0.0018585i,0.0083941-0.00087192i,0.012241+0.0024561i,0.011871+0.0044943i
-0.00031119+0.007054i,-0.001774+0.0069343i,-0.00089111+0.0070936i,0.00067761+0.0038244i,0.0016095+0.00032079i,0.0013232-0.0015626i,4.6788e-05-0.0014784i,0.00044153-0.00021617i,0.0011636+0.00011359i,0.00017617-0.0016992i,-0.001521-0.0028676i,-0.0029804-0.0019997i,-0.0029097-0.001597i,-0.0019963-0.0024213i,-0.0017064-0.0020234i,-0.0017628+0.00031002i,-0.0014911+0.0015651i,-0.0012215+0.00017937i,-0.0022376-0.0013707i,-0.0043936-0.0015827i,-0.0067862-0.0020928i,-0.0096598-0.0036081i,-0.0099708-0.004812i
-0.0068263+0.017264i,-0.012166+0.016454i,-0.010585+0.021141i,-0.0040924+0.01436i,0.0038078+0.0066263i,0.0077274+0.00018361i,0.0037772-0.00027789i,0.0024347+0.0040376i,0.0053598+0.0053203i,0.0080517+0.0035085i,0.0087837+0.00051533i,0.0076308-0.00037368i,0.0064054+0.0010557i,0.0056944+0.0020944i,0.0045075+0.0016938i,0.0034339-0.00011435i,0.0019767-0.0012046i,-0.0001275-0.0010069i,-0.00079049-0.00081312i,0.0016406-0.00065733i,0.0069226+0.0018247i,0.011193+0.0048962i,0.010518+0.0051575i
1.3055e-05-0.0050343i,0.00086551-0.0048105i,-0.0020015-0.0078767i,-0.0046815-0.0045893i,-0.0039388-0.00057296i,-0.0023287+0.0010161i,-0.00043184+0.0021611i,0.00054078+0.0024595i,-0.00037572+0.0013399i,-0.0023953+0.00053707i,-0.0031399+0.0015751i,-0.001794+0.0014487i,-0.00097336-0.00032122i,-0.0018453-0.0022508i,-0.0026573-0.0023362i,-0.0028283-0.00029201i,-0.0018038+0.0013753i,-0.0011156+0.0020103i,-0.0023155+0.0023061i,-0.0044298+0.0014718i,-0.0076005-0.00099297i,-0.010923-0.0039039i,-0.0094851-0.0058874i
0.0032635-0.0038764i,0.0027294-0.0051862i,0.00091697-0.0062304i,-0.0010715-0.0050935i,-0.0010853-0.0044052i,-0.00035259-0.001964i,0.00048322+1.1899e-05i,0.00084611-0.00029612i,0.00081252-0.0015888i,0.00023249-0.0027658i,0.0010325-0.0019476i,0.0012757-0.00046669i,0.00041981-7.504e-05i,0.00042021+0.00047668i,0.00062598+0.00078197i,0.00075743+0.00079225i,-0.00044762+0.00034755i,-0.0011185-0.00024869i,0.00087773-0.00091333i,0.003896-0.0015104i,0.0070505+0.00016314i,0.0092583+0.0035254i,0.0081103+0.0058818i
0.0013406-4.3351e-05i,0.0014526+0.0012882i,0.0018936+0.0008252i,0.0014021+0.0005682i,0.0011257+0.0015198i,0.0020063+0.0012861i,0.002721+5.5623e-05i,0.0022765-0.00098239i,0.0017577-0.00090804i,0.00095031-0.00074997i,-0.00080649-0.0011469i,-0.00086147-0.0015116i,0.00039535-0.0017589i,-0.00049526-0.0014202i,-0.0013014-0.00055277i,-0.00011685+0.00076769i,0.0014827+0.0020259i,0.0016898+0.0030626i,0.00013108+0.0041926i,-0.0032406+0.0035746i,-0.0076416+0.00069649i,-0.0093944-0.0032904i,-0.0067674-0.0054478i
-0.0045883-0.00041598i,-0.0055126-0.0014311i,-0.006803-0.0024547i,-0.0045335-0.0027369i,-0.00095778-0.00088415i,0.001388+0.00076168i,0.0013387+0.0015388i,0.00020776+0.0019899i,0.0010104+0.0015498i,0.002358+0.00034679i,0.0026931-0.0013465i,0.0017415-0.0022217i,0.00070995-0.0017757i,0.00012367-0.00058521i,3.1715e-05-0.00022792i,4.9945e-05-0.0015669i,-0.00055485-0.002232i,-0.00044198-0.0021427i,6.1695e-05-0.0019747i,0.002311-0.0021038i,0.0067465-8.3447e-05i,0.0083727+0.0049281i,0.0064856+0.0067917i
0.003854-0.0014037i,0.0036481-0.002292i,0.0022891-0.0036787i,-0.00010342-0.0038642i,-0.00042618-0.0029637i,-0.00052184-0.00087405i,-0.00093439+0.0010173i,-0.001712+0.0015006i,-0.0015888+0.0012761i,-0.0013904+0.0018i,-0.0013308+0.0027311i,-0.00024064+0.0029718i,3.992e-05+0.00065099i,-0.00033881-0.0009049i,-0.0010397-0.00083697i,-0.00061129-0.00079614i,0.0011651-0.00080355i,0.0021692-0.00071311i,0.0017407-0.00054593i,-9.4514e-05+0.00013807i,-0.0036523-0.0014581i,-0.0059693-0.0054931i,-0.0044061-0.0072722i
-0.001574+0.00066092i,-0.0016456-0.00055831i,-0.0023978-0.0027211i,-0.0021103-0.0041272i,-0.00036658-0.0029035i,0.0012343-0.0010154i,0.00088723-0.00077027i,7.7443e-05-0.00088756i,8.0959e-05-0.0012517i,-0.00030253-0.0024968i,-0.00099898-0.0025759i,-0.0012896-0.0012411i,-0.00030034-0.00027119i,0.00027156+0.0005381i,0.00014387+0.0013467i,-0.00010297+0.0013394i,-0.00094386-5.5691e-05i,-0.0013127-0.0020517i,-0.00080598-0.0031088i,0.0014897-0.0019814i,0.0048853+0.00098944i,0.0066069+0.0048776i,0.0044066+0.0067161i
-0.00035801-0.0028962i,-0.0012462-0.0030326i,-0.0031176-0.0032515i,-0.0041242-0.0019486i,-0.0025693+0.00083107i,-0.0004329+0.0029725i,0.00057764+0.0034528i,0.00080901+0.0027161i,0.0011521+0.00098613i,0.0013531+0.00027676i,0.0015181+0.00090101i,0.00075579+0.0012603i,-9.9498e-05+0.00052999i,-0.00082144-0.00063157i,-0.00083469-0.00096778i,0.00038036-0.0004689i,0.00071598-8.6636e-05i,0.00031829+0.00029303i,5.3121e-05+0.00014981i,-0.0019772-4.6976e-05i,-0.0046841-0.0011353i,-0.0061498-0.0050438i,-0.0043048-0.0070873i
0.0010411+0.00069951i,0.00067551+0.00076207i,-0.00032162-0.0013237i,-0.00073526-0.0029791i,0.00026094-0.0015693i,0.00076815+0.001309i,0.00020641+0.0033298i,0.00062526+0.0034117i,0.0014311+0.0018006i,0.0014261-0.00069414i,0.00038215-0.0018975i,0.00028238-0.0015611i,0.00062688-0.0013318i,0.0011744-0.00094025i,0.001209-0.00018142i,-0.00094381-0.00011604i,-0.0030313-0.00041332i,-0.003086-0.0010845i,-0.0020099-0.0018731i,0.00017067-0.0010272i,0.0037366+0.0023839i,0.0053956+0.0063087i,0.002838+0.0072705i
0.0014035-0.0025081i,1.6001e-06-0.0029999i,-0.0028847-0.0036031i,-0.0037129-0.003389i,-0.0014794-0.0011947i,0.0010965+0.00026129i,0.00036252-0.00015088i,-0.0013716-0.0008691i,-0.0017415-0.0011708i,-0.00087478-0.00065975i,0.00027214+0.00067241i,0.00079579+0.00094934i,0.00057539+0.00045079i,-0.0003539+0.00027935i,-0.00034456-0.00012408i,0.0010591-0.00045975i,0.0023809-0.00071083i,0.0022942-4.5875e-05i,0.00037521+0.0016816i,-0.002363+0.0025353i,-0.0045138-0.00057278i,-0.0044503-0.0048451i,-0.0022229-0.0056608i
-0.0016895+0.0013471i,-0.0016805+0.00047501i,-0.0023868-0.00026746i,-0.0020736-0.0014722i,0.00013418-0.00094486i,0.0017183+0.00065449i,0.00052473+0.00014879i,-0.00082276-0.0011184i,0.00029028-0.0014683i,0.00014465-0.0018395i,-0.0017333-0.0019315i,-0.0022062-0.0012703i,-0.0010736-0.00028074i,-0.00034109+0.00034135i,-0.0005786+0.00090052i,-0.0013828+0.00081332i,-0.0022911+0.00053537i,-0.0026116+0.00012099i,-0.0015042-0.00016803i,0.00085713+0.00070709i,0.0032608+0.0029055i,0.0042903+0.0054625i,0.0023924+0.0060026i
0.00014769-0.00050076i,1.8854e-05-0.00011551i,-0.00055296-0.0003221i,-0.00087544-0.0010863i,-0.00021596-0.0011628i,0.00066978-0.00026008i,0.00075813+0.00060675i,0.00058789+0.00065488i,0.0012089+0.00073612i,0.001299+5.1701e-05i,0.00084364-0.0008404i,0.00057167-0.0022058i,0.00017894-0.003545i,-0.00052185-0.0026511i,-0.000414-0.0012574i,0.00077157-0.0013531i,0.0017591-0.001196i,0.0015196+1.6723e-05i,0.00083901+0.0010924i,-0.00072139+0.00067883i,-0.0031852-0.0014711i,-0.003581-0.0044946i,-0.0016796-0.0049435i
0.0011403-0.0031876i,-0.00014749-0.0038204i,-0.00012712-0.0046993i,-0.00040783-0.0045634i,-0.00075055-0.0019593i,-0.00050981+0.0011607i,-0.0017741+0.0019244i,-0.0016801+0.0022805i,-0.00071528+0.002033i,-0.00084415+0.00095442i,-0.00053919+0.0012327i,-0.00013786+0.0017616i,0.0004025+0.0014154i,0.00083561+0.00059501i,0.00073465+0.00030414i,-0.00066946+0.0011169i,-0.0024353+0.0011601i,-0.0025428+0.00067287i,-0.00090626-0.00042131i,0.0010185-0.00036575i,0.0028254+0.0016552i,0.0037099+0.0043169i,0.0027364+0.0050343i
-0.0018032-0.0002811i,-0.00069713-0.001287i,-0.0014925-0.0017151i,-0.0019313-0.00032503i,-0.00015032+0.0016566i,0.0014524+0.0023236i,0.00038281+0.0017595i,-0.0014331+0.0013468i,-0.0013758+0.00030272i,0.00014325-0.0006464i,0.00052282-0.00066864i,-0.00068452-0.00081894i,-0.0015793-0.00073074i,-0.00088229-0.0004257i,0.00022689-0.00049139i,0.0018871-0.0012752i,0.0029635-0.0022066i,0.0034102-0.0019385i,0.0021794-0.00073333i,-0.00034926-0.00058808i,-0.002684-0.0020161i,-0.0038134-0.0042004i,-0.0022722-0.0047605i
-0.0010563-0.00064278i,-0.0022594-0.00060629i,-0.0033534-0.00041346i,-0.0027-0.00084392i,-0.0010706-0.0010951i,0.00020453-0.0011114i,8.8771e-05-0.00074332i,-4.7377e-05+0.00028247i,0.0013289+0.00021119i,0.0012097+5.0398e-05i,0.00080484+0.00054717i,0.00063176+0.00088668i,-0.0001042+0.00088261i,-3.745e-05+0.0001015i,-0.00051057-0.00046851i,-0.0015859+0.0002709i,-0.0020536+0.001182i,-0.0019879+0.0008806i,-0.00095965-0.00040295i,0.0013464-0.0010426i,0.0031564+0.0010364i,0.0030536+0.0029222i,0.0010072+0.0027813i
-0.00033888-0.0010825i,-0.0008073-0.0024334i,-0.00036597-0.0026477i,-0.0007218-0.0025194i,-0.00020681-0.00034248i,0.0006295+0.0021352i,0.00091725+0.0027772i,0.00017708+0.0028676i,-0.00024439+0.0020272i,0.00037071+0.00019429i,0.00063104-0.0010598i,0.00065809-0.0011706i,0.00086832-0.00086417i,0.00024027-0.0010151i,0.00034993-0.0015655i,0.001559-0.0022083i,0.0022298-0.0017009i,0.0019314-0.0015283i,0.00085764-0.0015232i,-0.0016887-0.00072857i,-0.0038048-0.0018949i,-0.0032355-0.0040619i,-0.0012396-0.0038119i
-0.0012933-0.00068532i,-0.0020044-0.00049396i,-0.0037616-0.00078063i,-0.0035157-3.5286e-06i,-0.0016242+0.0011166i,0.00042401+0.0019808i,0.00064995+0.0016047i,-0.00016807+0.0012178i,-2.6328e-05+0.0015116i,0.00057693+0.001211i,0.00039432+0.0016145i,0.0011998+0.0018371i,0.0013866+0.001409i,0.00040837+0.0011357i,-0.00024776+0.0017698i,-0.0011466+0.0023819i,-0.002252+0.0018577i,-0.0024022+0.0011818i,-0.0014833+0.00062611i,0.00045411+0.00091246i,0.002535+0.0024824i,0.0027146+0.0042741i,-4.7447e-05+0.0044567i
0.00038537+0.00078087i,-0.00027184+0.0010457i,-0.00022692+5.7142e-05i,0.00020814-0.00098365i,0.00068767-0.0013417i,0.0003258-0.001018i,-6.8107e-05-0.00055892i,0.00018723-0.00020559i,0.00022064+3.6031e-05i,0.00039329-0.00084889i,0.00027422-0.0017902i,-0.00030306-0.0018168i,-0.00030036-0.0016658i,6.505e-05-0.00050546i,0.00030359-0.00077364i,0.0015861-0.0017208i,0.0027678-0.0017359i,0.0020928-0.0009502i,0.00038981+3.3296e-06i,-0.0012764+1.7721e-06i,-0.0025718-0.00129i,-0.0023857-0.0024823i,-0.0005155-0.0014042i
-0.00022412+0.0002348i,0.00036734-0.00095036i,-0.00082813-0.0021922i,-0.0023196-0.0022908i,-0.0016124-0.0010814i,0.0012931+0.0001674i,0.0025246+0.00055153i,0.0021198+0.00045478i,0.0025608-0.00018119i,0.0029952-0.00020644i,0.0028536+0.00018056i,0.0025909-1.6668e-05i,0.0022736-0.00036404i,0.0012744-1.8968e-05i,8.7502e-05+0.00040122i,-0.0009508+0.00039442i,-0.001878+0.00074342i,-0.0021255+0.0013653i,-0.0012937+0.0018471i,0.00064762+0.0017642i,0.003298+0.002141i,0.0042602+0.003029i,0.0025137+0.0026208i
-0.00025933-0.0013592i,0.00078004-0.0017016i,0.00013131-0.0022907i,-0.00072063-0.001297i,-0.00022799+0.00013104i,0.00075694+0.00033417i,0.0012515+0.00084145i,0.00094177+0.0015093i,0.00034208+0.00043817i,-0.00099139-0.00020809i,-0.002992+0.00076724i,-0.0040462+0.00052729i,-0.0039144-0.0010761i,-0.0022427-0.0014079i,-8.7778e-05-0.0017729i,0.0017792-0.0023843i,0.0030908-0.002227i,0.0026753-0.0015612i,0.00071936-0.0006733i,-0.00077626-0.00037253i,-0.0021128-0.0013431i,-0.0021461-0.0015122i,-0.00032202-0.00079108i
