-0.0043028+0.00050501i,-0.0039782+0.00019543i,-0.0045585+0.0019251i,-0.0028908+0.0027963i,-0.00065156+0.0026038i,0.00047283+0.002143i,0.00052174+0.0022009i,0.0012602+0.0018641i,0.0024711+0.0014275i,0.0023418+0.0011143i,0.0012974+0.00071647i,0.00096184+0.00058584i,0.0003741+6.6261e-05i,-0.00071117-0.00032979i,-0.00049653-0.00026574i,0.00037638-0.00069487i,0.00092666-0.0007241i,0.00094166-0.00051813i,0.00025051-0.00056241i,-0.00022285-0.00029883i,-0.00014618-0.00013587i,0.00023518-0.00026571i,0.00060571+1.3829e-05i
-5.078e-05-0.0014138i,-0.00072122-0.0011421i,-0.001432-0.00026698i,-0.0014508+0.00024994i,-0.0012566+0.0004207i,-0.00066668+0.00089312i,0.00036869+0.00098146i,0.00069453+0.0014631i,0.00049723+0.0016106i,0.0009178+0.0008849i,0.00049945+0.00062636i,-0.00018702-0.00027564i,0.00014316-0.00081036i,0.00064928-0.00084995i,0.00057482-0.00020337i,0.00025932-5.9265e-05i,0.00018186-0.00039684i,5.456e-05+0.00015184i,0.00038088+0.00012189i,0.00075259-5.0758e-05i,0.00025065+0.00044895i,0.00023333+0.0002917i,-8.3207e-05-0.00050583i
-0.0013322+8.6672e-06i,-0.001621+7.8698e-05i,-0.001466+0.00084411i,3.9745e-05+0.0013744i,3.5338e-05+0.00054157i,-0.00064369+0.00041898i,-0.00065914+0.0012887i,-0.00059523+0.0015556i,-0.00088169+0.0020844i,-0.0012793+0.0021652i,-0.0010964+0.0020631i,-0.0010595+0.0016257i,-0.0013682+0.00076997i,-0.00083949+0.00047277i,0.00012782+0.00019696i,-0.00029651-0.00040995i,-0.00075147-0.0004022i,-0.00015868+0.00079386i,0.00094635+0.0011683i,0.00081997+0.00079917i,0.00077869+0.00024076i,0.00080414-0.00050449i,-0.00015411-0.00047582i
-0.00067282-1.3777e-05i,-0.0004343+0.0010757i,-0.00034518+0.0020223i,0.00020772+0.0011202i,0.00081352+0.00010818i,0.001381-0.00010986i,0.00045656-0.00036665i,-0.00071546-0.0004403i,-0.00095725+0.00024034i,-0.00042111-0.00017618i,0.00015978-0.00046974i,-0.00013943+0.00022942i,-0.0010917+0.00054772i,-0.0012352+3.6063e-05i,-0.0013269+2.4761e-05i,-0.00093769-0.00010974i,-0.00019605-0.00054159i,-0.00055758-0.00063921i,-0.0010417-0.00037308i,-0.0001917+9.2467e-05i,0.00036753+0.00091979i,1.8847e-05+0.00094611i,-0.00042345+1.7962e-05i
-0.00053255+0.0017465i,-0.0017799+0.0025519i,-0.0021706+0.0031249i,-0.00056758+0.0021916i,0.00055427+0.00093628i,0.00045943+0.00027338i,0.00041765+0.00028699i,0.00090794+0.0010674i,0.0018291+0.0016414i,0.0017126+0.0011501i,0.00072226-0.0002158i,-0.00010334-0.0011494i,-0.00060636-0.0011568i,-0.00071302-0.00089022i,-0.00033327-0.00036795i,-0.00043098-1.2336e-05i,-0.00099293-0.00038004i,-9.6125e-05-0.00079871i,0.00098657-0.00068932i,0.00090993-0.00043571i,0.00059314-0.00041159i,0.00018721-0.00064758i,-0.00052674-0.00052406i
-0.0018318-0.00013291i,-0.0013802+0.0010504i,-0.0016905+0.0020318i,-0.0023+0.0017337i,-0.00073437+0.0015617i,0.00064222+0.0019194i,0.00051022+0.0014552i,0.00047648+0.001078i,0.00040067+0.0014972i,0.00018885+0.0012313i,-8.3694e-05+0.00019015i,-0.0003993+0.00026724i,-0.00015157+0.0003495i,0.00040292-0.00032679i,5.105e-05-0.00046706i,-0.00014458-6.9882e-05i,3.4147e-05-5.9295e-05i,0.00045999+0.00024469i,0.00047438+0.00021773i,0.00046193-0.00010065i,-0.00027623-0.00032394i,-0.00068749-0.0004521i,-0.00082847+0.00011587i
-0.002753+0.0020289i,-0.0022506+0.0020655i,-0.0015747+0.003012i,0.00091864+0.0033968i,0.002566+0.0027124i,0.0018083+0.00099513i,0.00057903-7.0521e-06i,0.00010425+0.00061491i,-0.0013165+0.0015476i,-0.0020755+0.0018737i,-0.0010421+0.0019751i,-0.00038578+0.0014116i,-0.00073608+0.00036908i,-0.00084071-0.00020134i,-0.00070291+9.6316e-05i,-0.00048045+0.0004979i,-0.00055041+0.00099841i,-0.00035773+0.0008342i,-0.00018714-0.00010366i,7.5959e-06-0.00035353i,0.00055989-0.00014915i,0.00084398+6.8023e-05i,0.00032358+0.00029453i
-0.0036676-0.0012612i,-0.0034676-0.001052i,-0.0032396-0.00059209i,-0.0022844+7.2194e-05i,-0.0012385+0.0012776i,-0.00016119+0.0013025i,0.0001996+0.00044764i,0.00021214-0.00031377i,2.461e-05-0.00055245i,-0.00035324-0.00075734i,-0.00029643-0.00081695i,-0.00052544-0.00032067i,-0.0010032+6.5273e-05i,-0.0011682-0.00032829i,-0.00067514-0.00047038i,-0.00060388-0.00033671i,-3.7693e-05-0.00021969i,0.00073908+0.00015475i,-1.4528e-05-9.4772e-05i,-0.00033045-0.00059518i,3.4636e-05+8.8588e-05i,0.00034642+0.00070901i,0.00046261+3.9733e-06i
0.0013894-0.00051828i,0.0020451-0.0011648i,0.00091583-0.0012381i,-0.00040262-0.0019678i,-0.00073196-0.0019342i,-0.0004836-0.00026727i,4.242e-05+0.0012954i,-0.00017637+0.0025277i,-0.00027983+0.0024409i,-0.00014325+0.001145i,-0.00024029+0.00018129i,-0.00013003-0.00039098i,-0.00015472-1.6498e-06i,-0.00027945+0.00010881i,0.00011752-8.9294e-05i,0.00066245+0.00017834i,0.00061847+0.00046428i,-0.00016491+1.4878e-05i,-0.0002853+5.0737e-05i,-0.00041703+0.00018269i,4.0951e-05-0.00018656i,0.00059316+0.00028769i,0.00051253+0.00080227i
9.5184e-05+0.00067245i,-0.0016285+0.001355i,-0.0030484+0.0018222i,-0.0025597+0.0011788i,-0.00071557+0.00046831i,0.00050326+0.00073454i,0.00022341+0.0009093i,-0.00040944+0.0013508i,-0.00081849+0.0020573i,-0.00084705+0.0017627i,-0.00084943+0.0010119i,-0.00055381+0.0011009i,-0.00018533+0.0015048i,4.9253e-05+0.00094819i,0.00027626+0.0003204i,0.00035722-0.00018632i,0.00028954+0.00024085i,0.00042542+0.00078774i,0.00052279+0.00055579i,0.0004606+0.0002364i,0.00032356-0.0002662i,-6.8399e-05-0.00033407i,-0.00023266+9.5857e-05i
-0.00018515-8.439e-05i,-0.00081522-0.00073913i,0.00022313-0.00057659i,0.00023241-0.00066825i,2.6017e-05-0.0014734i,0.00019683-0.00099487i,-0.0004307+6.1236e-05i,-0.00041764-7.1471e-05i,0.00013865-0.00059742i,0.00029096-0.00085374i,-0.00031547-0.00045019i,-0.0014656+0.00062664i,-0.0012907+0.0013213i,-0.00011587+0.0013391i,0.00079519+0.00070961i,0.0011332+0.00045284i,0.0004037+0.00041683i,-0.00047385+0.0003203i,-0.00061965+0.00022412i,-0.00029105-9.5598e-06i,-0.00019737-0.00043355i,-9.5509e-05-0.00050737i,-0.00044308+0.0004292i
-0.00027027-0.0016377i,-0.0010565+0.00032456i,-0.0011377+0.0014932i,-0.00070338+0.0013272i,-0.00035495+0.001632i,0.00020144+0.00099547i,0.00054874+0.00061505i,0.00030845+0.00099875i,4.0797e-05+0.00023263i,9.9769e-05-0.00043311i,-0.00014375-0.00068022i,-0.00043952-0.00068872i,-0.0013864-0.00051158i,-0.0017242-0.00029325i,-0.0012917-0.00075498i,-0.00049329-0.0012986i,0.00015734-0.00075239i,-0.00011118-3.4827e-05i,-0.00031888+0.00032244i,0.00039293+0.00078201i,0.00057874+0.00046183i,-0.00017539-0.00010025i,6.4613e-05-0.00025788i
0.00073094+0.00036428i,0.00081943-0.001384i,0.00044904-0.0016072i,0.00030485-0.00075028i,0.00014778-0.0005045i,-0.00068444-0.00011138i,-0.00086154+0.00016803i,-0.0013363+0.0010106i,-0.0013966+0.0015518i,0.00011857+0.0011536i,0.00081106+0.00032135i,-9.481e-05-0.00052155i,-0.00084784-0.0013641i,-0.00056303-0.00073936i,-0.00014768+3.827e-05i,0.00029675-0.00083799i,0.00018882-0.0010734i,1.0824e-05-0.00022528i,0.00052924+0.00010396i,0.00080354+0.00022036i,0.00068298+0.0005914i,0.00028127+0.00014845i,0.00038926-0.00037339i
0.0013085+0.0001044i,0.0014441+0.00058957i,0.0028471+0.00085815i,0.001653-1.0112e-05i,-0.00058318-0.00079443i,-0.00071709-0.00070674i,-0.00026859-0.0003385i,-0.00051046+0.00018645i,-0.00094193+0.00034809i,-0.00097011+5.7129e-05i,-0.0010595-0.00028002i,-0.0006271+0.00017957i,-8.7943e-05+0.00080564i,0.00014788+0.00097423i,0.00065976+0.0011004i,0.0006893+0.001325i,1.9554e-05+0.00076125i,-0.00043532+0.00062871i,-0.00057801+0.00029275i,-0.0009527-0.0004938i,-0.0010088-0.00013885i,-0.00080558+0.00040432i,-0.00026372+0.00060235i
-0.0014211-8.4271e-05i,-0.0020731+0.00073876i,-0.001707+0.00044402i,-0.0017486-0.0001483i,-0.0015279-0.0015253i,-0.00031258-0.001559i,0.0011464-0.00054653i,0.0022906-5.812e-05i,0.0022845+0.00019211i,0.0012073-7.3988e-05i,-3.8158e-05-0.00041951i,-0.00047188-0.00020436i,-0.00044746-0.00022249i,-4.6799e-05-0.00049619i,-9.3619e-05-0.00020203i,-0.0009946-0.00042203i,-0.0011202-0.0010445i,5.0795e-05-0.0012778i,0.00024886-0.00060137i,-0.00066376+0.00046294i,-0.00084377+0.00048783i,-0.00010289-0.00024263i,0.00057008+0.00019447i
-0.00081942+0.0014715i,0.00093129+0.0021362i,0.002268+0.0033414i,0.0020035+0.0024838i,0.0016758+0.0012082i,0.0016296+0.00023736i,0.00063307-7.5991e-05i,0.00019441+0.0012849i,0.00014164+0.0023786i,0.00031887+0.0021127i,0.00022281+0.00044032i,-0.00015647-0.0010334i,-0.00031825-0.0010082i,-0.0006555-0.0002795i,-0.00045836+0.00014817i,-0.00017862-0.00014541i,0.00043756-0.00021415i,0.00094192+2.011e-05i,0.00025356-0.00073923i,-0.00039749-0.00092799i,-0.00019732+3.5001e-05i,-6.3228e-05+0.00013571i,-0.00014771+6.9011e-05i
-0.0020149-0.00063762i,-0.0027375+0.00029423i,-0.0032674+0.0010135i,-0.0025429+0.00078116i,-0.0012796+0.00093863i,-0.0001877+0.0010056i,0.00098074+6.1868e-05i,0.00080103-0.00083598i,2.2757e-05-0.00061513i,-0.00085782+4.4636e-05i,-0.001412+0.00079984i,-0.00096254+0.00035963i,-1.0656e-05-0.00031i,-0.00012601-0.0007629i,-3.333e-05-0.00079862i,0.00020833-0.00028043i,-0.00023499-0.00045871i,0.00012991-0.00021646i,0.00024809-5.9265e-05i,0.00013842-0.00014373i,-3.8669e-05+0.00041459i,-0.00010721+6.6805e-05i,-1.0991e-05-0.00036575i
0.0013796-0.0023385i,0.00044177-0.0023409i,-0.00075558-0.0020075i,-0.0020415-0.0013648i,-0.0025763-0.00088841i,-0.0022595-0.00051511i,-0.0010399+0.00018856i,0.00067425+0.00057772i,0.001009+0.00032342i,0.00054939+2.263e-05i,-0.00017772+0.00042261i,-0.001236+0.00083613i,-0.00041968+0.00068579i,0.00044361+0.00085063i,7.6018e-05+0.00080046i,-0.00081086+0.00040036i,-0.0017421+0.00064857i,-0.0012847+0.0002254i,-0.00034556+3.0902e-05i,-0.00041003+0.001094i,-0.00088327+0.00095828i,-0.0011263-6.8648e-05i,-0.00068665-0.0003539i
0.002671-0.0013456i,0.0019561-0.0008305i,0.00024629-0.00039668i,-0.0013665-0.0013867i,-0.0017907-0.0013858i,-0.0016145-6.7107e-05i,-0.00049665+0.0013583i,0.00098027+0.0022529i,0.001266+0.0018497i,0.00086105+0.00021521i,0.00013819-0.0007088i,-0.00047565-0.00016967i,5.5776e-05+0.00041203i,0.00011572-8.6117e-05i,-0.00052296-0.00089539i,-0.00050515-0.00093988i,-4.4429e-05-4.2798e-05i,0.00042256+0.00016841i,0.00026567+0.00032759i,1.5502e-05+0.00042905i,0.00038117+0.00015426i,0.00024126-0.00020881i,-0.0001546-0.00033557i
-0.00081026+8.8551e-06i,-0.00020822+0.00013555i,-0.00039475+0.00062451i,-0.0010209+0.00066097i,-0.0011347+0.00096461i,-0.00046575+0.00090456i,1.2705e-05+1.9743e-05i,-0.00031037+0.00051681i,-0.00068159+0.0024377i,-0.00083153+0.0024825i,-0.00072657+0.0014407i,-0.00118+0.00011993i,-0.0017953-0.000669i,-0.0016804-0.001147i,-0.00069055-0.0013781i,7.1128e-06-0.00094348i,-0.00042676-0.00032496i,-0.00098672-3.1158e-05i,-0.0011001-0.00036428i,-0.0004442+0.00041098i,0.00040661+0.00093002i,0.00066662+0.00067654i,0.00041729+0.00025225i
-0.00084688-0.00038466i,-0.00045647+0.00060913i,-0.000554+0.00076832i,-0.0021383-0.00028046i,-0.0015514+0.00010324i,0.00033683+0.00026842i,0.0010325-0.00029676i,0.00082008-0.00012902i,-0.00018983-5.182e-05i,-0.0010628-0.00056021i,-0.0011569-0.00052801i,-0.00089479-0.0001368i,-0.0005065-8.0176e-05i,-0.00029793+0.00019572i,-1.3749e-05+0.00058595i,0.0001452-2.8342e-05i,0.00036103-0.0004084i,8.1247e-05-0.00022219i,-0.00023537+4.7215e-05i,-0.00029229+0.00058904i,-0.00039612+0.00072099i,-0.00021771-0.00031722i,-0.00053574-0.0010628i
0.0013004-0.0011134i,-0.00035404-0.0019896i,-0.0013012-0.0025741i,-0.001519-0.0027499i,-0.001914-0.0023677i,-0.0011976-0.0013685i,-0.00023543-0.00012116i,0.00046575+0.0011136i,0.001248+0.0010074i,0.00093166+0.00021024i,-0.00041424-0.00066664i,-0.000867-0.0011357i,-3.9961e-05-0.00053106i,9.2308e-05+0.00030556i,-0.00031755+0.00075682i,-0.00042875+0.00048256i,-0.00084174+0.00024121i,-0.0010322+0.00090415i,9.9693e-05+0.0011404i,0.00028748+0.001092i,-5.3255e-06+0.00062976i,-0.00028751+0.00039319i,-0.0004795-0.00033693i
0.0045358+0.00029832i,0.0036323-2.0635e-05i,0.0027091-0.00073666i,0.0014504-0.0007974i,-0.00051558-0.00056846i,-0.0011492+0.00026462i,-0.0010223+0.0012534i,-0.00092798+0.0017599i,-0.00046427+0.0021514i,0.00010838+0.0017534i,-0.00022806+0.0010196i,-0.00060436+0.0004615i,-0.00066132-0.00026153i,-0.00034388-0.00062958i,-4.0967e-05-0.00041039i,-0.00020896-0.0007438i,-0.00022271-0.00075759i,-8.4171e-05-0.00020354i,-0.00058511+0.00010023i,-0.00031859+0.00069734i,0.00013815+0.00089198i,0.0011137+0.00021726i,0.0016465-5.6806e-06i
-0.00079797+0.0012027i,4.5216e-05+0.00087739i,0.00029979+0.00085482i,0.0011816-3.8065e-05i,0.0010817-0.00037325i,0.00061597+1.4442e-05i,0.00047498-0.00017612i,-0.00034882+0.00033989i,-0.00082203+0.0013758i,-0.0016952+0.0010773i,-0.0019477+0.00069649i,-0.0013444+0.00069137i,-0.0011393-0.00049929i,-0.00077203-0.00049053i,0.00013671-5.0817e-05i,0.00082751-0.00036124i,0.00084128+0.00013216i,0.0002581+0.00039709i,-5.8042e-05+0.0003231i,0.00026119+0.00029137i,0.00027658+5.8582e-05i,0.00015929-0.00028126i,6.8045e-05-0.0001764i
0.00010305-0.0010014i,-0.00072878-0.00062648i,-0.001972-0.00080804i,-0.0026669-0.00052432i,-0.001949-7.2125e-05i,-0.0010877+7.5106e-05i,0.00018485+0.00053904i,0.00078487+0.00092591i,0.00045994+0.00061328i,0.00038356-0.00018631i,-0.0002302-8.1543e-05i,-0.00086825+0.00044827i,-0.00015301+0.00043719i,0.00050181+0.00076933i,0.00040418+0.00089906i,-4.2138e-05+0.00055383i,-0.0005478+0.00045427i,-0.0011945+0.00081614i,-0.0010052+0.00079887i,-6.0924e-05+0.00033292i,0.00013065+0.0004582i,-0.00015067+0.00063655i,-0.00064274-3.739e-05i
2.4372e-05-0.00069718i,0.00021222+0.00053279i,-0.00037838+0.00048831i,-0.0011818+0.00011172i,-0.0012943+0.00069729i,-0.00056754+0.0010588i,0.00015519+0.0010784i,0.00088738+0.000688i,0.00068027+0.00068005i,-0.00020616+0.0013385i,-0.00074155+0.00079067i,-0.00069215-3.9283e-05i,-0.00083485-3.4904e-05i,-0.00046435+0.00056779i,-6.9219e-05+0.00089995i,-0.00022912-0.00012066i,-8.0054e-05-0.00058576i,-4.9649e-06-0.00023137i,-9.5114e-05+0.00033567i,-4.7362e-05+0.00041686i,6.9535e-05+0.000204i,0.00029124+0.00012875i,0.00075723+4.5236e-05i
0.00070258-0.0010927i,0.00087007-0.0021477i,0.00061311-0.0031517i,0.0008017-0.002518i,2.4312e-07-0.0013106i,-0.00098061-0.0013359i,-0.0015117-0.001549i,-0.0010713-0.00088499i,-0.00070996+0.00015421i,-0.00098173+0.00088986i,-0.0012477+0.00077384i,-0.0019252+0.00025141i,-0.0016088-0.000405i,-0.00095383-3.0161e-05i,-0.00096374-4.3635e-05i,-0.0006691-0.0005924i,-0.00044005-0.00039173i,-0.00025959+0.00029454i,0.00021639+0.00080956i,2.1823e-05+0.00098504i,-0.00028457+0.0010451i,0.00034809+0.00063738i,0.00053054-0.00017162i
0.0038742-0.0021623i,0.0038626-0.0032823i,0.002502-0.0042942i,2.3904e-05-0.0033206i,-0.0015434-0.0022251i,-0.00153-0.0011324i,-0.0009211-0.00024531i,-0.00020507-0.00022523i,0.00042486-0.00014825i,0.00046535+0.00036118i,-0.00010791+0.0012175i,-0.00087333+0.0013635i,-0.00037304+0.00041213i,0.00032627+0.00024532i,0.0005724+0.00025363i,0.00037002-0.00061064i,0.00031549-0.00060017i,0.00018236+0.00070417i,0.00010655+0.0010753i,0.00017634+0.00089778i,-0.00028067+0.00071633i,-4.7855e-05+0.0004265i,0.00033449+0.00079424i
6.371e-05-0.0015552i,-8.4134e-05-0.00095673i,-0.0012804+7.681e-05i,-0.0033476+0.00087972i,-0.002992+0.0008462i,-0.0010334+0.0007442i,-0.00018864+0.0015838i,0.00020473+0.0020362i,0.00076551+0.00098388i,0.0009365-0.00086094i,0.00044091-0.0011623i,-2.3266e-05+3.0228e-05i,-6.044e-05+0.0013553i,3.8556e-05+0.0017411i,-9.6619e-05+0.0016015i,-2.2662e-05+0.00063527i,-0.00028903-0.00017545i,-0.00035047+9.1503e-05i,-0.00057152-0.00057262i,-0.00066428-0.0010085i,-0.00064121-0.00063913i,-0.00054457-0.00083393i,0.00085914-0.00040907i
-0.0012187-0.00041941i,-0.00094104+0.00077687i,-0.0011551+0.0015679i,-0.000727+0.0017353i,-0.00046681+0.0011975i,-0.00062941+0.00075064i,-0.00017613+0.0012242i,-0.00077693+0.002394i,-0.0013043+0.0031195i,-0.00094797+0.002423i,-0.00040707+0.0012939i,-1.4446e-05+0.0004011i,-0.00041279-6.6197e-05i,-0.0010312-0.00021687i,-0.0008577-0.00043128i,-0.00071925-0.00018337i,-0.00096862+0.00045423i,-0.00098046+0.00086809i,-0.00061469+0.00064823i,-0.00035384-8.4679e-05i,-6.818e-05+0.00018939i,0.0010514+0.00059792i,0.0013369-0.00023605i
-0.0022558-0.00020606i,-0.0022325-0.00058789i,-0.0020335+0.0014759i,-0.00077565+0.0021573i,-4.4994e-05+0.0012416i,0.00051821-0.0002695i,0.00049612-0.001665i,-0.00019222-0.0020965i,0.00011811-0.0011849i,-0.00034975+0.00037166i,-0.0015163+0.00061275i,-0.00094062-0.00071927i,-0.00013498-0.0017729i,0.00012891-0.0015561i,-0.00021839-0.00045571i,-0.00013123+0.00034133i,0.0001491+2.9517e-05i,-9.3344e-05-0.00064283i,-0.00089947-0.00064122i,-0.0011819-0.00040794i,-0.00032852-0.00015892i,0.00063253+0.00028239i,0.00042467+0.00086804i
0.002697-0.00018782i,0.0022176-0.0013933i,0.0013571-0.0024554i,-9.9665e-05-0.0034233i,-0.0010968-0.0029395i,-0.0015871-0.00089349i,-0.00088355+0.00080983i,0.00044666+0.00096761i,0.0012927-0.00012698i,0.0013139-0.00091431i,0.00066943-0.00088005i,0.00039081-0.00045069i,-5.0533e-05+0.00055685i,9.6639e-05+0.0013284i,0.0006077+0.00070684i,0.00079087-0.00012096i,0.00082609-0.00054687i,0.0012422-2.5095e-05i,0.0013457+0.0010436i,0.00050144+0.0010048i,-0.00013448+0.0011081i,-7.7604e-05+0.0010409i,-7.6482e-05-6.5304e-05i
0.00044085-0.00094807i,-0.0012575-0.0013003i,-0.0021847-0.0012934i,-0.0019164-0.00049828i,-0.00212-0.00059196i,-0.0019216-0.00018716i,-0.00050403+0.0011275i,-0.00054059+0.002221i,-0.00090545+0.0024035i,-0.00011087+0.0013908i,0.00062185+0.00058775i,7.4097e-05-0.00013563i,-0.00037444-0.00042354i,4.2528e-06+0.00046306i,0.00029181+0.00084829i,-0.00018649+0.0010454i,-0.00081149+0.0008592i,-0.0011819-0.00030347i,-0.0011191-0.00022877i,-0.0010099+0.00084451i,-0.00066161+0.0010187i,0.00014779+0.00094079i,0.00032929-0.00020632i
-0.00025542-0.00047638i,-0.00011576-0.0015973i,-0.00073647-0.0022591i,-0.00093439-0.0018302i,-0.0010667-0.00041945i,-0.0014971+0.00064485i,-0.00042946+0.00033706i,0.0001564+0.00027044i,-0.00050674+0.00038908i,-0.0011313-6.8497e-05i,-0.0014851-2.5409e-05i,-0.001806-5.8297e-05i,-0.0014116+0.0001428i,-0.0007838+0.00080726i,8.6675e-05+0.00073129i,0.00040943+0.00021364i,-8.4505e-06-0.00060887i,0.00018946-0.001236i,0.00064563-0.0001012i,0.00053142+0.000396i,0.00029177+0.00044433i,0.00027394+0.0010538i,0.00042069+0.0010726i
-0.00083574+0.00031726i,-0.00038895+0.0023655i,-0.00060246+0.0035752i,-0.00059851+0.002515i,-3.8665e-05+0.00053307i,0.0011836-0.00090609i,0.0016512-0.00084739i,0.00094175+0.00015334i,-8.1572e-05+0.0010613i,1.6239e-05+0.0012612i,7.9289e-05+0.00050505i,-0.0008145-0.00018141i,-0.0009752-0.0008731i,-0.00045121-0.00052484i,-0.00013362-5.5237e-05i,-0.00032996-0.00084939i,-0.00067955-0.0010739i,-0.00060205-0.00054131i,-0.00059702-0.00039314i,-0.00042548+0.00015863i,-0.00021116+0.00057294i,0.00030529+0.00019866i,0.00036437+0.00015999i
1.6971e-05+0.0014738i,-0.00029331+0.00023185i,-0.00036362-0.0019153i,0.00043779-0.0018301i,0.00035754-0.00064468i,-0.00064602+0.00031174i,-0.00031762+0.0011867i,0.00024711+0.0013045i,0.00049867+0.0012392i,0.00079326+0.00034502i,0.00010757-0.0007164i,-0.0003168-0.00081451i,-0.00047639-0.00030343i,-0.00075442+0.00057012i,-0.00082965+0.00057119i,-0.0010768+0.00027513i,-0.0013221-5.5858e-05i,-0.0011156-0.00012745i,-0.00013764+0.00056895i,0.00023775+0.00063148i,-0.00013001+0.0003754i,0.00015312+0.00019374i,0.00051532+0.00036017i
-0.0017813+0.0018943i,-0.0010845+0.0021386i,0.0011368+0.0029075i,0.0014523+0.0024326i,0.0011862+0.0004496i,0.00017903-0.00072725i,-0.0016513+3.3133e-05i,-0.0017784+0.00073647i,-0.0009496+0.0011709i,-0.00010492+0.00076862i,0.00014917-0.0003i,-7.6395e-05-0.00031727i,-0.0006245-0.00027342i,-0.00090604-0.00039017i,-0.00041072-0.00024092i,-0.00034094+0.00061367i,-0.00055818+0.0013148i,-0.00013749+0.0010544i,-0.00041059+0.00077276i,-0.00030619+0.00098583i,0.00062821+0.00054668i,0.00079052+0.00020676i,0.00041576+0.00014285i
0.0014603+0.00090854i,0.0011372+0.00018694i,0.00094575+0.00014962i,0.00076454-0.00063629i,0.00035979-0.0014669i,-0.0005402-0.00087429i,-0.00045508-0.00022958i,0.00025673+0.00037108i,0.00058464+0.00056792i,0.0003317-0.00045884i,-0.00081085-0.00062082i,-0.0013523+5.337e-05i,-0.0014789-0.00015834i,-0.001252-0.00029802i,-0.00081667-0.0002122i,-0.00040787+0.00016031i,6.5936e-05+0.00018112i,0.00017546-0.00034446i,-0.0010006-0.00045175i,-0.0013542-6.6406e-05i,-0.0010803+0.00048348i,-0.00087783+6.6913e-05i,-0.00049826-2.6903e-05i
-0.0027237+0.0023341i,-0.00064764+0.0024698i,0.0013748+0.00058275i,0.00082539-0.00014941i,-6.5579e-05+0.00052046i,0.00031858+0.00091091i,-0.00028972+0.0013655i,-0.000881+0.0020472i,-0.00019017+0.0017715i,-7.5476e-05+0.0014352i,-0.00012946+0.00065506i,-0.00024717-0.0012982i,-0.00067614-0.0018149i,-4.3535e-05-0.0010556i,0.00053152-0.00070717i,-0.00020465-0.00035349i,-0.0011698-0.00048688i,-0.0010611-0.00044291i,-0.00059574-0.00070343i,-7.3065e-05-0.00067329i,0.00018892-0.00031765i,0.00052963-0.0005129i,0.00084574-0.00040935i
-0.0019414+0.00038133i,-0.0018405+0.00076423i,-0.00062498+0.0012619i,0.00044646+0.0017014i,0.0006857+0.00057841i,0.00056134+0.00035472i,0.00095635+0.00041822i,0.00063076+0.00027219i,-0.00040256+0.0012769i,0.00033753+0.0016778i,0.00094193+0.0011206i,0.00059775-0.00022641i,0.00015063+0.00013894i,0.0001382+0.00049138i,0.00051021-0.00084596i,-0.00018821-0.00047415i,-0.0007891+0.00033709i,-0.00014283-2.2163e-05i,0.00028258-0.00011484i,0.00034283+8.5198e-05i,0.00016192+0.00037071i,-4.7211e-05-9.1507e-05i,-1.5321e-05-0.00088997i
0.0028335+0.0016884i,0.0031471-0.00011188i,0.0025656-0.0019511i,0.0012377-0.0024925i,0.00086249-0.0026177i,0.00087462-0.0019913i,0.00046076-0.00050048i,-0.0004351+8.4138e-05i,-0.00078716+0.00014109i,-0.0004454+0.00073703i,-0.00048665+0.001235i,-0.0015814+0.00054768i,-0.0020987+0.00033831i,-0.0011541+0.00037726i,0.00022719+2.9175e-05i,0.00062713-0.0002317i,-0.00010952-0.00041517i,-0.00024804-0.00024597i,9.5448e-05+0.00055433i,3.6126e-05+0.0012964i,-6.4515e-05+0.0012775i,-0.00015213+0.0016612i,-0.00022824+0.0017006i
-7.9037e-06+0.00045131i,0.00014088+0.0015779i,0.00059052+0.001269i,-0.000467-0.00077531i,-0.0015253-0.001473i,-0.0020675-0.00027327i,-0.0010141+0.0011509i,0.00061526+0.0018959i,0.00069419+0.0013783i,0.00072594+0.0003225i,-0.00014097+0.00033236i,-0.0018237+0.0010466i,-0.001579+0.00087414i,-0.00047203+0.00071498i,-0.00047019+0.0008665i,-0.00046973+0.00040642i,-0.00013391+0.00016074i,-0.00032679-3.4663e-05i,-0.00049195-0.00046922i,-0.00027576-0.00036775i,0.00018322+0.0005988i,0.00014733+0.00062889i,-0.00021549-0.00026885i
-0.0016634-0.002049i,-0.0028654-0.00048382i,-0.002875-2.8943e-06i,-0.0021893-0.0011192i,-0.0013923-0.0015347i,-0.0001203-0.0010256i,0.00049018-0.00088177i,0.0007037+0.00024024i,0.00093197+0.0014444i,0.00029511+0.00079436i,-0.00027276+0.00036139i,-0.00017289-0.0006556i,-0.00051221-0.0014141i,-0.001015-0.00061742i,-0.0010335-0.00042081i,-0.00099709-0.00053849i,-0.00097463+0.00013353i,-0.00063382+0.00087126i,-8.8315e-05+0.00052605i,0.00084847+0.00016788i,0.0010772+0.0002922i,0.00071841-0.00045018i,0.00031856-0.00097188i
