-0.00037003+0.0012501i,4.4866e-05+0.00031409i,-0.00071358-0.00045732i,-0.00036645-0.00018589i,-0.00010142+0.00064i,-0.00022701+0.0011444i,0.0002962+0.001364i,0.0015369+0.0011321i,0.0020697+0.0007026i,0.0024205-6.7432e-05i,0.0022842-0.00031805i,0.0014269-0.00028417i,0.00072426-0.00063965i,0.00064786-0.00094126i,-0.00012468-0.0010611i,-0.0011113-0.000692i,-0.00084822+4.6207e-05i,-0.00042185+0.00069349i,-0.00025439+0.0005887i,-0.00023974-0.00088123i,-0.00031012-0.0014761i,-0.00039371-0.0010203i,-0.0004181-0.00054601i
-0.0011807-0.0008864i,-0.0015973-0.0014164i,-0.00095953-0.0014033i,-2.1864e-05-0.0013339i,0.0003317-0.00094362i,7.2721e-05-0.00013888i,0.0001111-0.00096212i,0.00029296-0.0018571i,0.00034852-0.00097426i,0.00035892-6.1654e-05i,-6.1221e-05-0.00025608i,-0.00059501-0.00017416i,-0.00078997+0.00036128i,-0.00072821+0.00066795i,-0.00093062+0.00060256i,-0.001238+0.0002373i,-0.0013226+6.3486e-06i,-0.00099575+1.5008e-05i,-0.00039163-0.00013659i,0.00033786-1.8159e-05i,0.001002+0.00060763i,0.00055083+0.00044422i,-0.00041781-0.00031591i
-0.0015998-0.0017696i,-0.0019089-0.00088676i,-0.0025989+5.9889e-06i,-0.0018031+0.00024449i,-0.00012757+0.00088061i,0.001081+0.00073941i,0.00072081+8.4125e-05i,-6.4313e-05-0.00030074i,-0.00053338-0.00028708i,-0.00033745+0.00017245i,6.4542e-05+0.00053843i,0.0003382+0.00029103i,0.00071287-0.00020947i,0.00073762-0.00049201i,0.00044824-0.00068298i,-0.00026341+7.5692e-05i,-0.00026909+0.00029138i,0.00026578+0.00019002i,0.00015235+0.00062895i,-5.3049e-05+0.00051373i,0.0004463-0.00039365i,0.0010356-0.00069732i,0.00085997+0.00042506i
-0.0014472+0.00064904i,-0.001064-0.00013145i,-0.00028803+0.00053735i,-0.00010551+0.0010705i,0.00056469+0.00059102i,0.0014813+9.9932e-05i,0.0016159-0.00038015i,0.0011717-0.0014638i,0.000815-0.0015866i,0.00049862+0.00015262i,0.00015854+0.00055119i,0.00010544+0.0002636i,0.00015915+0.00057386i,0.00050428+0.00030083i,0.0014143-0.00038145i,0.0015008+0.0004333i,0.00025923+0.0016957i,-0.00032199+0.0009468i,-0.00055927+9.5829e-05i,-0.00077524+0.00013336i,-9.2995e-05-0.00018213i,-9.9255e-05-0.0004468i,-0.00027378+0.00013608i
-0.0008164-0.0018366i,-0.00070871-0.00051729i,-0.001024+0.0016793i,-0.00068201+0.0031433i,0.00053172+0.0023159i,0.0015867+0.00094208i,0.001124-8.0059e-05i,0.00078716-0.0014258i,0.00091655-0.0011292i,0.0012486+0.00047059i,0.00095011+0.00035643i,-5.5431e-05-0.00027655i,-0.00026074+3.738e-05i,-3.9182e-05-6.6285e-05i,-0.00034546-0.00042195i,-0.00040364-0.00044501i,-0.00081139+4.5221e-05i,-0.0012907+0.00078244i,-0.0010981+0.00091685i,-0.00022108+0.00018615i,-0.00026025-0.00076576i,0.00034947-0.00090696i,0.00042945-0.00052426i
-0.0014357+0.0020465i,-0.00029006+0.001972i,0.0014034+0.0017741i,0.0021181+0.00075651i,0.0024964+6.9931e-05i,0.0022488-0.00042536i,0.0018239-0.0011898i,0.0013745-0.0011384i,0.001516-0.00055305i,0.0012614+0.0001961i,4.3472e-06+0.00034939i,-0.0011235+0.0003298i,-0.00028623+0.00062759i,0.00093407+0.00029643i,0.00049488-0.00036357i,0.00027448-0.00076586i,0.00042653-0.00056596i,0.00027851-0.00037758i,0.0001396+7.0481e-06i,0.00058992+0.0003542i,0.00045612+0.00021681i,-0.00047164+0.00043575i,1.3421e-05+0.00054317i
0.0026011+0.0011774i,0.0031619-0.0016576i,0.0032012-0.0022035i,0.0024698-0.0016723i,0.0022595-0.0020965i,0.0015027-0.0020994i,0.00045819-0.0013552i,0.00042752-0.00070241i,0.00096282+0.00020463i,0.0012222+0.00078118i,0.00065297-0.00010973i,0.00034223-0.00062885i,0.00034928+0.0003673i,0.00019949+0.00038093i,0.00014873+0.00028569i,-0.00013423+0.00021379i,-0.00015913-0.00026905i,0.00047477-0.00019802i,0.00056655-0.00018641i,0.00014195+0.00014493i,-0.0001788+0.00017078i,-0.00011938+0.00012422i,-0.00017863+0.00032515i
-0.00039048-0.00022446i,-0.00045729+0.00013369i,0.00044376-0.00047817i,0.00091843-0.00020049i,0.00081979-0.00010044i,0.0013787+0.00028306i,0.00085509-2.7002e-05i,-0.00022797-0.00053039i,-0.00037207+0.00038667i,-0.0004286+0.0009731i,-0.00050155+0.0003424i,0.0001282-0.00010643i,0.00021526-7.0279e-05i,-0.00020629-0.00018424i,-0.00015589-0.00048689i,-0.00030729-0.00071091i,-0.00039393-0.00026604i,-0.00043902+0.00032159i,-0.000466-4.3857e-05i,0.00014243-0.00048344i,0.00047913-0.00026116i,0.00034161+0.00024684i,0.00039091+0.00050389i
0.002525-0.00029285i,0.0023491-0.001833i,0.0020612-0.0023039i,0.0015964-0.0024508i,0.00057037-0.0029883i,-0.00064582-0.00305i,-0.00013558-0.0014873i,0.0007866-0.00013821i,0.00081589-5.822e-05i,0.00036759+0.00014193i,-0.0002577+0.00076407i,-0.00043493+0.00076102i,-0.00054306+0.00046512i,-0.00023038+0.00012156i,0.00079345+0.0001431i,0.00079327+0.00053309i,-5.4147e-05+0.00046662i,-0.00015922-6.2588e-05i,0.00021564-0.00029054i,0.00015988-0.00014567i,-0.00045152+0.0003348i,-0.00071719+0.00054108i,-0.00040837+0.00016466i
-0.00034857+0.0014451i,0.00024789+0.0013686i,-0.00079377+0.00030225i,-0.00082126-0.00019409i,0.00030664+0.00030809i,0.0011915+0.00022144i,0.0013742-0.00089054i,0.00090592-0.00027193i,0.00092419+0.00056882i,0.001459+0.00031392i,0.0010887-0.00046665i,2.7458e-05-0.00065162i,-4.9506e-05+0.00023793i,0.00051215+0.00014974i,0.0010378-0.00054757i,0.00080004+7.0439e-05i,0.0001629+0.00047816i,-0.00020439+0.00012015i,0.0003285+0.00014633i,0.0006919+0.00048524i,8.589e-05-0.00019344i,-8.9257e-05-0.00095804i,0.00035073-0.00019369i
-0.0002004-0.0013868i,0.0001579-0.0018089i,0.00055713-0.0014758i,0.001173-0.0019215i,0.00071082-0.0017059i,-0.00044529-0.00070138i,-0.00055104-0.0010232i,-0.00031395-0.0012603i,0.00047633-0.00061233i,0.0012772-0.00051878i,0.00080291-0.00043008i,0.00093113-0.00059219i,0.00154-0.00040481i,0.00058484-0.00021809i,0.00029702-3.3396e-05i,0.00093504+0.0005093i,-0.00012911+0.00031681i,-0.0006547+0.00030602i,0.00033994+7.5044e-06i,0.00052625-0.0007405i,0.00067412-0.0007268i,0.0010852-0.0004533i,0.0011891-0.00010584i
0.0037216+0.0012509i,0.0039924-0.00019934i,0.0040399-0.0019931i,0.0026548-0.0028776i,0.0017675-0.0036436i,0.0013004-0.0021759i,0.00085861-0.00075357i,0.00069048-0.0010303i,0.00096705-0.001198i,0.00075054-0.0004789i,9.6043e-05-0.00071633i,6.0319e-05-0.00061141i,0.00079398+0.00039346i,0.001628+0.0011568i,0.0019293+0.00075908i,0.0012022+0.00025887i,-0.0001349-0.00010096i,-0.00027796+6.6415e-05i,-8.4846e-05+0.00067572i,0.00019108+0.00051667i,0.000557+0.00028816i,0.0012753+0.000275i,0.0012917+0.00011094i
-0.0022214+0.00012797i,-0.0016895+0.00068773i,-0.0011837+0.00022661i,-0.0010393-0.00053635i,-0.00037571-0.00059282i,0.00045865-0.00091389i,0.00065401-0.00093744i,0.00044656-0.0009465i,0.00036193-0.00068732i,0.00031641+0.00021269i,2.9955e-05+0.0001134i,0.00011269-0.00054783i,0.00059167-9.647e-06i,0.00015797+0.00055947i,-0.00047428+6.3362e-05i,-0.0006444-0.00015469i,-0.00012269+2.8372e-05i,-7.2716e-05+0.00055485i,-0.00042323+0.00099377i,-0.00019861+0.00096389i,4.8271e-05+6.1382e-05i,-8.4325e-05-2.6412e-05i,-0.00019199+0.0005077i
0.00012833+0.00048891i,0.0012377+0.0011953i,0.0014011+0.00042235i,0.00088613-0.00048502i,0.0010497-7.9881e-05i,0.0014127+0.0002037i,0.00088076-0.00071209i,0.00025205-0.0013276i,0.00046427-0.00034288i,0.00098971-3.1586e-05i,0.0011704-0.00059602i,0.0014444+0.0005464i,0.00063146+0.00092675i,-0.00062003+0.00018642i,-0.000572+5.2696e-05i,-0.00036129+0.00037596i,-0.00039463+0.00038419i,0.00033733+2.0703e-05i,0.00048088-0.00050358i,0.00015333-5.7538e-05i,-0.00031502+0.0007716i,-0.00026649+0.0010171i,0.00018928+0.00085257i
-0.00086102+0.0030509i,-0.00057063+0.0026564i,-0.00017377+0.0023289i,0.00046835+0.0017304i,0.00087216+0.0012987i,0.0010577+9.4005e-05i,0.0010822-0.0005926i,0.00080833-8.584e-05i,0.00079097-0.00019235i,0.00054774-0.00038229i,0.00036685-3.6427e-05i,0.00036516-9.0488e-05i,-7.2123e-05+1.9626e-05i,1.2948e-06+0.00033154i,0.00045599+0.0010771i,0.0005213+0.0008321i,0.00017466-0.00010439i,-0.0001481-0.00038028i,-0.00030993-0.00087137i,-0.00040538-0.00097776i,-0.0008205-0.00049882i,-0.00087136-0.00019293i,-0.00021915-0.00036563i
0.00030995-0.0014888i,0.0010465-0.0010872i,0.0022364+0.00080393i,0.001704+0.0012774i,0.00035499+0.00051818i,0.00014539+0.00015151i,-0.0003407-7.3827e-05i,-0.00048971-0.001018i,0.00030924-0.00048863i,0.00059096-5.3178e-05i,0.00049493-0.00053648i,-0.00024405+9.2827e-05i,-0.00060216+0.0010504i,-0.00013833+0.0010484i,0.00031134+0.00058275i,0.00019154+0.0003596i,-0.00045895+0.00045159i,-0.0002786+0.00063214i,0.00020103+0.0008955i,-8.8814e-05+0.00043236i,1.1243e-05-0.00044752i,0.00016251+0.00020229i,0.00025974+0.00069349i
0.00040154+0.00053247i,-4.3072e-05-0.00063639i,-0.00010069-0.0011894i,-0.00023303-0.0022415i,0.00051959-0.0022272i,0.00098974-0.00054689i,3.2612e-05-0.00045019i,-0.00026699-0.00068313i,-2.3234e-06-0.00044784i,0.00028445+0.00026085i,0.00096352+0.00032106i,0.0011031-0.00037041i,0.0010335-7.955e-05i,0.00054387+0.00026089i,0.00045004-0.00070322i,0.00088772-0.00092172i,0.00082612+0.00014199i,0.00013775+0.0010748i,-0.00019024+0.00094925i,0.0001382+0.00057086i,0.00046452+0.00018567i,0.00068698-8.3579e-06i,5.3811e-05+0.00063229i
-0.0014689-0.0017788i,-0.0010279-0.0019173i,-0.0011484-0.0019452i,-0.0014481-0.0012796i,-0.00047663-0.00038981i,0.00062976-0.00018824i,0.0013919-0.00027852i,0.0017271-0.00062985i,0.0010096-0.00096867i,-2.63e-05-0.001343i,-0.00034913-0.0001779i,-0.00025221+0.00062123i,0.00046562+0.000835i,0.00033073+5.6243e-05i,-0.00043748-0.0006783i,-8.6902e-05-0.0007319i,0.00058969-0.0012196i,0.00038037-0.0010431i,-0.00058229-0.0004589i,-0.00097025-1.3451e-05i,-0.0011938+9.2761e-05i,-0.00081456-3.1424e-05i,0.00040503+0.00033997i
-0.00086844-0.0019492i,-0.0015887-0.0022744i,-0.0034372-0.002213i,-0.0031611-0.0012369i,-0.0016972-2.9214e-05i,-0.00056762+0.0005143i,0.00070174+0.00022709i,0.00037051-0.00031673i,-4.3841e-06+0.00021559i,-0.00048724+0.00085933i,-0.00075952+0.0004094i,0.00011287+0.00026917i,0.00093371+0.0006542i,0.00063704-7.4541e-05i,0.00030334-0.00068169i,0.00081097+0.00053643i,0.00080525+0.0010846i,0.00061667+0.00033893i,0.00064356-0.00018288i,0.00068495+0.00024232i,0.00059023+0.0010011i,0.00027017+0.00060055i,-0.00035639+0.00010498i
-0.0020561+0.00018797i,-0.002211-4.7418e-05i,-0.0017995-5.1754e-05i,-0.0010458+0.0009425i,0.00043483+0.0012675i,0.0012026+0.00139i,0.0006078+0.00091585i,0.00046522+0.0002315i,0.0013584-0.00010033i,0.0010268-0.00042706i,0.00013418-0.00072151i,0.00066098-0.0010937i,0.00058767-0.00070374i,-0.00016658-0.00033812i,-0.00043744-5.8827e-05i,-0.00040231+1.3248e-05i,0.00013735-0.00026344i,0.00028913-0.00030576i,0.00024692-0.00016675i,0.00053743+0.00023154i,0.00036439+5.2368e-05i,0.00080273-0.00050715i,-4.3134e-05-8.6851e-05i
0.00081417-8.1342e-05i,0.0013599+0.00011764i,0.00057012+0.0010827i,0.00058872+0.00080957i,0.0014094-7.3527e-05i,0.0012655+5.3462e-05i,0.00042583-0.0003824i,-0.00027731-0.00081047i,-0.00075109-0.00047157i,-0.00052968-0.00011507i,4.7001e-05+0.00027119i,0.00016503+0.0010763i,0.0005031+0.0011327i,0.00053459+0.00020479i,2.7699e-05-0.00069174i,-0.00056914+3.2011e-05i,-0.00053851+0.00080689i,-0.00058084+0.00036471i,-4.938e-05+5.739e-05i,0.00032526-0.00019141i,-4.3884e-05-0.00069737i,-5.4475e-05-0.00072452i,0.0012627-0.00010022i
-0.0003039+0.000885i,0.00048212+0.0016112i,0.00090134+0.00074353i,0.00069425-0.00063637i,-0.00044038-0.00016179i,-0.00044811+0.00039671i,0.0007365-8.783e-06i,0.0012634-0.0005029i,0.0016416-0.00050729i,0.0012402-0.00024025i,0.00033454+7.2702e-05i,-0.00019764+0.00075612i,3.6402e-05+0.00037127i,0.00073176-0.00093964i,-2.7291e-05-0.0011863i,-0.00029448-0.00092201i,0.00026606-0.00041039i,0.00017921+0.00029488i,-0.00027995+0.00088734i,-0.00089103+0.00089461i,-0.0013791-0.00025192i,-0.0013282-0.00082019i,-0.0013717-0.00026601i
-0.00022228-0.0016259i,2.4877e-05-0.0016164i,0.0015053-0.0010856i,0.002263-0.00077555i,0.0014609-0.00089864i,0.00051868-0.00076904i,0.00080195-0.00099323i,0.0010996-0.0006663i,0.00096151-0.0004063i,0.0010481-0.00051977i,0.00056067-0.00051179i,0.00040209-0.0010014i,0.00093614-0.0005325i,0.0010413+0.00040253i,0.00071308-0.00018546i,-0.00011603-0.00059393i,-0.00060869-0.00017801i,-0.00029447+0.00047971i,-0.00027549+0.0010597i,-0.00051451+0.0007479i,-0.00032543+0.00082522i,-0.00024723+0.00064292i,0.00010618-0.00070715i
-5.6338e-05-0.0013361i,-0.00019742-0.0017691i,-0.0010732-0.0016799i,-0.001871-0.001071i,-0.0017819+0.00036082i,-0.00051309+0.00082259i,0.0010598-8.9589e-05i,0.00099432-0.00061178i,2.1803e-05-0.00054413i,-2.5147e-05-0.00011573i,0.00065443-2.0165e-05i,0.0006522+0.00086052i,3.1487e-05+0.001572i,0.0001602+0.00064391i,0.00098429-0.00030519i,0.00092058-0.0007598i,-0.00031618+3.4505e-05i,-0.0014119+0.00072853i,-0.0011658+0.00059454i,-8.555e-05+0.00053557i,0.00035132+0.00028676i,-0.00071563-0.00013207i,-0.00182-0.00061652i
-0.0022229-0.0013218i,-0.0025227-0.00099997i,-0.0020698-0.00083515i,-0.00060936+1.1159e-05i,0.00040182+0.0002201i,0.00033438-0.00052106i,0.000628-0.0014539i,0.00049388-0.00094965i,0.00014421-0.00014836i,0.000365-0.00024275i,-0.00010376-0.000667i,-0.0008537-0.0011021i,-0.00039048-0.0010548i,0.00046551-0.00084636i,0.00012879-0.00029406i,-0.00026734+0.00038463i,0.00021154+0.00086462i,-8.2133e-05+0.00070054i,-0.00025942+0.00073239i,0.00045595+0.00081542i,0.0004121+0.00059189i,-0.00054217+0.00019151i,-0.00071671-3.2299e-05i
0.0012164+0.0004417i,0.0012769+0.00016339i,0.00062221+0.0001322i,0.00081201-8.9106e-05i,0.0007699-0.00023483i,0.00096413+0.00015026i,0.0010192+0.0005948i,0.00053552-6.9303e-05i,0.001418-0.00015162i,0.0017269+0.00077123i,0.00022976+0.00028081i,-0.00033474+6.5362e-05i,5.4679e-05+0.00025097i,0.0008634+0.00014337i,0.00089976+0.00021885i,0.00015306-5.8758e-05i,-0.00077672-0.000365i,-0.0010722-0.00060869i,-0.00082004-0.00038988i,-0.00065156-0.00014435i,0.00031002+0.00013217i,0.0010092-1.1847e-05i,0.0011014-0.00040028i
-0.0014854-0.0017946i,-0.0014802+0.00053286i,-0.001904+0.00080942i,-0.0017484+0.00020069i,-0.00064516+0.00043623i,0.00081611+0.00093905i,0.0015156+0.00043088i,0.00051824-0.00047465i,-0.00017985-0.0008352i,-0.00029001-0.0010035i,-0.00045144-0.0004789i,-0.00069398+7.8112e-05i,-3.4696e-05-0.0002911i,0.00055215+4.2555e-06i,0.00071594-8.4474e-06i,0.00024123-0.00020263i,-0.00038356-0.00022468i,-0.000589-0.00017626i,-0.00042455+0.0001549i,-0.00057001+0.00017843i,-0.0003043+0.00026906i,0.00013983+0.00045069i,2.6052e-05+0.001223i
0.00071347-0.0033263i,-0.00010908-0.0035656i,-0.0012548-0.0032574i,-0.00095908-0.0019027i,-0.00050482-0.000759i,-2.7069e-05-0.00010661i,0.00045894+0.00015669i,0.00069939-4.1507e-05i,0.00074879-0.00030907i,7.6667e-05-0.00073606i,0.00025004+4.9309e-05i,0.00047805+0.00034541i,0.00091688-0.00022107i,0.001255-0.00025709i,0.00077208-0.00035513i,0.00063215+7.1784e-05i,7.5539e-05+0.00054915i,-0.00067129+0.00056089i,-6.8451e-05+0.00077379i,0.00036028+0.00027651i,-0.00011108-1.1958e-05i,-0.00018863+0.00086116i,2.2531e-05+0.00063566i
-0.0012582+0.002028i,-0.00081035+0.0011807i,-5.6433e-05-5.6572e-05i,0.0007441-0.00036272i,0.00070159-0.0003098i,0.0009905-0.0010185i,0.0010825-0.001427i,0.00072229-0.0003945i,0.00089678+0.00031204i,0.00035275-0.00011884i,-1.0317e-05-0.00012712i,0.00026884+0.00078673i,0.00047787+0.0011182i,0.00071842+0.00097644i,0.00069306+0.00023702i,0.00029258-0.00039663i,0.00043904-4.883e-05i,0.00024075+0.00056951i,-0.00050689+0.00021102i,-0.00035033-0.00022405i,-0.00019461-0.00050146i,-0.00065986-0.00057689i,-0.00086914+5.5863e-06i
-0.0027591-0.0010764i,-0.0029497+7.9561e-05i,-0.0026186+0.0019498i,-0.0010067+0.0024491i,0.0004639+0.0017343i,0.0013763+0.00044667i,0.0015549-0.00061191i,0.0011208-0.00069316i,0.00072473-0.00017925i,0.00087586+8.8833e-05i,0.00097797+0.000387i,0.00051481+0.00014254i,7.8136e-05+0.00013223i,-5.2812e-05+0.00021981i,-0.00051734-0.00055803i,-0.00019677-0.00075227i,-1.4536e-05-0.00010762i,0.00018024+0.00085324i,0.00016163+0.00079213i,-6.5359e-05-0.00030168i,0.00018718-0.00046254i,0.00022587-3.9428e-05i,0.00028006+0.00039738i
0.00056354-0.00090279i,4.2609e-05-0.00013852i,-0.00052187-0.00025016i,-0.00062321-0.00094042i,-0.0007728-0.0009658i,-0.00026619-0.00028577i,0.00038515+0.00013925i,0.00093933+0.00061909i,0.0012859+0.0006741i,0.0009403+0.00013466i,0.00063985+5.5736e-05i,0.00088663+0.00025735i,0.0003598+0.00013938i,-0.00020063+3.5265e-05i,-0.00031161-0.00041735i,7.2474e-05-0.00099257i,-7.557e-05-0.00058578i,-0.0010039-0.00017047i,-0.0010092+0.00015903i,-0.00036699+0.00093119i,0.00096574+0.00025814i,0.0010552-0.00029042i,-0.00031844+3.554e-05i
-0.00036466-0.00231i,-0.00015774-0.0014496i,0.00020512-0.0013087i,5.6699e-05-0.00092884i,0.00051913-6.4657e-05i,0.0011679-9.3012e-05i,0.00045871+0.00018546i,-0.00044462-0.0006238i,-0.00027953-0.0017404i,0.00016073-0.0013919i,-0.00020758-0.00064567i,-0.00032593-0.00044832i,0.0006997+0.00034323i,0.0014+0.00020224i,0.00098215+0.0002785i,-4.9019e-05+0.00057112i,-0.00013735+0.000271i,-7.1532e-05+0.00026778i,-0.00077976+0.00031484i,-0.001077+0.00040576i,-0.00064388+0.00012748i,-4.5629e-05-0.00017844i,-0.00053362-8.7473e-05i
0.0032894-0.00021219i,0.0023237+0.00015043i,0.0007315-0.00036338i,0.00023501-0.00049829i,0.00053988-0.00027372i,0.00072162+0.00061073i,0.00064457+0.0011489i,5.6024e-05+0.00016871i,-0.00018629-0.00096751i,0.00012673-0.0013611i,-0.00036854-0.00063499i,-0.00090717+0.00079344i,-0.00018127+0.0015403i,0.0015049+0.0012346i,0.0016351+1.0722e-05i,0.00035942-0.00058906i,0.00054214-0.00091338i,0.000643-0.00057207i,-5.5677e-05-0.00013383i,-2.9036e-05+0.00031254i,-0.00059052+0.00030118i,-0.00089237-7.9051e-05i,-0.00039193+4.8769e-05i
-0.0018562+2.7539e-07i,-0.0033084+0.00057259i,-0.0037053+0.00052696i,-0.0022818-0.00025324i,-0.00092573-0.00086166i,-0.00043616-0.0004696i,0.00016168+7.5064e-05i,0.0010533+0.00028411i,0.0012774+0.0001962i,0.00061867-5.9007e-05i,0.0001756-0.00020401i,0.00051851-3.0872e-05i,0.00090434-2.622e-05i,0.00043173+1.7406e-06i,0.0002108+3.7896e-05i,0.00038083-6.15e-05i,0.00036255+0.00022126i,-0.0002639+0.00011884i,-0.00090465-0.00037072i,-0.0003101-0.00034502i,0.00061446-0.00059546i,4.2289e-05-0.00080871i,-0.0011196-0.00098547i
0.0024331-0.0012043i,0.0015616+6.7623e-05i,0.00080812+0.00064404i,0.00054285-6.5989e-05i,0.00060882-0.00024231i,0.00049214-0.00017685i,-0.00042251+4.1642e-05i,-0.00060602-0.00071834i,0.00062496-0.00146i,0.00097538-0.00045837i,0.0008942+0.00068318i,0.00047617+0.0010894i,0.00023792+0.0015894i,0.00051914+0.0011819i,0.0013411+0.0001894i,0.00096723-0.00015753i,-0.0006199+0.00010159i,-0.00089882+0.00045531i,0.0001094+0.00061512i,0.00030793+0.00074565i,0.00032839+0.00029885i,0.00013096-9.2614e-05i,-0.00049281-0.00065616i
-0.0018725+0.0021815i,-0.00094586+0.0024863i,-7.129e-05+0.0022143i,7.168e-05+0.0011363i,0.00016747+0.00024936i,0.00054503-0.00052925i,0.0009269-0.00045484i,0.0013628+5.5048e-05i,0.0014798+0.0010337i,0.0010159+0.0013515i,0.00052395+0.00057951i,-0.00043111+0.00016096i,-0.00072753-5.5253e-05i,-0.00052293-0.00028917i,2.6751e-05-0.00028795i,-0.00025783-0.0003579i,-0.00082109-0.00073651i,-0.00017664-0.00069897i,0.00011453-0.00019388i,0.00035944+0.00035243i,0.00086198+0.00091742i,0.00048371+0.0010717i,-0.00038293+0.00087142i
-0.00067136-0.0031792i,-0.00062328-0.0015087i,-0.00054516-0.00086337i,-0.00074991-0.00027064i,0.00031411+0.00084791i,0.0015732+0.00084897i,0.0011067+0.00068867i,0.00077293-0.00016541i,0.00062794-0.0012481i,0.00031716-0.0012622i,0.00085624-0.00058932i,0.0010081-8.0476e-05i,0.00095201+0.00045414i,0.0008826+0.0005658i,0.00035105-8.409e-06i,-0.00088565+0.00011328i,-0.0011984+0.0011226i,-0.00037462+0.0012066i,0.00012869+0.00046094i,-0.00031136+0.00053935i,-0.00015677+0.00066955i,0.00040644-0.00025195i,0.000682-0.00069173i
0.0007606-8.7388e-05i,0.00091358+0.00084625i,-0.00027043+0.0011399i,-0.00075303+0.00058918i,-0.00051699+6.7928e-05i,-0.00039648-0.00040412i,-0.00031576-0.00076379i,2.4423e-05-0.0011903i,0.00047706-0.0014238i,0.0009025-0.00097975i,0.0013239-0.00023566i,0.00093807+0.00024117i,0.0010575+0.00024606i,0.0013534+0.00015637i,0.00016123+0.00022608i,-0.00076056+0.00010246i,-0.00036084-0.00015559i,-8.8233e-05-3.2154e-05i,-0.00072252-1.0458e-05i,-0.00085615-0.00026166i,-0.00061438+0.00048695i,-0.00040783+0.00028523i,-0.00018854-0.00031068i
-0.0022647+0.0013443i,-0.00047504+0.001257i,0.001607+0.0019736i,0.0034454+0.0017858i,0.0035+0.0008281i,0.0019365-0.00049925i,4.806e-05-0.0012058i,-0.00085069-0.0010332i,-0.00046178-0.00050006i,-9.2927e-05+0.00015989i,-0.00013087+0.00021948i,-6.8231e-05+0.00048148i,-0.00035663-0.0005086i,2.7555e-05-0.0014052i,0.00030354-0.0010119i,-0.00084606-0.00025718i,-0.0010291+0.00046933i,-0.00082431+0.0010776i,-0.0003297+0.0010937i,0.00012696+0.00019783i,0.00019982-0.00051121i,-7.788e-05-0.00046163i,-0.00071114-0.00071133i
-0.001643-0.0013125i,-0.0017863-5.2476e-05i,-0.0023106+0.0016589i,-0.0020597+0.0021407i,-0.00031986+0.0016812i,0.0022781+0.0001777i,0.0022716-0.00069908i,0.00078656-0.00066586i,-0.0001628-9.7517e-05i,-0.00064001+0.00067725i,-0.00027482+0.00051709i,0.00059714+3.782e-05i,0.00052443-0.00013419i,0.00064207+3.8584e-05i,0.00038677-0.00013102i,-4.7943e-05-8.8998e-06i,-0.00033148+0.00010302i,-0.00077636+5.4614e-05i,-0.00017883-0.00010954i,0.00028498-0.00029486i,0.00024728-0.00045645i,0.00019181-0.0010815i,-0.00029306-0.0011153i
-0.00042919-0.00050988i,0.0001132+0.00028803i,0.0013651+0.00089036i,0.00059477+0.00050581i,0.00022922+0.00029189i,0.00034775+0.00084202i,0.00019522+0.00060613i,0.00020734-0.00025515i,0.00095314-0.0013665i,0.0013012-0.0013456i,0.001276-0.00011685i,0.00052132+0.00051065i,-0.00015953+0.00026217i,0.00022792+0.00027207i,0.00077657+0.00061014i,0.00072179+0.00018685i,3.5109e-05-4.3063e-05i,-0.00063716-0.00019058i,-0.00070698-0.00015677i,-0.00030659+0.00012728i,4.059e-05-0.00019314i,-0.00031894-0.00026746i,-0.00011143-0.00011118i
-0.0003429-0.00014981i,-0.00095495-0.00060514i,7.8686e-05-0.00086147i,0.0014933-0.0015114i,0.001757-0.0018336i,0.0016736-0.0011735i,0.0013063-0.00040438i,0.00086719-3.6529e-05i,0.0010305+2.8207e-05i,0.0011681-0.00049335i,0.0007744-0.00056905i,0.00050282+0.00061688i,3.7197e-05+0.00036698i,0.00031794-0.00036808i,0.00048699-0.00019827i,0.00055801+0.00022985i,0.0010271+0.00050922i,0.00057839+0.00066657i,-0.00038134+0.0011806i,-6.1665e-05+0.00053386i,-6.7014e-05-0.00010526i,-0.00046022+4.3994e-05i,-0.00090072-1.7916e-07i
0.00039791-0.0029006i,-7.999e-05-0.0025293i,-0.0010454-0.0020411i,-0.0016067-0.0018827i,-0.0013004-0.00077571i,-0.0008357+0.00020423i,-0.00020308-8.0181e-05i,0.00027521-0.00074259i,-0.00010884-0.00066851i,-0.00020411-0.00021611i,0.0001811+0.00027577i,-5.0151e-05+0.0012425i,0.00038631+0.0011253i,0.0011884+0.00039872i,0.00092603+0.00018023i,0.00086073+0.00042547i,0.00060793+0.0001043i,0.00013522-0.00030603i,8.5644e-05+0.00013807i,-0.00024442+0.00015978i,-0.00092118+4.3711e-06i,-0.00081281+0.00018828i,-0.00042221+0.00022469i
-6.3711e-06-0.00012829i,-0.0013888+0.00026641i,-0.0020183-0.00042636i,-0.00051834+0.00046018i,-0.00010528+0.001497i,-0.00014583+0.00094005i,0.00036027+0.00031805i,0.00041657+0.00028336i,0.0001236+0.00058991i,0.00073259+0.001237i,0.00043296+0.00083112i,-0.00071277+0.00017518i,-0.0010406+0.00059171i,-0.0010053+0.00031636i,-0.00059219-0.00022294i,-0.00040438-0.00037553i,-0.00035403+0.00010841i,-0.00043817+7.8599e-05i,-0.00038851-0.00012256i,-0.00029641+0.0001799i,-0.00037546+0.0003117i,-2.5801e-05+0.00012317i,-0.00017261-3.0723e-05i
