-0.0010106-0.0014519i,-0.0018382-0.0021772i,-0.0026313-0.0030907i,-0.0028104-0.0020593i,-0.0013926-0.0010789i,-5.2205e-05-0.00069945i,0.0003173+0.0001961i,0.0003718+0.00041747i,4.8362e-05+0.00023651i,0.0005476+0.00057291i,0.00060654-6.9864e-05i,-0.00074027-0.0005567i,-0.0015036-0.00023954i,-0.00087478+0.00013542i,4.6154e-05+0.00021878i,0.00045141-0.00042292i,0.00029442-0.00018194i,0.00042899+0.00046267i,0.00050577+0.00032475i,5.1354e-05-0.00017333i,6.2006e-05-0.00027582i,0.00018749+0.00010994i,0.00052519+0.00052396i
0.00055676+0.00036518i,-2.2916e-05+0.00043619i,-0.00091096+0.00065336i,-0.00072886+0.00073823i,-0.00050505+0.00075339i,-0.00037552+0.00020162i,-7.4372e-05-0.00059878i,-0.00020008-0.00095616i,0.00021503-0.00054489i,0.00079097+0.00020638i,0.00043566-0.00026956i,-0.00043423-0.00092156i,-5.6e-05-0.0011618i,0.0005684-0.00083478i,0.00038357-0.00045036i,-0.00011403-9.7318e-05i,0.00023817+0.00047605i,0.00055198+0.00031979i,7.6025e-05-0.00044357i,-0.00047389-0.00083318i,-6.2492e-05-0.00019542i,0.00033145+0.00064261i,3.9958e-05+0.0010011i
0.00107-0.00039819i,0.0013115+0.0002571i,0.0020833+0.00066052i,0.0021882+6.4826e-06i,0.0013999-0.00051174i,0.0013143-0.00032039i,0.00097941+4.3159e-05i,0.0006186+0.00016485i,3.3198e-05-0.00034821i,-0.0009931-0.00055573i,-0.0010161-0.00050908i,-0.00024878-0.00042497i,-0.00015833+7.5528e-05i,0.00015138+0.00039353i,0.00041823+0.00022545i,0.00020559-0.00029736i,0.00039331-0.00068546i,0.0012841-0.00040552i,0.0012363-8.6877e-05i,0.00023311+0.00036997i,-0.00050282+0.00020429i,-0.00020228+0.00012687i,-2.7997e-06-1.4562e-05i
0.001976-0.0019209i,0.0020303-0.0021539i,0.001197-0.0027711i,0.0005249-0.002251i,0.0006639-0.0014159i,0.00079602-0.0012828i,0.00058898-0.0016398i,0.00034012-0.0015373i,-0.00091573-0.0012518i,-0.0013307-0.00097087i,-0.00082454-0.00061512i,-0.00042425+6.0716e-05i,0.00026593+0.00071354i,0.00024486+0.00094417i,-0.00031317+0.00053947i,1.2088e-05+0.00030872i,0.00011174+0.00061595i,0.00060432+0.0003188i,0.00085603+0.00023479i,9.6294e-05-0.00010445i,-0.00046724-0.00070351i,-0.00045907+0.00040798i,-0.0007187+0.0009431i
0.0012272+0.00053997i,0.0007998+0.00011024i,0.0012491-0.00042892i,0.00094894-0.0012152i,0.00022541-0.0016482i,0.00057923-0.0016367i,0.00062999-0.00097775i,0.00053292-4.2856e-05i,0.00088331+0.00030372i,0.00050368+0.00020299i,-0.00020669+0.00043103i,-0.00036534+9.1264e-05i,-0.00017773+0.00012085i,-0.00054459+0.000724i,-0.00098359+0.00026099i,-0.00076343-0.00014803i,-0.00031834+7.6554e-07i,-0.00029816-9.9956e-05i,-0.00045808-0.00010946i,-0.00020893-0.00018723i,8.161e-05-0.00015871i,0.00048356-6.1849e-05i,0.00072238+0.00049422i
-0.0023114+0.00061872i,-0.0025314+0.0013218i,-0.0018185+0.0016095i,-0.00086416+0.0010936i,-0.00029649+0.0001696i,0.00016863-0.00043785i,-0.00030113-0.00065042i,-0.00063983-0.0008312i,2.0966e-05+0.00056829i,0.00013005+0.001442i,-0.00048816+0.00072178i,-0.00079548+0.00033899i,-0.00015205-0.00025943i,0.00031782-0.0001284i,0.00021484+0.00058539i,0.00018092+0.00026722i,0.00031995+0.00067066i,0.00022609+0.00075338i,2.2493e-05-0.00039845i,0.00012619-0.00045186i,0.0003012-0.00018649i,-2.9953e-05-0.00099478i,-0.00022882-0.00030688i
0.002284+0.00062799i,0.0025413-0.0010315i,0.0030396-0.0020294i,0.0023889-0.0011453i,0.00091823-0.0009819i,-0.00067301-0.0016739i,-0.0010147-0.0011212i,-0.00014355-0.00033841i,0.00045045-0.00012258i,0.00041743+0.00015362i,0.00032082+0.00021899i,0.00034357-0.0002872i,-0.00054697-7.2316e-05i,-0.00090179+0.0002932i,-0.00060683+0.00063777i,-0.0003634+0.00051081i,-0.00019739+0.00016482i,-8.8382e-05+3.7233e-05i,-0.00034322+0.00028178i,-0.00035068+9.9089e-05i,0.00011896-0.00037263i,0.00048029-0.00018647i,-7.1038e-05+0.00015148i
-0.00097784-2.6173e-05i,-0.00043628-0.00078262i,0.00035646-0.00071071i,0.0010014+0.0010126i,0.00092509+0.0018362i,0.0015444+0.001014i,0.0020756-0.00043598i,0.0011035-0.00077635i,-0.00021027-0.00018774i,-6.373e-05+0.00052925i,0.00045309+0.0012482i,0.00018345+0.00090982i,4.6279e-05+0.00033045i,-6.6712e-05+0.00086153i,0.00031105+0.0010111i,0.000454+0.00050784i,-8.5405e-05+5.8574e-05i,-0.00055724-0.00012995i,-0.0005804-0.00051444i,-0.00065193-0.00088457i,-0.0003606-0.00021239i,0.0003792+0.00041199i,0.00083472+0.00061767i
0.00060066+0.00015622i,-0.00023454+0.0001999i,-0.0003518+0.00061888i,-0.00017237+0.00066788i,-8.0432e-05-0.00033064i,0.00027909-0.00071285i,0.00053267+1.7721e-05i,0.00035855+0.00033888i,0.00018199+0.0003616i,-0.00017933+3.2032e-05i,-0.00047143+0.00023979i,-0.00016793+0.00099622i,-8.1136e-05+0.00063292i,-0.00032249-0.0001488i,0.00025896-0.00035042i,0.00060362+8.0736e-06i,0.00076508+0.00024735i,0.001168+0.0010243i,0.0010374+0.00093225i,0.00078864-0.00034665i,0.00069234-0.0010937i,0.00038187-0.00026046i,0.00014308+0.00044036i
-0.0023583+5.7525e-05i,-0.0020223+0.000536i,-0.00071651+0.00073674i,-0.00024844+0.00082157i,-1.6601e-07-0.00025309i,0.00024511-0.0014523i,0.0001082-0.0013091i,-0.00018118-0.0011415i,-0.00062039-0.00025939i,-0.00025537+0.00038608i,5.4621e-05+7.4826e-05i,-0.00059467+6.4288e-05i,-0.00050784-0.00024424i,0.00045033-0.00054703i,0.00045552-0.00047237i,0.00030335-1.1463e-05i,-0.00039599+0.00013665i,-0.0011191-8.0314e-05i,-0.00084314-0.00046102i,-0.00065059-0.00034863i,-2.5914e-05+0.00060141i,0.00035317+0.00053858i,0.00032841-0.00073252i
-0.00056748+0.0013124i,0.00023781+0.00071154i,0.0012188+0.00018207i,0.0010564+0.00054337i,0.00057582+0.0010252i,0.00081727+0.00062962i,0.0010151+0.00011144i,9.3942e-05-0.00042183i,0.00020761-0.00073872i,0.00024642-0.00061425i,4.4266e-05-0.00037656i,-0.00085651-5.8354e-05i,-0.0012297-0.00039435i,-0.0006067-0.00088186i,-0.00051348-0.00032502i,-9.3261e-05-0.00012226i,0.00048005-0.00063968i,0.00090144-0.00017067i,0.0003183+0.0013057i,-0.0009832+0.0015151i,-0.00077936+0.0003629i,7.8491e-07+0.00046705i,-0.00012572+0.00073096i
-0.00063236+0.0016743i,0.00070576+0.0018411i,0.0019487+0.0016115i,0.0024106+0.0014904i,0.0029327+0.00090536i,0.0027484-0.00043091i,0.0018019-0.0012673i,0.00075938-0.0010933i,-0.00027022-0.00024726i,-0.00067188+9.4854e-05i,-0.00042618-0.00041174i,0.0002776-0.00079443i,0.00052386-0.0012572i,0.00012242-0.0014984i,-3.0778e-05-0.00086386i,0.00070517-7.9526e-05i,0.00050961+0.00015409i,-0.00032398-0.00021746i,-0.00055965+4.9146e-05i,-0.00044149+0.00068586i,0.00073416+0.00012576i,0.001164-0.00044012i,0.00083156-0.0003933i
-0.00073266+0.0011299i,-0.0012466+0.0010807i,-0.000918+0.00066409i,0.00016025-0.00017545i,0.00060766-0.00041768i,0.00036587-0.00088052i,6.9007e-05-0.001396i,0.00061328-0.00050263i,0.0010933+0.00049558i,0.00072035+0.00052574i,-5.3103e-05+0.00029985i,-0.00017623-0.00061967i,0.00010603-0.0011575i,0.00038657-0.00031817i,0.00047335+5.1423e-05i,0.00072404-7.8466e-05i,0.00069438+0.00038973i,0.00042348+6.3043e-05i,0.00034066-0.00055154i,-0.00016267+3.8508e-05i,-0.00033568-7.797e-05i,-9.4535e-05-0.0004349i,-0.00042299-0.00024767i
-6.9367e-05+0.0026773i,-0.00069891+0.0018597i,-0.00086789-3.127e-05i,3.6298e-05-0.00061149i,0.00066075-0.00075933i,0.00029584-0.0014323i,0.00013931-0.00086568i,0.00052483+9.1829e-05i,0.00039198+0.0015899i,-0.00016083+0.0016972i,-0.0001594+0.00011938i,0.00018926-0.00040572i,-0.00014705-7.0632e-05i,-0.0012856+0.00033319i,-0.0021618+6.8663e-05i,-0.00082517-0.00043598i,0.00038235+3.0222e-05i,-0.00019926+0.00030803i,-0.00033133+0.00039419i,-0.00035169-0.00010761i,-0.00055646-0.00032975i,-0.00049798+0.00026191i,-0.00027534+1.7834e-05i
-0.00045954+0.001376i,0.00047717+0.0010484i,0.0019705+0.00062732i,0.0027843+0.00012061i,0.0026007-0.00016771i,0.0012376-0.0013175i,0.00019748-0.0016853i,-0.00034781-0.0012609i,-2.5278e-05-0.00096856i,0.00057062-0.0012346i,0.00058508-0.0013054i,0.00064704-0.00069898i,0.00041489-0.00031857i,-2.1658e-05+0.00018085i,-0.00085811+0.00052233i,-0.0011308-0.00051237i,-4.1244e-05-0.00090482i,0.00068675-0.0001522i,0.00076139+0.00031535i,0.00038+0.00017172i,0.00056306-0.000618i,0.0007778-0.00093405i,0.00068214-0.00069389i
-0.0015919-0.0017059i,-0.0017053-0.00059067i,-0.0017176+0.00059557i,-0.00070479+0.001104i,0.00097495+0.00050853i,0.0024006+0.00072145i,0.0021868+0.00078581i,0.0015634-0.00018268i,0.0010396-0.00075371i,-0.0006733+2.0091e-05i,-0.0017877+0.00075672i,-0.0012081-0.00019242i,-0.00024359-0.0011092i,0.00081814-0.00054933i,0.0013864-0.0001406i,0.00054697+0.00028197i,0.00056976+0.00031258i,0.0011212-0.00022865i,0.00018387+2.2323e-05i,-0.00065812+0.00013715i,-0.0007591+0.00039658i,-0.00028888+0.00058393i,-0.00039321+0.00065483i
0.00084279+0.00087576i,-0.00023317+0.00083991i,0.00079615-0.00032551i,0.00071741-0.00085955i,-0.00011214-0.00082017i,-0.00067904-0.00012073i,-0.000596-0.0001229i,-0.00048206-0.00053572i,0.00027712-0.0010664i,0.0014287-0.00059783i,0.00092038+0.00030347i,-0.00040367+0.00025977i,-0.00051901-0.00011373i,-0.00012839+0.00018087i,-0.00015142+0.00097185i,-0.00044269+0.00077995i,-0.00069546-0.00018822i,-0.00070876-4.2132e-05i,-0.00026715+0.00071904i,0.00059002+0.00062182i,0.00070292+0.00061892i,0.00042082+0.00064637i,7.7674e-05+0.00026655i
0.00092882-3.8384e-05i,0.00041341+2.3979e-05i,0.00016554+8.3087e-05i,0.00073939-0.00093801i,0.00012673-0.0015164i,-0.0011902-0.0013651i,-0.0013083-0.00062572i,-0.00073942+0.00025822i,-0.00022794+0.00032675i,-0.00060094-1.7177e-05i,-0.0011883+0.00018479i,-0.0011344+0.00079377i,-0.001026+0.0010304i,-0.00042269+0.0010693i,-0.00051243+0.00072735i,-0.00080068-4.3608e-05i,-6.335e-05-8.2126e-05i,2.2279e-05+0.00059662i,-0.0001387+0.0010884i,-0.0006831+0.00077901i,-0.00072962+0.00079607i,-0.00023718+0.00045121i,-0.00015544-0.00035261i
6.1029e-06+0.00014229i,0.00066017-0.00068809i,0.0014931-0.00052496i,0.0022772-0.00053967i,0.0028153-0.00041152i,0.0033836-0.00034111i,0.002935-1.9209e-05i,0.0016977-3.9715e-05i,0.00080579-0.00084926i,0.0001067-0.0013066i,0.0002908-0.00076351i,-0.00025457+0.00039892i,-0.0010773+0.00073959i,-0.00073981+0.00038347i,-0.00045111+0.00015832i,-0.00025158-0.00022381i,0.00032283-0.00046615i,0.00027948-0.0001691i,0.00080777+0.00015519i,0.0012585-0.0003496i,0.00044165-0.00027351i,0.00022191+0.00046726i,0.00062216+0.00039029i
-0.00050498-0.00017797i,-0.00084694+0.00012902i,-0.00024525+8.7249e-05i,0.00057482-0.00064325i,0.0012207-0.0011498i,0.0012001-0.0018352i,0.0013191-0.0019685i,0.001054-0.0012828i,2.1388e-05-0.0013464i,-0.00080366-0.00051014i,-0.0010473+0.0006343i,-0.00072037+0.00060897i,-0.0001626+0.00021715i,-7.4621e-05-0.00039742i,0.00046044-0.00036617i,0.00093261+0.00017249i,0.00091236+0.0001723i,0.00096716-0.00027694i,0.00063075-0.00069181i,-0.00030197-0.00059167i,-0.0012679-0.00020252i,-0.0010669+0.0004589i,-4.3553e-05+0.00062798i
3.0221e-05+0.00013883i,0.00011049-0.0011219i,0.00028432-0.0012911i,-0.00031417-0.00016756i,-0.00038116-0.00023581i,-0.00071061-0.00079239i,-0.00031636-0.00033415i,0.00027636-0.00033228i,0.0004674-0.00058178i,-6.9526e-05-0.00021002i,-0.00086426+0.00054096i,-0.00099513+0.0012618i,-0.00061317+0.00092448i,-0.00014661+0.00077763i,8.8885e-06+0.00091805i,0.00024122+0.00031956i,0.00051336+0.00013888i,0.00029049+0.00013879i,-6.3978e-05-3.0062e-05i,-0.00044903-1.3608e-05i,-0.00024046-0.00062488i,0.00050848-0.0009234i,0.00057361+0.00013633i
-0.00022787-0.00094158i,0.00053034-0.00060115i,0.00067328+0.0015281i,0.00055808+0.0016021i,0.00085137+0.0010297i,0.0011556-0.00039498i,0.00089233-0.0010123i,-0.00028021-0.00027003i,-0.00065897+0.0003293i,9.9524e-05+0.00039421i,0.00010072+0.00036975i,-7.717e-05-0.00027884i,0.00013284-0.00019551i,0.00045427+0.0002634i,0.00054078-0.00028627i,0.00030082-0.00065176i,-0.00042978-0.00069143i,-0.00067914-0.00046652i,-0.00033017-0.00037265i,6.0337e-05-0.00040702i,0.00025243+0.00039803i,0.00016156+0.00023807i,0.00048082-0.00031812i
0.00061133+4.7741e-05i,0.00034814-9.1276e-05i,-0.001103+0.00023726i,-0.00070282-0.000971i,0.00098723-0.0014648i,0.001688-0.0009628i,0.0011346-0.0010806i,0.00010203-0.0014162i,-0.00017666-0.00097881i,0.00027834-0.00056277i,0.00010083-0.00014775i,-0.00025012-0.00073696i,-0.00053409-0.00047552i,-0.00113+0.00050356i,-0.00085785+0.00054535i,-0.00028488+0.00077308i,-0.00036121+0.00070874i,-0.00039209-0.00012959i,-0.00031417-0.00025755i,-5.62e-05+0.00016707i,0.00053726+6.2908e-05i,0.00062841+0.00054457i,2.0229e-05-9.5043e-05i
-0.0011291-0.0023737i,-0.00096963-0.0013963i,-0.00049634+0.0013107i,0.00045151+0.0011264i,0.000843+8.5653e-05i,0.00082264-0.00069466i,0.0010243-0.00058292i,0.00085303-0.00050801i,0.00060088-0.00093183i,0.0005768-0.00029449i,0.0006938+0.00018036i,0.000322-2.8476e-05i,0.00043936+0.00021779i,-0.00016413-0.00026492i,-0.00052643-0.0010474i,0.00031536-0.00028446i,0.00034532+9.3824e-05i,0.00023418-0.0004399i,0.00084249-0.00099821i,0.00044882-0.0015171i,-0.00020611-0.0018228i,0.00050548-0.00067189i,0.00057058+0.00027715i
-7.5455e-05-0.0010172i,-0.0007688-0.0013218i,-0.00027033-0.0013669i,6.0299e-05-0.0004445i,0.0007141+8.806e-05i,6.5214e-05+0.00020397i,-0.00066367-0.00029972i,0.00042906-0.00020446i,0.00088254+0.00029808i,0.00022858-0.00028386i,-0.00055541-0.00063302i,-0.0011613-0.00015536i,-0.00088401+0.00022048i,-3.463e-05+0.00075128i,-0.00026777+0.0014016i,-0.0013044+0.0010381i,-0.00055323+0.00068865i,0.00053796+0.00083112i,0.00011615+0.00087515i,-0.00018157+0.00015275i,-0.00038593+6.9228e-05i,-0.00054933-0.00029864i,-6.55e-05-0.00044211i
0.00048709+0.00096014i,0.00039143+0.0015324i,-0.00065359+0.0010089i,-0.00025895-0.00083544i,0.0008897-0.0020088i,0.0014099-0.0016963i,0.0003578-0.00088499i,-0.0004463-0.00034861i,-0.00024737+0.00021427i,9.3642e-05-0.0003556i,0.00024073-0.00038581i,0.00015788+0.00031839i,-0.00022692+0.0003573i,-0.00010631+0.0001123i,0.00041744-0.00025862i,-0.00010335-0.00058329i,-0.00071672-2.572e-05i,-0.00030741+0.00056024i,0.00031885+0.00099789i,0.00020772+0.00089972i,6.66e-05-0.00025334i,0.00035013-0.0010918i,0.00034091-0.00049382i
0.0011899-3.337e-05i,-2.4589e-05-6.0278e-05i,0.00026239-0.001181i,0.00096682-0.0014565i,0.00044876-0.0013408i,-6.5256e-05-0.0013701i,-0.00013167-0.0011039i,0.00039565-0.0006738i,0.00074466-0.00011801i,-0.00018919-0.00014481i,-0.00034239-0.000452i,0.00040926-0.00029372i,9.139e-05+0.00028557i,-0.00035914+0.00062834i,-0.0004086+0.00042161i,-0.00059104-0.00017298i,-0.00086923-0.00069506i,-0.0005301-0.00030536i,0.00064749+0.00049942i,0.00099813+0.00055454i,0.00094929-6.1406e-05i,0.00017937-0.000223i,-0.00086087+0.00028045i
0.001117-0.00079093i,0.00020094-0.0014731i,-0.00058274-0.0026056i,0.00010358-0.0021427i,0.0011085-0.00026322i,0.0018771+0.00036389i,0.001637+0.00031266i,0.00037313-0.00034359i,-0.00012429-0.0011534i,-0.0005504-0.00081832i,-0.0011164+8.3622e-05i,-0.00089441+0.00050681i,-0.00058457+0.00036653i,-0.00036667+9.7908e-05i,-0.00019042+0.00033816i,-0.0003527-4.4649e-06i,-0.00029039-8.7228e-05i,-0.00029981-0.00026109i,-0.00011236-0.00014402i,0.00031036-0.00053101i,0.00062376-0.00035654i,-0.00012415+0.0010565i,-0.00061667+0.00053552i
-0.00033371+0.00089555i,0.00078795+0.0015107i,0.00088972+0.0015339i,0.0013858+0.00076566i,0.0017188+0.00022443i,0.0011592-0.00091181i,0.00017304-0.0013931i,9.116e-05-0.00040019i,0.00063682+0.00020473i,0.00049467-0.00012777i,0.00057442-1.7232e-05i,0.0011617+0.00015117i,0.0011463-5.168e-05i,0.00077402-0.00016839i,0.00052205-5.1646e-05i,0.0010556+0.0001065i,0.0015405-0.00029686i,0.00050009-0.00073475i,0.00040846-0.0010793i,0.0004074+7.0306e-05i,-0.00066786+0.00085677i,-0.00073795+1.3139e-05i,-4.5068e-05-0.0001282i
-0.00030406+0.00023557i,-0.00098041-0.00084429i,-0.0011875-0.0015825i,-0.000456-0.00097389i,0.00034364-0.00075319i,-0.0001264-0.00082325i,-0.00073281-0.0010838i,-0.00021812-0.00065959i,-0.00021688-0.00074274i,-0.00079997-0.0011175i,-0.00081516-0.0010593i,-0.00017688-0.0012136i,0.00039111-0.00090306i,0.00012207-0.00027279i,-0.00069098-0.00083777i,-0.0010191-0.00095356i,-7.6758e-05-0.00010562i,0.0005782+0.00044658i,5.4684e-05+0.00056731i,-0.00047863+0.00046786i,-0.000734+0.0002374i,8.8991e-05-0.00059112i,0.0013239-0.00090123i
0.00070579+0.00097778i,-0.0004434-0.00016771i,-0.0015486-0.0007113i,-0.00078375-0.00045902i,0.00098866+4.9249e-05i,0.0020016+0.00020738i,0.0018714-0.00014186i,0.00079957-0.00019844i,-9.2104e-05-4.446e-05i,0.00035268+0.00013754i,0.00084495+0.0004053i,0.00038538+0.00045951i,4.1276e-07+4.2827e-05i,0.00073135-0.00013565i,0.001084-5.795e-06i,0.0012903-3.6655e-05i,0.0012608+0.00042631i,0.00057111+0.00039763i,0.00042925-9.926e-05i,0.00026312-0.00046409i,-7.2962e-05-2.9455e-05i,-0.00029492+6.2152e-05i,-0.00044371+0.00022512i
0.00080911-0.00056144i,-0.00010575+0.00012438i,-0.0002587-0.0009669i,-0.00013807-0.00099975i,0.00046037-3.3503e-05i,0.00026018+0.00045495i,-5.545e-05+0.00056456i,-0.00014469-0.00031204i,-0.00011263-0.0010833i,-0.00024616-0.00050575i,-0.00079434-0.00013913i,-0.0009715+0.00010851i,-0.00068271+0.00028449i,-0.00022387+0.00033902i,0.0005311+0.00053868i,0.0011454+0.00021026i,0.0010998-0.000385i,0.00036787-0.00026103i,-0.00031076+0.00021615i,-8.7051e-05-0.00033446i,0.00017922-0.00073393i,-0.00014537+0.00010951i,-0.00038432+0.00041727i
-0.00017654-0.0011362i,-0.00013153-0.0020447i,-0.00019-0.0020476i,0.00070397-0.0011188i,0.0013464-0.00065345i,0.0012104-0.0011008i,0.00025618-0.0015366i,-0.00027493-0.0010912i,-0.00062395+0.00015934i,-0.00084181+0.00031966i,-0.00045373+0.0006387i,-0.00046499+0.00048863i,-3.8349e-05-0.00077067i,0.00074187-0.0010043i,0.00037064+4.2098e-05i,0.00025575+0.00077843i,0.00068629+0.00035514i,0.00065046-0.0007121i,0.00011862-0.0011813i,-0.0001446-0.00044433i,4.0222e-05+0.00085933i,0.00054019+0.0011239i,0.00049288+8.4189e-05i
-1.8031e-05+0.0005897i,9.4655e-05+0.00024876i,6.196e-05+0.00032863i,-4.5804e-05+0.00027209i,0.00051048-0.0012349i,0.00088883-0.0026814i,0.00034998-0.0023755i,-0.00024553-0.00060786i,-5.6948e-06-0.00035541i,0.00067773-0.00052873i,0.00068777+7.5056e-05i,0.00012153+0.00070053i,-0.0006093+0.00074149i,-0.0010981+0.00012347i,-0.00087627-0.00015955i,0.00022296+0.00050225i,0.001033+0.00074996i,0.00065637+7.7673e-05i,0.0005886+6.0673e-05i,-0.00029811+0.00041582i,-0.00046612+3.6188e-05i,0.00081573+0.00016441i,0.00061887+0.00085884i
-0.00015398+0.00089217i,0.00010772+5.079e-05i,0.0002685-0.0010352i,0.00018829-0.0001915i,0.00018693+0.00049664i,0.00047999+0.00070267i,0.00037289+0.00048542i,-0.00026131-6.9501e-05i,-0.00065063-0.00089443i,-0.00091564-0.0010615i,-0.00056764-0.00060435i,-0.00023303-0.00071517i,9.7312e-05-0.00052161i,0.00018968-0.00036268i,-0.00041295-0.00055422i,-0.00024693-0.00028202i,2.7365e-05-0.00012013i,0.00019077+8.6781e-07i,-5.6924e-05-0.0001647i,-0.00081908-0.00050196i,-0.00063205-0.00087266i,-0.00049302-0.0013789i,-0.0001995-0.00096983i
-0.0019106-0.0010908i,-0.00059705-0.00039979i,0.00066159+0.0011205i,0.0016126+0.00059456i,0.0022792+0.00013091i,0.0014248-0.00040039i,-0.0003959-0.0012466i,-0.0016073-0.0010742i,-0.0010837-0.00067738i,-0.00086879+3.5223e-05i,-0.00032967+0.00011979i,0.00047626-0.00047904i,0.00051611-0.00061662i,0.00099627-0.00034495i,0.0016752+0.00048543i,0.00056468+0.00099394i,-0.00012208+0.00080768i,0.00014184+2.603e-05i,-0.00023182-0.00068969i,0.00011324-0.00072353i,0.00057146-3.633e-05i,0.000205+0.00017059i,2.8089e-05-0.00032555i
4.5019e-05+0.00075017i,-9.2591e-05-0.00027968i,0.00063656-0.00057091i,0.0010854-0.00069854i,0.00074967-0.0020644i,0.0010777-0.0026688i,0.00085212-0.0023654i,6.8263e-05-0.0013341i,-9.2679e-05+0.00062736i,-0.00047218+0.0011414i,-0.0011855+0.00068734i,-0.001363+0.00042364i,-0.0010175-0.00029723i,-5.1779e-06-0.0004986i,-0.00029695-0.00040835i,-0.00037214-0.0006974i,-1.7802e-05-0.00031869i,-0.0001435-1.9881e-05i,-0.00038019+0.0007078i,-8.5675e-05+0.00081556i,0.00052088+0.00021673i,0.00010892-1.5075e-05i,3.3066e-05-0.00096796i
-0.0027532+0.00043187i,-0.0022907+0.0005883i,-0.0012684+0.0006264i,-0.00015685+0.00039569i,0.0011743+0.00046029i,0.0024378+0.00021714i,0.0016441-0.00023466i,0.00098571-0.00046906i,0.0009097-0.00053672i,0.00036187+8.7199e-05i,0.00011772+1.3753e-05i,0.00034765+0.00012366i,0.00040466+2.9529e-05i,0.00042488-0.00042063i,0.00078367+0.0002179i,0.0008428+0.00030609i,0.00068776-0.00033477i,0.00046774-0.00029134i,-0.00032084-0.00018869i,-0.00045147+0.00013568i,-0.000134+0.00014789i,0.00047781-0.00012664i,0.00082201+0.00016071i
-0.00014762+0.0014652i,2.4618e-05+0.0018529i,-0.00027227+0.001719i,0.00092525+0.0012078i,0.0018361+0.00085193i,0.0020698+0.00024456i,0.0014664-8.9806e-05i,0.00027384-0.00023024i,-0.00040999-0.00010207i,-0.00041892-5.7039e-05i,0.00048911-0.00013228i,0.00032309+0.00024412i,-0.00067447-6.4758e-05i,-0.00098649-0.00025523i,-0.00052611+0.00054465i,-0.00031627+0.00082127i,-0.00038657-0.000404i,-0.00024596-0.00049785i,0.00042259+0.00051343i,0.00056133+0.0013285i,-0.00071384+0.0014234i,-0.0010683+0.00080888i,-8.1827e-05+9.2435e-05i
0.00046608+0.0012915i,0.00097894+0.00026959i,0.0021792-0.001059i,0.0023512-0.0016781i,0.001528-0.002388i,0.0010524-0.0025749i,-0.0001843-0.0019772i,-0.0011101-0.00033282i,-0.00090576+0.00020838i,-0.0010073-0.00056787i,-0.0010683-0.00049076i,-0.0004711-0.00059383i,-0.00066777-0.0013854i,-0.0010919-0.0010665i,-0.0010313-0.00041048i,-0.0011048-2.2991e-05i,-0.00025024+5.9382e-05i,0.00010071+0.00042438i,-0.00061108+0.00072931i,-0.00043312+0.00015223i,0.0006583-0.00051729i,0.0015076+3.7975e-05i,0.0012429+0.0010546i
0.0021666+0.0011563i,0.0012417+0.0010656i,0.0012312+0.00012589i,0.00097347-8.9025e-05i,0.00065322-0.0003193i,0.00021241-0.00042177i,9.3554e-06-0.00043742i,-0.00030011-0.00039681i,-5.8169e-05-0.00017599i,0.00095068-0.00065011i,0.0012815-0.00093887i,0.00068639-0.0009293i,-0.0003198-0.0011014i,8.0718e-05-0.00096416i,0.00073513-0.00015552i,0.00027966+5.6782e-05i,-0.00010619-0.00054568i,0.0004428-0.0009519i,0.0006974+5.0906e-05i,0.00025973+0.0003703i,0.00017327-0.00017316i,-0.00013469+0.00024607i,9.583e-05+0.00060945i
-0.00074292-0.00071767i,-0.0020168-0.00067098i,-0.0018736-0.00062892i,-0.00074079-0.00015677i,-5.0646e-05+0.00035696i,2.083e-05+0.0001016i,-0.00012263-0.00034648i,0.00017708-0.00050438i,0.0005065-0.0002716i,0.00014282+5.0839e-05i,-0.00046814+0.00042619i,-0.00057835+0.00075026i,0.00017637+0.00053867i,0.00013328+0.00024494i,-0.00031503+0.00048992i,-0.0001685+0.00024946i,0.00045026+0.00026066i,0.00049392-8.3037e-05i,0.00030453-0.00053478i,7.5201e-05-0.00039945i,-7.8509e-05-0.00020446i,-0.00030541+0.00040133i,0.00011816+0.0013582i
0.00050217-0.0016669i,0.00065675-0.0020989i,0.00049259-0.0015481i,0.00036038-0.00074481i,0.00097232-0.0010635i,0.00063923-0.00092618i,-0.00037562+1.7365e-05i,-0.00057946+0.0008823i,0.00045937+0.00073492i,0.0007396+0.00048649i,-0.0004544+0.00040014i,-0.00074106+0.00017224i,7.6059e-05+0.00031772i,-5.0502e-05+0.0013051i,5.0553e-05+0.0012453i,0.00040507+0.0010933i,0.0002103+0.00048784i,0.00029705-0.00025302i,0.00058087+9.8184e-05i,0.00092224+0.00069662i,0.0010048+0.0011249i,0.00045086+0.00069571i,0.00021785+5.4544e-05i
