-0.006136-0.00071659i,-0.0045385+0.00045757i,-0.00368+0.0034139i,-0.0029934+0.0048644i,-0.0016672+0.0040211i,-0.00015687+0.0024645i,0.00074524+0.0019843i,0.0014941+0.0019942i,0.0010399+0.0017077i,0.00020509+0.0011779i,0.0020083+0.0007465i,0.0029486-0.00027918i,0.0021679-0.00067821i,0.0011521-0.00074911i,-0.00034532-0.00072548i,-0.00079493-6.791e-05i,0.00044766-0.00013643i,0.00097973-0.00038047i,-0.0001651+0.00017195i,-0.0011181+0.00065312i,-0.00071545+8.3322e-05i,0.00013146-0.00020563i,0.00017066+0.00048056i
0.40669+0.15509i,0.54116+0.11067i,0.41877+0.063991i,0.2124+0.11087i,0.11243+0.15121i,0.050356+0.11343i,-0.015542+0.092841i,-0.032795+0.10015i,-0.020342+0.08289i,-0.012217+0.056605i,-0.0078496+0.037094i,-0.0043968+0.023366i,-0.00097733+0.018566i,0.0030456+0.018198i,0.0097123+0.016749i,0.01392+0.017022i,0.012357+0.023446i,0.0087335+0.028087i,0.0036891+0.023074i,-3.2931e-05+0.014656i,-3.2318e-05+0.0055731i,-0.0001818-0.0043757i,-0.0037363-0.0085577i
-0.37829+0.21754i,-0.42458+0.34096i,-0.28+0.25342i,-0.15068+0.032503i,-0.11005-0.07806i,-0.044335-0.076821i,0.0077755-0.090088i,-0.0078637-0.094134i,-0.029582-0.062947i,-0.030159-0.034579i,-0.021358-0.022486i,-0.015131-0.022399i,-0.017425-0.024761i,-0.021689-0.020953i,-0.0239-0.012927i,-0.023343-0.012283i,-0.022197-0.021841i,-0.017705-0.02757i,-0.0075962-0.024406i,0.0029729-0.016977i,0.0084265-0.0075765i,0.010347+0.0018474i,0.012892+0.0048284i
0.071602-0.44316i,0.0013028-0.55313i,-0.039969-0.36745i,0.028092-0.10672i,0.074689-0.0052133i,0.024805+0.03163i,0.00063512+0.082455i,0.021719+0.080967i,0.025165+0.044515i,0.021842+0.024656i,0.023103+0.016452i,0.025635+0.012523i,0.032228+0.010647i,0.035247+0.00574i,0.031784-0.0027851i,0.027505-0.0070107i,0.024611-0.0036879i,0.017257-0.00072143i,0.0053609+0.00099715i,-0.0036929+0.0032107i,-0.0089427+0.0027312i,-0.014031+0.00014471i,-0.018156+0.0015681i
0.28694+0.33945i,0.41997+0.35269i,0.29972+0.17764i,0.043054+0.038374i,-0.065903+0.012518i,-0.048866-0.037905i,-0.060194-0.090831i,-0.068763-0.075277i,-0.039599-0.039194i,-0.014123-0.019861i,-0.0078698-0.013913i,-0.015861-0.011263i,-0.025828-0.0015043i,-0.026035+0.0097504i,-0.021158+0.01811i,-0.020241+0.022721i,-0.022293+0.021442i,-0.016897+0.015293i,-0.006874+0.004373i,-0.0021531-0.0055836i,0.00064082-0.0079507i,0.0063156-0.0073914i,0.0096931-0.0099988i
-0.45394-0.0025882i,-0.55574+0.10396i,-0.33779+0.15807i,-0.049175+0.078981i,0.033896+0.010919i,0.03918+0.048284i,0.08666+0.06746i,0.093319+0.030074i,0.052675-1.6101e-05i,0.019502-0.010318i,0.010952-0.0086075i,0.019428-0.010024i,0.02489-0.020823i,0.019354-0.026481i,0.01285-0.026064i,0.013057-0.02504i,0.015288-0.021597i,0.011172-0.010742i,0.0051361+0.0031306i,0.004861+0.0099039i,0.0050402+0.0092567i,0.0027846+0.0092392i,0.0036451+0.012479i
0.29681-0.35101i,0.28177-0.51053i,0.084763-0.399i,-0.053825-0.13722i,-0.0387-0.024234i,-0.04511-0.047441i,-0.092741-0.029923i,-0.081615+0.011999i,-0.035128+0.018163i,-0.0088679+0.010906i,-0.0079488+0.011355i,-0.01507+0.021203i,-0.014047+0.028771i,-0.0076463+0.02801i,-0.0016938+0.027666i,0.0034611+0.029467i,0.0063902+0.024749i,0.0063572+0.0095225i,0.0034485-0.0045163i,-0.00079197-0.0069068i,-0.0016444-0.005648i,-0.0013227-0.0087367i,-0.0061537-0.011942i
0.076915+0.46041i,0.21886+0.56577i,0.29097+0.34653i,0.20137+0.056138i,0.094044-0.0099255i,0.09479+0.01662i,0.10423-0.018476i,0.053379-0.038358i,0.00060765-0.0093646i,-0.01251+0.01489i,-0.0025343+0.0069704i,0.0017309-0.016421i,-0.0040233-0.026632i,-0.0072515-0.023768i,-0.0080614-0.021816i,-0.013089-0.025598i,-0.01745-0.025524i,-0.015283-0.012623i,-0.0078435+0.0020045i,-0.00051692+0.0066964i,0.00095664+0.0046503i,0.00067661+0.0034982i,0.0055338+0.0027264i
-0.40016-0.25243i,-0.59377-0.22408i,-0.50701-0.024534i,-0.24148+0.10538i,-0.10539+0.051044i,-0.11776+0.012222i,-0.10091+0.046103i,-0.043762+0.03384i,-0.014303-0.01626i,-0.0082285-0.035827i,-0.0012027-0.021734i,0.010849-0.001317i,0.018947+0.0098108i,0.018634+0.01333i,0.018597+0.015846i,0.023121+0.01839i,0.023518+0.013089i,0.014727-0.0006873i,0.0027657-0.012351i,-0.005098-0.013678i,-0.0065329-0.0068445i,-0.0078514+0.00022357i,-0.012304+0.0062129i
0.45849-0.13609i,0.5842-0.30433i,0.39554-0.38608i,0.11589-0.27743i,0.042078-0.1121i,0.078014-0.066449i,0.059275-0.082145i,0.034926-0.047865i,0.044386+0.00045819i,0.045079+0.013942i,0.023398+0.0052138i,-0.0018709-0.0044692i,-0.014011-0.0085195i,-0.014744-0.0086659i,-0.018576-0.0081692i,-0.028414-0.0037677i,-0.028988+0.007934i,-0.012363+0.018705i,0.0064203+0.019873i,0.014462+0.01186i,0.014739+0.0013311i,0.013623-0.0072663i,0.013675-0.014798i
-0.20925+0.43285i,-0.18557+0.65569i,-0.0094153+0.59916i,0.10416+0.32524i,0.033224+0.13202i,-0.039484+0.1045i,-0.022386+0.10329i,-0.017616+0.065176i,-0.044497+0.029748i,-0.051771+0.01558i,-0.032106+0.0095105i,-0.0048617+0.0020092i,0.010372-0.0054861i,0.012915-0.0055967i,0.019346-0.0020937i,0.030541-0.0071126i,0.026272-0.017258i,0.0034366-0.02087i,-0.017336-0.014677i,-0.021632-0.003493i,-0.01177+0.0054451i,-0.00092965+0.011871i,0.0046481+0.017969i
-0.17805-0.45141i,-0.35149-0.60406i,-0.4293-0.46358i,-0.30727-0.19519i,-0.097317-0.087433i,-0.0048569-0.10766i,-0.020372-0.10162i,-0.016616-0.069686i,0.01401-0.051024i,0.028789-0.040359i,0.020717-0.025222i,0.0053837-0.0069426i,-0.0015138+0.0044715i,-0.004124+0.0053743i,-0.013546+0.0069135i,-0.020101+0.016456i,-0.0094203+0.020923i,0.010585+0.012331i,0.021354-0.00032582i,0.016024-0.0080731i,0.0017163-0.010032i,-0.012035-0.010936i,-0.020506-0.013795i
0.44626+0.17323i,0.68021+0.17042i,0.6461+0.038734i,0.37098-0.0669i,0.12202-0.016557i,0.047396+0.066275i,0.056186+0.068542i,0.039292+0.045902i,0.00565+0.046558i,-0.0038382+0.049957i,0.0042839+0.032447i,0.0056873+0.0064979i,-0.00054411-0.0029133i,0.0012065-0.00095272i,0.012081-0.0095514i,0.014347-0.027004i,-0.00053216-0.030847i,-0.017659-0.016488i,-0.020808+0.0014416i,-0.011371+0.0093037i,0.00011149+0.0060467i,0.0094644+0.0015649i,0.018124+0.0012574i
-0.43069+0.20398i,-0.60792+0.36083i,-0.51624+0.41823i,-0.25097+0.2987i,-0.084974+0.085773i,-0.07184-0.039592i,-0.083351-0.042067i,-0.056237-0.029384i,-0.025625-0.042939i,-0.018947-0.047064i,-0.016585-0.030443i,-0.0079128-0.01311i,-0.0026965-0.0061357i,-0.0063297-0.00065742i,-0.011896+0.016186i,-0.0058337+0.03386i,0.0090464+0.031192i,0.019369+0.011413i,0.019092-0.0085314i,0.011224-0.016076i,0.0021322-0.0090347i,-0.0064249+0.0024851i,-0.015278+0.010977i
0.14334-0.43895i,0.17682-0.67109i,0.099172-0.65185i,-0.0057027-0.38716i,-0.0047288-0.10832i,0.058375+0.006606i,0.079439+0.0017216i,0.058963+0.0034268i,0.04542+0.026762i,0.043145+0.028154i,0.031094+0.01272i,0.015561+0.0015209i,0.0087295-0.004082i,0.0073906-0.0089571i,0.0025257-0.020078i,-0.010867-0.027322i,-0.021651-0.014311i,-0.021718+0.0090945i,-0.012457+0.023917i,0.0019603+0.022332i,0.011475+0.0075361i,0.014353-0.008826i,0.016019-0.020302i
0.21164+0.39618i,0.33475+0.5918i,0.36205+0.54541i,0.26363+0.29i,0.092599+0.070189i,-0.036245+0.0092294i,-0.067197+0.027232i,-0.057395+0.022465i,-0.056887+0.0016715i,-0.053127+0.0013232i,-0.03444+0.008458i,-0.013787+0.0089137i,-0.0035188+0.0047498i,-0.0011225+0.0046452i,0.0079084+0.015621i,0.024684+0.019289i,0.030324+0.0035538i,0.020804-0.018032i,0.004347-0.027021i,-0.0098188-0.016359i,-0.011411+0.0026419i,-0.0047401+0.017285i,-2.8143e-07+0.024826i
-0.41106-0.11869i,-0.62572-0.18735i,-0.61135-0.16447i,-0.3761-0.056422i,-0.11327+0.0079957i,0.030654-0.017467i,0.050126-0.059223i,0.034963-0.059717i,0.034663-0.040175i,0.032689-0.03342i,0.020439-0.0307i,0.0066435-0.020643i,0.0011902-0.007978i,0.0012857-0.0036723i,-0.010444-0.0096667i,-0.02793-0.0091655i,-0.02775+0.0033568i,-0.01239+0.015589i,0.0028052+0.016558i,0.007614+0.0048347i,9.3461e-05-0.008394i,-0.010457-0.016508i,-0.016772-0.021416i
0.35131-0.20179i,0.55015-0.28503i,0.53787-0.27256i,0.3116-0.19742i,0.075032-0.094826i,-0.02645+0.012642i,-0.014007+0.068993i,0.0062738+0.05912i,-0.0025833+0.036728i,-0.0044725+0.033903i,0.00631+0.027855i,0.010493+0.01161i,0.0038596+0.0022412i,0.0011252+0.0055489i,0.013809+0.0077231i,0.024974-0.002577i,0.017054-0.016702i,-0.0013204-0.0227i,-0.012654-0.016133i,-0.0093467-0.0035909i,0.0027497+0.0043232i,0.0151+0.0062741i,0.022848+0.0088381i
-0.10092+0.36599i,-0.19255+0.54808i,-0.21909+0.52595i,-0.12136+0.33427i,-0.0056762+0.12556i,0.011955-0.017876i,-0.030878-0.05917i,-0.038206-0.03608i,-0.014018-0.021691i,-0.0094612-0.024412i,-0.017204-0.018898i,-0.014628-0.0077001i,-0.004043-0.0047956i,-0.0028765-0.0075353i,-0.016666-0.00077825i,-0.023684+0.016656i,-0.012062+0.027865i,0.0065591+0.024973i,0.015921+0.013087i,0.011099+0.0023436i,-8.1378e-05+0.00033123i,-0.010374+0.0044508i,-0.019364+0.007689i
-0.17918-0.29923i,-0.22053-0.48128i,-0.16373-0.49164i,-0.10333-0.31211i,-0.072034-0.10202i,-0.011964+0.015071i,0.042638+0.027667i,0.036145+0.0092854i,0.011886+0.013493i,0.015079+0.017225i,0.023599+0.0042846i,0.017861-0.0071478i,0.0071901-0.0071197i,0.005775-0.0028783i,0.014356-0.0077279i,0.016442-0.020426i,0.0044801-0.024955i,-0.010427-0.016989i,-0.014285-0.0063623i,-0.0061012-0.0015334i,0.0036848-0.0052154i,0.009418-0.012532i,0.013307-0.016481i
0.31704+0.082823i,0.45001+0.18339i,0.41027+0.24316i,0.26429+0.16799i,0.12436+0.032594i,0.0072801-0.026648i,-0.049621-0.0095657i,-0.038603-0.00094907i,-0.021905-0.014454i,-0.024669-0.0087986i,-0.022048+0.01113i,-0.0078919+0.018284i,0.0019676+0.011181i,-0.00019251+0.0058951i,-0.005974+0.014549i,-0.0017811+0.026022i,0.010883+0.023358i,0.020353+0.0093843i,0.018785-0.0021673i,0.0081653-0.0033082i,0.0010831+0.0034643i,0.0011043+0.011311i,0.00066218+0.015297i
-0.2445+0.15371i,-0.39222+0.15486i,-0.40312+0.062271i,-0.2699+0.0078709i,-0.10569+0.020854i,0.010595+0.0068112i,0.048384-0.030647i,0.035979-0.03266i,0.02607-0.015356i,0.023293-0.019357i,0.0095447-0.032152i,-0.0090994-0.028953i,-0.014533-0.011893i,-0.0052335-0.0022511i,0.0009529-0.012907i,-0.0074845-0.026379i,-0.019899-0.02197i,-0.023115-0.0048736i,-0.016373+0.007275i,-0.0075029+0.0061918i,-0.0059924-0.0013892i,-0.0094481-0.0075243i,-0.009199-0.011479i
0.052361-0.25684i,0.1541-0.33728i,0.23294-0.26506i,0.18928-0.14486i,0.073441-0.068059i,-0.0070742+0.0042154i,-0.021666+0.05716i,-0.010688+0.05196i,-0.0078357+0.027814i,-0.0002377+0.02365i,0.018021+0.022305i,0.028488+0.007393i,0.020609-0.0085006i,0.0051078-0.0069583i,0.002934+0.011073i,0.015147+0.022094i,0.023648+0.01356i,0.019795-0.003247i,0.010258-0.011856i,0.0050113-0.007729i,0.0071641-0.0015742i,0.011516+0.0011228i,0.011187+0.0040655i
0.12763+0.19076i,0.10043+0.29744i,-0.016049+0.29317i,-0.073844+0.19194i,-0.042537+0.081681i,-0.021107-0.012279i,-0.032777-0.056928i,-0.03524-0.041556i,-0.019982-0.017318i,-0.016226-0.01089i,-0.025867-0.0050371i,-0.024512+0.0092376i,-0.010192+0.015838i,-0.00068881+0.0045487i,-0.0086114-0.011032i,-0.02374-0.012462i,-0.027041+0.00046075i,-0.017255+0.011691i,-0.0064165+0.012828i,-0.0023665+0.0084494i,-0.003733+0.0062169i,-0.0068594+0.0078202i,-0.0072369+0.0072174i
-0.20949-0.026593i,-0.2431-0.10917i,-0.14024-0.18058i,-0.026019-0.1569i,0.012989-0.073909i,0.03813-0.0028481i,0.058129+0.019832i,0.042812+0.0077498i,0.015511+0.002374i,0.013092+0.0055839i,0.023909-0.0048748i,0.018815-0.021644i,0.0032114-0.02337i,-0.00046376-0.0090603i,0.014942+0.0039019i,0.031569+0.00061346i,0.031189-0.01212i,0.017105-0.01801i,0.0038139-0.015335i,-0.00093295-0.01162i,-0.0015869-0.01217i,-0.0020808-0.0159i,-0.00045514-0.014198i
0.13742-0.11928i,0.19932-0.08215i,0.16587+0.039797i,0.074747+0.10219i,0.0059655+0.068369i,-0.044539+0.026858i,-0.062377+0.010923i,-0.039178+0.0023566i,-0.01748-0.0065428i,-0.018746-0.0016072i,-0.018491+0.017926i,-0.0024731+0.028241i,0.011485+0.020706i,0.0068535+0.0069467i,-0.013605+0.0027424i,-0.027912+0.013073i,-0.02166+0.022856i,-0.0063628+0.021114i,0.0043297+0.014427i,0.0077583+0.009453i,0.0093588+0.008711i,0.0129+0.010787i,0.013382+0.0075433i
0.0038973+0.15436i,-0.050905+0.15585i,-0.10263+0.03742i,-0.083874-0.06986i,-0.021791-0.086123i,0.032214-0.074071i,0.05159-0.055334i,0.040677-0.030842i,0.0266-0.019583i,0.019434-0.026778i,0.0043051-0.038488i,-0.016729-0.035435i,-0.02386-0.017491i,-0.010581-0.0039143i,0.010543-0.0094971i,0.017324-0.02669i,0.0068585-0.033571i,-0.0045094-0.025239i,-0.010612-0.013121i,-0.013082-0.0052115i,-0.015808-0.0020467i,-0.020238+0.00079948i,-0.018737+0.0056178i
-0.10431-0.087837i,-0.072258-0.10647i,0.035625-0.04668i,0.087759+0.040543i,0.053643+0.087691i,0.010168+0.1024i,-0.015533+0.087277i,-0.022422+0.05878i,-0.011825+0.039907i,0.0044026+0.034188i,0.023013+0.030441i,0.035885+0.014348i,0.030445-0.0039519i,0.010665-0.0051512i,-0.0055465+0.014342i,-0.003044+0.034671i,0.0083882+0.035798i,0.012799+0.021792i,0.012711+0.0062815i,0.01203-0.0034898i,0.013118-0.008419i,0.01622-0.012412i,0.013071-0.015661i
0.12133-0.029783i,0.10391-0.014521i,-0.011872+0.0007209i,-0.10011-0.027347i,-0.10436-0.075396i,-0.08136-0.09779i,-0.04866-0.085823i,-0.02706-0.058631i,-0.027211-0.030821i,-0.032032-0.013115i,-0.037677-0.002407i,-0.035013+0.011924i,-0.018284+0.019142i,-0.001036+0.0075709i,0.0025073-0.015879i,-0.0097141-0.030078i,-0.020574-0.025151i,-0.018942-0.011683i,-0.012902+0.00095372i,-0.0082649+0.008659i,-0.006407+0.012374i,-0.0061961+0.018029i,-0.0014146+0.021314i
-0.041033+0.099632i,-0.025793+0.083993i,0.049765+0.0075938i,0.12239-0.019048i,0.14665+0.016266i,0.13097+0.041256i,0.084854+0.041081i,0.046866+0.025741i,0.030642+0.0038305i,0.026819-0.0086905i,0.029724-0.016754i,0.023977-0.02561i,0.0092465-0.021691i,0.0027627-0.0035944i,0.011836+0.01622i,0.028387+0.020764i,0.032989+0.0096831i,0.023398-0.0012086i,0.011634-0.0080252i,0.0028454-0.012699i,-0.0014705-0.016927i,-0.0032328-0.022677i,-0.0078123-0.024011i
-0.051815-0.088065i,-0.067771-0.064292i,-0.079467+0.027437i,-0.11505+0.072671i,-0.15346+0.051049i,-0.14852+0.026381i,-0.097682+0.0033123i,-0.049047-0.0099964i,-0.024283-0.0021287i,-0.016204+0.010218i,-0.01435+0.021582i,-0.0074783+0.027531i,-0.001166+0.019298i,-0.0050049+0.0023441i,-0.021037-0.0098703i,-0.036304-0.0060317i,-0.035115+0.0038581i,-0.021806+0.0070741i,-0.0061215+0.0081181i,0.0046279+0.010208i,0.010223+0.013088i,0.016156+0.01774i,0.022665+0.017518i
0.098116+0.011082i,0.10213-0.024147i,0.065948-0.093819i,0.07226-0.13719i,0.11453-0.1355i,0.11784-0.10938i,0.082943-0.055308i,0.050176-0.01478i,0.026024-0.014288i,0.010324-0.025735i,0.00071333-0.035259i,-0.0086387-0.036057i,-0.0092397-0.023091i,0.0042378-0.0077975i,0.023999-0.0043735i,0.032859-0.01341i,0.025885-0.019486i,0.013015-0.01569i,-0.0011826-0.010564i,-0.011668-0.0069371i,-0.01725-0.0051242i,-0.024774-0.0050937i,-0.031015-0.00079742i
-0.07+0.072121i,-0.052755+0.11119i,0.0074996+0.13775i,0.013375+0.16103i,-0.032013+0.17604i,-0.048631+0.15443i,-0.046109+0.088841i,-0.041868+0.039594i,-0.019846+0.03088i,0.0051375+0.030962i,0.02061+0.029302i,0.02802+0.022731i,0.020862+0.012034i,0.00067417+0.0087231i,-0.01799+0.017242i,-0.020404+0.029215i,-0.011769+0.030056i,-0.0032938+0.020122i,0.0056907+0.0080131i,0.01395-0.0016187i,0.019456-0.0061433i,0.023893-0.0085361i,0.024533-0.013418i
-0.0093468-0.098424i,-0.050813-0.12246i,-0.099032-0.11275i,-0.09566-0.13015i,-0.057256-0.17179i,-0.034247-0.16256i,-0.0072301-0.10078i,0.0094864-0.054512i,-0.0077983-0.031841i,-0.026671-0.014236i,-0.031966-0.0065912i,-0.029532-0.0038868i,-0.017753-0.0038303i,-0.0010982-0.011628i,0.0085617-0.025277i,0.0049411-0.034056i,-0.0020326-0.029742i,-0.0049381-0.017537i,-0.0082426-0.003614i,-0.0099299+0.0068444i,-0.010045+0.011906i,-0.012613+0.017031i,-0.012144+0.023492i
0.079456+0.059127i,0.13159+0.053862i,0.15767+0.026209i,0.1478+0.051842i,0.12953+0.11396i,0.10525+0.11835i,0.052282+0.076798i,0.014146+0.042294i,0.016012+0.011727i,0.024875-0.010388i,0.030097-0.015467i,0.030139-0.013125i,0.020557-0.0048837i,0.0098717+0.01055i,0.0074032+0.025251i,0.012816+0.027797i,0.014233+0.01947i,0.010009+0.0093079i,0.0056447-0.0027054i,0.0013695-0.012952i,-0.000159-0.017494i,0.00083881-0.021138i,-0.00079376-0.025513i
-0.098135+0.018064i,-0.1393+0.056372i,-0.14114+0.081784i,-0.14126+0.036121i,-0.16024-0.036944i,-0.14449-0.055685i,-0.076978-0.046023i,-0.026185-0.036029i,-0.01212-0.011042i,-0.0082907+0.012633i,-0.013112+0.020316i,-0.019549+0.018462i,-0.019596+0.0084261i,-0.019467-0.0061798i,-0.023142-0.017105i,-0.027369-0.016925i,-0.022626-0.010385i,-0.010527-0.0035758i,4.0363e-05+0.0047111i,0.0063408+0.010094i,0.0088918+0.0127i,0.010223+0.016608i,0.012752+0.019269i
0.050169-0.083313i,0.058149-0.14179i,0.047627-0.15417i,0.079993-0.099835i,0.14052-0.042523i,0.13971-0.020528i,0.07937+0.0038583i,0.032549+0.022347i,0.011193+0.010091i,-0.00098694-0.010193i,-0.00011729-0.024116i,0.0075158-0.029993i,0.013754-0.022576i,0.021227-0.0084281i,0.02835+0.001405i,0.027678+0.0023654i,0.019452+0.0010891i,0.0096142+0.00099179i,-0.0010386-0.0011032i,-0.0091701-0.0028439i,-0.012179-0.0030122i,-0.014249-0.0048131i,-0.017469-0.0071586i
0.020328+0.094217i,0.054206+0.14614i,0.062885+0.14677i,-0.0028547+0.10877i,-0.089208+0.084728i,-0.10573+0.066822i,-0.073229+0.022282i,-0.047163-0.010216i,-0.024839-0.0050536i,-0.00064501+0.00777i,0.012102+0.018161i,0.011872+0.026544i,0.0028739+0.02423i,-0.010753+0.017293i,-0.020329+0.015216i,-0.020165+0.014349i,-0.014109+0.0082119i,-0.0072097+0.0020641i,0.0017355+0.00030504i,0.0091046-0.002285i,0.011463-0.0041954i,0.012486-0.0029043i,0.01509-0.0014215i
-0.086094-0.051952i,-0.14591-0.068152i,-0.14693-0.057893i,-0.058228-0.060992i,0.037554-0.088922i,0.063708-0.091106i,0.055101-0.049109i,0.045766-0.016438i,0.022202-0.010211i,-0.003017-0.006392i,-0.01413-0.0075697i,-0.016449-0.016956i,-0.010268-0.022773i,0.0016372-0.024342i,0.0103-0.025893i,0.011016-0.022889i,0.008037-0.013838i,0.0040869-0.005716i,-0.0022784-0.0008685i,-0.0059569+0.0035843i,-0.0060517+0.0050239i,-0.007357+0.0040272i,-0.009449+0.0042694i
0.09402-0.021037i,0.14929-0.04872i,0.14177-0.056192i,0.06462-0.0036708i,-0.0062142+0.073953i,-0.024285+0.09737i,-0.02844+0.06407i,-0.029181+0.032519i,-0.011205+0.015615i,0.0070438+0.0019613i,0.017489-0.0024579i,0.024301+0.0024919i,0.021284+0.0098407i,0.011916+0.017647i,0.0048709+0.022144i,0.0015846+0.018738i,-0.0019096+0.010506i,-0.0029462+0.0029879i,0.00097144-0.0027912i,0.0029462-0.0078355i,0.0018565-0.0092929i,0.0016464-0.0080948i,0.0030949-0.0067712i
-0.048608+0.072147i,-0.073194+0.12844i,-0.061593+0.12846i,-0.023837+0.041343i,-0.0044626-0.062524i,-0.009373-0.094412i,-0.0020008-0.067359i,0.0093495-0.038383i,0.0035104-0.017239i,-0.004585+0.001034i,-0.012099+0.0084995i,-0.022447+0.0061678i,-0.024325+6.7948e-05i,-0.018986-0.0075144i,-0.01464-0.0119i,-0.0086301-0.0090762i,-4.4775e-05-0.0038912i,0.003687-0.00020179i,0.0022985+0.004766i,0.0026052+0.0087709i,0.0047563+0.0084405i,0.0042028+0.0064275i,0.0007219+0.003929i
-0.011942-0.089125i,-0.031594-0.14707i,-0.045053-0.14209i,-0.033588-0.048482i,0.0022618+0.050336i,0.027736+0.075082i,0.015908+0.054709i,-0.0038836+0.035128i,-0.0069072+0.017272i,-0.0047627-0.00094793i,0.0017122-0.013857i,0.013951-0.020519i,0.019457-0.016421i,0.019344-0.0048645i,0.018786+0.0030204i,0.013032+0.0059494i,0.002918+0.0066662i,-0.0028237+0.0040584i,-0.0042876-0.0021928i,-0.0052233-0.0057166i,-0.0063371-0.0036493i,-0.0062234-0.00056179i,-0.0012037+0.00056791i
0.072242+0.051335i,0.12361+0.080588i,0.13501+0.065988i,0.078516-0.0057441i,-0.0053222-0.072477i,-0.049634-0.07749i,-0.037811-0.055264i,-0.016457-0.041754i,-0.0088523-0.026635i,-0.0018763-0.0089752i,0.0023132+0.0064527i,-0.00083764+0.020695i,-0.004754+0.023806i,-0.008443+0.016376i,-0.010463+0.0087856i,-0.0059232+0.0019754i,0.00026289-0.0056406i,0.0024715-0.0067823i,0.003945-0.0016218i,0.0060099-0.0004612i,0.0062784-0.0041285i,0.0038692-0.0063901i,-0.0017759-0.0040435i
-0.081062+0.013065i,-0.14005+0.021828i,-0.14327+0.0403i,-0.06519+0.070832i,0.034955+0.084245i,0.078522+0.058626i,0.062606+0.032003i,0.038282+0.022912i,0.025407+0.011651i,0.01195+0.00084024i,-0.00075563-0.0078908i,-0.0081956-0.0193i,-0.0087367-0.022118i,-0.002532-0.015942i,0.0017507-0.010985i,0.0011801-0.0047868i,0.00052235+0.0032386i,-0.0020762+0.0045211i,-0.0061781+0.00043754i,-0.0070193-3.4783e-05i,-0.0037064+0.0024789i,0.0020859+0.0034645i,0.0075593+4.375e-05i
0.046871-0.057388i,0.086348-0.1032i,0.085492-0.1259i,0.01177-0.11977i,-0.078783-0.08567i,-0.10331-0.031955i,-0.070947-0.0018654i,-0.038872-0.0016767i,-0.021573+0.0011118i,-0.0081362+0.0044654i,0.0044833+0.0032052i,0.016146+0.0056792i,0.01747+0.0067749i,0.0092698+0.0064645i,0.0035506+0.005835i,8.148e-05+0.00047431i,-0.0029292-0.0050697i,-0.00041094-0.0052363i,0.0055062-0.0031731i,0.0067088-0.0029139i,0.002459-0.0036054i,-0.0028481-0.001264i,-0.0064018+0.0052445i
0.0028661+0.074846i,0.0036347+0.13146i,0.016578+0.15583i,0.072433+0.12302i,0.13074+0.051031i,0.11554-0.011949i,0.058399-0.023813i,0.024492-0.0089809i,0.0098488-0.0065913i,0.0010492-0.0068159i,-0.0062105-0.0026996i,-0.015703-0.0013501i,-0.017199-0.00092765i,-0.010894-0.00071238i,-0.0051264+0.0003076i,0.00016634+0.0044718i,0.0038658+0.0083285i,0.0017157+0.0085391i,-0.0048525+0.0082585i,-0.0072068+0.0094162i,-0.0031777+0.0085129i,0.0030955+0.0028329i,0.0062947-0.006236i
-0.048281-0.044005i,-0.083115-0.088515i,-0.1068-0.11153i,-0.14119-0.073152i,-0.1607+0.0091092i,-0.11442+0.057597i,-0.052456+0.03988i,-0.02877+0.0098921i,-0.016104+0.0048914i,-0.0033354+0.0046543i,0.0043101-0.0030977i,0.011907-0.011324i,0.012126-0.013049i,0.0066197-0.0071403i,0.0026666-0.0024772i,-0.0025643-0.002369i,-0.0067004-0.0039979i,-0.0042466-0.0079633i,0.0013464-0.012257i,0.003064-0.013218i,4.0544e-06-0.0096835i,-0.0042175-0.0015027i,-0.0030765+0.0095865i
0.064707-0.00034053i,0.11569+0.012737i,0.15423+0.022093i,0.17517-0.021534i,0.15479-0.099i,0.083455-0.11852i,0.030296-0.07132i,0.02151-0.03072i,0.013036-0.019415i,0.0013823-0.011921i,-0.0016313-0.00021883i,-0.0025101+0.012053i,-0.00068612+0.01563i,0.0018247+0.0095153i,0.0042318+0.0042058i,0.0091714+0.0010962i,0.011366-0.00071134i,0.0088427+0.0023129i,0.0063225+0.0087028i,0.0070862+0.010868i,0.0082753+0.0051143i,0.0056975-0.0047918i,-0.0018066-0.012632i
-0.044964+0.039953i,-0.090348+0.057624i,-0.13497+0.070821i,-0.14457+0.1176i,-0.092986+0.17183i,-0.017968+0.14712i,0.0082701+0.0739i,-0.0023682+0.033005i,0.001289+0.01948i,0.0083283+0.008244i,0.0043228-0.0026379i,-0.002603-0.013357i,-0.0075493-0.014883i,-0.0070742-0.0065373i,-0.0053204+1.6439e-05i,-0.0078426+0.0045644i,-0.01148+0.0055197i,-0.012733-0.00035613i,-0.013636-0.0062145i,-0.014208-0.005295i,-0.010908+0.0011544i,-0.0028599+0.0081417i,0.0074258+0.010268i
