0.0015696-0.00080173i,0.00097343-0.0012242i,-0.00012916-0.002321i,-0.0020679-0.0021937i,-0.0032766-0.00077987i,-0.0035263+0.00076641i,-0.0023345+0.0026768i,-0.00073705+0.0022915i,0.00070068+0.00056001i,0.0018116-0.00045847i,0.0013579-0.0014295i,2.1929e-05-0.0012045i,-0.00098467+9.6701e-05i,-0.0013678-0.00024256i,-0.0013902-0.001171i,-0.0012222-0.0013536i,-0.00041261-0.001424i,0.0004653-0.00091117i,0.00024857+0.00017801i,-0.00063203+0.00044472i,-0.00063445-4.1235e-05i,7.404e-05+1.0984e-05i,0.00044476+0.0005393i
-0.0013209-0.0002122i,-0.00059069+0.00024587i,-0.00029316+0.0003893i,0.00053924+0.00069746i,0.00049535+0.00023436i,-1.0696e-05-0.00091879i,-0.00038241-0.00060738i,-0.00066742-0.00024789i,-0.0018258-0.00031415i,-0.0019648-8.3087e-05i,-0.00082381+0.0001102i,-0.00043494+0.00039611i,-0.00082409+0.00035621i,-8.006e-05+2.2596e-05i,0.0013391+0.00046259i,0.0014835+0.00059706i,0.00094879-0.00022755i,0.00096495-0.00079144i,-0.00013459-0.0011641i,-0.00037058-0.0012602i,0.0006987-0.0005003i,0.0009815+0.00012889i,0.00057279+8.5132e-05i
-0.0006668-0.0010336i,-0.00050963-0.001879i,-0.00096783-0.0020753i,-0.0010041-0.0022379i,-0.0015051-0.0019848i,-0.0023902-0.00028794i,-0.0024445+0.00092912i,-0.0017354+0.00083508i,-0.0021283+0.00060854i,-0.0023781+0.0016202i,-0.0013911+0.0014725i,0.00013481+0.00054694i,0.0017221-0.00041767i,0.001905-0.00048582i,0.00026032+0.00057777i,-0.00097464+0.00035089i,-0.00067624-0.000165i,0.0001421-0.00064809i,0.0005241-0.0011434i,0.00054562-0.00020864i,0.00085672+0.00052241i,0.0010794+0.0004103i,0.00014068+1.0901e-05i
0.0015635-0.0022588i,0.00018014-0.0032088i,-0.00044515-0.00333i,-0.000826-0.0029194i,-0.00091377-0.002586i,-0.0023292-0.0015028i,-0.0026683+0.00029968i,-0.00075048+0.0016173i,0.00082588+0.0026248i,0.00086474+0.0025622i,-3.2194e-05+0.001028i,-7.6553e-05+0.00059611i,0.00024172+0.00020637i,0.00077046-0.00056699i,0.00092445+4.7761e-05i,0.00053226+0.00080395i,0.00030094+0.00040383i,0.00019012-0.00090004i,0.00017191-0.0012969i,-0.0002075-0.00059721i,-0.00064317-0.00043302i,-0.00020674-0.0007786i,1.0551e-05-0.00067611i
-0.0031941-0.0013375i,-0.0025919-0.0011566i,-0.0024545-0.00026106i,-0.0015322+0.0006074i,-0.001053+0.0006607i,-0.0014483-0.0001457i,-0.0017806-0.00084829i,-0.00084934+5.2404e-05i,0.00085163+0.00046983i,0.0018547+0.00042884i,0.0026127+0.00013327i,0.0029942+0.00046807i,0.0010736+0.00083153i,-0.00023276-8.3445e-05i,4.937e-05-0.00035739i,-0.00023718+0.00061297i,-0.00048137+0.00066941i,-0.00015022+0.00066975i,-0.00011303+0.00084153i,-0.00021448+3.8909e-05i,-0.00054152-0.00077386i,-6.724e-05-0.0010898i,0.00020554-0.0003663i
0.00013267+0.00058232i,0.00023739+0.0010851i,0.00058864+0.0018735i,0.0011279+0.0015643i,0.00092088-0.00077931i,-0.00044587-0.0015459i,-0.00090104+0.0004222i,-0.00028016+0.0010189i,0.00081166+6.9272e-05i,0.0015603-0.00054279i,0.00081842-0.00050499i,0.00022315-0.00026426i,0.00061492-0.00024879i,0.00076287+0.00018317i,0.00056282+0.00073421i,0.00064062+0.00028266i,1.0138e-05+9.304e-05i,-0.00084117+0.00048717i,-0.000267+0.000167i,0.0010435-0.00052455i,0.0011167-0.00034844i,0.00066663+0.0006941i,0.00078271+0.0004659i
-0.0018045-0.0013903i,-0.0018198-0.0026519i,-0.001752-0.0037753i,-0.0017802-0.0039115i,-0.0014386-0.0027561i,-0.0017965-0.0016376i,-0.001959-0.00098167i,-0.00070948-0.00075893i,-0.00042537-0.0013504i,-0.0012892-0.0015084i,-0.00065209-0.00117i,0.00085875-0.0011048i,0.0011854-0.0013767i,0.0006262-0.0015713i,4.3377e-05-0.00034856i,-0.00066088+0.0007833i,-0.00043298+0.00073473i,5.792e-05-0.00027256i,-5.1747e-05-0.00016994i,-0.00032995+0.00013245i,-0.00027392-0.00044128i,-0.00038344-0.00010619i,0.00023572+0.00033704i
-0.00098198+0.0011761i,0.00054402+0.00041588i,0.00086618+0.0015466i,0.002345+0.0018621i,0.0033289+0.00057661i,0.0015329-0.00053i,-0.00076939-0.00015256i,-0.0013746+0.0012886i,-0.0014076+0.0013162i,-0.0015634+0.00099991i,-0.00052037+0.0010001i,0.00040585-0.00027452i,0.00078173-0.00045923i,0.00048778+0.00035535i,-0.00060314+0.00031269i,-0.00099064+0.00021033i,-0.00049892-4.9814e-05i,0.00065447-0.0008116i,0.0012473-0.00079466i,0.00041335-0.0004351i,-0.00057115-0.00033744i,-0.0011343-2.3833e-05i,-0.00063504-0.00055679i
-0.00048602-0.00081907i,-0.0017793-0.0010341i,-0.0029194-0.0010974i,-0.0027765-0.0012369i,-0.0020496-0.0017318i,-0.0021311-0.00097748i,-0.001088-0.00039799i,-0.00013564-0.00026004i,-0.00068578+0.00037125i,-0.0012118+0.0014797i,-0.00044313+0.0018568i,0.00027443+0.00084566i,-0.00070297-0.00049146i,-0.00088538-0.00045984i,-0.00052681+0.00013331i,0.00012296-0.00042019i,0.00069514-0.00030553i,0.00043823+0.00030081i,0.00036008+0.00041862i,0.00064294-0.00031323i,0.00083207+4.4748e-06i,0.00043701-0.00017827i,-0.00013659-0.0011337i
0.00035105+0.0006796i,3.717e-05-0.0018749i,7.3416e-06-0.0025582i,0.0008922-0.0012623i,0.00027898-0.0011986i,-0.0021794-0.0010323i,-0.003112+0.00093163i,-0.0017556+0.0016167i,0.00017938+0.0011624i,0.0017759+0.00061416i,0.0017074-0.00072234i,0.0010848-0.0015786i,0.00023369-0.0010569i,-0.00023789-0.00079116i,0.00041063-0.00068106i,0.00048951+0.00024799i,-0.0006346+0.00023778i,-0.0013543+6.1858e-05i,-0.0016311-1.488e-05i,-0.00096463-0.00044063i,-0.00020995-0.00069404i,-0.00012485+5.7155e-05i,0.00031364+0.00071738i
-0.0010571-0.0026364i,-0.0013275-0.0019437i,-0.00235-0.0014964i,-0.0030754-0.00045566i,-0.0015463+0.00061816i,-0.00050881+6.4102e-05i,-0.0012647-0.00091937i,-0.00044517-0.00087997i,0.00087891-0.00055318i,0.0010699-0.00085624i,0.0013049-0.0010537i,0.0006847-0.00072181i,0.00053042-6.4697e-05i,0.00090601+0.00032497i,-0.00010933+0.00062289i,-0.00077935+0.00095482i,-0.00036896+0.00067749i,-4.813e-05-3.2149e-05i,-0.00047667-0.00098319i,-0.00045518-0.00072117i,-0.00016802+8.1235e-05i,-0.00018369+0.00023145i,0.00037329+0.00014827i
-0.0012898-0.0022176i,-0.00090545-0.0024641i,-0.00020226-0.0025348i,0.00060897-0.0018025i,0.00016938-0.001527i,-0.00058592-0.0012319i,-0.0012582-0.00076406i,-0.00098942-0.00061274i,-0.00072212-0.00077798i,-0.0012851-0.0014339i,-0.0010914-0.0016995i,-0.00035227-0.00059438i,-0.00012489+0.00068134i,-0.0004256+0.00018997i,-0.00044669-0.0006286i,-6.7289e-05-0.00033839i,0.00045045-3.1833e-05i,0.00094-0.00058038i,0.0013679-0.00097539i,0.0011935-0.00092081i,0.00048996+0.00010178i,-0.00030792+0.00033538i,-0.00071126-0.00075562i
0.00036658-0.0021196i,-0.00058298-0.0015231i,-0.002236-0.00089115i,-0.0023418-0.00060624i,-0.0016001-0.00093288i,-0.001872-0.0010405i,-0.0023504-0.00061704i,-0.0018711-0.00020668i,-0.0011972-9.2442e-05i,-0.0012768-0.00030485i,-0.001269-0.00041779i,-0.0012445-0.00081428i,-0.00099872-0.00088628i,-0.00049485-0.00058792i,-0.00018779-0.0005831i,-0.0004172-0.00060519i,-0.00053426-0.00029773i,0.00039366+0.00029606i,0.001035+0.00042179i,9.3615e-05+0.00015565i,-4.7377e-06+0.00028813i,0.00041829+0.00057732i,-3.5097e-05-0.0001409i
0.00029466-0.0013099i,-0.00026121-0.0020381i,-2.3773e-05-0.0018714i,-0.00036595-0.0033134i,0.00018332-0.0048203i,-0.00018671-0.0044422i,-0.0012382-0.0024869i,-0.00035054+9.4572e-05i,0.00044242+0.00077564i,0.00022186+0.00040837i,-0.00015301+0.001112i,6.2347e-05+0.0015906i,0.000648+0.00041518i,0.0008685-7.094e-05i,0.00020782-0.00015781i,-0.0005551+0.00029138i,-0.00053697+0.00046274i,-0.0010793-0.00028474i,-0.0017872-4.1722e-06i,-0.0013312+0.0005042i,-0.00017708+0.00025445i,0.0010428-0.00032076i,0.000776+0.00014425i
0.00060301+0.00072528i,0.00080475-0.00036974i,0.00069735-0.0016351i,-0.00010984-0.0016784i,-0.0019548-0.0013028i,-0.0037636-0.0010173i,-0.0027883-0.00028457i,-0.0017129+0.00076534i,-0.0011456+0.0010995i,2.9613e-05+0.00029592i,0.0012031-0.00039522i,0.0020533-0.00046788i,0.0018252-0.00036824i,0.00062008-0.00012154i,-0.00032851+0.00051216i,-0.00060969+0.00015113i,-0.00057926-0.00042948i,4.3647e-05-0.00085769i,2.4586e-06-0.0012369i,-0.0010113-0.00086364i,-0.0007447-0.00066668i,0.00050324-0.00051886i,0.00049156-0.00012559i
0.0005758-0.0016316i,0.00033727-0.0019269i,0.00042457-0.0020208i,0.00019575-0.0016787i,-0.0011436-0.001005i,-0.0013681-0.00054727i,-0.001144-0.00017304i,-0.00022349+0.00096675i,0.0015152+0.0011704i,0.0021036+0.00062553i,0.0017346-0.00042147i,0.0010731-0.0012159i,0.00030035-0.00099398i,-0.00031392-0.0011555i,-0.0008323-0.0014421i,-0.0010853-0.0011672i,-0.00031524-0.00044554i,0.00095407-0.00030635i,0.0013535-0.00012841i,0.00028765-0.00025992i,-0.00025907-0.00042651i,-0.00016608+0.00018968i,-0.00059713+0.00012312i
-3.2103e-06-0.00081694i,-0.00052472-0.0015641i,-0.00024735-0.0010871i,0.00088871-0.0013376i,0.0016532-0.0020776i,0.00014309-0.0024855i,-0.0011756-0.0011833i,-0.00012753+0.00052123i,0.00092308+0.00019278i,0.001183-0.0005563i,0.00087765-0.0010774i,-6.1454e-05-0.0018783i,0.00049552-0.0016231i,0.0015009-0.00082776i,0.00095127-0.00018521i,-2.0354e-05+0.00090746i,0.00029978+0.0015028i,0.00085756+0.00076931i,0.00046743+0.00084121i,6.0214e-05+0.00091777i,-7.1428e-05+0.0002874i,-0.00042593+0.00012992i,0.00014817+0.00034978i
-0.0001309+0.00073021i,-0.00050205+0.00027773i,-0.0020971-0.00091771i,-0.001835-0.0018389i,-0.0010554-0.0020087i,-0.0015473-0.0018712i,-0.0016324-0.0014182i,-0.0011627-0.00088324i,-0.0012116-0.0011597i,-0.0010889-0.0012479i,4.4445e-05-0.000456i,0.0007719+0.0005169i,0.00042074+0.0010171i,0.0010626+0.0010919i,0.0018625+0.0005254i,0.00082916-4.3542e-05i,-0.00017432-0.00032762i,-0.00036585-0.00042945i,-0.00038891-0.00043198i,-0.00064197-0.00050237i,-0.00071276-0.0004653i,-0.00059355-0.00085016i,-0.00028378-0.00095879i
0.0021834+0.00017214i,0.00047429-0.0012965i,0.00034548-0.0027771i,0.00031353-0.0021002i,-0.00015059-0.00074808i,-0.0010113-0.00052013i,-0.00073282+6.1238e-05i,0.00010233+0.00070319i,0.00015555-0.00014212i,0.00060279-0.00039753i,0.0014121-1.3388e-05i,0.00048811-0.00022598i,-0.00045166-9.3425e-05i,-0.00052349+0.00033592i,-0.00065806-0.00017872i,-0.0012728-0.00070628i,-0.0010123-0.0014991i,-0.00044882-0.0018252i,-0.00027361-0.0012128i,6.9118e-05-0.00096396i,0.00035516-0.00099877i,0.0006237-0.00087563i,0.00044301-0.00034175i
-0.0031391+0.00031895i,-0.0019441+0.00065635i,-0.0013672+0.0017992i,-0.0017448+0.0019896i,-0.0020877+0.00096589i,-0.0022791-0.00012424i,-0.0026941-4.3455e-05i,-0.0023401+0.00020998i,-0.0011285+0.00072823i,-0.00013499+0.0014655i,0.0014632+0.0014095i,0.0029993+0.00084372i,0.0018917-0.00023383i,0.00025106-0.00082797i,0.00043048-0.0010394i,0.0012833-0.00089488i,0.0013211-0.0004518i,0.00084407-0.00061391i,0.00041421-0.00028386i,-0.00051521+0.00018154i,-0.00092296-5.6165e-05i,-0.00035829+0.00057734i,-0.00014527+0.00032557i
0.0019301-0.0012966i,0.00099529-0.0021966i,0.00085966-0.0025944i,0.0011797-0.0022239i,0.0010617-0.0015491i,0.00024862-0.00092896i,0.00012676+0.0001966i,8.6374e-05+0.0010073i,0.00079375+0.00050498i,0.0013989+8.3069e-05i,0.0017152-0.00043624i,0.0021921-0.0012353i,0.0019747-0.0014018i,0.0017415-0.0010597i,0.0016751-0.00050881i,0.0011669-0.00030156i,0.000642-6.8995e-05i,0.00065897+0.00058278i,6.7532e-05+0.00031172i,-0.00031611+0.00039829i,-0.00065725+0.00055808i,-0.00056345-9.3827e-06i,-0.00018367+0.0001135i
-0.0024213-0.0014978i,-0.0021439-0.00092559i,-0.0030788-0.00034832i,-0.002189+7.5727e-05i,-0.00048137-0.00042359i,-0.00065943-0.0013396i,-0.0013613-0.00051201i,-0.00098994+0.00065295i,-0.00077527-6.8998e-05i,-0.00085458-0.0010522i,-0.0006809-0.00096876i,-0.00049953-0.00024231i,0.00012699+0.00056485i,0.00042017+0.00043525i,-0.0003065+0.00043392i,-0.00010935+0.00087986i,-0.00012378+0.00086445i,-6.7724e-05+0.00034777i,0.00014796+0.00039324i,-0.00069558-0.00024i,-0.00058272-0.00089458i,-0.00022579-0.00021119i,-0.00036414+0.00019007i
0.00018458-0.00060889i,-0.0012629-0.0014919i,-0.0016547-0.0030481i,-0.0017215-0.0042575i,-0.0024998-0.0030573i,-0.0032812-9.7275e-05i,-0.0018329+0.001594i,0.0004779+0.0010967i,0.0011652-0.00060815i,0.0009364-0.0014334i,0.00013742-0.0011022i,-0.00051044+6.2046e-05i,-0.00083568+0.0003446i,-0.0011937-0.00061422i,-0.001187-0.00074121i,-0.00061352-0.00086149i,-3.2064e-05-0.0012481i,2.7134e-06-0.00049822i,0.00027991+0.0002757i,0.00014587-0.00050398i,-5.4443e-05-0.00094466i,8.563e-05-0.00053523i,0.0003621-0.0003381i
0.00048728-0.0011681i,-0.00042777-0.0013831i,-0.00056482-0.0022132i,-0.001055-0.0016164i,-0.0027679-0.0010263i,-0.0031026-0.0011532i,-0.0020525-0.0009613i,-0.00068692-0.0010918i,-0.0002541-0.001367i,-0.00054242-0.00085855i,-0.0005737+0.00040537i,-0.00025635+0.00065675i,0.00013782-0.00088104i,0.00019158-0.0021228i,0.00017524-0.0017678i,0.00086946-0.0011983i,0.0012116-0.00088717i,0.0010136+0.00016174i,0.00055636+0.00071662i,0.00012756+0.00072152i,0.00043398+0.00046663i,0.00028641+4.3025e-05i,0.00026134+8.9972e-05i
0.00092483-0.0014528i,0.0007185-0.0014255i,0.00060152-0.0017765i,-0.00026166-0.00091416i,-0.00081266+0.00015076i,-0.0018595-0.00015564i,-0.0022393-0.00024035i,-0.0017328-0.00035612i,-0.0016556-0.00093169i,-0.0011337-0.00021639i,-0.00021336+0.00085214i,0.00041842+0.00077762i,0.0008482+0.0002429i,0.0010831-1.7812e-05i,0.00093864-7.5524e-05i,-1.3072e-05+0.0003084i,-0.00014904+0.00074117i,0.0009317+0.00032931i,0.0010605-0.00043399i,0.00056823+7.2453e-05i,0.00035928+0.00046389i,0.00021898-0.00013619i,-9.501e-05-0.00038395i
0.0014436-0.0027667i,0.00016887-0.0037229i,-0.0014195-0.0043231i,-0.0012195-0.0037951i,-0.0011198-0.0028859i,-0.0022682-0.0025856i,-0.0025389-0.0012459i,-0.00089801+0.00025533i,0.00064374+0.00081329i,0.00064391+0.00075285i,0.00058183+0.00026815i,0.00023539-0.0003937i,-0.00043397-0.00041682i,-0.0010237-1.2098e-05i,-0.0014037+8.5708e-05i,-0.0019061-4.7772e-05i,-0.0014025-0.00064641i,-0.00037561-0.0014143i,0.00030135-0.001625i,0.00021668-0.0012003i,-0.0005718-0.00060365i,-0.00081893+7.2333e-05i,-0.00078154-8.77e-05i
-0.0022959-0.00033824i,-0.0017965-0.0020574i,-0.0010335-0.0020559i,-0.00060667-0.0016345i,-0.0003019-0.0021122i,-0.0006744-0.0026155i,-0.0012084-0.00041216i,-0.0011599+0.0017975i,-0.00011568+0.0023792i,0.00092976+0.0017328i,0.0014477+0.0001403i,0.00098094-0.0012774i,8.0354e-05-0.002125i,-0.00013909-0.0022472i,0.00013643-0.0018831i,0.00052324-0.00094763i,0.00084343-0.00012966i,1.0012e-05+0.00031693i,-0.00047372+0.00044098i,-0.00029495-5.9697e-05i,-0.00043331-0.00080612i,-0.00039115-0.00096271i,-0.00011644-0.00055363i
-0.00087031+7.5915e-05i,-4.1377e-05-0.00069098i,0.0010013-0.00048877i,0.00046184-0.00084712i,-0.00055135-0.001782i,-0.001727-0.0010052i,-0.0014122-0.00034718i,0.00026979-0.00059003i,0.00081477-0.0005943i,0.00078509-0.00067341i,0.00043756-0.00043308i,0.00041398-5.474e-05i,0.00065388-0.0001637i,0.0011257+4.9259e-06i,0.0016236+1.053e-05i,0.0020062-0.00021723i,0.0017285+0.00029261i,0.00075495+0.00012749i,-0.00039987-0.00087199i,-0.000937-0.00090164i,-0.00080286-0.00078206i,0.00021457-0.00056633i,0.00087616+0.00045728i
-0.00070913-0.00039796i,9.6039e-05-0.0011953i,0.00018569-0.0012861i,0.00047524-0.0012369i,0.00052671-0.0008704i,-0.00072087-0.0012602i,-0.0013775-0.00074126i,-0.0004994-0.00040722i,2.5295e-05-0.0014802i,-0.00041238-0.00201i,-0.00054952-0.00085752i,-0.00019134+0.00016348i,0.00018259+0.00041252i,0.00028913+0.00097839i,0.00010947+0.00059082i,3.2967e-05+4.3713e-05i,0.00063766+0.00085771i,0.001164+0.0010145i,0.00099537-0.00028653i,0.00049779-0.0014845i,0.00015305-0.0010386i,0.00020441+0.00012306i,-7.4006e-05+0.00071959i
0.00036883-0.00096007i,0.00038035-0.0031268i,0.00079974-0.0030242i,0.00043616-0.002677i,-0.00014458-0.0025533i,-0.0010141-0.0030769i,-0.0022747-0.0028022i,-0.0016405-0.0010182i,0.00022467-0.00062058i,0.0010886-0.00027956i,0.0015342+0.00022132i,0.0018411+0.00021208i,0.0003528-7.6508e-05i,-0.0011446-0.0013782i,-0.0018823-0.00198i,-0.0020575-0.0016032i,-0.00082542-0.00073688i,0.00054927+8.6773e-05i,0.00050372-0.0001182i,7.28e-05-0.00063323i,2.8539e-05-0.00054447i,-0.00016505-0.00071503i,-1.6445e-05-0.00083562i
0.00087707-0.0016598i,0.00035409-0.0012853i,0.00024082-0.0009335i,0.00038492-0.0017053i,-0.00072207-0.0011233i,-0.0019367+0.0001369i,-0.0019934+0.0003083i,-0.0021848+0.0011002i,-0.0025457+0.0012848i,-0.0014165+0.0011527i,0.00077391+0.0010941i,0.0016604+0.00056792i,0.0016938-0.00016913i,0.0011371-0.0014591i,0.00039744-0.00096925i,0.00035532-0.00024805i,0.00085137-0.00084819i,0.00053188-0.00084287i,8.1602e-05-6.0837e-05i,-0.00051551+0.00033087i,-0.00082526+0.00026639i,-0.00079424-4.3392e-06i,-0.00063098-0.00058201i
-0.00010477+0.0017246i,8.1062e-05+0.00087773i,-0.00060182+0.00046562i,-0.00060006-0.00071143i,-0.00064258-0.0030893i,-0.0010757-0.0027493i,-0.0012641+0.00026949i,-0.00053104+0.0020418i,0.00028904+0.0017595i,6.5175e-05+0.00032587i,-0.00025529-0.00067757i,-0.00011134-0.00056499i,0.00023498-0.00041458i,0.0011496-0.0002921i,0.0013853-0.00026025i,0.0013547+9.6054e-05i,0.00068696+1.0182e-05i,-0.00015274-0.00020402i,-0.00013882+1.3814e-06i,-0.00048924-5.5749e-05i,-0.00040892-0.00040322i,0.00033252-0.00093951i,0.00062743-0.00083215i
-0.00013634-0.0011127i,-0.0019017-0.0013718i,-0.0019369-0.0008504i,-0.00087609-0.00066289i,-0.0011932-0.0012245i,-0.0022682-0.0018299i,-0.0019733-0.00070823i,0.00012457+0.00048952i,0.0025397+0.00045145i,0.0027541+1.3639e-05i,0.0013104-0.00044563i,7.7678e-05-0.00024687i,-0.00042965-0.00017589i,-0.0010482-0.0001038i,-0.0017125+0.000716i,-0.0013024+0.0011167i,-0.00039031+0.00040075i,0.00048634-0.0003269i,0.00090202-0.00028444i,0.00028007-7.4588e-05i,0.00033161+0.0001183i,9.3909e-05+0.00041064i,-0.00057713+0.00052862i
-0.00012777-0.0030226i,-0.00028656-0.0027657i,-0.00081382-0.0032424i,-0.00091723-0.0018675i,-0.00054257-0.00043443i,-0.00043318-0.00085037i,-0.00064565-0.0014185i,0.0002409-0.0012606i,0.00078329-0.0019825i,3.7346e-05-0.0022404i,0.00020737-0.00095662i,0.00042709-0.0010093i,4.7697e-05-0.0020124i,-0.00076468-0.0017357i,-0.00070831-0.00092279i,-0.00020836-0.0011142i,-0.00040508-0.00088746i,-0.00047446+0.00013827i,2.3181e-05+0.00061312i,0.00013581+0.00084375i,-8.3413e-05+0.00066887i,-9.0247e-06+0.00049214i,-0.00083766+0.00041753i
-0.00054002-0.0015081i,0.00038381-0.00021296i,4.5596e-05+0.000125i,-0.00045043-0.00010441i,-0.001606-0.0014438i,-0.0028995-0.0017621i,-0.0029902-0.00077758i,-0.002713-0.00041464i,-0.0032145-0.00092665i,-0.0037192-0.0004856i,-0.0028022+0.00065457i,-0.0012766+0.0016323i,0.00065563+0.0018179i,0.0011885+0.00074114i,0.00041907+0.00038447i,-0.00017321+0.00043884i,0.00031254-0.00046955i,0.00076791-0.0013948i,0.00025618-0.0010554i,-0.00022326-8.3706e-05i,-0.00038691-0.00053889i,-0.00059931-0.00074113i,-0.00024486-0.00057862i
0.00072649+1.2302e-05i,0.00014317-0.00056081i,-0.00016848-0.00085971i,0.00023199-0.00077513i,0.00010978-0.00099386i,-0.001159-0.00070259i,-0.0024312+0.00012792i,-0.002169+0.00060056i,-0.0014798+0.00045861i,-0.00081749+0.00066694i,-0.00062973+0.00085578i,-0.00136+0.00051652i,-0.0017147+0.00037344i,-0.0012864+0.00065781i,-0.00031903+0.0013946i,3.3106e-05+0.0015454i,0.0001304+0.00077063i,0.00018797-0.0004504i,-0.00024091-0.00090213i,8.9126e-05-0.00055233i,0.0005434-0.00042837i,0.00032403-0.00061048i,0.00040655-0.00019466i
0.0035136-0.00051562i,0.0025836-0.0022693i,0.0015753-0.0035613i,0.00026145-0.0046739i,-0.0007348-0.0044939i,-0.0018958-0.0029955i,-0.0013652-0.00082583i,0.00038849+0.00068181i,0.0012122+0.001604i,0.0018198+0.0012929i,0.0026257-8.0062e-05i,0.0019805-0.0017929i,0.00063598-0.0030688i,-0.00047754-0.0026662i,-0.0013062-0.0014747i,-0.0015845-0.00038064i,-0.0016387+0.00063102i,-0.00034197+0.00067496i,0.00063237-2.6224e-05i,-4.7306e-05-0.00012092i,-0.00056162+0.00028481i,-0.00041715+0.00073228i,-0.00054353+0.0012094i
-0.0003232+5.5091e-05i,-0.00056773-0.00041108i,-0.0010801-0.0010967i,-9.2131e-05-0.0016023i,-4.9478e-05-0.0015698i,-0.0011054-0.0013777i,-0.0010373-0.00017197i,0.0006219+0.00099162i,0.0022073+0.00072524i,0.0026729+0.00024634i,0.0025954+0.0002148i,0.0022984+0.00038404i,0.0021687-0.00015205i,0.0017595-0.00091741i,0.0012536-0.001062i,0.00083525-0.00089543i,-0.00023253-0.00067531i,-8.2802e-05+0.00010224i,0.000538+0.00080745i,0.00058586+0.00064673i,-8.4475e-05-1.2694e-05i,-0.0012455-0.00033184i,-0.0015445-0.00037621i
-0.00051671-0.00051551i,-0.00033117-0.0011197i,-0.00012477-0.0017042i,-0.00062699-0.0013079i,-0.00091626-0.0017385i,-0.00062761-0.0018646i,-0.00047649-0.0013113i,4.1993e-05-0.0020356i,0.00024033-0.002838i,-0.00024471-0.0031245i,-0.00093178-0.0029533i,-0.0014235-0.0018858i,-0.0011159-0.00028501i,-0.00022312+0.00045014i,0.0010539+0.00048978i,0.0011421+0.00052497i,0.00046086+0.00013493i,0.00031529-0.00021575i,0.00083855+0.00017323i,0.00011892+0.00036825i,-0.00066848-0.00091772i,-0.00096341-0.00078802i,-0.0015021+6.3503e-05i
0.0010517+0.00086489i,0.00080477-0.001309i,0.000522-0.0015152i,7.2871e-05-0.0011653i,0.00052864-0.0015456i,-0.00048424-0.0018646i,-0.0022319-0.0010218i,-0.0022107-0.00067313i,-0.0012979-0.0016895i,-0.0013116-0.0024127i,-0.0017732-0.0020421i,-0.0012863-0.0012975i,-0.0013007-0.0016692i,-0.0017896-0.0011554i,-0.0017883+0.0004075i,-0.0020323+0.0012739i,-0.0020588+0.0018781i,-0.0014031+0.0015609i,-0.00063705+0.00088709i,-0.00037411+0.00042435i,-0.00069464-0.00035856i,-7.941e-05-0.00065196i,0.00042-0.00045814i
0.00044942-0.00052191i,0.00050793-0.00098214i,0.00091718-0.0018626i,0.0013818-0.0024629i,0.0010713-0.0018666i,-0.0001057-0.0012747i,-0.00062199-0.00041437i,-6.2954e-05+0.0016277i,-0.00019968+0.002795i,-0.00077742+0.0032677i,0.00052939+0.0029078i,0.0025191+0.0010721i,0.0029986-0.00024298i,0.0011339-4.9247e-05i,-0.0010606+4.2121e-05i,-0.0018274+0.00013251i,-0.0018002+0.00016015i,-0.0014404+0.00014454i,-0.00023391-0.00024095i,-7.6102e-05-0.0009283i,-0.00059775-0.00029009i,-0.00065704+0.00081091i,-0.00081791+0.00087248i
0.0010935-0.0024917i,0.00041709-0.0028908i,0.0006932-0.0031709i,-0.00022974-0.0032029i,-0.00023676-0.0031243i,-0.00027821-0.0017451i,-0.00098437+0.00045093i,-0.0003668+0.0022204i,0.00083247+0.0029621i,0.0014814+0.0035971i,0.00059659+0.0030837i,0.00049033+0.0027251i,0.0021071+0.0025415i,0.0024407+0.00117i,0.00086435-0.00040426i,0.00051829-0.0010592i,0.001293-0.000863i,0.0012441-0.00049646i,0.00091072-0.00021124i,-5.7417e-05-0.00037038i,-0.00095917+0.00029396i,-0.001298+0.00072626i,-0.0013167+0.00074021i
-5.983e-05-8.8158e-05i,1.3603e-05-0.0013898i,-0.0013321-0.0021677i,-0.0010875-0.0011702i,-0.00052628-0.00057032i,-0.0011666-0.001133i,-0.0017696-0.00031703i,2.0135e-05+0.00050165i,0.0026904-0.00035226i,0.0040515-0.00081125i,0.0034234-0.0018502i,0.0011339-0.0027503i,-0.00086492-0.0018437i,-0.0014726-9.0251e-05i,-0.00084339+0.0010948i,0.00064901+0.0011389i,0.002104+0.0014706i,0.0025876+0.0014673i,0.001386+0.00053463i,0.00032118-0.00016654i,-0.00017176-0.00040531i,-0.00032938-0.0010759i,0.00054353-0.001511i
-0.00072269-0.00027475i,-0.00086233+9.7817e-05i,-0.00084341-0.00087703i,-0.00080919-0.0017336i,-0.0014555-0.0013232i,-0.0023991-0.00095241i,-0.0019871-0.0014307i,-0.00038047-0.0025591i,0.0011687-0.0043126i,0.0019906-0.0043754i,0.0019858-0.0031724i,0.0028765-0.0029395i,0.002178-0.0026698i,-8.4932e-05-0.0014116i,-0.00078895+3.4087e-05i,-0.00081035+0.00038588i,-0.0010602-6.1993e-05i,-0.001484+0.00021842i,-0.0020008+0.00071969i,-0.0014675+0.00054124i,0.00017993-9.2769e-05i,0.00099888-0.00014827i,0.00054192+3.8669e-05i
