0.00059831+4.0684e-05i,0.0010591-0.00061485i,0.0007882-0.00060599i,-0.00032288-0.00094628i,-0.0023697-0.00035891i,-0.0030349+0.0010465i,-0.0018868+0.0015534i,-0.00061825+0.0013885i,0.0005661+0.0012989i,0.0015273+0.00029633i,0.0019011-0.0012989i,0.0011656-0.0015822i,-0.00024016-0.00077642i,-0.00048726-4.819e-05i,-0.00031866-0.00054265i,-0.0003052-0.00047661i,-0.0005964+0.00062618i,0.00010899+0.00095787i,0.00068222+0.0012172i,-0.00030841+0.0013176i,-0.0002796+0.00027889i,-0.00054563-0.0010598i,-0.00017715-0.0015303i
-0.016104-0.063052i,-0.08146+0.019655i,-0.17166-0.025508i,-0.26491-0.085015i,-0.26058-0.03781i,-0.13234+0.019796i,-0.033799-0.0012319i,-0.026149-0.025602i,-0.032815-0.0051479i,-0.021359+0.018895i,-0.008858+0.024011i,-0.0034548+0.018i,-0.00051701+0.010515i,0.0072058-0.0050584i,0.0034389-0.026788i,-0.016352-0.033308i,-0.026777-0.021265i,-0.021961-0.0066531i,-0.012976+0.00052171i,-0.0053951-0.0030946i,-0.002742-0.012328i,-0.0036506-0.016638i,-0.0010846-0.011505i
0.14371-0.12786i,0.12366-0.17171i,0.19461-0.12553i,0.28669-0.087399i,0.25328-0.10508i,0.11694-0.075989i,0.04945-0.0063088i,0.056123+0.0068832i,0.043016-0.021524i,0.014895-0.031583i,-0.0024593-0.023952i,-0.010353-0.013102i,-0.013779-0.0025352i,-0.015302+0.013091i,-0.0013756+0.025507i,0.023098+0.017485i,0.029402-0.00084157i,0.019124-0.0094594i,0.011126-0.0070897i,0.0070575-0.00043774i,0.0029812+0.0058628i,0.0005108+0.0074199i,-0.0034937+0.0049577i
0.093782+0.25181i,0.083277+0.26076i,-0.039052+0.22643i,-0.16445+0.21924i,-0.14642+0.21427i,-0.05428+0.13337i,-0.030057+0.048903i,-0.037661+0.031283i,-0.015339+0.034776i,0.0076268+0.026596i,0.014235+0.014447i,0.010919+0.0029811i,0.0067248-0.0061353i,0.0037339-0.018131i,-0.0084021-0.020603i,-0.019559-0.0020468i,-0.014305+0.015789i,-0.0057348+0.017071i,-0.0062189+0.01176i,-0.0068022+0.0080064i,-0.0015591+0.003635i,0.0029099+2.2344e-05i,0.0071095-0.00096629i
-0.27803-0.020487i,-0.26454-0.06719i,-0.10794-0.13574i,0.029844-0.22699i,0.018136-0.23642i,-0.023501-0.13406i,-0.0028302-0.053015i,0.010408-0.037065i,-0.0095266-0.031049i,-0.02729-0.021206i,-0.030267-0.0085385i,-0.019014+0.0057077i,-0.0061399+0.016815i,0.0059498+0.027498i,0.017067+0.021199i,0.013264-0.00097682i,-0.0011942-0.012253i,-0.0084854-0.012448i,-0.0073805-0.011848i,-0.0078948-0.0070047i,-0.010501+0.0040759i,-0.008715+0.013084i,-0.0066783+0.013531i
0.13043-0.18721i,0.16101-0.1482i,0.078321+0.023329i,0.031798+0.20937i,0.072593+0.23203i,0.072785+0.1264i,0.025902+0.058535i,0.013588+0.042786i,0.028484+0.025035i,0.034342+0.0043669i,0.026077-0.011354i,0.0081886-0.019376i,-0.0093239-0.02248i,-0.022423-0.02392i,-0.025198-0.013639i,-0.012755+0.0025386i,0.0041861+0.0051079i,0.013987+0.00048204i,0.017044-0.0011902i,0.016293-0.0078198i,0.010368-0.021115i,0.00096538-0.027429i,-0.0027512-0.022962i
0.026311+0.14417i,-0.0027944+0.14909i,-0.046021-0.021155i,-0.13346-0.17698i,-0.18659-0.15523i,-0.12635-0.058976i,-0.041922-0.024462i,-0.016216-0.023226i,-0.01977-0.006435i,-0.018258+0.013809i,-0.0069237+0.022627i,0.011163+0.017153i,0.02604+0.0072696i,0.032295-0.00018312i,0.024553-0.0089759i,0.0061511-0.013646i,-0.0053341-0.0063116i,-0.0067281+0.0062511i,-0.0057649+0.014049i,-0.0018331+0.019914i,0.0064317+0.026835i,0.0138+0.026304i,0.011576+0.01894i
-0.057704-0.085674i,-0.061634-0.093015i,0.05659+0.011736i,0.20603+0.086609i,0.23706+0.047772i,0.14642+0.0080489i,0.065792+0.019213i,0.042365+0.017447i,0.030577-0.012122i,0.01131-0.030894i,-0.0095111-0.025127i,-0.024293-0.0054123i,-0.029777+0.012629i,-0.029401+0.018277i,-0.018204+0.01542i,-4.5313e-05+0.0086376i,0.0062582-0.0024489i,-6.0412e-06-0.011465i,-0.0059166-0.013746i,-0.011065-0.015757i,-0.020059-0.018096i,-0.024968-0.013735i,-0.017047-0.007912i
0.096581+0.05914i,0.080279+0.053047i,-0.062838+0.031845i,-0.21392+0.045567i,-0.22799+0.089329i,-0.14225+0.073525i,-0.0785+0.023636i,-0.049667+0.014613i,-0.020731+0.027717i,0.0014833+0.026822i,0.012248+0.012506i,0.012739-0.0070706i,0.0081311-0.0195i,0.0076359-0.020768i,0.0040246-0.014334i,-0.0043193-0.001149i,-0.0031687+0.0094199i,0.0059736+0.009407i,0.0099957+0.0061023i,0.012736+0.0088659i,0.022551+0.013203i,0.027828+0.010115i,0.020139+0.0064785i
-0.14657+0.014386i,-0.12971+0.0067369i,-0.00054955-0.043617i,0.13258-0.13051i,0.14278-0.17682i,0.086232-0.12564i,0.056079-0.057256i,0.033207-0.03816i,-0.00096897-0.031918i,-0.019837-0.018591i,-0.017663-0.0043704i,-0.0061647+0.0091143i,0.0016914+0.016044i,2.9954e-05+0.01895i,-0.0011543+0.013962i,-0.00054536+0.00070764i,-0.0065359-0.0071352i,-0.01199-0.0064807i,-0.011815-0.0064499i,-0.017881-0.0099914i,-0.032321-0.0097737i,-0.038338-0.0045324i,-0.029415-0.0018537i
0.084847-0.10997i,0.10007-0.10547i,0.021867+0.0062453i,-0.048487+0.17176i,-0.032833+0.23387i,-0.0082637+0.16768i,-0.0061733+0.091636i,0.010591+0.053783i,0.031831+0.02425i,0.034971+0.0010008i,0.023026-0.010843i,0.0061802-0.016533i,-0.0043348-0.018851i,-0.0064955-0.020437i,-0.0058834-0.01596i,-0.0025356-0.0053318i,0.0049087-0.0012032i,0.011603-0.0032755i,0.01638-0.0025129i,0.02685-0.0026243i,0.040123-0.0096099i,0.040721-0.017392i,0.028325-0.015307i
0.01646+0.12842i,-0.0011652+0.14593i,-0.012507+0.01343i,-0.061114-0.16515i,-0.11275-0.20934i,-0.085214-0.13507i,-0.035121-0.069527i,-0.026142-0.034228i,-0.02952-0.0058538i,-0.026129+0.010631i,-0.017557+0.01793i,-0.0034298+0.019512i,0.0073538+0.017366i,0.011346+0.0141i,0.0094477+0.0067923i,0.0029858-0.0010314i,-0.0026187+0.00096082i,-0.0075826+0.0079412i,-0.014829+0.011454i,-0.026455+0.018376i,-0.035263+0.032775i,-0.029666+0.041162i,-0.01605+0.03148i
-0.076874-0.094325i,-0.10526-0.12029i,-0.02474-0.02505i,0.12418+0.095491i,0.18973+0.12277i,0.12731+0.090476i,0.057746+0.060914i,0.038821+0.029047i,0.028755-0.0040285i,0.012324-0.022585i,-0.0029217-0.02406i,-0.016176-0.013638i,-0.023328-0.0043296i,-0.022013-0.00019562i,-0.011851+0.0028745i,0.0016285+0.0040587i,0.0059777-0.0021247i,0.0048421-0.012441i,0.0064004-0.02004i,0.011471-0.028207i,0.013016-0.040502i,0.0053174-0.04337i,-0.0021607-0.02803i
0.11654+0.024262i,0.15331+0.019144i,0.035841-0.0019713i,-0.15084-0.00040491i,-0.21743+0.013797i,-0.15212-0.0011681i,-0.080341-0.014788i,-0.044655+0.00021649i,-0.016588+0.0199i,0.0054715+0.02586i,0.016337+0.019183i,0.020127+0.0033465i,0.018321-0.0097764i,0.012283-0.011151i,0.0040139-0.0050108i,-0.0034779+0.0029771i,-0.0020297+0.01049i,0.0050047+0.016084i,0.0072849+0.020471i,0.0066176+0.029084i,0.0075639+0.038758i,0.010108+0.035855i,0.0083073+0.019462i
-0.12178+0.053871i,-0.13531+0.086563i,-0.030435+0.040949i,0.1184-0.059535i,0.17519-0.10462i,0.13993-0.064641i,0.092108-0.027359i,0.053177-0.02844i,0.015876-0.032806i,-0.010994-0.025345i,-0.020986-0.012744i,-0.015415+0.0019567i,-0.0052347+0.010855i,-0.0028237+0.0075678i,-0.0052444-0.0022037i,-0.0079995-0.0097706i,-0.013507-0.011353i,-0.018179-0.0092344i,-0.017009-0.010182i,-0.013739-0.019263i,-0.014372-0.030267i,-0.017083-0.029444i,-0.012397-0.01558i
0.040426-0.12455i,0.022396-0.14934i,-0.034883-0.050909i,-0.095386+0.11234i,-0.11695+0.18123i,-0.096961+0.1323i,-0.06133+0.076398i,-0.024197+0.052219i,0.0051858+0.029556i,0.016555+0.0066009i,0.014255-0.0063869i,0.0040192-0.011137i,-0.0044976-0.012107i,-0.0034874-0.010906i,0.0029025-0.0083343i,0.0099645-0.0063118i,0.016328-0.0071271i,0.018934-0.0087113i,0.016498-0.0052025i,0.014975+0.0070888i,0.019551+0.022495i,0.02258+0.025679i,0.01498+0.014013i
0.058838+0.10199i,0.069584+0.096792i,0.049162-0.015774i,0.011052-0.17122i,-0.003614-0.22288i,0.0057473-0.15298i,0.0094352-0.079649i,-0.00083487-0.047359i,-0.011661-0.022148i,-0.014875-0.0010329i,-0.012541+0.0073753i,-0.0049011+0.006585i,0.002395+0.0052059i,0.0034147+0.0091373i,0.0018133+0.013964i,0.0016472+0.017431i,0.0014117+0.019404i,-0.00082019+0.016232i,-0.0049823+0.0063051i,-0.013752-0.0085781i,-0.027804-0.019492i,-0.033195-0.016932i,-0.020533-0.0057935i
-0.084537-0.03183i,-0.080569-0.028834i,-0.0037437+0.044291i,0.095714+0.15806i,0.11743+0.20102i,0.064329+0.1492i,0.028492+0.088957i,0.029695+0.053078i,0.032278+0.023931i,0.024581+0.0050095i,0.014564-0.00060001i,0.0058431+0.0024052i,-0.0023676+0.0043518i,-0.008945+0.0008739i,-0.011975-0.0022209i,-0.01364-0.0039754i,-0.013551-0.0072622i,-0.0091808-0.0088151i,-0.00081715-0.0044267i,0.013202+0.0040944i,0.02956+0.0085558i,0.031894+0.0036643i,0.014205-0.0010663i
0.056082-0.018091i,0.054968-0.00082671i,-0.038457-0.014488i,-0.17636-0.061271i,-0.21068-0.089495i,-0.13019-0.080119i,-0.062758-0.056513i,-0.045594-0.029044i,-0.037007-0.0039571i,-0.027665+0.0086736i,-0.021129+0.011013i,-0.014258+0.0055043i,-0.0044889-0.0034141i,0.0048354-0.0076492i,0.0071168-0.0087918i,0.0057741-0.010215i,0.0065756-0.0085222i,0.0059094-0.0027677i,0.00070166+0.0021682i,-0.012161+0.0029123i,-0.028452+0.0034377i,-0.030847+0.0051618i,-0.014739+0.0014459i
-0.03788+0.013975i,-0.066794+0.0017178i,0.009644-0.02443i,0.15422-0.044219i,0.20721-0.025294i,0.14593+0.011629i,0.086596+0.020908i,0.0608-0.00034077i,0.035011-0.026789i,0.011223-0.039684i,0.0018038-0.036952i,0.0023398-0.023573i,0.0022272-0.0086394i,0.00012957+0.00093276i,0.0007513+0.0020945i,0.003121+0.00068816i,0.0015732+0.00087699i,-0.0013467+3.9088e-05i,0.0010745+0.00031564i,0.013359+0.00021299i,0.029896-0.005039i,0.032701-0.0087526i,0.019782-0.0014156i
0.043864-0.040413i,0.05843-0.063055i,-0.0035021-0.002155i,-0.11389+0.098628i,-0.16561+0.1173i,-0.13047+0.064737i,-0.079421+0.032925i,-0.04159+0.032807i,-0.0050049+0.034378i,0.01879+0.0282i,0.021029+0.020876i,0.010503+0.014924i,0.00087977+0.0084007i,-0.0021996+0.0028051i,-0.0021934+0.0018426i,-0.00093062+0.0031925i,0.0023493+0.0019491i,0.0045351-0.0007806i,-0.00036742-0.0036974i,-0.01563-0.00053894i,-0.031992+0.01267i,-0.032445+0.020705i,-0.019815+0.010924i
-0.01339+0.081566i,0.0080865+0.10464i,0.031668+0.013307i,0.063223-0.12886i,0.08907-0.16693i,0.078895-0.10411i,0.050278-0.051369i,0.023688-0.031572i,-0.0023451-0.015467i,-0.018895-0.0015228i,-0.020034+0.0019664i,-0.012043-0.00038619i,-0.0059606-0.0014379i,-0.0053502+0.00032251i,-0.0063004+0.0011879i,-0.0060386+0.0017301i,-0.0056759+0.0039647i,-0.0036068+0.0053316i,0.0047038+0.0025222i,0.018105-0.0097818i,0.026769-0.029918i,0.021366-0.037519i,0.011759-0.021615i
-0.075338-0.067701i,-0.098819-0.052151i,-0.06307+0.035544i,-0.013757+0.15901i,-0.010045+0.19833i,-0.022169+0.13698i,-0.015743+0.073847i,-0.0025976+0.040224i,0.0041811+0.01301i,0.002453-0.0045842i,0.0011646-0.006402i,0.0031606-0.0027094i,0.0027646-0.0036042i,0.0020384-0.0077824i,0.003021-0.0079968i,0.0024344-0.0059837i,-0.0002547-0.0069325i,-0.0037249-0.0074707i,-0.0097483-0.00041362i,-0.016351+0.018457i,-0.015066+0.039768i,-0.0081354+0.042226i,-0.0067817+0.024723i
0.085675-0.024146i,0.080089-0.047302i,0.0074017-0.083911i,-0.081024-0.14165i,-0.093601-0.15946i,-0.046057-0.10869i,-0.012876-0.057878i,-0.0070284-0.035716i,-0.006716-0.02113i,-0.0042979-0.010057i,-0.0043671-0.0055184i,-0.0048794-0.0050833i,-0.00025118-0.0019269i,0.0054204+0.0036844i,0.0055462+0.0061323i,0.0043528+0.0033535i,0.0059208+0.00011936i,0.0073221-0.0029103i,0.009756-0.010958i,0.0092241-0.027556i,-0.00047486-0.044395i,-0.0091064-0.041997i,-0.0037349-0.024312i
-0.0066486+0.062009i,-0.0040516+0.064857i,0.049753+0.064844i,0.13189+0.07961i,0.1415+0.095261i,0.079929+0.078813i,0.035284+0.050578i,0.026969+0.031632i,0.025514+0.016127i,0.018521+0.0065056i,0.012407+0.0029784i,0.0088488+0.0035539i,0.00043304+0.0054178i,-0.0094807+0.0055463i,-0.012144+0.0030666i,-0.007797+0.0025046i,-0.0024758+0.0041772i,0.00057672+0.0052987i,0.00067267+0.012425i,0.0062525+0.028951i,0.01984+0.041831i,0.02505+0.037404i,0.013611+0.023882i
-0.028566-0.021363i,-0.031082-0.032384i,-0.078302-0.021503i,-0.15232-0.0044776i,-0.16237-0.014081i,-0.10186-0.027926i,-0.051576-0.022635i,-0.032446-0.0085966i,-0.021497+0.0025156i,-0.01353+0.0037268i,-0.013345+0.002414i,-0.015188+0.0029843i,-0.010389-0.00056396i,-0.0027678-0.0072518i,0.0012391-0.007867i,1.1863e-05-0.0032952i,-0.002783+0.00097627i,-0.0041585+0.0027296i,-0.0068462-0.0041913i,-0.017752-0.020174i,-0.034017-0.03058i,-0.037379-0.025948i,-0.024473-0.017341i
-0.0083824-0.0051227i,0.014004+0.010339i,0.063662-0.015657i,0.1245-0.055142i,0.14171-0.047038i,0.10032-0.0083831i,0.058311+0.0085572i,0.035764+0.0010779i,0.018005-0.010324i,0.0067837-0.013856i,0.0055652-0.01469i,0.0071211-0.015058i,0.006831-0.0094348i,0.0053089-0.00022828i,0.0034124+0.004008i,0.0022602+0.0019603i,0.001513-0.0031076i,0.00099607-0.0068008i,0.0058737-0.001011i,0.022951+0.0101i,0.042434+0.012946i,0.043551+0.006707i,0.028122+0.0027061i
0.00046427-0.028511i,-0.029577-0.016483i,-0.057151+0.036i,-0.087208+0.10217i,-0.10486+0.11232i,-0.085334+0.068369i,-0.051305+0.033732i,-0.025387+0.022288i,-0.0082739+0.015605i,-0.002137+0.01126i,-0.00022945+0.012865i,0.0026396+0.013438i,0.0023129+0.0073511i,-0.0014314+0.0012272i,-0.0041515-0.0012425i,-0.0033354-0.0017823i,0.001983-0.00031976i,0.0071216+0.00081027i,-0.00018613-0.0022172i,-0.023486-0.0038627i,-0.044647+0.0029488i,-0.043105+0.010357i,-0.025553+0.0099846i
0.043126+0.021614i,0.045215-0.0079009i,0.031394-0.061337i,0.020781-0.12309i,0.028568-0.13556i,0.033093-0.089807i,0.024916-0.046217i,0.013939-0.027606i,0.0052285-0.016813i,-0.00045968-0.010436i,-0.0080047-0.0088122i,-0.011797-0.0068655i,-0.0083573-0.0039219i,-0.0035633-0.0037672i,-0.0015811-0.0055195i,-0.0014868-0.0064364i,-0.0044025-0.0042951i,-0.0078778-0.00019627i,-0.00012913+0.00089345i,0.020496-0.0063665i,0.036074-0.019712i,0.030765-0.024105i,0.01587-0.013996i
-0.030606+0.033009i,-0.024796+0.03851i,0.001738+0.065712i,0.036603+0.10893i,0.038012+0.11867i,0.015852+0.082568i,0.0062535+0.045464i,0.0088023+0.027274i,0.010056+0.016011i,0.0073941+0.005599i,0.0058493-0.0010912i,0.0053872-0.0031569i,0.0024984-0.002652i,-0.0010777-9.3295e-07i,-0.00013233+0.0020028i,0.003873+0.0027061i,0.0068167+0.00047632i,0.0067262-0.0042754i,-0.0010526-0.0023723i,-0.016+0.012135i,-0.025546+0.029158i,-0.021268+0.029678i,-0.013306+0.016136i
-0.012097-0.030066i,-0.0077561-0.038058i,-0.030875-0.051024i,-0.070864-0.064311i,-0.075189-0.063664i,-0.040837-0.041974i,-0.014912-0.017092i,-0.0099554-0.0049726i,-0.0089783-0.0037456i,-0.0060727-0.0054909i,-0.0043381-0.0037011i,-0.0042247+0.00065874i,-0.0028632+0.002362i,-0.00013874+0.0025801i,-0.00018237+0.0035668i,-0.0034938+0.004767i,-0.0049408+0.0072863i,-0.0024996+0.010943i,0.0042904+0.0069438i,0.012989-0.011777i,0.016568-0.032135i,0.013389-0.032807i,0.0093694-0.019538i
0.0034748-0.00084492i,0.0097083+0.024634i,0.035324+0.036167i,0.066996+0.036709i,0.068553+0.041293i,0.034795+0.040379i,0.0091815+0.027074i,0.006843+0.011335i,0.009334+0.0018691i,0.0078859+0.0012269i,0.006075+0.0013938i,0.0051897-0.0012698i,0.0024292-0.0016831i,-0.0011045+7.8816e-05i,-0.0027051+0.00010291i,-0.0023335-0.002882i,-0.0016402-0.0093164i,-0.0036723-0.015019i,-0.0081141-0.0091382i,-0.0093175+0.012826i,-0.0060661+0.035573i,-0.0021136+0.038012i,-0.00021779+0.025252i
0.003099-0.018098i,-0.027491-0.029086i,-0.059307-0.023774i,-0.084233-0.010742i,-0.086123-0.012955i,-0.056751-0.02096i,-0.023146-0.017176i,-0.0060702-0.0080825i,-0.002884-0.00081587i,-0.0061969+0.0030593i,-0.0080046+0.0055992i,-0.004988+0.0067004i,-0.00080662+0.0028331i,0.0011475-0.0035843i,0.0029375-0.0076539i,0.0053662-0.0060019i,0.0082939+0.0014888i,0.013501+0.0071638i,0.016714+0.00038506i,0.008503-0.020565i,-0.0074455-0.039078i,-0.014493-0.037332i,-0.009982-0.022249i
0.03373+0.019845i,0.052862+0.0010987i,0.071129-0.018598i,0.083995-0.033593i,0.083029-0.028755i,0.064602-0.0058037i,0.039106+0.0081306i,0.021759+0.0058862i,0.013792-0.001584i,0.0078977-0.0097762i,0.00059099-0.014527i,-0.0048089-0.011938i,-0.0045345-0.0051778i,0.00032564+0.00017259i,0.0041931+0.0040457i,0.00185+0.0052134i,-0.0066636+0.0027296i,-0.016725+0.0019842i,-0.017581+0.011054i,-0.001066+0.027539i,0.021094+0.036228i,0.025899+0.029524i,0.014238+0.017208i
-0.041184+0.028607i,-0.045056+0.04422i,-0.052192+0.064137i,-0.055167+0.08205i,-0.053824+0.079291i,-0.046191+0.050903i,-0.0297+0.024506i,-0.015698+0.015484i,-0.0071825+0.014273i,0.00011836+0.01202i,0.007261+0.00862i,0.0086361+0.0057115i,0.0019269+0.0029751i,-0.0062554+0.0020088i,-0.01123+0.0019175i,-0.010926+0.00097898i,-0.0021231-0.0031042i,0.0099098-0.011177i,0.0092612-0.020855i,-0.010397-0.026995i,-0.032084-0.025184i,-0.033051-0.017935i,-0.019788-0.011922i
-0.023031-0.041507i,-0.019311-0.050135i,-0.016728-0.062785i,-0.015478-0.072139i,-0.0069497-0.06848i,0.0032292-0.045647i,0.0043108-0.02107i,-0.0020296-0.012145i,-0.0088249-0.01167i,-0.012485-0.0087208i,-0.014689-0.0022185i,-0.013752+0.0019182i,-0.0092442-0.00037545i,-0.0048282-0.0055631i,-0.00018806-0.0086945i,0.0020907-0.0072276i,-0.00032859+0.00092839i,-0.0013752+0.013022i,0.0069922+0.022088i,0.02728+0.020418i,0.044262+0.011048i,0.041128+0.0057033i,0.027169+0.0060982i
0.035053-0.012653i,0.034106+0.002409i,0.032836+0.018853i,0.028648+0.033463i,0.019666+0.042648i,0.0079087+0.035568i,0.0040277+0.017322i,0.011302+0.0041921i,0.017889-0.0016345i,0.01727-0.004908i,0.013498-0.0090126i,0.010463-0.010306i,0.0094871-0.0062132i,0.009931-0.00041874i,0.0098166+0.0036941i,0.007604+0.00323i,0.0030883-0.0030565i,-0.0040364-0.012278i,-0.016646-0.017176i,-0.035487-0.0095288i,-0.048169+0.0055974i,-0.043765+0.011015i,-0.030342+0.0081007i
0.014765+0.022691i,-0.0024854+0.013577i,-0.01658+0.00015269i,-0.025165-0.012972i,-0.025945-0.019711i,-0.012162-0.015357i,0.0030203-0.0030863i,0.0047372+0.0071402i,-0.0010097+0.011192i,-0.0050691+0.013184i,-0.0031031+0.01612i,0.00087032+0.016087i,0.00062473+0.012952i,-0.0012949+0.0097081i,-0.00061439+0.0063928i,0.0015939+0.0045246i,0.0053104+0.0054865i,0.01254+0.0076211i,0.024192+0.0045797i,0.036087-0.010849i,0.040055-0.028745i,0.033239-0.030588i,0.021099-0.02133i
-0.019481+0.019046i,-0.012974+0.011467i,0.002368+0.014624i,0.021337+0.022208i,0.027264+0.02502i,0.014585+0.026069i,0.00068583+0.020399i,-0.0032026+0.0075422i,-0.0019391-0.0046619i,-0.0033024-0.01316i,-0.010232-0.015882i,-0.014559-0.013385i,-0.014295-0.0097801i,-0.011963-0.0068037i,-0.0092025-0.0034203i,-0.0079242-0.00082536i,-0.0093372+0.00030466i,-0.014827+0.0019698i,-0.023377+0.010349i,-0.028119+0.03021i,-0.023856+0.047841i,-0.015372+0.044888i,-0.0077737+0.029053i
-0.028958-0.022085i,-0.020386-0.02356i,-0.028177-0.021207i,-0.041896-0.010971i,-0.043425-0.0030521i,-0.030348-0.0084214i,-0.01274-0.010289i,-0.00096287-0.0031901i,0.0039264+0.0042968i,0.0077412+0.0067609i,0.012326+0.002417i,0.012046-0.0025285i,0.0068959-0.0052371i,0.0016585-0.0089107i,-0.0018866-0.013097i,-0.0032563-0.013259i,-0.0016867-0.011358i,0.0045032-0.012314i,0.010904-0.021329i,0.0078528-0.040108i,-0.0016307-0.052855i,-0.006035-0.044269i,-0.0049269-0.025833i
0.024816-0.017528i,0.035033-0.0057655i,0.039983-0.008049i,0.032626-0.016979i,0.028062-0.015734i,0.02544-0.0042209i,0.013482+0.0040281i,0.0028967+0.0036329i,-0.0020989-0.0016728i,-0.0069258-0.0030529i,-0.0091093+0.0013478i,-0.0057084+0.0042531i,-0.0003097+0.0038201i,0.0051539+0.0037198i,0.010303+0.0041622i,0.011996+0.0040604i,0.0094346+0.0046896i,0.0047274+0.008219i,0.004424+0.019718i,0.015018+0.035654i,0.026455+0.042324i,0.024088+0.03421i,0.014021+0.021874i
0.0098165+0.017207i,-0.019324+0.026242i,-0.029261+0.033682i,-0.020565+0.03226i,-0.018122+0.026582i,-0.018993+0.020079i,-0.0092831+0.0090961i,0.0023152+0.001043i,0.0079973-0.00076039i,0.0079891-0.0018882i,0.0049843-0.0025496i,0.0025759-0.00060149i,0.00050257+0.0034886i,-0.0024244+0.007297i,-0.0050572+0.0087591i,-0.0053281+0.0094475i,-0.0036623+0.0077449i,-0.0032784+0.0011528i,-0.010354-0.011285i,-0.028323-0.023149i,-0.042123-0.026183i,-0.036889-0.021077i,-0.023943-0.013173i
-0.012284+0.00021456i,-0.017627-0.028525i,-0.015202-0.036046i,-0.0056793-0.025257i,-0.00034909-0.017606i,0.0035031-0.010943i,0.0067381+0.00074329i,0.0048274+0.0064387i,-0.00096933+0.006311i,-0.0061725+0.0057344i,-0.0088594+0.0065812i,-0.0098762+0.0064278i,-0.0093286+0.0028864i,-0.0069385-0.0012891i,-0.0050306-0.0059434i,-0.0044526-0.0088215i,-0.0029368-0.00783i,0.00098246-0.0038047i,0.01346+0.0014929i,0.034726+0.0027047i,0.047451+0.00065915i,0.040576+0.00013126i,0.027045-0.0015523i
-0.0030441-0.00089831i,0.025195+0.0031262i,0.027219+0.0052796i,0.0080462+0.012085i,-6.3748e-05+0.022174i,-0.00277+0.020727i,-0.0056821+0.011194i,-0.0024004+0.0037516i,0.0029901-0.0022578i,0.0049226-0.0084786i,0.0031334-0.013404i,0.0010782-0.014105i,0.00015984-0.011561i,0.00029266-0.007625i,0.0023871-0.003355i,0.0038536-0.0010377i,0.0036716-0.0013431i,0.0010525-0.0012349i,-0.010276+0.0028692i,-0.028781+0.0135i,-0.039511+0.021523i,-0.032614+0.0187i,-0.018887+0.014359i
-0.010713-0.007302i,-0.019253+0.01299i,-0.02084+0.01586i,-0.01842+0.0030261i,-0.017148-0.0075021i,-0.010507-0.009004i,-0.0019208-0.0061852i,0.00018209-0.002184i,0.00098401+0.0032329i,0.0043901+0.0077797i,0.0088958+0.0083758i,0.011193+0.0061311i,0.0090237+0.0026848i,0.0049067+0.00064161i,0.0016636+0.00049279i,-0.00080783+0.0009753i,-0.0030918+0.0013601i,-0.0027994+5.8369e-05i,0.0039551-0.0088015i,0.013844-0.026476i,0.018623-0.036632i,0.015048-0.028765i,0.0066701-0.016346i
0.011916-0.013876i,-0.010198-0.021941i,-0.013963-0.015803i,0.00048114-0.0060623i,0.0090326-0.0018352i,0.0078887+0.0041402i,0.0046772+0.0053622i,0.002847-0.001244i,-0.0012564-0.0060666i,-0.0084187-0.0058627i,-0.012845-0.00087522i,-0.011641+0.0042988i,-0.0071101+0.0049754i,-0.0032244+0.0042624i,-0.0017602+0.0036155i,4.7407e-05+0.0022144i,0.0034524+6.2913e-05i,0.0053789-0.00051979i,0.0041731+0.0081752i,0.0028263+0.026838i,0.0014703+0.038209i,0.00056079+0.030644i,0.0017481+0.017576i
0.011799+0.012157i,0.020097-0.0049584i,0.014451-0.014846i,0.0013579-0.007298i,-0.0037778+0.0038995i,-0.0047499+0.0055601i,-0.0013036+0.0062214i,0.0053946+0.0070743i,0.0082726+0.0022682i,0.005682-0.0050627i,-0.00051887-0.00835i,-0.0050664-0.0071926i,-0.0050459-0.0047904i,-0.0038929-0.0038508i,-0.0026943-0.0035647i,-0.0022894-0.0013232i,-0.0027879+0.0032979i,-0.004661+0.006263i,-0.0086632+0.00011971i,-0.014234-0.014472i,-0.01558-0.025155i,-0.0099139-0.022542i,-0.0056451-0.01382i
-0.017563+0.012196i,-0.0002956+0.022967i,0.0075029+0.021144i,-0.00029531+0.015079i,-0.0039368+0.012837i,-0.0016335+0.012479i,-0.0037128+0.011163i,-0.0061175+0.0099453i,-0.003187+0.0088994i,0.00093844+0.0068009i,0.0039117+0.0033411i,0.0050968+0.0002798i,0.00404-0.00034815i,0.0034558+5.7879e-05i,0.0031101+0.00075341i,0.00085589-0.00082843i,-0.00132-0.0074227i,-0.0020002-0.013763i,0.0029396-0.010947i,0.015946+0.0003774i,0.023839+0.010481i,0.018554+0.011773i,0.01163+0.0071065i
-0.0099801-0.016599i,-0.027841-0.0075046i,-0.03005+0.0029712i,-0.019279+0.0017218i,-0.016661-0.0044528i,-0.014536-0.0036077i,-0.0066786-0.003697i,-0.0021854-0.0060601i,-0.0010663-0.0058406i,0.00059879-0.0031192i,0.0015258-0.00049031i,0.0016827-0.00036391i,-0.00050393-0.00091257i,-0.0038286+0.00071043i,-0.0040252+0.0015615i,-0.00068594+0.0019934i,0.0051449+0.0055472i,0.011812+0.0081872i,0.0080854+0.0062362i,-0.010236+0.0020966i,-0.024537-0.0012638i,-0.02236-0.0020118i,-0.014895+0.00094448i
