-0.0012565+0.0008533i,-0.00043459+0.00040176i,-0.00075402+3.8287e-05i,-0.0010423+0.00010666i,-0.00089764+0.00090152i,-0.00063783+0.00074946i,-0.00069855+0.0010911i,0.00031426+0.0011258i,0.00078149+0.00048808i,0.00060203-5.8748e-05i,0.00072706-0.00078493i,1.4122e-05-0.001035i,0.00021536-0.00038569i,0.00024124+0.00029289i,7.3322e-05-0.00060834i,-5.7819e-05-0.0011072i,-8.1765e-05-7.6406e-05i,-0.00020529+0.00012417i,-0.00070866-0.00075149i,-0.00018811-0.00048859i,-0.00019576+0.0011713i,-0.00017894+0.0014852i,0.00031334+0.0004211i
-0.034079-0.023459i,-0.059803-0.032375i,-0.049908+0.0098873i,0.029451+0.082825i,0.12296+0.082213i,0.1337-0.0029732i,0.069468-0.057534i,0.027147-0.040366i,0.024671-0.021335i,0.014893-0.025721i,-0.0011809-0.024471i,-0.010831-0.010001i,-0.0092321+0.0035688i,0.003406+0.005332i,0.011565-0.0056218i,0.0065091-0.019566i,-0.0042075-0.021982i,-0.010535-0.0092547i,-0.0086208+0.0056187i,-0.00067741+0.0096548i,0.009833+0.0035867i,0.018105-0.0062382i,0.018314-0.012934i
0.046095-0.010411i,0.086032-0.025325i,0.082355-0.073618i,3.6125e-05-0.11476i,-0.086275-0.066854i,-0.069591+0.034793i,0.0059282+0.077893i,0.028868+0.056858i,0.0095848+0.035855i,0.006593+0.031838i,0.015708+0.022865i,0.019183+0.0051532i,0.013942-0.0065803i,0.00079815-0.0033272i,-0.0063991+0.0082774i,-0.0021889+0.018376i,0.0037064+0.018853i,0.0042267+0.0071126i,-0.0008459-0.0037898i,-0.0084178-0.0040623i,-0.015703+0.0028906i,-0.01629+0.010644i,-0.0098604+0.011595i
-0.024197+0.028486i,-0.037717+0.060589i,-0.0016288+0.084989i,0.082177+0.073643i,0.1161+0.021058i,0.040419-0.030308i,-0.04726-0.029473i,-0.052121-0.0094717i,-0.026241-0.014831i,-0.028203-0.021952i,-0.036109-0.011607i,-0.030122+0.0046775i,-0.018092+0.010461i,-0.0067753+0.0029843i,-0.0043791-0.008726i,-0.0099139-0.013887i,-0.012542-0.010843i,-0.0069692-0.0048398i,0.0024505+0.00045893i,0.0091875+0.001208i,0.0112-0.0017558i,0.0081754-0.0080722i,0.0018915-0.012954i
-0.0066532-0.039105i,-0.019585-0.086199i,-0.069986-0.12077i,-0.14326-0.10554i,-0.15035-0.047826i,-0.06117-0.0031253i,0.019138-0.0080209i,0.019296-0.022097i,0.0012058-0.0070069i,0.011957+0.0036479i,0.02115-0.0048232i,0.014876-0.015094i,0.0047233-0.018166i,-0.0010675-0.010569i,0.0015078-0.00010295i,0.0097178+0.0044993i,0.014209+0.0036031i,0.0085894-0.0015374i,-0.0010847-0.005146i,-0.004951-0.00068093i,-0.0017103+0.0091454i,0.0021625+0.016627i,0.0017367+0.019713i
0.02603+0.024949i,0.057348+0.049913i,0.10113+0.054421i,0.13975+0.013627i,0.11917-0.034836i,0.039352-0.03838i,-0.01644-0.019142i,-0.020402-0.016858i,-0.016679-0.018415i,-0.022557-0.0036378i,-0.022279+0.013707i,-0.012905+0.020462i,-0.0031701+0.018707i,0.00019298+0.011183i,-0.0045043+0.0038465i,-0.011127+0.0024179i,-0.012835+0.0053454i,-0.0077426+0.0069381i,-0.00016096+0.0037999i,0.0032411-0.0035434i,0.0028822-0.013467i,0.0010002-0.020657i,0.00042811-0.020564i
-0.034486-0.0033917i,-0.084278-0.0026632i,-0.1464+0.018677i,-0.18293+0.069641i,-0.14262+0.094069i,-0.029803+0.049622i,0.048936-0.0054608i,0.047683-0.0083071i,0.029456+0.0063676i,0.023999-0.0033872i,0.016738-0.019101i,0.0054117-0.022268i,-0.003615-0.016277i,-0.0073993-0.0062506i,-0.0038945+0.00055606i,0.0027942-0.00098397i,0.00376-0.0055125i,-0.0033556-0.0055395i,-0.010326-0.0006401i,-0.010355+0.005289i,-0.0056899+0.010515i,1.2439e-05+0.014116i,0.0053614+0.013788i
0.026727-0.020933i,0.0677-0.038625i,0.11467-0.06879i,0.13553-0.1016i,0.10172-0.083561i,0.023429-0.0042802i,-0.03513+0.06342i,-0.038753+0.064144i,-0.0231+0.033964i,-0.011251+0.023781i,0.0005891+0.02651i,0.011136+0.02473i,0.01722+0.017655i,0.016143+0.008232i,0.0099436+0.0024921i,0.0033364+0.0023208i,-0.0013913+0.0037146i,-0.00084361+0.0024162i,0.0024255-0.00024402i,0.0014658-0.0025005i,-0.0040403-0.0043431i,-0.011134-0.0075107i,-0.01647-0.011404i
-0.0077583+0.029374i,-0.020594+0.071636i,-0.034867+0.12998i,-0.036762+0.17166i,-0.031757+0.13823i,-0.032252+0.029344i,-0.035869-0.051862i,-0.031061-0.050883i,-0.016246-0.024229i,-0.0093747-0.018068i,-0.013939-0.019323i,-0.017404-0.01603i,-0.016258-0.010479i,-0.010595-0.0033632i,-0.0027328-0.00075689i,0.0014757-0.0048485i,0.0021773-0.0081179i,0.00054265-0.0063647i,-0.002011+0.00010756i,-0.0015566+0.0066128i,0.0040912+0.0090863i,0.011628+0.010687i,0.01478+0.011641i
-0.0091711-0.024172i,-0.0087826-0.070116i,0.0026976-0.13528i,0.014-0.18832i,0.025245-0.17213i,0.039439-0.073945i,0.04753+0.0040845i,0.033354+0.0033544i,0.0089838-0.0094211i,0.0028109-0.00040165i,0.0090306+0.0062536i,0.015209+0.0027361i,0.018898-0.0045929i,0.016831-0.01139i,0.010381-0.012326i,0.0046914-0.0062852i,0.0035545+0.00041155i,0.0054877+0.00015742i,0.0057737-0.005792i,0.0028699-0.0087636i,-0.0026552-0.0087595i,-0.010297-0.0084394i,-0.015201-0.0047824i
0.022478+0.0075671i,0.049357+0.030203i,0.073971+0.069045i,0.081425+0.10195i,0.051732+0.096942i,0.007442+0.039965i,-0.0053108-0.013698i,0.008062-0.020195i,0.012426-0.012376i,-0.0019473-0.0089146i,-0.017573-0.0041887i,-0.025056+0.0011201i,-0.024176+0.007076i,-0.017158+0.01212i,-0.0097339+0.010197i,-0.0062643+0.0035542i,-0.0056885-0.00088018i,-0.0050412-0.0010844i,-0.0026721+0.002548i,0.0013263+0.0053582i,0.0075489+0.004717i,0.015674+0.0014413i,0.020548-0.0038959i
-0.021307+0.00090725i,-0.058367-0.01482i,-0.10819-0.059539i,-0.13903-0.10894i,-0.10714-0.10895i,-0.016335-0.046567i,0.043534+0.013261i,0.030968+0.027147i,0.0053035+0.01875i,0.0027013+0.0081425i,0.0086197-0.0012075i,0.011252-0.0080914i,0.0068348-0.013483i,-0.0037081-0.015488i,-0.011801-0.012063i,-0.011165-0.0047565i,-0.0068183+1.4006e-05i,-0.0057247-0.0015534i,-0.0085429-0.0046501i,-0.0096752-0.0046687i,-0.011115-0.00042568i,-0.015753+0.0051864i,-0.016687+0.0069626i
0.015404-0.010545i,0.042433-0.015884i,0.082068-0.0018662i,0.10648+0.03243i,0.077036+0.062777i,-0.0096025+0.055085i,-0.074204+0.022147i,-0.065624+0.0026254i,-0.031954+0.000125i,-0.012949+0.0027295i,-0.0060891+0.0082963i,-0.0044089+0.014742i,-0.0013818+0.017533i,0.00537+0.014833i,0.0093258+0.008584i,0.0059745+0.0020288i,-0.0015055-0.0019504i,-0.0046474-0.0018731i,-0.0026376+0.0002938i,6.8471e-05+0.0011555i,0.0044694-0.0014368i,0.00978-0.0073886i,0.0088542-0.012209i
-0.0012078+0.017696i,-0.023037+0.039728i,-0.074304+0.053527i,-0.1263+0.042665i,-0.12017-0.0015017i,-0.047217-0.049299i,0.0089013-0.060395i,0.0038809-0.040246i,-0.0089495-0.01386i,-0.0034442-0.0016635i,0.0034387-0.0033732i,0.0056436-0.0088525i,0.0024093-0.011004i,-0.0051929-0.0052768i,-0.0077023+0.003632i,-0.0022426+0.0084163i,0.0033928+0.0075056i,0.0030486+0.0044355i,-0.0019272+0.0032127i,-0.006247+0.0037711i,-0.0088735+0.0064635i,-0.0095177+0.012128i,-0.0055997+0.016158i
-0.00084299-0.011339i,0.010022-0.031045i,0.053284-0.046859i,0.10977-0.040955i,0.12088-0.0068067i,0.066706+0.035846i,0.014231+0.043775i,0.0059905+0.01825i,0.0070438-0.0010987i,-0.00015122-0.0018694i,-0.0031136+0.0031917i,0.0012429+0.0062761i,0.0093097+0.0049015i,0.014087-0.0011397i,0.011594-0.006532i,0.0049755-0.006561i,-0.00018926-0.0028174i,-0.000188+0.00057028i,0.0024713-0.00014824i,0.0050189-0.0028989i,0.005961-0.0061941i,0.0047025-0.011606i,0.0025066-0.013233i
0.014553+0.0059849i,0.024297+0.024852i,0.013048+0.056519i,-0.023339+0.072861i,-0.054305+0.04678i,-0.037351-0.0045282i,0.0033172-0.020473i,0.01623+0.0017051i,0.011215+0.01155i,0.0045307+0.0021083i,-0.0024644-0.0071142i,-0.0068675-0.01019i,-0.0081693-0.0065888i,-0.0054615+0.0013532i,0.00095798+0.0071004i,0.00738+0.0060368i,0.01011+0.00085448i,0.0082949-0.00098462i,0.0051737+0.0018467i,0.0029151+0.0061122i,0.0030899+0.01095i,0.0049714+0.014161i,0.0058607+0.010704i
-0.011379+0.0028828i,-0.018237-0.013914i,-0.0037341-0.060122i,0.037958-0.10604i,0.072501-0.087907i,0.0646-0.010239i,0.026762+0.038127i,0.0011938+0.025622i,-0.004939+0.0044891i,-0.0034652-0.0010322i,0.00047353-0.00067429i,0.002635+0.0012457i,0.0019933+0.0001047i,-0.0014419-0.0043127i,-0.0063274-0.008725i,-0.0098476-0.0088584i,-0.010238-0.004371i,-0.0075333-0.0021286i,-0.0048974-0.00417i,-0.0042205-0.0060241i,-0.0049595-0.008121i,-0.0063336-0.01059i,-0.0076822-0.0089528i
0.0078527-0.010419i,0.018184-0.01029i,0.021899+0.012344i,-0.001929+0.047314i,-0.043517+0.050687i,-0.064485+0.0044257i,-0.046101-0.036534i,-0.018467-0.03194i,-0.0059488-0.013164i,-0.0024606-0.0038277i,-0.0029146+0.00010483i,-0.0050636+0.0013206i,-0.0052632+0.0013694i,-0.00038553+0.00058625i,0.006294-0.0025329i,0.0085561-0.0084259i,0.0056633-0.012587i,0.001845-0.010951i,-0.00052141-0.0062952i,-0.00039687-0.0021956i,0.0021209+0.0012709i,0.0042284+0.0048386i,0.0031793+0.0062908i
0.0026596+0.0073132i,-0.011402+0.0054319i,-0.037156-0.025561i,-0.049739-0.077967i,-0.018368-0.098926i,0.029377-0.064134i,0.038575-0.025183i,0.014276-0.016958i,-0.0050046-0.014244i,-0.0090276-0.0059704i,-0.006738+0.0011751i,-0.0029296+0.0046382i,-7.7911e-05+0.0037367i,-0.003124+0.0028269i,-0.0090741+0.0046644i,-0.011687+0.0080172i,-0.0099141+0.0094508i,-0.0069013+0.0064502i,-0.006746+0.0023457i,-0.0082365-0.000398i,-0.0091382-0.0015965i,-0.0084769-0.0017868i,-0.0046968-0.00078898i
-0.0054057-0.00055399i,-0.0011619-0.0035264i,0.019399+0.015641i,0.034236+0.058273i,0.013188+0.085453i,-0.023688+0.064162i,-0.029044+0.022552i,-0.0093247+0.0043601i,0.00063614+0.0023275i,0.00010524-0.0010032i,-0.00054644-0.0037913i,-0.001336-0.0053168i,-0.0013679-0.0057149i,-0.00039719-0.006996i,-0.0011222-0.0096178i,-0.0030852-0.011358i,-0.0045888-0.010549i,-0.0041639-0.0062518i,-0.0010773-0.0014914i,0.0036812+0.00039408i,0.0076107+0.0019372i,0.0089291+0.0030485i,0.0071412+0.001635i
0.0055498+0.0021096i,0.0023683+0.0098689i,-0.022918+0.014182i,-0.055213-0.0055i,-0.050359-0.037563i,-0.0088291-0.039964i,0.0096395-0.010154i,-0.0065507+0.01218i,-0.014898+0.015452i,-0.0080043+0.011826i,0.0013145+0.0071379i,0.0085731+0.004301i,0.011389+0.0032597i,0.0095856+0.004746i,0.0062528+0.010476i,0.0051502+0.017132i,0.004318+0.017194i,0.0019647+0.010114i,-0.00075526+0.0057311i,-0.0028425+0.0063095i,-0.0035561+0.0061174i,-0.0035199+0.0022293i,-0.0026233-0.0035544i
-0.0013827+0.0048225i,0.0048519+0.0027036i,0.035878-0.0059549i,0.078597+0.0022504i,0.0809+0.036561i,0.031345+0.053035i,-0.010999+0.030291i,-0.014945+0.0041185i,-0.0063212-0.0031931i,-0.0015018-0.0023173i,-0.0023556-0.0024732i,-0.0064112-0.0017776i,-0.0091052+0.00079535i,-0.010375+0.0010281i,-0.0119-0.0018052i,-0.011835-0.0051353i,-0.0088519-0.0063566i,-0.0035806-0.0048049i,0.00062938-0.0037054i,0.0011856-0.0045703i,0.0016194-0.0057014i,0.0026375-0.0039559i,0.0010893+0.00025221i
-0.0011775-0.0044529i,0.0014657-0.002279i,-0.0072482+0.0096807i,-0.035678+0.014416i,-0.053061-0.010887i,-0.030692-0.039143i,0.0026431-0.03275i,0.012082-0.009888i,0.0078398+0.0012176i,0.0052285+0.0034212i,0.0053295+0.0025424i,0.007369-3.0176e-06i,0.0081004-0.004304i,0.008928-0.005654i,0.013483-0.0024074i,0.01919+0.0003486i,0.019505+0.0018981i,0.011837+0.00061031i,0.0026807-0.00045324i,-0.0013574+0.0018332i,-0.0021924+0.0043768i,-0.0029638+0.0037837i,-0.0036019+0.0014095i
0.0058153+0.00030764i,0.0078598-0.0085508i,0.014207-0.036409i,0.037467-0.064088i,0.061873-0.049285i,0.052433-0.0047084i,0.02584+0.011368i,0.011888+0.0012223i,0.0054923-0.0053884i,-0.0024126-0.0065281i,-0.012202-0.0022689i,-0.01569+0.004421i,-0.010669+0.0087337i,-0.0059785+0.010447i,-0.0050548+0.0084956i,-0.0076248+0.0045919i,-0.0094378+0.0010801i,-0.0069283-0.0025779i,-0.0037783-0.0054112i,-0.0027934-0.0060947i,-0.0015672-0.0049805i,0.0020163-0.0024448i,0.0052543+0.0010525i
-0.0029149+0.0033524i,-0.0020193+0.0044572i,-8.4205e-06+0.016325i,-0.0143+0.035304i,-0.043178+0.032989i,-0.045085+0.0064099i,-0.016626-0.0076518i,0.00089122-0.0026016i,0.0026547+0.00073933i,0.0036001-0.0028855i,0.0058447-0.0087677i,0.0057772-0.013866i,0.0022321-0.015242i,0.00054739-0.01348i,0.0034882-0.014473i,0.0078328-0.017283i,0.0089571-0.015064i,0.0055013-0.0070389i,0.0023293+0.0012514i,0.0036314+0.0054984i,0.0048957+0.0062959i,0.0025059+0.0038749i,-0.00052352+0.00010589i
-0.0031841-0.0036118i,-0.0092703-0.006761i,-0.02435-0.018196i,-0.029802-0.042419i,-0.0058262-0.050288i,0.017984-0.024455i,0.0078303-0.0033327i,-0.011939-0.0054138i,-0.016891-0.0057314i,-0.011569+0.0033265i,-0.0033111+0.011227i,0.0036572+0.015353i,0.0080627+0.01442i,0.0091805+0.0092674i,0.005019+0.0060742i,-0.0031165+0.0067839i,-0.0093719+0.0059827i,-0.0095713+0.0014249i,-0.0079237-0.0015951i,-0.0081504-0.001578i,-0.0073403-0.001148i,-0.0028635-0.00066486i,0.0015404-0.0010055i
0.00069309+0.0016798i,0.0050779+0.0038128i,0.016304+0.010743i,0.023749+0.031462i,0.0064114+0.048858i,-0.017998+0.030657i,-0.019015-0.0016422i,-0.0088248-0.0134i,-0.0055144-0.010307i,-0.0054818-0.0055716i,-0.0058777-0.0051047i,-0.0080719-0.0065765i,-0.01169-0.0062867i,-0.013234-0.0050681i,-0.012675-0.0056664i,-0.010988-0.009225i,-0.0056987-0.010632i,-0.00015287-0.0058609i,0.0031164-0.0013024i,0.005712-0.0012776i,0.0060809-0.0022309i,0.0030403-0.0014732i,-0.00054819-0.0010917i
-0.00020624+0.00079603i,-0.0023666+0.0038849i,-0.011709+0.0091531i,-0.025934+0.00057645i,-0.020658-0.022532i,0.00079838-0.026737i,0.0061017-0.0095161i,-0.00084551+0.0016331i,-0.0012363+0.0043024i,0.0029405+0.0053356i,0.0066819+0.0058897i,0.011018+0.0044188i,0.012538-0.00047459i,0.0082846-0.0036729i,0.0033407+0.00067889i,0.0010636+0.010416i,-0.00030098+0.015347i,-0.0033052+0.010494i,-0.0066199+0.0042488i,-0.0081534+0.0034505i,-0.0069053+0.0051313i,-0.0029383+0.0051903i,0.0012089+0.0033785i
0.0065264-0.00073872i,0.010537-0.0042834i,0.023129-0.012753i,0.041523-0.012789i,0.043742+0.0054628i,0.01888+0.018348i,0.00032379+0.012497i,-0.0015189+0.0077655i,-7.6163e-05+0.0082523i,-0.0012853+0.0036832i,-0.0079489-0.0003249i,-0.01177+0.00042681i,-0.0099812+0.0027223i,-0.0072931+0.0051313i,-0.0061197+0.006209i,-0.006944+0.0034069i,-0.0061457-0.00076343i,-0.0017761-0.0024844i,0.0020289-0.0029714i,0.004385-0.0043509i,0.0038055-0.0056133i,-0.00035402-0.0052587i,-0.0042306-0.0034336i
0.0019901+0.0034584i,0.0046647+0.0041341i,0.005759+0.008514i,-0.0051983+0.0087593i,-0.019546-0.0050508i,-0.012727-0.013928i,0.00026725-0.0046717i,-0.00031381+0.0037893i,-0.002921+0.0029047i,0.00029208-0.00021316i,0.004855-0.0046613i,0.0066987-0.0076482i,0.004854-0.0069881i,0.0033307-0.004929i,0.006121-0.0026578i,0.012271-2.6041e-05i,0.01409+0.0030619i,0.0075712+0.0054484i,-0.00069362+0.006989i,-0.0036201+0.0086742i,-0.0011492+0.010105i,0.0036327+0.0081294i,0.0058984+0.0044877i
-0.0017371-0.0014411i,-0.0041391-0.0063169i,-0.0044902-0.018461i,0.0033598-0.032042i,0.015434-0.023236i,0.015536-0.00093538i,0.007759+0.0024556i,0.0050515-0.0052085i,0.0017609-0.0070625i,-0.0023075-0.0025144i,-0.0039179+0.0035884i,-0.0046136+0.0073117i,-0.0032645+0.0082979i,0.00074268+0.0067595i,0.0034225+0.0034291i,0.0013125-9.3292e-05i,-0.0021735-0.0036409i,-0.0021117-0.0064898i,-0.0011058-0.0074039i,-0.0010279-0.0074137i,-0.0030023-0.0076703i,-0.0066464-0.0051799i,-0.0081897-0.00081122i
-0.0032072+0.00096525i,-0.0014951-0.0010843i,0.00085048-0.00041957i,-0.0021046+0.0074405i,-0.013669+0.012215i,-0.014426+0.0031673i,-0.00069408-0.0040114i,0.0065069-0.004558i,0.003548-0.0054571i,-0.0005262-0.0057064i,-0.0024127-0.0056151i,-0.0020899-0.0056803i,-0.0021321-0.0061258i,-0.0020067-0.0058228i,-0.00038549-0.0068538i,0.0024314-0.0098629i,0.0053234-0.0087836i,0.0045348-0.0038797i,0.0023292+0.0020767i,0.0035958+0.0064419i,0.0075932+0.0058592i,0.011425+0.0015798i,0.011543-0.0026107i
-0.0025285+0.0005482i,-0.0049122+0.00076711i,-0.012877+0.00096202i,-0.018993-0.0068869i,-0.0078926-0.015961i,0.0041982-0.013081i,0.00053044-0.0083329i,-0.0047386-0.0065234i,-0.0039669-0.00079196i,0.00047241+0.0031511i,0.0035588+0.0035196i,0.0043607+0.0036926i,0.005127+0.0030269i,0.0035781-0.00083246i,-0.0010905-0.0035371i,-0.0073887-0.0020057i,-0.011662-0.00056226i,-0.011738-0.0025278i,-0.0088261-0.0054073i,-0.0072223-0.0064051i,-0.0093211-0.0044535i,-0.011523+0.00029746i,-0.0097306+0.0037799i
-0.0005657+0.0033305i,0.0011405+0.0028184i,0.0064014+0.0024167i,0.012427+0.0053705i,0.0076473+0.010805i,-0.0027429+0.0053143i,-0.0066624-0.0054063i,-0.010528-0.0062771i,-0.012331-0.00030496i,-0.0078004+0.0041163i,-0.0029862+0.0031334i,0.00010717+0.00025091i,0.0015623-0.00039642i,2.2393e-05-0.0015636i,-0.0030928-0.0040628i,-0.0050589-0.0052183i,-0.004089-0.0048786i,-0.0011436-0.0023859i,0.0014784-0.00016809i,0.0042525+0.00072392i,0.0080115-0.00038008i,0.0097009-0.0046147i,0.0065822-0.008281i
0.0012939-0.00039171i,0.0022072+0.0019595i,0.0030537+0.0058216i,-0.0017349+0.0068107i,-0.0079148-0.0014786i,-0.0057348-0.0052131i,-0.0049504-0.0027464i,-0.0079724-0.0042529i,-0.0083635-0.0055857i,-0.0066427-0.0039318i,-0.003505-0.00112i,-0.00070758+0.0019202i,-0.00045358+0.0036675i,-0.001873+0.0041011i,-0.0023058+0.0057884i,-0.00085927+0.0094493i,-0.00080842+0.01095i,-0.0030998+0.0082037i,-0.005603+0.0040541i,-0.008144+0.001914i,-0.010282+0.0048917i,-0.0090861+0.010323i,-0.0046527+0.012212i
0.0014686-0.0011532i,0.0036111-0.0024493i,0.0065389-0.0079831i,0.010894-0.013708i,0.011332-0.0073484i,0.0060641+0.0040477i,0.0044627+0.0065502i,0.0071146+0.0058287i,0.0068117+0.0030953i,0.0031972-0.0011443i,-0.001521-0.0038306i,-0.0043686-0.0055219i,-0.0061766-0.0058203i,-0.0069237-0.0025755i,-0.0055349+0.0017907i,-0.0025079+0.0024436i,0.0019738+0.00086232i,0.0050836-0.00071877i,0.0052514-0.0010787i,0.0061038-0.001392i,0.0082749-0.0046867i,0.0071621-0.0097835i,0.0025088-0.010897i
-0.0018979-0.0026348i,-0.00040579-0.0041852i,0.0038025-0.0042388i,0.0050419-0.0013324i,-0.00032433+0.0012302i,-0.0009026+0.0033696i,0.0027454+0.0083763i,0.004248+0.011289i,0.0050125+0.0091446i,0.0042051+0.0037965i,0.0028142+6.6574e-06i,0.0037467+0.00016871i,0.0045786+0.0008578i,0.0041642+0.00075687i,0.0052678+0.00027842i,0.0077135+0.0011018i,0.0077367+0.0039434i,0.0039803+0.0040218i,-0.00037404+0.0023194i,-0.0035126+0.0030659i,-0.0046019+0.007876i,-0.0012385+0.013262i,0.0027999+0.01259i
-5.5599e-05-0.002346i,-0.00016251-0.0048872i,-0.0042656-0.0089645i,-0.0084025-0.014223i,-0.0036099-0.012546i,0.0019795-0.005513i,0.0033638-0.004629i,0.0022714-0.0041568i,-0.0015852+0.0012325i,-0.0027148+0.0043334i,-0.00092588+0.0029689i,-0.0012849+0.0017153i,-0.0019744+0.0022528i,-0.0004631+0.0015942i,0.001178-0.00047945i,0.00051387-0.0042956i,-0.0016241-0.0083047i,-0.0017853-0.0093659i,-0.00014941-0.0068555i,0.001844-0.0059854i,0.0028189-0.010145i,-0.001325-0.014132i,-0.0052649-0.011614i
-0.0017391+0.0052647i,-0.00023918+0.0040164i,0.0032105+0.0017506i,0.0068666-0.0016073i,0.005561-0.0026786i,0.0028408-0.0052241i,0.002928-0.010706i,-0.00064526-0.014741i,-0.0067555-0.011693i,-0.0073131-0.003524i,-0.0020666+0.0018365i,0.0027592+0.0023647i,0.0054749+0.00086447i,0.0060814-0.0017708i,0.0042066-0.005017i,0.0030664-0.0071441i,0.0021557-0.0059487i,0.00045551-0.0029329i,-0.001539-8.7452e-05i,-0.002504+0.0044145i,0.0003236+0.010544i,0.0057211+0.014444i,0.0085875+0.01162i
-0.0024683-0.0001002i,-0.0035364+0.00050956i,-0.005452+0.0019025i,-0.009118+0.0014251i,-0.0099667-0.0026925i,-0.0054486-0.0052986i,-0.0015694-0.0089237i,3.4427e-05-0.01351i,0.00052387-0.011603i,-0.0016405-0.0062922i,-0.0049289-0.0019244i,-0.006092+0.0018704i,-0.005004+0.0041211i,-0.0026041+0.0038242i,-0.0023346+0.0027105i,-0.0053148+0.0020142i,-0.0083885+0.0011029i,-0.0087449+0.00019577i,-0.0050202-0.0010232i,-0.0017253-0.0048306i,-0.0047322-0.010231i,-0.010647-0.012686i,-0.011626-0.0096749i
-0.00076368+0.004184i,0.0019331+0.0019591i,0.004468-0.00055899i,0.0065076-0.0049572i,0.0060365-0.0041322i,0.0013747-0.00035756i,-0.0032191+0.0019075i,-0.0046025+0.0051819i,-0.0019063+0.0060042i,0.0011868+0.0016849i,0.00093185-0.0038648i,3.4298e-05-0.0075365i,-0.00015788-0.009029i,-0.0024127-0.0066567i,-0.0057244-0.0030444i,-0.0057807-0.0012165i,-0.0027894+0.0013918i,-0.0013058+0.0032184i,-0.0018807+0.0037005i,-8.9519e-05+0.0052388i,0.0075843+0.0081927i,0.016093+0.0079965i,0.015856+0.0044338i
-0.0018366+0.00080051i,-0.00047678+0.0024143i,0.0006442+0.0036673i,-0.00045934+0.0057742i,-0.003588+0.0078486i,-0.0063316+0.0069488i,-0.010442+0.0057385i,-0.013339+0.0069592i,-0.010119+0.0079263i,-0.0026485+0.0053605i,0.0021244+0.002342i,0.0037331+0.0021402i,0.004329+0.0019163i,0.0033468+0.00041633i,0.0010559-0.00035266i,-0.001099+0.002471i,-0.0030544+0.0058043i,-0.0036245+0.0038539i,-0.0017543-0.00098134i,-0.0030425-0.0041551i,-0.0099124-0.0041345i,-0.017581-0.00083354i,-0.017785+0.0010081i
0.0021077-0.0037552i,0.0026651-0.0056343i,0.0027014-0.0090976i,0.0013627-0.011534i,0.00025073-0.008912i,-0.0005319-0.0017533i,0.00061123+0.0023141i,-0.0014878+0.0021792i,-0.0058625+0.0020222i,-0.005099+0.0029368i,-0.0030037+0.0032117i,-0.0030673+0.0010475i,-0.0035809-2.3143e-05i,-0.0030384+0.002992i,-0.00030654+0.0054466i,0.0030751+0.0035617i,0.0054273-0.00021487i,0.0055629-0.0011096i,0.0039113+0.0010838i,0.0046019+0.0035714i,0.011269+0.0025163i,0.018173-0.0030409i,0.01697-0.0066223i
-0.0011683-0.0028559i,0.0012714-0.0025399i,0.0039445-0.0022441i,0.006193-0.0016147i,0.0056564+0.00037909i,0.0066846+0.0019811i,0.01049+0.00024228i,0.01033-0.0050636i,0.0043641-0.0069661i,-0.0021304-0.0044493i,-0.003641-0.0010361i,-0.0017283+0.0016174i,-7.2129e-05+0.0016678i,0.00051421+0.00010451i,0.001204-0.00036525i,0.0028542+0.00096321i,0.0031602+0.0011359i,0.0017959-5.3758e-05i,-0.00044607-0.0017734i,-0.0052303-0.0018818i,-0.011553+0.0032433i,-0.015916+0.011367i,-0.014083+0.01496i
-0.0017852-0.0016018i,-0.00093711-0.0029167i,-0.0021455-0.0059137i,-0.0055808-0.0083395i,-0.0063758-0.0082695i,-0.00066356-0.0066782i,0.0077215-0.0068205i,0.011685-0.0049098i,0.0091771-0.0021228i,0.0041307-0.0019126i,-0.00023225-0.0010643i,-0.0035492+0.0010134i,-0.0036882+0.0031485i,2.1535e-05+0.0033425i,0.0028938+0.0017186i,0.0024423-0.0012147i,0.00060571-0.0043471i,-0.00019394-0.0045552i,0.0011946-0.0019026i,0.0059907-0.0010492i,0.011279-0.0077849i,0.012571-0.017415i,0.0092514-0.018752i
-0.0026711+0.0026821i,-0.0019543+0.0025404i,0.00087954-4.6924e-05i,0.004679-0.0034367i,0.0055194-0.0030426i,0.0032155-0.0025704i,-0.0018099-0.0041993i,-0.0063515-0.0028005i,-0.006453+0.0005789i,-0.0026318+0.0011038i,-0.00037454-0.00085665i,-4.9634e-05-0.0024474i,-0.00041764-0.0034592i,-0.0025735-0.0042209i,-0.003814-0.0041243i,-0.0038464-0.0031381i,-0.0039964-0.0022016i,-0.0047244-0.0020832i,-0.0068419-0.0023844i,-0.0088171+0.00062593i,-0.0077961+0.0093278i,-0.0032262+0.018568i,0.00087833+0.018979i
-0.0041216-0.0020402i,-0.0046508-0.0022937i,-0.0063504-0.00027902i,-0.0076474+0.00097394i,-0.0082712+0.00039061i,-0.0091817-0.00098623i,-0.01196-0.0048588i,-0.014066-0.0077737i,-0.011225-0.0059976i,-0.0044106-0.0029425i,0.00067917-0.00097054i,0.0034855+0.00010892i,0.0064821-0.00098199i,0.0066869-0.0031316i,0.0037253-0.0049225i,9.4005e-05-0.0055224i,-0.0029986-0.0048457i,-0.0029264-0.0033094i,0.00084422-0.0021967i,0.0042382-0.0050799i,0.0019075-0.012233i,-0.0043675-0.018771i,-0.0076692-0.018252i
