-0.0012151-0.0010687i,-0.0011739-0.0021901i,-0.00055494-0.0019679i,-0.00073476-0.00094725i,-0.00088794+0.0011425i,-0.00071884+0.0033391i,0.00031952+0.0029796i,0.0014771+0.0017884i,0.00085582+0.00062869i,0.00023191-0.00051541i,0.00051044-0.00054795i,0.00060139-0.00059434i,4.5783e-05-0.0010119i,-0.00054236-0.0010957i,-0.00063508-0.00043799i,-0.0003587+3.8043e-05i,2.7299e-05+2.7819e-05i,0.00036948+0.00073765i,0.0007377+0.00092089i,0.00074884-0.00034569i,0.00085977-0.00095143i,0.00060458-0.0005872i,-0.00033463+0.00029116i
-0.00053861+0.0034774i,0.0031192-0.0049592i,0.016619-0.0096286i,0.025569-0.0035247i,0.016436+0.0030638i,0.005403+0.0013549i,0.0015373-0.0048534i,-0.00032475-0.010208i,-0.00098886-0.010323i,-0.00063561-0.0082592i,-0.00047686-0.0080557i,-0.0014701-0.0081044i,-0.0030637-0.0059685i,-0.001772-0.0016347i,0.0011866+0.0021514i,0.0022232+0.0016733i,0.0017185-0.00022704i,0.0014926-0.00049551i,0.0014875-0.00057956i,0.00089153-0.00042717i,0.00022592+0.00034536i,-0.00098901+0.00089272i,-0.0018302+0.00016668i
-0.0025738-0.00079707i,-0.0071768+0.0058834i,-0.015828+0.012787i,-0.019766+0.0071574i,-0.011951-0.0021809i,-0.00042913-0.0013026i,0.0061982+0.0018627i,0.0054341+0.0034901i,0.0027436+0.0040904i,0.0018393+0.005066i,0.0012918+0.0072779i,0.0023049+0.0087321i,0.0035903+0.0069032i,0.0017494+0.0017868i,-0.0017278-0.0023707i,-0.0034822-0.0023504i,-0.0022348-0.00074383i,-0.00063943+0.00011478i,-0.0013788+0.00035407i,-0.0018793+0.00029091i,-0.0012017+0.00026209i,-7.8133e-05+0.00032968i,0.0010336+0.00060316i
0.0036163+0.0031154i,0.0065913-0.0018412i,0.01615-0.007737i,0.020691-0.0060203i,0.013174+0.00033163i,0.00473-0.00048764i,0.00014019-0.0042269i,-0.0010073-0.0042307i,-0.00040374-0.0017383i,-0.0005744-0.00085766i,-0.0012677-0.0033238i,-0.0028242-0.0060313i,-0.0043895-0.0048273i,-0.0028066-0.00086791i,0.00033648+0.0020422i,0.00162+0.0022216i,0.0018845+0.0011228i,0.0022453+0.00062132i,0.0018495+0.00050634i,0.001108+0.00091036i,0.0014756+0.001378i,0.0020548+0.00065947i,0.00089801+0.00014263i
-0.0025343+0.0015668i,-0.0052723+0.0075122i,-0.0086938+0.010154i,-0.012328+0.003546i,-0.0075568-0.0021051i,-0.00040625-0.0018574i,0.0017731+0.00013569i,0.0018525+0.0013689i,0.00042568+0.0010185i,-0.00047335+0.0014593i,0.00050995+0.0038359i,0.003329+0.0053817i,0.0054844+0.0028724i,0.0039542-0.0011347i,-0.00036418-0.0033904i,-0.0032403-0.0030902i,-0.0025152-0.0023287i,-0.0012001-0.002058i,-0.0016234-0.0013647i,-0.0011266-0.0011928i,6.5034e-05-0.00088308i,-0.00014964-0.00034317i,-0.00068435-0.00062837i
-0.00039099-0.0021991i,0.0030189-0.005982i,0.0073402-0.0088221i,0.0095865-0.0047333i,0.0071523-0.0015943i,0.0024448-0.0026301i,0.0006629-0.003648i,0.0012818-0.0056122i,0.0017366-0.0052913i,0.00053553-0.0033586i,-0.0022289-0.0032567i,-0.0052233-0.0037774i,-0.0062206-0.0024084i,-0.0045089+0.00047772i,-0.00050861+0.0031161i,0.0021751+0.0025122i,0.0023055+0.0012823i,0.0016708+0.0020858i,0.0010318+0.002087i,0.00061943+0.0013544i,0.00053766-9.0122e-05i,0.00065586-0.0018861i,0.00055374-0.0018069i
-0.001622+0.0058349i,-0.0026347+0.0090884i,-0.0056614+0.0099299i,-0.0085727+0.0044772i,-0.0062691-0.00087257i,-0.00081782+0.00020924i,0.002898+0.0029304i,0.0015263+0.0046706i,0.0003484+0.0054681i,0.0026745+0.0047149i,0.005665+0.003587i,0.0067928+0.0027141i,0.0059527+0.00058848i,0.0038444-0.0029908i,0.00051444-0.0045105i,-0.0021351-0.0032354i,-0.0020268-0.0019286i,-0.00093098-0.0013248i,-0.00037815-0.0012618i,-0.00039028-0.00095897i,-0.00070566+0.00031451i,-0.001135+0.00037482i,-0.0017257+3.3565e-05i
-0.0062929+6.0282e-05i,-0.0048392-0.0045746i,0.00060696-0.0049831i,0.0071772-0.0022627i,0.006746-8.2726e-05i,0.0041903-0.00098047i,0.0017417-0.0029695i,-0.0017333-0.0036408i,-0.0040137-0.0033213i,-0.0060954-0.0023132i,-0.0073784-0.0009503i,-0.0070798-0.00047948i,-0.0062658-0.00047794i,-0.0037981+0.0016961i,0.00035138+0.0038768i,0.0024594+0.0036907i,0.0013727+0.0035168i,4.479e-05+0.0037905i,-0.00077776+0.0031531i,-0.001117+0.0014902i,-0.0012583-0.00043449i,-0.0008692-0.0010827i,-0.00037431-0.00073774i
0.0018856+0.0024611i,0.001789+0.0055472i,-0.0029083+0.0080353i,-0.0078193+0.0043461i,-0.0052013-3.2607e-05i,8.1319e-05-0.00045668i,0.0028963+0.00099202i,0.003849+0.0019564i,0.0031455+0.00047479i,0.0029436-0.0014771i,0.0045802-0.0014114i,0.0064249-0.0004002i,0.0067788-0.00078764i,0.0040292-0.0033459i,-0.0004551-0.0042543i,-0.0017177-0.0030024i,-0.00017271-0.0017998i,0.00044799-0.0014371i,2.4224e-05-0.0015458i,-0.0005776-0.00080865i,-0.001229+0.00020316i,-0.00080308+0.000586i,-0.0008273+0.00050592i
-0.00015784+0.0012794i,-0.00090722+0.0017748i,0.0015266-0.00034607i,0.0044802-0.0010056i,0.0058023+0.0011209i,0.0043898+0.0015185i,0.0026645-0.00065753i,0.0016102-0.0025019i,-0.0013485+6.5077e-06i,-0.0037526+0.004461i,-0.0038897+0.0058025i,-0.0046115+0.0049781i,-0.0058954+0.0044923i,-0.0039257+0.0043856i,0.00023101+0.0042677i,0.0017404+0.0034231i,0.00067761+0.0033645i,-1.3832e-05+0.0038447i,0.00036008+0.0035632i,0.0010348+0.0020668i,0.00098085+7.9892e-05i,0.00073026-0.00033293i,0.00068913+0.00035545i
-0.0010999-0.0026747i,-0.0018305+0.00043321i,-0.0027682+0.0045833i,-0.0033778+0.0036464i,-0.0015249-0.00092176i,0.001669-0.0017643i,0.0040482-0.0011987i,0.0023611-0.0016474i,-0.0011609-0.0019637i,-0.0018509-0.0029609i,-0.00016294-0.0037174i,0.0031182-0.0037373i,0.0056252-0.0037291i,0.0032616-0.0038047i,-0.00069646-0.0046304i,-0.0014067-0.0051532i,-0.00051301-0.004857i,0.0004678-0.0050487i,0.00027606-0.0040654i,-0.00081195-0.0019804i,-0.0002326+0.00013453i,0.00064092+0.0013057i,0.00027563+0.0015351i
0.00061016+0.0015475i,0.001564-1.0449e-05i,0.0037457-0.0029896i,0.0036046-0.0040835i,0.00013015-0.0026876i,-0.00083879-0.0012953i,-8.8189e-05-0.0019422i,-0.00041997-0.0030038i,0.00069881-0.001391i,0.0013143+0.0010562i,-0.00044538+0.0024307i,-0.0025826+0.0028553i,-0.003366+0.0041349i,-0.0017767+0.0053601i,0.00025416+0.0052523i,0.0009746+0.0044509i,-0.00013565+0.0039755i,-0.00081928+0.0036919i,-0.00015086+0.003256i,4.846e-05+0.0014806i,-0.0001394-0.00048784i,5.5458e-05-0.0012096i,4.3694e-05-0.0014673i
-0.0036292+0.00193i,-0.0030451+0.0050046i,-0.0029069+0.005769i,-0.0032826+0.0029592i,-0.0010875+0.0012242i,0.0023418+0.00037838i,0.0035679+3.8727e-05i,0.0017249+0.00047931i,-0.00037624+0.00019918i,-0.00051032-0.0018124i,0.0018993-0.0032126i,0.0035587-0.0040286i,0.0030268-0.0053137i,0.0017372-0.005809i,-0.00043906-0.0048761i,-0.0014875-0.0041912i,-0.0011091-0.0042551i,-0.0010571-0.0041385i,-0.0011822-0.0036448i,-0.0012353-0.0020236i,-0.0010424-0.00059712i,-0.00049964-2.5113e-05i,-0.00069855+0.00021052i
0.00029936-0.0015027i,-1.0993e-05-0.0022919i,0.00014916-0.0030485i,0.0015046-0.0023508i,0.0024166-0.0010782i,0.0017636-0.0011655i,0.00052874-0.001566i,0.00053955-0.0029121i,0.00062589-0.0028069i,-0.00030386+0.00081105i,-0.001096+0.0043765i,-0.0012214+0.0048624i,-0.0018126+0.0045058i,-0.0016581+0.0046782i,0.00066319+0.0047104i,0.0016137+0.004198i,0.00040708+0.0033852i,-0.00055332+0.0034042i,0.00011646+0.0040735i,0.00020963+0.003118i,-0.00055837+0.00023164i,-0.00084656-0.0012336i,-0.0011151-0.0012127i
-0.0011543+0.0020604i,-0.0010374+0.0026906i,-0.0015177+0.0032817i,-0.0021394+0.0018153i,-0.001306-0.0017408i,0.00094384-0.0013212i,0.002237+0.00069285i,0.0021554+0.00073874i,0.0014467-0.00095117i,-0.00062082-0.0034053i,-0.0027261-0.0057818i,-0.0023238-0.0059532i,-0.00022369-0.0044132i,0.00033789-0.0040821i,-0.0012083-0.0046339i,-0.0023291-0.0045978i,-0.0011844-0.0038644i,0.00051489-0.0028021i,0.00018678-0.0019916i,-0.00087439-0.0010972i,-0.00082132+0.00068406i,-0.00020573+0.0011761i,-0.00017438+0.0009152i
0.00023118-0.00095439i,-0.0017995-0.0011625i,0.00024221-0.0012158i,0.0028331-0.002918i,0.0017561-0.0037662i,0.0018724-0.0031208i,0.0028861-0.0016953i,0.0021069-0.0012732i,0.0021339+0.00010133i,0.0033943+0.0026434i,0.0039099+0.0040351i,0.0028222+0.0040147i,0.00064231+0.0034248i,-0.00026138+0.0038591i,0.00057089+0.0041076i,0.0013135+0.003729i,0.00077646+0.0027063i,3.8888e-05+0.0025438i,0.00045743+0.0030808i,0.00019284+0.0019558i,-0.00064139-8.7915e-05i,-0.00071068-0.00059357i,0.00021079-0.0010462i
-0.00044722+0.0017614i,-0.0013981+0.0031021i,-0.00079028+0.0038501i,-0.00082652+0.001699i,-0.0013088+0.00040572i,7.9014e-06-7.104e-05i,0.0021025-0.00055793i,0.0014773-0.00034052i,-0.0027429-0.00077807i,-0.0064536-0.0017292i,-0.0074305-0.0016056i,-0.0054416-0.0017642i,-0.0018444-0.0025107i,-0.00056881-0.0032418i,-0.0021958-0.0036289i,-0.0025472-0.0037113i,-0.0011673-0.0039667i,5.0362e-05-0.0039857i,7.5592e-05-0.003316i,-0.00091771-0.0016232i,-0.00016186+0.00014657i,0.0011663+0.00090684i,0.0013465+0.0016415i
0.00041354-0.00086352i,2.6164e-05+0.00011605i,-0.00070707-0.00055963i,-0.0011708-0.00096739i,7.5665e-05+0.00046421i,0.00076917+0.0010041i,0.00081282+0.0011242i,0.0016744-0.00029791i,0.0021971-0.0019334i,0.003544-0.0020493i,0.0047921-0.0010709i,0.0029764+0.0011033i,-0.00029331+0.0032729i,6.8908e-05+0.0044346i,0.0026481+0.0043142i,0.0024918+0.0036805i,0.00063065+0.0026736i,-0.00031085+0.0024369i,-1.1493e-05+0.0018025i,0.00089049+0.00072044i,0.00086358-4.7679e-05i,-0.00013245+0.00014772i,-0.00037195-0.00014709i
0.00098626-0.0013668i,0.001198+5.2993e-05i,0.0012143+0.00046564i,0.00066324+0.00088764i,0.00075045-0.0011485i,0.001758-0.0023578i,0.0024305-0.0024502i,0.0012863-0.0017429i,-0.00068016+0.00093023i,-0.0027418+0.0030507i,-0.0032938+0.0023341i,-0.0021506+0.00051693i,-0.0005401-0.0011972i,-0.00092434-0.0025682i,-0.0021449-0.002856i,-0.0017167-0.0023753i,-0.00081375-0.0014491i,8.3252e-06-0.0010474i,0.00023333-0.001243i,-1.2567e-05-0.00089373i,1.0503e-05-4.0443e-05i,0.00045039+0.0010959i,0.00068256+0.0013854i
-0.0021661+0.0010126i,-0.0035031+0.0015277i,-0.002114+0.00080787i,-7.4509e-05-0.00035327i,-0.0012323-0.0016227i,-0.001834-0.00041595i,-0.00049405+0.0007912i,-0.00020353-0.00035245i,-0.0011489-0.0012752i,-2.1283e-05-0.0013572i,0.0035317-0.0008106i,0.0040167+0.00023195i,0.001826+0.0015281i,0.0017052+0.0028215i,0.0024619+0.0028365i,0.0014607+0.0018926i,0.00016257+0.001395i,-0.00032308+0.0015078i,0.00028445+0.001214i,0.00036057+0.00028263i,-0.00067416-0.00039339i,-0.0012729-0.00060102i,-0.00063952-0.00068561i
0.00045681-0.00052708i,0.0012542+0.00046705i,0.0031074+0.00094696i,0.0025928-0.00027751i,0.0013854-8.0074e-05i,0.0024325+0.0014584i,0.003361+0.0016709i,0.0024318+0.0015174i,0.00086292+0.0011675i,-0.00082638+0.0010951i,-0.0034973+0.0020372i,-0.0041118+0.0022968i,-0.0027864+0.00044014i,-0.002121-0.0021894i,-0.0013269-0.0033191i,-2.1829e-05-0.0029817i,0.00082893-0.0010353i,0.0010473+0.0004001i,0.00070772+0.00055815i,4.1853e-05+0.000386i,9.0971e-07+0.00023788i,0.0010345+0.00077249i,0.0020005+0.00087863i
-0.0057627-0.00044589i,-0.0038975+0.0011365i,-0.0041112+0.0010902i,-0.0032067-0.0001262i,0.0007087-0.00082747i,0.0035483-0.0032586i,0.0023782-0.0034385i,0.00092024-0.0019276i,0.00080876-0.0017804i,0.002079-0.0025477i,0.0043985-0.00337i,0.0044015-0.0029784i,0.0027034-0.0003233i,0.0024931+0.0024633i,0.0026346+0.0030144i,0.00080442+0.0021425i,-0.00065841+0.0011988i,-0.00054926+0.00011617i,-0.0005004-0.00057956i,-0.00096936+0.00013834i,-0.0019519+0.00082889i,-0.0017303+0.0014413i,-0.0010429+0.0010905i
-0.0015102+0.0020912i,-0.001021+0.0013952i,-0.0015389+0.0017953i,-0.0020977+0.0020295i,-0.0025649+0.0009598i,-0.0026332+0.0014994i,-0.00048903+0.0015973i,2.5762e-06+0.00058533i,-0.003004+0.001694i,-0.004734+0.0051896i,-0.0032544+0.0071811i,-0.0020032+0.005277i,-0.0013333+0.0015414i,-0.0011266-0.0011062i,-0.0015972-0.0024073i,-0.00087702-0.0022591i,0.00071682-0.00059251i,0.0012714+0.00014221i,0.001002-0.00019296i,0.00052721+2.797e-05i,0.00034318-0.00022502i,0.00026754-0.00052464i,0.0004708-8.2313e-06i
0.00045537+0.0040188i,5.7258e-05+0.0044608i,0.0022952+0.0049433i,0.0054972+0.0032216i,0.0063588+0.00094834i,0.0068981+0.00074536i,0.0072642+0.0005919i,0.0053067-0.0015157i,0.0031347-0.0032436i,0.00098496-0.0051906i,-0.00071494-0.0063768i,-0.00078579-0.0046394i,0.00037716-0.0015627i,0.0017752+0.00082713i,0.0014129+0.0012115i,0.00023032+0.00099365i,-0.0010009-0.00020154i,-0.0018115-0.0010135i,-0.0011027-0.00082589i,-0.00052552-0.00048948i,0.00031656+0.00020545i,0.00041409+0.00080124i,-0.00054804+0.00068836i
0.00077589-0.00030272i,-0.0010337-0.0020995i,-0.00050395-0.0028907i,0.00058651-0.0038625i,-0.00033949-0.0050278i,-0.00077321-0.0042564i,-0.00062373-0.0029981i,-0.0011269-0.0022595i,-0.00080712+0.00036177i,0.0012637+0.0040767i,0.0026171+0.0049258i,0.0028868+0.0032209i,0.0021581+0.00097478i,0.00038857-0.0017392i,-0.0004593-0.0019476i,-0.00023223-0.00034278i,-0.00038025-5.0868e-05i,-0.0010639+9.5581e-05i,-0.00067694+0.0001363i,-0.00018424+0.00010245i,-0.00041518-0.00013914i,4.9933e-05-0.00081571i,0.00096572-0.0010973i
0.00078585+0.0024883i,-2.4193e-05+0.0039131i,-0.00054504+0.0034819i,-0.00027135+0.0014828i,0.0001118+0.0019397i,-0.00028394+0.0010734i,-0.0010515+0.00056119i,-0.0018803+0.0020853i,-0.0023786+0.0022996i,-0.0023975+0.0014098i,-0.0025527-0.00019664i,-0.0018901-0.0013024i,0.00029688-0.00088347i,0.0022507+0.00024764i,0.0027166+0.00098044i,0.0011282+0.00034315i,-0.00078743-0.00028252i,-0.00091226-0.00011571i,-0.00068827+0.00041234i,-0.0004832+0.00018439i,0.00022449-2.576e-05i,0.0002009+1.355e-05i,-0.0010814-0.00026669i
-0.00025845-0.00010663i,-0.00026462+0.00098914i,0.00078489+0.0012672i,0.0020946+0.00010766i,0.0041576-0.0014127i,0.0046106-0.0013011i,0.0040235-0.0010227i,0.0041298-0.0028837i,0.0029259-0.0036815i,0.001706-0.0019535i,0.0014256+0.00050307i,0.0012884+0.0020998i,0.00017068+0.00052272i,-0.00099605-0.0014836i,-0.00050784-0.0017157i,0.00016429-0.0016121i,0.0005283-0.00014175i,0.0013123+0.0014669i,0.0015401+0.0011638i,0.00092735-0.00039224i,0.0011098-0.0013883i,0.0014537-0.0012002i,0.0020206-0.0013073i
-0.0029308+0.00097623i,-7.5801e-05+0.00033943i,0.0028116+0.0015025i,0.0036631+0.0010319i,0.0023642-0.0017939i,0.00024284-0.0014457i,0.00020332+0.0012113i,0.00036643+0.0017184i,-0.00013898+0.00094239i,-0.00046395-8.4124e-05i,-0.0017326-0.001306i,-0.0022576-0.0022982i,-0.0010038-0.0017419i,0.00086807-0.00017946i,0.0013513+0.00039292i,0.00020101+0.00064021i,-0.00079227+0.00035899i,-0.0010788-0.0010956i,-0.0010841-0.002109i,-0.0016623-0.0011076i,-0.0017018+0.0007343i,-0.0016769+0.0015311i,-0.0019333+0.00094452i
-0.0023767+0.007697i,-0.0024473+0.0065386i,0.001343+0.0054862i,0.0055378+0.001622i,0.0037951-0.00068183i,0.0022309+0.00061727i,0.0026834+0.0017585i,0.0014924+0.0011142i,0.0007739+0.0013618i,0.0026173+0.0019514i,0.0044534+0.0014554i,0.0038672+0.0012337i,0.0018587-4.0255e-05i,0.00070532-0.0022463i,0.00097491-0.0031953i,0.0015923-0.0019517i,0.0020364+0.00081789i,0.0015177+0.0028885i,0.00034578+0.0020488i,-0.00021809-0.00031449i,-0.00034573-0.0016309i,-2.5002e-05-0.0016699i,0.00052295-0.00079506i
-0.00010114+0.0074162i,0.0013902+0.0048096i,0.0049297+0.0032644i,0.0051389+0.00079966i,0.0044594-0.00091812i,0.0036612-0.0037571i,0.0021805-0.0046656i,0.00073524-0.0020948i,-0.00063262-0.00081981i,-0.002654-0.0020486i,-0.0043835-0.0023169i,-0.0037852-0.0018301i,-0.0014837-0.001097i,0.00045789+0.00025524i,0.0010915+0.0012978i,0.00031685+0.00086455i,-0.00024355-0.00064778i,-0.00066125-0.0018072i,-0.00094949-0.0010633i,-0.0012104+0.00064018i,-0.00010176+0.0010111i,0.00072379+0.00035953i,0.00042144-0.00032138i
0.0031474+0.028172i,0.0052984+0.01931i,0.016012+0.014991i,0.019532+0.002254i,0.019451-0.0084745i,0.012652-0.011065i,0.0047473-0.0034572i,0.0044566+0.0029545i,0.0063723+0.0037065i,0.0096904+0.00086293i,0.011604-0.0042593i,0.0090688-0.0070056i,0.0031073-0.0069778i,0.00096166-0.0056611i,0.0034774-0.0048978i,0.0044545-0.0037974i,0.0032099-0.0007751i,0.0016342+0.00108i,0.00081472+0.00089335i,0.00079045-4.1753e-05i,0.0011252-0.00078789i,0.0012752-0.0010301i,0.00082856-0.0012084i
-0.00017937-0.00766i,-0.0022769-0.0054587i,-0.0064863-0.0036107i,-0.0077393+0.00031442i,-0.0051239+0.00056557i,-0.0011536+0.0001344i,0.00054963-0.0014237i,-0.0013598-0.003055i,-0.0040611-0.0011345i,-0.0061523+0.0025669i,-0.0063694+0.0048553i,-0.0038106+0.0049678i,-0.00033654+0.0031197i,0.00015688+0.0017967i,-0.0013191+0.0021065i,-0.0010872+0.0015177i,-0.00021417+6.4886e-05i,0.00021646-0.0013254i,-9.0738e-05-0.0011495i,-0.00016101-2.6259e-05i,-0.00023361+0.00021086i,-0.0010005+0.00012545i,-0.0012374+0.00017653i
-0.0028895-0.0058729i,-0.0041785-0.0033314i,-0.0042821-0.0013594i,-0.0026801+0.001086i,-0.0029868+0.0015127i,-0.0006309+0.00036041i,0.0025479-0.0020672i,0.001098-0.0045128i,-0.0009514-0.0040704i,-0.00025321-0.0028491i,0.0010339-0.0020453i,0.00064695-0.00071118i,-0.00037728+0.00045471i,-0.00049119+0.00097539i,-8.6054e-05+0.00038765i,-0.000127-0.00035164i,-0.00039795+0.00052513i,-0.00045665+0.0012589i,7.2588e-05+0.00073935i,0.00021372-0.0003933i,0.00057126-0.0010587i,0.0010924-0.0011473i,0.00079808-0.00019758i
-0.0017064-0.0002216i,-0.0012174+0.0020147i,0.00096541+0.0018052i,0.0019784-0.0014333i,-0.00024335-0.0012065i,0.00020546+0.0015396i,0.0027636+0.0015166i,0.0030005+0.00076411i,0.0019496+0.0010186i,0.00031918+0.002063i,-0.0012124+0.0030039i,-0.0013741+0.0030491i,-0.00037084+0.0025227i,0.00040302+0.0013441i,-0.00028169+0.00096371i,-0.0011175+0.00079776i,-0.0010595-4e-05i,-0.0012088-0.00099859i,-0.0011125-0.00078877i,-0.00041708+6.7542e-06i,0.0002039-0.00044858i,0.00033883-0.0011437i,0.00088509-0.00087034i
-0.0040965-0.0021436i,-0.0027683-0.00048827i,-0.0037922-0.001727i,-0.0056771-0.0020855i,-0.0041913+0.00041228i,-0.0017505+0.0014145i,-0.00063002-0.00032958i,-0.00045293-0.00062244i,-0.0012418-0.00015937i,-0.0014068+0.00045549i,2.586e-05+0.000298i,0.00085984-0.00027223i,0.00056566+0.00017832i,-0.00082475-1.8642e-05i,-0.0013223-0.00045197i,-0.00015841-0.00037548i,-0.00020433+0.0003981i,0.00015777+0.00048101i,0.00099176+7.7501e-05i,0.00056084-0.00023266i,-0.00033309-7.9209e-05i,-0.00039471-0.0002193i,4.3202e-05-0.00068338i
0.0004583-0.00097982i,0.0021757-0.00015991i,0.0010307+0.00020331i,-0.0015543+0.0012468i,-0.00069255+0.0011424i,0.00083226+0.00046722i,0.0023602-0.00057427i,0.0032262-0.0012436i,0.00099808-0.0010268i,-0.0011093+0.00012016i,-0.0016221+0.0023248i,-0.0011967+0.0030648i,0.00010496+0.0023403i,0.0005809+0.0016265i,-0.00036597+0.00089282i,1.4533e-05+0.00061127i,0.0013472-0.00070264i,0.0013822-0.0014128i,0.00062597-0.00042878i,-7.569e-06+0.00063401i,-0.00028718+0.0010069i,-0.00020614+0.00079168i,-0.00023167+0.00053514i
-0.00018174-0.0021094i,-0.0034303-0.002825i,-0.0040479-0.001351i,-0.0012656+0.00023778i,0.00031701-0.0011458i,0.00080731-0.0010371i,0.0012949-0.00043297i,0.0012671-0.0017428i,0.00067456-0.0016536i,-0.00021362-0.00084834i,-0.00061935-0.0016769i,-0.00030854-0.0028221i,-0.001527-0.0027291i,-0.0026833-0.0016067i,-0.0013324-0.00097566i,-0.0002342-4.3269e-05i,-0.00049442+0.0014463i,-0.00067995+0.001871i,-4.8273e-05+0.00052881i,7.3209e-06-0.00092186i,-0.00042242-0.00034696i,-0.0004055+0.00082329i,-9.2558e-05+0.00089525i
-0.0022533+5.4402e-05i,-0.0026265+0.0014108i,-0.0010815+0.0016915i,0.00099415+0.0017547i,-0.00077641+0.0018551i,0.00017702+0.0021041i,0.0025751+0.0017385i,0.0014037+0.00021255i,-0.0001597+0.0004976i,-0.0010816+0.0030134i,-0.0002346+0.0046748i,0.0013918+0.0037172i,0.0022295+0.0013927i,0.0027738-6.4844e-05i,0.0015994-0.00039219i,-5.1585e-05-0.00067545i,-0.00010402-0.00092965i,0.00038721-0.00025751i,2.1989e-05+3.4849e-05i,-0.00048997+0.00023944i,-0.00011675+9.403e-05i,0.00037519-0.00045728i,-0.00010352-0.00037735i
-0.0038026-0.00060052i,-0.0034688+0.002548i,-0.0019615+0.0016175i,-0.0015792-0.0023061i,-0.0024689-0.0021837i,-0.0010849-0.0009255i,0.0016363-0.0014657i,0.0013551-0.0017695i,-0.00044874-0.0014052i,-0.0022315-0.0016482i,-0.003679-0.0023264i,-0.0047479-0.0016765i,-0.0041665+0.00074575i,-0.002156+0.0012229i,-0.001361-0.00012739i,-0.0018625-9.8318e-05i,-0.0021163+0.00022263i,-0.0019076+4.4218e-05i,-0.0013142-9.5512e-05i,-0.00037481-0.00024811i,0.00039004+6.7054e-05i,0.00014394+0.00067597i,4.079e-05+0.00048929i
0.0012199+0.0024468i,0.0026314+0.0015616i,0.0011706-0.0014525i,-0.0013245-0.0028082i,-0.00015364-0.0011276i,0.0011643-0.00060662i,0.0012748-0.0012957i,0.0017826-0.00057265i,0.0021095-5.487e-05i,0.002179-1.698e-05i,0.0016103+0.000271i,0.0010944+0.00089087i,0.0014991+0.00063805i,0.0014252-0.00010012i,0.00094477+0.00015296i,0.0014104+9.5269e-05i,0.0015379-1.9925e-05i,0.00063658+0.00021043i,0.0005099+0.00022222i,0.00044641+0.00043722i,-6.2226e-05-0.00039996i,-0.00070378-0.0009287i,-0.00075688-0.00044864i
0.0017123+0.0002506i,0.0002865-0.00037328i,-0.0024894+0.00015551i,-0.0031005+0.0014918i,-0.00080012+0.00045945i,0.0003593+0.0003801i,0.0011144+0.00081835i,0.0013109-0.00041027i,-3.3405e-05-0.00073594i,-0.002169+0.00086298i,-0.0031771+0.0015899i,-0.0022999+0.0017319i,-0.00057108+0.002019i,-0.00053137+0.0013867i,-0.0018943+9.7767e-06i,-0.0013506-9.9974e-05i,-0.0013436+0.00048796i,-0.001713+0.00079213i,-0.00037822+0.00075389i,0.00024135+0.00080747i,-0.00044907+0.00072038i,-0.00040561+0.00075331i,-0.0001922+0.0007836i
0.002301-0.0027987i,-0.00083877-0.0038743i,-0.00087333-0.0021777i,0.00073221-0.00022261i,-0.00051464-0.0018749i,-0.00071609-0.0017248i,0.00055965-0.00027525i,0.0007655-0.00033461i,0.00029968-0.0010434i,-0.00024778-0.0010549i,5.2296e-05-0.00070956i,0.0010773-0.00094567i,0.00088317-0.0018916i,0.00030541-0.0016565i,0.00034337-0.00090498i,0.0014402-0.0012558i,0.0017632-0.0012569i,0.00083648-0.00038194i,0.00059819+0.0009544i,0.00015089+0.00062446i,0.00015719-0.0010289i,0.00024654-0.0010113i,0.00026991-0.00045643i
-0.00059774-0.00087679i,-0.0029887+0.0025805i,-0.00076485+0.0037181i,0.0013314+0.00041883i,-0.0013997-0.00045656i,-0.0018669+0.0017633i,0.00077245+0.0023327i,0.00086084+0.00090805i,5.701e-05-0.00025042i,9.3959e-05-0.00035879i,-0.00036706+0.0002823i,-0.0018299+0.00089424i,-0.0022587+0.00086663i,-0.0015793-8.9219e-05i,-0.0014939-0.00056369i,-0.001439-0.00018648i,-0.00082458+0.00037471i,0.00044993-3.1742e-05i,0.00032851-0.0007377i,-0.00099485-0.00015007i,-0.00049996+0.0011874i,5.6057e-05+0.0015915i,-0.00043721+0.0011124i
-0.002545-0.0023521i,-0.0017479-0.00011449i,-0.00073273-0.0022966i,-0.0014395-0.0047246i,-0.0018963-0.0026128i,-0.00029965-0.0015063i,0.0016426-0.0016996i,0.00093873-0.0014706i,-0.00064551-0.0014314i,-0.0010215-0.0012843i,-0.0011648-0.00032537i,-0.0008621-3.6768e-05i,-1.6844e-05-0.00065452i,0.00086331-0.0012597i,0.0013048-0.00086823i,0.0011228-0.00059945i,0.00069147-0.0011018i,0.00071103-0.00049983i,0.00079516+3.8316e-05i,0.00045778+0.00041159i,0.00062892+0.00076195i,0.00024581+0.00015757i,9.1029e-06-0.00086899i
