0.0024732-0.00053771i,0.0021317-0.0027004i,0.001597-0.0049492i,0.00012477-0.0047045i,-0.00089297-0.0017417i,-0.0007418+0.00013448i,0.00063039+0.00035267i,0.001554+0.00081564i,0.0019179+0.00056949i,0.0019614-0.0005274i,0.0010259-0.00072075i,0.00028425+0.00010089i,-0.00038904+0.00035281i,-0.0013402+0.00081699i,-0.0017976+0.0013086i,-0.00099272+0.00069851i,0.00051756+0.0001345i,0.00050283-0.00014958i,0.0003408+0.0003671i,0.00049145+0.00097225i,0.00014433+0.00020744i,0.00022648-0.00069389i,0.00080815-0.00017001i
-0.0011967+0.00064206i,-0.0020549-0.00027636i,-0.0023533-0.00024212i,-0.0016368+0.0010337i,0.00047454+0.0017805i,0.0030286+0.0016281i,0.0037797+0.0010219i,0.0021655+0.00034209i,-6.123e-05+0.0001486i,-0.00043939+0.00017981i,-0.00064565-0.00028441i,-0.00073563-0.0009352i,0.0002276-0.00099896i,0.00052321-0.00039131i,-0.00020902+0.00020368i,-0.00027751-0.00010204i,0.00018042-0.00020896i,0.00056657-0.0004522i,0.0011796-0.00039365i,0.00096889+0.00026921i,-0.00060199+0.000476i,-0.00061499+0.00044247i,-0.00041371+9.1972e-05i
0.0017274-0.00076394i,0.00186-0.0016855i,0.0016144-0.0014563i,0.0006364-0.0006484i,0.00043175-0.0013418i,0.002331-0.0018784i,0.003104-0.0016465i,0.0017169-0.0014183i,0.00034413-0.00072794i,-5.2613e-05-0.0004792i,8.1917e-05-0.00017876i,-0.00054872+6.1254e-05i,-0.00097342+0.00028801i,-0.0012108+0.00043981i,-0.0011339+1.7425e-05i,0.00020538-0.00010806i,0.0002563-3.7295e-06i,8.7065e-05+0.00050097i,0.00035163+0.00034143i,0.00058275-0.00014349i,0.00050045+0.00025463i,1.6586e-05+0.00033645i,1.8872e-05+0.00037072i
-0.0011916+0.0019459i,0.00055805+0.002189i,0.0010462+0.0024991i,0.00092557+0.0013086i,0.0016605+0.00053096i,0.0021827+0.00061673i,0.0024836+0.00033962i,0.0022406-0.00032147i,0.0006626-0.00068694i,4.0177e-06-0.00063289i,0.0002635-0.00083395i,-4.4621e-05-0.00039891i,-0.00030488+0.00040725i,-0.00016085-9.7648e-05i,-7.4124e-05-0.00073451i,-0.00031576-0.00027256i,-0.00044818+0.00044158i,-0.00038027+0.00051837i,-0.00032843+0.00019285i,0.00031655-4.9589e-05i,0.00047674-4.0855e-05i,-0.00029972-0.00026503i,-0.0011835-0.00070707i
0.00035087+0.0001767i,9.7837e-05-0.00056664i,0.00035751-0.0010153i,0.00083147-0.00079194i,0.0017396+0.00012023i,0.0019799+0.00045571i,0.0020359-0.00036117i,0.0013064-0.00075829i,4.0716e-05-0.00048854i,-0.00023378-0.00029019i,-0.00025124-0.00013816i,1.2172e-05-5.3828e-06i,-3.7939e-05+0.00040522i,-0.00069232+0.0003522i,-0.00020252-6.7246e-05i,0.00023167-0.00025307i,-5.5007e-05+1.2487e-05i,-3.1931e-06+0.00046912i,0.00010023+0.00030458i,0.00089915-0.00014518i,0.0016447-0.00023989i,0.0013074+4.4437e-05i,0.00013124+0.00011693i
-0.0025782+0.00063906i,-0.0018914+0.0014012i,-0.0019403+0.0025082i,-0.00074725+0.0026485i,0.0017634+0.0021613i,0.0034298+0.0011385i,0.0028824-0.00051441i,0.00041764-0.00089348i,-0.0011398-9.8586e-05i,-0.00099874+0.00034403i,-6.4457e-05+0.00021283i,0.00054784+0.00017154i,-0.00010813+0.00034i,-0.00032991-0.00041969i,0.00051757-0.00021851i,0.0011378+0.00012481i,0.00027885-0.00038899i,-0.00026827-0.00094982i,-0.00020074-0.00093157i,-0.00066687+7.561e-05i,-0.0010509+0.00079717i,-1.1571e-05+0.0005243i,0.0010844+7.9823e-05i
0.00055286-0.0010286i,-0.00057776-0.0017168i,-0.00080422-0.0023297i,-0.00072172-0.0016701i,-0.00066528-0.00014007i,0.00062312-0.0001446i,0.0019387-0.00095672i,0.0014159-0.0015613i,0.00049907-0.0015218i,-6.6197e-05-0.00091266i,-0.00049479-0.0003863i,-0.0010876+0.00051419i,-0.0015153+0.00088361i,-0.00097847+0.00015983i,-0.00053862-0.00018774i,0.00014369+0.00062038i,0.00076165+0.0008989i,0.00084136+0.0001562i,0.00084745+2.1619e-05i,0.00049911+0.00027779i,-7.7749e-05-0.00019521i,-6.3616e-05-0.00039911i,0.000525-3.4759e-05i
-0.00066114-0.0020674i,-0.0014027-0.0011386i,-0.0010884-0.0010368i,0.00096373-0.001103i,0.0029246-0.00063151i,0.003435-4.7629e-05i,0.0024908+0.00018194i,0.0018057+0.00012209i,0.00087331+0.0004554i,0.00010028-4.0288e-05i,-0.00043104-0.00016209i,-0.00084488-0.00012112i,-0.00059869-0.00031038i,-0.00045368+0.00019562i,-9.6604e-05+0.00032891i,-0.0002625-0.00028024i,-0.00043351-0.00076671i,9.6145e-09+6.7038e-05i,0.00013537+0.00093008i,0.00077046+0.00055471i,0.00071291+0.00019978i,0.00029938-1.6666e-05i,0.00024215+8.8878e-05i
0.0020176-0.0019217i,0.0011171-0.0012845i,-0.0010135-0.0005525i,-0.00093099-0.00065736i,0.00093733-0.00017617i,0.0032069+0.0010869i,0.003639+0.0011086i,0.0018172-1.1819e-05i,0.00032397-0.0013147i,-0.00032672-0.0010002i,-0.00064833-0.00011555i,-0.00021604+0.00034263i,-0.00028291+1.2591e-05i,-0.0011582-0.00040813i,-0.00062061+0.00023122i,-0.00038023+0.00058469i,-8.9406e-05+0.00013689i,0.0002027+0.00057564i,0.00015856+0.0011851i,-5.6259e-06+0.0011655i,-0.00035431+0.0005244i,-0.00059761+0.00027405i,-0.00056231+0.00029464i
-0.00039512-0.002863i,-0.00071468-0.0024021i,-0.0011677-0.0020014i,-0.0018155-0.00047661i,-0.00073749+0.0013978i,0.001987+0.0018325i,0.0034335+0.00094531i,0.0024967+5.6009e-05i,0.0010469-0.00070126i,0.00023263-0.00084565i,-0.0011265+0.00026631i,-0.001098+0.0017228i,-0.00036473+0.0010892i,-7.4873e-05+0.00061519i,-0.00034953+0.0012596i,-0.00066164+0.0011124i,-0.00059709+0.001118i,-0.0007318+0.00048602i,-0.0009313-0.00015673i,-0.00043382-0.00034975i,4.263e-05-0.00061508i,0.00031684-0.00064381i,0.00066299-0.00083786i
-0.001014-0.00047942i,-0.0011298+0.00021264i,-0.0010838-0.00052772i,-0.00016061-0.00036258i,0.001321+0.00087434i,0.0028722+0.00087524i,0.0030261-0.00017206i,0.0018006-0.00094967i,0.0012819-0.00086049i,0.0017241-0.00063205i,0.0011773+0.00016441i,-0.00053216+0.00097113i,-0.00072549+0.0001384i,-3.7166e-05-0.00054925i,-0.00054661-0.00016532i,-0.00070333-0.00030191i,-0.00070791-0.00031875i,-0.00069329-0.0002277i,-0.00011005-0.00031087i,0.00010453-0.00048791i,-0.00015479-0.0010663i,0.0002367-0.0013487i,0.00021833-0.0012752i
-0.00017815-0.0018066i,-0.00082396-0.0014828i,-0.00062905-0.00055445i,0.00045638+6.1187e-05i,0.0010232+0.00018251i,0.001263+0.0001291i,0.0012621+0.00032215i,0.0011366+0.00013454i,0.00054614-0.00045111i,-0.00046338-0.00026115i,-0.0012304-0.00044366i,-0.00028112-0.00095344i,0.00051485-0.00086395i,-0.00018431+1.5779e-05i,-0.00037534+0.00050765i,0.00015623-2.7496e-05i,0.00031855-0.00097397i,-1.3547e-05-0.00077057i,0.00023697+5.2103e-06i,0.00019778+3.2217e-05i,-0.00048231-0.00063301i,-0.00042006-0.0005721i,-0.00033413-0.0001218i
-0.00051455+0.00062893i,-0.0002894+0.00042886i,-0.00038502+0.00069788i,0.00052145+0.0011725i,0.002309+0.00073261i,0.0028973-0.00010353i,0.0030998+8.5822e-05i,0.0025519-7.969e-05i,0.0013571-0.00037653i,0.00064478-6.0172e-05i,0.00049551+0.00028156i,0.00024125+0.00054725i,0.00026648+0.00094687i,0.00021232+0.00050205i,-3.9926e-05-0.00036401i,-0.00029054-0.00032671i,-0.00055702-0.0001384i,-0.00053878-0.00055862i,-0.00032021-0.00035697i,0.00016747+0.00019795i,0.00075088+0.00022351i,0.00086877+0.0001085i,0.00058123-0.0001183i
-5.162e-05-0.00022087i,0.0015397-2.0742e-05i,0.0022535-0.00018644i,0.0018382-0.00011586i,0.0015206+0.0002547i,0.0015535+0.0010635i,0.0017101-0.00020883i,0.0014664-0.0020243i,0.00025363-0.0015634i,-0.00033954-0.00061292i,-0.00013422-0.00028901i,-0.00013102-0.00021192i,-0.00033722-0.00032174i,-0.00060511-0.00094123i,-0.00031466-0.00072352i,0.00051054+0.00013173i,0.00051505+0.00085004i,-4.3931e-05+0.00079189i,2.4337e-05+0.00050052i,-0.00061269+0.0003299i,-0.00081631-4.9857e-05i,-0.00024854-0.00056347i,-0.0004309-0.00020227i
-0.0012119+5.8749e-05i,-0.0015895+0.00022041i,-0.0018004+0.00057853i,-0.00068018+0.00093266i,0.0010141+0.00083456i,0.0023472+0.00049504i,0.0024824-0.00089027i,0.0015986-0.0014334i,-0.00034892-0.00034668i,-0.00067096-5.4162e-05i,0.0003128-3.7834e-05i,0.00055661+5.3142e-05i,-4.0649e-06-0.00026199i,7.6306e-05+0.00021575i,0.00041454+0.0005155i,0.00026746-0.00038835i,3.3055e-05-0.00035726i,-0.00028957+0.00041744i,-0.00064146+0.00073274i,-0.00073608+0.00083134i,-0.00026507+7.0154e-05i,0.00025812-0.0004158i,-0.00021321-0.00053581i
-0.00092499+0.0014869i,-0.00089556+0.001237i,-0.00067474+0.0014029i,0.00031267+0.00083446i,0.0022533+0.00010999i,0.0035641-0.00044516i,0.0032778-0.0013076i,0.0016938-0.0014506i,0.00066371-0.0004977i,0.00028283-0.00042577i,-0.00019982-0.00080281i,3.9734e-05-0.0005851i,0.00030114-0.00028494i,8.3069e-05-0.00041642i,0.0001541+0.00019194i,9.3883e-05+0.00074107i,-0.00028593-5.5903e-05i,-0.00036266-0.00032404i,-0.00044969-0.00028088i,-0.00083447+4.4196e-05i,-0.00031299-0.00013652i,-8.2256e-05-0.00027934i,-0.00030423+7.0318e-05i
-0.00053453+0.0012514i,-0.0008135+0.00052387i,0.00027404-0.00020891i,0.00073497-0.00018381i,0.0015087+0.00016642i,0.00235-0.00011684i,0.0025267-0.00093362i,0.001331-0.00092405i,0.0004059-0.00074694i,0.00056031-0.00053854i,0.0005528-4.9625e-05i,8.188e-05-0.0002504i,-0.00016847-0.00072034i,-0.00014806-0.0011938i,-0.00031812-0.0012453i,-0.00034784-0.00014579i,-0.00044234+0.00044199i,-0.00071007-0.0002668i,-0.00032868-0.0002476i,0.00021834-9.5874e-05i,0.00063445+1.29e-05i,0.00034409+0.00055078i,-0.00020252+0.00037417i
2.333e-05-0.0013717i,-4.839e-05-0.0010363i,-1.8744e-05-0.00040267i,0.0002821+0.00019999i,0.00087519+0.00059674i,0.0014282-0.00013432i,0.0014733-0.00097561i,0.00058961-0.0013074i,-6.2283e-05-0.00062413i,-0.00034194+0.00034679i,-0.00019942+0.0003735i,2.6932e-05-1.2881e-05i,0.00042026-0.00022608i,0.00012804-0.00029645i,-0.00055064+0.00041168i,-0.0010201+0.0012755i,-0.00051201+0.0014105i,0.00018283+0.00040024i,6.8123e-05-0.0009814i,-0.0003257-0.00093046i,-0.0001841-6.1277e-05i,0.0011096-0.00016438i,0.000981-0.00052966i
0.0027539+0.00048552i,0.0012298-0.00037735i,0.00057377+1.0175e-05i,0.00058594+0.00038377i,0.00092806-0.00022897i,0.00097417-1.708e-05i,0.0014655-0.00059477i,0.0017509-0.000569i,0.00029387-8.3347e-05i,-0.00057857-0.0010536i,-0.00076992-0.0021117i,-0.00011277-0.0018088i,0.00086652-0.00097654i,-5.9641e-05+8.7201e-05i,-0.0013537+0.00056785i,-0.00083663-3.9692e-05i,0.00039817-0.0002021i,0.00075637+0.00056917i,0.00059482+0.00085901i,0.00067619+0.00047166i,0.0009177+5.8839e-05i,0.00091278-0.00062053i,0.00064336-0.00074533i
-0.001037-0.0021025i,-0.0016078-0.0019926i,-0.0021145-0.0024066i,-0.0017457-0.0013621i,-0.00094088+0.00057362i,0.00072992+0.0014433i,0.0024575+0.0010234i,0.0020454-3.7497e-05i,0.00045823-0.00051599i,-0.00018318+7.2188e-05i,-0.0003938-0.00010357i,-0.00032595+0.00016257i,0.00050777+0.00082094i,0.00049466+0.0009168i,-0.00016257+0.00061422i,-0.00012254-0.00013908i,0.00024566-0.00015795i,1.7344e-05+0.0001133i,-0.00038759+0.00031736i,-0.00047926-0.00027672i,-0.00016362-0.00062101i,0.00036242+0.00010303i,0.0001821+0.00038777i
-0.0026089-0.0008116i,-0.0029136-0.00088955i,-0.0028567+0.0005201i,-0.0016835+0.0023443i,0.00044502+0.0021689i,0.0026107+0.0014i,0.0026824+0.00030525i,0.001548-0.00021383i,0.00026283+0.00068951i,-0.0011314+0.00080407i,-0.0017873-6.3365e-05i,-0.0019394-0.00019332i,-0.0013947-0.00027727i,-0.00058513-0.0012052i,-0.00040603-0.00064708i,-0.00041892+0.00043985i,0.00030522+0.00074789i,0.00045788+0.0003265i,9.5317e-05-0.0008629i,-0.00010342-0.0013448i,-5.2387e-05-0.00055019i,0.00055108+0.00096109i,0.00040083+0.0014702i
-0.00046277-0.0037552i,-0.00055903-0.0028919i,-0.0013459-0.0019918i,-0.0011296-0.00026582i,0.00068073+0.0010819i,0.0026022+0.0011244i,0.0034989-0.00016059i,0.0021123-0.001201i,-0.00033655-0.0010757i,-0.00066625-0.00010363i,-0.0001748+0.00038587i,-0.00027036+2.4566e-05i,7.4856e-05+0.00044996i,0.00075143+0.00097199i,0.0014467+0.00029337i,0.00049498-0.00057403i,-0.0010447-0.0012443i,-0.0010294-0.001496i,-3.37e-05-0.00084307i,0.00066236-0.0004904i,0.00068568-0.00036921i,-9.0555e-06+0.00030025i,-0.00062005+0.00013797i
-0.0011004+0.001522i,-0.00077319+0.0017745i,-0.00085101+0.0020577i,-0.0010502+0.002019i,0.00074177+0.001321i,0.0025322-0.00030249i,0.0025514-0.0011561i,0.0020221-0.00089684i,0.0010673+0.00015865i,-5.9405e-05+0.00030578i,-0.00014042-0.00034681i,0.0003454-0.00016474i,0.00059656+0.00019248i,0.00047295+0.00016624i,0.00014864-0.00042086i,-0.00011083-0.00041773i,-0.00014967+7.9282e-05i,6.8467e-05+0.00014959i,0.00037251-0.00017103i,0.00047901+0.00031381i,0.00049655+0.0010045i,0.0006889+0.00070755i,0.00075647+0.0003475i
-0.0015325+0.0010004i,-0.0014423+0.00052585i,0.00012375+0.00081864i,0.0017768+0.00063566i,0.0031321+0.00059753i,0.0036865+0.00042287i,0.002786-7.8851e-05i,0.0015091-0.00056239i,0.00047394+4.9477e-05i,0.00054987+0.00037154i,0.00094718-4.8947e-05i,0.00020353-0.00027815i,-0.00035503-0.00061125i,-0.00015717-0.00089773i,-0.00023779-0.00082379i,-0.00099274-0.00037777i,-0.0012182+0.00040144i,-0.00053556+0.00054656i,-1.6607e-05+0.00074988i,-4.8088e-05+0.00082446i,-0.00014186+0.00085307i,-4.6148e-05+0.00039252i,-0.00012593+2.7099e-05i
-0.00042655-0.0026607i,-0.0006937-0.0018719i,-0.00079294-0.0011943i,-8.0553e-05+0.00018532i,0.0008876+0.0012361i,0.0017727+0.0020274i,0.0023466+0.0011689i,0.0016247-0.00074826i,0.00023868-0.0012369i,-0.00015579-0.00011722i,-0.00011261+0.00044118i,-0.00045973+9.5898e-05i,-0.00054594+0.0001966i,-0.0002589+0.00061044i,0.00031112+0.00074566i,0.00064483+0.00063955i,0.000145+0.00081298i,0.0001652+0.0010597i,-0.00015025+0.0010848i,-0.00091581+7.7412e-05i,-0.00051879-0.0005524i,0.00017797-0.00048608i,-2.6318e-05+7.6833e-05i
-0.0024559-6.4275e-05i,-0.0019364-5.4094e-06i,-0.0018611+1.032e-05i,-0.00045641+0.00023665i,0.0018049+0.0010529i,0.0029371+0.00069626i,0.0021145-0.00027882i,0.0010763-0.00072245i,0.001118-0.00027153i,0.0011429+0.00026452i,-5.2419e-05-0.00032931i,-0.00035161-0.00054363i,3.8922e-05+0.00064339i,-0.00033612+0.00080208i,9.237e-05+6.675e-05i,0.00023534-0.00017419i,-0.00079117+0.00037018i,-0.0009443+0.00020254i,-0.00063817-0.00048909i,-0.00040889-0.000448i,0.00023769-0.00026185i,0.00088339-0.00047978i,0.0010443-0.00027313i
0.00056949+0.0015819i,-2.4745e-05+0.0011461i,0.00054813+0.00036386i,0.00061361-0.00039668i,0.0011255-0.00035112i,0.0024893+0.00061547i,0.0021457-0.00013057i,0.00046998-0.0013468i,-7.1143e-05-0.0016291i,-0.00065119-0.0018405i,-0.00080247-0.0015149i,-0.0004374-0.00027738i,-0.00045244+0.00043278i,-0.00090616+0.00070246i,-0.0008038-0.00026289i,-0.00043331-0.00094916i,-2.6111e-05-0.00035055i,9.1762e-06-0.00064427i,-0.00029789-0.00061264i,-0.001026-0.00011711i,-0.00063333-8.9446e-05i,-5.0997e-05-0.00040239i,-0.00013401-0.001046i
0.00017528-0.00022272i,0.00080797+0.00061537i,0.0013765+0.0019267i,0.0013164+0.0015481i,0.0023634-0.00010312i,0.0035124-0.00013164i,0.0030224+6.5443e-05i,0.0020958-0.00064307i,0.0010906-0.00062993i,0.00015129-0.00080545i,-0.00029766-0.0012844i,-0.00070314-0.00077652i,-0.0013441-0.00033465i,-0.00095942-0.00030408i,-3.2291e-06-0.00044662i,0.00018629-0.00049401i,0.00040259-0.00060333i,0.00060246-0.00058859i,0.00056989-0.00063864i,0.00036865-0.00058514i,-0.00024658+0.00012065i,-0.00024288+0.00056674i,-0.00032823+0.0010269i
0.00012159-0.0011953i,-0.00044243-0.0011767i,-0.0011957-0.001302i,-0.00015529-0.0005172i,0.0019558+0.00079485i,0.0031584+0.0009383i,0.0025748+0.00024981i,0.0014438-0.00078111i,0.00058705-0.001109i,-0.00045086-0.0010146i,-0.00061697-0.0007933i,-0.00055872-0.00029438i,-0.00056579-0.00019369i,-0.00036-0.00049086i,-6.8328e-05-0.00045909i,-6.8302e-05-0.00012352i,0.00016937+0.00010379i,0.00064015-0.00017567i,0.00082364+8.2227e-05i,0.00060885+0.00023285i,-2.4968e-05-0.00012366i,-0.00012887+6.9974e-05i,0.00047456+0.00010077i
2.5394e-06+0.001068i,-6.0987e-05+0.0018419i,-1.7505e-05+0.0026026i,0.001014+0.0015946i,0.0027228+0.00071437i,0.0033625+0.00032299i,0.0034386-0.00019439i,0.0022001+0.00016113i,0.00055456+0.00019872i,0.00056359+6.6185e-06i,0.00030184+0.00014821i,-0.00060068-0.00046051i,-0.00022475-0.00098325i,0.00044882-0.0009408i,0.00070246-0.00091177i,0.00014552-0.00040163i,-0.001193+0.00022667i,-0.00082981+0.00070786i,-0.00061357+0.00052596i,-0.0013507+0.00036339i,-0.0010331+0.0007628i,-0.00038369+0.00026567i,0.00018068-0.00037331i
-0.00054749-0.00054607i,-0.00067911-0.00057461i,-0.0010931-0.00071407i,-0.0015625-0.00024656i,-0.00055451+0.0004647i,0.00057929+0.0011572i,0.000943+0.00045068i,0.00083999-0.00028037i,0.00056021-0.00031348i,0.00058834-0.00025352i,-0.00017474-0.00084385i,-0.00087861-0.00055065i,-0.00030957+0.00075283i,-0.00020434+0.0015181i,-0.0010861+0.0012512i,-0.00062042+0.00051585i,0.00039583+0.00042512i,-0.00038547+0.00037673i,-0.00091531+0.00014033i,-0.00036409-0.00011428i,-0.00013812-0.0005345i,0.00016778+0.00010574i,0.0001483+0.00038252i
-0.00058121-0.0021332i,-0.00089704-0.0033955i,-0.0009081-0.0019282i,4.2146e-05-0.00030117i,0.0014809+0.00087629i,0.0027811+0.0019763i,0.0028842+0.0010446i,0.0022851-0.0011235i,0.0006869-0.001817i,-0.00043325-0.0014325i,-0.00042175-0.0010734i,-0.00064041+0.00020184i,-0.0003448+0.00041731i,-0.00022069-0.00030573i,-0.00071456+0.00026006i,-0.00092106+0.00034009i,-0.0013325+0.00047194i,-0.0014404+0.00013874i,-0.00013543-0.00047616i,0.00047216+7.4278e-05i,0.00029823-0.00013359i,-7.1635e-05-0.00047595i,-0.00061308-3.1353e-06i
0.00040149-0.0023154i,0.00016989-0.0010997i,-0.0013669+0.00023166i,-0.0015639+8.4525e-05i,0.00022074-0.00012559i,0.0017225-0.00027943i,0.0021571-0.00040552i,0.001722-0.00036147i,0.0014108+2.2416e-05i,0.00024239+0.000202i,-0.0011389+0.00036441i,-0.0003806+0.00063811i,0.0005952+0.00021329i,-2.3367e-05-0.00036621i,-0.00054853-9.4431e-05i,-0.00014542-5.8824e-05i,0.0003882-0.00016421i,9.8938e-05-0.00029758i,5.4114e-05-0.00071832i,0.00045352-0.0005878i,0.00085351-9.508e-05i,0.00094956+0.0002373i,-9.4254e-05+0.00020547i
-0.0014965+0.00076917i,-0.0023473+0.0018153i,-0.0029674+0.0026376i,-0.0011143+0.0017267i,0.0014418+0.00027633i,0.002433+0.000186i,0.0020469+0.00039572i,0.00036184+0.00022844i,-0.0008706+0.00037383i,-0.0010004+6.6524e-06i,-0.00062479+9.1876e-06i,-0.00073927+0.00030139i,-0.00046424+0.00067835i,0.00029414+0.00036459i,0.00077435+9.9539e-05i,0.00077908+0.00020778i,0.0010781-0.00044855i,0.0013455-0.00064156i,0.0013681-0.00023346i,0.00077763-0.00055331i,-5.4717e-05-0.00025212i,-0.00046726+0.00053236i,-0.00053961+0.0010122i
-0.0027007+0.00061575i,-0.0019386-0.00077706i,-0.00084693-0.00054266i,-2.7692e-05+0.00055944i,0.0014916+0.00060197i,0.002727-0.00029705i,0.0025914+6.2839e-06i,0.0013785+0.00038661i,0.00088314-0.00012791i,0.00094785-0.00039515i,0.00033606-0.00047588i,-0.00030115-0.00039737i,-7.0685e-05-0.0004383i,-5.0998e-05-0.00096754i,-2.285e-05-0.001626i,0.00045348-0.0015865i,0.00055075-0.00025075i,0.00035439+0.00053795i,-0.00013092+0.00037094i,0.00039964+0.00026403i,0.00061888+0.00028254i,0.00084417+0.00034017i,0.0006274+0.00060408i
0.0014511+0.0003158i,0.0024704+8.807e-05i,0.002368-0.00051288i,0.0022257-0.00066588i,0.0023088-0.00017549i,0.0031934+9.947e-05i,0.0032811+0.00044343i,0.0017529+0.00049825i,0.00012557+0.0007555i,-0.00044463+0.00083956i,-0.00061147+0.00036935i,-0.00068096+3.779e-05i,-0.00031496+2.8033e-06i,0.00065151-0.00031361i,0.0010906+0.00021795i,0.00026982+0.00050179i,-0.00067491-0.00033242i,-0.00074661-0.00021624i,-0.00042552+0.00061607i,1.4561e-05+0.0006647i,0.00028866-0.00018363i,0.0004146+6.5024e-05i,0.00040535-3.0587e-05i
0.00054754+0.0029157i,0.0013994+0.0026068i,0.0015476+0.0026111i,0.0015408+0.0013526i,0.0023813-0.00012137i,0.0021914-0.00017913i,0.00054202-0.00018812i,0.00028882-0.00071507i,0.00071056-0.00066002i,-0.00019851+0.00011724i,-0.00077455-4.8729e-05i,-0.00057091-0.0002254i,-0.00097276+0.00072566i,-0.0013722+0.0014095i,-0.0015046+0.00033771i,-0.0016845-0.00027502i,-0.001152+0.00013354i,-0.00064524+0.00017813i,-0.00077392+0.00058819i,-0.0010768+0.00059828i,-0.0011456+0.00048886i,-0.00047609+0.00063486i,0.00031154+0.00047976i
-0.0010686-0.0010582i,-0.0014335-0.0011126i,-0.0018108-0.00053176i,-0.00092598-0.00032019i,0.00028037-0.00017452i,0.0018436+0.00028582i,0.0025316-0.00016416i,0.0017308-0.0013264i,0.00052253-0.0011414i,-0.00011898-0.00030633i,-0.00059206-0.00027713i,-0.0009884-0.00055363i,-0.00065338-0.00022514i,-0.00044452-0.00019282i,-0.00036319+6.7891e-05i,-0.00021761-6.5231e-05i,-0.00035589-0.00069447i,-0.00033228-0.0013386i,-1.4348e-05-0.0014049i,-0.00039153-0.0003541i,-0.00034351+1.9475e-05i,0.0006507-0.00033598i,0.00081052-0.00046321i
0.00016728-6.2437e-05i,-1.9751e-05-0.00074326i,8.3076e-05-0.00019498i,0.00018925+0.00021621i,0.0020386+0.00022243i,0.0041579+0.00015833i,0.0040055-0.00045246i,0.0025417-0.0011285i,0.0012144-0.00046265i,0.00070734-9.5734e-06i,4.3521e-05-0.00030055i,-0.00057331-0.00050194i,-0.00010933-0.0005092i,0.00026678+6.9695e-05i,-0.00051806-0.00039974i,-0.0002647-0.00083373i,0.00070339-0.0011122i,0.0014844-0.00094193i,0.0015448-0.00010815i,0.00074753-4.0143e-05i,0.00053007-9.6285e-05i,0.00027834-0.00032698i,0.00075616-0.00055605i
-0.00090753+0.00012457i,2.206e-05+0.00057878i,0.0018818+0.0010605i,0.0021297+0.0013521i,0.0012606+0.00065165i,0.0018076+0.00017008i,0.0017859-0.00043572i,0.0013964-0.0011532i,0.00093957-0.00092819i,0.00059461-0.00097749i,-9.9457e-05-0.0010135i,-0.00051624-0.00044439i,0.00024801-0.0004589i,0.00030276-0.00024472i,-0.00036302-0.00012624i,-0.0007685+0.00010906i,-0.00023584+0.00043721i,0.00071769+0.00077751i,0.0010749+0.0010528i,0.00065189+0.00040852i,0.00042848-0.00021111i,-0.00042613+0.00013118i,-0.00082216+0.00029259i
-0.00056509+0.0005219i,-0.0015362+0.00089209i,-0.0010705+0.0011693i,0.00010639+0.00087262i,0.00082077+0.00022683i,0.0023731+9.4458e-05i,0.0031943+8.5042e-05i,0.0019754-0.00087048i,0.00052472-0.0013411i,-5.4247e-05-0.0011598i,-0.00059079-0.00080298i,-0.00084128-0.0004743i,-2.0095e-05+4.5926e-05i,0.00024244+0.00073161i,8.6077e-05+0.0006045i,-0.00017027+0.00045894i,-0.00055652+0.00037059i,-0.0006734+0.00032858i,-0.00077046+0.00036508i,-0.00028924+0.00046236i,-0.00038024+0.00029543i,-0.00060787+0.00013755i,-0.00044592+0.00054842i
0.0015583-0.0027144i,0.00036647-0.0017502i,-0.0007695-0.0011688i,-0.00034386-0.00012484i,0.00020645+0.00061794i,0.00077932+0.00044249i,0.001441-0.00024135i,0.0015203-0.00028827i,0.0007743-0.00010243i,0.00017983-0.00028264i,0.00020535+0.0001113i,0.00025333-9.7249e-05i,0.00047644-0.00056055i,0.00052703-0.00052314i,4.2244e-05+0.00056857i,-0.00018128+0.0010282i,-0.00073228+0.00012515i,-0.0014583-0.0007422i,-0.0011329-0.00041763i,-0.00070946+0.0004045i,-0.0005791+0.00068247i,-0.00033995+0.00092856i,-3.7385e-05+0.00088863i
-0.00085255+0.00062109i,0.00012018+0.00076092i,0.00061339+0.00030223i,0.00072279+0.00093091i,0.001528+0.00086358i,0.0026048-0.00053525i,0.002474-0.0018476i,0.00090452-0.0020611i,-0.00013071-0.0015902i,-0.00039365-0.00083216i,-0.0001674-0.0003768i,0.00030516+0.00035986i,0.00012319+0.0006715i,-0.00047048-9.1195e-05i,-0.001145-0.00091601i,-0.00094242-0.0012652i,7.0413e-05-0.0010135i,-9.9646e-05-0.00068447i,-0.00063981-0.00028647i,-7.5857e-05-0.00027565i,0.00024985-0.00024722i,-4.5604e-05+0.00010704i,-0.00011543+0.00045622i
-0.002983+0.00063736i,-0.0027639+0.0018664i,-0.0014479+0.0030987i,0.0011331+0.0028888i,0.0027047+0.0022343i,0.0030072+0.0017824i,0.00272+0.00059354i,0.001774-0.00016972i,1.7346e-05+0.00038058i,-0.0008078-0.00019806i,-0.00064015-0.0012463i,-0.00082235-0.00094778i,-0.00065217-0.0003274i,-0.00024277-0.00031572i,-0.00054108+2.4293e-05i,-0.0007116+0.00032948i,-0.0003946-0.00025591i,8.2193e-05-0.00096004i,0.00066457-0.00099442i,0.00086857-0.00038118i,0.00048105-0.00011814i,0.00053679+0.00018089i,0.00040191+0.00044171i
