0.0027993+0.00062908i,0.0027719-0.0014155i,0.0017364-0.0037988i,-0.00015233-0.0048503i,-0.0023409-0.0033219i,-0.0038079-0.00069392i,-0.0023172+0.000825i,3.4641e-05+0.0012722i,0.0010477+0.00057415i,0.0013325-0.00024539i,0.00032496+0.00027051i,-0.00076005+0.0011288i,-0.0012807+0.00084426i,-0.001813+0.00053194i,-0.0018459+0.001278i,-0.0011306+0.0014555i,-0.00033774+0.00063417i,-0.0004127-0.00014771i,-0.00046421+3.5012e-05i,0.00062568+0.00078222i,0.0011036+0.0009412i,0.00089667+0.00028237i,0.0013467-6.7684e-05i
-0.00065111+0.0015069i,-0.0012438+0.0004276i,-0.00093996-0.0009883i,-4.6335e-05-0.002103i,0.00060511-0.0020196i,-8.4197e-06-0.0024033i,-0.00084578-0.0025676i,-0.0010306-0.0012031i,-0.00081292+0.00055767i,-0.00035061+0.00083817i,-0.00034395+0.0002982i,-0.00032351+0.0001631i,-4.939e-07-0.00010916i,-0.00018972-0.00054685i,-3.4842e-05-0.00029609i,0.00065029+0.00025154i,0.00054392+0.00013824i,-7.6159e-05-0.00011316i,5.4371e-07+8.6816e-05i,0.00025565+0.00023402i,-0.00013391+3.4054e-05i,-0.00031491-0.00012639i,-0.0005124+0.00021969i
0.0010083-0.00042929i,0.0030771-0.00067577i,0.0035146+8.0625e-05i,0.0028075-0.00012392i,0.0017733-0.00051054i,0.0014301-0.00032137i,0.0014488-0.00099616i,0.00049845-0.0015008i,-0.00077741-0.0011107i,-0.00025835-0.0013177i,0.00016418-0.0011136i,-0.00034349-0.00058159i,-0.00086946-0.00072823i,-0.00051539-0.00039724i,0.00018606-0.00033739i,0.00075559-0.00024797i,0.00045016+0.00054894i,-0.00019493+0.00042298i,-0.00046153-8.4685e-06i,-0.00042961-0.0001254i,-8.0217e-05+0.00072563i,0.00062918+0.001185i,0.00060452-4.2161e-05i
-0.00078482-0.0012913i,-0.00036369+0.00086479i,-0.00054948+0.0018253i,-0.00072122+0.00091386i,-0.00038016+0.00011322i,5.0106e-05-0.00090634i,0.0003406-0.0024982i,0.00012292-0.0020881i,-0.00050675-0.00085071i,-0.00044911-0.00014789i,-0.00044254+0.00019103i,-0.00042086+0.00021944i,-0.00016326-0.00046208i,4.7878e-05-0.00059486i,0.00016918+0.000268i,8.4873e-05+0.0004183i,4.463e-05+0.00026324i,0.00037422-0.00037526i,0.00034901-0.00081115i,-1.1097e-05-0.00091697i,0.00027282-0.00083674i,-0.00041525-2.3624e-05i,-0.00070161+3.6651e-05i
-0.0016923+0.0023042i,-0.0010489+0.0027416i,0.0011267+0.0024579i,0.0015692+0.00067741i,0.00071535-0.00090881i,0.00048125-0.00094715i,0.00039543-0.00010743i,-0.00046532+0.00071557i,-0.00058714+0.0010006i,4.5374e-05+0.00076915i,-6.4895e-05+0.00026593i,-0.0002833-7.5569e-05i,-5.9711e-05-3.1676e-06i,-0.00047977-0.00035815i,-0.0010611-0.00032865i,-0.00080749+0.00024468i,-8.9696e-05-7.4339e-05i,-1.2492e-05-0.00026705i,-0.00050726+0.00010009i,-0.00065733+0.00096681i,-0.00080244+0.00079994i,-0.00038001-0.00016797i,-0.00029786-0.00025208i
-0.0032808+3.709e-05i,-0.0030627+0.002323i,-0.0020493+0.0033154i,-0.0018619+0.0016706i,-0.0014726-5.2468e-05i,-0.00023391-0.00039914i,0.00046478-0.00078867i,0.00032112-0.001069i,-0.0003091+6.1549e-05i,-0.00045894+0.00059745i,-0.00026957+0.00046439i,9.1678e-05+0.00047044i,0.00024714+0.00014396i,0.00012627+8.3301e-05i,0.00029799-0.00012239i,0.00034117-7.3588e-05i,-6.934e-05+0.00053533i,-0.0003413+0.00015104i,0.00019105+4.7854e-05i,-0.00025758+0.00064642i,-0.00031927+0.00086263i,2.3909e-05+5.8979e-05i,-8.9971e-05-0.00014452i
0.00096118-0.00025708i,0.00042757+6.3964e-05i,0.00096098-0.00057867i,0.00050844-0.0012675i,-0.00051633-0.0018537i,-0.00040551-0.001618i,-0.0003631-0.00089035i,-0.0010562-0.0012662i,-0.00053052-0.0014044i,8.8325e-05-0.00064091i,-0.00094592-0.00023125i,-0.001151+3.2201e-05i,-6.0211e-05+0.00079539i,0.00048737+0.0012599i,-4.557e-05+0.0012618i,-0.00084148+0.0010025i,-0.00033424+0.00011515i,0.00011159+0.00033095i,-0.00027502+0.00077869i,-0.00036616+0.00090482i,-0.00025439+0.00034685i,-0.00024563-0.00041027i,0.00020441+0.00013338i
-0.0017197+0.00013309i,-0.0025976+0.0018779i,-0.0021091+0.0022377i,-0.00019247+0.00064781i,0.0010106-0.00058673i,0.00067857-0.00047951i,0.00033183+0.00030256i,0.00043092+0.00093218i,0.00072968+0.0011804i,0.00097328+0.00098129i,0.00049231+0.00036263i,1.2873e-05+0.00068851i,-0.00050882+0.00084635i,-0.00039138+0.00029827i,-0.00050588+0.00010469i,-0.00055448+0.00012239i,-0.00022309+0.00034864i,-0.00033328+9.3055e-05i,-0.00020456+0.00024797i,0.00029365+0.00024828i,-0.00019428+0.0001202i,-0.00073947-2.7491e-05i,-0.00072646+4.5918e-05i
-8.0448e-05+0.00030084i,-0.0013351-0.00039066i,-0.0012582+0.00023276i,-0.00034716+0.0012134i,0.00033499+7.1563e-05i,0.00024792-0.0013568i,-0.00024778-0.0026556i,-0.00045691-0.0028148i,-0.0007786-0.0018034i,0.00010219-0.0012781i,0.0016289-0.0012149i,0.0012782-0.00068317i,-8.5595e-05-0.00057356i,-0.00071828-0.00031707i,-0.00037038-1.0721e-05i,0.00023944+0.00018882i,0.00023168+0.00010541i,0.00030346+0.0002083i,0.00047891+0.00033936i,0.00092252+2.2486e-06i,0.00088734+0.00014349i,0.00015603-0.00022283i,0.00015616-0.00058447i
-0.0013628+0.00060456i,-0.00072505+0.0003054i,-0.00042538-0.0005828i,-0.00051246-0.0012957i,-0.00069094-0.0016101i,0.00032796-0.00089645i,0.0011933+0.00035072i,0.0012488+0.00039277i,0.000574+0.000295i,0.00021637+0.00053804i,0.00026065+0.00077206i,-0.00034497+0.00038565i,-0.00041413-0.00052933i,0.00022417-0.0012479i,0.00030543-0.0013486i,0.0002761-0.00081622i,0.00010841-0.00040535i,-0.00056208-0.00021887i,-0.00038685-0.0001926i,-3.3468e-05-0.00030413i,-9.2542e-05-0.00059612i,-0.00019811-0.00046054i,0.00051976+7.6444e-05i
-0.0005095+0.00025766i,-0.0016767-0.00038525i,-0.00081138-9.8893e-05i,0.00079554+0.00030796i,0.0017223-0.00021415i,0.0022572-0.00063877i,0.0010876-0.00074469i,-0.00079923-0.0014587i,-0.0013673-0.0009686i,-0.00061883+0.00047i,-0.00011459-3.2711e-05i,2.6819e-05-0.00072654i,-4.6937e-05-0.00027643i,-0.00036509+5.7811e-05i,8.1011e-05-0.00031916i,0.00059637-0.00079583i,0.00059786-0.00049681i,-7.6185e-05-0.00029855i,-0.00071264-0.00013946i,-0.00065694-5.0042e-05i,-0.00071786-0.00048689i,-0.00044555-0.00072119i,0.00017957-7.7741e-05i
0.0002008+0.0013667i,0.0014895+0.0024103i,0.0023398+0.0025746i,0.0010866+0.001481i,-0.00031553+0.00049082i,-0.00043993-0.00086299i,0.00021045-0.0012565i,0.00040732-0.00030602i,0.00018838-2.4481e-05i,-0.00027438-0.00019298i,0.00022922-0.00048964i,-0.00017555-7.0142e-05i,-0.00098592+0.00069611i,-0.00052837+0.00070902i,3.9258e-05+0.00085635i,-6.6181e-05+0.00097687i,-0.00012-1.4268e-05i,-1.3809e-05-0.00059016i,0.00012557-0.00049975i,0.00015669-9.6209e-05i,-0.00051911+0.00052244i,-0.00042719+0.00045856i,-0.00013352+0.00039954i
-0.0016322+0.0013147i,-0.00036823+0.0020537i,0.00037834+0.0038735i,0.0011478+0.0021927i,0.0017223-2.7146e-05i,0.0018829-0.0017553i,0.0011478-0.0024131i,0.00010688-0.001047i,-0.00040818+0.00036499i,0.0001927+0.00088683i,0.00098273+0.00054358i,0.00083094+0.00086439i,0.00031705+0.00078853i,0.00034992-0.00069764i,0.00033754-0.00083469i,0.00018831-0.00010603i,0.00070633+0.00010909i,0.00086502+0.00021237i,-0.00023112+0.00011846i,-0.0012576+0.00043665i,-0.00098205+0.00079853i,0.00020155+0.0007514i,0.00060871-0.00027349i
-0.005948+0.0069038i,-0.0034987+0.0096378i,-0.00073525+0.01142i,0.0012383+0.0076342i,0.0027423+0.0026507i,0.0026982-0.0011187i,0.00056606-0.0022388i,-0.001075-0.0013179i,-0.0012155+3.4269e-05i,0.00018808+0.0007168i,0.0012807-9.9667e-05i,0.0010543-0.0012598i,0.00078459-0.001962i,0.00076078-0.0031596i,0.00035004-0.0047086i,-0.00055948-0.0033585i,-0.00046511-0.00032994i,0.0004014+0.00071679i,-0.00012311+4.4834e-05i,-0.0008889-0.00059812i,-0.00086128-0.00018205i,-0.00028264-0.00029779i,-0.00010627-0.00061292i
0.0041944-0.0038885i,0.0035657-0.0054856i,0.0011952-0.0081763i,-0.0015248-0.0070523i,-0.0037512-0.0040975i,-0.0035441-0.00036415i,-0.0013692-0.00026303i,0.00029516-0.0016268i,0.0013758-0.0018361i,-6.4824e-06-0.0019391i,-0.0019253-0.0006207i,-0.0020196+0.00048616i,-0.0013451+0.0012523i,-0.001219+0.0026367i,-0.0013664+0.0030248i,-0.00066748+0.0019213i,-0.00040034+0.00039797i,0.0004256+5.843e-05i,0.0010145+0.00048959i,0.0008281+0.00044106i,0.0011999-0.00047178i,0.00065271-0.00080286i,8.5153e-05-0.00011085i
-0.0012036-0.0031725i,-0.0015429-0.0026765i,-0.0024075-0.0029769i,-0.0024225-0.0019392i,-0.0020216-0.00058457i,-0.0008325-0.00026693i,3.7638e-05-0.0005247i,-0.00024551-0.00046156i,0.00015196-2.2681e-05i,-0.00036843+0.00037305i,-0.0011769+0.00054768i,-3.0931e-05+0.00058268i,0.00046473+0.001048i,0.000141+0.0017307i,0.0004352+0.001617i,0.00074385+0.00033435i,0.00031872-0.00038126i,-0.00068401+6.2e-05i,-0.00069563-5.4325e-05i,-0.00035969-0.00065949i,-0.00027012-0.00041243i,-0.00026739-8.8013e-05i,-0.00043496-0.00012372i
0.00043562-0.0014918i,-0.00072914-0.00096524i,-0.00085814-0.0014086i,-0.00086386-0.00060893i,-0.0010047-0.00026321i,-0.00045501-0.00035018i,-0.00077079+0.00019852i,-0.001513+0.00034662i,-0.000667-0.00015745i,-0.00016869+9.0077e-06i,-0.00067261+0.00027977i,-0.00060732-0.00016285i,-7.8603e-05-2.9994e-05i,-0.00014676+0.00056632i,-6.8601e-06+0.0011606i,0.00066127+0.00076695i,0.00057146+0.00036784i,0.00037287+0.0009204i,0.00037775+0.00048352i,0.00046371-0.00066107i,0.00067113-0.00080887i,0.00014182-0.00089448i,-0.00038072-0.0009672i
0.00033353-0.00036077i,-0.00061981-0.0014463i,-0.00048785-0.0012986i,-0.00069386-0.0016318i,-0.00078862-0.0011964i,0.00050188-0.0013136i,0.0011355-0.0013366i,0.00054352-0.00095881i,-8.5045e-05-0.00088817i,0.00037001-0.00055888i,0.00072893-0.00040656i,0.00039201-0.00035134i,1.035e-05-0.00050886i,-0.0011153-0.00052776i,-0.0014473-8.8011e-05i,-0.00079953-0.00040613i,-0.0010646-0.00050714i,-0.00087879+9.1926e-06i,-0.00060483+2.9727e-05i,-0.0006751-0.00031989i,-0.00041121-0.00050811i,-0.00019065-0.0004793i,0.0006691+7.4104e-05i
0.0019293-0.0015889i,0.001867-0.002503i,0.0014528-0.0036161i,1.2054e-05-0.0025357i,-0.0010394-0.0015284i,-0.0011476-0.0013438i,-0.0012638-0.001409i,-0.0010087-0.0011059i,0.00019158-0.00012902i,0.00072534+0.00046764i,0.00016321+0.00077608i,0.00011244+0.00075374i,-0.0003617+0.00068212i,-0.0011176+0.00088515i,-0.0011084+0.0012202i,-0.00087431+0.0016039i,-0.00019023+0.0010353i,0.0002352+0.00046715i,0.00036755+0.00011999i,-0.00031064-0.00048285i,-0.00029264-0.00073713i,0.00027154-0.00024366i,0.00029479+0.00048154i
0.0011912+0.0025914i,0.0011563+0.0014917i,5.263e-05+0.00011043i,-0.0012329-0.00033127i,-0.0014246-8.0578e-05i,-0.00060651+0.00013789i,0.00039502-0.00014502i,0.00014509-0.00089288i,0.00038141-0.0010125i,0.0011854-3.2716e-05i,0.00094064+0.00075173i,-1.6079e-07+0.00041952i,-0.00021301-0.00045823i,0.00040437-0.00043971i,0.0008344+6.1246e-05i,0.0011642-0.00013727i,0.00091583+0.0001201i,-0.00033087+0.0006314i,-0.0013317+0.00047169i,-0.00059718-4.6942e-05i,0.00011555-7.8633e-05i,5.8576e-05-0.00026428i,-0.00017086-0.00061399i
-0.00080684+5.8088e-05i,-0.00051868+0.0021142i,-0.00097362+0.0016981i,-0.00046299+0.00072291i,2.6009e-05-0.00013196i,-5.5576e-05-0.0012166i,0.00013257-0.0019781i,-0.00058477-0.0014565i,-0.00086977-0.00068418i,-0.000574-0.00031109i,-0.00012881-0.00017796i,0.00025293+0.00038218i,0.0011105+0.00095615i,0.0014986+0.0008017i,0.0003677+0.00043736i,-0.0003616+0.00046074i,-0.00043319-0.00019903i,-0.00053868-0.00098347i,-0.00013935-0.00048184i,0.00028161+4.631e-05i,0.00049617-0.00061436i,0.00054471-0.0011178i,0.00034177-0.00048459i
-0.0021955+0.0011345i,-0.0018749+0.002034i,-0.00013562+0.0016395i,-0.00034344+0.00071918i,-0.0014111-0.0007992i,-0.00064904-0.0011476i,-1.8217e-05-0.001176i,7.9476e-05-0.0011594i,9.6491e-05-0.00041817i,-0.00040884-0.00054411i,-0.00087102-0.00077966i,-0.00059919+0.00050401i,-0.00060232+0.00096483i,-0.00076756+0.0002132i,-0.00085197-0.00024678i,-0.00093185+5.5651e-05i,-0.00040941+0.00082157i,-9.3049e-06+0.00059473i,0.00030703-0.00035272i,0.00057435-0.00020295i,0.00059169+0.00019661i,0.00025568-3.5308e-05i,0.00015315-0.00027059i
-0.0018294-0.0018339i,-0.0010712-0.0011383i,-0.00071344-0.00088122i,0.00016054-0.00084288i,0.00040384-0.00062871i,0.00071206-0.00014479i,0.0012049-0.00058919i,0.00052487-0.0010675i,-0.0002598-0.0012137i,-0.00040351-0.00068486i,-0.0004255-0.0002093i,0.00010923+0.00052983i,0.00050753+0.0011138i,0.00053345+0.0007805i,0.0003897+8.5908e-05i,8.3189e-05-0.00038591i,0.00046249-0.00015637i,6.8147e-05-7.8382e-05i,0.00016467-2.1367e-05i,0.00066596-0.00022753i,0.00027262-0.0010159i,-0.0002848-0.00072712i,-0.00054263+0.0003855i
0.00073704-0.00084543i,7.2921e-05-0.0011151i,0.0005388-0.0013487i,0.00048215-0.001005i,-0.00023951-0.0010501i,-0.0005988-0.00095653i,0.00036409-0.0015088i,0.00086991-0.0016151i,0.0005058-0.00015101i,-0.00037817-0.00027291i,-0.00076553-0.0011496i,-0.00046304-0.00066089i,-0.00038949-0.00029666i,-0.00058535+0.00051617i,-0.0011337+0.0012727i,-0.0010361+0.00093038i,-0.00021608+0.00046494i,0.00068378-0.00015845i,0.0010157-0.00024363i,0.0012356-9.814e-06i,0.0010152-0.00023487i,0.00047342-0.00018893i,-5.9306e-05-0.00016583i
-0.00046287-0.00045032i,-0.0010968-0.00046834i,-0.00089289-0.00043307i,-4.4289e-05-0.00016701i,0.00034522-0.00077051i,-0.00072069-0.0014015i,-0.0014537-0.0011303i,-0.00097932-0.0001468i,-0.001081+0.00023331i,-0.00078362-0.00012855i,-0.000179+0.00013117i,-0.00020046+0.00012908i,-0.00014204-0.00043258i,-7.1256e-05-0.00087509i,3.8604e-05-0.0010489i,-0.00045922-0.00069865i,-0.00022486-0.0008232i,0.0006463-0.00093752i,0.00024224-0.00060187i,-0.00035479-4.9423e-05i,-0.00013026-2.3675e-05i,0.00029068-0.00039222i,0.00030807-0.00027914i
0.0012497+0.0008711i,0.00047804+0.0013408i,0.0018501+0.0011403i,0.00069648+0.00028182i,-0.00083715-0.00055144i,-0.0011798-0.0010656i,-0.00077061-0.0013445i,-0.00020759-0.00087813i,0.0002042+0.0002455i,0.00043912+4.8957e-05i,-4.2825e-05-0.00078284i,-0.00059647-0.00035384i,-0.0011833+5.2577e-05i,-0.0011735-0.00052279i,-0.0010521-0.00080103i,-0.00075515-0.0004864i,9.5033e-05-6.5875e-05i,9.2183e-05+0.00026396i,-0.000252+0.00094294i,-0.00021763+0.00125i,0.00051901+0.00015097i,0.00078144-0.00049646i,2.6211e-06-0.0001205i
-0.00090831+0.0010056i,-0.0015935+0.0020807i,-0.00085995+0.0014427i,-5.904e-05+0.00052068i,-0.00024379+0.0002632i,-0.00061542+0.00085648i,-0.0008362+0.00035919i,-0.00041548-0.00031237i,-0.00017504-0.00050899i,-0.00014129+6.5849e-05i,-3.7445e-05+0.00056676i,0.00033167+0.00044765i,0.00082054+0.0013505i,0.0009943+0.00098353i,0.00059185+0.00042957i,0.0006821+0.00071298i,0.00087212+0.00096183i,0.00075345+0.0012986i,9.3149e-05+0.00099877i,-0.00025603+7.8523e-05i,4.8476e-05-0.0008336i,6.9101e-05-0.0014064i,-0.00027101-0.0004925i
-0.0023461-0.00044183i,-0.00347-5.0876e-05i,-0.0024558+0.00057697i,-0.00093574+0.00038968i,-4.2247e-05-0.00067529i,0.00073222-0.00068881i,0.0010837-0.00085603i,0.0013416-0.00080813i,0.0011649-0.00066199i,0.00055416-0.00091041i,-0.00026839-0.00090453i,-0.00071654-0.00047693i,-0.00030603-0.00034931i,0.00038982-0.0002755i,0.00017474-5.9899e-05i,0.00027066-0.00011811i,0.00052448-0.00017298i,-0.00013451+0.00012831i,-0.00043854+0.00041304i,-0.00089271+0.00028032i,-0.0013884-4.507e-05i,-0.0011137-0.00035052i,-0.00041622-0.00018485i
-0.00095265+0.0007865i,-0.0018189+4.5707e-05i,-0.0012074+1.0295e-05i,0.00037269-0.00036488i,0.00047444-0.0012419i,-0.00081119-0.0019343i,-0.00094996-0.0020134i,-0.00045713-0.0012099i,-0.00037402-0.0005058i,-2.4654e-05-0.00056514i,0.00017513-0.00093726i,8.7056e-07-0.00091223i,-0.000156-0.00055492i,-0.00047955-0.00057294i,-0.00092762-0.00053658i,-0.00076159-0.00022898i,0.00024996-0.00013189i,0.00073597+1.9619e-05i,0.00018928+0.00019091i,0.0001122+0.00072721i,0.00014163+0.00057145i,0.00052195+9.168e-05i,0.00014051+0.00017552i
-4.787e-05+0.00075608i,0.00034416+0.00013541i,0.00051101+0.00011439i,0.00075561-7.3794e-05i,0.00094123-0.0011608i,0.00073037-0.0010864i,-1.0335e-05+0.00026994i,-0.00054237+0.00048199i,-0.00082412+0.00027589i,-0.00050098-4.7189e-05i,-0.00042778+0.00029957i,-0.001349+0.0010511i,-0.0022746+0.00043038i,-0.0026638-0.00025927i,-0.0021481-0.00063055i,-0.0012221-0.00043652i,-0.00069264+2.3174e-05i,-0.00026316+0.00017781i,0.00031587+0.00028877i,-0.0001324+0.00078266i,-0.00093094+0.00097924i,-0.000489-0.00024171i,0.00013976-0.0011963i
0.0018262-0.00033636i,0.0010845-0.001323i,0.0013767-0.0019579i,0.00063686-0.001131i,7.3536e-05+0.00017232i,0.0011322+4.8256e-05i,0.0018018-0.0010339i,0.00039875-0.0011052i,-0.0010107-0.0010677i,-0.00057265-0.00088058i,-1.5813e-05-0.00049737i,-0.00011987-0.00056818i,-0.00070361-0.00069691i,-0.00081343-0.00047628i,-0.00060524-0.00021863i,-9.5175e-05-0.00032874i,0.00040676-0.00030196i,0.00031756+0.00019578i,0.00051865+0.00042944i,0.00053581+0.0004971i,-5.3476e-05-0.00022979i,-0.0012393-0.00015766i,-0.0013726+0.00052049i
-0.0013211+0.00027064i,-0.0010237+0.0021164i,-0.00055303+0.0027424i,-0.00046123+0.001438i,-0.00073965+0.00089544i,5.0307e-05+0.00062863i,0.00011172+0.00025194i,-0.00063295+0.00053068i,-0.00054332+0.00032503i,-0.00047844+0.00023955i,-0.00061535+0.00028187i,-0.00037148+0.00029203i,4.7964e-05+0.00076946i,0.00018606+0.00038991i,0.0002994-9.8114e-05i,0.00034101-0.00036439i,-0.00015929-0.00034488i,0.00013472+0.00011268i,0.00077759-0.00088871i,0.00090602-0.0012823i,0.00088267-0.00037202i,0.00030153-0.00038412i,0.00013204-0.0007307i
-0.0024185+0.00033552i,-0.0033656+0.0024276i,-0.0030101+0.0030688i,-0.0014999+0.002065i,9.8298e-05+0.00043965i,0.0010427-0.00091915i,0.00063591-0.0018218i,0.00025614-0.0021859i,0.00050082-0.0013237i,0.00072653-0.00042728i,0.00024419+0.00024438i,7.7408e-05+0.0003627i,0.00034449-6.6148e-05i,0.00035318-0.00065164i,0.00022669-0.0004494i,0.0001581-0.00030409i,-0.00023045-0.00018537i,-0.00074632+0.00013379i,-0.00057853+0.000235i,0.00013437+0.0006079i,0.0006356+0.0007495i,0.00077897+0.0002043i,0.00094814-0.00019322i
-0.0025794+0.00016198i,-0.0029179-6.2812e-05i,-0.0018729+0.0007413i,-0.00073468+0.00053353i,-0.00033495-0.00064718i,-6.8533e-05-0.0012319i,0.00086153-0.0011873i,0.00098797-0.0007229i,0.00063242-0.00023263i,0.00068676-0.00054718i,0.00032593+2.2761e-05i,-0.00025857+0.00034902i,-0.00083807+0.00041302i,-0.0010923+0.00034066i,-0.00067739-0.00023869i,-0.00044081-0.00063077i,0.00029174-0.00025578i,5.5354e-05+0.00041655i,0.00017328+0.00022584i,0.0013305+0.00016709i,0.0007557+0.00078876i,-0.00023361+0.00067317i,-0.00034791+0.0010263i
-0.0022858-0.0018849i,-0.0031129-0.0019732i,-0.0022273-0.0010538i,-0.00069157-0.0010434i,0.0004384-0.00061035i,0.00087962+0.00036539i,0.0010706-0.00048125i,0.0011488-0.00095798i,0.001094-0.00044813i,0.00036943+0.00024776i,5.6049e-06+0.00056892i,2.3393e-05+0.00075352i,-0.00011079+0.00063048i,7.6063e-05+0.00042343i,-0.00022397+0.00021353i,-0.00043423+0.0004555i,0.00010755+0.00083823i,0.00020981+0.00049147i,-0.0007011+9.1864e-05i,-0.00057526-4.895e-05i,9.8265e-05-0.00088336i,-0.00033304-0.0010009i,-0.00016037-0.00037943i
-0.0033698-0.0012739i,-0.002994-0.0014185i,-0.0028653-0.00059443i,-0.0022642-1.1487e-05i,-0.00126+0.00032741i,-0.0006107-0.0001025i,0.00073636-0.0010388i,0.0013281-0.0015406i,0.0014765-0.0012742i,0.0015625+3.4239e-05i,0.000869+0.00097497i,0.00022931+0.00028716i,-0.00021749-1.5568e-05i,-0.00046845+0.00010583i,0.00015004-0.00048017i,0.0010114-0.00092785i,0.00063092-0.00053723i,-0.00032455-0.0004314i,-0.0005802+0.0001148i,-0.00081492+0.00082572i,-0.00094416+0.00081168i,-0.00099206+0.00081548i,-0.00045873+0.0010397i
0.00014712+0.00054206i,0.0012476-0.00024823i,0.0020739-0.0014336i,0.0015976-0.0018427i,0.0010983-0.0011993i,0.00094921-0.00096924i,0.00059891-0.001123i,-6.2302e-05-0.00083546i,-0.00022855-0.00028472i,-0.00033814-4.6949e-05i,-0.00050978-0.00047229i,-0.00020102-0.00056837i,-0.00056908+3.6077e-07i,-0.00088342+8.4659e-05i,-0.00099353-0.00054921i,-0.0012382-0.0012746i,-0.00055809-0.00066608i,0.00013576+0.00031253i,-0.00020312-0.00015771i,-0.00041838-0.00066418i,-0.0002337-0.00017456i,-0.00045732-0.00015862i,-0.00044383-0.00083582i
-0.00055166+0.002213i,0.00049746+0.0025303i,0.002276+0.0024401i,0.001466+0.0010168i,0.00052654+0.00026257i,0.00088044-0.00012994i,0.00091518-0.001134i,0.00036173-0.0010831i,-3.0822e-05-0.0002215i,0.00033513-0.00031735i,0.0004894-0.00068061i,0.00029412-0.00072952i,-6.4902e-05-0.00071864i,-3.1851e-05-0.00030563i,0.00019863-0.00043139i,-0.00011181-0.00077216i,-0.00049423+0.00022653i,-0.0004432+0.0012035i,-0.00059299+0.0010411i,-0.0011193+0.00017851i,-0.00024741-0.00050941i,0.0007374-0.00011926i,3.7932e-05-0.00030868i
0.00081582+0.0015674i,0.0017616+0.0018826i,0.0020451+0.0012553i,0.00017353-0.00021189i,-0.0011472-0.0014715i,-0.00059548-0.0008595i,0.00055617-0.0002553i,-5.7604e-05-0.00042325i,-0.00056868-0.00029642i,-0.00039839-3.975e-05i,-0.0008981+0.00041888i,-0.00079075+0.00036782i,-0.00070486-0.00010994i,-0.00061097-0.00078433i,-0.0005634-0.00081093i,-0.0007384-0.00051847i,-1.3295e-05-0.00080789i,0.00023367-0.00097564i,-0.000618-0.0001901i,-0.0006724+0.00038205i,-0.00037596+0.00014597i,-0.00040744-2.7052e-05i,-0.00018679-0.00064516i
-0.0014432+0.0016615i,-0.0018466+0.0019652i,-0.0022395+0.0012696i,-0.0018531+0.00068497i,-0.00045209+0.00046972i,0.0012388-0.0004127i,0.00083712-0.0012278i,6.4744e-06-0.0010226i,0.0003909-7.5968e-06i,0.00065315+0.00059402i,0.00070548+8.3663e-05i,0.00082105+3.2204e-05i,0.00010063+0.00050121i,2.0943e-05-0.00074565i,0.00074884-0.0015001i,0.00074846-0.00040589i,0.00044714+0.00021901i,0.00018457+0.00035552i,0.00017134+0.00021492i,0.00045905-0.00025576i,0.00050697-3.2604e-05i,0.00021196+0.00025622i,-7.0582e-05+8.3621e-05i
-0.0022693-0.0011684i,-0.0026293-0.0020586i,-0.0025599-0.0015552i,-0.0013353-5.8508e-05i,9.063e-05+0.00058846i,0.0009322-0.00052127i,0.0016159-0.0017498i,0.0012428-0.0010209i,0.00050087+0.00015818i,-0.00038453+3.9201e-05i,-0.00075586-0.0001823i,0.00041547-3.2644e-05i,0.0002511+0.00024182i,-0.00020711+0.0010135i,-1.3603e-06+0.0010162i,-0.00053306+0.0001172i,-0.00052917+1.3415e-05i,0.00022348-6.3783e-05i,0.00088538-0.0011703i,0.0011439-0.0014731i,0.0004176-0.00042516i,-0.00021251-2.5165e-06i,-0.00027371-3.5615e-05i
-0.00046218+0.0019759i,0.00043673+0.0019525i,0.00074661+0.0010037i,0.00066799+2.2594e-05i,0.00047427-7.7706e-05i,0.0003016-0.00046485i,0.0007287-0.0010333i,0.00085894-0.00048677i,0.0010446+0.00083523i,0.00088238+0.001093i,0.00042647+0.00042412i,-1.0148e-05-0.00017725i,-0.00028324-0.00022742i,-0.00042497+0.00053054i,-0.0009973+0.00048455i,-0.0010201-7.0964e-05i,-0.00081824-0.00011703i,-0.00046499-0.0002534i,-0.00029427-0.00013056i,-0.00066616+0.00039828i,-0.00081128+0.00052923i,-0.00080472+0.00019847i,-0.00042489-0.00022719i
-0.001378+0.00074541i,-0.0008371+0.0013665i,-0.00068361+0.0019669i,-0.00072721+0.0011876i,-0.0010389-0.00089666i,-0.00042747-0.0017428i,0.00030055-0.0015416i,0.00023826-0.001422i,0.00022447-0.00020361i,0.00021465+0.00016698i,0.00054022-0.00013614i,0.00012273+0.00024193i,-0.00043019+0.0001081i,-0.00044008+2.3992e-05i,-0.00043583-0.00019288i,-0.00029989-0.00016505i,-0.00046389+0.00081355i,-0.00077551+0.0012057i,-0.00058459+0.00025445i,-1.8543e-05-0.00098325i,0.00019331-0.00095405i,0.00023566+0.0001467i,0.00056577+0.00082293i
