-0.0077186-0.00036062i,-0.0082694-0.00054374i,-0.0066182+0.0012907i,-0.0047228+0.0034481i,-0.0035062+0.0029197i,-0.0017834+0.0015193i,-0.00094554+0.0010745i,-0.00069643+0.0011483i,-7.5583e-05+0.00038415i,0.0010687+0.00060159i,0.0015744+0.0010728i,0.0012479-0.00025132i,0.00044178-0.0016969i,-0.00046487-0.0010608i,-0.0010281-0.00035874i,-0.0010984-0.00025883i,-0.00081302-0.0001217i,-0.00041722-0.00038957i,-0.00048663-0.00045574i,-0.00068077+0.0002729i,-0.0005816+0.00077193i,-0.00045126+0.00034859i,5.8815e-05+5.9307e-05i
0.00011984+0.00096233i,-0.0012756+5.7312e-05i,-0.00090768+0.00019505i,0.00048751+7.5666e-05i,0.00089471-0.00087905i,-5.2483e-06-0.0011034i,-0.00034399-0.0010316i,0.00057967-0.00066108i,0.0015433-0.0012247i,0.0011843-0.0020006i,-0.00038365-0.0011019i,-0.0014137-0.00011171i,-0.0015531+0.00073552i,-0.0019219+0.0013847i,-0.0013298+0.00071666i,-0.00046937+0.00010006i,-0.00014817+7.7518e-05i,0.00025727+9.1683e-05i,-6.5947e-05-0.00013695i,-0.00050981-0.00051367i,-0.00084781+0.00039812i,-0.0011985+0.00097466i,-0.00058855+0.00024123i
0.00044026-0.0010703i,0.00072131-0.0010957i,0.0013373-0.00031056i,0.00084417-0.0010491i,-0.00035183-0.0017716i,-0.0014551-0.0011971i,-0.00144-0.00083022i,-0.0008083-0.0016394i,-9.0863e-05-0.0016897i,-3.5601e-05-0.00060506i,-0.0007071+0.00018705i,-0.0014847+0.00057173i,-0.001784-7.297e-05i,-0.0013954+3.1503e-07i,-0.00033268+3.0078e-05i,-0.00038065-0.00010317i,-0.0010462+5.1426e-05i,-0.00048148+0.00041131i,0.00053627+0.00056702i,0.00079704+0.00019228i,0.00047206-0.00045347i,0.00058164-0.00012026i,0.00083748-9.3897e-05i
0.0035041+0.0019687i,0.0029497+0.0012955i,0.0015939+0.000408i,0.0010061-0.00091809i,0.00049337-0.0015539i,0.00023895-0.0010649i,0.0002822-0.00039709i,0.0007095-0.00048151i,0.00046278-0.0004617i,-0.00036026+8.6901e-05i,-0.0011806+0.00035627i,-0.0011607+0.00020426i,-0.00099887+0.00047829i,-0.00049417+0.00022757i,-5.0058e-05-0.00015217i,-0.00018478-0.00010006i,-0.00010723-0.00020456i,4.1148e-06-0.00010229i,0.00045101-0.00042119i,0.00070367-9.0019e-05i,0.00026964-5.3959e-05i,0.0002348-0.0006059i,0.00032835-0.00039455i
0.00057058-0.00020665i,-6.7778e-05-2.9027e-05i,-5.0002e-05-0.00135i,0.00037988-0.0022358i,0.00059406-0.0011205i,-0.00024841-0.00047352i,-0.00056-0.00109i,-0.00059721-0.0018811i,-0.0012488-0.0024519i,-0.0014957-0.0018123i,-0.0017306-0.0008935i,-0.0012146+0.00069326i,-0.00083377+0.0014948i,-0.0012658+0.0012681i,-0.0012625+0.0011744i,-0.00087311+0.00043286i,-0.00104-1.9907e-05i,-0.00092432-0.00025313i,-0.00042973-2.552e-05i,-0.00014388+5.2322e-05i,0.00057777-3.2266e-05i,0.0010248+0.00028051i,0.00098345-4.8049e-05i
-0.00092856-0.0014094i,-0.00046261-0.0014113i,-0.0004496-0.00046276i,-0.00084991+0.00033968i,-0.001465+0.001005i,-0.0011958+0.00097418i,-0.00088582-0.00066809i,-0.00023911-0.0014453i,0.0011162-0.0010302i,0.00090573-0.0013414i,0.00050031-0.0011681i,6.8736e-05-0.00036322i,-0.0012815+0.00052896i,-0.0015011+0.0006719i,-0.0011397+0.00026049i,-0.0012517+0.00044565i,-0.00055363+0.00030025i,0.00081062-0.00011553i,0.00057936+9.1447e-05i,-6.1256e-05+0.00026095i,-0.00037119+0.00047394i,-0.00064394+0.0008135i,-0.0006457+0.00052874i
-4.4819e-05-0.0010773i,0.00065377-0.001091i,-0.00035656-0.0012534i,-0.0015587-0.0015536i,-0.0014342-0.0014472i,-0.00045254-0.0011672i,0.0003775-0.0015499i,0.0010149-0.0018643i,0.0011004-0.00146i,0.0006409-0.0012423i,2.6949e-05-9.1355e-05i,-0.00031246+0.00059224i,-0.00053198+2.7926e-05i,-0.00081531-0.00042321i,-0.00092334-0.00092392i,-0.00089664-0.0012979i,-0.0012186-0.00063699i,-0.0011604+0.00027304i,-0.00033589+0.00028867i,-0.00025212+0.00014747i,-0.00038728+0.00038965i,-0.00022276+9.954e-05i,-0.00054283-0.000643i
-0.0007007+0.0026416i,7.1242e-05+0.0029966i,-0.00066923+0.0026627i,-0.0014259+0.0016966i,-0.00099721-0.00010238i,-0.00076633-0.001067i,-4.9418e-05-0.00052093i,0.0010041+0.00011396i,0.00052696+2.126e-07i,-0.00073046-0.00057753i,-0.00090894-0.00091771i,9.2805e-05-5.0504e-05i,0.00029663-0.00031596i,-0.00053636-0.00049419i,-0.00094788-0.00038685i,-5.326e-05-0.0013981i,0.00099315-0.00094662i,0.0012411+0.00088709i,0.00073799+0.00032365i,-3.5749e-05-0.00063405i,9.8385e-05+2.5554e-05i,0.00049347+0.00040594i,0.00033679-4.6687e-05i
-0.0021526+0.0012672i,-0.0025163+0.0015096i,-0.001925+0.0018252i,6.6108e-05+0.0013522i,0.0017324+0.00036327i,0.0016994-0.00035382i,0.0002923-0.0010649i,-0.00081583-0.0023535i,-0.00076215-0.0023903i,-0.0002186-0.0020249i,-0.00039947-0.0019103i,-0.00039237-0.0011743i,-0.00043847-0.00044625i,-0.00013869-0.00054808i,0.00021839+0.00013431i,-0.00039986+0.00046731i,-0.00045617-0.00018006i,0.0005554+2.7075e-05i,0.00058241+0.00044592i,-0.00027733-0.00010323i,-0.00075041-0.00036613i,-6.2913e-05+0.00032759i,0.00094784+0.0006203i
0.0012963-0.0036569i,0.00069564-0.0037056i,-0.00022502-0.0043517i,-0.00056402-0.0034768i,-0.00082712-0.0018465i,-0.0010987-0.00085616i,-0.00096598-0.00025278i,-1.3509e-05-0.00068223i,0.00067996-0.0018118i,-0.00040507-0.001793i,-0.0012572-0.0011218i,-0.00063815-5.7948e-05i,-0.0006192+0.00094825i,-0.00096936+0.00038792i,-0.00057644-5.4027e-05i,0.00030193+0.00026538i,0.0011415+4.7681e-05i,0.0012177+2.336e-05i,0.00056695-0.00041155i,-0.0002231-0.00061212i,-0.00059946+4.1481e-06i,-0.00023953+0.00035907i,-0.00051021+3.3662e-06i
0.0016449+0.0014169i,0.0012606+0.0018264i,0.001858+0.00029852i,0.0018311-0.0010893i,0.0004172-0.0014649i,-0.00011723-0.002159i,-2.5126e-05-0.0024022i,0.00067505-0.001164i,0.0015552+0.00017763i,0.0019634-0.00015876i,0.0014846-0.0002808i,-0.00016028+0.00037273i,-0.0016788+0.00051749i,-0.0021876+0.00055596i,-0.001158+0.00067009i,-0.00051988-7.318e-05i,-0.00061622-0.00054165i,-0.00019535-0.00034518i,0.00046166-0.00028305i,0.00053423-0.0011904i,0.00035501-0.00072652i,-0.00037965+0.00066259i,-0.0007349+0.0009741i
0.00015574-0.0008489i,-0.00022439-9.3503e-05i,-0.00071426-0.00021857i,0.00054479-0.00097934i,0.00061464-0.0019421i,-0.00097963-0.0025032i,-0.0010202-0.0020839i,-0.00065645-0.00077209i,-0.00092343-0.00035238i,-0.0014985-0.0004514i,-0.0018725-0.00046732i,-0.0009771+5.1869e-06i,-0.00044492+0.00019935i,-0.0002481-0.00016276i,3.3127e-05-9.6643e-05i,-0.00039326+0.00041897i,-0.00014457+0.00024135i,0.00050722+0.00010307i,0.00081474+0.00023245i,0.0012045+0.00050845i,0.00094339+0.00044629i,0.00097078+5.6968e-06i,0.00076424-0.00066808i
-3.4457e-05+0.0017018i,-0.00041322+0.001383i,-0.00069214+0.0025896i,4.6938e-05+0.0021752i,0.0014022+0.00043553i,0.0014642-3.8493e-05i,0.00070664-0.00078135i,-0.00020854-0.0011208i,-0.001132-0.0010619i,-0.0012083-0.0015827i,-0.0015601-0.0017419i,-0.001384-0.0013151i,-0.00060119-0.00066367i,-0.00025517+0.00012137i,1.6859e-05+0.00019873i,0.00012144-0.00025342i,0.00041015-0.00083768i,8.0141e-05-0.0011327i,1.3886e-05-0.0010242i,-4.2994e-05-0.00026003i,-0.00038249+0.00067806i,-6.2913e-05+0.00048497i,0.00010547-0.0007742i
-0.0036105+0.00032205i,-0.0030314+0.00078469i,-0.0024843+0.0025266i,-0.00072792+0.0027668i,0.001363+0.0023618i,0.0010545+0.0020174i,0.00034466+0.00075371i,0.0012737-0.00036131i,0.0020229-0.0010226i,0.0017745-0.001854i,0.00091812-0.0018467i,-3.2416e-05-0.0010545i,-0.00095199-0.00062497i,-0.0017726-0.00072787i,-0.0019784-0.00069712i,-0.0017172-0.00022898i,-0.0011436+0.00045848i,-0.00084928+0.00013833i,-0.00046312-0.00042724i,-0.00059017-0.00037995i,-0.0010555+0.00036731i,-1.5919e-05+0.0012319i,0.0010755+0.0010302i
-0.00038658-0.00038052i,-0.00097147-0.00028285i,-0.00063998-0.00064581i,4.0764e-05-0.00092235i,-0.00099749-0.00048145i,-0.0012593-0.00014287i,-0.00023327-0.00026221i,0.00020127-0.0005179i,0.00068165-0.00040156i,0.0009857-0.00050411i,0.0009209-2.3338e-05i,0.00095652+0.00067602i,0.00061363+0.00086717i,0.00031944+0.0010674i,0.00021874+0.00055728i,-0.00015529+9.9343e-05i,-0.0006988+8.5993e-05i,-0.00057464-0.00048888i,-0.00020741-0.001304i,1.5615e-05-0.001088i,-4.0916e-05-0.00041644i,-0.00045522-0.00055013i,-0.00044761-0.00049486i
0.0007226-0.0017542i,0.0015001-0.0011667i,0.0019441-0.0016512i,0.0015066-0.0021579i,0.00063896-0.0028453i,4.1169e-05-0.0024228i,4.2085e-05-0.0014091i,-5.1453e-05-0.00067996i,-0.00059564+9.2774e-05i,-0.0014912+0.00038028i,-0.0017646+0.00047161i,-0.0013991+0.0017873i,-0.00089818+0.0019798i,-0.00078206+0.0011767i,-0.00091666+0.00040522i,-0.00081179-0.00052842i,-0.00088193-0.00059767i,-0.0006848-0.00037422i,0.00031302-0.00059869i,0.00018844-0.0013098i,-9.1187e-05-0.0015045i,-7.7105e-07-0.00033052i,0.00028592+0.0005584i
-8.5539e-05+0.0029319i,0.0008918+0.0028251i,0.0015156+0.0026907i,0.0014326+0.0016962i,0.0011783+0.00021476i,0.00071655-0.00092129i,0.00026991-0.0018681i,-0.0003088-0.0020283i,-0.001148-0.0019154i,-0.0015988-0.0017113i,-0.001175-0.0011164i,-0.0014259-0.00087114i,-0.001383-0.0011599i,-0.0003124-0.00033609i,-0.00024115+8.4669e-07i,-0.0005685+0.00013435i,-0.00029322+0.00073225i,6.4043e-05+0.00040694i,-0.00023463+4.864e-05i,-0.00022934+0.00042637i,-0.00013996+0.0010711i,0.00022182+0.0010344i,0.00038794+0.00015969i
-0.00099661-0.002091i,-0.0016171-0.00089397i,-0.0021534-0.00058746i,-0.00078173-0.00010927i,0.00053794+0.00077606i,0.00069989+0.0010123i,0.00062799+0.00023462i,0.000941-0.00098275i,0.00098274-0.0027209i,0.00021057-0.0033319i,-0.00042304-0.0019538i,-0.00043321-0.0004834i,-0.0012202-4.3551e-05i,-0.0016053-0.00024338i,-0.00045407-0.00038102i,0.00015045-0.00051152i,-0.00024552-0.00039278i,-0.00042643-1.3922e-05i,7.0373e-05-0.00034309i,9.0932e-05-0.00049264i,-0.00047221-0.00042221i,-0.00014179+0.00036126i,0.00089859+0.00036085i
-0.002427-0.0016913i,-0.0024987-0.0031613i,-0.0026268-0.0018709i,-0.0026034+0.00020981i,-0.0019687+0.0009952i,-0.00094987+0.00043352i,-0.00070157-0.00017583i,-0.00017796-0.0005441i,9.5017e-05-0.00047191i,0.00060932+0.00011356i,0.00099834+0.00032203i,0.00052734+0.00032968i,-0.00050688-0.00014075i,-0.0014715-0.00096448i,-0.0017797-0.0011944i,-0.0010265-0.00080379i,-0.00017845-0.00064998i,0.00019036-0.00025399i,0.00061139-0.00032229i,0.00022427-0.00057682i,-0.00083309+0.00011604i,-0.0011113-5.6962e-06i,-0.00083725+0.00010854i
-0.0021126+0.0005477i,-6.9196e-05+0.0019356i,0.00048624+0.0019568i,-0.00059397+0.00072201i,-0.00080901-0.00036161i,-8.6908e-05-0.001445i,-0.00035902-0.0015132i,-0.00058932-0.00081446i,-0.00038552-1.3151e-05i,-6.3586e-05+0.0005012i,-0.00029408+0.00025641i,-0.0010939+0.0002798i,-0.0010986+0.0005591i,-0.0011907+0.0003096i,-0.00096443-0.0003647i,-0.00043575-0.00080768i,-2.7231e-05-0.00062364i,0.0003769-0.0003953i,0.00053233-0.0003615i,0.00081654-0.0010285i,0.00040753-0.00095079i,-0.00075732+0.00031656i,-0.00080996+0.00097824i
-0.00058168-0.0019732i,-0.0020527-0.00020059i,-0.0029735-0.00046268i,-0.0020627-0.0009771i,-0.00036485-0.00076306i,0.00072601-0.00043535i,0.00035207-0.0012713i,-0.0003725-0.0019857i,-0.0011508-0.0021014i,-0.0011052-0.0022724i,-0.0013248-0.0015509i,-0.0013518-0.00082343i,-0.00062806-0.00016265i,-0.0006061+0.0003541i,-0.00066361-0.00018414i,0.00016877-0.00055086i,-0.00035889-0.00029047i,-0.00025535-0.00041522i,0.00062473-0.00065567i,7.9458e-06-0.0003884i,0.00012206-0.0001062i,0.0010066+0.00022789i,0.00079433-0.00046741i
-0.00053872-0.00086826i,-0.00063405-0.00221i,-0.0015138-0.0024953i,-0.001799-0.0015319i,-0.00038314-0.00044606i,0.0011882-3.5912e-05i,0.00088477-0.00025063i,0.00053936-0.00049646i,0.0008642-0.0017555i,0.00069842-0.0023268i,-0.00012014-0.0014937i,-0.00069129-0.00035944i,-0.00050982-0.00022647i,-0.00088069-0.00013721i,-0.0013257+0.00047637i,-0.0011098+0.0013433i,-0.00042422+0.00087757i,-5.9071e-05-0.00023952i,-0.00033757-0.00048005i,-0.00068344+0.00010368i,-0.0010451+0.00057687i,-0.00014139+0.00072547i,0.00063331+0.00045477i
0.00027584+0.00029158i,0.00081956+0.0012674i,0.0015133+4.6093e-06i,0.0020937-0.0012618i,0.00061525-0.00096693i,-0.0013348-0.0011345i,-0.0011351-0.00069467i,0.00019649-0.00013712i,0.0012495-0.00058473i,0.0019134-0.0011135i,0.0011971-0.00059027i,-0.00014898-0.00033588i,-0.00038381+7.996e-05i,-0.00017219+0.00040112i,-0.00023088+5.7288e-05i,-0.00018846+0.00041499i,-0.00040789+0.00047565i,-0.00016716+0.00013747i,-4.4831e-06+0.00015767i,-0.00022109-0.00021681i,-0.00060497-0.00042219i,-0.00039274+0.0004548i,0.00019525+0.00074133i
-0.00010858+0.0042521i,0.00099535+0.0037516i,0.0017241+0.0022921i,0.0018316+0.00050885i,0.00011665-0.0014041i,-0.0013053-0.0033702i,-0.0011364-0.0034624i,-0.00060593-0.0024178i,-0.00074346-0.0007148i,-0.001073+0.00025683i,-0.001356-7.3316e-05i,-0.001442+0.00013016i,-0.0016517-7.7278e-05i,-0.0015648+0.00013907i,-0.00046128+0.00050668i,4.8975e-05+0.00016641i,-0.00059232-0.0001378i,-0.00015704-0.00058927i,0.00067283-0.00063912i,0.00098652-0.0009697i,0.0004424-0.0011514i,0.00040903-0.00086561i,0.00080058-0.00043585i
-0.00048869-0.00059009i,-0.0015021+0.00084007i,-0.0016094+0.0015026i,-0.00060825+0.00067921i,0.00082837-0.0012349i,0.0020293-0.0025152i,0.001896-0.0025112i,0.00080929-0.0020929i,-0.00070512-0.0021781i,-0.0016585-0.0017941i,-0.0015392-0.00073661i,-0.00042893-0.00033018i,0.00089251+5.8241e-06i,0.00069997+0.00078223i,0.00035305+0.0012056i,0.00033826+0.0010956i,0.00024672+0.00058348i,0.0001717+0.00010941i,0.00015948+0.00012027i,0.00078982+1.1828e-05i,0.00095154-6.0175e-05i,0.00026163+6.7121e-05i,-0.00061039-0.00076691i
0.00065054-0.00077564i,-0.00019386-0.0015546i,-0.001893-0.0021105i,-0.0021462-0.00083053i,-0.00057549+0.00094208i,0.00038976+0.0017985i,-0.00012885+0.0010898i,0.00037377+0.00019863i,0.0011822-0.00037041i,2.901e-05-0.0019105i,-0.00072666-0.0018309i,-0.0006007-0.00031788i,-0.00081062+0.00010169i,-0.0010956+0.00015917i,-0.00076597-2.8342e-05i,-0.00050967+0.00043608i,-0.00060518+0.00062311i,-0.00050753+0.00034549i,-0.00013249+0.00029414i,0.00024877+0.00059227i,0.00043986+0.00052807i,0.00040828-6.7863e-05i,0.00014127-1.5947e-05i
0.00070907-0.0022576i,0.00042841-0.0025726i,0.00033071-0.0031671i,-0.00055357-0.0021679i,-0.0020523+0.00026325i,-0.002424+0.0014338i,-0.002092+2.8351e-05i,-0.00055247-0.00070427i,0.00022023-0.0012565i,0.00028554-0.0010086i,0.00025842-0.00044143i,0.00024544-0.00065226i,-0.00018694-0.00035958i,-0.00091617-0.00013731i,-0.00097756+8.4276e-05i,-0.0011695-8.9486e-05i,-0.00098678-0.00042508i,7.202e-05+5.1918e-06i,0.00087235+0.00021688i,0.00037995-9.863e-05i,-0.00086226-0.00018153i,-0.0012686-0.0003366i,-0.00072796-0.00054928i
-0.00038749-0.0015011i,-0.00057706+0.00046174i,0.00082528+0.00020785i,0.00077612-0.001442i,-0.0016622-0.0024347i,-0.0030879-0.0028084i,-0.0018484-0.0038883i,-0.00059867-0.0031224i,-0.00032951-0.00056727i,-0.00020938+0.00058866i,-0.00036642+0.00050289i,-0.00016893+0.00026023i,0.00044511-0.0003086i,0.0004117-0.00066228i,-0.0001149-0.00033971i,4.7244e-05-0.00057152i,0.00038761-0.0012399i,0.0011411-0.0014911i,0.0014245-0.0013687i,0.00045166-0.0013688i,-0.0004343-0.0013872i,-0.00028237-0.0011882i,0.00053154-0.00022153i
0.0017418+0.0012808i,0.0011349+0.00018694i,0.0014401+0.00075931i,0.0020287+0.00060617i,0.0024797-0.0014074i,0.002878-0.0033454i,0.0024262-0.0033323i,0.0011066-0.0025212i,-0.00017414-0.0019607i,-0.00082445-0.0014122i,-0.00080712-0.00078554i,-0.0011822-0.00021897i,-0.0019993+0.00096601i,-0.001697+0.0021854i,-0.00084521+0.0026982i,0.00010477+0.0017334i,0.00013434+0.0010277i,-8.6196e-05+0.0007142i,0.00064354+0.00014182i,0.00074987+0.0002147i,0.00079673+0.00019911i,0.00074546-5.3894e-05i,-0.00020927-0.00034088i
-0.00033863-0.0006697i,6.4785e-05+0.00039927i,-0.0021809+0.0012384i,-0.0020616+0.0019035i,0.00063543+0.0032535i,0.0028847+0.0035281i,0.0022613+0.0020836i,0.00040628+0.0011034i,-0.00047301-0.00030681i,9.0114e-05-0.0017723i,0.00072012-0.00089195i,0.00034444+0.00026967i,-1.1945e-05+0.00038742i,0.00025155+0.00017531i,0.00058159-0.00042712i,6.0811e-05+6.1807e-05i,4.3647e-05+0.0011662i,0.00063128+0.0012586i,0.00059829+0.00096422i,4.2032e-05+0.00088746i,0.0005672+0.00062296i,0.0012619+0.0002337i,0.00078148-0.0004716i
-0.00097881+0.00030797i,-0.0021781+0.001031i,-0.0018239+0.001063i,0.00015507+0.00061438i,-0.00023895+0.0012516i,-0.0019038+0.0020797i,-0.0013131+0.0014396i,-0.00044972+7.6964e-06i,0.00036284-0.00054089i,0.00095549-0.0012079i,0.00022755-0.0018664i,-0.00025306-0.0012795i,-0.00011929-6.7759e-06i,-0.00058079-0.00035673i,-0.0010872-0.00075663i,-0.0010767-8.2728e-05i,-0.00097357-6.1985e-05i,-0.00063861-0.00012524i,6.2526e-05-0.00015272i,0.00057534+0.00033675i,-0.0002062+0.00060461i,-0.00071862+0.00057795i,4.1468e-05+0.00055552i
-0.00023595-0.0020649i,-0.00088383-0.0023579i,-0.00086146-0.0023883i,-0.00049666-0.0021139i,-0.0022319-0.0026893i,-0.0030023-0.0040419i,-0.0023327-0.0041464i,-0.0018333-0.0030342i,-0.0012202-0.0019047i,-0.00083423-0.001175i,-0.00078665-0.00071879i,-0.0011285-0.00036715i,-0.0013714-0.00041489i,-0.0011392-0.00068423i,-0.0007242-0.0006317i,-0.00038072-0.00090094i,0.00045269-0.0006072i,0.00099261-0.00049459i,0.00067416-0.00098699i,2.599e-05-0.0011511i,-0.00031312-0.00067536i,-3.4217e-05-0.00059705i,0.00046513-0.0010215i
0.0026083+0.00039265i,0.0027599+0.0018493i,0.0021623+0.0028996i,0.0012887+0.0012773i,0.0012698-0.0010687i,0.0012883-0.0024916i,0.0017585-0.0031076i,0.0012471-0.00272i,-0.00067363-0.0021985i,-0.0014004-0.0012547i,-0.0013731-0.00057963i,-0.0013049-0.00069143i,-0.001217+0.00021422i,-0.0012983+0.0013954i,-0.00087653+0.00089887i,-0.00015655+0.00032838i,0.00025224-0.00018094i,0.00097049-0.00040397i,0.0015337-0.00031903i,0.00063448-4.7721e-05i,-0.00029148-0.00057862i,-1.1681e-05-0.001299i,5.1932e-05-0.00047847i
-0.001358-0.0016183i,-0.0023527+3.946e-06i,-0.0031489-0.00010817i,-0.0025376+0.00055916i,4.9793e-05+0.0024323i,0.0022295+0.003084i,0.0025447+0.0025183i,0.001831+0.00034904i,0.0012284-0.0019021i,0.00062369-0.0014809i,0.0004037+5.0693e-05i,0.00042149+0.00068995i,0.00048693+0.0012106i,-4.3366e-05+0.0012156i,-0.00026564+0.0010697i,-5.7214e-05+0.00087294i,-0.00035832+0.00027865i,-0.00046961+0.00034191i,-0.00072671+9.2142e-05i,-0.00051436-0.00028148i,0.0011062-0.00024242i,0.0018452-9.2483e-05i,0.0012528-0.00011996i
-0.00073769-0.00067345i,-0.00084328-0.0018888i,0.0019608-0.0018231i,0.0022849-0.0020573i,-0.00045887-0.0019737i,-0.0028918-0.00018521i,-0.0038391+0.0010122i,-0.0025955+0.00033638i,-0.0010487-0.00072769i,-0.00048647-0.0012523i,-0.0001466-0.00067197i,-0.00017551-0.00013573i,-0.00026297-0.00052606i,-0.00095332-0.00011259i,-0.0014679+0.00029032i,-0.0012416+0.00037617i,-0.00078475+0.00039537i,7.7512e-05-4.353e-05i,3.7549e-06-0.00027724i,-0.00022799-0.00057162i,0.00028087+0.00016718i,0.00079255+0.0010813i,0.00062874+0.0011318i
0.004278+0.001573i,0.0043734+0.0012228i,0.0055671+0.00062373i,0.0035433-0.00031546i,-0.000745-0.002578i,-0.003989-0.0052013i,-0.0044494-0.0050212i,-0.0022773-0.0037846i,-0.00078228-0.0026032i,-0.0011272-0.0022339i,-0.0015661-0.0013534i,-0.0012052+0.00013748i,-0.0010892+0.0011104i,-0.001304+0.0010412i,-0.00039375+2.4098e-05i,0.00058989-0.00081939i,0.00047529-0.00075851i,0.00036299-0.00028096i,-0.00025992-0.00044809i,-0.00050461-0.00069453i,-0.00058049-9.5902e-05i,-0.00043074+0.00045315i,-0.00015452+0.00012782i
0.0010503+0.0009208i,0.0010839+0.0019102i,9.0992e-05+0.0011751i,-0.00054622-0.00089041i,9.3919e-05-0.0036595i,0.0011021-0.005033i,0.001362-0.0047067i,0.0010812-0.0034462i,8.1421e-05-0.002019i,-0.00052084-0.0010704i,-0.001277-0.00083655i,-0.0015979-0.00088908i,-0.00126-0.0011794i,-0.00084285-0.00048572i,-0.00022018+0.00088113i,-0.00010245+0.00049299i,0.00062544-0.00087472i,0.00046818-0.0013373i,-0.00012942-0.0012825i,-0.00030765-0.0012195i,-0.00029854-0.0019762i,5.3054e-05-0.0020056i,-7.3221e-05-0.001585i
-0.0028802-0.000574i,-0.0038918+0.00015317i,-0.0041377+0.00020299i,-0.0020604+0.0010525i,0.0021014+0.0017438i,0.0052816+0.0026754i,0.0048005+0.0038026i,0.0025987+0.0024548i,0.0010454-4.6765e-05i,-0.00013254-0.00070257i,-0.00075936-0.00021097i,0.0001999+3.2831e-05i,0.00065042+0.0006207i,-3.5068e-05+0.0013063i,-0.00074122+0.001388i,-0.00025918+0.0012886i,0.001091+0.0011505i,0.0013217+0.00038975i,0.00065472-4.2883e-05i,0.00038074-0.00040717i,0.0012539-0.0012556i,0.0015918-0.0019839i,0.0011044-0.00069036i
0.001881-0.00030215i,0.0025911-0.0018456i,0.0025523-0.0028365i,0.0021248-0.00233i,0.00056382+0.00097784i,-0.0015168+0.0042043i,-0.0029482+0.004681i,-0.0017699+0.0028798i,2.3591e-05+0.00060649i,-1.3327e-05-0.00086408i,-0.00053998-0.0005827i,-0.0011446+0.00050497i,-0.00096307+0.00075076i,-0.00067383+0.00062542i,-0.00071511+0.00033146i,-0.0013639+0.00044601i,-0.0013793+0.00067463i,-0.00027006-4.0237e-05i,0.00014211+0.00011416i,0.0004625+0.00080892i,0.0010211+0.0017771i,0.00088339+0.0019509i,0.00053284+0.00060007i
0.002452-0.0010667i,0.0033592-0.0007769i,0.002285-0.0012675i,-0.00075616-0.0012788i,-0.0050912-0.002151i,-0.0070502-0.0038794i,-0.0058212-0.0050707i,-0.0034348-0.0047093i,-0.0016031-0.0037583i,-0.00081584-0.0033605i,-0.00036978-0.0019001i,-0.00045245-0.00050277i,-0.00030448-6.4615e-05i,0.00010202-0.00012952i,-0.00029504-0.00071553i,-0.0012895-0.0013184i,-0.0017598-0.0017596i,-0.0006489-0.001361i,0.00064454-0.00098841i,3.1149e-05-0.00032958i,-0.0010889+0.00096389i,-0.00098215+0.0013989i,-0.0010147+0.0012306i
-0.00052548-0.0021252i,-0.0020487-0.0011069i,-0.0025669-0.0018738i,-0.0029413-0.0036495i,-0.0017799-0.0061622i,0.0013277-0.0074013i,0.0032016-0.0062196i,0.0022622-0.0039544i,0.00059086-0.0026562i,-0.00011746-0.0010877i,-0.0004123+0.0002766i,-0.00061019+0.00018612i,-0.0013238-0.00044278i,-0.00057261-0.0005468i,-3.1974e-05-0.00061519i,0.00011563-0.001394i,0.00099027-0.0020083i,0.00060821-0.0022495i,-0.00050353-0.0023342i,-0.0017335-0.0023616i,-0.0028453-0.0024358i,-0.0019084-0.00232i,-0.00088835-0.0018767i
-0.002111-0.0022585i,-0.0028798-0.0014482i,-0.0027889+0.0010997i,-0.00025513+0.0017731i,0.0036476+0.0016499i,0.0070553+0.0015697i,0.0076437+0.0015604i,0.0051735+0.0020735i,0.002307+0.0020519i,0.00080827+0.00093839i,8.2554e-05+0.0004051i,-0.00034112-0.00013244i,-0.00066155+0.00034105i,-0.0012179+0.0020119i,-0.00063076+0.0021048i,0.00070625+0.0010955i,0.0016905+0.00043821i,0.0015916+0.00081379i,0.0014212+0.00068574i,0.0020115+2.2613e-05i,0.001558-0.00079388i,0.00085913-0.0016311i,0.0013056-0.00099986i
0.0021006-0.00086174i,0.0032446-0.0013882i,0.0027988-0.0016855i,0.0014843-0.00028746i,-0.00030695+0.0021928i,-0.0020352+0.0048952i,-0.0024814+0.0055421i,-0.00152+0.0036836i,-0.00041133+0.001912i,0.0003137+0.00059503i,0.00033664+0.00038569i,-0.00058593+0.0016193i,-0.0011871+0.0017485i,-0.0016579+4.0006e-06i,-0.0017005-0.00025522i,-0.0012443+0.0016173i,-0.00076901+0.0015322i,-0.00031533+0.00011341i,0.00035239-0.00053244i,0.00076131-0.00068672i,0.0011478+0.00033136i,0.0018831+0.00058685i,0.0017802+0.00057272i
