-0.00042841+0.00021459i,0.00036672-0.0010758i,-0.0010006-0.00085348i,-0.0012822+0.00051437i,-0.0011326+0.002004i,-0.00068395+0.0022127i,0.00016298+0.0016404i,0.00096678+0.00089729i,0.0012893+0.00020041i,0.0016532-0.0004761i,0.001761-0.00048379i,0.00054726-0.00065008i,-0.00011496-0.0010591i,2.1024e-05-0.0013648i,-0.00039823-0.00049242i,-0.00048909+0.00026709i,-0.00015631+0.00028071i,-0.00038807+8.6022e-05i,-0.00048284-0.00027132i,-0.00047598-0.00016686i,-0.00058731+2.2632e-05i,-0.00020517+0.00068817i,0.00052017+0.00096893i
0.00078695+0.0015996i,0.00055228+0.0015496i,-0.00062962+0.0012576i,-0.00053978+0.0013008i,0.00012185+0.0017413i,0.00072296+0.0024166i,0.00035212+0.0017324i,-0.00015903+9.4361e-05i,-0.0002685-0.00091447i,-0.00026701-0.00075711i,-0.00033375+6.214e-05i,-0.00026228+0.00081857i,0.00041737+0.0011772i,0.00043113+0.0003643i,-0.00023395+6.2645e-06i,-0.00055312+0.00041826i,-0.00036617+0.00015609i,8.6717e-05+7.2714e-05i,-0.00014364+0.00040047i,-0.00017392+0.00020371i,0.00011694+0.00048691i,8.9101e-05+0.00066854i,0.00033705+0.00018137i
-0.00070191+0.0011397i,-0.00052347+0.00103i,-0.00076303+7.1426e-05i,-0.00047433-0.00066854i,0.00029494-0.0007807i,2.2587e-05-0.00042899i,-0.00082608+0.00027154i,-0.00097157+0.00023451i,-0.00057319-0.00014311i,-5.5423e-05-0.00011974i,0.00018689-4.7259e-06i,0.0001584+0.00043651i,-0.00038793+0.00061887i,-0.00045054+0.0005532i,-9.8626e-05+1.5522e-05i,6.1401e-05+9.2863e-05i,-0.00028313+0.00089824i,-0.0006638+0.00079852i,-0.00051875+3.3841e-05i,-0.00046825-0.00084789i,0.00013885-0.00092343i,0.00052719-0.00013868i,0.00039367+0.0001916i
2.7844e-05-0.00053071i,-0.0004274-0.0004225i,-5.3102e-05-3.7675e-05i,0.0011158+0.00045627i,0.0012385+0.00074424i,0.0012875+2.0488e-05i,0.00069221-0.00032167i,0.00010062-5.7716e-05i,0.00032557-3.3645e-05i,0.00044984+0.00022899i,0.00016022+0.00033135i,-6.1807e-05-0.0002589i,-5.7192e-05-0.00057359i,0.00028287-0.00064238i,0.00049218-0.0010211i,0.00013526-0.00098979i,-0.00064664-0.00013818i,-0.00084384+0.00070955i,-0.00058701-2.6816e-05i,-0.00041365-0.0009007i,-0.0001334-0.0005938i,0.00044623+8.3599e-06i,0.00051953-0.00015999i
0.0010633+0.0004194i,0.00058649-0.00087636i,-0.00069783+3.6707e-05i,-0.00071866+0.00065594i,3.6165e-07+0.00018996i,0.0003195+0.00050963i,0.00032484+0.00086153i,3.8722e-05+8.005e-05i,0.0003319-0.00025594i,0.00083326+0.00027889i,0.00083722+0.00030894i,0.0010749+0.00046186i,0.0003677+0.00093309i,-0.00099605+0.00072326i,-0.00094324-0.00018588i,-1.5047e-05-0.00073683i,0.0003154-2.3449e-05i,5.825e-05+0.00055079i,-0.00040112+0.00049883i,-0.00015858+0.0006733i,1.2562e-05+0.00042957i,-4.8252e-05+0.00048794i,-0.00034355+0.0003124i
-0.00063904+0.0016563i,0.00011943+0.0012863i,0.00016331+0.00088625i,-0.00025733+0.00050712i,-0.00031295+0.0015055i,-0.00018698+0.0015251i,-0.00026909+0.00059889i,-0.00023332+0.00073076i,-0.0001904+0.00078104i,-0.00030019+0.00035622i,-0.00021275+0.00010256i,-0.00035651-0.00039195i,-0.00040582-0.0010342i,0.00019498-0.00079634i,0.00035122-0.00021832i,-0.0001146+0.00027621i,0.00013214+0.00037531i,0.00032078+0.00062473i,-8.13e-05+0.00052694i,-0.00050502+0.00031879i,-0.00060765+0.00059349i,-9.5118e-05+0.0010344i,3.9645e-05+0.00089993i
0.00030265-0.00041113i,-0.00078534+0.00039724i,-0.0013773-0.00070102i,-0.0012372-0.00057628i,-0.0012894+0.00043623i,-0.00044899+0.0010019i,0.00058012+0.0006914i,5.8221e-05-0.00045863i,-0.00017774-0.0010963i,-4.1481e-06-0.00085182i,-0.00071472-0.00060952i,-0.00066847-0.00010958i,0.00025007+0.0010687i,0.00047877+0.0010031i,0.0004485+0.00056941i,0.00051719+0.00010886i,0.00077839+0.00035149i,0.0005444+0.00068868i,0.00015881+0.00046875i,6.1057e-05+0.00027187i,-0.00010804+0.00013423i,-0.00012207+0.00035038i,-0.00053306-0.00014905i
-0.00031522-0.00098386i,-5.4584e-07-0.00075184i,-0.00035907-0.00053894i,-0.00090432+2.5686e-05i,-0.00098322+0.0011339i,0.00010818+0.0015734i,0.0010586+0.00074696i,0.0010397-0.00017988i,0.00072892+7.8191e-05i,0.00014701-0.00023197i,-0.00018074-0.00082063i,-1.8008e-05-0.00032935i,0.00018059-9.5661e-05i,0.00017317-0.00014173i,-0.00059425-0.00010565i,-0.0008244+4.549e-05i,0.00018496+0.00049078i,0.00061196+0.00083227i,0.00024396+0.00082186i,-0.00050237+0.00035161i,-0.00052323-0.00010577i,0.00014314+0.00034942i,0.00061743+0.00066019i
-5.0146e-05+0.00084381i,0.00074739+0.0010937i,7.8393e-06+0.00097209i,-0.0010289+0.00076753i,-3.2468e-05+0.00072216i,0.00086764+0.0014915i,0.0012109+0.00098647i,0.0017344+0.00021309i,0.0011366+0.00022i,0.0002853+4.5007e-06i,0.00047528+0.00046583i,0.00085833+0.00076596i,0.0010948+6.1679e-05i,0.00096809-0.00062441i,0.00059216-0.00041615i,0.00037784+0.00033278i,0.00054549-4.7352e-05i,0.00042598-0.00017602i,0.00024101-0.00012359i,0.00016073-0.00019248i,-5.782e-05+0.00034168i,2.5268e-05+0.0013609i,-0.00055887+0.00117i
0.00096855-5.543e-05i,0.0012953-0.00048209i,0.00037299-0.00055491i,-1.6302e-05-0.00078447i,0.00063816-4.4553e-05i,0.0011453+0.00099961i,7.3714e-05+0.0010472i,-0.00076072+0.00060911i,-7.5289e-05-0.00029356i,0.00089192-0.00086378i,0.00061642-0.0013283i,-0.00022138-0.0011835i,-0.00024372-0.00024256i,-0.0008605+0.00094739i,-0.0011186+0.00054868i,-0.00061896+0.00036958i,-0.00038841+0.0010271i,-0.00014827+0.00032777i,0.00032796-0.00039027i,0.00074608-0.00040093i,0.00059689+2.1979e-05i,3.211e-05-0.00033074i,1.6377e-05-0.00054057i
0.0011079-0.00061751i,-0.00051884-0.00083011i,-0.0011718-0.001133i,-0.00074448-0.00068132i,-0.00044329-0.00066431i,-0.00035028+0.00046555i,0.00043153+0.00085903i,0.0011608-1.2035e-05i,0.0010557-0.00042099i,0.0003894+7.5922e-06i,0.00064347-0.00040428i,0.00062295-0.00037274i,0.00021954+0.00057825i,-0.00024344+0.00040205i,-0.00061365+0.00021612i,-0.00039695+0.00020405i,1.7397e-05-9.7584e-05i,-9.8678e-05-0.00068764i,-9.0052e-05-0.00089765i,-0.00029669-7.828e-05i,-0.0005575+0.00059562i,-0.00072995+0.00037802i,-0.0010741+0.00014201i
0.00032896+0.0018792i,0.00076019+0.0016233i,0.0010698+0.0025469i,0.00064428+0.0023253i,0.00052709+0.0018155i,0.00098082+0.0015232i,0.0007391+0.0005358i,-0.00019925-0.00051i,0.00019864-0.00047677i,0.00042003-2.567e-05i,0.00071607-0.00011938i,0.00041314+1.7377e-05i,-0.00050479+0.00019341i,-0.00070222+0.00030772i,-0.0012133+0.00081389i,-0.0013188+0.0006813i,-0.0010065+0.00037465i,-0.00058236-5.9853e-05i,0.00034226-0.00045114i,0.00075223-4.615e-05i,0.00075709+3.7171e-05i,0.00066693-0.00039418i,0.00023034-0.0003375i
-0.00054392-0.00079593i,-0.00070457-0.0010671i,-0.00036394-0.00087705i,-0.00071444-0.00048901i,-0.0010478+0.00022195i,-0.00034674+3.5324e-05i,0.00039366-0.00010328i,0.00012401-0.00044907i,0.00017507-0.00058021i,0.00052272-0.00048993i,0.00029122-0.00037305i,-0.00017051-0.00024324i,-0.00017012+0.00018669i,2.1874e-05-0.00016279i,0.00089629-5.586e-05i,0.0015486+5.7799e-05i,0.0010923-8.9633e-05i,0.00069257-8.3216e-05i,0.00035401-0.00039876i,-0.00054695-0.00013911i,-0.0006062+0.00083174i,-0.0003642+0.00044688i,6.6215e-05-0.00024331i
0.0012999-0.00018654i,0.0014539-0.00043113i,0.00063218-0.00011904i,0.00040753+0.00012323i,0.00097395+9.2927e-05i,0.00068183+0.00042532i,-0.0002827+0.0007002i,0.00011992+0.00049281i,0.00071627-0.00013995i,0.00027082-0.00045155i,0.00027368-0.00062786i,0.00034957-0.00049656i,0.00022112+0.00020302i,-0.00018466+0.0001377i,-0.00033446-0.00034277i,-4.3489e-05+1.1456e-05i,0.00038122+0.0009839i,0.00075053+0.0011541i,0.00042093+0.00012104i,0.00027566-0.00067248i,4.8108e-05-0.00011786i,-0.00044333+0.00050667i,-0.00040605+0.00073347i
0.0012687+0.0014082i,0.0014369+0.0025591i,0.0013167+0.0019621i,0.0011521+0.00048983i,0.00066947-4.9581e-05i,-5.2164e-05+0.00019687i,0.00039259+0.00029293i,0.00064351-0.00022301i,0.00048923-0.00021087i,0.00025483+0.00015871i,0.00047773-0.00048194i,0.00087503-0.00019834i,0.00079561+0.00039748i,0.00077444-0.00033653i,0.00054163+8.9929e-05i,0.00046835+0.0011536i,0.00082451+0.001468i,0.00082296+0.0011189i,0.00038572+7.6211e-05i,0.00044949+0.00022061i,0.00037821+0.00052644i,-0.0003045+6.0154e-05i,-0.00047146+6.7524e-05i
0.001251-0.00081323i,0.00080167-0.00016452i,-6.8368e-05-0.00018021i,-0.00066702-0.00085526i,-7.5195e-05+8.8811e-06i,0.00037082+0.00085429i,-0.00027756+0.0014787i,-0.00068244+0.0013031i,2.8966e-05-9.3743e-05i,7.0324e-05-0.00091572i,-0.0001016-0.00082218i,0.00014723-0.00066621i,0.00016098-0.00079051i,0.00019896+0.00015773i,0.00025694+0.00085694i,-9.3952e-05+0.00033791i,-0.00077414-0.00043386i,-0.00083129-0.00055814i,-0.00023492-0.00060168i,-0.00015305-0.00033612i,-0.0004623+0.00036105i,-9.9293e-05-0.00026679i,4.9699e-05-0.0012006i
0.00050291-0.00076801i,-0.0003378-0.0018079i,-0.00034694-0.001093i,0.0005014-0.00037718i,0.0012557+0.00012967i,0.0011069-0.00013156i,0.00074134-0.00077821i,0.0010652-0.00054129i,0.00090314-0.00023537i,0.0004739-0.00025719i,0.00036184-0.00034113i,5.5142e-05-0.0010293i,-0.00091309-0.0013442i,-0.0012105-0.00056873i,-0.00026411+0.00042437i,0.00050628+0.00074714i,0.00064477+0.00065867i,0.0005385+0.00055941i,-9.1575e-05-0.00040055i,-0.00045503-0.00028207i,0.00028389+0.00035585i,0.00066676+0.00021613i,-4.6411e-05-6.0351e-05i
0.00064581+0.0019764i,0.00012719+0.0014199i,0.0001812+0.0014081i,0.0010021+0.00094897i,0.00085695+0.00035113i,0.00025477-6.8715e-05i,0.00016883-0.00040912i,0.00065632-0.00069164i,0.00058889-0.00074631i,0.0001986-0.00037133i,4.5408e-06-0.00021996i,-0.00049261-0.00056708i,-0.00024819-0.0010404i,0.00063234-0.00088483i,0.00041956-5.7503e-05i,-0.00023296+0.0002497i,4.0631e-05+0.00011396i,5.195e-05-0.0001856i,-0.00011116-0.0001736i,-1.4639e-05+0.00029913i,0.00027441+0.00044075i,0.00060366-0.00014128i,0.00072327-0.00036656i
0.0012023-0.00072743i,3.3863e-05-0.0009196i,-0.0005566-0.00071989i,-0.00079264+0.00039557i,-0.0012958+0.0016296i,-0.001839+0.001451i,-0.000939+0.0006592i,0.00053638+0.00031723i,0.0011108+0.00031901i,0.00076751+0.0002405i,4.7943e-05-0.00075404i,-0.00064195-0.00046137i,-5.8935e-05+0.0012765i,0.00075761+0.0016969i,0.00046888+0.00090184i,-0.00010888+0.00019517i,-8.1491e-07-0.00019385i,-0.00030573-0.00030737i,-0.00055021-0.00016048i,0.00020192-7.7088e-05i,-1.1532e-05+0.00013423i,-0.00042044+0.00018423i,-0.00019153+0.00022125i
-0.0018775-0.0013159i,6.901e-05-0.0016297i,-0.00016652-0.00017213i,-0.00011114+0.0009126i,0.00083832+0.00090359i,0.0023158+0.00089844i,0.0027238+0.00077626i,0.0013959+0.0010766i,0.00085587+0.0010563i,0.00086363+0.00052301i,0.00057279-0.00029165i,0.00038351-0.00018698i,9.1881e-05+0.00048219i,-0.00027763+0.00053881i,-0.00067972+0.00051824i,-0.00014919+0.0004434i,0.00039793+0.0007681i,0.00045582+0.00059017i,0.00074084-0.00017004i,0.00057077-0.00012978i,0.00017848+0.00026919i,0.00023863+0.0001311i,0.00058771+0.00026247i
0.00041357+0.0018162i,-1.3159e-05+0.0010919i,-0.00064723+0.00082849i,-0.00024149+0.00047437i,0.00050954+0.00047101i,0.0007091+0.0005058i,0.001125-0.00038923i,0.00076274-0.00067952i,0.00064201-0.00060962i,0.0012649-0.00087161i,0.0013628-0.0009522i,-0.00014873-0.00042016i,-0.00041749-0.0003474i,-0.00013238-0.00040776i,-0.00071801-0.00039548i,5.1842e-05+0.00035463i,0.00098318+0.00097165i,0.0002082+0.00038902i,-0.00093835-0.00039422i,-0.00031708-0.00014357i,5.1179e-06-0.00040158i,-0.00021578-0.001332i,-3.5361e-05-0.0013441i
-6.4491e-05+0.00142i,-0.00030626+0.0007295i,6.0054e-05+0.0012001i,0.00016434+0.0014685i,0.00028717+0.00079154i,0.00052306-5.4865e-05i,4.8055e-05+0.0005039i,6.3805e-05+0.0006943i,0.0005046+4.3041e-05i,0.00089026-4.3928e-05i,0.00088974-0.000314i,0.00090786-0.00049977i,0.00061867-0.00024309i,-0.00017735+0.00038963i,-0.00052681+0.00040316i,-0.00081713+0.00030385i,-0.0001743+0.00052318i,0.00031874+0.0004237i,0.00024053-0.00023671i,0.00013356-0.00017895i,5.2409e-05+0.00028241i,0.00031074+0.00030072i,0.00062448+0.00041402i
-0.0013147+0.0013386i,-0.0010452+0.00049904i,-0.0013721+0.00069964i,-0.00059369+0.0010466i,0.00038308+0.0013894i,0.0019773+0.0013065i,0.00332+0.00056076i,0.0019073-0.00011306i,0.0007084-0.00082503i,0.0011124-0.00071754i,0.001135+0.00042947i,0.00033995+0.001168i,-4.3912e-05+0.0013608i,-0.00046224+0.0011428i,-0.00015015+0.00087537i,0.00051846+0.00021126i,-0.00025384-0.00027701i,-0.00035391+0.00028442i,-0.00013821+0.0011189i,-0.00020055+0.00036761i,5.7644e-05-0.00031703i,0.00067303+0.00045201i,0.00067998+0.00064583i
-0.00023124-0.00052555i,-0.00034315+0.00010253i,-0.00021647+0.0011902i,0.00075339+0.0017017i,0.0012858+0.0012253i,0.0013687+0.00063488i,0.00079519-0.0001884i,-1.1227e-05-0.00054308i,-6.8917e-05-0.00015317i,0.00022718-0.00020755i,-0.00018877-0.0010155i,-0.00055642-0.00087095i,3.7524e-05-0.0005543i,-0.00023884+4.079e-06i,-0.0010311+0.00049847i,-0.00069484-3.628e-05i,8.0446e-05-0.00026965i,0.00065673-0.00033926i,0.00052163-0.00040244i,9.4217e-05-0.00058374i,1.8593e-05-0.00046281i,4.7652e-06-7.4899e-05i,0.000341-0.00029552i
0.00090801+0.00040713i,0.00020848+0.001667i,0.00062317+0.0011964i,0.00023791+0.00036239i,-0.00046766+0.00073919i,-0.00037367+0.001675i,0.00072267+0.0018126i,0.0013968+0.00031612i,0.00044126-0.00015416i,0.00032298-5.1962e-05i,0.00063881-0.0002875i,0.00074841-0.00031762i,0.00065232-0.00010434i,-0.00015335+0.00026705i,0.00028635+0.00060077i,0.00037793+0.00062676i,2.6662e-05+0.0003243i,5.6185e-05-0.00015884i,0.00038398-0.000346i,0.00080406-1.1324e-05i,-0.00018504-0.0004853i,-0.00098442-0.0011247i,-0.0005711-0.0003872i
-0.00013663+0.0011289i,-4.5645e-05+0.00034778i,-0.00029781+0.00019703i,-0.00039715-8.6767e-06i,-3.2677e-05+0.00035791i,0.00080688+0.0016213i,0.0008561+0.0014237i,0.00066861-0.00024198i,0.00016595-0.00013828i,0.00044457-7.6649e-06i,0.000494-0.00023866i,0.00041775+0.00021034i,0.00038699+0.00030656i,0.00029421+0.00021921i,0.00035155+0.00070418i,0.00067002-0.0001673i,0.00091176-0.00050012i,0.00045534+8.2276e-06i,-0.00048758-0.00021843i,-0.00041233-0.00032067i,-0.00011195-9.787e-05i,-0.00057802-6.9849e-05i,-0.00076489-0.00055535i
0.00086287-0.00058184i,0.0012676-0.0002885i,0.00075098-0.0003323i,0.00019781-0.0004238i,0.00034036+1.3008e-06i,0.00050224+0.00048979i,5.848e-05+0.00076977i,-0.00010475+0.00043283i,0.00029164+0.00010417i,-0.00012319-4.2683e-05i,-0.00084514-0.00040077i,-0.00075806-0.00042261i,-0.00067586+8.0371e-06i,-0.00092275-7.5009e-05i,-0.00010191-0.00048317i,-1.2124e-05-0.00025123i,-0.00055895+0.00015322i,-0.00048392-8.3881e-05i,-0.00039437-0.00051064i,-0.00026053-0.00038237i,-9.3992e-05-0.00047209i,-0.00014094-0.00052637i,8.6391e-06-0.00095091i
0.0011559+0.00046316i,0.0005156+0.00034057i,0.00052551+0.00050269i,0.0006585-8.399e-05i,0.00025568+0.00023105i,-0.00024858+0.0012189i,7.463e-05+0.0015797i,0.00037933+0.0009004i,0.00074799+0.00020833i,0.0010913-0.00047764i,0.00051354-0.00086402i,-6.2796e-05-0.00028591i,2.1528e-06-0.00021651i,-8.4622e-06-0.00040372i,-0.00054679-0.00021261i,-0.00022102+0.00047641i,0.00078271+0.00053629i,0.0015585+0.0003027i,0.001169+0.00030164i,9.0236e-06+0.00021706i,-0.00040155+0.00030334i,-0.00038126+0.00040156i,0.00022419+0.00025536i
9.4173e-05+0.0013374i,-3.8488e-05-0.00013347i,0.00017063-0.00017788i,-6.427e-05+0.00017568i,-0.00064643-6.6079e-05i,-0.0010311+2.4635e-06i,-0.00056661+0.00062454i,0.00035731+0.00059494i,0.00082323+0.00023864i,0.00056663+0.00016148i,-0.00027505+0.00016617i,-0.00016861+0.00033313i,-0.00041695-0.00010393i,-0.00059276-0.00014687i,-0.00083112+0.00033428i,-0.00083902-0.00016792i,-6.518e-05-0.00015633i,0.00033594+0.00011233i,0.00011303-0.00012229i,-1.8005e-05-7.9202e-05i,-4.4909e-05+0.00023429i,0.00035695+0.00021227i,-0.00037125-0.00014488i
0.00058798+0.00027234i,0.00062298+0.00052289i,0.00067307+0.00036548i,0.00020658+0.00064815i,-0.00028005+0.00082225i,-0.00018972+0.00040293i,0.00017161+0.00064752i,0.00041996-1.2014e-05i,0.0005796-0.00096087i,0.00023204-0.0011754i,-0.00089197-0.0011217i,-0.0010167-0.00041128i,4.0836e-05+0.00076172i,0.00070416+0.0010855i,0.0011069+0.00015667i,0.00065436-0.00031919i,-0.00044078-6.8202e-05i,-0.00068656+0.00067551i,-0.00019448+0.00074173i,-0.00048106+0.00049395i,-0.00037298+0.00062312i,0.00013987+0.0006683i,4.0943e-05+0.00076839i
-0.001611+0.00021905i,-0.0018326+0.00068726i,-0.0016902+0.00094265i,-0.0016087+0.0022096i,-0.00017604+0.0026314i,0.00050444+0.0014185i,0.0002354+0.00034201i,0.00047455+8.2798e-05i,0.00076973+1.0357e-05i,0.0011092+0.00012285i,0.00070344+3.4471e-05i,-0.00055294-0.00071011i,-0.00066357-1.3073e-05i,-2.6695e-05+0.00065515i,-4.5088e-05+0.0001315i,3.1435e-06+0.00021501i,-0.00041083+0.00032031i,-0.00078093+6.2654e-05i,-0.00035248+0.00030685i,0.00045372+1.9802e-05i,0.00075257-0.00034109i,0.00051217-1.9491e-05i,-0.00015931-1.56e-05i
-0.00083933-0.0031597i,-0.00051089-0.0034411i,-0.00040589-0.002356i,-0.00084369-3.1512e-05i,-0.00089124+0.0010612i,-0.00051677+0.0011741i,-7.5546e-05+0.00065537i,7.1711e-05-5.7235e-05i,0.00045553-0.00042649i,0.00018445-0.00091237i,-0.00024754-0.00077762i,0.00037843-0.00078496i,0.001048-0.00045435i,0.00053082+0.00030285i,-0.00053983+0.00034556i,-0.00082356-4.4357e-05i,-0.0010506-0.00037548i,-0.0006705+0.0002828i,0.00023901+0.00034269i,0.00047786+0.00023046i,-0.000746+0.0002818i,-0.0014254-0.00025846i,-0.00092536-0.00069672i
0.00094711+0.00049894i,0.001461+0.001138i,-0.00017597+0.0016924i,-0.00073407+0.0018076i,-0.00029513+0.0016879i,0.00019575+0.0013005i,0.0011604+0.0010311i,0.0011492+0.00063612i,0.00062954-0.00016174i,0.00050831-5.5114e-05i,0.0010428+0.0002782i,0.00089257+0.0004243i,2.5396e-05+0.00032144i,0.00013361-0.00036962i,-7.124e-07-0.00017379i,-0.0003696+0.00057544i,0.00020681+0.00064499i,0.00060294+0.00018538i,-0.00025955+0.00042839i,-0.00041303+0.00073025i,-0.00024571+0.00022127i,1.2241e-05-0.00015015i,2.3619e-05+8.2539e-06i
-0.0013596+0.00077333i,-0.00086433+0.00091682i,-0.0011236+0.00060714i,-0.00088335+0.0010015i,-1.7974e-05+0.0018633i,0.0010261+0.0017631i,0.0016197+0.0016482i,0.00131+0.00089609i,0.00067592-0.00032911i,0.00020788-3.7196e-06i,-0.00023762+0.00068512i,-0.00014282+0.00050577i,0.00022094-0.00029048i,-0.00024672-0.0008373i,-0.00028393+0.00032806i,0.00016979+0.0015805i,0.00021642+0.0018521i,0.00030937+0.00021245i,0.00028466-0.00070831i,-0.0005232+7.1578e-05i,-0.00062341-0.000352i,-4.4721e-05-0.00045089i,0.00070539-0.00021951i
-0.00070077-0.00093628i,-0.00026177-0.00041581i,-9.1969e-05-0.00074982i,0.00033786-0.0010321i,0.00041637-0.0002384i,0.00068986+0.00096266i,0.00065368+0.0015329i,-0.00016064+0.0008202i,-0.00056173+0.00018536i,0.00035162+0.00017471i,0.00037795+0.00083709i,-0.00013198+0.0005621i,0.00021972+3.5268e-05i,-0.00020475+0.00038024i,-0.00098918+0.00067247i,-0.0013353+0.00091238i,-0.00060075+0.00077959i,-1.617e-05+0.00014054i,0.00029139-0.00040408i,0.00057096-0.00062223i,-0.00011075-0.00079321i,-5.9019e-05-0.00051824i,0.00030274+0.00043536i
0.0011993-0.0015325i,0.00069667-0.0005327i,-0.0003897+0.00071625i,-0.0011111+0.00069581i,-0.00073649+0.001078i,0.0002736+0.0017105i,0.00079518+0.001904i,0.00085557+0.0011265i,0.00093388+0.00061286i,0.00074996+0.00014984i,0.00064964+0.00021231i,0.00097275+0.0001532i,0.00047283-0.00067724i,-0.00070641-0.00051555i,-0.00046336-0.00010502i,0.00013329+0.00014554i,8.4712e-05+0.00058095i,6.402e-05+0.00017487i,0.00058697+2.7949e-05i,0.0011976+0.00040738i,0.00085656+0.00012686i,0.00021329-0.00010544i,-0.0001369-0.00040484i
0.0012112+0.00079298i,0.0005962+0.00089046i,0.00032172-6.5124e-05i,-0.00020556-0.00039352i,-0.00066209-0.00015279i,-0.00027587+0.00058012i,0.00041227+0.00090493i,0.00029056+0.00071688i,0.00049477+0.00056693i,0.00024645+0.00020334i,0.00021793-3.2618e-05i,2.153e-05+0.00021261i,-0.00031484+0.0001043i,-0.00036494+0.00044552i,-0.00066554+0.00072028i,-0.00040468+0.00065277i,0.0001849+0.00057815i,0.0005574+0.0004063i,0.00061961+0.00074952i,9.6405e-05-4.4816e-05i,-0.00041074-0.0010844i,0.00018304-0.0008141i,0.00023268-0.00026067i
0.00087297+0.00043991i,0.0013096+0.00022359i,0.0022044-0.0006971i,0.0016788-0.00053208i,0.00068213-0.00054704i,-0.00019131-0.00043358i,0.00017743+2.5141e-05i,0.00053776+6.7257e-05i,0.00054955+0.00056503i,0.00041751+0.00069147i,-0.00037414+0.0003125i,-0.001113-7.6503e-05i,-0.00081249+0.00031557i,-4.5883e-05+0.0010863i,0.0003918+0.0016077i,0.0001787+0.0014235i,-9.9489e-05+0.00050174i,-0.00037063-0.00069273i,-0.00047591-0.00055913i,-0.00052842-5.6394e-05i,-0.00042137+0.00013371i,-0.00031387-0.00027612i,-0.00040057-0.00075593i
0.00064211-7.5416e-05i,0.0005148-0.00026545i,0.00052747+0.00036509i,0.00023457+0.00022719i,-0.00058074+0.00038718i,-0.00061188+0.00037599i,-0.00031656+0.00077157i,0.00061023+0.00050741i,0.00037686-0.00043369i,-0.00049802-0.00048685i,-0.00045982+0.0004632i,-0.00073925+0.0014426i,-0.00028044+0.0009297i,0.00033097+0.00018024i,0.00049593+0.00046459i,0.0005973+0.00067351i,0.00018269+0.0010827i,0.00040155+0.00050533i,0.00032414+0.0001106i,-7.2723e-05+0.00055981i,-2.7295e-05+0.00054637i,1.0453e-05-0.0001436i,1.614e-05+0.00010233i
0.0014416+0.0017701i,0.00073314+0.00083302i,-0.00016152-0.00013791i,-0.00031296-0.00052506i,0.00023756-7.0468e-05i,0.00043533-0.00015041i,0.00072611-9.8983e-05i,0.00047985+0.00055284i,-0.00010034+4.2024e-05i,-0.00040442-0.00038797i,-0.00061141-0.00043724i,-0.001502-0.0005336i,-0.0015075-0.00071453i,-0.00050726-0.00042531i,-0.00067386+0.00047906i,-0.00079783+0.0012291i,-0.00045597+0.0011566i,-0.00020295+0.00078051i,0.00040352+0.00070214i,0.00043598+0.00042105i,0.00018365-0.00013478i,5.1728e-05-0.00055486i,0.00031547-0.00067938i
-0.0010433+0.00011i,-0.00016036+0.00052096i,0.00023069+0.00063194i,-4.3897e-05+0.00034745i,0.00020572+0.00064668i,0.0002762+0.0012115i,0.00089457+0.00058983i,0.0014979-0.00021054i,0.0014606-0.00025339i,0.0017509+0.00015123i,0.0014038-3.7185e-05i,0.00069472+3.5987e-05i,0.00012113+0.00037576i,-0.00060236+0.00043971i,-0.00075927+0.00053902i,-0.00063484-7.6281e-05i,-0.00038795-0.00056935i,-6.3681e-05-0.00083311i,0.00025349-0.00096412i,0.00010762-0.00029231i,-0.00015704-8.9223e-06i,1.0448e-05-0.00057115i,2.3962e-05-0.00072567i
-0.00067213-0.00053265i,-0.00035593-0.0011913i,-0.00011223-0.00078227i,-0.00047161-0.00055839i,-0.00019425-0.00011284i,0.00063072+0.00027925i,0.00013034+2.5981e-05i,0.00017782-1.7098e-06i,0.00035661-0.00020705i,-0.00022638-0.00099388i,-0.00020209-0.00082289i,-0.00055035-0.00010723i,-0.00055225+6.6143e-06i,-0.00035391+0.00088368i,-0.00050747+0.00091693i,-0.0005261+0.00012518i,-1.2915e-05-0.00017978i,0.00060156+0.00041708i,0.0004607+0.00041144i,8.1459e-05-0.0004961i,0.00013009-0.00069213i,0.0004486-0.00010977i,0.00046748+0.0005169i
0.00075257-0.00022956i,1.2147e-05+0.000861i,-0.00054685+0.0009042i,-0.00068265+0.00036238i,-0.0012261+0.00051035i,-0.0011438+0.00071418i,-0.00011917+0.00058333i,0.00043623-2.8982e-05i,0.00082073+0.00020333i,0.0011002+0.00018783i,0.00037859-0.00035306i,-0.0002944-2.7618e-05i,6.1442e-06+0.0002774i,0.00045451-0.00022496i,0.00051573-0.00097399i,0.00068977-0.00029362i,0.00010256+0.00062223i,8.845e-05+0.00075591i,0.00037781+0.00073054i,0.00035955+0.00041337i,0.00047277+2.2047e-05i,5.0656e-05-0.00022775i,-0.00018165-5.135e-05i
