0.0012513-0.00068483i,0.0011182-0.00085248i,-0.00032455-0.0018026i,-0.001578-0.0024991i,-0.0018231-0.0020389i,-0.0011991+0.00038858i,0.00077688+0.0017297i,0.0016495+0.0013044i,0.0020466-0.00034688i,0.0020278-0.0015095i,0.0014064-0.0011081i,0.00025123-0.0006145i,-0.00067808-3.7086e-05i,-0.001064+0.0012027i,-0.0012026+0.00094411i,-0.00060971-1.488e-05i,-0.00029803-0.00036322i,2.9853e-05-0.00014327i,-0.00042709+0.00073087i,-0.0003981+0.00058773i,0.00012122+0.00036946i,0.0001545+0.00012918i,0.00012344+0.00017804i
-0.0015985-0.0006564i,-0.0011787-0.00054611i,-0.0017898+0.00032672i,-0.0013654+0.0008249i,0.00010016+0.00061622i,0.00031857+0.00057603i,-0.00028148+0.00020044i,0.00054536-0.0001685i,0.00055334+0.00030614i,0.00015127+0.0010006i,0.0013819+0.00066279i,0.0021492-0.00061179i,0.0023029-0.0013393i,0.0022936-0.00032752i,0.001287-0.00060116i,0.00012888-0.00154i,-0.00025425-0.00080361i,-0.0003925-1.5653e-05i,-0.00039291-0.00016408i,-0.0005564-0.00021799i,-0.00078452+0.00015099i,-0.00092634+0.0010531i,-0.00069836+0.0010469i
-0.00098812-0.0020298i,-0.00012677-0.0009069i,0.00038914-0.0018305i,0.00020962-0.0023854i,-0.00019816-0.00069145i,0.00019156+0.00046784i,0.0013766+0.00054021i,0.0015332+0.00041922i,0.0018515+0.00040829i,0.0017348+0.00047309i,0.0012346+9.2871e-06i,0.0015961-0.00042434i,0.0012549+0.00062249i,0.00022597+0.00095527i,-3.7644e-05+0.00080523i,-0.00050245+0.00038291i,-0.00083336+2.2077e-05i,-0.001275+3.7497e-05i,-0.0015226-3.5097e-05i,-0.00098604+0.00028349i,-0.00034383+0.00012322i,-0.00016228-0.00034157i,-0.00027717+6.6189e-05i
0.00010527+0.0019711i,-0.00058682+0.0010315i,-0.001186+0.00024531i,-0.0011911+0.00029852i,-0.000428-6.6911e-05i,-0.0011009-0.0007769i,-0.0020157-0.0012132i,-0.00099905-0.00043073i,0.00067026+2.6503e-05i,0.0014399-0.001436i,0.0010988-0.001671i,0.00040902-0.0004927i,-0.0006011-0.00016117i,-0.00081679-0.0006002i,7.1313e-05-0.00084573i,0.00048513+7.1186e-05i,0.00055666+0.00065051i,4.1229e-05+0.00014345i,-0.00034059-0.00041399i,-0.00024139-0.00025616i,-2.8836e-05-0.00067391i,0.00065636-0.00078225i,0.0012142-9.0355e-05i
0.0016001+0.00022601i,0.0025416+0.00080833i,0.0031341-9.331e-06i,0.0023564-0.00095077i,0.0018511-0.001123i,0.0018678-0.0007143i,0.0011287+6.0336e-06i,0.0011644+0.00019645i,0.00081496-2.0543e-05i,-0.00036206-0.00016973i,-0.00080264-0.00016257i,-0.00052734-2.0637e-05i,-0.00087304-0.00043593i,-0.0015813-0.00064096i,-0.0015184+2.1373e-05i,-0.00082124+0.00041995i,-0.00071372+0.00069273i,-7.5288e-05+0.00011865i,0.00065153+0.0003138i,-3.4929e-05+0.00091375i,-0.00029064+0.00029748i,0.00066332+0.00024119i,0.00035381+0.00047578i
-0.0019931+0.0009169i,-0.0016444+0.00062337i,-0.0010191+0.0012863i,0.00028872+0.0020761i,0.0011972+0.0013496i,0.0016622-0.00033629i,0.00099383-0.00068546i,-0.00042176-0.00038216i,-0.001101+1.0408e-05i,-0.00091581+0.00044279i,-0.0004426+0.00024466i,-0.00038385-0.00023373i,-0.00051716-0.00028105i,-9.9927e-05-0.0001218i,0.0006307-0.00055805i,0.00066984-0.00094321i,-0.00012041-0.00021223i,-0.00088675-9.8703e-05i,-0.0013915-0.00029343i,-0.0010854+0.00034043i,-0.00038109+0.0001237i,-0.00067379+0.00014692i,-0.00070832+0.00012197i
0.00074166-2.8101e-05i,0.00018333-1.4746e-05i,0.0013894-0.00052816i,0.0020678-0.0013047i,0.0014625-0.0013718i,0.00045854-0.0014327i,8.5358e-05-0.0012454i,0.00016321-0.00025001i,6.3288e-05+1.997e-05i,0.00017949+0.0001753i,6.964e-05+0.00087863i,-0.00022102+0.0015892i,0.00041922+0.00083563i,0.001322+0.00011158i,0.00040907+0.00046824i,-0.00070703+0.0010716i,-0.00051619+0.0006145i,-0.00037808-0.00070917i,0.00024613-0.0012326i,0.0009913-0.0010289i,0.00033138-0.0005948i,-0.00047633-0.00059461i,-0.00049657-0.00099352i
-0.00081228-0.0019874i,-0.0014024-0.0011384i,-0.0014618+0.00017685i,-0.0017882+0.001012i,-0.0016172+0.0012736i,0.00017056+0.0014587i,0.00013265+0.0011141i,-0.0011602+0.00077871i,-0.0014765+0.00091493i,-0.00057959+0.0010228i,0.0011323+0.0011071i,0.0015326+0.0010389i,0.00084772+0.00064602i,7.9834e-06+0.00012297i,-0.00037747-0.00083314i,-0.00063623-0.0010366i,-0.00083546-0.0014116i,-0.00067792-0.0016829i,-3.6042e-05-0.0010643i,0.00021771-0.00050919i,1.3405e-05+0.0002868i,0.00060253+0.00045412i,0.0015567-0.0001398i
-0.0017541+0.00066445i,-0.001854+0.00070547i,-0.0018466+0.00091315i,-0.001231+0.00095789i,0.00030038+0.00038359i,0.0017558-0.00036794i,0.0014091-0.00096229i,0.00056839-0.00064033i,0.0010329-1.689e-05i,0.001825-0.00011327i,0.0016562-0.001011i,0.0013407-0.0015653i,0.00035597-0.0018349i,-0.00024875-0.0022515i,0.00012621-0.0022885i,2.2502e-05-0.0010208i,-0.00062836-0.00025034i,-0.00081576-0.00046609i,-0.00089374-0.00022743i,-0.00078124+0.00026766i,-0.00036167+0.00070617i,0.00076476+0.00094805i,0.0013814+0.0010546i
0.00050784+0.00025108i,0.0010186-0.00045901i,0.0012081-0.00077779i,0.00064186-0.00020716i,-0.00089963+0.00010577i,-0.001205-1.6083e-05i,-0.00048203+0.00029479i,0.00037168+0.00063382i,0.0010271+0.00022428i,0.00097849-0.00013819i,0.001163+0.00031837i,0.0008722+0.00048983i,0.00016872+0.00045972i,7.8078e-05+0.00070963i,-0.00011346+0.0014252i,-0.00037061+0.0013372i,-0.00078289+0.00053663i,-0.0012609-0.00034518i,-0.00060358-0.00079036i,0.00013584-0.00091675i,-0.00023839-0.00056518i,-0.0010841+3.3663e-05i,-0.00076451+0.00069357i
-0.00012333-0.0024441i,-0.00084115-0.0025145i,-0.0014161-0.0013809i,-0.00047638+0.00026114i,0.00038291+0.00088679i,0.00078692+0.0006377i,0.00089202-0.00011048i,0.001062-0.00096475i,0.0010423-0.00083423i,0.00062343-0.00029924i,2.9686e-05-0.0002697i,-0.0003926+0.00029964i,-0.00020593+0.00073947i,0.00038986+0.00078731i,0.00060592+0.0005967i,0.00024362+0.00033333i,0.00029213+0.00019399i,0.00030815+0.00011172i,0.00050222-0.0001725i,0.00089956-0.00027379i,0.00023526+9.9315e-05i,-0.00011561+0.00039256i,0.00012403+0.0004381i
0.0012842+0.0013068i,0.0011496+0.0020037i,0.001617+0.0013972i,0.001209+0.0004029i,0.00074515-0.00032739i,-0.00015511-3.2209e-05i,1.859e-05+0.00016675i,0.0015176+0.00020864i,0.0011517-0.00044828i,-0.00035464-0.00089803i,-0.0012118-2.4543e-05i,-0.00096163+0.00058663i,0.00017801+0.00051632i,0.0002112+0.00032851i,-0.00054035-0.00058682i,-0.00034938-0.0011935i,2.2926e-05-0.001148i,0.00011045+5.3567e-06i,-0.00028448+0.0016508i,0.00023517+0.0010532i,0.001466+8.506e-05i,0.0010168-0.00051103i,0.0005302-0.00076831i
0.00015382-0.00092343i,0.0004372-0.0014998i,0.00078605-0.0015168i,0.00071276-0.0011588i,-0.00053514-0.00021563i,-0.0011063-0.0002061i,-0.00101-0.00095532i,-0.00078978-0.0015136i,-0.00034553-0.0012283i,-0.00064797+7.51e-05i,-0.00086176+0.0011187i,-3.9975e-05+0.0013999i,0.00043884+0.0014137i,0.00025046+0.00083809i,0.00092671-0.00033344i,0.0015639-0.0010365i,0.00030639-0.00067129i,-0.00049778-0.0002189i,-0.00024647-0.00052302i,-0.00019733-0.00090748i,0.00018877-0.00087185i,0.00027047-0.00078717i,-0.00030501-4.1715e-05i
0.0015105+7.3086e-05i,0.0027746-0.00085459i,0.0022438-0.001984i,0.0010242-0.0025774i,0.00053312-0.0019353i,0.00075599-0.00053934i,0.00033451-5.1575e-05i,-0.00022171+0.00032523i,-0.00010341+0.00015088i,-0.00029316-0.00067413i,-0.00050508-0.00065373i,0.00058571-0.00027105i,0.00085232+0.00032339i,-5.712e-05+3.611e-05i,9.7259e-05-0.00024366i,0.00045597+0.0001185i,0.00051764+0.00014885i,0.00065505-0.00018723i,0.00053338-0.00019411i,0.00044309-7.516e-05i,0.00029482-0.00032839i,-0.00012873-0.00071198i,-7.971e-05-0.00016573i
0.00047941-5.9348e-05i,0.00056911+4.0489e-06i,0.00052893-0.00049911i,0.0015309-0.00096863i,0.0019004-9.6876e-05i,0.0011072+0.0010022i,0.00065157+0.00082869i,0.00053055+0.00046345i,-0.00033781+0.00095558i,-0.00051148+0.0010085i,0.00060716+0.001427i,0.0012147+0.0011719i,0.00049231+0.00020206i,-0.00043712-0.00062607i,-0.00039174-0.00081268i,-0.00074612-0.00054662i,-0.00048902-0.00044981i,0.00026214+0.00020831i,-6.4457e-05+0.00026167i,8.3988e-05+0.00059686i,0.00086818+0.0011077i,0.00089021+0.00036409i,9.8047e-05-0.00063176i
-0.002758+0.00048359i,-0.0010537-0.00033267i,0.00041709+0.0002748i,0.0015446+0.0012544i,0.0013476+0.00066422i,0.00093919-0.00095054i,0.0010752-0.0010392i,6.9231e-05-0.00046472i,-0.00058166+7.9873e-05i,0.00052393+0.00031087i,0.0016978-0.0002011i,0.0018567-0.00060174i,0.0011285-0.00080768i,0.00023839-0.0017036i,-0.0010194-0.0021712i,-0.00088603-0.00091879i,-0.00021665-0.00041892i,-0.00025858-0.00038377i,-0.00071066+0.00038939i,-0.00087413+0.00052001i,-6.0301e-05+0.00043803i,0.00065051+0.00052679i,0.00071335+0.00060117i
-0.0015303+0.0011558i,-0.00023631+0.0016522i,-0.0002653+0.0029796i,-0.00014267+0.0027626i,0.00045346+0.0013848i,0.00031102+0.00022835i,0.00012433-0.00031034i,-0.00012674-0.00030061i,0.00054442+0.00014087i,0.00090264+4.5235e-05i,0.00044419-0.00042554i,0.00017721-0.00090788i,-0.00026964-0.00055171i,-0.00024511-7.907e-05i,0.00018775-0.0010004i,0.00048199-0.0010878i,0.00020589-0.00026947i,9.779e-05-0.00025267i,-4.018e-05-0.00059684i,-0.00064997-0.0011164i,-0.0010762-0.00083228i,-0.00068095-0.00022134i,-0.00027059-0.00033751i
-0.00059239-0.0019007i,-0.00034328-0.0018417i,-0.00089501-0.0021146i,-0.00069486-0.0019177i,0.00035208-0.00027682i,0.0012714-0.0001023i,0.00063229-0.00042434i,-0.00067152-0.0001125i,-0.00054652-0.00032254i,0.00018533-0.00047767i,0.00043937-0.00017595i,0.0005991+1.5643e-05i,0.00032671-0.00049446i,2.2174e-05-0.00040291i,0.0003188+0.00064558i,0.00082988+0.001319i,0.00081071+0.0011448i,0.0013208+0.0011465i,0.0017181+0.0005769i,0.0015584+0.00019715i,0.00045019+0.00019527i,-0.00014673-0.00050307i,0.00019351-0.0011729i
0.0027066+0.0024193i,0.003218+0.0020917i,0.0026257+0.0012578i,0.0017299+0.00086169i,0.00076085-5.0915e-05i,-6.209e-06-0.00071166i,-0.00013469+0.00017713i,-3.417e-05+0.00094392i,-5.2296e-05+0.00055137i,0.00013409-0.00026938i,-0.00012758-0.00044519i,1.0466e-05+3.8796e-05i,-0.00031529+2.4706e-05i,-0.00070562-0.0002216i,-0.00086985-7.6714e-05i,-0.0015776+0.00025396i,-0.00065581+0.00043952i,-0.00013262+0.00037591i,-0.00030548+0.00072252i,0.00028182+0.0006059i,0.00024499+0.00022914i,2.1493e-05+9.5671e-06i,0.00031272-0.00046471i
0.00056693-0.0015218i,0.00070009-0.0014555i,0.00014334-0.0018599i,-9.8964e-05-0.0017438i,-0.00029774-0.0010049i,-0.00011513-0.00035396i,0.00048661-0.00028494i,0.00052121-0.0007382i,0.00057898-0.0009976i,0.00028784+3.9741e-05i,-0.00037221+0.00079583i,-0.00027929-0.00020645i,0.00030288-0.0006286i,0.0006969+1.6035e-05i,0.0010414-0.00052102i,0.00082592-0.00071728i,0.00027143-0.00083826i,-0.0001467-0.0015761i,-0.00096959-0.0019988i,-0.0016026-0.0013376i,-0.0015237-0.00011152i,-0.00090935+0.00029559i,0.00023869+0.00061218i
-0.00071932+0.0019403i,-0.0015545+0.0014787i,-0.00048159+0.0019832i,0.0011288+0.0021074i,0.0022249+0.0013702i,0.0016845+0.00073487i,0.00062423+0.00052842i,-0.00031803+0.00027244i,-0.00045898-0.00040873i,0.0002285+0.00062683i,0.00081175+0.0019451i,0.0010596+0.0010605i,0.00094344-0.00054094i,0.00044357-0.0010646i,0.0003082-0.0014203i,0.0004151-0.0014556i,6.6995e-05-0.00035449i,-5.0681e-05-0.00062025i,2.8163e-05-0.0016272i,-0.00031839-0.0014818i,-0.00039268-0.0010474i,0.00090298-0.00039226i,0.0012423+0.00053829i
0.00047372-0.00037521i,0.00096881-0.0011677i,0.0014472-0.0010762i,0.0013647-0.0014232i,0.00078093-0.0018435i,-0.00036446-0.0015043i,-0.00082747-0.00037002i,-0.00057443+0.00038259i,-2.8562e-05+0.00058734i,0.00048254+0.00081023i,-4.6295e-05+0.00039186i,2.2335e-05-0.00065954i,0.00073087-0.00072832i,0.00036596+4.6487e-05i,-0.0002818+0.00034707i,-0.00031738+7.6793e-05i,8.1305e-05-0.00038869i,6.6749e-05+0.00014193i,-0.00022438+0.0012905i,0.00037221+0.001389i,0.00096405+0.00098606i,0.0016915+0.00097334i,0.0017694+0.00041556i
0.00061038-0.0010869i,0.0012618-0.0013899i,0.0013979-0.0019901i,0.00061806-0.0015643i,-0.00013511+0.00015444i,-0.00061194+0.0010862i,-0.00050058+0.00092143i,0.00053944+0.00054027i,0.00087253+0.00028661i,7.583e-05+0.00023173i,0.00015289-0.00085696i,0.00047111-0.0016063i,0.00040943-0.0012714i,0.0003228-0.00040179i,-0.0010103+0.00068211i,-0.0016607+0.00036513i,-0.001143+4.0896e-05i,-0.00042646+0.00061799i,-0.00057945+0.0014251i,-0.0013565+0.0019196i,-0.0012559+0.0017062i,-0.0010452+0.00065842i,-0.00064307-0.00037055i
0.0020614+1.5435e-05i,0.0013411-0.00069337i,0.001421-0.0015792i,0.0004222-0.0020358i,-0.00051846-0.0023451i,-0.00053976-0.0018447i,-0.00066709-0.00033987i,0.00023098+0.00067059i,0.00085725+0.000236i,0.00023747-0.00026525i,-0.00079169-0.00045845i,-0.0012523-0.00058984i,-0.00066249-0.00061919i,-0.00012453-0.00054126i,-0.0001711-0.001214i,-2.751e-05-0.0016882i,-0.00022008-0.00067751i,7.2652e-05-0.00033365i,-4.3716e-05-0.00052111i,-0.00084864-0.00035381i,-0.00073987-0.00068989i,-0.00068747-0.00025581i,-0.00088273-6.4873e-05i
0.002321-0.0012362i,0.0019452-0.0014051i,0.0016537-0.0011371i,0.0014756-6.8596e-06i,0.00050834+0.001006i,0.00029818+0.00096082i,0.0001343+0.0011877i,0.00045225+0.0012105i,4.8801e-05+0.00025216i,-0.00037688-0.00094877i,-0.00011468-0.0011446i,-0.00013162-0.00016853i,-0.00022259+0.00065808i,-0.00039066+0.0011687i,0.00026844+0.00092093i,0.0011317-0.00024577i,0.00084585-0.00093877i,0.00088219+6.2472e-06i,0.0011536+0.00034494i,0.0008744-5.3586e-06i,0.00059172-0.0001045i,1.7043e-05-0.00061612i,-0.00070815-0.001007i
0.0016315+0.0006638i,0.0011279-0.00037205i,0.00073701-0.001005i,-0.00057213-0.00049329i,-0.0013181+0.00013238i,-0.0011496-0.00037127i,-0.0003555-0.0010109i,0.0010309-0.00016585i,0.0012449-0.00023169i,0.00028433-0.0008389i,-0.00041498+0.00038205i,-0.00079414+0.0014059i,-8.037e-05+0.00094075i,0.00014201+0.00019131i,-5.9922e-05+8.5927e-05i,9.8792e-05+0.00030628i,0.00010822+0.00039733i,-0.00026641+0.00078031i,-0.00031305+0.00092871i,0.0003719+0.00065567i,0.0013018+0.00096301i,0.0011491+0.001139i,0.00029595+0.00070957i
-0.00058437-0.0014028i,0.00050199-0.00098942i,0.00088084-0.0010195i,0.00073007-0.0015488i,0.00055432-0.0011016i,0.00070988+0.00087456i,0.0011956+0.0013788i,0.0014497-1.179e-05i,0.00089123-0.00029797i,9.3543e-05+0.0002893i,0.00031399+0.00055072i,0.0015043+0.00086819i,0.00090559+0.00088113i,-0.00039588+0.00063419i,-0.00084268+0.00072464i,-0.0014447+0.00095853i,-0.001115+0.0012017i,0.00021016+0.00094224i,-0.00043688+4.7942e-05i,-0.0011936+0.00018682i,-0.0003946+0.0013807i,-0.00062781+0.0025235i,-0.00070057+0.0021697i
5.1176e-05-0.001722i,0.00024605-0.0017773i,-0.00095055-0.0017097i,-0.0021371-0.00052766i,-0.0014532+0.00054688i,-0.00027444+0.0005961i,0.0009373-5.5694e-05i,0.0010852-0.00065461i,0.00020794-0.00059519i,-1.9844e-05+0.00024968i,0.0005703+0.00045757i,0.00030056+4.7715e-05i,0.000338+0.00034017i,0.00091608+0.00012281i,0.0014251-0.00045583i,0.00087979-0.00085656i,0.00018137-0.00063957i,0.00091474-0.00067776i,0.0011443-0.00074511i,0.00078244+3.6787e-05i,-4.3311e-06+0.00048407i,-0.00039326+0.00012143i,-0.00056512-0.00030098i
-0.00078382-0.00049126i,-0.00021722-0.0010445i,0.00069216-0.0012441i,0.00097456-0.00065254i,0.000594-0.00018807i,-0.00056984+0.0002286i,-0.00186+0.00057586i,-0.0012767+7.4285e-05i,-0.00018756-0.00041259i,0.00026787+0.00023661i,0.00054646+0.00020065i,0.00017652-0.00082841i,6.5402e-05-0.0008327i,0.0010484-0.00038539i,0.0018347-2.6311e-05i,0.0015595+0.00078955i,0.0010235+0.00055136i,0.00069868-0.00028404i,0.00085953-0.0008659i,0.0013702-0.00074714i,0.0011329-0.00021887i,0.00037148+2.2403e-06i,0.00049943+5.7865e-05i
0.0012987-0.0028354i,-2.4149e-05-0.0026644i,-0.00067897-0.0022742i,-0.0010359-0.0018805i,-0.0014237-0.00072573i,-0.0014419+0.0010973i,-0.0002552+0.0011616i,-6.8135e-05+0.00076675i,-0.0004347+0.00051134i,-0.00043186+0.0003429i,-0.0011412+0.00076726i,-0.00087408+7.9916e-05i,0.00021159-0.00045318i,-0.000323+0.00039322i,-0.0012833+0.0012818i,-0.0010167+0.0011104i,-0.00078486+8.1665e-05i,-0.0010855-0.00063301i,-0.0013664-0.000811i,-0.0006601-0.00036473i,0.00026494+0.00018239i,0.00029683+3.8619e-05i,-0.00015372+0.00026484i
-0.0021779-0.0024823i,-0.0021754-0.002169i,-0.0034322-0.00083886i,-0.002883+0.00054455i,-0.00016192+0.0014175i,0.0024974+0.0014832i,0.0026006+0.00093859i,0.0011725+2.2654e-05i,-0.00060194-0.00038497i,-0.0011022-0.00087262i,-0.00077108-0.00046746i,-0.00091348+0.00075831i,-0.00087148+0.00089221i,-0.00067+0.00058382i,-0.00050623+2.5232e-05i,-0.00093327-0.00055554i,-0.0018435-0.0012268i,-0.0013756-0.0014153i,-0.001004-0.0012549i,-0.00062929-0.00057033i,-0.0002401+0.0008274i,-0.00070165+0.0016241i,-0.00058339+0.0014413i
-0.00076493+0.00039484i,-0.00056432+0.0011526i,-0.00028859+0.0021011i,0.00030387+0.0017998i,0.00046174+0.00089307i,2.1894e-06+0.00010223i,-0.00026238+0.00062027i,-0.00019172+0.00085396i,0.00012787+0.00072204i,-0.00016954+0.0010134i,-5.8949e-05+0.0013218i,0.00014221+0.0012499i,-0.0001612+0.00065056i,0.00013166-0.00021062i,-0.00014547-0.0004902i,-0.00071017-0.00064637i,-0.00070927-0.00031491i,-0.00038746+0.00056881i,-5.5413e-05+0.0010087i,0.00030622+0.00023407i,-0.00035277-0.0006882i,-0.00088055-0.00066137i,-0.00046806-0.0001888i
4.6296e-05-0.0032864i,-0.00020567-0.0030834i,-0.0003305-0.0018312i,-0.000151-0.00056836i,0.00042524+0.00054797i,0.00097969+0.00068002i,0.001367+0.00018195i,0.0014034+8.751e-05i,0.0011832-4.1891e-05i,0.00058724+0.00036231i,0.00049353+0.00098261i,0.0011051+0.0011523i,0.0013408+0.0013942i,0.001284+0.0019043i,0.0012772+0.0013642i,0.00026641+0.0011574i,-0.00039253+0.0022851i,0.00058042+0.0023132i,0.001025+0.0011195i,-0.00017763-0.00029396i,-0.00041133-0.00099917i,-0.00063505-0.0008065i,-0.00083273+8.9116e-05i
0.00098763+0.00075999i,0.0025097+0.00044026i,0.0038553-0.00020232i,0.0035697-0.00085797i,0.0029308-0.00098369i,0.0020029-0.00051004i,0.00074067-9.1745e-05i,0.00024803+0.00037483i,-0.00080017+0.000983i,-0.0011921+0.00023889i,0.00017776-0.00030935i,0.0011542-7.5499e-05i,0.001002-0.00010726i,6.2174e-05-0.00032185i,-0.000956-0.00032411i,-0.0014253+0.00061377i,-0.0011097+0.0010123i,-0.00095248+0.00012493i,-0.0009725-0.00054189i,-0.00061597-0.00029221i,-0.00019292+0.00045439i,0.0006061+0.00045168i,0.00087759-6.1968e-05i
0.0016229+0.00087175i,0.0014872+0.0010077i,0.00092416-0.0010843i,-0.00032756-0.0018672i,-0.0019157-0.0016425i,-0.0024938-0.00082081i,-0.0015258-0.00029277i,-7.0497e-05-0.00024219i,0.00064635-0.00067595i,-0.00023881-0.001084i,-0.00070098-0.0013045i,-0.0007774-0.0016005i,-0.00056134-0.0011914i,-4.6597e-06-0.00052557i,-0.00027966-0.0003526i,-0.0004601-0.00085238i,6.6717e-06-0.00083186i,-0.00018232-0.00060776i,-0.00027908-0.00053735i,-0.00037669+8.7008e-05i,-0.00050871+0.00018319i,-0.0006021+0.00082498i,-0.00044805+0.0012984i
-0.00073631+0.001351i,0.00096674+0.0012211i,0.0010644+0.00074699i,0.00018672+0.00020708i,1.1563e-05+0.0008555i,0.00022136+0.00078865i,0.00061093-0.000414i,0.00035557-0.0010093i,0.00010379-0.00055329i,-0.00033183-0.00033337i,-0.00071769-0.0011556i,7.6626e-06-0.00089386i,-0.00013578-0.00028923i,-9.3603e-05-0.00093756i,0.00019304-0.0015621i,0.00031399-0.0012454i,6.497e-05-0.00065416i,-0.0007583+0.00014368i,-0.00052174+0.0010757i,-0.00039963+0.00080794i,-0.00089116-0.00012432i,-0.00051085-0.00053628i,0.00033043-0.00064929i
5.9751e-05+0.00040546i,0.00089273-3.3313e-05i,0.0020376+0.00133i,0.0022521+0.0018656i,0.00161+0.0017519i,0.00052143+0.001544i,-0.00039424+0.00092714i,-0.00062726+0.00069306i,-0.00023302+0.0010507i,0.00015914+0.0019831i,-0.00070444+0.0019437i,-0.0016289+0.0011743i,-0.0016531+0.00092242i,-0.0015483+0.0007216i,-0.0012873+0.00060892i,-0.00084488-1.7503e-05i,-0.0008191-0.00036974i,-0.00076506-0.00029148i,-0.00056835+0.00039447i,1.5976e-05+0.00069529i,0.0012839+6.973e-05i,0.0018021-0.00072613i,0.00061416-0.00070086i
-0.00010916-0.00093033i,-0.00029934-0.0016867i,-0.0010845-0.0012144i,-0.0010965+0.00020084i,0.00029827+0.00063238i,0.0013602+0.00040985i,0.0010064+0.00017652i,-0.00021713+0.00026696i,-0.00059431-0.00011991i,-0.00018076-0.0006651i,0.00031954-0.00026867i,0.00062934+0.001358i,0.0009299+0.0015026i,0.0015091+0.00035144i,0.0009338-0.00047851i,-2.0955e-05-0.00088231i,-0.0010926-1.2063e-05i,-0.00081858+0.00051555i,0.0001368+0.00079787i,0.00017899+0.00057114i,0.00042706+0.00012391i,0.00072695-0.00014064i,0.00015224-0.00052258i
-0.00057474+0.00090735i,1.6146e-05+0.00037187i,0.00082268-9.8462e-05i,0.0011527-0.00067535i,9.8524e-05-0.0013531i,-0.00080658-0.0011142i,-0.00055816+0.0001665i,-8.8115e-05+0.00033182i,0.00061578-0.00073113i,0.00050758-0.001194i,-9.5208e-05-0.00088795i,0.00065886-0.00028978i,0.0015759+0.00045241i,0.0018123+0.00084386i,0.0013472+0.00084463i,0.00058355+0.0010631i,-0.00051601+0.0010425i,-0.00084775+0.00042696i,-0.00058377+2.8919e-05i,-0.00087144+0.00077969i,-0.0010393+0.00091292i,-0.0011738+3.06e-05i,-0.00082906-0.00035555i
0.00044419-0.0036523i,-0.00022502-0.0040034i,-0.00089673-0.0039003i,-0.0009014-0.00258i,-0.0011289-0.00067836i,-8.2102e-05+0.00041545i,0.0019345+0.00048264i,0.0020029+0.0002579i,0.0012646+0.00021283i,0.00051899+0.00030597i,0.0012843+0.00032514i,0.0020551+6.0319e-05i,0.0018731-0.00070194i,0.0014118-0.00073871i,0.0011369+0.00021159i,0.0011367+0.00010356i,0.0012057-0.00050385i,0.00042488+6.9874e-05i,-0.00025883+0.00070064i,-0.00046922+0.00086662i,-0.00062572+0.00038081i,-0.00076359-0.00021962i,-0.00012954+0.00028438i
0.00018779+0.0029769i,0.001841+0.0023052i,0.0030163+0.0015474i,0.0028043+0.0011001i,0.0025353+0.00064953i,0.0019231+0.00012163i,0.00063399-0.00028395i,-0.00062434+0.00013877i,-0.0011622+0.00069983i,-0.0011648+0.00080399i,-0.00072671-0.00021636i,-0.00036252-0.001476i,-0.0007352-0.0017852i,-0.0012603-0.0019977i,-0.00088219-0.0025167i,-0.00015298-0.0010288i,0.00030373-0.00053756i,0.00012508-0.0018573i,-4.0485e-05-0.0015538i,-0.00023829-0.00070283i,0.00022923+0.00023826i,0.00031885+0.00030898i,-0.00045639-4.2842e-05i
0.0017707+0.00022457i,0.0013758+3.3279e-05i,0.00078913-0.00057593i,-0.00064747-0.00086944i,-0.0013408-0.00073005i,-0.00097105-6.0777e-05i,-0.00030284+5.0428e-06i,0.0006568-0.00035703i,0.00036381+0.00015788i,-0.00061197-2.8072e-05i,-0.00086158-0.0008406i,-0.0019427-0.00095362i,-0.0027579-0.00022603i,-0.002403+0.00033247i,-0.0015206+0.00052039i,-0.0010712+0.00043802i,-0.00068888+0.00022187i,0.00019356+0.00013445i,0.001061+0.0008649i,0.00090653+0.00082092i,0.00055527-0.00035218i,-6.9647e-05-0.00062668i,-0.00098052-0.00053938i
-0.0018173-2.9256e-05i,-0.0017424-0.0014422i,-5.5799e-05-0.002285i,0.0011699-0.0013817i,0.0011294+7.3959e-05i,0.00053636+0.0010467i,-0.00030672+0.00036779i,-0.00070579-0.00098454i,-0.00088418-0.00090923i,-0.00061768+0.00041861i,3.545e-05+0.0012341i,0.00014303+0.0014209i,0.00039291+0.0010969i,0.00068361+0.00025335i,7.9052e-05+0.0005849i,-0.00090045+0.0011513i,-0.0011957+0.00098524i,-0.0012964+0.00040576i,-0.0014506-0.00054208i,-0.00058424-0.00053589i,0.00062964+0.0008848i,0.00033447+0.0021392i,-0.00034613+0.0018287i
0.0019773+0.0027076i,0.0030366+0.0024744i,0.0025852+0.0027815i,0.0024607+0.0015943i,0.0015409-0.00053296i,-0.00081354-0.0018489i,-0.0012846-0.0007387i,-0.00023394+0.00076578i,0.00070033+0.00064552i,0.001113+0.00023i,0.00086044+0.00052286i,0.0010249+0.0016194i,0.0011019+0.0017389i,0.00040504+0.00080737i,-0.00030302-0.00012256i,-0.00049635+0.00026618i,-0.00049094-0.0001002i,-0.0010957-0.00068483i,-0.0017545-9.0801e-05i,-0.0016243+0.00027229i,-0.0011502+0.00035416i,-0.0012336+0.00025434i,-0.00064271+0.00040379i
