-0.0017603+0.0018119i,-0.0011351+0.0018028i,-0.0012538+0.00064822i,-0.0014225-0.0009799i,-0.0023237-0.0015157i,-0.0027576-0.00024773i,-0.0016503+0.0011352i,-0.00016956+0.0011495i,0.00047357+0.00063042i,0.00022298-8.747e-05i,-5.612e-06-0.00012389i,0.00024498+2.0878e-06i,0.00062284-0.00023433i,7.6912e-05-0.00026894i,-0.00028002+4.9679e-05i,-0.00038874+0.00054054i,-0.00050123+0.00050574i,-0.00047993-0.00010184i,-0.00017495-0.00073202i,-0.00020425-0.00059679i,-2.2619e-05+0.00020392i,0.00029268+0.0005647i,0.00025248+0.00029883i
-0.0023338-0.00012854i,-0.0017615-0.00085337i,-0.00088346-0.0014548i,-0.00016471-0.001018i,9.4598e-05-0.0012536i,0.00084288-0.00086189i,0.0010325-0.00051446i,0.00018098-0.00046953i,-0.00052144+0.00018073i,-0.00036828+0.0016543i,0.00022205+0.0020091i,0.0010987+0.00072803i,0.0019935-4.0892e-07i,0.0024884-0.00037631i,0.0028309-0.0010537i,0.0018497-0.0013017i,5.4317e-05-0.00079553i,0.00053955+0.00037064i,0.00035568+0.00061493i,-0.00077926+0.00024788i,-0.0011486+6.8221e-05i,-0.00065537-0.00036947i,-0.00049152-0.00010232i
0.0016302+9.0316e-05i,0.0021757-0.0010401i,0.0028677-0.0010166i,0.002248-0.0014497i,0.0018582-0.002849i,0.001778-0.0029678i,0.00047342-0.002261i,0.00025592-0.0015944i,0.0008257-0.00019783i,0.0011014+0.00027455i,0.0010969+0.00032842i,0.00076018+0.00072151i,0.0008551+0.0020049i,0.0014137+0.0032802i,0.0022752+0.0028861i,0.0025475+0.00087014i,0.0013215-0.00021i,-0.00014883-4.1271e-05i,-0.00029+0.00067662i,0.00032052+0.00073119i,0.00048561+0.00024359i,0.00023628-0.00019723i,1.3972e-05-0.00081899i
0.00061817+0.00019297i,-8.6644e-05+9.702e-06i,-0.00088807-0.00062264i,-0.00014809-0.0011519i,0.0014367-0.0024596i,0.0018274-0.003452i,0.00081378-0.0030633i,-0.00023272-0.0019001i,-0.00068692-0.0012046i,-0.00056833-0.00087548i,-0.0012461-0.00019552i,-0.0014814+0.00041759i,-0.0010699+0.0010488i,-0.00098876+0.0024878i,-0.00056878+0.0038051i,-7.027e-05+0.0035333i,0.00067979+0.0016154i,0.00047634-0.00013363i,-0.00038659-0.00090275i,-0.00042492-0.00069206i,-0.00025583-0.00010313i,-0.00058369+0.00010136i,-0.00038672+0.00017684i
-0.0021401+0.00050948i,-0.0034813-0.00031573i,-0.0024345-0.0015186i,-0.0009939-0.0027892i,-0.0008375-0.0034599i,-0.00089966-0.002321i,-0.00087965-0.00035173i,-0.00099747-0.00019342i,-0.00063176-0.00097435i,-0.00052271-0.00015863i,-0.0005827+0.0005853i,-0.000618+0.00059303i,-0.0013675-0.00020436i,-0.0024749-0.0015312i,-0.0033986-0.0013558i,-0.0032533-0.00049147i,-0.0021766+0.0002127i,-0.0014824-0.00035409i,-0.00076775-0.00089343i,1.3497e-05-0.0001893i,0.00041712-0.00046135i,0.00010214+0.00014258i,-0.00067896+0.00061454i
0.00057572-0.0024836i,0.0007591-0.0018477i,0.00033778-0.0020724i,-0.0002853-0.0038929i,-0.00074085-0.0033175i,3.1613e-06-0.0011006i,0.00058027+0.00037853i,-0.00047763+0.00064174i,-0.0016756+0.00097645i,-0.0015083+0.0022732i,-0.00065029+0.002416i,-0.00048779+0.00077329i,9.1515e-05-0.0010652i,-0.00059554-0.002578i,-0.0023-0.0038802i,-0.0028629-0.0034649i,-0.0013925-0.00096568i,-0.00050358+7.6938e-05i,-0.00084509-0.00034388i,-0.00026344-0.00025354i,0.00035708+0.00062302i,0.00024695+0.00095398i,0.00024087+0.00076496i
0.00098117+0.0013053i,0.0027904+0.0022933i,0.0022072+0.0014716i,0.00097427-0.0004579i,0.0015343-0.0014822i,0.0020094-0.0021664i,0.0019642-0.0011986i,0.0016997+0.00019571i,0.0014312+0.0010219i,0.0013086+0.0016074i,0.0014799+0.00095534i,0.0021607-9.4577e-05i,0.002722-0.00070498i,0.0034278-0.0015781i,0.0032254-0.0020772i,0.0012185-0.0019465i,-0.0006368-0.0012486i,-0.00096652-0.00026941i,-3.6673e-05+0.00010627i,0.0012184+0.00045928i,0.0011002+0.00089664i,0.00026816+0.00093117i,-0.00040782+0.00085745i
-0.0030827+0.00048968i,-0.0031756+0.00044457i,-0.0021233-0.00012143i,-0.0013595-0.0010943i,-0.00017085-0.0014583i,0.0011083-0.0012075i,0.0013766-0.0012506i,0.0010185-0.0016271i,0.000999-0.0010379i,0.0014058-0.00041688i,0.0014379+0.0002124i,0.001349+0.00062734i,0.0014938+0.0014589i,0.0022635+0.002877i,0.0034052+0.003021i,0.0031843+0.001669i,0.0016184+0.00027346i,0.00054037+0.00050555i,0.00034293+0.00075279i,0.00037766+0.000302i,0.00035635+0.00020869i,0.00031441+0.00057152i,-0.00018339+0.00078841i
-0.002088-0.0019918i,-0.002717-0.0027187i,-0.0024911-0.0013699i,-0.0008018-0.001366i,-0.00038062-0.0028081i,-0.00037418-0.002672i,-0.00032078-0.0012439i,-0.00036003-0.00046275i,0.00030158-0.00085911i,0.0002576-0.0014978i,-0.00096944-0.00091321i,-0.00091928+0.00044678i,-0.00060603+0.0022014i,-0.0013632+0.0034707i,-0.0010511+0.0035488i,0.0002814+0.0022408i,0.00065666+0.00088447i,-5.0854e-05+0.00021434i,-0.00022677+0.00043257i,-0.00017889+0.00072703i,-0.0004354+0.00062905i,-0.0008557+2.5102e-05i,-0.00076174-0.00061674i
0.0030537+0.00031546i,0.0033021-0.0010079i,0.0020072-0.0031223i,0.00016401-0.0043092i,-0.00075671-0.0040575i,-0.00091395-0.002928i,-0.000724-0.001284i,-0.00028459+0.00031269i,-0.00091179+0.0013199i,-0.0017792+0.0015511i,-0.002286+0.0012983i,-0.002798-1.3278e-05i,-0.0027683-0.0012174i,-0.0034444-0.00061582i,-0.0040382+0.00079805i,-0.0033046+0.0016254i,-0.0026056+0.0014585i,-0.0016679-5.4426e-05i,-0.00091868-0.0015523i,-0.00097502-0.0018462i,-0.00093747-0.001395i,-0.00073187-0.0006671i,-0.00055386+7.5971e-05i
-0.00075189+0.0017722i,0.00080956+0.0022369i,0.0014798+0.0011268i,0.0020173-0.0012943i,0.0018438-0.002453i,0.00051025-0.0017504i,3.5253e-05-0.001374i,0.00018214-0.00094175i,-0.0002802+0.00064008i,-0.00056534+0.0017178i,7.2842e-05+0.0015668i,0.00029129+0.00088343i,-0.00074453-0.0012868i,-0.001899-0.0033175i,-0.0031019-0.0027496i,-0.0036661-0.00077013i,-0.0020596+0.00058829i,-0.00035831+0.001013i,-0.00014929+0.00018985i,9.48e-05-0.0008176i,-0.00059007-0.00020554i,-0.00084946+0.00049999i,-0.00022605+0.00010515i
0.0023461+0.0017414i,0.0032449+0.00047769i,0.0038771+2.0779e-05i,0.0039402-0.00076708i,0.0028998-0.0023219i,0.0014867-0.0026253i,0.001128-0.0011134i,0.0011342-0.0002748i,0.00082414+0.00044068i,0.0016797+0.0010932i,0.0025419+0.00057122i,0.0023174-5.4676e-05i,0.0029123-0.00092665i,0.0029133-0.0030633i,0.0018464-0.004769i,0.00066384-0.003096i,-0.00013556-0.0008072i,-0.00035969+7.0335e-05i,-9.1193e-05+0.00053941i,0.00069212+0.00067556i,0.00064038+0.00058667i,0.00061711+0.00049699i,0.00098185-0.00050538i
0.0021452+0.0012283i,0.0014256-0.00069047i,0.0013583-0.0019729i,0.00029026-0.0030369i,-0.00023312-0.0037077i,0.00040749-0.0031721i,0.0010585-0.0020022i,0.001232-0.0012231i,0.0013933-0.0015565i,0.0012858-0.0017914i,0.00085708-0.0012735i,0.00053809-6.2711e-05i,0.00081396+0.0011207i,0.0021581+0.0015024i,0.004125+0.00048151i,0.0045687-0.00060387i,0.0025998-0.00022745i,0.00060979-0.00022298i,-8.1106e-05-0.00023271i,-0.00022858+0.00035383i,0.00011404+0.00022643i,0.00033038+0.00048563i,-0.00026656-4.0673e-05i
0.00070616-0.00062298i,-0.0014606-0.00096978i,-0.0016857-0.0035222i,-0.0013759-0.0046321i,-0.0012196-0.0048985i,-0.00073308-0.003656i,-0.00056013-0.0026725i,-0.00051703-0.0020191i,-0.00073968-0.0011576i,-0.0011064-0.00060249i,-0.0015805-0.00020502i,-0.0015322+0.00062211i,-0.0013676+0.0024002i,-0.0007312+0.0039885i,0.00067489+0.0045939i,0.0021164+0.0031871i,0.001798+0.0011046i,0.00026586+0.00017692i,-0.00060776+0.00044671i,0.0001537+0.00043932i,0.001259+6.2166e-05i,0.0009563-8.7183e-05i,-0.000218-0.00076799i
-0.0027329-0.002224i,-0.0029352-0.00033896i,-0.0027308+0.0013448i,-0.0021828+0.00023351i,-0.00091183-0.0015395i,-0.00088279-0.0018041i,-0.001119-0.0013357i,-0.0010693-0.0006494i,-0.0012164+0.00025736i,-0.00059564+0.0014652i,0.00024429+0.0023259i,0.00023523+0.0017573i,-0.0015569+0.00067533i,-0.0034628+0.000586i,-0.0036424+0.0019655i,-0.0018819+0.002782i,-0.00084633+0.0015523i,-0.0014694+2.6005e-06i,-0.0015982-0.00037874i,-0.001176-0.00048778i,-0.001381-0.00097557i,-0.0018931-0.0011538i,-0.0010551-0.0001055i
0.0024162-0.0010442i,0.0035491-0.0001326i,0.0026895-0.00077224i,0.00087799-0.0012925i,-0.0012455-0.0019181i,-0.001461-0.0013952i,-0.00063402+0.0005044i,-0.00057286+0.0014032i,-0.00036496+0.0013788i,5.1807e-05+0.0016185i,0.00031186+0.0015598i,0.00056+0.00041934i,-0.00023164-0.0015526i,-0.0017128-0.0021767i,-0.0031588-0.0014896i,-0.0037966+0.00025087i,-0.0027239+0.0016351i,-0.0010589+0.0010434i,-5.1065e-05+3.2381e-05i,1.8913e-05-0.0005261i,-1.4931e-05-0.00096819i,-0.00019925-0.00058873i,-0.00032314-0.00022585i
-0.0010596+0.0026424i,-0.00047734+0.0020963i,0.00037063+0.00066693i,0.0011968-0.00020802i,0.0019076-0.00079391i,0.0026755-4.1423e-05i,0.0023776+0.00061303i,0.0021513+0.00037896i,0.0023985+0.00048066i,0.0014769+0.0004842i,-0.00013927-0.00026198i,-0.00050627-0.0011173i,0.0011197-0.001566i,0.0021561-0.0029234i,0.0011686-0.0043472i,-0.00032605-0.0034339i,-0.00034698-0.0011973i,0.00023921+0.00018716i,3.3044e-05+0.00039739i,0.00066017+0.00055811i,0.00090666+0.00029538i,0.00016579-0.0004402i,-5.5381e-05-0.0011563i
-0.0035778+0.0005011i,-0.0031791-0.00094433i,-0.00099472-0.0015745i,0.00046828-0.0019531i,0.0013985-0.0025951i,0.0022098-0.0023747i,0.0020218-0.0022753i,0.00097826-0.0024268i,0.00071065-0.0012492i,0.00043375-0.00025379i,0.00035603+1.2514e-05i,0.00062144+0.00060317i,0.001076+0.0022032i,0.0027765+0.0014498i,0.0040325-0.00090853i,0.0024275-0.0018398i,5.576e-05-0.0010458i,-0.00076019+0.00048051i,-0.00031889+0.00084679i,0.00065239+0.0006843i,0.0008794+0.00046878i,0.00039538-0.00029526i,0.00016237-0.00044696i
0.0031345+0.0014731i,0.0019724+0.001157i,0.0012203-0.00048099i,0.00051654-0.0036238i,0.00025804-0.0048877i,8.0948e-05-0.0045818i,-0.0004824-0.0027719i,-0.00086681-0.0013699i,-0.0010317-0.00046189i,-0.0010355+0.00010482i,-0.0010977+0.00023448i,-0.0014619+0.0015392i,-0.0015979+0.0034161i,0.00020855+0.0042924i,0.00311+0.003744i,0.0037796+0.0020622i,0.0016885+0.00012647i,-0.00020425-0.00042112i,-0.00026174+0.0004061i,-4.2631e-05+0.0012377i,-0.00018081+0.0015298i,-0.00051527+0.00079426i,-0.0010203+0.00052271i
0.0029864+0.0025256i,0.002979+0.0010756i,0.0022501-0.00026172i,0.0011654-0.0023061i,0.00080771-0.0039735i,-0.00020143-0.0033229i,-0.0015572-0.00097684i,-0.0010149+0.00051277i,-0.00041282+0.0015168i,-0.00066851+0.0016435i,-0.00025409+0.00038036i,-0.00011859-0.00092212i,-0.001584-0.00093023i,-0.003139+0.00072445i,-0.002746+0.0032076i,-0.0010105+0.0037673i,-0.00040287+0.0013963i,-0.00091806+0.00040069i,-0.0011335+0.0010991i,-0.00056913+0.00049732i,0.00050316-9.0414e-05i,0.0012157+0.00025063i,0.0002468+0.00048992i
0.0018341-0.0022498i,0.0033155-0.0041828i,0.0042408-0.0043147i,0.001357-0.0042839i,-0.00032755-0.0043961i,-0.0001094-0.0023153i,0.00014356-0.0001398i,0.00062598+0.00052214i,0.00075081+0.00075943i,7.9824e-05+0.00021165i,-0.00027369-0.00055461i,-0.0006236-0.0013639i,-0.0012111-0.0024712i,-0.0023753-0.0023836i,-0.0040755-0.000657i,-0.0033565+0.001055i,-0.0010575+0.0022363i,-8.1374e-05+0.0021719i,-0.00024394+0.00046643i,-0.0006489-0.0007214i,-0.00078864-0.0011036i,-2.1564e-05-0.00068927i,0.0001866+0.00037601i
0.00077713-5.3623e-05i,0.00069215-0.0011226i,0.0012954-0.0016963i,0.0014275-0.0028035i,0.0010248-0.0028983i,0.0016262-0.0017146i,0.0017165-0.00062331i,0.0013562-0.00056865i,0.0012468+5.1296e-06i,0.00028156+0.00032604i,-8.284e-05-0.00063538i,0.00037152-0.00059861i,0.0011705-0.00054823i,0.0017579-0.0020024i,0.00015724-0.0036841i,-0.0019524-0.0027528i,-0.0019482+3.7284e-05i,-0.00084239+0.0011089i,0.00018888+0.00044428i,0.00030521-0.00010469i,0.00026236-0.00051268i,0.0004018-0.00045876i,-0.00024379-0.00029273i
-0.0012975+0.0059224i,-0.002394+0.0048041i,-0.00034868+0.0028658i,0.0015223+0.00018069i,0.0016473-0.0024001i,0.00092251-0.0022733i,0.00035421-0.0016715i,0.00048821-0.0014741i,0.00028468-0.00061243i,0.00030592+0.00065792i,5.3143e-05+0.00059452i,0.00019066+0.00025814i,0.0013116+0.00086924i,0.0026088+0.00079514i,0.0029713-0.0014579i,0.00099806-0.0026591i,-0.0012271-0.00097487i,-0.00063703+5.7175e-05i,0.00083943+2.9163e-05i,0.00086666-0.00024538i,0.00080733-0.00024763i,0.00077252+5.0741e-05i,0.0007927+0.00036883i
0.00051952+0.002093i,0.0010875+0.0031848i,0.00037419+0.0025966i,0.00064025+0.00081023i,0.0019589-0.0011914i,0.0024224-0.0021137i,0.00088429-0.0018486i,-0.00075087-0.00069531i,-0.0008057+0.00048658i,-0.00045837+0.00094174i,0.00010916+0.00090839i,0.00016317+0.00090481i,-0.00015616+0.0015487i,0.00092087+0.0023591i,0.0026731+0.0020736i,0.002877-0.00027854i,0.0015393-0.0018043i,4.6287e-05-0.00056529i,-0.00022287+0.00030534i,0.00013284+5.8825e-05i,-0.00024724-0.00035802i,-0.00053823-0.00097379i,0.00014962-0.00092912i
0.0057668-0.00069943i,0.0079126-0.00086614i,0.0065418-0.001411i,0.0043431-0.0026339i,0.0024768-0.0035614i,0.00061942-0.0033285i,-8.1792e-05-0.0020712i,-9.4665e-05-0.00074991i,-0.00010207+0.000307i,-0.00014361+0.00042713i,-0.0008177-0.00018483i,-0.0014355-0.00053261i,-0.0014005-0.00030827i,-0.0014375+0.00070136i,-0.00073462+0.0016334i,0.00098566+0.0015586i,0.0010655+0.00079281i,-0.00017337+0.0008761i,-0.0011841+0.00094775i,-0.0014286+0.00069113i,-0.000958+0.00040863i,-0.00033823+0.00057079i,0.00025482+0.00054704i
-0.00084809-0.00080544i,-0.00078598-0.0024656i,-0.00076451-0.0032559i,-0.0013156-0.0026671i,-0.0017198-0.0027829i,-0.0017273-0.0026264i,-0.0013446-0.0013544i,-0.00045281-0.00035718i,-0.00043036-0.00014228i,-0.0015312-0.00030405i,-0.0017144+0.00047542i,-0.00038897+0.00089206i,-8.9921e-05-5.5085e-05i,-0.00086352-0.00074245i,-0.0022535+0.00078719i,-0.0019948+0.0026158i,-0.00014676+0.0016742i,0.0004627-0.00026839i,0.0002861-0.00098122i,-4.2766e-05-0.00024161i,-0.00012533+0.00034537i,0.00024794+0.00015751i,0.00025616+0.00030272i
-0.0041375+0.002391i,-0.0059743-5.7035e-05i,-0.0034867-0.0019423i,-0.00091016-0.0020714i,0.00015011-0.0022215i,0.0012805-0.0014558i,0.0014935-0.00055207i,0.0007061-0.00070186i,2.1636e-05+0.00011219i,-0.00046375+0.00073461i,-0.00034858+0.00071832i,0.00085771+0.00040221i,0.0020092-0.00066283i,0.0019114-0.0018767i,-0.0003358-0.0024113i,-0.002926-0.0010115i,-0.0026276+0.00023874i,-0.00068641-0.00020664i,0.00014975-0.00054245i,2.2118e-05-0.00023838i,-0.00035238-0.00022807i,6.1371e-05-0.00079796i,4.3944e-05-0.00020342i
0.001552+0.00050303i,-0.00090798+0.001722i,-0.001843+0.00029029i,-3.9395e-05-0.0020396i,0.0011787-0.002425i,9.3885e-05-0.0022485i,-0.00060053-0.0012932i,5.5484e-05-4.9326e-05i,-0.00014801+0.0005565i,-8.2666e-05+0.00080324i,0.00055521+0.00058915i,0.00071923+0.00080764i,0.0014931+0.0013863i,0.0026457+0.00080703i,0.0017085-0.0014829i,-0.0010835-0.0024844i,-0.0019987-0.0014383i,-0.00036992-9.5104e-05i,0.00076782-0.00043605i,0.00096452-0.00066641i,0.00072175-0.00014435i,0.00020938-0.00019359i,0.00015418-0.0005308i
0.0066179-0.0015834i,0.0063415-0.0010947i,0.0039396-0.0014707i,0.0020947-0.0034524i,0.001902-0.0045047i,0.0013366-0.0034885i,0.00050063-0.0024312i,0.00020304-0.0010661i,0.00033273-0.00028908i,0.0013008+0.00018711i,0.00067979+0.00064207i,-0.001207+0.00056186i,-0.0021162+0.00081704i,-0.00063671+0.0010793i,0.0016648+0.00027777i,0.0019224-0.0015792i,0.0014088-0.0014981i,0.0007698-0.00015557i,0.00040569+0.00042032i,0.00047601-5.5159e-05i,0.00040327-9.1704e-05i,5.6038e-05+0.00010071i,-0.00025687-0.00011789i
0.0018148-0.0026572i,0.0036395-0.0045221i,0.0023085-0.0039712i,0.00030294-0.0036372i,-5.1206e-05-0.0047419i,0.00038107-0.0048866i,0.00090265-0.0037879i,0.000829-0.0020013i,0.00033622-0.00017601i,-0.00033892-0.00023069i,-0.00088008-0.00065512i,-0.00095576-0.0011575i,-0.0010862-0.0007008i,-0.00085815+0.00094274i,0.00095078+0.0014393i,0.0028399+0.00061279i,0.0026745+2.3801e-05i,0.0011434+0.00038997i,-0.00023904+0.00077835i,-0.00030105+0.00069199i,-0.00032895+0.00033527i,-0.00023383+0.00055666i,-0.00035612+0.00065403i
-0.004006-0.004175i,-0.0064276-0.0061227i,-0.0057665-0.0060605i,-0.0047086-0.0047297i,-0.0038286-0.0028275i,-0.0024604-0.0018315i,-0.00033893-0.0012107i,0.00027629-0.00049655i,-0.00084244-0.00011833i,-0.0020845+0.00076762i,-0.0016488+0.0016479i,-3.5485e-05+0.0015178i,0.00074944+0.00064782i,3.5311e-05+0.00046373i,-0.00095264+0.0010527i,-0.0004522+0.0024832i,0.00016779+0.0023412i,-0.00048151+0.0004345i,-0.0010136-0.00057335i,-0.00037502-0.00025061i,0.0002025-4.7795e-05i,0.00032384-0.00085724i,0.00035404-0.0005561i
-0.002542+0.0021512i,-0.0048706+0.0024299i,-0.0051932+0.0001254i,-0.003194-0.0010184i,-0.001032-0.0010135i,-0.00011956-0.00071082i,0.00020343-5.5034e-05i,-0.00048714+0.00016713i,-0.0013727+0.00086612i,-0.0013383+0.00089582i,-0.00035276+0.00017908i,0.00098716+9.2023e-05i,0.0018741+0.00030207i,0.0015355+4.5871e-05i,-0.00089075+0.00035168i,-0.002031+0.0014589i,-0.00092876+0.0016034i,0.00028538+0.00036945i,-0.00026408-0.00093682i,-0.0010386-0.00074802i,-0.00064748-0.00019841i,-2.153e-05-0.00077226i,-0.00025735-0.0011939i
0.00073588+0.0021426i,0.0022782+0.0054992i,0.0025201+0.0066506i,0.0028536+0.0043882i,0.0027503+0.0018296i,0.0020591-0.0002474i,0.0006638-0.002059i,1.2182e-05-0.0017285i,-0.00030985-5.6442e-06i,0.00048871+0.00086103i,0.0017771+0.00089441i,0.0012897+0.00071708i,0.00028283+0.00063562i,-0.00019243+0.00020583i,-0.0015431-0.00080509i,-0.0030461-0.0010084i,-0.0027517-0.00044107i,-0.0013892-0.00080886i,-0.00077981-0.0007457i,-0.00071707+5.7404e-05i,-0.0010039-0.00043294i,-0.0012476-0.00030477i,-0.0011324+0.00021009i
0.004022+0.00048881i,0.0078134-0.00050683i,0.0071874+0.00020221i,0.0053801-0.0015223i,0.0051549-0.0046869i,0.0033983-0.0050391i,0.00078532-0.0028337i,-0.00054927-0.0011817i,-0.00021156-0.0004353i,0.00067887-0.00015683i,0.00047194-0.00073999i,-0.00053273-0.0012214i,-0.0017348-0.00041211i,-0.001372-0.00038674i,0.00062892-0.0011276i,0.0010844-0.0024191i,-4.1116e-05-0.002589i,-0.00035955-0.0010259i,-0.00013709-0.00051078i,4.44e-05+0.00020042i,0.00040647+0.00084304i,0.00086174+0.0002942i,0.00044449+0.00036371i
-0.004343-0.00088628i,-0.0020054-0.0039986i,0.0005836-0.0049353i,0.0011512-0.0055491i,0.0015457-0.00546i,0.0016544-0.0036583i,0.00086525-0.001874i,2.2888e-06-0.00013071i,-0.00010904+0.00046602i,-0.00056189+0.00012472i,-0.00060809+0.00055529i,-0.00057038+0.00038057i,-0.0007834-0.00011252i,-0.00067978+0.0001938i,0.00085733+0.00017564i,0.002879-0.0012964i,0.0021807-0.0021535i,0.00033978-0.00088009i,8.3294e-05-0.00042967i,0.00079095-0.00044069i,0.00069114+0.00064395i,0.00036194+0.0006483i,0.00052067+0.000422i
-0.0085045+0.0016985i,-0.010068+0.0010746i,-0.0088349+0.0004436i,-0.0054469-0.00061491i,-0.0028273-0.00155i,-0.0016926-0.0010267i,-0.0009974-0.00051615i,-0.00032584-0.00062791i,-8.6665e-05-7.3012e-05i,-0.00070594+0.0009174i,-0.00098475+0.0012701i,-0.00015318+0.00039765i,0.0013088-0.00090829i,0.0010643-0.00075883i,0.00081437+0.00044037i,0.0020273+0.0012034i,0.0014509+0.00062963i,-0.00068294+0.00023161i,-0.0012579+0.00075826i,-0.00048976+0.0011716i,-0.00034434+0.0021907i,-0.00029385+0.0023049i,0.00011632+0.0013451i
0.0011945+0.0046579i,-0.0003155+0.007252i,-0.0028438+0.0073555i,-0.0025375+0.0049467i,-0.0012583+0.0022336i,-0.00024739+0.00019489i,0.00069599-0.00076059i,0.00034646-0.00051277i,-0.00031587+0.00075035i,-7.3844e-05+0.0021618i,0.0007245+0.0019438i,0.0013164+0.0004782i,0.0021103+0.0002649i,0.0021822+0.00063692i,0.000253+0.00078431i,-0.0010838+0.0023541i,-0.00065582+0.002423i,-0.00020669+0.00070274i,-0.00068246-0.00076224i,-0.00091914-0.0007253i,-0.0010816+0.00032196i,-0.0014242+5.9416e-05i,-0.0010759-0.0014234i
0.0054224+0.00088744i,0.0073338+0.003786i,0.0057769+0.0046223i,0.0041309+0.0023007i,0.0034202+0.00043766i,0.0031488-8.7394e-05i,0.0025459-0.00098067i,0.00079729-0.0015923i,-0.00027829+0.00013983i,0.00034713+0.0016521i,0.00074124+0.0017152i,-0.00019305+0.0014275i,-0.00085962+0.0015103i,-5.8763e-05+0.0011647i,-0.00046407+0.0011745i,-0.0013195+0.0023449i,-0.00052701+0.0022847i,0.00046422+0.00029563i,0.00015116-0.00085706i,-0.00020973-0.0010258i,-0.00010174-0.00080844i,-0.00029823-0.00030673i,-0.00036366+0.00025837i
0.00098188-0.0010365i,0.0043179-0.0042981i,0.0063-0.0055082i,0.0058583-0.0060276i,0.0048482-0.0059482i,0.0031087-0.0039147i,0.00090625-0.0015668i,0.00015-0.00032384i,0.00048547-0.00014014i,0.00053813-0.0010237i,-8.9313e-05-0.0011898i,-0.0012471+3.0755e-06i,-0.001868+0.00040936i,-0.0013576-0.00073451i,-0.00088516-0.0017237i,-0.0012964-0.0016428i,-0.0020536-0.00096428i,-0.0015066-0.0003837i,-0.00054928-0.00015216i,0.00035352+0.0005298i,0.00024468+0.00083602i,0.0002181+0.0010949i,0.00092291+0.001092i
-0.0058753-0.00096648i,-0.0061289-0.0046479i,-0.0032214-0.0058408i,-0.00062163-0.006577i,0.00087878-0.0069086i,0.00065463-0.0057552i,-0.00054262-0.0035194i,-0.000667-0.00094613i,0.00053174-0.00045368i,9.6157e-05-0.00052731i,-0.00050026+0.00010394i,0.00016416-0.00011284i,0.00073533-0.0011389i,0.0012715-0.0014544i,0.0011928-0.0015322i,3.0517e-05-0.0021791i,-0.00053732-0.0013971i,-0.00015227+0.00038978i,0.00088771+0.001287i,0.00097356+0.0013349i,0.00063365+0.0010866i,0.0010425+0.00068699i,0.0011333-7.6857e-05i
-0.0012517+0.0034385i,-0.0056014+0.0030352i,-0.007205+0.00017623i,-0.0065307-0.0018012i,-0.0057569-0.001555i,-0.0040264-0.00045408i,-0.0010996-0.00021737i,0.00042486-0.00034132i,-0.00052053+3.6322e-05i,-0.0011262+0.00062222i,-0.0009712+0.0013437i,-0.00027492+0.00097249i,0.00095836-0.00026999i,0.0013837-0.00044386i,0.0017866-0.00057968i,0.0022943-0.0012599i,0.0020504-0.0016768i,0.00069779-0.00093205i,8.2671e-05+0.00026707i,-0.00012404+0.0003679i,-0.00019485+7.6294e-05i,0.00023213+0.00041209i,-0.00035616+0.00040523i
0.0069746+0.0091632i,0.008141+0.010432i,0.0059096+0.0077472i,0.003663+0.0030862i,0.0024792+0.00037083i,0.00086151-0.000298i,0.00017089-0.00069989i,0.00028958-0.00035496i,0.00016419+0.00090911i,-2.3394e-05+0.0015062i,0.00055545+0.0017246i,0.00065889+0.0017519i,0.00096568+0.00093607i,0.0014788+0.00023132i,0.0011455+0.0007029i,0.0015794+0.0013174i,0.0025505+0.0010732i,0.00098336+1.1479e-05i,-0.00089551-0.00059022i,-0.00086737-0.00027043i,-0.00024913-0.00040958i,-0.00042117-0.00065146i,-0.00066878-0.00041366i
0.0089169-0.0049419i,0.011827-0.0060607i,0.011858-0.00541i,0.0086226-0.0057234i,0.0062751-0.0057152i,0.0035289-0.0038742i,0.0011804-0.0014533i,0.00015943-0.00012346i,-0.0003595+0.00069463i,-0.00012684+0.0016721i,-0.00037628+0.0010959i,-0.00082633+0.00026776i,-0.001226+0.0017045i,-0.0012033+0.0022976i,-0.0004326+0.0015687i,0.00034879+0.002178i,0.00075529+0.0016774i,0.00054687-0.00021945i,0.00014997-0.00087809i,0.00030625-0.00062138i,-0.0002966-0.0009123i,-0.00098709-0.0011114i,-0.00076663-0.0003353i
-0.0042717-0.008283i,-0.003419-0.011999i,-0.00093415-0.011549i,0.0017827-0.010281i,0.0028388-0.008826i,0.0028546-0.005323i,0.0021431-0.0016705i,0.0010424-0.00054343i,0.00086235-0.00098422i,0.0011892-0.00065434i,0.00054632-0.00054133i,-0.0010519-0.00045853i,-0.0021342-5.3357e-05i,-0.0027498-0.00011211i,-0.0029018+4.5461e-05i,-0.0029465+0.00064965i,-0.0025818+0.0010638i,-0.0014815+0.00069572i,-0.0010953+1.6592e-05i,-0.00069295-5.7472e-05i,0.00015627-0.00045083i,6.5971e-05-0.00057609i,0.000865-0.00017204i
