-0.0030908-0.00017152i,-0.0029562-0.00052619i,-0.0036461-0.00021383i,-0.003891+0.0015241i,-0.0024336+0.0024945i,-0.00083269+0.0016612i,8.8641e-05+0.0012328i,0.0012072+0.0010419i,0.0015372+0.00084885i,0.0018567+0.00093961i,0.0021996+0.00037243i,0.0013555-0.0010993i,0.00075457-0.0017781i,0.00032664-0.001561i,-8.7068e-05-0.0016433i,-0.00022869-0.0011947i,-0.0003076-0.00027254i,-0.00054046+0.00010122i,-0.00063612-0.00010877i,-0.00042489-0.0003079i,-0.00032472+0.00044968i,-0.00064852+0.00097212i,-0.00092938+0.00044326i
0.35652+0.081769i,0.4077+0.13163i,0.29785+0.064654i,0.13786-0.062743i,0.03661-0.10768i,0.02095-0.088402i,0.020344-0.065799i,-0.0054872-0.033738i,-0.028558-0.0039173i,-0.03342+0.0071346i,-0.028962+0.016616i,-0.020062+0.030209i,-0.0074412+0.035054i,0.0038462+0.023486i,0.007816+0.0010843i,0.0018799-0.017245i,-0.0041783-0.01823i,-0.0041422-0.005945i,-0.0010342+0.0041477i,0.0038339+0.0029436i,0.0046557-0.0053913i,0.0024108-0.010352i,-0.00081507-0.011028i
-0.12066+0.39207i,-0.21736+0.44982i,-0.26902+0.34059i,-0.28129+0.21259i,-0.25728+0.14071i,-0.17087+0.083888i,-0.079631+0.02526i,-0.028004+0.00066644i,0.0024005+0.00063622i,0.0092117-0.00028089i,0.0090648-0.0015441i,0.015037-0.009519i,0.0093194-0.016998i,-0.0057138-0.014179i,-0.016822-0.0071903i,-0.019454-0.001929i,-0.021517-0.0074107i,-0.023779-0.018155i,-0.014822-0.018158i,0.0061029-0.012026i,0.02268-0.0098448i,0.024422-0.008956i,0.019272-0.0030676i
-0.41385-0.12487i,-0.45473-0.14671i,-0.27761-0.04649i,-0.058133+0.073223i,0.049461+0.094915i,0.047363+0.070554i,0.022757+0.049941i,0.0081896+0.013676i,-0.0042052-0.013144i,-0.004383-0.013439i,0.0021707-0.010099i,0.0013104-0.0051732i,0.0014074+0.00038172i,0.0079771-0.0047017i,0.010297-0.01566i,0.0089231-0.019316i,0.013069-0.016381i,0.019214-0.010725i,0.019789-0.0052055i,0.012891+0.00097215i,0.0015496+0.011168i,-0.0065069+0.018206i,-0.0086427+0.013793i
0.17375-0.45177i,0.23775-0.53524i,0.23858-0.43577i,0.21524-0.32381i,0.16405-0.25985i,0.085548-0.17396i,0.041492-0.071359i,0.030316-0.012553i,0.024433+0.0068705i,0.03139+0.016812i,0.038824+0.017493i,0.044954+0.010897i,0.052344+0.0006298i,0.044012-0.0073965i,0.029462-0.0081467i,0.02427-0.0089794i,0.023524-0.01534i,0.018537-0.023131i,0.008944-0.02055i,0.0036499-0.0083365i,0.0011917-0.00046322i,-0.0038707+0.0032672i,-0.0055539+0.0075441i
0.44972+0.19163i,0.47686+0.19924i,0.22851+0.083524i,-0.056545-0.013641i,-0.15516-0.0086522i,-0.11302+0.022286i,-0.052449+0.022449i,-0.0043427+0.01122i,0.012164-0.0027657i,-0.0076079-0.015072i,-0.027575-0.0085128i,-0.032951+0.0075767i,-0.030044+0.016241i,-0.0137+0.017452i,0.0052427+0.0065457i,0.0012641-0.008961i,-0.016637-0.00073485i,-0.020803+0.026397i,-0.012573+0.038819i,-0.0095747+0.025364i,-0.01513+0.0048496i,-0.017807-0.006281i,-0.012524-0.010995i
-0.2317+0.48541i,-0.26577+0.58347i,-0.1914+0.4692i,-0.11+0.32921i,-0.041235+0.24691i,0.031282+0.14411i,0.03967+0.035987i,0.0026859-0.0060808i,-0.011172+0.0048473i,-0.0082074+0.018548i,-0.0019023+0.012468i,0.0016901-0.0010859i,-0.0028187-0.0013078i,-0.0062755+0.0069245i,0.0038065+0.014589i,0.027697+0.014054i,0.042231-0.0037395i,0.033082-0.02355i,0.013879-0.023134i,0.0062905-0.0057495i,0.016182+0.0068863i,0.024835+0.0052876i,0.020307+0.00060115i
-0.47515-0.26536i,-0.49351-0.28477i,-0.20759-0.18078i,0.09558-0.11815i,0.14251-0.13118i,0.032614-0.10561i,-0.040911-0.031653i,-0.061168+0.027682i,-0.04718+0.043485i,-0.013058+0.018376i,-0.0037641-0.0091449i,-0.014355-0.012875i,-0.012198-0.011333i,-0.0063252-0.013975i,-0.013653-0.012482i,-0.028336-0.0054807i,-0.035733+0.002841i,-0.029428+0.010034i,-0.015542+0.0083531i,-0.0078096-0.0023793i,-0.012599-0.010116i,-0.018833-0.0071701i,-0.017561+2.1206e-05i
0.29085-0.50485i,0.29665-0.60294i,0.14085-0.47387i,0.0055532-0.30328i,-0.042189-0.18556i,-0.057753-0.05996i,-0.01543+0.039862i,0.054005+0.059715i,0.072602+0.041018i,0.056083+0.032102i,0.047782+0.031066i,0.054759+0.022147i,0.053583+0.0043814i,0.028876+9.6078e-05i,0.010806+0.022692i,0.025754+0.050139i,0.052388+0.048262i,0.055248+0.01462i,0.031325-0.015845i,0.0082537-0.018304i,1.5425e-06-0.0036066i,0.0039081+0.0062879i,0.0091128+0.0036914i
0.48195+0.33536i,0.50475+0.37361i,0.23272+0.27642i,-0.050796+0.22511i,-0.089821+0.21281i,0.0063728+0.12253i,0.043244-0.0006062i,0.015753-0.074445i,-0.014661-0.080818i,-0.02457-0.051372i,-0.023176-0.036508i,-0.028675-0.039158i,-0.030534-0.030741i,-0.01614-0.019402i,-0.0074005-0.031001i,-0.027189-0.054182i,-0.05956-0.049942i,-0.063185-0.0124i,-0.031119+0.017268i,-0.00088046+0.010544i,0.0024323-0.014285i,-0.011345-0.026339i,-0.020491-0.020542i
-0.35803+0.4833i,-0.34055+0.56329i,-0.11111+0.39803i,0.073606+0.18265i,0.096315+0.056945i,0.056269-0.031842i,-0.01941-0.074547i,-0.10087-0.033041i,-0.11949+0.039114i,-0.076767+0.073686i,-0.021626+0.063928i,0.013658+0.046751i,0.030687+0.035477i,0.029317+0.016812i,0.0095837+0.0093951i,4.4327e-05+0.026961i,0.010688+0.032788i,0.017846+0.0083756i,0.013895-0.015083i,0.0085666-0.010538i,0.011577+0.010284i,0.022493+0.022101i,0.029978+0.014958i
-0.44674-0.42712i,-0.49055-0.47602i,-0.27494-0.36445i,-0.05889-0.28303i,-0.050199-0.21844i,-0.11679-0.069738i,-0.095997+0.064211i,-0.029796+0.10811i,0.016652+0.074887i,0.032702+0.0084261i,0.02455-0.028097i,0.017096-0.030555i,0.016741-0.027829i,0.018351-0.025826i,0.020017-0.039201i,0.010911-0.068696i,-0.0063217-0.078434i,-0.01895-0.049279i,-0.018153-0.0061845i,-0.0042165+0.012831i,0.0023132-0.00016119i,-0.0097752-0.014805i,-0.024737-0.010665i
0.43421-0.42857i,0.40858-0.47288i,0.14443-0.26458i,-0.034705-0.024216i,0.0029918+0.049398i,0.08502+0.038365i,0.13679+0.01972i,0.15546-0.041627i,0.1074-0.089944i,0.028144-0.062517i,-0.011788-0.0048796i,-0.011858+0.031525i,-0.0070264+0.04559i,-0.0082658+0.044369i,-0.014458+0.042613i,-0.016283+0.053683i,-0.001917+0.053446i,0.016883+0.026282i,0.021302-0.0031205i,0.010611-0.010475i,0.0013531+0.0062304i,0.01048+0.02433i,0.029429+0.021703i
0.40526+0.49984i,0.46253+0.53932i,0.30788+0.36777i,0.118+0.22272i,0.032105+0.1351i,-0.012197-0.0040291i,-0.077285-0.10648i,-0.11705-0.11369i,-0.095903-0.078458i,-0.038597-0.041199i,-0.00074036-0.034175i,-0.0016634-0.049548i,-0.010576-0.049299i,0.00032965-0.028648i,0.035277-0.016978i,0.063117-0.035977i,0.052866-0.049287i,0.021652-0.028571i,0.0038761+0.0017898i,0.0070653+0.0098255i,0.0094443-0.011039i,-0.0081825-0.035144i,-0.031946-0.037777i
-0.52848+0.35816i,-0.51391+0.37765i,-0.25194+0.17097i,-0.072423-0.041616i,-0.06073-0.040167i,-0.039576+0.074522i,-0.014452+0.13003i,-0.019238+0.15219i,-0.016946+0.16236i,-0.008757+0.12661i,0.00075953+0.079368i,0.015667+0.054949i,0.025536+0.035064i,0.018699+0.0074551i,-0.0068565-0.0087553i,-0.028559-0.0015121i,-0.024664+0.0015307i,-0.0051823-0.018589i,0.0055917-0.037014i,-0.0003925-0.028293i,-0.0068916+0.0046565i,0.0028831+0.040984i,0.025767+0.052807i
-0.32738-0.57852i,-0.39682-0.59123i,-0.31045-0.34177i,-0.16781-0.12958i,-0.066291-0.06547i,0.0092034-0.034683i,0.08298-0.02145i,0.11834-0.022121i,0.11723-0.02437i,0.094339-0.032937i,0.0681-0.033628i,0.059917-0.033824i,0.046533-0.038128i,0.020795-0.019136i,0.015817+0.018298i,0.037758+0.03435i,0.050457+0.028527i,0.031089+0.028137i,0.006506+0.031795i,0.0027323+0.022878i,0.0093053-0.0044099i,0.0033381-0.038765i,-0.018047-0.05268i
0.60809-0.25638i,0.6096-0.27317i,0.35931-0.12124i,0.18571+0.02815i,0.13567+0.0034917i,0.045314-0.086624i,-0.038735-0.10224i,-0.066888-0.099123i,-0.079241-0.091379i,-0.081862-0.054144i,-0.078951-0.014576i,-0.079834+0.019723i,-0.064096+0.043909i,-0.033892+0.035812i,-0.022866+0.0045368i,-0.035839-0.013287i,-0.037901-0.0083979i,-0.012248-0.0033106i,0.012949-0.0052262i,0.012325-0.0048851i,-0.0050427+0.0076951i,-0.012485+0.032258i,-0.0028033+0.044452i
0.20793+0.63077i,0.27742+0.60958i,0.22132+0.26884i,0.063884-0.01176i,-0.080979-0.033762i,-0.14722+0.036713i,-0.15901+0.081575i,-0.13362+0.10621i,-0.072894+0.10373i,0.0053815+0.065421i,0.046991+0.01344i,0.049275-0.019472i,0.041482-0.039877i,0.017034-0.044596i,-0.010662-0.012475i,-0.014844+0.029417i,-0.012105+0.049904i,-0.014868+0.052102i,-0.0087991+0.043607i,0.0093793+0.028528i,0.026249+0.0061094i,0.030469-0.022256i,0.019023-0.040098i
-0.6617+0.12801i,-0.68135+0.16219i,-0.44121+0.10637i,-0.25091+0.051305i,-0.12039+0.09872i,0.081672+0.15812i,0.2153+0.11961i,0.19935+0.060065i,0.12431+0.036451i,0.048297+0.021633i,0.010494+0.005828i,0.010841-0.012978i,0.01904-0.020476i,0.031435-0.023119i,0.03512-0.045527i,0.023513-0.071995i,0.012113-0.082767i,0.0026001-0.075557i,-0.0072767-0.052698i,-0.01557-0.024645i,-0.027119+0.0044771i,-0.030482+0.032763i,-0.013122+0.042388i
-0.04997-0.66946i,-0.094317-0.64033i,-0.037251-0.28476i,0.11373-0.024308i,0.1645-0.06811i,0.051588-0.19764i,-0.037564-0.22938i,-0.046113-0.1869i,-0.032883-0.11069i,-0.0034476-0.023328i,0.028557+0.028785i,0.043732+0.043i,0.050952+0.039489i,0.039331+0.026191i,0.0059085+0.023215i,-0.019162+0.032996i,-0.02818+0.036296i,-0.028967+0.032739i,-0.018385+0.030935i,-0.0014082+0.024098i,0.014116+0.0051909i,0.018709-0.017011i,0.0061468-0.02402i
0.68216+0.038866i,0.69245-0.025065i,0.42017-0.09348i,0.18165-0.11914i,0.063847-0.085889i,-0.045702+0.018085i,-0.11975+0.12016i,-0.12368+0.13013i,-0.094481+0.095829i,-0.05423+0.05591i,-0.032718+0.014264i,-0.033513+0.0011995i,-0.031727+0.016824i,-0.0095135+0.028395i,0.032903+0.010005i,0.062392-0.024581i,0.063509-0.042062i,0.050125-0.045279i,0.028778-0.046772i,0.0039778-0.045121i,-0.018186-0.033802i,-0.030378-0.010813i,-0.024782+0.0078753i
-0.12668+0.66587i,-0.072083+0.66215i,-0.04273+0.35627i,-0.11739+0.11518i,-0.14429+0.067809i,-0.025868+0.043415i,0.07484+0.0026841i,0.081793+0.0083997i,0.053167+0.028262i,0.026528+0.028255i,0.015745+0.019077i,0.011492+0.0049976i,0.0040881-0.010421i,-0.0091917-0.020304i,-0.037123-0.023604i,-0.066761-0.020042i,-0.071593-0.010532i,-0.050712+0.0042232i,-0.022573+0.016265i,0.001477+0.017822i,0.017354+0.013075i,0.024184+0.0045282i,0.017705-0.0051471i
-0.65474-0.22287i,-0.67752-0.14982i,-0.41519-0.0021669i,-0.16825+0.096i,-0.06038+0.13543i,-0.00044622+0.10716i,0.027475+0.0044133i,0.0040171-0.080904i,-0.041639-0.10516i,-0.070841-0.076387i,-0.042834-0.034486i,0.0078329-0.028119i,0.020371-0.034394i,0.015379-0.012808i,0.027062+0.024235i,0.047567+0.048023i,0.052639+0.04427i,0.033657+0.018964i,0.0060326-0.0013081i,-0.01226-0.0020554i,-0.020033+0.00056118i,-0.022061-0.0014005i,-0.013548-0.0033527i
0.30165-0.60207i,0.25069-0.60744i,0.15491-0.31946i,0.17353-0.085943i,0.17458-0.058931i,0.047583-0.051865i,-0.037076+0.029261i,-0.023824+0.079858i,0.0093644+0.064986i,0.031501+0.029436i,0.017249+0.0044336i,-0.012132+0.0050646i,-0.017137+0.015494i,-0.0066682+0.010675i,0.0066779-0.0062091i,0.02336-0.029228i,0.033799-0.043383i,0.033455-0.027136i,0.036258+0.0030177i,0.040462+0.01365i,0.028291+0.0098491i,0.0081539+0.0076208i,-0.0062128+0.0060248i
0.54734+0.38618i,0.55299+0.29694i,0.2442+0.051577i,-0.077261-0.093848i,-0.15515-0.070613i,-0.057249+0.018582i,0.038295+0.067465i,0.097829+0.056938i,0.13682+0.037036i,0.12737+0.013922i,0.079621+0.00010606i,0.054896+0.0025315i,0.050369-0.013186i,0.022644-0.037429i,-0.020639-0.036584i,-0.049763-0.01636i,-0.056844-0.0095629i,-0.048967-0.0325i,-0.037773-0.062025i,-0.02743-0.06612i,-0.010724-0.045961i,0.010134-0.025505i,0.019149-0.018938i
-0.46281+0.48597i,-0.381+0.53989i,-0.14075+0.37541i,-0.029578+0.21475i,-0.060574+0.12289i,-0.066388-0.013576i,-0.055023-0.12509i,-0.072049-0.096267i,-0.067497-0.0021915i,-0.018616+0.043728i,0.023593+0.013018i,0.024484-0.034816i,0.014142-0.048722i,0.013653-0.038382i,0.015274-0.021021i,0.017811-0.0075884i,0.019926+0.0052366i,0.023613+0.019512i,0.027259+0.021399i,0.024471+0.010098i,0.010329-0.0036573i,-0.007331-0.0084788i,-0.01233-0.0046355i
-0.40872-0.55877i,-0.46676-0.54173i,-0.32283-0.38969i,-0.17464-0.31242i,-0.13879-0.17964i,-0.13864+0.070177i,-0.11467+0.19005i,-0.10592+0.15772i,-0.10249+0.12896i,-0.070016+0.1027i,-0.03083+0.068346i,0.011594+0.047015i,0.057724+0.020003i,0.076772-0.020349i,0.052425-0.059173i,0.0050509-0.073726i,-0.025432-0.057866i,-0.024214-0.029887i,-0.0018945-0.0071141i,0.010198+0.0023462i,0.0043256+0.010908i,0.0075854+0.027609i,0.021648+0.029802i
0.58661-0.29369i,0.51684-0.30154i,0.22774-0.063918i,0.075543+0.18222i,0.098786+0.15565i,0.12815-0.0069212i,0.12738-0.030118i,0.10889+0.027127i,0.067599+0.03683i,0.034547+0.022895i,0.035865-0.003167i,0.032366-0.037052i,0.0062242-0.033321i,-0.016383+0.011381i,-0.010646+0.053376i,0.019253+0.06477i,0.036848+0.048582i,0.035958+0.032667i,0.043785+0.026062i,0.055674+0.011449i,0.046944-0.010386i,0.016927-0.022368i,-0.0075803-0.017208i
0.19494+0.63043i,0.3085+0.54882i,0.30966+0.1493i,0.19484-0.20102i,0.016033-0.27049i,-0.1487-0.15797i,-0.18983-0.078637i,-0.13132-0.074989i,-0.071163-0.040015i,-0.011263+0.019008i,0.020049+0.019032i,0.01754-0.0045485i,0.03658-0.0099877i,0.071263-0.020659i,0.080264-0.049232i,0.054861-0.085629i,0.011551-0.10859i,-0.026272-0.1018i,-0.039027-0.063225i,-0.026235-0.01676i,-0.021349+0.0093622i,-0.029394+0.021294i,-0.022603+0.01567i
-0.64917+0.064705i,-0.63155+0.14148i,-0.37482+0.12275i,-0.2113+0.042457i,-0.15968-0.00070409i,-0.06898+0.0030791i,-0.016914+0.042676i,-0.056068+0.1172i,-0.094714+0.1678i,-0.073858+0.15668i,0.00067993+0.11825i,0.077165+0.078344i,0.10531+0.035219i,0.065275+0.0031697i,0.0012219+0.011843i,-0.018732+0.042913i,-3.1492e-05+0.043i,0.016668+0.019201i,0.028673+0.010352i,0.036713+0.0069084i,0.034132-0.0094295i,0.028199-0.023786i,0.021717-0.019039i
0.037285-0.64538i,-0.053635-0.64831i,-0.086564-0.40495i,-0.019932-0.25192i,0.0037812-0.21948i,-0.035469-0.13342i,-0.021478-0.025326i,-0.0060667+0.008673i,-0.062893+0.0060364i,-0.10431+0.014873i,-0.072718+0.0084471i,-0.023086-0.007516i,0.019041+0.0064912i,0.069753+0.023805i,0.11302-0.0063065i,0.12608-0.074965i,0.10833-0.12079i,0.073889-0.096153i,0.041866-0.034692i,0.027628+8.0544e-05i,0.028988+0.0059842i,0.025741+0.015837i,0.017056+0.022753i
0.61694+0.19394i,0.61535+0.17904i,0.34673+0.24406i,0.16805+0.38703i,0.14635+0.32158i,0.043198+0.049312i,-0.1502-0.10455i,-0.25614-0.12517i,-0.23761-0.14273i,-0.1382-0.1152i,-0.014012-0.066101i,0.052974-0.064886i,0.03827-0.06339i,-0.0078183-0.033483i,-0.049657+0.0066064i,-0.05755+0.045779i,-0.023789+0.064731i,0.021162+0.059338i,0.055733+0.051191i,0.068864+0.049827i,0.040511+0.048716i,-0.014736+0.046461i,-0.039763+0.038901i
-0.29415+0.54919i,-0.14666+0.483i,0.12433+0.006539i,0.27651-0.51611i,0.25835-0.67122i,0.1657-0.47059i,0.071862-0.29459i,0.01703-0.27986i,0.020934-0.24034i,0.051138-0.11754i,0.10312-0.0095135i,0.20924+0.036027i,0.28499+0.023449i,0.23099+0.014139i,0.13596+0.037846i,0.11888+0.042865i,0.1262-0.0038533i,0.077421-0.063878i,0.0068013-0.079555i,-0.03046-0.058391i,-0.037799-0.047789i,-0.039364-0.050619i,-0.03881-0.042628i
-0.48579-0.38215i,-0.55631-0.25927i,-0.41791+0.07178i,-0.21125+0.41406i,0.056273+0.56455i,0.31412+0.3896i,0.34301+0.16025i,0.26793+0.21199i,0.27096+0.30167i,0.19608+0.19737i,0.031769+0.15318i,-0.047158+0.26926i,-0.0031357+0.34318i,0.065239+0.23513i,0.075057+0.046093i,0.072679-0.033506i,0.12585-0.0077858i,0.18+0.034271i,0.18796+0.073253i,0.16642+0.092503i,0.11735+0.084475i,0.071095+0.072689i,0.060719+0.043919i
0.50247-0.37626i,0.45106-0.39623i,0.27985-0.1666i,0.18064+0.070893i,0.062877+0.15881i,-0.073339+0.15845i,-0.09822+0.03715i,-0.20763-0.18322i,-0.39424-0.20342i,-0.32878-0.024529i,-0.089478+0.006653i,-0.0063736-0.10273i,-0.097307-0.10557i,-0.16911+0.0030314i,-0.17005+0.10343i,-0.15581+0.16373i,-0.15546+0.20557i,-0.16018+0.22531i,-0.13975+0.20661i,-0.09607+0.14465i,-0.072187+0.054561i,-0.089343-0.0052035i,-0.09299+0.005266i
0.20336+0.57094i,0.25133+0.54021i,0.15277+0.30115i,0.095526+0.15896i,0.22585+0.15296i,0.38071+0.11157i,0.37579+0.037347i,0.3183+0.043804i,0.27685+0.057169i,0.1561+0.037008i,0.042238+0.099678i,0.071591+0.20146i,0.15383+0.20035i,0.18681+0.11997i,0.19042+0.03389i,0.17915-0.014458i,0.13876-0.038603i,0.073062-0.065203i,0.027929-0.051207i,0.024821-0.010939i,0.023233+0.011973i,0.0077816+0.021504i,-0.00584+0.020458i
-0.89888+9.4431i,0.34154+9.363i,4.3596+9.0496i,6.5193+5.1725i,5.7368+0.80733i,3.2581-1.7657i,0.98811-1.6793i,0.15537-0.49324i,0.6105+0.14495i,1.2388-0.35022i,0.83331-1.3782i,-0.29106-1.813i,-1.2701-1.3861i,-1.8126-0.46076i,-1.7956+0.32746i,-1.2923+0.58244i,-0.60632+0.4845i,-0.067675+0.39578i,0.24845+0.42358i,0.36833+0.48099i,0.36637+0.53648i,0.32497+0.58095i,0.24956+0.5256i
0.023557-0.53656i,-0.0091228-0.52078i,0.087388-0.26435i,0.3112-0.021516i,0.49075+0.1308i,0.48998+0.15765i,0.35657+0.0586i,0.25445-0.020162i,0.23103-0.12093i,0.13467-0.25807i,-0.0013235-0.25705i,-0.027124-0.19124i,-0.032143-0.17283i,-0.072226-0.094938i,-0.040428+0.024251i,0.045965+0.04424i,0.079235-0.01674i,0.085261-0.054928i,0.10836-0.066687i,0.089723-0.067915i,0.041492-0.0072964i,0.042932+0.084773i,0.065475+0.11438i
0.60462+0.13321i,0.53696+0.055499i,0.146+0.011862i,-0.1238+0.04654i,-0.014754-0.022871i,0.16724-0.19769i,0.10507-0.23734i,-0.015547-0.15113i,-0.017642-0.13008i,-0.025876-0.1605i,-0.10207-0.15804i,-0.19005-0.12821i,-0.23501-0.069325i,-0.19424-0.0059176i,-0.12438+0.0053557i,-0.091505-0.0037984i,-0.06137+0.031559i,-0.025742+0.066703i,-0.010691+0.038328i,-0.00097026-0.010378i,0.014236-0.024143i,0.032572-0.016209i,0.047301-0.011072i
-0.27433+0.54336i,-0.12476+0.61111i,0.16464+0.4701i,0.37419+0.32976i,0.32887+0.20879i,0.080679+0.047091i,-0.062617-0.015091i,0.011547+0.012676i,0.046589-0.0032853i,-0.029339+0.0070729i,-0.053001+0.069223i,-0.034775+0.11516i,-0.01636+0.12383i,0.018903+0.090201i,0.023538+0.054239i,-0.012749+0.05773i,-0.03044+0.068255i,-0.011268+0.051742i,-0.0075293+0.019211i,-0.03189-0.0049572i,-0.027604-0.024448i,0.00063691-0.043854i,0.0012758-0.039286i
-0.46535-0.41179i,-0.50619-0.40261i,-0.3164-0.38847i,-0.13956-0.51972i,-0.077504-0.55986i,-0.016501-0.33478i,0.017078-0.13258i,-0.044774-0.099666i,-0.098816-0.073381i,-0.071379-0.012351i,0.0013889+0.0061524i,0.061627-0.026804i,0.065567-0.047766i,0.033645-0.017955i,0.018459+0.028896i,0.020763+0.055877i,0.0072622+0.061763i,-0.026346+0.065026i,-0.052919+0.077936i,-0.048576+0.087738i,-0.015319+0.069101i,0.011888+0.024861i,0.024455-0.0010761i
0.48969-0.34498i,0.38902-0.36749i,0.081445-0.13732i,-0.14823+0.12807i,-0.22614+0.17011i,-0.2046+0.059255i,-0.090004+0.069267i,0.065799+0.16703i,0.16022+0.14716i,0.12022+0.029276i,-0.0067964-0.028417i,-0.089762+0.0046276i,-0.08658+0.042488i,-0.04924+0.045435i,-0.010044+0.012882i,0.015198-0.034952i,0.026923-0.056527i,0.033242-0.050796i,0.03177-0.036514i,0.023878-0.020605i,0.016505-0.0026405i,0.0099636+0.016834i,0.0048013+0.015718i
0.20845+0.55665i,0.28272+0.50202i,0.21087+0.25353i,0.12398+0.13053i,0.14364+0.17612i,0.19171+0.16346i,0.16567-0.01825i,0.076921-0.22339i,-0.022836-0.26735i,-0.055978-0.16763i,-0.03438-0.072011i,-0.049163-0.037621i,-0.090523-0.036951i,-0.093756-0.059713i,-0.081655-0.088065i,-0.090385-0.08558i,-0.084707-0.063891i,-0.043746-0.066967i,-0.011409-0.088407i,-0.018762-0.077885i,-0.039299-0.029299i,-0.036608+0.0096594i,-0.019243+0.01819i
-0.58936+0.076833i,-0.54431+0.16587i,-0.25193+0.13862i,-0.03815-0.0083037i,-7.3315e-05-0.15651i,-0.044594-0.19445i,-0.13771-0.084072i,-0.19235+0.10584i,-0.11946+0.208i,-0.012444+0.15104i,0.034168+0.058116i,0.076807+0.027752i,0.127+0.019037i,0.10349+0.022088i,0.053415+0.059196i,0.050358+0.077283i,0.046942+0.050148i,0.0025363+0.029355i,-0.042493+0.037368i,-0.033774+0.044027i,0.019839+0.019435i,0.051031-0.02034i,0.034459-0.034284i
0.085333-0.60625i,0.0088335-0.59472i,-0.029745-0.30763i,-0.010955-0.031258i,-0.035573+0.11691i,-0.040938+0.19983i,0.085895+0.19456i,0.23063+0.075173i,0.2343-0.057878i,0.11509-0.092671i,0.0045431-0.052244i,-0.05356-0.045031i,-0.097401-0.061792i,-0.094329-0.038071i,-0.0399-0.015648i,-0.0097526-0.020113i,-0.017167-0.0087347i,-0.0060217+0.019008i,0.031393+0.02827i,0.03874+0.013074i,-0.00082483+0.0037305i,-0.037725+0.015324i,-0.032094+0.031694i
0.54473+0.23526i,0.54742+0.12597i,0.30798-0.041419i,0.15626-0.11316i,0.2158-0.097793i,0.25741-0.090101i,0.13839-0.11976i,-0.051039-0.14296i,-0.17475-0.096126i,-0.15271-0.018099i,-0.065614+0.011273i,-0.039662+0.029251i,-0.043276+0.069511i,-0.021425+0.063004i,-0.010525+0.021157i,-0.011844+0.017161i,0.013565+0.040974i,0.046701+0.042374i,0.047961+0.014904i,0.020597-0.0039031i,0.003768+0.012424i,0.021127+0.039038i,0.04076+0.033815i
-0.3826+0.49158i,-0.331+0.55353i,-0.21022+0.41272i,-0.19836+0.24331i,-0.24419+0.086094i,-0.26108-0.045084i,-0.24834-0.019145i,-0.13922+0.10639i,-0.0050776+0.12926i,0.019408+0.072777i,0.0066763+0.038316i,0.032133+0.01131i,0.045919-0.015563i,0.013517-0.0049745i,-0.022374+0.036379i,-0.027283+0.059951i,-0.02232+0.042524i,-0.035506+0.010592i,-0.063809-0.0058995i,-0.066357-0.010006i,-0.028801-0.026607i,-0.0029955-0.05596i,-0.014861-0.05161i
-0.34885-0.48653i,-0.35526-0.4218i,-0.11535-0.20207i,0.13186-0.082263i,0.15788-0.036022i,0.078115+0.024196i,0.086655-0.0067484i,0.10444-0.1248i,0.051371-0.17404i,0.0017865-0.12386i,-0.019128-0.064065i,-0.039581-0.034581i,-0.046041-0.021433i,-0.016701-0.016574i,0.022929-0.032059i,0.030046-0.057223i,0.011774-0.056432i,0.004172-0.028398i,0.011475+0.0014813i,0.0090166+0.020918i,-0.011488+0.028754i,-0.028033+0.028334i,-0.020091+0.019794i
0.56188-0.21737i,0.50996-0.29687i,0.2331-0.23704i,0.061608-0.12199i,0.09129-0.086832i,0.13795-0.094307i,0.093064-0.044535i,0.014783+0.016562i,-0.017291+0.0088195i,-0.01925-0.03371i,-0.027138-0.027511i,-0.025599+0.013515i,-0.019392+0.028659i,-0.023964+0.010269i,-0.028073-0.0056529i,-0.020988+0.0054432i,0.0013016+0.026188i,0.032631+0.033517i,0.051302+0.022886i,0.040623+0.0052174i,0.012853+0.0028988i,-0.0031741+0.020995i,0.0015887+0.034922i
0.04506+0.5962i,0.098606+0.56052i,0.045022+0.26576i,-0.10359+0.043222i,-0.21573+0.012441i,-0.22613+0.023432i,-0.16495+0.016136i,-0.045092+0.034676i,0.061467+0.064822i,0.084423+0.05601i,0.05276+0.012029i,0.02254-0.025552i,0.011528-0.041852i,0.0031574-0.036459i,-0.0095203-0.020655i,-0.025402-0.01785i,-0.05505-0.026297i,-0.093996-0.029455i,-0.10927-0.022672i,-0.068673-0.016609i,0.0004518-0.029376i,0.030295-0.057666i,0.0066708-0.064583i
-0.59462-0.09973i,-0.59413+0.0050055i,-0.31872+0.14436i,-0.048649+0.21046i,0.099017+0.20993i,0.19554+0.15046i,0.21685+0.027835i,0.12926-0.076567i,0.029777-0.1056i,-0.0053029-0.076532i,-0.0058679-0.038141i,-0.010769-0.0087118i,-0.0143+0.01267i,-0.0035906+0.01733i,0.011937+0.0099248i,0.021579+0.0083324i,0.031488+0.014191i,0.049966+0.013612i,0.06246+0.0036981i,0.044187-9.9081e-05i,0.010842+0.01668i,0.0010042+0.040859i,0.015886+0.042891i
