0.00098814-0.00042028i,3.7074e-05-0.0010427i,3.2371e-05-0.0015786i,2.4342e-05-0.0016119i,-0.0010744-0.0010143i,-0.0013481+0.00069972i,-0.00062196+0.0014351i,0.0004684+0.0012683i,0.0014167+0.00074553i,0.0010945+0.00032887i,0.0010483+9.4811e-06i,-4.4015e-05-0.00054822i,-0.0013824-0.00094226i,-0.00046694-8.7338e-05i,2.4268e-05+0.00043589i,0.00012636+0.00020603i,0.00075613+5.8513e-06i,0.00085788-0.00046607i,0.00033053-0.00041271i,-0.00018658-5.6142e-05i,-0.00044217-0.00035859i,-0.00068873-0.00073807i,-0.00030779-0.00075645i
-0.00087835-0.00035827i,-0.0022485+0.00066221i,-0.0018224+0.00046088i,0.00011117+0.0012045i,0.0018292+0.0022342i,0.0019254+0.0010348i,0.0005798-5.8441e-05i,-3.8391e-05-0.00061457i,2.5448e-05-0.0011532i,-0.00036173-0.00077117i,-0.00068154-7.823e-05i,0.00042064+0.00052417i,0.0013347+0.00018742i,0.00085541-0.00056996i,0.00066456+3.8747e-05i,0.00065634+0.00071696i,0.00023821+0.00017325i,-0.00038618+0.00017378i,8.3999e-05-9.6362e-05i,0.00016628-0.00067548i,-0.00019331-0.0008603i,0.00010774-0.00087921i,7.647e-05-0.0006247i
0.0010066+0.0013101i,0.001346+0.0018162i,0.0010564+0.0024637i,0.0013569+0.0017046i,0.0014601+0.00088896i,0.0012582+0.00055806i,0.00097262-8.4666e-05i,0.0006444-0.00018242i,0.00063655+0.00068127i,0.0010065+0.001327i,0.0011986+0.00086843i,0.00096191+0.00025254i,0.00097416-0.00013293i,0.0010171-0.00018873i,0.0003833+0.00028238i,-0.0004483+0.00087421i,-0.00039685+0.0011325i,-0.00016529+0.00083683i,-0.00014801+0.00028787i,3.0961e-05-0.00035013i,0.00031852-0.00084672i,-2.1337e-05-0.00045479i,-0.00027717-7.1464e-05i
0.0013897-0.000181i,-0.00067147+0.00011913i,-0.0016696+0.00045218i,-0.00031641+0.00058806i,0.0011858-0.00010425i,0.00096581-0.00058769i,0.00049467-0.000464i,0.0012255+9.4894e-05i,0.0018654+0.0001175i,0.00083473-2.4572e-05i,-0.00082628-0.00028753i,-0.0011483-0.00066834i,-0.00039358-0.00074461i,0.0004459-0.0015452i,0.00019616-0.0015289i,-0.00016794-0.00038203i,-0.00017144+3.6752e-05i,8.7194e-05+0.0004214i,0.00036445+0.00053561i,0.00025639+0.00053306i,0.00037824+0.00028496i,0.00032516-0.00035372i,-0.00074648-0.00094098i
-0.00090095-0.0015176i,-0.0006314+0.00019533i,-0.00046388+0.001047i,0.00013767+0.0011215i,0.00015684+0.0010984i,0.00054849+2.5743e-05i,0.00080747-0.00076148i,0.00097158-3.632e-05i,0.00097228+0.00075242i,0.00083596-0.0003009i,0.00095946-0.0012896i,0.0010833-0.00052756i,0.00033997+3.0785e-05i,-8.7749e-05-0.00022927i,0.00010809-0.0004945i,0.00012377+0.00016129i,-5.054e-05+0.00027155i,-0.00026085+0.00021468i,-0.00049517+0.00055006i,-0.00016193+0.00077509i,-0.0001305+9.3343e-05i,-0.00061035-0.00035253i,-0.00074966+0.0005957i
9.8982e-05-0.00013241i,-5.3802e-05+0.00099704i,-0.00041508+0.0015036i,-0.00039933+0.0022001i,0.0010069+0.0022836i,0.0015198+0.0012606i,0.00013477+0.00042099i,-0.00051346+0.00018241i,-0.00036104-0.00025049i,0.00010325+0.00013273i,0.00049729-0.00027296i,0.00076155-0.0010703i,0.00072355-0.0014531i,0.00038427-0.00074063i,0.00042476+0.00015552i,0.00053964+0.00091467i,0.000137+0.00099919i,0.00039426+1.799e-06i,0.00092625+0.00050613i,0.00032199+0.00086989i,-0.0001333+0.00045407i,-0.00012691+0.00020144i,-0.00050754-6.6244e-05i
-0.0015097-0.00014051i,-0.0013268+0.00033517i,-0.00043998+0.0012842i,0.0007983+0.0022998i,0.0018562+0.0024195i,0.0016183+0.001326i,0.00056028+0.00060287i,-8.7739e-05-0.00032419i,-0.00010401-0.00069768i,9.2271e-05-0.00029997i,-0.0001784+0.00022248i,0.00019833+0.0010263i,0.00076078+0.00037954i,-0.00018629-0.00044492i,-0.0011264+6.6216e-05i,-0.0010296+0.00075612i,-0.00029928+0.00080378i,-6.5247e-05+0.00055119i,-0.00075803+0.00060818i,-0.0014245+0.00090083i,-0.00094386+0.00094164i,0.00030478+0.00081668i,0.00065424+0.00098459i
-0.0005902-0.001453i,-0.00075195-0.00041873i,-0.00014164-0.00038278i,0.00038641-0.00011565i,0.00074702+0.00023995i,0.00090054+9.463e-05i,0.00046083-5.6771e-05i,0.00035946-4.3619e-05i,0.00034406+9.5349e-05i,0.00026802+0.00044199i,-0.00030995+0.00040238i,-0.00058693-8.6545e-05i,5.9871e-05-0.00021778i,-5.1868e-05-0.00025318i,-0.00079132-0.00040944i,-0.00070776-0.00060319i,-0.00013019-0.00033844i,0.00022943-0.00053482i,0.0006448+6.4475e-06i,0.00027629+0.00022563i,-0.00035298-0.00080638i,-0.00092324-0.00078361i,-0.0012523+0.00026066i
-0.00027081-0.00012039i,-0.0004858+0.00027708i,0.00035425+0.0012506i,0.0011951+0.0022954i,0.0013089+0.0024303i,0.0018887+0.0013004i,0.0015174+0.00043987i,0.0010729-0.00022205i,0.00068898-0.00068382i,0.0003958-0.00058288i,0.00095288+0.00026521i,0.0013524+0.0006863i,0.00081748-0.00015213i,0.00027537-0.0008756i,0.00025031-0.00072569i,-7.3226e-05-0.00024499i,-0.00040196-0.0004027i,-4.8495e-05-7.9359e-05i,0.00015622+1.9589e-05i,-0.00018246-7.5383e-06i,-0.00061399+0.00030081i,0.00017284+0.00026333i,0.00089931+7.2114e-05i
-0.0004619-0.00165i,-0.0012177-0.00051532i,-0.0010531+0.00049718i,-0.00023896+0.00043223i,0.00077677+0.00036454i,0.00080229+0.00082341i,0.00021644+0.00065619i,-0.0001945-0.00028645i,-0.00041193-0.00071249i,-0.00010379-0.00041374i,0.00087601+0.00029214i,0.0010832+0.00039131i,0.0011597+0.00033128i,0.00022565+0.00062202i,-0.0013263+0.00052536i,-0.0014183+0.00015834i,-0.0010842+0.00022487i,-0.0012225-0.00012537i,-0.00060941-4.7751e-05i,-0.00025529+0.00046698i,-0.00061103+0.00036603i,-0.00046714+0.00012538i,-0.00033012+0.00019753i
-0.0017049-0.00044081i,-0.0012628-0.00024936i,0.00042323+0.00016164i,0.0014629+0.000854i,0.0012951+0.0010297i,0.00090888+0.00057032i,0.00047864+8.1648e-05i,-6.7795e-05+0.0006925i,0.0001842+0.0010211i,0.0016107-1.0495e-05i,0.0016848-1.8706e-05i,0.0005065+0.00044608i,0.00011751-7.7086e-05i,0.00037153-0.00049975i,0.00016022-0.00092673i,-0.00044421-0.00081256i,2.9104e-05-0.00078523i,0.00047704-0.00099982i,-0.00016194-0.00083983i,-0.00039257-0.00043486i,-0.00015835-0.00025661i,5.7556e-05-0.00080671i,0.00062721-0.00067722i
0.0010755-0.0016654i,0.00020984-0.0013862i,-0.00020613-0.0015289i,-0.00028642-0.0016003i,0.0008366-0.0010892i,0.0010527+0.00030799i,-0.00038789+0.00089484i,-0.00041047+0.00027914i,9.0976e-05+7.6613e-05i,-0.0002332-0.00019746i,-0.00018953-0.00010194i,0.00063182+0.00015137i,0.00073786-0.00067496i,6.8e-05-0.0011052i,7.1633e-05-0.00050666i,0.00050055-0.00020998i,0.00057694-0.00021854i,0.00014017-1.1007e-05i,-0.00037242-0.00018815i,-0.00058516-0.0009049i,-0.00043862-0.00090738i,-5.6987e-06-2.6343e-05i,-7.8182e-06+0.00068461i
-0.0023239-0.0019627i,-0.0029793-0.001046i,-0.0023152+0.00078675i,-0.00036325+0.0014377i,0.0010573+0.0018627i,0.0011284+0.0022873i,0.0009623+0.0016226i,0.00010985+0.00093806i,-0.0008455+0.0008459i,-0.00082728+0.00044838i,0.00044109+0.00024151i,0.00090917+0.00051145i,0.00054251+0.00036291i,0.00083257-2.2226e-05i,0.00072416-0.00033513i,4.9754e-05-0.001175i,-0.00041381-0.0014212i,-0.00040808-0.00087491i,0.00045568-0.00052093i,0.00089021-0.0008196i,0.00045415-0.0009791i,-0.00049161-0.00030508i,-0.00056856+0.00050424i
-0.0012972-0.00036943i,-5.7295e-05+0.00095364i,0.00043812+0.0020829i,0.001043+0.0019451i,0.0020415+0.0010373i,0.0025094-3.4816e-05i,0.0014862-0.00084752i,0.00042625-6.2149e-05i,-0.00013282+0.0011036i,-0.00035123+0.0011004i,-0.00025945+0.0006026i,-2.2176e-05+0.00025985i,0.00035348+0.00017197i,-0.0001035+0.00034561i,-0.0002813+0.00044808i,0.00012885+0.00045903i,0.00032125+0.00016571i,0.00012291-0.00040071i,-0.00037456-0.00047212i,-0.0010845-2.7776e-05i,-0.0012526+7.9123e-05i,-0.00038078-0.00015424i,0.00016838-0.00030388i
0.0007522+0.001331i,0.00029756+0.0016622i,0.00054633+0.0015715i,0.0018817+0.0010505i,0.003148+0.001018i,0.0024513+0.0007487i,0.0014037+0.00056684i,0.00092388+0.00033216i,0.00050144+0.00017968i,7.7123e-05-0.00024866i,-0.00014423-0.00042265i,1.1019e-05-2.6157e-05i,-8.8212e-05-0.00015798i,-9.5183e-05-0.00049686i,-0.00019903-0.00033864i,7.0577e-05-0.0005271i,0.00022337-0.00063981i,-0.00019243-0.00026867i,-0.00069121-0.00013243i,-0.00086501+9.0874e-05i,-0.00023423+0.0005812i,-0.00012317+0.00017359i,8.8425e-05+0.00019567i
0.0015083+0.00033183i,0.0014153-0.00020233i,0.0023688-0.00048955i,0.002484-0.00025891i,0.0022936-0.00021057i,0.0011228-0.0001342i,-0.00049589+0.00025169i,-0.00033167+0.0003926i,0.00058985+0.00076861i,0.0014051+0.0006135i,0.00084967-0.00015977i,8.5935e-05-0.00036679i,-6.4285e-05-0.00018855i,-0.00010704-8.2027e-05i,9.8322e-05-0.00029458i,0.00037862-0.00043102i,0.00080321+9.4605e-05i,0.00074661+0.00048949i,0.0004588+0.00019476i,0.00025168+7.6038e-05i,0.00054649-0.00016184i,0.00076546-0.00046325i,0.00068729-0.00027179i
0.0009103-0.0013951i,-8.8939e-05-0.00043964i,0.00040881+4.2017e-05i,0.0012836+6.7305e-06i,0.0012665-0.00019881i,0.0017479-9.4528e-05i,0.0019369-0.00040573i,0.0012481-0.00076061i,0.00095685-0.00025555i,0.00059634+0.00025943i,0.00043189+0.00054937i,0.00077104+0.00040531i,0.00075126+0.00012853i,0.00024988-1.3911e-05i,0.00058716-3.6223e-05i,0.00057627+0.0002357i,0.0001575-0.00049086i,-6.4295e-05-0.00079406i,-0.0005453-0.00085211i,-0.00062553-0.00051287i,-0.00036531-0.00015305i,-0.00021777+0.00025266i,-0.0003821+0.00028872i
-0.00025049+0.00049061i,-0.0004148+0.00114i,0.00046343+0.00066603i,0.0011895+4.6679e-05i,0.0013021+5.7231e-05i,0.0011761-0.00022477i,0.00068907-0.00069381i,0.0001864-0.00010175i,-8.1127e-05-3.3222e-05i,5.3193e-05-0.00097309i,0.00039049-0.00054449i,0.00075441-0.00020943i,0.00072149-0.00036743i,0.00024114+0.00055046i,9.7365e-05+0.00044576i,0.000259-0.00083421i,0.00038113-0.00082386i,-0.00010939-0.00054231i,-0.00020706-0.00079092i,0.00030124-0.00067476i,0.0010392-0.00058999i,0.00066442-0.00064202i,-0.00069963-0.00073443i
0.00027519-0.0017779i,-0.0011179-0.0015265i,-0.0012419-0.00017287i,-0.00075107+0.001032i,-0.00017139+0.00077256i,0.0004444+0.00060653i,0.00093612+0.00064157i,0.00052673+0.00048773i,-0.00013963-0.00014651i,-5.7854e-05-0.0006749i,0.0005727-0.00081876i,0.00053692+4.2635e-05i,-4.8059e-05+0.00054479i,5.904e-05-0.00030878i,0.00030969-0.00053118i,-3.9362e-05+0.00019042i,-0.00044067+0.00041528i,-0.00067243+0.00036202i,-0.00028813+0.00048875i,-0.00013769+0.0010763i,4.8654e-05+0.0008106i,-3.9542e-05-0.00018344i,7.3506e-05-0.00047588i
4.2375e-05-6.9569e-05i,-0.0011957+0.00019295i,-0.0018995+0.0010871i,-0.00083756+0.0021696i,-4.4582e-05+0.0027352i,0.0002904+0.0013275i,0.0001445-0.00051042i,0.00038186-0.0009895i,0.00062248-0.00032696i,0.0001577+0.00031955i,0.00026832+0.00037716i,0.0010463+0.00040378i,0.00080033+0.00088124i,0.00027304+0.0007069i,3.9917e-05+0.00011159i,0.00032802-0.00018321i,0.00034456-0.00027769i,4.2601e-05+4.7939e-06i,0.00054974+0.00074246i,7.3151e-05+0.00092133i,-0.0010143+0.00036375i,-0.00074703+9.1292e-05i,0.00032618+0.00027559i
0.00055528+0.0023137i,0.00061946+0.0015139i,0.0015083+0.0011583i,0.0025612+0.0010318i,0.0026487+0.00066039i,0.0017576+7.411e-05i,0.0012683-0.00045675i,0.00075836-0.00026345i,0.00078226-0.00017169i,0.00087812-0.00014596i,0.00059039-0.00044258i,0.00080111-0.00070672i,0.0016369-0.00028235i,0.0012714-0.0001393i,0.00049376-0.00019501i,0.00042182-0.00035234i,0.00028812-0.00078858i,-7.3755e-05-0.0011438i,-0.00067155-0.00093538i,-0.00094287+8.3588e-05i,-0.00077625+0.00046505i,-3.2635e-05+0.00086869i,7.8115e-05+0.0010956i
-0.0023929-0.0027229i,-0.0032328-0.0010198i,-0.0032502+0.00046052i,-0.0018684+0.0014534i,-0.00019855+0.0015757i,0.0010863+0.0015683i,0.00096941+0.0013039i,0.0004155+0.00070785i,0.00048072+0.00034976i,7.6524e-05+0.00010832i,-0.00031219+0.00028726i,-0.00040334+0.00032885i,-0.00020055+0.00016096i,0.00026275-0.00056889i,0.00032836-0.0011813i,6.2068e-05-0.00073082i,-3.8437e-05+0.0001393i,-0.00019574+0.00021338i,-0.0007411-0.00065498i,-0.00053854-0.0012768i,-2.0324e-05-0.00089029i,-0.00063282-1.9346e-05i,-0.00074981+1.0408e-05i
3.396e-05+0.0011882i,1.8855e-05+0.0012969i,0.00079473+0.001362i,0.0011693+0.0011729i,0.0014201+0.00074303i,0.0012668+0.0005568i,4.3319e-05-2.3731e-05i,-0.00054077-0.00040616i,-0.00016149-0.00011318i,0.00032721+0.00019072i,-0.00048857+0.0002083i,-0.0011732+0.00026902i,-0.00028351+0.00055054i,0.00066259+0.0003564i,0.00044871-0.00037504i,-0.00027744-0.00090689i,-0.00072034-0.00063227i,-8.4204e-05-0.0001801i,0.00071862+4.7055e-05i,0.00040637+0.00018066i,0.00016822-3.1686e-05i,0.0001333-0.00035788i,0.00029258-0.00028005i
-0.00079559+0.00027432i,-0.0019993+0.0011721i,-0.0017484+0.0017116i,-0.00014335+0.0021865i,0.0010825+0.0019101i,0.0014848+0.00082084i,0.00095261+0.00032032i,0.00069453+0.0009683i,0.00045705+0.0014371i,0.00054053+0.00068261i,0.00077314+0.00082286i,0.00072974+0.0014761i,0.0008203+0.0010808i,0.00074047+0.00047066i,0.00050116+0.00029117i,0.00072104+0.00034341i,0.00058955-0.00015448i,0.00046158-0.00090074i,0.00014407+0.00010612i,7.7582e-05+0.00042957i,-0.00031752-0.00023734i,-0.00059275-0.00066695i,-0.00042047-0.0004315i
-0.00031917-0.001803i,-0.00073636-0.0013407i,-0.00082593-0.00032432i,-0.0001885+0.00058217i,7.2976e-05+0.00055102i,3.0842e-05+0.00019992i,-0.00037553-0.00030989i,-1.8172e-05-5.0332e-05i,-0.00010704-0.00043039i,-0.00063871-0.0004645i,-0.00066582+0.00014419i,-0.0001947+0.00065008i,-0.00025065-2.0003e-05i,-0.00023745-0.00069462i,-0.00027431-7.846e-05i,-0.00065052-5.8112e-05i,-0.00048974-0.00035915i,0.00014576+0.00013962i,0.00061193+0.00021786i,0.00067453+0.00010231i,0.0002643+0.00075438i,-0.00057819+0.00023742i,-0.00075818-0.00069343i
5.3751e-05-0.00088311i,-8.1795e-05-0.00052352i,0.00027479-0.00039531i,3.3074e-05+2.7038e-05i,0.00020519+9.9183e-05i,0.00031065-0.00021446i,-0.00047167-0.00044417i,-0.00045697-0.00061164i,0.00088569-9.8938e-05i,0.0017368+5.8255e-05i,0.0014672-0.00026155i,0.0011288-0.00045085i,0.0009052-0.00039267i,0.00067104-0.00086885i,0.00029957-0.00075996i,3.9463e-05+0.00027705i,0.00028987+0.00036738i,0.00039435+4.7804e-05i,0.00021535-8.1957e-05i,0.00044632+0.00016712i,0.0005388+0.000317i,0.00042214-5.2488e-05i,0.00047209-0.0001147i
0.0022602+0.0011511i,0.0013317+0.00084908i,0.0011699+0.00022054i,0.0012156-0.00026745i,0.0008171-0.00075486i,0.00025063-3.3983e-05i,-0.00038518+0.0002372i,-0.00014519+0.00010533i,0.00045405+0.00013265i,3.183e-05+0.00016268i,-0.00030829+0.00031543i,-0.0001139+0.00052206i,0.00031416-9.8815e-05i,0.00065098-0.0011316i,0.00044979-0.0010142i,0.00047156-8.8761e-05i,1.2832e-05+0.00043134i,-0.00036791+0.00049379i,0.00024709+0.00039105i,0.00014771+0.00043733i,-0.0003423+0.00030557i,-0.00059319-0.00054228i,-0.00039059-0.00097355i
-0.0021231-0.0036118i,-0.0032035-0.0031862i,-0.0032772-0.0017669i,-0.0027522+0.00023502i,-0.0018014+0.001109i,-0.00067937+0.00075805i,8.5318e-05-0.00011753i,0.00034045-0.00063808i,0.00070813-0.00040065i,0.00068871+0.000421i,-0.00020816+0.00035586i,-0.00014986+0.0001408i,0.00061483+0.00024866i,0.0010971-0.0002162i,0.00065159-0.00013516i,0.00085498+0.00010074i,0.0014011+7.8989e-05i,0.0011605-6.0967e-05i,0.00044865-0.00059208i,-0.00051867-0.00041978i,-0.00075825+4.1797e-05i,-0.00044192-3.6728e-05i,0.0003718-0.00033956i
-0.0021834-0.00070879i,-0.0023367+0.00095104i,-0.0025042+0.0022782i,-0.0012849+0.0020796i,0.00070593+0.002688i,0.0015721+0.0023214i,0.001504+0.00082173i,0.00036114-0.00040915i,-0.0003784+3.8204e-05i,0.00037225+0.00097044i,0.0011618+0.00086213i,0.0010958+0.00038038i,0.00047035+0.00012984i,3.5418e-05+6.9746e-05i,-0.00015943+0.00035944i,-0.00038004+0.00031943i,-0.00051883+0.00019835i,-0.0007269-0.00016848i,-0.00057729-3.5092e-05i,0.00019558+0.00065296i,0.00056238+6.0581e-06i,0.00036817-0.00058679i,0.00019409-0.00029157i
-0.00092238-0.0028207i,-0.0016389-0.00075093i,-0.0020522-0.00013977i,-0.0016911+0.00057503i,-0.00063198+0.0012821i,0.00093893+0.00067426i,0.0016652+0.00013753i,0.0012051+0.00057706i,0.00076201+0.0010885i,4.7848e-05+0.001136i,0.0001328+0.00042053i,0.00037558+0.00072688i,0.00067115+0.0007114i,0.00079878+0.00020446i,-0.00026485+0.00097672i,-0.00040944+0.0012001i,-0.00017993+0.0007712i,-6.691e-05+0.00045999i,-0.00023805+0.00019144i,-0.00063286-0.00044846i,-0.00079464-0.0010428i,-0.00098507-0.00076606i,-0.00052619+9.5696e-05i
-0.0014957-0.0014764i,-0.0011209-0.00087046i,-0.0013291+0.00045017i,-0.00098743+0.0012814i,0.00020606+0.0016502i,0.00097774+0.0013215i,0.00098527+0.00034865i,0.00053871+0.00012997i,-0.0002194+4.1698e-05i,-0.00029194+0.00040632i,-0.00025651+0.00038193i,-0.00040696-0.00014253i,-0.00040098-8.1653e-05i,-0.00052597+0.00017575i,-7.0847e-05-0.00021908i,-0.00036243-0.00075277i,-0.00035677-0.0011188i,0.00019882-0.00091132i,-7.3987e-05-0.00031486i,-0.00052871+0.00073826i,-0.00092228+0.0012886i,-0.00060821+0.00095529i,-0.00028266+0.00064755i
-0.00023714-0.0003659i,-1.2113e-05+0.00030523i,0.00048017+0.00099388i,0.0005296+0.00047873i,0.00053036-0.0002952i,0.0005322-0.00024104i,0.00060588+0.00018464i,0.00095992+0.00018372i,0.00067062+0.0002936i,0.00014006+0.00019792i,0.00027759-0.00029497i,0.0011191-0.00037457i,0.00076861-0.00063618i,-0.00024283-0.0010675i,-0.00065292-0.00074367i,-0.00038121-0.00067672i,0.00027278-0.00096312i,0.00090757-0.00083568i,0.00071945-0.00040175i,-0.00034612-0.00050724i,-0.00011147-0.00019054i,0.00040384+0.00081374i,-6.6427e-05+0.0006927i
-0.00092592+0.00111i,-0.0010232+0.0022361i,-0.0010571+0.003671i,0.00011433+0.0038876i,0.0018696+0.0028732i,0.002428+0.0014437i,0.00072109+0.0003095i,-0.00083467-0.00028902i,-0.00063697+0.00020603i,-7.7587e-05+4.9034e-05i,0.00022409-0.00062257i,0.00044625-0.00072714i,0.00070359-0.00040533i,0.00039206-0.00031944i,5.5055e-05-0.00069689i,0.0003264-0.00055575i,0.00042414+7.5151e-05i,0.00064633+0.00056094i,0.00053111+0.00041153i,-0.00037647-0.00014939i,-0.00030828-7.0292e-05i,0.00031395-9.259e-05i,0.00031026-0.00043272i
-0.0016193-0.00077262i,-0.0017548+3.8665e-05i,-0.0005481+0.0014228i,0.00097119+0.0019071i,0.0015105+0.0019013i,0.0016653+0.0017217i,0.00119+0.00068921i,0.00035565-0.00023913i,-0.00021733-0.00032825i,-5.0645e-05-0.00011985i,0.00051715+4.0327e-05i,0.0006984+0.00011354i,0.00036255+0.00044633i,0.00032219+0.0001136i,0.00011871-0.00058541i,-0.0011686-0.00045485i,-0.0013115-0.00026549i,-0.00072934-0.00036764i,5.5097e-06-0.00051067i,0.00033439-0.00030463i,1.8576e-05+0.00034055i,0.00027477+0.00042438i,0.00040624-0.00029275i
0.00029015+0.00077458i,0.00061156+0.00056042i,0.00037645+0.00057311i,0.0014213+0.00073418i,0.0027529+0.0016358i,0.0021139+0.0011093i,0.0011998+0.00027919i,0.00065856+0.00037803i,0.0005724+0.00026471i,0.00060882-0.00028666i,0.00033101-0.00096685i,0.00077742-0.00069726i,0.0010134-0.00044367i,0.00082193-0.00042542i,0.0013673-0.00033385i,0.001028+0.00020341i,0.00046563+0.00093704i,0.00017696+0.000402i,-0.00028344-0.00025141i,-0.00055988-0.00051974i,-0.00033-0.00052337i,-0.00010104-0.00077397i,-2.1558e-05-0.00047871i
0.00045014+0.00087901i,0.00022905+0.00035069i,0.00098676+0.00099382i,0.0021289+0.0014679i,0.0034049+0.0010741i,0.0029489+3.6495e-05i,0.0013289-0.00049481i,0.00027471+3.7607e-05i,2.3273e-05+0.00089548i,0.0003245+0.00081365i,5.4533e-05+0.00059375i,-0.0004347+0.00030529i,1.1654e-06-7.1053e-05i,0.00014118-0.0004842i,-0.0003447-0.00098452i,-0.00040949-0.0010444i,-0.00029951-0.00038403i,0.00014645-0.00012758i,0.00052821-0.00031424i,-0.00011156-0.000197i,-0.00068102-6.1469e-05i,-9.2792e-05+0.00019366i,0.0003348+0.00066777i
0.00072874+0.0003861i,0.0015246-0.0002983i,0.0011211+0.00072284i,0.00094787+0.0012287i,0.0018983+0.00083932i,0.0021235+0.00020818i,0.0011223+0.00038784i,0.00024022+0.00082012i,0.00029754+0.00076101i,0.0010717+0.0003769i,0.0012371-0.00030024i,0.0013284-0.00071112i,0.0011961-0.00054618i,-0.00012456-9.1655e-05i,-0.00093766-0.00051696i,-0.00095621-0.00092912i,-0.00016967-0.00094462i,0.00072998-0.00047419i,0.00055104-0.00061714i,0.00025007-0.00015837i,3.1367e-06+0.00076618i,-0.00012691+0.00041752i,0.00040876-8.762e-05i
-0.00081595+0.001189i,-0.00011516+0.0013978i,-9.1337e-06+0.0018202i,0.00047397+0.0012314i,0.0014938+0.00081835i,0.0014567+0.00074115i,0.00054798-0.00011261i,-0.00062665-0.00098369i,-0.00069284-0.00055474i,0.00039653+0.00043399i,0.00066423+0.00042236i,0.00032135+0.00018155i,0.00049295+0.00046433i,0.00043378-0.00029585i,0.00049696-0.00058211i,0.00043961-0.00010795i,0.00035118-0.00013173i,0.00025009+0.00029558i,-6.5931e-05+0.00029736i,-0.00045732+0.00031814i,-0.0006537+0.00050509i,0.00029009+0.0001254i,0.00084825+0.00045162i
-0.00018542-0.0016413i,-0.0018026-0.00080737i,-0.0023622-4.9139e-05i,-0.001205+0.0012394i,-0.00071641+0.0023584i,0.0002234+0.0017612i,0.00046123+0.00078637i,-6.7986e-05+0.00042873i,-0.00047219+0.00076984i,-0.00057936+0.00019413i,2.9814e-05-0.00057524i,0.00056408+1.3603e-05i,0.00029452+0.00029063i,-0.00083819+0.00010435i,-0.001124-0.00015003i,-0.00041983-0.00019498i,-0.00025957-7.8098e-05i,-0.00027961+5.506e-05i,-0.00032783-0.00033302i,-0.00044904-0.00075719i,-0.00031153-0.0005437i,-2.6972e-05+0.00017265i,-0.0002167+0.00069526i
-3.2821e-05+0.00029075i,-5.3617e-05+0.0018062i,0.00022607+0.0032606i,0.0014476+0.0027776i,0.0016537+0.0021426i,0.00058008+0.0012928i,-0.00026349-0.00025551i,0.00019516-0.00019431i,0.00054306+0.00071817i,0.0005545+0.0007634i,0.00055536+0.00026692i,0.00013892-0.00034466i,-2.7239e-05+4.1636e-05i,-2.9738e-05+0.00036378i,5.9806e-05-0.00028127i,0.00013686-0.00083922i,0.00043293-0.00027874i,0.0005496+0.00086289i,0.00054157+0.0011317i,0.00040994+0.00081002i,0.000629+0.00044429i,0.00098002-0.00039635i,0.00020514-0.00049126i
-0.00088306+0.00011435i,-0.00035814+0.00082299i,1.3473e-05+0.0019194i,0.0005994+0.0013834i,0.0014741+0.00035197i,0.0011624+0.00031861i,-0.00010502+0.00051562i,-0.00036935+0.00055557i,0.00015405+0.0001121i,0.00069058-0.00086734i,0.00075873-0.0010878i,0.00042578-0.00050508i,0.00011666-6.2453e-05i,-9.3309e-05-0.00012497i,-0.00040779-0.00011535i,-3.1396e-05+0.00026475i,0.00068188-9.5915e-05i,0.00042046-0.00056944i,3.9793e-05-0.00033011i,-0.0001195-0.00030363i,-5.198e-05+2.1576e-05i,6.1093e-05+0.00037258i,-0.00073702+0.00015818i
-0.00079801-0.00086745i,-0.0013922-0.00030068i,-0.0023732+0.00063707i,-0.0012735+0.0018155i,0.00068302+0.0020576i,0.0019271+0.0015786i,0.0017746+0.001163i,0.0007207+0.00061307i,-0.00040462+0.00022962i,-0.00043159-0.00056859i,0.0002253-0.00022184i,0.00054247+0.00086679i,0.00042846+0.00032481i,7.5943e-05-0.0011101i,0.0001025-0.00078636i,-0.00035192-0.0004414i,-0.00055474-0.00086881i,-0.00032108-0.00054236i,-0.00075848-0.00042478i,-0.0013216-7.9315e-05i,-0.00096956+0.00015776i,-0.00051669-0.00042619i,-0.00036326+1.9428e-05i
-0.0012041-0.00045401i,-0.001397+0.00068563i,-0.0013975+0.0017755i,-0.00039983+0.0020348i,0.00093277+0.0022572i,0.0013791+0.0010829i,0.00096114-0.00053714i,-0.00011123-0.00094172i,-0.00066836-0.00086022i,0.00012518-0.00051824i,0.0011373-0.00031902i,0.0016228-0.00044457i,0.00121-0.00052737i,0.00013002-0.00060947i,-0.0001209-0.0011864i,-2.2952e-05-0.0012166i,-0.00021921-0.00062196i,-0.00044213-0.00045778i,-0.00080159-0.00015008i,-0.00074518-8.3786e-05i,-0.00022204-0.00031488i,0.00014839-1.6592e-05i,0.00019574+0.000397i
-0.0017444+0.00095377i,-0.0013192+0.00058596i,2.4906e-05+0.0011307i,0.0010091+0.0013814i,0.0022617+0.00097294i,0.002079+0.00043202i,0.00073344+0.00033108i,0.00065071+0.0010053i,0.00013643+0.0007366i,-0.00042208+2.4958e-05i,-5.3607e-05-0.00016055i,8.8445e-05-0.00065591i,-8.7521e-05-0.00069539i,0.00014237-0.0003269i,0.00028593-0.00023487i,-0.00042017-0.00025893i,-0.00037592+5.6609e-05i,0.00025121+0.0002007i,-0.00012256+9.8534e-05i,-0.00056167+0.00028322i,-0.0011248+0.00026951i,-0.0010047+0.00054508i,-0.00036619+0.00059424i
