-7.6072e-06-0.00041391i,0.00060238-0.0012143i,-0.00017727-0.0014457i,-0.0010846-0.0017167i,-0.00084493-0.0015596i,-0.00037494-0.00079418i,-0.00016133-0.00013162i,0.00077163-6.6488e-05i,0.00082012+1.3482e-05i,0.00065745-2.714e-05i,0.00084803-0.00037673i,0.00011478-0.00043554i,-0.0008228-5.2312e-05i,-0.00050885-4.6129e-05i,0.00034983+4.4904e-05i,8.279e-05+0.00075992i,0.00041254+0.00046073i,0.0011129-0.00020704i,0.00055187+0.00015646i,4.3629e-05+0.00073478i,0.00028746+0.00056912i,0.00053376+0.00015825i,0.00024817+4.8669e-05i
-0.00093631-1.5546e-08i,3.2177e-05+0.00011218i,-0.00011014+0.0010714i,0.00042219+0.0014955i,0.001756+0.00070264i,0.002329-0.00044005i,0.0013762-0.00090078i,-3.6094e-05-0.0010161i,-0.00062135-0.00065632i,-0.00058443-0.00016386i,-0.00026607+0.00021327i,0.00074331+0.00010174i,0.00096918-5.9435e-05i,0.0010361-3.7718e-05i,0.00057141+0.00025767i,-0.0006128+0.00081643i,-0.00079099+0.00068985i,-0.00077118+0.00049719i,-0.00089045+0.00024459i,-0.0011621+4.7291e-05i,-0.0008756+0.000205i,-0.00086076+0.00098347i,-0.00062844+0.00124i
-0.0005172+0.00020982i,-0.00065378+0.00074031i,-0.0011748+0.001054i,-0.001611+0.00043789i,-0.0007806-0.0011682i,0.00045482-0.0019588i,0.00055418-0.0012882i,0.00084972-0.00055568i,0.0004491-0.00085073i,-0.0007693-0.00085951i,-0.0006468-0.00035553i,-4.0121e-05+0.00018018i,-0.00011018+0.00098345i,-0.00065903+0.0017307i,-8.9029e-05+0.0009984i,0.00083202+8.5468e-05i,0.00076317+0.0006471i,0.00031044+0.0011192i,0.00015484+0.00024853i,-5.7352e-05-0.00042728i,-0.00015008-0.00025065i,-0.00032868-2.9455e-05i,-0.00065591-9.2517e-05i
0.00062462+0.00089528i,0.00093714+0.00090162i,0.0013865+0.0010522i,0.0016539+0.00021749i,0.0016071-0.00098573i,0.0014716-0.0017397i,0.0005632-0.0013254i,-0.00014348-0.00072484i,0.00017741-0.00074947i,0.00022753-0.0010309i,0.00027149-0.00077373i,0.00088435-0.00020256i,0.0010005+0.00011067i,5.2125e-05+9.2227e-05i,-0.00080277+0.0003012i,-0.00067139+0.00078694i,0.00031651+0.00015381i,0.00090577-0.00071319i,7.0514e-05-0.00084367i,-0.00027752-0.00028634i,-0.00039409+0.00024422i,-6.7126e-05+1.882e-05i,0.00034133-0.00075196i
0.0001108+0.0010106i,-0.0014293+0.00092707i,-0.00097953+0.0011665i,0.00017925+0.0010002i,0.00075393+4.0327e-05i,0.0013377-0.00078125i,0.00077017-0.0011317i,0.00044947-0.0011968i,0.00083283-0.0010586i,0.00030857-0.00091688i,8.1864e-05-0.00085142i,0.00076111-0.00021782i,0.0003423+0.00022176i,-0.00069499-0.00032965i,-0.0010015+9.2376e-06i,-0.0006861+0.0002733i,-3.9228e-05-4.415e-06i,-5.8266e-05-2.2824e-05i,-0.00066277-8.6243e-07i,-0.00067586+0.00026163i,-0.0006042+0.00071086i,-0.00062505+7.4332e-05i,-9.255e-05-0.00050604i
0.0012683+0.00012671i,0.0017932-0.00018417i,0.0012549-0.00050865i,0.00051738-0.00083159i,0.00063921-0.0010584i,0.00042773-0.0010373i,-0.00062873-0.00062873i,-0.0008361+5.9645e-05i,-0.0003427+0.00043862i,-0.00054623+0.0002388i,-0.00080811+5.6303e-05i,-0.00082259+0.00015779i,-0.00064924+9.2099e-05i,-2.6757e-06-8.3879e-05i,-0.00046004+0.00037107i,-0.00042429+0.00077044i,0.00011734+0.00077916i,0.00018476+0.00014998i,0.00084575-0.00071081i,0.00050322-0.00093321i,-7.3314e-05-0.00057635i,-0.00012405-6.4653e-05i,4.4709e-05-0.0001031i
-0.0015064+0.00023866i,-0.0019472-0.00057602i,-0.0012236-0.00015656i,2.6246e-05+0.00063984i,0.0013591+2.9703e-05i,0.0019596-0.0012209i,0.001292-0.0015354i,-0.00024205-0.00076487i,-0.0010247-0.00023192i,-0.00085842+2.9729e-05i,-0.00077682+0.00088848i,-0.00040098+0.00079395i,-0.00026282+0.00059749i,-0.00064331+0.00066537i,-0.0008971+0.00060922i,-0.0010304+0.00071921i,-0.00093175+0.0012331i,-0.000266+0.00074683i,0.00046915+8.3366e-05i,0.00032837-0.00044626i,-0.0002434-0.00092005i,-0.0004896-0.00039828i,-0.00093997-7.2371e-05i
-0.0008048-0.00022909i,-0.001051-0.00094656i,-1.6167e-05-0.0004979i,0.0011709+2.5215e-05i,0.0015308+0.00020238i,0.0013261-0.0012868i,0.00050039-0.0022915i,-0.00059723-0.0016268i,-0.00061582-0.00079887i,-0.001002-0.00054005i,-0.0010696-3.3847e-05i,0.00033283+0.0006803i,0.0009795+0.0010511i,0.0002761+0.00097615i,-0.00068058+0.00065782i,-0.00061518-0.00041481i,-0.00018651-0.00058976i,-0.00021245-5.7916e-05i,-0.0002228+0.00019235i,0.00033695-0.00040108i,0.00057551-0.00090579i,0.00028662-0.00048454i,0.00032188+0.00026325i
0.0016319+0.0018989i,0.0011054+0.0017907i,0.00036069+0.0012605i,0.00047244+0.00036468i,0.0015651-0.00080222i,0.0015317-0.0014315i,0.0006036-0.0012211i,-0.00036555-0.00082398i,-0.00061425-0.0010659i,-0.00057271-0.00098485i,-0.00066101-0.00060621i,0.00034292-0.00028646i,0.0010365-0.00040819i,0.00092344-0.00017065i,-3.6404e-05+0.00040106i,-0.00069548+0.00055831i,-0.00091128+0.00023479i,-0.00036718-0.00010151i,0.00031874+5.7295e-05i,0.00060655+0.00084105i,0.0011749+0.00055663i,0.0011293+0.00046181i,0.00015754+0.00052418i
-0.0023648+4.8746e-05i,-0.0017319-0.0010839i,0.00021901-0.0010709i,0.0010413+0.00022577i,0.00099223+0.00019676i,0.0014214-0.0015226i,0.0012042-0.0018511i,0.00022998-0.00070396i,-0.0010447-4.8591e-05i,-0.0016242+5.989e-05i,-0.00093699+0.00027741i,-0.00032098+0.00011808i,0.00023631-0.00028315i,0.00022692-0.00060259i,0.00044747-0.00033792i,0.0004467+0.00033341i,0.00019641+0.00031469i,0.00044152-0.0001421i,0.00042021+0.00021234i,0.0006223+7.8084e-05i,0.0013187-0.00017739i,0.00060485-0.00026374i,-0.00015054-0.0004811i
-0.00037891-0.00031178i,-0.0005909-0.00033206i,-0.00069034+0.00065438i,0.00015997+0.00073176i,0.0016997-0.00066582i,0.0022029-0.0014057i,0.0017137-0.0016598i,0.0014154-0.00097449i,0.00040531-0.00024824i,-0.00032946-0.00082078i,6.1041e-05-0.00099515i,0.00015912-0.00057477i,-0.00052447-0.00025993i,-0.0007119+0.0003676i,0.00013386+0.00035219i,0.0010117-0.00044714i,0.0013246+8.6923e-05i,0.00086848+0.00069003i,0.00074203+0.00021829i,0.00051703-0.00014808i,0.00020043+3.7301e-05i,5.4249e-05+0.00052956i,-8.7147e-05+0.00067862i
-8.3168e-05-6.5007e-05i,-0.00018263-0.00026214i,-2.2838e-05-0.00094161i,-0.00025959-0.00051042i,6.5928e-05-0.00040574i,0.0011963-0.00087858i,0.00095756-0.00042253i,0.00010561-0.00066745i,0.00031508-0.0010333i,0.0004096-0.00090561i,0.00065077-0.00068775i,0.0012069+4.1171e-05i,0.00095672+0.00082523i,-0.00011445+0.00056086i,-0.00095165-9.4705e-05i,-0.00063822-0.00040942i,1.108e-05+0.00043214i,-0.00023768+0.00092296i,-0.00069121+0.00064286i,-0.00015864+0.00026702i,0.00054604+0.00037657i,0.00030995+0.00074233i,-0.00018144+0.00040943i
-0.0014343+1.6244e-05i,-0.00081515+0.00081173i,-0.00048365+0.0005733i,-0.00036211+0.00049732i,2.0395e-05+0.00012046i,0.0017256-0.00057788i,0.0023786-0.00025999i,0.0013801-0.00033081i,0.00033127-0.0004258i,-0.00037545-0.00038094i,-0.00062469-3.0365e-06i,-0.00056181-3.3421e-05i,-0.00036852-0.00026559i,-0.00066691+0.00062934i,-0.00072385+0.00065359i,-0.00017966+9.0725e-05i,0.00045811-0.00024978i,0.00092348-0.00075678i,0.00070982+0.00010337i,0.00050418+0.00067536i,0.00045129+0.00051268i,2.636e-05+0.00039563i,3.4526e-05+0.00043305i
-0.00064589-0.0012757i,-0.001444-0.0011387i,-0.00094354-0.00056461i,0.00014115-0.00037796i,0.0010852-0.00088459i,0.00073667-0.0015575i,-0.00014931-0.0011995i,-0.0006429-0.00017113i,-0.00078066-0.00019449i,-0.00097638-0.00038917i,-0.00087108+0.00022997i,-0.00060839+0.00047039i,-0.0002252-0.00014329i,0.00046845-0.00022034i,0.00051048+0.00032139i,9.5682e-07+0.00054304i,-0.00015608+0.00076711i,-0.00014691+0.00071774i,0.00031839+0.00031185i,0.00027583+6.9111e-05i,-0.00011297+9.6639e-05i,9.5789e-05+0.00043107i,0.00065727+0.00019281i
0.00085073+0.0014805i,0.00046384+0.001385i,0.00064451+0.00025621i,0.0016196-0.001058i,0.002437-0.0017686i,0.0017291-0.0016772i,0.00051673-0.0013696i,0.00024558-0.00045121i,-0.00056425+0.00034305i,-0.0014168-0.00027109i,-0.0015022-0.00067192i,-0.0013465+6.4459e-05i,-0.00048166+0.00022581i,6.8162e-06+5.2255e-05i,-0.00021603+0.00020668i,0.0006023+0.00016028i,0.00085723+1.2295e-05i,7.6312e-05+0.00012857i,-0.00021872-0.00018702i,-0.00075041-0.00055145i,-0.00098027-0.00091205i,-0.00027655-0.0010909i,0.00079897+1.504e-05i
-0.002595-0.0015439i,-0.001509-0.0015306i,-0.00081517-0.00035534i,-0.00091512+0.00055741i,7.4692e-05+0.00025049i,0.0014282+8.8986e-05i,0.0013656+0.0002321i,0.0002154-0.00038016i,-0.0011327-0.00067499i,-0.00064508-1.2972e-05i,-0.00036037-2.2752e-06i,-0.0005981-0.00054584i,0.00025314-0.00081798i,-0.00018927-0.00034502i,-0.0007149-2.4441e-05i,7.6292e-05-0.00041035i,0.00043793-0.00023486i,-0.00019828+0.00015283i,-0.00061059+0.0011944i,-0.00030302+0.0012309i,6.211e-05+0.00035061i,6.2993e-05-0.00018511i,-7.0853e-06-0.00036418i
0.0010257-0.0016966i,0.00055228-0.0016894i,0.00015398-0.0011155i,-0.00023472-0.00047002i,9.5538e-05-0.00056701i,0.00055601-0.0010042i,0.00088348-0.00082779i,0.00070604-0.00054788i,0.00069089-0.0010067i,0.00071637-0.0012315i,0.00078097-0.00029917i,0.00047111+0.00011907i,0.00030033-0.00021357i,0.00069499+0.00040887i,0.00081956+0.0011159i,0.00025878+0.00029613i,-0.00018461-0.00032091i,-0.0003446-0.000389i,-0.00067894-0.00019148i,-0.0011798-0.00017756i,-0.0008586-5.1113e-05i,-0.00042115+0.00090566i,-0.00052817+0.00031915i
8.7309e-05+0.0017543i,0.00028456+0.00066176i,0.0010795-0.00023259i,0.0023976-0.00086606i,0.0020514-0.0013187i,0.0013754-0.0013815i,0.00084008-0.00089644i,0.00032126-9.4082e-05i,-0.000334+0.00012579i,-0.00053082-0.00096538i,0.00011369-0.0010316i,0.0002036-1.6099e-05i,-0.00041728-0.00031079i,-0.0010603-0.00010484i,-0.00056142+0.0010659i,7.8335e-05+0.0017048i,0.00015468+0.0007475i,0.00052549-0.00038166i,0.00060588-0.0009415i,0.00016557-0.0011687i,3.916e-05-0.00066064i,0.00028512-0.00018333i,3.9451e-05-0.00026915i
0.00076068-0.0007991i,0.00045307-0.00081324i,-4.1353e-07-0.0007152i,-0.00016997-4.3855e-05i,0.00057987-0.00059507i,0.0016133-0.0015485i,0.0011793-0.0008412i,0.00034208-3.4043e-05i,0.00041281-0.00060004i,0.0004588-0.000102i,-0.00019454+0.00078226i,-0.00074964+0.00029246i,-0.00074662-0.00010163i,-0.00066575+0.00075029i,0.00011062+0.00057552i,0.00011547+0.00054204i,-0.00099317+0.0005139i,-0.0008855+8.1427e-05i,8.6893e-05-0.00042494i,0.00012788-0.00039122i,-0.00048628+0.00035888i,-1.2756e-07+0.00097439i,0.0005216+0.00073026i
-0.00084676-7.7946e-05i,-0.0013119-0.00010775i,-0.0007722-0.00035218i,-0.00011221-0.00052481i,0.00053316-0.0012105i,0.0011984-0.0019948i,0.00097397-0.0012467i,4.1093e-05-3.0988e-05i,-0.00023322-7.2261e-05i,-0.00043136-0.0004997i,-0.0011306-0.00037265i,-0.00084816+0.00021365i,-0.00019222+7.5162e-05i,0.00040118-0.00019562i,0.00060103+0.00067898i,0.00065775+0.00083816i,0.00074584+0.00066246i,0.00013799+0.00039823i,-0.0001904-7.5682e-05i,-0.00071803-0.00025604i,-0.00082466+0.00031055i,-6.0608e-05+0.00059472i,8.9975e-05-0.00015033i
0.00047031+0.0010053i,0.00069553+0.00016199i,0.00068777+2.9641e-05i,0.00057669+0.00070956i,0.00068339+3.1802e-05i,0.00071304-0.00074992i,5.2609e-05-0.00080353i,-4.6631e-05-0.00086477i,-0.00014127-0.001043i,-0.00091069-0.00085792i,-0.00093562-0.00025224i,-0.00013459+6.8507e-05i,0.00053757-0.00020295i,0.00053897-0.00053899i,0.00023573-0.0003066i,0.00030181+0.00026513i,0.00088498+5.7079e-05i,0.00093059-0.00020883i,0.000658+3.1909e-05i,0.00044083-0.00013428i,5.6196e-05+0.00036879i,-0.00050489+0.00024685i,-0.00059225-0.00022388i
-0.0003229-0.0015056i,-0.00040939-0.0010183i,-0.00054889+0.00018016i,0.00027015+3.9512e-05i,0.00094708-0.00072013i,0.00093895-0.0014486i,0.00071719-0.0016515i,0.00090042-0.0010918i,0.00041618-0.00063582i,-0.00054617-0.00019243i,-0.00074043+0.00064683i,-8.9364e-05+0.00051236i,6.7896e-05+0.00027182i,-0.00028501+0.00069164i,-0.00022701+0.00070714i,-0.00012656+0.00039006i,-0.00059785+0.00041383i,-5.5675e-05+0.00017149i,0.00040043-0.00070671i,-0.00012084-0.00061658i,-6.1662e-05+0.00035036i,3.2692e-05+1.9192e-05i,0.00016101+0.00016553i
0.0018649-0.0024095i,0.00068094-0.0017504i,-0.00044191-0.0022069i,-0.00012992-0.002192i,0.00036989-0.0015072i,0.00035736-0.00063786i,4.157e-05-0.00046386i,0.00013501-0.00084404i,0.00038104-0.0012315i,-0.00077161-0.0011255i,-0.0013565+0.00023479i,-0.0011025+0.0015116i,-0.00030019+0.0013725i,-0.00031655+0.00029641i,-0.00061787+0.00013979i,8.3539e-05-6.0644e-05i,0.00021983+0.00015425i,6.2082e-05+0.00042804i,0.00023335-0.00033888i,-3.8843e-05-0.00080497i,0.00039128-0.00070675i,0.0008284-0.00045052i,-0.00010215-0.0001685i
-0.00035393+0.00067012i,-0.00023316+0.00085421i,-0.0002388-5.1749e-05i,0.00026545-0.0010237i,0.0012275-0.00079321i,0.0012906-0.0007036i,0.00064393-0.0012384i,7.2956e-06-0.00080853i,-0.0007319+0.0002021i,-0.00054578+0.00061352i,0.00015071+0.00015789i,0.00026005-0.00033971i,0.00015039-0.00052305i,-0.00014253+0.00026628i,-0.00054843+0.00065953i,-9.4596e-05+0.00019954i,0.00016563-0.00014886i,-0.00015155-0.00046131i,-0.00051406+0.00019583i,-0.00030437+0.0006913i,-0.00035582+0.0011702i,-0.00069376+0.00096841i,-0.0008722-1.0787e-05i
0.00079025-0.00060791i,0.00016104-0.0012123i,-0.00039532-0.00033914i,0.00010082+0.00042736i,0.00010601-7.8557e-05i,-0.00015754-0.00059586i,-0.00023421-0.00077151i,0.00018221-0.00033276i,0.00072227-0.0003032i,0.00032773-0.00083602i,-0.00035798-0.00077367i,-0.00065566-0.0003635i,-9.822e-05-0.00021377i,0.00043609+0.00053763i,0.00040855+0.00072484i,0.00055414+0.00037922i,0.00043372+0.00060036i,-0.00019647+0.00046283i,-0.00056855-0.00024039i,-0.00023793+1.1962e-05i,0.00044828+0.00017334i,0.00056297+0.00036822i,6.3435e-05+0.00061507i
0.0020295+0.00025392i,0.002225+0.00097767i,0.0013377+0.00058723i,0.00043164-5.1859e-05i,2.8749e-06-0.00047983i,0.00088312-0.00033104i,0.0014387-0.00059594i,0.0012016-0.00020253i,0.00070518-0.00071612i,9.9296e-05-0.0015022i,-7.865e-05-0.0010874i,0.000408-6.1778e-06i,0.00064477+0.00045627i,0.0005496+0.00011532i,0.00015479-0.00011676i,8.7096e-05+0.00011405i,-5.563e-05+0.00051533i,-0.00062489+0.00042376i,-0.00042985+7.3331e-05i,5.013e-05-0.00034635i,0.00022412-0.00045849i,-0.0002267+0.00012048i,-0.00061963+0.0008421i
-6.3358e-05-0.00076894i,-0.00014914-0.001137i,2.82e-05-0.0015896i,2.4461e-05-0.0016192i,-3.9156e-06-0.00093351i,0.00016327-0.0013729i,-0.00049937-0.0013572i,-0.0010126-0.00013711i,-0.0012266+0.0005383i,-0.0012661+0.00012044i,-0.00088396-1.1592e-05i,-2.3134e-05+0.00039946i,0.00061501+7.6428e-05i,-0.00014115+0.00045083i,-0.00073695+0.0006997i,-0.00023767+0.00066235i,-4.2889e-05+0.00049954i,-0.00029349+0.00014461i,-0.00060922+2.6408e-05i,-0.00026353-4.3153e-05i,-0.00030817-2.5128e-05i,-0.00016974-0.00052352i,0.00016174-0.00050834i
0.00037672-0.00068456i,0.00030355-0.00035494i,-0.00060099+0.00029657i,-0.00073487+0.00048081i,0.00056497+0.00014094i,0.0019227-0.0008452i,0.002119-0.0014135i,0.00079498-0.00091878i,-4.1083e-05-0.0014312i,0.00039677-0.0015205i,-0.00051524-0.00076366i,-0.0010345-8.8573e-05i,-0.00030323+3.6853e-05i,-0.00032907-0.00028935i,-0.00069984+0.00039533i,-0.00064604+0.0010334i,-0.00043478+0.00082946i,0.0003312+0.00069106i,0.00096087+0.00049342i,0.00054569+0.00011164i,0.00030964-5.9625e-06i,0.00019512+0.00025162i,0.00013201-0.00015866i
-0.00022255+0.00013822i,0.00070343-0.00045939i,0.00020932-0.00029252i,9.4934e-05-0.00043163i,0.0013888-0.00038311i,0.0015159-0.00061985i,0.00078826-0.00040719i,0.00047077-0.00035774i,0.00068049-0.00082533i,0.00039905-0.00066542i,4.7131e-06-0.00033013i,0.00017339-0.00039011i,-0.00037848-0.00024509i,-0.00084895-0.0001911i,-1.9464e-05+0.00045226i,0.00046536+0.00087612i,-0.00013556+0.00058142i,-0.00073371+0.00011127i,-0.0014328+0.00014964i,-0.0012611+0.00099675i,-0.00075819+0.00090554i,-0.00027367-0.00015679i,0.00066411-0.00087092i
0.00057391+0.00099609i,0.00050272+0.00060775i,-2.395e-06+0.00095287i,-0.00010893+0.00092395i,0.00084726+0.00022201i,0.0016127-0.00085306i,0.0012902-0.0015218i,0.00032684-0.00011293i,-0.00047815+0.00085986i,-0.00069703+0.00077253i,-0.00044204+0.0012436i,7.8568e-05+0.0017588i,0.00055116+0.0013007i,-0.00018425+0.00061614i,-0.0005756+0.00084505i,-0.00026009+0.0009536i,-0.00023704+0.00046465i,0.00025964+0.00053616i,0.0003379+0.0004151i,9.8469e-05-0.00024078i,0.00015759-0.00041991i,-0.00014137-0.00016001i,-0.0002522-0.00069449i
-0.0017535+0.00029674i,-0.001288-0.00028734i,-6.4701e-05-0.00026415i,0.00012271-7.705e-05i,0.00023846+0.00031751i,0.00039303-2.2738e-05i,0.00057129-0.0006828i,0.00045161-0.00094967i,-0.00010624-0.00061451i,-0.00092266-0.00059665i,-0.00049899-0.00053677i,-0.00018489+0.00017021i,-0.00069654+0.0003026i,-9.5342e-05+3.9085e-05i,0.00031079+9.5982e-05i,-0.0002517+0.00042323i,-0.00012769-0.00020392i,0.00028755-0.00038601i,0.0004386+0.00012315i,0.00015023+0.00072342i,-0.00012019+0.00075127i,-0.00012696-1.9793e-06i,0.00015634-0.00050505i
-0.0016436-0.0013453i,-0.0007778-0.0015173i,8.3389e-05+0.00062912i,0.0012861+0.0019227i,0.0019761+0.0009767i,0.0016478-1.4437e-05i,0.0010759-0.00091845i,0.0010017-0.0012047i,0.00040898-0.00025629i,-0.00016926+0.00040934i,0.00014909+0.00047843i,0.00030951+9.8258e-05i,0.00011599-0.00040406i,-0.00016353-1.2055e-05i,-0.00045231+0.00018911i,4.6855e-05+0.00030889i,0.00015154+0.00028103i,0.00034985-5.414e-05i,0.0006551-0.00089192i,0.00065544-0.0011411i,0.00063773-0.00022473i,-0.0003179+0.0002512i,-0.0013031-3.1482e-05i
0.0006383+0.0014293i,0.0011721+0.00038051i,0.00050111+0.00015517i,-0.00026017+0.00064485i,0.00093151+0.00086414i,0.0018069+0.00010813i,0.00028259-0.001322i,-0.00054151-0.0015505i,-0.00061311-0.00072468i,-0.00061348-0.00074375i,-0.00021826-0.0010273i,6.2746e-05-0.00078696i,-5.4673e-05-0.00041695i,-0.00024516-0.00054691i,5.7523e-05+0.0001823i,0.00040017+0.0010783i,-5.436e-05+0.00098109i,-0.0002132+0.00072174i,-0.00034064-4.7735e-05i,-0.00080198-0.00080462i,-0.00081422-0.00055921i,-0.00080981+0.00028419i,-0.000557+0.00049849i
-0.0019508+0.00052374i,-0.00043885-0.00045485i,0.00059346+0.00044068i,0.0012578+0.00068747i,0.0017426-5.964e-06i,0.0018219-0.0012761i,0.0008727-0.0019611i,-0.00052807-0.0013003i,-0.00078486-0.00072524i,-0.00042759-0.00030055i,-0.0005226+0.00021145i,-0.00064186+0.00022381i,-0.00053237+0.0001556i,-0.00085071-0.00014457i,-0.0011648-9.9076e-05i,-0.00095509+0.00044679i,-0.00078747+0.00085259i,-0.00049659+0.00075008i,-0.00075135+0.00010945i,-0.00042839-0.00051062i,0.00036807-0.00033283i,0.00010505+0.00017887i,0.00032625-0.00025513i
0.0011926-0.0012283i,7.7801e-05-0.00066437i,-0.00014191-0.00080896i,8.4103e-05-0.0013108i,0.0016565-0.0012777i,0.0027344-0.0013997i,0.0020995-0.0012539i,0.00085434-0.0010015i,9.5021e-05-0.0011015i,-0.00082244-0.0010516i,-0.0014393-0.00064983i,-0.00099517+1.8964e-05i,-0.00054522-0.00039525i,-0.0005641-0.00053057i,-0.00068413+0.00011564i,-8.5519e-05-1.7197e-05i,0.00055439-0.00051739i,0.00086694-8.7041e-05i,0.00049641+0.0010099i,-0.00046818+0.001357i,-0.00068622+0.00027575i,-0.00017182-0.00044422i,0.00043304-9.5868e-05i
5.7979e-05+0.0013278i,-0.00052218+0.0009178i,-0.0002843+9.5886e-05i,0.0006526-0.0010655i,0.00090058-0.0016861i,0.00081322-0.0018182i,0.00057701-0.001128i,-0.00034952-0.00040007i,-0.00092884-0.00069797i,-0.00070134-0.00024469i,-0.00052356+0.00061083i,3.2813e-05+0.00096755i,0.00078366+0.00051815i,0.00086606+0.00031521i,-3.1221e-05+0.00024635i,-0.00015879-3.9218e-05i,0.00020291-0.00019971i,-0.00031966-0.00024578i,-0.00085417+0.00011958i,-0.00084567+0.00022812i,-0.00081821+0.00017468i,-0.00044497+0.0013352i,0.00067399+0.0014552i
0.00020157-0.00039406i,0.0012838-0.00048967i,0.0009085-0.00024142i,0.00040655+0.00095744i,0.0016856+0.0014188i,0.0022052+0.00047365i,0.000832-0.00047225i,0.00083026-0.00076731i,0.0007644-0.00028825i,-0.00035092+0.00049721i,-0.001041+0.0011139i,-0.00034837+0.0014928i,-5.448e-06+0.000933i,-0.00053443+0.0006091i,-0.00030705+0.00022528i,0.00051795+0.0001944i,0.00067829+0.00034496i,0.00072669-7.902e-05i,0.00097698-0.00058189i,0.00078799-0.00070688i,0.00033531-0.0007395i,1.2076e-05-0.0011484i,0.00035315-0.00070548i
-0.00077725-0.0012265i,-0.00149-0.0002913i,-0.0011453-8.8982e-05i,0.00011353+2.5462e-05i,0.00092258+6.8561e-05i,0.0012977-0.0003327i,0.00139-0.00079536i,0.00076595-0.00085183i,-0.00017214-0.00082524i,-0.00068972-0.00089018i,-0.0013147-0.00071167i,-0.0010904-1.879e-05i,-0.00048725+0.00082313i,-0.00022543+0.00029305i,-7.2126e-06-0.00088459i,-1.6982e-05-0.00055047i,-2.0844e-05+0.00016197i,-0.00010564+0.00067635i,-0.00024405+0.00012121i,-9.8433e-05-0.00081i,-0.00035862-3.3804e-07i,-0.00017369+0.0014152i,-0.00056186+0.0010815i
0.00059382+0.0010384i,0.0007238-0.00029032i,0.0010325-0.00058808i,0.00061138-0.00073146i,0.00065816-0.0014979i,0.00047741-0.0015144i,-0.00016503-0.00071164i,0.00013976-0.00019512i,0.00054981-0.00036136i,0.00018764-0.00054035i,-9.7783e-05-0.00069531i,-0.00049739-0.00042106i,-0.0010256+0.00025165i,-0.00076795+0.0011379i,-0.00018299+0.0012978i,0.00028564+0.00074127i,4.3532e-05+0.00062116i,-9.5743e-05-1.7171e-05i,0.00028612-0.0002152i,4.4512e-05+0.00082829i,-0.0001566+0.001054i,-0.00076601+4.1164e-05i,-0.0017274-0.00056714i
-0.0013021+0.00081783i,-0.0011172+0.00041664i,-5.865e-05+0.0007399i,0.0010293+0.00052818i,0.00164-0.00057679i,0.0018055-0.0018834i,0.0003214-0.0020093i,-0.00076905-0.00068391i,-0.00039522-0.00058106i,6.3881e-05-0.0014029i,0.00014189-0.00072404i,-0.00044986+0.00055824i,-0.00029742+0.0004681i,0.00012107+0.00021096i,0.00047781+0.00057093i,0.00068966+0.00069782i,0.00014165+0.00019178i,-0.00031252-0.00039078i,-0.0001383-0.00049064i,0.00021627+7.5268e-05i,0.00015353+0.00011073i,-0.00064863-0.00035683i,-0.0010465-0.00024532i
0.00077289+0.00041094i,-2.4209e-05+0.00027951i,-0.00024458+0.00091815i,-0.00068706+0.00075235i,-0.00018425+0.00014517i,0.00029779-0.00062068i,-0.0002345-0.00079084i,-0.00077999-4.0726e-05i,8.7837e-05+1.5321e-05i,0.00029872-0.00023088i,-0.0010722+0.00016471i,-0.0011959+0.00044929i,-0.00021355+0.00086237i,0.00050511+0.0013262i,0.00096667+0.0016003i,0.00017167+0.0018499i,-0.00046731+0.0014987i,-0.00017227+0.001247i,0.00092155+0.0005948i,0.00097024-0.00092029i,8.8807e-05-0.0014542i,0.00047207-0.00041282i,0.0014281+0.0004979i
0.00015916+0.00080636i,0.00045611+0.00037534i,-0.00021143+0.00054878i,0.00052063+0.00089646i,0.0018966+0.00042378i,0.0020525-0.00079363i,0.0011806-0.0011704i,5.0205e-05-0.00010023i,-0.00021961+0.0005665i,0.00028753-7.3101e-05i,0.00055004-0.00042168i,0.00020318+4.4862e-05i,0.00049287+0.00059249i,0.00045896+3.2207e-06i,7.3212e-05-0.00015679i,-2.6195e-05+0.00022704i,-0.00010235+0.00019451i,-0.00044213+0.00011928i,-0.00080066+0.00061902i,-0.0008056+0.00040848i,-0.00068834-0.00029683i,-0.00032325-1.5816e-05i,0.00029695-9.1538e-05i
-0.00019298+0.00028462i,-0.00047579+0.0003365i,0.00035588-0.00013064i,0.0010622+0.00023586i,0.0015675+6.2244e-05i,0.0022922-0.00093661i,0.0012977-0.0014219i,-0.00068396-0.001192i,-0.00078863-0.00040663i,-0.00026577-0.00040592i,-1.4232e-05-0.00010447i,0.00048568+0.00063297i,0.00051391+0.0003484i,0.00016204-0.00022941i,0.00013943-0.00064697i,0.00014131-0.000519i,0.00031564-0.00033024i,0.00024188+0.00015652i,5.7716e-06+0.00046238i,0.00058262+0.0004704i,6.6053e-05+7.1607e-05i,-0.00068615-0.00080362i,-0.00019809-7.5469e-05i
