-0.0021728+0.0013852i,-0.0022357+0.00040463i,-0.0021154+8.2012e-06i,-0.00087348-0.00019533i,0.00086277+0.00022411i,0.0010916+0.0005132i,0.00025515+0.001043i,0.0006487+0.002196i,0.0013208+0.0018766i,0.0018122+0.00061042i,0.0015167-0.00063913i,0.00038995-0.0017964i,-0.00021076-0.0013801i,1.4307e-05-0.00041996i,-0.00024189+0.00016462i,-8.2058e-05-0.00010129i,0.00025213-0.00039717i,-0.00020336+0.00011223i,-0.00085437+0.00020664i,-0.001165-0.0005895i,-0.00050339-0.00065306i,-0.00011678+0.00025937i,0.00011485+0.00044375i
-0.00012222+0.0010223i,0.00050598+0.00080194i,0.00073131+0.00045299i,0.00062097+0.00054148i,0.00088933+0.00032613i,0.0005312-0.0004483i,0.00024836-0.00078924i,0.00024137-0.00047676i,0.00057713-0.00086916i,0.0011089-0.0012326i,0.00076574-0.0011387i,0.00032207-0.00094728i,0.00077084-0.00040617i,0.00060688-8.2925e-05i,-0.00037576+9.2109e-05i,-0.00097845+0.00049438i,-0.00071552+0.0013681i,-0.00085623+0.0015529i,-0.00069524+0.00039454i,0.00049619-9.1182e-05i,0.00082406-0.00035621i,0.00017112-0.00030174i,-0.00042366-0.00022558i
-0.0010148-0.0012631i,-0.0010243-0.00020887i,-0.00098346+0.00015837i,-0.0012837+0.00023345i,-0.00064822+0.001086i,0.00056894+0.0014928i,0.0015859+0.0009226i,0.00099504-0.0002003i,-0.00017575-0.00045452i,-0.00086445-0.00011825i,-0.0010825-0.00021798i,-6.4768e-05-0.00033097i,0.0010787-0.00046049i,0.00077533+0.00011986i,-5.6038e-05+0.00091098i,-0.00011448+0.00092179i,-2.3192e-05+0.00084438i,0.00038226+0.00048415i,0.00026282-7.8013e-05i,-0.00072547-0.00054972i,-0.0004675-0.00015343i,0.00051177+0.0011717i,0.00015388+0.00090827i
-0.00065126-0.0024677i,-0.0010791-0.001861i,-0.0021653-0.0012164i,-0.0023526+0.00052638i,-0.0017661+0.0012224i,-0.00094809+0.00067548i,0.00010053-0.00015699i,0.00037575-0.00036011i,6.5131e-05-0.0011567i,0.00015541-0.0016773i,0.00021049-0.00057076i,0.00032006+0.00013869i,-0.00019118+0.00027671i,-0.00073742+0.00050149i,-0.00044918+0.00052319i,0.00023467-0.00023377i,0.00034475-0.00067671i,0.00016435-0.00049722i,-7.7919e-06+0.0001579i,-0.00026711+0.00030205i,0.0002243+7.8355e-05i,0.00035751+0.00094899i,-0.00079299+0.0010208i
0.00025796-0.0012232i,0.0011801-0.00069128i,0.00055371-0.00049114i,0.00048712-0.00045274i,0.0014223-1.0058e-05i,0.0015364+0.00059513i,0.0012046+0.00079449i,0.00050428+0.00039834i,-0.00011259-0.00010092i,-0.00058541-0.0008201i,-8.6382e-06-0.0013556i,0.00027368-0.00060851i,-0.00062616+0.0010757i,-0.00096401+0.0017792i,-0.00086263+0.0001513i,-0.00036889-0.00041488i,0.00046335-0.00016044i,5.7329e-05-0.0003222i,-0.0003751-0.00036073i,-0.00021641-0.00041024i,0.00023881-0.00015549i,0.00042894+6.0893e-06i,0.00021759-0.00047424i
-0.00088412+0.0024835i,-0.00066822+0.0015249i,-9.7746e-05+0.0014808i,0.00018616+0.00074123i,0.0002874-0.00062765i,0.00083028-0.00078348i,0.0012314-0.00044541i,0.00025164-8.6604e-05i,-0.00040835-0.00030858i,0.00049964-0.00029804i,0.0009842+0.0011366i,0.00026219+0.00142i,2.1436e-05-0.00027334i,0.0011363-0.00070815i,0.0013818+0.00034909i,0.00035445+0.00014932i,-1.9415e-05-0.00076262i,-0.0001606-0.00098599i,0.00017715-0.00077586i,0.00054524+8.9492e-05i,-0.00036262+0.00086413i,-0.00062997+0.00081842i,4.2823e-05+0.00034745i
-0.0021389-0.00031193i,-0.0015188-0.00012172i,-0.0013651-0.00048561i,-0.00051647-0.00053515i,0.00071593-1.742e-06i,0.00092536+0.0010041i,0.00085691+0.001094i,0.00091224+0.00072702i,0.00058515+0.00023974i,0.00029179-0.00034262i,-0.00026514+9.2944e-05i,-0.00082404+6.5121e-05i,-0.0002915-0.00017038i,0.00016412+0.00048823i,0.00026021+0.0005589i,0.0003544-0.00040402i,0.0001915-0.0011227i,8.9303e-06-0.00081093i,0.0002271-0.00026302i,0.00026041+8.9214e-05i,-0.00055088+0.00061742i,-0.00052133+0.00070798i,0.00057121+0.00034337i
-0.00030727+0.0013008i,-0.00056144-0.00022145i,7.7971e-05-0.00041712i,0.00052723+0.00051103i,0.00057564-7.5366e-05i,0.00080047-0.0012378i,0.00056815-0.00072413i,0.00034571-8.8318e-05i,0.00055431-0.00034772i,-0.00013948-0.00010173i,-0.00063077-0.00044297i,-0.0003482-0.00068512i,2.6861e-05-0.00061912i,0.00040892-0.00077544i,0.00065446-0.00055983i,0.00044921-9.6754e-05i,7.1228e-05-6.3677e-05i,0.00027574-0.00016378i,0.00025206+0.00059296i,-9.0254e-05+0.00021521i,-0.00026357-0.00032501i,-7.2315e-05-0.00017823i,-0.00064349+0.00032927i
0.00054012-0.00043889i,-0.00079239+0.00027828i,-0.0018466+0.00028413i,-0.0016795-0.00056017i,-0.0005187-0.00038235i,0.00045897-3.0181e-05i,0.00074612-0.00053321i,0.00057354-0.00015788i,0.00084161-0.00020242i,0.00055187-0.00092953i,0.00024185-0.0010215i,-0.00013892-0.00012334i,0.0002254+0.00014348i,0.00102-6.8846e-05i,0.0003032-0.00012373i,0.0002538-0.00028206i,0.00045368+7.2937e-05i,0.00024476+0.00018498i,0.00080596-0.00011113i,0.00066838+0.00018993i,0.00042469-0.00010326i,0.00075957-0.00094934i,0.0011869-0.0013994i
0.0006892-0.0011418i,-0.00054523-0.00098881i,-0.00060418-0.0013085i,-0.00059993-0.0011999i,-0.0013258-0.0010913i,-0.001024-0.00055539i,1.0108e-06-0.00022021i,0.00051186-8.2091e-05i,0.00029349-0.00043215i,-3.3502e-05-0.0010559i,4.6632e-05-0.00077006i,-0.00018417-4.636e-05i,4.4274e-05+9.6174e-05i,0.00021634+9.3298e-05i,-0.00028464-0.00026015i,-0.00066443-0.00031035i,-0.00036522+0.00027948i,0.00033548+0.0001006i,0.00061889+6.6893e-05i,-0.00017587+5.7482e-05i,-0.00061524-0.00024725i,3.1475e-05+0.00013135i,0.00018026+0.00086434i
-0.0006436+0.00030944i,-0.0015253+0.00065932i,-0.0018234+0.00093617i,-0.00099411+0.0003163i,0.00060775-9.3372e-05i,0.0016033-3.2725e-05i,0.001451+7.5498e-06i,0.00040376+0.00026603i,3.1407e-05+0.00029018i,0.0003655-0.000102i,-8.4276e-05-0.00024796i,-0.00071106-0.00032809i,-0.00075866-0.00038086i,-0.00099774-0.00010157i,-0.00063496-0.0006874i,-0.0001677-0.00089503i,-0.00032399-7.3468e-05i,-0.00023317-0.0002273i,0.00063873-0.0001839i,0.00069895+0.00035005i,-0.00044098+0.00028763i,-0.00057614+0.00018141i,0.00030339-2.7036e-05i
-0.0001774-0.00099832i,-0.001292-0.0010468i,-0.0018066-0.00052681i,-0.0022689-5.3084e-06i,-0.0020128+6.6013e-05i,-0.0014689+0.0006021i,-0.00041286+0.00034054i,-0.00018594-0.00013746i,-0.00056253-0.0005973i,-0.00040279-0.0010007i,-0.00058288-0.00092411i,-0.00074424-0.00030005i,-0.00025681-0.00027691i,-4.4674e-05-0.00050922i,8.1925e-05+0.00025444i,-0.00029824+0.0006988i,-0.00021028+0.00029817i,0.00030533+0.00014481i,0.00042551+0.00021455i,0.00010599-0.00030383i,8.2385e-05-0.00029394i,0.00048773+0.0001421i,0.00044153+0.00052271i
-0.00050122-0.00085421i,-0.00066074-0.0012296i,-0.0013308-9.9257e-05i,-0.0010984+0.00059544i,0.00028943+0.000613i,0.00089209+0.00039796i,0.00057243-0.00057888i,-0.00013719-0.00088717i,0.00016448-0.00055919i,0.00086464-0.0001328i,0.00019331+6.1939e-05i,-7.2565e-05-0.00018759i,0.00075949-0.00025792i,0.001333-0.00025504i,0.0004548-0.00026573i,-9.1927e-05+0.00018788i,0.0001326+0.00048687i,-0.000126-0.00014398i,-0.0001802+0.00046258i,-0.00024512+0.00062155i,-0.00037845+0.0001357i,-0.00056615+0.00023322i,-0.00060366+0.00018542i
0.00064997+0.00045221i,0.00017469+0.0012058i,-0.00046169+0.00054095i,-0.00048052-0.0010406i,1.7073e-05-0.00013823i,0.00017156+0.00073896i,0.00083032+0.00045438i,0.000667+0.00090673i,0.00013409+0.00086379i,2.4078e-05+5.1566e-06i,-0.00065392-0.00049188i,-0.0011018-0.00034085i,-0.00044734+0.00035989i,0.00046087+0.00054927i,0.00080532+0.00027256i,0.0010349+0.00028723i,0.00032273-3.3737e-05i,0.00020294-0.00018625i,0.0005804+0.00041713i,5.6523e-05+0.00015948i,-0.00016232-0.00026061i,-0.00010771-0.00046474i,-0.00026618-0.00049197i
0.00076216-0.0028603i,0.00090469-0.0019034i,1.3454e-05-0.0017961i,-0.0007528-0.0012605i,-0.0010794-0.00013522i,-0.00084053+0.0007468i,-0.00049377+0.0006581i,7.9456e-05+0.00013287i,0.0004722-0.00064273i,0.00058163-0.0010415i,0.00022994-0.00070557i,-6.5304e-05-0.00032087i,0.00026101+0.00030407i,-0.0002139+0.00082419i,-0.00080434+0.00089425i,-0.00041467+0.00054218i,-0.00046896+0.0001797i,-0.0003579+4.8266e-05i,0.00039844+0.00037973i,0.00022553+0.00031562i,0.00020619-4.2053e-05i,0.00028537+0.00062517i,0.00016447+0.00042632i
0.00050727+0.00052298i,-9.0909e-05-0.00065735i,-0.0014984-0.0014888i,-0.0014357-0.00068696i,-0.00070315-0.00019201i,-0.00031248-0.00042097i,7.3633e-05-0.0010084i,-0.00034878-0.001118i,-0.00098329-0.0012617i,-0.0011544-0.00094471i,-0.0013147+0.00039419i,-0.00026572+0.0010929i,0.00085165+0.00089206i,0.00045625+0.00091396i,0.0003216+0.00070693i,0.00031721+0.00069659i,-4.2735e-06+0.00065953i,-0.00019419+0.00019316i,-0.0010809+0.00053731i,-0.00097265+0.00087359i,-0.00046691+0.00072773i,-0.00045603+0.00049694i,-7.9289e-05+0.00013559i
-2.9199e-05+0.0017643i,-0.00021385+0.0015937i,5.097e-05+0.00085783i,0.00066995+0.0006282i,0.00086087+0.00040943i,0.00099511+0.00031i,0.00042116+0.00067008i,9.5062e-05+0.00066004i,0.00039074+0.00082304i,0.00019646+0.0012067i,-0.00049882+0.0005847i,3.947e-05-0.00087215i,0.00084016-0.00097058i,0.0010159-0.00030437i,0.00084183-0.00013034i,0.00025494-0.00017691i,-0.00023698+2.79e-05i,0.00028844+0.00063588i,0.00042731+0.00055494i,0.00020542-0.00013794i,0.00050658-0.0002037i,0.00083359-0.00012647i,0.0010153-0.00020704i
0.0013311-0.0015072i,0.00066119-0.0016841i,0.00037976-0.0014169i,0.00029971-0.00050627i,0.00034198-6.0546e-05i,0.0011077-0.00019177i,0.0016175-0.00055611i,0.0010562-0.0009995i,0.00044002-0.0015701i,-0.00019304-0.0014311i,-0.00042992-0.00051324i,-0.00061608-0.00070058i,2.3638e-05-0.00097867i,0.00072089-0.001167i,3.8693e-05-0.00084843i,-0.00055931-0.00034766i,0.0002395-0.00030128i,0.00053147-0.00036368i,2.5659e-05-0.00066932i,-0.00019795-0.00053482i,0.00039544+6.6599e-05i,0.000239+0.00033716i,3.8428e-05+0.00043454i
0.0018134+0.00056026i,0.00052183-0.00023192i,0.00016242-0.00098836i,-0.00084232-0.00080941i,-0.0013692-0.00054943i,-0.0015906-0.00070396i,-0.00098207-0.00091122i,5.1487e-05-0.00050723i,-2.2515e-05+0.00016484i,-0.00059097+0.00018511i,-0.00080417-2.3198e-05i,-0.00097999-0.00030047i,-0.00063661-0.00052283i,8.1701e-05-0.00095483i,0.00052608-0.00097468i,0.00033293-0.00060515i,-0.00060508-0.00017143i,-0.00087775+0.00019689i,-0.00053909+5.9574e-05i,-0.00012689-0.00019186i,0.00089859-0.00060722i,0.0012831-0.00058335i,8.5985e-05-6.0589e-05i
0.00043832+0.00076461i,-0.000156+0.00027686i,-0.00071561+0.00062506i,0.00018445+0.00037316i,0.00091718-0.00028817i,0.00048227-0.00070254i,0.00038398-0.00020679i,0.00077433+0.00037299i,0.00056503-0.00014257i,-0.00028541-0.00038407i,-0.00017847-0.00021118i,0.00011465+1.5978e-05i,-0.00021191+0.00081306i,0.00026919+0.00086364i,-0.00012048+0.00037578i,-0.00062295-3.1021e-05i,-0.00038543-0.00062851i,-9.7398e-05-0.0006634i,-0.00073063-0.0001301i,-0.00073624-6.7934e-05i,-0.00013464-4.797e-05i,0.00027555+0.00029225i,0.00039166-0.00019486i
0.0014367-0.00086449i,0.0010137-0.0020394i,0.00089245-0.0023382i,-0.00072867-0.0017732i,-0.0010058-0.001049i,0.00057047-1.1878e-05i,0.0011315+0.0004201i,0.00022949-0.00029343i,-0.0006339-0.0007142i,-0.0012983-0.00161i,-0.0010948-0.00096483i,-0.0011464+0.00073918i,-0.0012329+0.00094181i,-0.00055866+0.00050343i,-0.00039801+0.00074233i,-0.00076775+0.00044762i,-0.00024088-0.00047044i,-3.3904e-05-0.00082847i,-0.00043921-0.000654i,-0.00055064-0.00013388i,-0.00053061+0.00012991i,-0.00083289+0.00023898i,-0.00033751+0.00045473i
5.7556e-05+0.0017248i,-0.00033433+0.00085871i,-0.00031839+0.00023274i,0.0003436+0.00025363i,0.00093482+0.00037076i,0.00076531+0.00020792i,0.00075597+0.00033498i,0.00061843+0.00089961i,-0.00050958+0.00073986i,-0.00060488-0.00052823i,0.00032616-0.00084093i,0.00061936-0.0002869i,0.00042726-0.00010789i,0.00042603-0.00026537i,0.0007557-0.00092697i,0.00024514-0.0010589i,-6.7693e-06-0.00084922i,-0.00016749-0.00029007i,0.0001393-0.00028919i,0.00013077-0.00061652i,-0.00049589+0.00012668i,-0.00053734+3.3421e-05i,-0.00016113-0.0004251i
0.0020411-0.0001353i,0.0015029-0.00066576i,0.00080673-0.0016812i,-2.2547e-05-0.0019619i,-0.00044835-0.00092614i,-0.00026715-0.0005986i,0.00062226-0.00023358i,0.00082153-6.3495e-05i,0.00052153-0.00061583i,0.0004353-0.00077527i,0.00053297-0.00065863i,0.00071308-0.00054267i,0.00031198-0.0006104i,-0.00051861-0.00062904i,-0.00050448-0.00080478i,-8.6454e-05-0.00066679i,-0.00077801-0.00057301i,-0.001077-0.00091978i,-0.00040903-0.00019006i,4.2303e-05+0.00056807i,0.00038143+0.00087796i,7.7731e-05+0.00030427i,-0.00048684-0.00044886i
0.0017538-0.0011569i,-0.0002701-0.00081778i,-0.0006562-0.0011757i,-0.0012543-0.0015443i,-0.0024048-0.00031699i,-0.002229+0.00030236i,-0.0011702-0.00013241i,0.00015393-0.00065153i,0.00057167-0.0012045i,2.2457e-05-0.00076275i,-0.00049031+0.00019679i,-0.00091467+0.00049328i,-0.0011743+0.00020211i,-0.00066185-7.7707e-05i,-0.00025783+1.3121e-05i,-0.00065785+0.00017815i,-0.0003028+0.00081308i,-5.5741e-05+0.00097206i,-0.00057085+0.00072382i,-0.00025439+0.00060589i,-0.00014393-0.00010559i,-0.0004486-0.00052649i,-0.00026706+3.0692e-05i
-0.0018195-0.00073219i,-0.0023201-0.0013088i,-0.0014788-0.00087376i,-0.00027655-0.0003896i,-0.00030647-0.00087783i,-0.00036934-0.00081128i,1.8453e-05-0.00063623i,9.9886e-05+4.9546e-05i,-0.00012892+0.00076415i,-4.6568e-05-0.00020683i,0.00016129-0.00063591i,0.00052293-0.00065839i,0.0011174-0.0005279i,0.00050171-8.8384e-05i,0.00043383-0.00013138i,3.4675e-05-0.00080518i,-0.00036375-0.0012664i,0.00034316-0.00051217i,0.0001024+0.00014796i,-0.0009019+0.00016391i,-0.00053963+0.00055139i,0.00038658+0.00023806i,0.00065891+3.8621e-05i
-0.00081437-0.00014045i,0.00012408-0.0005052i,-0.00061618-0.00051607i,-0.0016789+0.00032882i,-0.0012964+0.00071348i,-0.00028379+0.00045079i,0.00029638+0.0004266i,0.00037285+0.00015327i,6.9916e-06-0.00019161i,-0.0007436-0.00058792i,-0.00033684-0.00051259i,0.00053608+0.00023376i,0.00010219+0.0002102i,-0.0006368-0.00056589i,-0.00028813-0.00036895i,0.00041317+0.00013504i,0.00067323+0.00028432i,0.00060472-0.00027326i,0.00014098-0.0003185i,-0.00029962+0.00036609i,-0.00011353-1.6494e-05i,2.4362e-05-0.00045642i,-0.00044383-0.0004327i
-0.00085114-0.0032424i,-0.0015445-0.001879i,-0.00083451-0.001306i,9.5324e-05-0.00021188i,0.00059605+0.00074092i,0.0011761+0.00013419i,0.001429-0.00045324i,0.0017775-0.00075224i,0.0015968-0.00062387i,0.00014579+2.3592e-05i,-0.00031067-0.00011109i,0.00039873-0.00027145i,0.00040535+0.00058288i,-1.7509e-05+0.00023042i,-0.00083412-6.386e-05i,-0.00072505+0.00053277i,-0.00025995+0.00021769i,-0.00019449+0.00011657i,1.6384e-05+0.00020396i,-8.749e-05+0.00050347i,0.00018093+0.00064421i,0.001092+0.00030545i,0.0010325-0.00026727i
0.0018785-0.00046254i,0.0012517-0.00026388i,0.00099624-0.00061974i,0.00031362-0.0011619i,-0.00014025-0.0012629i,-0.00041466-0.00031314i,-0.00021288+0.00075432i,-0.00018243+0.00068076i,-4.054e-05-0.00032072i,-0.00016916-0.0011824i,-8.5065e-05-0.0010034i,0.00014396-6.1163e-05i,0.00011876-0.00038731i,5.555e-06-0.0011403i,-2.7667e-05-0.00088856i,-0.0002829+3.4091e-05i,-0.00034936+0.00080417i,-0.00014865+0.00090606i,-0.00040667+0.00021341i,-0.00013857-5.2522e-05i,0.00036799+0.00058182i,0.00051971-0.00010954i,0.00062317-0.0012027i
-0.00075297-0.00022819i,-0.00088755-0.00013482i,-0.0005114+2.8873e-05i,-0.00013288+0.00029436i,0.00023329+0.00026847i,0.00045766-0.00017071i,0.00061355+8.4105e-05i,0.001295+0.00046266i,0.0014529+6.3959e-05i,0.00075203-0.0002873i,0.0001122-0.00027774i,-0.00040038-0.00014718i,-0.00052621-9.9357e-05i,-0.00033111-0.00016228i,-1.5169e-05+0.00018943i,0.00042081-6.4314e-05i,0.00073306-0.00055483i,0.00092958-0.0006185i,0.00032652-0.00059737i,-0.00051802-0.00075765i,-0.00038297-0.00021782i,0.00021437+0.00024515i,9.349e-05+9.9233e-05i
-0.00024381+8.5463e-05i,-0.00060581+0.00058989i,-0.0011537+0.00042357i,-0.0018852+0.00037913i,-0.0013406-0.00045758i,-0.0004119-0.00039937i,0.00018898-0.00018667i,0.00055291-0.00059789i,0.00053895-0.00050973i,0.00078117-0.00045148i,0.00040525-0.00061037i,4.5488e-05-7.9479e-05i,-0.00012374+0.00010852i,5.5001e-05-0.00041912i,-3.068e-05-0.00025278i,-0.00059753+0.00013205i,-0.00036086-9.5924e-07i,0.00036166+0.00012108i,0.00082224+0.00033352i,0.00051667-0.00017493i,0.00022074-0.0010494i,0.00012317-0.00097318i,7.8096e-06-0.00054863i
-0.00069716-0.0023411i,-4.0445e-06-0.00079101i,-0.00084838-0.00043551i,-0.0015789+1.9318e-05i,-0.00096225+0.0010633i,0.00048559+0.00065438i,0.00078295+0.00019438i,0.00069885-0.00036421i,0.001151-0.00083137i,0.00063211-0.00019537i,-5.8117e-05-0.00046323i,-0.00010516-0.00087096i,-0.00010009-0.00012071i,-0.00026767+7.1003e-05i,-0.0010361-0.00040473i,-0.001215-0.00076997i,0.00028098-0.00068708i,0.00093601-0.00033954i,0.0003779+0.00039548i,-0.00024745+0.00077612i,-0.00050298+0.00010846i,5.0835e-05-0.0001406i,6.3626e-05+0.00045924i
-0.00046344+0.00064036i,-0.00032927+1.3144e-05i,-9.4381e-05-0.00025191i,0.00039983-0.0005267i,0.00031378+1.0077e-05i,8.3898e-05+0.00045524i,0.00048134+0.00015941i,0.00096822-0.00012629i,0.00081052-0.0004926i,0.00022844-0.00083335i,-0.00040507-0.00028161i,-0.00060991+0.00068087i,-0.000562+0.00025109i,-0.000485-0.0001618i,0.00032649+0.00020753i,0.0010267+0.0006425i,0.0011731+0.00078673i,0.0012688+0.00057978i,0.00077789+0.00024825i,0.00016866+0.00019963i,-0.00016576+7.6483e-05i,7.9402e-05+6.1674e-05i,0.00035453-6.2754e-06i
-0.0012269-0.00098359i,-0.00063588-0.00056975i,-1.8605e-05+0.00087319i,-0.00016933+0.0010465i,0.00024529+0.00073627i,0.00087263+8.9837e-05i,0.00040513-0.00047716i,-0.00014749-0.00017779i,6.1119e-05-0.00017401i,0.00019819+0.0001529i,0.00011105+0.00065496i,0.00093621+0.00028047i,0.0013012-0.00015447i,-4.8328e-05-0.00015265i,-0.00063182-0.00028326i,-0.00017351-0.00019444i,-0.00016496+0.0010132i,-0.00049988+0.0017797i,-0.00075582+0.0010827i,-0.00034944+0.00031102i,7.8693e-05-0.00011926i,0.00036385-0.0003937i,0.0004846-0.0004735i
0.00034653-0.00093448i,-0.0008064-7.4677e-05i,-0.0014789-0.00043213i,-0.0014035-0.00091367i,-0.00083684+6.7887e-05i,-0.00010253+0.00076994i,8.1485e-05+0.00093667i,-0.00045482+0.00046345i,-0.00070213-0.00076434i,-0.00023804-0.0010825i,-0.00056401+8.0578e-05i,-0.001053+0.00040482i,-0.00068098+0.00019272i,-0.00010344+0.00071937i,3.7809e-05+0.00065364i,-0.00068327+8.7821e-05i,-0.00092373+0.00019478i,-0.00075007+0.0005887i,-0.00057076+0.00017757i,-0.00049817-0.00011638i,-0.00052502+0.00013479i,-0.00040728-4.0704e-05i,-0.00020356-0.00053656i
-0.00019995-0.00076535i,-0.0013068-0.00033788i,-0.001852-0.00045115i,-0.0023489-0.00060483i,-0.0023463-3.6982e-05i,-0.0015113+0.0013356i,-0.00063951+0.0013232i,-0.00022621+2.7998e-05i,-0.00075145-0.0003896i,-0.0010597-0.00068341i,-0.00077317-0.00090548i,-0.0001327-0.00028156i,-0.00037394+0.00043251i,-0.0010213+0.00065856i,-0.00063508+5.3551e-06i,-0.00014018-0.00035796i,-4.0504e-05-0.0002246i,0.00042021-0.00027045i,0.00040143+0.0006806i,0.00050906+0.00090957i,0.00043051+0.00096432i,-0.00019369+0.0015163i,-0.0001364+0.0012056i
0.00063696-0.0022378i,-1.1924e-05-0.0011674i,-0.00042624-0.00038963i,-0.00079511-0.00026802i,-0.00070936-6.1493e-05i,-0.00066594+0.00077324i,0.00048596+0.00084468i,0.0014143+5.6605e-05i,0.0011994-0.00054247i,0.00030278-0.00078197i,-4.1344e-05-0.00043289i,-0.0003375+0.00062431i,-0.00031105+0.00019421i,0.00030203-0.0006527i,-0.00042477-0.00036542i,-0.00048705+3.1393e-05i,0.00032621+0.00024497i,0.00031441-0.00011467i,0.00035498-0.00026215i,0.00023533+0.00050354i,-1.5261e-05+0.00064745i,0.00012481+4.653e-05i,0.00029311-1.1678e-05i
0.0017866+6.8716e-05i,0.0018342+2.359e-05i,-0.0003018+0.00023439i,-0.0020262-0.00047402i,-0.00090662-0.0010347i,0.00047437-0.00017106i,0.0010774+0.00012238i,0.0011415-0.00053318i,0.00046619-0.00043719i,0.00015263-9.7429e-06i,-6.3674e-05-9.4745e-05i,-0.00032656+0.00035279i,1.0015e-05+0.00089352i,0.00029707+0.00030742i,0.00056562-0.00050133i,0.00077927-0.00034691i,0.0010648-0.00030284i,0.00056409-8.3194e-05i,0.00024183+0.00038008i,0.0003427+0.0008961i,0.00062347+0.0007113i,0.00019947+3.7596e-05i,0.00013116-0.00029523i
-0.0001763-0.00083394i,-0.00032553-6.9088e-05i,-0.00043427-1.0241e-05i,-0.00037112-0.00041074i,-0.00038073-0.00016391i,0.00016142+0.00022318i,0.00037522-0.0001829i,0.00040026-0.00032631i,-1.2346e-05-0.00013219i,-0.00060992-1.1769e-07i,-0.00028196+0.00034792i,0.00065297+0.0002378i,0.00065098-0.00051109i,-6.7107e-05-0.0010003i,-0.00015328-0.00064081i,-0.00013572-0.00011264i,3.4246e-05+0.00010179i,0.00020052+0.00030144i,0.00045285+0.00040519i,0.00087589+0.00061278i,0.00082834+0.00064723i,0.00054275+0.00065358i,0.00032457+0.00045805i
0.0021008+0.00076407i,0.00084387-7.5333e-05i,0.0010616-2.0901e-05i,0.0015692-0.00073873i,0.0001315-0.0015683i,-0.0010329-0.0010436i,-0.00065108-0.00022331i,0.00073588-0.00035761i,0.0016384-0.00017194i,0.00093763+6.3419e-05i,0.0003232-0.00016417i,-0.00044251-0.00012442i,-0.0012585-0.00012082i,-0.00070134-0.00027179i,-0.0005455-0.0001382i,-0.00040743-0.0004394i,0.000187-0.00045743i,0.00089992-0.00015173i,0.0015534+0.00027733i,0.0010288+0.001197i,-7.7317e-05+0.00045019i,-0.00056713-0.0006461i,-0.00078777-0.00055243i
-0.00042379+0.0013177i,-0.00053175+0.00084905i,-0.00090061-0.00012339i,0.00044265+6.5952e-05i,0.001282+0.00079524i,0.0011239-2.2285e-05i,0.00083018-0.000882i,0.00074768-0.00090517i,0.00026639-0.0004343i,1.4922e-05-0.00012545i,0.001263-0.00063477i,0.0017545+4.765e-05i,0.0011586+0.00091428i,0.00079291+0.0012804i,0.00022498+0.0014068i,-0.00025026+0.00037763i,-0.00049999-0.00029782i,-0.00039209-1.0983e-05i,5.0146e-05-4.0133e-05i,-3.9682e-05-0.00049967i,3.4998e-05-0.00026154i,-0.00041725+0.00029675i,-0.00094621+0.00018601i
-0.00053069+0.00090172i,-0.0010899+0.00011897i,-0.00098071-0.00037372i,0.00029992-0.00025001i,0.00086093-0.00124i,0.00031541-0.0012325i,0.00020778+2.8663e-06i,0.00030189+0.00053897i,-0.00019736+0.00050163i,0.00012881+0.00012363i,0.00027267+5.6192e-05i,0.00024492+0.00022623i,0.00038434+8.415e-05i,0.00035461-9.6532e-05i,0.00023334+9.7685e-05i,-0.0002275-0.0001325i,-0.00043035-0.00034304i,0.0003956-0.00092309i,0.00081236-0.00017688i,0.00033839+0.00083072i,-2.9095e-05+0.00098543i,-0.00082456+0.00083285i,-0.00079787-1.6646e-05i
-0.0011105-0.00080134i,-0.0011949+9.0219e-05i,-0.0014584+0.0007874i,-0.00039009+0.0011992i,0.00033763+0.00063318i,0.00022917+9.2273e-06i,0.00078069-0.00030219i,0.00078346-0.00097586i,0.00038278-0.001055i,0.00012788-0.00014819i,-0.00042302-8.0794e-05i,-0.00080283-0.00065835i,-0.00048445-0.00036093i,0.00024681-0.00014042i,0.00074252-0.00021221i,0.00053242-8.9741e-05i,-1.9218e-05-0.00043374i,-0.0001616-0.00063817i,0.00020688-0.00034193i,0.00011018-0.00077748i,-5.1785e-06-0.00089551i,0.00025022-0.00014875i,2.8161e-05+9.9909e-05i
-0.00071548-0.00038966i,-0.00076147-0.00042428i,-0.00022971+6.1334e-05i,0.00012195+0.00089791i,-0.00024671+0.00069996i,0.00063046+3.6568e-05i,0.001497-5.3989e-05i,0.0012528-4.8952e-05i,0.00072984-0.0001297i,4.3503e-05+0.00025068i,-0.00049701-0.00018915i,0.00015789-0.00043784i,0.00051507-9.4189e-05i,-0.00053797+4.4224e-05i,-0.00079605+0.00033461i,-0.00024024+0.00075945i,-0.00028544+0.0011397i,9.8936e-05+0.00096206i,0.00057574+0.0015136i,0.00023082+0.0017063i,-0.0006411+0.0013333i,-0.0011196+0.0011754i,-0.00069082+0.00085723i
