0.0018975+0.0014575i,0.002446-0.00011364i,0.0022448-0.00083502i,-0.00010163-4.2124e-06i,-0.0023413+0.00024634i,-0.0026487+0.00051019i,-0.00079227+0.0017534i,0.00088258+0.002082i,0.0016285+0.00050215i,0.0015577-0.00085924i,0.00096487-0.00069389i,2.0119e-05-0.00034926i,-0.00071514-9.3321e-05i,-0.00045408+0.00059201i,-0.00071132+0.00070349i,-0.0014899+0.00026821i,-0.0011112-0.00072366i,-0.00058256-0.0010497i,-0.0002864-0.00077245i,0.00032262-0.0001684i,0.00022437+0.00040257i,-8.4877e-05+0.00057634i,-0.00014013+0.00072644i
-0.069372+0.052719i,-0.053041+0.025206i,-0.032933-0.010058i,-0.015857-0.026066i,-0.0059068-0.016887i,-0.004441-0.012803i,-0.0063738-0.012421i,-0.0059268-0.006643i,-0.0018217+0.00014469i,0.0032259+0.0031511i,0.0055202+0.003897i,0.0055525+0.006207i,0.0050893+0.0099761i,0.0021749+0.012636i,-0.00077817+0.010429i,-0.0030242+0.0044624i,-0.0061662+9.6786e-06i,-0.01003+0.0015974i,-0.0090221+0.011162i,0.0048638+0.025066i,0.021075+0.031973i,0.022742+0.025502i,0.017077+0.013204i
-0.073796-0.070583i,-0.043106-0.083215i,-0.0091135-0.086115i,0.0091668-0.06097i,0.0062957-0.028541i,0.0064027-0.0044525i,0.0063912+0.0023834i,0.0011913-0.00079467i,-0.0016385-0.0034793i,-0.0037018-0.0070595i,-0.0077173-0.0093499i,-0.01253-0.0082731i,-0.016027-0.0052124i,-0.015782-0.0026847i,-0.012949-0.0052823i,-0.01202-0.0086458i,-0.0097002-0.0066395i,-0.0022663-0.004612i,0.0038052-0.010996i,-0.00018599-0.025222i,-0.0084139-0.034533i,-0.0085044-0.028989i,-0.005334-0.017265i
0.04543-0.098265i,0.050406-0.053428i,0.033763-0.01882i,0.0031888+0.0029258i,0.0012592+0.020188i,0.0058484+0.024933i,0.00081129+0.02302i,-0.0069217+0.023299i,-0.012069+0.018916i,-0.01215+0.0065054i,-0.010954-0.0070309i,-0.011923-0.014615i,-0.01226-0.017047i,-0.0089164-0.018577i,-0.0023554-0.019984i,0.0027857-0.017651i,0.00291-0.013207i,-0.0023866-0.0096388i,-0.0079607+0.0011603i,-0.0049537+0.02343i,0.0029635+0.0378i,0.0048714+0.02949i,0.0023977+0.015582i
0.12055+0.040439i,0.056738+0.066055i,0.014105+0.086641i,0.0038832+0.06305i,-0.0061416+0.033756i,-0.0049044+0.020489i,0.0041828+0.022258i,0.0084523+0.028594i,0.0096429+0.024608i,0.0076924+0.013i,0.0057006+0.0040594i,0.0083625-0.0008347i,0.012741-0.0034662i,0.015203-0.005072i,0.014299-0.003999i,0.011415-0.0025077i,0.0085429-0.00057442i,0.0071316+0.0033172i,0.012119+0.00062557i,0.019965-0.017452i,0.020276-0.038195i,0.012989-0.036675i,0.0068262-0.019331i
-0.017192+0.13566i,-0.025279+0.071644i,-0.036342+0.041135i,-0.016706+0.037458i,0.007751+0.0055292i,0.012535-0.015898i,0.015114-0.016373i,0.025862-0.01796i,0.028958-0.019601i,0.01951-0.012802i,0.012042+0.00036425i,0.014761+0.0088819i,0.018874+0.010113i,0.019439+0.011256i,0.018901+0.013656i,0.018802+0.012491i,0.017382+0.0038197i,0.010817-0.008431i,-0.0061707-0.012224i,-0.028223+0.0020457i,-0.04112+0.022264i,-0.037164+0.025806i,-0.024278+0.016418i
-0.14147-0.016521i,-0.079784-0.037661i,-0.038105-0.081809i,-0.029547-0.076491i,-0.0073413-0.029461i,0.01055-0.012412i,0.013461-0.028146i,0.0071806-0.046485i,-0.0052707-0.045732i,-0.012695-0.022483i,-0.0087544+0.0011303i,-0.0042703+0.012718i,-0.0056351+0.017532i,-0.0082892+0.017574i,-0.0078508+0.011216i,-0.0050423+0.00086431i,-0.004685-0.0043373i,-0.0049983-0.0004789i,0.004136+0.0052655i,0.02446+0.0026759i,0.0411-0.0066342i,0.038441-0.0081338i,0.02655-0.0030228i
-0.0023606-0.14679i,-0.0094645-0.10887i,0.0054017-0.081084i,0.0078451-0.059529i,-0.013087-0.014928i,-0.012762+0.014326i,-0.0094028+0.0097106i,-0.023857-0.0036714i,-0.034001-0.0015772i,-0.026142+0.0075527i,-0.014452+0.0074747i,-0.013905+0.0025447i,-0.01801+0.00088754i,-0.016441+0.00044642i,-0.015192-0.0011411i,-0.016179-0.0011887i,-0.012416+0.0013934i,-0.0035853+0.00088283i,-0.0017418-0.0050387i,-0.018223-0.0080556i,-0.037046-0.00498i,-0.036833-0.0054638i,-0.023965-0.0095532i
0.13674+0.0026608i,0.097155+0.024189i,0.040523+0.066241i,-0.0023688+0.077607i,-0.022523+0.055167i,-0.02617+0.044408i,-0.022424+0.042948i,-0.01555+0.045577i,-0.0024451+0.041107i,0.0090743+0.019578i,0.0066447-0.0047523i,0.00042114-0.015406i,-0.0015303-0.016029i,-0.0038744-0.013447i,-0.0050261-0.010815i,-0.0039726-0.0072018i,-0.0051539-0.0012577i,-0.011374+0.0051194i,-0.012058+0.015253i,0.0075837+0.026662i,0.033343+0.027865i,0.037931+0.020941i,0.024124+0.016476i
0.028277+0.14076i,0.0093572+0.13598i,-0.010147+0.12191i,-0.016244+0.086559i,-0.018197+0.041979i,-0.024073+0.01902i,-0.015649+0.023024i,0.0031551+0.027944i,0.019195+0.014953i,0.02035-0.0090216i,0.011984-0.021486i,0.012678-0.018266i,0.019221-0.012405i,0.020092-0.0063728i,0.017771+0.0010049i,0.015462+0.0063206i,0.01239+0.0075842i,0.0095819+0.00651i,0.0044083-0.00093811i,-0.010383-0.018615i,-0.02905-0.032646i,-0.032504-0.030891i,-0.019561-0.02057i
-0.12601+0.039826i,-0.11504-0.013269i,-0.083262-0.047951i,-0.03424-0.037655i,-0.0024129-0.020998i,0.0016604-0.01487i,-0.003802-0.009683i,-0.0023793-0.011329i,-0.007161-0.014908i,-0.015747-0.010533i,-0.013879-0.0014483i,-0.0042799+0.0029391i,0.0045393+0.002141i,0.011959+0.00073135i,0.01701-0.001192i,0.018821-0.0044944i,0.015703-0.012848i,0.0058756-0.021546i,-0.0043064-0.01385i,-0.0022794+0.01203i,0.011164+0.036822i,0.017067+0.042505i,0.0084348+0.033813i
-0.085592-0.1213i,-0.041762-0.1487i,-0.019835-0.17376i,-0.02341-0.13827i,-0.018064-0.063486i,-0.0036844-0.016845i,0.0019919-0.010671i,-0.004849-0.01052i,-0.016975+0.0025244i,-0.020345+0.024683i,-0.011815+0.03464i,-0.0097785+0.028313i,-0.012604+0.021344i,-0.010397+0.01402i,-0.0076983+0.0040067i,-0.0075343-0.0041683i,-0.0076345-0.00769i,-0.0027942-0.0057742i,0.0078692-0.0082031i,0.014886-0.02212i,0.0088279-0.038185i,-0.00082153-0.039819i,0.0014042-0.026071i
0.096436-0.10341i,0.08073-0.045754i,0.051815-0.0067302i,0.0027349-0.0072852i,-0.026006-0.0032869i,-0.019985+0.011197i,0.0011938+0.015787i,0.016661+0.009158i,0.021822+0.0071824i,0.021699+0.010248i,0.016482+0.0079442i,0.0039354+0.00065788i,-0.0086617-0.0023779i,-0.012101-0.00066654i,-0.0099654+0.0013542i,-0.006881+0.0026374i,-0.0044083+0.0012863i,-0.0047908-0.0017159i,-0.011403+0.0010537i,-0.020499+0.018308i,-0.019836+0.040349i,-0.01278+0.044536i,-0.011786+0.029163i
0.13467+0.098458i,0.081862+0.13522i,0.034877+0.17329i,0.012987+0.14049i,-0.010255+0.064863i,-0.018612+0.020252i,-0.003874+0.0073864i,0.015113-0.0032093i,0.022932-0.021083i,0.017773-0.034496i,0.0098055-0.034692i,0.0084809-0.02531i,0.0090734-0.014225i,0.0038409-0.0038377i,-0.002932+0.0028365i,-0.0071028+0.005418i,-0.0092726+0.0094658i,-0.010567+0.013397i,-0.0050578+0.014303i,0.0070954+0.0045941i,0.013258-0.016933i,0.012052-0.029521i,0.012311-0.023728i
-0.067301+0.14381i,-0.056171+0.085949i,-0.032389+0.041297i,0.0085039+0.024839i,0.01878-0.0068722i,0.0011326-0.028403i,-0.010907-0.02528i,-0.022373-0.019076i,-0.030877-0.0178i,-0.02988-0.020837i,-0.01968-0.018577i,-0.0032932-0.010816i,0.012273-0.0033265i,0.02058+0.0028475i,0.021655+0.0064278i,0.020744+0.0075807i,0.019691+0.0044219i,0.01608-0.0040073i,0.0022095-0.013054i,-0.020317-0.01362i,-0.034561-0.0019578i,-0.033184+0.0077085i,-0.025883+0.0033944i
-0.16784-0.087709i,-0.11927-0.14413i,-0.077113-0.19997i,-0.044567-0.16512i,-0.003687-0.083444i,0.0032324-0.045354i,-0.025206-0.030609i,-0.043321-0.00495i,-0.04215+0.023001i,-0.03174+0.036429i,-0.021398+0.035943i,-0.014739+0.031614i,-0.0070799+0.024734i,0.0010443+0.012296i,0.0064663-0.0025102i,0.0087224-0.014095i,0.007447-0.020573i,0.0059367-0.02142i,0.0092176-0.016738i,0.016938-0.011732i,0.021663-0.015865i,0.018738-0.019733i,0.012157-0.0085532i
0.040835-0.17079i,0.031343-0.13473i,0.0024957-0.10487i,-0.038169-0.074455i,-0.03986-0.019359i,-0.015705+0.010932i,-0.010201+0.013i,-0.0055229+0.020285i,0.011109+0.026212i,0.019561+0.024445i,0.016707+0.020298i,0.0072949+0.013145i,-0.0024057+0.0054652i,-0.0067013+0.0016163i,-0.0060502+0.0039547i,-0.0019767+0.0073786i,-0.00037387+0.006943i,0.00051427+0.0030672i,0.0040788-0.0049793i,0.0052137-0.01088i,-0.00021057-0.0038827i,-0.0049994+0.0084718i,-0.00051699+0.010782i
0.17778+0.055855i,0.1368+0.12145i,0.082277+0.19005i,0.035993+0.17422i,0.0033959+0.10323i,0.00061866+0.067468i,0.018989+0.054277i,0.033823+0.026741i,0.031236-0.004891i,0.018367-0.023541i,0.0068518-0.031567i,-0.0027046-0.036526i,-0.013744-0.03294i,-0.019529-0.020423i,-0.017102-0.011235i,-0.012232-0.0087116i,-0.011431-0.0048899i,-0.014794+0.0065478i,-0.012994+0.023699i,-0.0020286+0.031169i,0.012178+0.019449i,0.019699+0.0035493i,0.015607+0.00040249i
-0.010182+0.18408i,-0.0095248+0.17331i,0.0083422+0.15507i,0.043696+0.1222i,0.051885+0.070179i,0.043129+0.03587i,0.04467+0.022742i,0.033536+0.01166i,0.0090106-0.0010601i,-0.0046525-0.0099812i,-0.0026907-0.017669i,0.0047817-0.021477i,0.0088702-0.017501i,0.0054515-0.0069351i,-0.0039114+0.0071613i,-0.012536+0.020025i,-0.013293+0.024743i,-0.007082+0.021385i,0.00044+0.017156i,0.0048824+0.015198i,0.0030338+0.01559i,-0.00094337+0.015724i,-0.00057622+0.011013i
-0.17872-0.019425i,-0.155-0.10259i,-0.099976-0.18599i,-0.03631-0.17923i,0.0062402-0.10865i,0.018534-0.059453i,0.013349-0.035442i,0.0018016-0.013788i,-0.0040014+0.0082133i,-0.0024301+0.019258i,-0.00096215+0.020371i,0.00089271+0.022482i,0.0072607+0.024207i,0.015311+0.017067i,0.021018+0.002603i,0.025962-0.0092397i,0.027071-0.015658i,0.017035-0.020704i,-0.00080087-0.022742i,-0.010469-0.021723i,-0.0069208-0.022765i,-0.003717-0.02569i,-0.0087165-0.023429i
-0.040544-0.19039i,-0.041739-0.21691i,-0.073371-0.21331i,-0.11107-0.14834i,-0.094861-0.059729i,-0.055127-0.022945i,-0.043458-0.027386i,-0.034691-0.023178i,-0.017864-0.0084688i,-0.0062104+0.0089774i,0.00013828+0.029046i,0.0062698+0.044304i,0.015501+0.044016i,0.018507+0.028009i,0.0076426+0.0085466i,-0.007013-0.0057016i,-0.013996-0.014241i,-0.0099852-0.01708i,-0.005198-0.011597i,-0.0088603+0.0024155i,-0.018568+0.017394i,-0.026856+0.028614i,-0.023596+0.032432i
0.1634-0.019875i,0.14381+0.066977i,0.078956+0.15448i,-0.010464+0.16638i,-0.067968+0.12264i,-0.072701+0.077549i,-0.052414+0.037912i,-0.040505+0.0030537i,-0.036817-0.012784i,-0.030935-0.015509i,-0.020085-0.019927i,-0.012979-0.030307i,-0.013706-0.034307i,-0.0098929-0.026731i,0.0045398-0.014834i,0.017735-0.0070886i,0.015599-0.0060347i,0.0037625-0.0051536i,0.001481-0.0033825i,0.01179-0.0053794i,0.024434-0.012839i,0.031011-0.021491i,0.027708-0.023159i
0.065504+0.18392i,0.05484+0.21859i,0.069676+0.23382i,0.090205+0.18368i,0.0549+0.10748i,0.0073571+0.073903i,-0.0023628+0.061257i,-0.0041679+0.035852i,-0.015555+0.015016i,-0.017719+0.00062482i,-0.01503-0.016009i,-0.015981-0.026072i,-0.022566-0.02472i,-0.033541-0.017054i,-0.040837-0.012924i,-0.042594-0.014848i,-0.039746-0.013173i,-0.032472-0.0039676i,-0.026986+0.0076971i,-0.030196+0.014143i,-0.039183+0.016063i,-0.043869+0.018257i,-0.034213+0.01746i
-0.16963+0.044209i,-0.15633-0.046002i,-0.10734-0.14081i,-0.027171-0.15922i,0.027685-0.11395i,0.040421-0.052109i,0.037996-0.0056896i,0.033427+0.014043i,0.030118+0.010279i,0.02772-0.0010628i,0.023865-0.008189i,0.019909-0.0101i,0.013672-0.0075454i,0.010189+0.0026095i,0.016468+0.020326i,0.026404+0.030861i,0.02821+0.023336i,0.017357+0.0059868i,0.0060811+0.0015674i,0.0096956+0.010385i,0.02612+0.0089231i,0.042579-0.0050352i,0.044864-0.014593i
-0.094484-0.18136i,-0.094249-0.24124i,-0.11661-0.27823i,-0.1323-0.22968i,-0.088137-0.14256i,-0.038376-0.088348i,-0.022504-0.048404i,-0.0043403-0.013239i,0.013718-0.0036571i,0.01109+0.0015877i,0.00044661+0.021269i,-0.0020931+0.041712i,0.0096071+0.047736i,0.024148+0.029575i,0.025569-0.0076729i,0.015519-0.03833i,0.0067633-0.046831i,0.0016303-0.04136i,-0.0069214-0.034833i,-0.020272-0.031318i,-0.03614-0.025107i,-0.050821-0.016029i,-0.052567-0.0049922i
0.16229-0.079521i,0.15882-0.023587i,0.10026+0.052372i,0.0071553+0.090734i,-0.048728+0.078181i,-0.054806+0.032705i,-0.046743+0.0037484i,-0.034736+0.0070546i,-0.023502+0.017854i,-0.015863+0.023034i,-0.0021178+0.017959i,0.013591+0.0073107i,0.024974+0.0019347i,0.028075+0.004107i,0.022819+0.017203i,0.018017+0.030474i,0.017813+0.027008i,0.018579+0.011752i,0.012746+0.0031429i,0.0078689+0.0086773i,0.01955+0.013022i,0.035967+0.012261i,0.036137+0.015161i
0.10121+0.17945i,0.11319+0.22993i,0.12911+0.25975i,0.12742+0.21037i,0.067248+0.12663i,0.011755+0.077572i,0.0019901+0.049246i,-0.00027907+0.0245i,-0.0049524+0.017993i,-0.0024223+0.011366i,-0.0089149-0.010852i,-0.029684-0.029477i,-0.045365-0.029287i,-0.038663-0.021751i,-0.014262-0.024184i,0.0095737-0.036062i,0.021173-0.046005i,0.020773-0.042966i,0.018372-0.032033i,0.011535-0.028523i,-0.0070717-0.031106i,-0.027152-0.030725i,-0.032392-0.025632i
-0.18029+0.08972i,-0.16194+0.057083i,-0.099036-0.0043256i,-0.0082029-0.052825i,0.042972-0.063719i,0.049189-0.031696i,0.046196-0.0095921i,0.029976-0.01882i,0.008994-0.032035i,0.00615-0.034376i,0.015447-0.030171i,0.022586-0.021662i,0.011755-0.0085773i,-0.017234+0.014375i,-0.039154+0.042608i,-0.040203+0.055964i,-0.029767+0.045566i,-0.019637+0.022969i,-0.017097+0.0077572i,-0.017485+0.005505i,-0.0038857+0.01179i,0.018527+0.019475i,0.026796+0.01912i
-0.11782-0.18639i,-0.15692-0.21216i,-0.18398-0.23504i,-0.17214-0.19165i,-0.10329-0.10393i,-0.039582-0.046446i,-0.019156-0.023527i,-0.018216-0.016413i,-0.025278-0.016088i,-0.034811-0.011697i,-0.033497-0.0064026i,-0.029058-0.0096805i,-0.02268-0.011319i,0.00064625-0.011715i,0.032509-0.020787i,0.051492-0.029511i,0.049363-0.028118i,0.031183-0.01651i,0.013858-0.00053699i,0.0048105+0.0085933i,-0.0055018+0.0034838i,-0.015719-0.0084281i,-0.016085-0.016419i
0.1868-0.076143i,0.14629-0.082529i,0.074662-0.039442i,0.0069648+0.032838i,-0.021841+0.074685i,-0.03342+0.052359i,-0.055872+0.025746i,-0.055051+0.031818i,-0.031367+0.040222i,-0.014357+0.043237i,-0.0010436+0.048667i,0.013598+0.047504i,0.017076+0.030617i,-0.0056755+0.0066967i,-0.045477-0.0038203i,-0.069552+0.006511i,-0.060086+0.018339i,-0.028434+0.016246i,0.00062226+0.0053525i,0.017012-0.004754i,0.026378-0.0045953i,0.027355+0.0060439i,0.020112+0.018452i
0.087245+0.19522i,0.14388+0.17916i,0.1588+0.17737i,0.13461+0.16038i,0.082762+0.11261i,0.027695+0.070273i,-0.0078967+0.0469i,-0.018899+0.035954i,-0.0059428+0.025364i,0.01224+0.0065742i,0.017896-0.016666i,0.012896-0.03345i,0.0064618-0.030614i,0.017338-0.0099461i,0.04789+0.013073i,0.074854+0.021483i,0.078874+0.010968i,0.056215-0.0054022i,0.020002-0.015183i,-0.0066656-0.018136i,-0.019818-0.024715i,-0.026436-0.031706i,-0.022638-0.027707i
-0.2254+0.040853i,-0.15801+0.062685i,-0.069172+0.041737i,-0.0083769-0.0092544i,-0.00020485-0.04253i,0.0016904-0.031424i,0.02273-0.018846i,0.02755-0.028534i,0.014808-0.035056i,0.0099773-0.027438i,0.010603-0.008872i,0.013973+0.012351i,0.016671+0.014545i,0.0018118-0.0096785i,-0.031351-0.043521i,-0.059032-0.061942i,-0.060526-0.058363i,-0.040489-0.036443i,-0.016001-0.0020924i,0.006555+0.023579i,0.022409+0.030369i,0.0242+0.028423i,0.0169+0.024689i
-0.08878-0.24228i,-0.17159-0.19089i,-0.20955-0.14682i,-0.20484-0.10029i,-0.17329-0.039904i,-0.11844+0.0043221i,-0.056654+0.01259i,-0.014848+0.0007054i,-0.0050507-0.0039296i,-0.0062688-0.00043166i,0.0030716-0.007871i,0.009889-0.022299i,0.0058447-0.019644i,0.0084103+0.0084524i,0.024189+0.04279i,0.037894+0.058334i,0.036877+0.051485i,0.025623+0.030157i,0.015856+0.0058099i,0.012091-0.0080966i,0.0069183-0.012006i,-0.00067941-0.013752i,-0.0034652-0.013193i
0.26993-0.01376i,0.15155-0.039862i,0.032094-0.014181i,-0.017865+0.041256i,-0.018253+0.075672i,-0.012684+0.06645i,-0.014164+0.052889i,-0.0040166+0.054488i,0.0095861+0.047263i,0.00028921+0.031947i,-0.023545+0.025934i,-0.039043+0.025384i,-0.032953+0.015745i,-0.010554-0.018012i,0.0067488-0.065853i,0.011229-0.092502i,0.012885-0.086556i,0.008893-0.05911i,-0.0091249-0.018101i,-0.02121+0.020541i,-0.010383+0.036743i,0.0031632+0.033068i,0.0038983+0.031513i
0.077103+0.31745i,0.15137+0.18363i,0.1321+0.071959i,0.070129+0.018673i,0.025024-0.017496i,-0.016232-0.030358i,-0.042621-0.015168i,-0.044232-0.0026423i,-0.034546-0.0070059i,-0.022514-0.0089853i,-0.0011017-0.0019867i,0.020454-0.0048378i,0.016109-0.010291i,-0.0081216+0.012686i,-0.019726+0.054997i,-0.0085124+0.072149i,0.0051481+0.048665i,0.0098858+0.013881i,0.012137-0.0034002i,0.013072-0.004962i,0.0049971-0.0099114i,-0.0097903-0.01677i,-0.01402-0.012272i
-0.34427-0.0034444i,-0.18123-0.0021151i,-0.062836-0.039961i,-0.044405-0.069475i,-0.04615-0.062852i,-0.021843-0.054703i,-0.0028737-0.055719i,-0.012591-0.048718i,-0.029794-0.026195i,-0.02472-0.0078444i,-0.011569-0.0092342i,-0.0043437-0.011792i,0.014637-0.0059068i,0.049082-0.01317i,0.074283-0.036807i,0.078909-0.051808i,0.072487-0.051766i,0.048632-0.050414i,-0.00054003-0.047452i,-0.03751-0.030589i,-0.029553-0.006832i,-0.006471+0.005147i,-0.0043655+0.0092214i
-0.10207-0.44198i,-0.17459-0.32088i,-0.16349-0.20058i,-0.11989-0.10906i,-0.10461-0.040881i,-0.092794-0.0082864i,-0.066232-0.017857i,-0.030412-0.03393i,-0.0034352-0.028722i,0.0056707-0.013261i,-0.0013423-0.0035525i,-0.011312+0.002514i,-0.015948+4.5735e-06i,-0.035236-0.010391i,-0.068746-0.0071913i,-0.079719+0.0095407i,-0.057581+0.017957i,-0.028515+0.016779i,-0.014064+0.022643i,-0.0087154+0.032216i,-0.0030682+0.02361i,-0.0029122+0.00076321i,-0.0060244-0.0099256i
0.39049+0.0087287i,0.1751+0.054573i,0.05425+0.11687i,0.091096+0.12212i,0.1448+0.084296i,0.13792+0.064847i,0.093289+0.073043i,0.043493+0.070942i,0.013916+0.047538i,0.0015518+0.018936i,-0.0086035-0.00078114i,-0.024635+0.003887i,-0.033114+0.036544i,-0.0097015+0.071294i,0.03443+0.080911i,0.063847+0.07244i,0.074415+0.062785i,0.080235+0.043064i,0.071102+0.0051204i,0.039386-0.02116i,0.011562-0.014247i,0.0054837+2.4333e-06i,-0.0015423+0.0021593i
0.15695+0.54667i,0.23734+0.36677i,0.22404+0.15419i,0.1397-0.039087i,0.028898-0.17782i,-0.060136-0.2097i,-0.078419-0.1509i,-0.050212-0.067568i,-0.024247-0.020244i,-0.016414-0.0098365i,-0.0036991-0.0075267i,0.01892-0.014193i,0.026546-0.022709i,0.024633-0.024662i,0.028417-0.032167i,0.032938-0.042625i,0.036171-0.043067i,0.031595-0.041121i,0.0070595-0.03924i,-0.025988-0.024152i,-0.038784-0.0051983i,-0.031923-0.0024851i,-0.0194-0.0033574i
-0.46014+0.07995i,-0.23149+0.024382i,-0.15399-0.035221i,-0.22275+0.016136i,-0.23334+0.13546i,-0.17361+0.17785i,-0.12213+0.12734i,-0.087802+0.053139i,-0.057532+0.013139i,-0.021487+0.011286i,0.017761+0.011238i,0.033027-0.010041i,0.011956-0.03017i,-0.016437-0.024653i,-0.028727-0.0037073i,-0.025866+0.013876i,-0.014542+0.02376i,-0.00053576+0.027525i,0.0092772+0.022849i,0.012291+0.011613i,0.014872+0.0025494i,0.017372+0.00079142i,0.010827-0.00070719i
-0.18371-0.67416i,-0.18299-0.53816i,-0.095922-0.33708i,0.011711-0.11026i,0.083601+0.044082i,0.10208+0.07458i,0.07708+0.045272i,0.063198+0.011995i,0.05884-0.020876i,0.040065-0.044509i,0.017831-0.051072i,0.005501-0.044736i,0.0079472-0.036856i,0.017086-0.032441i,0.02491-0.026025i,0.031168-0.014183i,0.033409-0.0011306i,0.026281-0.0015254i,0.0086267-0.015515i,-0.007917-0.02115i,-0.012825-0.013551i,-0.0080147-0.0064376i,-0.0039033-0.00070897i
0.43489-0.18964i,0.070691-0.14073i,-0.11811-0.040725i,-0.038077+0.017805i,0.095373+0.02507i,0.16174+0.040727i,0.16249+0.056291i,0.10043+0.029446i,0.014778-0.0051031i,-0.041473-0.0095452i,-0.0643+0.0025205i,-0.066707+0.012766i,-0.056199+0.010141i,-0.048305-0.0081771i,-0.048274-0.024724i,-0.046117-0.022727i,-0.033653-0.0028663i,-0.012665+0.024613i,0.002831+0.036522i,0.0088752+0.023148i,0.013286+0.0061746i,0.016003-0.0028585i,0.0087569-0.010312i
0.28246+0.75786i,0.33087+0.62054i,0.33156+0.41159i,0.24095+0.1077i,0.041794-0.19324i,-0.10585-0.34877i,-0.10955-0.32577i,-0.060973-0.17008i,-0.011494-0.024777i,0.027283+0.029021i,0.050327+0.03442i,0.061026+0.027843i,0.050983+0.032972i,0.038603+0.064217i,0.038686+0.096755i,0.041379+0.1001i,0.038146+0.076724i,0.035448+0.042443i,0.032195+0.007183i,0.0091062-0.011731i,-0.021071-0.0028976i,-0.030902+0.013435i,-0.02584+0.017913i
-0.52068+0.33589i,-0.2362+0.2741i,-0.19382+0.16011i,-0.35373+0.1794i,-0.44809+0.33575i,-0.42695+0.43442i,-0.3312+0.3523i,-0.19053+0.16261i,-0.077964+0.024698i,-0.017252-0.016422i,0.0082512-0.021748i,0.015539-0.023384i,0.028557-0.030048i,0.050203-0.052708i,0.063786-0.07855i,0.055103-0.078555i,0.028801-0.04611i,0.0046362-0.009583i,-0.0054074+0.0028282i,-0.00048277-0.0018871i,0.019376-0.0077624i,0.041226-0.012379i,0.043923-0.014735i
-0.22776-0.73916i,-0.042456-0.54908i,0.14233-0.31507i,0.22767-0.10618i,0.31398-0.01833i,0.38204-0.044064i,0.31027-0.056165i,0.1572-0.019194i,0.053174+0.01825i,0.0099957+0.034079i,-0.0082013+0.039955i,-0.012158+0.042969i,-0.019518+0.033111i,-0.055364+0.022757i,-0.094872+0.026729i,-0.096546+0.031044i,-0.069554+0.021391i,-0.046017+0.0041826i,-0.038282-0.0059707i,-0.041363-0.0068754i,-0.052516-0.0060289i,-0.060577-0.0013895i,-0.048137+0.0044425i
0.36803-0.58507i,-0.19872-0.73015i,-0.58347-0.738i,-0.5864-0.56956i,-0.41225-0.37818i,-0.27003-0.25719i,-0.18066-0.14611i,-0.094702-0.058298i,-0.029599-0.028663i,-0.0037289-0.03352i,0.0062113-0.052113i,0.0057679-0.060026i,0.012084-0.030456i,0.051335+0.014099i,0.10175+0.032922i,0.11285+0.019773i,0.076547+0.0022552i,0.035261+0.0063578i,0.023407+0.018635i,0.030049+0.018392i,0.035102+0.018326i,0.037898+0.022627i,0.029426+0.019942i
0.40019+0.87363i,0.33945+0.90687i,0.32525+0.88436i,0.3311+0.56984i,0.20408+0.11544i,0.040346-0.14853i,-0.020914-0.18256i,-0.039718-0.1058i,-0.05565-0.036135i,-0.066345-0.010259i,-0.065727+0.0058264i,-0.04838+0.012164i,-0.034305-0.0036905i,-0.033303-0.03448i,-0.038436-0.056533i,-0.024692-0.054166i,0.013171-0.048888i,0.037814-0.06098i,0.025841-0.076513i,-0.010385-0.074368i,-0.045013-0.057427i,-0.062371-0.038952i,-0.058585-0.01746i
-0.43217+0.46662i,0.002484+0.17381i,0.19159-0.20554i,0.035642-0.28065i,-0.20641+0.023186i,-0.3096+0.36745i,-0.24938+0.4078i,-0.13549+0.20944i,-0.067268+0.06393i,-0.0074565+0.046573i,0.063735+0.045338i,0.090091+0.017562i,0.064238+2.8731e-05i,0.031969+0.017131i,0.018855+0.042818i,0.016361+0.044042i,0.007589+0.031238i,-0.0054218+0.026863i,-0.0097542+0.029002i,0.0014935+0.021509i,0.020907+0.0076046i,0.036035+0.0024961i,0.034666+7.1275e-05i
-0.42713-0.47529i,-0.24214-0.10581i,-0.064708+0.1871i,0.11142+0.24676i,0.41286+0.10027i,0.6775-0.091461i,0.63392-0.16409i,0.3568-0.095634i,0.14304-0.011081i,0.067885-0.00067906i,0.034867-0.025281i,0.013203-0.033602i,0.011949-0.027973i,0.029928-0.028199i,0.046456-0.030191i,0.044283-0.010281i,0.04634+0.021892i,0.0595+0.028375i,0.061617+0.0086354i,0.042754-0.006912i,0.0099094-0.0099388i,-0.01631-0.006328i,-0.023593+0.0023009i
0.36659-0.83572i,-0.042132-1.0842i,-0.3282-1.1415i,-0.44057-0.88928i,-0.54831-0.6177i,-0.7038-0.49755i,-0.67521-0.32504i,-0.35648-0.14728i,-0.095041-0.09776i,-0.061172-0.053514i,-0.088381+0.014952i,-0.095451+0.041083i,-0.079331+0.055353i,-0.041092+0.066939i,0.0013181+0.056881i,0.035771+0.026077i,0.038041-0.010955i,0.0099963-0.022908i,-0.014267-0.01932i,-0.0169-0.023553i,-0.0027884-0.024489i,0.0066588-0.01611i,0.0003743-0.004112i
