0.0043953-0.00049247i,0.0050561-0.0013943i,0.0037516-0.0034515i,0.00011254-0.0027868i,-0.002862-0.00043137i,-0.0032422+0.0014066i,-0.0014119+0.0015957i,-0.00048368+0.0011214i,-0.00018897+8.9799e-05i,-8.6245e-05-0.0011646i,9.239e-05-0.0014636i,4.94e-05-0.00041778i,0.00026907+0.00058977i,0.00063683+0.0012176i,-0.00019635+0.0011418i,-0.00069117+0.000853i,-0.00065273+0.00052065i,0.00057075-0.00062603i,0.0012802-0.00048231i,0.00072736+0.00058868i,0.00039621+0.0012087i,0.00034343+0.00092767i,0.00082222+0.00055107i
0.0013574+0.0019405i,0.001469+0.0012491i,0.0017167+0.0022215i,0.0016133+0.0031081i,0.0016537+0.0033124i,0.0013354+0.0028779i,0.0011186+0.0019226i,0.0025022+0.0016652i,0.003912+0.0018746i,0.0037033+0.0014297i,0.0027788+0.00029191i,0.0016895-0.00076151i,0.00033845-0.00075118i,-0.00053102-0.0004232i,-0.0011849-0.00035908i,-0.00089011-0.00058013i,0.0011218-0.00063014i,0.0016652+2.4271e-05i,0.0013674+0.00065472i,0.0012884+0.00082437i,0.0013607+0.0008506i,0.00092066+0.001122i,-5.7617e-05+0.0014325i
-0.0010694+0.0010011i,-0.0010249+0.001903i,-0.0015081+0.0027258i,-0.00048246+0.0030663i,0.0008472+0.0028099i,0.00085044+0.0023694i,0.00064373+0.0019417i,0.00062053+0.00097629i,0.00066852-0.00067048i,0.0011822-0.0011416i,0.002018-0.00078408i,0.0021132-0.00040907i,0.00050409+0.00021521i,-0.0014932+0.00013956i,-0.0016657+5.8938e-05i,-0.00082933-0.00028952i,-0.00043311-0.00037973i,-0.0012885+1.7317e-05i,-0.0013104-0.0001338i,-0.00077665-0.00040009i,-0.00065776+7.2857e-06i,-0.0005245+0.00042822i,-0.00055607-7.6601e-05i
0.00023991+0.0020042i,0.0003476+0.0023466i,0.0011825+0.0016601i,0.0020812+0.00017927i,0.003106-0.0020478i,0.0026545-0.0028233i,0.0014185-0.0027713i,0.0009407-0.0043759i,-0.0001769-0.0055309i,-0.0017974-0.0046004i,-0.0021316-0.0029046i,-0.0012916-0.0013715i,-0.0012556+0.00044683i,-0.00165+0.00097945i,-0.0012188+0.00058204i,-0.00054081+0.00019357i,-0.00032529-0.00022888i,-0.00042568-0.00040427i,-0.0006328-0.000937i,-0.00045494-0.0013743i,0.00033802-0.0014211i,0.00063232-0.00082513i,0.00062167-0.00055585i
0.00041301-0.00099427i,0.00065666-0.0015941i,0.00015712-0.0014435i,-0.00035713-0.00055384i,-0.00068585+0.00043781i,-0.00040237+0.00034119i,9.3044e-05-0.00062108i,-4.0638e-05-0.0015519i,-0.0012158-0.0021851i,-0.0021947-0.0017669i,-0.0021235-0.0012552i,-0.001994-0.0006511i,-0.0014564-0.00031188i,3.7262e-05-0.00017209i,0.0010458+5.4219e-05i,3.8602e-05+0.00010589i,-0.00069911+0.00065002i,0.00013542+0.00042093i,0.001097-0.00043885i,0.00097362-0.00090151i,0.0005356-0.00060753i,0.00078246-0.00055461i,0.00077304-0.00036789i
0.00044773+0.0020803i,-0.00057887+0.0039515i,0.00020296+0.0058827i,0.00080172+0.0061403i,5.21e-05+0.0054398i,-0.00024251+0.00489i,0.00024652+0.003054i,0.00018082+0.0024863i,-0.0010957+0.0037812i,-0.00057992+0.0046006i,0.00037398+0.0036544i,-5.078e-05+0.0015634i,0.00034524+0.0012561i,0.001421+0.0010246i,0.0013705+0.00054238i,1.1986e-06+0.0010022i,2.8136e-05+0.00035991i,0.00064471+0.00043973i,-5.7254e-05+0.00089346i,-0.00055666+0.00048154i,-0.0011179+0.00049395i,-0.001494+0.00017816i,-0.00088594+0.00013313i
-0.0007322+0.00019128i,-0.0017335-0.00035572i,-0.0024589-0.00092806i,-0.0019873-0.00075081i,-0.001424+9.074e-06i,-0.00076844+0.00052782i,-0.00043889+0.0006456i,-0.0007174+0.0007608i,-0.0010018+0.0015167i,2.251e-05+0.0026356i,0.0017707+0.0028468i,0.0021246+0.002307i,0.0015923+0.0018111i,0.00045836+0.00092476i,0.00011592+0.00018588i,0.00033203+0.00012864i,0.00010867-0.00015035i,-0.00051059-0.00060677i,-0.001451-0.00096149i,-0.0021971-0.00048i,-0.0018021-6.5167e-05i,-0.0014986-0.00019751i,-0.0010166+0.00028922i
0.00050282+0.0019067i,0.0015353+0.00097742i,0.0028085+0.0012614i,0.0033901+0.0007772i,0.0036704-6.3407e-05i,0.0026846-0.00032815i,0.0018989-0.00083961i,0.0023831-0.0022701i,0.0032907-0.0025124i,0.0034596-0.0017761i,0.0027892-0.0020086i,0.0018625-0.0018326i,0.00064384-0.00051832i,-0.00021915-0.00044636i,-0.00075534-0.0014028i,-0.0011057-0.00071584i,-0.00096855-0.00014351i,-0.0007468-0.00090686i,-0.00086199-0.00099666i,-0.00042221-0.0012771i,0.000159-0.00063991i,-0.00041662+0.00037997i,-0.00047999+0.00017673i
-0.00027831+0.00059367i,0.00065458+0.0010332i,0.0017285+0.00054786i,0.0031118+0.00061081i,0.0032277+0.0013725i,0.0030745+0.0011184i,0.0037172+0.00039844i,0.0044761+2.9645e-05i,0.0042524-0.00077867i,0.0029212-0.0016588i,0.00090707-0.0024987i,-0.00036779-0.0026661i,-0.00040927-0.0021727i,-0.00025011-0.0014022i,0.00042725-0.00055179i,0.00038991+0.00019407i,-0.00074348+0.0008945i,-0.00056329+0.0010865i,-6.4201e-05+0.00066598i,5.9433e-05-3.2716e-05i,0.00062002-8.3945e-05i,0.00049296+0.00062377i,0.00013365+0.00073808i
-0.00042229+0.0011635i,-0.00035756+0.00047059i,-0.0011304+0.00034689i,-0.0022928+0.0008036i,-0.0034733+0.00068935i,-0.0026301+0.0018003i,-0.001536+0.0024638i,-0.002283+0.0013048i,-0.003236-0.00045804i,-0.0029972-0.00084081i,-0.0019722-0.00044135i,-0.0007981-4.7691e-05i,-0.00084706+0.0010231i,-0.00038725+0.0015699i,0.00043024+0.0010335i,-0.00015415+0.00074105i,-0.00039791+0.00077192i,0.00039992+0.00071348i,0.0017075+0.00075396i,0.0020183+0.0011322i,-0.00018242+0.0008852i,-0.0014808+0.00027441i,-0.00098711+0.00037441i
0.0030242-0.00094223i,0.0028293-0.0007246i,0.0015471-0.00095254i,0.00020812-0.0011051i,-0.00034025-0.0004265i,-0.0003584+0.00021649i,-0.0011212-0.00051377i,-0.0030892-0.001549i,-0.0051601-0.001444i,-0.0045539+7.204e-06i,-0.0027079+0.0017768i,-0.0019331+0.0027243i,-0.0016843+0.0026183i,-0.0017794+0.0019966i,-0.0014268+0.0011514i,-0.00094189-7.131e-05i,-0.00042283-0.00062749i,-0.00074065-0.00082848i,-0.00056344-0.00090773i,4.0809e-05-0.00033949i,-6.5323e-05-0.00080865i,-0.00057752-0.0012363i,-0.00079881-0.00081986i
0.00044962+0.00070276i,0.00033653+0.00065612i,0.00021806-0.00035515i,0.00070119-0.0011183i,0.0019437-0.00054368i,0.0024935-0.00028087i,0.0025567-0.0006603i,0.0021128-0.0014157i,0.0018955-0.0013996i,0.0016583-9.7107e-05i,0.0012132+0.00068924i,0.0014206+0.00068216i,0.0021674+0.00073803i,0.0014903+0.00011389i,0.00059834-0.00080136i,0.00023837-0.0013237i,-0.00024179-0.0010384i,-0.00057753-0.00072108i,-0.00079234-0.00066068i,-0.00012954-0.00015962i,-7.2345e-05+1.8701e-05i,-0.00032951-3.238e-07i,-0.00033788+0.00016371i
-0.0003248-0.0018924i,0.0013623-0.00056061i,0.0018962+0.0006359i,0.0023425+0.0027474i,0.0015001+0.0055334i,0.00061224+0.0062062i,0.0018665+0.0050323i,0.0028417+0.0038682i,0.0035363+0.0036929i,0.0045283+0.0029801i,0.0044169+0.0014148i,0.0035385+0.00018578i,0.0027188-0.00012101i,0.0015907+6.6283e-05i,0.0013148-0.00035639i,0.0012346-0.0012066i,0.00054789-0.0013965i,0.00038961-0.0006175i,0.0002389-0.00014316i,-0.0001347-0.00018804i,-2.2651e-05-0.00059323i,0.00039343-0.00069528i,0.00030248-0.00012845i
-0.0020042+0.0014584i,-0.0023379+0.0015278i,-0.0015233+0.0015472i,-0.00071095+0.00087253i,-0.0008446-0.00048397i,-0.00095734-0.0014283i,-0.0012468-0.00074269i,-0.0018727+0.00014011i,-0.0016775+0.00051866i,-0.0006857+0.00026589i,-0.0005809-0.0010638i,-0.0010766-0.0020563i,-0.00136-0.0019313i,-0.001782-0.00076597i,-0.0013693+0.00015575i,-0.00051537+0.00057355i,-0.00036207+0.00093793i,-0.0010847+0.00057872i,-0.00075198+0.00033826i,-0.00017231+0.00034837i,-0.00039396+0.00033947i,-0.00023434+0.0001308i,0.00069527+0.00038252i
-0.0021024+0.0019009i,-0.0034005+0.001979i,-0.0040848+0.001261i,-0.0028712+0.00052097i,-0.00090204-0.00016629i,0.00045047-0.00045561i,0.0005691-0.001372i,-0.00032892-0.0040174i,-0.00169-0.0051201i,-0.0016363-0.0045304i,-0.0012688-0.0032695i,-0.0014931-0.0020207i,-0.0013445-0.00083626i,-0.0009285-0.00036554i,-0.0002591-0.00053276i,-0.00042855+8.6463e-05i,-0.00059012+0.0008685i,-0.00048844+0.00091591i,-0.00024868+0.00048074i,4.6785e-06+0.00011772i,0.00025075+0.0002221i,-6.0739e-06+0.00035141i,-0.00099726-0.00051148i
0.0038741-0.001691i,0.0047642-0.00084056i,0.0045829-0.0015512i,0.0035829-0.0011409i,0.0031188+0.00085998i,0.0034468+0.0021494i,0.0042717+0.0012558i,0.0042348-2.047e-05i,0.0029263-0.002388i,0.00025724-0.0032074i,-0.0015913-0.0015829i,-0.0010888+0.00010004i,-0.00022293+0.0012188i,5.2133e-05+0.0016525i,0.00040884+0.0010182i,0.00090991-0.00017494i,0.00057685-0.0005523i,-0.00037352-0.00072423i,-0.0010167-0.00058903i,-0.00068437-0.0010437i,-0.00033325-0.0012312i,4.9451e-06-0.00033761i,-6.6961e-05-0.00050002i
0.00010455-0.0010249i,-0.00071593+0.0013026i,-2.7498e-05+0.0028023i,0.00049132+0.0045899i,-0.00045181+0.0055096i,-0.00059482+0.0047036i,-0.00030732+0.0042173i,0.00025214+0.0045219i,0.00047263+0.0053467i,0.0010278+0.0052082i,0.0015213+0.0038941i,0.00079307+0.0021906i,0.0001703+0.0007998i,0.00044213+0.0010266i,0.00051544+0.0011098i,-5.7833e-05-6.191e-05i,1.248e-05-0.0010033i,0.00061635-0.0010716i,0.00085587-0.00054897i,0.0006012-0.00048818i,0.00024742-0.00044281i,-0.00032245-0.00028481i,-0.00023623-0.00017638i
-0.00012665+0.00092184i,0.00039132+0.00039779i,-0.00096263-0.00036033i,-0.0020156-0.00084867i,-0.0014923-0.0017227i,-0.00041771-0.0015132i,-0.0013443-0.0004579i,-0.0038674-0.00056077i,-0.0045474-0.00034502i,-0.0027964+0.0012123i,-0.00054476+0.0012618i,0.00088624-0.00021427i,0.00060761-0.00096122i,-0.0008508-0.00075233i,-0.0018029-5.2027e-05i,-0.000987-0.00029594i,0.00042683-0.0011435i,0.00096877-0.0015153i,0.00040526-0.00059227i,0.00057435+0.00096577i,0.00084858+0.0011641i,4.6174e-05-4.7771e-05i,-0.0005955-0.00028558i
-0.0028018-0.00018564i,-0.0026022-0.00033459i,-0.0037003-0.00052153i,-0.0034598-0.001629i,-0.0015295-0.0013451i,0.00023729-0.0010646i,0.0015012-0.0026755i,0.0017841-0.0041808i,0.0011322-0.0047124i,0.00046607-0.0039792i,0.00049521-0.003148i,0.00099484-0.0030379i,0.00093105-0.0030415i,0.00092086-0.0029121i,0.00080258-0.0019758i,2.9001e-05-0.0005337i,-0.00072661+0.00060388i,-0.00095319+0.00041973i,-0.0013182+4.1874e-05i,-0.0021447+0.00043739i,-0.0013721-1.7426e-05i,-0.00034286-0.00092983i,-0.00027767-0.0013468i
-0.0014209+0.0016137i,0.00061985+0.001943i,0.0030053+0.003363i,0.0050752+0.0052592i,0.0059769+0.0064686i,0.0052781+0.0056516i,0.0039361+0.0038723i,0.0038058+0.0025386i,0.0043421+0.0014928i,0.0035316-0.00024224i,0.0010964-0.00066614i,-0.00058466+0.00060146i,-0.00097998+0.0012931i,-0.0007103+0.0015568i,-0.00037196+0.0015913i,-0.00086975+0.0013414i,-0.0014389+0.00094141i,-0.00089199+0.0004285i,5.4384e-05-0.0003836i,0.00050141-0.00088348i,0.00064225-0.00084443i,0.00068555-0.00089426i,0.00046545-0.00068714i
-0.00079056+0.00052985i,-0.00085956+0.00067446i,-0.00027514+0.0022146i,0.00040089+0.0044726i,0.00037859+0.005315i,-0.00064551+0.0041562i,-0.0012997+0.0034335i,-0.0015843+0.0039081i,-0.0019156+0.004392i,-0.0012419+0.0039604i,-0.00082716+0.0022436i,-0.00087089+0.00079488i,-0.00090285+0.00010112i,-0.00067404+0.0011736i,-0.00051807+0.0014599i,0.00044374-2.9284e-05i,0.00095198-6.8529e-05i,0.00061961-0.00014523i,0.00080238-0.00034577i,0.0014049-0.00025398i,0.0010362-0.00013798i,0.00045215+0.00015422i,0.00018464+0.00038366i
0.0028688-0.00086469i,0.0030643-0.0020153i,0.0019127-0.0029855i,-0.0017978-0.0034478i,-0.0037663-0.0028269i,-0.0037127-0.0012452i,-0.0023187-0.0010531i,-0.001833-0.0024657i,-0.00302-0.003121i,-0.0037147-0.00093855i,-0.0019435+0.00087145i,5.5914e-05+0.0006365i,0.00038525+7.6294e-05i,0.00047633-0.00054312i,0.00056007-0.00067543i,0.00070004-0.00057408i,0.00061713-0.00095427i,-5.409e-05-0.0015213i,-0.00036674-0.000561i,-0.00046666+0.0013277i,-0.00025955+0.0020478i,-6.7777e-05+0.0013641i,-0.00032071+0.00069284i
0.0019564-0.0034968i,0.0017434-0.0038059i,0.00065445-0.0058957i,0.00046634-0.0062698i,0.0014071-0.0032564i,0.0030747-0.00032218i,0.0048919-0.0011982i,0.0052602-0.0040505i,0.0034533-0.0057172i,0.00073125-0.0049079i,-3.2233e-05-0.0020816i,0.0011428+0.00039922i,0.001722+0.0011154i,0.00070401+0.0011151i,0.00035871+0.0010026i,5.4823e-05+0.0004677i,-0.00080111-0.00036871i,-0.0014654-0.0005633i,-0.0012247-0.00028537i,-0.00049424-5.0184e-05i,-0.00034089-0.00049673i,-0.00046031-0.00024194i,-0.00063667+0.00023384i
-0.0013332+0.002032i,0.00042439+0.0015418i,0.0037939+0.0022993i,0.0048786+0.004099i,0.0027934+0.0048072i,0.0015012+0.0036422i,0.0025026+0.0027698i,0.0026415+0.0023973i,0.00259+0.0020982i,0.0030293+0.0014037i,0.0022041-0.00023033i,0.00014915-0.0013006i,-0.0013592-0.00059058i,-0.0018421+0.00015557i,-0.0012513+0.00042966i,-0.00015718-9.3075e-06i,0.00035704-0.00039398i,-0.00053567-0.00051259i,-0.00028105-0.0013576i,0.00067556-0.0017942i,0.00042946-0.0015052i,9.0315e-05-0.0011937i,0.00014803-0.00049388i
0.0027988+0.00062679i,0.0019403+0.001488i,-9.0406e-05+0.0034819i,-0.002689+0.0059981i,-0.0044783+0.0074299i,-0.0047218+0.005731i,-0.0056383+0.0031585i,-0.0066183+0.0026756i,-0.0062931+0.0033635i,-0.004203+0.0029854i,-0.0017024+0.0011692i,-0.0012766-0.00032962i,-0.0014503-0.00099109i,-0.00096282-0.0004265i,-0.00015552+0.00072905i,0.00016017+0.0010519i,-7.3611e-06+0.00067126i,0.00030091+0.00028918i,0.00048961+0.00032708i,5.8687e-05+0.00032404i,3.9305e-05+0.00017035i,0.00020103+1.4219e-05i,0.0006929+0.00035239i
-0.0014152+0.0011546i,-0.0028612+0.0021379i,-0.0023215-0.00027047i,-5.6108e-05-0.005227i,0.0018071-0.0077114i,0.0017324-0.006513i,0.00063805-0.0041615i,-8.5006e-05-0.0029898i,-0.00060818-0.0026626i,-0.0010574-0.0011577i,-0.00090209+0.00041299i,-0.001152+0.00026934i,-0.000329+6.1814e-05i,0.00084649-0.0002359i,0.0010732-0.0001589i,0.0011366+0.00010789i,0.00044074+0.00071848i,0.00022771+0.00082607i,5.3584e-05+0.00029604i,-0.00035902+0.00011093i,-0.00042445+0.00092997i,-0.00062117+0.0014272i,1.1935e-05+0.00056115i
-0.0011518-0.0024842i,0.00052864-0.0028222i,0.0017864-0.003049i,0.0027291-0.0020593i,0.0028187-0.00045052i,0.0028267+0.0018279i,0.0047617+0.0031131i,0.0072207+0.001987i,0.0072944+8.9568e-05i,0.0049169-0.0010841i,0.002421-0.00070937i,0.00079236+0.0006692i,0.00026698+0.001274i,0.00046742+0.00023537i,0.00044069-0.00090515i,-0.00055752-0.00097463i,-0.00084012-0.00086279i,-0.0007841-0.0011012i,-0.0013276-0.0012672i,-0.00069235-0.00090359i,0.00026766-0.00043164i,0.0002525-0.00015983i,3.9482e-05-0.00034959i
0.003242+0.0016804i,0.0048724+0.002326i,0.0058635+0.0034078i,0.0046482+0.0059105i,0.0022533+0.008092i,0.00073391+0.0067064i,0.00065685+0.0044741i,0.001202+0.0035446i,0.003385+0.0021619i,0.0045729-0.0002468i,0.0031928-0.0012987i,0.0015641-0.00056344i,0.00049255-0.00035668i,-0.00069647-0.00023342i,-0.0007265-0.00030088i,-0.00013561-0.00081644i,0.00025177-0.0012501i,7.3377e-05-0.00041328i,-0.00026097-2.3293e-05i,0.00050877-0.00098395i,0.0011601-0.001236i,0.0010263-0.00032469i,0.00080857-0.00030763i
-0.0017732-0.00043003i,-0.0041437+0.001833i,-0.0086483+0.0033424i,-0.012545+0.0045127i,-0.012235+0.004813i,-0.0088349+0.003285i,-0.0052151-0.00029949i,-0.0051726-0.0034899i,-0.0059317-0.0033873i,-0.0047238-0.0016232i,-0.002764-0.0012857i,-0.0014142-0.0021084i,-0.00064637-0.0017163i,-0.00020624-0.0005574i,0.00020284+5.7938e-05i,-4.5812e-05+0.00082616i,-0.00066612+0.00081866i,-0.00087457-0.0006845i,-0.0010071-0.00059445i,-0.00046323+0.00047358i,0.00026481+0.00014691i,1.8889e-05+0.00061391i,-8.7137e-06+0.00093148i
0.0010171-0.00035985i,0.0024956-0.0017174i,0.0057505-0.003928i,0.0086183-0.0066693i,0.010233-0.007433i,0.0092857-0.0052201i,0.0055621-0.0048764i,0.0012216-0.0054652i,-0.0020879-0.0049133i,-0.0033149-0.0032073i,-0.0026979-0.0018165i,-0.0015936-0.00097666i,-0.00081647+0.00012582i,-0.00014226+0.00098523i,-0.00028356+0.0011096i,-0.00058279+0.0013119i,-0.00016648+0.00087304i,0.00086293+0.00013401i,0.0011498-2.4855e-05i,0.00062545-0.00050969i,1.8901e-07-0.00045129i,-0.00029645-0.00055235i,-0.00012211-0.00029789i
-0.0010736-0.0027426i,0.00063417-0.0041541i,0.0028659-0.0061134i,0.0046006-0.0065397i,0.0033439-0.0050482i,0.001511-0.0022893i,0.0012651+0.001769i,0.0019084+0.0042442i,0.0020101+0.0038077i,0.0012192+0.0025063i,0.00098102+0.0017467i,0.00063786+0.0012727i,0.00013544+0.00048553i,0.00038256+8.486e-05i,0.00099798-0.00028445i,0.0010132-0.00077321i,0.0012542-0.00031489i,0.0013516+0.00020681i,0.0010501-0.00028101i,0.0015425-0.00066151i,0.0011522-0.00031545i,0.00066009-6.6445e-05i,0.00074147-3.9215e-05i
-0.0058356+0.00095714i,-0.0068546+0.0044812i,-0.0073097+0.011641i,-0.0066098+0.018953i,-0.0061121+0.020967i,-0.0052018+0.016274i,-0.0031549+0.00897i,-0.00094549+0.0068653i,0.0011735+0.0078846i,0.0025727+0.0063219i,0.0021635+0.0037956i,0.0018847+0.0020547i,0.0020523+0.0010653i,0.0012798+0.00014215i,0.00072649-0.0013044i,0.00067725-0.0017509i,0.00060983-0.0012024i,-0.00015084-0.0010605i,-0.00084475-0.0010233i,-8.5428e-06+0.000155i,0.0010898+0.00043846i,0.0013761+0.00029077i,0.0015459+0.00069123i
-0.00087153-0.0016143i,-0.00082377-0.0025885i,-0.0023599-0.0045434i,-0.0049747-0.0051098i,-0.0051489-0.0036744i,-0.0024337-0.0032737i,0.00021844-0.0038954i,0.0019417-0.0045067i,0.0026739-0.0045467i,0.0027088-0.0031941i,0.0028428-0.0016844i,0.0021881-0.0014668i,0.0010116-0.0016397i,-0.00024287-0.0010949i,-0.0010153-0.00075781i,-0.0011199-0.0013537i,-0.00088428-0.0021609i,-0.00091705-0.0028511i,-0.00069755-0.0026456i,-7.8241e-05-0.0017411i,0.00013759-0.00068195i,9.534e-05-4.6258e-05i,-0.00027007-0.00010372i
-0.0018465+0.0020185i,-0.00078954+0.0020618i,0.0012989+0.00061297i,0.00466-0.0027535i,0.0069461-0.0045197i,0.005426-0.0031577i,0.0038477-0.0021578i,0.004028-0.0046415i,0.0029609-0.0073807i,0.00023983-0.0067934i,4.847e-05-0.0049672i,0.0010705-0.0027842i,0.00014221-0.0013283i,-0.0012268-0.00057457i,-0.001944-0.00049831i,-0.0016078-0.00054365i,-0.00069103+0.00024627i,0.00097928+0.0010741i,0.0017695+0.0014627i,0.00055766+0.00074186i,-0.00031977-0.00059735i,-0.00044763-0.0017314i,-0.00024349-0.0016951i
0.0012001-0.0017441i,0.0037866-0.00053921i,0.0074974+0.0020141i,0.011563+0.004873i,0.011075+0.005972i,0.007842+0.0052315i,0.0051376+0.003717i,0.0019673+0.0025138i,-0.00082347+0.00068504i,-0.0016813-0.00081604i,-0.0013924-0.00083257i,-0.0013249+0.00042738i,-0.0011765+0.001211i,-0.00046828+0.001224i,0.00017283+0.0010584i,0.00055139+0.0011013i,-0.00050049+0.0018582i,-0.0011291+0.0025196i,-0.00049441+0.0014348i,-0.00086042-0.0005824i,-0.0008263-0.001115i,5.6561e-05-0.00018453i,0.0008261+0.00035063i
0.0030481+0.0023492i,0.0025671+0.0026541i,-0.0014067+0.004013i,-0.0074951+0.0060474i,-0.011596+0.0058558i,-0.01124+0.003004i,-0.0091361+0.0010886i,-0.0080265+0.0023408i,-0.0062974+0.0056776i,-0.0033111+0.0059251i,-0.0014417+0.0033098i,-0.0015242+0.0015753i,-0.00066147+0.0018341i,0.00035086+0.0026051i,0.0011128+0.0023433i,0.00099927+0.0010449i,0.0003396+0.00011123i,-0.00045445-0.00050836i,-0.0012131-0.001103i,-0.00083859-0.00063965i,-0.00026264-0.00028795i,-0.00021786+0.00013603i,-0.00033286+0.001187i
-3.2872e-05+0.00014869i,-0.0027725+0.00032987i,-0.0043704-0.0008533i,-0.004407-0.0030835i,-0.0031023-0.0034214i,0.00014854-0.0013216i,0.002986-0.00075577i,0.0032966-4.5993e-05i,0.0018264+0.0022965i,0.00040365+0.0031548i,0.00012648+0.0023504i,0.0011824+0.0015463i,0.0013532+0.00037803i,-7.6878e-05-0.00069209i,-0.00044729-0.00056607i,0.00089675-0.00040846i,0.0017243-0.0010394i,0.0016614-0.0019235i,0.0013866-0.0017617i,0.00081118-0.00050706i,0.00071149+0.00044715i,0.00024195-5.3487e-06i,-0.00044926-0.00074516i
0.002067-0.00087005i,0.0040598-0.0021646i,0.007895-0.006284i,0.013732-0.010874i,0.014551-0.011237i,0.010049-0.0052936i,0.0067434+0.00030095i,0.0067666+0.00044702i,0.0075139-0.0022996i,0.0061431-0.0034248i,0.003909-0.0017885i,0.003343-0.00065154i,0.0025978-0.0011967i,0.00083284-0.0024348i,1.87e-05-0.0030191i,0.000138-0.0030073i,0.00036681-0.0017807i,0.00090668+0.00012313i,0.0011534+0.00081668i,0.0010184+0.00037482i,0.0013759-7.8387e-05i,0.0015-0.00027222i,0.0010183+4.3255e-05i
0.0041137-0.0025573i,0.0058814-0.0011737i,0.0044307+0.0025134i,-0.00017138+0.010478i,-0.0052244+0.014889i,-0.0057854+0.012081i,-0.0019097+0.0059468i,0.00081441+0.00022618i,0.0023893-0.0032495i,0.003035-0.0044019i,0.0015193-0.0041198i,0.00065163-0.0022529i,0.00094532-0.00050462i,0.0011646+0.00020638i,0.0016702+0.00032423i,0.00091227-8.6419e-05i,-0.00073355-0.00061367i,-0.0023751-5.1311e-05i,-0.0023045+0.00017167i,-0.0010687-0.00070627i,-0.00028152-0.001095i,-0.00053071-0.00032914i,-0.00050782+9.889e-05i
3.0929e-05-0.0050458i,-0.0022675-0.0043185i,-0.0093107-0.0012993i,-0.014606+0.0060387i,-0.014405+0.011361i,-0.0084121+0.010301i,-0.0034058+0.0029354i,-0.0039582-0.0021026i,-0.0058687-0.0022243i,-0.0062453-0.0015646i,-0.0048808-0.00063347i,-0.003855-0.0003135i,-0.0028025+0.00064136i,-0.0014458+0.0026155i,-0.0012353+0.002669i,-0.0013675+0.0013004i,-0.0012044-0.00029511i,-0.00094657-0.0013576i,-0.00043696-0.0014406i,-0.00020169-0.00092464i,-0.00082747-0.0010094i,-0.0016936-0.0014406i,-0.001357-0.0013609i
-0.013137+0.030535i,-0.013203+0.031979i,0.0087264+0.02867i,0.023822+0.004691i,0.026393-0.015745i,0.016104-0.020588i,0.0042442-0.010175i,0.00082782-0.0011785i,-0.0018637+0.0024338i,-0.00047334+0.0034259i,0.0020313+0.00020444i,0.00019248-0.0038132i,-0.0026657-0.0058139i,-0.0045426-0.0061305i,-0.0041162-0.0048802i,-0.0018237-0.0010072i,0.0022637+0.0021715i,0.0043397+0.0016406i,0.0028866+0.00097316i,0.0017092+0.001162i,0.00088221+0.00072535i,-0.00023461+0.00066831i,0.00020788+0.00073996i
0.00071173+0.0047121i,0.0020983+0.0062901i,0.0075543+0.0059262i,0.011941+0.0043508i,0.010234+0.003419i,0.0045548+0.0020858i,0.0011513+0.0026122i,0.0019255+0.0029785i,0.0035958+0.0022045i,0.0032067+0.0022595i,0.002203+0.0029277i,0.002197+0.0024802i,0.0030108+0.00041351i,0.0032027-0.0014851i,0.0020295-0.0018156i,0.00097067-0.0016095i,-0.00043371-0.00010603i,-0.0011812+0.00087306i,-0.00025335+0.0011687i,-0.00015178+0.0016654i,-0.00028137+0.001273i,0.00019698+0.00046042i,0.0011824+6.4785e-05i
-0.00094283+0.0024473i,-0.0019394+0.00731i,-0.00083175+0.015657i,0.0010389+0.022729i,0.0015372+0.022513i,0.0008507+0.015179i,0.0011318+0.0059501i,0.0041263+0.00083355i,0.0081249-0.00037283i,0.0087214-0.00058635i,0.0049482-0.00041763i,0.0016675+0.00062677i,0.00099927+0.0019576i,0.00074502+0.0023354i,0.00089816+0.0012388i,0.00067684+0.00052689i,6.1024e-05-0.00084293i,-0.00013622-0.0016603i,-0.0010623-0.0010051i,-0.0014662-0.00070417i,-0.0012828-0.00056765i,-0.00084484+0.00034358i,-0.00035965+0.00087606i
-0.0010349+0.0013776i,-0.00098837-0.00022497i,-0.0017047-0.0033509i,-0.0050575-0.007837i,-0.0058162-0.0097502i,-0.0023859-0.00768i,0.0004125-0.0060736i,-6.2573e-05-0.0056706i,-0.00046467-0.0037845i,0.0018801-0.0024077i,0.0033228-0.0022594i,0.0014031-0.0032773i,-0.0017137-0.0033284i,-0.0030858-0.0015052i,-0.0027709-0.00048323i,-0.0021116-0.0001244i,-0.00087656+0.00010065i,5.7943e-05-0.00074393i,0.00010798-0.0012783i,0.00019873-0.0012777i,0.00068949-0.0013052i,0.00057741-0.00072167i,0.00021557-0.00028829i
