-0.0031166+0.0002554i,-0.0032695-9.7925e-05i,-0.0020543+0.0014098i,-0.00017164+0.00060025i,0.0012656-0.00080508i,0.0015131-0.00072293i,0.00028785+0.00012105i,8.3375e-05+0.00066103i,0.0012672+0.00077225i,0.0013067+0.0011881i,0.00074557+0.0011881i,0.00053255+0.00041731i,0.00088369-0.00028962i,0.0012671-0.00049474i,0.00081162-0.00069772i,0.00016182-7.8748e-05i,-0.00031214+0.00089807i,-0.00071525+0.00065394i,-0.00060167-2.6023e-05i,-0.00063005-0.00041218i,-0.00065067+6.4757e-06i,-0.00033107-9.4319e-05i,-0.00015865-0.00012474i
-0.048078-0.011049i,-0.02463+0.0045425i,-0.012702+0.001666i,-0.023543-0.00041181i,-0.025256+0.0019804i,-0.011929-0.00043388i,0.0016535-0.007002i,0.0033325-0.015458i,-0.0038229-0.016984i,-0.0069176-0.010528i,-0.006662-0.0048488i,-0.0081422+0.00014702i,-0.007198+0.0040892i,-0.0039804+0.0031851i,-0.00093381-0.0012513i,4.8121e-05-0.0050128i,-0.0022699-0.0055188i,-0.0034331-0.0036291i,-0.002812-0.0032371i,-0.0031597-0.0025089i,-0.0032122-0.0004698i,-0.0016707+0.00078156i,0.00039586+0.00087196i
0.018131-0.047572i,-0.0021015-0.026651i,0.0011799-0.013083i,0.0073327-0.020194i,0.0008279-0.018254i,-0.005371-0.004225i,-0.0010591+0.006421i,0.0092458+0.0071873i,0.012402+0.0011225i,0.0082242-0.0031768i,0.0050946-0.0046412i,0.0025252-0.0071442i,-0.00094482-0.0078946i,-0.00237-0.0051333i,-0.0011555-0.00042906i,0.0018833+0.0014051i,0.0046835-1.0352e-05i,0.0049455-0.00075096i,0.0057752-0.00044749i,0.0067119-0.00069227i,0.0051614-0.0022457i,0.0023132-0.0028229i,0.00055385-0.0019162i
0.052028+0.024912i,0.032329-0.0027371i,0.011372-0.0068261i,0.010163-0.0023892i,0.0084099-0.0089999i,-0.0017515-0.013223i,-0.010752-0.006469i,-0.010838+0.0047598i,-0.0049689+0.010201i,-0.0013552+0.0076668i,0.00060107+0.0054962i,0.0045498+0.0044998i,0.006566+0.0026619i,0.0042859+0.001732i,-0.00022588+0.0019864i,-0.0027552+0.0027345i,-0.0025535+0.0024164i,-0.0030359+0.00080303i,-0.002934+0.00056238i,0.00037579+0.0019469i,0.0034697+0.00211i,0.0033086-0.00029883i,0.0012582-0.002099i
-0.036632+0.046217i,-0.0045862+0.033739i,0.0064449+0.013324i,0.0055204+0.0090355i,0.011745+0.009314i,0.015712+0.0020147i,0.0095848-0.0069046i,-0.0013903-0.0098419i,-0.0085799-0.0068897i,-0.0083917-0.0041445i,-0.0073532-0.0023832i,-0.0069625+0.0018261i,-0.0045564+0.0042155i,-0.0016922+0.0014054i,-0.00060533-0.0012494i,-0.0013785-0.0016883i,-0.0015776+0.00064997i,-0.0011406+0.0023181i,-0.0010532+0.00080376i,-0.0018169-3.2116e-05i,-0.0024844+0.0013768i,-0.0015662+0.00219i,-0.00086651+0.0021511i
-0.042158-0.044009i,-0.036974-0.0099611i,-0.019595+0.0036262i,-0.017032+0.00014252i,-0.018436+0.0013854i,-0.0094653+0.0057551i,0.0036131+0.005083i,0.011062-0.0018422i,0.0095451-0.0069979i,0.0053807-0.0059512i,0.0030189-0.0047666i,-8.4101e-05-0.0052128i,-0.0024308-0.0040369i,-0.0023487-0.0014564i,-0.00015176+5.1135e-06i,0.0014857-0.0014625i,-0.00048319-0.0033671i,-0.0031658-0.0026058i,-0.00341-0.0021863i,-0.0020117-0.0041818i,-0.0018961-0.0050809i,-0.0023557-0.0031961i,-0.0020184-0.0009524i
0.051821-0.037284i,0.016136-0.040632i,-0.0033811-0.028576i,-0.00061051-0.028i,-0.0019073-0.029218i,-0.0071753-0.016026i,-0.0058473+0.0021395i,0.00018503+0.011558i,0.0045684+0.010912i,0.0036907+0.008107i,0.004008+0.0061671i,0.0066441+0.0023389i,0.0061527-0.001418i,0.0026767-0.002793i,0.0011414-0.0020251i,0.0034845-7.0929e-05i,0.0066578+0.0011697i,0.0074962+0.0013719i,0.0060798+0.0017502i,0.0052124+0.0025443i,0.0048008+0.0018214i,0.003551+2.0813e-05i,0.002652-0.00087535i
0.024845+0.055638i,0.033213+0.020723i,0.020007+0.00020283i,0.012741+0.003111i,0.010706+0.0013436i,0.0027482-0.0073429i,-0.0079545-0.010272i,-0.014447-0.0069067i,-0.01363-0.0028675i,-0.0098295-0.0010571i,-0.0067337+0.00093587i,-0.0033662+0.0052436i,0.00051699+0.0069691i,0.0023364+0.0052096i,-0.00024114+0.0027209i,-0.005508+0.0022142i,-0.0076839+0.0043023i,-0.0058728+0.0048007i,-0.0043685+0.0031287i,-0.004132+0.0022964i,-0.0024657+0.0028524i,0.00065418+0.0022325i,0.0019264+0.0016188i
-0.063256+0.015457i,-0.031508+0.029631i,-0.0066892+0.017799i,-0.0064169+0.0050332i,-0.0048492+0.0021067i,0.0049388-0.0017848i,0.011489-0.0084682i,0.011083-0.013462i,0.0063654-0.013154i,0.0038053-0.0095592i,0.0016843-0.0074753i,-0.0033173-0.0053704i,-0.0069074-0.0016914i,-0.0068118+0.00042446i,-0.004132-0.001842i,-0.0011636-0.0054809i,-0.00032915-0.0066411i,0.000733-0.0055117i,0.0025514-0.0039053i,0.0021042-0.002269i,0.00014716-0.00063023i,-6.0253e-05+0.00010254i,0.00021587-0.00032808i
0.0032588-0.071218i,-0.017636-0.044046i,-0.014045-0.015994i,-0.0086129-0.010093i,-0.013668-0.0061329i,-0.012213+0.0051616i,-0.00057123+0.013603i,0.0094827+0.012692i,0.010413+0.0071494i,0.0068423+0.003787i,0.0054655+0.0014401i,0.0052721-0.0031179i,0.0045063-0.0060439i,0.0025503-0.0049615i,0.00055319-0.00024301i,0.00098373+0.0039618i,0.0012834+0.004229i,-0.00059872+0.0027393i,-0.0015008+0.0013752i,-0.00021711-0.00046183i,0.00051912-0.0024302i,-1.8354e-05-0.0028072i,-0.00015667-0.0014758i
0.064575+0.016774i,0.041422-0.0092978i,0.010029-0.011853i,0.0010301-0.0092552i,-0.0013702-0.014238i,-0.0094352-0.012575i,-0.014449-0.0028467i,-0.013544+0.0056661i,-0.0106+0.0072376i,-0.0076154+0.0044777i,-0.0034542+0.004447i,0.0010349+0.0059045i,0.0033773+0.0048465i,0.0017417+0.0024102i,-0.00078836+0.0003189i,-0.0017495+6.341e-05i,-0.0011573+6.699e-05i,0.001397-0.00070258i,0.0030712-0.00033643i,0.0040984+0.001723i,0.0051923+0.0022274i,0.0044044+0.00058368i,0.0026222-0.000609i
-0.030864+0.060483i,-0.00215+0.04034i,0.0043552+0.0076225i,0.0033235-0.0011197i,0.007463-0.00023461i,0.0076794-0.0068725i,0.0019208-0.014512i,-0.0043574-0.016118i,-0.0070646-0.01221i,-0.0057377-0.0077095i,-0.0058062-0.0045196i,-0.0077119-0.001049i,-0.0066479+0.0010996i,-0.0032319+0.00035622i,0.00054854-0.00065356i,0.0008332-0.00031825i,-0.0017643+0.0014734i,-0.0034205+0.0041003i,-0.0044645+0.0039135i,-0.0054531+0.0021791i,-0.0057421+0.002015i,-0.0042355+0.0022807i,-0.0016469+0.0021662i
-0.049991-0.047635i,-0.037482-0.016581i,-0.0092301-0.0029641i,-0.0032607-0.0026692i,-0.0052034+0.001135i,0.0038042+0.0047116i,0.014157+0.0029355i,0.016932-0.0013904i,0.012931-0.0037639i,0.0079094-0.0033631i,0.0057213-0.0036877i,0.0035393-0.0058679i,0.00093561-0.0054033i,-0.00088206-0.0020637i,-0.0016069-0.00028002i,-0.0014352-0.0024457i,-0.00067629-0.0058819i,0.00074553-0.0060585i,0.0024035-0.0043425i,0.0031355-0.0038042i,0.0018922-0.0042477i,0.00015416-0.0032095i,-0.00071181-0.0014491i
0.057098-0.037493i,0.025508-0.033938i,0.0078458-0.012709i,0.0060801-0.0076704i,0.000686-0.008374i,-0.0069109+0.00063048i,-0.0072731+0.01146i,-0.0030577+0.016197i,0.0001224+0.013468i,0.00022978+0.0086488i,0.0011837+0.0069145i,0.0047524+0.005224i,0.0051256+0.0020897i,0.0024436-0.0007265i,0.001538-0.0021734i,0.0027181+0.00017964i,0.0033182+0.0037895i,0.0020867+0.0046075i,9.1186e-06+0.0043132i,-0.00038244+0.0034686i,0.0010398+0.0018064i,0.0023273+0.00077412i,0.0022959+0.00033818i
0.023919+0.068556i,0.025726+0.0353i,0.0069279+0.010096i,-0.0008565+0.0012714i,-0.00059886-0.0086584i,-0.0059824-0.015638i,-0.012669-0.014622i,-0.015726-0.010916i,-0.012859-0.0065537i,-0.0079761-0.0030963i,-0.0068071-0.00032172i,-0.0061091+0.003221i,-0.0042686+0.0038737i,-0.0024483+0.0020883i,-0.0029758+0.001239i,-0.0051197+0.00089255i,-0.005207-0.001069i,-0.00245-0.0036383i,6.2132e-05-0.0044806i,0.00074101-0.0021071i,0.0005376+0.00093162i,3.1323e-05+0.00073934i,-6.5015e-05-0.00033764i
-0.072741+0.0068347i,-0.042211+0.013975i,-0.014093-0.0014802i,-0.0047559-0.011099i,0.0024138-0.010461i,0.0093069-0.011826i,0.012-0.01346i,0.010732-0.01239i,0.0062044-0.0096965i,0.0030356-0.0063671i,0.00082313-0.0058327i,-0.0014982-0.0061347i,-0.0023101-0.0045052i,-0.0019817-0.0029683i,-0.0015168-0.0028321i,-0.00042781-0.0036056i,0.0011577-0.0025967i,0.00087628+0.00077485i,-0.00080756+0.0033776i,-0.002422+0.0032741i,-0.0035434+0.0015577i,-0.002258+0.00087704i,-5.8843e-05+0.00019096i
0.011194-0.077727i,-0.0017336-0.050598i,0.003749-0.019861i,0.0039958-0.0079908i,-0.0021695-0.00085807i,-0.00048231+0.0078035i,0.0059987+0.012729i,0.0098497+0.012349i,0.0087038+0.008073i,0.0050029+0.0048374i,0.0040854+0.0029135i,0.004533-8.161e-06i,0.0036654-0.00059837i,0.002725+0.0013396i,0.0010532+0.0024573i,-0.00056621+0.0033265i,-0.00058911+0.002138i,-0.00081105-0.0016865i,-0.00091175-0.0038516i,0.00027804-0.0039291i,0.0018804-0.0038486i,0.001492-0.0030207i,0.00040331-0.0018675i
0.072161+0.02922i,0.046378+0.0099965i,0.015821+0.0078758i,0.0023184+0.0059429i,-0.0066578-0.0005422i,-0.01442-0.00046352i,-0.016409+0.0044604i,-0.013984+0.0071277i,-0.0095364+0.0057138i,-0.0063458+0.0032752i,-0.0043382+0.0043463i,-0.0017819+0.0055955i,-0.00097527+0.0031959i,-0.0022841+0.00084969i,-0.0021165+0.00013506i,-0.0013041+0.00023274i,-0.00042254+0.0014097i,0.0010575+0.0024862i,0.0021782+0.0029913i,0.002617+0.0039585i,0.0028285+0.0039514i,0.0027096+0.0029565i,0.0023667+0.0016658i
-0.046226+0.059857i,-0.022618+0.03779i,-0.014376+0.0086593i,-0.010007-0.0028225i,-0.003806-0.0073998i,-0.0021962-0.014048i,-0.0029886-0.018028i,-0.003415-0.017383i,-0.0040232-0.012477i,-0.0038907-0.0078108i,-0.0043629-0.0053175i,-0.0059034-0.0034593i,-0.0044348-0.002731i,-0.00021225-0.0013376i,0.0019231+0.00050123i,0.0020047+0.0010944i,-0.00017014+0.00045201i,-0.0023926-0.00065012i,-0.0021018-0.0014541i,-0.0017848-0.0018722i,-0.0031528-0.00065267i,-0.0039025+0.00050395i,-0.0025414+0.00074186i
-0.049978-0.060106i,-0.032754-0.033978i,-0.0060938-0.021945i,0.0026341-0.019058i,0.0051821-0.013582i,0.011006-0.0059239i,0.016511-0.00087352i,0.017296-0.00052212i,0.012273-0.0019054i,0.0075818-0.0014677i,0.0065633-0.0027152i,0.0047615-0.0049996i,0.0022125-0.0040115i,0.00049017-0.0014363i,-0.00060194-0.00031655i,-0.00056495-0.00076448i,0.00058295-0.00090694i,0.0011984+0.00045026i,0.0010836+0.0023284i,0.00056719+0.001926i,0.00033681+3.4727e-05i,0.00061639-0.00096888i,0.00089313-0.0019286i
0.07286-0.040164i,0.041376-0.028957i,0.019699-0.0083543i,0.011121+0.00038237i,0.0036146+0.0049161i,-0.0021552+0.011979i,-0.0038926+0.016558i,-0.0033025+0.015359i,-0.002397+0.01022i,-0.0020107+0.0070109i,-0.00064203+0.0073653i,0.0011528+0.0066773i,0.00051216+0.0038963i,-0.00087349+0.00097357i,-0.0001723-0.00081372i,0.00063693-0.0007687i,-0.00043653-7.2204e-05i,-0.0018429-0.0011124i,-0.0017763-0.0033128i,-0.00067755-0.003508i,-0.00053068-0.0022546i,-0.0014104-0.00072278i,-0.0015396+0.00035547i
0.02353+0.079586i,0.018399+0.04671i,0.00363+0.019502i,-0.0029917+0.0059757i,-0.0066341-0.0028074i,-0.0125-0.0081726i,-0.015388-0.0084653i,-0.01462-0.0056712i,-0.011068-0.0026753i,-0.0078108-0.002913i,-0.0081894-0.0031241i,-0.0079353-0.00097561i,-0.0049292-0.00098518i,-0.0024214-0.0022983i,-0.0021187-0.0024178i,-0.0022726-0.0014751i,-0.00068127-0.00061766i,0.00259+0.00059902i,0.0044762+0.0028792i,0.0038974+0.0031233i,0.0029956+0.0021387i,0.0025407+0.00096166i,0.0010078-0.00033336i
-0.085973+0.0009924i,-0.054068+0.00034592i,-0.027367-0.0076576i,-0.013353-0.010675i,-0.0028475-0.011306i,0.0040167-0.01358i,0.0073315-0.015039i,0.0078464-0.013773i,0.0055415-0.0097116i,0.004694-0.0063901i,0.0042661-0.0069834i,0.0021795-0.0067363i,0.0013382-0.0043029i,0.0013994-0.0022022i,0.0016701-0.00099248i,0.0018535-0.00088241i,-0.00044763-0.0011748i,-0.0035798-0.00013557i,-0.0040442+1.2591e-05i,-0.0028653-0.00092282i,-0.0027364-0.00014492i,-0.0020005+0.0012329i,-2.9606e-05+0.0018268i
0.011303-0.081698i,0.006747-0.048608i,0.0093313-0.019861i,0.010481-0.010359i,0.01088-0.0058935i,0.012479+0.00062856i,0.013537+0.0060855i,0.012321+0.0078843i,0.0087548+0.0070732i,0.0060503+0.0073519i,0.0068927+0.0061782i,0.007315+0.0032665i,0.0038494+0.0016155i,0.00061594+0.00038748i,-0.00049853+0.00094582i,-0.0009411+0.0031542i,-0.00011378+0.0033557i,0.0014857+0.0019707i,0.0016171+0.0010559i,0.0007718+0.00011607i,0.0013095-0.0013388i,0.0016708-0.0016908i,0.0010846-0.0011965i
0.076622+0.027611i,0.044748+0.016855i,0.015487+0.011372i,0.0032992+0.0064984i,-0.0034741+0.0034007i,-0.0091165+0.0062316i,-0.011367+0.0098666i,-0.010622+0.0091629i,-0.0080324+0.0058354i,-0.0070232+0.0039523i,-0.0068354+0.0046025i,-0.0050117+0.0050429i,-0.0022964+0.0028118i,-0.00077211+0.00049283i,-0.00067457-0.00037489i,-0.0018016-0.00096243i,-0.0031021-0.00023579i,-0.0029177-9.4701e-05i,-0.002574-0.00077954i,-0.0016062-0.00030588i,-0.00010265+0.00094052i,0.00098352+0.0012968i,0.0015105+0.0010106i
-0.043096+0.064537i,-0.024943+0.034927i,-0.015702+0.0092542i,-0.014562-0.00022851i,-0.01484-0.0052225i,-0.014095-0.01064i,-0.011278-0.013031i,-0.0072565-0.012716i,-0.0041831-0.010144i,-0.0032923-0.0082897i,-0.004919-0.00823i,-0.005736-0.0063677i,-0.0034219-0.0031923i,-0.0005448-0.001431i,0.0014163+0.00012877i,0.0033088+0.00070666i,0.0037138+1.7954e-05i,0.0035978+0.00089731i,0.0037179+0.001735i,0.0032183+0.00048663i,0.0013779-0.0012943i,-0.00050001-0.00174i,-0.0012659-0.0023959i
-0.053333-0.056114i,-0.027895-0.034341i,-0.006895-0.019263i,-0.00045727-0.013078i,0.0019208-0.0099025i,0.0069759-0.0079078i,0.011719-0.0058885i,0.011451-0.003925i,0.0076268-0.0031206i,0.0062817-0.002535i,0.0077083-0.0032268i,0.0069168-0.0046207i,0.0034727-0.0034046i,0.001376-0.0016441i,0.00068839-0.0005112i,-0.00045152+0.00079182i,-0.0017101+0.0017179i,-0.0028895+0.0016249i,-0.0036352+0.0012555i,-0.0027451+0.00089604i,-0.00038818+0.00094993i,0.0016972+0.00096203i,0.0019638+0.0001289i
0.063452-0.042067i,0.036047-0.022251i,0.01636-0.0076714i,0.010485-0.0057227i,0.0077064-0.00416i,0.0058888+0.0035729i,0.005324+0.0097629i,0.0040425+0.010372i,0.0018206+0.008828i,-0.00063786+0.008535i,0.00077121+0.0087065i,0.0034664+0.0074417i,0.0025279+0.0039309i,0.00094225+0.00069365i,-0.00036424-0.00033258i,-0.00062539-0.00025375i,0.0016781-0.00090079i,0.0040247-0.0023288i,0.0038574-0.0023705i,0.0020024-0.0019833i,-0.00058215-0.0019848i,-0.0022645-0.0014741i,-0.002563-0.00014669i
0.023381+0.066646i,0.010231+0.038594i,-0.0013164+0.018488i,-0.0041788+0.011709i,-0.0056536+0.0078409i,-0.0084094+0.0041961i,-0.010182+0.0019324i,-0.0095586-9.3808e-05i,-0.0080639-0.0011583i,-0.0080817-0.0018423i,-0.0091717-0.0015984i,-0.0083934+0.00052204i,-0.0043122+0.0023045i,-0.00081592+0.0016564i,-0.00012757+9.9305e-05i,-0.0015153+0.00026357i,-0.0034259+0.0018416i,-0.0032978+0.002794i,-0.0017235+0.0018749i,0.0002818+0.0007879i,0.0018417+0.00046393i,0.0015619-0.0001498i,0.0006986-0.00064643i
-0.06687+0.010299i,-0.036277-0.0015612i,-0.013856-0.01036i,-0.0075026-0.010348i,-0.0062851-0.0094766i,-0.0048006-0.0125i,-0.0020426-0.012875i,-8.3518e-05-0.010216i,0.00075974-0.0079093i,0.0038588-0.0071023i,0.0045548-0.0084406i,0.0015892-0.007606i,-0.0013971-0.003557i,-0.0028708-0.0011565i,-0.0017357-0.0017351i,0.00080438-0.0030798i,0.0022947-0.0036518i,0.0019841-0.0031652i,0.0014896-0.0020358i,0.0012313-0.0012637i,0.00030441-0.00050819i,-0.00072627+0.00054002i,-0.00079393+0.00098418i
0.00077346-0.063702i,0.0032596-0.031331i,0.0042643-0.0095926i,0.0027668-0.0083938i,0.0018328-0.011324i,0.0059687-0.0094091i,0.010774-0.0038757i,0.010984-4.4043e-05i,0.0078684+0.0014509i,0.005606+0.0043189i,0.0062422+0.0057025i,0.0061777+0.0023523i,0.0040831-0.0019286i,0.0015404-0.0023984i,-1.0066e-05-2.5678e-05i,-0.00068146+0.0028604i,-0.0014611+0.0048596i,-0.0023226+0.0038749i,-0.0021169+0.0016821i,-0.00066127+0.0010686i,0.00080539+0.0011052i,0.0019009+0.00017733i,0.0023806-0.00088524i
0.055848+0.011728i,0.025343+0.0094915i,0.0079557+0.0059382i,0.0093128+0.003505i,0.010191+0.0036654i,0.0058268+0.0052543i,0.00058225+0.0072495i,-0.0027672+0.0065955i,-0.0042415+0.0039499i,-0.0061021+0.0026474i,-0.0065347+0.0043149i,-0.0044351+0.0056571i,-0.0005473+0.0047722i,0.0006396+0.0028169i,-0.00026264-4.8701e-05i,-0.00089329-0.0027527i,-0.00098168-0.0036495i,6.5217e-05-0.0033034i,0.0010915-0.0023027i,0.00063836-0.0012106i,-0.00042697-0.00018976i,-0.001217+0.00070945i,-0.00051438+0.00061376i
-0.020176+0.049918i,-0.012923+0.019037i,-0.0083445-0.00047239i,-0.0075868-0.0041542i,-0.0072338-0.005717i,-0.0081009-0.0065443i,-0.0082803-0.0047599i,-0.0054109-0.0030882i,-0.0017837-0.0037897i,-6.4347e-05-0.0059542i,-0.0010939-0.0073293i,-0.0033279-0.0054565i,-0.0040912-0.0019711i,-0.002551-0.00020374i,0.00017641+6.6597e-05i,0.0023009+0.0010757i,0.0024111+0.0039638i,0.0009315+0.0060719i,-0.00035031+0.0053871i,0.00025171+0.0024108i,0.0014694-0.0006823i,0.0013155-0.0021681i,0.00089598-0.0022812i
-0.043068-0.027626i,-0.01419-0.012692i,0.0012133-0.0024675i,-0.0020216-0.0025273i,-0.0072303-0.0045943i,-0.0057207-0.0067465i,0.0002683-0.0078023i,0.0031214-0.0067241i,0.0031485-0.0044202i,0.0041046-0.0014056i,0.0055856-0.0010538i,0.0046583-0.0029663i,0.001398-0.0042706i,-0.00088605-0.0034469i,-0.0011159-0.0014339i,-0.0014048-0.0011i,-0.0023148-0.0019732i,-0.0016771-0.0025366i,-0.00051261-0.0030435i,-0.00069966-0.0015389i,-9.6979e-05+0.00071613i,0.00016041+0.00074686i,-0.00057728+0.00069136i
0.031775-0.03502i,0.015085-0.014659i,0.003095-0.005627i,0.0021773-0.0075009i,0.0045578-0.0072675i,0.0059147-0.0023574i,0.0064387+0.0026251i,0.0052744+0.0043081i,0.0018396+0.0035394i,-0.0022596+0.0047473i,-0.0018595+0.0066875i,0.0017744+0.0055378i,0.0041344+0.0019075i,0.0036761-0.0009064i,0.0023065-0.00085866i,0.0027558+0.00016759i,0.0033316+0.0012866i,0.0024361+0.0025845i,0.0015418+0.0025347i,0.00039277+0.00090265i,-0.0003823-8.189e-05i,-0.00061642-0.00065325i,-0.00011925-0.00033119i
0.020103+0.029226i,0.00025636+0.0088573i,-0.0090445-0.00017499i,-0.0047531+0.00052051i,-0.0013071+0.00042946i,-0.0024321+0.0014863i,-0.0038474+0.0043691i,-0.0030295+0.0041738i,-0.0020954+0.00021377i,-0.0032428-0.0028726i,-0.0053718-0.0031723i,-0.0056668-0.0003901i,-0.0037517+0.0028904i,-0.00057249+0.0027451i,0.00013871+0.0010147i,-0.0024624+0.00051607i,-0.004388-0.00083125i,-0.0037685-0.0034429i,-0.0022031-0.0032543i,0.00017436-0.0011435i,0.0015598+0.00010291i,0.001198+0.00064376i,0.00086398+0.0015769i
-0.032926+0.013951i,-0.0081188-0.00026871i,0.0034677-0.0056165i,0.001686-0.0015507i,-0.00083881+0.0020127i,-0.001513-0.00082974i,-0.00248-0.0054193i,-0.0022233-0.0060937i,9.8751e-05-0.0043165i,0.0036527-0.0036209i,0.0042766-0.004363i,0.0015315-0.0053742i,-0.00222-0.0052919i,-0.0032866-0.0040391i,-0.00093336-0.0027006i,0.0021032-0.0025576i,0.0046079-0.0018494i,0.0045243-0.00030179i,0.0021041+0.0013135i,0.00053292+0.0015461i,0.00036+0.00028408i,-3.2168e-05-0.0010675i,-0.00051192-0.0015108i
-0.0080966-0.033104i,0.0021375-0.010923i,0.0038768-0.0037972i,-0.00047434-0.0093167i,-0.002209-0.011997i,0.0010299-0.0089788i,0.0048311-0.0042459i,0.0056631-0.00168i,0.0040306+0.0012433i,0.0023041+0.0050206i,0.0024679+0.0059929i,0.0038436+0.0040098i,0.0038559+0.00080557i,0.0021124-0.00086028i,-4.1175e-05-0.00047116i,-0.0025742+0.0010941i,-0.0044441+0.0026494i,-0.004119+0.001716i,-0.0026678-0.00084962i,-0.0019474-0.0010687i,-0.001025-3.5478e-05i,0.00071025+0.00036674i,0.0017124-0.0007614i
0.0319-0.0073276i,0.0071421-0.0028052i,-0.004729-0.0035903i,-0.0056312-0.0064004i,-0.0060451-0.0057792i,-0.0050182+6.1863e-06i,-0.0019281+0.0031528i,-6.9507e-05+0.0018341i,-0.0015395-4.7848e-05i,-0.0050212-0.0012979i,-0.0064146-0.000346i,-0.0045616+0.001859i,-0.0017301+0.0031293i,-0.00067541+0.0013751i,-0.00017563-0.00071013i,0.0019828-0.0020705i,0.0038946-0.0028022i,0.0043438-0.0011549i,0.0035963+0.00057169i,0.0019567-0.00015021i,0.00025121-0.0012672i,-0.00017569-0.00057839i,0.00041957+0.00035917i
-0.0030625+0.028268i,-0.0016134+0.0047125i,0.00031233-0.0029296i,0.0057785+0.00035362i,0.0094605-0.00046206i,0.0048052-0.0025834i,-0.0022939-0.0014118i,-0.0042758-0.00028323i,-0.0013759-0.0022151i,0.001297-0.0048588i,0.00070434-0.0051871i,-0.0011465-0.0037549i,-0.0021226-0.0017074i,-0.0016806-0.00064868i,-0.00046121+0.0013889i,-0.00091985+0.0042952i,-0.0016589+0.0054344i,-0.0022321+0.0036406i,-0.0014587+0.0013236i,0.0010241+0.00098898i,0.0021631+0.00074061i,0.0019484-8.5635e-05i,0.0008954+1.8183e-05i
-0.025507-0.0084345i,-0.0031693-0.0054607i,0.0028898-0.0045238i,-0.0034294-0.0052257i,-0.0069416-0.0064205i,-0.0047082-0.0075892i,-0.00011547-0.0075316i,0.0017309-0.0062846i,0.00086817-0.002539i,0.0021985+0.00221i,0.0033182+0.0028741i,0.002575+0.00070267i,0.0011604-0.0014875i,0.00016429-0.0023082i,-0.00050387-0.0022893i,-0.0014326-0.0026804i,-0.00045428-0.0019778i,0.0023173-0.00096437i,0.0027051-1.6677e-05i,0.00065619+0.0016304i,-0.00096922+0.0018362i,-0.0016839+0.00091121i,-0.0023491-0.00040357i
0.0065717-0.026443i,-0.0014875-0.0069233i,-0.0057412-0.00075272i,-0.0063777-0.0041335i,-0.0048982-0.0041044i,-0.00012402-0.000879i,0.0037044+0.0015566i,0.002995+0.002303i,-0.00014827+0.0016778i,-0.0027883+0.001892i,-0.0027632+0.0025294i,-0.00090137+0.0021075i,0.0012021+0.0015663i,0.0014878+0.00095679i,0.0017566+0.00057787i,0.0017808+0.0008401i,-0.00066589+0.001223i,-0.0020496+0.0016531i,-0.0012373+5.6769e-05i,-0.0005102-0.0020177i,0.00032028-0.0018151i,0.0017794-0.0014957i,0.0023584-0.0015484i
0.024454+0.0061194i,0.0088577-0.0074791i,0.0035212-0.012371i,0.0048618-0.011255i,0.0014219-0.0085642i,-0.0035704-0.0028073i,-0.0054714+0.0008451i,-0.0046898+0.0012289i,-0.0028862-0.00092249i,-0.0025906-0.0035028i,-0.002954-0.0033232i,-0.0032501-0.0012367i,-0.0038548+0.00086478i,-0.003195+0.0020834i,-0.0016959+0.0019104i,-0.0004117-0.00099002i,0.00010435-0.004457i,0.00086761-0.0050301i,0.0016593-0.0026326i,0.0021701-0.00062578i,0.0020427+0.0004925i,0.00095715+0.00058833i,0.00085964+0.00021517i
0.016362-0.0091449i,0.030059-0.028291i,0.01162-0.045372i,-0.013438-0.033592i,-0.026146-0.013981i,-0.020942+0.0016689i,-0.0065759+0.0020984i,-0.0011358-0.003306i,-0.00088329-0.0046965i,-0.0025984-0.004721i,-0.0039681-0.0016385i,-0.0020254+0.0012896i,0.00064415+0.0019863i,0.0023119+0.0033793i,0.003352+0.0047295i,0.0022105+0.0037602i,-0.00077609+0.0028097i,-0.0025423+0.0030498i,-0.0021618+0.0019318i,-0.001161+0.00045411i,0.00078438+0.00056629i,0.0030701-0.00025857i,0.002588-0.0022685i
-0.017437-0.011319i,-0.0071087+0.0039172i,-0.0033357+0.0061356i,-0.005889+0.00068681i,-0.0049856-0.00259i,-0.0002366-0.0030615i,0.0048935-0.00059245i,0.0059358+0.00082978i,0.0018016+0.00088428i,-0.001185+0.0016792i,-0.0014825+0.0019833i,-0.00052911+0.0024379i,0.00079563+0.0025572i,0.00055803+0.0016112i,-0.0013226-0.00031421i,-0.0039473-0.0018549i,-0.0050843-0.0020796i,-0.0027707-0.002058i,-0.00044443-0.001536i,-0.00051373-0.00024052i,-0.0010069+0.0018263i,-0.0015489+0.0025051i,-0.001646+0.0017204i
0.010697-0.016326i,-0.0022955-0.0066718i,-0.0023318-0.0032302i,0.0014483-0.0050437i,0.0014476-0.0039648i,0.00076482+6.7644e-05i,-0.00033698+0.0028137i,-0.0015398+0.0022892i,-0.0017773-0.00057617i,-0.0018782-0.0025703i,-0.0025911-0.0026436i,-0.0037295-0.0016857i,-0.004406-0.00034946i,-0.0036102-2.3282e-06i,-0.00035993-0.0010857i,0.0029002-0.0022035i,0.0035516-0.0014924i,0.0020426+0.00053164i,0.00096658+0.00059794i,0.0014685-0.0014906i,0.0010956-0.0027396i,-0.00067897-0.0027254i,-0.0019074-0.001625i
