-0.0022064+0.00097204i,-0.00034964+0.00027688i,-0.00055789+0.00038416i,-0.00010955+0.00010457i,0.00050369+0.00061829i,-0.00025431+0.0017905i,-0.00071674+0.0012i,0.00025853-2.8923e-05i,0.0015284-6.5358e-05i,0.0016253+3.9692e-05i,0.00081863-0.00074056i,0.00040842-0.0017674i,-1.0559e-05-0.0018972i,-0.00072741-0.0014574i,-0.0012826-0.001385i,-0.00058095-0.00074806i,0.00045331+0.00010643i,0.00037802+0.00016369i,0.00016369-0.00032681i,3.1315e-05-0.00061326i,0.00027441-0.00030899i,0.00081649+8.2178e-05i,0.00026449+3.7246e-05i
0.045987+0.038012i,0.079393+0.066952i,0.083863+0.12061i,0.099196+0.17733i,0.13125+0.158i,0.11119+0.076197i,0.051782+0.0342i,0.025222+0.029614i,0.023903+0.01144i,0.016799-0.0072557i,0.012837-0.015959i,0.013562-0.021445i,0.011846-0.021027i,0.0082899-0.017377i,0.0047179-0.01422i,0.0032636-0.010927i,0.0058719-0.0087275i,0.0088129-0.010291i,0.010608-0.012992i,0.01317-0.016218i,0.012798-0.022555i,0.0093157-0.024479i,0.0075209-0.017204i
-0.066444+0.002766i,-0.10089+0.0027612i,-0.12327-0.048255i,-0.16026-0.10775i,-0.17518-0.08483i,-0.11658-0.024462i,-0.047895-0.013375i,-0.027248-0.015387i,-0.020131+0.0022002i,-0.0061101+0.012571i,0.0019193+0.017123i,0.0049673+0.022937i,0.005628+0.021119i,0.0054842+0.015979i,0.0063954+0.013076i,0.0061916+0.0096615i,0.0037974+0.0070292i,0.0017198+0.0069124i,-0.00048179+0.0082467i,-0.0034162+0.013021i,-0.0021271+0.020792i,0.0029087+0.021422i,0.0043149+0.012389i
0.05039-0.052869i,0.069607-0.074086i,0.1076-0.031997i,0.17213+0.015563i,0.18041-0.0041009i,0.10529-0.029469i,0.042654-0.01127i,0.024976-0.0023313i,0.012114-0.012075i,0.00029089-0.0093956i,-0.0056883-0.005098i,-0.0093145-0.0073811i,-0.0084661-0.0079666i,-0.0073469-0.0057606i,-0.0071087-0.0045126i,-0.0064174-0.0060316i,-0.0061239-0.0087464i,-0.0049632-0.0097571i,-0.0021721-0.010254i,-0.0016752-0.016491i,-0.0080532-0.022684i,-0.015134-0.01972i,-0.013871-0.011062i
0.0022845+0.08i,0.0068377+0.099206i,-0.046239+0.067127i,-0.13549+0.046783i,-0.14162+0.065047i,-0.065257+0.052781i,-0.021034+0.0073116i,-0.018393-0.0056073i,-0.012087+0.0056309i,-0.007296+0.0065976i,-0.0041327+0.0044053i,0.003636+0.0045771i,0.0078711+0.0016497i,0.0087002-0.0027135i,0.0095993-0.0036036i,0.0094791-0.0017451i,0.0086795+0.00149i,0.0081241+0.0045913i,0.0080982+0.0083302i,0.010786+0.014253i,0.016861+0.01699i,0.01901+0.012823i,0.013887+0.007432i
-0.058384-0.057272i,-0.079028-0.059065i,-0.010787-0.047718i,0.088268-0.074663i,0.090864-0.10132i,0.0361-0.058703i,0.025885-0.0066028i,0.026019-0.0076527i,0.0053927-0.021199i,-0.0046901-0.020388i,-0.0066422-0.014874i,-0.010889-0.0058808i,-0.0090395+0.0032431i,-0.0042974+0.0079194i,-0.0023367+0.0083739i,-0.0029105+0.0068587i,-0.0051297+0.0051275i,-0.0075213+0.0040107i,-0.0092643+0.00062923i,-0.013102-0.0053916i,-0.020835-0.0070202i,-0.023358-0.0028448i,-0.016713+0.0024708i
0.09267-0.0004523i,0.10944-0.028114i,0.033065-0.016639i,-0.051851+0.057585i,-0.043227+0.094747i,-0.011077+0.049491i,-0.020251+0.015344i,-0.016053+0.01963i,0.0042749+0.018224i,0.0082199+0.011549i,0.0064716+0.005316i,0.0047323-0.0032719i,-0.0010689-0.0065816i,-0.0067348-0.0058469i,-0.0072271-0.0063755i,-0.0026971-0.0059962i,0.00239-0.0047782i,0.0049977-0.0052892i,0.0062337-0.004337i,0.013392+0.00015974i,0.024853-0.00021988i,0.02767-0.0067534i,0.019556-0.011477i
-0.06697+0.070102i,-0.05578+0.1144i,0.017071+0.064488i,0.052926-0.053202i,0.013744-0.087713i,-0.0025298-0.034255i,0.016295-0.010223i,0.0052631-0.015318i,-0.017851-0.011391i,-0.021502-0.009277i,-0.013752-0.0061177i,-0.0025654+0.0011987i,0.0078952+0.0029707i,0.013793+0.0017616i,0.013304+0.0021445i,0.0087668+0.00378i,0.0046988+0.0049736i,0.0020609+0.0053474i,-0.0014746+0.0039375i,-0.011437+0.004651i,-0.021576+0.011475i,-0.019691+0.016819i,-0.0088786+0.014755i
0.0010945-0.11295i,-0.052131-0.14539i,-0.10302-0.060461i,-0.07057+0.064143i,-0.0075046+0.07414i,-0.0043777+0.020421i,-0.018037+0.010873i,0.0002034+0.010184i,0.019322-0.0055799i,0.021296-0.0092081i,0.015413-0.0039571i,0.0055066+0.0017248i,-0.0027934+0.0090846i,-0.0072672+0.013877i,-0.0086173+0.011492i,-0.0074949+0.0039515i,-0.0063-0.0030458i,-0.0055405-0.0058632i,-0.0017659-0.0066964i,0.0063018-0.012685i,0.010915-0.022221i,0.0065283-0.024793i,-0.0015248-0.018815i
0.08076+0.0866i,0.16452+0.077704i,0.17072-0.028942i,0.071561-0.11742i,-0.0010016-0.085525i,0.012465-0.031965i,0.021532-0.029966i,0.00029737-0.017473i,-0.010838+0.011638i,-0.013153+0.020528i,-0.013185+0.014705i,-0.0056203+0.0028021i,0.00099368-0.010941i,0.0013825-0.017916i,0.0025943-0.016446i,0.005655-0.011375i,0.0078325-0.0066839i,0.0091111-0.004786i,0.0073381-0.003257i,0.0028113+0.0042956i,-0.00025812+0.016709i,0.0010359+0.02244i,0.0053039+0.017507i
-0.12877-0.011015i,-0.20218+0.058974i,-0.15644+0.16183i,-0.025522+0.17635i,0.028934+0.09525i,0.0039913+0.041203i,0.001367+0.032929i,0.0095615+0.0090161i,0.0010203-0.017406i,-0.0026096-0.025719i,-0.00012144-0.022925i,0.003305-0.01i,0.0086398+0.0038034i,0.01147+0.01099i,0.0090594+0.013275i,0.0037119+0.011848i,-0.00075006+0.010039i,-0.0017313+0.0087401i,0.00049365+0.0055413i,0.0019328-0.0033693i,-0.00095294-0.015966i,-0.0068111-0.019761i,-0.010447-0.011682i
0.11608-0.083628i,0.13806-0.19952i,0.044054-0.27317i,-0.071452-0.21306i,-0.068058-0.097742i,-0.011705-0.046478i,-0.0062752-0.032515i,-0.010123-0.0068055i,0.0019073+0.012602i,0.0075993+0.019833i,0.0068441+0.01889i,-0.00078869+0.0090016i,-0.0124-0.0014097i,-0.018064-0.0066856i,-0.015491-0.0093297i,-0.0094682-0.010784i,-0.0042093-0.01037i,-0.0017443-0.0093821i,-0.0016903-0.0049691i,0.0018435+0.0058139i,0.011317+0.016176i,0.018766+0.015791i,0.015963+0.0062101i
-0.034278+0.14999i,0.022546+0.26928i,0.14481+0.28727i,0.1989+0.1725i,0.11912+0.06796i,0.039208+0.044441i,0.029004+0.027105i,0.014752-0.0047009i,-0.01554-0.017592i,-0.031127-0.015432i,-0.028908-0.010184i,-0.013037-0.0042315i,0.0054767-0.00014821i,0.01784+0.0025817i,0.021628+0.0046492i,0.017816+0.0062941i,0.012462+0.008024i,0.0089824+0.0090547i,0.0052872+0.0055129i,-0.003408-0.0021294i,-0.014775-0.0081455i,-0.018904-0.0081189i,-0.013532-0.003925i
-0.069895-0.14675i,-0.19934-0.21987i,-0.3188-0.17746i,-0.29569-0.057585i,-0.15831-0.0078501i,-0.062927-0.01895i,-0.030843-0.0023581i,0.0011137+0.011735i,0.026795-0.003212i,0.031048-0.016355i,0.022091-0.015575i,0.0063946-0.0040975i,-0.0089254+0.01039i,-0.01752+0.017521i,-0.01983+0.016127i,-0.018537+0.0098111i,-0.016883+0.0022571i,-0.015702-0.0025468i,-0.011832-0.001643i,-0.0017425+0.0012388i,0.011655+0.0010495i,0.017334-0.00059952i,0.012206-0.00072195i
0.16091+0.068046i,0.32197+0.0563i,0.40419-0.041931i,0.31133-0.12264i,0.15084-0.084537i,0.060059-0.0198i,0.021839-0.0096635i,-0.0046916-0.0034469i,-0.012209+0.01569i,-0.0080481+0.024163i,-0.0038826+0.018645i,0.0010307+0.0029649i,0.0052719-0.014363i,0.0081154-0.023776i,0.011082-0.023637i,0.013855-0.018094i,0.016608-0.012427i,0.018023-0.0091111i,0.013532-0.0084208i,0.0014305-0.0073034i,-0.01235-0.0016248i,-0.017588+0.0044601i,-0.012708+0.0061234i
-0.17408+0.049771i,-0.30885+0.15765i,-0.3337+0.28029i,-0.21626+0.28165i,-0.095907+0.14897i,-0.045871+0.038119i,-0.016479+0.0089063i,0.0015882-0.0032898i,-0.0013845-0.016909i,-0.0068452-0.02132i,-0.0044373-0.017985i,0.0039481-0.0064427i,0.010285+0.0078589i,0.0092136+0.019022i,0.0042517+0.023261i,-0.00068537+0.020735i,-0.0047002+0.01625i,-0.0067092+0.013097i,-0.0030089+0.0098157i,0.0050941+0.0026257i,0.013124-0.0068075i,0.01512-0.010756i,0.011207-0.0073202i
0.11273-0.15687i,0.16541-0.32888i,0.12617-0.44731i,0.033869-0.37788i,0.0049354-0.19043i,0.02126-0.063092i,0.011048-0.023322i,-0.0040376-0.0044342i,-0.000177+0.0090424i,0.0080819+0.013883i,0.0095767+0.013971i,0.0016509+0.0073584i,-0.0088033-0.003718i,-0.013874-0.014459i,-0.013109-0.02035i,-0.0091766-0.021232i,-0.0035536-0.019975i,0.0011825-0.018649i,0.00090799-0.014464i,-0.0030513-0.004567i,-0.0075698+0.0071743i,-0.0093201+0.012151i,-0.008956+0.009076i
0.011644+0.19078i,0.067311+0.37286i,0.15608+0.45427i,0.18091+0.34308i,0.099432+0.163i,0.024693+0.058134i,0.018761+0.01413i,0.014227-0.012629i,-0.010322-0.018315i,-0.027433-0.0092062i,-0.027724-0.0010022i,-0.013281+0.0016194i,0.0048975+0.0027676i,0.017843+0.005914i,0.023145+0.010859i,0.020671+0.014141i,0.013199+0.015008i,0.0075307+0.01587i,0.0069584+0.013483i,0.0078508+0.0035871i,0.0075347-0.010276i,0.0057552-0.017215i,0.0039767-0.013951i
-0.12559-0.14648i,-0.27895-0.26773i,-0.39431-0.2965i,-0.34318-0.19692i,-0.16907-0.084909i,-0.042931-0.025904i,-0.006025+0.010751i,0.0089766+0.02062i,0.02007+0.001681i,0.018912-0.017196i,0.0093108-0.020456i,-0.0032294-0.0094214i,-0.014907+0.0046409i,-0.022767+0.010269i,-0.02602+0.0077545i,-0.023164+0.0026988i,-0.017207-0.0037388i,-0.013051-0.0078246i,-0.010013-0.0055461i,-0.0055194+0.0026993i,1.3976e-05+0.012235i,0.0026772+0.016083i,0.0011524+0.015039i
0.19354+0.04381i,0.39084+0.056263i,0.50379+0.022071i,0.39985-0.026961i,0.18355-0.024723i,0.039813-0.0030521i,-0.0075257-0.0051955i,-0.017506-0.0036782i,-0.012118+0.0081788i,-0.001456+0.013981i,0.0039644+0.0099546i,0.0042262-0.0010653i,0.0057091-0.011272i,0.011248-0.015705i,0.017218-0.01548i,0.018921-0.010607i,0.018379-0.0045648i,0.017477-0.00052803i,0.013806-0.00035664i,0.0059423-0.0043277i,-0.0034986-0.010192i,-0.0069505-0.01323i,-0.0046217-0.012207i
-0.17889+0.083259i,-0.34935+0.1833i,-0.4256+0.26381i,-0.31637+0.23322i,-0.14015+0.11055i,-0.032462+0.020259i,0.0073421+0.0022549i,0.013855-2.4467e-05i,0.0056467-0.0065611i,-0.002274-0.0094872i,-0.0019864-0.0070024i,0.0038114+0.0016824i,0.0061339+0.011689i,0.0015548+0.018836i,-0.004843+0.020657i,-0.0090132+0.015501i,-0.011113+0.0078701i,-0.011618+0.0028423i,-0.010298+0.0018194i,-0.0044189+0.0040342i,0.0040052+0.0078365i,0.0083066+0.010764i,0.0092576+0.01056i
0.092684-0.16905i,0.17599-0.35087i,0.20253-0.45695i,0.13464-0.36726i,0.05075-0.17112i,0.0055692-0.041941i,-0.018717-0.0057437i,-0.02345+0.0033371i,-0.010846+0.010789i,0.0025824+0.012188i,0.0081436+0.0097815i,0.0045039+0.0035202i,-0.0021006-0.0055016i,-0.0050922-0.013602i,-0.0031999-0.018082i,0.0021133-0.01794i,0.0071275-0.013954i,0.0097497-0.010396i,0.0081527-0.0095386i,0.0013852-0.0080246i,-0.0074224-0.007072i,-0.01242-0.0078998i,-0.011947-0.0071939i
0.028576+0.18998i,0.061009+0.38153i,0.089716+0.48038i,0.089354+0.36654i,0.05653+0.15397i,0.030513+0.018265i,0.028607-0.024404i,0.0181-0.029409i,-0.0053272-0.019509i,-0.020261-0.0053043i,-0.018795+0.0041356i,-0.0060358+0.0075332i,0.0081172+0.0068583i,0.014969+0.0081552i,0.014007+0.012217i,0.0089972+0.014863i,0.0025964+0.013859i,-0.0012506+0.0115i,-0.0004054+0.0098615i,0.0048962+0.0066167i,0.012806+0.0031351i,0.016237+0.0014595i,0.012467+0.0012347i
-0.13431-0.12945i,-0.26513-0.26796i,-0.33564-0.33672i,-0.26593-0.24765i,-0.12099-0.09128i,-0.024389+0.0044361i,0.0014471+0.032091i,0.0069158+0.023931i,0.0093276+0.0016324i,0.0057981-0.014633i,-0.0015906-0.01645i,-0.01027-0.0089472i,-0.016387-0.0014304i,-0.018033+0.0016167i,-0.015696-0.00070604i,-0.010326-0.00592i,-0.0037435-0.0090505i,0.0012239-0.0097413i,0.0012552-0.0081272i,-0.0026034-0.0046861i,-0.0079729-0.0006771i,-0.011633+0.00090823i,-0.011056+0.0010174i
0.17867+0.022385i,0.35989+0.06188i,0.45313+0.085521i,0.34514+0.053782i,0.14357+0.002487i,0.021279-0.023313i,-0.0079954-0.030019i,-0.0071886-0.022607i,-0.0013478-0.0080544i,0.0029034+1.3928e-06i,0.0045811-0.0014503i,0.0053264-0.0074201i,0.007025-0.012065i,0.0095841-0.011624i,0.012093-0.005921i,0.012291+0.0022043i,0.0090363+0.0081698i,0.0059665+0.0092059i,0.0055051+0.0072312i,0.0071525+0.002629i,0.010759-0.0038373i,0.012487-0.00667i,0.010403-0.0054584i
-0.15237+0.082658i,-0.31825+0.14891i,-0.4063+0.17506i,-0.30234+0.13843i,-0.11265+0.077013i,0.0015843+0.041206i,0.031232+0.032972i,0.026626+0.022068i,0.013869+0.0070886i,0.0048686-0.0015464i,0.00084856-0.0026249i,-0.0014239+0.0026902i,-0.0031151+0.010187i,-0.0047226+0.013315i,-0.0070112+0.010233i,-0.0092799+0.0035358i,-0.010147-0.0032785i,-0.0092756-0.0064289i,-0.0086156-0.004941i,-0.0089958+0.00057052i,-0.0096573+0.0084508i,-0.0096146+0.012532i,-0.0070336+0.010137i
0.067609-0.14979i,0.16491-0.29289i,0.22398-0.35853i,0.16066-0.27079i,0.038245-0.12099i,-0.035125-0.032613i,-0.052181-0.0090691i,-0.041144+5.9779e-05i,-0.020114+0.0083729i,-0.0031148+0.011256i,0.0043237+0.0083854i,0.004517+0.00063136i,-8.5122e-05-0.0071223i,-0.0033235-0.010149i,-5.4922e-05-0.0093682i,0.0066446-0.0068403i,0.010106-0.0031897i,0.0094014-0.0006474i,0.0080081-0.0020396i,0.0063713-0.0070125i,0.0047405-0.013371i,0.0042278-0.015369i,0.003928-0.010017i
0.030572+0.15403i,0.031909+0.31908i,0.016604+0.39974i,0.01712+0.29157i,0.038336+0.1091i,0.052249+0.0013646i,0.046647-0.027623i,0.022993-0.025882i,-0.0014461-0.015162i,-0.012431-0.0041865i,-0.010839+0.0051135i,-0.0006711+0.011158i,0.010125+0.011935i,0.012238+0.010241i,0.0060455+0.0084859i,-0.0013979+0.0077965i,-0.0052458+0.0063894i,-0.0057863+0.003511i,-0.0049078+0.0038496i,-0.0015952+0.0072444i,0.0030232+0.011505i,0.0037737+0.013729i,0.0007727+0.010815i
-0.11185-0.10149i,-0.19867-0.23126i,-0.22435-0.30387i,-0.16412-0.22035i,-0.087054-0.06619i,-0.041134+0.021602i,-0.0212+0.033657i,-0.0099378+0.016489i,-0.0037669-0.00049177i,-0.001724-0.0078581i,-0.0038179-0.0082316i,-0.0095703-0.0064959i,-0.013621-0.0042485i,-0.012078-0.0025847i,-0.0063281-0.0034529i,0.00029863-0.0061196i,0.0053309-0.0071612i,0.0073689-0.0054854i,0.0055922-0.005696i,0.00035549-0.0084573i,-0.0060071-0.011633i,-0.0082011-0.012694i,-0.0047969-0.0094728i
0.13923+0.01397i,0.27794+0.067015i,0.33421+0.11398i,0.24176+0.081705i,0.10609-0.0021097i,0.03514-0.047848i,0.019549-0.048468i,0.015062-0.032775i,0.0075633-0.016474i,0.00088453-0.0069084i,-0.00012539-0.0031723i,0.0049483-0.0040727i,0.0097065-0.007718i,0.008363-0.0076345i,0.0048226-0.00068151i,0.0025795+0.0078821i,0.00044791+0.011189i,-0.00044031+0.0094954i,0.0017679+0.006663i,0.0074478+0.0049958i,0.013773+0.00449i,0.01381+0.0058118i,0.0081302+0.0071414i
-0.11547+0.065299i,-0.24857+0.096729i,-0.31744+0.087283i,-0.22852+0.063037i,-0.077117+0.061413i,0.0069468+0.065949i,0.025701+0.059027i,0.022011+0.038093i,0.012725+0.014421i,0.0057512-0.00089572i,-0.00017497-0.0051221i,-0.0054598-0.00054431i,-0.0057921+0.0060152i,-0.0037968+0.0068637i,-0.0040883+0.0013516i,-0.0056323-0.0050035i,-0.0049349-0.0078396i,-0.0032504-0.0067397i,-0.0053216-0.0042409i,-0.0097113-0.00097989i,-0.013835+0.0025599i,-0.013672+0.0015241i,-0.0089109-0.0014904i
0.05105-0.1158i,0.13728-0.20873i,0.19689-0.23513i,0.13969-0.16976i,0.020955-0.091498i,-0.043832-0.047405i,-0.049101-0.024818i,-0.033148-0.0080065i,-0.014713+0.0016144i,-0.0019761+0.0044471i,0.0048369+0.0022737i,0.0058353-0.0040713i,0.0020815-0.0086522i,0.00060605-0.0067538i,0.0046394-0.0019901i,0.0093901+0.00089833i,0.0097056+0.0018216i,0.0061528+0.0010008i,0.0039409-0.0011121i,0.0064783-0.0045439i,0.010479-0.0082858i,0.011448-0.0069975i,0.008928-0.0024434i
0.024441+0.11314i,0.0069845+0.22923i,-0.027593+0.27921i,-0.018147+0.1977i,0.031785+0.078373i,0.057477+0.016603i,0.045576-0.0011699i,0.020505-0.0056656i,0.0021271-0.0036412i,-0.0048564-0.0011689i,-0.0043208+0.0025679i,0.00070405+0.0092147i,0.0047367+0.011815i,0.003454+0.0092732i,-0.0011048+0.005073i,-0.0061461+0.0024639i,-0.0075607+0.0013808i,-0.0035645+0.00010217i,-0.00044875+0.0015888i,-0.0010977+0.0064828i,-0.002859+0.010856i,-0.0041722+0.009195i,-0.0048657+0.0049881i
-0.07667-0.072287i,-0.12219-0.17071i,-0.12068-0.22809i,-0.087994-0.16191i,-0.070447-0.048613i,-0.06051+0.0074085i,-0.04273+0.012282i,-0.023907+0.0029804i,-0.011968-0.0041139i,-0.0057101-0.0048024i,-0.002599-0.0039212i,-0.0043788-0.0041647i,-0.0073771-0.0033394i,-0.0056413-0.0025637i,0.00023573-0.0036589i,0.0053072-0.0057129i,0.0065733-0.0063642i,0.0042735-0.0043196i,0.0006634-0.0033144i,-0.00234-0.0071887i,-0.0035121-0.011945i,-0.0011043-0.011511i,0.002383-0.0072286i
0.096261+0.0091354i,0.18386+0.061852i,0.21057+0.10605i,0.14796+0.071914i,0.078864-0.0052999i,0.049439-0.044437i,0.037674-0.043083i,0.023942-0.029972i,0.0097389-0.017447i,0.00014931-0.0065847i,-0.0016102+0.00088535i,0.0039041+0.0025092i,0.0078666+0.00025618i,0.0058397-0.00036016i,0.0015228+0.0043139i,-0.001209+0.0093966i,-0.0014741+0.0090946i,0.00063345+0.0050719i,0.0034391+0.0020368i,0.0067919+0.0032798i,0.0087649+0.0072625i,0.0055939+0.009256i,0.0016293+0.0070194i
-0.076481+0.041469i,-0.16794+0.047644i,-0.21073+0.025063i,-0.14707+0.018662i,-0.055405+0.047648i,-0.0069381+0.065378i,0.009228+0.053312i,0.013437+0.029949i,0.0091026+0.010414i,0.00096754-0.00098862i,-0.0054993-0.0040157i,-0.0091359-0.00028063i,-0.00731+0.0038383i,-0.0041099+0.0023196i,-0.0031009-0.0029146i,-0.0030293-0.0061759i,-0.0026614-0.0058035i,-0.0020675-0.002109i,-0.0020772+0.0019124i,-0.0054945+0.0028475i,-0.0094795-0.00015483i,-0.0081315-0.0036164i,-0.0046245-0.0044168i
0.035418-0.071455i,0.10147-0.12399i,0.14442-0.1277i,0.099603-0.089778i,0.017063-0.064928i,-0.021459-0.050452i,-0.020417-0.030288i,-0.011476-0.011261i,-0.0045661-0.0025278i,5.1722e-05-0.0015224i,0.0026534-0.0043439i,0.0029488-0.0081261i,0.0014395-0.0075617i,0.0028351-0.0039326i,0.0057515+0.00016707i,0.0065033+0.0033128i,0.006007+0.0038192i,0.0045192+0.00033512i,0.0029519-0.0041691i,0.0043637-0.0063658i,0.0086072-0.0061572i,0.0091891-0.0029962i,0.0059766+0.00017679i
0.012784+0.070865i,-0.0083535+0.1423i,-0.041567+0.16596i,-0.028741+0.11457i,0.021137+0.058258i,0.042227+0.033873i,0.029164+0.02263i,0.011912+0.012894i,0.0025542+0.0049444i,-0.0010255+0.00028358i,-0.0017233+0.00046954i,6.1481e-05+0.0032023i,0.00039054+0.0043362i,-0.0023702+0.0040226i,-0.0051193+0.0030506i,-0.0054549+0.0014107i,-0.0037421+0.0013889i,0.00021795+0.0023346i,0.0034832+0.0034593i,0.0021221+0.0048821i,-0.001761+0.005328i,-0.0042857+0.0027668i,-0.0055847-0.00047463i
-0.041363-0.045168i,-0.062794-0.1087i,-0.049935-0.14539i,-0.037337-0.10345i,-0.051673-0.038267i,-0.058537-0.0085516i,-0.043804-0.0031487i,-0.025557-0.0020032i,-0.013382-0.0016131i,-0.0047694-0.0026926i,-0.00022649-0.0037429i,-0.00062642-0.0033045i,-0.0016402-0.0020715i,0.00023447-0.001353i,0.0040845-0.0024962i,0.0062819-0.00322i,0.0051512-0.0030984i,0.00034535-0.0031362i,-0.0047833-0.0026362i,-0.0043831-0.003371i,-0.00020732-0.0062059i,0.0038094-0.0062484i,0.0053261-0.0029428i
0.06244+0.0068481i,0.10721+0.045212i,0.11341+0.0766i,0.080226+0.049466i,0.055344-0.0059903i,0.046121-0.029473i,0.033937-0.027316i,0.017481-0.021046i,0.005295-0.013543i,-0.0002357-0.0040284i,-0.00064136+0.0028578i,0.0018823+0.0049097i,0.0031074+0.0048676i,0.0014893+0.0054496i,-0.00038427+0.0068196i,-7.9149e-05+0.0060787i,0.0010777+0.0036199i,0.0034104+0.0012839i,0.0063937-0.00013i,0.0065464+0.001409i,0.0051266+0.0052675i,0.001406+0.0066412i,-0.002464+0.0057142i
-0.041488+0.023816i,-0.09681+0.018406i,-0.11958-0.0053231i,-0.08367-0.0028096i,-0.04198+0.0263i,-0.02268+0.039797i,-0.007955+0.029i,0.002573+0.012239i,0.0029273+0.0027367i,-0.00061299-0.00026672i,-0.0045536+0.00023224i,-0.0064464+0.0027571i,-0.0038984+0.0035424i,-0.0016248-0.00045817i,-0.001527-0.0044192i,-0.0011722-0.0046487i,-0.001635-0.002791i,-0.0038372+0.0010908i,-0.0051231+0.0049838i,-0.0050093+0.003783i,-0.0049791-0.00077071i,-0.00367-0.0043225i,-0.0012161-0.0058724i
0.020509-0.038622i,0.06373-0.060373i,0.09121-0.055479i,0.060858-0.042354i,0.016465-0.044844i,0.0020456-0.042292i,0.0046865-0.024684i,0.0051788-0.0099418i,0.0012014-0.0052748i,-0.0020908-0.0038231i,-0.002375-0.0042664i,-0.0012937-0.0051554i,0.00033674-0.0022303i,0.0043888+0.0026158i,0.007214+0.0049062i,0.0060941+0.0042022i,0.004231+0.0012952i,0.0034482-0.0037388i,0.0025617-0.0073605i,0.0028305-0.0071112i,0.0045747-0.0035327i,0.0043115+0.0014097i,0.0026988+0.0050188i
0.0065949+0.038767i,-0.012264+0.077487i,-0.034461+0.084216i,-0.020704+0.056812i,0.011332+0.040588i,0.021034+0.037734i,0.014804+0.030121i,0.0086573+0.017877i,0.0048784+0.0055859i,0.0017684-0.0023148i,0.00073324-0.0037194i,0.0018763-0.0018995i,0.00091177-0.001348i,-0.0032086-0.00045871i,-0.0055901+0.0013327i,-0.0041484+0.0015568i,-0.0019402+0.0021743i,0.001064+0.0048348i,0.003303+0.0063146i,0.00125+0.0052691i,-0.0033732+0.0024892i,-0.0051344-0.0013978i,-0.0051486-0.0044901i
-0.021437-0.024909i,-0.027327-0.061868i,-0.014073-0.07816i,-0.012366-0.053407i,-0.031189-0.027233i,-0.038202-0.017183i,-0.028935-0.0091627i,-0.016222-0.00062404i,-0.006397+0.0023327i,-0.0004859+0.00037649i,0.00038586-0.0007589i,-0.0013965-0.000381i,-9.793e-05-0.00051455i,0.0032539-0.0020715i,0.0046742-0.0026418i,0.0035933-0.00098985i,0.0015069-0.0012914i,-0.0027739-0.0040381i,-0.0059072-0.0046489i,-0.0041996-0.0033707i,0.0010583-0.003755i,0.0053065-0.003222i,0.0068344-0.0005829i
0.032356+0.0090124i,0.053957+0.029294i,0.052055+0.045169i,0.036806+0.027505i,0.034703-0.00098815i,0.032071-0.0095015i,0.018911-0.0077262i,0.0061272-0.0065492i,0.00030981-0.0043233i,-0.00035375-0.0010654i,0.00041084-2.6278e-05i,0.00074799-8.3818e-05i,-0.00049105+0.0015226i,-0.0021289+0.0049895i,-0.0018091+0.0063021i,0.00042419+0.0033835i,0.0029457+0.00095529i,0.0064481+0.0012599i,0.0076361+0.00028859i,0.0052018+0.00039227i,0.0012938+0.0037396i,-0.0017348+0.0040767i,-0.0041367+0.0027251i
-0.023461+0.012639i,-0.05054+0.0074889i,-0.057995-0.0089452i,-0.040412-0.0059814i,-0.028025+0.011442i,-0.022451+0.013991i,-0.01127+0.0053249i,-0.0022791-0.00051727i,-3.575e-05-0.00017923i,-0.00011852+0.0016386i,-0.00044237+0.0023416i,5.2982e-05+0.0027792i,0.0014318+0.0009171i,0.0015421-0.0036139i,0.00042218-0.0055033i,0.00029177-0.0034897i,-0.00030595-0.0017504i,-0.0032831-7.4767e-05i,-0.0049656+0.0019357i,-0.0033496+0.00063741i,-0.0013703-0.0030934i,0.00056255-0.0036136i,0.0027956-0.0029848i
0.01157-0.016266i,0.032628-0.026115i,0.047075-0.020802i,0.032534-0.019638i,0.015361-0.029113i,0.012786-0.028418i,0.011264-0.017233i,0.0057029-0.0091923i,-0.0011508-0.0049011i,-0.0050996-0.001017i,-0.0046807-0.0007496i,-0.003526-0.0016054i,-0.0030115+0.0016797i,0.00026072+0.0056617i,0.0035685+0.00553i,0.0028711+0.0024169i,0.002306-3.3758e-05i,0.0028397-0.0038194i,0.0025548-0.006649i,0.0028544-0.0039084i,0.0029+0.0017977i,9.6229e-05+0.0041266i,-0.002728+0.0044874i
0.0050936+0.021946i,-0.0087+0.037975i,-0.020698+0.037785i,-0.0098831+0.024657i,0.0062135+0.021017i,0.0084467+0.022351i,0.0061214+0.017692i,0.0059098+0.006999i,0.0039781-0.0025708i,0.0001921-0.0075336i,-0.00092495-0.0065468i,0.00061292-0.0028205i,0.00069016-0.0027579i,-0.0026592-0.0028341i,-0.0044127-0.00099497i,-0.0019123-0.00085086i,-0.00052188-0.00018865i,-3.3266e-05+0.0025213i,0.001619+0.0031801i,0.00049549+0.0010121i,-0.0023997-0.0021601i,-0.002092-0.004069i,-0.00019502-0.0047976i
