0.0012382-0.00075481i,0.00070466-0.0024314i,-0.00066823-0.0025581i,-0.0016151-0.00077157i,-0.0022359+0.0013621i,-0.0017068+0.0020745i,0.00037846+0.0020161i,0.0017744+0.0018849i,0.0016793+0.00081203i,0.00077338-0.00033892i,7.2018e-05-0.00053001i,-0.00013373-0.00066619i,0.00025706-0.00062588i,0.00018473-0.00030496i,-0.00065534-0.00028854i,-0.00071422+0.0002901i,-0.00010994+0.0005695i,0.00059582+0.0001327i,0.00079839-0.00030423i,0.00074477-0.00068379i,0.0013084-0.00042182i,0.001109-0.0002456i,0.00046247-0.00026204i
-0.0018709-0.001834i,-0.0013142-0.0010251i,-0.00080135-0.00069211i,-0.00018117+2.7262e-05i,-6.8232e-05+0.0003109i,0.0005845-0.00012749i,0.0013191-0.0003122i,0.0011673-0.00062478i,0.00020814-0.0010951i,-0.00029565-0.001846i,6.488e-05-0.0017169i,-0.00011153-0.00083598i,-0.00035437-0.00047587i,0.00052508-0.00044744i,0.00074533-0.00018769i,0.00014579-0.00059573i,-0.00015554-0.00044325i,5.3959e-06+0.00028506i,0.00051331-0.00042578i,0.00056863-0.0011995i,0.00020376-0.00084948i,-0.0004475+0.00044302i,-0.0013308+0.00065749i
0.0018519-0.0025931i,0.00069378-0.0023214i,-0.0014383-0.00083146i,-0.0016771+0.0014553i,1.0945e-05+0.0018867i,0.0011111+0.0011047i,0.0014927+0.0006352i,0.0010927+4.4723e-05i,0.00035314-0.0007396i,-0.0005164-4.9072e-05i,-0.00050517+0.00069544i,-0.00032689+0.00036103i,8.2259e-05+0.00019341i,0.00025671+0.00056815i,-0.00035794+0.00026277i,-0.00039295-0.0003016i,9.9567e-05-0.00032526i,0.00026451-0.00010745i,0.00017539-5.1161e-05i,0.00036917+0.00047458i,0.00040039+2.2717e-05i,0.00064769-0.00049798i,0.0009075+0.00011534i
0.00018019-0.0025757i,-0.00058697-0.0024952i,-0.0012864-0.0023685i,-0.00092244-0.0018531i,-0.00032627-0.00038156i,4.4658e-05+0.00022799i,3.6619e-05+0.00020096i,-0.00062622-0.00024077i,-0.00059435-0.000462i,-0.00017069+0.00041025i,-0.00021062+0.00012852i,-3.0817e-06-0.00047178i,-0.00013439-0.00027906i,6.3594e-06+0.00021098i,-2.5043e-05+0.00038818i,-0.00019159-7.0586e-05i,0.00023338-1.1931e-05i,0.00041898-0.0003286i,-0.0002074-0.0011208i,-0.00027579-0.00073985i,0.00042153-0.00034654i,0.00065049-2.8098e-05i,0.0001539+0.00076296i
-0.0005735+0.00020148i,-0.00026604-0.00033341i,0.00081451-0.00016951i,0.00081547-6.659e-05i,0.00073646-0.00044299i,0.0010291-0.00038397i,0.00088961-0.00052459i,0.00075717-0.00073174i,0.001145-0.00052607i,0.0011808+2.7726e-05i,0.00085372+0.00016665i,0.00044079-0.00013317i,2.712e-05-4.0638e-05i,3.6084e-05-0.00062556i,0.00043668-0.0013166i,0.00032794-0.0011607i,0.00049182-0.00035185i,-7.8706e-05+0.00030428i,-0.00041257+0.0003723i,-0.00012389+0.00030923i,0.00012488+0.00031669i,0.00048637+0.00036726i,-0.00010103+0.00018215i
-0.00063742+0.0022518i,-0.00059857+0.0024021i,-0.00024472+0.0022906i,0.00077635+0.0011656i,0.0012627+0.00010606i,0.0010953+0.00017008i,0.00078953+0.00032814i,0.00023039+0.00049628i,0.00011179+0.00014359i,0.00024331-0.00059167i,-0.00020141-0.00089228i,-0.00044155-0.00028931i,-0.00044906+0.00024402i,-0.00080574-0.00024615i,-0.00068319-0.0013654i,-0.00051314-0.001386i,-0.00032941-0.00049091i,0.00029271+7.1638e-05i,0.00082411+0.00054151i,0.00041096+0.00076141i,-0.00043884+0.00078205i,-0.0003102+0.0001977i,0.00037674-0.00089987i
-0.002166-0.0016644i,-0.0024682-0.002192i,-0.0025406-0.0011438i,-0.0021072+0.00044401i,-0.00060971+0.0014082i,0.00077397+0.00059436i,0.0016899+0.00012649i,0.0018253+0.00036571i,0.00087742+0.00037744i,0.00058657+0.00034283i,0.00043745+0.00030752i,-0.00039317+0.00012282i,-0.00042802-6.9612e-05i,0.00010548-6.4998e-05i,0.00016656-0.0002785i,-0.00012813-0.00024821i,-0.0006784+1.151e-05i,-0.00052364-0.00026281i,0.00014001-0.00016604i,0.00040072-0.00025168i,0.00025195-0.00034214i,0.00023682+0.00035884i,0.00037523+0.00040788i
-0.00062289-0.00038166i,-6.0787e-05-0.00010028i,-0.00049386+5.0403e-05i,-0.00039445-0.0010501i,0.00080811-0.0017069i,0.00065055-0.00089515i,0.0001633+0.00081952i,0.00046568+0.00077806i,0.00033829+9.0389e-05i,0.00065726+0.00017274i,0.00054085+0.0001691i,-0.00018845-0.00037854i,-0.00089717-0.00079314i,-0.0014526-0.00047526i,-0.00078338-0.0006977i,-0.00011337-0.00088896i,0.00030606+8.2985e-05i,-0.00020028+0.00044984i,-0.0010844+0.00087906i,-0.00098712+0.0013148i,-0.00028894+0.0012199i,7.1461e-05+0.00043636i,0.00026954-0.00034966i
-0.00063199-0.0014527i,-0.00067155-0.0023039i,-0.00028967-0.00058405i,0.00030865+0.00035542i,0.00080387-0.00013349i,0.0012149-4.5699e-05i,0.0016938+4.3394e-05i,0.0010736+0.00031518i,0.00013844+0.00035799i,-0.00013281+0.00051454i,0.00035698+0.00060917i,0.00023754-9.3078e-05i,0.00016939-0.00050423i,0.00089306-0.00097413i,0.00068917-0.0014479i,7.1143e-05-0.00087503i,0.00032798-5.8022e-05i,0.00079315-0.00024902i,0.00086539-0.0003523i,0.00079993-5.7142e-05i,0.00073038+0.00018311i,0.0005716-8.9387e-05i,0.00066916+7.5316e-05i
3.5535e-05-0.00026736i,0.00056796+0.00017537i,0.001477+0.0013872i,0.0011951+0.0012233i,0.00012075+0.00032442i,-0.00030287+3.7888e-05i,5.2932e-05+0.00015747i,0.00095695-0.00020137i,0.0019576-0.0010025i,0.0011716-0.0016698i,1.5601e-05-0.0012178i,-0.000412-0.00024248i,-0.00038514-0.00027195i,0.0003009-0.00052522i,-0.0003067-6.4072e-05i,-0.0011738+4.8969e-05i,-0.0011612-7.7001e-05i,-0.00078226-3.164e-06i,-0.0002342-8.3662e-05i,0.00029606+0.00030276i,3.817e-05+0.00024029i,7.919e-05-0.0003992i,0.00062083-0.00021968i
0.0006005-0.0016208i,-0.0012868-0.001113i,-0.0025626-0.0012857i,-0.0022943-0.0013194i,-0.0007785-0.00075028i,0.00046648+0.00075307i,0.00061001+0.0009676i,0.00015094-0.00017981i,-0.00030328-0.00035409i,9.7094e-05-0.00062275i,0.00032928-0.00080833i,0.00056441-0.00081622i,0.0011429-0.00012447i,0.00079477+0.0012161i,0.0003452+0.0013952i,0.000131+0.00052379i,0.00016965-0.00061063i,0.0001174-0.00032006i,-2.142e-05+0.00011528i,-0.00022353-0.00041436i,-0.00025678-0.0010815i,0.00033278-0.00035004i,-6.1379e-05+0.00034972i
3.9022e-05-0.00019805i,0.00015787-0.00027648i,0.00071859-0.00037645i,0.0008621-0.00087785i,0.00015087-0.001304i,0.00011082-0.0011526i,0.0013071-0.00031094i,0.0020945+0.00056382i,0.0012921+0.00057894i,-0.00032274+6.0378e-05i,-0.00095374-0.00030138i,-0.00097939+0.00010085i,-0.0013309+0.00013135i,-0.0013803-0.00021585i,-0.00062304-0.00055495i,-0.00030782-0.00033442i,-0.00028209+0.00052191i,0.00015063+0.00050775i,-0.00011543+0.00010634i,-0.00025004-0.00024613i,3.4696e-05+0.00031135i,-0.00058115+0.00060345i,-0.00073947-0.00024895i
-0.001641-0.00025244i,-0.0011857-0.00031969i,-0.00019069-0.00026475i,0.00033253+0.00037111i,-0.00016815+0.00020766i,-8.8094e-05+0.00058623i,0.00043181+0.0012136i,0.00051864+0.00046968i,0.00057274-0.00032457i,0.00092466-0.00059262i,0.0010211-0.0001518i,-1.2617e-05+0.00017483i,-0.0010081-0.00032732i,-0.00053257-0.0010434i,0.0002749-0.00041806i,-0.00036284+0.00050154i,-0.00068022+0.00049068i,-0.0002356+0.00023217i,-0.0010156+0.00018701i,-0.0011059+0.0001479i,0.00053324+0.00034671i,0.00081146+0.00014906i,1.479e-05-0.00031132i
0.0011391-0.0016815i,0.0014684-0.00051151i,0.00022981-0.00011102i,-0.00089815-3.9336e-05i,-0.00017938+0.00041171i,0.00040525+0.001174i,0.00036326+0.00051892i,0.00085725-0.00071233i,0.00089749-0.00098374i,0.00084813-0.0009477i,0.00078633-0.00044455i,0.00036376+6.4593e-05i,2.1312e-05+2.0097e-05i,-7.2164e-05+0.00036314i,-0.0001642+0.00064724i,-0.0002924+0.00066586i,-0.00035319+0.00061342i,0.00011798+1.1986e-05i,0.00066827+2.893e-05i,0.00055281+0.00057228i,0.00020402+0.00056931i,0.00031082+0.00020332i,0.00070172-0.00030993i
-0.00036593-0.00017426i,7.0931e-05-0.00092385i,0.00019431-0.00017414i,0.00010455+0.00025594i,0.00059957-0.00017887i,0.0011832-0.00084125i,0.00054872-0.00060161i,0.00046622-0.0004796i,0.00026676-0.00090154i,0.00025713-7.331e-05i,0.00053794+0.00036686i,-0.00025369+0.00027036i,-0.0011007+9.6647e-05i,-0.00060292-0.00025671i,0.00011073-0.00039574i,-0.00017151-2.2033e-05i,-0.00098954-0.00010268i,-0.00045759-0.00038721i,-0.00022528-0.00049354i,-0.0013504-0.00020057i,-0.0011165+0.00016679i,-0.00023573+0.00027322i,0.00049226-0.00014746i
-0.0028195-0.002292i,-0.0028235-0.0015971i,-0.0018653-0.00019438i,-0.00115+0.0011832i,-0.00012496+0.0017309i,0.00096958+0.0014564i,0.0014384+0.00027577i,0.0016227-0.00043755i,0.0010553-0.00012294i,-6.5482e-05-0.00032571i,6.9946e-05-0.00046405i,0.00085159+0.00019999i,0.0008854+0.00068822i,0.00085899+0.00047103i,0.00033029-0.0002494i,-0.0001693-0.00058096i,5.127e-05-0.00022458i,0.00020192-0.00021503i,0.00065012-0.00037584i,0.00069623-5.9873e-05i,-0.00013024-0.00059916i,-0.00067986-0.00075463i,-0.00056003+0.00036871i
-0.0022174-0.0012836i,-0.002387+9.6192e-05i,-0.0020909+0.0015277i,-0.00089198+0.0018686i,0.00059303+0.0014082i,0.00098979+0.00061893i,0.00097858-0.0001186i,0.0012163-0.0002171i,0.00080232+4.5403e-05i,0.00016107-4.5596e-05i,0.00070499-0.00092223i,0.00081716-0.0010913i,0.00072111-0.0011228i,0.0013736-0.0011472i,0.00077706-0.00099096i,0.00016792-0.00033232i,0.0006284+0.00025602i,0.00061225+0.00022251i,0.00034476+0.00014693i,-0.00033037+0.0009457i,-0.00087898+0.00090777i,6.6378e-05+0.00035297i,0.00038948+9.8497e-05i
-0.0013483-0.00075171i,-0.001027-6.1279e-07i,-0.0015695+0.00071156i,-0.0012344+0.00079731i,-0.00022522+0.00012752i,0.0010239-0.00045728i,0.0017325-0.00064045i,0.0015406-0.00078302i,0.001-0.00082826i,0.00087992-0.00050029i,0.00042164-0.00051599i,-0.00024773-0.0010211i,-0.00015984-0.0004442i,6.2097e-05-3.9524e-05i,-0.00033574-0.00062881i,-0.0012364-0.0009486i,-0.0013367-0.00054559i,-0.00053237-0.00038459i,-3.6644e-05-0.00057427i,-0.00042592-0.00029733i,-0.00023811-0.0002061i,0.00015394+8.4751e-05i,0.00017386+4.3837e-05i
-0.0004691-0.0009515i,0.0010494-0.00059228i,0.00081334-0.0014421i,0.00070764-0.0015314i,0.0011493-0.00011187i,0.0013326+0.00039651i,0.0016624+0.00079132i,0.0010412+0.00074724i,0.00015792+0.00022772i,9.1433e-05-2.4771e-05i,-0.00014464-0.00037554i,-0.00071766-0.00053245i,-0.00029209-2.1293e-05i,0.00012339+5.4336e-05i,-8.74e-05-0.00035722i,-0.0001643-0.00051101i,-0.0002636-0.00040808i,-0.00072591+6.9276e-05i,-0.00042577+0.00013672i,7.8686e-05+0.00020154i,-0.0002683+0.00052692i,0.00026234+0.00021041i,0.00016761-3.8097e-05i
-0.00069863-0.0021358i,-0.00039077-0.0012571i,-0.00086579-7.3374e-05i,-0.00060314+0.0011273i,-8.6211e-05+0.0012211i,0.00054956+0.00020481i,0.0014551+0.00036628i,0.0015202-0.00033954i,0.0010826-0.00088806i,0.00036671-0.00023018i,-0.00014043+0.00018855i,4.4859e-05-0.00026477i,-0.00017038-0.00021036i,0.00012587-0.00050776i,0.00090682-0.00050901i,0.00054379+4.3109e-05i,-0.00022216-0.00033418i,-0.00013895-0.0011539i,-0.00028475-0.0012115i,-0.00055403-0.00029653i,-0.00085899+0.00015658i,-0.00089715+0.00016248i,-0.00024625-0.00014298i
0.00035334-0.00076309i,0.00049486-0.00074396i,0.0012731+0.00015758i,0.0010582+0.00071276i,0.00030717+7.4749e-05i,0.00018389+0.00022641i,0.00096796+0.00072487i,0.0010937+0.00036441i,-9.732e-05+0.00014003i,-0.00069699+0.00028485i,-0.00015057+0.00030695i,0.00043858+7.1465e-05i,0.00069003+0.00030338i,0.000542+0.00073691i,7.4987e-05-7.0394e-05i,-0.00012227-4.762e-05i,0.00020899+0.00069131i,5.8101e-05+0.00092499i,-0.00067585+0.00054652i,-0.00018053-0.00010076i,-9.5748e-06-0.00023952i,-0.00036407+7.6243e-05i,-0.00023878+5.9237e-05i
0.00068831-2.3694e-05i,8.9648e-05-0.00055463i,0.00039318-0.00061004i,0.0010403-0.00065124i,0.0011053-0.0012677i,0.0010438-0.0015848i,0.0015142-0.00054962i,0.0011608+0.00042238i,0.00051844+6.1396e-05i,0.00043419-0.00025036i,-1.801e-05-0.00074086i,-0.0003063-0.00092899i,-0.0011602-0.00054107i,-0.0018794-0.00085683i,-0.0011138-0.0010082i,-0.00036669-0.00048459i,0.00016452-6.671e-05i,-0.00022575-0.00060276i,-7.7965e-05-0.00060494i,0.00017493+0.00021739i,-0.00011389+0.00064912i,-0.00039925+0.0009933i,-0.00049198+0.00085267i
-0.00057752-0.00089649i,-0.00078524-0.00084839i,-0.00088681+0.00048693i,-0.00025804+0.00037991i,0.00012298-0.00028284i,0.0004183-0.00067823i,0.00091545-0.00066624i,0.0011837-0.0008202i,0.00070441-0.00044621i,-0.00017873+0.00048172i,-0.00045289+0.0010384i,-0.00074498+0.00049173i,-0.0009585+0.00023811i,-0.00033909+0.00018363i,4.6343e-05-0.00013639i,8.3927e-06+0.00016241i,0.00041411+0.00018122i,1.45e-06-0.00055263i,-0.0010411-0.0005824i,-0.0010711-0.00053842i,-0.0001734-0.00011705i,0.00012026+0.00046864i,-0.00011502+0.00062204i
-0.0027018+0.00031252i,-0.0028101+0.00061434i,-0.0022597+0.0012385i,-0.00031579+0.0016603i,0.0012401+0.0014692i,0.0019965+0.00012017i,0.0016424-0.00075474i,0.00087562-0.00075643i,0.00041213-0.00024521i,0.00065911-0.00064188i,0.00019876-0.00073992i,-0.00060893+3.5458e-05i,0.00064687+2.8527e-05i,0.0013266-0.00090934i,0.00028028-0.0011495i,-0.00013512-0.00078549i,0.00056656-0.00027542i,0.00017676-0.000339i,-0.0010697-0.00025729i,-0.00069041-0.00021987i,0.00075271-0.00029893i,0.0011084-0.0002522i,0.00057308-0.00028181i
-0.0020719-0.0017798i,-0.0018604-0.0015271i,-0.0021188-0.0014354i,-0.0019914-6.5745e-07i,-0.0006792+0.0011281i,0.00085587+0.00073834i,0.0013425+1.7556e-05i,0.0013602+0.00017252i,0.0010889+0.00036758i,0.00098157+0.00026937i,0.00096845+0.00042057i,0.0010285+0.00066665i,0.00063906+0.00022997i,0.00055122-3.2767e-05i,0.00014353+0.00051087i,-0.00059502+0.00058177i,-0.00080059+0.00045054i,-0.00016715-7.8167e-05i,0.00064451+0.00019919i,0.00051176+0.00037643i,-7.385e-05-0.00016033i,-0.000131-0.00056804i,0.00042464-0.00036272i
0.00095302-0.00073786i,0.0013333-0.0016705i,-4.2338e-05-0.0014304i,-0.00088199+0.00030543i,-0.00041202+0.0010097i,0.00028693+0.00024202i,2.4645e-05-0.00016999i,-0.0007404-0.00012129i,-0.0015186-0.00025931i,-0.0015488-0.00033947i,-3.2348e-05+8.8893e-05i,0.00067494+0.00027482i,5.6142e-05-0.00060648i,0.0002512-0.0010206i,0.00094062-0.0013399i,0.00096701-0.00069067i,0.00035236-0.0001343i,1.7227e-05-0.00048301i,-0.0001712-1.6213e-05i,-0.00021995-0.00049078i,-1.9392e-05-0.00073244i,0.00047729+6.8236e-05i,0.00024148+0.00037901i
0.0015547-0.00082738i,0.0020052-0.00087012i,0.0025148-0.0008716i,0.0017157-0.00079774i,0.00060107-0.00027309i,0.00042464+0.0010422i,0.00097084+0.0018558i,0.0013344+0.001287i,0.0008841+0.00031389i,0.0003022-0.00019508i,2.681e-05-0.00046161i,-0.0006484-0.00032004i,-0.0012222-0.00010234i,-0.00094495-9.2443e-05i,-0.0010083-0.00031977i,-0.00036188-0.00068128i,5.0583e-05-0.00056305i,-0.00013141+0.00023258i,-1.3888e-05+9.4145e-05i,0.00022454-0.00035448i,0.00069895-3.1844e-05i,3.5768e-05-0.0004088i,-0.0011284-0.0012056i
0.001176+0.0011841i,0.0018086+0.00020181i,0.0024839-0.00087409i,0.0020503-0.00093398i,0.0012144-0.00035696i,0.00043581+0.00018452i,-0.00015031+0.00034747i,6.7171e-05+0.00033124i,0.00052911-0.00024104i,0.00048019-0.00060121i,0.00067096-0.00052343i,0.00084516-0.00059524i,0.0010958-0.00066054i,0.0010204-0.00017947i,-0.00016599+0.00019396i,-0.0002433-9.5825e-05i,0.00056197-0.00015088i,0.00031664+0.00016435i,0.00018705+0.00031479i,0.00056793+0.00034799i,0.00011482-0.00016438i,-0.00037727-0.0003973i,-0.00028883-0.00013483i
0.00083791+0.00015148i,0.00022567-0.00026394i,0.0001883-0.0014794i,-0.00045569-0.0014171i,-0.00052896+0.00013924i,0.0011766+0.0001953i,0.0018082-0.00025075i,0.00081243-0.00011165i,0.00026935-0.00020388i,0.00038712+5.832e-06i,0.00023517+0.0002842i,0.00010581+0.00016634i,1.2511e-05-5.1019e-05i,-0.00055273+0.0002076i,-0.0010138+0.00047429i,-0.00051642+0.00051521i,0.00024859+0.00033697i,0.00047286+6.2552e-06i,0.00067227-4.8449e-06i,-2.5121e-06+0.00017006i,-0.00058308-7.8101e-05i,0.00032697-0.00055388i,0.00044858-0.00072333i
0.00081848-0.0010345i,0.00069016-0.0010402i,0.00090666+0.00011443i,0.0006838+0.0011409i,0.00080195+0.00040613i,0.00048443+0.00042223i,0.00046425+0.0010592i,0.00083764+0.00070927i,0.00096949+0.00030404i,0.00050901-0.00022267i,0.00025508-0.0010678i,4.8104e-05-0.00052498i,-0.00056812-0.00015293i,-0.00060852-0.00046934i,-0.00075414-0.00029908i,-0.00070337-0.00015895i,-0.00015897+2.563e-05i,0.00039963+0.00068464i,0.00042088+0.00094065i,0.00028595+0.00077528i,0.00064326+0.00057149i,0.00086753+0.00024468i,0.00057617-0.0001869i
-0.00097189-0.0021416i,-0.00074307-0.0025861i,-0.00069913-0.0021928i,-0.00079173-0.00097194i,-3.9594e-05+0.00036141i,0.00059987-4.6678e-05i,0.00052189-0.00034579i,3.8831e-05-0.00047954i,-0.00025701-0.00062375i,0.00019417+0.00025131i,0.00027946+0.00047582i,-6.2413e-05+6.611e-05i,-0.00024845-0.0003256i,-0.00036751-0.00064353i,2.2796e-05-0.00090015i,1.1567e-06-0.0010098i,-0.00037451-0.00045237i,-0.00079801-0.0005385i,-0.00052888-0.0007141i,-0.000412+4.6745e-05i,-0.00038018+4.3266e-05i,0.00010086+6.0413e-05i,0.00047578+0.00017217i
0.0002386-0.0015631i,0.00051865-0.0020441i,-0.00042496-0.0018295i,-0.00083829-0.0009384i,-0.00064828+6.9902e-06i,-1.7554e-05+0.00057703i,0.00093351+0.00044062i,0.001368+0.00028487i,0.001149-0.00015823i,0.00015318-0.00055606i,5.9744e-05-0.00045946i,-0.00017948-0.00054993i,-0.00098871-0.00091108i,-0.00050604-0.0010487i,-0.00018727-0.00063347i,-0.00082007-0.00029473i,-0.00059936+4.0344e-05i,0.00071981+0.0001333i,0.001442-4.536e-05i,0.000889-0.00010676i,-0.00011469+9.6174e-05i,9.0256e-05+0.00048939i,0.00018935+0.00053067i
0.0012422+0.00084625i,0.00051101+0.0014371i,0.00014049+0.001826i,0.00071115+0.0005922i,0.00067926-6.4388e-05i,0.00046416+0.00036132i,0.0012238+8.6692e-05i,0.002135-0.00035958i,0.0015662+0.0004683i,0.00078474-0.00019918i,0.00046738-0.0013649i,-0.0002026-0.00061081i,-0.00061062-0.00031346i,-0.00055938-0.001138i,-0.00083834-0.0014954i,-0.0012747-0.0007042i,-0.00092371+9.6992e-05i,-0.00030829+0.00017079i,5.5649e-05+6.2178e-05i,0.00036367+0.00029914i,0.0010904+5.6016e-05i,0.0012752+5.023e-06i,0.0002427-0.0005339i
-0.00036296+6.1551e-06i,-0.00029726-0.00013926i,-0.00071243-0.0002787i,-7.7262e-05-0.00069041i,0.00011225-0.00036172i,0.00028594+0.00053519i,0.00099207+0.00080846i,0.00099076+0.00059868i,0.00070122-0.00017249i,0.00046657-0.0007256i,0.0006221-0.00039818i,0.00037085+0.00035224i,0.00026635+0.001084i,-0.00021579+0.00095377i,-0.00027775-0.00040361i,0.00058625-0.00037975i,0.00056483+0.00051273i,0.0003744+0.0009048i,0.00034263+0.001268i,-9.5868e-06+0.00064073i,6.2774e-05-0.00053853i,0.00050255-0.00047494i,0.00029328+6.97e-05i
-0.0023238-0.0026665i,-0.0030436-0.0016046i,-0.0040304-0.00090476i,-0.0031164+0.00074453i,-0.001503+0.0010164i,-0.00077037+0.00033458i,0.00027346+0.0003961i,0.0011404+0.00028375i,0.00085942-8.1323e-05i,0.00033058-0.00037442i,-0.00010754-0.00014106i,-9.3658e-05+0.00037413i,0.00077268+0.00056749i,0.0015054-0.00016054i,0.0016226-0.00064362i,0.00077935-0.00027835i,-0.00042813+0.00018387i,-0.00078237+0.00022416i,-0.00033059+0.00012614i,-0.00068957-0.00014418i,-0.00054215-0.00014732i,0.00046494+0.00020119i,0.0001972+0.00031418i
-0.00040821-0.00272i,-0.001285-0.0022543i,-0.00085893-0.0016917i,-2.1502e-05-0.0012848i,-0.00054415-0.00075976i,-0.0011323-3.8006e-05i,-0.00023525+0.00061143i,0.0011128+0.00037585i,0.00052-0.00069922i,-0.00041838-0.00089351i,-0.00045574-9.95e-05i,-0.00070636+0.000127i,-0.00064634-0.00048875i,2.254e-05-0.00047469i,1.2592e-05-0.0005107i,-0.00054838-0.00062078i,-0.00072101-0.00027272i,-0.00056915-0.0003586i,0.00020382-0.00070744i,0.00044962-0.0004584i,-0.00077725+0.00016333i,-0.0017485+0.00048139i,-0.0011047+0.00031647i
-0.00067996-0.0014641i,0.0007449-0.0013053i,0.0020298-0.00024096i,0.0016961-6.524e-05i,0.0013684-0.00087455i,0.0010597-0.00084892i,0.00035499-0.00045994i,0.00016459-0.00024144i,0.0010935-0.00023758i,0.0014528-0.0006022i,0.00070855-0.0011813i,0.00013017-0.00097242i,-0.00031644-0.00027392i,-0.00035161-2.4075e-05i,-6.6144e-05-8.9007e-05i,-0.00034026+0.00014642i,-0.00048289+0.00086083i,-0.00031619+0.00056293i,-0.00066962-0.00025783i,-0.0011399+3.6021e-05i,-0.0007193-9.2033e-05i,8.0162e-05-0.00037744i,0.00017508+0.00037035i
0.00027592-0.0019224i,-0.00076436-0.0011801i,-0.0016063-0.00029685i,-0.0020726+0.00078702i,-0.0016213+0.00026302i,-0.00083114-0.0003608i,0.00049932+4.6471e-05i,0.001088-4.3427e-05i,0.00087285-0.00018784i,0.00011747+2.2422e-05i,-0.00059508-0.00036999i,2.0081e-05-0.00039748i,0.00049116-0.00050819i,0.00027104-0.00038171i,0.00056063+8.2526e-05i,0.00082721+0.00012501i,0.00041763-0.00015722i,0.00035932-2.6985e-05i,-0.000144-0.00016681i,0.00025536-0.00061861i,0.00048009-0.00043115i,-0.00042972-0.00027715i,-0.00099877-0.00021163i
0.0013103+0.00044887i,0.00069619+0.00058514i,0.0002641+0.00089985i,0.00063045+0.0011056i,0.00061636+0.0009116i,0.00043747-0.00011941i,0.00026323-0.00058544i,-0.00032739-0.00052151i,-0.000971-0.00081718i,-0.00067847-0.00069945i,9.3433e-05+3.64e-05i,-0.0003631+0.00025434i,-0.00064106-8.7489e-05i,-0.00046802-0.00074657i,-0.00031076-0.00041856i,-0.00049774-0.00021672i,-0.00035847-0.00054321i,0.00072283-0.00012352i,0.00086101-0.00019388i,0.00014294-0.00071833i,-0.00022999-5.8296e-06i,-0.00042438+0.0010814i,-0.00057531+0.00094653i
-0.00021646+0.0002198i,-9.3192e-05+7.8547e-05i,0.00051996+0.00035744i,0.00011612+0.00040539i,2.2505e-05+0.00049248i,0.00029391+0.00031259i,0.00020188+0.00042739i,0.00014655+0.00029829i,0.00080483-0.00019189i,0.0012269-0.00025867i,0.00090193-0.00041026i,0.00013181-0.000751i,-0.00043368-0.00081824i,-0.00060024-0.00089673i,-0.00033378-0.00068333i,-0.00020161-0.00081691i,0.00012966-0.001067i,-2.2919e-05-0.00054391i,-0.0005937-0.00025898i,-0.00029198-0.00015338i,0.00019888+0.00053529i,0.0005807+0.0012216i,0.00031403+0.00049403i
-0.0010998-0.00010738i,-0.0010648-1.7198e-05i,-0.0017286+0.00086742i,-0.0013826+0.0015878i,-7.8448e-05+0.0013893i,0.0013718+0.00058098i,0.0019368+0.00026644i,0.0011229-0.00024269i,0.00062749-0.00083636i,0.0011001-0.00053483i,0.00032142+0.00011304i,-0.00083725+0.00013636i,-0.0010084-3.7984e-05i,-0.00093943-0.00024526i,-0.00033056-0.00026595i,0.00080217-0.00025085i,0.00023636+0.00045802i,-0.0015217+0.0003798i,-0.0012364-0.00072191i,4.6581e-05-0.0010762i,0.00051114-0.00081332i,-0.00023146-0.0002654i,0.00036124-0.00011963i
-0.00050283+0.0010311i,-0.00089439+0.00051094i,-0.0013064+7.5904e-05i,-0.00021074-0.00023115i,0.001574-0.0007515i,0.0022842-0.00086573i,0.001609-0.00016763i,0.00039294+0.00030155i,0.00079548+2.0326e-05i,0.0011948-0.00049008i,0.00057837-0.0012248i,0.00060853-0.00088682i,0.00035015-0.00016043i,-0.00058681-0.0010662i,-0.0011535-0.00101i,-0.00087526-0.00012529i,-0.00032923+0.00082638i,-0.0001097+0.00084723i,-0.00064071-6.1547e-05i,-0.0013581-0.00021682i,-0.00058928+0.00023427i,0.00041237-0.00017566i,2.3802e-05-0.0010411i
-0.0015753-0.002574i,-0.0013396-0.0025575i,-0.0015288-0.0010683i,-0.0010467+3.6725e-05i,0.00042261+0.000213i,0.0012387+0.00053909i,0.00095417+0.00098761i,0.00047667+0.00040584i,-8.8259e-05-0.00080747i,-0.00027195-0.00074533i,-0.0003867+0.00071049i,-0.00064212+0.00097622i,-0.00047116-7.3002e-07i,-0.00027343-0.00078838i,0.00046409-0.00046151i,0.0002773+7.5558e-05i,-0.00051546+0.0002951i,-0.00035537+0.0001674i,-6.5711e-05-0.00029195i,3.1977e-05-0.00027545i,-0.0001769-0.00038072i,-0.00046984+0.0001118i,-0.00023088+0.00040386i
-0.00067802-0.0019346i,-0.00059237-0.0011368i,-0.00086712+0.00011873i,-0.0004822+0.0008443i,0.00085139+0.0011315i,0.0018513+0.0012458i,0.0013003+0.00066515i,0.00048324-0.00039417i,0.00063257-0.00013122i,0.0005831+0.00045221i,0.00030861-0.00016794i,3.8348e-05-0.00035586i,-8.8483e-05-1.7178e-05i,4.0987e-05-0.00014562i,0.00014856-0.00066732i,0.00038832-0.00099726i,0.0001158-0.00087194i,-7.2447e-05-0.00081781i,0.00010119-0.00038596i,0.00040551-0.00026306i,0.00035756+0.00026945i,-0.0003245+0.00073314i,-0.00034238+0.00046489i
