-0.0015136-7.8962e-05i,0.00031015-0.0011796i,-0.0014845-0.0010509i,-0.0025471-0.00015619i,-0.0021904+0.0013781i,-0.0012829+0.0016197i,-0.0006546+0.0010825i,-0.00017031+0.00083588i,0.00057779+0.0004936i,0.00094278-0.00059695i,0.00026927-0.00061086i,0.00029322+3.3176e-05i,0.0011751+0.00018233i,0.0012834-0.00049177i,0.00087655-0.00038122i,-0.0004359+0.00074192i,-0.00082475+0.00043554i,0.00012694-0.00018592i,0.00049488+2.6222e-05i,0.00022027+9.3055e-05i,0.00017857-2.2592e-05i,5.7298e-05-0.00048903i,0.00054575-0.00055043i
-5.2202e-05+6.3476e-05i,-5.3604e-05-3.0119e-05i,-0.00097471-0.0013445i,-0.0019157-0.00083895i,-0.0029351+3.3224e-05i,-0.0025246+0.00022471i,-0.00092842+3.5147e-05i,1.0923e-06-0.00069679i,0.00024522-0.00055992i,9.9637e-05+0.0004121i,-0.00018682+0.00067929i,-0.00015981+0.00018253i,-0.00022174+0.00070194i,-0.00010757+0.00092964i,2.6925e-05+0.00032984i,0.00019595+0.00049423i,5.1105e-05+0.00073712i,4.5593e-05+0.00050772i,0.00035162+0.00060645i,-0.00011723+0.00013825i,-0.00064763-0.0001434i,-0.0003159-9.7348e-05i,0.00031452+0.00018948i
-0.0011406-0.00094915i,-0.00065179+0.00068175i,0.00018976+0.0010492i,0.0010839+0.0014212i,0.0017271+0.0012458i,0.0012996+0.00056134i,0.0002376+0.00031576i,-0.00066482-0.00087283i,-0.00062958-0.0016033i,-0.0007282-0.00090809i,-0.00087007+8.542e-05i,-0.00059683+0.00044288i,-0.00066881+0.00082804i,-0.00071411+0.0011808i,-0.00042091+0.00046871i,-0.0003985+0.00034067i,-0.00057335+0.00063954i,-0.00024107+0.00089518i,0.00042075+0.00097017i,0.00071028+0.00040933i,0.00069971-0.00032172i,0.00090717-0.00089416i,0.00023858-0.00054678i
-0.0011165-0.0014434i,-0.001691-0.00081132i,-0.0019356-0.00057356i,-0.0010848-0.0005877i,-0.00096502+0.00034223i,-0.00059314+0.00042013i,-0.00030046+0.00042467i,-0.0002507+0.00041729i,-0.0004578+5.6557e-05i,-0.00069344+0.00056036i,-0.00067999+0.0013375i,-0.0004623+0.0019383i,0.00027947+0.0016035i,0.00058793+0.00054945i,0.00052863-9.3987e-05i,-0.00011934+3.9165e-05i,-0.0006859+0.00072244i,1.702e-05+0.00092582i,0.00047427+0.00039604i,-4.0947e-05+0.00014101i,-0.00071275-0.00037052i,-0.00060736-0.00088007i,-0.0008023-0.00072065i
-0.00048045-0.0015648i,0.00024118-0.00024705i,5.0942e-06-0.000292i,-0.0013733-0.00030084i,-0.0022799+2.9607e-05i,-0.00074262-6.1422e-05i,0.00068619-0.0010203i,0.0005767-0.001186i,-0.00033376-0.0013203i,-0.0012147-0.001135i,-0.00080846-0.00054837i,-0.00029641-0.00054076i,-0.00038662-0.00051719i,-5.6196e-05-0.00040993i,9.2081e-05-0.00087276i,6.6924e-05-0.00099695i,0.00062728+0.00011548i,0.00052728+0.00052017i,-0.0001926+0.00015886i,-0.00031457-0.0004803i,2.7921e-05-0.0013596i,-0.00032536-0.0018741i,-0.00016696-0.0016477i
0.00013737+0.00047653i,7.9121e-05+0.0013697i,-1.2908e-05+0.0013095i,-0.00052559-0.00023183i,-0.00066625-0.0011315i,-0.0010359-0.00090529i,-0.00079625-9.8823e-05i,-0.0003771+0.00062363i,-0.0003616+0.00048647i,-0.00040275-3.7121e-07i,-0.00049811-0.00041138i,-0.00054481-0.00014794i,-0.0010355+0.00069747i,-0.00054908+0.00087412i,0.00054319+0.00055487i,0.00022036+0.00084023i,-0.00010557+0.0010081i,0.00020135+0.00036897i,-0.000661-0.00017496i,-0.0010015+0.0002465i,-0.00018485+0.00060783i,-0.00052972+0.00045982i,-0.00068574-0.00041431i
-0.00046594-0.00031702i,-0.001399-0.00076263i,-0.0018306-0.001047i,-0.0012662-0.00065507i,-0.0012853-0.00031034i,-0.0016771+0.00012415i,-0.0012181-0.00061419i,-0.00069731-0.0015447i,-0.0006807-0.00083744i,-0.00036259+0.00043936i,-0.00052752+0.00057373i,-0.0009478+0.00046754i,-0.00033164+6.2932e-05i,0.00052704-0.00011919i,0.00047109-0.00072318i,-0.00046034-0.00095186i,-0.00059705-0.00039073i,0.00011698-2.2787e-05i,0.00013636-0.00015184i,-3.3967e-05-0.00043133i,0.00014431+1.1259e-05i,0.00026265+0.0001939i,0.00024269+0.00029239i
-0.00010722-0.00038679i,0.00096811+0.0010514i,0.00052803+0.00081288i,-0.00034269-0.00014092i,-0.0007394+0.00035719i,-0.00054776+0.00084761i,-0.00028377-8.6158e-05i,-0.0003486-0.00015429i,-0.00067085+0.00011858i,5.0924e-05+0.00018793i,0.00045429+0.00043491i,0.0002524-0.00013275i,-0.000148-0.0002724i,-0.0002748+2.2044e-05i,-2.5406e-05-0.00012933i,2.2909e-05+0.00055518i,-0.00029518+0.0011849i,-0.00046861+0.00058485i,-0.00028177-2.0075e-06i,-0.00023527+7.1779e-05i,-0.00018863+0.00033077i,7.5262e-05+0.00054335i,0.00030136+0.00045165i
-0.0010882+0.0007186i,-0.0014668+0.0010338i,-0.00062424+0.0011547i,-0.00051277+0.0011776i,-0.0011072+0.00090983i,-8.1892e-05+9.48e-05i,0.00054528+0.00025491i,0.00047827-0.00046782i,-0.0003469-0.0011089i,-0.0012841-0.00014399i,-0.0013013+0.00031601i,-0.00078004+0.00016024i,9.9119e-05-0.00015861i,-1.5963e-05-0.00039924i,-0.00039174+4.7524e-06i,0.00025686+0.00042649i,0.00042785+0.00062821i,0.00061846+0.00021652i,0.00066625-0.00053694i,2.0488e-05-0.00074682i,3.9308e-05+0.00019524i,0.00017193+0.00043625i,0.00038369-0.00049998i
-0.00084325-4.8673e-05i,-0.00042289+0.00069442i,-0.00068237+0.00060986i,-0.00098468+0.00059431i,-0.00036252+0.00089673i,0.0011263-0.00025906i,0.0016504-0.00092808i,0.0009793-0.00065983i,0.00026484-0.00091865i,-0.00020763-0.00058927i,-0.00022726+0.00036773i,-0.00067091+0.00093575i,-0.00066422+0.00016931i,0.00030296-0.00043527i,0.0010651+8.427e-05i,0.00068963+0.00044324i,5.9447e-05+4.6174e-05i,0.00075534-0.0004947i,0.00072138-0.00084939i,-0.0002079-0.0012462i,0.00011155-0.0011441i,0.00051741-0.0010272i,3.8523e-05-0.00067957i
-0.00063181+0.0013238i,-0.0010615+5.9513e-05i,-0.0017528-0.00036046i,-0.0012992+0.00027571i,-0.00068648+0.00015632i,-0.00015503-0.00026782i,-0.00012555+0.00032284i,4.1361e-05+0.00029848i,0.00020545-0.00025538i,-0.00066292+0.00042185i,-0.0012287+0.0011915i,-0.00071162+0.00063219i,-0.0001957+0.00064362i,0.00014573+0.00057187i,0.0005306+0.00058808i,0.00039609+0.0004543i,-0.00043617+0.0010008i,-0.00060812+0.00099i,0.00029308+0.00055686i,0.00021947+0.00066007i,-0.00022375+0.00036666i,-0.00044877-0.00013957i,-0.0011191-0.00054305i
-0.0015254-9.0404e-06i,-0.00010226+0.0015704i,0.00022241+0.0027126i,0.00031132+0.0029659i,0.00052437+0.0025546i,0.0012999+0.0014481i,0.0015607+0.00039472i,8.4429e-05-0.0012406i,-0.0017482-0.0021248i,-0.0015744-0.00087088i,-0.00053904+0.00039549i,-0.00025326+0.00058599i,-0.00017834+0.00021155i,-8.154e-05+0.00011995i,-7.334e-05+0.00030676i,0.00013076+0.00024354i,0.0001169-0.00027231i,-0.00037361-0.00022827i,-0.00023721+0.00073091i,-0.00025432+0.00075452i,0.00066572+0.00018357i,0.00088062+9.5477e-05i,0.00029454+6.0187e-05i
0.0010336+0.001214i,0.00081869+0.00093526i,0.00074038-3.7316e-05i,0.00028118-0.00038228i,-0.00011844-0.00041061i,0.00011517-0.0004242i,-8.1717e-06-8.9195e-05i,0.00044832-0.00017148i,0.00068832-0.00044209i,6.6315e-05+0.00022608i,-0.00010894+0.00042871i,-7.323e-05+1.0583e-05i,0.0004837-0.00034776i,0.00044409-0.00028175i,-1.1566e-05+0.00042477i,-0.00018078+0.00089196i,0.00010565+0.00039144i,0.0010253-0.00039253i,0.0012454-0.0011945i,0.00069936-0.00151i,0.00012262-0.00082949i,-0.00062556-0.00077859i,-0.0010568-0.00066425i
-0.001394-0.00057331i,0.00012277-0.00126i,-0.00059107-0.0014449i,-0.0013546-0.00033016i,-0.00088148+0.00090508i,0.00031668+0.0016078i,0.00014214+0.00064109i,0.00013523-0.00056985i,-4.6708e-05-0.00083979i,-0.0012247+4.46e-05i,-0.0014371+0.00037762i,-0.00062775+0.000582i,-0.00041734+0.00092043i,-0.0001718+0.00055812i,0.00055511+0.00062238i,0.00086066+0.0011244i,0.00091177+0.00060029i,0.0011129-0.00021423i,0.00051003-0.00028748i,-0.00069247+1.0392e-05i,-0.00099143+8.7668e-05i,-0.00033009+0.000226i,-0.00020845-0.00068436i
0.001753+0.0030834i,0.002364+0.0033654i,0.0031893+0.0029252i,0.0023138+0.001904i,0.00096708+0.00074038i,0.00059378-0.00052394i,-0.00032686-0.00098409i,-0.00083993-0.00023379i,-0.00077683+0.00027934i,-0.0010161-6.0246e-05i,-0.00047686+0.00013589i,-0.00015313+0.00059636i,-0.00082969+0.00070434i,-0.00099644+0.00029874i,-0.00081738+0.00039854i,-0.00049323+0.00080368i,0.00026945+0.00089811i,9.749e-05+0.0004146i,-0.00020902+0.00044876i,-4.5194e-05+0.00052999i,-0.00025866-6.6197e-05i,-6.9798e-06+6.0711e-05i,0.0001808+0.00056854i
-0.00084867+7.2053e-05i,-0.00036967-0.00039614i,0.0004143-0.00077314i,-0.00011898-0.00096059i,-0.00033097-0.00099255i,-0.00014182-0.00081214i,4.7196e-05-0.00083268i,0.00022994-0.0016167i,0.00010839-0.0021319i,-0.00034235-0.0014313i,2.0217e-05-0.000469i,0.00030467+0.0001474i,-1.8487e-05+0.00091474i,-0.00014025+0.00093735i,0.00015979-4.2169e-06i,0.00011108-0.00030108i,-0.00023836-0.0001873i,-0.00034531-0.00051234i,0.00020515-0.00068036i,0.00020064-0.00025841i,-0.00053261+0.0001634i,-0.0010391+0.00038501i,-0.0012399-0.00014485i
-0.00025195-0.00062554i,0.00059078-0.00055978i,0.00081814-8.2189e-05i,0.00021643-0.00010636i,2.6977e-06-0.00039912i,3.3972e-05-0.00044712i,-0.00066002-5.4482e-05i,-0.00021279-0.00015389i,0.00054883-0.00041375i,-0.00023576+0.00012944i,-0.00056975+0.00065754i,-0.00059318+0.00096607i,-0.00065163+0.0003079i,0.00040799+0.00019148i,0.00091236+0.0010442i,0.00090338+0.00062143i,0.00066283-0.00014412i,0.00079369-0.00058023i,0.0006495-0.00065796i,0.00074535-0.00047751i,0.0012143-0.00046194i,0.00077005-4.1898e-05i,0.00050668+0.00011347i
0.0014498+0.0016506i,0.0015+0.0015215i,0.0007394+0.000262i,0.00064748+0.00053592i,0.00053972+0.00053727i,0.00058611-0.00056739i,9.5586e-05-0.0013691i,-0.00026536-0.00087809i,-0.00020793+0.0010546i,-0.00021745+0.0014762i,-0.00072926+0.00090186i,-0.00092467+0.00068558i,-0.0006928+0.0009851i,2.8285e-05+0.00044669i,0.00014235-0.00041246i,-0.00018878-0.00068142i,-6.7691e-05-0.0002046i,-0.0003407+0.00016767i,-0.00018871-0.00060429i,-1.4851e-05-0.0011133i,-0.00010127-0.00017333i,-0.00018975+0.00038614i,-0.00011411-0.00033545i
-0.00056555+0.00042661i,0.00045706+0.0002195i,0.0013985-0.0002479i,0.0006848-0.00053742i,-3.3415e-05-0.00057047i,-0.00025447-0.00059082i,-0.00065151-6.3231e-05i,-0.00085542-0.00034569i,-0.00043896-0.00038756i,0.00025918+8.93e-05i,0.00039741+0.00087961i,-8.5225e-05+0.0017667i,-0.00048578+0.00071004i,-0.00033055+0.00014936i,0.00026179+0.00013749i,0.00070332-0.0003475i,0.00076031+9.5548e-05i,-8.6031e-05+0.000756i,-0.00052327+0.00043794i,0.00034445-0.00034943i,0.00013735-0.00072731i,-0.0012861-0.00060281i,-0.0017396-0.00059274i
0.00033968+0.0014429i,0.00013558+0.00066372i,-0.00034663+0.00098015i,-5.0443e-05+0.0018305i,0.00099284+0.0018094i,0.0013754+0.00083605i,0.00092468+1.3047e-05i,-0.00011898-0.00015593i,0.00058482+4.9449e-05i,0.0012632+0.0005419i,0.00048638-0.00047313i,-0.00034327-0.00065325i,-0.00077914+0.00051885i,-0.00080683+0.001537i,-0.00041722+0.0010746i,-0.00021132+0.00032052i,-0.00029768+0.00050355i,-0.00024288+0.00019371i,-0.00017191+0.00019675i,0.00011689+4.3084e-05i,0.00068212-0.00076753i,0.00058342-0.001515i,-2.9442e-05-0.001542i
-0.00028736+0.00097853i,3.7739e-05+0.00014697i,0.0013582+0.00019589i,0.0014194+0.00057318i,-0.00014552-0.00083511i,-0.00070038-0.0019047i,-0.00076832-0.0016703i,-0.001269-0.00064148i,-0.00092304-0.00016525i,-0.00069875-0.000682i,-0.0014819-0.00046037i,-0.0015095-1.0015e-05i,-0.00055897+0.00034277i,-0.00039859+0.00051497i,-0.00018189+3.3079e-05i,0.00068472-0.00017153i,0.00047314-0.00040362i,0.00034868-0.00058522i,0.00022115-0.00042053i,-0.00049376-0.00035491i,-0.00077891-0.00067223i,-0.00023524-0.0004908i,0.00032286+1.5318e-05i
-7.7626e-05-0.00056228i,-0.0004454-0.0025606i,0.00027164-0.0033606i,-0.00012451-0.0018106i,-0.0011209-0.00055664i,-0.0019351-0.00068191i,-0.0019887-0.0010219i,-0.0012929-0.00085052i,-0.00063982-0.00016956i,-0.00053901-0.00014686i,-0.0010039+0.00015992i,-0.0012069+0.00014622i,-0.00013802+2.0243e-05i,0.00016125-0.00038895i,-2.2655e-05-0.00048656i,-8.3827e-05-1.2146e-05i,0.00021235+0.00061537i,0.00042177+0.0003978i,0.00062789+0.00011366i,0.00088135+0.00015036i,0.0009428-0.00035234i,0.00043264-0.00072539i,0.00040614-0.00050772i
-0.00067963+0.0026829i,-0.0013062+0.00096035i,0.00032394+0.00059126i,0.0023328+0.0013303i,0.0019256+0.00029625i,0.00022779-0.00088848i,-0.00066418-0.0011404i,1.4717e-05-0.00028846i,-3.1768e-05+0.00034248i,-0.00072691-9.5583e-05i,-0.0010868-0.00011746i,-0.00077481+0.00026553i,0.00042317+0.0004153i,0.00051185+0.0014643i,0.0002192+0.0018154i,0.00015107+0.00095316i,0.00033761-0.00028812i,0.0012341-0.00037266i,0.0017461-0.00039836i,0.001227-0.0010371i,0.00038286-0.00083776i,3.4308e-06-0.00018926i,-0.00022333+0.00037055i
3.3193e-05+0.00019711i,-0.00026756+0.00022006i,-0.00025058+0.00092451i,0.00048999+0.0006969i,0.0012016+0.00010948i,-0.00013713-0.0011531i,-0.00071251-0.0011385i,-0.00060662+7.5398e-06i,-0.00037669+0.0008392i,-0.00028016+0.0012902i,-0.00049353+0.0012315i,-1.4188e-05+0.0013336i,-0.000205+0.001368i,-0.00022526+0.0005783i,0.00025929+0.00024584i,-0.00022296+0.00070532i,-0.00048624+0.0010001i,-0.00016739+8.3964e-05i,-0.00013484-0.00070647i,0.00013815-0.00013604i,0.00085327+0.00046947i,0.00034349+0.00082329i,-0.00032235+0.00087711i
0.00093378+0.00048994i,0.00085083+4.7355e-05i,0.00083354-0.0010744i,0.00020412-0.0017381i,-0.00039454-0.001779i,-0.00019624-0.0014382i,0.00040867-0.00031337i,0.00069772-9.0238e-05i,-7.0251e-05-0.000383i,-0.0005427+0.00015048i,-1.2816e-05+0.00090234i,0.00018146+0.001313i,4.5638e-05+0.00040865i,0.00013596+0.00017087i,0.00016134+0.00035621i,0.00042464+0.00014468i,0.00039213+0.00059202i,-0.00059897+0.0011786i,-0.0010627+0.001012i,-0.00066105+0.00020224i,-3.2791e-05-0.00034894i,0.00052218+0.00025937i,0.0009304+0.00097727i
-0.0012063+0.0015525i,0.00019152+0.00041891i,0.00091751+0.00011085i,1.4941e-05+0.00013216i,-0.00064006-1.3858e-05i,-0.0014124-0.0001174i,-0.00049231-0.00037483i,0.00078023-0.00024298i,6.3964e-05+9.8882e-06i,-0.00098029+0.00036958i,-0.00068645+0.00059841i,8.1868e-05+0.00048696i,-6.6427e-05+0.00080367i,-0.00052932+0.0013556i,-0.00019242+0.00091976i,0.00022581+0.00091302i,7.0635e-06+0.00053959i,-0.00033769-0.00089667i,-0.00071391-0.00098216i,-0.00060304+0.00012801i,-0.00028507+0.0007682i,2.3884e-05+0.00037001i,-0.00015673+0.00012483i
0.00068754-0.00091517i,0.00060097-0.00031965i,-9.4301e-05-0.00088508i,0.00041966-0.0012961i,0.00062314-0.00035777i,0.00066488+0.00071648i,3.8603e-05+0.00090521i,-0.00039797-3.0637e-05i,-0.0011838-0.00045193i,-0.0015666+0.00043394i,-0.00050827+0.0016729i,0.00015646+0.0017299i,0.00049099+0.00096878i,0.00046616+0.00025289i,0.00061081+0.0001082i,0.00095396-1.4906e-05i,0.00061113-0.00059092i,0.00034438-0.00092022i,0.000142-0.00046991i,0.00032608-0.00023745i,4.5547e-05-0.00031038i,-0.00051652-7.3472e-05i,-0.0012375+0.00034984i
0.00039679-0.00045662i,-0.00050323-0.0009506i,-0.00085911-0.0014648i,-0.0019556-0.0019561i,-0.0024837-0.0017809i,-0.0016928-0.00020063i,-0.00052516+4.8491e-05i,0.00029809-7.2682e-05i,0.00017176+3.6147e-05i,-0.00010384-4.1151e-05i,-0.00010473+9.4075e-05i,0.00019047+0.0009938i,0.00054768+0.0019448i,0.00081279+0.0015347i,0.00053131+0.00014928i,-7.3863e-05-0.00038747i,-8.1797e-05+0.00028416i,0.00015557+0.00051401i,0.00019577+0.00012416i,0.00050091+0.00011686i,0.00065033+0.00020416i,0.00025903+9.2221e-05i,-0.00036885+0.00013166i
0.00024216+0.00046831i,0.00091539+0.00022727i,0.00074955+0.0001178i,0.00069592+0.00033731i,1.4712e-05+0.001003i,-0.00049254+0.00050566i,-0.00015077+3.2801e-05i,0.00058518-0.00034316i,0.00069497-0.0012323i,0.00030818-0.0009973i,-0.00022676-0.00020948i,-0.00033906+0.00072597i,-0.00043862+0.001426i,-0.00044239+0.00068192i,-6.7453e-05+0.00017375i,-0.00014183+8.8053e-05i,-0.00049356+0.0001057i,-0.00047895+0.00059161i,-6.4475e-05-0.00020566i,0.00015667-0.00082295i,0.00048803-0.00044267i,0.00024303-0.00055178i,-0.00019065-0.00071884i
0.00079686-6.6139e-06i,0.00050854+0.00024513i,0.00010838+0.0003194i,-0.00072219-0.00012286i,-0.0015058-0.00073833i,-0.0015037-2.3883e-05i,-0.00050935+0.00025488i,-0.00058126-0.00040539i,-0.0011836-0.00041771i,-0.0011295-0.00016083i,-0.0012349+0.00033304i,-0.001236+0.0012225i,-0.0005403+0.0014047i,8.5748e-05+0.0017277i,-0.00017454+0.0011088i,-8.313e-05-0.00018447i,-1.1557e-05+9.7826e-05i,-0.0005175+0.00053556i,0.00033737+0.00017464i,0.0012646-0.0001242i,0.00018771+0.00024754i,-0.00051853+0.00045364i,-0.00036714+0.0011028i
-0.00187-0.00087928i,-0.0017001+3.3957e-05i,-0.00084423-0.00012094i,-0.00074062+0.00095847i,-0.0014061+0.0013892i,-0.0011543-5.7577e-05i,0.00030332-0.00068144i,0.00067317-0.00048657i,-0.00056712-0.00053366i,-0.0015659-0.00013205i,-0.00098135+0.00078693i,-0.00029176+0.00095696i,0.00018548+0.00021887i,0.00076712+0.00028784i,0.00089002+0.0012439i,0.00054678+0.001486i,7.5908e-05+0.0011165i,-0.00035993+0.00077324i,-0.0002862-0.00035001i,0.00039241-0.00056049i,0.00016906+1.6176e-05i,-0.00014309+0.00013664i,7.2625e-05+0.00023832i
0.00050167+0.0013143i,0.00045818+0.00059842i,0.00061289+0.00041489i,0.001434+0.00044257i,0.0011495-0.00011294i,0.0003096-0.0016825i,0.0005918-0.0016897i,0.00057226-0.00051957i,0.00037249+0.00021336i,0.0005714-1.3346e-05i,0.00051819+0.0001317i,-0.0001425+0.00086799i,-0.00092035+0.00090531i,-0.0009005+0.00042237i,0.00016207+3.4407e-06i,0.00040063+0.00026012i,-4.3516e-05+0.00080499i,0.00028574+0.00054187i,0.00051193+0.00033549i,0.00059637+4.4443e-05i,0.00040242-3.7996e-05i,-8.9466e-05+0.00063897i,-0.00017264+0.00045037i
-0.00017272-0.0010323i,-0.00047954-0.00027433i,-0.00086658+0.00084743i,-0.0010925+0.00025748i,-0.00030002-0.00026058i,-0.0007067-0.0007159i,-0.00093997-0.0011628i,-0.00045408-0.00070293i,-0.00052667-0.00014028i,-0.00024271+0.0003944i,-0.00025357+0.00098925i,-0.00086058+0.00088512i,-0.00090563+0.0010325i,-0.00057626+0.00047024i,-0.00022974-0.00022594i,-0.00045733-7.9627e-05i,0.00013553+2.7928e-05i,0.00084939+5.5501e-05i,0.000374-2.7816e-05i,-7.9054e-05+0.00015684i,7.5623e-05+0.00056926i,0.00021394+0.0011151i,0.0007088+0.0010515i
-0.00025873+8.189e-05i,-0.00050206+0.00015248i,-0.0010655+0.00014892i,-0.0011627-2.2073e-05i,-0.00074805-0.00037959i,-0.00035136-0.00090871i,-5.7168e-05-0.00044703i,0.0001321-0.00043015i,-1.7509e-05-0.00059109i,-0.00033651-8.4582e-05i,-0.00028947-0.00012534i,-0.00082501-0.00015888i,-0.00031946-0.00041267i,0.00035722-0.00017652i,0.00029393+0.00057243i,0.0006969+0.00087265i,0.0004883+0.00038105i,-0.00030464-0.00039759i,-0.00031493-0.00018191i,-7.1542e-05+0.00016087i,-0.00046735-9.8267e-05i,-0.00097357-2.4491e-05i,-0.00071889+0.00076059i
-0.001042+0.00073777i,-0.00063301+0.00047577i,-0.00071496+0.001294i,7.0932e-05+0.0010192i,0.0011588+0.00015069i,0.00029036+5.5707e-05i,-0.00078867-0.00018753i,-0.00057974-0.00062958i,2.8227e-05+0.00017547i,-0.00034765+0.001231i,-0.00043808+0.0010877i,0.00022945+0.00057769i,-2.6263e-05+0.0003923i,-0.00055918+0.00040793i,-0.00082401+0.00041306i,-0.00026074-1.6994e-05i,0.0003898+0.00059581i,0.00067238+0.00076066i,0.00039171-0.0002917i,-3.1077e-05-0.00032328i,0.0002741-0.00044852i,0.00031248-0.00082265i,-0.00042959-0.00021239i
0.0011359+0.0003167i,0.0011471+0.00031314i,0.00039531-0.0016673i,1.5508e-05-0.0017131i,-0.00062241-0.00037976i,-0.00064713-0.00034487i,-0.00038202-0.0004848i,-1.0798e-05-0.00059338i,0.00043615-0.0001021i,-0.00018185+0.00046766i,-0.00078969+0.00063661i,-0.00085425+0.0007896i,-0.00047912+0.00055791i,0.00013115+0.00051909i,0.0001479-0.00055736i,0.00021253-0.0011179i,-0.0002542-0.00022428i,-0.00020646-2.5653e-05i,-6.6172e-05-0.00061694i,-0.00015493-0.00065957i,0.00047877-0.00025845i,0.00043349-0.00070775i,0.0007652-0.0009393i
-0.00036656+0.0010627i,-0.0011818+4.1847e-05i,-0.00083869-0.00057571i,-0.00053444-0.0009414i,-0.00040811-0.001505i,-0.00068251-0.0013637i,-0.0013168-0.0013483i,-0.00094353-0.0017722i,-6.4863e-05-0.0013809i,0.00046617+0.00042248i,-0.00069112+0.0020906i,-0.0014259+0.0014719i,-0.0011232+8.7271e-05i,-0.00079645-8.4358e-05i,0.00019721+0.00090989i,0.0011872+0.0012034i,0.00069153+0.00070439i,-7.3823e-05+0.0010947i,-0.00018545+0.00091263i,-0.00011705+0.00044163i,-0.0001064+0.00016098i,-0.00049051+6.8019e-05i,-0.00052193-0.0004114i
0.00058381+0.00025045i,-6.1693e-05-0.00025172i,7.4402e-05+1.3431e-06i,0.00099373+0.0016509i,0.0012829+0.0019942i,0.0013054+0.0010785i,0.00026517+0.00046429i,-0.00059583+5.6083e-05i,-0.0010119-0.00075965i,-0.0010204-0.00021833i,-0.00038248+0.0013996i,-2.3592e-06+0.0015053i,-0.00015085+0.0014891i,0.00014669+0.0011561i,0.0011795+0.00065145i,0.0012004+0.00015748i,0.00011573-0.00031469i,-0.00034552-0.00068792i,-0.00022791-0.00059657i,-0.00026339-0.00033894i,0.00032134-0.00041762i,0.00048836-0.00027825i,-0.00021546+0.00013408i
-0.0011019+0.0019258i,-0.0015214+0.0018351i,-0.00092573+0.0014051i,0.00010997+0.0020271i,0.0010292+0.002478i,0.0014184+0.0018696i,0.00053207+0.00083015i,7.731e-05-0.0011576i,0.00013762-0.0014963i,5.333e-05-0.0008147i,-0.00018417+0.00052744i,-0.00093064+0.0017581i,-0.00048084+0.0014815i,0.00054712+0.00084211i,0.00074647+0.00011916i,0.00098702+0.00012229i,0.0015429+0.00075945i,0.0017401+0.00058234i,0.00021929+0.00027795i,-0.00033146+0.00047853i,-5.0277e-05+0.00078986i,-0.00052982+0.0004781i,-0.00014473+8.3295e-05i
-0.0022278-0.0036909i,-0.0018904-0.0028092i,-0.0026129-0.0010474i,-0.0036408+0.00015301i,-0.003104+0.00023928i,-0.00016661+0.00086535i,0.0015045+0.0010344i,0.00069849-7.4719e-06i,-0.00021606-0.00041894i,-0.00097906+0.00017991i,-0.0011383+0.001521i,-0.00085449+0.0014193i,-0.00027548+0.0003868i,-0.00014726-2.2441e-05i,-0.00022513-0.00063373i,0.00011404-0.00042986i,-0.00014401+0.00030006i,-0.00023383-0.00041899i,0.00030582-0.001035i,0.00097074-0.0006156i,0.00046855-0.00022312i,9.1416e-05-0.00029489i,-0.00020618-0.00054901i
-0.00020246+0.00095897i,-0.00022911+0.0017765i,-0.0010379+0.001076i,-0.00099252+0.00024798i,5.1755e-05+0.00053828i,-1.0917e-06+0.00087612i,-0.00047603+0.00014208i,2.8768e-06-0.0012889i,0.00042515-0.0019202i,0.00013676-0.00055832i,3.8622e-05+0.00024022i,-0.00038236+0.00027679i,-0.00045602+0.00047521i,0.00075561+0.00026728i,0.00060878-8.7575e-05i,-4.492e-05-0.00010413i,0.00061734+4.3462e-05i,0.0013392+0.00018232i,0.00098908+6.414e-05i,-4.3108e-05-7.4606e-05i,-0.00077159-0.00085495i,0.00018274-0.0013912i,0.001232-0.0010921i
-0.00073341+0.0010917i,-0.00061216+0.00032478i,0.00063828-0.00044359i,0.001097-0.00096006i,0.0014752-0.0014623i,0.00084209-0.0014462i,-0.00021453-0.00037162i,0.00017183+0.00036268i,0.00095786-0.00026473i,0.0013509-0.00066482i,0.00033753-0.00025786i,-0.00026858+0.0003311i,-0.00046624+0.00057557i,-0.00037965+0.00066087i,-0.00016226+0.00078223i,-0.00045089+0.0012022i,-0.0004946+0.00086869i,-1.3073e-05+0.00066324i,0.000502+0.00023637i,0.00015799-0.00015606i,-0.00061538+0.00017339i,-0.00034775+3.4361e-05i,0.00050371+0.00031075i
0.0012188-0.0013465i,0.00073632-0.0011178i,7.6148e-05-0.0017177i,-0.0003672-0.00099554i,-0.0011712+0.00022656i,-0.0011946-7.7748e-05i,-0.00059689-0.00046597i,-0.00085982-0.00025185i,-0.00078596-0.00053591i,-0.00067927+6.9556e-05i,-0.0012861+0.00039561i,-0.00088541+0.00056305i,-0.00066988+0.0015284i,-0.00057429+0.0013603i,0.00026757+0.00025133i,0.00024685+0.00013839i,0.00056432-0.00019464i,0.001158-0.00036441i,0.00066495+0.00011859i,-0.00013164+0.00019764i,0.0004878+4.6276e-05i,0.0007585+0.00032131i,-0.00023871+0.00016763i
