-0.00065902+0.00024617i,-0.00048356-0.00087427i,0.00010278-0.00093885i,5.7882e-05-0.0010834i,-0.00056827-0.00061087i,-0.00097007+0.00048206i,-7.8522e-05+0.0010376i,0.00078761+0.0012938i,0.001053+0.0011274i,0.0013132-7.9598e-05i,0.0011249-0.0010809i,0.00053757-0.00076547i,-0.00041693-0.00029732i,-0.00048252-0.00039489i,7.9492e-05-0.000238i,0.0011067+9.1726e-05i,0.001115+1.6954e-05i,0.00032059-0.00015748i,-0.00021461+9.2282e-06i,-0.00035354+0.00026672i,-0.00013444+0.00015973i,1.8098e-05-9.9452e-05i,0.00032952-0.0002647i
-0.00088529-0.00048266i,-0.00058579-0.0010882i,-0.0012574-0.00011499i,-0.0011642+0.00082037i,-0.00059806+0.00098659i,0.00092168+0.0014785i,0.0015414+0.0013122i,0.00070068+0.00070436i,0.00068211+0.00078273i,0.0011825+0.00090339i,0.00082653+8.8509e-05i,0.00037502-0.00089211i,0.0002533-0.00043281i,0.0002815+0.00079287i,0.00041279+0.00092888i,0.00090902+9.719e-05i,0.0011865+0.00025232i,0.00124+0.0010114i,0.00084851+0.0011682i,-0.00066979+0.00094245i,-0.0014908+0.00047873i,-0.0007434-5.074e-05i,-1.6714e-05+6.509e-05i
0.00016811+0.0015688i,-0.00066184+0.0015737i,-0.0002262+0.0017065i,-2.2537e-05+0.0010172i,-0.00049411-7.7437e-07i,-0.00065071-0.00041115i,2.624e-05-0.00033366i,0.00094241+6.7686e-05i,0.0017621-7.1229e-05i,0.0016159-0.00094738i,0.00070923-0.0019076i,0.0010482-0.0024195i,0.00057746-0.001477i,-0.00052399-0.00059435i,-0.0006733+0.00011623i,-0.00086094+0.00037601i,-0.0010492-0.00063636i,4.6203e-05-0.00083985i,0.0010794-0.00054027i,0.00067848-0.00075154i,5.8126e-06-0.0003796i,0.00015548+0.00026648i,0.00021866+0.00050986i
0.0011128-0.00036469i,0.00060566+0.00052028i,0.0013591+0.0003652i,0.0010442-6.825e-05i,0.00039941-0.00021213i,0.00078045-0.00015643i,0.0008242-0.00019466i,0.00040475-0.00029935i,0.00081276-0.00053826i,0.00044439-0.0013436i,-0.00094647-0.0012558i,-0.0013777-0.00031623i,-0.00040963-9.2537e-05i,0.00070726+2.1132e-05i,0.0004337+0.00045162i,-0.00040571+0.00037999i,-0.0010535-6.6159e-05i,-0.00076151-0.00040527i,5.7648e-05-0.00049773i,0.00037469-3.9403e-05i,-0.00054524-0.00052044i,-0.00073024-0.00091865i,-5.3662e-05-0.0002104i
0.002259-0.0018259i,0.0015622-0.0021663i,0.00082599-0.0041952i,4.1848e-05-0.0035188i,-0.00034168-0.0017311i,-0.00043306-0.00027136i,-0.00018876+0.00021354i,-0.0007146-0.00038382i,-0.0010871-0.0010344i,-0.0011365-0.00049637i,-0.0013753+0.00052594i,-0.0015968+0.001124i,-0.00091664+0.0008897i,0.000271+0.00021079i,0.00053402+0.00010354i,-0.00017328+0.00062768i,-0.00056804+0.00060564i,-0.00011106-4.0082e-05i,-0.00020633-0.00028922i,-0.00035105+0.00043262i,-3.9169e-05-3.1179e-05i,-0.00013037-0.0010786i,-0.00048091-0.00064448i
-0.0029605-0.00045484i,-0.0024683-0.00051461i,-0.0016571+0.00031482i,-0.001394+0.0019455i,-0.00061189+0.0019903i,5.6005e-05-1.8229e-05i,2.0318e-05-0.0011865i,-0.00060486-0.00067321i,-0.0010383+0.00055903i,-0.00094601+0.00077456i,-0.00048706+0.00081163i,-0.00021355+0.00078674i,-2.2846e-05+0.00016269i,0.00032889-0.00043081i,0.0011427-0.00043408i,0.0010639-0.0010532i,0.00018107-0.0012238i,-0.00050705-0.00012227i,-0.00085089+0.00038843i,-0.00053661+0.00043419i,-0.00046453+0.0001634i,-0.00092869+5.6675e-05i,-0.0011374-0.00014701i
-0.0014874-0.00056058i,-0.002128-0.0014599i,-0.0027598-0.001164i,-0.0020399-0.00049512i,-0.00025117+0.00013277i,0.00055547+0.00097386i,0.00042203+0.0015955i,0.00023515+0.0018923i,0.001017+0.0020723i,0.0023895+0.0016655i,0.0022112+0.00033187i,0.0014973-0.00071546i,0.0014008-0.00044863i,0.00072651-0.00069147i,-2.7649e-05-0.0014516i,-0.00033664-0.00093158i,-0.00063844+0.00033272i,-0.0010244+0.00053655i,-0.00027739+0.00012399i,0.00046443+0.00029104i,2.7441e-05+0.00069635i,-5.4903e-05+0.00063731i,0.00021124-0.00042378i
-8.6253e-05+0.00020663i,-0.00066036-0.00073097i,-0.0013129-0.0007662i,-0.00023752-0.00083225i,0.00094206-0.00020161i,0.00038695+0.00044522i,-4.8367e-05+0.00036813i,0.0007417+0.00027942i,0.0015296-0.00040471i,0.0015573-0.0011387i,0.00080482-0.0020781i,0.00049473-0.0020481i,0.00027267-0.00048824i,-0.00065883+0.00013696i,-0.0011528+0.00021099i,-0.00092578+0.00022854i,-0.00099718+0.00044628i,-0.00093576+0.00055919i,-0.00092304+8.873e-05i,-0.00079465+7.7658e-05i,-0.00026754-0.00011071i,-9.9994e-05+0.00014017i,-0.00027021-2.1755e-05i
-0.0012489-0.00014213i,-0.0020026-0.0017798i,-0.002876-0.0025727i,-0.0033471-0.0015989i,-0.0019366-0.00017454i,-0.0002119+0.00066355i,3.3302e-06+0.00041876i,3.9228e-06+0.00020715i,0.00029134+3.5468e-05i,2.3881e-05-0.0006731i,-0.00067159-0.00047925i,-0.0018431+7.6265e-05i,-0.0017661+7.7332e-05i,-0.00097363+0.00074594i,-0.00080828+0.0010106i,-0.00092214-0.00018819i,-0.00063711-0.00087974i,-0.00082687-0.00070443i,-0.0012512-0.00043987i,-0.00035639+0.00026939i,0.00010449+0.00020494i,5.3732e-05+0.00010222i,1.8565e-05+0.00089183i
-0.00010947+0.00018435i,-0.00045745-0.00041506i,-0.00023004+0.00050196i,-0.00088984+0.0008045i,-0.0010497+0.00022733i,-6.4974e-05+3.6703e-05i,0.00044806-0.00064689i,0.00031224-0.00142i,-0.00033754-0.00039477i,-0.0017429+0.0010143i,-0.0028032+0.0016625i,-0.0018878+0.0014942i,-0.00066887+0.00058812i,-9.0049e-05+0.0001367i,0.00057825-7.2124e-05i,0.00084693-0.0010538i,-0.00028737-0.0014617i,-0.0008895-5.1395e-05i,-0.00013264+0.00044094i,-7.1846e-05+9.5582e-05i,-0.00069682-0.00049872i,-0.00034056-0.0005897i,-9.0144e-05-4.2339e-05i
0.00019792+0.00058193i,0.00053738-0.00013928i,0.0012856-0.00064261i,0.0012085-0.0010502i,0.00068047-0.0007777i,0.00069147+0.00016235i,0.0014698+0.0005172i,0.0011427+0.0005925i,-0.0003556+0.001128i,-0.00045946+0.0012423i,0.0001966+0.0013117i,0.00059303+0.001233i,0.0010511-0.00016494i,0.00067073-0.0019507i,0.00011015-0.00265i,0.0010461-0.0023436i,0.0013824-0.0011529i,0.00052238-0.00063768i,0.00023897-0.00041177i,0.00075169-8.9209e-05i,0.0011012+0.00034948i,0.0010959-0.00014845i,0.0013946-0.0004607i
0.00030861-0.0017179i,0.00019764-0.0010158i,-0.0013477-0.0013655i,-0.0014032-0.001723i,6.5922e-05-0.001103i,0.0016192-0.00022242i,0.0012191+0.00039755i,-7.9938e-05+0.00050826i,-5.267e-05+0.00023437i,0.0013614+0.00030256i,0.0015729-0.00023138i,0.0011712-0.0011896i,0.00041054-0.0014668i,-0.00039221-0.0013922i,-0.00070385-0.001496i,-0.0015349-0.001117i,-0.0018303-0.00045512i,-0.0005775+6.3436e-05i,0.00048413+0.00094117i,-5.1973e-05+0.00060257i,-9.5729e-05+4.5175e-05i,0.00034861+0.00036938i,-0.00027861+0.00034658i
0.00078724-0.00075628i,0.00010469-0.001409i,-0.00061142-0.00179i,-0.00067347-0.0019776i,-0.00059028-0.0013985i,-0.00039616-0.0003555i,0.00024204+0.0012208i,0.00064583+0.0017518i,0.00079102+0.00053513i,0.0017296-0.0015216i,0.002345-0.0027891i,0.0016834-0.0022454i,0.0007458-0.0010052i,-0.00011506-0.00033212i,-0.0012892+0.00059733i,-0.0014294+0.00070835i,-0.00058686+0.00055683i,-6.6247e-05+0.00097008i,-0.00022419+0.00094097i,-0.00052487+0.00015461i,-0.00029274-8.7006e-05i,-0.0004583+0.0004783i,-0.00046725+0.00039898i
-0.001752+0.0016589i,-0.0028278-0.00026684i,-0.0036703-0.00014871i,-0.0023066+0.0015145i,-0.00029995+0.0020439i,0.00072714+0.0012104i,0.00090992+0.00035731i,0.00044381-0.00011562i,5.9263e-05-0.0011065i,-7.484e-05-0.001526i,-0.0011838-0.0011136i,-0.0017829-0.00056004i,-0.00095545+0.00083652i,-0.00020779+0.0013797i,5.1003e-05+0.0007158i,0.00023444+0.00056208i,-0.00020944+0.00019408i,-0.00039789-0.00038395i,0.00034257-0.00066076i,0.0010017-0.0010273i,0.00060255-0.00094858i,0.00014837-0.0004451i,0.0001296-0.00055012i
0.0019119-0.00027914i,0.0020686-0.00089378i,0.0011706-0.0012749i,0.00013731-0.0013627i,-0.00067119-0.0013558i,-0.00023711-0.00057972i,0.00026796+0.00025291i,-0.00044258-0.00017321i,-0.00088106-0.0011376i,-0.0013999-0.00091752i,-0.0021112+3.6896e-05i,-0.0016692+0.00051095i,-0.00026135+0.00015119i,0.00041548-0.00026856i,0.00079222-0.0011486i,0.00089979-0.001196i,0.00023289-0.00018562i,-0.00069727+0.00072483i,-0.00054046+0.00063425i,9.647e-05+0.00036026i,-0.00013264-0.00025947i,-0.00042237-0.00069631i,-0.00037475-0.00025299i
-0.0015377-0.00069731i,-0.0011478-0.0005754i,-0.00076888-0.00042177i,-4.8376e-05-0.00023494i,0.00058156-0.00011206i,-0.00039851-0.00061761i,-0.0011625-0.00056326i,-0.00039782+0.0001236i,-0.00040197+0.0006182i,-0.00097249+0.00053912i,2.5684e-05+0.0010484i,0.00065855+0.0012117i,0.00019021-7.7385e-05i,1.2169e-05-0.0013099i,-0.00029061-0.0013384i,-0.00083743-0.0011757i,-0.0009335-0.00047513i,-0.00052384-0.00048878i,-0.00014327-0.00056565i,-0.00025805+9.0308e-05i,-0.00023252+0.00036153i,-0.00029702-0.00021859i,-0.00056944-0.00029323i
0.0037601-0.00014422i,0.0040089-0.00083339i,0.0028112-0.0020578i,0.0012746-0.002062i,0.00095266-0.00077519i,0.00073338+0.00010456i,0.00031713+0.00013615i,0.00031989-8.6336e-05i,0.00076373+0.00086923i,0.0012004+0.00073226i,0.0018022-0.00088388i,0.0020955-0.0018844i,0.0008464-0.0016964i,-0.00053153-0.00090612i,-0.0011381-0.00012883i,-0.0010762+7.9806e-05i,-0.00087583-0.00039411i,-0.00067011-0.00067623i,0.00020001-0.00038224i,0.00038545+0.00011919i,-0.0002233-6.8296e-05i,-0.00030021-0.00074879i,-0.000366-0.00077471i
-0.0018466+0.00062512i,-0.0024652-0.00022568i,-0.0021601-0.00033321i,-0.0014958+0.00052495i,-0.00080454+0.00080223i,0.00053167+0.00043899i,0.0014225-0.00015722i,0.00073041-0.00048806i,0.00037701-0.00032175i,0.0010114-0.00038147i,0.0011734-0.001365i,0.00057672-0.0011428i,0.00027002+0.00079149i,-0.00019139+0.0020029i,-0.00068968+0.0015143i,-0.0010669+0.001501i,-0.00065206+0.0017427i,0.00033032+0.0016337i,6.2976e-05+0.00053618i,-0.00017745-1.9989e-05i,0.0001896+0.00071879i,0.00016479+0.0010221i,-0.00012244+0.00037168i
-0.00056408-0.0023701i,-6.2097e-05-0.0031199i,-0.0016166-0.0038123i,-0.0027199-0.003048i,-0.0019662-0.0010986i,-0.00051811-0.00029125i,0.00072744-0.00040729i,0.0014239+4.4566e-05i,0.0010692-0.00033866i,-0.00092738-0.0012129i,-0.0025422-0.0013409i,-0.0025872-0.00025861i,-0.0019518+0.00091879i,-0.0008494+0.0011285i,0.0012159+0.00039914i,0.001588-0.00046735i,0.00063238-0.00071079i,0.00085884-0.00056072i,0.00084573-0.00062189i,0.000484-0.00010449i,0.00038478+0.00065849i,0.00045965+0.00028179i,7.3955e-05+0.00015597i
-0.0030372+0.00065312i,-0.0035852+0.00088352i,-0.0034499+0.0015604i,-0.0023902+0.0013156i,-0.0016783+0.0015018i,-0.00042733+0.00096004i,0.00096554+6.766e-05i,0.00081159+0.00058509i,-0.0005768+0.0010786i,-0.0022167+0.0008165i,-0.0026325+0.0010322i,-0.0017217+0.001826i,-0.00078282+0.0017555i,1.4875e-08+0.00097238i,0.00036174-0.00030261i,2.1531e-05-0.0011336i,-0.00059264-0.0015461i,-0.00035499-0.0013063i,0.00054381-0.00038649i,-9.009e-05-0.00020682i,-0.00048526+0.00011966i,0.00020103+0.00014149i,0.00046616-0.00030643i
-0.00029678+0.00075228i,-0.00069796+0.00037912i,-0.0015704+0.00097189i,-0.0014115+0.001435i,-0.00035949+0.0019575i,0.00034889+0.0016963i,9.9078e-05+0.00099307i,-0.00029167+0.00072374i,-7.4908e-05+0.0011834i,8.4547e-05+0.0013272i,0.0005615+0.0015271i,0.00086512+0.0016054i,0.00033446+0.00082616i,-0.00051049-0.00031204i,-0.0017656-0.0006714i,-0.0019624-0.00015587i,-0.0013106-0.00029067i,-0.00053375-0.00052578i,-0.00072032-0.00010698i,-0.00098147+0.00063909i,-0.0014066+0.00096975i,-0.0011929+0.00082279i,-0.00022947+0.00083083i
-3.3976e-05-0.0018408i,-0.00032651-0.0016999i,-0.0018179-0.0018024i,-0.00091312-0.0025092i,0.00081955-0.0015576i,0.00080577-0.00018241i,0.00056237+0.00022116i,-5.5173e-05+0.00036417i,-0.00028254+0.00047519i,0.0010324+0.00031589i,0.0025776-0.00085535i,0.0021141-0.0015795i,0.00088831-0.0013217i,7.862e-05-0.00066986i,-0.00049904+0.00023283i,-0.00070783+0.00017921i,-0.00082948-0.00037942i,-0.00050692+0.00011793i,-0.00030103+0.00070818i,-0.00047747+0.00077757i,-0.00056231+0.00044138i,-0.00077998+0.00046926i,-0.00068175+0.00048601i
0.0021338-0.0016567i,0.0030006-0.0023763i,0.0040454-0.0038235i,0.002991-0.0030925i,0.00081724-0.0024353i,-2.1431e-05-0.0016556i,-0.00058719-0.00038122i,-0.0012794+0.00025613i,-4.8343e-05+0.00010817i,0.00080644-0.00085078i,9.4215e-05-0.0022066i,-0.0005549-0.0025331i,-0.0011635-0.0023647i,-0.00096089-0.0012788i,-0.00057299+0.00046048i,-0.00013011+0.001553i,0.00028584+0.0015471i,5.1169e-05+0.0011917i,0.00027879+0.0011077i,0.0004777+0.00057772i,0.00052916+0.00054627i,0.00058388+0.00059727i,-0.00011026-0.00026878i
0.00043131-0.0013676i,0.00020083-0.00097106i,-0.0012418-0.00056298i,-0.0019528+0.00027043i,-0.0013828+0.0011383i,-0.0012322+0.0012844i,-0.00082675+0.0013859i,-0.00021446+0.00080958i,0.00015359+0.00029885i,-0.00062312-0.00068154i,-0.0026608-0.001087i,-0.0027943+0.00019795i,-0.0015689+0.0012198i,-0.00073874+0.00096022i,-4.5009e-05+0.00048698i,0.00031454-0.00017574i,-0.00023235-0.0004097i,7.32e-05+0.00020299i,0.00061571+0.0004441i,0.00028733+0.00036025i,-0.00021076-7.122e-06i,-0.00014989-0.00045049i,2.2992e-05-0.0005972i
-0.0030556-0.0023074i,-0.003357-0.002249i,-0.0033392-0.0017818i,-0.001932-0.00098088i,-0.0004088+0.00052583i,0.0010462+0.0016435i,0.00077827+0.0018136i,-0.00067392+0.0013119i,-0.0014691+0.00041173i,-0.0017873+0.00036341i,-0.0026446+0.0013512i,-0.0025765+0.0025071i,-0.0011329+0.0019026i,-0.00024005+0.00048459i,0.00013159+4.21e-06i,0.0001188+0.00015609i,-0.0003327+0.00020664i,-0.0011583-0.00011034i,-0.0016892-0.00061068i,-0.0012111-0.00061729i,-0.00072384+9.8716e-05i,-0.00029788+0.00027471i,9.4421e-05+0.00059957i
-0.00022249+0.00013835i,0.00096975+5.6122e-05i,0.00078857-0.00037763i,0.0008596+0.00032291i,0.0019485+0.00069784i,0.0023204+0.00052863i,0.0018907+0.00079405i,0.0014753+0.0010658i,0.0012054+0.00071726i,0.00092238+0.0013369i,0.0008923+0.0020002i,0.00082581+0.0011936i,0.0006216-0.00031497i,5.5439e-05-0.0011098i,-0.00054269-0.0010741i,-0.00083452+8.8178e-05i,-0.0011271+0.00065633i,-0.0011306-0.00010963i,-0.00071305-0.00065482i,-0.00059115-0.00014162i,-0.00018201+0.00035665i,0.00016589+0.00084251i,0.00080433+0.0011749i
0.00018765+0.0016751i,-0.00034396+0.00029559i,-0.00094169-0.0019946i,-0.00023973-0.0018863i,-0.00025809-0.0011962i,8.3261e-05-0.0011567i,0.000397-0.0013518i,-8.1745e-06-0.00074938i,0.00072212+0.00046115i,0.002474+0.00037124i,0.0039217-0.00087076i,0.0025387-0.0025733i,-5.3763e-05-0.0032663i,-0.0012644-0.0016865i,-0.00077641-0.00041474i,-0.0007606-3.3691e-05i,-0.0009413+0.00056347i,0.00025636+0.00070843i,0.0015938+1.9958e-05i,0.0013881-0.00054008i,0.00063379+5.1593e-05i,0.00085082+0.001319i,0.0006367+0.0017108i
0.00083565-0.0013829i,0.00068321-0.00084474i,0.0012155-0.0026744i,-0.00015194-0.0024275i,-0.0016353-0.00024425i,-0.0012927+0.0010211i,-0.00043085+0.0006337i,0.00010351+6.1805e-05i,0.0010561-0.00010381i,0.0020116-0.0013782i,0.0010474-0.0024353i,-0.00083822-0.0017901i,-0.0011726-0.00099556i,-0.0011019-0.00061001i,-0.00074685-0.00033463i,-0.00028704+0.00028664i,-0.00044733+0.00078715i,-0.00043634+0.0012846i,-0.00090743+0.0020202i,-0.0009232+0.0012708i,-0.00016477+0.00015601i,-4.582e-05-0.0005942i,-0.000863-0.00078342i
0.00027909-0.0012225i,0.00031776-0.001875i,-0.00049975-0.0018484i,-0.0015281-0.00060543i,-0.00011944+0.00044769i,0.00088453+0.00083796i,0.00040414+0.0009961i,-0.00014437+0.00058995i,-0.0012162-0.00078338i,-0.0023726-0.0011616i,-0.0031514-0.00044071i,-0.0030808+0.0010345i,-0.0014994+0.0024688i,-0.00036749+0.0024129i,-0.00031837+0.0015223i,0.00018518+0.0008909i,0.00069061+0.0007685i,0.00072745+0.00099622i,0.00030122+0.0008517i,0.00033602+0.00029135i,0.00053723+3.9749e-05i,3.3103e-05-0.00016973i,-0.00052064-0.0012257i
-0.003135+0.0020416i,-0.0035626+0.0021682i,-0.0028639+0.0007503i,-0.0015345+9.497e-05i,-0.00019545+0.00051831i,0.00047834+0.0010817i,-0.00035343+0.0014163i,-0.0015107+0.0014272i,-0.001918+0.00098359i,-0.0022579+0.0012469i,-0.0018537+0.0021494i,-4.359e-05+0.0022158i,0.0016586+0.0013147i,0.0023481+0.00070316i,0.0022738-0.00018157i,0.0012119-0.00033027i,0.00012001-0.00038104i,-0.00013528-0.00035965i,-0.00038531+0.00036024i,-0.00042842+0.00026498i,0.00070497+0.00050596i,0.0010385+0.00070448i,0.00081074-0.00026595i
-0.001624-0.0012157i,-0.0025727-0.0010083i,-0.0022331-0.0009971i,-0.0017284-0.0010838i,-0.0015716-0.00033076i,-0.00026464-0.00021639i,0.00040012+0.00033956i,7.4636e-05+0.0014392i,-5.8469e-05+0.0015048i,0.00049797+0.0014881i,0.0014299+0.0020929i,0.0017802+0.00094024i,0.0014897-0.0013817i,0.00041463-0.0017415i,-0.00091871-0.0011042i,-0.0011047-0.0005109i,-0.00047751+1.922e-06i,-0.00059154+0.00030669i,-0.0011773+1.8461e-05i,-0.0010902-0.00044969i,0.00012046-0.00086812i,0.00050522-0.00029425i,-0.00018187+0.00030418i
0.0015257+0.0016106i,0.0017004+0.00087788i,0.0012922+0.0010645i,0.00096524+0.00071836i,0.00094366+0.0010134i,0.00072742+0.001129i,0.0011348-0.00013879i,0.0017589-0.00079085i,0.0019981-0.00057823i,0.0027083-0.00044354i,0.0029102-0.0013653i,0.0017526-0.0029634i,-0.00054436-0.0031071i,-0.0017131-0.0012705i,-0.0019852+7.6862e-05i,-0.0019024+0.0001432i,-0.0016759+0.00022034i,-0.0016262-0.0001355i,-0.001259+0.00022403i,-0.0014555+0.0010778i,-0.0013436+0.00082155i,-0.00038641+0.00086443i,0.00015865+0.00062631i
-0.0017626+0.002496i,-0.0019561+0.0015883i,-0.0023494+0.0020534i,-0.001135+0.0032751i,0.0008564+0.0027627i,0.00088949+0.0010053i,0.00086152-0.0004209i,0.00069004-0.00088001i,0.00029261-0.00068189i,0.00027934-0.0012676i,-0.00032638-0.0028721i,-0.00098568-0.0017405i,-0.0007355+0.0010563i,-0.00059964+0.0018993i,-0.00097218+0.0016145i,-0.00065424+0.00065686i,-0.00049854+4.0049e-05i,-0.00051384+0.00031776i,-1.6759e-05+4.5143e-05i,0.00026066-0.00075394i,0.00022818-0.00058631i,0.00024566-0.00033529i,0.00051518-0.001027i
0.00027576-0.001043i,0.00018579-0.0027606i,0.00025241-0.0040474i,-0.0010648-0.003795i,-0.00078525-0.00254i,0.00035664-0.00055503i,-5.3678e-05+0.00055116i,-0.00096348+0.00050962i,-0.0015358-0.00047214i,-0.0025857-0.0017224i,-0.0032653-0.00088312i,-0.0024296+0.0015478i,-0.0005777+0.0023452i,0.00084776+0.0019779i,0.0010996+0.0015419i,0.00062835+0.00055743i,0.00018141+0.00012142i,-6.8763e-05-0.00014283i,-0.0002526-0.00042091i,0.00028878-0.00056008i,0.00095054-0.00010944i,0.00052645-0.00035238i,0.00051796-0.00083803i
-0.00039527-0.00026297i,0.00033293-0.00075419i,0.00016428-0.00025967i,-1.7357e-05+7.72e-08i,0.00018418-0.00019142i,0.00023829+0.00030241i,-0.00079942+0.00079168i,-0.0014787+0.0010182i,-0.0014665+0.0017111i,-0.001342+0.0018575i,-0.0017993+0.0015491i,-0.00079159+0.0012779i,0.0011721+0.00023443i,0.0012665-0.00076185i,0.00096682-0.00079633i,0.00093089-0.00059247i,-0.00011752-0.0007818i,-0.0011415-0.0011317i,-0.0012383-0.0020023i,-0.00065108-0.0018557i,-0.00029715-0.00095311i,-6.3504e-05-0.00011144i,0.00018553+0.00048127i
-0.0008247-0.0035109i,-0.0010553-0.0040084i,-0.0021109-0.0041969i,-0.0022698-0.0022004i,-0.001272-5.3426e-05i,0.00085091+0.0014818i,0.0020614+0.00089788i,0.0019105+0.00036099i,0.0014261+0.00083015i,0.0010737+0.0010648i,0.0016615+0.0015582i,0.0018417+0.0011759i,0.00030169-0.00043446i,-0.0016128-0.00098594i,-0.0021077-0.00062367i,-0.0016091-0.00033516i,-0.00088564+0.00055274i,-0.00057908+0.00069687i,-0.00097125+0.00035082i,-0.0010833+0.00032968i,-0.00037449+0.00087321i,0.00022012+0.001135i,0.00046776+0.0012322i
-0.00064523-0.00075841i,-0.0017096-0.00037509i,-0.001206-0.00067713i,-0.00090143-0.00023552i,-0.0015724+0.00077117i,-0.00068205+4.2806e-05i,0.0013167-0.00056087i,0.0024916-0.00077185i,0.0029338-0.00097473i,0.0022397-0.0014837i,0.0018415-0.0021159i,0.0007085-0.0027864i,-0.0014035-0.0025523i,-0.0021922-0.001191i,-0.0024104-0.00078159i,-0.0025699+0.00018411i,-0.0020322+0.0015356i,-0.0014828+0.0014005i,-0.00071413+0.0015469i,0.00051997+0.0019539i,0.0004811+0.0010349i,-0.00048976+0.0002413i,-0.00096596+0.00023927i
0.00035275+0.0010497i,-0.00055157+0.0015601i,-0.0018572+0.0018381i,-0.0016004+0.00084167i,-8.7868e-05-0.00052334i,0.00034792-0.0010279i,-0.00047957-0.00056746i,-0.0008893-0.00059682i,-0.0002513-0.0015824i,-0.00026588-0.0020534i,-0.001563-0.0020571i,-0.0021109-0.0016607i,-0.00099635-0.00034665i,-0.00017132+0.0005235i,-0.00087734+0.00036213i,-0.00065769+4.7774e-05i,-0.00037144+0.00018923i,-0.00060927+0.00058647i,-2.3959e-05+0.0007318i,0.00056342+0.00070034i,0.00037012+0.00027091i,0.00020605-0.0007365i,3.21e-05-0.00075725i
5.7067e-05-0.00035307i,-0.00079962-0.0012148i,-0.00046905-0.0019904i,-0.00043426-0.0020532i,-0.00038113-0.00050866i,-0.00051182+0.001337i,-0.0013562+0.0014085i,-0.0025082+0.0011496i,-0.0023491+0.000732i,-0.0013755-0.00016424i,-0.0020463-0.00032512i,-0.0021649+0.0011846i,-0.00064613+0.0019906i,0.0010033+0.00084424i,0.0016873-0.00020485i,0.0012318-0.00041733i,0.0011355-0.00033357i,0.00083748-7.6745e-05i,0.0002078-0.00055734i,-0.00046265-0.00097665i,-0.00073914-0.00097012i,0.00014079-0.001664i,0.00055361-0.0022052i
0.0018233-0.0015168i,0.00081542-0.0025787i,-0.00025135-0.0024762i,0.00015017-0.0012704i,0.00091432+0.00064013i,0.00042345+0.0015443i,0.00014052+0.0017107i,0.00032825+0.001803i,0.00068636+0.0020207i,-0.00026695+0.00062885i,-0.0007615+0.00018132i,-0.00073603+0.00088988i,-0.00022974+0.00082609i,0.00089112+1.964e-05i,0.0011305-0.00081837i,0.00073629-0.00058813i,0.00029633+0.00031966i,-0.00034581+4.221e-05i,-0.00054008-3.9554e-05i,-0.00041886+0.00073887i,1.6545e-05+0.00076354i,0.00066043+0.0006253i,0.0006335+0.00044176i
-0.0010706-0.00073373i,-1.8787e-05-0.00036871i,-0.00055616-0.00054255i,-0.0017172-0.00078687i,-0.00096104-0.00097867i,0.00082097-0.00085666i,0.0015555-0.00039745i,0.0021676-0.00012316i,0.0027191+0.0005244i,0.002505+0.0011601i,0.0018485+0.0017748i,0.0013741+0.0013497i,0.00067171+0.00071522i,-0.00036237+0.001104i,-0.00077392+0.0012003i,-0.0011354+0.00021652i,-0.00099012-0.00087177i,-0.00012495-0.00023318i,-0.00042258+0.00061317i,-0.00012728+0.00092854i,0.00020501+0.0010761i,0.00014039+0.0011321i,0.00050488+0.00074152i
0.00129-0.0038088i,0.0012089-0.0028489i,-0.00025499-0.0022973i,-0.001341-0.0016013i,-0.00086623+0.00050684i,9.0141e-05+0.001198i,0.0012915+0.00055815i,0.0022167-0.00061966i,0.0024262-0.0022553i,0.0014744-0.0019045i,0.00045264-0.001699i,0.00031951-0.0019924i,-0.00087719-0.0016495i,-0.0021059-0.0001855i,-0.0013416+0.00086154i,-0.0013819+0.00099936i,-0.0017228+0.0003077i,-0.00043497-0.00036087i,0.00062197+0.00028637i,0.00035218+0.00095215i,-0.00021954+0.00072671i,-0.00078263+0.00045254i,-0.00087747+0.00040391i
-0.001054-5.9694e-05i,-0.0018376-0.0011602i,-0.0025104-0.001729i,-0.0026835-0.0011634i,-0.0017527+0.00027795i,-0.00066646+0.0010656i,-0.00090746+0.00080511i,-0.0018354-0.00011596i,-0.0022567-0.00043322i,-0.0021258-0.0010398i,-0.0011823-0.0021731i,-0.00018429-0.0022028i,-0.0010819-0.0011549i,-0.0014172-0.0012167i,-0.0010132-0.0012905i,-0.0013282-0.0003044i,-0.00044781-0.00039373i,0.00012272-0.00062257i,-5.4698e-05-0.00022556i,0.00021082-0.0009814i,0.0005966-0.0018204i,0.00067855-0.001236i,0.00020888-0.00034964i
0.0010071-0.00064565i,0.00040931-0.00067659i,0.00071082-0.00043638i,0.0012408-0.00069598i,0.0015061-0.0013082i,0.0014888-0.00051101i,0.00050558+0.00086535i,-0.0011719+0.0022385i,-0.0019777+0.0020745i,-0.0013798-0.00016727i,-0.0012912-0.0014125i,-0.0010829-0.00081577i,0.00036556-6.6263e-05i,0.00043721+0.00023984i,0.0002255+0.00015586i,0.0012791-0.00035434i,0.0017863-0.000996i,0.001083-0.00069168i,-0.00028805+8.732e-05i,-0.00084757+5.1184e-06i,4.8262e-05+0.00041943i,0.00023953+0.00070974i,-0.00048457-0.00024581i
