-0.0025002+0.00259i,-0.0033279+0.0020477i,-0.0028348+0.0014253i,-0.00087372-2.2254e-05i,-0.0002618-0.00075325i,0.00014573-4.8074e-06i,0.0006928+8.7589e-05i,0.00080488-9.6406e-05i,0.00082022-0.00039483i,0.0010335-0.001025i,0.0010655-0.00056662i,0.00078544-0.00013821i,0.00029918+0.00010385i,0.00026673+0.00061567i,-0.00023439+0.0004438i,-0.00038286-0.00047651i,-0.00035277-0.00042058i,-0.00094703+2.9161e-05i,-0.0011382+0.0004929i,-0.0007768+0.00012784i,-0.00042492-0.00025354i,-0.00086885+4.9107e-05i,-0.00070358+0.00033169i
0.0013969+0.0010385i,0.00014196+0.001528i,-0.0014137+0.002647i,-0.0029834+0.00092838i,-0.0030267-0.0011125i,-0.0018682-0.0004494i,-0.00055136-0.00088819i,-0.00065055-0.0014988i,-0.0016743-0.00085293i,-0.0021635-0.00067476i,-0.0026712-0.0021171i,-0.0046152-0.0042449i,-0.0063944-0.0053788i,-0.0055498-0.0064239i,-0.0039266-0.0060916i,-0.0034177-0.0041849i,-0.0030583-0.0035929i,-0.0016257-0.0032015i,-0.0004401-0.0016564i,-0.00023125-0.00085578i,-0.0015368-0.0021224i,-0.0028531-0.0064701i,-0.002308-0.0092665i
0.0037897-0.00064567i,0.0046624-0.00056205i,0.0060711-0.0017224i,0.0054314-0.0026988i,0.0016335-0.002996i,-0.00057945-0.0033402i,0.00036305-0.0015312i,-3.9665e-05-0.00038685i,-0.0011501-7.5994e-06i,0.00020495+0.0010168i,0.0034675+0.0017192i,0.0064031+0.0018923i,0.0072163+0.0023829i,0.0057368+0.0032206i,0.0033966+0.0033185i,0.00099506+0.0029146i,-0.00023311+0.0023193i,-0.00052104+0.0012833i,-0.0011286+0.00031486i,-0.00082041+0.00068331i,0.00044567+0.003503i,0.0017922+0.0073609i,0.0024126+0.008913i
-0.00037971-0.00082142i,0.00025316+3.6382e-05i,0.00079197+0.00014916i,-0.00196-0.00033754i,-0.0045327-0.00078106i,-0.0060581-0.00044522i,-0.0058559-0.0014241i,-0.003694-0.0023425i,-0.0029272-0.0011744i,-0.0024678+0.00049639i,-0.0041396+0.00063351i,-0.0073874-0.00073153i,-0.0084233-0.0022205i,-0.0072175-0.0034862i,-0.0053993-0.0033326i,-0.0040729-0.0029432i,-0.0026358-0.0035811i,-0.0011607-0.0025962i,5.3731e-05-0.0011869i,0.0012304-0.0013386i,0.00069956-0.0035447i,-0.0023047-0.0076577i,-0.0039089-0.010717i
-0.0020561+0.00060161i,-0.0026302-0.00099464i,-0.0016755-0.0030022i,-0.00076998-0.0029115i,0.00019474-0.00017403i,0.0018414+0.00020638i,0.0018956-0.0015934i,0.00030755-0.0020737i,-0.00059408-0.00032998i,0.00043965+0.00095353i,0.002985+0.00033157i,0.0063643+0.00040114i,0.008377+0.0016211i,0.0076684+0.0029121i,0.0053053+0.0030344i,0.0021957+0.0028294i,0.00051948+0.002932i,-0.00032544+0.0023326i,-0.00066318+0.0020454i,-0.00068873+0.0021778i,0.0010099+0.00419i,0.0038948+0.0085444i,0.0050546+0.010532i
0.002865+0.00045343i,0.0042234-8.497e-05i,0.005078+0.00096478i,0.0036025+0.00040256i,0.00083088-0.0022867i,-0.00028448-0.0028488i,-3.1684e-05-0.00103i,-0.00069624-0.00055601i,-0.0020132-0.0003991i,-0.0028489+0.00050347i,-0.0042802+0.00044864i,-0.0074359+0.00033647i,-0.010146+0.0011997i,-0.0089164+0.00040317i,-0.0058602-0.0011621i,-0.0036777-0.0021728i,-0.002495-0.0026975i,-0.00138-0.0026372i,3.0066e-05-0.0019807i,0.00056487-0.0030722i,-0.0012939-0.0059581i,-0.0056067-0.0086735i,-0.0076935-0.0092739i
-0.00059697-0.0017788i,-0.001101-0.0033318i,-0.0027435-0.0057215i,-0.0039993-0.0054733i,-0.0045764-0.0023375i,-0.0035235-0.00079793i,-0.0014314-0.0011565i,-0.00087211-0.0011841i,-0.0011664-0.00026585i,-5.7708e-05-0.00027739i,0.002371-0.0021881i,0.0059853-0.0040254i,0.0090813-0.004691i,0.0087432-0.0033382i,0.0055269-0.0011245i,0.0028668+0.00028676i,0.0015533+0.0013478i,0.0010499+0.0018334i,0.0010041+0.0014573i,0.0018624+0.0021731i,0.0040406+0.0050618i,0.0068118+0.0083876i,0.007736+0.0095797i
0.0018256-6.1881e-05i,0.0029063+0.0011113i,0.0049902+0.0022629i,0.0044079+0.0019574i,0.0024523+0.00019475i,0.0010344-0.0014197i,-0.00058721-0.002853i,-0.0023223-0.0027454i,-0.0024176-0.0012794i,-0.0015447+0.0012471i,-0.0014381+0.0048847i,-0.002762+0.0072924i,-0.0043936+0.0071223i,-0.0050505+0.0047154i,-0.0043466+0.0013899i,-0.0034593-0.0013895i,-0.0032199-0.0013967i,-0.0026774-0.00081783i,-0.0010435-0.0010432i,-0.0010328-0.0021934i,-0.0039899-0.0044445i,-0.007613-0.0061019i,-0.0082034-0.0069699i
-0.00039533-0.0028726i,9.371e-05-0.0033351i,0.00028388-0.0040884i,-0.00094022-0.0047915i,-0.0024263-0.0052012i,-0.0032794-0.0042252i,-0.0025004-0.0031632i,-0.0015805-0.0021749i,-0.0012173-0.0011092i,-0.0017742-0.0016999i,-0.0016179-0.0032473i,-0.00026046-0.0054622i,0.0019191-0.0058986i,0.0043274-0.0043322i,0.0046431-0.0026308i,0.0032086-0.0010983i,0.0023219-0.00030268i,0.0020993-6.5348e-05i,0.0021246+3.3931e-05i,0.0020425+0.0019495i,0.0046584+0.0042943i,0.0097649+0.0057427i,0.010776+0.0064462i
0.0073775-0.0006102i,0.0076066+0.00061652i,0.0069458-0.0003238i,0.0035333-0.00053133i,0.00083713-0.00044845i,0.00034302+0.00054088i,0.00074287+0.00097827i,-4.425e-05-0.0014564i,-0.00060913-0.0023427i,0.00073238-0.0014553i,0.0016134-0.00061069i,0.00071589+0.0021246i,-0.0015029+0.0051907i,-0.0035329+0.0051861i,-0.0036344+0.0018555i,-0.0025366-0.0013425i,-0.0015945-0.0015538i,-0.00042142+0.00010823i,0.00018961+0.00073763i,-0.001113-0.0013195i,-0.0047522-0.0042379i,-0.0096212-0.0057158i,-0.010844-0.0061568i
0.0023636-1.2195e-05i,0.0013903+0.0006717i,0.002723-0.00055342i,0.00091937-0.0035278i,-0.0016071-0.0048938i,-0.002917-0.0036682i,-0.0023592-0.0021797i,-0.0016628-0.00078908i,-0.001226-3.3604e-05i,-0.00072217+1.1802e-05i,-0.00095712-0.00087397i,-0.00075119-0.0035818i,0.0005122-0.0064963i,0.0016815-0.0069896i,0.0013976-0.0042095i,0.0005974-0.0002904i,0.00064597+0.00085918i,0.00058925+0.00095046i,0.00047718+0.0017511i,0.0018924+0.0024679i,0.0066538+0.0031492i,0.011372+0.0033862i,0.0115+0.0031129i
0.01808+0.010982i,0.018819+0.015688i,0.025761+0.013493i,0.018329+0.0044029i,0.0070298-0.0030945i,-0.0013182-0.0061762i,-0.0037-0.0021395i,-0.00099158+0.0014032i,0.002141+0.0020143i,0.0038362+0.00086505i,0.0035542-0.00034236i,0.0038789+0.00093463i,0.004597+0.0028637i,0.0031121+0.002551i,0.00052499-0.00016243i,-0.0015635-0.0026862i,-0.0027732-0.0022249i,-0.002969-0.00094445i,-0.0016706-0.0010354i,-0.002456-0.00075497i,-0.0071556-0.00059427i,-0.011217-0.0014042i,-0.01133-0.0033955i
-0.0058429+0.0013521i,-0.0074045+7.63e-05i,-0.010671-0.00088994i,-0.0086766-0.00054006i,-0.0053313-0.00013309i,-0.0021309+0.00028347i,-7.7635e-06-0.00073016i,-0.0013118-0.0018399i,-0.0025181-0.00023007i,-0.0027943+0.0020583i,-0.0029281+0.0016855i,-0.0041542-0.00058576i,-0.0056262-0.0024522i,-0.0038273-0.0022517i,-0.0010173-0.00011384i,0.00088815+0.0018907i,0.0021251+0.0023411i,0.002098+0.0015916i,0.0020325+0.001138i,0.0036512+0.00021132i,0.0077103-0.00082105i,0.011043+4.9871e-05i,0.010463+0.0017618i
-0.0024755-0.0027559i,-0.0013858-0.0039792i,0.00054316-0.003632i,0.0013937-0.0022144i,-0.00052885-0.0013048i,-0.0015564-0.0014226i,-0.00069307-0.0021884i,-0.0010671-0.0028041i,-0.0015157-0.0017786i,-0.00035221-1.4345e-05i,0.0013296+5.9021e-05i,0.0032925-0.00031748i,0.0051408+0.00081171i,0.0047124+0.0022847i,0.0016885+0.0017289i,-0.001506+0.00015991i,-0.0024726-0.00077079i,-0.00098977-0.00020517i,-0.00067401+0.00052503i,-0.0029578+0.00058395i,-0.0065874+0.0018636i,-0.0099428+0.0023838i,-0.0099076+0.0012037i
-0.001568+0.0021338i,0.00036594+0.0026483i,-0.0021597+0.0018081i,-0.0040967+0.0010244i,-0.0031727+0.0015851i,-0.0012533+0.0016673i,-0.00048515-0.00052666i,-0.0011636-0.0016859i,-0.0022182-0.00037214i,-0.0013705+0.00207i,-1.9211e-05+0.0034135i,-0.0017643+0.0026143i,-0.0047727+0.00091599i,-0.0044837-0.00059468i,-0.0011896-0.0010701i,0.0010986-0.00011264i,0.0014635+0.00090243i,0.0011613+0.00086651i,0.0014587+0.00072698i,0.0031912-0.00017966i,0.0065599-0.0019868i,0.010008-0.0030171i,0.010936-0.0020097i
-0.0010077+0.0015256i,-0.00013421+0.0012582i,0.0021616+1.0634e-05i,0.002738-0.00034317i,0.001637-0.0013384i,0.0018811-0.0018125i,0.0020034-0.0017801i,-0.00036781-0.0020262i,-0.0019697-0.0013723i,-0.0013486-0.0013439i,-0.0003909-0.0029782i,0.0011682-0.0035713i,0.0031021-0.0019144i,0.003688-0.0010158i,0.0013853-0.00092209i,-0.002252-0.0010118i,-0.0034563-0.0010307i,-0.002417-0.0015244i,-0.00035505-0.0022624i,-0.00095944-0.0013735i,-0.005144+0.0016137i,-0.0089081+0.0034065i,-0.010304+0.0023005i
0.0041485-0.0013145i,0.0046608-0.0018221i,0.0033099-0.0013327i,0.00073169-0.0012187i,-0.0016432-0.0024855i,-0.0028461-0.003696i,-0.0034204-0.003407i,-0.0036175-0.0021592i,-0.002967-1.696e-06i,-0.0014755+0.002084i,-0.00069231+0.002385i,-0.001897+0.0024336i,-0.0027671+0.0027574i,-0.0018376+0.0014594i,-0.00030164+0.00011049i,0.0021602-0.00048794i,0.0027287-6.0334e-05i,0.00097962-5.0721e-05i,0.0004961-0.00014969i,0.0024722-0.00089991i,0.0054234-0.0040804i,0.0089079-0.0059138i,0.010492-0.0039855i
0.00054217+0.0006436i,-1.6781e-05-0.00072249i,-0.00081581-0.0041016i,-0.0021984-0.0036028i,-0.0038712-0.00073137i,-0.0038665+0.0014499i,-0.0022528-9.0985e-05i,-0.0015387-0.0018488i,-0.0014867-0.00080816i,-0.0013927+0.00074254i,-0.0011403+0.00055841i,0.00060342-0.0010208i,0.0024008-0.0027151i,0.0029037-0.0024988i,0.00097824-0.0011051i,-0.0026142+0.00032969i,-0.0040265+0.0005238i,-0.0027931-0.00036334i,-0.0021704-0.00051622i,-0.0025362+0.0013383i,-0.005053+0.0043615i,-0.0083078+0.0061369i,-0.0096652+0.0052242i
-0.0032478-0.00074372i,-0.0043817-0.0011071i,-0.0030808+0.00015362i,-0.00043657+0.0012622i,0.00045533+0.0011533i,0.00037239+0.00065337i,-0.00026185-0.00020631i,-0.0013486+3.078e-05i,-0.0015723+0.0009874i,-0.00085135+0.0017139i,-6.2007e-05+0.0024672i,-0.00085601+0.0030819i,-0.0023128+0.0040085i,-0.0029672+0.003745i,-0.0011449+0.0012897i,0.0013219-0.00075561i,0.0019193-0.0015501i,0.001284-0.0012577i,1.7906e-05-0.00031397i,0.00045986-0.0017639i,0.0035699-0.0045666i,0.0065353-0.0057136i,0.0073045-0.004971i
0.0028411+0.0032301i,0.004716+0.002714i,0.0051078+0.0013506i,0.0022698-0.00019491i,-0.0010424-0.00054255i,-0.0018474-0.00049002i,-0.0011165-0.00080588i,-0.0013638-0.00075786i,-0.0017848-0.00021i,-0.0012766-0.00041891i,-0.0011915-0.0006693i,-0.00052787-0.0017362i,0.0013254-0.0043658i,0.0014109-0.004561i,-0.00064039-0.0012014i,-0.0024582+0.0017194i,-0.0026013+0.0023311i,-0.0017485+0.0016898i,-0.00049113+0.00072221i,-0.00068818+0.0015958i,-0.0022248+0.0048788i,-0.0042596+0.0074587i,-0.0053662+0.0067121i
-0.0056382-0.0012979i,-0.0056098-0.0015756i,-0.0046362-0.001357i,-0.0024021-0.00043941i,-0.0012542-0.00066929i,-0.00094588-0.0020932i,-0.00045374-0.0034489i,-0.000906-0.0031342i,-0.00097163-0.0010136i,9.7827e-05+0.00058426i,0.0016552+0.0011205i,0.0024533+0.0030704i,0.0011376+0.0054892i,0.00010642+0.0046643i,0.00069538+0.0019625i,0.0016682-0.0007085i,0.001336-0.0020753i,0.00090204-0.0013914i,0.0011827-0.00052402i,0.0016764-0.0022574i,0.0030611-0.0048693i,0.0042946-0.0060202i,0.0049886-0.0058273i
-8.7026e-05+0.0014114i,-0.00051477-0.00021755i,-0.0020231-3.6163e-05i,-0.0013616+0.00040237i,-0.0021507-5.2643e-05i,-0.0022939-0.00097771i,-0.00090171-0.0022587i,-0.00076571-0.0019261i,-0.0018147+8.4917e-05i,-0.0019479+0.0021029i,-0.0018018+0.0017764i,-0.0024888-0.001157i,-0.0025545-0.0025769i,-0.0011095-0.0024309i,-0.0003914-0.0012255i,-0.00085513+0.0010806i,-0.0016259+0.0019983i,-0.0022791+0.000994i,-0.002134-6.4983e-05i,-0.0015413+0.0012197i,-0.0011498+0.0048085i,-0.0020868+0.0070672i,-0.0035326+0.0062314i
0.00056978+0.00034314i,0.0019454+8.1585e-06i,0.0014991-0.0010447i,-6.261e-05-0.00054762i,-0.00079506+0.0002166i,0.00013317+0.00056629i,0.00073013-0.00031722i,-0.00040351-0.001496i,-0.0013741-0.0012626i,-0.0019855-0.0010034i,-0.00070217-0.00017688i,0.0011583+0.0010817i,0.0020446+0.0019884i,0.0017852+0.002419i,0.0010998+0.0013748i,0.00073463-0.0010956i,0.00087315-0.0025769i,0.00088846-0.0022587i,0.00064806-0.001473i,-0.0001494-0.0026288i,-0.00052014-0.005693i,0.001084-0.0074263i,0.0027225-0.0069904i
-0.0028044-0.0049923i,-0.0033953-0.0052962i,-0.0030133-0.0050302i,-0.0015946-0.0037544i,-0.0013571-0.0013243i,-0.0010894-3.795e-05i,-0.00070802-0.00054822i,-0.001125-0.0010772i,-0.0014344-0.0012577i,-0.00091766-0.00045054i,-0.0010047+0.00094478i,-0.0028154+0.0011739i,-0.0036174+0.00013146i,-0.0023942-0.0011458i,-0.0018973-0.00054778i,-0.0016968+0.0011638i,-0.00088124+0.0018223i,-0.0010197+0.00093624i,-0.0012397+0.00038747i,-0.00040972+0.0018272i,0.00022624+0.0039289i,-0.00087967+0.0053648i,-0.0030557+0.0057i
0.0024578+0.0023771i,0.0020584+0.0026273i,0.0012153+0.0029889i,0.00062743+0.0027745i,-0.00051379+0.00035868i,-0.0018401-0.0014204i,-0.0025445-0.001252i,-0.0023676-0.0006848i,-0.0019256+0.00047016i,-0.00070044+0.0011436i,0.00085335+0.00080726i,0.0021412+0.00086263i,0.0030137+0.0019241i,0.00222+0.0023294i,0.00052252+0.0011172i,-0.00040887-0.00068103i,-0.0010534-0.001636i,-0.0010541-0.00048552i,4.0618e-05+9.0798e-05i,0.00087535-0.0014302i,5.5303e-05-0.0036627i,0.0003348-0.0062474i,0.0017888-0.0064652i
-0.0010087-0.0012778i,-0.0011891-0.00058668i,-0.00064399-0.0023797i,-0.00012828-0.0032951i,-0.00072164-0.0017611i,-0.0010631-0.0002774i,-0.00026093-0.0011302i,-5.0385e-05-0.0018596i,-0.0013158-0.00011849i,-0.0017456+0.0014364i,-0.0013847+0.00070448i,-0.0013022-0.00044262i,-0.0024624-0.00090718i,-0.0031853-0.0012394i,-0.0018775-0.00043638i,-0.00047333+0.0015123i,-9.0307e-05+0.0021146i,0.00035625+0.0011559i,0.00079132+0.0014217i,0.0010678+0.0027719i,0.0016994+0.0044339i,0.0017761+0.0067916i,0.00053045+0.0075035i
-0.0042675-0.0025673i,-0.0040678-0.0023184i,-0.0032999+0.00030242i,-0.0024126+0.0024764i,-0.0017242+0.0016676i,-0.00046642+3.7888e-05i,0.00058731-0.00063485i,0.00086242-0.0007106i,0.00023468+4.3044e-05i,-0.00065325+0.0012402i,0.00026135+0.0011531i,0.002412+0.00012923i,0.0038928-3.9117e-05i,0.0031627+0.00068232i,0.00082405+0.0017938i,-0.00054551+0.0012362i,-0.0011374+0.0006333i,-0.00087482+8.6146e-05i,-9.751e-06-0.00097292i,-0.00030046-0.0016478i,-0.0019438-0.0036971i,-0.0023499-0.0058294i,-0.00027144-0.0059655i
0.0013513+0.00018119i,0.0029056+6.8002e-05i,0.0016513-0.0016397i,-0.00041616-0.0025477i,-0.001075-0.0013368i,-0.00068736-0.00022896i,-0.00026179-0.0011179i,-0.00052314-0.0017089i,-0.0010021-0.00095125i,-0.0010791-0.00046608i,-0.0013517-0.00061634i,-0.0022241+0.00055445i,-0.0025583+0.0012161i,-0.0023857+0.0002175i,-0.0017554-0.00014886i,-0.00080586+0.00037366i,0.00036447+0.00017373i,0.0010494-0.00058029i,0.00061536-0.00068178i,0.0010413+0.00056157i,0.0022101+0.0025729i,0.0014314+0.0047747i,7.5445e-05+0.0044136i
-0.0020019-0.00035434i,-0.0017201-0.00023092i,-0.00037194-0.00015134i,-0.00025312+1.3485e-05i,-0.0012748-0.00061964i,-0.0017507-0.0019677i,-0.0008364-0.0024016i,-0.0013372-0.001319i,-0.0025832+0.00055422i,-0.0016245+0.0011348i,0.00037987-0.00058946i,0.00061045-0.0015935i,0.00043766-0.0013364i,0.0010798-0.0012226i,0.0010651-0.00090873i,-0.00022495-0.0011657i,-0.0018452-0.00091268i,-0.0014525-0.0001141i,-0.00020854-0.00019667i,-0.00080519-0.0012375i,-0.0026538-0.0028921i,-0.0028108-0.0041906i,-0.0011007-0.0045795i
0.0022681-0.0010459i,0.0018888-0.0011697i,0.00017567-0.00098921i,-0.00070011-0.0020703i,-0.0012241-0.0025891i,-0.0012735-0.0021676i,-0.00034519-0.0010031i,-0.00072365-0.00071943i,-0.0017212-0.00046206i,-0.0021337+0.0010886i,-0.0015795+0.0016387i,0.00033351+0.001301i,0.00076844+0.0012222i,-0.00058604+0.00099358i,-0.00087635-0.00012324i,-0.0001732+5.6583e-05i,0.0005032+0.00046238i,0.00026241-0.00059074i,-0.00034589-0.00072174i,0.00040576+0.0011379i,0.0017413+0.0031791i,0.0022358+0.0042863i,0.0010938+0.0047972i
-0.0017882+0.0010462i,-0.0015421+0.0014677i,-0.00059331+0.00087419i,-0.00057086+0.00032428i,-0.0018017-0.00062954i,-0.0019612-0.00094643i,-0.00091126-0.0016526i,-0.00079208-0.002435i,-0.001506-0.0012899i,-0.0017126+0.00015758i,-0.00052725+0.00016983i,0.00027026-0.00049014i,-0.00044864-0.00075028i,-0.00042392-0.00059348i,-0.00039506-0.00031047i,-0.00046575+4.772e-05i,-0.00099609-3.1127e-05i,-0.0006755+2.1366e-05i,0.0002135-0.00020128i,-0.00049228-0.00097947i,-0.0025316-0.0015481i,-0.0037046-0.0029967i,-0.0034423-0.0035636i
-0.0016043+0.0006797i,-0.0020896-0.00052975i,-0.00044258+0.00058126i,-0.00043058-6.8235e-05i,-0.001208-0.001264i,-0.001053-0.0014309i,-0.00037533-0.0010824i,0.00020765+0.00024553i,-0.00016906+0.00095974i,3.1675e-05+0.00089751i,2.0223e-05+0.00051139i,2.8498e-05+0.0002383i,-0.00011164+0.00098837i,-0.0017261+0.00084234i,-0.002674-0.0011709i,-0.0016337-0.0020221i,-0.00076103-0.0016895i,-0.00060281-0.0015754i,-9.6586e-05-0.00032563i,0.00065721+0.00098532i,0.002337+0.0013938i,0.0033786+0.0026978i,0.0024401+0.0034838i
0.0057651+0.0022583i,0.006324+0.00080256i,0.0053868+0.00011178i,0.0025598-0.00039693i,0.0001444-0.0017974i,-0.0014802-0.001843i,-0.0022329-0.00090932i,-0.0023478-0.00051668i,-0.00149-0.00072656i,2.1174e-05-0.0003945i,3.5523e-05-1.3973e-05i,-0.0011282-0.0010989i,-0.0014105-0.0022749i,-0.00020987-0.0019327i,0.0016283-0.0010368i,0.0019065-5.0071e-05i,0.00060133+0.00077698i,-0.00040955-0.000332i,0.00052535-0.00093787i,-0.00028444-0.00052937i,-0.0017943-0.00053396i,-0.0021722-0.0015672i,-0.0016873-0.0027691i
-0.002031+0.00033574i,-0.0029243-0.0010088i,-0.0016094-0.00055062i,-0.00020945-0.0010316i,-0.0010756-0.0024347i,-0.0014347-0.0023303i,-0.00011824-0.0027578i,-0.00015761-0.0027215i,-0.0015855-0.001225i,-0.0025195+0.0010417i,-0.00186+0.0022729i,0.00090337+0.0019556i,0.0027945+0.0015981i,0.0017249+0.0012151i,-0.00093149+0.00026793i,-0.002368-0.00037867i,-0.0017199-8.1983e-05i,-0.0015893+8.7829e-05i,-0.00063256-0.00023387i,0.0012094-0.00047751i,0.0020519+0.00052341i,0.0022138+0.002171i,0.0021291+0.0027501i
0.00038022-0.0029656i,0.0013047-0.0032047i,0.00085936-0.0027627i,-0.00043386-0.0015296i,-0.0020872-0.00063594i,-0.0023416-0.00041217i,-0.0011028-0.0008373i,-0.00063905-0.0016545i,-0.00092086-0.0013941i,-0.0011474-0.0011943i,-0.001471-0.00073857i,-0.0025039+0.00044859i,-0.0027368+0.0014127i,-0.00098911+0.00063299i,0.0006312+8.6285e-05i,0.0011789+0.00083287i,0.0010167+0.00029747i,0.0012535-0.00032211i,0.0016297-0.00053616i,5.1698e-05-0.00067079i,-0.0022627-0.00089007i,-0.0027353-0.00066718i,-0.0022654-0.00010616i
-0.0013803+0.0032726i,-0.00070822+0.0035167i,-0.0007071+0.0035946i,-0.00050483+0.0017666i,-0.00014152+0.00037627i,-0.00043094+0.00046433i,-0.00067624+0.00018407i,-0.00063114+6.9965e-05i,-0.00095937+0.00065141i,-0.00026812+0.0010274i,0.00089601+4.5815e-05i,0.0012348-0.0013715i,0.00042315-0.002009i,-0.00051667-0.0016773i,-0.0011189-0.0010285i,-0.0014594-0.0006542i,-0.00099582-0.00018506i,-0.00094883+7.0313e-05i,-0.0010065+7.3574e-05i,-5.8437e-05-0.00034561i,0.00083139-0.0003316i,0.0016166+0.00038736i,0.001655+0.00067711i
-2.4816e-05-0.0022885i,0.00074366-0.0025915i,0.0013868-0.0019711i,0.00069163-0.0015558i,-0.00070648-0.0012577i,-0.0011357-0.0011489i,-0.00037295-0.0012404i,-0.00083947-0.0015811i,-0.0018663-0.0016452i,-0.0020694-0.00087614i,-0.0019379-0.00021786i,-0.0016085-0.0002399i,-0.00059879+0.00039246i,0.00057538-0.00013626i,0.00125-0.0013462i,0.0012387-0.00068441i,0.0011101+7.6287e-06i,0.0013662+8.3311e-05i,0.00076116+5.4554e-05i,-0.00053424-2.7974e-09i,-0.0010505+0.00069042i,-0.0011225+0.00083668i,-0.00068918-0.00068266i
-0.0017436+6.7351e-05i,-0.00052711-0.00012134i,-0.0012569-0.0012673i,-0.0014403-0.0017576i,-0.0018659-0.002078i,-0.0010486-0.0025397i,-0.00076677-0.002738i,-0.0021352-0.0023459i,-0.00295-0.00037769i,-0.0020766+0.0021434i,-0.00082426+0.0028287i,-0.00024133+0.001062i,-0.0002041-0.00031734i,-0.00043595-6.4823e-05i,-0.0010171+0.00043019i,-0.0015016+0.00061438i,-0.0012962+0.00048519i,-0.0015818+0.00075112i,-0.0016121+0.00091109i,-0.00069522+0.00061369i,0.00037017-0.00019808i,0.0011386-0.00041565i,0.0015042+0.00018432i
-0.0034248+0.0026049i,-0.0041709+0.0029553i,-0.0027213+0.0026548i,-0.002083+0.0018132i,-0.0024186+0.00091715i,-0.0017204-0.00044544i,-0.000236-0.0012179i,0.00018886-0.0012937i,-0.00098408-0.0010365i,-0.0017576-0.00022669i,-0.0013091+0.00019041i,-0.0013062+0.0015151i,-0.0012791+0.0022218i,0.00011159+0.001055i,0.0016536-0.00072388i,0.0017562-0.00082514i,0.00076155-0.00051419i,-0.0002496+0.00030519i,-0.00037227+0.00082778i,-0.0001521+0.00061009i,-0.00073995+0.00090661i,-0.0012099+0.00053074i,-0.0008823-0.00023643i
0.002766-0.003752i,0.003716-0.0042434i,0.002733-0.0026991i,0.0013971-0.002586i,0.0002647-0.0030546i,-0.00050942-0.0023299i,-0.00038948-0.0014316i,-0.00022903-0.00039843i,-0.00027027+0.00025831i,-0.00030887+0.00036938i,-0.00056915+7.0467e-05i,-0.00081658-0.0009792i,-0.0012326-0.0014168i,-0.0026024-0.00024814i,-0.0031604+0.0012719i,-0.0028659+0.0023394i,-0.0016488+0.0016997i,-0.00070056-0.00014105i,-0.00017726-0.001107i,0.00083776-0.00098211i,0.0009497-0.0007082i,0.00032129-0.00060252i,0.00032311-0.00030288i
0.0013631-0.0013324i,0.00085212-0.0016496i,-0.00076146-0.0026815i,-0.0025441-0.0028285i,-0.0044122-0.00098786i,-0.0046741+0.00078747i,-0.0034323+7.2277e-05i,-0.0022229-0.001132i,-0.0026026-0.00058753i,-0.0028333+0.00081194i,-0.0019155+0.0011035i,-0.00038115+0.0012462i,0.00077602+0.0014535i,0.00084552+0.00062996i,9.0895e-05-0.0014335i,-0.00022117-0.0027285i,-8.3267e-05-0.0023971i,-0.00036082-0.0014617i,-0.00046582-0.0014794i,-0.00013788-0.00077081i,-0.00025826+0.0010382i,-0.00082898+0.00073385i,-0.001026-0.00049981i
0.00066006-0.001771i,0.00092419-0.001758i,0.0022398-0.00031036i,0.0021072-0.00042685i,0.0019848-0.0014617i,0.00078943-0.001937i,-0.00038689-0.0020379i,-0.00048082-0.0018642i,-0.00047019-0.00129i,-0.00024316-0.0013402i,-0.00051463-0.0017463i,-0.0014255-0.0020511i,-0.0018293-0.0012263i,-0.0014148+0.00033096i,-0.00043758+0.0014196i,-0.00045005+0.0022479i,-0.00098192+0.0016838i,-0.00092671+0.00074205i,-0.00082267+0.00073218i,-0.00072283+0.00011836i,-0.001008-0.0012981i,-0.00086362-0.001419i,-0.00079416-0.000372i
0.0016429+0.0013219i,0.0021304+0.0016666i,0.0019768+0.0017694i,0.00042501+0.00073471i,-0.0012876+0.00061016i,-0.0013754-0.00042382i,-0.0001094-0.0013999i,0.00038864-0.0013652i,-0.00061273-0.00046836i,-0.0009663+0.0012373i,-0.00046131+0.0013212i,-0.00031558+0.00047868i,0.00026972+0.00011825i,0.00094062-0.00066816i,0.00082361-0.0018154i,0.00092046-0.0023971i,0.0006967-0.00098584i,-0.00033917+0.00025205i,-0.00065047+0.00022158i,-0.00015157+0.00012245i,0.0005302-0.00028952i,0.00071474-0.00065591i,0.00072792-0.001332i
-0.0013493-0.0024513i,-0.0022717-0.0027487i,-0.0023685-0.0045198i,-0.0024335-0.0033123i,-0.0033618-0.001307i,-0.0025094-0.00075123i,-0.00027986-0.0014055i,-0.00055002-0.0018576i,-0.0015796-0.00087908i,-0.00086633-0.00019518i,-7.5233e-05-8.6836e-05i,-0.00021385+5.8461e-05i,-0.00041985+0.00077257i,-0.00055378+0.0014908i,-0.0010651+0.0014799i,-0.001717+0.0016326i,-0.0012075+0.0010752i,-0.00017658+0.00061299i,1.2677e-05+0.00074235i,-0.00016348-0.0001446i,-0.00031639-0.0010827i,-0.0002503-0.00014035i,4.0941e-05+0.0016166i
