-0.0017486-0.00070043i,-0.0019668-0.00050618i,-0.0019061+0.00090569i,-0.0026017+0.00244i,-0.0023422+0.0028812i,-0.0016215+0.0030133i,-0.0014248+0.0026418i,-0.0008011+0.0023894i,5.0304e-05+0.002073i,0.0007294+0.0012989i,0.00093593+0.00016099i,-0.00033492-0.00088099i,-0.0007417-0.0011395i,-0.00053671-0.00027752i,-0.001158+0.0011425i,-0.00080914+0.0013155i,0.00017378+0.00047604i,0.00097644+0.00073627i,0.00084544+0.00099244i,0.0003517+0.00051614i,4.8975e-05+0.00022365i,-0.00044697+0.00042512i,1.9481e-05-8.4944e-05i
0.00054114+0.00025852i,-0.00059905+0.0015579i,-0.0024594+0.0043939i,-0.0054632+0.0060336i,-0.0095837+0.0041547i,-0.011278+0.00059079i,-0.0099509+3.7562e-05i,-0.0064548+0.0019121i,-0.0026024+0.0029353i,-0.0003339+0.0025554i,-0.00058287+0.0016428i,-0.0018628+0.0011919i,-0.0029104+0.0011918i,-0.0030684+0.00065317i,-0.0026697-0.00039043i,-0.003325-0.0011982i,-0.0045122-0.0012347i,-0.0033561-7.3774e-05i,-0.00069499+0.0010587i,-6.3333e-05+0.0012548i,2.8126e-05+0.0006844i,-5.6653e-05+0.00037609i,-0.00080033+0.00077376i
0.00072305+0.0023792i,-0.0001927+0.0012423i,-0.0022921-0.0012042i,-0.0039304-0.0036741i,-0.0022809-0.005996i,0.0010522-0.0060621i,0.0027289-0.0036324i,0.0018128-0.0019584i,-0.0013415-0.0030088i,-0.005134-0.0032467i,-0.007485-0.00063841i,-0.0058532+0.00094164i,-0.0029435-0.00010109i,-0.00049812-0.0011286i,0.0025527-0.00094323i,0.0041038-0.00058444i,0.0038912-0.00092421i,0.0033424-0.00092271i,0.003127-0.00086537i,0.0017325-0.00071892i,0.00030282-0.00035322i,0.00027314-0.00062502i,-0.00023946-0.00076751i
0.00029326+0.00022591i,0.00099431-0.00046983i,0.0027093-0.00052417i,0.0046222-1.6797e-05i,0.0060636+0.0028699i,0.0058646+0.0047589i,0.0046306+0.002647i,0.0038725-0.0011083i,0.0021657-0.0027781i,3.4519e-05-0.0023934i,0.00010113-0.00084931i,0.0015594-0.00034296i,0.0027414-0.00099908i,0.003711-0.0012632i,0.0034001-0.00011183i,0.0031463+0.0024119i,0.0035316+0.0033597i,0.0030135+0.0016761i,0.001702+0.00052018i,0.00071792+0.00034146i,0.00065346+0.00040719i,0.00066195+0.00022301i,0.00023505-0.0010431i
-0.0011708+0.00017791i,-2.9465e-05-0.00073065i,-0.00033192+0.0021779i,-0.0014799+0.0058455i,-0.0038207+0.0073173i,-0.0071986+0.0052379i,-0.0074747+0.0023462i,-0.0058013+0.0020469i,-0.0052096+0.004382i,-0.0020296+0.0071564i,0.0035896+0.0063136i,0.0053391+0.0027025i,0.0023696+0.00080725i,-0.0001937+0.0015373i,-0.001744+0.0016369i,-0.0026054+0.0013044i,-0.0025685+0.0017567i,-0.0021931+0.0020817i,-0.0011528+0.0014746i,-0.00076139-6.6304e-05i,-0.00081867-0.00035939i,-0.00079678+0.00073056i,-1.4943e-05+0.00096689i
-0.0010888-0.0014616i,-0.0027081-0.00050112i,-0.0056246+0.00026989i,-0.0096758-0.00053552i,-0.011535-0.0035768i,-0.01031-0.0065568i,-0.0089541-0.0058823i,-0.0092973-0.0028906i,-0.0082125+0.00075955i,-0.0059068+0.0028654i,-0.0044201+0.0016242i,-0.0036935-0.00020585i,-0.0036998-0.0010012i,-0.0037634-0.00090857i,-0.0031661-0.00088526i,-0.0024821-0.001388i,-0.0026761-0.0022057i,-0.0027358-0.0025456i,-0.0016697-0.002339i,-0.0011885-0.0019181i,-0.0015498-0.00059877i,-0.0018331+4.891e-05i,-0.0024287+0.00022112i
0.00032479+0.0012569i,-0.0006112+0.0012136i,-0.00047386-0.00046025i,0.0015055-0.002832i,0.0040915-0.0024103i,0.0055287-0.00040495i,0.0032963+0.00012059i,-0.00014968-0.0002687i,0.00050558-0.0023803i,0.00047481-0.0061798i,-0.0026867-0.0076341i,-0.0050419-0.0056883i,-0.0035967-0.0030961i,-0.0013088-0.0012634i,0.00050466-0.00040756i,0.0023266-0.00017617i,0.0028106+0.00010976i,0.0024089-0.00029064i,0.0021906-0.0012059i,0.0015789-0.0006876i,0.0010027+0.00022772i,0.00083459+0.0001954i,0.00052145-0.0008907i
-0.0020426-0.0037501i,-0.0022277-0.003932i,-0.0014481-0.0023402i,0.00061818+0.0024056i,0.0009871+0.0096431i,1.8761e-05+0.01333i,0.00060943+0.010886i,0.0025607+0.0067873i,0.0027825+0.0031734i,0.0018545+0.0013825i,0.0012588+0.0011394i,0.00084159+0.0010507i,0.001373+0.001015i,0.0027869+0.00062031i,0.0028003+0.00047i,0.00082347+0.0020288i,0.00060081+0.0039046i,0.0022388+0.0033366i,0.0021448+0.0024067i,0.00066165+0.0016539i,0.00062892+0.00074132i,0.0014944-0.00010504i,0.0014676+0.00018144i
0.0029483-0.0022656i,0.0013205-0.0012518i,-0.0019947+0.00031489i,-0.0074821+0.001835i,-0.012324+0.00072071i,-0.013729-0.00096628i,-0.0098221+1.5862e-05i,-0.0060654+0.0013751i,-0.007383+0.0017059i,-0.0089755+0.0047717i,-0.0057263+0.0077866i,-0.0011834+0.0068845i,0.00027583+0.0035368i,-0.00016103+0.0013948i,-0.0012554+0.00023899i,-0.0023944-9.9008e-07i,-0.0028034+0.0013862i,-0.0021326+0.0019871i,-0.001007+0.00082924i,-0.00047992-0.00022947i,-0.00078583-0.00060042i,-0.00088278-0.00045337i,-0.00052176+0.00086419i
-0.0015886+0.0015617i,-0.0036081+0.0030596i,-0.0052949+0.0021207i,-0.0050299-0.0024444i,-0.0015298-0.0084155i,0.0015532-0.011393i,-8.5959e-05-0.010838i,-0.004194-0.0091547i,-0.0061434-0.005976i,-0.0061239-0.0026425i,-0.0049639-0.0015579i,-0.0041647-0.001293i,-0.0044959-0.0022325i,-0.0043421-0.0025162i,-0.0035838-0.0010279i,-0.0018972-0.00054159i,-0.0006514-0.0014262i,-0.00056111-0.0017421i,-0.00015137-0.0015383i,0.00053478-0.0023516i,0.0009008-0.0023107i,-9.1445e-05-0.0015294i,-0.0016432-0.0010463i
-0.0022931-0.0042617i,-0.0034-0.0057476i,-0.0023979-0.0059374i,0.0019938-0.0015657i,0.0054309+0.0059208i,0.0057909+0.0093516i,0.003201+0.0053061i,1.3501e-05+0.00074548i,0.0014595-0.00020068i,0.0056085-0.0012978i,0.0057723-0.004122i,0.0025328-0.0061491i,-0.00031266-0.0060635i,-0.0013253-0.0036644i,-0.0010777-0.00034076i,-0.00029613+0.00085585i,0.0011348+0.00047768i,0.0015826-0.00018804i,0.0017699-0.00013038i,0.00091431+0.00023651i,-0.00020461+0.00035305i,-0.00032861+0.00067632i,-0.00047221-1.5739e-05i
0.0016568-0.0013894i,0.0025204-0.00020459i,0.0010945+0.0020481i,-0.0028284+0.006344i,-0.0089756+0.01006i,-0.013387+0.01034i,-0.011328+0.0085977i,-0.0060957+0.0073592i,-0.0025364+0.0064545i,-0.00018076+0.0051108i,0.0016754+0.003028i,0.0023819+0.0011436i,0.0020089+0.0012761i,0.0018162+0.0020685i,0.0023547+0.0019939i,0.001482+0.001943i,0.00078735+0.002753i,0.0015158+0.0035537i,0.001574+0.0027276i,0.00037179+0.0017513i,-0.0001605+0.0018244i,0.00096555+0.0016552i,0.0020874+0.0012094i
0.00035331+0.002459i,-0.00072159+0.0040937i,-0.0011932+0.0040173i,-0.0039805-0.00094762i,-0.0066486-0.0093481i,-0.0073365-0.011864i,-0.0071621-0.0067223i,-0.0076818-0.0021858i,-0.0087896-0.002596i,-0.0094535-0.0036479i,-0.0089062-0.0012481i,-0.0059763+0.0019424i,-0.0026206+0.0020844i,-0.00039794+0.0014632i,-5.9868e-05+0.00028389i,-0.00040097-0.00031593i,-0.0010292+0.00022779i,-0.0018682+0.00058935i,-0.0016127+0.0010039i,-8.9008e-05+0.0011239i,0.00053063+0.0010352i,0.00011666+0.0011023i,-0.00065786+0.0010109i
-0.0026219-0.001486i,-0.0027095-0.0018578i,-0.002946-0.001539i,0.0013091-0.0022066i,0.0093155-0.0021628i,0.014179-0.001931i,0.010206-0.0024517i,0.0034791-0.0031542i,0.00014078-0.0038017i,-0.0014713-0.0035811i,-0.002413-0.002292i,-0.0025016-0.0019433i,-0.0019959-0.0024157i,-0.0017248-0.0017736i,-0.0028629-0.0013128i,-0.0032003-0.0013871i,-0.0019547-0.001352i,-0.0011453-0.0015199i,-0.00031631-0.001178i,0.00075713-0.00040476i,0.00016738-0.00078402i,-0.0010724-0.001102i,-0.0020984-0.00062025i
0.0019102-0.0020897i,0.00080227-0.0035567i,-0.00062397-0.003265i,-0.0023083+0.0034922i,-0.0047136+0.013455i,-0.0053468+0.017595i,-0.0023196+0.012287i,0.00080624+0.0053445i,0.0012793+0.0044492i,0.00195+0.006352i,0.003605+0.0048493i,0.0038473+0.0010292i,0.0016822-0.002122i,-0.00066411-0.0029332i,-0.0016356-0.0015952i,-0.00046992-0.00067778i,0.00097472-0.00018865i,0.0021695-0.00056288i,0.0032795-0.001926i,0.0029492-0.0026711i,0.0016949-0.0024893i,0.00067088-0.0022625i,4.6641e-05-0.0016599i
0.0017594+0.00028183i,0.0022972+0.00051673i,0.0019633+0.0013822i,-0.0040544+0.00023471i,-0.014099-0.004027i,-0.019326-0.0076171i,-0.015649-0.006458i,-0.010065-0.0033977i,-0.0060972-0.00030187i,-0.0041006+0.00098961i,-0.0021866+0.00040523i,0.00016617+0.00074212i,0.0014141+0.00073505i,0.0013882+0.0012071i,0.00093001+0.0021339i,0.0013165+0.0017354i,0.0020133+0.0020989i,0.0018938+0.0031653i,0.0013806+0.0023737i,0.0017437+0.0010855i,0.0014901+0.00087068i,0.0010036+0.0014813i,0.0012103+0.0016281i
-0.0014608-0.00041199i,-0.0018727+0.0019504i,-0.0030451+0.0021787i,-0.0001119-0.0012361i,0.005709-0.0078604i,0.0081444-0.012311i,0.0036078-0.010273i,-0.0019146-0.005874i,-0.0028373-0.0051099i,-0.0017389-0.0060921i,-0.0017697-0.0054577i,-0.0028693-0.0022636i,-0.0030164+0.001179i,-0.0012285+0.0030967i,0.0014197+0.0031086i,0.0016823+0.0010996i,-0.00036246-0.00012762i,-0.0014539+0.00073226i,-0.00089814+0.0015747i,-0.0012518+0.002085i,-0.0023136+0.0025337i,-0.0025287+0.0024452i,-0.0016387+0.0019642i
-0.0013131+0.0023612i,-0.00073129+0.0015194i,-0.0012763+0.0023225i,0.0018076+0.0078992i,0.0083502+0.016148i,0.011421+0.017606i,0.0079336+0.010989i,0.0022507+0.0051013i,-0.00061353+0.0022475i,-0.00095421+0.0015765i,-0.0006883+0.0014549i,-0.00062399+8.0697e-05i,-0.0011904-0.0012047i,-0.0011303-0.0017152i,-0.00080042-0.0023609i,-0.0015563-0.0022758i,-0.0021128-0.0013324i,-0.0023545-0.0012364i,-0.0022147-0.0021515i,-0.0020354-0.0023282i,-0.0017027-0.0017302i,-0.0013607-0.0013993i,-0.0014735-0.001231i
0.00045464-0.0026709i,0.0013036-0.0019577i,0.00020386-0.0025854i,-0.0070289+0.00010948i,-0.019404+0.005846i,-0.023182+0.0094474i,-0.01658+0.0090517i,-0.010298+0.0066339i,-0.009253+0.0046252i,-0.0086535+0.0039851i,-0.0069687+0.0035551i,-0.0035917+0.0013917i,-0.0013552-0.00032745i,-0.0010641-0.0012219i,-0.00040332-0.0015727i,-0.00090857-0.0007468i,7.1664e-05-2.824e-05i,0.0021679+0.00037299i,0.0026998-3.1982e-05i,0.0033245-0.0010464i,0.0036668-0.0015175i,0.0032596-0.0021383i,0.0018383-0.0023247i
-0.0053677-0.00095804i,-0.0048738+0.00084803i,-0.0085827+0.0026129i,-0.0096739-0.00060292i,-0.00849-0.010329i,-0.0077026-0.017391i,-0.0066398-0.015132i,-0.005011-0.0087527i,-0.0042697-0.0042834i,-0.0040181-0.0013185i,-0.0029793-0.00015685i,-0.0025415+0.00038989i,-0.0019381+0.0011214i,-0.00064318+0.0013072i,-0.00057906+0.0016353i,-0.00042402+0.0027472i,0.00042537+0.0034582i,0.0010564+0.0032812i,0.0017212+0.0033232i,0.0022495+0.0038171i,0.0019448+0.0035813i,0.0011162+0.0031072i,0.00054852+0.0030789i
0.010955+0.0089794i,0.011122+0.0077556i,0.01903+0.0058715i,0.023025+0.0015237i,0.025768-0.0025901i,0.020962-0.0042048i,0.010417-0.0039803i,0.0033879-0.0030094i,0.0042535-0.00027977i,0.0071962+0.00055169i,0.0065494-0.0012191i,0.0042627-0.0028392i,0.0012895-0.0034288i,-2.7904e-05-0.0021963i,0.001093-0.00060048i,0.0015165-0.00022401i,0.00035309+0.00021436i,-0.00067114+9.9426e-05i,-0.00064191-0.00079813i,-0.001208-0.0012836i,-0.0024926-0.00056501i,-0.0027723+9.7761e-05i,-0.0025735+0.00018499i
-0.0010392+0.003132i,-0.0013329+0.0023785i,-0.0011254+0.0024704i,-0.0028013+0.0072102i,-0.0052275+0.017013i,-0.0065903+0.022048i,-0.0048006+0.016706i,-0.0037102+0.0089878i,-0.0032826+0.0050097i,-0.0020032+0.0041309i,-0.0011802+0.0042195i,0.00034476+0.0026279i,0.0016688-0.0002473i,0.0013516-0.0011816i,0.0010836-0.00072505i,0.00082873-0.0014255i,-0.00030993-0.0023463i,-0.0011681-0.0028455i,-0.001365-0.0033214i,-0.001428-0.0040803i,-0.0015833-0.0045936i,-0.0003151-0.0034268i,0.0011624-0.0021573i
0.0031202-0.0015752i,0.004567-0.002622i,0.0050988-0.0045491i,-0.0012239-0.009947i,-0.014157-0.015615i,-0.022588-0.014739i,-0.019829-0.0083773i,-0.013489-0.004023i,-0.010178-0.0025534i,-0.0091408-0.0028087i,-0.0071331-0.0037738i,-0.0043758-0.002226i,-0.0026617-0.00033122i,-0.0012764-0.0005268i,-0.0013421-0.0011755i,-0.0018961-0.0012027i,-0.00089247-0.00027915i,0.00059885-4.7498e-05i,0.0017127-0.00028996i,0.0027052+0.00016415i,0.0032951+0.00034743i,0.0029977-0.00027281i,0.0025099-0.0011483i
0.00057323+0.0012033i,0.0013701+0.0031492i,0.0041491+0.004297i,0.0086118-7.5302e-05i,0.013672-0.010412i,0.013047-0.01785i,0.0052366-0.016244i,-0.00085786-0.009342i,-0.0020313-0.004855i,-0.00066563-0.0034154i,0.0016908-0.0030293i,0.00075892-0.0037082i,-0.0016849-0.0031675i,-0.0025608-0.0021577i,-0.0033969-0.0015499i,-0.0031946-0.00012768i,-0.0018015+0.0016686i,-0.00057317+0.0035042i,-0.00024337+0.004846i,-0.00019508+0.0044427i,-0.00029597+0.0032625i,-0.00085692+0.0023883i,-0.0011296+0.0019732i
-0.0020151+0.00052826i,-0.0046311+0.0019563i,-0.0067451+0.0064611i,-0.0046795+0.013937i,0.0031595+0.022649i,0.0098733+0.023991i,0.0095418+0.015685i,0.0056619+0.0080104i,0.0032817+0.0063895i,0.0030586+0.0061901i,0.0024123+0.004884i,0.0020112+0.0018717i,0.0018708-0.00090287i,0.0015551-0.00090235i,0.0018596+0.00062773i,0.0024286+0.001287i,0.002046+0.000948i,0.00024594+0.00068076i,-0.0014185+0.00040161i,-0.0028528-0.00049159i,-0.0034016-0.0015677i,-0.0029281-0.0021904i,-0.002675-0.0013202i
-0.00028161-0.0044494i,-0.0022972-0.0046648i,-0.007598-0.0062265i,-0.015153-0.005082i,-0.02402+0.0027685i,-0.025144+0.010726i,-0.015784+0.012232i,-0.0068438+0.0090777i,-0.0042804+0.0060467i,-0.0046908+0.0046309i,-0.0057521+0.0042157i,-0.004789+0.0048951i,-0.0011498+0.0043773i,0.0018954+0.003293i,0.002528+0.0034966i,0.0023962+0.0035046i,0.002321+0.0012227i,0.0017601-0.001039i,0.0014942-0.002322i,0.0016914-0.003549i,0.0013192-0.003319i,0.00063641-0.0020571i,0.00088244-0.0018099i
0.00055674+0.0011701i,0.0028025+0.0012009i,0.0081893-0.0024098i,0.012039-0.011264i,0.0074358-0.021519i,-0.0023773-0.02415i,-0.0085683-0.016877i,-0.0079501-0.0093208i,-0.0053518-0.0067593i,-0.0044202-0.0052854i,-0.0041372-0.0041907i,-0.0042344-0.0030377i,-0.0039123-0.00091956i,-0.0037088-0.00026811i,-0.0048494-0.0002374i,-0.0051317-0.0010338i,-0.0031616-0.0011564i,-0.00048487-0.00050891i,0.00083074-0.00032521i,0.00094477-4.9306e-05i,0.00085582+0.00051682i,0.001345+0.00070858i,0.0018459+0.00090206i
0.00058565-0.0026628i,0.0016599+0.0013691i,0.0019124+0.0090606i,0.0057019+0.014493i,0.015907+0.012512i,0.020682+0.0042001i,0.013372-0.0046881i,0.0033505-0.0084435i,-0.0006621-0.0078697i,0.00029639-0.0053135i,0.0031851-0.0039927i,0.0035842-0.0051304i,0.0013183-0.0064326i,-0.00094679-0.0063039i,-0.0017726-0.0060922i,-0.0014547-0.0054112i,-0.0010023-0.0027728i,-0.00021915+0.00010726i,-0.00060434+0.0018779i,-0.0020791+0.0020672i,-0.002745+0.0011964i,-0.0022975+0.0011887i,-0.0012662+0.0012902i
-0.00063669+0.0030359i,-0.005176+0.0032998i,-0.013914+0.0039513i,-0.021556+0.0084317i,-0.022308+0.017381i,-0.01528+0.020326i,-0.0060535+0.013118i,-0.0022463+0.006065i,-0.0029216+0.0042395i,-0.0029101+0.0050621i,-0.00058581+0.0049292i,0.0027836+0.0023345i,0.0044264-0.00049882i,0.0039787-0.00065696i,0.003289+0.0014233i,0.0025452+0.00288i,0.0010568+0.0018032i,-0.0005975+0.00060769i,-0.0011613+0.00033881i,-0.0017749+0.00012109i,-0.0024217-0.00082575i,-0.0026121-0.001709i,-0.0027096-0.0011036i
-0.00084383+0.0030455i,-0.00030268-0.002779i,0.0016052-0.011672i,-0.0012346-0.01953i,-0.011847-0.020252i,-0.020312-0.012551i,-0.017964-0.0025171i,-0.01198+0.0038546i,-0.008562+0.0061258i,-0.0066864+0.0057645i,-0.0055063+0.0036586i,-0.0047153+0.0035126i,-0.0029146+0.0041253i,-0.0013303+0.0049774i,-0.0020927+0.0062466i,-0.0018436+0.0059672i,-0.0006788+0.0045324i,-0.00021618+0.0022516i,0.00065429+0.00015874i,0.0020192-0.0011619i,0.0017755-0.0017147i,-0.00035518-0.0012582i,-0.00045718-0.0012152i
0.0023611+0.0016021i,0.0089394+0.003448i,0.019769+0.0077874i,0.02942+0.0069062i,0.030207-0.0023568i,0.019117-0.010454i,0.0030271-0.0081941i,-0.0051702-0.0029902i,-0.0047763-0.0014722i,-0.0034034-0.0013548i,-0.0037232-0.0019167i,-0.0057444-0.0025477i,-0.0067524-0.0015932i,-0.0056726-0.0013207i,-0.0040343-0.0024143i,-0.0024529-0.0025285i,-0.0013393-0.0020653i,0.00037794-0.0012791i,0.0015745-0.00089455i,0.0011793-0.0006526i,0.0008869+0.00042084i,0.00058901+0.0010067i,0.0005715+0.00087744i
0.0030606+0.0028782i,-6.53e-06+0.007105i,-0.0056781+0.014852i,-0.0083129+0.022411i,-0.001956+0.024678i,0.0058982+0.018534i,0.0073212+0.0058921i,0.0050947-0.0029653i,0.0035774-0.0043245i,0.003695-0.0033751i,0.0042013-0.0033363i,0.004-0.0044693i,0.0025044-0.0063512i,0.0014344-0.0070722i,0.0024827-0.0057117i,0.0032518-0.0048498i,0.0025176-0.0036573i,0.0012513-0.0016232i,0.00074172-0.00049489i,0.00046282-5.354e-06i,-0.00084763+0.00027356i,-0.0016395+0.00072602i,-0.0013493+0.00069693i
-0.0045616-0.0006851i,-0.0094506-0.0042715i,-0.018826-0.011704i,-0.029412-0.016793i,-0.031389-0.011514i,-0.021926-0.0022125i,-0.008006+0.0014596i,0.00050359+0.00064145i,0.0010129+0.00075603i,0.00040284+0.0018143i,0.0019364+0.002053i,0.003935+0.0021134i,0.0048117+0.0021136i,0.0034242+0.0020776i,0.0012765+0.0024096i,-0.00015231+0.0030858i,-0.0011429+0.0025952i,-0.0015949+0.001194i,-0.0020866+0.00030573i,-0.0018132-8.6646e-05i,-0.0019911-0.00059937i,-0.0021993-0.0017491i,-0.00098005-0.0019332i
-0.00094542-0.0014745i,0.0062448-0.0049719i,0.015598-0.0089815i,0.019628-0.014857i,0.01149-0.018951i,-0.00051254-0.015964i,-0.0063563-0.0068116i,-0.007347+0.0001143i,-0.0087+0.0012902i,-0.0091978+0.0022945i,-0.0069428+0.0038818i,-0.0043351+0.0041779i,-0.0031937+0.004273i,-0.0031442+0.003885i,-0.003554+0.0028602i,-0.0038658+0.0020238i,-0.003103+0.0013277i,-0.002032+0.00077293i,-0.0015918-0.00054643i,-0.0013411-0.0014026i,-0.00041023-0.0017623i,0.00031394-0.0021849i,0.00074616-0.0017919i
0.0024311-0.00098877i,0.0054081+0.0068851i,0.0077875+0.018805i,0.011644+0.028992i,0.016073+0.02624i,0.012736+0.013892i,-2.7722e-05+0.0038508i,-0.0088432-8.0853e-05i,-0.0077669-0.00034817i,-0.0055988-0.0010358i,-0.0064785-0.0026753i,-0.0072386-0.0032093i,-0.0062676-0.0030207i,-0.0030753-0.0024427i,0.00045342-0.0013352i,0.00049442-0.00052792i,-0.00055118-0.00016313i,0.00023882+0.00071074i,0.001024+0.001206i,0.0012706+0.00055158i,0.0014984+0.00039394i,0.001447+0.0014434i,0.0006037+0.0017085i
-0.00077511+0.0010491i,-0.0085568+0.0035252i,-0.019095+0.0064401i,-0.027005+0.010564i,-0.024595+0.014613i,-0.014887+0.013591i,-0.007337+0.0054232i,-0.0043012-0.00094039i,-0.0014896-0.00054919i,0.0021838+0.00054183i,0.0030831-0.0011465i,0.0018257-0.0037227i,0.0011434-0.0045626i,0.00032751-0.0017958i,-0.00037442+0.00078419i,-0.00064911+0.0015919i,-0.00061643+0.0023785i,-0.00010327+0.00232i,0.00024284+0.0017859i,-0.00022862+0.0014654i,-0.0011246+0.0018132i,-0.0014463+0.0025743i,-0.0018969+0.001749i
-0.00024516-0.0028785i,-0.0019247-0.01168i,-0.004402-0.024633i,-0.0085277-0.033612i,-0.012615-0.030731i,-0.01246-0.016544i,-0.0038536-0.0046976i,0.0036139-0.00069916i,0.0037374+7.7362e-05i,0.0027006+0.0013047i,0.003968+0.0033534i,0.0050565+0.0031507i,0.0033978+0.00084606i,0.00027709-0.0012066i,-0.0023162-0.0019504i,-0.0031027-0.0026065i,-0.001982-0.0023195i,-0.00052513-0.0010982i,-0.00060672-0.0007968i,-0.0010881-0.0012343i,-0.00053034-0.0020878i,-0.00022263-0.0025938i,-0.00040437-0.0017157i
0.0030341+0.0014494i,0.010545+0.002318i,0.021028+0.0032457i,0.026982+0.00071449i,0.020425-0.0052552i,0.0091152-0.0069481i,0.0016931-0.00081699i,-0.00117+0.0033291i,-0.0024597+0.00099251i,-0.0042186-0.0011738i,-0.0046012+0.00071432i,-0.0033945+0.0030964i,-0.0022802+0.0029524i,-0.00071928+0.00074082i,0.0018611-0.001389i,0.0030499-0.0022131i,0.0024125-0.0023935i,0.002412-0.0022637i,0.0023368-0.0018192i,0.0012204-0.0010704i,0.0015141-0.00099641i,0.0028716-0.0016452i,0.0021241-0.0024806i
0.0018948+0.0039354i,0.00024671+0.010137i,-0.0026813+0.021701i,-0.0032313+0.030596i,-0.00047693+0.028326i,-0.00020037+0.017179i,-0.0058558+0.0045255i,-0.01019-0.0015492i,-0.0089535-0.00074435i,-0.0070882-0.001067i,-0.0072489-0.0047335i,-0.0073986-0.0068831i,-0.0052027-0.0044597i,-0.0023018+0.001239i,-0.00040162+0.0057403i,0.00065772+0.0062871i,0.00016436+0.0044147i,-0.0013588+0.0026428i,-0.00098484+0.0013778i,-0.00030685+0.00083625i,-0.00065444+0.0014575i,-0.0013619+0.0022047i,-0.00058635+0.0017646i
-0.0036959-0.0002092i,-0.010278-0.0020918i,-0.018258-0.0025199i,-0.023102-0.00033062i,-0.021832+0.0051133i,-0.015117+0.0042575i,-0.0083087-0.0036024i,-0.0077431-0.0064948i,-0.0084699-0.0026628i,-0.0042273+0.0010588i,0.00097546-0.00015399i,0.0026489-0.0034516i,0.00081914-0.0038495i,-0.0031338-0.0019286i,-0.0062086+5.6609e-05i,-0.0073428+0.00039852i,-0.0058724+0.00059698i,-0.0037748+0.00096687i,-0.0022997+0.00067862i,-0.0018546-0.00046275i,-0.0026482-0.0010902i,-0.0034077-8.795e-05i,-0.0032187+0.00013857i
0.0022968-0.0024279i,0.0040542-0.0083631i,0.0055466-0.01751i,0.0056206-0.023994i,0.0033748-0.021259i,0.0011846-0.01163i,0.0026028-0.0023324i,0.0048454+0.0013174i,0.0047494+0.00061674i,0.0030001+0.001936i,0.002963+0.0051328i,0.0036828+0.0056628i,0.0036952+0.0021713i,0.0028375-0.0037102i,0.0012094-0.0087243i,0.00014822-0.0095351i,0.00058137-0.0068637i,0.0018179-0.0033346i,0.0019508-0.0010478i,0.00055321-0.00053473i,-0.0001782-0.00084482i,-0.00010322-0.0018759i,-0.00031561-0.0030708i
0.0031898+0.0021942i,0.0082236+0.0055606i,0.016338+0.0061462i,0.021074+0.0016273i,0.018386-0.0040495i,0.010037-0.0034396i,0.0016484+0.0032463i,-0.00030414+0.0073114i,0.0024425+0.0046325i,0.0018323+0.00088133i,-0.0019219+0.0009881i,-0.0031795+0.0024264i,-0.0011542+0.0032009i,0.0040595+0.0034961i,0.0088417+0.0029428i,0.0098915+0.0025526i,0.0086199+0.0027528i,0.0061229+0.0021139i,0.0035959+0.00077623i,0.0020858+0.00082926i,0.0017069+0.0012408i,0.0019782+0.00091483i,0.0018587+0.00093413i
-0.0038556+0.0019382i,-0.0060765+0.0068831i,-0.010267+0.015631i,-0.010312+0.022419i,-0.0082957+0.021355i,-0.0088671+0.013699i,-0.010265+0.0035167i,-0.009491-0.0017562i,-0.0080608-0.00095052i,-0.0068983-0.00060544i,-0.0052839-0.0027876i,-0.0042121-0.0039792i,-0.004492-0.0021084i,-0.0058099+0.0031463i,-0.0059742+0.0084098i,-0.0046151+0.0098202i,-0.003092+0.0078022i,-0.0022236+0.004753i,-0.0016399+0.0020796i,-0.000331+0.00051655i,-2.0367e-05-8.5203e-05i,-0.00056549+0.00071518i,-0.00099794+0.0020372i
-0.0029012-0.004376i,-0.0069249-0.0050766i,-0.016116-0.0060312i,-0.025795-0.00051821i,-0.028822+0.0063193i,-0.020951+0.0029283i,-0.0089777-0.0061187i,-0.005882-0.011385i,-0.0095649-0.0094723i,-0.0090091-0.0046237i,-0.0038248-0.0025887i,-0.00016583-0.0035091i,-0.0020377-0.0046839i,-0.0078362-0.0060054i,-0.012485-0.0064192i,-0.013081-0.005892i,-0.0099543-0.0048125i,-0.0059292-0.0028679i,-0.00252-0.0016338i,-0.00099095-0.00075441i,-0.00029465-0.00071986i,-0.00035091-0.0014049i,-0.002002-0.0012166i
0.0011211-0.00092588i,0.0025701-0.0049206i,0.0042894-0.012148i,0.0041509-0.018783i,0.002428-0.017738i,0.0034925-0.0078218i,0.0030101+0.00059244i,0.00023083+0.0016603i,-0.00063637+0.00072609i,-0.00038759+0.0018115i,-0.00014435+0.0036629i,-0.00033896+0.002957i,0.00024019-0.0011592i,0.0034012-0.0048735i,0.0063712-0.00773i,0.0063949-0.0094648i,0.0042159-0.0074517i,0.002172-0.0032086i,0.0012501-0.00091586i,0.0010987-0.00061724i,0.00098819-0.00066225i,0.0014927-0.00072698i,0.0021214-0.00032989i
