-0.00063872+0.00042383i,0.00020141-0.0008542i,-0.00044623-0.00033985i,0.00027947+0.00046474i,8.2047e-05+0.0023744i,-0.00091979+0.0031343i,-0.0011637+0.0025763i,-0.0011764+0.0025696i,-0.00051558+0.0014498i,-0.00010806-6.8389e-05i,0.00036859-0.0010952i,0.0001305-0.001104i,-0.0014411-0.00057212i,-0.001272-0.00083598i,-0.00048886+0.00039359i,-0.00075688+0.00098522i,-0.00075696+0.00021624i,-0.00041141+0.00044585i,-8.1846e-05+0.00047355i,-0.00012731-0.00014749i,-0.00048985-0.0007793i,7.8852e-06-0.00079953i,0.00087679-0.00019888i
0.0031501+9.023e-05i,0.0032069-0.002265i,0.0028464-0.0036591i,0.0011101-0.003149i,0.00047457-0.0012434i,-0.0011026+0.0017416i,-0.00312+0.0034528i,-0.0024396+0.002702i,0.0011814+0.00095304i,0.0034466+0.00071773i,0.0025462+0.0013965i,0.0019566+0.0020855i,0.0016393+0.0024263i,0.00023315+0.0020385i,-0.00082476+0.0013774i,-0.0012023+0.00069112i,-0.0010864+0.0007731i,-0.0020116+0.00063564i,-0.0016711+0.00026135i,-0.00022842+0.00030752i,0.00022618+0.00039572i,0.00074046+0.00088383i,0.001019+0.001211i
0.0006596-0.0019349i,-0.00067628-0.0026481i,-0.0025904-0.0028369i,-0.0028064-0.00061361i,-0.0029289+0.0024651i,-0.004402+0.0034828i,-0.0051396+0.0023672i,-0.0039599+0.00062116i,-0.0027783-0.00077545i,-0.0026519-0.0005054i,-0.0029526+0.0014186i,-0.0024143+0.002717i,-0.00091203+0.0032468i,0.00094353+0.0027608i,0.0015969+0.0014761i,0.00035434-0.00022274i,-0.00065114-0.0020474i,-0.001188-0.0021419i,-0.00089483-0.00051828i,-0.00011244-0.00012759i,0.00049549-0.00093305i,-0.00052595-0.0011934i,-0.0013398-0.00076576i
0.0001652-0.0010532i,-1.1718e-05-0.00065861i,-0.00021073+0.00023863i,-0.0013799+0.00018421i,-0.003184-0.00088103i,-0.003471-0.0022043i,-0.0026895-0.0035054i,-0.0019452-0.0031393i,-0.0031685-0.0025136i,-0.0053668-0.0026241i,-0.0053232-0.0012622i,-0.0028913-0.0004863i,-0.00048053-0.0011526i,0.00047591-0.0020306i,-9.9584e-05-0.0019831i,-0.00059145-0.00084183i,-0.00059211+2.7802e-05i,-1.6681e-05-0.00025538i,-0.00016252-0.0012082i,-0.00066519-0.0013183i,-0.00034296-0.0013061i,0.00028095-0.0014791i,-0.00025159-0.0016211i
0.0013111+0.0029109i,0.0023542+0.0025864i,0.002116+0.0021599i,0.0012844+0.00068872i,0.0019651-0.0024035i,0.0023203-0.0042312i,0.0012554-0.0017451i,0.00074745+0.0012249i,0.0015963+0.0016321i,0.0025713+0.0012467i,0.0021708-0.000188i,0.0014279-0.0023463i,0.00051425-0.0033738i,-0.0012674-0.0032675i,-0.0019893-0.00149i,-0.0015341+0.00056829i,-0.00035343+0.0020231i,0.00061366+0.0025789i,0.00017388+0.0023364i,-0.00020723+0.0018682i,5.2455e-05+0.00071651i,0.00027829+0.00081947i,0.0010348+0.0012181i
0.0034492+0.00029287i,0.0029201-0.00053621i,0.0022496-0.0013409i,0.0018182-0.00099967i,0.0019265+0.0012757i,0.0016146+0.0042447i,-0.00024915+0.0058171i,6.0234e-05+0.005364i,0.003637+0.0045251i,0.0055392+0.0036275i,0.004179+0.002569i,0.002271+0.00085536i,0.0017396+0.00030316i,0.00075305+0.0005117i,-0.0002497+3.9198e-06i,-0.00023736-6.7353e-05i,-0.00045437+0.00058736i,-0.00052114+0.00078451i,-0.00089581+0.00085542i,-0.0008384+0.00065877i,-0.00065976+0.0006746i,0.00030479+0.0012257i,0.00050041+0.0020889i
0.00056632-0.00070265i,0.0005212-0.0020153i,0.0011011-0.0028551i,0.00055419-0.0010073i,-0.0007257+0.0023968i,-0.0024829+0.0043288i,-0.0038113+0.0038779i,-0.0025421+0.0018818i,-0.00023435-0.00020645i,0.00064708-0.00019132i,-0.00015568+0.000539i,-0.00052957+0.0019561i,-0.00012669+0.0032959i,6.0656e-05+0.003327i,0.00056271+0.0022666i,0.0004753+0.00027791i,-0.00081093-0.0014653i,-0.0023407-0.0017601i,-0.0024124-0.00096853i,-0.00068879-0.00065276i,6.1536e-05-0.0013924i,-0.0007809-0.00071139i,-0.00102+0.00043236i
-5.4382e-05-0.00038825i,0.0011949+0.00058782i,0.00076013+0.0018971i,-0.001679+0.0030376i,-0.0047618+0.0031172i,-0.00661-0.0006078i,-0.0057583-0.0053947i,-0.0034448-0.0064537i,-0.0022692-0.0051864i,-0.0033069-0.0035591i,-0.0035379-0.0020183i,-0.0025142-0.00033193i,-0.001584+0.00047981i,-0.00057047-2.7879e-06i,-0.00027073-0.00024576i,-0.00042721-0.0011088i,-0.00077037-0.0010679i,-0.00038501-0.0014509i,0.00071389-0.0022548i,0.0012407-0.0011218i,0.0012574-0.00071208i,0.00076345-0.0012847i,-0.00086996-0.00091053i
0.0011488+0.00052662i,0.0011327+0.0016217i,-0.00024621+0.0016328i,-0.0015566+0.00011985i,-0.0011124-0.0035122i,0.00010975-0.0053767i,0.0009407-0.0038607i,0.00076255-0.0019804i,-0.0010712-0.0018797i,-0.002096-0.0029266i,-0.00050788-0.0034068i,0.0010725-0.0028929i,0.0013805-0.0029173i,0.0006383-0.0032605i,-0.0014482-0.0022684i,-0.0020797-0.0007408i,-0.0011872+0.00078141i,0.000981+0.0013587i,0.0028138+0.0015591i,0.0020072+0.0020907i,0.00082617+0.0014001i,0.00039518+0.00034303i,0.00092187-0.00019309i
0.0010297+0.00046488i,0.0020849-0.00047271i,0.001454-0.0024247i,0.0018989-0.0024594i,0.004009-0.00098434i,0.0044386+0.001635i,0.0026083+0.0048413i,0.0006049+0.0062455i,0.00090905+0.0050189i,0.0023946+0.0033259i,0.002895+0.0016488i,0.0027132-0.00089049i,0.0027898-0.0025317i,0.0019384-0.002374i,0.00058067-0.00065477i,-0.00015309+0.00073543i,-0.00041607+0.0012369i,-0.00048676+0.0019839i,-0.00076635+0.0028713i,-0.0015998+0.0027112i,-0.0014502+0.0026636i,-7.2127e-05+0.0021908i,0.00064865+0.001573i
-0.0017655+0.00039983i,-0.0016028+0.0011024i,-0.0019357+0.0019264i,-0.00078808+0.0040549i,0.00071148+0.0076295i,9.5996e-06+0.0091783i,-0.0025352+0.0066892i,-0.0022064+0.0042127i,0.0007409+0.0045535i,0.0018333+0.0051156i,0.001244+0.0040603i,0.0006736+0.0022658i,0.00033663+0.00078006i,-0.00056702+0.00026087i,-0.00088749+0.00039075i,-0.0011283+0.00039522i,-0.0020559+0.00025354i,-0.0031541-0.00023513i,-0.0028893-0.00082834i,-0.0018258-0.0015346i,-0.0016936-0.0014903i,-0.0014032+3.8396e-05i,-0.00036419+0.00065837i
0.0018944+0.0010988i,0.0020594-0.00049871i,0.0018692+7.7559e-05i,-0.00068942+0.0017272i,-0.0050279+0.0021021i,-0.0086604+0.0011564i,-0.0077368-0.0010391i,-0.0032567-0.0019587i,-0.00081169-0.0020529i,-0.0013291-0.0026613i,-0.0022322-0.0012492i,-0.0018654+0.0015119i,-0.001402+0.0025265i,-0.00067536+0.002311i,0.00026936+0.0015608i,0.00051994+0.00036632i,0.00028755-0.0014039i,-0.00026265-0.0028516i,-0.00041336-0.0027059i,0.0002708-0.0021361i,0.00091447-0.0021388i,0.00070788-0.0012025i,0.00062577-0.00048034i
0.0018131+0.0011826i,0.0021993+0.0010823i,0.0016691+0.00080706i,-8.5709e-05-0.001558i,-0.00086144-0.0049161i,-0.0014544-0.0070854i,-0.00011389-0.0074611i,0.0013458-0.0065706i,-3.5522e-06-0.0066139i,-0.0018164-0.0065995i,-0.001862-0.0050888i,-0.00091885-0.0031122i,0.00015673-0.0014949i,0.00029897-0.00041369i,0.00011416-0.00048923i,0.00050943-0.0005352i,0.00071127-0.00093919i,0.0017847-0.0011762i,0.0026544-0.00050124i,0.0024114+0.00010064i,0.0029058+0.00024839i,0.0025219+9.4e-05i,0.0010603-0.00014881i
-0.00023008-0.00090581i,-6.2553e-05-0.0015206i,-0.00038699-0.0019506i,0.0016996-0.0022226i,0.005736-0.0023331i,0.0075511-0.002228i,0.0052264-0.00061433i,0.0010815+8.4451e-06i,-0.00073079-0.00037478i,0.00037228+0.00023103i,0.0020267-0.00047957i,0.0028152-0.0017467i,0.0022658-0.002451i,0.0012876-0.0027847i,5.0943e-05-0.0017433i,-0.0014284-0.00010497i,-0.0020749+0.0011156i,-0.0010032+0.0020097i,-0.00016332+0.0024745i,-0.00010596+0.0025245i,-0.00083393+0.003007i,-0.0011331+0.0035456i,-0.0008726+0.0021508i
-0.00056631+0.0008481i,-0.0010232-0.00048403i,0.00021784-0.00066004i,0.002979+0.0013892i,0.0045677+0.0042038i,0.0016008+0.006872i,-0.0026279+0.0079897i,-0.0032776+0.0082121i,-0.0011804+0.0078832i,0.00060976+0.0067489i,0.0011784+0.0045268i,0.0015255+0.0019289i,0.0014295-0.00050855i,0.00071365-0.0012895i,0.00010746-0.00018i,-0.00060839+0.00085329i,-0.0019858+0.001383i,-0.0028392+0.0019763i,-0.0030428+0.0017772i,-0.003003+0.0021101i,-0.0027561+0.0015906i,-0.0020554+0.0010527i,-0.0010235+0.00050398i
-0.0012161-0.00052742i,-0.0016538+0.0001484i,-0.0027019+0.0014318i,-0.0038939+0.0051543i,-0.0058797+0.0088027i,-0.0086625+0.008826i,-0.0081321+0.0058743i,-0.0038354+0.0037931i,-0.0012903+0.0035234i,-0.0020329+0.0027187i,-0.0025871+0.0023521i,-0.0020002+0.0029584i,-0.0017816+0.00257i,-0.0015743+0.0018827i,-0.0010385+0.0017339i,-0.00046176+0.0014887i,-0.00069446-0.00010724i,-0.0014967-0.002148i,-0.0017304-0.0026592i,-0.001787-0.0020867i,-0.0012515-0.0017825i,-0.00031808-0.0010869i,0.00057889-0.00022089i
0.00082193-0.0012229i,0.00024971-0.0019638i,-0.0017762-0.0015533i,-0.0044857-0.0015593i,-0.0066748-0.0029965i,-0.0062733-0.0052986i,-0.0034031-0.0067782i,0.00013281-0.006594i,0.0013198-0.0070767i,-0.00022925-0.0069842i,-0.00054773-0.004664i,0.00054249-0.0019755i,-0.00041135-0.00072636i,-0.001145-2.4888e-05i,-9.5929e-05+0.00063908i,0.00036818+0.00020095i,0.0007579-0.0013763i,0.0013103-0.0027139i,0.0010582-0.0027186i,0.0016927-0.0024136i,0.0026206-0.0021461i,0.003005-0.0013274i,0.0023064-0.00010863i
0.00011214-0.0012559i,-0.0013669-0.0012253i,-0.0035817-0.0016761i,-0.003399-0.0035878i,-0.00014806-0.0061896i,0.0030526-0.0068618i,0.0046483-0.0065851i,0.003525-0.0062819i,0.0018439-0.0066563i,0.0014753-0.0054482i,0.0013956-0.0030692i,0.0019808-0.0016345i,0.0028264-0.0010095i,0.0027403-0.0010122i,0.0010853-0.0013359i,-0.00046162-0.0014073i,-0.00086791-0.0011468i,2.8313e-05-0.0008824i,0.0018006+7.6866e-05i,0.0017023+0.0017311i,0.00060953+0.0023782i,0.00116+0.0021521i,0.0014463+0.0020793i
-0.0010275+4.6046e-05i,-0.0024431+0.00030766i,-0.0018595+0.0003103i,0.0016984+0.00082589i,0.0048007+0.0024426i,0.0047166+0.0049079i,0.00080543+0.0063939i,-0.0030366+0.0056161i,-0.0032624+0.0044772i,-0.0014216+0.0041826i,0.00017858+0.0035627i,0.00016219+0.0014082i,0.0003186-0.00029731i,0.0012618-0.00053657i,0.00077651-0.00075934i,-0.0007546-0.00075831i,-0.0011375+0.00014129i,-0.0016573+0.0016696i,-0.0022344+0.0025394i,-0.0023274+0.0027776i,-0.0028171+0.0025517i,-0.0025141+0.0016549i,-0.002009+0.00046454i
-0.00095456-0.001981i,-0.00071618-0.0026409i,7.5666e-05-0.0020627i,-0.00097275+0.0030035i,-0.0041817+0.0089634i,-0.0071942+0.011626i,-0.0078782+0.0096899i,-0.0059454+0.0071406i,-0.0039647+0.0072155i,-0.0031481+0.006172i,-0.0028612+0.0027426i,-0.0020631+0.00026783i,-0.00086005-0.00042524i,-0.00073851-0.0006204i,-0.0012179+2.4399e-05i,-0.001076+8.1011e-05i,-0.0016446-0.00053058i,-0.0028673-0.0005132i,-0.0042511-0.00032957i,-0.0046948-0.00058174i,-0.0037466-0.001558i,-0.0023527-0.0021702i,-0.0011663-0.0017367i
0.00020652+0.00057789i,0.0006142+0.00044888i,-0.00068987+0.002274i,-0.0050733+0.0034277i,-0.0093567+0.0021105i,-0.010769-0.00042186i,-0.0080738-0.0020513i,-0.0025287-0.0014243i,0.00078129-0.0010766i,0.00023692-0.0023398i,-0.00078297-0.0022105i,-0.0011289-0.00097254i,-0.0017564-0.00076303i,-0.0020858-0.00052563i,-0.0017961+0.00012315i,-0.0014421+5.7007e-05i,-0.00067952-0.00091024i,0.00055611-0.002406i,0.00093287-0.0029816i,0.0002745-0.0018822i,0.0004425-0.00083394i,0.0017551-2.5778e-05i,0.002034+0.00074416i
0.0010894+0.0011993i,0.00081477+7.0588e-05i,-0.0010885-0.00096738i,-0.0019524-0.0036825i,-0.00086677-0.0084971i,0.0013607-0.01271i,0.0039374-0.011857i,0.0051798-0.0084201i,0.0048571-0.0078397i,0.0034246-0.0078721i,0.002005-0.0054127i,0.0012214-0.0011354i,0.0011217+0.0010341i,0.00076194+0.00041041i,0.00048479-0.00044849i,0.0005455-0.0005201i,0.0010017-0.00082975i,0.0018328-0.00099129i,0.0021878-0.00073991i,0.0026976-0.00069075i,0.0036061+0.00037618i,0.0033244+0.0019813i,0.001817+0.0021047i
-0.00085388+0.0011911i,-5.4572e-05+0.00093173i,0.0017988-0.00091668i,0.0046262-0.0019408i,0.0083099-0.00082125i,0.010596+0.00090787i,0.0080898+0.0016634i,0.0037475-0.00027328i,0.0015743-0.0021707i,0.00046801-0.00078079i,0.0010237+0.0015914i,0.0020439+0.0018902i,0.0019787+0.00096677i,0.0021895-0.0003094i,0.002164-0.00096848i,0.0015142-0.0003904i,0.0005437+0.0005513i,0.00063398+0.0022407i,0.0012325+0.0032884i,0.0006452+0.003281i,-0.00098158+0.0030435i,-0.0020881+0.0022729i,-0.0008864+0.00098566i
-0.00012218+0.00067935i,0.0013721-0.00087931i,0.0036285-1.6932e-05i,0.0042348+0.0044214i,0.0028989+0.010253i,-0.00014496+0.013062i,-0.004372+0.011734i,-0.0069555+0.008587i,-0.0070952+0.0066518i,-0.0051457+0.0052573i,-0.0030828+0.0024395i,-0.0011896-2.2565e-06i,0.00010493-0.00028684i,-0.00019377+8.4775e-05i,-0.0011332+0.00041208i,-0.001284+0.00086034i,-0.0026194+0.001176i,-0.0039414+0.00058374i,-0.0037515+0.00045833i,-0.0040161+0.00045287i,-0.0038812-0.00033082i,-0.002939-0.00080782i,-0.0018008-0.0008554i
0.0018026-0.00068778i,0.0018678-0.0014771i,5.8968e-05+0.0010165i,-0.0046951+0.0033433i,-0.010819+0.0039737i,-0.016228+0.0041539i,-0.016176+0.0045241i,-0.010584+0.0058306i,-0.0056014+0.0060965i,-0.0026286+0.0029468i,-0.0014099-0.0005544i,-0.0019171-0.001725i,-0.0028516-0.0024541i,-0.0032453-0.0011053i,-0.0027557+0.0010734i,-0.001776+0.0010409i,-0.0016226+6.1593e-05i,-0.0025795-0.00034955i,-0.0027939-0.00029559i,-0.0021494-0.00040605i,-0.00062113-0.00082231i,0.00013378-0.0014976i,0.00047965-0.001446i
0.0020621-0.0015418i,0.0021156-0.0015517i,-0.00043376-0.002744i,-0.004205-0.0063856i,-0.0064411-0.010935i,-0.0054686-0.0129i,-0.0015433-0.010341i,0.0026744-0.0051326i,0.0045888-0.0030124i,0.0040784-0.0028862i,0.0027766-0.0011046i,0.001335+0.0010003i,0.00089273+0.0013323i,0.0013261+0.00041592i,0.0011979-0.00066505i,0.00084094-0.0015224i,0.001728-0.0020124i,0.0021669-0.0025329i,0.001724-0.0027547i,0.0021989-0.0013631i,0.0024739+0.00096007i,0.0015681+0.0014839i,0.00096809+0.00051598i
0.00070021+0.0011749i,0.00063164-0.00059107i,0.0012421-0.0029161i,0.0044181-0.005326i,0.010026-0.0062255i,0.013795-0.0059331i,0.011885-0.0049805i,0.0093431-0.0053971i,0.0077179-0.0066141i,0.0053069-0.0047937i,0.0026573-0.00065971i,0.00097193+0.0019028i,0.00070366+0.0025754i,0.0023443+0.0012659i,0.0033528-0.00086775i,0.0021741-0.0017178i,0.0019158-0.0010332i,0.0024617+0.00010624i,0.0019057+0.0011338i,0.0007733+0.0017334i,1.7372e-05+0.0022932i,-0.000879+0.0022476i,-0.00094511+0.0021173i
0.00072761+0.0022061i,0.0013439-0.00098015i,0.004171-0.00023131i,0.0068687+0.0044183i,0.0081661+0.0095058i,0.0076434+0.011288i,0.00371+0.0085141i,-0.00050433+0.0028429i,-0.0026412-0.0002264i,-0.0029937+0.00052689i,-0.0016477+0.0011967i,-0.00061353+0.00039224i,-0.0010275-0.00024455i,-0.00052374+0.00049419i,2.954e-05+0.00075669i,-0.00089+0.00083009i,-0.0013496+0.0010079i,-0.0010641+0.0013075i,-0.0010092+0.0017629i,-0.0010464+0.0014905i,-0.0021273+0.00085266i,-0.002793+0.0004593i,-0.0014898-0.00021575i
-0.00066214-0.0017966i,-0.00051504-0.00056311i,-0.0016916+0.0039544i,-0.0054786+0.0097128i,-0.010631+0.01309i,-0.013957+0.013105i,-0.015485+0.009547i,-0.014843+0.0061448i,-0.012101+0.0049859i,-0.007219+0.0032775i,-0.0017169+0.0002505i,0.00078103-0.0022548i,0.00037799-0.0032652i,-0.0010325-0.0028509i,-0.0028058-0.00073194i,-0.0040223+0.00037627i,-0.004514-0.00042664i,-0.0047125-0.00064255i,-0.0045651-0.00027282i,-0.0037459-0.00040254i,-0.002186-0.0012295i,-0.00057208-0.0016336i,-0.00020767-0.001267i
0.00038683+0.00045033i,0.0014237+0.0021791i,-0.0011312+0.0026184i,-0.0065307-0.0015511i,-0.012271-0.0073371i,-0.015195-0.010886i,-0.013156-0.0087754i,-0.0077173-0.0016309i,-0.002727+0.0031104i,0.00070309+0.0025489i,0.0028818+0.00065552i,0.0022005-0.00074842i,0.00097349-0.0017709i,-0.00016266-0.002416i,-0.0012263-0.0021727i,-0.0010438-0.0011019i,-0.00086679-0.00077321i,-0.001176-0.00084432i,-0.001004-0.00082546i,0.00033605-0.00079778i,0.0016211-0.00040178i,0.0018309+0.00050896i,0.0010004+0.00025276i
-0.0021944+0.0020665i,-0.0035184+0.00068173i,-0.0039942-0.0025918i,4.6431e-05-0.0063944i,0.0057214-0.01011i,0.0085364-0.012772i,0.0081631-0.011014i,0.007688-0.0055451i,0.0078231-0.0018676i,0.0054561-0.00074945i,0.0017928+0.0010147i,-0.00034881+0.002784i,-0.00042002+0.0018374i,4.3122e-06-0.00044194i,0.0006688-0.0020359i,0.00097971-0.0019843i,0.0015606-0.00086865i,0.0031136-0.00052704i,0.0034854-0.00013629i,0.002126+0.00042802i,0.00097884+0.0011873i,0.00086246+0.002556i,0.00082714+0.0025894i
-0.00027775-0.0025115i,-0.00063352-0.0023783i,0.0004979-0.00063516i,0.005116+0.0044004i,0.010922+0.010654i,0.015321+0.012841i,0.014692+0.0083056i,0.010561+0.0007883i,0.0061556-0.0041883i,0.0020883-0.0035111i,-0.00066151-0.00029003i,-0.0014247+0.0016019i,-0.00040924+0.0026641i,0.00088664+0.0027154i,0.0013238+0.0016328i,0.00092366+0.0014583i,0.00048737+0.0015436i,0.0011153+0.0012008i,0.0012061+0.00089016i,0.0003573+0.0011832i,-0.0013191+0.0013526i,-0.0022462+0.00050188i,-0.0010671+0.00077448i
0.0011753-0.0018065i,0.0028608-0.0020669i,0.0014692+0.0021049i,-0.0015828+0.0092658i,-0.0050908+0.015816i,-0.0071934+0.017852i,-0.006963+0.012242i,-0.005328+0.0040952i,-0.0053958-0.00028079i,-0.0048279-0.0010775i,-0.0019543-0.0017468i,0.00044064-0.0029826i,0.0012201-0.0022366i,0.00031231-0.00045973i,-0.00068962+0.0012226i,-0.0018724+0.0024984i,-0.003127+0.002058i,-0.0037152+0.00078708i,-0.0031477+0.00039875i,-0.0015499-0.00029224i,-0.00067133-0.0017356i,-8.8981e-05-0.0020412i,0.00010406-0.00043303i
-0.00052902+8.4737e-05i,-0.0013215+0.0027914i,-0.0060865+0.0036157i,-0.012851+0.0019944i,-0.019774-0.0016125i,-0.023181-0.0043747i,-0.021158-0.0035688i,-0.016885-0.00041473i,-0.011869+0.0021183i,-0.0056465+0.0027293i,0.00026827+0.0022231i,0.0033298+0.00014919i,0.002828-0.0034395i,0.00064008-0.0050245i,-0.00089134-0.0032671i,-0.001107-0.0013193i,-0.0010977-0.00052761i,-0.0022323-0.00086706i,-0.0028149-0.00094708i,-0.0025039-0.000653i,-0.0012524-0.00056117i,8.5418e-05-0.00038992i,0.00027633-0.00058421i
-0.0021153+0.0010341i,-0.0035123+0.0017293i,-0.0046753-0.00067541i,-0.0033557-0.0071814i,-0.00076444-0.013122i,-0.00038759-0.01593i,-0.002714-0.012647i,-0.0037897-0.0043313i,-0.0017899+0.001611i,0.0006973+0.0032267i,0.001328+0.0030115i,0.0012936+0.0020923i,0.0011227+0.00061879i,0.0011225-0.0012735i,0.0013353-0.0030494i,0.00091904-0.0037415i,0.00048528-0.0033175i,0.0006244-0.0026956i,0.0010713-0.0020509i,0.00035022-0.00050071i,-1.6146e-05+0.00078712i,0.00030242+0.00030326i,8.4289e-06-0.00019205i
-0.002741-0.0015505i,-0.003593-0.0029063i,-0.0017913-0.0024238i,0.0051933+0.0002745i,0.013766+0.0032334i,0.018861+0.0033285i,0.017501+0.0020667i,0.013717+0.00084198i,0.010502-0.00072862i,0.0049122-0.0016252i,-0.0011128-0.0014008i,-0.0032301-0.00054248i,-0.0019374+0.0014875i,9.6553e-06+0.001865i,0.0016834+0.00044516i,0.0012969+0.0002411i,6.5388e-05+0.0010175i,0.00052766+0.0014548i,0.0013684+0.0010469i,0.001051+0.00045042i,5.5659e-05+0.00011978i,-1.5667e-05+0.00018636i,0.00076354+0.00038992i
0.0003339-0.00309i,0.0014993-0.0046817i,9.574e-05+8.2043e-05i,-0.0016283+0.011576i,-0.0029333+0.023531i,0.00060564+0.027673i,0.0057602+0.020257i,0.0081122+0.0081873i,0.0061059-0.0013203i,0.0018086-0.0050242i,-0.00050674-0.0040136i,-0.00091312-0.0018208i,-0.0007904-0.00032774i,-0.00062057+0.0010208i,-0.00051074+0.001645i,-0.0012023+0.0012277i,-0.0015271+0.0014084i,-0.00052035+0.0012709i,0.00030755+0.00063473i,-0.00028866+0.0006063i,-0.0015959+0.00047248i,-0.0019287-0.00029841i,0.00029889+0.00042044i
0.012721+0.0019383i,0.014478+0.00051507i,0.018613-0.0046i,0.0071684-0.008875i,-0.008056-0.01235i,-0.022263-0.0089284i,-0.023921+0.00051851i,-0.013961+0.0024715i,-0.0064971-0.00076861i,-0.0035417-0.0025936i,-0.0011275-0.0010169i,0.0010868+0.0013531i,0.0015487+0.0025199i,0.00011783+0.0036092i,-0.00095615+0.0036479i,-0.0011206+0.0020603i,-0.0014218-0.00046893i,-0.0019183-0.0011102i,-0.0018236-4.8127e-05i,-0.0012577+0.0002124i,-0.00078219+0.00081044i,-0.00044992+0.0011065i,-8.7485e-05+0.00049787i
0.0010716-0.0030579i,-0.0030381-0.0024466i,-0.0088863-0.0048359i,-0.010717-0.0093665i,-0.0093728-0.016181i,-0.011425-0.019028i,-0.014387-0.013961i,-0.015362-0.005522i,-0.011607+0.0021973i,-0.0055327+0.0067215i,-0.00067871+0.0076676i,0.0025515+0.0051916i,0.0038183+0.00085993i,0.0036814-0.002824i,0.0016376-0.004196i,3.0698e-05-0.0039076i,-1.94e-05-0.0031882i,-0.00078675-0.0018179i,-0.00085881+5.6728e-05i,-0.0002933+0.0012756i,-0.00052588+0.00074073i,-0.0010107-0.00097522i,-0.0018228-0.0012679i
0.0013558-0.0020389i,0.00050812-0.0056682i,0.0027836-0.0096677i,0.0077339-0.010088i,0.013463-0.009222i,0.01561-0.011039i,0.011547-0.010163i,0.0048026-0.004174i,0.0022027-0.00036892i,0.0021351-0.0010198i,-0.00016839-0.0026876i,-0.0018063-0.0024292i,-0.00073017+0.00022929i,0.00040633+0.0019673i,0.0012019+0.001455i,0.0021324+0.00086061i,0.0018771+0.00049546i,0.0010109-0.00037215i,0.00041502-0.00064796i,0.00032952-0.0012242i,0.0010546-0.0019458i,0.0013486-0.0023625i,4.6026e-05-0.0020902i
0.0017189-0.0015156i,0.0046367-0.0048381i,0.0097531-0.0040573i,0.01132+0.0039151i,0.010714+0.014467i,0.010539+0.017999i,0.010868+0.014225i,0.011435+0.0074846i,0.010206-0.00030076i,0.005453-0.0070609i,-0.00012461-0.0088467i,-0.0032352-0.0053766i,-0.0039115-0.00087524i,-0.0029974+0.0023865i,-0.00058362+0.0032024i,0.0011555+0.0033055i,0.0011248+0.0027447i,0.00084154+0.00084219i,0.00030081-0.0003986i,0.0006232-0.00095504i,0.0016659-0.00031713i,0.00221+0.001305i,0.0028336+0.0017067i
0.0030985+0.0011158i,0.0069129+0.0038392i,0.0060353+0.0092694i,-0.004157+0.012396i,-0.014929+0.01379i,-0.016766+0.017598i,-0.0095828+0.018014i,3.2846e-05+0.0109i,0.0048654+0.0023357i,0.0041483-0.0012397i,0.0027695+0.00028359i,0.0018265+0.0022924i,0.00049076+0.001972i,-0.00030658+0.0010392i,-1.6538e-05+0.00074557i,-0.00094414+0.0005353i,-0.0017615+0.00016933i,-0.00094268-0.00027797i,-0.00085143-0.00038982i,-0.0013453+0.00020528i,-0.0015748+0.0010495i,-0.0012839+0.0023004i,-0.0012969+0.0024444i
0.0021501+0.0029377i,-0.00037275+0.0063462i,-0.0051929+0.0046266i,-0.0083546-0.0046109i,-0.010277-0.015157i,-0.015126-0.018146i,-0.017689-0.014207i,-0.014871-0.0080212i,-0.010389-0.0010267i,-0.0058374+0.0060277i,-0.001244+0.009354i,0.0019104+0.0071704i,0.0031327+0.0020935i,0.0027242-0.0021454i,0.00025984-0.0034972i,-0.0012699-0.0032682i,-0.0015212-0.0025694i,-0.002009-0.0014275i,-0.0023273+5.4993e-05i,-0.0022105+0.0013756i,-0.0023042+0.00084061i,-0.003122+2.7846e-05i,-0.0032561+0.00060552i
-0.0020585+0.0012341i,-0.0054818-0.003291i,-0.0055136-0.010708i,0.0015558-0.01501i,0.0091126-0.016476i,0.0076477-0.020288i,-0.0014047-0.020892i,-0.00935-0.012558i,-0.0105-0.0027095i,-0.0069733+0.0017292i,-0.0033307+0.0013598i,-0.00023521-0.00063746i,0.0014993-0.0014117i,0.001083-0.0013263i,-0.00053834-0.0012334i,-0.0010999-0.0013557i,-0.0002528-0.0013065i,2.9004e-07-0.0014676i,-0.00075119-0.00053541i,-0.00099187+0.00047653i,-0.00017873-0.0010646i,-0.0001635-0.0036946i,-0.00092045-0.003622i
0.00099761-0.0065837i,0.0028626-0.0095257i,0.0078905-0.0092167i,0.011368+0.00028796i,0.012106+0.010409i,0.015145+0.012667i,0.015374+0.0083586i,0.01062+0.0032842i,0.006728-0.0011403i,0.0035377-0.0061621i,0.00037279-0.0090497i,-0.0019852-0.0069127i,-0.0022523-0.0023726i,-0.00056778+0.0011667i,0.0018901+0.0019556i,0.0030421+0.0014782i,0.0030668+0.00096786i,0.0024873+0.00017732i,0.0014835-0.001017i,0.00092023-0.0020042i,0.0020272-0.0014112i,0.0034229-0.00018315i,0.0029544-0.00023136i
