-0.00048361-0.00059655i,-0.0016777-0.0010141i,-0.0023184-0.00078369i,-0.0019455+0.0004048i,-0.0016812+0.0015501i,-0.0017486+0.0019551i,-0.00050563+0.0014841i,0.00032801+0.0010645i,0.00082753+0.00069083i,0.0013037+0.00020373i,0.0011705-0.00038356i,0.00052695-0.00030156i,6.7178e-05-0.00015242i,-9.2776e-05+0.00015449i,-0.00057527+0.00045551i,-0.00081199+0.00034515i,-0.00080913+0.0004112i,-0.00012702-0.00033233i,0.00016413-0.00070573i,-2.1714e-05+6.5184e-05i,-0.00035587+9.2856e-05i,-0.00086004-0.00022535i,-0.00091244+0.00040195i
0.0089237+0.0017317i,0.020122+0.02449i,0.021451+0.070954i,-0.0046999+0.10609i,-0.038389+0.086041i,-0.051169+0.035036i,-0.050896-0.0011331i,-0.041857-0.012238i,-0.02558-0.010094i,-0.013258-0.0075884i,-0.0086712-0.0072479i,-0.008016-0.0068571i,-0.01059-0.004138i,-0.011798-0.0019193i,-0.0071301-0.003172i,-0.0035706-0.0060907i,-0.0048433-0.0074066i,-0.0071671-0.006851i,-0.0076057-0.0070048i,-0.0061527-0.0063518i,-0.0035699-0.0032337i,-0.00093849-0.0018236i,0.00032431-0.0042543i
-0.0091152-0.00024101i,-0.022442-0.016486i,-0.028656-0.054981i,-0.0023182-0.08873i,0.037586-0.07622i,0.053815-0.034634i,0.050834-0.0052385i,0.039256+0.0049913i,0.02429+0.0061465i,0.014573+0.0041955i,0.010622+0.0025095i,0.0095745+0.0011679i,0.010333-0.0020572i,0.0091839-0.0042822i,0.0054215-0.0030756i,0.0024348-0.00062171i,0.0022843+0.0010108i,0.003031+0.0017969i,0.0023937+0.0022086i,0.0015092+0.0029956i,0.002287+0.0029413i,0.0033978+0.0028458i,0.0034195+0.0040088i
0.0077856-0.0029171i,0.023549+0.0057904i,0.037357+0.032503i,0.02566+0.061739i,-0.0066467+0.057501i,-0.030016+0.028275i,-0.036788+0.0034664i,-0.028947-0.010783i,-0.014215-0.012608i,-0.0050437-0.0066665i,-0.0039857-0.0022622i,-0.0057965-0.00051157i,-0.0080272+0.0022018i,-0.0091647+0.0051277i,-0.0070907+0.0046601i,-0.0049586+0.00154i,-0.0062037-0.00047557i,-0.0072608+0.0012061i,-0.0058719+0.0027703i,-0.0037427+0.0013759i,-0.0015958-0.00029983i,-0.00010816-0.0016497i,-0.00079399-0.0027486i
-0.0058882+0.0024762i,-0.020745-0.0033276i,-0.040941-0.027133i,-0.042806-0.059104i,-0.01628-0.062153i,0.015416-0.039023i,0.035656-0.01806i,0.036491-0.0051358i,0.022302+0.00031422i,0.0087114+2.7206e-05i,0.0027841-0.0009544i,0.0027301-0.0014112i,0.0049594-0.0027408i,0.0066395-0.0041109i,0.0048442-0.0028728i,0.0025754+0.0008148i,0.0040935+0.0030413i,0.0067451+0.0026792i,0.0064295+0.0022316i,0.0042724+0.001191i,0.0018042-0.0016887i,0.00038912-0.0037092i,0.0017593-0.002481i
0.0042122-0.0044101i,0.013875-0.0037157i,0.028992+0.012286i,0.030216+0.040338i,0.0052611+0.05004i,-0.020769+0.03746i,-0.035614+0.024708i,-0.039943+0.014286i,-0.029751+0.0053134i,-0.015523+0.00094644i,-0.0080442-0.00028167i,-0.0057967+0.00051063i,-0.0055927+0.0050657i,-0.0046547+0.0094782i,-0.0014174+0.0074298i,-0.00080684+0.0024241i,-0.0026829+0.00098654i,-0.0031241+0.0018535i,-0.0016805+0.0011315i,-0.001567-0.00043179i,-0.0020042-0.00051678i,-0.0019427-0.0017603i,-0.0020297-0.0032392i
0.0010121+0.0043442i,-0.0092115+0.0068956i,-0.02959+0.0013277i,-0.041087-0.014318i,-0.025575-0.025628i,-0.0025136-0.025386i,0.010556-0.025005i,0.012593-0.022504i,0.0066163-0.013085i,0.00026356-0.0048032i,-0.00033427-0.0014747i,0.0016197-0.002064i,0.0022249-0.0067431i,0.0015571-0.0093209i,0.00083391-0.0055404i,0.0026689-0.0019212i,0.006482-0.0030844i,0.0069936-0.0047903i,0.0038084-0.0032674i,-6.4709e-05-0.00107i,-0.0029576+0.0014055i,-0.0031277+0.0038675i,-0.000885+0.0033297i
0.0038085-0.00057555i,0.011551-0.0033623i,0.028052+2.7831e-05i,0.037156+0.017645i,0.024919+0.033869i,0.0069478+0.031976i,-0.0010628+0.024049i,-0.001105+0.01779i,0.001943+0.0097821i,0.0029041+0.0032997i,0.001378+0.0012963i,8.2596e-05+0.0024658i,0.0014159+0.0047998i,0.002104+0.0058201i,-0.00057644+0.0031285i,-0.0035004-0.00024489i,-0.0037635-0.0011944i,-0.0023797-0.00079757i,-0.0017489-0.0011424i,-0.00078325-0.00093454i,0.0010122+0.00037187i,0.0014322+0.00045397i,0.00020479+0.00045185i
0.001143-0.0018512i,-0.0050466+0.0025032i,-0.016826+0.0049013i,-0.02452-0.0029872i,-0.015892-0.013002i,-0.00021914-0.013984i,0.0097561-0.010227i,0.012658-0.0035395i,0.0094092+0.003744i,0.0042932+0.0054314i,0.0011716+0.0027579i,-0.0014058-0.00050798i,-0.0041577-0.0028252i,-0.0048954-0.0029706i,-0.0013486-0.001839i,0.0025175-0.0018386i,0.0022634-0.0029676i,0.0010962-0.0030856i,0.00085591-0.0014177i,0.001497+0.00056704i,0.0031176+0.0016715i,0.0044799+0.0019949i,0.0044854+0.0012326i
-0.0027758+0.0013624i,0.00055624-0.0027802i,0.013505-0.0078512i,0.028621-0.0043292i,0.025867+0.0050022i,0.0096483+0.011255i,-0.0051626+0.011764i,-0.013898+0.0048529i,-0.011982-0.0011058i,-0.0043383-0.0021325i,0.00015194-0.0015556i,0.001784-1.0204e-06i,0.0029194+0.00078514i,0.004166+0.0013599i,0.0023677+0.0017217i,-0.0019486+0.0022458i,-0.0048156+0.0041657i,-0.0040959+0.004358i,-0.0023176+0.0021005i,-0.0003878-0.00099864i,0.0014145-0.0035359i,0.00074507-0.0044392i,-0.00096957-0.0037823i
0.0010363+0.0001815i,-0.00045175+0.0037679i,-0.010879+0.0073722i,-0.023309+0.0036714i,-0.021278-0.0086315i,-0.0099424-0.018931i,0.00041874-0.025889i,0.0073383-0.025902i,0.0080966-0.018i,0.0035024-0.0079575i,-0.0017525+0.00043036i,-0.0046459+0.0046662i,-0.0047676+0.0050124i,-0.0046173+0.0037815i,-0.0034299+0.0021689i,-0.00063114+0.00016117i,0.001044-0.0016247i,0.00048299-0.0025871i,8.2184e-05-0.0016639i,0.0011338-0.00031951i,0.00089516-0.00013965i,1.9143e-05+7.8376e-05i,-0.00073333-0.0002006i
0.00046979+0.00068809i,0.0010903-0.001883i,0.0039876-0.0087975i,0.0082738-0.011817i,0.0083497-0.0022601i,0.006257+0.0081084i,0.0045942+0.014901i,0.0013126+0.018048i,0.00054909+0.012068i,0.00067124+0.0021674i,-0.00049402-0.0043489i,-0.0014468-0.0064806i,6.2105e-05-0.0053604i,0.0025792-0.0042808i,0.0022415-0.0033096i,0.0014706-0.00092414i,0.0016418+0.0021749i,0.0018817+0.0033848i,0.00077612+0.0019894i,-0.0019707+0.00059264i,-0.003912-0.00098153i,-0.0046139-0.0013717i,-0.0035994-0.00055762i
0.00019396+0.0021452i,-0.0016603+0.0046996i,-0.0031156+0.011304i,-0.010491+0.01461i,-0.017818+0.0071954i,-0.016671-0.0011501i,-0.014023-0.0041035i,-0.012054-0.0037932i,-0.0077964-0.0011405i,-0.0020014+0.0020592i,0.0031918+0.0036315i,0.0057518+0.0041203i,0.0043203+0.0040776i,0.0016171+0.0036164i,0.0013894+0.0021253i,0.0028352-0.00068739i,0.0024453-0.0030012i,0.0011358-0.0028986i,0.0007764-0.0010952i,0.0005938+0.00048049i,0.0014493+0.0019929i,0.0036276+0.0025802i,0.0037324+0.00099976i
-0.001538+0.001757i,-0.0005591-0.00017729i,0.0020309-0.0028889i,0.0063235-0.0024807i,0.0091781+0.001482i,0.0071284+0.0044418i,0.0055543+0.0040204i,0.0050076+0.0010522i,0.0012257-0.001129i,-0.0033022-0.00092299i,-0.0051711-0.00025918i,-0.0052543-0.0013285i,-0.0038148-0.0036535i,-0.0016938-0.0038576i,-0.0021467-0.0016193i,-0.0026316+0.00059254i,-0.0010728+0.00069032i,-0.00081091+0.00056615i,-0.00061368+0.0016344i,-0.00072871+0.0020828i,-0.0015624+0.0012158i,-0.00089119+0.00089396i,0.0009204+0.0012648i
0.00033169+0.0011193i,0.00098997+0.0023813i,0.00069384+0.0069173i,-0.00052834+0.011325i,-0.0019346+0.010327i,-0.0023531+0.0046858i,0.00030263-0.00065287i,0.0050834-0.0018022i,0.0063479+0.00052177i,0.003547+0.0015364i,0.000386+0.00044682i,-0.0012771+0.00085241i,-0.0019601+0.0031797i,-0.0012601+0.0033098i,0.00017153+0.00059138i,-0.0004828-0.002318i,-0.0010849-0.0030365i,-0.00048423-0.0023025i,-0.00023906-0.0018213i,0.0012183-0.0020293i,0.0036416-0.0024698i,0.0052929-0.0030584i,0.0038723-0.0029757i
0.00092117-0.0010723i,-0.0006319-0.0021372i,-0.0018861-0.0072104i,0.00013765-0.01107i,0.0043938-0.0070586i,0.0057596+8.2153e-05i,0.0033733+0.0044121i,-0.0019799+0.0058268i,-0.0054776+0.0054489i,-0.0046365+0.0029114i,-0.0039482-0.0011248i,-0.0050079-0.0046463i,-0.0059055-0.0059702i,-0.004481-0.0046144i,-0.0024227-0.002434i,-0.0011466-0.00056729i,-0.00042876+0.00054044i,0.00028507+0.00074094i,0.00089794+0.00055786i,0.0010716+0.0011284i,-0.00093572+0.0017987i,-0.00292+0.0011313i,-0.0021874+0.00037997i
-0.00072521+0.0024658i,0.00039332+0.0027856i,0.0020718+0.0050715i,0.0024805+0.0057521i,-0.00068759+0.0023905i,-0.0037434-0.0023444i,-0.0050863-0.0078235i,-0.0047513-0.011569i,-0.0010662-0.0088459i,0.0041582-0.0024932i,0.0081776+0.0015314i,0.010924+0.0030105i,0.010717+0.0034207i,0.0082051+0.0022741i,0.0052525+0.00050811i,0.0013889+0.00062286i,-0.00066223+0.00043154i,-0.00091003-0.0009539i,-0.0013654-0.0018923i,-0.001008-0.0027243i,-0.00085124-0.0033961i,-0.0010181-0.003531i,-0.0004114-0.0025046i
-0.0022965+0.0011097i,-0.0025785-0.00010154i,-0.0044864-0.0010657i,-0.0063134-0.0021541i,-0.0024141-0.0025495i,0.0036778-0.0015373i,0.0082847+0.00026189i,0.011284+0.0031479i,0.009541+0.0049466i,0.0030212+0.0043014i,-0.0043005+0.0049742i,-0.0086966+0.0061357i,-0.0096754+0.0051527i,-0.0082466+0.002651i,-0.0058956+0.00031247i,-0.0025444-0.00052344i,0.00077701+0.0010795i,0.0016329+0.0022884i,0.001494+0.0010972i,0.0013709+0.00072309i,0.00081425+0.0034621i,0.00022034+0.005208i,0.000509+0.0036446i
0.0011064-0.00081209i,0.0011468+0.0001156i,0.0013435-0.00029706i,-0.00019329+0.0025835i,-0.0034642+0.005823i,-0.0053025+0.0059035i,-0.0066562+0.0059521i,-0.0075611+0.0065994i,-0.0053951+0.0048145i,-0.0015126-0.00061048i,0.0013055-0.0057333i,0.0032983-0.0084177i,0.0054547-0.008177i,0.0057522-0.0064687i,0.0048667-0.0039779i,0.0032907-0.0015185i,0.0016282-0.00060193i,0.00075357-0.00054223i,-0.0014936-0.001057i,-0.0024297-0.0019805i,1.5242e-05-0.0029506i,0.0015131-0.0038273i,0.00087293-0.0041183i
-0.00092566-0.00069247i,-0.0026864+0.00059673i,-0.0050611+0.0015881i,-0.0066707+0.0013649i,-0.0052967+0.00078373i,-0.0030496-0.0014872i,-0.0034143-0.0047282i,-0.004735-0.007836i,-0.004784-0.0081024i,-0.0024847-0.0042058i,0.00071792+0.00034547i,0.00092632+0.0034275i,-4.2952e-05+0.0043345i,-0.0014439+0.0047279i,-0.0035629+0.0049534i,-0.0039852+0.0031053i,-0.002705+0.0011373i,-0.00060018-2.4117e-05i,0.0012757-0.00015566i,0.00215+0.00028171i,0.0028726+0.0011856i,0.0036352+0.0022686i,0.0032174+0.0017784i
0.0035641-0.0015872i,0.0036739-0.0024539i,0.003446-0.0024901i,0.00396+0.00013935i,0.0025061+0.0024402i,0.0014571+0.0018534i,0.0046135-0.0020178i,0.0086581-0.0059256i,0.0074128-0.0063731i,0.0025783-0.004337i,0.00025713-0.0028504i,0.00053513-0.0025656i,0.0015793-0.0021675i,0.0019862-0.0028452i,0.0019615-0.0043888i,0.0014273-0.0044349i,0.00092283-0.0035798i,3.3784e-05-0.0024696i,-0.0016175-0.00088151i,-0.0029687-0.00056923i,-0.003912-0.0024616i,-0.0042033-0.0037061i,-0.0041419-0.0024877i
-0.00017693+0.00074528i,-5.8819e-05-0.00019494i,-0.0003452+0.0011272i,-0.00056379+0.003301i,0.0001424+0.0041133i,0.0019137+0.0049081i,0.0035745+0.0070111i,0.0029682+0.0094018i,0.00062494+0.010295i,-0.0012187+0.0078261i,-0.0024914+0.0049563i,-0.0042212+0.0050597i,-0.0045596+0.006475i,-0.0014518+0.0070011i,0.0013154+0.0053753i,6.274e-05+0.0035564i,-0.0011501+0.0025835i,0.00054213+0.00205i,0.0020498+0.0018504i,0.0024888+0.0019836i,0.0022932+0.0024168i,0.0025361+0.0016689i,0.002428+0.00040113i
0.00060456-0.0040602i,0.00095181-0.0036622i,0.00056064-0.0050528i,0.0019822-0.0050281i,0.0012044-0.0012571i,-0.0036417+0.0018795i,-0.0091744+0.0016021i,-0.012813+0.00026069i,-0.011399-0.00020013i,-0.0067518-0.00098688i,-0.0037223-0.0030305i,-0.0018735-0.0050205i,0.00011291-0.0062985i,0.00079473-0.006159i,0.00023136-0.0040233i,-4.4628e-05-0.0022145i,-0.00023763-0.0018731i,-0.0019205-0.00091318i,-0.0035148+0.00043912i,-0.003954+0.00026736i,-0.0040699-0.00067031i,-0.0039493-9.4778e-05i,-0.0031489+0.00044122i
-0.0012608-0.00081403i,-0.0029842-5.356e-05i,-0.0042665-0.00056467i,-0.0055769-0.0014338i,-0.0050961-0.001867i,-0.00167-0.0038041i,0.0018203-0.0076829i,0.004277-0.0095941i,0.0058729-0.0067004i,0.0066558-0.0019298i,0.0063432+0.0024866i,0.0053322+0.0057831i,0.0046942+0.0066247i,0.0040066+0.0056092i,0.0010981+0.0051147i,-0.002366+0.0050766i,-0.0015113+0.004126i,0.0015509+0.0021614i,0.0027939-0.0001586i,0.0032542-0.00096439i,0.004332-0.00011537i,0.0055394-0.00017441i,0.0052229-0.00083001i
0.0037858+0.001471i,0.0026966-0.00064533i,0.001089-0.0020403i,-0.00089674-0.0027259i,-0.0017795-0.0022704i,-4.4927e-05+0.00022173i,0.0047805+0.0034381i,0.0082028+0.0058682i,0.0075488+0.0061241i,0.0031959+0.0042857i,-0.0011945+0.0014984i,-0.0042156-0.00081094i,-0.0053692-0.0022313i,-0.0058436-0.0036822i,-0.0042079-0.0062106i,-0.00028007-0.0073789i,0.0012869-0.0060776i,-0.00053577-0.0029413i,-0.0030807+0.00014381i,-0.0033754+0.00099251i,-0.0031547+0.00058656i,-0.003735+0.00076046i,-0.0036448+0.0011798i
0.0036036+0.002053i,0.0039218+0.0023846i,0.0031461+0.0045444i,-0.00012058+0.0063813i,-0.0025253+0.0060947i,-0.0031957+0.0046567i,-0.0034737+0.0041757i,-0.0045756+0.0036046i,-0.0045799+0.0016173i,-0.0029431-0.00026735i,-0.0006096-0.00069488i,0.0016432+0.00018819i,0.0035146+0.0013225i,0.0046272+0.0030493i,0.0045201+0.0055718i,0.0040093+0.0068872i,0.0037951+0.0063813i,0.0037078+0.0037842i,0.0031415+0.0010003i,0.0026875-0.00088443i,0.0032429-0.0022151i,0.0032764-0.0029644i,0.0025809-0.0027699i
0.00041493-0.00055249i,-8.6186e-05-0.00078934i,-0.00037111-0.00015361i,0.0015733+0.00093813i,0.0021117+0.0015939i,-0.00054257+0.00046091i,-0.0032318-0.0037576i,-0.0043355-0.0080798i,-0.0022169-0.0090762i,-0.00067471-0.0064168i,-0.0015814-0.0028139i,-0.0025582-0.0019611i,-0.0035458-0.0016181i,-0.0051298-0.00023758i,-0.0064389-0.0013013i,-0.006781-0.0044158i,-0.0062008-0.0049922i,-0.0053312-0.0020792i,-0.0043537+0.00046172i,-0.0030616+0.0008137i,-0.0028203+0.0016593i,-0.0032255+0.0033463i,-0.0022463+0.0034216i
-0.0029254-0.0021104i,-0.0024715-0.0010945i,-0.0008251-0.00043597i,0.0010427+0.00051655i,0.0028506+0.0017593i,0.0053403+0.0012404i,0.0059067-0.0012726i,0.0042591-0.0016667i,0.0030292-9.7072e-05i,0.002165+0.00073565i,0.0013526+0.00061618i,0.0015374+0.0012392i,0.0024548+0.0007833i,0.0046076-0.00074655i,0.0062978-0.0010175i,0.006458+0.0006852i,0.0054097+0.00054348i,0.0042715-0.0022744i,0.0028315-0.0031833i,0.001713-0.0015693i,0.0014544-0.00099198i,0.0015607-0.0020146i,0.0026188-0.0027801i
-0.0027897+0.0022643i,-0.0039887+0.0021354i,-0.0044639+0.00087634i,-0.0036242-0.0014791i,-0.0014466-0.0023352i,-0.00013197-0.0002908i,-0.001514+0.0031637i,-0.0037256+0.0056781i,-0.0051038+0.0061717i,-0.005059+0.0046403i,-0.0040638+0.0021665i,-0.0033462-0.00022583i,-0.0025793-0.00057923i,-0.0028301+0.00061706i,-0.0036647+0.00035731i,-0.0043061-0.00079796i,-0.0049159-0.00038427i,-0.0045064+0.0018941i,-0.0036673+0.0027013i,-0.003701+0.0026058i,-0.00235+0.0037066i,-0.00078308+0.0050822i,-0.00037109+0.004325i
-0.0004802+0.00035472i,0.00020347+0.00046183i,-0.00029345+0.0022932i,-0.00092555+0.004484i,-0.0010336+0.0046296i,-0.0016549+0.0022691i,-0.0038572-0.0011086i,-0.0049329-0.0039863i,-0.0034477-0.0046755i,-0.0016122-0.0034312i,-4.8154e-06-0.0016676i,0.0020505-5.2147e-05i,0.0033295-0.00031669i,0.0037086-0.001997i,0.0044528-0.0017608i,0.0052537+0.00074231i,0.0045948+0.0018816i,0.00256+0.0010345i,0.0014632-7.966e-05i,0.0015427-0.0011228i,0.0020619-0.0023095i,0.0014866-0.0033826i,0.00013155-0.0038713i
-0.00011928+0.00043941i,1.2058e-05+0.00062327i,-7.1244e-06+0.00064022i,-0.0004144+0.001159i,-0.00077837+0.0018611i,-0.0003918+0.00098235i,0.0021044+0.00012527i,0.0058556+0.00022469i,0.0076157+0.0011747i,0.0059602+0.0023815i,0.0021781+0.0029715i,-0.0015169+0.0031656i,-0.002625+0.0039i,-0.0025936+0.0039012i,-0.0037391+0.0021517i,-0.0051298+0.00090269i,-0.004543+0.0011013i,-0.0024443+0.0020584i,-0.0013669+0.0024069i,-0.00074025+0.0021741i,0.0010711+0.0019551i,0.0020849+0.0024744i,0.0011033+0.0029116i
-0.0028568+0.00078798i,-0.0024911+0.00098287i,-0.0013727+0.0025509i,0.00049444+0.0039757i,0.00099689+0.0043224i,0.0011447+0.0043837i,0.0018312+0.0038284i,0.0017802+0.0035773i,-1.129e-06+0.0046961i,-0.0004019+0.0038799i,0.00068907+0.0013565i,0.0015252-0.00083588i,0.0013741-0.0024978i,0.0011714-0.0033053i,0.0035283-0.0037585i,0.0065709-0.0032471i,0.0074338-0.0031368i,0.0054196-0.0043828i,0.0030149-0.0044173i,0.0023676-0.0029416i,0.0012894-0.0025827i,-0.0003385-0.003252i,-0.00058821-0.0031821i
-0.00022342+0.00037122i,-0.0016369-0.00077081i,-0.0030744-0.0021468i,-0.0045021-0.0031186i,-0.005471-0.0021428i,-0.0037566-0.00015946i,-0.0019208-0.0014793i,-0.0040437-0.0044752i,-0.0052405-0.0045579i,-0.003196-0.0033004i,-0.0018383-0.0019201i,-0.00090181-0.00069628i,0.00021904+0.00094432i,0.00052211+0.003174i,-0.0021571+0.0041902i,-0.0048423+0.0041914i,-0.0046012+0.0043125i,-0.0027215+0.0032364i,-0.0017631+0.0017322i,-0.0021632+0.0013604i,-0.0018675+0.0010215i,-0.0013934+0.0019507i,-0.00068719+0.0024679i
0.00058346+0.00047696i,0.001248+0.00031663i,0.00088386+0.0023544i,0.0005377+0.005302i,0.00015734+0.0060266i,0.00053804+0.0023885i,0.00062564-0.0024445i,0.0014806-0.0041648i,0.0027814-0.0040491i,0.0034728-0.0034261i,0.0032781-0.0032177i,0.002664-0.0035352i,0.0013231-0.0028277i,-0.00051547-0.002127i,-0.00069476-0.0038925i,0.00079084-0.0060068i,0.00083034-0.0060431i,0.00024022-0.0049168i,0.0015351-0.0026866i,0.0022045-0.0015065i,0.00044945-0.0018278i,-0.0011482-0.0016889i,-0.0009514-0.0017085i
0.0024407-0.001043i,0.0024857-0.00095308i,0.0010878-0.00097305i,-0.0002542-0.00033053i,0.00058589-0.00011526i,0.0020273-0.00071609i,0.0026193+0.00097629i,0.0029602+0.0047909i,0.0026354+0.005837i,0.0006436+0.0036769i,-0.0014288+0.0030072i,-0.0025233+0.0044208i,-0.00080182+0.0046557i,0.0023164+0.0043035i,0.0028583+0.005016i,0.0010406+0.0058204i,0.00018649+0.0057836i,-0.0005417+0.0046731i,-0.0018117+0.0030729i,-0.0018335+0.0028376i,-0.00019008+0.0033725i,0.0010436+0.0033484i,0.0021882+0.0028058i
-0.0035691+0.00018336i,-0.0016459+0.00052992i,0.00096287+0.00070411i,0.0028292+0.00073742i,0.0025343+0.0017987i,-0.00018462+0.0016638i,-0.0029182+0.0014009i,-0.0049079+0.0011959i,-0.0057154+0.00031269i,-0.0044664-0.00059779i,-0.0034694-0.0016734i,-0.0025888-0.0024275i,-0.0021234-0.0030651i,-0.0029977-0.002876i,-0.0024249-0.0026712i,-0.00072166-0.00354i,-0.00039216-0.0036311i,-0.0008253-0.002232i,-0.00051839-0.0012392i,0.00016856-0.00080289i,-0.00020937-0.00036447i,-0.00038426-0.00018914i,-0.00054715-0.00044964i
-0.001826-0.0016664i,-0.0032478-0.0024219i,-0.0044773-0.0020262i,-0.0050211-0.0019363i,-0.00491-0.0012626i,-0.0031702-0.00053497i,-0.00084139-0.0023042i,0.00093053-0.0054032i,0.0017011-0.0058947i,0.0019899-0.0033653i,0.0026149-9.0398e-05i,0.0025496+0.0017484i,0.0024713+0.00044218i,0.0026083-0.002223i,0.0019885-0.0018193i,0.0015709+0.0013875i,0.0018521+0.003158i,0.0022066+0.0031627i,0.0017678+0.0025667i,0.0017848+0.0018166i,0.0022575+0.00074965i,0.0021299+0.00028331i,0.0016756+0.00052622i
-0.0016887-0.00068504i,-0.0010622+0.00013512i,-0.0010196+0.00059529i,-0.0011377+0.0011008i,-0.00074258+0.0016593i,3.475e-05+0.0010765i,0.0022356+0.00012223i,0.0038742-0.00014615i,0.0038847+0.0012369i,0.0017027+0.0025522i,0.00044105+0.0018865i,-0.0001221+0.00066852i,-0.00080987+0.00051591i,-7.3831e-05+0.0017826i,0.00017037+0.00091757i,-0.00087384-0.0026152i,-0.0017698-0.0038817i,-0.00083752-0.0024043i,0.0014131-0.0019759i,0.0026628-0.0022907i,0.0023635-0.0024798i,0.0010187-0.0019646i,-0.0002791-0.0011458i
0.002796+0.0035136i,0.0037889+0.0026819i,0.0025874+0.0017456i,-0.00094725+0.0020174i,-0.0014421+0.0017156i,-0.00035701+0.0016204i,-0.00034896+0.0023544i,-0.0023374+0.0032906i,-0.0036908+0.0017477i,-0.0026885-6.6498e-05i,-0.0013723+0.00097746i,0.00098699+0.002043i,0.0019853+0.002147i,0.00080254+0.00076608i,0.0003134-2.9616e-06i,0.00075609+0.0011253i,0.0017613+0.00072259i,0.001277-0.00018269i,-0.0012395+0.0015032i,-0.002109+0.002002i,-0.00093732-4.0949e-05i,-8.1354e-05-0.0013198i,0.00109-0.00096257i
0.00019634-0.001285i,0.0014115-0.0020964i,0.0019838-0.0012625i,0.0023645+0.001266i,0.0019354+0.0026077i,0.00091963+0.0016923i,-0.00031685-0.00092853i,-0.0015141-0.0038392i,-0.0018077-0.0052031i,-0.00097142-0.0050241i,-0.0010705-0.0043881i,-0.0030617-0.0030541i,-0.0035457-0.00064066i,-0.0019079+0.0013518i,-0.0012732+0.0013143i,-0.0020514+7.2351e-05i,-0.0030737-0.0013863i,-0.0021117-0.002199i,-0.00050169-0.0028103i,-0.00082953-0.0030307i,-0.0024827-0.0015405i,-0.0029527-8.7972e-05i,-0.0020828-0.00039366i
-0.0047509-0.0018496i,-0.0058752-0.0018072i,-0.0049607-0.00029815i,-0.0032638+0.0020771i,-0.0023369+0.0028088i,-0.0011059+0.0011796i,-0.00025376-0.0015643i,0.0002221-0.0013666i,0.0013653+0.0007168i,0.0028519+0.001568i,0.0045344+0.00069983i,0.0051791-0.0010248i,0.0041106-0.0027077i,0.0025538-0.0038158i,0.0024443-0.0032438i,0.0027422-0.0024053i,0.002942-0.0012351i,0.0022518+1.6781e-05i,0.0012999+0.0013735i,0.00080617+0.00267i,-0.00037121+0.0026015i,-0.0011371+0.0017943i,0.00013607+0.0010284i
0.00053165-0.0037041i,-0.00080384-0.0029005i,-0.0023619-0.0017316i,-0.0016089-0.00067781i,0.00066581+0.00059765i,0.0023131+0.0018633i,0.0021752+0.0017127i,0.00056757+0.0010658i,-0.0025193+0.0026492i,-0.0045845+0.0039585i,-0.0045858+0.0044777i,-0.0039393+0.0049986i,-0.0018239+0.0048843i,0.00093514+0.0042747i,0.0011561+0.003417i,-0.0006244+0.0026531i,-0.0014168+0.0020681i,-0.00057071+0.0013959i,0.00041522+0.00049362i,0.00038681+0.00030543i,0.00050103+0.0016118i,0.00063841+0.0017458i,-0.00018284+0.00049749i
-0.00016618+0.0032287i,-0.00084601+0.0022673i,-0.00084175+0.00077561i,-0.0022227-0.00058656i,-0.003553+0.00010013i,-0.0026071+0.00065649i,-0.0012034+0.00016981i,-0.00088521-0.00040907i,-0.00025173-0.0015421i,0.0003023-0.002875i,0.00037442-0.0037497i,0.00054183-0.0040832i,-0.00035592-0.0042157i,-0.0018671-0.0036107i,-0.0019802-0.0021585i,-0.00064887-0.002161i,0.00045538-0.0029063i,0.00082659-0.0016197i,0.00097323+0.0002153i,0.0011654+0.00035566i,0.0015333+0.00065143i,0.0019587+0.0014548i,0.0017023+0.0012151i
0.0018734-0.00020459i,0.0026599-0.0011081i,0.001246-0.00038494i,-0.00035761+0.00098681i,-0.00026001+0.00073502i,-0.00011493+5.3858e-05i,0.00060461-0.0007878i,0.0025387-0.0023258i,0.0041592-0.0027145i,0.0039912-0.0010034i,0.0023063+0.0015895i,0.00018857+0.0032188i,-0.00049954+0.0032792i,0.0012385+0.0027457i,0.0017742+0.0015951i,0.00027022+0.0015527i,-0.00048687+0.0014207i,-2.7141e-05-0.00081713i,0.00047901-0.0036055i,-0.00032881-0.0034175i,-9.0494e-05-0.0025178i,0.00086422-0.0022686i,0.00035657-0.0014347i
-0.00042921-1.8776e-05i,-0.0018903+0.00089163i,-0.0023037+0.0021899i,-0.0031643+0.003929i,-0.0043434+0.0029801i,-0.0035041+0.0013523i,-0.0018553+0.00012126i,-0.0014138-0.00025021i,-0.001818+0.0015557i,-0.0016162+0.0020741i,-0.0010169+0.00085758i,-0.00078815-0.0016208i,-0.0012168-0.0039186i,-0.0010796-0.0029479i,-0.00029816-0.00041905i,-0.00044105-0.00041179i,-0.0013377-0.0017487i,-0.00092519-0.0012261i,-0.00055151+4.1214e-05i,-0.00048409-0.00019486i,0.00027138-0.0012096i,0.00056008-0.00063598i,0.00095848+0.00042047i
