-0.0035667-0.00099943i,-0.003515-0.0001319i,-0.0039776+0.00092942i,-0.0039898+0.0015702i,-0.0024414+0.0022023i,-0.0010714+0.0023477i,5.7967e-05+0.0019193i,0.0012806+0.001412i,0.0018273+0.00042554i,0.0011531-0.00038146i,0.00018471-2.4652e-05i,-6.6883e-06+0.00010916i,0.00054692-0.00027222i,0.00058644+3.7232e-06i,0.00014823-2.6355e-05i,7.3442e-05-0.00023215i,-0.00039461+0.00035939i,-0.00084517+0.00036269i,-0.00027285+0.00020679i,-0.00048798+0.00057001i,-0.00089688+0.0012768i,-0.0009248+0.00022193i,-0.00051051-0.00041017i
-0.59408-0.28292i,-0.65446-0.1499i,-0.38379+0.067539i,-0.093643+0.14146i,0.0057045+0.10505i,0.0051708+0.090011i,-0.0061353+0.09487i,-0.011565+0.082557i,-0.012981+0.044109i,-0.026889-0.0058219i,-0.036562-0.037202i,-0.026365-0.036622i,-0.0082339-0.012528i,0.017965-0.0037417i,0.047639-0.035673i,0.056089-0.07677i,0.038067-0.091615i,0.016643-0.079229i,0.0083337-0.056015i,0.0068808-0.033285i,0.0084205-0.01069i,0.014437+0.0088106i,0.015784+0.018707i
0.60073-0.11983i,0.43428-0.26278i,-0.0025251-0.29015i,-0.21183-0.20147i,-0.12997-0.15216i,-0.04747-0.12928i,-0.031206-0.050632i,-0.015446+0.0056798i,-0.0024447+0.0043409i,-0.0097444+0.0028589i,-0.031505+0.018851i,-0.039367+0.023518i,-0.023737+0.0039324i,-0.017959-0.021833i,-0.036286-0.037437i,-0.052798-0.03822i,-0.050907-0.022097i,-0.042093+0.011337i,-0.030668+0.046055i,-0.01481+0.054937i,-0.0042774+0.03418i,0.0017174+0.0069347i,0.010701-0.0098479i
-0.40965+0.51998i,-0.19784+0.63445i,0.15434+0.44132i,0.23617+0.14596i,0.090304-0.0035257i,0.0077281-0.041138i,0.028153-0.064356i,0.040402-0.068063i,0.014213-0.034245i,0.0067141+0.023873i,0.035578+0.056394i,0.040059+0.049357i,0.0066104+0.037423i,-0.014194+0.043551i,-0.0086104+0.062995i,0.00079739+0.075602i,0.0039603+0.067991i,0.0062754+0.039334i,0.0053101+0.0081315i,0.0041022+0.00074472i,0.010086+0.009255i,0.010601+0.009053i,-0.0025971+0.0025638i
0.19153-0.74062i,0.083998-0.74798i,-0.046544-0.40887i,-0.102-0.085169i,-0.15208+0.071203i,-0.2058+0.16174i,-0.16753+0.18566i,-0.076126+0.13983i,-0.019789+0.07753i,-0.0029885+0.01912i,0.00053389-0.026458i,0.0058956-0.035741i,0.019204-0.019231i,0.029106-0.021159i,0.026022-0.043449i,0.021211-0.061665i,0.022062-0.073737i,0.017259-0.081201i,0.0074058-0.082156i,-0.0032045-0.07819i,-0.015581-0.064951i,-0.020265-0.036777i,-0.0099033-0.0033489i
0.24112+0.56302i,0.29389+0.41907i,0.20379+0.098418i,0.1483+0.0002644i,0.2305+0.083472i,0.28532+0.10861i,0.20766+0.089324i,0.11756+0.072927i,0.077885+0.046949i,0.046197+0.027419i,0.0154+0.01843i,0.0022221+0.00113i,-0.0038353-0.014463i,-0.0081976-0.0049279i,-0.0040446+0.02216i,0.0086495+0.044728i,0.020082+0.054588i,0.016362+0.062245i,0.0041328+0.07667i,-0.00016205+0.080932i,-0.0020529+0.062392i,-0.011954+0.034132i,-0.019997+0.0097772i
-0.64881-0.36145i,-0.71072-0.17435i,-0.43925+0.097248i,-0.1375+0.1166i,-0.02214-0.058475i,-0.011222-0.17119i,-0.0072422-0.16366i,-0.005782-0.10937i,-0.007204-0.065482i,-0.0099973-0.032588i,-0.0085747-0.0055164i,-0.0087442+0.0098224i,-0.010598+0.021917i,0.0034767+0.025073i,0.027786+0.004028i,0.030322-0.026212i,0.0095294-0.040125i,-0.0036468-0.041198i,0.0025507-0.045052i,0.0081699-0.040711i,0.011344-0.01798i,0.026005+0.00015789i,0.032722-0.0016897i
0.67444+0.035497i,0.61763-0.051i,0.30366-0.11873i,0.055445-0.14691i,-0.07387-0.13514i,-0.14982-0.061929i,-0.13239+0.014467i,-0.078272+0.01893i,-0.054397+0.002746i,-0.028749-0.0053366i,-0.015865-0.018556i,-0.028193-0.015047i,-0.02322-0.0048133i,-0.01223-0.018627i,-0.027812-0.035831i,-0.040341-0.033796i,-0.027791-0.024668i,-0.015152-0.013161i,-0.011348+0.00031421i,-0.0073171+0.0096588i,-0.0027846+0.012667i,-0.001511+0.010907i,-0.00026234+0.0091439i
-0.48704+0.36529i,-0.31058+0.43132i,0.0084186+0.29375i,0.11133+0.1465i,0.059619+0.14366i,0.061103+0.18714i,0.094984+0.18095i,0.10046+0.15169i,0.069221+0.11945i,0.0095766+0.10617i,-0.015917+0.10556i,0.0034491+0.083074i,0.015793+0.039737i,0.010049+0.0064202i,0.0098239-0.0042395i,0.01814-0.0096761i,0.019669-0.029553i,0.0062265-0.05224i,-0.025162-0.053145i,-0.046068-0.033774i,-0.034034-0.022232i,-0.023672-0.024014i,-0.028954-0.014012i
0.3657-0.63956i,0.32312-0.72202i,0.1844-0.51559i,0.065142-0.25789i,-0.032614-0.10969i,-0.11583-0.054531i,-0.15521-0.049333i,-0.14946-0.042434i,-0.10265-0.018673i,-0.027904-0.0064118i,0.030938-0.01365i,0.040092-0.019495i,0.012378+0.00053113i,-0.017768+0.041282i,-0.031127+0.078687i,-0.029729+0.10463i,-0.021532+0.11617i,0.00027249+0.1089i,0.036995+0.082955i,0.054429+0.046057i,0.035828+0.017005i,0.01436+0.0045537i,0.010413-0.0027774i
-0.069913+0.5861i,-0.15295+0.53904i,-0.20446+0.28013i,-0.10205+0.11659i,0.1003+0.087454i,0.22294+0.069391i,0.2287+0.066323i,0.19547+0.061588i,0.15239+0.026096i,0.082162-0.026882i,-0.0047802-0.066224i,-0.046134-0.062042i,-0.016904-0.04309i,0.036399-0.039602i,0.076011-0.048092i,0.09422-0.064068i,0.090297-0.070901i,0.060823-0.056838i,0.012412-0.027083i,-0.020429+0.0093537i,-0.020563+0.034269i,-0.0076313+0.039666i,-0.00031584+0.028861i
-0.31888-0.46342i,-0.37244-0.21389i,-0.22777+0.18254i,-0.028226+0.27376i,0.084958+0.10409i,0.10564-0.017018i,0.088092-0.035426i,0.046042-0.043367i,0.00088471-0.061573i,-0.012783-0.046366i,0.0028218-0.011036i,0.0011372+0.0044642i,-0.03154+0.0041585i,-0.052843-0.01181i,-0.050194-0.045454i,-0.053297-0.071889i,-0.075105-0.07962i,-0.095118-0.071666i,-0.080063-0.046567i,-0.028598-0.023481i,0.012691-0.019328i,0.013037-0.022463i,-0.0070583-0.015895i
0.73204+0.14528i,0.93361-0.12739i,0.77194-0.50901i,0.28304-0.67193i,-0.26526-0.60399i,-0.59364-0.4761i,-0.59065-0.30147i,-0.37117-0.094034i,-0.16715+0.055495i,-0.088461+0.14396i,-0.055711+0.18771i,0.0051786+0.16574i,0.061222+0.10051i,0.056817+0.0446i,0.011142+0.016292i,-0.0051993-0.0048418i,0.023546-0.026748i,0.062291-0.03595i,0.080045-0.032294i,0.055344-0.026434i,0.015338-0.021114i,0.0075597-0.022537i,0.022787-0.033915i
-0.72716-0.1102i,-0.88496-0.11404i,-0.72244+0.0087735i,-0.30208+0.31329i,0.15716+0.70453i,0.43885+0.99096i,0.49004+0.97153i,0.3799+0.65955i,0.21854+0.32437i,0.13543+0.11331i,0.11339-0.0463i,0.039205-0.14071i,-0.036442-0.11277i,-0.017824-0.041144i,0.033333-0.00064699i,0.036239+0.033806i,0.0034933+0.062695i,-0.040649+0.059808i,-0.086357+0.052541i,-0.094646+0.065114i,-0.060494+0.076412i,-0.034674+0.078307i,-0.032851+0.080535i
0.40706-0.1542i,0.27113+0.0098359i,0.03057+0.21821i,-0.040138+0.089988i,-0.0084211-0.36849i,-0.044597-0.78891i,-0.1459-0.8517i,-0.21768-0.58973i,-0.20536-0.30485i,-0.18781-0.15156i,-0.19127-0.037117i,-0.13571+0.059126i,-0.076238+0.07955i,-0.079526+0.074961i,-0.067783+0.089491i,-0.0046123+0.091143i,0.063088+0.073509i,0.1007+0.048206i,0.10728+0.01837i,0.092037-0.0070334i,0.063959-0.028413i,0.038456-0.05128i,0.022211-0.064756i
0.0034691+0.24415i,0.25285+0.13299i,0.54344-0.086712i,0.47695-0.15023i,0.16233+0.054162i,-0.0044987+0.32137i,0.075954+0.386i,0.16894+0.22741i,0.11091+0.061167i,0.049624+0.025625i,0.063316+0.014558i,0.059811-0.013495i,0.059349-0.011862i,0.086123-0.025687i,0.074333-0.066413i,0.013656-0.099877i,-0.060299-0.12006i,-0.12258-0.10543i,-0.14044-0.050972i,-0.10974-0.0026468i,-0.070586+0.012971i,-0.049424+0.019575i,-0.036259+0.020208i
-0.18183-0.80873i,-0.52802-0.83578i,-0.7185-0.6136i,-0.57902-0.36446i,-0.31116-0.17242i,-0.14261-0.042051i,-0.034946+0.016567i,0.068867-0.0026457i,0.10978-0.027159i,0.068992-0.010292i,0.015328+0.019204i,-0.0029794+0.032231i,-0.0088826+0.001362i,-0.042034-0.059289i,-0.077017-0.12915i,-0.092091-0.19622i,-0.10672-0.20851i,-0.10454-0.15501i,-0.064235-0.072574i,-0.010643+0.0062898i,0.030115+0.049438i,0.051287+0.053081i,0.053887+0.038287i
0.078593+0.36792i,0.2932+0.52038i,0.52352+0.33345i,0.59208-0.060289i,0.44062-0.35972i,0.13576-0.37756i,-0.077679-0.14563i,-0.067845+0.076124i,-0.0040928+0.13147i,-0.01054+0.12835i,-0.038442+0.11866i,-0.062961+0.087404i,-0.058294+0.073224i,-0.014498+0.078148i,0.023763+0.086014i,0.085784+0.07161i,0.1594-0.022068i,0.14021-0.1512i,0.031673-0.18329i,-0.04787-0.11216i,-0.048137-0.049503i,-0.03515-0.038227i,-0.043419-0.027289i
-0.64641+8.3708i,1.6392+8.035i,5.6638+8.6906i,7.7689+5.8764i,6.7825+1.6769i,3.5363-1.2724i,0.62471-1.2711i,-0.22042-0.05374i,0.1666+0.7056i,0.95776+0.87925i,1.5621+0.44053i,1.6987-0.29601i,1.493-0.84372i,1.0987-0.86226i,0.89263-0.66686i,0.74261-0.63401i,0.36793-0.60522i,0.07968-0.34269i,0.13697+0.020853i,0.37355+0.17478i,0.55203+0.04813i,0.5247-0.14966i,0.3234-0.20946i
0.28142+0.37154i,0.29929+0.47211i,0.060748+0.46179i,-0.15401+0.47769i,-0.22223+0.43042i,-0.29102+0.28867i,-0.329+0.21848i,-0.25587+0.21035i,-0.16417+0.18825i,-0.098932+0.17528i,-0.016257+0.14827i,0.037419+0.069543i,0.028981+0.0090297i,0.022185+0.018191i,0.036941+0.057175i,0.067666+0.1133i,0.12428+0.16319i,0.17294+0.14171i,0.16044+0.064354i,0.099971+0.00046106i,0.046083-0.028041i,0.012927-0.046998i,-0.0071328-0.054902i
-0.6043+0.24433i,-0.48951+0.35981i,-0.19913+0.40241i,0.055715+0.42306i,0.26987+0.33048i,0.40814+0.050895i,0.32455-0.26817i,0.066423-0.37002i,-0.15866-0.24574i,-0.25868-0.092727i,-0.24375+0.0048288i,-0.13981+0.055224i,-0.019891+0.063845i,0.068972+0.057987i,0.13628+0.055583i,0.16742+0.058158i,0.15937+0.062074i,0.13362+0.050009i,0.076325+0.020374i,0.0072483+0.010051i,-0.022411+0.024246i,-0.008913+0.038564i,0.02147+0.03881i
0.45459-0.12288i,0.31901-0.14013i,-0.0056893+0.015053i,-0.14175+0.12418i,-0.089909+0.0096474i,-0.048533-0.16052i,-0.07501-0.18013i,-0.11231-0.093862i,-0.10318-0.018791i,-0.049338+0.011398i,0.0024684+0.023364i,0.033757+0.036038i,0.039692+0.04888i,0.018927+0.066677i,0.00014217+0.083712i,0.0042129+0.10058i,0.03473+0.11911i,0.076776+0.11005i,0.086682+0.052432i,0.051117-0.012455i,0.0092257-0.036043i,2.7543e-05-0.032244i,0.013437-0.027617i
-0.21919+0.44844i,-0.094165+0.50338i,0.040802+0.36877i,-0.034665+0.28466i,-0.25127+0.36084i,-0.36494+0.47781i,-0.26992+0.45222i,-0.15447+0.24795i,-0.1386+0.08871i,-0.091548+0.077836i,0.018006+0.078247i,0.073734+0.033565i,0.05959-0.0055088i,0.033993-0.0062087i,0.013351+0.028097i,-0.0051643+0.060755i,-0.019408+0.071146i,-0.020883+0.0598i,-0.026067+0.03371i,-0.044761+0.018575i,-0.050845+0.017908i,-0.04544+0.013842i,-0.047925-0.0018653i
-0.092797-0.61306i,-0.24001-0.62845i,-0.35255-0.37144i,-0.3182-0.021991i,-0.12822+0.28678i,0.13987+0.40572i,0.30739+0.25202i,0.24551+0.062387i,0.096833+0.013658i,0.027303+0.021319i,0.0010613+0.016375i,-0.0086536+0.028704i,0.023201+0.030851i,0.061313-0.0072236i,0.090486-0.038736i,0.11089-0.036058i,0.11168-0.011337i,0.087841+0.011753i,0.051788+0.027234i,0.034344+0.038764i,0.038426+0.031597i,0.044635+0.0087642i,0.039881+0.0045309i
0.26035+0.64869i,0.36449+0.6392i,0.36304+0.38091i,0.31795+0.037082i,0.30168-0.26437i,0.32636-0.44531i,0.29858-0.48793i,0.17425-0.39437i,0.068101-0.19545i,0.062447-0.054447i,0.069273-0.023676i,0.054468-0.0012992i,0.053363+0.027026i,0.033071+0.028012i,-0.01532+0.023215i,-0.039403+0.029146i,-0.031254+0.046566i,-0.002736+0.071245i,0.034141+0.061701i,0.046116+0.013122i,0.027201-0.020795i,-9.7364e-05-0.02283i,-0.010819-0.011094i
-0.47787-0.26329i,-0.51922-0.19803i,-0.4378-0.040113i,-0.40499+0.14291i,-0.36722+0.32696i,-0.20433+0.38999i,-0.010483+0.27017i,0.080966+0.11754i,0.11449+0.022717i,0.12362-0.060124i,0.081266-0.09552i,0.05615-0.046316i,0.079865+0.0062254i,0.08751+0.028498i,0.078742+0.045381i,0.067391+0.044429i,0.049004+0.031454i,0.045623+0.011454i,0.039167-0.031767i,0.011069-0.054411i,-0.0028494-0.033611i,0.0069435-0.013595i,0.013116-0.016864i
0.5221+0.091579i,0.46093+0.03238i,0.1675+0.01364i,0.0011344+0.10456i,0.089551+0.16862i,0.2205+0.074341i,0.21071-0.12389i,0.080109-0.24779i,-0.013091-0.22963i,-0.024914-0.15732i,-0.026395-0.077365i,-0.0063396-0.029649i,0.031194-0.054002i,0.035893-0.082683i,0.02522-0.052302i,0.036569+0.010465i,0.067924+0.058934i,0.086776+0.064115i,0.059783+0.050115i,0.021478+0.047126i,0.012237+0.029149i,0.0083583-0.013427i,-0.009317-0.044923i
-0.48784+0.17437i,-0.3882+0.2464i,-0.080678+0.21746i,0.12438+0.14192i,0.16819+0.099385i,0.17656+0.059396i,0.12702-0.044827i,0.0037251-0.12045i,-0.088512-0.093098i,-0.079224-0.048326i,-0.017876-0.046304i,0.029411-0.065677i,0.041681-0.083125i,0.050287-0.079382i,0.085519-0.070982i,0.12809-0.082778i,0.1446-0.10263i,0.11069-0.10977i,0.050444-0.076196i,0.02677-0.014624i,0.029601+0.016467i,0.0038798+0.020186i,-0.0336+0.039277i
0.31914-0.36948i,0.17497-0.40345i,-0.054154-0.28622i,-0.086892-0.18862i,0.059426-0.19682i,0.17022-0.23553i,0.1353-0.21203i,0.024525-0.11219i,-0.02924-0.015194i,-0.02732-0.0044913i,-0.035349-0.033564i,-0.049168-0.040171i,-0.054566-0.04195i,-0.065622-0.059351i,-0.077498-0.081906i,-0.0798-0.10719i,-0.082611-0.12065i,-0.081759-0.092372i,-0.049199-0.045656i,0.0001298-0.030716i,0.014334-0.033975i,0.0052187-0.015637i,0.016812+0.010481i
-0.13064+0.51899i,0.03412+0.49804i,0.1808+0.24863i,0.14022+0.048206i,0.037277-0.019535i,0.0022955-0.086266i,-0.028767-0.13936i,-0.045239-0.079302i,-0.0041732+0.014744i,0.025386+0.039338i,0.0026673+0.032249i,-0.017455+0.026333i,-0.023754+0.0095258i,-0.041395-0.001017i,-0.048326+0.00386i,-0.037033+0.00082256i,-0.028439-0.008903i,-0.023773-0.0067433i,-0.016032-0.0019679i,-0.0035079-0.0073679i,0.0045512-0.0129i,0.0038063-0.007827i,0.0046532-0.0020602i
-0.11479-0.51168i,-0.27098-0.47861i,-0.38928-0.22624i,-0.35831+0.0038586i,-0.22511+0.087455i,-0.109+0.080928i,-0.050837+0.035792i,-0.02371-0.012425i,0.0026334-0.034382i,0.014421-0.031472i,0.0073073-0.004075i,0.0024908+0.017121i,0.0015385+0.014491i,-0.00017447+0.010292i,-0.0077746-0.0050451i,-0.03577-0.030132i,-0.061479-0.025262i,-0.049678+0.010425i,-0.015278+0.033046i,0.0092853+0.022558i,0.014803+0.0054061i,0.01346+0.001659i,0.014092-0.0014249i
0.26835+0.49013i,0.35967+0.46181i,0.32943+0.26165i,0.25936+0.08136i,0.22108-0.031326i,0.18076-0.11827i,0.10285-0.16158i,0.02647-0.15302i,-0.003749-0.12105i,0.006524-0.078359i,0.035458-0.03725i,0.051351-0.023187i,0.031683-0.031605i,-0.0030486-0.023481i,-0.02755+0.0081507i,-0.031234+0.035008i,-0.012959+0.037175i,0.0074004+0.018344i,0.010479-0.00066093i,0.0043414-0.011279i,-0.0018331-0.012833i,-0.0052379-0.0055444i,-0.0040745+0.0023124i
-0.42773-0.3009i,-0.47088-0.27087i,-0.33144-0.1364i,-0.18836-0.037367i,-0.12876-0.0071366i,-0.10248+0.0039514i,-0.089774+0.02218i,-0.078235+0.045009i,-0.053785+0.042732i,-0.025391+6.3392e-05i,-0.018932-0.047393i,-0.035252-0.053436i,-0.045494-0.026536i,-0.034085-0.009486i,-0.015579-0.016829i,-0.020138-0.039364i,-0.044599-0.054767i,-0.050919-0.046079i,-0.029524-0.028217i,-0.0096056-0.023031i,-0.0041872-0.021774i,-0.00011377-0.011458i,0.0086051-0.003393i
0.49681+0.1365i,0.48803+0.10969i,0.28443+0.034718i,0.11437-0.034197i,0.058961-0.079392i,0.048661-0.10828i,0.033989-0.1196i,0.0018035-0.10066i,-0.017844-0.055419i,-0.022802-0.020525i,-0.03285+0.0055647i,-0.031004+0.023444i,-0.022233+0.018381i,-0.031705+0.003557i,-0.055162+0.0029226i,-0.07017+0.0267i,-0.065164+0.056961i,-0.041479+0.06977i,-0.012245+0.059191i,0.00075078+0.037276i,-0.001504+0.021163i,0.0003113+0.010641i,0.0062783-0.0059509i
-0.46988+0.11185i,-0.41423+0.14198i,-0.19483+0.099749i,-0.066745+0.060135i,-0.051188+0.064046i,-0.043723+0.067879i,-0.032574+0.047941i,-0.020886+0.02944i,-0.011308+0.022427i,-0.0036518+0.023512i,0.012458+0.021825i,0.020872+0.014004i,0.01537+0.017939i,0.012806+0.036628i,0.020342+0.049989i,0.026966+0.046413i,0.023824+0.032443i,0.014983+0.0092971i,0.0038073-0.01555i,-0.0026928-0.018141i,0.00013159-0.0023817i,0.0032645+0.0073057i,-0.0049016+0.0088738i
0.37505-0.30255i,0.2776-0.33754i,0.032723-0.22695i,-0.10001-0.11337i,-0.089786-0.091656i,-0.065296-0.089426i,-0.048911-0.054862i,-0.014208-0.017782i,0.028198-0.006899i,0.043035-0.012637i,0.030791-0.0074046i,0.023752+0.0061098i,0.023796+0.0057156i,0.010253+0.00086204i,-0.011118+0.0082528i,-0.021733+0.017165i,-0.019951+0.020433i,-0.012665+0.023076i,-0.0057427+0.021337i,0.00020566+0.0083199i,0.0059757-0.0085778i,0.0079052-0.016404i,0.0094612-0.011886i
-0.19707+0.43525i,-0.067444+0.43677i,0.11699+0.23409i,0.1604+0.068262i,0.10942+0.046958i,0.094073+0.059045i,0.084311+0.029982i,0.046714-0.0086189i,0.021269-0.02069i,0.036118-0.023068i,0.052762-0.039234i,0.037643-0.048578i,0.014781-0.032906i,0.016071-0.010671i,0.036378+0.0012298i,0.04942+0.0075713i,0.043224+0.01427i,0.023379+0.017748i,0.004401+0.019414i,-0.0039284+0.019343i,-0.0065059+0.012084i,-0.011614+0.0055749i,-0.01495+0.0015987i
-0.046182-0.47766i,-0.21045-0.44136i,-0.33518-0.19039i,-0.29313+0.0018804i,-0.17552+0.025311i,-0.086658-0.0079872i,-0.023305-0.031143i,0.0096283-0.05289i,0.012088-0.076312i,-0.0090167-0.096337i,-0.043319-0.086495i,-0.051418-0.045376i,-0.026562-0.019008i,-0.0070918-0.023363i,-0.0089929-0.039896i,-0.024755-0.050546i,-0.034135-0.037588i,-0.013178-0.006884i,0.023762+0.0069584i,0.03464-0.0021453i,0.016493-0.0049562i,0.0064808+0.0082373i,0.012994+0.01501i
0.20649+0.47617i,0.36505+0.41928i,0.37479+0.16048i,0.23355-0.011729i,0.1022-0.011084i,0.060869+0.011579i,0.045119-0.027685i,-0.0024046-0.067473i,-0.052481-0.054591i,-0.06142-0.014332i,-0.034611+0.011665i,-4.1881e-05+0.013555i,0.013157+0.0014764i,-0.0016845-0.0042732i,-0.016231+0.013484i,-0.0056804+0.034083i,0.015057+0.026023i,0.013798-0.0077807i,-0.010108-0.028651i,-0.020973-0.013095i,-0.0034231+0.011378i,0.013808+0.012024i,0.0079552-0.00081339i
-0.36614-0.33544i,-0.47465-0.26263i,-0.39453-0.053064i,-0.2141+0.06343i,-0.078721+0.02675i,-0.034666-0.036683i,-0.045532-0.039376i,-0.050017+0.0011998i,-0.036218+0.020951i,-0.036353+0.010936i,-0.038826+0.0064673i,-0.027536+0.0027629i,-0.015636-0.0064109i,-0.0075164-0.008602i,-0.0038996-0.017625i,-0.015774-0.033923i,-0.030368-0.033922i,-0.03081-0.016234i,-0.018534-0.0020637i,-0.00087638-0.0077447i,0.0097123-0.022806i,0.0083962-0.023946i,0.0039938-0.0096028i
0.46765+0.20807i,0.51788+0.11981i,0.3501-0.022998i,0.14613-0.073901i,0.041557-0.025681i,0.010843+0.019268i,-0.0068719+0.015834i,-0.024519+0.0083952i,-0.017493+0.029998i,0.018218+0.048372i,0.041319+0.036783i,0.03119+0.016357i,0.0079762+0.0070069i,-0.0082565+0.0095582i,-0.012723+0.02878i,-0.0057594+0.054554i,-8.1357e-05+0.064375i,-0.00044606+0.063277i,0.0057412+0.061712i,0.015087+0.047169i,0.014198+0.021972i,0.0098213+0.0044526i,0.013062-0.0042567i
-0.48867-0.013274i,-0.49981+0.058199i,-0.2987+0.10315i,-0.096429+0.10176i,0.018055+0.076123i,0.085817+0.032867i,0.10194-0.0061983i,0.078388-0.022123i,0.049086-0.024338i,0.023758-0.031536i,-0.002281-0.041287i,-0.022804-0.03661i,-0.022459-0.021631i,-0.0052718-0.015535i,0.013239-0.024596i,0.018777-0.038827i,0.016288-0.038477i,0.026683-0.027881i,0.039306-0.03343i,0.029022-0.047037i,0.003801-0.041763i,-0.013894-0.022176i,-0.019347-0.0052859i
0.44349-0.14409i,0.41178-0.18243i,0.20094-0.14252i,0.016381-0.10918i,-0.073225-0.11227i,-0.11112-0.087213i,-0.087657-0.04346i,-0.039843-0.029202i,-0.0082532-0.033892i,0.0022364-0.02845i,-0.00048297+0.0029358i,0.005951+0.034632i,0.01346+0.031817i,-0.0018503+0.014174i,-0.023731+0.012323i,-0.023908+0.017765i,-0.0088811+0.0074741i,-0.0070305-0.017726i,-0.027259-0.030542i,-0.043792-0.017382i,-0.032851+0.0038166i,-0.0057844+0.0095358i,0.012254+0.0012075i
-0.32118+0.29201i,-0.25293+0.30018i,-0.085093+0.16539i,0.025724+0.086065i,0.089956+0.093988i,0.13067+0.064344i,0.099733-0.004238i,0.034349-0.031842i,-0.0028521-0.021456i,-0.011209-0.012639i,-0.0062679-0.015883i,-0.0010874-0.024027i,-0.0023576-0.0243i,-0.001839-0.014064i,0.0050308-0.009751i,0.0021883-0.017872i,-0.01429-0.017832i,-0.028993-0.00084452i,-0.029893+0.022108i,-0.013469+0.032408i,0.0029867+0.017723i,-0.0023289-0.0013123i,-0.01824-0.0023205i
0.146-0.40693i,0.044493-0.3823i,-0.083913-0.18927i,-0.1321-0.076579i,-0.14793-0.0982i,-0.15084-0.10417i,-0.11901-0.069811i,-0.080428-0.034947i,-0.047438-0.0084259i,-0.016693+0.0082395i,0.0046521+0.020305i,0.012252+0.025359i,0.0055069+0.026761i,-0.0065909+0.030272i,-0.017747+0.031176i,-0.029301+0.027206i,-0.035313+0.025151i,-0.023832+0.034527i,0.0069952+0.04483i,0.029525+0.038447i,0.022063+0.026838i,0.012802+0.026707i,0.023259+0.026214i
0.025892+0.43406i,0.13877+0.37446i,0.18917+0.14233i,0.15032+0.033639i,0.13203+0.095997i,0.1522+0.13496i,0.13542+0.087352i,0.079073+0.027004i,0.02929+0.0016652i,0.015743-0.008492i,0.015484-0.029283i,0.0073509-0.044559i,0.0069096-0.039812i,0.018186-0.03014i,0.026809-0.021574i,0.028794-0.0041821i,0.030361+0.016467i,0.036135+0.014887i,0.039568-0.01476i,0.034304-0.041235i,0.023729-0.044463i,0.010412-0.038516i,-0.0050718-0.034053i
-0.2326-0.35821i,-0.3455-0.25273i,-0.31277-0.020845i,-0.18497+0.047649i,-0.10698-0.06057i,-0.097123-0.1478i,-0.093512-0.11919i,-0.06174-0.043137i,-0.014263-0.010813i,9.9431e-05-0.019587i,-0.013357-0.014244i,-0.017202+0.0081345i,-0.0092855+0.016559i,-0.0070359+0.010855i,-0.011462+0.0088919i,-0.009331+0.0046609i,-0.00059978-0.010643i,0.0036843-0.028057i,-0.0086108-0.042953i,-0.03044-0.043782i,-0.034905-0.021164i,-0.017119+0.0040781i,0.00075955+0.013706i
0.36687+0.27064i,0.46768+0.1363i,0.34681-0.085039i,0.14263-0.12454i,0.047715-0.0062021i,0.047972+0.076654i,0.057861+0.051415i,0.037704-0.0031587i,0.0058646-0.012117i,-0.0026585+5.0975e-05i,-7.1357e-05+0.0011146i,0.0035414-0.0015182i,0.0059441-0.0062518i,-0.00080658-0.013627i,-0.0073416-0.017008i,-0.0088658-0.012013i,-0.016392-0.0010889i,-0.037702+0.013494i,-0.055227+0.03932i,-0.043796+0.060826i,-0.013519+0.048447i,0.0033673+0.014331i,-0.00049773-0.0075381i
-0.45291-0.10602i,-0.51382+0.037784i,-0.34578+0.19851i,-0.11787+0.19087i,0.0059334+0.051589i,0.028313-0.067142i,0.0092593-0.088378i,-0.0020414-0.052719i,-1.016e-05-0.028249i,-0.0067177-0.012995i,-0.0097431+0.0064748i,-0.0064309+0.0092754i,-0.0098874+0.0014987i,-0.013795+0.0062331i,-0.010867+0.013321i,-0.0084393+0.0072246i,-0.0060078+0.0026798i,0.011383+0.012625i,0.036446+0.021271i,0.041691+0.013481i,0.020051+0.0020085i,-0.0032422+0.0072723i,-0.0064569+0.020472i
0.4813-0.030492i,0.49797-0.17737i,0.28875-0.26802i,0.040425-0.21714i,-0.11429-0.080577i,-0.14646+0.048489i,-0.097186+0.082649i,-0.049315+0.038774i,-0.023225+0.002674i,0.007083-0.0097172i,0.025982-0.017884i,0.027059-0.016238i,0.026867-0.0061738i,0.027013-0.00018601i,0.020892+0.0011958i,0.0097619+0.0063535i,-6.9259e-05+0.014013i,-0.0015436+0.015691i,0.012492+0.0089486i,0.03226-0.00095197i,0.042091-0.0066801i,0.039422-0.012711i,0.029736-0.019965i
-0.42432+0.18247i,-0.41779+0.29624i,-0.21136+0.30539i,0.013326+0.22209i,0.15305+0.10022i,0.18385-0.021072i,0.11938-0.072363i,0.04512-0.044248i,0.012639-0.0093338i,0.00050447-0.0021515i,-0.006986-0.006193i,-0.013388-0.012774i,-0.019981-0.01874i,-0.023595-0.01888i,-0.020776-0.012141i,-0.0093472-0.0046783i,0.010771-0.0075262i,0.027884-0.025957i,0.017815-0.054309i,-0.01525-0.066381i,-0.037411-0.047955i,-0.035842-0.018215i,-0.023737+0.0014714i
