0.0010862+8.3481e-05i,0.00057134-0.00015285i,0.0011018-0.00093791i,6.3121e-05-0.001738i,-0.0022616-0.00071773i,-0.0025946+0.0011997i,-0.0010157+0.0027006i,0.00066354+0.0016533i,0.0010844-0.00030003i,0.00081897-0.0013719i,0.00025822-0.0016896i,-0.00029253-0.0013049i,-0.00091738-0.0010316i,-0.00098937-0.00028621i,-0.00085416+0.00038168i,-0.0011616+1.6356e-05i,-0.0012847-0.00048796i,-0.00099961-0.00031i,-0.00038492+0.00032375i,0.00026828+0.00087016i,0.00019118+0.00036593i,-0.00044037-0.00020143i,-0.00045592-0.00012648i
-0.00096435+0.00012233i,-0.00048085-0.00010003i,-0.0020193-0.00015543i,-0.0023527-0.00032653i,-0.0017329-0.00086033i,-0.0013083-0.00084111i,0.00043917-0.00064585i,0.0014146-0.0013575i,0.00038459-0.0016983i,-0.00042381-0.0009783i,-0.00050745+0.00025651i,-0.00082884-5.364e-06i,-0.00038078-0.00096447i,0.00011412-0.0011664i,3.0271e-05-0.00092859i,-6.9833e-05-0.0010132i,-0.00025266-0.0010826i,-2.5306e-05-0.00045179i,-0.00019862-0.00036014i,-0.00017987-0.00049215i,-0.00044393-0.00065085i,-0.0003669-0.00052382i,0.00017903-0.0004617i
-0.00022135+0.00041373i,-0.00085235+0.00058462i,-0.00054443+0.00083044i,-0.00045375+0.0005163i,-0.00084494-0.00024247i,-0.0016107-0.00037303i,-0.0011995-0.0008179i,-5.6127e-05-0.0016313i,-0.0002659-0.0013432i,-0.00094491-0.00089004i,0.00024584-0.00028583i,0.00041235+0.00056774i,-0.00049043+0.00011013i,-0.00045105-0.00052178i,-2.4187e-05+0.00018094i,0.00029363+0.00050372i,0.00041339+0.00075903i,0.00052277+0.00056447i,0.00029965+9.1012e-05i,5.6348e-05+0.00015744i,0.00070503+0.00017997i,0.0014491-0.00038984i,0.0013053-0.00027909i
0.00055631+0.0019998i,0.00097451+0.0013121i,0.00076757+0.0011789i,-0.00092433+0.00059416i,-0.0020342-0.00027297i,-0.0010818-5.8669e-05i,0.00012138+0.00036854i,0.00081661+3.9436e-06i,0.00062349-0.0012866i,0.00014223-0.0017098i,-0.00020876-0.00058265i,-7.1991e-05+0.00019394i,-0.00029328+0.00035479i,-0.00072048+0.00024235i,-0.00043267-0.000161i,-0.00045444-0.00057025i,-0.00032028-8.8784e-05i,-0.00018135+0.00022498i,-0.0003894+0.00046016i,-0.0002582+0.00046145i,9.8219e-05+0.00045139i,-2.027e-05+0.00053814i,-0.00031711+0.00013842i
-0.0015039-0.00062041i,-0.001884+9.9089e-05i,-0.0020379+0.00056379i,-0.0020621+0.00084676i,-0.0015119+0.00021571i,-0.00092116-0.0003846i,-1.1847e-05-0.0006087i,0.0010092-0.0013875i,0.00022551-0.0021343i,-0.0011229-0.0020709i,-0.00049325-0.00099282i,0.00033709-0.00017235i,-0.00015269-0.00048407i,-0.00035962-0.00056507i,-2.5035e-05-0.00035358i,-8.6299e-05-8.7647e-05i,-0.00019219+0.00040531i,-0.00079415+0.00065162i,-0.0012922+0.00041585i,-0.00098018-0.00024019i,-0.00011842-0.00021622i,0.00057003+0.00060926i,0.0001638+3.3874e-05i
-0.00061885+0.00084477i,-0.00047749+0.00073685i,-0.00030491-0.00050377i,0.00073679-0.0013728i,-8.8667e-05-0.0013443i,-0.0017427-0.00091766i,-0.00080584-0.00075126i,0.00074818-0.0011803i,0.0013167-0.0021533i,0.0013028-0.0020931i,0.00045771-0.00085767i,-0.00060769-7.0191e-05i,-0.0011849-5.9407e-05i,-0.0017267-0.00038488i,-0.0011726-0.00046686i,0.00076945-0.00034016i,0.0014734-0.0001625i,0.00033813-0.0002192i,-0.00034942-0.00036609i,-3.935e-05+1.3616e-05i,0.00042822+0.00022467i,0.0002265+0.00016641i,0.00075438-7.7661e-05i
0.0014861-0.00021206i,0.0015548-0.00036179i,0.0014566-0.00046801i,-0.0007394-0.001054i,-0.002965-0.0010607i,-0.0033594+0.00025294i,-0.001748+0.0012273i,-0.00030612-0.00038198i,-0.00019543-0.0024342i,-0.00037261-0.0021069i,-0.00026132-0.00083838i,0.00033949+2.7422e-06i,0.00016077+2.1719e-06i,0.00038882-0.00051972i,0.0010384-0.00022331i,0.0010584-0.0001871i,0.00072423-0.00020733i,0.00062317+2.6089e-05i,0.00030796-0.00058472i,-0.00010477-0.0010104i,0.00054308-0.00029163i,0.0006601+8.3279e-05i,-2.4869e-06+0.00040324i
0.00079823+0.00056166i,-0.00040212+0.00060291i,2.3057e-05+0.00064422i,0.00046655+0.00026113i,-0.00085971-0.00051954i,-0.0018411-0.0011305i,-0.001305-0.00061462i,-0.00052268-0.00034434i,-0.0003647-0.00015962i,-0.00046419-0.00041062i,-0.00093226-0.0003613i,-0.0011238+0.00020551i,-0.00077311+0.00062002i,-0.00095512+0.00064809i,-0.00097463-0.00021339i,-0.00065518-0.00023688i,-0.0012239+0.00030052i,-0.00092563+0.0002658i,-0.00029905+0.00012693i,-1.2926e-05+0.00061787i,0.00021811+0.0012624i,-7.2463e-05+0.00074737i,-0.00035903+0.00011236i
0.00068516+0.00036722i,0.0018099+0.00062363i,0.0012096+0.00058021i,0.00062094+0.00097189i,0.00055198+0.00095538i,0.0002523+0.00016012i,0.0009942-0.00048552i,0.001595-0.00073873i,0.00023413-0.00084671i,-0.0011859-0.0010007i,-0.0008692-0.00015658i,-0.00026373+0.00014369i,0.00012258+2.169e-05i,6.9724e-05+0.00073738i,7.5363e-05+0.00087412i,7.8573e-05+0.0001565i,-0.00014571-0.00039235i,-0.00023148-0.00065258i,-3.8746e-05-0.00060095i,0.0004057-0.00023646i,0.00088861+0.00010571i,0.00047851+0.00080834i,-0.00069594+0.00047465i
-0.0011051-0.00058781i,-0.0014024-0.00011969i,-0.0019954-0.00092831i,-0.0015874-0.0012818i,-0.0021905-0.001194i,-0.0028033-0.00056042i,-0.0014475-0.00029543i,-0.00039604-0.00083809i,-0.00049784-0.001715i,-0.0011236-0.0014566i,-0.0011078-0.0010547i,-0.00013165-0.001572i,-0.00020156-0.0010892i,-0.00039775-6.5561e-05i,-0.00018996+0.00020391i,7.1434e-05+0.00029539i,0.00065301+0.0004362i,0.0016335+0.00023097i,0.0014822+0.00023376i,0.00018045+0.00036729i,-0.00035429+0.00013998i,-0.00053262+0.00023615i,-0.00097206-6.7316e-06i
0.0011377+0.00062582i,0.00097165+0.0010938i,0.00050649+0.00029534i,-0.00058013-0.0016021i,-0.0012758-0.002023i,-0.0016726-0.0010094i,-0.00087136-0.00035484i,0.0007405-0.0015228i,0.00071475-0.0024057i,-0.000564-0.0016536i,-0.00050525-0.00023859i,4.2154e-05+0.00061181i,2.2341e-05+0.00049826i,-7.6552e-05+0.00028445i,4.8693e-05+0.00012273i,0.00016167+3.0197e-05i,0.00057534-0.00022686i,2.1482e-05-9.4791e-06i,-0.00086793-7.7276e-05i,-0.00025014-0.00029856i,0.00030018-0.00030121i,-0.00010352-0.00057144i,-7.0835e-05-0.00072874i
-2.6176e-05-0.0017872i,0.0005076-0.0015726i,0.00057625-0.0020067i,-0.00032981-0.00090322i,-0.0018266+0.00014701i,-0.0011755+0.0003531i,0.0013577+0.00052127i,0.0019098-0.00023033i,0.00015274-0.0015646i,-0.0011551-0.0014455i,-0.0017131-0.00059972i,-0.0015277-0.0006781i,-0.00022889-0.00093618i,0.00012138-0.00063086i,-0.00033654-0.00071216i,-0.00027364-0.00040498i,-0.00037258+0.00036741i,8.7479e-05+0.00015821i,0.0013143-6.5968e-06i,0.0007821+6.2327e-05i,-0.00023034-0.00029424i,0.00055407-0.0004897i,0.00092051-0.00017139i
-0.0002327-0.00071912i,-0.0014237-0.0004616i,-0.0020891+0.00096676i,-0.0024352+0.0015553i,-0.0021475+0.001332i,-0.0013232+0.0011582i,0.00032718+0.00069075i,0.0014206-0.00072217i,0.00089196-0.0025271i,0.00032261-0.00287i,-0.0002834-0.00084714i,-0.0008609+0.00044902i,-0.00096767+0.00012941i,-0.00099737+0.00014187i,-0.0010384+0.00069851i,-0.00051695+0.00011245i,-1.7891e-05-0.00017971i,0.00036175+0.00067015i,0.00069065+0.00051031i,2.1203e-05+2.5084e-06i,3.5884e-06-0.00015586i,7.9157e-05-3.3901e-05i,-0.00067169+0.00049261i
-0.0020504-0.00011282i,-0.00070829-0.00035374i,-0.00059909-0.0011255i,-0.00084325-0.0010443i,-0.0013596-0.0011519i,-0.0015385-0.00067492i,-0.00043551-0.00073958i,0.00085748-0.0010482i,0.00065461-0.0012702i,-0.00087986-0.0016889i,-0.0011461-0.0011161i,8.0556e-05-0.00016693i,0.00096824-4.9502e-05i,0.00031099-0.00038658i,-0.00043869-0.00095039i,-0.00028512-0.00076617i,0.00010045+5.7446e-05i,-0.00028398+0.00080771i,-0.00070361+0.00095562i,-0.00021748+0.00062985i,0.0002422+0.00070231i,0.00010448+0.00054149i,0.00054924+0.00039557i
-0.00063882-0.0007118i,0.0019667-0.00023293i,0.0012838-0.00065222i,-0.0002714+0.00028595i,-0.00044945+0.00057618i,6.1161e-05+0.00045859i,-5.2643e-05+0.00057186i,-9.1647e-05-0.00029396i,-0.00012728-0.0015055i,-0.00069991-0.0011647i,-0.00030624-8.3366e-05i,0.00010407+0.00091671i,-0.00049844+0.001464i,-0.00081408+0.0010124i,-0.00090719+0.00020041i,-0.00059101-2.844e-05i,0.00031724+4.2727e-05i,0.0013006+0.0003581i,0.0011858+0.00097222i,0.00043236+0.0012122i,-0.00015418+0.0010473i,-0.00040061+0.00059639i,-0.0004689+0.00027141i
-0.0011405+0.00016395i,-0.0015525+0.00010822i,-0.0019811+0.00028442i,-0.0023514+0.0006092i,-0.002368+0.00118i,-0.0012608+0.0011994i,-0.00024862-0.00013094i,0.00068738-0.00096319i,0.0013086-0.0010301i,-0.00022498-0.0011795i,-0.001303-0.0018572i,-0.00095763-0.0011802i,-0.00088831-1.0984e-05i,-0.00034012+8.7824e-05i,5.4158e-05+0.00034605i,-0.0003317+0.00095597i,9.184e-05+0.0013019i,-0.00038131+0.0013171i,-0.00092194+0.00085827i,-6.5929e-05+0.00039329i,0.00083642+0.00036933i,0.00030358+0.00082243i,-0.00080388+0.0002751i
-0.00099236-0.00086041i,-0.00055467-0.00087644i,-0.001086-0.0018673i,-0.0013888-0.0019018i,-0.00086457-0.0013538i,-0.00011934-0.00079603i,-5.1816e-05+0.00022204i,-0.00029978-0.00052268i,-0.00075761-0.0016522i,-0.00095087-0.00062293i,-0.00044226-0.00026935i,-7.1028e-05-0.000721i,0.00020032-0.00068866i,0.00076896-0.00033644i,0.0010608-0.00025658i,0.0011328-0.00058949i,0.0012688-0.00027946i,0.00097488+0.00038723i,0.00019995+0.00024851i,0.0001391-0.00040749i,0.00040667-0.0002227i,0.0010208+0.00021131i,0.00080874+0.00010436i
-0.0026375+0.00071463i,-0.0021323+0.0013951i,-0.0032254+0.0021417i,-0.0022891+0.0019705i,-0.00067172+0.0016008i,0.00052578+0.00061399i,0.0013814-0.00093333i,0.00077248-0.0019693i,0.00015175-0.0014892i,0.00035953-0.00043431i,0.00039563+0.00022109i,0.00027105+0.00036893i,-0.00040703+0.0004095i,-0.00044387+0.00065825i,-0.00018869+0.00076754i,-0.0001162+0.00098753i,-4.7104e-05+0.0010136i,-0.00032041+3.8637e-05i,-0.00042805-0.0008036i,-0.00019191-0.00010573i,-0.00011262+0.00071733i,-0.00018818+0.00042512i,0.00048983+0.00043862i
-0.00084725+0.00074898i,-0.0012559+0.0005418i,-0.0021587+0.0010079i,-0.002085+0.0010408i,-0.0018032+0.00052845i,-0.0019749+7.829e-05i,1.2978e-05-0.00053141i,0.0019108-0.00077102i,0.00029665-0.0010087i,-0.0013149-0.0014465i,6.1068e-05-0.00087206i,0.0011895-0.00031342i,0.00076169-0.00020128i,0.0004699+9.5432e-05i,0.00030648-6.7202e-05i,0.00055561-7.3908e-05i,0.0011715+0.00053568i,0.00083341+0.0010101i,0.00027878+0.0011457i,0.00047415+0.00048314i,0.0011992-8.3685e-05i,0.001104+0.00050627i,0.0005729+0.00067174i
-0.0012442-0.00039245i,-0.00064611-0.0013765i,-0.00050311-0.0012586i,-0.0012629-0.00086831i,-0.0017462-0.0011354i,-0.0019501-0.00088249i,-0.0012132-0.001044i,-0.00065387-0.0016563i,-0.00057036-0.0020601i,-0.00058525-0.0022372i,-0.0010252-0.0011447i,-0.00094381+5.5108e-05i,-0.00047392+0.00033254i,-0.00067221+0.00049305i,-0.0010583+0.00030477i,-0.0003164-0.00040408i,0.00048806-0.00030119i,0.00067244+0.00015646i,0.00066461+0.00013732i,0.00022656+0.00071728i,-8.9065e-06+0.00026512i,0.00014647+0.00016216i,-0.00025232+0.0009313i
0.00019976+0.0010442i,0.00072696+0.0014162i,0.0019626+0.0013858i,0.0020618+0.00048504i,0.00076155-0.00039864i,0.00020627+8.8278e-05i,0.00071826+0.00041993i,0.0012719-0.00069568i,0.0012622-0.001423i,0.0002115-0.0013528i,-0.00084009-0.00045663i,-0.0015211+0.00038264i,-0.0014786-1.4232e-05i,-0.00073708-0.00051334i,0.00021595-0.00057829i,0.00019876-0.00018282i,-0.00031379+0.00028284i,-4.505e-05+0.00041113i,0.00048043+0.00014715i,-0.00031781-6.3498e-05i,-0.00091977-0.00025556i,0.00024384-0.00016043i,0.00053096-0.00023651i
-0.00051554-0.0023779i,-0.00061108-0.0028078i,-0.0014536-0.003065i,-0.0019315-0.0031164i,-0.0028322-0.0016447i,-0.0039522-0.00020068i,-0.0022372-0.00010186i,-0.00021542-0.0016486i,-0.00016185-0.0028813i,-0.00079931-0.0017812i,-0.0012363-0.0003881i,-0.00095299+0.00027947i,-0.0005499+0.00035649i,-0.001078+0.0007107i,-0.00095547+0.0010556i,0.00071978+0.00022148i,0.0015331+0.000322i,0.001082+0.00074943i,0.00074929-9.8724e-05i,0.00031649+3.369e-05i,0.00050223+0.00087955i,0.00073465+0.00041251i,6.5765e-05-0.00030848i
0.0011093+0.000931i,0.0014303+0.00017234i,0.00071525-0.00067471i,0.00024279-0.00071727i,-0.00090439-0.0012182i,-0.0017624-0.0013513i,-0.0010396-0.0005068i,-2.4761e-05-0.00021125i,0.00055588-0.00049567i,0.00023604-0.0014496i,-0.00046408-0.0013574i,-0.00054973-0.00060774i,-0.00019963+6.4788e-05i,-0.00050069+0.00013649i,-0.0006071-0.00056129i,-0.00055139-0.0012493i,-0.00026432-0.001089i,8.006e-05-2.5905e-05i,-4.5934e-05+0.00034074i,0.00075685+0.0004891i,0.0007993+0.00063457i,0.00051257+0.0006205i,0.0007473+0.0012574i
-0.0051552-0.00096925i,-0.0037534+0.0010273i,-0.0037239+0.00093408i,-0.0027339+0.0013242i,-0.0012917+0.0013328i,-0.00069611+0.00034229i,-0.00022535-0.00032116i,-2.6309e-05-0.001075i,0.00038047-0.0013995i,0.00089918-0.00086001i,0.00064745+0.00015909i,0.00038568+0.00093594i,7.7082e-05+0.0009782i,-0.0006573+0.00073086i,-0.00055231+0.0005475i,6.4078e-05+0.00051437i,0.00011521+0.00043295i,0.00011102+0.0004904i,-0.00029246-0.00010123i,-0.0008148-0.00065033i,-0.00028957-0.00012437i,0.00022838+0.00061964i,0.00038483+0.0005809i
0.0039765-1.4917e-05i,0.0028048-0.0014017i,0.0021446-0.0019277i,-2.8353e-05-0.0025825i,-0.0027356-0.0030466i,-0.0026755-0.0014224i,-0.0009923-8.3903e-05i,0.0008595-0.00077149i,0.0011245-0.0023404i,-0.00020872-0.0023771i,-0.00076207-0.00091141i,-0.00010543-0.00013263i,-0.00021103-0.00068923i,-0.00010803-0.0013364i,0.00017223-0.0016265i,-0.0001896-0.00087524i,-0.00017305+6.8719e-05i,0.00014195+0.00048378i,-0.00019641+0.00053353i,-6.5938e-05-5.6787e-05i,0.0001408+0.00024999i,-0.00013846+0.00092026i,-5.0434e-05+0.00063197i
0.00061886+0.0018804i,-0.00041627+0.0014195i,-0.0014138+0.00070789i,-0.0013536-0.00027275i,-0.00093355-0.00070562i,-0.00050517-0.00097948i,-0.0001872-0.0009057i,0.00023614-0.00030405i,0.00030635-0.00066596i,0.0001137-0.0010277i,-0.00077752-3.5379e-06i,-0.0014672+0.00061065i,-0.0013091+0.00034752i,-0.0013252+0.00071975i,-0.00074904+0.00017797i,0.00042839-0.00024421i,0.00059066+6.5212e-05i,0.00037315+0.00016967i,-0.00050181-0.00057723i,-0.00087961-0.0011858i,-0.00050369-0.00036427i,-0.00031483+4.5814e-05i,-0.00046522+0.00076785i
0.0011256-0.0010023i,0.00069563+0.000175i,0.00073022-0.00015593i,0.0003548-0.00037079i,-0.0011301-0.00096708i,-0.0020503-0.00032999i,-0.00077463+0.00049036i,0.00077742-0.00014079i,0.00042241-0.00094113i,-0.00064592-0.0011417i,-0.00034296-0.00091878i,0.00026258-0.00053037i,0.00052754+0.00014018i,-5.9287e-05+0.00020449i,-0.00037705-0.00036953i,-0.00020062-0.00019065i,0.00020486-6.99e-05i,0.00088401-0.0004345i,0.00072304-0.0002945i,2.2776e-05+0.00020953i,-0.00030067-5.2514e-05i,-0.00037111-0.00033919i,-0.00019612-0.00015032i
0.0030359-0.0012407i,0.002544-0.0014922i,0.0023918-0.0023204i,0.0010549-0.0030799i,-0.0019701-0.0034838i,-0.0027416-0.0025836i,-0.0014371-0.00013736i,0.00010526-7.3856e-05i,0.00098117-0.0025108i,0.00092546-0.0032632i,0.00061748-0.0020397i,0.00011999-0.0014235i,-0.00040514-0.00088077i,-0.00024907-0.00022724i,0.00017557-0.00065843i,-0.00042427-0.00084437i,-0.00029075-0.00052656i,-3.927e-05-0.00085565i,-0.00022136-0.0010524i,0.00033965-0.00035161i,0.00084697+0.00064047i,-6.6312e-05+0.00087806i,-0.00016985+7.3431e-05i
-0.00018071+0.0017501i,-0.00028731+0.0018173i,-0.00055631+0.0018738i,-0.00046905+0.00035327i,-0.00043142-0.00078874i,-0.0006514-0.0010304i,-0.00029907-0.00085827i,0.00088568-0.00054709i,0.0010286-0.00057844i,0.0011948-0.00042647i,0.0011419-0.00022793i,0.00087012-5.4115e-05i,0.00052777+0.00069192i,9.0397e-05+0.00048141i,-0.00014302-8.5695e-05i,-0.00011466-4.0552e-05i,0.0001846-1.9229e-06i,-3.5936e-05-3.6775e-05i,0.00012018-4.6425e-05i,0.00061455+5.1493e-05i,0.0011078+0.00047665i,0.00040895+0.00017429i,-0.00067641-0.00043814i
0.00051487+0.0023021i,0.00036276+0.0016707i,0.00068728+0.0017508i,0.00071912+0.0011714i,-0.00085588+0.00027096i,-0.0028252-0.00045716i,-0.0022541-0.001187i,-0.00029856-0.0015115i,0.00039845-0.0019357i,-0.0001141-0.0015606i,-0.0001455-0.00096805i,-0.00019792-0.00035705i,-0.00070487+0.00050777i,-0.00044897-6.1429e-05i,4.367e-05-0.00086743i,-0.00032518-0.00097783i,-0.00020663-0.00059086i,-0.0004081+0.00027356i,-0.00083089+0.0003897i,-0.00088264-0.00023858i,-0.00047273-0.00049973i,2.8474e-05-0.00097056i,-0.00040253-0.0010511i
0.0015461-0.0021827i,0.00026499-0.0019669i,-0.0005768-0.0022419i,-0.0010436-0.0028838i,-0.0019356-0.0023787i,-0.0023557-0.00077832i,-0.0014472+0.00047665i,0.00039013+0.00031626i,0.0011099-0.0006059i,0.00030219-0.0013671i,-0.00068236-0.00070767i,-0.0003599+0.00048681i,0.00015962+0.00043893i,0.00029535+0.00023806i,0.00042331+0.00026568i,0.00024933+0.0001592i,0.00026159-0.00047033i,8.9878e-05-0.00037271i,0.00025122+0.00056633i,0.00068856+0.00062905i,0.00061292+0.0001573i,0.00026614+5.5352e-05i,-0.00036718+0.00076654i
0.00022743+0.00049335i,0.00078056-5.6364e-05i,0.0011698-0.00022998i,0.00093462-0.00082141i,0.00040179-0.0021637i,-5.6993e-05-0.0021113i,0.00030633-0.00063544i,0.00087461+0.00033065i,0.00075104-0.00046969i,0.00072216-0.0012406i,0.00070558-0.00030059i,0.0003027+0.0004932i,0.00031278+0.00056462i,0.00039841+0.0010119i,2.3494e-05+0.00085299i,-0.00019639-0.00020234i,-0.00058234-0.00076859i,-0.00012175-0.0011436i,0.00017833-0.00069196i,0.00051279-0.00046434i,0.00059958-0.00054174i,-0.00014477-0.00025909i,-0.00030355+0.00011748i
-0.00089314+0.00066195i,-0.00049382+0.00034276i,-9.5544e-05+0.0007321i,-0.00051309+0.00045295i,-0.00094095-0.00069639i,-0.0010802-0.0010725i,0.00019321-0.00047839i,0.001644-0.00063181i,0.0013022-0.00099838i,0.00019803-0.00033312i,-0.00011134+0.00043111i,-0.00019892+0.00094984i,-4.9314e-05+0.00035287i,-0.00053573-2.9647e-05i,-0.00027153-0.00018297i,0.00054149-0.00037968i,0.00030534+0.00057247i,6.8042e-05+0.00067707i,0.00023117-7.5024e-05i,0.00046483-0.00012649i,0.00053045+6.6038e-05i,0.00051338+0.00060197i,0.0011229+0.00057278i
0.0015921-0.00053708i,0.0016758-0.00035283i,0.0012239-0.0010521i,0.000409-0.0017362i,-0.00082133-0.0014612i,-0.0014608-0.001675i,-0.00080039-0.00097804i,-0.00021838-0.00058965i,-0.00021262-0.001484i,2.5445e-05-0.0017168i,0.00012634-0.0012296i,-1.2579e-05-0.00048283i,-6.3808e-05-0.00031988i,-0.00039915-0.00051064i,-0.00039237-0.001379i,0.00074525-0.0016226i,0.00070081-0.0012296i,0.00043127-0.00070563i,0.00041056-0.00061274i,0.00011251-0.00068872i,0.00020956-0.0004922i,0.00055025-0.00062849i,-0.00014541-0.00059008i
0.00021915+0.0007865i,-0.00015096-0.0004525i,0.0010562-0.000677i,0.0012282-0.00036114i,-4.049e-05-0.00059156i,-0.00055088-0.00076482i,-0.00025599-0.0011189i,0.00035178-0.0016497i,0.00048939-0.0015835i,0.0004252-0.001312i,0.00078858-0.00043818i,0.00070032+0.00028671i,0.00066529+0.00059646i,0.00041561+0.0013189i,-5.0299e-06+0.001445i,0.00029323+0.00068552i,0.00033601+0.00049229i,-0.00042903+0.00047299i,-0.00041658-0.00048246i,0.00033959-0.00017678i,-0.00032939+0.00045681i,-0.00096018+6.2665e-05i,-0.00042011+0.00031241i
-0.00057168-0.001578i,-0.00089124-0.0013874i,-0.0013481-0.0016076i,-0.0015076-0.0013038i,-0.0022966-0.00031909i,-0.0023573+0.00033217i,-0.000254-0.0001342i,0.0010004-0.0010406i,0.0013049-0.0010444i,0.0006034-0.00074001i,-0.00024539-0.00027628i,-0.00030509-4.5175e-05i,-0.00025904-0.00018717i,-0.00034081-7.4012e-05i,-0.00033075+0.00026766i,-0.00052847+0.00028306i,-0.00056921-0.00037238i,-0.00042131-0.00065158i,0.00039632-0.00054245i,0.00089792-0.00013074i,2.9194e-05+0.00020369i,-0.0005452-0.00010061i,0.00020023-0.00013469i
-0.0014996-0.0020175i,-0.0010175-0.0018348i,-0.0010413-0.0017239i,-0.0015306-0.0014518i,-0.0018544-0.00037836i,-0.0010787+0.00078763i,-0.00040556+0.00062142i,-0.00041849-0.0006034i,4.7828e-05-0.0013837i,-0.00020781-0.0011806i,-0.0010828+7.7369e-06i,-0.0010591+0.00097759i,-0.00042689+0.0015092i,-0.00077464+0.00095194i,-0.0010337+0.0001473i,-0.00020327-3.187e-05i,-6.7474e-05+0.00021932i,0.00022729+0.00070061i,0.00051715+0.00084174i,0.00080515+0.00030815i,0.0010547-0.00014245i,0.00057775-0.0003543i,2.127e-05-8.852e-05i
-0.0001092+0.00044413i,0.00037677-0.00045671i,0.00072843-0.00058136i,0.00025803-0.00012092i,-0.00048351-0.00048761i,-0.0015993-0.0011855i,-0.0013402-0.0011189i,-0.00030984-0.0014388i,-0.00011696-0.0022255i,-0.00015851-0.001372i,-0.00090243+0.00024238i,-0.001456+0.00088905i,-0.0011093+0.00067835i,-0.00020674-0.00027885i,0.00018288-0.00041034i,-0.00029315+0.00088329i,-6.1763e-05+0.0013934i,-3.8468e-05+0.00084384i,-0.00014047+3.8618e-05i,-0.00028099-0.00076728i,2.4373e-05-0.0005503i,0.00061936+0.000472i,-0.00054269+0.00049808i
-0.001172+9.0202e-05i,-0.001401-0.00054807i,-0.0021495+8.3764e-05i,-0.0029669-0.00013529i,-0.002959-0.00010093i,-0.0020085-0.00039263i,-0.00035272-0.00080795i,0.00082934-0.00062398i,0.00046073-0.0012818i,0.00017778-0.0019195i,0.00043863-0.0010337i,0.00037732-0.00091015i,0.00029612-0.00095586i,-6.6259e-05-0.00033437i,-0.00014062+0.00018244i,-0.00023244+0.00076457i,1.5467e-05+0.00032633i,0.00093091-0.0004794i,0.00046981-0.0001923i,-0.0004093-9.9045e-05i,-0.00064904-0.00059974i,-0.00068739-0.00052396i,-1.7978e-05+0.00015098i
0.0022014+9.0045e-05i,0.0026337-0.0005084i,0.0020719+0.00011333i,0.00038952+0.00032358i,-0.00075746-0.00040329i,-0.0010226-0.00058656i,-0.00029943-0.00038634i,0.00075886-0.00062986i,0.0014359-0.0011125i,0.0010783-0.0014038i,0.00094293-0.000878i,0.00056055-0.00069446i,0.00012279-0.0012917i,-0.00025606-0.0014797i,-0.00021994-0.0010876i,0.00011671-0.00039592i,1.5405e-06+0.00059232i,7.8081e-05+0.00059072i,0.00063164-3.9738e-05i,0.00064705-9.1904e-05i,0.00037061-0.00048861i,0.00056997-0.00054574i,0.00034625-0.0002012i
-0.00043715+0.00095251i,-0.0012442+0.0015573i,-0.00060141+0.0014993i,-0.00081262+0.00035245i,-0.0016443-0.00056985i,-0.00090891-0.00052696i,0.00097115-0.00012276i,0.0020248-0.001072i,0.0011244-0.001494i,0.00045619-5.1273e-05i,0.00015544+0.00042748i,-0.00051027+0.00056453i,-0.0012698+0.00058102i,-0.00074834-0.00022355i,0.00081316-0.0001405i,0.0010834-7.4528e-05i,0.00046704-0.00024451i,8.1766e-05-0.00020715i,-0.00043997+0.00010163i,-0.00075418+0.00034673i,-7.0394e-05-0.00016607i,0.00030898-0.00023561i,-0.00032555+0.00019124i
0.00029121-0.00072652i,0.00072742-0.00072386i,0.00012323-0.0020829i,-0.0006275-0.0016425i,-0.0015112-0.00031219i,-0.0017958+0.00034059i,-0.00054557+0.00010145i,0.00061647-0.00088217i,0.00037462-0.0016759i,-0.00066877-0.0014181i,-0.0007271-0.00069529i,0.00012075-0.00097792i,-0.00013132-0.0015477i,-0.0011315-0.00087589i,-0.00089696-0.00080319i,0.00014335-0.00085862i,0.00065259-0.0008979i,0.00030101-0.0012157i,5.7968e-06-0.00044628i,0.00012288-7.2436e-05i,0.00028844-0.00054707i,0.00029816-0.00070106i,0.0008766+5.6667e-05i
0.0015214+0.00023412i,0.0014405+0.00079442i,0.0017127-0.00027067i,0.00047668-0.0012994i,-0.0012754-0.0011833i,-0.0022877-0.0010426i,-0.0011094-0.00040121i,0.00022464-0.0006723i,0.00071005-0.0010007i,-0.00048366-2.8717e-05i,-0.0015119+0.00046022i,-0.0010086+0.00057514i,-0.00079229+0.00042147i,-0.00071682-1.2491e-05i,-0.00059497-3.6022e-05i,-0.0002737-0.00051836i,2.5888e-05-0.001099i,9.1847e-05-0.00045859i,-6.5817e-05+6.5993e-05i,-0.00012643-2.8463e-05i,-0.00020316-0.00048173i,0.00026274+0.0001902i,0.00052101+0.0016194i
