-0.0016773+0.0013466i,-0.0011186+0.0013747i,-0.0020949+0.00079411i,-0.0021019+0.00097023i,-0.0017445+0.0008416i,-0.0019371+0.00048791i,-0.0013368+0.0012824i,-8.5076e-05+0.0018657i,0.00017521+0.00090042i,1.8244e-05+8.5637e-06i,0.00027195-5.9506e-05i,0.00059892-0.00018535i,0.00022707-0.00011732i,-0.00098945+0.00015694i,-0.0013795+0.00022729i,-0.00059013-0.0002562i,0.00015886+0.00022886i,0.0001592+0.0007471i,-0.00026951+6.7631e-05i,-0.00013746+0.00069593i,0.00039944+0.0011909i,0.00056277+6.448e-05i,-0.00034567-0.00037464i
0.0081159+0.062207i,-0.091823+0.04098i,-0.20017-0.027923i,-0.22288-0.073635i,-0.16764-0.082178i,-0.098313-0.066865i,-0.051492-0.034148i,-0.02491-0.010767i,-0.014204-0.0025375i,-0.015073-0.00308i,-0.015811-0.008662i,-0.0092952-0.013833i,-0.00019445-0.015917i,0.0026896-0.013362i,-0.0034352-0.0076717i,-0.0097397-0.0040417i,-0.0068018-0.0024908i,-0.0013288-0.00088105i,-0.0012387+0.0054981i,-0.0024643+0.019849i,0.00033874+0.032687i,0.0063571+0.030909i,0.0074264+0.018444i
-0.024119+0.011458i,0.076434+0.026458i,0.18014+0.046915i,0.19515+0.057581i,0.14298+0.057511i,0.078938+0.047063i,0.03752+0.028825i,0.02196+0.016157i,0.019327+0.0092755i,0.022402+0.0058408i,0.024803+0.0060167i,0.017835+0.0098853i,0.0077435+0.015076i,0.0053945+0.016159i,0.012929+0.01037i,0.018561+0.0044198i,0.013717+0.003318i,0.0070146+0.0042003i,0.0061961+0.00081552i,0.0071627-0.012254i,0.0050707-0.026853i,-0.00064608-0.027435i,-0.0034857-0.017366i
-0.01768-0.049056i,-0.1189-0.053048i,-0.19564-0.049646i,-0.1888-0.051396i,-0.1364-0.058205i,-0.078968-0.052267i,-0.040995-0.03431i,-0.023528-0.017065i,-0.012477-0.0012093i,-0.0071136+0.0079316i,-0.0073486+0.0063106i,-0.0047613-0.0016344i,0.00071045-0.0096626i,0.0011119-0.011103i,-0.0070393-0.0056566i,-0.01491-0.00026819i,-0.014231+0.00063371i,-0.0084989+0.00045629i,-0.0061388+0.0024123i,-0.0080262+0.010361i,-0.0085601+0.021911i,-0.0048138+0.02333i,-0.00036662+0.014423i
0.065259+0.022384i,0.14716+0.005949i,0.19631+0.0044099i,0.17951+0.015198i,0.12317+0.032215i,0.06633+0.043172i,0.036903+0.03799i,0.025445+0.019969i,0.012528-0.0013032i,0.0020381-0.013129i,-0.00061003-0.01199i,-0.00092704-0.0025754i,-0.0031778+0.0037045i,-0.002944+0.0021763i,0.0041743-0.0043101i,0.010669-0.009931i,0.0098022-0.010359i,0.0068632-0.0081179i,0.0073578-0.0090078i,0.010479-0.015887i,0.013405-0.024703i,0.010193-0.024668i,0.0028816-0.014038i
-0.058289+0.014814i,-0.11312+0.036896i,-0.15825+0.025086i,-0.16181+0.00040565i,-0.12528-0.021581i,-0.078182-0.028116i,-0.044799-0.014638i,-0.022979-0.0023378i,-0.0088037+0.0012347i,-0.0037604+0.0027047i,-0.005735+0.0025092i,-0.0064818-0.0006619i,-0.0024558-0.0036372i,-0.00092788-0.0010117i,-0.0044699+0.007809i,-0.0064073+0.015244i,-0.0033057+0.016431i,0.00041739+0.013962i,-0.00015812+0.012439i,-0.0064617+0.016163i,-0.012724+0.02269i,-0.01099+0.021327i,-0.0060444+0.0096175i
0.0043423-0.012746i,0.043656-0.028186i,0.09121-0.028281i,0.10499-0.016681i,0.087972-0.00074437i,0.060144+0.011932i,0.037717+0.013877i,0.024529+0.013729i,0.015338+0.013238i,0.011106+0.011203i,0.012446+0.0074407i,0.010818+0.0054382i,0.0029654+0.0089927i,-0.0013309+0.0098032i,0.0025386+0.0011579i,0.0060677-0.007782i,0.0032676-0.0095464i,-0.0022729-0.0071722i,-0.0029078-0.0052614i,0.0040457-0.006455i,0.013411-0.011313i,0.014411-0.013569i,0.0079163-0.0065494i
0.0046665-0.033485i,-0.036353-0.027684i,-0.071705-0.0070856i,-0.074638+0.0035287i,-0.063008-0.0056253i,-0.042709-0.016958i,-0.024112-0.017619i,-0.014302-0.01199i,-0.0072494-0.0026385i,-0.002375+0.0042569i,-0.00083368+0.006101i,0.0019189+0.0021535i,0.0067634-0.0051859i,0.007979-0.0073789i,0.0040038-0.0011294i,0.00077285+0.0051807i,0.0019438+0.0057353i,0.0054646+0.0046769i,0.0055953+0.002627i,-0.002574+0.0015483i,-0.013895+0.0051135i,-0.015813+0.0083771i,-0.0091587+0.0049114i
0.052363+0.062321i,0.087971+0.052035i,0.09553+0.022784i,0.074376-0.0004834i,0.050014-0.00085412i,0.028429+0.0080351i,0.018234+0.012427i,0.017217+0.0069953i,0.011761-0.005118i,0.0047138-0.014481i,0.0011662-0.015491i,-0.0014334-0.0073372i,-0.0026378+0.0021788i,-0.0025687+0.0029252i,-0.0011182-0.0041614i,0.00023537-0.0090731i,-0.0016211-0.0087889i,-0.0038016-0.007071i,-0.00065007-0.0038695i,0.010174-0.0016612i,0.022881-0.0045112i,0.024416-0.006825i,0.015253-0.0043517i
-0.10182-0.024949i,-0.11868-0.011025i,-0.10123-0.0040306i,-0.074582-0.0040174i,-0.056438-0.0090218i,-0.043275-0.010422i,-0.031857-0.0036842i,-0.019623+0.0019707i,-0.0084853+0.0015639i,-0.0031096+0.00061305i,-0.0011885+0.00077204i,-0.0014931-0.0031047i,-0.0036604-0.0075364i,-0.0052697-0.0047961i,-0.0048205+0.0039757i,-0.003175+0.010649i,0.00061786+0.012264i,0.0041884+0.010329i,0.0012647+0.0049958i,-0.011739+0.001427i,-0.026159+0.0024983i,-0.026438+0.0038237i,-0.016112+0.00035425i
0.082447-0.045338i,0.089182-0.057438i,0.069567-0.044079i,0.045364-0.027406i,0.032394-0.016236i,0.025204-0.002658i,0.019817+0.0061461i,0.014215+0.010419i,0.0078028+0.014086i,0.0028969+0.013345i,-0.00014233+0.009613i,-0.00068175+0.0080171i,0.00015524+0.0092242i,-1.3848e-05+0.0088607i,0.00080278+0.0028268i,0.0011915-0.0039656i,-0.0013113-0.0064126i,-0.0050405-0.0054165i,-0.003103-0.00027569i,0.010749+0.0044672i,0.025386+0.0022398i,0.024779-0.0024225i,0.014048-0.00097666i
-0.015222+0.062864i,-0.024889+0.058081i,-0.023383+0.032147i,-0.015998+0.011699i,-0.015928+0.0048239i,-0.013561+0.00082742i,-0.008426-0.0011666i,-0.0061331-0.0016485i,-0.0061654-0.00061529i,-0.0034657+0.0006562i,0.00018052+0.0018061i,0.0010112+0.0013048i,0.002239-0.00053853i,0.0037428-0.00094776i,0.0044227+0.0011079i,0.0040815+0.0038507i,0.0046709+0.0048983i,0.0082413+0.003865i,0.0063198-0.0018016i,-0.009577-0.0078058i,-0.026245-0.0057172i,-0.024833-0.00040332i,-0.014589-9.4621e-05i
-0.0051801-0.019878i,0.0037325-0.012455i,0.0046193-0.0015457i,-0.0037231-0.00035434i,-0.0066338-0.0034143i,-0.0048913-0.001077i,0.0012966+0.0046555i,0.010949+0.0036093i,0.015686-0.0066172i,0.012203-0.012548i,0.0054778-0.0098465i,0.0015118-0.0041249i,0.0013353-0.0014246i,0.0016676-0.0016123i,0.00069404-0.0023924i,-3.601e-05-0.0041003i,-0.0022413-0.0062984i,-0.0053629-0.0050068i,-0.00059194+0.0020592i,0.015566+0.0094559i,0.031034+0.0096219i,0.029623+0.0050906i,0.017951+0.0042746i
-0.02636-0.017042i,-0.033656-0.02066i,-0.027284-0.024528i,-0.012871-0.021194i,-0.0064789-0.016826i,-0.0096264-0.012288i,-0.011715-0.005095i,-0.0095177+0.0031794i,-0.0051895+0.0071086i,-0.0013546+0.0059395i,0.0013569+0.0033959i,0.0021622-0.00030482i,-0.00086286-0.0039078i,-0.0031679-0.0039233i,-0.0021502-8.9567e-05i,-6.85e-05+0.0039937i,0.0031551+0.0061398i,0.0065187+0.0048434i,0.00088762+3.9869e-06i,-0.016462-0.005699i,-0.032202-0.0088991i,-0.030356-0.0075915i,-0.017105-0.006398i
0.049095-0.022938i,0.053887-0.019879i,0.036611-0.003057i,0.014157+0.0071043i,0.0026659+0.0074399i,0.0029849+0.0084257i,0.0069511+0.0075735i,0.0047447+0.0024068i,-0.0026516-0.0003448i,-0.0070142+0.00090034i,-0.006669+0.0023437i,-0.0044106+0.0035019i,-0.0010828+0.0046717i,0.00061462+0.0049393i,-0.0012766+0.0041734i,-0.002502+0.0017042i,-0.0032924-0.0019637i,-0.0048267-0.0028108i,6.4694e-06+0.00059036i,0.014363+0.0050829i,0.028818+0.0071833i,0.027877+0.005057i,0.015423+0.0022773i
-0.02844+0.0682i,-0.03518+0.063801i,-0.024218+0.027258i,-0.0084769-0.0060067i,-0.0026176-0.011179i,-0.0022407-0.0046627i,-0.00039137-0.00023403i,0.0053438+0.0012773i,0.0079995+0.0026407i,0.0084563+0.0044771i,0.010188+0.0024449i,0.0080783-7.8719e-05i,0.0027577+0.00089989i,0.00047529+0.0013374i,0.00091258-0.00020342i,0.00017123-0.0012709i,0.00070414+0.00012764i,0.0030325+0.0015888i,0.00039183-0.0013357i,-0.011949-0.0065453i,-0.025486-0.0096713i,-0.025446-0.0084773i,-0.015492-0.0051686i
-0.023052-0.056164i,-0.014274-0.053886i,-0.0066736-0.026055i,-0.0084755-0.0046901i,-0.0098714-0.0035911i,-0.010234-0.0053068i,-0.0079141+0.0014339i,-0.0025508+0.0065391i,0.0015988+0.0012004i,-0.00020255-0.0063172i,-0.005875-0.0056294i,-0.0057379-0.0018184i,0.00018543-0.0017483i,0.0033659-0.0014062i,0.0040068+0.0021472i,0.0054692+0.0031346i,0.0037451-0.00081927i,-0.00023986-0.002621i,0.0027643+0.0016541i,0.015433+0.0074144i,0.026373+0.010818i,0.023539+0.010829i,0.01278+0.0076679i
0.047376+0.010803i,0.043755+0.0042926i,0.021854-0.010142i,0.0073976-0.017138i,0.0055259-0.017875i,0.0030887-0.013928i,-0.0019429-0.0086805i,-0.0026955-0.0044606i,0.0011871+0.00011049i,0.007237+3.8393e-05i,0.010764-0.0043404i,0.0078407-0.0045322i,0.0031755+0.00020546i,0.00041175+0.0026614i,-0.0017365+0.0024714i,-0.0030986+0.0043442i,-0.0008067+0.0081184i,0.0023024+0.007667i,-0.0016981+0.0011366i,-0.013841-0.0066951i,-0.024365-0.011779i,-0.021991-0.011979i,-0.012507-0.0087724i
-0.022827+0.0097037i,-0.022344+0.017141i,-0.0075604+0.021328i,-0.00121+0.01908i,-0.0075614+0.015591i,-0.0059318+0.015308i,0.0039122+0.014469i,0.0063186+0.0088178i,-0.0033147+0.0032684i,-0.013252+0.0055206i,-0.0134+0.011926i,-0.0081639+0.011599i,-0.0050102+0.0050792i,-0.0031776+0.0018099i,-1.2788e-05+0.0010694i,0.00072697-0.0026818i,-0.0026187-0.0064311i,-0.0046681-0.0057333i,-0.00015295-0.0010421i,0.011297+0.0070931i,0.022009+0.013773i,0.020808+0.012853i,0.010676+0.0075342i
-0.0028552-0.0011454i,-0.010144-0.0054113i,-0.01218-0.014017i,-0.0087599-0.024912i,-0.0058596-0.022617i,-0.007022-0.0114i,-0.0063365-0.00075068i,0.00027976+0.0054004i,0.0079682+0.0041412i,0.01245-0.0019262i,0.012165-0.0080214i,0.0076695-0.0087409i,0.0034161-0.0051735i,0.0014575-0.0034671i,-6.4243e-05-0.0050358i,0.0013638-0.005508i,0.0046846-0.0025935i,0.0061123+0.0012449i,0.0044716+0.0012921i,-0.003778-0.0061854i,-0.014547-0.013627i,-0.015299-0.01257i,-0.0070918-0.0084177i
-0.0040661-0.0092047i,0.0099551-0.015241i,0.013225-0.011384i,0.0073055-0.0026711i,0.0050938-0.0024401i,0.0017907-0.0078762i,-0.0019833-0.0065582i,-0.0041088+4.2126e-05i,-0.0026053+0.0029471i,-0.0011828+0.0034565i,-0.0015686+0.0045601i,-0.00012596+0.0049823i,0.0027067+0.0045055i,0.0045677+0.0044404i,0.0047449+0.0057755i,0.0027324+0.0056284i,-0.000277+0.0021058i,-0.0024218-0.0016607i,-0.0011149-0.00035019i,0.0057371+0.0082383i,0.014399+0.01675i,0.014778+0.017062i,0.0067952+0.012012i
0.02812+0.0028742i,0.02421+0.0068602i,0.0081075+0.00088623i,-0.0029844-0.0044088i,-0.003635-0.006117i,0.00014547-0.0012049i,0.004498+0.0011071i,0.0084526-0.0030906i,0.0088628-0.0068037i,0.0080958-0.009383i,0.0066269-0.011667i,0.0018727-0.0096623i,-0.0023503-0.0033212i,-0.0056981+0.0014606i,-0.0081016+0.0023537i,-0.0072359+0.0027215i,-0.0035683+0.0051321i,-9.4313e-05+0.005881i,-3.2655e-05+0.0013571i,-0.0062127-0.008163i,-0.013139-0.018211i,-0.013681-0.020592i,-0.0084051-0.014742i
-0.029857+0.012567i,-0.03959+0.012204i,-0.022176+0.011118i,-0.0051866+0.006637i,-0.0084711+0.0060762i,-0.012447+0.010352i,-0.0066541+0.01503i,-0.00095296+0.015725i,-0.0055038+0.01286i,-0.013742+0.014667i,-0.012802+0.019126i,-0.0062201+0.01509i,-0.0022278+0.0045671i,0.00057481-0.0005883i,0.0054279-0.00077683i,0.0073835-0.0013173i,0.0031792-0.0036779i,-0.00096822-0.0056988i,-0.0007285-0.0013962i,0.0049875+0.0098668i,0.013843+0.019244i,0.016514+0.018663i,0.0095584+0.01141i
0.0048911-0.034049i,0.0085437-0.03575i,0.001709-0.026818i,-0.0045617-0.023017i,-0.0060528-0.020071i,-0.0063487-0.015751i,-0.0061597-0.010155i,-0.0042622-0.0060015i,0.00098009-0.0064364i,0.0062318-0.010989i,0.0065441-0.015036i,0.003284-0.012566i,0.0025692-0.0053514i,0.0027576-0.00091212i,0.0008454-0.00056738i,0.0010785-0.00015766i,0.0035321+0.0015498i,0.0056419+0.0034799i,0.0055294+0.00036991i,-0.0012998-0.010358i,-0.010279-0.018879i,-0.011514-0.016707i,-0.006253-0.0097477i
0.011133+0.033588i,0.023343+0.032318i,0.019162+0.01603i,0.010113+0.0073998i,0.011972+0.0040957i,0.013399-0.0018639i,0.011264-0.0053558i,0.0091374-0.0020234i,0.0088247+0.0060693i,0.010136+0.014662i,0.011632+0.017749i,0.011235+0.013294i,0.0072415+0.0064996i,0.0049469+0.0041241i,0.0060258+0.0038765i,0.0050094+0.0023555i,0.0015612-0.00080342i,-0.0018704-0.002223i,-0.0030601+0.0030473i,0.0026992+0.014008i,0.010619+0.021138i,0.010101+0.018086i,0.0041887+0.011126i
-0.015878-0.0074431i,-0.02117-0.0063728i,-0.016861-0.0017068i,-0.012639+0.0020183i,-0.013401+0.0021765i,-0.011703+0.0078882i,-0.0058442+0.012193i,-0.0012478+0.0090007i,-0.00084985+5.7033e-05i,-0.004575-0.011828i,-0.010321-0.017411i,-0.013265-0.013108i,-0.010999-0.0061101i,-0.0094362-0.0017815i,-0.009751-0.00023726i,-0.0076681+0.00040525i,-0.0027084+0.0015275i,0.0020227+0.0027958i,0.0021725-0.0021556i,-0.0040604-0.013366i,-0.010162-0.020152i,-0.008822-0.018302i,-0.0035878-0.013522i
0.0081903-0.013355i,-0.0022957-0.015184i,-0.0036683-0.0095852i,-0.00049851-0.010532i,-0.0077887-0.011812i,-0.015449-0.0087301i,-0.015584-0.0022371i,-0.0096944+0.0015681i,-0.0040375+0.0017612i,0.00062771+0.0054001i,0.0068567+0.0095426i,0.0099841+0.0068886i,0.0079988+0.0008895i,0.0074038-0.002905i,0.0083667-0.0037051i,0.0058172-0.0021176i,0.0011298-6.0142e-05i,-0.0014828-7.8125e-05i,0.00041518+0.0023001i,0.0063259+0.011094i,0.012007+0.018247i,0.012133+0.01608i,0.007543+0.010732i
0.0091276+0.0017169i,0.016346-0.0013638i,0.013305-0.0059887i,0.008117-0.0108i,0.0090421-0.011199i,0.010881-0.010182i,0.010295-0.007315i,0.0092319-0.0035197i,0.0057688-0.002058i,-0.00057496-0.0035408i,-0.0067268-0.0048214i,-0.0080886-0.0025382i,-0.0044753+0.0028492i,-0.001998+0.0066389i,-0.0017637+0.0061456i,-0.0014686+0.0026509i,-0.00053937+1.2315e-05i,0.0010181+0.00024327i,0.0014135-0.00074557i,-0.0024057-0.0077077i,-0.0075321-0.0143i,-0.009133-0.012205i,-0.007303-0.0067354i
-0.011241+0.029141i,-0.0010142+0.032264i,0.0016342+0.017389i,-0.0029639+0.007558i,0.00018547+0.0079898i,0.0045995+0.0109i,0.0060059+0.010739i,0.0057878+0.0096178i,0.0056319+0.01043i,0.0085817+0.012569i,0.013149+0.011872i,0.014104+0.0064108i,0.0090835+0.00049884i,0.0051086-0.0013438i,0.0044444-0.00081227i,0.00467+0.0013488i,0.0041066+0.0018719i,0.0025266+0.00013521i,0.0012874+0.0016578i,0.0037689+0.0077026i,0.0070385+0.012082i,0.0055402+0.0089011i,0.0023003+0.0034284i
-0.017768-0.028944i,-0.024506-0.030936i,-0.017814-0.017683i,-0.012752-0.0079316i,-0.01762-0.0085233i,-0.021445-0.0031216i,-0.015783+0.0027161i,-0.0073257+0.0015187i,-0.0027078-0.0040466i,-0.0042288-0.010888i,-0.0096734-0.012566i,-0.011333-0.0071811i,-0.0076799-0.0010577i,-0.0057964+0.0018169i,-0.0061026+0.0020142i,-0.0058138+0.0014132i,-0.0051645+0.0027774i,-0.0029382+0.004959i,-0.0015591+0.0017137i,-0.003234-0.0070756i,-0.0040432-0.011071i,-0.0014372-0.0066596i,0.0015923-0.0034969i
0.041736-0.014532i,0.03159-0.017893i,0.015265-0.012658i,0.0080873-0.01362i,0.0019265-0.018175i,-0.0023109-0.018698i,-0.002836-0.011652i,0.00028243-0.0039704i,0.0043732-0.00097579i,0.0082997+0.0014851i,0.012579+0.0022616i,0.011762-0.0005442i,0.0072897-0.0024296i,0.005075-0.0031566i,0.0040587-0.0046362i,0.0028874-0.0056577i,0.0023379-0.0047218i,0.0024228-0.0040012i,0.0029605-0.0012827i,0.0042653+0.0054304i,0.0040342+0.010236i,0.0012188+0.0088767i,-0.0017107+0.0052677i
-0.012988+0.036412i,-0.0082757+0.036324i,-0.0030039+0.018282i,0.0015561+0.0050559i,0.0082798+0.0072413i,0.011949+0.0095695i,0.01074+0.0087773i,0.0079585+0.0075523i,0.0023056+0.005074i,-0.0068883+0.0028061i,-0.013619+0.0030209i,-0.011808+0.0048244i,-0.0056894+0.0070046i,-0.0026299+0.0083882i,-0.00035851+0.0082123i,0.0018202+0.0057807i,0.00171+0.0034543i,-0.00015397+0.0038776i,-0.0015281+0.0031982i,-0.0011483-0.0020478i,0.00027882-0.0075134i,0.0020568-0.0076186i,0.0021879-0.005673i
-0.035485-0.01788i,-0.024635-0.0093557i,-0.015017-0.0065099i,-0.015928-0.0042184i,-0.016279+0.0012471i,-0.012634+0.0068951i,-0.006721+0.0082866i,-0.0027084+0.0066722i,0.00078856+0.0054127i,0.0063979+0.004304i,0.011552+0.0012374i,0.011499-0.001718i,0.0063627-0.0028517i,0.0018168-0.0034928i,-0.00024967-0.0024857i,0.00075586-0.00023462i,0.004035+0.00080398i,0.0052159-0.0010148i,0.0032492-0.0028678i,0.00041034-4.9233e-05i,-0.0011948+0.0042937i,-0.0033315+0.0043048i,-0.0040648+0.0028303i
0.025309-0.028846i,0.0146-0.031472i,0.0044073-0.019516i,0.00097602-0.012448i,-0.0039993-0.018475i,-0.0081561-0.017325i,-0.0052129-0.0084491i,0.0013986-0.003989i,0.0031662-0.0041932i,-0.0011662-0.0034811i,-0.0070294+0.00020224i,-0.0079902+0.0024531i,-0.0035544+0.0017911i,-0.00094316+0.0021726i,-0.0011893+0.0027824i,-0.0029326+0.0018996i,-0.0053856+0.0026571i,-0.0056232+0.0070453i,-0.0020561+0.0084665i,0.0035279+0.0028578i,0.0069507-0.0031441i,0.0080422-0.0039039i,0.0070097-0.0028801i
0.028555+0.026141i,0.02251+0.015835i,0.01291+0.0064561i,0.010355-0.0007498i,0.010107-0.0050327i,0.0091376-0.0060401i,0.0052492-0.0015539i,0.0030335+0.0044537i,0.0048929+0.0052075i,0.0080182+0.0010839i,0.0081859-0.003351i,0.0051615-0.0055769i,0.0011947-0.0046956i,-7.7392e-05-0.0040737i,0.00072679-0.0047032i,0.0020415-0.0040766i,0.004728-0.0053596i,0.0054188-0.0090994i,0.0019128-0.009224i,-0.0029337-0.0030422i,-0.0065972+0.0039142i,-0.0091914+0.0054917i,-0.0089559+0.0046564i
-0.040583+0.022518i,-0.032133+0.027462i,-0.015341+0.015366i,-0.0069898+0.0051851i,-0.0039018+0.010342i,-0.001568+0.013414i,-0.0013159+0.0090413i,-0.0032015+0.0040097i,-0.0061162+0.00072611i,-0.0085174+0.00015995i,-0.0068296+0.0028955i,-0.0022539+0.0044816i,-1.8835e-05+0.0044027i,0.00029114+0.0054845i,0.0016682+0.0058398i,0.0016103+0.0054876i,-0.00091033+0.0075382i,-0.0018517+0.010543i,0.00149+0.0097768i,0.0061571+0.0031878i,0.01044-0.0041873i,0.012378-0.0063669i,0.010017-0.0061489i
-0.010741-0.042746i,-0.0057171-0.033997i,-0.0013253-0.020112i,-0.0057287-0.013453i,-0.010763-0.011638i,-0.012-0.0056725i,-0.0068511+0.0012937i,0.0018238+0.0034218i,0.0075565+0.0036889i,0.0094971+0.003305i,0.010004+0.0018213i,0.0077739+0.0013089i,0.0040215+0.001212i,0.00074143+0.0008873i,-0.0017554+0.00044323i,-0.0018064-0.0001026i,0.00025911-0.002697i,0.00065595-0.0079746i,-0.0033426-0.0093726i,-0.0081416-0.0025279i,-0.0096933+0.0054986i,-0.0093061+0.0084029i,-0.0079509+0.0084055i
0.048199+0.0040901i,0.038075-0.0029794i,0.018903-0.0053272i,0.0097203-0.008163i,0.006358-0.017854i,0.0015455-0.017939i,-0.0020562-0.0072979i,-0.0014282+0.00075666i,-0.0014168+0.0018818i,-0.0044942+0.0012191i,-0.0075898+0.00098791i,-0.0064473-0.00014396i,-0.0024085-0.0014076i,0.00040306-0.0021256i,0.0014514-0.0021921i,0.0010148-0.0011357i,-0.00036003+0.0025479i,0.00071421+0.0090342i,0.0067569+0.010473i,0.012619+0.0025i,0.013137-0.0061847i,0.011137-0.0088423i,0.0085144-0.0092018i
-0.010016+0.042964i,-0.010788+0.029786i,-0.0044899+0.012303i,0.0035531+0.0050466i,0.0058509+0.0046629i,0.0067562+0.0035504i,0.0045364+0.0022139i,0.0026019+0.0011872i,0.0043561-0.00066616i,0.0069699-0.0043693i,0.00768-0.0070382i,0.0049006-0.0060974i,0.0018378-0.0031252i,0.0014341-0.00063436i,0.0015223+0.00049798i,0.0013142-0.00044899i,0.001998-0.0044934i,0.00013833-0.009503i,-0.0060315-0.0094668i,-0.011276-0.0016693i,-0.012107+0.0066945i,-0.010604+0.0095204i,-0.0076754+0.0095867i
-0.034962-0.019205i,-0.026751-0.010024i,-0.013479-0.0044851i,-0.0096325-0.0043459i,-0.012462+0.0012709i,-0.011342+0.0070665i,-0.0047832+0.0072782i,-0.001267+0.0049316i,-0.0038719+0.0032763i,-0.0069103+0.0037275i,-0.0045731+0.0051583i,-0.00085651+0.0049475i,-0.0014427+0.0024952i,-0.0024283+0.00085835i,-0.00092294+0.00086226i,0.00061232+0.0015696i,0.001267+0.0050718i,0.0040618+0.010411i,0.0087073+0.0091113i,0.011667+9.1344e-05i,0.0123-0.0083387i,0.011142-0.01072i,0.0074241-0.01024i
0.025257-0.035116i,0.022834-0.026221i,0.014283-0.01559i,0.0042919-0.013548i,-0.0023577-0.016028i,-0.0068857-0.012393i,-0.0055374-0.0033042i,0.00058173+0.0022888i,0.005412+0.0020461i,0.0060877+0.00021718i,0.0033768-0.00028417i,0.00054485+0.0013539i,0.00031235+0.0020006i,0.0010018+0.00094774i,0.00053097+0.0015697i,5.3344e-05+0.0014725i,-0.001235-0.003439i,-0.005712-0.0083848i,-0.011118-0.0068715i,-0.013027+0.0014308i,-0.01127+0.0091769i,-0.0073193+0.011179i,-0.0034169+0.011002i
0.022528+0.034717i,0.020209+0.021113i,0.0098631+0.0084316i,0.0063519+0.0024747i,0.0092667-0.0050153i,0.008053-0.0093695i,0.0030986-0.0070917i,-0.00050897-0.0017233i,-0.0022049+0.0031756i,-0.0029889+0.0053957i,-0.0027556+0.0020387i,-0.0017624-0.0033795i,-0.0016085-0.0040292i,-0.0010668-0.0021146i,0.00020268-0.0011235i,0.00017544+9.3024e-05i,0.0014844+0.0039872i,0.0062708+0.0089853i,0.012979+0.0080985i,0.016774-0.00074902i,0.013597-0.0090153i,0.0078011-0.011294i,0.0033545-0.010362i
-0.035833+0.01732i,-0.029977+0.0098161i,-0.016743+0.0034631i,-0.0083926+0.0037284i,-0.0060934+0.007071i,-0.0016282+0.0096316i,0.0032155+0.0079298i,0.0060541+0.0016268i,0.0074984-0.0045405i,0.0072711-0.0071814i,0.0067649-0.0059924i,0.006889-0.0032966i,0.006081-0.00085971i,0.0048142+0.00066591i,0.0044691+0.00085439i,0.0027917+0.00087503i,-0.0013501-0.0019505i,-0.0077251-0.0054801i,-0.013541-0.0025681i,-0.015049+0.0051641i,-0.011755+0.010091i,-0.0060681+0.010184i,-0.0017417+0.0085678i
-0.0032869-0.039716i,-0.0021488-0.027131i,-0.0010022-0.013599i,-0.0048989-0.011105i,-0.012935-0.0078874i,-0.015852-0.0004581i,-0.011943+0.0053315i,-0.0058912+0.0081622i,-0.0025595+0.0082815i,-0.0028049+0.0069427i,-0.0040407+0.0056572i,-0.0046084+0.003818i,-0.0044103+0.0016029i,-0.0051733-0.00014953i,-0.0037625-0.00083542i,0.00017035-5.4944e-05i,0.0046195+0.0019994i,0.010409+0.0033596i,0.015044-0.00035231i,0.014551-0.0079224i,0.010767-0.010627i,0.0058331-0.0086713i,0.0014681-0.0087143i
0.030026+0.0031411i,0.020972+0.0068094i,0.0097959+0.0044713i,0.0059833-0.0035977i,0.0050733-0.01122i,0.0018776-0.013355i,-0.00027807-0.0097162i,-0.0010482-0.0064426i,-0.0013873-0.0054626i,-0.00047097-0.0050851i,0.00034305-0.0039087i,0.00083172-0.0019872i,0.0028557-0.0013418i,0.0040213-0.0010245i,0.0029392+0.00020175i,0.0013538+0.00078399i,-0.0020177-0.00078167i,-0.0072893-0.0019996i,-0.011432+0.0021471i,-0.011489+0.009325i,-0.0073348+0.011469i,-0.0033492+0.010064i,-0.00012341+0.0088392i
-0.015115+0.030776i,-0.0098113+0.017165i,-0.0059648+0.0033252i,-0.0018616+0.0014065i,0.0062262+0.0034825i,0.011401+0.0038153i,0.012131+0.0032598i,0.0099072+0.0044096i,0.0066751+0.0065048i,0.003605+0.0074324i,0.001416+0.0045369i,0.00073295+0.00097746i,-0.0010984+0.0010996i,-0.0033534+0.0023017i,-0.0031173+0.0019273i,-0.001898+0.00031306i,0.00050662+0.00041117i,0.0053241+0.0013936i,0.010265-0.0015561i,0.010952-0.0055305i,0.0075219-0.0070289i,0.0032302-0.0063559i,-0.001455-0.0054067i
-0.021476-0.014541i,-0.013483-0.014145i,-0.0046214-0.0079608i,-0.0055753-0.0016504i,-0.012265+0.0028992i,-0.014759+0.0078571i,-0.010595+0.010367i,-0.005002+0.0071026i,-0.0025773+0.00052298i,-0.00069397-0.0039209i,0.0026679-0.0030419i,0.0049167-0.00075976i,0.0044114-0.0010225i,0.0034438-0.0020152i,0.0038033-0.0014913i,0.0027287-0.00065908i,-0.0012477-0.00018068i,-0.0068247+0.0018971i,-0.011047+0.0057571i,-0.01032+0.007847i,-0.0061851+0.0066894i,-0.0025988+0.0042823i,0.00096587+0.0027809i
