-0.004678-0.0015498i,-0.0048503-0.0012032i,-0.0040567+0.0011014i,-0.00070116+0.0015295i,0.0017964+0.0020775i,0.0017222+0.0012518i,0.00044211-0.00024065i,-0.00038787-0.00058811i,-0.00022034-0.00066165i,0.0012666+6.5291e-05i,0.0020566+0.00018106i,0.0017089-0.00069883i,0.0016751-0.00092237i,0.0012572-0.00091361i,0.001069-0.00094643i,0.00077837-0.00047694i,0.00010709-0.00016768i,0.00035309-0.0003141i,0.00031006-0.00080441i,0.00030026-0.00094361i,0.0005182-0.00033289i,0.00061531-9.9997e-05i,0.00081366-0.00013567i
-0.038541-0.054494i,-0.042369-0.12138i,0.035293-0.1828i,0.17765-0.2055i,0.23679-0.1836i,0.15068-0.12811i,0.056251-0.063541i,0.0242-0.026517i,0.016225-0.011316i,0.017575+0.00050248i,0.018428+0.0046907i,0.01325+0.0044006i,0.008686-0.00096641i,0.0044291-0.0085014i,0.001746-0.011467i,0.00041892-0.012657i,-0.0034057-0.010837i,-0.0055747-0.0054222i,-0.0027796-0.0015269i,0.00068988-0.0015508i,0.00058606-0.0011609i,-0.0025125+0.00016634i,-0.004165+0.002047i
0.027522-0.0087235i,0.045746-0.10773i,0.029472-0.29893i,-0.04535-0.4362i,-0.085279-0.35264i,-0.023642-0.15142i,0.034533-0.042193i,0.02731-0.018233i,0.0088713-0.00024648i,0.0094972+0.008686i,0.012631+0.0091727i,0.0098464+0.0065492i,-0.0034843+0.0014994i,-0.016678+0.0046814i,-0.015259+0.009485i,-0.0056845+0.0052393i,-0.00049617-0.0031485i,-0.0012715-0.0081101i,-0.0010676-0.0070981i,0.0025375-0.0043123i,0.0038332-0.0039518i,0.0044618-0.0047612i,0.0084866-0.0055838i
0.02337+0.04238i,0.01976+0.065274i,-0.094513+0.047216i,-0.28637+0.0143i,-0.35755+0.019296i,-0.23734+0.044088i,-0.095103+0.035306i,-0.040312+0.016681i,-0.02377+0.010226i,-0.018381+0.00065386i,-0.018984-0.0068546i,-0.014101-0.0089915i,-0.0093245-0.0042091i,-0.0054465+0.0043853i,-0.0028911+0.0082433i,-0.0024757+0.0098891i,-0.00057155+0.012256i,0.0003389+0.012807i,-0.0023198+0.010867i,-0.00504+0.0087068i,-0.0039665+0.007842i,-0.0017405+0.0062038i,0.00054886+0.0015822i
-0.0043493-0.0023147i,-0.038852+0.081285i,-0.07665+0.25204i,-0.065123+0.39479i,-0.022011+0.35146i,-0.020847+0.15459i,-0.04545+0.024019i,-0.031327+0.0028857i,-0.0026814-0.0051442i,0.00050571-0.013691i,-0.0038069-0.01119i,-0.0032182-0.0038069i,0.0027568+0.0036591i,0.011782+0.0018224i,0.011847-0.0046467i,0.002588-0.0041223i,-0.0054303+0.0020918i,-0.0082015+0.0073694i,-0.0072234+0.0086061i,-0.0059424+0.0059498i,-0.0063392+0.0022087i,-0.008376-0.00015452i,-0.01152-0.0004764i
-0.025155-0.030825i,-0.024638-0.032345i,0.075933+0.061035i,0.27007+0.17088i,0.35375+0.148i,0.24332+0.053143i,0.10456+0.0039777i,0.042853-0.0096144i,0.023285-0.013263i,0.017787-0.0012424i,0.015109+0.011715i,0.0091274+0.01621i,0.0062786+0.011893i,0.0031113+0.0048801i,0.00098976+0.00074241i,0.0025552-0.0034371i,0.0039522-0.0079865i,0.0062302-0.010866i,0.0089875-0.011707i,0.010621-0.010711i,0.010288-0.0096189i,0.0073511-0.0076968i,0.0030928-0.0013604i
-0.014474+0.0036635i,0.020888-0.0342i,0.10111-0.15488i,0.1554-0.28858i,0.13997-0.28317i,0.081975-0.13756i,0.050891-0.017863i,0.036517+0.0022025i,0.0051041-0.0020547i,-0.0085591+0.0056933i,-0.0019568+0.0049256i,0.0015143-0.00084366i,-0.00052063-0.0016053i,-0.0069145+0.0024356i,-0.010166+0.0074501i,-0.003768+0.0077218i,0.0050411+0.004999i,0.0097952-0.00068902i,0.0086705-0.0052983i,0.0065611-0.0037797i,0.0068497-0.00017061i,0.0090973+0.0023074i,0.010602+0.0041466i
0.027231+0.036191i,0.024318+0.018254i,-0.042014-0.1037i,-0.1838-0.25731i,-0.28264-0.25858i,-0.20437-0.12789i,-0.076654-0.033636i,-0.030781+0.002404i,-0.018542+0.017757i,-0.0082093+0.009447i,-0.002198-0.006284i,0.004019-0.015497i,0.0051668-0.014067i,0.0061081-0.0060257i,0.0056571-0.0015593i,-0.00069307+0.00044366i,-0.0079086+0.0042448i,-0.011659+0.0085406i,-0.011756+0.0099521i,-0.011219+0.0080543i,-0.010513+0.0068467i,-0.0078272+0.005698i,-0.0022447+0.0004504i
0.03484-0.013235i,0.020285-0.013752i,-0.089198+0.032974i,-0.21379+0.14757i,-0.20321+0.20873i,-0.10443+0.12858i,-0.048943+0.024752i,-0.028039+0.0026966i,0.0036725+0.010473i,0.015769+0.0010209i,0.0044964-0.00082989i,-0.00099211+0.0063895i,0.00055034+0.006391i,0.003421+0.0016547i,0.005397-0.0012779i,0.0039679-0.0022662i,-0.00031131-0.0045974i,-0.0060317-0.0042002i,-0.0075054+0.0012107i,-0.0041354+0.0028951i,-0.0026532+1.642e-05i,-0.0049368-0.00344i,-0.0074401-0.0051093i
-0.013632-0.069942i,-0.028082-0.06426i,0.00037758+0.062454i,0.086075+0.239i,0.14121+0.28972i,0.10319+0.1771i,0.038172+0.053057i,0.016479-0.0042269i,0.017891-0.02675i,0.01208-0.027074i,-0.00259-0.014202i,-0.013525-0.00028823i,-0.011296+0.0059569i,-0.0080847+0.0030222i,-0.0076183+0.00061781i,-0.0035497+0.0019221i,0.0036254+0.0021242i,0.0098253+0.0001466i,0.010306-0.0016413i,0.0074085-0.00061143i,0.0077767+0.00076977i,0.0068782+0.0023942i,0.00040665+0.0055844i
-0.05102+0.022965i,-0.055572+0.047344i,0.022475+0.059572i,0.16714-0.0094503i,0.22043-0.11989i,0.12694-0.11451i,0.046636-0.031415i,0.031602-0.01095i,0.0034611-0.02679i,-0.018425-0.016548i,-0.0084845-0.0076347i,0.0012768-0.0097071i,0.0013669-0.0073944i,-0.0013698-0.0028095i,-0.0040631-5.0514e-05i,-0.0061303+0.00094269i,-0.0072095+0.0039546i,-0.005262+0.0054623i,-0.0022673+0.00086684i,-0.00068856-0.0031839i,-2.4964e-05-0.0015495i,0.0017915+0.0010225i,0.0041617+0.0020465i
-0.046945+0.090649i,-0.063349+0.13334i,-0.057253+0.037383i,-0.061623-0.1464i,-0.067165-0.21824i,-0.025075-0.14128i,0.016473-0.04501i,0.0046722+0.0070405i,-0.019053+0.035047i,-0.022263+0.044145i,-0.008514+0.038404i,0.0073149+0.02201i,0.011273+0.0062887i,0.011025+0.0017142i,0.011013+0.0025398i,0.0068999-7.7013e-05i,-0.0009744-0.0048901i,-0.0077002-0.0062873i,-0.0074191-0.0047721i,-0.0047061-0.0045523i,-0.0034934-0.0060389i,-0.00022843-0.0081i,0.0038916-0.0087309i
0.059453-0.037547i,0.088895-0.091612i,0.035951-0.10946i,-0.10734-0.022611i,-0.18802+0.10705i,-0.11562+0.13145i,-0.032521+0.057676i,-0.01407+0.020234i,0.0045306+0.032249i,0.020062+0.03045i,0.010613+0.020584i,0.0021739+0.016298i,0.00053486+0.0097839i,0.00075978+0.0048456i,0.0031982+0.0031596i,0.0059025+0.0041963i,0.010672+0.0036964i,0.011734+0.0017758i,0.0080255+0.0033113i,0.0057624+0.0060301i,0.003574+0.0082532i,0.00099601+0.010358i,0.0010315+0.008562i
0.11097-0.10013i,0.18195-0.15519i,0.17401-0.10115i,0.11595+0.04902i,0.072003+0.13307i,0.018565+0.074186i,-0.024735-0.0040557i,-0.0085504-0.025851i,0.033184-0.039602i,0.047831-0.051i,0.036072-0.044705i,0.01479-0.027688i,2.0851e-05-0.0097299i,-0.0063377-0.0032119i,-0.0076392-0.0037584i,-0.0055293-0.001528i,-0.0017627+0.0047284i,0.0031656+0.0067632i,0.0046029+0.0033162i,0.0022272+0.003925i,0.00057242+0.0072159i,-0.0021675+0.0090301i,-0.0062473+0.0082678i
-0.06856+0.051656i,-0.13142+0.10166i,-0.10427+0.11809i,0.059449+0.039523i,0.19356-0.083348i,0.1538-0.12268i,0.054923-0.070262i,0.014902-0.034797i,-0.0041202-0.040624i,-0.014243-0.040945i,-0.0051275-0.03182i,0.0031242-0.023278i,0.0037588-0.014048i,0.001721-0.0064542i,-0.0017726-0.0034334i,-0.0040207-0.0046936i,-0.0079615-0.0068247i,-0.011967-0.005701i,-0.011015-0.0034235i,-0.0076819-0.0054057i,-0.0041357-0.010041i,-0.0025361-0.014626i,-0.0046889-0.014395i
-0.19377+0.077767i,-0.32147+0.1208i,-0.3347+0.078335i,-0.25156-0.04588i,-0.17786-0.11311i,-0.095373-0.041932i,-0.013647+0.032391i,-0.0083474+0.029968i,-0.049853+0.026557i,-0.063029+0.035537i,-0.048722+0.029163i,-0.03039+0.019485i,-0.011647+0.012175i,0.00040868+0.0071441i,0.003211+0.0058065i,0.00083797+0.0044552i,-0.0014084+0.0019623i,-0.0020065+0.0010065i,-0.0013933+0.0007755i,0.0016951-0.00044915i,0.0056543-0.0034823i,0.0092798-0.0064747i,0.010469-0.0062191i
0.083546-0.054513i,0.15775-0.088217i,0.12885-0.076542i,-0.060768-0.0021989i,-0.22825+0.074656i,-0.20979+0.088663i,-0.095703+0.056653i,-0.016548+0.036853i,0.016271+0.040506i,0.020323+0.039539i,0.0064748+0.02967i,-0.0033393+0.021351i,-0.004864+0.015201i,-0.0040897+0.0093554i,-0.0019494+0.005556i,-0.001653+0.0046024i,-0.0016068+0.0071485i,0.0016644+0.0091251i,0.0045423+0.0062359i,0.0023379+0.0042559i,-0.00109+0.007504i,-0.0018733+0.012718i,0.00066708+0.014277i
0.22708-0.013129i,0.38174-0.006436i,0.41316+0.04733i,0.33862+0.15206i,0.26923+0.2054i,0.19253+0.10415i,0.091408-0.0076527i,0.050154-0.011109i,0.073674-0.0043653i,0.073175-0.016756i,0.048986-0.01152i,0.032611-0.0044655i,0.018839-0.0051061i,0.0069241-0.0066705i,0.0024268-0.0079826i,0.003723-0.0087718i,0.0042644-0.008766i,0.0029534-0.0099082i,0.0016305-0.008916i,-0.0003198-0.0045033i,-0.0019254-0.0003842i,-0.0038098+0.0030496i,-0.005497+0.0037996i
-0.09521+0.0050174i,-0.18894-0.011987i,-0.15282-0.03434i,0.065552-0.047091i,0.25798-0.043573i,0.2468-0.020636i,0.12065-0.0063375i,0.021849-0.021896i,-0.026014-0.044125i,-0.03669-0.04503i,-0.023429-0.027909i,-0.0052767-0.016529i,0.0039643-0.013743i,0.0046324-0.0071535i,0.0022738+0.0013984i,0.0027288+0.0056011i,0.0070021+0.0018902i,0.0074112-0.0035022i,0.0035556-0.0028986i,0.0046829-0.001429i,0.0091877-0.0030073i,0.010154-0.0069171i,0.0067169-0.011175i
-0.19613-0.053269i,-0.30731-0.10835i,-0.34154-0.19045i,-0.31978-0.2876i,-0.29581-0.30953i,-0.23835-0.17397i,-0.12962-0.037262i,-0.071269-0.020574i,-0.081456-0.016187i,-0.06929+0.010968i,-0.036227+0.0099766i,-0.022655+0.0024847i,-0.017315+0.0068044i,-0.010415+0.010039i,-0.0051169+0.011836i,-0.0046694+0.013789i,-0.0072393+0.017176i,-0.007475+0.019546i,-0.0046412+0.016821i,-0.0019937+0.011216i,-0.0029792+0.005876i,-0.0043895+0.0034745i,-0.0019756+0.0033178i
0.074738+0.071182i,0.13854+0.16429i,0.095188+0.20109i,-0.093824+0.13716i,-0.24159+0.048277i,-0.20065-0.019842i,-0.084394-0.036641i,-0.005329+0.006498i,0.036988+0.050281i,0.046911+0.055306i,0.034893+0.037332i,0.011857+0.018152i,-0.0074439+0.010612i,-0.0078422+0.005702i,-3.807e-05-0.0034781i,0.00050997-0.011685i,-0.0070532-0.013075i,-0.010319-0.0064874i,-0.0060567-0.0018635i,-0.0057544-0.0017832i,-0.0094429-0.00053735i,-0.010828+0.0024507i,-0.0072503+0.0057033i
0.079551+0.076059i,0.094634+0.12997i,0.080809+0.23483i,0.10586+0.38088i,0.16619+0.41531i,0.17763+0.26832i,0.12022+0.10675i,0.078809+0.057202i,0.090838+0.032878i,0.081519-0.010866i,0.042089-0.022885i,0.024118-0.011313i,0.024412-0.0076253i,0.017203-0.0074383i,0.0065412-0.0076129i,0.003377-0.0094362i,0.0062569-0.012299i,0.0069701-0.014155i,0.0043607-0.011469i,0.003065-0.00727i,0.0063285-0.0061605i,0.0098897-0.0088654i,0.0068946-0.010278i
-0.011547-0.17456i,-0.031346-0.32333i,0.020027-0.35015i,0.16417-0.21943i,0.26291-0.077849i,0.18123-0.010711i,0.053079+0.0086826i,0.011075-0.029921i,-0.011851-0.082383i,-0.034252-0.081699i,-0.030428-0.047376i,-0.012838-0.012902i,0.0046+0.0049872i,0.0061244+0.0052408i,-0.0054894+0.0066157i,-0.0085097+0.014503i,-0.00028417+0.017847i,0.0056312+0.012423i,0.0049214+0.0066798i,0.0062657+0.0054429i,0.010746+0.005787i,0.012861+0.0053178i,0.009216-5.8072e-05i
0.075963-0.012405i,0.15312-0.035359i,0.19432-0.1381i,0.12372-0.33508i,-0.021171-0.43942i,-0.0838-0.31793i,-0.049318-0.15192i,-0.039472-0.087629i,-0.075907-0.048492i,-0.08069+0.008345i,-0.045818+0.032853i,-0.025266+0.022297i,-0.025918+0.012014i,-0.019564+0.012474i,-0.0066455+0.013552i,-0.0022983+0.0084756i,-0.0063098+0.003609i,-0.0078683+0.0035638i,-0.00505+0.0032928i,-0.0045744+0.0017723i,-0.008221+0.0022302i,-0.011696+0.0068568i,-0.0077125+0.012483i
-0.13425+0.23518i,-0.18527+0.43123i,-0.21466+0.446i,-0.27841+0.28602i,-0.29844+0.1755i,-0.17714+0.1348i,-0.046129+0.078732i,-0.024778+0.065149i,-0.017022+0.093609i,0.0089811+0.077701i,0.012105+0.033962i,0.0076617+0.00069687i,0.0027949-0.018204i,0.0010522-0.016565i,0.0095462-0.0077136i,0.01621-0.0047174i,0.013654-0.0049662i,0.0072452-0.0048244i,0.0044205-0.0039471i,0.0042984-0.0038166i,0.0024952-0.0056044i,6.9203e-05-0.0080884i,-0.0016431-0.0053067i
-0.1355-0.17234i,-0.26989-0.26326i,-0.33258-0.17082i,-0.25563+0.11606i,-0.11963+0.32682i,-0.040805+0.28299i,-0.036098+0.14762i,-0.022212+0.085147i,0.033884+0.050556i,0.063307-0.0052003i,0.040202-0.035407i,0.01761-0.022249i,0.015952-0.0046548i,0.011153-0.0033806i,-0.00094746-0.007259i,-0.0064247-0.0042631i,-0.0021389+0.0026768i,0.0013158+0.0043808i,-0.00080916+0.0025062i,-0.00041671+0.0030476i,0.0045488+0.0055412i,0.0087042+0.0047698i,0.0074896-0.0029701i
0.28616-0.13976i,0.41565-0.29834i,0.38293-0.32228i,0.32246-0.20226i,0.32262-0.15068i,0.21991-0.17093i,0.074484-0.12132i,0.057804-0.065429i,0.060653-0.069082i,0.020941-0.050279i,-0.00046892-0.011739i,-0.009677+0.01053i,-0.01262+0.023156i,-0.010343+0.022807i,-0.014136+0.016405i,-0.020274+0.011555i,-0.024306+0.0074894i,-0.020373+0.0088815i,-0.0092536+0.01183i,-0.0029099+0.010055i,-0.0043566+0.0063949i,-0.0068539+0.0051569i,-0.0044991+0.0062878i
0.0083631+0.33381i,0.06842+0.55803i,0.13338+0.50455i,0.14827+0.15699i,0.11369-0.13466i,0.10091-0.16019i,0.12166-0.086792i,0.096318-0.073933i,0.017164-0.065712i,-0.039135-0.012244i,-0.030697+0.030153i,-0.0029129+0.02311i,0.0039107+0.0012111i,0.0075722-0.0037771i,0.017086-0.0012456i,0.02216-0.0031803i,0.019989-0.0073187i,0.014121-0.011436i,0.0075818-0.013834i,0.0012113-0.013746i,-0.0029119-0.013745i,-0.0057952-0.015538i,-0.0095723-0.011907i
-0.34638-0.1135i,-0.53009-0.11067i,-0.48404-0.044609i,-0.36354+0.025261i,-0.35157+0.097482i,-0.27541+0.1431i,-0.13016+0.10277i,-0.082677+0.047723i,-0.069354+0.045999i,-0.017058+0.036964i,0.018507+0.011482i,0.030349+0.00065792i,0.030843-0.0056355i,0.019589-0.010533i,0.0097452-0.011633i,0.0050392-0.010404i,0.0031894-0.0060129i,0.0023043-0.0047349i,-0.0020063-0.0067417i,-0.0047615-0.0037912i,0.0013241+0.0038768i,0.0112+0.0094632i,0.014097+0.010339i
0.23544-0.3521i,0.36049-0.5983i,0.32426-0.55966i,0.20181-0.23073i,0.13466+0.030255i,0.063213+0.054043i,-0.031249+0.0050321i,-0.053049+0.019004i,2.883e-06+0.034125i,0.040448+0.0020165i,0.025445-0.029413i,-0.011186-0.023303i,-0.025726-0.00074093i,-0.020674+0.0073093i,-0.017664+0.0056389i,-0.018183+0.0093224i,-0.017002+0.01378i,-0.014147+0.016448i,-0.0063936+0.018804i,0.0027915+0.017231i,0.0055405+0.014738i,0.0063699+0.014497i,0.012047+0.010543i
0.19254+0.38835i,0.30207+0.56368i,0.28548+0.44531i,0.22959+0.15008i,0.25302-0.026621i,0.22785-0.071521i,0.11238-0.043627i,0.0452-0.0033818i,0.016273-0.010417i,-0.027372-0.020222i,-0.045003-0.010037i,-0.036539-0.0096054i,-0.029339-0.013237i,-0.023535-0.008649i,-0.013687-0.00059299i,-0.0014848+0.0035502i,0.0053844+0.00091999i,0.0058434-0.0013461i,0.0056898+0.00033853i,0.0063685-0.00042581i,0.0023075-0.0068803i,-0.0097408-0.013343i,-0.020704-0.014384i
-0.46182+0.15205i,-0.75467+0.25258i,-0.77157+0.24521i,-0.57368+0.10089i,-0.43836-0.023802i,-0.30446+0.020674i,-0.10636+0.081924i,0.007375+0.044263i,0.014227+0.010748i,0.0050954+0.014638i,0.010221+0.019559i,0.02688+0.017836i,0.037578+0.0088497i,0.029449+0.0024146i,0.014247+0.005509i,0.004634+0.0088825i,0.0029049+0.0093831i,0.006975+0.0058042i,0.0082952-0.003946i,0.0046802-0.0098147i,0.0047072-0.0065368i,0.0094397-0.0023743i,0.009528-0.0003969i
0.12633-0.47033i,0.20776-0.69053i,0.16303-0.56263i,0.0014201-0.20727i,-0.097497-0.0048373i,-0.086798-0.022819i,-0.039077-0.088852i,-0.0046567-0.10941i,0.015538-0.081147i,0.036327-0.039311i,0.03739-0.014466i,0.017364+0.0029617i,0.0070464+0.01282i,0.0070404+0.0042613i,0.0069125-0.014559i,0.0038634-0.024856i,-0.0019887-0.021706i,-0.0076681-0.015122i,-0.012807-0.010412i,-0.016091-0.0043531i,-0.014285+0.0034723i,-0.0065818+0.007678i,0.0020358+0.0059072i
0.44026+0.15337i,0.67675+0.25461i,0.68916+0.29994i,0.55606+0.33025i,0.46012+0.34266i,0.36769+0.21423i,0.20245+0.05536i,0.052321+0.018378i,-0.010962+0.025561i,-0.030321+0.015139i,-0.028663+0.0031865i,-0.026254-0.011149i,-0.036309-0.012234i,-0.035434+0.0053082i,-0.023038+0.014705i,-0.011937+0.0072353i,-0.0079746-0.0024807i,-0.011786+0.00081131i,-0.015173+0.015383i,-0.0097787+0.020115i,-0.00337+0.0094281i,-0.0075898+0.00068681i,-0.012243+0.0032767i
-0.45844+0.26541i,-0.7223+0.3468i,-0.6056+0.22835i,-0.15435-0.010298i,0.15796-0.13854i,0.16101-0.061754i,0.079135+0.06616i,0.066834+0.10306i,0.065023+0.060467i,0.028107+0.018012i,0.0023768+0.014375i,0.01188+0.0231i,0.027918+0.021194i,0.031866+0.019379i,0.026532+0.027774i,0.017724+0.035626i,0.014153+0.033702i,0.018042+0.024422i,0.026495+0.010753i,0.030239-0.0017897i,0.026664-0.0099357i,0.023934-0.014752i,0.019505-0.01905i
-0.1123-0.36647i,-0.10925-0.57969i,-0.13234-0.66633i,-0.29734-0.69321i,-0.47454-0.70013i,-0.46337-0.5325i,-0.29517-0.27182i,-0.15529-0.12834i,-0.087187-0.063214i,-0.030122-0.018177i,0.0027686-0.0037558i,0.0040839+0.0063072i,0.0051475+0.0094764i,0.0034003-0.011879i,-0.010366-0.037625i,-0.024619-0.04253i,-0.026431-0.030391i,-0.017644-0.024028i,-0.011293-0.026637i,-0.013617-0.020292i,-0.015522-0.00083039i,-0.011357+0.015598i,-0.0077325+0.01633i
0.50425+0.12085i,0.77139+0.24631i,0.65442+0.36243i,0.20753+0.53032i,-0.096391+0.71564i,-0.05831+0.59504i,0.036907+0.25254i,0.023057+0.07674i,0.0068744+0.059253i,0.013117+0.032936i,0.0028665-0.011266i,-0.015739-0.03972i,-0.031127-0.036472i,-0.035093-0.0078054i,-0.020685+0.017424i,0.0024703+0.021628i,0.012997+0.0071597i,0.0026517-0.004127i,-0.013195+0.0021726i,-0.015132+0.010025i,-0.0082129+0.0097682i,-0.0065292+0.0097914i,-0.0063266+0.017526i
-0.31432+0.27292i,-0.60865+0.40347i,-0.62443+0.45597i,-0.15807+0.42438i,0.34498+0.29068i,0.40752+0.1543i,0.21609+0.076634i,0.12017-0.0027121i,0.08734-0.075374i,0.031624-0.074461i,0.0073569-0.021405i,0.025596+0.0075655i,0.041032+0.00014463i,0.040217-0.0071294i,0.034122-0.00047244i,0.029465+0.0097796i,0.024925+0.019147i,0.021871+0.026655i,0.0215+0.02371i,0.020512+0.010596i,0.016965-0.0043138i,0.012972-0.017813i,0.0091688-0.025448i
-0.13545-0.4064i,-0.16244-0.63203i,-0.12888-0.66112i,-0.14972-0.61079i,-0.26187-0.6333i,-0.33645-0.53469i,-0.27634-0.261i,-0.18127-0.06849i,-0.1283+0.00056006i,-0.068367+0.036093i,-0.016986+0.039342i,-0.010593+0.037669i,-0.015679+0.036166i,-0.024052+0.01415i,-0.046889-0.0060986i,-0.070535-0.0080534i,-0.069994+0.0018152i,-0.043238+0.011299i,-0.013628+0.013317i,-0.0020049+0.014054i,-0.0033808+0.017077i,-0.0018448+0.022048i,0.002407+0.019949i
0.34657+0.066632i,0.6103+0.14543i,0.67347+0.17057i,0.47886+0.18985i,0.28795+0.29318i,0.26646+0.29622i,0.25318+0.13219i,0.1643+0.041749i,0.094469+0.051296i,0.05189+0.030474i,0.0063797-0.0064022i,-0.024429-0.017442i,-0.031687+0.0033154i,-0.0084835+0.033595i,0.032244+0.035121i,0.054157+0.011134i,0.042845-0.016766i,0.014276-0.031475i,-0.0066919-0.0296i,-0.010134-0.025295i,-0.0090564-0.02184i,-0.013236-0.016813i,-0.017463-0.0067854i
-0.29541+0.33032i,-0.51349+0.56297i,-0.55072+0.5703i,-0.38218+0.32583i,-0.21525+0.098827i,-0.10816+0.062349i,-0.012988+0.080875i,0.041707+0.033075i,0.041521-0.034696i,0.012966-0.057657i,0.010883-0.029064i,0.046359-0.0061104i,0.065369-0.01551i,0.049633-0.023278i,0.032255-0.014561i,0.029902-0.0019857i,0.03138+0.0027171i,0.023659-0.0017787i,0.005799-0.0065171i,-0.0057065-0.0045201i,0.00064824-0.0026192i,0.011533-0.0082478i,0.0093117-0.013807i
0.021725-0.49842i,0.019904-0.9503i,-0.033155-1.0474i,-0.11892-0.57038i,-0.14214-0.027674i,-0.13975+0.12409i,-0.14478+0.08166i,-0.094492+0.080838i,-0.016332+0.082383i,0.021177+0.055207i,0.012069+0.032978i,-0.013044+0.027643i,-0.028185+0.022352i,-0.036756+0.012354i,-0.050295+0.013037i,-0.060546+0.023108i,-0.05566+0.030305i,-0.032883+0.034061i,-0.0029393+0.035321i,0.014945+0.032187i,0.017195+0.024227i,0.01496+0.015882i,0.017597+0.0054913i
0.25963+0.24598i,0.38066+0.38297i,0.37747+0.32181i,0.43785+0.0049255i,0.62121-0.31918i,0.64577-0.42829i,0.42115-0.36684i,0.19476-0.26748i,0.062228-0.1752i,-0.0076331-0.089582i,-0.036854-0.04795i,-0.059196-0.037878i,-0.056451-0.018579i,-0.02733-0.013533i,-0.0073194-0.035854i,-0.0046775-0.054745i,-0.0051094-0.046407i,-0.0034439-0.024503i,-0.001681-0.014682i,-0.0012666-0.022022i,-0.009448-0.024388i,-0.020856-0.01001i,-0.023008+0.0039796i
-0.29127+0.30654i,-0.37704+0.73383i,-0.35983+0.94123i,-0.57035+0.66039i,-1.0131+0.28457i,-1.0551+0.24046i,-0.59558+0.28449i,-0.24749+0.17218i,-0.14533+0.072157i,-0.070732+0.047454i,0.0052072+0.037205i,0.049226+0.027354i,0.043482+0.013868i,0.013043+0.016482i,0.0095426+0.034694i,0.032038+0.037691i,0.048341+0.016177i,0.043161-0.012593i,0.018676-0.028015i,-0.0072854-0.018897i,-0.011771-0.0051646i,0.001524-0.0053559i,0.0072959-0.0068379i
0.043933-0.74625i,-0.082425-1.3239i,-0.15765-1.2651i,0.10056-0.35603i,0.51887+0.46695i,0.56393+0.45958i,0.25132+0.14126i,0.067753+0.078939i,0.10236+0.092349i,0.12473+0.020861i,0.080284-0.02665i,0.046355-0.016404i,0.042313+0.0055239i,0.036789+0.022548i,0.015615+0.039635i,-0.0091427+0.053734i,-0.028461+0.054415i,-0.036588+0.050456i,-0.017777+0.056796i,0.021027+0.057958i,0.046467+0.044161i,0.043484+0.032204i,0.034545+0.022378i
0.26867+0.5388i,0.4714+0.81506i,0.57869+0.65685i,0.6421-0.06849i,0.67493-0.79059i,0.53449-0.88303i,0.26755-0.55043i,0.072434-0.30802i,-0.051995-0.18553i,-0.11251-0.05059i,-0.093292+0.022264i,-0.063925+0.015289i,-0.03675-0.0053915i,-0.0085476-0.032157i,-0.0070039-0.059827i,-0.024273-0.06989i,-0.032973-0.049973i,-0.01967-0.01194i,0.00037138+0.0018458i,-0.0048836-0.011829i,-0.033453-0.010474i,-0.05168+0.0090183i,-0.048949+0.019039i
-0.48763+0.18574i,-0.57166+0.43242i,-0.53181+0.44287i,-0.80888+0.30749i,-1.2349+0.40648i,-1.0421+0.59877i,-0.36011+0.48673i,0.028073+0.20895i,0.064749+0.060785i,0.050259+0.019627i,0.051485+0.00607i,0.048655+0.0062772i,0.024176+0.01837i,0.0018612+0.041591i,0.0086464+0.050759i,0.019801+0.032053i,0.024265+0.0016539i,0.02406-0.031286i,0.0056146-0.055494i,-0.013792-0.047227i,-0.0031762-0.025329i,0.019636-0.018866i,0.019285-0.017422i
0.22463-0.72471i,0.062838-1.1987i,-0.18431-1.0604i,-0.02249-0.2303i,0.50863+0.44101i,0.6641+0.4181i,0.27436+0.21631i,-0.019937+0.23651i,0.0021911+0.21149i,0.039479+0.052456i,0.0021448-0.022974i,-0.0010232+0.00056014i,0.01908+0.015399i,-0.0040943+0.018522i,-0.064022+0.042993i,-0.10408+0.085422i,-0.1029+0.092682i,-0.10279+0.068692i,-0.096095+0.07636i,-0.047306+0.092505i,0.0012566+0.072878i,0.0072994+0.040982i,-0.0096269+0.018692i
0.3821+0.43863i,0.58979+0.53883i,0.57922+0.35637i,0.43495-0.042212i,0.32493-0.36362i,0.30796-0.31934i,0.40407-0.062068i,0.51007+0.018336i,0.40878-0.067165i,0.17879-0.070301i,0.045904-0.031252i,-0.021052-0.050397i,-0.087197-0.03956i,-0.08906+0.029605i,-0.025324+0.064922i,0.024109+0.041849i,0.040814+0.017424i,0.059932+0.0069305i,0.077906-0.014986i,0.058849-0.040565i,0.015945-0.042168i,-0.0087985-0.036255i,-0.017119-0.04214i
-1.9788+7.029i,-0.20161+6.9691i,2.4919+5.9389i,3.531+2.5218i,2.5947-0.78679i,0.28913-2.2117i,-1.555-1.343i,-1.773+0.076142i,-0.6225+0.67403i,0.68077+0.11801i,0.91269-0.77181i,0.33897-1.2556i,-0.48651-1.6722i,-1.3648-2.1908i,-1.6506-2.2088i,-1.1018-1.3144i,-0.40544-0.33674i,-0.28943+0.083779i,-0.5831+0.27773i,-0.5014+0.4642i,0.068447+0.44551i,0.55836+0.092868i,0.51535-0.34553i
