0.00066866+0.00095214i,-0.00027635+6.4493e-05i,-0.0024449-0.00017949i,-0.0027541+0.00011856i,-0.001937+0.0013573i,-0.00038295+0.0020418i,0.0008155+0.0021324i,0.001121+0.00099503i,0.0016346-0.00078762i,0.0018443-0.0016158i,0.0010567-0.0014621i,0.00067197-0.0011129i,0.00088708-0.00071579i,3.2711e-05-0.00083764i,-0.00093821+0.00040514i,-0.0011778+0.0018093i,-0.0010546+0.00098083i,-0.00071109-3.0823e-05i,0.00030475+9.1313e-05i,1.4986e-05+0.00047486i,0.00014795+0.00067963i,0.00032018+0.00061541i,-9.2377e-05+0.00040048i
-0.00096881+0.00016982i,-0.00048548+0.00036243i,5.5626e-05+0.0012368i,0.00052777+0.0014339i,0.000968+0.00073236i,0.00089581-0.00014082i,0.0013752-0.0005894i,0.0012246-0.0010313i,-0.00038263-0.00070146i,-0.0011248+0.00017883i,-0.00031446+0.00049459i,0.00020358-8.1733e-05i,-0.00021627-0.00029578i,-0.00019755+6.0624e-05i,0.00032709+0.00030148i,-0.00021532+4.96e-05i,-0.00036245-0.00073379i,-0.00014486-0.00018891i,-2.5995e-05-3.3695e-05i,0.00062554-0.00026711i,0.00076068+1.8493e-05i,0.0010747+0.00023135i,0.00054402+0.00055235i
-0.0013972-0.0011161i,-0.0013537-0.0011727i,-0.0010083+7.1461e-05i,-0.00011866+0.00092396i,0.00014783+0.00093554i,0.00025775+0.00021554i,0.00016289-0.00050554i,-0.00021648-0.00048872i,-0.00034682+0.00017637i,-0.00022587+0.00059774i,-0.00024784+0.00044449i,-0.00075483+0.00014799i,-0.0004676+0.00023937i,-0.00015769+0.00050598i,-0.00019186+0.00056477i,-0.00048918+0.00039576i,-0.00048374-1.7645e-05i,-0.00033801-0.00017788i,-0.00032078+0.00027848i,0.00011661+0.00047995i,0.00039228+7.7246e-05i,0.00056572+0.00040984i,3.7344e-05+0.00042239i
-0.00054422-0.00012969i,-0.0010874+7.7571e-05i,-0.0010376+0.00070142i,0.00015308+0.0012769i,0.0010278+0.00055971i,0.0016904-0.00057736i,0.001027-0.00045751i,-5.8283e-05-0.00020612i,0.00020524-0.0001728i,0.00068808-0.00053973i,7.8909e-05-0.00094365i,-0.00038248-0.00061435i,-0.00017945-0.00016153i,1.6074e-06-0.00067582i,0.00056445-0.00092603i,0.00062267-0.00036538i,0.00017578-0.00067816i,0.00031956-0.0006587i,0.00033524+0.00036486i,3.1874e-05+0.0008599i,0.00020145+0.0013344i,0.00082963+0.0011344i,0.00078105+0.00038425i
0.00044961-0.0010414i,0.0002691-0.0013814i,0.00064512-0.00067725i,0.00020789-0.00057029i,-0.00047951-0.0008608i,-0.00028784-0.00014169i,3.2049e-05+0.00023279i,0.00023554-0.00010019i,1.0777e-05-0.00023401i,5.839e-05-0.0010497i,0.00059176-0.00090514i,0.00058061+0.00013909i,-8.7886e-05+0.00028258i,-0.00080399+0.00017315i,-0.00095985-4.6486e-05i,-0.00080631+3.6853e-05i,-0.00037216+0.00026553i,0.00018365+0.00035748i,-0.00014033+0.00053808i,-0.00016815+0.00033973i,0.00049939-0.00011014i,0.0006412-7.2555e-05i,6.6842e-05-0.00022424i
-0.00081063+0.0017723i,0.000315+0.0012277i,0.00091875+3.1275e-06i,0.00063679+0.00016746i,0.00075773+0.00051588i,0.00046675-2.3702e-06i,-1.3952e-05-0.00073746i,-0.00022691-0.00050935i,-0.0005333-6.8851e-05i,-9.3681e-05+0.00056909i,-7.3452e-06+0.0011014i,-0.00073247+0.00032214i,-0.00062544-0.00017283i,6.2678e-05-0.00033107i,0.00032267-0.00010624i,-0.00021379+0.00086241i,-0.0003048+0.00053681i,-8.0043e-06-0.00015882i,0.00060757-6.4122e-05i,0.00044239+3.893e-05i,-0.00085664-8.5651e-05i,-0.001161+0.00012535i,-0.00018475+0.00081262i
-0.0012303+0.00090011i,-0.00022646+0.0016323i,0.0012353+0.00099031i,0.0013387+0.00099771i,0.00058601+0.00012876i,0.00043682-0.00098213i,0.0010436-0.00061405i,0.0011537-0.00054161i,0.00089639-0.00069067i,0.00038435-0.00033082i,-0.00012067-9.3651e-06i,0.00059177+0.00014285i,0.00071851+0.00021175i,-0.00019111+0.00040198i,-7.0505e-06+0.00083118i,-0.00065338+0.00039746i,-0.0007894-0.0008076i,-6.796e-05-0.00095162i,-0.00039962-0.00029918i,-0.00043968-0.00029856i,0.00028553+0.00019561i,0.00014011+0.00059929i,-0.00029772+0.00027599i
0.00043849-0.0016515i,-0.00057003-0.00079026i,-0.00014191-0.00011278i,0.00037649+0.00078549i,1.1662e-05+0.00063199i,0.00046404-0.00012738i,0.00088015-0.00043046i,0.00026483-9.8255e-05i,-0.00085112+0.0005099i,-0.0008117+0.00059559i,9.6589e-06+0.00023844i,-6.3752e-05+0.00031136i,-0.00096314+0.00057131i,-0.0013488+0.00061246i,-0.00064032+0.00042806i,0.00014989+7.7588e-05i,0.00082062+0.00013597i,0.0012274+0.00033828i,0.00030032+0.00080029i,-0.0014097+0.00040228i,-0.0013881-0.00025635i,0.00016242-3.4502e-05i,0.001157+0.00060929i
3.2989e-05+0.00081385i,0.00024584+0.00048201i,0.0010084+0.00068412i,0.0011344+0.0012257i,0.00099122-0.00047248i,0.0010423-0.0017634i,0.00067043-0.0012612i,2.0204e-05-0.00028307i,7.7398e-05+0.00045309i,0.00025718+0.00015083i,-0.00012823-0.0007283i,-0.00017588-0.00083079i,0.0003636-0.00077115i,8.3387e-05-0.00066672i,-0.00087434+4.8731e-05i,-0.0011407+0.00046488i,-0.00092816-0.00032594i,-0.00048012-0.001324i,-0.00039405-0.0010046i,-0.00097257+7.597e-06i,-0.0011958-0.00011223i,-0.00025434-0.00071665i,0.00060239-0.00081019i
0.00060381-0.00032257i,-0.00013506-0.0001834i,-0.00090071-0.00026822i,-0.0003578+0.0004237i,0.00045244+0.00050556i,0.00061353-0.00019703i,0.00057081-8.8512e-05i,0.00047518+0.00033747i,-0.00039898+0.00023143i,-0.0014338+0.00028709i,-0.00076717+0.000517i,-0.00023327+0.00042739i,-0.00018793+0.00045858i,-0.00011816+0.00019387i,0.00016675+0.0001066i,0.00021667-0.00028422i,0.00030955-0.00067331i,0.00034024-0.00030858i,0.00047605-2.9283e-05i,0.00026582-0.0001158i,-0.00032076-9.8161e-05i,-0.00057588-0.00027629i,-0.0003449-0.00041595i
-0.0019516-1.7872e-05i,-0.0032634+4.0303e-05i,-0.0027324+0.00090873i,-0.0018658+0.0016984i,-0.0014759+0.0010218i,0.00054703+0.00017691i,0.0019473-0.00076582i,0.00095721-0.00097604i,0.00051602-0.00081063i,0.00059397-0.00028787i,0.00082391+0.00020919i,0.00045493+0.00030459i,-0.00010825+0.00042286i,0.00043059+0.0008888i,0.0012419+0.00055398i,0.0015348+0.00020432i,0.00103+0.0008619i,0.0006149+0.0011707i,0.0010257+0.00047587i,0.00062376-0.00011208i,-0.00022513+0.00016119i,-0.00061581+0.00047855i,-0.00043253+0.00019035i
-0.0016299+0.00072033i,-0.0023029-0.00037261i,-0.0023549+0.00015699i,-0.00081542+0.001057i,0.0011422+0.0012431i,0.0016439+0.00018099i,0.00075837-0.00096148i,-0.00023437-0.001013i,9.5664e-05-0.00078726i,0.00069037-0.0002901i,0.0005742-0.00045881i,-0.000448-0.00036183i,-0.00030815+2.5516e-06i,0.00019852-0.00014758i,-0.00019847-0.00056036i,-0.0003325-0.00060904i,5.7136e-05-0.00039825i,3.597e-05-0.00066735i,-3.0751e-05-0.00052524i,0.00061104+0.0001677i,0.00052052+0.00029957i,0.00010036+0.00044444i,6.0855e-05+0.00047333i
-0.0014378-0.0011478i,-0.0022249-0.0012239i,-0.00172-0.0012573i,-0.0014626-0.00033531i,-0.00041329+0.00083667i,0.0011356+0.00096773i,0.0021668+0.00041129i,0.001754-0.00056779i,0.00066642-0.00092712i,3.6134e-05-0.00086558i,-0.00024593-0.0003344i,-1.2029e-05+0.00037167i,-0.00044561-0.00022929i,-0.0003723-0.00073283i,-0.00044556+7.2935e-05i,-0.00034418+7.1337e-08i,0.00027657-0.0001138i,0.00049362+0.00049777i,-0.00016193+0.00065693i,-0.00095063-0.00016532i,-0.00046462-0.00073149i,0.00095608-0.00018215i,0.00095993+0.00045186i
-0.0020689+5.6163e-05i,-0.0021099+0.0018498i,-0.0010087+0.0019485i,0.00036101+0.0010348i,0.0013183+0.00032938i,0.0017986-0.00028215i,0.0012614-0.00081326i,-5.0808e-05-0.0012819i,-0.00050632-0.00085005i,0.00018466+0.00035984i,0.00065219+0.00019153i,0.00079855-0.00025695i,0.00083303-0.00043162i,0.00090229-0.0006677i,0.00030895-0.00040518i,-0.00055483-6.2172e-05i,-0.00026603+0.0002732i,-1.0272e-05-0.00018748i,4.4723e-05-0.00028017i,0.00013835-8.0922e-05i,-0.00028426+0.00015667i,-0.00043463+0.00054149i,7.2064e-05+0.00051043i
0.0012418+0.0012594i,0.00043121+0.0016375i,0.00091968+0.00053877i,0.0018996-0.00098955i,0.0011953-0.0012241i,0.00071921+0.00036598i,0.0015157+0.00084974i,0.001105-4.1678e-06i,0.00030045-0.00037829i,-0.0001721-1.8379e-05i,-0.00098814-0.00060509i,-0.00076577-0.0012679i,-0.00045881-0.00041018i,-0.0010667+0.00048999i,-0.0017358+0.0010003i,-0.0011688+0.0011439i,-0.00056843+0.00066646i,-5.885e-05+7.0535e-05i,0.00023311+8.0094e-05i,-0.00025134+0.00011447i,-0.00057042-0.00026273i,8.8895e-05-0.000853i,0.00076215-0.00065332i
4.9608e-05+0.0014001i,-0.0010365+0.0018908i,-0.0015929+0.0022435i,-0.0010077+0.0018275i,-0.00025829+0.00115i,0.0006309+0.0005163i,0.0015995-0.00039365i,0.0015815-0.00050039i,0.00040143-3.4455e-05i,7.2194e-05-0.00030594i,-0.00056703-0.00023557i,-0.0012275+0.00033718i,-0.0010825+8.4253e-05i,-0.00056651-0.00034722i,-0.00048475-0.0004754i,-0.00065886-0.00052403i,-0.00066261+0.00036514i,-0.00049952+0.00056461i,-6.9783e-05+3.8919e-05i,0.0007325+0.00031143i,0.00045529+0.00063717i,0.00052797+0.00042806i,0.00037315+0.00044077i
0.00014502-0.0024832i,-0.0010782-0.003274i,-0.0012715-0.0029122i,-0.0015082-0.0015693i,-0.0014658-0.00059259i,9.2112e-05-5.9529e-05i,0.0013115+2.542e-05i,0.0010537-0.00064841i,0.00067185-0.00079879i,0.00066867-0.00031006i,0.00058375+0.00041348i,-0.00051714+0.00046542i,-0.00092382+9.9136e-05i,0.00015837+0.00032969i,0.00048576+0.00069246i,0.00041474+0.000552i,0.00087239+0.0005313i,0.0005229+0.00089618i,-0.00013477+0.00091985i,-0.00044011+0.00033065i,-0.0003578-6.0779e-05i,-0.00025656-0.0001444i,-3.2568e-05+0.00074329i
-0.0011949-0.00046147i,-0.0011403-0.00062738i,-0.00091575-0.0004706i,-0.00097369+7.9802e-05i,-0.00012064+0.00090723i,0.0015549+0.00058169i,0.0017739-0.00055983i,2.7669e-05-0.00068367i,-0.00064929-0.00028738i,-0.00036744+3.7369e-05i,-9.8487e-05-0.00014525i,5.0232e-06-0.00046669i,0.00019514+8.4128e-05i,0.00037758+0.0013493i,5.6279e-06+0.001257i,0.00041356+0.00070707i,0.00056332+0.00025629i,0.00020789-0.00018152i,0.00062342-7.3892e-05i,0.00055588+6.3378e-05i,0.00023722+9.3799e-05i,0.00016052+0.00058766i,-0.00018804+0.00049489i
-0.002339-0.00089389i,-0.0020833-1.9438e-05i,-0.0016455+0.0013322i,-0.001392+0.0019285i,-0.00054826+0.00053208i,0.00052855-0.00069739i,0.00041692-0.0012664i,-6.175e-05-0.0012747i,-0.00033838+0.00020966i,-0.00013334+0.0010724i,-9.1385e-05-0.00011274i,-0.00046216-0.00039174i,-0.00043517-0.00015098i,-0.00057473-0.00072486i,0.00021477-0.00044276i,0.00051273+0.00045798i,-0.00025068+0.00076081i,-0.00079415-0.00057794i,-0.0010322-0.0013223i,-0.00052246-0.00039093i,9.1269e-05+0.00015314i,0.00026045+0.00039424i,0.00037382+0.00036862i
-0.002568-0.00065133i,-0.0023799+0.0017429i,-0.0031916+0.0034095i,-0.0016658+0.0029396i,0.00072568+0.0019712i,0.001926+0.00059817i,0.0013985-0.00079743i,-0.00045439-0.00080595i,-0.0016129-0.00025371i,-0.0012654+9.2788e-05i,-0.00031224-0.00011647i,-6.4807e-05-0.00014707i,0.00032494+6.1492e-05i,0.00063954-0.00056149i,0.00011987-0.0012266i,-0.00040962-0.00091821i,-0.00044194+3.1685e-05i,6.2475e-05+0.00029755i,0.00043579+0.00016091i,-1.1063e-05+0.00050448i,-0.00068815+0.00026195i,-0.00040257-0.001095i,0.00045975-0.001386i
5.5114e-05-0.0010059i,-0.00037041-0.0011416i,-0.0018617-0.0018781i,-0.0017629-0.00086758i,-1.924e-05+0.00038727i,0.001293+4.3735e-06i,0.0011244+0.00014282i,0.00067402-0.0003417i,-4.964e-05-0.0010255i,-0.00027623-0.001187i,-0.00023073-0.0010914i,-6.3198e-05-7.8487e-05i,0.00022799+0.00060214i,0.00047758+0.00066605i,0.0011722+0.00074433i,0.0010657-0.00029801i,0.00033799-0.00091488i,0.00013584-0.00033752i,0.00018733-0.00010496i,-0.00041089+9.9044e-05i,-8.9832e-05+0.00010233i,0.0011391+6.3233e-05i,0.00099426+0.00050086i
-0.00028082-0.00011252i,-0.00053981-9.3375e-05i,-0.00078045+0.00042396i,-0.00048079+0.00064431i,-0.00038747+0.0011037i,0.00014747+0.00082083i,0.0015443-8.3707e-05i,0.0010661-0.00093047i,-0.00082802-0.0012501i,-0.00068792-0.00092319i,0.00020409-0.0009936i,0.00030061-0.0010805i,0.00025489-0.00016609i,0.00061523-0.00013851i,0.00055482-0.00059012i,0.00045598-0.00012711i,0.00059602+0.00086285i,0.00010327+0.00084923i,9.7833e-05+0.0003565i,0.00037389+0.00031548i,7.9479e-05+0.0002356i,8.7636e-05+2.8791e-06i,6.7237e-05+0.00036083i
0.00019027-0.00133i,-0.00072779-0.00091761i,-7.147e-05+0.0013824i,0.00084624+0.0018637i,0.00097253+0.00081322i,0.00091745+0.000246i,0.0018689+0.00050122i,0.0024004+0.00061853i,0.0010595-2.2693e-05i,-0.00081295-6.5297e-05i,-0.00093376+0.00086789i,-0.00062085+0.0009734i,0.00035832+0.00051621i,0.00085453+0.00090532i,0.0002759+0.001704i,9.5896e-05+0.001075i,0.00018676-5.5749e-05i,0.0001993-0.00063796i,0.00022267-0.00051959i,-9.1155e-05-0.00032018i,-0.00015366-0.00043208i,-2.6941e-05-0.00089386i,2.0035e-05-0.0012897i
-0.00044513+0.00096316i,-0.0019369+0.00040087i,-0.0022722+0.00051997i,-0.0012627+0.00081288i,0.00048558+0.00042181i,0.001157+0.00045176i,0.0012737+0.00075855i,0.0012567+0.0010276i,0.00025191+0.00087503i,-0.0005467+0.00073745i,-0.00066275-0.00034666i,-0.00090941-0.0013371i,-0.00092051-0.0005516i,-0.0001008-0.00017256i,0.00048694-0.0003825i,0.00048363+0.00058266i,0.00035259+0.00077323i,0.00067908-0.00041978i,0.00057078-0.00067175i,0.00038605+0.00034996i,0.00031379+0.0011134i,-0.00011687+0.00078197i,0.00039039+0.00065448i
-0.0012878-0.0010479i,-0.0021126-0.0013645i,-0.0018023-0.00068049i,-0.0015907+0.00041311i,-0.0013811+0.00079569i,5.364e-05-0.00024661i,0.00086745-0.0011407i,0.00068841-0.00086236i,0.00032691-0.00036431i,0.00020591-7.7805e-05i,0.00020937-0.00058367i,-9.7763e-05-0.00069611i,-0.00016946+0.00041385i,0.00016923+0.0014476i,4.2163e-05+0.0014805i,0.00013429+0.001072i,6.1758e-05+0.00044447i,0.00044017+1.081e-05i,0.00094347+0.00024017i,0.00064522+0.00038209i,0.00057224+6.3975e-05i,0.0003388+0.00023137i,-0.00030717+0.00048709i
-0.0010804-0.0035576i,-0.00072785-0.003282i,-0.00086892-0.0017423i,-0.0013475-0.00092916i,-0.00036538+0.00029105i,0.001117+0.0010146i,0.0016272+0.00054438i,0.00081917+0.00048318i,-3.104e-05-0.0003116i,-0.00036129-0.00057482i,-0.00071313-0.00043602i,-0.00051947+7.9957e-05i,-0.00027732+0.0010997i,-0.00010658+0.0010762i,0.00034267+0.00094147i,-1.4008e-05+0.00048505i,-0.00053159+7.3527e-05i,1.8105e-05-0.00013079i,0.0003087-0.00019479i,-0.00012137-0.00023583i,-0.00089798+0.00014842i,-0.00075673+0.00054596i,-0.00028664+0.00084655i
-0.0003646-0.001015i,-0.0011663+0.00036838i,-0.0013221+0.0015412i,-0.00050203+0.002138i,0.00023966+0.0013938i,0.00079244+5.8776e-05i,0.00090716-0.00066848i,0.00045658-0.0007845i,-3.8966e-05-0.00052674i,-0.00051157-0.00027472i,-0.00079656+0.00028604i,-0.00054292+0.00075466i,-0.00081418+0.00072075i,-0.00072321+0.00029615i,3.0077e-05+0.00019384i,0.00011418+0.00053274i,0.00045853-1.2364e-05i,0.00083801-0.00071641i,7.0046e-05-0.00061283i,-0.00027362-0.00021499i,-0.00078693-0.00014609i,-0.0009291-8.6449e-05i,0.00020257-4.7834e-06i
-0.0018437+0.00027235i,-0.0025412+0.00035276i,-0.0028921+0.0010779i,-0.0018419+0.0021432i,-0.00012111+0.0019265i,0.001444+0.0011463i,0.0018253+4.6892e-05i,0.0010106-0.00090891i,-0.00037235-0.00093121i,-0.0018037-1.973e-05i,-0.0019149+0.00029277i,-0.0006455+0.00039855i,0.00016686+0.00051325i,0.00054324+6.0198e-06i,0.0010881+0.00027698i,0.0013332+0.0005036i,0.0011883+0.0005452i,0.0011983+0.00092261i,0.00090403+0.00016269i,0.00025024-0.00092654i,-0.00056765-0.0010934i,-0.00046304-0.00011012i,-7.4981e-05+0.00032221i
-0.00057325-0.0019224i,-0.0012128-0.0016431i,-0.0016987-0.00043868i,-0.0010067+0.00088685i,0.00053534+0.0017378i,0.0014885+0.0021009i,0.0024927+0.00095764i,0.0025692-0.00022058i,0.0013514-0.0012025i,0.00038137-0.0007519i,-0.00035171+7.0938e-05i,-0.00077318+0.00043201i,-0.00063477+0.00073392i,-0.00050193+0.0011923i,-0.00062968+0.0006725i,-0.00052164-0.00010822i,-0.00099139+0.0002023i,-0.00064777+0.00021332i,0.00033946-0.00015064i,0.00052937-0.0004817i,0.00024721-0.00030247i,-0.00014186-0.00058091i,-0.00014822-0.00067909i
-0.00082823-0.00056327i,-0.00089539+0.0015005i,-0.00024085+0.0022962i,-2.0921e-05+0.0012406i,0.00080757+0.001074i,0.0015052+0.0013138i,0.0014116-2.871e-07i,0.00049215-6.3582e-05i,9.6162e-05-0.00017252i,0.00016622-0.00054845i,-0.00018071-0.00021231i,-0.0003223+0.00032558i,-0.00082521+9.4822e-05i,-0.00065198-0.00025654i,5.4681e-05+9.2795e-05i,0.00062596+0.000591i,0.00084942+0.0010604i,0.00022231+0.00018292i,-0.00044001-0.00098767i,0.00015653-0.00026504i,0.0008805+0.00033605i,0.00083087+0.00046906i,0.00015977+0.00096613i
-0.00025503+9.1139e-05i,-0.00014805-0.0010513i,-0.00062871-0.00051436i,-0.00039019-0.00033657i,-0.00019581-0.0012762i,-0.00048721-0.0013826i,-0.00032858-0.00025627i,0.00032313+3.0356e-05i,0.00099345+0.00034674i,0.00061466+0.0011184i,0.00041684+0.0012476i,0.00051459+0.0002301i,0.00065305-0.0001659i,-0.00021247-0.0002146i,5.3703e-07-0.00065082i,0.00034618-0.00020793i,-0.00040131-6.7751e-05i,-0.00065697-7.3943e-05i,0.00033584-0.00046593i,0.0010271-0.00064133i,0.00043771+0.00035713i,-6.0575e-05+0.00096021i,0.00047173+0.00061386i
-0.0043589-0.0009133i,-0.0053021-4.4495e-05i,-0.004588+0.0011333i,-0.0023493+0.0018679i,0.00015011+0.0015416i,0.0012839+0.00077168i,0.00094863-0.00050912i,-6.2714e-05-0.0011165i,-0.00079902-0.00090461i,-0.00126-0.00041257i,-0.00096034+0.00023686i,0.00017443+0.0010681i,0.00025355+0.0012258i,-0.000624+0.00073767i,-0.00071059+0.00020877i,-0.00022441+0.0001329i,-7.4863e-05+0.00048923i,0.00019101+0.00017398i,0.00048184-0.0001672i,0.00029838+0.00041192i,-0.00044911+0.00069335i,-0.00020163-1.3513e-05i,0.00047122-7.9948e-05i
-0.00028058-0.00053831i,-0.00099382-0.0014855i,-0.00083479-0.0011747i,0.00014203-0.00094083i,0.0003018-0.00069489i,6.8662e-05-0.00050749i,0.00085317-0.00075814i,0.0013206-0.0010073i,0.00058255-0.0012801i,-0.00013768-0.00055207i,-0.00059062+3.0016e-05i,-0.00074656+0.0001612i,5.3701e-05+0.00084115i,0.0003541+0.0011618i,-3.5316e-05+0.00034294i,0.00014325-0.00038765i,4.9107e-05-0.00023702i,-0.0006994-0.00085603i,-0.00064443-0.000528i,-4.2118e-05+0.00054598i,0.00017211+0.00046107i,-0.00010604+0.00076209i,-0.00014863+0.00089396i
-0.0021835-0.0020328i,-0.0025729-0.0025353i,-0.0018079-0.00081255i,7.2448e-05+0.0015553i,0.00061257+0.0013186i,0.0006777+0.00098161i,0.00077576+0.0010333i,0.00042917-5.1007e-06i,-0.00020606-0.00047978i,-0.00039303+0.00022139i,-0.00086057+0.00058342i,-0.0010137+0.00030869i,-3.2515e-05-0.00018874i,0.000548-0.00063951i,0.00047854-0.00033297i,0.00067889+0.00046023i,0.00038235+0.0015495i,-0.00019457+0.0011356i,-0.00014149+9.9451e-05i,0.00032271-0.00058878i,0.00067235-0.00090145i,0.00037593-0.00036106i,-0.00064486-9.0093e-05i
0.00010983-0.00099621i,0.00043194-0.00088857i,0.00053127+9.2019e-05i,0.00039283+0.00073982i,-0.00012773+0.00069689i,1.9659e-05+0.00059256i,0.00061751+0.0010001i,0.0010466+0.0007564i,0.0012701-0.00040933i,0.00091754-0.00099385i,-3.1279e-05-0.00047644i,-0.00059474+0.00013041i,-0.00067626+0.00073067i,-0.0011396+0.0011171i,-0.0016163+0.00096696i,-0.0017227+0.00047056i,-0.0015911+0.00032416i,-0.00072385+0.00046808i,-0.00017515-0.00047597i,0.00059473-0.00047944i,0.0011822+0.0011276i,0.00079089+0.0014749i,0.00039723+0.00054424i
-0.001723+0.00018139i,-0.0016372+0.00014138i,-0.0017138+0.0010476i,-0.0013561+0.0018312i,-0.00037249+0.0017169i,0.00055936+0.00090028i,0.00098178+0.00045922i,0.00048478-5.0107e-05i,-0.00049004-4.4727e-06i,-0.00066775+0.00029409i,0.00021622-1.2014e-05i,0.00061513+0.00027072i,0.00024893+0.00030368i,-0.00056078-0.00031907i,-0.00049233-0.00067777i,-0.00032313+4.3175e-06i,-4.2125e-05+0.0006102i,-1.2249e-07+0.00080122i,-0.00029411+0.00062761i,-1.4258e-05+7.4544e-05i,7.8594e-05+0.00021684i,-0.0001613+0.00075954i,-0.00022897+0.0005306i
-0.0010139+0.00090454i,5.7347e-05+0.00011838i,0.0008639+0.0003512i,5.8494e-05+0.00049116i,-0.00059983-4.4635e-05i,-0.00019373-0.00032996i,0.00033286-0.00041379i,9.2847e-05-0.00058896i,-0.0004153-0.00103i,-0.00064974-0.00048063i,-0.00079835+0.00021038i,-0.00087953+0.00076334i,-0.0003336+0.00037063i,-0.00047203-0.00037724i,-0.00046571-0.00017734i,0.0001504+0.00038884i,-0.00012023+0.0003975i,-0.00065869-8.8619e-05i,-0.00085362-0.00056786i,-0.00092348-0.00018395i,-0.00092277+0.00012726i,-0.00077325+0.00024619i,-0.00078372-0.00038451i
-0.003682-0.00056323i,-0.0039243+0.00070586i,-0.0034387+0.0022125i,-0.0019926+0.0023629i,-0.00018737+0.0023904i,0.0011087+0.0015828i,0.0015663+0.00016303i,0.0013899-6.5455e-05i,0.00057463+5.0722e-05i,-0.0002447+0.00051854i,-0.00090194+0.00064248i,-0.001084+0.00049939i,-0.00038752+0.000207i,5.1919e-05-0.00052861i,-0.00017481-0.00040376i,-0.00041276-0.00026772i,-0.00047709-6.1551e-05i,0.00017763+0.0002137i,0.0003345+0.00016091i,0.00021755-0.00020978i,0.00071912-0.00035386i,0.00030279-0.00067784i,6.2981e-05-0.00059562i
-0.00090746-0.001829i,-0.0010918-0.0018239i,-0.0011865-0.0015111i,-0.0013603-0.00040024i,-0.00099108+0.00034526i,0.00081589+0.00032295i,0.0025547+4.2099e-05i,0.0014724-0.00079444i,-0.00012791-0.0010052i,-0.00027253-0.0011441i,-0.0003982-0.00075344i,-0.00025015-0.00022176i,0.00019651-5.8921e-05i,-6.4268e-05+0.00039909i,9.4882e-05+0.00022239i,-0.00030246+0.00070719i,-0.00065604+0.00054357i,-0.00024611+0.0005141i,-6.0554e-05+0.00092151i,-0.00028946-0.00011486i,-0.00050322-0.00063823i,-0.00027661-2.3938e-05i,-0.00021921+0.00032684i
-0.0016613-0.0014549i,-0.0023617-0.0016551i,-0.0020829-0.00058216i,-0.00071489+0.0007481i,6.3635e-05+0.0013026i,0.00067108+0.0015075i,0.0014097+0.00078113i,0.0010827-8.0828e-05i,0.00031027-0.00029078i,0.00050534-0.00073988i,0.00063448-0.00065209i,0.00010539-7.6102e-05i,-0.00022573+3.7584e-06i,-4.0399e-05-0.00038735i,0.00021091-0.00070216i,-0.0001455-0.00017848i,-0.00085444+0.00036751i,-0.00052673+0.00016923i,0.00074275-0.00046474i,0.0014707-0.0001038i,0.00054092+0.00016653i,-0.0010341-0.00031114i,-0.0015459+7.4336e-05i
0.0004786-0.001963i,-0.00032104-0.0018934i,-0.00040267-0.00066933i,-0.00049219+0.00047147i,-0.00025184+0.0014546i,0.00057353+0.0013228i,0.0010134-3.2222e-06i,0.00053397-0.001386i,-0.00014479-0.001236i,-0.00033298+0.00032293i,-8.4043e-05+0.0011895i,-1.81e-05+0.00081211i,-0.0002137+0.00047527i,0.00013418+0.00015014i,0.00051884-1.8495e-05i,0.00029864+0.00038782i,-0.00013093+0.00031876i,-0.0001685-9.9594e-05i,1.2849e-05-0.00023614i,0.00012223-0.00028137i,0.00051227-0.00012939i,0.00026992+0.00029894i,-0.00019415+7.8745e-05i
-0.00030609+0.00057617i,-0.00010821+5.2117e-05i,-0.00083463+0.00074303i,-0.00027657+0.0015621i,2.1609e-05+0.0017039i,0.00026954+0.00037469i,0.00069292-7.3508e-05i,0.00044095+0.00039484i,0.00047172-5.5585e-05i,0.00074134-0.00021849i,0.0011379-0.00022494i,0.0012712-0.00020626i,0.0005203-0.00024774i,-0.0001322-0.0003796i,-9.3818e-05-0.00030357i,-0.00023992-1.1481e-05i,-0.0004151+0.00044988i,-0.00012453+0.00097125i,-0.00022212+0.00060353i,-0.00066877+0.00018189i,-0.00086267+0.00065852i,-0.00045744+0.001019i,0.00019912-0.00028599i
-0.0023787-0.0014108i,-0.0029043+0.00046583i,-0.0032138+0.0015398i,-0.0021764+0.0020343i,-0.0012448+0.0015189i,0.00063421+0.0007242i,0.0022666-0.00027256i,0.00088364-0.00092044i,-0.00047981-0.00038767i,-0.00078181-1.0406e-05i,-0.0010406-2.702e-05i,-0.00031787+8.622e-05i,-5.1416e-05+0.00011037i,-0.00014429+7.4062e-05i,0.00054528-0.00012106i,0.00042174-0.00028183i,0.00028056+0.00021048i,-0.00016087+0.0005212i,-0.00020832-3.8071e-05i,1.8691e-05+3.3856e-05i,-0.00068403+0.00013624i,-0.00090962-0.00040616i,-0.00040806-0.00050117i
