0.00033851+0.0011932i,0.00044851+0.00013092i,-0.00060915-0.00065043i,-0.0010337-0.00066675i,-0.0016744+0.0006868i,-0.0019798+0.0023222i,-0.0017347+0.0037099i,-0.00069096+0.0036687i,0.0014823+0.0016839i,0.0020347+0.00031141i,0.0018442-0.00025209i,0.0015855-0.0011835i,0.00099691-0.0013277i,0.00019631-0.0011222i,-0.00055582-0.00086174i,-0.00041332+0.00022716i,-3.3802e-05+0.00079406i,0.0002893+0.00055695i,0.0004053+0.00039582i,0.00042239+0.00020894i,0.00052073-0.00016251i,5.8748e-05-5.8043e-05i,-0.0007233+0.00010856i
0.19326-0.0061378i,0.34515-0.013306i,0.34704-0.041209i,0.15365-0.051953i,-0.024309+0.0090635i,-0.04505+0.072828i,0.0027036+0.05431i,0.013913+0.0026492i,-0.0019481-0.017031i,-0.0058228-0.0076665i,0.0088519+0.0050385i,0.023079+0.0093607i,0.02229+0.0068965i,0.010908-0.00061654i,0.0015903-0.009994i,-0.0026208-0.018858i,-0.011053-0.025855i,-0.02437-0.024882i,-0.028793-0.014528i,-0.01784-0.0040718i,-0.0060575+0.00027905i,-0.0019597+0.0043611i,0.0019536+0.0068434i
0.011424+0.16835i,0.023022+0.30936i,0.069612+0.32359i,0.1168+0.16258i,0.081696-0.0046629i,-0.0051793-0.032131i,-0.032521+0.020509i,-0.0036512+0.042064i,0.014686+0.025413i,0.0080119+0.013518i,-0.0025221+0.018103i,-0.0074004+0.028222i,-0.004329+0.030653i,0.0037335+0.020435i,0.00862+0.0090855i,0.012398+0.0025252i,0.022368-0.0086866i,0.028599-0.022892i,0.018966-0.026376i,0.0029079-0.016758i,-0.0055065-0.006387i,-0.010671-0.0018853i,-0.015112+0.003002i
-0.16713-0.017754i,-0.2932-0.0074277i,-0.30312+0.060183i,-0.14987+0.14045i,0.017827+0.13138i,0.061842+0.05612i,0.023356+0.013222i,-0.0017566+0.016235i,0.0053526+0.022644i,0.010451+0.013833i,0.00015459+0.0049426i,-0.012938+0.0017772i,-0.017206-0.00033861i,-0.012193-0.00029896i,-0.0059532+0.001982i,-0.00037107+0.011703i,0.011172+0.028959i,0.024549+0.037917i,0.026463+0.029019i,0.015368+0.012825i,0.0041701+0.0017573i,0.00022769-0.0051241i,-0.0025726-0.011567i
0.0043486-0.14549i,-0.0085654-0.25843i,-0.075583-0.28411i,-0.15588-0.18046i,-0.15077-0.047094i,-0.075171+0.0093023i,-0.017561-0.0049268i,-0.0086001-0.026958i,-0.017109-0.019708i,-0.012106-0.0043292i,-0.0035916-0.0079663i,-0.00087855-0.023029i,0.00090142-0.02774i,0.0011518-0.017795i,-0.0010832-0.0084387i,-0.013553-0.006279i,-0.035113-0.00029676i,-0.048099+0.0095363i,-0.039472+0.012914i,-0.019504+0.0092584i,-0.0051249+0.0042142i,0.0029589+0.0025335i,0.010178-8.2122e-05i
0.11744+0.023269i,0.21942+0.017817i,0.25041-0.045128i,0.18453-0.11809i,0.097558-0.1193i,0.042996-0.075857i,0.017949-0.037454i,0.010927-0.018281i,0.0007201-0.012111i,-0.0094899-0.0032545i,-0.0025001-0.00016688i,0.00878-0.0037259i,0.013023-0.003207i,0.011174-0.0033056i,0.0075843-0.0063437i,0.0069674-0.017191i,0.0024476-0.032765i,-0.0056856-0.040531i,-0.0098382-0.0338i,-0.0070683-0.016982i,-0.0012504-0.0032739i,0.0012644+0.002557i,0.0033645+0.0073273i
-0.013182+0.11496i,-0.0045652+0.20741i,0.052233+0.24503i,0.10302+0.21333i,0.093274+0.16276i,0.062883+0.10264i,0.032695+0.046182i,0.010653+0.027748i,0.0066293+0.020685i,0.0030783+0.0066073i,0.0025102+0.0068158i,0.0086951+0.015845i,0.0099164+0.017946i,0.006209+0.0099497i,0.0012868+0.0020432i,0.0064196+0.0036635i,0.023314+0.0051866i,0.038776+0.0029326i,0.03973+0.00063395i,0.02515-0.0021651i,0.0091838-0.0022615i,7.9383e-05-0.0010359i,-0.0066218+0.00064116i
-0.093393-0.022608i,-0.17872-0.012614i,-0.21147+0.032087i,-0.19409+0.054072i,-0.17598+0.034487i,-0.12823+0.02966i,-0.054125+0.023373i,-0.022011-0.00033709i,-0.018508-0.0055616i,-0.0072677-0.0019074i,-0.0049489+0.0018184i,-0.0088962+0.011983i,-0.007385+0.016238i,-0.0015116+0.01192i,0.0033072+0.0049943i,0.0020603+0.0068816i,0.00018+0.019198i,-0.0020904+0.028523i,-0.0038638+0.024834i,-0.0032893+0.010828i,-0.0039547-0.00082207i,-0.00423-0.0062096i,-0.0031442-0.010843i
0.010267-0.088635i,-0.0058142-0.15846i,-0.039293-0.17699i,-0.025623-0.15861i,0.024138-0.15662i,0.028649-0.12978i,0.013749-0.069524i,0.012592-0.046488i,-0.0033101-0.04241i,-0.01473-0.020776i,-0.014158-0.012305i,-0.021547-0.014306i,-0.024039-0.0074295i,-0.013588+0.0032112i,-0.0030889+0.0086803i,-0.0039905+0.0039413i,-0.018623-0.0049856i,-0.035359-0.012141i,-0.038937-0.013407i,-0.026556-0.0066296i,-0.0095545-0.0017007i,0.0011683-0.00060052i,0.0064434+0.0024251i
0.069021+0.009817i,0.12374-0.011648i,0.12309-0.034458i,0.087884+0.014827i,0.09473+0.095157i,0.10943+0.090097i,0.0769+0.03676i,0.046226+0.010692i,0.03014-0.0080747i,0.006815-0.017698i,-0.00068112-0.016198i,0.00043892-0.022627i,-0.0057048-0.02405i,-0.012201-0.015322i,-0.015341-0.0069124i,-0.0097767-0.0050739i,0.0010596-0.011673i,0.0099906-0.015819i,0.014248-0.010126i,0.011136-0.0002329i,0.0077045+0.0059884i,0.0064718+0.0067462i,0.0022696+0.0060013i
-0.010733+0.069199i,0.012684+0.11149i,0.035997+0.087401i,-0.029238+0.021979i,-0.13238+0.019063i,-0.12194+0.059148i,-0.039127+0.053128i,0.0044137+0.029801i,0.023084+0.01979i,0.027956+0.0031217i,0.019722-0.0044739i,0.02288-0.003i,0.024978-0.0085612i,0.015061-0.015465i,0.0039803-0.018446i,0.0012376-0.012905i,0.010205-0.00021559i,0.021416+0.011321i,0.024576+0.015355i,0.017715+0.0094606i,0.0070708+0.0034502i,0.0029253+0.0019961i,0.0035069-0.0012544i
-0.05576-0.0068762i,-0.08695+0.021022i,-0.044237+0.043302i,0.047665-0.030573i,0.063776-0.14787i,0.0050913-0.14184i,-0.0090657-0.055445i,0.0066683-0.018251i,0.0045009-0.0068395i,0.0084077+0.0054173i,0.010838+0.0074175i,0.0052475+0.015168i,0.0057597+0.022478i,0.010759+0.018466i,0.014701+0.010292i,0.012846+0.0041797i,0.0049598+0.0028454i,-0.0051432-0.00059445i,-0.012193-0.0062664i,-0.011114-0.0070734i,-0.007382-0.0051715i,-0.0057091-0.0021969i,-0.0027902+0.0015646i
-1.5208e-05-0.053749i,-0.033422-0.080546i,-0.074106-0.023137i,-0.019451+0.098988i,0.10416+0.14262i,0.12895+0.080598i,0.068439+0.038072i,0.037351+0.02308i,0.017519-0.00032829i,-0.005487-0.0028684i,-0.010237+0.0018098i,-0.017631-0.0026278i,-0.025028-0.00071601i,-0.01953+0.0060083i,-0.01038+0.012115i,-0.0054415+0.013019i,-0.0088995+0.0052447i,-0.014819-0.0060341i,-0.017239-0.012172i,-0.014478-0.0096275i,-0.0067662-0.0047336i,-0.0022623-0.002185i,-0.0045869+0.0016662i
0.052601-0.0046422i,0.077868-0.048728i,0.014728-0.11485i,-0.13347-0.095001i,-0.20645+0.023759i,-0.13903+0.090838i,-0.062309+0.074082i,-0.023892+0.057254i,0.0054351+0.036677i,0.0064526+0.0059306i,-0.0043053-0.0067742i,-0.0018619-0.015605i,0.00021241-0.023551i,-0.0036275-0.020805i,-0.0089341-0.014198i,-0.010563-0.0074329i,-0.0050662-0.0010767i,0.0034647+0.0070506i,0.0077748+0.014253i,0.0057278+0.012395i,0.0029922+0.0070073i,0.0042638+0.0030575i,0.0048696-0.0041087i
0.0021331+0.049441i,0.056239+0.075122i,0.15245+0.011069i,0.17764-0.15342i,0.077498-0.24877i,-0.018308-0.18308i,-0.035539-0.083987i,-0.031115-0.023381i,-0.014469+0.014855i,0.010301+0.013835i,0.014845-0.0025135i,0.017855-0.0016772i,0.024404+0.0020838i,0.021625-0.0006551i,0.015951-0.0066222i,0.010796-0.0092161i,0.008041-0.0046915i,0.0070755+0.0018935i,0.0060869+0.0056884i,0.004001+0.0050679i,-0.00059452+0.0027769i,-0.00077549+0.0029447i,0.0072113+0.0017795i
-0.048421+0.0098925i,-0.077099+0.06918i,-0.019579+0.18281i,0.14489+0.24084i,0.25624+0.15995i,0.20572+0.041428i,0.10674-0.010786i,0.043976-0.026029i,0.0025284-0.021757i,-0.0046089+0.0010922i,0.0077542+0.010209i,0.0049341+0.012758i,-0.0034676+0.020502i,-0.00499+0.021775i,-0.00023954+0.017018i,0.0036993+0.01029i,0.002129+0.0023487i,-0.00082918-0.0073872i,-0.0027234-0.014502i,-0.0022573-0.011856i,-0.0019852-0.0057204i,-0.0052024-0.001153i,-0.0082869+0.0073193i
-0.008428-0.044182i,-0.068092-0.081716i,-0.19343-0.048296i,-0.28522+0.092623i,-0.23182+0.20724i,-0.10384+0.18587i,-0.025478+0.1114i,0.0040325+0.056174i,0.0065421+0.013728i,-0.010492+0.0015076i,-0.015176+0.0094233i,-0.013715+0.0052421i,-0.018202-0.0027725i,-0.018768-0.0047931i,-0.016848-0.0016728i,-0.014347+0.0030044i,-0.011418+0.0031229i,-0.0085134+0.0010412i,-0.0053291-0.0015529i,-0.002449-0.0034122i,0.00099333-0.0040249i,0.0019362-0.0062418i,-0.004989-0.0085755i
0.045738-0.0094744i,0.094924-0.065038i,0.098602-0.19313i,0.0008643-0.31019i,-0.10988-0.28348i,-0.12693-0.15239i,-0.095222-0.051962i,-0.065706+5.2825e-06i,-0.029892+0.019409i,-0.0113+0.0048208i,-0.01527-0.0076949i,-0.010956-0.0076963i,0.00055353-0.011051i,0.0057627-0.013273i,0.0032561-0.01193i,-0.00065809-0.0083746i,-0.0012006-0.0022814i,-0.0014604+0.0046119i,-0.0022015+0.0089682i,-0.0021804+0.0066361i,3.229e-05+0.0022901i,0.0059538-0.00075944i,0.011753-0.0071308i
0.0013026+0.044961i,0.050855+0.10901i,0.18244+0.1505i,0.32062+0.098712i,0.3217-0.0019474i,0.20328-0.059646i,0.093616-0.074997i,0.025179-0.067665i,-0.0054992-0.033837i,0.0031623-0.010181i,0.01246-0.012227i,0.0077606-0.0099542i,0.0056493-0.00010649i,0.0068686+0.0049743i,0.0068402+0.0036562i,0.0060384-0.00046676i,0.0042278-0.0027169i,0.0023769-0.0033943i,0.00094405-0.0032569i,-0.0013505-0.0017065i,-0.0042874+2.2565e-05i,-0.0042386+0.0040387i,0.0031399+0.009328i
-0.052011+0.0028003i,-0.1285+0.043615i,-0.20109+0.16051i,-0.18984+0.2987i,-0.097694+0.32058i,0.0022109+0.21809i,0.066273+0.10391i,0.077165+0.023351i,0.042256-0.013664i,0.013329-0.0032198i,0.012206+0.0096427i,0.010318+0.0046514i,0.00028644+0.000382i,-0.0072263+0.00082402i,-0.0089978+0.00046788i,-0.0058915-0.001538i,-0.0027196-0.0047775i,0.0016753-0.0075976i,0.0056899-0.0076207i,0.0060976-0.0049494i,0.0037013-0.001875i,-0.0014139+0.0006882i,-0.0074971+0.0059425i
0.00093837-0.048408i,-0.027361-0.12965i,-0.1184-0.22448i,-0.23792-0.25146i,-0.26929-0.17575i,-0.1929-0.052273i,-0.10092+0.04064i,-0.035279+0.065062i,-0.0058254+0.037338i,-0.013649+0.011237i,-0.019787+0.0089734i,-0.0080366+0.0085191i,0.0014849+3.4283e-05i,0.0022502-0.0076218i,0.00036977-0.0095225i,-0.0014735-0.0062815i,-0.0022747-0.0024432i,-0.0028838+0.00072533i,-0.002067+0.0022117i,0.0011127+0.0015214i,0.0041793+0.00051495i,0.0049205-0.0024232i,-0.00026296-0.0078425i
0.046706+0.0012948i,0.13246-0.0076682i,0.24402-0.060535i,0.29746-0.14529i,0.23681-0.18014i,0.10388-0.13877i,-0.0065113-0.081597i,-0.048457-0.035977i,-0.039009-0.0088683i,-0.018582-0.011702i,-0.013785-0.018687i,-0.012782-0.0078822i,-0.002874+0.0038322i,0.008297+0.0051791i,0.011598+0.0029933i,0.0082022+0.0017703i,0.0035027+0.0017877i,-0.001319+0.00093974i,-0.0047826-0.0011246i,-0.0046138-0.0037895i,-0.0021895-0.004354i,0.0016678-0.0022534i,0.0075753-0.0020961i
-0.009603+0.049861i,-0.018407+0.13621i,-0.0053184+0.25523i,0.040823+0.32471i,0.078352+0.27352i,0.083441+0.1378i,0.08015+0.018257i,0.061532-0.037633i,0.033113-0.038172i,0.02363-0.01784i,0.021495-0.011246i,0.006884-0.012408i,-0.0067193-0.0060874i,-0.0096431+0.0024673i,-0.0059635+0.0043969i,-0.0025664+0.0011405i,-0.00090697-0.002458i,0.0012012-0.0044144i,0.0013475-0.0037598i,0.00020804-0.00209i,-0.0018663-0.001094i,-0.0033645+0.0019763i,-0.0010667+0.0080092i
-0.047705-0.019376i,-0.13182-0.045388i,-0.25017-0.069781i,-0.32532-0.062244i,-0.28197-0.02395i,-0.14783+0.028219i,-0.021892+0.069174i,0.039826+0.06446i,0.040221+0.033416i,0.016914+0.020148i,0.007435+0.018825i,0.0085277+0.0079978i,0.0049284-0.0037022i,-0.001309-0.0075291i,-0.0030121-0.0068828i,-0.00061906-0.0052685i,0.0019297-0.0041919i,0.0048413-0.0016222i,0.0057974+0.002361i,0.0045924+0.0055355i,0.003944+0.0053241i,0.0019837+0.0027281i,-0.0027319+0.0016488i
0.01742-0.039192i,0.059952-0.11466i,0.12098-0.21913i,0.15157-0.28894i,0.11798-0.25239i,0.033397-0.13429i,-0.045239-0.02265i,-0.064955+0.033344i,-0.043202+0.032628i,-0.027495+0.0082976i,-0.022356-0.0028183i,-0.011316+0.00083077i,0.0016386+0.0039092i,0.0073145+0.0015989i,0.0059928-0.0002808i,0.0036211+0.0016444i,0.0010265+0.004057i,-0.001509+0.0038513i,-0.0024852+0.001922i,-0.0014561+0.0012152i,0.001165+0.00085362i,0.0023884-0.0012375i,0.00067438-0.0059555i
0.036253+0.020268i,0.096818+0.076638i,0.17839+0.16296i,0.22637+0.21705i,0.19121+0.18286i,0.10209+0.076936i,0.022435-0.022178i,-0.019793-0.05596i,-0.023727-0.040688i,-0.0075604-0.025682i,0.00083693-0.021768i,-0.0048389-0.012934i,-0.0083137-0.00029763i,-0.0037889+0.0064259i,0.00018022+0.006394i,9.151e-05+0.0047765i,-0.0011339+0.0021802i,-0.0017323-0.0021259i,-0.001964-0.0059684i,-0.0021947-0.0073578i,-0.0019445-0.0057503i,-0.00059368-0.0022562i,0.0029872+0.00025624i
-0.029131+0.02789i,-0.096978+0.075832i,-0.19999+0.12833i,-0.26588+0.14737i,-0.22574+0.11605i,-0.09826+0.064631i,0.019702+0.024029i,0.062103-0.0033457i,0.04867-0.0095294i,0.030074+0.0012442i,0.021786+0.0059077i,0.011104-0.0022566i,-0.0020006-0.0085957i,-0.0075635-0.0077086i,-0.0054055-0.0049213i,-0.0023027-0.0034391i,0.00015347-0.002266i,0.002648-6.9111e-05i,0.0034651+0.0013102i,0.0019508+0.0010675i,4.2862e-05+0.0014484i,-0.00042883+0.0030101i,0.00057009+0.0050263i
-0.027512-0.033444i,-0.060828-0.10654i,-0.081508-0.21697i,-0.066678-0.28677i,-0.033259-0.24001i,-0.014666-0.10375i,-0.010822+0.014872i,-0.0043891+0.055575i,-0.0020269+0.042596i,-0.0071498+0.023761i,-0.007716+0.015427i,0.00057968+0.0064733i,0.0084387-0.003676i,0.0091686-0.0065865i,0.005639-0.0039331i,0.0019303-0.0014393i,0.0003981+0.00050185i,-0.00046486+0.003062i,-0.0013066+0.0055453i,-0.00069254+0.0056026i,-2.764e-05+0.0037436i,-1.3968e-05+0.0020501i,-0.0015004+0.0005212i
0.027033-0.022402i,0.10032-0.039875i,0.21218-0.027397i,0.28221+0.018355i,0.23401+0.049565i,0.10232+0.033912i,-0.01268-0.00059957i,-0.056619-0.015028i,-0.046966-0.015294i,-0.024196-0.016674i,-0.012041-0.015592i,-0.0049402-0.0061376i,0.0047758+0.0047983i,0.0090771+0.0083343i,0.0049877+0.0061315i,0.00044108+0.0039318i,-0.0018913+0.0021747i,-0.0033117-0.0011335i,-0.0034177-0.0042979i,-0.0017071-0.0037058i,-0.0002767-0.002306i,0.0001639-0.0027026i,-0.00019017-0.0037951i
0.014605+0.031142i,0.018297+0.10059i,-0.016513+0.20272i,-0.081944+0.25769i,-0.10746+0.2012i,-0.062645+0.081395i,-0.002384-0.01449i,0.021667-0.049729i,0.020673-0.039392i,0.01884-0.018713i,0.016028-0.0091275i,0.0068813-0.0028534i,-0.0025816+0.0058111i,-0.0070439+0.0077472i,-0.0063769+0.0023157i,-0.0038048-0.0019033i,-0.0015551-0.0025172i,0.0011539-0.0023632i,0.0024558-0.0027843i,0.0017569-0.0032915i,0.0005337-0.0022552i,-0.00019824-0.00068452i,0.0012601-8.1787e-05i
-0.033798+0.0095707i,-0.096428-0.00027872i,-0.18292-0.058317i,-0.21801-0.13887i,-0.15485-0.15383i,-0.050891-0.084056i,0.0229-0.0072272i,0.045597+0.022927i,0.033174+0.022726i,0.014578+0.01966i,0.0060121+0.016735i,0.0033842+0.0079513i,-0.0013979-0.0019733i,-0.0036302-0.0065322i,-3.5985e-05-0.0065328i,0.0025154-0.0040181i,0.0017612-0.00024031i,0.00054658+0.0025254i,0.00063989+0.0040466i,0.00043082+0.0034798i,-0.00073576+0.0025015i,-0.0012337+0.0025657i,-7.2506e-05+0.0032486i
-0.010148-0.026524i,0.01138-0.080963i,0.085463-0.14878i,0.17433-0.16371i,0.1809-0.098767i,0.097156-0.01979i,0.011442+0.022661i,-0.02428+0.028557i,-0.025645+0.015836i,-0.019451+0.0044174i,-0.013257-0.00022963i,-0.0066551-0.0031241i,0.00016034-0.0065731i,0.005545-0.0069933i,0.0056005-0.003078i,0.001766-0.00024178i,-0.001228+0.00016511i,-0.0022805+0.00030037i,-0.0032569+0.00067756i,-0.0022+0.00061303i,0.00043572-0.0001566i,0.0011049-0.00089171i,-0.00095818-0.0012143i
0.02207-0.0041048i,0.067777+0.02629i,0.11744+0.1067i,0.1119+0.19104i,0.047564+0.18657i,-0.0052036+0.096357i,-0.019226+0.0086212i,-0.015779-0.031267i,-0.0073411-0.032367i,0.0004868-0.020293i,0.0040703-0.012944i,0.0046183-0.0080483i,0.0058652+0.00015307i,0.0065139+0.0059858i,0.0032028+0.0047381i,0.00022849+0.00081361i,0.00092156-0.000244i,0.0018172-0.0012253i,0.0012513-0.0034453i,-5.9467e-05-0.004041i,-0.00049222-0.0031482i,0.00041783-0.0022548i,0.00088308-0.0015075i
-0.0043328+0.017057i,-0.039242+0.054511i,-0.11732+0.084593i,-0.18872+0.058842i,-0.16943-0.0035598i,-0.075135-0.030834i,0.0080448-0.020401i,0.04154-0.0094069i,0.035516-0.0015586i,0.018512+0.0056372i,0.0097039+0.0093146i,0.0051947+0.0099483i,-0.0019547+0.011137i,-0.005733+0.010253i,-0.0030529+0.0050205i,-5.8178e-05+0.00075095i,0.0010066+0.00083059i,0.0023514+0.0023736i,0.0036675+0.0026926i,0.0026324+0.0020086i,-0.00051624+0.0016018i,-0.0018186+0.0020229i,0.00042402+0.0024477i
-0.016009-0.0050664i,-0.04518-0.04186i,-0.053012-0.11641i,-0.0070325-0.17716i,0.049644-0.14959i,0.055647-0.05843i,0.030155+0.014071i,0.012804+0.036228i,0.0020854+0.026975i,-0.0072223+0.013586i,-0.011051+0.0083426i,-0.011312+0.0052444i,-0.012133-0.00089481i,-0.010871-0.0039835i,-0.0067301-0.0024983i,-0.0030761-0.00042341i,-0.0017664+0.00015893i,-0.0027153+0.00075768i,-0.003344+0.0024022i,-0.0013763+0.0031363i,0.00069329+0.0015441i,0.00052809+0.00061886i,-0.00051021+0.00089148i
0.0061299-0.014525i,0.040728-0.033979i,0.10962-0.025345i,0.15892+0.031983i,0.12492+0.080971i,0.045619+0.068152i,-0.0083258+0.029073i,-0.020672+0.004262i,-0.012676-0.0076234i,-0.0053611-0.013266i,-0.0050341-0.014191i,-0.0048733-0.014832i,0.00011495-0.016135i,0.0029426-0.013116i,0.0010738-0.0082326i,-0.0013608-0.0045085i,-0.0023908-0.0030515i,-0.0032995-0.0040564i,-0.0042714-0.004566i,-0.0020293-0.0028574i,0.0011716-0.0011204i,0.0020435-0.00095699i,0.0010945-0.0015222i
0.010894+0.0080371i,0.021759+0.04098i,0.0042962+0.10173i,-0.054051+0.13864i,-0.090575+0.098161i,-0.063963+0.029622i,-0.01783-0.0080632i,0.0099009-0.013379i,0.018366-0.0066287i,0.016448-0.0035021i,0.013267-0.0045724i,0.012779-0.0031972i,0.012863+0.0012329i,0.010385+0.0036188i,0.0063574+0.0017326i,0.0026077-0.00070424i,0.0011137-0.001588i,0.0021489-0.0014852i,0.0021744-0.0017155i,-0.00019509-0.0024986i,-0.0020455-0.0017872i,-0.0018269-0.00024904i,2.648e-05+0.00027697i
-0.0095593+0.0074246i,-0.03758+0.013729i,-0.086439-0.010118i,-0.1069-0.065408i,-0.061313-0.088577i,-0.004926-0.05205i,0.018797-0.0048956i,0.018747+0.020806i,0.010422+0.025349i,0.0039899+0.0192i,0.00073986+0.014537i,-0.0017586+0.013989i,-0.0041329+0.013633i,-0.0052006+0.011669i,-0.0031799+0.007863i,-0.0005989+0.0045794i,0.00092308+0.0037252i,0.0027706+0.0041177i,0.0035123+0.0044219i,0.001637+0.0042627i,-0.00043482+0.0034361i,-0.0012471+0.0024747i,-0.00010153+0.0025068i
-0.0078845-0.0075921i,-0.0083394-0.031798i,0.019531-0.069447i,0.069792-0.076044i,0.084723-0.029458i,0.047579+0.013256i,0.0066734+0.023351i,-0.01401+0.018039i,-0.017706+0.0096182i,-0.014555+0.0032105i,-0.013536-0.0015827i,-0.014863-0.0041926i,-0.015304-0.0061041i,-0.013706-0.0075072i,-0.010281-0.0061209i,-0.0064551-0.0029995i,-0.0045638-0.0009768i,-0.0037197-0.00073463i,-0.003161-0.00083706i,-0.0018242-0.00011406i,0.00024058+0.00060512i,0.00092155+0.00044072i,0.00025532+0.00036893i
0.0064772-0.0065515i,0.026153-0.0022125i,0.052238+0.02732i,0.046205+0.071601i,0.002982+0.079488i,-0.021987+0.043317i,-0.017677+0.0077103i,-0.011638-0.0089421i,-0.0080609-0.011021i,-0.0028509-0.0098394i,0.0022578-0.013803i,0.0041496-0.017547i,0.0056436-0.017669i,0.0068581-0.016399i,0.004219-0.012963i,0.00075363-0.0084781i,-0.00042703-0.0059878i,-0.00084159-0.0058295i,-0.00079639-0.006271i,-0.00063781-0.0063283i,-0.00023857-0.0044414i,0.00034092-0.0015925i,1.152e-05-0.00052348i
0.0011869+0.0081i,-0.006833+0.025769i,-0.033149+0.04328i,-0.066766+0.027368i,-0.065682-0.0108i,-0.028556-0.023023i,0.001995-0.012135i,0.010021-0.0036669i,0.0065079+0.00074366i,0.0055381+0.0028723i,0.010658+0.0016245i,0.013971+0.00035784i,0.014932+0.0027804i,0.015294+0.0050974i,0.012673+0.0032977i,0.0073778-4.5089e-05i,0.004771-0.00078007i,0.0051185+1.7429e-05i,0.0032463+0.00015214i,-0.00040246-0.00082175i,-0.0033087-0.0010505i,-0.0041846-0.00030027i,-0.0022261+0.00094209i
-0.005395-0.0015159i,-0.02169-0.0092889i,-0.031767-0.03524i,-0.012273-0.065331i,0.01896-0.057018i,0.023183-0.017782i,0.009854+0.0077i,-0.0013094+0.0087483i,-0.0084762+0.0034912i,-0.0090089+0.0046017i,-0.0053749+0.0096729i,-0.0032962+0.012516i,-0.0044855+0.014371i,-0.0050992+0.015284i,-0.0033077+0.011624i,-0.0015055+0.0070954i,-0.00073287+0.0061224i,-0.00064519+0.0065242i,0.00053746+0.0058415i,0.0016927+0.0034694i,0.001679+0.0012723i,0.0012867+0.00064024i,0.00081333-0.00010942i
-0.0040179-0.0076408i,0.0027092-0.018658i,0.027396-0.02111i,0.052587+0.00047577i,0.041557+0.025521i,0.011363+0.024638i,-0.0040688+0.008303i,-0.0052818-0.0064385i,-0.0056102-0.012551i,-0.0078554-0.0088199i,-0.0092984-0.0037243i,-0.010332-0.0032003i,-0.010769-0.0055237i,-0.0093974-0.0066743i,-0.0066156-0.0055966i,-0.004642-0.0028226i,-0.0056642-0.0014395i,-0.0072164-0.0028258i,-0.0053644-0.0038755i,-0.0013866-0.0023467i,0.001862-0.00037662i,0.0025432-8.1388e-05i,0.0017601+0.00024743i
0.0063667+0.0011266i,0.013752+0.0077565i,0.015292+0.027606i,-0.0015822+0.043511i,-0.02046+0.027078i,-0.017205+0.0022064i,-0.002752-0.0053258i,0.0086033-0.0068419i,0.011098-0.009081i,0.0068582-0.010491i,0.0033459-0.011375i,0.0031621-0.011797i,0.0047469-0.011506i,0.0061873-0.0097452i,0.0045104-0.0075675i,0.0010328-0.0064718i,0.00052926-0.0067282i,0.0022671-0.0074895i,0.0026093-0.0062301i,0.0010715-0.0029795i,-0.00027213-0.0009798i,-0.00063901-0.00099855i,-0.0010518-0.00059451i
-0.00074104+0.0020108i,-0.0077468+0.0054086i,-0.023708+0.0048086i,-0.031616-0.0084012i,-0.013152-0.021062i,0.0057476-0.012424i,0.010068+0.0016875i,0.01033+0.0055472i,0.0099407+0.0025856i,0.0086689-0.00053391i,0.0083571-9.4004e-05i,0.0097143+0.0028369i,0.010069+0.0061335i,0.0096092+0.0086293i,0.0077838+0.0068679i,0.0051193+0.0031756i,0.0048608+0.0022413i,0.0059482+0.0033842i,0.0050725+0.0036638i,0.0021464+0.0023108i,-0.00077147+0.00055294i,-0.0017374+0.00020007i,-0.00098464+0.00060095i
-0.0042488-0.0016689i,-0.0075006-0.0074178i,-0.0040742-0.019463i,0.011094-0.021867i,0.022584-0.0047373i,0.014463+0.008942i,0.003436+0.0090898i,0.0013443+0.0056141i,0.0023717+0.0028862i,0.002173+0.0031268i,0.00013743+0.0061133i,-0.0032655+0.0092551i,-0.0057794+0.010608i,-0.0067653+0.010128i,-0.0049304+0.0084294i,-0.0018023+0.0063742i,-0.0018691+0.0047924i,-0.0030693+0.0035548i,-0.0019607+0.0028998i,0.00078667+0.0025092i,0.0022618+0.0018918i,0.002079+0.001107i,0.0023204+0.00050765i
-0.0019651-0.0026244i,0.0031505-0.0036137i,0.012617+0.00089338i,0.014033+0.014757i,0.0032238+0.023732i,-0.0035489+0.015527i,-0.0017562+0.0047172i,0.00098311+0.00065598i,0.0016422+0.0012322i,-0.0014605+0.0015611i,-0.006273-0.0011969i,-0.00918-0.0033219i,-0.0092759-0.0049414i,-0.0077157-0.0056625i,-0.0061327-0.0036541i,-0.0036407-0.0018104i,-0.0022992-0.0022157i,-0.003442-0.0040388i,-0.0033025-0.0038765i,-0.0017252-0.0011872i,0.00022025+0.0010141i,0.00083755+0.0012895i,-0.00048914+0.00084689i
-0.0020262+0.00087257i,-0.002468+0.0093358i,-0.004361+0.017241i,-0.012408+0.015337i,-0.014439+0.0055834i,-0.0035784+0.0012327i,0.0044187+0.0031967i,0.0036682+0.0043387i,0.0016854+0.0036252i,0.0013828-0.00077032i,0.001678-0.0075363i,0.00092523-0.010789i,0.0018782-0.0097967i,0.004154-0.0080586i,0.0033642-0.0059268i,0.00173-0.0032555i,0.003182-0.0012812i,0.0046992-0.00074408i,0.0025936-0.0010974i,-0.0014291-0.0014508i,-0.0042273-0.0018658i,-0.0036999-0.0014095i,-0.0019974-0.00041161i
