0.00051983+0.00018789i,0.00097698-0.00083564i,0.00015878-0.0010885i,-0.0010372-0.00095958i,-0.0018678+0.00013501i,-0.0025014+0.0012496i,-0.0029261+0.0018558i,-0.0024778+0.0014191i,-0.0011434+0.00070773i,0.00015329+9.5143e-05i,0.0013519-0.00072831i,0.00061469-0.00049117i,-0.00052876+0.00046841i,-0.00028655+0.00077613i,0.00024958-0.00013433i,0.00070007-0.00017317i,0.00089922+0.00095941i,-6.1926e-05+0.00082319i,-0.00078656-0.00027823i,-0.00031092-0.00033911i,-0.00010208-0.00011605i,-0.00019723-0.00028289i,-0.00046062+0.00015527i
0.0081347-0.0037077i,0.0088918-0.0081773i,0.0059261-0.0087734i,-0.00010273-0.0051361i,-0.0057349+0.0010784i,-0.0090903+0.007542i,-0.0076032+0.0098039i,-0.0037982+0.0079786i,-0.0017893+0.0057696i,-0.0014223+0.0067923i,-0.0013393+0.0093092i,-0.00052899+0.0095652i,0.00055182+0.0066904i,0.0008197+0.0032707i,0.00027309+0.000186i,0.00052221-0.002452i,0.0010715-0.005071i,-0.00019602-0.0065864i,-0.0028474-0.0051213i,-0.0027658+0.00067349i,-0.0011501+0.010184i,-0.00044768+0.015879i,-0.00020714+0.010852i
0.0034914+0.0037093i,0.0015368+0.0055008i,-0.0030759+0.0040579i,-0.0073617+8.9392e-05i,-0.010753-0.0023099i,-0.012637-0.0033274i,-0.012261-0.00070466i,-0.0091546+0.0033522i,-0.0060352+0.0036744i,-0.0061043+0.0014031i,-0.0074324-0.0011682i,-0.0078731-0.0036084i,-0.006428-0.0038212i,-0.0029908-0.0014386i,-0.00066809+0.0003263i,8.249e-06+0.00061605i,0.0011603+0.0013067i,0.0033082+0.0016325i,0.0041629+0.00023367i,0.00062764-0.0026072i,-0.0052724-0.0066373i,-0.0083676-0.0098774i,-0.006015-0.0077428i
-0.0039437-0.000125i,-0.0091305-0.0014986i,-0.0091007-0.0065378i,-0.0049526-0.011119i,-0.0018032-0.011121i,-0.0010059-0.0092206i,-0.0017289-0.0066996i,-0.0029261-0.0037685i,-0.0020564-0.0032574i,0.0014401-0.0059998i,0.0050737-0.0077509i,0.0064715-0.00666i,0.004749-0.0046215i,0.0017614-0.0027892i,0.00089005-0.0020625i,0.0012142-0.0011412i,0.00019288+0.00072583i,-0.001722+0.0032225i,-0.0027333+0.0045519i,0.00060844+0.002836i,0.0077133+0.0012352i,0.01115+0.0016333i,0.0068004+0.00081164i
-0.0036341-0.0052062i,-0.0032994-0.0094339i,0.001192-0.0077255i,0.0067119-0.0033007i,0.0096333-0.0022644i,0.0092258-0.0032546i,0.0069984-0.0036227i,0.0038906-0.0030058i,0.0022191-0.0015579i,0.0011524-0.00055567i,-0.0016779+0.0016296i,-0.002863+0.0059065i,-9.9664e-05+0.0078085i,0.0021573+0.004614i,0.0019744+0.0009953i,0.001775+0.00015746i,0.0015514-0.0012142i,0.0010514-0.0025223i,-0.0013066-0.0028365i,-0.0048176-0.00083018i,-0.0087896+0.0034777i,-0.011276+0.0055409i,-0.0078783+0.0037572i
0.0053115-0.0036168i,0.007527-0.0053343i,0.0072991-0.0024099i,0.0058078+0.0015017i,0.0063162+0.0034427i,0.006443+0.0047645i,0.0046754+0.0054895i,0.0026811+0.00504i,0.0016229+0.0047261i,0.00042031+0.0033383i,-0.00072682+8.4117e-05i,-0.0013968-0.0023943i,-0.001462-0.0010379i,-8.8861e-05+0.0017391i,0.00069865+0.002159i,-0.00017577+0.0009386i,-0.0011121+0.00091426i,0.00045586+0.0019511i,0.0028859+0.00016761i,0.0028392-0.004871i,0.0031107-0.0094168i,0.004602-0.011475i,0.0043342-0.0077318i
0.0040746-0.00038158i,0.0042988+0.00040122i,0.0016433+0.00086202i,-0.00086571+0.0032781i,-0.0017781+0.0075648i,-0.0023831+0.010476i,-0.0025853+0.011335i,-0.0018101+0.0099725i,-0.00032907+0.0080474i,0.0022142+0.0065855i,0.0046897+0.0055472i,0.0053256+0.003662i,0.0036799+0.0014851i,0.00086521+0.00070179i,-0.0010038+0.00045456i,-0.0013517+0.00048516i,-0.0013113-5.5507e-05i,-0.0014158-0.00050249i,-0.00034749+0.0016637i,0.0022161+0.0055116i,0.0047802+0.0089189i,0.0052981+0.010373i,0.0037375+0.0074149i
-0.00098456+0.0048635i,-0.0049512+0.0052493i,-0.0084128+0.0035015i,-0.0093667+0.0028737i,-0.01006+0.0023599i,-0.01071+0.0026858i,-0.010125+0.0047956i,-0.008563+0.00615i,-0.0061733+0.0042762i,-0.0047097+0.0012569i,-0.0048966-0.00074263i,-0.0056197-0.00061024i,-0.0045545+0.00083587i,-0.00129+0.0010471i,0.0010392-0.0001014i,0.0014007+0.00067137i,0.0023588+0.00094484i,0.0028994-0.00056761i,-0.00013351-0.0011416i,-0.0051534-0.0013245i,-0.0094569-0.0025926i,-0.010793-0.0035284i,-0.0084241-0.0018906i
-0.0047774-0.0043593i,-0.0097666-0.007789i,-0.010666-0.010501i,-0.0083485-0.0095157i,-0.0075447-0.0063659i,-0.0067866-0.0044088i,-0.0062514-0.0039291i,-0.0059774-0.0043188i,-0.0056203-0.0038221i,-0.0058443-0.0035122i,-0.0052534-0.0045546i,-0.0023725-0.0047466i,-4.1012e-05-0.0024656i,0.0010922+7.0417e-05i,0.0014301+0.00067704i,0.0004392+5.9899e-05i,-0.00018435-5.7358e-05i,0.00087885+0.00099771i,0.003013-0.00027677i,0.0056108-0.004132i,0.0078799-0.0060086i,0.0076096-0.0045246i,0.0043053-0.003053i
0.0012263-0.0058624i,0.0029244-0.010575i,0.0043654-0.010465i,0.0043457-0.0073185i,0.0039311-0.0048463i,0.0029512-0.0043843i,0.0017008-0.0046014i,0.0010854-0.0051232i,0.0012176-0.0046018i,0.0023774-0.002025i,0.0025097+0.00056341i,0.0019878+0.002578i,0.0012065+0.0024312i,0.00037638-0.00024408i,0.00033739-0.0010797i,-0.00095768-0.0008631i,-0.0025866-0.00019019i,-0.0039043+0.0014217i,-0.0032001+0.0040006i,-0.0025597+0.007235i,-0.0035844+0.0090396i,-0.0035563+0.0081i,-0.0020021+0.0053362i
0.0042488+0.0009932i,0.0052922+0.0015628i,0.0026901+0.0019509i,0.0012772+0.00087678i,0.0035862+5.6877e-05i,0.0046697+0.0015645i,0.004339+0.0032177i,0.004754+0.0033344i,0.006962+0.0035066i,0.0083255+0.0036245i,0.0055571+0.0024342i,0.001004+0.00038367i,-0.00092248-0.0006873i,0.00046067+0.00045554i,0.0021032+0.0018944i,0.0018787+0.0021723i,0.001396+0.00095951i,0.0003031-0.00063099i,-0.0019954-0.003065i,-0.003281-0.0067769i,-0.0033431-0.010071i,-0.0028721-0.009764i,-0.0018624-0.0063433i
0.0016249+0.0064676i,0.0005624+0.0061011i,0.00068255+0.0025729i,0.0025768+0.00097325i,0.0028039+0.0037019i,0.00064316+0.0060775i,-0.0011695+0.0080091i,-0.0020995+0.0096045i,-0.0021435+0.0080174i,-0.00050978+0.0038623i,0.00018411-0.00037363i,-6.9434e-05-0.0023401i,0.00092063-0.001054i,0.0012746+0.00083408i,0.00057412+0.0011821i,0.0010429+0.0017722i,0.0019252+0.0015755i,0.0036626+0.00068598i,0.0064179+0.00091448i,0.009019+0.0020248i,0.010591+0.0032173i,0.0097058+0.0027562i,0.0073712+0.0015632i
-0.0040517-0.0014678i,-0.0074436-0.0042101i,-0.0069796-0.004172i,-0.0049549-0.0018564i,-0.0045139+0.00058749i,-0.0051995+0.0032925i,-0.0069126+0.005172i,-0.0078692+0.0049903i,-0.0075162+0.0034101i,-0.006272+0.0010869i,-0.0043239+0.00018722i,-0.0027227+0.001396i,-0.001288+0.0023918i,0.0001837+0.001224i,0.00057655-7.4116e-05i,0.00026346-0.00032113i,-0.00056996-0.00089607i,-0.0017497-0.0010738i,-0.0045797+0.00097384i,-0.0082326+0.0040328i,-0.0098358+0.0047276i,-0.0086111+0.0043077i,-0.0057388+0.0046551i
0.0012934-0.0086949i,0.00098798-0.010463i,-0.0016611-0.0080122i,-0.0030693-0.0034933i,-0.0019981+0.00010662i,-0.0025963-0.00042854i,-0.0042969-0.0018682i,-0.0047506-0.0018931i,-0.0037782-0.0010295i,-0.0024053+0.0012914i,-0.0022588+0.0027986i,-0.0020297+0.0022325i,-0.0010362+0.0010891i,-0.00062158+0.0001103i,-0.00086422+0.00019139i,-0.00057161+8.7964e-05i,-0.00022101-0.00060068i,-0.00078333-0.0026081i,-0.0010396-0.0068325i,0.001172-0.01013i,0.0035714-0.010279i,0.0031926-0.0081584i,0.00080589-0.005572i
0.0038494-0.00014013i,0.0045324-0.0017334i,0.0023363-0.00052542i,0.00040051+0.0013995i,0.00066835+0.00038974i,0.0014232-0.0028113i,-0.00018743-0.0039899i,-0.0013637-0.0036384i,0.00026082-0.0031369i,0.0023849-0.0024577i,0.0040439-0.0019831i,0.003838-0.0021966i,0.0013765-0.0013153i,-0.00062783-0.0001671i,-0.00055944+9.0254e-05i,-0.00047751+0.00070812i,-0.001525+0.0011086i,-0.00062672+0.0024594i,0.0028733+0.0039973i,0.0050376+0.0060427i,0.0040641+0.0084599i,0.0019111+0.0076018i,0.001082+0.0040181i
-0.0024518+0.0036998i,-0.0043026+0.0043922i,-0.0049982+0.0022722i,-0.0036987-0.00038106i,-0.00076278-0.00013153i,0.0021995+0.00148i,0.003367+0.0020382i,0.0033917+0.0021407i,0.0033244+0.00089484i,0.0027859-0.0010658i,0.0017479-0.0013965i,0.00041757-0.00041472i,-0.00070601-0.00051617i,-0.00034204-0.001427i,0.00079806-0.0013218i,0.0014563-0.00086173i,0.0011173-0.00085542i,-0.00050441-0.00057094i,-0.0041084-0.00077953i,-0.0077962-0.0022107i,-0.0088894-0.003946i,-0.0069262-0.0042124i,-0.0043461-0.0036317i
-0.0024454-0.0010248i,-0.0040521-0.0036331i,-0.0027116-0.0057819i,3.6358e-05-0.0049613i,0.00039516+0.00018102i,-0.001492+0.0046286i,-0.0015934+0.0070542i,-0.0012114+0.0079599i,-0.0023797+0.0071026i,-0.0039053+0.0050842i,-0.0047792+0.0016823i,-0.0030352-0.00069572i,0.00088542-0.00098201i,0.0029137+0.00018735i,0.0022182+0.00065088i,0.00018521-4.2276e-05i,0.00014518-0.00064058i,0.0027221-0.0011467i,0.0049668-0.0032524i,0.0079938-0.0046241i,0.0098789-0.0025488i,0.0076678-0.00025887i,0.0046857+0.0006664i
0.0010553-0.0039717i,0.0004038-0.0068106i,-0.00016754-0.0039509i,-0.00016934-0.00080656i,-0.00038521-0.00012921i,-0.0019627+0.001109i,-0.0044825+0.0034057i,-0.0054507+0.004868i,-0.0049345+0.0051894i,-0.0025436+0.0042755i,0.00058415+0.0029271i,0.0026713+0.0023259i,0.0023236+0.0035035i,0.00066432+0.0037708i,-0.00030607+0.0018326i,-0.00059446+0.00026394i,-0.0005471-0.00010998i,0.00037738+0.0012687i,0.0010544+0.0043769i,-0.00077682+0.0076487i,-0.0037907+0.0091034i,-0.0049397+0.0073734i,-0.003876+0.003943i
0.0025706-0.0024136i,0.0031861-0.003866i,0.00038952-0.0036311i,-0.001227-0.00092437i,-0.0012587-0.00025632i,-0.003527-0.0019848i,-0.0045873-0.0024775i,-0.0033376-0.001421i,-0.0019579-0.0011895i,-2.1674e-06-0.0015783i,0.0012276-0.00099336i,-0.00025847+0.00016913i,-0.0020105+0.00062486i,-0.001992-0.00021552i,-0.0013907-0.00074817i,-0.00044481-0.00022665i,0.00021887+0.00046408i,-0.00067152+0.00021302i,-0.0028888-0.0022089i,-0.0046952-0.0055971i,-0.0039501-0.0081472i,-0.0027058-0.0072133i,-0.002078-0.0046927i
0.00067193-0.00055449i,0.0001808-0.00023169i,-0.00093875-0.00054562i,-0.002516+0.00010483i,-0.0013196+0.0010668i,0.00035772+0.00057099i,0.00050364-0.00014362i,-0.00013037-0.00022981i,3.1484e-06-0.00045096i,0.00051076-0.00057016i,-0.00013367-0.0014559i,-0.00069597-0.0019792i,-0.00015656-0.00035503i,0.00073341+0.00076243i,0.00044549+4.3034e-05i,-0.00038938-0.00020245i,-0.00021966+0.00044098i,0.0010631+0.00072759i,0.0031249-0.00067211i,0.006089-0.00036881i,0.0068013+0.0029161i,0.0040792+0.0041416i,0.0020731+0.0032679i
-0.0021504+0.001823i,-0.0027143+0.0019985i,-0.0034327+0.0012957i,-0.0021502+0.00085698i,0.0011719+0.0016892i,0.0030503+0.0024286i,0.0023404+0.0024809i,0.00067701+0.0024031i,-0.0007801+0.0024263i,-0.0014701+0.0020314i,-0.0010246+0.0021693i,-0.0011686+0.0027008i,-0.0016525+0.0024641i,-0.001391+0.0014917i,-0.0006005+0.00041416i,0.00019761-8.5214e-05i,0.00010214-9.3411e-05i,0.0002642+6.4254e-05i,-0.00024704+0.0010917i,-0.0026569+0.0015369i,-0.0052037+0.00040587i,-0.0044808-0.00098723i,-0.001921-0.0015873i
0.00095669-0.0029125i,-0.001052-0.0069045i,-0.0011266-0.0066917i,-0.00099168-0.0024772i,-0.0021059+0.00092832i,-0.0026762+0.0033489i,-0.0029292+0.0045025i,-0.0025886+0.0040336i,-0.0016478+0.003627i,-0.00031459+0.0033497i,0.00034527+0.0020581i,-5.4199e-05-0.00031931i,0.0011887-0.0016874i,0.0026229-0.0020909i,0.0025457-0.0021574i,0.0017772-0.00077967i,0.00084273+0.0002379i,0.00052665+4.2845e-05i,0.0010825-0.001133i,0.0025506-0.0035368i,0.0042001-0.0039546i,0.0047168-0.0024114i,0.0040926-0.00026554i
0.0006522-0.0030391i,8.4684e-05-0.0045013i,-0.00069873-0.0042479i,-0.0020926-0.0028236i,-0.003848+0.00011308i,-0.0045524+0.0025955i,-0.0046778+0.0034991i,-0.0052574+0.0028107i,-0.0035471+0.0027052i,-0.00024724+0.0024628i,0.0014021+0.00036461i,0.0017074-0.00070083i,0.0019374+0.0017879i,0.0012673+0.004161i,0.00074038+0.0035438i,0.00048568+0.0016895i,-0.00034966+0.00034529i,-0.00037071+0.00034684i,0.00070162+0.0018338i,0.001282+0.0037241i,8.0892e-05+0.0049032i,-0.0014261+0.0049628i,-0.0021903+0.0034985i
0.0020038-0.00082781i,0.0020409-0.0016196i,0.0012879-0.0031215i,-0.00045892-0.0032235i,-0.0016022-0.0017585i,-0.0029684-0.0012193i,-0.0039986-0.0012302i,-0.0035141-0.00074991i,-0.003122-0.00057082i,-0.0033002-0.0009567i,-0.0028259-0.0012057i,-0.0023571-0.00060681i,-0.0027639+0.00043427i,-0.0034337-8.4786e-05i,-0.0027346-0.00024888i,-0.0011596+4.8051e-05i,0.00065394-0.00073943i,0.00057824-0.0005359i,-0.00080383-0.00015386i,-0.0024859-0.0014133i,-0.0032841-0.0037202i,-0.0018665-0.0051263i,-0.00046577-0.0038864i
0.0018138-0.0010901i,-0.00083109-0.0015182i,-0.0024408-0.0012472i,-0.00037539-0.0015997i,0.0013935-0.0026921i,0.0010159-0.0022299i,0.0010963-0.00027393i,0.0010982+0.0011711i,0.00047058+0.0011834i,0.00037591+0.0010846i,-0.0001504+0.0014178i,-0.00094685+0.0010317i,0.00035951-0.00040604i,0.0016685-0.0022106i,0.0014077-0.0023189i,0.00097021-0.00096622i,0.0023245-0.00045013i,0.0030344-0.00024164i,0.0026441-0.0014165i,0.0029714-0.0021304i,0.0032173-0.00041713i,0.0030956+0.00093354i,0.0019291+0.0023373i
0.00071041-0.0010917i,-8.6713e-05-0.003909i,0.00068364-0.0049455i,0.0020917-0.0025276i,0.0030281-5.1417e-05i,0.0022594+0.00068412i,0.0010705+0.0021841i,-0.0007245+0.0035003i,-0.00045604+0.0033212i,0.00051965+0.0020312i,0.0012136+0.00093611i,0.0016705+0.0010362i,0.00091846+0.0021876i,-0.00010478+0.0028149i,0.00017902+0.0025936i,0.00034054+0.0026966i,-0.00078833+0.0021614i,-0.00081518+0.0010364i,0.00023685+0.00053328i,-0.00014779+0.00076112i,-0.0015437+0.00048516i,-0.002069-0.00041448i,-0.0017453-0.0015559i
-0.0022387-0.00078559i,-0.0022991-0.0024086i,-0.0013093-0.0021972i,2.4123e-05+0.00045406i,0.00035277+0.0039586i,-0.00032069+0.0048954i,-0.0019292+0.0042338i,-0.0030311+0.0036081i,-0.0019968+0.0019898i,0.00065272-0.00031063i,0.0020256-0.0017826i,0.0010967-0.0011188i,-0.00051465-5.8792e-05i,-0.0010045-0.00078083i,-0.00047192-0.0010915i,-3.5765e-05-0.00040916i,-0.00031461+0.00070776i,0.00027722+0.0015916i,0.0017426+0.0015002i,0.0014578-0.00029431i,0.0010149-0.0028005i,0.001954-0.0028118i,0.0026847-0.000949i
-0.001106-0.003326i,-0.0010101-0.0039014i,-0.0039584-0.0031744i,-0.0076977-0.00056858i,-0.0073648+0.0031339i,-0.0050392+0.0048177i,-0.0037296+0.0044029i,-0.0039247+0.003224i,-0.0033602+0.0022423i,-0.0014036+0.0015469i,-0.00067219-5.7885e-05i,-0.0011495-0.00078237i,-0.00072726-2.903e-05i,0.0014685+0.00049059i,0.002345+0.00043611i,0.0012968+1.7882e-05i,8.7049e-05-4.4851e-05i,2.3648e-05+0.0016033i,0.00050601+0.0021871i,0.0006181+0.0020348i,0.00044567+0.0026491i,-0.00083873+0.0024493i,-0.0022254+0.001824i
0.0032304-0.0013035i,0.00062266-0.0038584i,-0.0015435-0.0047617i,-0.001259-0.0034109i,-0.0015256-0.0025269i,-0.0036234-0.0023822i,-0.0046964-0.00094202i,-0.0039594+0.00036847i,-0.0027537+0.0015728i,-0.0018321+0.0027989i,-0.001816+0.0030882i,-0.0017369+0.0031775i,-0.001706+0.0025022i,-0.0028248+0.0015362i,-0.0032088+0.00075304i,-0.0023042+0.00029358i,-0.0020426+0.00063129i,-0.0018448+0.00016574i,-0.0010874-0.00065525i,-0.0016261-0.00052717i,-0.0027119-0.00086146i,-0.0022831-0.0021828i,-0.0004682-0.0026352i
0.0021833+0.0029648i,0.0021171+0.0025295i,0.0031705+0.0011689i,0.0034211-0.0012982i,0.0015938-0.0027649i,0.00035357-0.0024839i,0.00016297-0.00049787i,-0.00079442+0.00040746i,-0.0014664+0.00020388i,-0.00040458+0.00045909i,0.00064139+0.0011161i,-0.00010891+0.00057345i,-0.0006585-0.0015106i,-0.00035349-0.0029663i,0.00027966-0.002733i,0.00049711-0.0015828i,0.00075296-0.00039356i,0.00088189+2.9443e-05i,-0.00012502-6.8326e-05i,-0.00036495-0.00027811i,0.00092598-0.00015406i,0.0019611+0.0007588i,0.0010119+0.0012827i
0.0021698+0.00015124i,0.0015319-0.0038005i,0.0010521-0.0083355i,0.0013689-0.0077957i,0.0018291-0.0052859i,-0.00021614-0.0029836i,-0.0024019+0.00096384i,-0.0014856+0.0032012i,0.00035316+0.0007927i,0.0014836-0.0023404i,0.0013696-0.0034924i,0.00017488-0.002664i,0.0010814+0.0001407i,0.0026638+0.0027282i,0.0025014+0.0031382i,0.0012319+0.0025138i,0.00051334+0.0017977i,0.00048504+0.00040226i,-0.00039984-0.00039741i,-0.0010334+2.1946e-05i,-0.0008311+0.00010215i,-0.00041039-0.00061571i,-0.00067337-0.0011381i
-0.00042078-0.0038001i,-0.00095006-0.0046763i,-0.0014688-0.0031608i,-0.00025727-0.001399i,0.00265+0.00048907i,0.002287+0.0024785i,-0.0011995+0.0034794i,-0.0035133+0.003547i,-0.0027971+0.0024333i,-0.0019848-0.00037204i,-0.0027541-0.00215i,-0.0029588-0.0018919i,-0.0021406-0.0004817i,-0.0022688-3.0435e-05i,-0.0021252-0.0001999i,-0.0012181+1.1721e-05i,0.00022785+0.00027095i,0.00097907+0.00050595i,0.00092186-0.0002797i,0.00070406-0.00091739i,0.00018004-0.00051372i,0.0001365-0.00071268i,0.00079847-0.00043545i
-0.0019491-0.0016573i,-0.0033886-0.0014142i,-0.0052245+0.001349i,-0.0032014+0.0040899i,-5.229e-05+0.005241i,0.00075096+0.0037813i,-0.0011266+0.0022093i,-0.0029994+0.00099983i,-0.002356+0.0012436i,0.00024116+0.0024333i,0.0012361+0.0018611i,0.00083917+0.00063375i,0.0012314+9.7792e-05i,0.0019903-0.00056933i,0.0030362-0.00072577i,0.0022384-3.2128e-05i,0.0010524+0.00055229i,0.00082128+0.0015453i,0.00090147+0.0023396i,0.00073582+0.0017626i,0.00044196+0.00042819i,0.00040499+0.00016117i,-5.4775e-05+0.00087193i
0.016004-0.0070353i,0.010157-0.013955i,0.0033228-0.023991i,-0.0033096-0.021365i,-0.0088122-0.011004i,-0.0094049-0.00069499i,-0.0035657+0.004789i,0.0010813+0.004518i,0.0020673+0.0026994i,0.0017445+0.0010471i,0.00083898+0.00069847i,-0.00032217+0.0015665i,-0.00078834+0.0032626i,-0.0010979+0.0044987i,-0.0014101+0.0034446i,-0.0014182+0.0013364i,-0.0012506+0.00076616i,-0.0012349+0.00048838i,-0.00088149-0.00096653i,-0.00091683-0.0018201i,-0.0010688-0.0021225i,6.8553e-05-0.0025057i,0.00043278-0.0027343i
-0.0049062+0.0035079i,-0.0033607+0.0034066i,-0.002702+0.0027035i,-0.0031562+0.0020852i,-0.0025708+0.0026333i,-0.0016294+0.0023923i,-0.00088437+0.0017981i,-0.00079259+0.0012251i,-0.0011273+0.00049771i,0.00028087+0.0010092i,0.0015587+0.0010162i,0.0011116+0.0004536i,-0.00046888+2.517e-05i,-0.00034207-0.00019375i,0.00074654-0.00042998i,0.00057916-0.00044909i,0.00036013-0.00032216i,-0.00012721-0.00070767i,-7.9663e-05-0.0010466i,0.00057457-0.00089995i,0.00083043-0.00076966i,0.0010401-0.0011691i,0.00066001-0.00031789i
-0.0007713-0.0034643i,-0.0018269-0.0040929i,-0.0011903-0.0017801i,-0.0014128-0.002011i,-0.0033468-0.0038421i,-0.004608-0.0015109i,-0.0044075+0.0031032i,-0.0036857+0.0042761i,-0.0026585+0.0020242i,-0.0023369+8.6958e-05i,-0.0034125+0.00045619i,-0.0035731+0.0011891i,-0.0014715+0.0009111i,6.7663e-05+0.00015108i,-0.00033605-0.00061706i,-0.00036684-0.0002595i,0.00020883+0.00032757i,-0.00039018+0.0001463i,-0.00052229-0.00024273i,-0.00018529+0.00051161i,-0.00021206+0.0013944i,-0.00019399+0.0014596i,-0.00026802+0.0008371i
0.0044393-0.0024655i,0.0026727-0.0026851i,0.00087517-0.0022793i,0.0013393-0.0020842i,0.0015987-0.0027368i,-0.00067178-0.0035534i,-0.0031191-0.0019295i,-0.0037189+0.00043594i,-0.0032986+0.0012166i,-0.0026615+0.00093503i,-0.0024912+0.00067226i,-0.0023188+0.0008436i,-0.0014439+0.0011492i,-0.000494+0.0013385i,-0.00011941+0.00056024i,-6.8438e-05+0.00026928i,0.00073505+0.00045689i,0.0010051+8.9157e-05i,0.00044718-0.00048129i,0.00025708-0.00080031i,9.5388e-05-0.0008707i,-0.00019433-0.00083154i,0.00011184-0.00057207i
0.0018806+0.0056415i,0.0023653+0.0033871i,0.0020837-0.00069522i,0.0028529-0.0010797i,0.0051405+0.00067544i,0.0040495-0.00034307i,0.00030185-0.0019748i,-0.0010698-0.0021553i,-0.0007128-0.0011414i,0.00048723-0.00091237i,0.0015768-0.001897i,0.0014813-0.0023479i,0.0006575-0.0015334i,0.00053283-0.0015709i,0.0013701-0.0010251i,0.0021464-0.00026923i,0.0020868-0.00042764i,0.001261+0.00014822i,0.0015138+0.00056233i,0.0021776+3.3793e-06i,0.0016611-0.00035864i,0.00079405-0.00024565i,0.00062955-0.00017735i
-0.0031137-0.0023703i,-0.0046224-0.003409i,-0.0033358-0.0031589i,-0.0020461+0.00029891i,-0.001016+0.0029358i,0.00077707+0.0033424i,0.001874+0.0022437i,0.0013613+0.00025776i,0.00066808-0.0004406i,0.0015967-0.0012517i,0.0021008-0.0024951i,0.0016943-0.0028606i,0.0013047-0.0014695i,0.0018876+0.00081614i,0.0021748+0.0019128i,0.0010332+0.0020051i,-8.0669e-05+0.0019167i,-0.00089157+0.0015271i,-0.0012605+0.001334i,-0.0011745+0.001062i,-0.0011612+0.00063905i,-0.00085871+0.00095389i,-6.5096e-05+0.0012476i
0.0034366-0.0067032i,0.0018829-0.0078554i,0.00038566-0.0049342i,-0.001521-0.00083378i,-0.003969+0.0028721i,-0.0034987+0.0056495i,-0.0012119+0.0060197i,-0.00018357+0.0046997i,0.00035408+0.0035326i,0.00063761+0.002955i,-0.00031429+0.0032231i,-0.0004053+0.0027463i,0.00064991+0.0017105i,0.00078549+0.0014383i,-0.00069512+0.001649i,-0.0021208+0.0015726i,-0.0024096+0.00025451i,-0.0023149-0.00099947i,-0.0026756-0.0012184i,-0.0022698-0.0014212i,-0.0013541-0.0015277i,-0.0005698-0.0013254i,-0.00014663-0.00073738i
0.0052171+0.0016892i,0.0039091+0.00056359i,-0.00099324-0.00076049i,-0.0041251-0.0020421i,-0.0046945-0.00095239i,-0.0053946+0.001687i,-0.0054119+0.0037811i,-0.0037006+0.0041249i,-0.001869+0.0036695i,-0.00075693+0.0040422i,-0.0013041+0.0043443i,-0.0014878+0.0035662i,-0.0011206+0.0022314i,-0.00071349+0.00073477i,-0.00016675+0.00016347i,6.9643e-06-0.00023793i,0.00048488-0.0015769i,0.00088779-0.0013533i,0.00096259-0.00049465i,0.0010803+0.00033038i,0.00082303+0.0011944i,0.00098157+0.00093682i,0.00094731-0.00010649i
-0.0016863+0.0049673i,-0.0014118+0.0026015i,-0.0010377-0.0015146i,-0.0022261-0.0032202i,-0.0027437-0.0034422i,-0.0033376-0.0034861i,-0.0048633-0.00095637i,-0.005216+0.001295i,-0.0033535+0.00049886i,-0.001273-0.0004649i,-0.00049747-0.0007873i,-0.0011754-0.0010685i,-0.0012601-0.001164i,-0.00052466-0.00091336i,-0.0001948-0.00070916i,9.4113e-05-0.0005652i,0.00068046-9.2233e-05i,0.00080047-0.00024853i,0.00053392-0.00041358i,0.00035818+0.00035985i,0.00012512+0.00010922i,-0.00034723-6.5494e-05i,-0.0011191+9.8552e-05i
-0.0036406-0.0026721i,-0.0021548-0.0039807i,0.00085158-0.00084688i,0.0037306-0.00016657i,0.0048217-0.0026368i,0.0034337-0.0033751i,-9.7799e-05-0.0029642i,-0.0025003-0.0015317i,-0.0025603-0.00056086i,-0.0023337-0.0016777i,-0.0023149-0.0030842i,-0.001495-0.0031722i,0.00067743-0.0012943i,0.0021837+0.00020267i,0.0018311+6.5281e-05i,0.00065776-0.00021159i,0.0002765+0.00013005i,0.00076573+0.00042309i,0.00092864-0.00019327i,0.00059184-0.0016395i,0.00078965-0.0018557i,0.0013229-6.7495e-05i,0.00087012+0.00078674i
0.0032075-0.0042485i,0.0025193-0.0048122i,0.0010001-0.0027819i,0.0031104-0.00052047i,0.0057115+0.0010353i,0.005793+0.00025432i,0.0030288-0.00054376i,0.0005143+2.2629e-05i,0.0002888+0.00082678i,0.0012399-0.00047858i,0.001417-0.0017729i,0.00037544-0.00045385i,-0.00073618+0.0005764i,-0.00035005+0.00074796i,0.0012554+0.00079188i,0.0013959+8.1824e-05i,0.00022159+0.00033279i,-0.00028013+0.00095521i,-4.9325e-06+0.00066122i,0.0001907-8.5121e-05i,-0.00015485+8.8305e-05i,3.522e-06+0.00095422i,0.00087382+0.0010006i
0.0049672+0.0035285i,0.003587+0.002919i,0.0018791+0.00065436i,0.00050603+0.0010718i,0.0016673+0.004026i,0.0016487+0.0051291i,9.563e-05+0.0047858i,0.0005973+0.0047794i,0.0019139+0.0043206i,0.0029355+0.0029567i,0.0031198+0.0022366i,0.002147+0.0020995i,-0.00020721+0.00093161i,-0.0011823+4.0637e-05i,-0.00061969+0.00064079i,-0.00064062+0.0015377i,-0.0013463+0.0012716i,-0.0010236+0.00056377i,-0.00058466+0.00055672i,-0.0010676-0.00031336i,-0.0014476-0.00069479i,-0.00056836+1.7967e-05i,-0.0005797+0.0005009i
