-0.0016968-0.00096643i,-0.0010804-0.0010091i,-0.001117-0.0020643i,-0.0022941-0.0020051i,-0.0028158+5.5668e-05i,-0.0020681+0.0017344i,-0.0011026+0.0023843i,-0.00084662+0.00259i,-3.7206e-05+0.001781i,0.00098902+0.0013856i,0.00081338+0.00065604i,1.9494e-05-0.00017405i,2.7352e-05+9.5461e-05i,0.0010139+0.00065105i,0.00065018+0.00058452i,-0.00038783+0.00022531i,-0.0008109-0.0010488i,-0.00040521-0.0015429i,-0.00011305-0.00066012i,-0.00084304-0.00013821i,-0.00085439-0.00038444i,-0.00035657-0.00034136i,2.3881e-05+0.0001374i
0.023656+0.035839i,0.051514+0.095334i,0.082801+0.14342i,0.090397+0.13472i,0.096765+0.097976i,0.11126+0.05059i,0.09174+0.0057515i,0.046103-0.0072292i,0.014613-0.014451i,-0.0030727-0.040449i,-0.012867-0.054946i,-0.012044-0.043577i,-0.0050809-0.030722i,0.0050295-0.042685i,0.0040751-0.068785i,-0.01387-0.071563i,-0.027346-0.04511i,-0.022814-0.021771i,-0.018881-0.019761i,-0.033495-0.021051i,-0.049595-0.0075868i,-0.048647+0.0082496i,-0.036838+0.013284i
-0.031917-0.032421i,-0.0823-0.070021i,-0.12029-0.084555i,-0.11101-0.066786i,-0.10578-0.047314i,-0.12303-0.0091411i,-0.10567+0.037515i,-0.056185+0.044611i,-0.017831+0.035198i,0.012837+0.038692i,0.031162+0.034244i,0.02567+0.018181i,0.014911+0.015031i,0.013929+0.039373i,0.027058+0.069472i,0.046859+0.070741i,0.053792+0.045789i,0.041482+0.023119i,0.02333+0.018004i,0.020152+0.023295i,0.034948+0.021812i,0.041441+0.010488i,0.026688+0.0039194i
0.041662+0.019169i,0.097436+0.029148i,0.13282+0.037395i,0.13566+0.04994i,0.15127+0.049195i,0.15576+0.012222i,0.10099-0.026364i,0.032172-0.019028i,-0.0083598-0.0041967i,-0.039392-0.008446i,-0.05526-0.0058655i,-0.043706+0.004528i,-0.025559+0.0036411i,-0.025651-0.020876i,-0.048101-0.048039i,-0.06836-0.048632i,-0.065558-0.028562i,-0.047049-0.0077899i,-0.024357+0.0056919i,-0.0071004+0.010363i,9.3877e-05+0.0075695i,0.00032996+0.0063234i,0.0024499+0.010457i
-0.049113+0.0078828i,-0.096339+0.018255i,-0.11563+0.0076523i,-0.11448-0.02944i,-0.13887-0.041255i,-0.14201-0.0014531i,-0.076835+0.034049i,-0.011871+0.017734i,0.0154-0.0045715i,0.034682-0.0093065i,0.043574-0.017044i,0.03193-0.022138i,0.023994-0.014817i,0.040265+0.0029551i,0.068412+0.0165i,0.080842+0.013242i,0.068346+0.0010245i,0.047048-0.0071957i,0.032794-0.014293i,0.021747-0.029305i,0.004517-0.042148i,-0.0061999-0.04024i,-0.0034898-0.030323i
0.037309-0.031512i,0.068438-0.058862i,0.087185-0.054913i,0.10801-0.018999i,0.1521-0.0089755i,0.15986-0.044043i,0.095937-0.052908i,0.041949-0.008444i,0.021678+0.02728i,0.00044233+0.039181i,-0.010637+0.048542i,-0.0034053+0.04612i,-0.0023171+0.028628i,-0.028019+0.012219i,-0.066646+0.01014i,-0.083139+0.021039i,-0.067949+0.028352i,-0.041417+0.019451i,-0.027931+0.0038099i,-0.032214+0.0061025i,-0.033534+0.024891i,-0.021596+0.032754i,-0.0087446+0.021096i
-0.021831+0.043748i,-0.044937+0.074705i,-0.082049+0.062517i,-0.13441+0.023648i,-0.18316+0.029921i,-0.16654+0.068024i,-0.088653+0.058459i,-0.041245+0.011502i,-0.028956-0.013043i,-0.010922-0.021872i,-0.0039943-0.035402i,-0.011876-0.037891i,-0.0093247-0.031378i,0.014303-0.03029i,0.045617-0.039728i,0.05811-0.052347i,0.043651-0.054919i,0.016897-0.041856i,-0.0014071-0.016234i,0.00096063+0.0072472i,0.014605+0.013635i,0.017137+0.0057318i,0.0073603+0.0013108i
-0.0094775-0.047638i,-0.0083936-0.080883i,0.024618-0.071458i,0.090106-0.036544i,0.14527-0.052014i,0.12968-0.088171i,0.069587-0.074635i,0.040656-0.03669i,0.037565-0.013961i,0.030739+0.00084867i,0.031544+0.015381i,0.036221+0.017487i,0.024024+0.01373i,-0.0039793+0.024006i,-0.02743+0.048058i,-0.032403+0.065764i,-0.024389+0.064771i,-0.012593+0.051199i,0.0010632+0.034604i,0.017014+0.017908i,0.02703+0.0010001i,0.022403-0.0084065i,0.011464-0.0064787i
0.031471+0.031424i,0.040787+0.062178i,-0.005127+0.075468i,-0.094038+0.084996i,-0.14397+0.12059i,-0.1142+0.13579i,-0.058243+0.091527i,-0.035744+0.038441i,-0.030087+0.016349i,-0.023829+0.0042819i,-0.029603-0.0066973i,-0.036724-0.0057321i,-0.028139-0.0027861i,-0.0089097-0.017735i,0.0025773-0.045856i,0.00062413-0.060336i,-0.0033341-0.049021i,-0.0020078-0.027546i,0.0033958-0.019289i,0.0007748-0.030286i,-0.014359-0.038797i,-0.025447-0.028046i,-0.020048-0.010731i
-0.051437-0.0018541i,-0.074838-0.014363i,-0.032985-0.034084i,0.064384-0.062571i,0.12344-0.0996i,0.10766-0.11828i,0.055214-0.088638i,0.024388-0.042104i,0.018639-0.024131i,0.016346-0.020287i,0.024566-0.015327i,0.030287-0.016455i,0.020586-0.0084143i,0.012797+0.017977i,0.013764+0.043908i,0.018479+0.052694i,0.021966+0.041336i,0.019457+0.018103i,0.0046739+0.0017158i,-0.016921+0.0053173i,-0.026168+0.021286i,-0.016626+0.030134i,-0.0029657+0.023444i
0.037308-0.026964i,0.059187-0.03212i,0.037517+0.0039999i,-0.023809+0.071695i,-0.0626+0.12236i,-0.057328+0.12911i,-0.034062+0.095297i,-0.023604+0.056637i,-0.019653+0.037983i,-0.0134+0.030095i,-0.019227+0.02649i,-0.022712+0.025666i,-0.01335+0.014031i,-0.012229-0.0090797i,-0.023487-0.029841i,-0.032962-0.038064i,-0.033584-0.032398i,-0.028562-0.018121i,-0.020704-0.00050897i,-0.0078774+0.013276i,0.010278+0.018809i,0.022968+0.01513i,0.021473+0.007168i
-0.017173+0.035916i,-0.025332+0.050908i,-0.018664+0.007855i,0.022075-0.075714i,0.068844-0.13622i,0.064656-0.14754i,0.026027-0.1084i,0.0065467-0.060603i,-0.0028313-0.038558i,-0.011993-0.029002i,-0.0062992-0.027093i,0.0008016-0.02679i,0.0044061-0.012274i,0.016202+0.0053978i,0.031221+0.015742i,0.038333+0.020412i,0.032111+0.018357i,0.018625+0.01329i,0.01309+0.01056i,0.021561+0.0066973i,0.030135-0.0041i,0.025972-0.017491i,0.013283-0.02128i
-0.014557-0.033732i,-0.022682-0.049084i,-0.015124-0.018397i,-0.02312+0.047553i,-0.055105+0.10465i,-0.052228+0.12857i,-0.0086195+0.10084i,0.017612+0.052745i,0.021358+0.031915i,0.023336+0.028442i,0.018205+0.029663i,0.012291+0.029229i,0.0048246+0.014326i,-0.013225-0.002787i,-0.032865-0.0074553i,-0.041113-0.0044081i,-0.032924-0.00031349i,-0.012211+0.0029443i,0.0040074-0.0017456i,0.0011352-0.019232i,-0.014896-0.034924i,-0.026212-0.033006i,-0.024375-0.020416i
0.034354+0.0085774i,0.041919+0.0092954i,0.016498-0.013279i,-0.0041257-0.065278i,0.01064-0.12882i,0.010383-0.14809i,-0.018281-0.09524i,-0.028151-0.028258i,-0.024635-0.0014021i,-0.02471-0.00084221i,-0.018203-0.0097508i,-0.011975-0.017211i,-0.0027702-0.011704i,0.014298-0.0055582i,0.027559-0.0076476i,0.031018-0.012006i,0.023977-0.014381i,0.010981-0.016777i,-0.0037103-0.016173i,-0.016382-0.0037434i,-0.022636+0.016928i,-0.022852+0.02976i,-0.017976+0.028882i
-0.029224+0.011656i,-0.039553+0.019197i,-0.024679+0.024706i,-0.021396+0.058465i,-0.043075+0.13263i,-0.025803+0.16544i,0.014863+0.097514i,0.014224+0.018749i,0.0109-0.0018496i,0.025098-3.7947e-05i,0.028785+0.0035604i,0.024423+0.0048649i,0.0097741+0.00015361i,-0.012894+0.0044064i,-0.025569+0.016502i,-0.027885+0.021769i,-0.025903+0.017499i,-0.018856+0.010755i,-0.0096729+0.0088349i,-0.0037543+0.012395i,0.0013996+0.01733i,0.010019+0.018888i,0.015393+0.014394i
0.016546-0.028105i,0.014694-0.039531i,0.0015474-0.025713i,0.0076725-0.03354i,0.026631-0.10696i,0.00035008-0.15536i,-0.027845-0.094465i,-0.0069145-0.01953i,0.0049188+0.0016123i,-0.0093697+0.0038076i,-0.021505-0.000713i,-0.024265-0.0039524i,-0.010635-0.0011932i,0.0063809-0.0086045i,0.012588-0.020319i,0.012883-0.020551i,0.010479-0.009022i,0.0034067+0.0032558i,-0.00030861+0.0085121i,0.01119+0.0063713i,0.030059+0.00017417i,0.037741-0.0057126i,0.030304-0.0089264i
0.011132+0.03604i,0.019848+0.044913i,0.014107+0.031067i,-0.012141+0.062121i,-0.0082632+0.16644i,0.044574+0.19866i,0.055633+0.10506i,0.014078+0.027939i,0.0042533+0.0074669i,0.020029-0.0075564i,0.02416-0.013094i,0.01776-0.01168i,0.0013181-0.0058948i,-0.0087326+0.010734i,-0.0057028+0.023755i,-0.0020383+0.027041i,0.0012595+0.023301i,0.0077594+0.013202i,0.012299+1.0137e-05i,0.0049592-0.012694i,-0.010323-0.023603i,-0.020095-0.030146i,-0.021813-0.027514i
-0.027964-0.016758i,-0.042099-0.01734i,-0.011872-0.007859i,0.044425-0.062422i,0.026135-0.18378i,-0.055112-0.20119i,-0.062289-0.09259i,-0.0081104-0.021736i,0.0035714-0.0063244i,-0.012903+0.0089094i,-0.019494+0.016647i,-0.015518+0.016081i,-0.00021557+0.0061635i,0.0059962-0.012471i,-0.00069313-0.025594i,-0.0046418-0.029183i,-0.0033359-0.026444i,-0.0047479-0.018696i,-0.0085722-0.0070484i,-0.0077664+0.0032622i,-0.0058811+0.007877i,-0.0071168+0.010555i,-0.0069206+0.013312i
0.029546-0.0069289i,0.042119-0.021086i,0.0013126-0.011199i,-0.033755+0.084881i,0.041642+0.20425i,0.13263+0.18753i,0.093948+0.076631i,0.011744+0.023345i,-0.005253+0.0079251i,0.0062143-0.014584i,0.013436-0.021767i,0.014286-0.016397i,0.0064625-0.0030881i,0.0050731+0.012609i,0.011224+0.018848i,0.013212+0.016569i,0.0078015+0.010132i,0.00017253+0.001014i,-0.0055304-0.0059815i,-0.010048-0.0032196i,-0.013228+0.010077i,-0.012801+0.021232i,-0.0092193+0.021994i
-0.021714+0.024777i,-0.020435+0.048785i,0.021172+0.0090268i,0.020496-0.13475i,-0.10049-0.24472i,-0.18514-0.18791i,-0.10871-0.079003i,-0.015841-0.046243i,-0.0039313-0.02969i,-0.011541+0.0083827i,-0.009602+0.028761i,-0.0032902+0.02794i,0.002776+0.010694i,-0.0052231-0.0094384i,-0.01936-0.015203i,-0.024059-0.011265i,-0.019942-0.004622i,-0.011641+0.0054962i,-0.000334+0.01304i,0.014717+0.0077133i,0.028522-0.004912i,0.03623-0.011785i,0.036006-0.013066i
-0.006402-0.04156i,-0.036513-0.06265i,-0.073681+0.0014857i,-0.016727+0.15574i,0.14925+0.22763i,0.22675+0.13856i,0.13092+0.049974i,0.035876+0.043487i,0.015562+0.027482i,0.0058153-0.012056i,-0.0041638-0.032393i,-0.0096078-0.032205i,-0.01042-0.014171i,0.0022212+0.0030793i,0.015011+0.0059598i,0.016844+0.0029389i,0.012909+0.00027023i,0.0071947-0.00048551i,-0.001604-0.0013778i,-0.012707-0.0021029i,-0.017499-0.0016455i,-0.016318-0.0036483i,-0.014663-0.0054535i
0.02986+0.025425i,0.072328+0.024985i,0.074181-0.062233i,-0.063404-0.1933i,-0.26054-0.19792i,-0.29558-0.075607i,-0.16691-0.01472i,-0.072096-0.029362i,-0.041407-0.0091619i,-0.0070144+0.026615i,0.018153+0.032158i,0.024663+0.017935i,0.015187-0.0012673i,-0.0061801-0.0074466i,-0.019398+0.00067658i,-0.020863+0.0085904i,-0.015646+0.010517i,-0.0053218+0.007553i,0.0060237+0.0023013i,0.0099903-0.00336i,0.0043313-0.010493i,-0.0034355-0.01614i,-0.0079266-0.01651i
-0.04481-0.0036975i,-0.089542+0.029997i,-0.061242+0.13047i,0.12513+0.21873i,0.32512+0.15492i,0.31335+0.0078026i,0.15886-0.02914i,0.066764+0.0099352i,0.033631+0.006714i,-0.0032852-0.015288i,-0.026962-0.019261i,-0.030345-0.0082035i,-0.015128+0.0069329i,0.0068369+0.0073386i,0.015638-0.002848i,0.011487-0.0083306i,0.0029157-0.0075795i,-0.0043695-0.0053646i,-0.0091937-0.00096365i,-0.0095647+0.011599i,-0.0070946+0.027041i,-0.0087778+0.034469i,-0.0096205+0.033687i
0.028427-0.018995i,0.049321-0.079205i,-0.025217-0.16144i,-0.23415-0.15986i,-0.38741-0.015757i,-0.30404+0.11235i,-0.13804+0.087263i,-0.065514+0.025945i,-0.028331+0.02163i,0.018055+0.022837i,0.038512+0.011012i,0.031419+0.00055173i,0.010559-0.0044167i,-0.0069433+0.0014815i,-0.0088338+0.011774i,-0.00074425+0.016814i,0.0069455+0.01478i,0.0095363+0.0073199i,0.0096615-0.0057545i,0.0092838-0.020788i,0.01007-0.025133i,0.013419-0.018739i,0.013624-0.012887i
-0.018005+0.039863i,-0.0021364+0.11179i,0.11743+0.17167i,0.33041+0.096241i,0.42341-0.098503i,0.28655-0.19159i,0.12613-0.10954i,0.072798-0.028188i,0.036644-0.019235i,-0.014202-0.012492i,-0.038437+0.0056521i,-0.032645+0.01705i,-0.010747+0.015438i,0.0069519+0.00017767i,0.0078714-0.013307i,-1.2708e-05-0.014629i,-0.0050567-0.0086607i,-0.0066008-0.0013506i,-0.0058828+0.0074527i,0.00012182+0.016337i,0.0083474+0.018477i,0.011509+0.014885i,0.01154+0.011751i
-0.019404-0.045364i,-0.076143-0.10674i,-0.22427-0.11558i,-0.388+0.039924i,-0.37788+0.25519i,-0.20037+0.28516i,-0.073635+0.15302i,-0.044403+0.062545i,-0.012279+0.034723i,0.025682+0.0015891i,0.036756-0.024819i,0.027424-0.031569i,0.0086469-0.022182i,-0.0026282-0.0023911i,0.00058395+0.0072888i,0.0068437+0.0026473i,0.0086604-0.0056623i,0.0050397-0.011323i,-0.0039558-0.013241i,-0.015984-0.015353i,-0.024191-0.019262i,-0.021707-0.023174i,-0.015312-0.023522i
0.036586+0.031256i,0.12645+0.0597i,0.27887+0.0037207i,0.37517-0.20342i,0.28736-0.38831i,0.11027-0.34544i,0.031392-0.18529i,0.026101-0.096758i,-0.00035649-0.054191i,-0.023341+0.0012895i,-0.017145+0.038432i,-0.0001562+0.041198i,0.012028+0.021233i,0.0079636-0.0034439i,-0.0050234-0.012544i,-0.012038-0.0059497i,-0.013048+0.0033156i,-0.0098371+0.009275i,-5.323e-05+0.012974i,0.015046+0.015085i,0.021375+0.016267i,0.012979+0.018412i,0.0050889+0.017869i
-0.054101-0.010052i,-0.15845+0.012201i,-0.29122+0.13136i,-0.30781+0.35292i,-0.1548+0.47242i,0.0037378+0.3531i,0.033106+0.16619i,0.011256+0.074757i,0.013774+0.031066i,0.010489-0.014782i,-0.0054802-0.040211i,-0.018023-0.038157i,-0.020192-0.017184i,-0.0094728+0.0031731i,0.0015722+0.0062072i,0.0026922-0.0018909i,-0.0011436-0.0081258i,-0.0042428-0.0082866i,-0.0092187-0.0060405i,-0.018395-0.0027847i,-0.022601+0.0002228i,-0.018257-0.0021081i,-0.013554-0.0051172i
0.044151-0.025868i,0.12756-0.10191i,0.19881-0.27134i,0.1342-0.47003i,-0.034156-0.5047i,-0.12455-0.32701i,-0.091573-0.14437i,-0.051718-0.067517i,-0.04066-0.021772i,-0.012999+0.020466i,0.017508+0.03336i,0.026906+0.021908i,0.01786+0.0037536i,-0.00035191-0.0046793i,-0.011176+0.00051807i,-0.0082973+0.01041i,0.00017015+0.016334i,0.0064562+0.014572i,0.013927+0.0064912i,0.023972-0.0060094i,0.029416-0.011762i,0.02868-0.0041699i,0.024407+0.0046147i
-0.025612+0.048005i,-0.0656+0.16215i,-0.066235+0.35879i,0.054559+0.52016i,0.20699+0.48019i,0.21799+0.26975i,0.11718+0.10485i,0.048469+0.050964i,0.025595+0.019198i,-0.0033288-0.010558i,-0.030885-0.018632i,-0.037571-0.010132i,-0.023688+0.0029574i,-0.0038886+0.0071405i,0.0036196+0.0018676i,-0.0033135-0.0032352i,-0.011558-0.0042044i,-0.012269-0.0024928i,-0.012534+0.0029238i,-0.018649+0.015071i,-0.023898+0.019965i,-0.024012+0.0089698i,-0.019891-0.0016323i
-0.0022099-0.050101i,-0.02472-0.17213i,-0.10892-0.35541i,-0.269-0.45633i,-0.36979-0.36114i,-0.29113-0.16705i,-0.14551-0.047923i,-0.068784-0.012111i,-0.032129+0.010869i,0.01014+0.017989i,0.037217+0.0062203i,0.037518-0.0044836i,0.02174-0.0083538i,0.0051412-0.0032414i,0.0017919+0.0048032i,0.0094768+0.0070176i,0.014749+0.0055919i,0.013521+0.0011987i,0.0099079-0.0081559i,0.007905-0.022144i,0.0079744-0.028087i,0.010663-0.020806i,0.012779-0.011443i
0.032832+0.039672i,0.11108+0.13662i,0.26595+0.27322i,0.44139+0.31528i,0.47669+0.20121i,0.31835+0.058937i,0.14468+0.0073722i,0.073527+0.0058246i,0.038503-0.0031473i,-0.0055778-0.00053316i,-0.031385+0.016573i,-0.028511+0.026818i,-0.011441+0.022491i,0.0019158+0.0076574i,0.0026153-0.002898i,-0.0037128-0.0022063i,-0.0079971+0.0013719i,-0.0077573+0.0021048i,-0.0049207+0.0068269i,0.0014505+0.020997i,0.0054296+0.03071i,-0.0013727+0.025988i,-0.010685+0.015682i
-0.050421-0.016263i,-0.16752-0.065158i,-0.36805-0.12342i,-0.53519-0.10275i,-0.50272-0.0038464i,-0.29707+0.057206i,-0.12218+0.046101i,-0.051296+0.029578i,-0.014371+0.023135i,0.01398-0.00027548i,0.022912-0.026181i,0.017857-0.033928i,0.0064716-0.025127i,0.00056033-0.010417i,0.0049284-0.0030388i,0.010638-0.0058158i,0.01241-0.010013i,0.0095247-0.010148i,0.0011653-0.011168i,-0.010323-0.018629i,-0.014882-0.024572i,-0.0068131-0.021527i,0.0026456-0.013941i
0.053304-0.0067994i,0.17773-0.02016i,0.38502-0.051993i,0.52953-0.12343i,0.45977-0.1793i,0.25086-0.15356i,0.10027-0.092371i,0.045593-0.060629i,0.016118-0.039143i,-0.0023058-0.00053632i,-0.001624+0.028526i,0.006148+0.030274i,0.0091588+0.015152i,0.0036181+0.00045169i,-0.0054394-0.0030593i,-0.011135+0.0022605i,-0.011835+0.0080678i,-0.0093743+0.0098008i,-0.0011136+0.011862i,0.014855+0.015611i,0.024366+0.016513i,0.017156+0.015287i,0.0055312+0.014226i
-0.036232+0.035125i,-0.14029+0.10255i,-0.31223+0.21677i,-0.41775+0.32563i,-0.33807+0.328i,-0.1607+0.21568i,-0.04548+0.10247i,-0.007662+0.04917i,0.0048468+0.02091i,0.0016106-0.010035i,-0.0094715-0.030365i,-0.015524-0.030737i,-0.013507-0.018379i,-0.0065832-0.0085113i,-0.0022731-0.0088237i,-0.002693-0.013619i,-0.004841-0.0148i,-0.0067155-0.011482i,-0.011316-0.0075822i,-0.023297-0.0058767i,-0.03096-0.0058985i,-0.023749-0.0085169i,-0.0099135-0.0099826i
0.012341-0.039342i,0.070115-0.14711i,0.17278-0.32027i,0.23475-0.45046i,0.18221-0.40721i,0.072266-0.2375i,0.0030726-0.10076i,-0.018888-0.04468i,-0.02089-0.017626i,-0.0020485+0.0058756i,0.018663+0.016657i,0.022545+0.013876i,0.015343+0.0070889i,0.0056916+0.0053139i,-0.0012826+0.0092611i,-0.0029045+0.013718i,-0.001529+0.013923i,0.0016581+0.010817i,0.010006+0.003981i,0.024127-0.0055724i,0.032763-0.010014i,0.027542-0.0053565i,0.016674+0.00022378i
0.011534+0.046977i,0.011058+0.16384i,-0.0061547+0.35706i,-0.019076+0.49204i,-0.005373+0.42402i,0.015491+0.22471i,0.015663+0.080921i,0.0059943+0.034028i,0.00058891+0.016374i,-0.011566+0.0016486i,-0.026292-0.004216i,-0.02995-0.0023231i,-0.022026+0.0019387i,-0.012372+0.0021368i,-0.0078871-0.0024493i,-0.0086641-0.0061339i,-0.0094654-0.0050002i,-0.0064778-0.0014916i,-0.0074513+0.0041112i,-0.017318+0.015036i,-0.023662+0.022855i,-0.019765+0.018586i,-0.012279+0.0084456i
-0.032974-0.033439i,-0.086475-0.1307i,-0.15448-0.30454i,-0.18782-0.42879i,-0.15384-0.36492i,-0.089136-0.18636i,-0.047033-0.063721i,-0.031386-0.0217i,-0.017578-0.0029418i,0.005222+0.0035455i,0.022115-0.0014693i,0.023964-0.0053759i,0.016891-0.0055545i,0.010893-0.0026965i,0.0094354+0.0041152i,0.010157+0.0096313i,0.0093733+0.011488i,0.0072913+0.0084783i,0.0064756-0.00075955i,0.0073244-0.016932i,0.0077075-0.02847i,0.0064739-0.024422i,0.0041802-0.013225i
0.034832+0.014281i,0.12277+0.071101i,0.24982+0.19369i,0.32336+0.29497i,0.26393+0.25959i,0.14237+0.12965i,0.067659+0.041867i,0.045378+0.019519i,0.027906+0.012897i,0.00256+0.013661i,-0.0132+0.020088i,-0.013091+0.021072i,-0.0047134+0.01578i,-0.00011372+0.0087078i,-0.0040779+0.0029633i,-0.008827-0.00026969i,-0.0080201-0.0015529i,-0.0066412-0.0017449i,-0.0059705+0.0044356i,-0.003335+0.020442i,0.0007072+0.030689i,0.0020601+0.025046i,-0.00010037+0.014854i
-0.037959+0.0043135i,-0.13737-0.0047785i,-0.29683-0.054169i,-0.39559-0.11466i,-0.3208-0.11489i,-0.16092-0.050414i,-0.06236+0.0037929i,-0.030285+0.018544i,-0.012978+0.013736i,0.00094178-0.002559i,0.0072907-0.017262i,0.0081395-0.019354i,0.0056293-0.014126i,0.005093-0.010388i,0.009307-0.0097034i,0.014372-0.0082564i,0.015147-0.0062213i,0.011671-0.0064305i,0.0050336-0.011193i,-0.0041184-0.020784i,-0.0096328-0.026765i,-0.0088166-0.022941i,-0.0058858-0.015185i
0.024893-0.029051i,0.10759-0.064283i,0.25745-0.087843i,0.36424-0.063839i,0.301-0.017218i,0.14453-0.0048373i,0.048955-0.019502i,0.022185-0.028424i,0.012112-0.021777i,0.0065223-0.0012484i,0.0058886+0.01418i,0.0051974+0.015209i,0.0024634+0.010206i,-0.00066573+0.0059267i,-0.0036855+0.0049477i,-0.0067143+0.0056785i,-0.00775+0.004595i,-0.0057114+0.0051857i,0.0012667+0.010191i,0.012762+0.016132i,0.020895+0.017772i,0.018977+0.015139i,0.012712+0.010175i
-0.006846+0.028742i,-0.06211+0.093862i,-0.18136+0.17417i,-0.28355+0.19431i,-0.24712+0.12541i,-0.11559+0.050252i,-0.02831+0.01954i,-0.0045333+0.0099175i,0.0018379+0.0013773i,-0.00012952-0.0090578i,-0.0059938-0.016441i,-0.0090836-0.017459i,-0.010146-0.01439i,-0.0098768-0.012177i,-0.0070231-0.013683i,-0.002879-0.015175i,-0.0010792-0.012045i,-0.002755-0.0080926i,-0.008889-0.0077179i,-0.020328-0.0094128i,-0.028033-0.008713i,-0.025216-0.0051056i,-0.016648-0.001878i
-0.004801-0.031085i,0.0075265-0.10749i,0.069549-0.22295i,0.15004-0.27388i,0.15398-0.19253i,0.078219-0.078528i,0.017211-0.028674i,0.00026005-0.016836i,-0.001027-0.0057048i,0.005631+0.0040653i,0.012537+0.0068574i,0.012435+0.0064848i,0.0095069+0.0051373i,0.0076838+0.0034223i,0.0043178+0.0049139i,-0.0018676+0.0084057i,-0.0062406+0.008599i,-0.0051886+0.0066946i,0.0031325+0.0036219i,0.016032-0.0011858i,0.022863-0.005127i,0.020418-0.0044628i,0.014634-0.0017277i
0.019667+0.019794i,0.039599+0.087532i,0.034493+0.20838i,-0.014476+0.28438i,-0.051822+0.21638i,-0.033149+0.092256i,-0.0066274+0.032872i,-0.0057878+0.022046i,-0.011939+0.014442i,-0.015996+0.0060544i,-0.019029+0.0017956i,-0.018342+0.00096304i,-0.01394+0.0026551i,-0.011224+0.004053i,-0.011533+0.0015438i,-0.011247-0.0034674i,-0.0081044-0.0055491i,-0.0049306-0.0047285i,-0.0065662-0.0020013i,-0.013782+0.0048201i,-0.016719+0.011591i,-0.012546+0.011643i,-0.0082579+0.0073644i
-0.023541-0.0080908i,-0.070929-0.053859i,-0.1184-0.15223i,-0.10496-0.23313i,-0.038922-0.19394i,-0.0062868-0.085742i,-0.014398-0.025826i,-0.017694-0.015345i,-0.011118-0.010915i,-0.0017957-0.0070866i,0.0059505-0.0055201i,0.0086938-0.0037928i,0.0070616-0.003639i,0.00602-0.0031488i,0.0074462+0.00042546i,0.008858+0.007049i,0.0072553+0.011172i,0.0055831+0.0095472i,0.0067371+0.0027822i,0.0090906-0.0079661i,0.00972-0.015016i,0.0088811-0.013951i,0.0079964-0.010672i
0.017381-0.007652i,0.072214+0.0091233i,0.14753+0.069251i,0.16623+0.14306i,0.097364+0.13934i,0.034033+0.06303i,0.023009+0.012513i,0.025303+0.0060872i,0.019878+0.0063421i,0.0078307+0.0066824i,-0.0029702+0.0096756i,-0.0059336+0.010168i,-0.0031866+0.0098714i,-0.00066879+0.0090213i,-0.0027225+0.0074283i,-0.0070714+0.0054125i,-0.0076485+0.0023824i,-0.0072185+0.00017601i,-0.0082738+0.0036614i,-0.0073004+0.012889i,-0.0042155+0.017572i,-0.0025537+0.013561i,-0.0036164+0.0082229i
-0.015157+0.012909i,-0.066252+0.024921i,-0.1513+0.0093826i,-0.19512-0.042759i,-0.13396-0.069383i,-0.045447-0.034999i,-0.011062+0.0021521i,-0.006135+0.012568i,-0.00069871+0.012762i,0.004746+0.0060775i,0.0070556-0.0035057i,0.0059974-0.008698i,0.0031059-0.0088759i,0.0020583-0.0090837i,0.0051329-0.010218i,0.0093643-0.0083384i,0.0099962-0.0038686i,0.0073364-0.0018748i,0.0043535-0.0048645i,0.00083704-0.010274i,-0.0023269-0.013143i,-0.0024853-0.011541i,-0.001454-0.0086389i
0.0054954-0.020812i,0.036903-0.049876i,0.10658-0.070145i,0.16028-0.039023i,0.12338+0.012182i,0.043758+0.016386i,0.0074489-0.0028282i,0.0029027-0.0063127i,-0.0010792-0.0019293i,-0.0020605+0.0050451i,0.00073966+0.0099455i,0.0027449+0.010054i,0.0036037+0.0080074i,0.0043372+0.0063173i,0.0035213+0.0057966i,-2.9213e-05+0.0046103i,-0.0031322+0.0022236i,-0.0033409+0.0011381i,0.00051358+0.0040139i,0.0064983+0.0076976i,0.0088212+0.0078239i,0.0056188+0.0067719i,0.00094048+0.0069335i
0.0034506+0.014978i,-0.012461+0.052128i,-0.063201+0.097502i,-0.11857+0.097542i,-0.10544+0.043053i,-0.042492+0.0056352i,-0.0097304+0.0017638i,-0.00635-0.0025882i,-0.0052207-0.009049i,-0.0058056-0.010488i,-0.0064313-0.010483i,-0.0056909-0.010112i,-0.0060297-0.0079619i,-0.0076-0.0062027i,-0.0070407-0.0076946i,-0.0044378-0.010576i,-0.0021448-0.01i,-0.00011415-0.0063626i,1.212e-05-0.0045982i,-0.0043147-0.0051464i,-0.0080092-0.0050571i,-0.0064014-0.0034135i,-0.0034386-0.0024332i
