-0.0020949-0.0012244i,-8.0065e-05-0.000701i,-0.00054083+2.6007e-05i,-0.00098114+0.00032781i,-8.4085e-05+0.00050559i,0.0010177+0.00017057i,0.0014264-0.00019436i,0.00089468+0.00020551i,0.00065806+0.00075735i,0.00098494+0.00020171i,0.00060303+0.00042604i,-1.351e-05+0.00075765i,-0.00050506+0.00072914i,-0.00068667+0.00061675i,-0.00044779-2.8629e-05i,0.00022247-0.00084456i,0.00052812-0.0010532i,-0.00021066-4.9546e-05i,-0.00024359+0.00058394i,0.00024207+0.00045453i,0.0003596+0.00051279i,-6.4878e-05+0.00055804i,-0.00031456+0.00018777i
0.014565+0.097974i,0.03088+0.13633i,0.052816+0.11144i,0.084485+0.045339i,0.097986-0.0032205i,0.081364-0.0047516i,0.066372+0.019364i,0.059314+0.017985i,0.040596-0.0061521i,0.019447-0.014255i,0.0066311-0.0086673i,-0.0020191-0.0015439i,-0.0034418+0.0017185i,-0.0051646-0.0087824i,-0.015887-0.022179i,-0.026194-0.022149i,-0.028555-0.01147i,-0.025129+0.0007763i,-0.018425+0.0088182i,-0.0072737+0.0091062i,0.0064479+0.0016267i,0.015272-0.0078867i,0.014674-0.011786i
-0.0023783-0.087851i,-0.001993-0.12387i,-0.028524-0.1065i,-0.077937-0.058426i,-0.1008-0.028518i,-0.073987-0.035876i,-0.041353-0.060648i,-0.037612-0.053139i,-0.038068-0.015385i,-0.025108+0.0067114i,-0.0079052+0.0083496i,0.0043658+0.0055514i,0.0071605+0.0041339i,0.0063845+0.011695i,0.010748+0.023026i,0.015663+0.025146i,0.015627+0.017535i,0.014848+0.0074691i,0.014272-0.0012399i,0.0078062-0.0078942i,-0.006168-0.0083179i,-0.018557-0.0018598i,-0.018934+0.0058836i
-0.0099837+0.084178i,-0.0083931+0.11639i,0.022049+0.1034i,0.078663+0.073296i,0.10075+0.053613i,0.058229+0.053028i,0.0060831+0.066734i,0.0025319+0.059673i,0.019315+0.023867i,0.015421-0.00072983i,0.0020803-0.0038336i,-0.0049255-0.0030613i,-0.0051401-0.0041526i,-0.0017112-0.013174i,-0.00082539-0.025932i,-0.0047308-0.029448i,-0.0077518-0.023055i,-0.0090025-0.012711i,-0.0086818-0.0036764i,-0.0038965+0.0021076i,0.005735+0.0055352i,0.015736+0.004435i,0.017767+0.00012226i
0.017205-0.071451i,0.022394-0.10194i,-0.0078439-0.095307i,-0.059931-0.084083i,-0.078367-0.08054i,-0.035151-0.068696i,0.019618-0.057139i,0.022675-0.044795i,-0.0028591-0.019999i,-0.0060927+0.0010206i,0.0067048+0.0068648i,0.013963+0.0071802i,0.011717+0.0069062i,0.0029896+0.011018i,-0.0057181+0.019726i,-0.0085639+0.023284i,-0.0068656+0.019182i,-0.0032227+0.013517i,0.0017633+0.0075791i,0.0018755+0.00044077i,-0.0045349-0.0058776i,-0.011623-0.0091409i,-0.013353-0.0068062i
-0.027502+0.070359i,-0.030369+0.096177i,0.0028049+0.094674i,0.051409+0.091653i,0.060016+0.084177i,0.013395+0.049483i,-0.039939+0.019535i,-0.039773+0.015765i,-0.0081936+0.010391i,0.00045385-0.0021032i,-0.0082888-0.0081624i,-0.01258-0.010671i,-0.0093593-0.012239i,0.00048282-0.014011i,0.010241-0.018775i,0.013275-0.020707i,0.011596-0.015513i,0.0078179-0.01072i,0.0010483-0.0087131i,-0.0041742-0.0033928i,-0.0031092+0.0069238i,0.0021724+0.015477i,0.0074214+0.01492i
0.028452-0.055826i,0.033539-0.077686i,0.005707-0.07935i,-0.02501-0.087209i,-0.023214-0.085705i,0.0081129-0.03762i,0.043357+0.013688i,0.043717+0.013796i,0.016513-0.0031466i,0.0054636-0.0015276i,0.011712+0.006126i,0.013536+0.010606i,0.0072291+0.011425i,-0.005625+0.010312i,-0.017939+0.010999i,-0.021179+0.010665i,-0.018185+0.0071171i,-0.011548+0.0059152i,-0.0015235+0.0075859i,0.0076434+0.0038613i,0.011417-0.0082545i,0.0079426-0.019971i,-0.00055001-0.022096i
-0.030918+0.05812i,-0.028487+0.081581i,0.00093078+0.082225i,0.022825+0.0802i,0.012936+0.065928i,-0.0084795+0.0087584i,-0.026346-0.047146i,-0.027446-0.041744i,-0.012081-0.012185i,-0.0031305-0.0057013i,-0.0045293-0.01288i,-0.0053848-0.017539i,-0.0017882-0.014602i,0.0076707-0.008056i,0.017181-0.0044513i,0.019482-0.0010121i,0.01803+0.0028592i,0.014772+0.0016887i,0.0072676-0.0038158i,-0.0039004-0.0042329i,-0.012792+0.0044227i,-0.012856+0.014305i,-0.006309+0.01695i
0.033086-0.045733i,0.033839-0.068954i,0.0083689-0.070375i,-0.0043861-0.068156i,0.0027039-0.056573i,-0.0042506-0.0047717i,-0.011422+0.050297i,-0.0048213+0.048728i,-0.0046868+0.017693i,-0.0086461+0.0095881i,-0.0069911+0.018584i,-0.0047662+0.022512i,-0.0060222+0.016019i,-0.01176+0.005758i,-0.017277-0.0010393i,-0.016695-0.0063602i,-0.01195-0.012063i,-0.0079008-0.012821i,-0.0034332-0.0067399i,0.0048163-0.0010522i,0.013069-0.0023803i,0.015266-0.0091142i,0.010455-0.013225i
-0.032933+0.047365i,-0.02597+0.071954i,0.0068775+0.073439i,0.022587+0.057095i,0.017086+0.032301i,0.030993-0.0093481i,0.047204-0.048047i,0.036108-0.047199i,0.019671-0.024197i,0.015636-0.016822i,0.014244-0.022607i,0.011783-0.023204i,0.010781-0.014309i,0.011567-0.0026353i,0.013104+0.0054402i,0.010208+0.0095556i,0.0049156+0.01202i,0.0042105+0.011124i,0.0053977+0.0061561i,0.0012559-0.00083676i,-0.0077949-0.0055063i,-0.014935-0.003453i,-0.014572+0.0021226i
0.035543-0.043784i,0.030475-0.072505i,-0.002324-0.075542i,-0.02108-0.057196i,-0.028348-0.035428i,-0.05828-0.0056791i,-0.080587+0.02587i,-0.060415+0.032887i,-0.030045+0.023051i,-0.01986+0.021402i,-0.018692+0.027097i,-0.015864+0.025169i,-0.012591+0.012492i,-0.010519-0.0010836i,-0.0087424-0.009157i,-0.0043918-0.012901i,0.00063457-0.016064i,0.00041216-0.016726i,-0.0031186-0.010875i,-0.0018544+2.6686e-05i,0.0055572+0.010136i,0.013123+0.012093i,0.014926+0.007082i
-0.037041+0.04533i,-0.029473+0.078402i,0.014199+0.084287i,0.045267+0.056548i,0.052347+0.029354i,0.070318+0.016093i,0.083791+0.0039275i,0.062333-0.0084587i,0.031128-0.015258i,0.020595-0.018192i,0.021737-0.020717i,0.020097-0.01748i,0.014387-0.0071276i,0.0082455+0.0035383i,0.00331+0.0093393i,-0.0029733+0.009739i,-0.0093201+0.0098814i,-0.0086571+0.010706i,-0.0006198+0.0068208i,0.0053655-0.0050353i,0.0023862-0.018414i,-0.0071165-0.022689i,-0.012968-0.015663i
0.038077-0.043669i,0.033984-0.081889i,-0.0068808-0.098862i,-0.043569-0.081903i,-0.059012-0.060387i,-0.070844-0.052702i,-0.07309-0.042999i,-0.051508-0.023625i,-0.026134-0.004414i,-0.019259+0.0063489i,-0.02136+0.010019i,-0.019192+0.0078403i,-0.011704-0.00049277i,-0.0034326-0.0081498i,0.0020924-0.010266i,0.0066936-0.0081264i,0.010907-0.0070086i,0.010496-0.0085616i,0.0046694-0.0080253i,-0.0022623-0.0010729i,-0.0061338+0.01014i,-0.0037877+0.017514i,0.0022669+0.015987i
-0.045392+0.042565i,-0.041947+0.088501i,0.0023806+0.11409i,0.045959+0.10093i,0.059605+0.083632i,0.055355+0.080612i,0.044101+0.074178i,0.028238+0.050963i,0.016994+0.023499i,0.017651+0.0097693i,0.023435+0.0062623i,0.022243+0.0045482i,0.011842+0.0059944i,0.00061407+0.0090901i,-0.0061253+0.0072482i,-0.010564+0.0019699i,-0.014242-0.0011747i,-0.014272+0.00034844i,-0.0092909+0.0019171i,-0.0003486-0.0024437i,0.0079109-0.010879i,0.0092868-0.015798i,0.0057318-0.013842i
0.048721-0.040566i,0.053757-0.089078i,0.018042-0.12994i,-0.025416-0.13528i,-0.039162-0.12481i,-0.028225-0.11575i,-0.013613-0.097837i,-0.0082366-0.068071i,-0.013804-0.040122i,-0.021061-0.02426i,-0.024149-0.01709i,-0.019815-0.01157i,-0.0073164-0.007959i,0.0031784-0.007379i,0.0075053-0.0043744i,0.0096495+0.0010784i,0.011426+0.0038964i,0.010407+0.0011953i,0.0057155-0.0036705i,-0.0029908-0.0041499i,-0.014605+0.00079823i,-0.020773+0.0072199i,-0.016356+0.010708i
-0.053318+0.040623i,-0.065822+0.093191i,-0.036277+0.13926i,0.0022038+0.15085i,0.00979+0.14024i,-0.0072993+0.12197i,-0.017923+0.095809i,-0.0080719+0.065921i,0.013096+0.041751i,0.025275+0.029263i,0.025759+0.02429i,0.018214+0.017335i,0.0049717+0.010889i,-0.0041213+0.0061924i,-0.006963+0.00018078i,-0.0069086-0.005266i,-0.0076869-0.0087915i,-0.0091745-0.0064376i,-0.0084497+0.00069035i,-0.0013461+0.0065483i,0.013259+0.0087683i,0.024503+0.0058301i,0.022957+0.00088024i
0.057913-0.032883i,0.081554-0.085534i,0.068191-0.14257i,0.041206-0.16714i,0.036592-0.15806i,0.042368-0.12404i,0.03786-0.07657i,0.020324-0.043258i,-0.0055029-0.0312i,-0.01857-0.025642i,-0.016153-0.02138i,-0.0090251-0.01523i,0.00077009-0.0072214i,0.0073536-0.0014233i,0.0074036+0.0030766i,0.0044558+0.0055318i,0.0016996+0.0064946i,0.0016772+0.0054007i,0.0031726+0.00038016i,-0.0012543-0.0074504i,-0.012942-0.014733i,-0.021988-0.015127i,-0.020574-0.0094597i
-0.065313+0.027982i,-0.10062+0.079969i,-0.099256+0.136i,-0.08123+0.15745i,-0.079835+0.13874i,-0.075834+0.094578i,-0.05331+0.041668i,-0.027417+0.013364i,-0.0024072+0.012925i,0.0098448+0.017357i,0.0079814+0.01986i,0.002814+0.014858i,-0.0032669+0.0035633i,-0.0069245-0.0048671i,-0.0054114-0.008715i,-0.00045093-0.010429i,0.0027513-0.010223i,0.0021198-0.0073644i,-0.0010549-0.0028824i,-0.0014531+0.0058303i,0.0065478+0.017162i,0.01597+0.02094i,0.016404+0.017128i
0.066847-0.016109i,0.11416-0.06062i,0.13135-0.11668i,0.12786-0.13939i,0.12542-0.11648i,0.1016-0.067598i,0.058915-0.012622i,0.031385+0.010808i,0.013993-0.00082292i,0.0047129-0.011094i,0.0060475-0.013651i,0.0071852-0.010943i,0.0070462-0.002348i,0.0061739+0.0049367i,0.0017871+0.0078833i,-0.0032395+0.0065095i,-0.0063681+0.0035334i,-0.0049133+0.0016621i,0.00036822+0.00078115i,0.0039008-0.0050609i,0.002004-0.017905i,-0.0041854-0.025802i,-0.0063341-0.022159i
-0.07351+0.013043i,-0.12893+0.053134i,-0.15239+0.098542i,-0.15008+0.10436i,-0.14818+0.069519i,-0.11591+0.027685i,-0.058148-0.010867i,-0.028072-0.024639i,-0.020648-0.0073091i,-0.016029+0.0086133i,-0.013077+0.012558i,-0.0085726+0.0098235i,-0.0045395+0.00011652i,-0.0018464-0.0082749i,0.0016822-0.011201i,0.0047062-0.010352i,0.0058981-0.0070475i,0.0045121-0.0045851i,-0.00018087-0.0038163i,-0.0073051+0.0017601i,-0.012046+0.01543i,-0.0095385+0.025672i,-0.0051688+0.022926i
0.073497+0.0028885i,0.14064-0.023404i,0.174-0.065018i,0.16951-0.067337i,0.15766-0.028667i,0.11267-8.5927e-05i,0.043871+0.017922i,0.017167+0.023427i,0.0214+0.0062266i,0.020918-0.008385i,0.017513-0.0097976i,0.011063-0.0051802i,0.0026286+0.0031208i,-0.0026134+0.0086144i,-0.0069927+0.0082868i,-0.0087666+0.0043877i,-0.0078328-0.0010789i,-0.0052705-0.003799i,0.00097607-0.0019463i,0.010589-0.0025809i,0.019355-0.011798i,0.021577-0.021156i,0.017714-0.018562i
-0.077509-0.0087985i,-0.1469+0.009063i,-0.1791+0.039207i,-0.16309+0.027715i,-0.13974-0.018366i,-0.09507-0.029627i,-0.026059-0.018174i,0.0010173-0.016323i,-0.011825-0.0068882i,-0.017439+0.0043509i,-0.014013+0.0037686i,-0.0076183-0.00043755i,0.0012647-0.0051855i,0.0068621-0.0083284i,0.0086455-0.0084146i,0.0076169-0.0054903i,0.0045106+0.00072242i,0.00080609+0.0038941i,-0.0027035+0.001391i,-0.010253-0.00097486i,-0.02241+0.003602i,-0.027888+0.011259i,-0.023194+0.010299i
0.073053+0.027533i,0.1523+0.022091i,0.18871-0.0053139i,0.15753+0.0037164i,0.11577+0.046737i,0.070832+0.044845i,0.010753+0.013423i,-0.013801+0.0047733i,0.0029072+0.0029296i,0.013391-0.001556i,0.012725+0.00050953i,0.0076675+0.003128i,-0.0020563+0.0050568i,-0.0093328+0.006148i,-0.013132+0.0038995i,-0.011387-8.1677e-05i,-0.0055251-0.0052657i,-0.0021774-0.0081173i,-0.00045745-0.0055458i,0.0074906+0.00071003i,0.022151+0.0026013i,0.031294-0.0022595i,0.026995-0.0032446i
-0.071472-0.033987i,-0.14893-0.039191i,-0.1819-0.018353i,-0.13383-0.024942i,-0.076698-0.068069i,-0.043677-0.060364i,-0.0015854-0.010186i,0.02004+0.0043862i,0.0043709-0.0037324i,-0.0078235-0.0058335i,-0.0093704-0.0070985i,-0.0064505-0.007097i,0.0031368-0.0051229i,0.011083-0.0034478i,0.013845-0.001326i,0.010135+0.00089112i,0.001535+0.0038386i,-0.0030605+0.0062493i,-0.0024762+0.0036625i,-0.0059266-0.0056326i,-0.017083-0.013556i,-0.025599-0.012932i,-0.022526-0.0094154i
0.065609+0.051088i,0.14741+0.069475i,0.18331+0.047439i,0.12374+0.035557i,0.048833+0.064212i,0.023113+0.057276i,0.0045445+0.0035763i,-0.014497-0.012975i,-0.0069401+0.0020145i,0.0032214+0.008645i,0.0056474+0.009088i,0.0051954+0.006438i,-0.0026027+0.0024726i,-0.011032-0.0015977i,-0.014334-0.005122i,-0.01024-0.0057283i,-0.0023188-0.005458i,0.0019963-0.0066728i,0.0011833-0.0038678i,0.0015328+0.0073522i,0.010205+0.019443i,0.018465+0.020858i,0.01542+0.015016i
-0.058761-0.058024i,-0.13624-0.088756i,-0.17411-0.068549i,-0.1076-0.037548i,-0.020154-0.052893i,-0.0059788-0.05202i,-0.01254-0.00041164i,0.0025897+0.020866i,0.0056785+0.0014869i,-0.0011675-0.0088555i,-0.0032792-0.0085283i,-0.0021514-0.004546i,0.0043326+0.0019115i,0.010805+0.006602i,0.01246+0.0089439i,0.0076046+0.007781i,-0.0012896+0.0048656i,-0.0058643+0.0040717i,-0.0035521+0.0021736i,0.00033283-0.0085944i,-0.001491-0.024501i,-0.0067453-0.03023i,-0.005256-0.0237i
0.050179+0.073041i,0.12661+0.11907i,0.17556+0.098224i,0.11718+0.036359i,0.01744+0.023084i,-0.0040767+0.02932i,0.01563-0.0067475i,0.0057322-0.026509i,-0.0071882-0.0070692i,-0.0053877+0.0074891i,-0.0019524+0.0096452i,-0.000127+0.0057541i,-0.0035052-0.002398i,-0.0088264-0.0088116i,-0.010293-0.011715i,-0.006411-0.0090644i,0.00070344-0.0035138i,0.006022-0.0014855i,0.0038162-0.00017527i,-0.0035523+0.0090502i,-0.0075243+0.024393i,-0.0061473+0.030802i,-0.0055798+0.023683i
-0.035391-0.077275i,-0.10421-0.13701i,-0.1628-0.12456i,-0.12148-0.043168i,-0.020493-0.005049i,0.0061593-0.015393i,-0.020378+0.0074702i,-0.0099038+0.026751i,0.010544+0.0093763i,0.0097873-0.0050239i,0.0058096-0.0069773i,0.0034156-0.0048238i,0.0033002+0.0030067i,0.0048515+0.010625i,0.0043403+0.012484i,0.0018629+0.0082741i,-0.0027464+0.0023747i,-0.0067685-6.1318e-05i,-0.0032082+8.3199e-05i,0.0084846-0.0061725i,0.017692-0.020828i,0.017801-0.028425i,0.013874-0.021434i
0.023374+0.091105i,0.085019+0.16602i,0.15954+0.16371i,0.14894+0.057514i,0.05103-0.017154i,0.00046306-0.0036832i,0.018331-0.00061984i,0.012014-0.016768i,-0.011594-0.008322i,-0.012879+0.0028528i,-0.0056953+0.0059918i,-0.00066339+0.0051747i,0.0023214-0.0030754i,0.0024565-0.010947i,0.0018244-0.013007i,0.0028361-0.0089231i,0.0056952-0.0020545i,0.009589+0.00031398i,0.0076916+4.6766e-05i,-0.0058098+0.0032662i,-0.021434+0.011881i,-0.025825+0.018182i,-0.019948+0.014748i
-0.0080619-0.091519i,-0.053165-0.18198i,-0.13285-0.19901i,-0.15537-0.092528i,-0.075771+0.00428i,-0.010184-0.00068979i,-0.016269-0.015691i,-0.013938+0.00021825i,0.0086114+0.0033078i,0.012794-0.0028918i,0.007683-0.0060109i,0.0014899-0.0062663i,-0.0034606+0.0018393i,-0.0056224+0.010869i,-0.0068078+0.013353i,-0.0057643+0.0084709i,-0.0055257+0.00071082i,-0.0077575-0.0033757i,-0.0060413-0.0025805i,0.0078718-0.00091458i,0.025727-0.0036629i,0.030264-0.0065566i,0.022347-0.0039456i
-0.010208+0.093063i,0.019244+0.19958i,0.10659+0.24247i,0.16825+0.13895i,0.11152+0.01306i,0.027337-0.00078873i,0.015906+0.022952i,0.017347+0.010561i,-0.0026726-0.0013661i,-0.010861+0.0019647i,-0.0066601+0.0055296i,4.3394e-05+0.0053389i,0.0057662-0.0020952i,0.008248-0.010605i,0.0091696-0.012699i,0.0076889-0.0087392i,0.0062444-0.002588i,0.0080604+0.00084007i,0.0068313-0.0010793i,-0.0057025-0.0071596i,-0.023783-0.011723i,-0.030716-0.010271i,-0.023231-0.0064022i
0.027433-0.089801i,0.022602-0.20595i,-0.054364-0.27805i,-0.14566-0.20087i,-0.12619-0.061453i,-0.042153-0.015432i,-0.018317-0.02952i,-0.02283-0.015096i,-0.0071484+0.0037958i,0.0038716+0.003703i,0.0050639-0.0013694i,0.0015019-0.0035772i,-0.0056434+0.0013405i,-0.010184+0.0072654i,-0.010253+0.0076i,-0.0071912+0.0033792i,-0.0052652-0.0028221i,-0.0065848-0.0068985i,-0.0066026-0.0039346i,0.003678+0.0072029i,0.020032+0.018265i,0.026655+0.021188i,0.020439+0.017016i
-0.04763+0.081583i,-0.067804+0.20507i,-0.0058997+0.30643i,0.11069+0.25912i,0.13105+0.11037i,0.053158+0.027296i,0.015011+0.024126i,0.02153+0.010573i,0.012166-0.011254i,-0.00098897-0.010747i,-0.0045884-0.0011675i,-0.0025521+0.0043348i,0.0044808+0.0011934i,0.0099056-0.0042357i,0.010103-0.0043895i,0.0073114-0.0011889i,0.0053709+0.0026943i,0.005589+0.0053376i,0.0048079+0.0012661i,-0.0014524-0.012028i,-0.012994-0.027613i,-0.018729-0.032016i,-0.013483-0.024881i
0.061191-0.072494i,0.11445-0.19063i,0.085018-0.3142i,-0.036912-0.3096i,-0.097805-0.16947i,-0.046543-0.050889i,-0.0090927-0.021007i,-0.015129-0.0050001i,-0.012493+0.015491i,-0.0016257+0.014222i,0.0050391+0.0039776i,0.0059959-0.0029921i,-0.0015848-0.0043654i,-0.0098321-0.0018057i,-0.010518-0.0021816i,-0.0060995-0.0060482i,-0.002714-0.0099522i,-0.0033584-0.011411i,-0.0042704-0.0059901i,-0.0013706+0.0093809i,0.0042333+0.028118i,0.0069265+0.035283i,0.0049652+0.027896i
-0.079686+0.058191i,-0.15997+0.16604i,-0.16788+0.30218i,-0.051344+0.33628i,0.04935+0.21109i,0.032537+0.06698i,-0.00035801+0.018542i,0.0094701+0.0035963i,0.013781-0.014283i,0.0030514-0.014021i,-0.0044828-0.003644i,-0.006076+0.0045587i,0.0011697+0.0076734i,0.0087149+0.0059338i,0.0088107+0.004428i,0.0049781+0.0054783i,0.0007835+0.008139i,-0.00031808+0.010685i,0.0017736+0.0074104i,0.0043281-0.0079103i,0.0054342-0.028883i,0.0052938-0.036874i,0.0048666-0.028786i
0.086912-0.037993i,0.19702-0.12408i,0.25172-0.25892i,0.16012-0.33236i,0.027018-0.24411i,-0.0086118-0.091271i,0.0059989-0.021551i,-0.0031071-0.007441i,-0.013271+0.0075605i,-0.0056896+0.011888i,0.0048793+0.0053194i,0.0081263-0.0028364i,0.0019244-0.0094969i,-0.0055752-0.010758i,-0.0061507-0.0090658i,-0.001251-0.0096925i,0.0022128-0.01159i,0.002249-0.013048i,-0.0014453-0.010649i,-0.010002+0.0027583i,-0.017601+0.021744i,-0.019764+0.02963i,-0.016498+0.023428i
-0.095217+0.019078i,-0.22729+0.077461i,-0.32432+0.19425i,-0.26197+0.28873i,-0.10701+0.23682i,-0.02282+0.097062i,-0.010369+0.023632i,0.0043794+0.011253i,0.017302-0.0002987i,0.010515-0.0072281i,-0.00080665-0.0047245i,-0.0057165+0.0018199i,-0.0010397+0.0079324i,0.0055583+0.0091813i,0.0049051+0.0076965i,-0.0013541+0.0066303i,-0.0062558+0.0077077i,-0.006708+0.010291i,-0.0016969+0.009363i,0.01077-0.00029704i,0.024535-0.014822i,0.028497-0.02096i,0.022888-0.016718i
0.094819+0.0092279i,0.24086-0.010879i,0.37952-0.096207i,0.3592-0.20666i,0.19263-0.2059i,0.055472-0.097221i,0.011506-0.026871i,-0.0061946-0.017368i,-0.017501-0.0087279i,-0.010621+0.0028886i,0.0010964+0.0057563i,0.0068028+0.0022812i,0.0034186-0.0055929i,-0.0017754-0.01034i,-0.0017479-0.0098478i,0.0022942-0.0082081i,0.0078556-0.0074941i,0.010507-0.0090532i,0.005046-0.0095838i,-0.011343-0.0036748i,-0.029493+0.0063876i,-0.0352+0.010117i,-0.027494+0.0068905i
-0.092358-0.027579i,-0.23935-0.047254i,-0.39856-0.0098654i,-0.41443+0.091959i,-0.25516+0.13501i,-0.084398+0.073886i,-0.01356+0.021014i,0.0070433+0.016956i,0.01811+0.013205i,0.012185+0.0013163i,0.00049506-0.0050705i,-0.0056582-0.0041339i,-0.0046755+0.0024763i,-0.0015425+0.0077868i,-0.0025516+0.0067913i,-0.0078828+0.0030133i,-0.012381+0.0014919i,-0.012957+0.0036559i,-0.0072449+0.0063183i,0.0095144+0.0068875i,0.029324+0.0044498i,0.035751+0.0028861i,0.02759+0.0048451i
0.079989+0.051041i,0.22091+0.11305i,0.39158+0.12731i,0.44022+0.039202i,0.2995-0.049793i,0.11016-0.04818i,0.017161-0.019583i,-0.0043085-0.018227i,-0.011918-0.018928i,-0.0091232-0.0070421i,-0.00065321+0.0037641i,0.0054923+0.0054886i,0.0069371-0.00070761i,0.0051178-0.0066809i,0.0042061-0.0058524i,0.007509-0.0029223i,0.01234-0.0014061i,0.014439-0.0018135i,0.01039-0.0041234i,-0.0049604-0.0086888i,-0.024696-0.013992i,-0.03174-0.015289i,-0.023876-0.013446i
-0.064835-0.064524i,-0.18222-0.16272i,-0.33862-0.23421i,-0.40758-0.17757i,-0.2998-0.05632i,-0.12304+0.0038627i,-0.029436+0.011705i,-0.0075307+0.019693i,0.0021406+0.021672i,0.0045478+0.0098378i,2.9967e-05-0.0014169i,-0.0045907-0.004993i,-0.0079156-0.00056904i,-0.0076564+0.0051017i,-0.0064666+0.0038633i,-0.0092257-0.0014694i,-0.013402-0.0052341i,-0.014527-0.0057074i,-0.010578-0.0018824i,0.0023034+0.0082125i,0.019122+0.01993i,0.025252+0.023684i,0.017167+0.020258i
0.045427+0.081739i,0.13249+0.20977i,0.261+0.32684i,0.33985+0.29789i,0.27156+0.14737i,0.12089+0.029232i,0.033889-0.0086541i,0.017355-0.021189i,0.0092132-0.026147i,0.0003251-0.014698i,-0.00065079-0.00036613i,0.0027473+0.0052171i,0.0070317+0.0022111i,0.0078734-0.0021869i,0.0055623-0.0016613i,0.0061986+0.003786i,0.0094864+0.0083982i,0.011495+0.008931i,0.0093774+0.0045206i,0.00059386-0.0086553i,-0.01111-0.024901i,-0.014748-0.029959i,-0.0078542-0.023779i
-0.025982-0.086811i,-0.070961-0.23115i,-0.15195-0.38413i,-0.22413-0.39091i,-0.20244-0.2334i,-0.10413-0.068832i,-0.037783+0.0046235i,-0.022594+0.023777i,-0.014931+0.026624i,-0.0041222+0.015839i,0.0015691+0.0029903i,0.00024376-0.0031596i,-0.0056646-0.002853i,-0.0077788-0.00010657i,-0.0062774-0.0016828i,-0.0063645-0.0080668i,-0.006646-0.013355i,-0.0071213-0.014641i,-0.0071766-0.009788i,-0.0034615+0.0050252i,0.002559+0.023336i,0.0038741+0.029346i,-0.00029567+0.02219i
0.00058666+0.088957i,0.0055787+0.24057i,0.033614+0.41012i,0.091708+0.43838i,0.11587+0.28141i,0.074706+0.093514i,0.03614+0.0028217i,0.027052-0.020465i,0.018438-0.024673i,0.0043835-0.015244i,-0.0026329-0.0024598i,-0.0014604+0.004228i,0.0036353+0.0049042i,0.0065134+0.0022328i,0.0058976+0.0032457i,0.0035884+0.0087075i,0.00063752+0.01323i,-0.00056548+0.014766i,0.0013719+0.011471i,0.0040911-0.0019374i,0.0052738-0.021326i,0.0067569-0.027635i,0.0097403-0.019217i
0.02018-0.078691i,0.060566-0.22082i,0.093311-0.39005i,0.057772-0.43864i,-0.0099412-0.30247i,-0.034863-0.11484i,-0.028618-0.015548i,-0.023862+0.008518i,-0.017733+0.012616i,-0.0065587+0.0077742i,0.0022097-0.0004532i,0.0033141-0.0052581i,-0.00061241-0.0057914i,-0.003662-0.0045162i,-0.0036962-0.0055756i,-0.0017321-0.0096937i,0.0015718-0.014525i,0.0039939-0.016382i,0.0018227-0.013546i,-0.0048496-0.00086933i,-0.011763+0.016214i,-0.014353+0.021442i,-0.01366+0.013068i
-0.038009+0.076498i,-0.11619+0.19659i,-0.19711+0.33986i,-0.18528+0.38733i,-0.085507+0.27614i,-0.0047753+0.11226i,0.019994+0.025674i,0.022635+0.007261i,0.019157+0.0012319i,0.0085796-0.00099497i,-0.00051614+0.0019129i,-0.0033104+0.0048357i,-0.00044599+0.0065377i,0.0026572+0.0065309i,0.002487+0.0064131i,0.0001833+0.0088382i,-0.0042444+0.010643i,-0.0084862+0.011506i,-0.0065221+0.011425i,0.0040055+0.002664i,0.016607-0.011441i,0.020695-0.014532i,0.016662-0.0053705i
0.05236-0.052625i,0.16111-0.1423i,0.28661-0.2526i,0.29762-0.29871i,0.17209-0.22829i,0.041093-0.10898i,-0.012398-0.040083i,-0.020909-0.022983i,-0.019504-0.015471i,-0.011029-0.0065145i,-0.0014811-0.0021639i,0.0029507-0.0028957i,0.002278-0.0052302i,0.00023088-0.0067261i,0.00010805-0.0068497i,0.0028598-0.0076403i,0.0075254-0.0088958i,0.011488-0.0092057i,0.0097455-0.0081247i,-0.0022273-0.0034984i,-0.018446+0.0045707i,-0.023666+0.0066739i,-0.015962+0.00011917i
-0.064126+0.03874i,-0.1882+0.090948i,-0.33583+0.1507i,-0.36126+0.18033i,-0.22474+0.14792i,-0.066842+0.081977i,0.0066627+0.042588i,0.021961+0.032496i,0.021235+0.02274i,0.012412+0.010255i,0.0028483+0.0027305i,-0.0011842+0.0010989i,-0.0016214+0.0037862i,-0.0019126+0.006122i,-0.0026014+0.0061266i,-0.0052257+0.0055464i,-0.0095833+0.003975i,-0.012993+0.0030657i,-0.010769+0.0042971i,0.0022541+0.004019i,0.01842+0.00054529i,0.021616-0.00075162i,0.012494+0.0032206i
0.06574-0.016535i,0.19915-0.027579i,0.35427-0.034794i,0.38696-0.049451i,0.25191-0.062623i,0.084122-0.055324i,0.00022491-0.042269i,-0.018782-0.034123i,-0.020045-0.024338i,-0.01285-0.0102i,-0.0026145-0.00030021i,0.0032677+0.0016793i,0.0049092-0.0015823i,0.0046951-0.0053468i,0.0047291-0.006249i,0.0072311-0.0051445i,0.010755-0.0022824i,0.013328+0.00069766i,0.012206+0.00057435i,0.0010545-0.0034623i,-0.014435-0.0071055i,-0.018356-0.0070411i,-0.0091155-0.0070723i
