-0.0016569+0.00045078i,-5.0301e-05+0.00021646i,-0.00075011+0.00048149i,-0.0008662+0.00027009i,-0.00059515+0.0014652i,-0.00067006+0.0020583i,-0.0006518+0.0022142i,0.00024978+0.00287i,0.00073864+0.0023122i,0.0011655+0.0012507i,0.0014087+0.00051832i,0.00082093+3.2924e-05i,0.00038093-8.2856e-05i,0.00052483-0.00016361i,-2.5396e-05-7.9e-06i,-0.00050484-0.00023741i,3.7232e-05-0.00098947i,0.00054949-0.00065623i,0.00039097-0.00025004i,-0.00041632-0.00096902i,-8.1686e-05-0.0011182i,0.00037672-0.00078261i,7.9479e-05-0.00041032i
0.0046154+0.0018684i,0.0050627+0.00030955i,0.0058445-0.00010234i,0.0041127+4.5383e-05i,0.0011319-2.3785e-05i,-0.00011211+0.00030569i,-0.0010962+8.6643e-06i,-0.0011459-0.00053078i,0.00017524-0.0017979i,0.0015378-0.0031053i,0.0016614-0.0021381i,0.00077947-0.00053356i,0.00033298+0.00043086i,0.0011785+0.00090749i,0.0018379+0.0017031i,0.0014663+0.0022203i,0.0013755+0.0014081i,0.002903+0.00037463i,0.0075267-4.3333e-05i,0.014208+0.0012243i,0.016654+0.0030737i,0.01225+0.0035775i,0.0069355+0.0034024i
-0.00045191+0.00044285i,0.0019267+0.0011474i,0.0011824+0.0020689i,-0.00056597+0.0018268i,-0.00075213-0.0002246i,-0.00087666-0.0017348i,-0.00070912-0.0026782i,8.1301e-06-0.0020087i,0.00043265-0.00014886i,0.00083862+0.0011197i,0.00082098+0.00088024i,4.8676e-05-0.00013943i,-0.00042782-0.00062149i,0.00020726-0.00087539i,-0.00053509-0.00072761i,-0.0022085-0.00082624i,-0.0026828-0.00045628i,-0.0029846+0.0018227i,-0.0054456+0.0050279i,-0.010356+0.007914i,-0.013409+0.0076436i,-0.010785+0.0048084i,-0.0064766+0.0023134i
0.00166-0.0029807i,0.0015059-0.0045884i,0.00017748-0.0062947i,-0.0015919-0.0050882i,-0.0020047-0.0023246i,-0.0029721-0.0017151i,-0.0034814-0.0010004i,-0.0022307+0.00038732i,-0.00060546+0.00097428i,0.00054501+0.00013876i,0.00046963-0.00082182i,0.0010175-0.00056796i,0.0016508-0.00063066i,0.0015317-0.0015479i,0.0021496-0.0022679i,0.002532-0.0016662i,0.0016777-0.00097328i,0.00059429-0.0023821i,0.00082123-0.0071793i,0.002513-0.01222i,0.0033637-0.013155i,0.0028866-0.0094981i,0.00245-0.0044584i
0.0060168-0.0006856i,0.0092095+0.00036398i,0.0087806+0.00014678i,0.0035583-9.6222e-05i,-0.0014738-0.00015771i,-0.003241-0.00083681i,-0.002162-0.00059253i,0.00058912-0.00023897i,0.0013913+0.00027209i,0.0002503+0.00018131i,0.00056048+0.00019613i,0.0012923+0.00098797i,0.0015304+0.0011397i,0.0018831+0.00081161i,0.0017233+0.00099423i,0.00011989+0.0010322i,-0.001168+0.00068755i,0.00012161+0.0016709i,0.0026311+0.0053152i,0.0050405+0.010168i,0.0055715+0.012858i,0.0032895+0.010803i,0.00097016+0.0066388i
0.0013115-0.00070864i,0.0019092-0.00046816i,2.8172e-05-0.0029795i,-0.0027069-0.0044197i,-0.0037145-0.0028178i,-0.0030867-0.0013331i,-0.0025478-0.001911i,-0.0020951-0.002245i,-0.00084719-0.0020252i,-0.00041329-0.0017877i,-0.00093617-0.0014258i,-0.00047009-0.0011165i,0.00087558+0.00010247i,0.0013498+0.00078357i,0.00049826-0.00042802i,0.00035491-0.0019243i,0.00039327-0.0016332i,-0.0014732-0.00049619i,-0.0062404-0.00061541i,-0.010879-0.0029832i,-0.011448-0.0053858i,-0.0086055-0.0053293i,-0.0049688-0.0034569i
0.001126-0.00018755i,0.00064387-0.0011617i,0.00096437-0.0010998i,0.002834-0.00039348i,0.0031062+0.00027035i,0.0010091+5.3508e-05i,-0.00026838+0.00087186i,-0.00082403+0.00011558i,0.00023283-0.001705i,0.0014316-0.0017709i,0.0016851-0.0015864i,0.0011597-0.00051584i,-2.7567e-05+0.0011098i,0.00016714+0.0018713i,0.0015585+0.0016118i,0.0025532+0.0013601i,0.0028171+0.00031186i,0.0031458-0.0013387i,0.0058214-0.0029305i,0.010525-0.0039674i,0.012146-0.0026496i,0.0088918-0.00011699i,0.004717+0.0011894i
0.0052893-0.0012875i,0.0078623-0.0035492i,0.0080693-0.0045317i,0.003564-0.0030341i,-0.00086045-0.002504i,-0.0033338-0.0029339i,-0.0035554-0.0014931i,-0.0014781-5.7859e-05i,0.0012406-0.00018947i,0.0021578-0.0005495i,0.0013922+4.0582e-05i,0.00017594+0.00022951i,-0.00050436+0.00018441i,-0.00024594+0.0010735i,-0.0005336+0.0012945i,-0.0010987+0.00099824i,-0.0017185+0.000671i,-0.001554+0.0010887i,-0.0020679+0.0038155i,-0.0048273+0.0075912i,-0.0067664+0.008106i,-0.0061101+0.0049632i,-0.0040689+0.0016774i
0.0034311-0.00031062i,0.0037854-0.0011285i,0.0045178-0.0037733i,0.0029195-0.0046988i,0.0014914-0.0020006i,0.00079978-0.00037033i,0.00074971-5.1786e-05i,0.0010872+0.000419i,0.0012298-4.4697e-05i,0.00061072-0.00077405i,-0.00044797+0.0001116i,-0.00029052+0.00026796i,0.00084803-0.00072875i,0.001939-0.0018401i,0.0022079-0.0029604i,0.0025656-0.0028186i,0.0019088-0.0018617i,0.00016854-0.0019199i,-0.001353-0.0035926i,-0.0024749-0.0073121i,-0.0016036-0.01028i,8.2697e-05-0.0081187i,0.00067835-0.0037672i
0.011878+0.0018245i,0.011591-0.0001865i,0.018949-0.0074459i,0.015894-0.012843i,0.0086042-0.016083i,-0.00043518-0.013348i,-0.0040616-0.0051372i,-0.0014052-0.0007907i,0.0010055-0.0010763i,0.00015148-0.0040571i,-0.0027499-0.0038125i,-0.0036896+0.00061871i,-0.0018478+0.0047423i,0.00082704+0.0059771i,0.0025441+0.0051944i,0.0023706+0.0034519i,0.0017982+0.0014838i,0.0019466+0.00085673i,0.0038875+0.0026513i,0.0064985+0.0062073i,0.0068212+0.0070883i,0.0041909+0.005302i,0.001467+0.004254i
-0.0023623-0.0039685i,-0.0026858-0.0033881i,-0.0061257-0.00049623i,-0.0075042+0.0020875i,-0.0069779+0.0038775i,-0.0038636+0.003302i,-0.0015955+0.0005377i,-0.0012627+0.00032293i,-0.00064377+0.00099639i,0.00084143+0.00059956i,0.0018778+0.00015915i,0.0015168-0.00040228i,0.00097057-0.0012425i,0.00062767-0.0017892i,-0.00011256-0.0020714i,-0.001593-0.0027341i,-0.0025376-0.0021845i,-0.0018012-0.00019349i,-0.0031321+0.0011847i,-0.0069259+0.00082656i,-0.0084673-0.0011828i,-0.0064881-0.0021331i,-0.0031882-0.0016646i
-4.6338e-05-0.0010357i,-0.00057627-0.0016896i,-0.0026712-0.00057325i,-0.0031493+0.0015602i,-0.0022086+0.0036552i,-3.5618e-05+0.0039091i,0.00060678+0.0019823i,-0.00027558+0.00041443i,-0.00014974-0.00039145i,0.00059144-0.0014331i,0.0014598-0.0014833i,0.0021576-0.0017087i,0.0032173-0.0019551i,0.0032597-0.00094383i,0.0016927-0.0002232i,0.0018198-0.00021028i,0.0024221-1.1877e-05i,0.0019208-0.00076923i,0.0024847-0.002918i,0.0050822-0.0047014i,0.0064734-0.0039687i,0.0056158-0.001474i,0.0041197+0.00025593i
-0.0015401-1.8363e-05i,0.00041329+0.0012307i,-0.00037343+0.0013852i,-0.0014708+0.001454i,-0.0015265+0.0017066i,-0.00043944+0.00071395i,-0.00021039-0.00097663i,-0.00048919-0.0010801i,-0.00039188-0.00053224i,0.00050748-0.00013863i,0.0012021+0.00072965i,0.00099222+9.5836e-05i,0.00041202-0.00034383i,-0.00023674+0.0001309i,-0.00023451+0.000622i,-0.00085844+0.00046424i,-0.001374-5.2172e-05i,-0.00029515+0.00042218i,0.00076112+0.0022444i,-0.00092779+0.0057404i,-0.0038515+0.0073324i,-0.0051682+0.0046849i,-0.0045918+0.0013489i
0.00068763+0.00025068i,0.0012217-0.0012324i,-0.0013377-0.0020786i,-0.0030897-0.0013212i,-0.0018317+0.00028562i,-0.00073575+0.00051774i,-0.00043087-0.00041321i,-0.0002569-0.0006109i,-0.00032239+0.00014739i,4.5638e-05+0.0010434i,0.00043332+0.00064049i,0.00060524-0.00066812i,0.00043174-0.002428i,0.00014658-0.0032517i,0.00043829-0.0020873i,0.0012209-0.0010196i,0.0011467-0.00064228i,3.0933e-05-0.0010152i,-0.002176-0.0024623i,-0.003604-0.0050267i,-0.0020266-0.0069032i,-0.00018192-0.0058393i,0.0012192-0.0032297i
0.0012559+0.0027249i,0.0022805+0.0012093i,0.0019054+0.00084841i,0.0017828+0.0014016i,0.0020593+0.001502i,0.0014536+0.00049766i,0.0001805+3.3414e-05i,-0.00044028+0.00014233i,-0.00030669-0.00095936i,-0.00066397-0.0022738i,-0.0011976-0.0023372i,-0.00052023-0.0012528i,0.0013712+0.00025719i,0.0027769+0.00029184i,0.0025824-8.0642e-05i,0.00067714+0.0011532i,-0.00056174+0.0022103i,1.5343e-05+0.001659i,0.0023048+0.00070334i,0.0055295+0.0012274i,0.0060418+0.0039355i,0.0033464+0.0053818i,0.00079024+0.0042408i
0.0019687+0.0014947i,0.0054369-4.0237e-05i,0.0057507-0.00074437i,0.0030342-0.001219i,0.00060456-0.0013831i,-0.00095569-0.0019457i,-0.0015614-0.0018161i,-0.00085217-0.00091216i,0.0002978-0.0005248i,0.0011281-0.00088903i,0.0005557-0.0013338i,-0.0015661-0.00085865i,-0.0022243+0.00041044i,-0.0010392+0.0015672i,-0.00013235+0.0015573i,-0.00049991+0.00052995i,-0.0011028-0.0008024i,-0.0005764-0.00056217i,-0.0011793+0.0010677i,-0.004177+0.0022026i,-0.0064803+0.0019191i,-0.0061953+7.5477e-05i,-0.0039351-0.0023378i
0.0021009+0.0010759i,0.0017697-0.0014021i,0.00061825-0.0038041i,-0.0016441-0.0040218i,-0.0015371-0.0013675i,-9.04e-05+0.00018574i,0.00027104+0.00055944i,-0.00031572+0.0012186i,-0.0010462+0.00080516i,-9.649e-05-7.4433e-05i,0.0019949-0.0010335i,0.0019838-0.0017471i,0.0009398-0.0018427i,0.00089812-0.0015009i,0.0010127-0.00057474i,0.0018443+7.9298e-05i,0.002374-0.0002751i,0.0012853-0.0010987i,0.0010425-0.0024013i,0.0027012-0.0049636i,0.0042335-0.004991i,0.0039004-0.0023455i,0.0030223-0.00012402i
0.0015203-0.0029513i,0.0020758-0.0029375i,0.001363-0.0014639i,-0.00032105+0.00031676i,-0.0017189+0.00036805i,-0.0024493-0.0003841i,-0.001779-0.0017557i,-0.0010436-0.0019352i,-0.00042065-0.00093466i,0.00025484-0.00028153i,0.0011245+4.2821e-06i,0.0013782+0.0011039i,0.0015964+0.0021012i,0.0023668+0.0023103i,0.00083507+0.0011171i,-0.0012923-0.00026922i,-0.0011643-0.00027644i,9.173e-05+6.1416e-05i,0.00049081+0.0010688i,0.00013188+0.0040718i,-0.0011437+0.0061234i,-0.0034805+0.004257i,-0.0040059+0.0025626i
0.0013428-0.0015238i,0.0026868-0.0028308i,0.0020098-0.003912i,-0.00098539-0.0028294i,-0.0023809-0.0013755i,-0.001281-0.00022502i,-0.00026527-0.00035013i,6.3241e-05-0.00044731i,-6.7729e-05-0.0007124i,-0.0003018+0.00017821i,-3.9615e-05+0.0010358i,0.00012785-3.3301e-05i,-0.00049084-0.00091432i,-6.7057e-05-0.0014663i,0.00049922-0.0017447i,0.00010463-0.002011i,0.00037123-0.0018577i,-0.00024138-0.0010875i,-0.0018035-0.0010699i,-0.0037208-0.002989i,-0.0038892-0.0052225i,-0.0015758-0.0054226i,0.00080201-0.0043448i
0.0015898+0.00030823i,0.0016488-0.00098347i,-0.00012556-0.0031676i,-0.0007968-0.0025985i,-0.00083625-0.0010706i,-0.00049279-0.00032091i,-0.00022985-0.0004364i,-3.7849e-05-0.0011846i,-0.00062576-0.0018394i,-0.0023171-0.0020834i,-0.0025343-0.0012012i,-0.00013123-0.00020125i,0.002537-0.00063506i,0.0024906-0.0013877i,0.0014424-0.00060461i,0.0013511+0.00086705i,0.0010308+0.0013027i,0.000192+0.00036193i,0.001031-0.00046478i,0.003757+0.00039973i,0.0046875+0.0022513i,0.0029655+0.0038902i,0.0013774+0.004237i
0.0014541+0.00064225i,0.0011499-0.00036563i,-0.00030859+0.0001931i,-0.00083383+0.00063155i,-2.6568e-05+0.00024168i,0.00048241+0.00058026i,0.00043379+0.00040186i,5.1873e-05-0.00045643i,-0.00022328-0.00077538i,-0.00015004-0.0018565i,9.2561e-06-0.0023193i,-0.00037153-0.00060681i,0.00029184+0.0015927i,0.001648+0.0023872i,0.0010449+0.0014394i,-0.00068589-0.00059634i,-0.0010221-0.0013076i,-0.00028791+0.00024807i,-0.00075678+0.0018643i,-0.0029295+0.0025623i,-0.0042774+0.0020634i,-0.0037834+0.00051334i,-0.0024975-0.0011147i
0.0016655-0.00077361i,0.0028856-0.0013073i,0.0020881-0.0017006i,0.00035587-0.0017047i,-0.0012036-0.00058302i,-0.0014351-0.00014633i,-0.0013219-0.0010014i,-0.001055-0.00094224i,0.00019841-0.00098482i,0.0015052-0.0016233i,0.0012948-0.0018701i,0.00019214-0.0013012i,-0.0006946-0.00079878i,-0.0010809+0.00010477i,-0.00046889+0.0010313i,0.0010138+0.00069069i,0.0016373+0.00027324i,0.00023263+0.00066829i,-0.00050434-0.0009295i,0.0013282-0.0039215i,0.0031028-0.0051964i,0.0031275-0.0035656i,0.0027758-0.0011866i
4.0349e-05-0.0013607i,-0.00074871-0.00022209i,-0.0031596+0.00032886i,-0.0035349-3.1645e-05i,-0.0030186+0.00073893i,-0.0019455+0.0017156i,-0.00039865+0.00028789i,0.00083286-0.0002628i,0.0010796+0.00020252i,0.0015607+0.00038911i,0.0025049+0.00041385i,0.0032202-0.0003512i,0.0032147-0.0010624i,0.0020133-0.0015523i,0.00018881-0.0011801i,-0.0015818+0.0004184i,-0.0015754+0.0015194i,8.8531e-05+0.000505i,0.001424+0.00050051i,0.001531+0.002483i,0.00058339+0.0040236i,-0.0012984+0.0046063i,-0.0022936+0.0042392i
0.0012098-0.00071952i,0.00085525-0.001608i,-0.00038795-0.0021878i,-0.0018374-0.0017838i,-0.002733-0.00087229i,-0.002977-0.00027463i,-0.0014942-7.4398e-05i,-0.000362+0.00019317i,-0.00018761+0.00070393i,-0.00025806+0.0012089i,-0.00044093+0.0020351i,-0.00093181+0.0026884i,-0.0010249+0.0025905i,0.00046847+0.0023965i,0.0018243+0.00075221i,0.0012888-0.0012273i,0.00053346-0.0011884i,-0.00010068-0.0004629i,-0.001248-0.00030465i,-0.0031101-0.0012879i,-0.0039908-0.0027901i,-0.0026147-0.0028969i,-0.0009644-0.0028762i
0.0012988-0.00020117i,0.0030035-0.00020686i,0.0033966-0.00090357i,0.0015567-0.0011153i,0.00048286-0.00065446i,0.00093583-0.00072101i,0.0010608-0.00075458i,0.00050881-0.00082614i,-1.3477e-05-0.00047962i,-0.0002783-0.00020659i,0.00032431+7.5256e-05i,0.00066306+0.00060362i,0.00063897-0.00037875i,-0.00029041-0.0015203i,-0.00052762-0.0001116i,0.00090765+0.0019079i,0.0014351+0.0015422i,0.00036984-0.0004504i,0.00018512-0.0017193i,0.0020299-0.0022106i,0.0041177-0.0011969i,0.0041121+0.00069327i,0.0026089+0.0012086i
0.0012675+0.00033607i,0.0012561+8.3314e-05i,-0.00025882-0.00045372i,-0.001653-0.00045189i,-0.001795+0.00046239i,-0.0010995+0.00065154i,-0.00020043-0.00059747i,0.0004511-0.0010613i,0.00066719-0.00035196i,-6.5689e-05-0.0004814i,5.103e-05-0.00099123i,0.00093182-0.00047843i,0.0025145+0.00038138i,0.0034371+6.0592e-05i,0.0015456-0.0015095i,-0.00041577-0.0018783i,-0.00038746-0.00057577i,0.00041851+0.00012296i,0.00018407+0.0013411i,-0.0017417+0.0033337i,-0.0037089+0.0036043i,-0.0044466+0.0020898i,-0.0035439-0.0001155i
0.00012816-0.0011353i,0.000417-0.00027713i,-0.0010945-0.00051465i,-0.0021614+0.00026937i,-0.0018856+0.0011409i,-0.00060312+0.0010365i,-0.00010847+0.0004309i,-0.00082027-0.00019115i,-0.0005712-0.0013016i,0.00018403-0.0019701i,0.00027406-0.00156i,-0.00054896-0.00064219i,-0.0013681+0.0010161i,-0.00071668+0.0029494i,0.0012235+0.0033562i,0.0023912+0.0014225i,0.0017473-0.00024935i,0.00037488-0.00035809i,-0.00054098-0.00041734i,-0.0011126-0.0020884i,8.4713e-05-0.0036593i,0.0012962-0.003186i,0.0018857-0.0023178i
0.00031732-0.0029151i,0.00031465-0.0027361i,-0.0012025-0.002124i,-0.0023035-0.00095158i,-0.0032131+0.0016428i,-0.001989+0.002151i,-0.00076911+0.00094775i,-0.00018199+0.00028258i,1.2458e-06-9.4584e-05i,0.00073388+0.00011589i,0.0014301-0.00026248i,0.0019845-0.0018397i,0.0017525-0.0033021i,0.00021339-0.0036614i,-0.0013787-0.0017258i,-0.0021781+0.00020662i,-0.0014637+0.00022221i,-0.00050004-0.00045172i,0.00055183-0.00029152i,0.0018429+0.00060892i,0.0021868+0.0017715i,0.00094541+0.002813i,-0.00086096+0.0025273i
0.0014383+3.3049e-05i,0.0017398-0.00036333i,0.00074845-0.00052182i,-0.00049789-0.00041856i,-0.0014091-0.0002287i,-0.00033796+5.6842e-05i,0.00039683-0.00028099i,-0.00038348-0.001033i,-0.00032999-0.0018831i,0.0010435-0.00094744i,0.0014779+0.00059138i,0.00055353+0.0011371i,0.00081081+0.00082314i,0.0022839-0.00026394i,0.0023042-0.001311i,0.00099419-0.0020004i,-0.00031132-0.000989i,-6.0479e-05+0.00064468i,0.00015637+0.0014688i,-0.0016972+0.0017334i,-0.0026223+0.00074079i,-0.0016415-0.00080468i,-0.00054471-0.001793i
-0.00077304-0.0019405i,0.00042564-0.00035947i,-0.00064323+1.6078e-06i,-0.0016623+0.00057227i,-0.0013921+0.0013688i,0.00024436+0.00039327i,0.0012265-0.00032178i,0.00054751+0.00013174i,-0.00027216+0.00029387i,-0.00071557+0.00058936i,-0.00088583+0.00010897i,-0.00031783-0.00036089i,-0.00026302+0.00017648i,-0.00077013+0.00039303i,-0.00027097+0.00077511i,0.00040393+0.0010938i,0.00017162+0.0011511i,-0.00039828+0.00087315i,-0.00058898-0.00035791i,0.00087733-0.0019957i,0.0027433-0.0028858i,0.0031257-0.0015322i,0.0021352+0.00033398i
0.00031566+0.0009043i,0.002803+0.00096364i,0.0019441+0.00033155i,0.00021828+0.0010001i,-8.4483e-05+0.0022142i,-0.00048003+0.0023534i,-0.00096313+0.0012189i,-0.0012278+0.00050791i,-0.00099979+0.00035447i,0.00066345-0.00072528i,0.0020059-0.00097105i,0.0017771-0.0012346i,0.001738-0.0020916i,0.0010652-0.0028946i,-0.0003923-0.0027119i,-0.0013428-0.0016114i,-0.00083663-0.0010902i,0.00028946-0.0010369i,0.0008699-0.00091341i,0.00044563+0.00042303i,-0.00051197+0.0022369i,-0.00059812+0.002184i,-0.00070139+0.00083336i
0.0013373+0.0017429i,0.0031643+0.00081066i,0.0039046+0.00065469i,0.0018559+8.9445e-05i,-0.00024386-0.00048422i,-0.00059468-0.0012937i,-0.00070366-0.001326i,-0.0004524-0.00053653i,8.0517e-05-0.00054648i,0.00045203-0.0011508i,-0.00016345-0.00069599i,-0.00079387+0.00094318i,0.00034106+0.0026344i,0.0020767+0.0025747i,0.0038237+0.00057809i,0.0039321-0.00059828i,0.0025454-0.00011352i,0.001974+0.00091121i,0.0014275+0.0010605i,-0.00011181-0.00024873i,-0.00046909-0.0018008i,0.00032816-0.0023104i,0.0010244-0.0019471i
0.0003064+0.00096766i,0.00082012+0.00013801i,0.00093088-0.00055696i,0.00077254-0.00050999i,0.00042592+0.0005314i,-0.00050653+0.00098173i,-0.0016148-2.4134e-05i,-0.0015169-0.00077507i,-0.0009831-0.00031305i,-0.00048422-1.5786e-05i,-0.0005866+0.00018657i,-0.0012179-0.00023218i,-0.0023262-0.00050701i,-0.0034907+0.00081874i,-0.0031364+0.0020415i,-0.0019013+0.0017418i,-0.00096246+0.0012297i,-0.00098982+0.00051611i,-0.00053592-0.00024332i,0.0010253-0.0003589i,0.0026059+0.00092763i,0.0015675+0.0017067i,-0.00021904+0.0019077i
0.00074622-0.0001239i,0.0021532+0.00061278i,0.00088447+0.0019692i,-0.00025528+0.0020021i,-0.00029493+0.0012593i,-0.00075201-0.00092067i,-0.0010343-0.0020991i,-0.00079782-0.00082817i,-0.00070297-2.426e-05i,-0.00012943+0.00024004i,0.00061896+0.00098947i,0.0010261+0.00042852i,0.0017898-0.001977i,0.0028864-0.0043232i,0.0011669-0.0047529i,-0.00073611-0.0034826i,0.00014721-0.0015256i,0.00050394-0.00040693i,0.00057732-6.3547e-05i,-2.6499e-05+0.00086224i,-0.0012719+0.00073371i,-0.0017903-0.00016715i,-0.001815-0.0008236i
0.0018091+0.00049814i,0.002247+0.00088416i,0.0010798-0.0002201i,-0.00061367-0.00064698i,-0.001766-0.0001899i,-0.0014477+0.00011112i,-0.0003644+0.00013141i,0.00044709+0.00015499i,0.00011355+0.0001397i,-0.00039463-0.00099154i,-0.00016936-0.0013434i,-0.00087747-0.00027155i,-0.00092439+0.0015608i,0.00078173+0.0037704i,0.0031118+0.0035678i,0.0033326+0.0013644i,0.0020361+0.00064683i,0.00096956+0.0013539i,0.00049702+0.00092299i,-0.00010415-0.00056493i,5.6514e-05-0.0013328i,0.00072958-0.00076364i,0.0010683+0.00032868i
0.0016147+0.00077192i,0.0017514-0.0013236i,0.0023516-0.0032841i,0.0016841-0.0036878i,0.00016699-0.0024227i,-0.0013366-0.0013727i,-0.0019288-0.0015031i,-0.00098207-0.0014677i,0.00045374-0.0014809i,0.0013461-0.0018346i,0.00057576-0.0020577i,-0.00020952-0.0016552i,-0.00012506-0.001167i,-0.0012409-0.0014235i,-0.0026279-0.00078788i,-0.0029427+2.6179e-06i,-0.0023824-0.00065365i,-0.0015232-0.0011023i,-0.00057583-0.00016995i,7.9353e-05+0.00074853i,-0.00026471+0.0014974i,-0.00065501+0.00157i,-0.0011108+0.0011017i
0.0037836-7.72e-06i,0.0042624+0.001006i,0.0038899+0.0018602i,0.0030144+0.001222i,0.0020987+0.00013641i,0.0013447-0.00046176i,0.0015359-0.00078307i,0.0015417-0.0012273i,0.0017046-0.0014072i,0.0025144-0.0013721i,0.0032206-0.00017357i,0.0025923+0.00082706i,0.0021014+0.00065522i,0.0029789-0.00016036i,0.0030432-0.001704i,0.0017163-0.0024163i,0.0011529-0.00092485i,0.0018593+0.0010008i,0.0012534+0.001199i,-0.00036469+0.00014592i,-0.0011297-0.00098423i,-0.00069736-0.0016848i,4.6868e-05-0.0019933i
0.001423+0.00043912i,0.0021365-3.5028e-05i,0.0017521-0.0011686i,0.00060368-0.0010151i,0.00015752-0.00092132i,-0.00051294-0.0012658i,-0.0012967-0.0010529i,-0.0012369-0.0004407i,-0.00021496+0.0002668i,0.00016499+0.00030321i,0.00040579+0.00033266i,0.00014345+0.00070197i,-0.00090995+0.0018202i,-0.0016692+0.0035715i,-0.00051099+0.0042911i,0.00081177+0.0032728i,0.0007922+0.0020586i,-0.00071018+0.0015094i,-0.0011467+0.0017201i,-0.0010215+0.0014861i,-0.00030377+0.00106i,0.00038584+0.0012786i,0.00025338+0.0013097i
0.0017361-0.00024794i,0.0025168-0.00074071i,0.0025664-0.0014403i,0.0018959-0.0011365i,0.00042768-0.00059438i,-0.0010797-0.00054417i,-0.0011761+3.5349e-05i,-0.001085+0.0003581i,-0.001494+5.9363e-05i,-0.0015952-0.00011175i,-0.0013288+0.00066589i,-0.00065096+0.00042324i,-4.3325e-05-0.0020762i,-0.00021387-0.0039041i,-0.0013608-0.0029325i,-0.0028568-0.0017873i,-0.0019425-0.0016943i,0.0001624-0.0014534i,0.00023948-0.0008091i,-0.00048643-0.00016973i,-0.0016063-0.00043702i,-0.0026088-0.0013084i,-0.002391-0.0018396i
0.00019041-0.00044514i,0.0013076-0.00054025i,-7.2953e-06-0.00078031i,-0.0014643-0.00027226i,-0.00051923+0.0012083i,-0.00043741+0.00085334i,-0.00082702-0.00062625i,-0.00067976-0.0014188i,-0.00049191-0.0016628i,-0.00037312-0.0013873i,-0.001153-0.00074373i,-0.00072622+0.00070391i,0.0015094+0.0010548i,0.0034503+0.00014275i,0.0038477-0.0003488i,0.0024641-0.00071993i,0.0011643-0.00027874i,0.0001971+0.0013815i,0.00016257+0.0016268i,0.00027563+0.00021058i,-0.00028072-0.0008135i,0.00015312-0.00085942i,0.0010643+0.00019823i
0.0016897+0.00010371i,0.0037422-0.00034219i,0.0036899-0.0013795i,0.0017217-0.0019811i,0.0001525-0.0011708i,-0.00044863-0.00066406i,-0.00063782-0.00098047i,-0.00033802-0.0004586i,0.00019842-0.0004291i,0.0010146-0.0015807i,0.0013138-0.0015184i,-0.0002947-0.00046344i,-0.001172+0.00012251i,-0.0016464+0.00094301i,-0.0028836+0.0021386i,-0.0027687+0.0019496i,-0.0012146+0.00046766i,-0.00093195-0.00052667i,-0.0012192-0.00055773i,-0.00061911-5.9144e-05i,-0.00020426+0.00070851i,0.00013608+0.001199i,-0.00022753+0.0017647i
0.0019689+0.00012692i,0.0028789-0.00027137i,0.0021099-0.00048408i,0.00059831+1.5925e-05i,9.6638e-05-9.6771e-05i,6.9924e-05-0.00061318i,0.000447-0.00053662i,0.00099582+8.3393e-05i,0.0015658+0.00016583i,0.0023845-0.00062348i,0.0025189-0.00037772i,0.0018913+0.00030454i,0.0020482-0.00069929i,0.0023694-0.0026687i,0.0011703-0.0037045i,0.00032181-0.0032871i,0.00093774-0.001329i,0.0015011-0.00021802i,0.0012296-0.00090519i,-0.00012168-0.001073i,-0.0016025-0.000492i,-0.0014492-0.00095694i,-0.00045927-0.0019949i
0.0023205-7.1112e-05i,0.0021832-0.00030885i,0.00057036-0.00078058i,-0.001513-0.0008558i,-0.0021042-0.00084211i,-0.0018167-0.00031839i,-0.0020674+7.6261e-05i,-0.0015254-0.00020443i,-0.00057891-8.195e-05i,-0.00040189+0.00033542i,-0.00031287+0.00026437i,-0.00019515+0.00046714i,7.2764e-05+0.0020375i,0.00047694+0.0030237i,0.0023258+0.0023054i,0.0034247+0.0010932i,0.0019701+0.00044169i,0.00064997+0.001516i,-0.00046338+0.0014183i,-0.00057856+0.0001515i,0.00039352-0.00016065i,0.00075009+0.00052533i,0.00070581+0.0014297i
0.0015434+0.00022959i,0.0030934-0.00029071i,0.0030048-0.0012519i,0.0010264-0.0018422i,-0.00077126-0.00055486i,-0.0012175+3.6183e-05i,-0.00047369-0.00049589i,-2.6808e-05+0.00010916i,-0.00036768+0.00048645i,-3.4036e-05+0.0010725i,0.00066342+0.0014811i,-0.0001048+0.00021373i,-0.0012098-0.0010114i,-0.0024217-0.00074155i,-0.0037594-0.00026258i,-0.0032638-3.5062e-06i,-0.0014465-0.00030355i,-0.00047866-0.0012908i,-0.00058857-0.0010195i,-0.001046-0.00034952i,-0.0012442-0.00043281i,-0.0014137-0.00025022i,-0.001293-0.0002849i
0.00082342+0.0025481i,0.0019812+0.0028885i,0.0023358+0.0025862i,0.0010152+0.0021954i,0.0011793+0.00051101i,0.0009567-0.00066065i,-0.00060709-0.0012562i,-0.00070888-0.001385i,-0.00065427+3.4711e-05i,-0.00025089+0.0010888i,0.00016411+0.00071162i,0.00019916-0.00036632i,0.0015008-0.00089427i,0.0025763-0.0014179i,0.003245-0.0032282i,0.0023417-0.003191i,0.0010186-0.0012472i,0.0013032+0.00034924i,0.0018998+0.0012866i,0.001253+0.00046968i,0.00037488-0.0010116i,0.00085295-0.00091422i,0.0013884-0.00081583i
