-0.0010021-3.5051e-05i,-0.00073441-0.0021894i,-0.0014697-0.0031709i,-0.00084606-0.0011912i,-0.00034344+0.0015691i,-0.00043253+0.0014569i,0.00016486+0.00052389i,0.00055138+0.00055421i,0.0012277+0.00019099i,0.0013709+0.00010679i,0.0011416-0.00064209i,0.00029085-0.00099556i,-0.0005276-0.00062848i,-0.00047505-0.00085387i,-0.00036787-0.0012956i,-0.00096158-0.00095155i,-0.00096352-0.00084473i,-0.000179-0.00064629i,0.0005538-0.0007808i,1.4893e-05-0.00092704i,-0.001049-0.0002278i,-0.00049454-0.00035592i,0.00017178-0.0004355i
0.21298+0.16649i,0.24156+0.16735i,0.14182+0.096612i,-0.011475+0.055745i,-0.17934+0.058329i,-0.33347+0.052165i,-0.35384+0.022416i,-0.22155-0.0058938i,-0.0895-0.01293i,-0.030275+0.0053664i,-0.017126+0.028656i,-0.03079+0.030792i,-0.060997+0.027782i,-0.077691+0.055509i,-0.061219+0.088059i,-0.030898+0.088239i,-0.0019732+0.063101i,0.023184+0.031798i,0.03592+0.0085253i,0.027635+0.0011769i,0.013038+0.0089411i,0.0124+0.018604i,0.017556+0.019877i
-0.043252+0.17953i,0.14421+0.17346i,0.36453+0.02942i,0.40839-0.062766i,0.34137+0.023482i,0.2597+0.16537i,0.12675+0.21944i,0.016945+0.17151i,0.0047062+0.085787i,0.040797+0.023614i,0.081072-0.010469i,0.093485-0.029995i,0.074828-0.040757i,0.047958-0.060915i,0.005035-0.080681i,-0.038509-0.077317i,-0.048795-0.067931i,-0.035322-0.065884i,-0.019412-0.058305i,-0.0084568-0.046793i,-0.0075974-0.040758i,-0.011093-0.032696i,-0.0061019-0.02349i
-0.079087-0.32761i,-0.18301-0.4775i,-0.29122-0.48813i,-0.32464-0.33642i,-0.25863-0.17259i,-0.15255-0.13757i,-0.070884-0.15455i,-0.035568-0.11069i,-0.03737-0.030442i,-0.042314+0.029104i,-0.029279+0.042272i,-0.0060886+0.016273i,0.011033-0.014688i,0.0058243-0.02051i,-0.0047857-0.0043055i,0.0035746-0.0024907i,0.0066178-0.016666i,-0.014461-0.017071i,-0.037196-0.0074485i,-0.04192+0.0022675i,-0.034761+0.012734i,-0.029425+0.023024i,-0.028622+0.030678i
0.29478+0.15239i,0.28887+0.36314i,0.13226+0.52203i,0.046067+0.41368i,0.11989+0.16332i,0.23445+0.025399i,0.26268+0.007045i,0.19183+0.016252i,0.12767+0.0048016i,0.089218-0.029579i,0.04565-0.020866i,0.025536+0.032123i,0.034817+0.05375i,0.04275+0.020974i,0.032374-0.0273i,0.0066158-0.039893i,0.00072046-0.0041542i,0.034398+0.040355i,0.068497+0.053971i,0.073428+0.031526i,0.057936-0.0044401i,0.030231-0.029024i,0.0042073-0.029738i
0.016905+0.13792i,0.18388-0.0025006i,0.31444-0.24524i,0.16821-0.3181i,-0.18505-0.21404i,-0.44061-0.093534i,-0.42689+0.0069134i,-0.22586+0.059792i,-0.086432+0.026531i,-0.082439-0.008038i,-0.096501-0.006867i,-0.080032-0.0085338i,-0.058687-0.01122i,-0.042974+0.005804i,-0.017656+0.034113i,0.026025+0.042962i,0.056962+0.019599i,0.049999-0.017227i,0.024402-0.037283i,-0.0055493-0.025402i,-0.02945+0.0042705i,-0.029651+0.022944i,-0.018955+0.01591i
-0.43663-0.16152i,-0.6946-0.10879i,-0.69734+0.092366i,-0.38056+0.32838i,-0.017588+0.50335i,0.15004+0.59635i,0.15267+0.51864i,0.089481+0.29141i,0.062486+0.13648i,0.11793+0.071252i,0.14895-0.020166i,0.085401-0.089525i,0.012853-0.081626i,-0.0072419-0.056453i,-0.01695-0.055909i,-0.050892-0.053966i,-0.075473-0.024682i,-0.065725+0.026955i,-0.043786+0.058253i,-0.029524+0.043375i,-0.013335+0.018434i,0.018327+0.0019523i,0.044847-0.016097i
0.35944-0.14026i,0.52307-0.18631i,0.49944-0.20724i,0.33327-0.31203i,0.23595-0.54016i,0.2594-0.76042i,0.2208-0.75977i,0.05737-0.52653i,-0.103-0.29886i,-0.18811-0.16604i,-0.17158-0.061946i,-0.07529+0.012121i,0.0075157+0.035614i,0.033667+0.034069i,0.044254+0.037905i,0.072133+0.0331i,0.097041-0.0096188i,0.09025-0.071086i,0.051791-0.092802i,0.0082569-0.065172i,-0.026965-0.029636i,-0.052764+0.00094785i,-0.058005+0.025275i
0.16937+0.30939i,0.16443+0.28809i,-0.035973+0.090548i,-0.25888-0.0012469i,-0.35236+0.13498i,-0.3846+0.28317i,-0.34226+0.27022i,-0.19276+0.17498i,-0.054088+0.13267i,0.023127+0.13898i,0.067918+0.121i,0.077383+0.058744i,0.040966-0.021558i,-0.027203-0.083393i,-0.10227-0.11033i,-0.16663-0.10308i,-0.18736-0.058416i,-0.14262+0.0066033i,-0.062931+0.044238i,0.0043302+0.028591i,0.038326-0.0092247i,0.039446-0.025273i,0.028192-0.010212i
-0.0221+0.13323i,0.24656+0.20957i,0.53805+0.18121i,0.50414+0.068507i,0.28815+0.040829i,0.18246+0.14699i,0.13134+0.27315i,0.10701+0.26328i,0.12637+0.071669i,0.084344-0.10164i,0.016385-0.10343i,-0.00456-0.053534i,-0.0089029-0.035694i,-0.0052457-0.0018524i,0.018736+0.048387i,0.076779+0.06744i,0.14776+0.040493i,0.17396-0.0088762i,0.13122-0.050393i,0.056216-0.05576i,0.00033519-0.027443i,-0.019399-0.002692i,-0.019397-0.0034816i
-0.058121-0.5228i,-0.26562-0.78421i,-0.50022-0.69484i,-0.53286-0.27032i,-0.38525+0.064366i,-0.22591+0.07932i,-0.06291-0.047059i,0.031305-0.08684i,0.028001+0.026335i,0.071669+0.13082i,0.12653+0.083367i,0.096188+0.012173i,0.058779+0.0055119i,0.044024-0.014872i,0.011075-0.061533i,-0.040779-0.086237i,-0.07705-0.069657i,-0.068236-0.027914i,-0.02587+0.00060148i,0.01108+9.2675e-06i,0.020413-0.0018963i,0.015772+0.013911i,0.0097765+0.030926i
0.086232+0.37226i,0.027606+0.66172i,0.075483+0.7617i,0.3608+0.47104i,0.63497+0.044548i,0.61471-0.11905i,0.36069-0.073426i,0.13956-0.1035i,0.050043-0.24084i,-0.03366-0.33987i,-0.12662-0.26436i,-0.12098-0.079781i,-0.039701+0.039526i,0.031203+0.072335i,0.081527+0.076862i,0.13493+0.063949i,0.16123+0.033017i,0.11913-0.0027296i,0.0406-0.02538i,-0.012399-0.027955i,-0.028134-0.020448i,-0.029976-0.017976i,-0.036954-0.02333i
-0.0071261+0.12544i,0.2343+0.073532i,0.37281-0.13972i,0.10181-0.22743i,-0.31287-0.0010168i,-0.42607+0.28193i,-0.21371+0.38402i,0.028066+0.3243i,0.12315+0.22524i,0.15664+0.16627i,0.1721+0.084768i,0.12227-0.022184i,0.054662-0.088848i,-0.00022301-0.14159i,-0.069196-0.17828i,-0.13604-0.14314i,-0.14479-0.042618i,-0.064303+0.04678i,0.030474+0.074721i,0.055817+0.073194i,0.036074+0.063236i,0.014828+0.035303i,0.0058515+0.01411i
-0.11624-0.26139i,-0.15565-0.44889i,-0.244-0.48062i,-0.3777-0.36911i,-0.46521-0.34218i,-0.54107-0.44251i,-0.60597-0.40322i,-0.4914-0.1502i,-0.23696+0.036957i,-0.083182+0.041524i,-0.02828+0.0044995i,0.026564-0.033403i,0.048608-0.074837i,0.018652-0.077331i,-0.016873-0.059221i,-0.027143-0.064104i,-0.022892-0.083083i,-0.0047103-0.063671i,0.033921-0.014068i,0.036303-0.0039463i,-0.014826-0.0099053i,-0.036543+0.0089913i,-0.018328+0.0087711i
0.51867+0.042601i,0.34633+0.035306i,-0.064484+0.13737i,-0.23494+0.36044i,0.030707+0.57718i,0.3412+0.65239i,0.36642+0.53043i,0.16237+0.34134i,-0.033884+0.2502i,-0.075429+0.20663i,-0.036298+0.11894i,-0.039226+0.056553i,-0.059341+0.069324i,-0.05345+0.073775i,-0.049448+0.05664i,-0.047844+0.076378i,-0.015346+0.087974i,0.026305+0.038711i,0.023228-0.011408i,0.011122-0.030487i,0.027552-0.070166i,0.027693-0.11453i,-0.00075434-0.096129i
0.85242+6.5572i,3.0511+5.6093i,6.7713+5.3052i,8.1836+2.6836i,7.0787-0.56813i,3.9206-2.8382i,0.50626-2.2978i,-0.69152-0.43105i,0.12923+0.40739i,1.069-0.1163i,0.77493-0.94057i,-0.37703-1.0841i,-1.3812-0.60648i,-1.7818+0.14033i,-1.4074+0.73898i,-0.55271+0.86074i,0.1571+0.58412i,0.3813+0.19312i,0.24286+0.012778i,0.10553+0.14334i,0.15276+0.30283i,0.18471+0.31011i,0.10661+0.25294i
-0.23153-0.45618i,-0.52133-0.73782i,-0.65166-0.76283i,-0.60517-0.41599i,-0.49086+0.005359i,-0.36975+0.24452i,-0.264+0.36922i,-0.18043+0.46668i,-0.14333+0.46616i,-0.16003+0.37147i,-0.16352+0.25664i,-0.10222+0.1509i,-0.011491+0.039533i,0.023391-0.085469i,-0.0043809-0.16819i,-0.025798-0.15599i,-0.011744-0.097724i,0.0056598-0.057346i,0.006186-0.03045i,0.0099206-0.017251i,0.021781-0.042257i,0.018842-0.07683i,0.0050323-0.070225i
-0.025187-0.23842i,-0.30081-0.15542i,-0.4938+0.056049i,-0.31725+0.18523i,0.023837+0.14745i,0.18668+0.10305i,0.15164+0.075089i,0.075096+0.049111i,0.067212+0.086755i,0.067932+0.11037i,-0.003761+0.11166i,-0.060473+0.12232i,-0.044625+0.10163i,-0.0041031+0.066683i,0.044414+0.042926i,0.083737+0.03227i,0.086692+0.025107i,0.071843+0.0076128i,0.073562+0.0024147i,0.080127+0.0018851i,0.056167-0.026387i,0.014359-0.065526i,-0.013408-0.079302i
-0.14491+0.4547i,-0.082647+0.62676i,0.068545+0.53743i,0.16378+0.18353i,0.10052-0.25641i,-0.035432-0.54127i,-0.11246-0.51221i,-0.10924-0.28903i,-0.098047-0.099401i,-0.0802-0.0020847i,-0.029979+0.014219i,0.0052441-0.021101i,0.0131-0.026246i,0.031203-0.0052764i,0.038532-0.0012243i,0.0078071+0.0030962i,-0.056138+0.014556i,-0.11485+0.03952i,-0.10031+0.072064i,-0.036712+0.064076i,-0.0096677+0.020858i,-0.022919-0.0047802i,-0.03025-0.0044033i
-0.23359-0.032294i,-0.14286-0.087671i,0.073179-0.18138i,0.069389-0.15882i,-0.18896+0.027578i,-0.37847+0.15818i,-0.38101+0.12355i,-0.2723+0.079887i,-0.1226+0.078281i,-0.03411+0.058782i,-0.028156+0.031638i,-0.031237+0.041262i,0.0012482+0.076722i,0.067298+0.092953i,0.14248+0.06823i,0.17906+0.027453i,0.15773+0.021135i,0.10491+0.030597i,0.05486+0.021545i,0.037414+0.020411i,0.046215+0.029907i,0.047543+0.036574i,0.040474+0.042357i
0.04184-0.18185i,-0.12399-0.12578i,-0.29116+0.079534i,-0.18454+0.24026i,0.14039+0.23462i,0.38759+0.14915i,0.41744+0.055381i,0.26378-0.012726i,0.09213-0.025856i,0.0027896-0.010554i,-0.045707+0.0074486i,-0.059983+0.0096674i,-0.045307-0.01303i,-0.043883-0.041097i,-0.05039-0.049197i,-0.044382-0.020091i,-0.036643+0.024943i,-0.055042+0.050921i,-0.078486+0.059007i,-0.051723+0.059197i,0.003389+0.036436i,0.029791-0.0035614i,0.032764-0.036132i
0.16197+0.33937i,0.31542+0.43306i,0.44258+0.27227i,0.40405-0.072777i,0.19473-0.33311i,-0.017612-0.39444i,-0.11613-0.31673i,-0.071672-0.16764i,0.023775-0.04842i,0.058084+0.0077952i,0.055666+0.047043i,0.0429+0.063351i,0.0068514+0.06648i,-0.012599+0.080187i,-0.0018656+0.075425i,0.01206+0.041681i,0.012233+0.0039318i,-0.0084364-0.016962i,-0.032803-0.012526i,-0.033569+5.3878e-05i,-0.0064716+0.00027023i,0.010259-0.011821i,-0.0076406-0.019222i
-0.36276-0.011436i,-0.43777+0.035414i,-0.30436+0.092212i,-0.15998+0.12704i,-0.15164+0.13098i,-0.17434+0.11555i,-0.12673+0.095104i,-0.081734+0.067615i,-0.084543+0.063308i,-0.064618+0.075415i,-0.025282+0.045768i,-0.017663+0.014386i,-0.01703+0.043199i,0.0086826+0.10777i,0.042143+0.16646i,0.05677+0.18945i,0.037882+0.16124i,0.0040968+0.10762i,-0.012173+0.054654i,-0.0172+0.020423i,-0.022398+0.012681i,-0.015782+0.021306i,0.0053563+0.040022i
-0.070501-0.40745i,-0.23277-0.51024i,-0.32675-0.34954i,-0.23235-0.088777i,-0.07353+0.057268i,0.012676+0.075021i,-0.004572+0.018878i,-0.089381-0.031854i,-0.12313-0.007251i,-0.072851+0.025471i,-0.024728+0.011805i,-0.011522-0.01598i,0.0042873-0.040948i,0.042768-0.077384i,0.070396-0.11751i,0.052854-0.12346i,0.022138-0.09298i,0.016714-0.063489i,0.013797-0.046288i,-0.0036601-0.021552i,-0.0060735+0.0090201i,0.014723+0.012668i,0.028656-0.014566i
0.14256+0.18437i,0.12766+0.25362i,0.019574+0.26605i,-0.015487+0.1751i,0.055575-0.0067257i,0.129-0.14593i,0.17704-0.15526i,0.16633-0.087305i,0.095374-0.031283i,0.026919-0.012031i,-0.013447-0.011492i,-0.027207-0.020763i,-0.052677-0.03978i,-0.11083-0.037919i,-0.13589-0.0032087i,-0.0995+0.021743i,-0.055503+0.0022063i,-0.041976-0.036078i,-0.040394-0.044207i,-0.023629-0.025982i,-0.0088101-0.0095416i,-0.0097933+0.0019423i,-0.011385+0.0068084i
-0.20662+0.011968i,-0.17225-0.061468i,-0.017179-0.15689i,0.07229-0.14349i,0.034663-0.034285i,-0.045807+0.052339i,-0.085642+0.053906i,-0.04343-0.0077159i,-0.015329-0.060803i,-0.044126-0.05012i,-0.047378-0.0071929i,-0.0094559+0.018132i,0.024402+0.043938i,0.046921+0.087945i,0.056113+0.10468i,0.035396+0.071315i,-0.00079826+0.026975i,-0.0056661+0.00084223i,0.021328-0.014901i,0.033394-0.028202i,0.023107-0.025214i,0.013492-0.01109i,0.0051006-0.00051327i
0.026106-0.32887i,-0.025212-0.36548i,-0.09647-0.19477i,-0.12234-0.0087379i,-0.063432+0.045233i,0.035975+0.0211i,0.087458+0.0071634i,0.044205+0.0053635i,-0.008198+0.011116i,-0.0047593+0.011403i,0.007452-0.010973i,0.0065558-0.030772i,0.025892-0.032157i,0.062287-0.028025i,0.074874-0.020762i,0.044444-0.0028814i,-0.0010235+0.027992i,-0.029269+0.051815i,-0.042919+0.046115i,-0.056986+0.029629i,-0.062134+0.025714i,-0.042437+0.029523i,-0.012919+0.026442i
0.30719+0.10896i,0.3611+0.024843i,0.2099-0.12931i,0.03185-0.19677i,-0.0048794-0.131i,0.022606-0.022889i,0.019484+0.037047i,0.012981+0.038287i,0.039624+0.013158i,0.067278-0.027351i,0.051515-0.042296i,0.015767-0.011226i,-0.010333-0.0017053i,-0.04085-0.048953i,-0.068481-0.086801i,-0.057258-0.070216i,-0.0071649-0.03723i,0.037698-0.028317i,0.050674-0.026033i,0.053101-0.0082732i,0.055025+0.0025156i,0.042772-0.0074994i,0.019089-0.017356i
-0.17966+0.26736i,-0.11693+0.41437i,0.10501+0.42132i,0.2656+0.26484i,0.22746+0.053613i,0.1208-0.11269i,0.070742-0.157i,0.074344-0.089741i,0.066638-0.033482i,0.028924-0.00024864i,0.019075+0.036669i,0.026878+0.044766i,-0.011971+0.047207i,-0.075701+0.085378i,-0.095168+0.11869i,-0.064637+0.10195i,-0.027412+0.065171i,-0.011914+0.055614i,-0.0090885+0.067045i,-0.0029409+0.062189i,-0.0028184+0.040024i,-0.012795+0.026333i,-0.012641+0.019582i
-0.10732-0.28183i,-0.20942-0.35455i,-0.27062-0.26094i,-0.25821-0.080051i,-0.21755+0.064364i,-0.22309+0.11937i,-0.23749+0.11195i,-0.1852+0.071931i,-0.11493+0.038928i,-0.074643+0.0408i,-0.037675+0.046283i,-0.00079549+0.023983i,0.031965+0.009994i,0.071807+0.012626i,0.081864-0.0091233i,0.041296-0.041345i,-0.0069084-0.054745i,-0.034646-0.045758i,-0.035765-0.026103i,-0.018817-0.020439i,-0.0076205-0.02828i,-0.006562-0.027444i,-0.0042712-0.013745i
0.26736+0.12456i,0.36327+0.14911i,0.33192+0.08148i,0.19959-0.052506i,0.051389-0.12751i,-0.016694-0.084836i,-0.00040051-0.03013i,0.00013158-0.0082112i,0.0076833+0.028779i,0.051739+0.0239i,0.038485-0.037224i,-0.031161-0.059092i,-0.058097-0.04108i,-0.023829-0.031994i,0.030996-0.012958i,0.069905+0.016649i,0.068074+0.032822i,0.040527+0.027138i,0.01711+0.011701i,0.0036427+0.00913i,0.0022847+0.009812i,0.0093437+0.00086162i,0.016698-0.0082908i
-0.25344+0.21447i,-0.33768+0.27998i,-0.26798+0.26218i,-0.067122+0.23279i,0.14468+0.2209i,0.24532+0.18802i,0.21052+0.12138i,0.11869+0.063257i,0.038837+0.031172i,-0.019997+0.025499i,-0.057029+0.054985i,-0.046504+0.098971i,-0.0086084+0.10487i,0.0040613+0.061314i,0.0038021+0.0081811i,0.010665-0.024634i,-0.0013416-0.028213i,-0.030288-0.011492i,-0.042305+0.003735i,-0.026438+0.005588i,-0.0034645-0.0034008i,0.0011711-0.017588i,-0.012191-0.021126i
-0.079877-0.28681i,-0.082097-0.35404i,-0.020926-0.25943i,-0.0094749-0.14072i,-0.076676-0.13439i,-0.10181-0.20029i,-0.061705-0.2089i,-0.025828-0.12678i,-0.023868-0.041026i,-0.044996+0.0076339i,-0.048005+0.032904i,-0.019949+0.02145i,0.0030851+0.0087132i,0.021557+0.030845i,0.048156+0.042913i,0.065915+0.024017i,0.069582-0.0039935i,0.064407-0.028271i,0.041224-0.036799i,0.0106-0.021293i,0.0020293+0.006198i,0.010853+0.02298i,0.013469+0.02015i
0.21909+0.031546i,0.19934+0.031602i,0.053445+0.00038556i,-0.051205-0.065438i,-0.060317-0.11781i,-0.072635-0.10552i,-0.088352-0.051867i,-0.062574-0.035459i,-0.02782-0.033201i,0.014208-0.0065901i,0.060725+0.00025422i,0.070081-0.038274i,0.045078-0.092693i,0.0030931-0.12325i,-0.055765-0.10419i,-0.10468-0.049686i,-0.11705-0.0044458i,-0.097066+0.0064494i,-0.066098-0.0026497i,-0.041174-0.011499i,-0.022094-0.017966i,-0.0056972-0.018025i,0.0026031-0.0054926i
-0.13688+0.17468i,-0.10973+0.19056i,0.0084633+0.10416i,0.080625+0.038883i,0.051543+0.064778i,0.0026026+0.090002i,-0.0041362+0.048166i,0.011836-0.0044182i,0.025088-0.039498i,0.024693-0.071865i,-0.002706-0.089663i,-0.053866-0.06284i,-0.099413-0.00319i,-0.1012+0.044505i,-0.062153+0.065454i,-0.017884+0.064513i,0.01123+0.049673i,0.019774+0.037219i,0.01956+0.036621i,0.018076+0.039721i,0.010909+0.040107i,0.0051306+0.03646i,0.0055744+0.024838i
-0.10159-0.21044i,-0.17135-0.20098i,-0.19627-0.011092i,-0.13846+0.17277i,-0.013903+0.18649i,0.095185+0.12646i,0.11158+0.098066i,0.0399+0.094774i,-0.022569+0.082388i,-0.045082+0.04496i,-0.044829+0.014491i,-0.018339+0.012776i,0.0014333+0.029963i,-0.0057231+0.060045i,-0.014623+0.082555i,-0.016174+0.082259i,-0.0099079+0.064252i,0.0037956+0.037344i,0.010756+0.0077706i,0.0018353-0.015792i,-0.015347-0.021551i,-0.026683-0.015709i,-0.022121-0.014972i
0.24212+0.0080644i,0.31667-0.068194i,0.2377-0.20051i,0.073904-0.27763i,-0.048573-0.25124i,-0.096666-0.18837i,-0.090291-0.1264i,-0.047841-0.076224i,-0.015451-0.032818i,0.00060372+0.0067988i,0.011924+0.022696i,0.024888+0.021852i,0.06293+0.023554i,0.11669+0.010393i,0.14278-0.031058i,0.12396-0.07522i,0.077466-0.094343i,0.028119-0.086288i,-0.0003809-0.060427i,0.0031563-0.0276i,0.027018-0.0018753i,0.047509+0.0073947i,0.047023+0.0023847i
-0.16317+0.19862i,-0.18399+0.34396i,-0.023473+0.38489i,0.18329+0.27065i,0.22996+0.12078i,0.15809+0.045911i,0.10215+0.022319i,0.085351+0.0075954i,0.066167+0.0030464i,0.039801+0.015486i,0.024841+0.027162i,0.014122+0.011788i,-0.0027166-0.0253i,-0.022747-0.048289i,-0.033163-0.036382i,-0.025336-0.0057533i,-0.019109+0.021268i,-0.024627+0.039206i,-0.033978+0.044791i,-0.042529+0.038668i,-0.049047+0.022552i,-0.053375+0.0056293i,-0.048658-0.0014525i
-0.074889-0.24887i,-0.16657-0.38154i,-0.27729-0.34245i,-0.32554-0.13466i,-0.27297+0.056988i,-0.18666+0.11208i,-0.125+0.075725i,-0.091037+0.035024i,-0.062413+0.011672i,-0.039571-0.0061251i,-0.034182-0.0084584i,-0.031272+0.006932i,-0.023953+0.015026i,-0.021967+0.0055707i,-0.021561-0.010747i,-0.016657-0.019711i,-0.00040211-0.017101i,0.022854-0.013672i,0.039202-0.012548i,0.049945-0.013762i,0.05139-0.023591i,0.038137-0.032454i,0.020931-0.022151i
0.20451+0.10303i,0.3491+0.13787i,0.37217+0.049864i,0.26095-0.13437i,0.14134-0.2691i,0.075588-0.26393i,0.033327-0.17431i,-0.00027575-0.088695i,-0.0054024-0.034329i,0.0053432-0.0048292i,0.013481+0.010888i,0.021431+0.013202i,0.01568+0.011729i,-0.00084574+0.026483i,-0.0026335+0.04526i,0.0075621+0.045478i,0.01006+0.03405i,0.0071817+0.016987i,0.009092-0.00077095i,0.0048281-0.0044444i,-0.0077399+0.010328i,-0.013508+0.032753i,-0.0069014+0.041866i
-0.21705+0.085615i,-0.34783+0.16149i,-0.32444+0.23096i,-0.13766+0.27863i,0.037292+0.27394i,0.086081+0.19035i,0.062602+0.087828i,0.045123+0.029527i,0.031348+0.0076517i,0.014931+0.0048026i,0.0046994+0.011314i,-0.0043463+0.018373i,-0.005184+0.01756i,0.00045961-0.0013768i,-0.012824-0.024735i,-0.042355-0.033212i,-0.067097-0.028314i,-0.077481-0.011233i,-0.066741+0.0041215i,-0.039312+0.00028984i,-0.010912-0.015625i,0.007145-0.031458i,0.00803-0.035879i
0.049291-0.18183i,0.074051-0.27122i,0.054694-0.24202i,-0.05021-0.13731i,-0.16034-0.048774i,-0.13146+0.00071727i,-0.019415+0.0094855i,0.025972-0.0025935i,0.0081316-0.0048284i,-9.9746e-05-0.0077318i,-8.0398e-05-0.029833i,-0.016678-0.045499i,-0.041308-0.027224i,-0.046293+0.013303i,-0.026102+0.04911i,-0.0026339+0.066759i,0.017404+0.066522i,0.034413+0.04966i,0.032727+0.033866i,0.016786+0.035876i,0.012318+0.042306i,0.021148+0.033782i,0.024374+0.011364i
0.078033+0.13011i,0.11399+0.18539i,0.10843+0.15213i,0.13019+0.033462i,0.17248-0.086063i,0.12898-0.12074i,0.031872-0.078994i,-0.020086-0.037064i,-0.032734-0.01217i,-0.037474+0.0095252i,-0.033208+0.020523i,-0.012993+0.024382i,0.015294+0.023263i,0.02969+0.0097602i,0.028888-0.0079628i,0.024178-0.019013i,0.013136-0.025959i,-0.0042477-0.027072i,-0.014754-0.017079i,-0.015922-0.0072992i,-0.017005-0.0047224i,-0.020371-0.00078032i,-0.017961+0.0047666i
-0.13812-0.014144i,-0.15632-0.01177i,-0.080414-0.013576i,-0.0078706+0.025236i,0.00085155+0.095625i,-0.01313+0.10195i,-0.022275+0.045877i,-0.012603+0.017782i,0.015975+0.011581i,0.021981-0.003834i,0.0030685-0.015088i,-0.011331-0.021377i,-0.010871-0.023045i,0.0094939-0.020862i,0.045163-0.025529i,0.072263-0.037702i,0.070555-0.044504i,0.042205-0.040728i,0.007866-0.031607i,-0.0099437-0.016354i,-0.012861+0.00065385i,-0.010022+0.0090165i,-0.0071523+0.0083643i
0.045664-0.094825i,0.0014169-0.10522i,-0.07858-0.025532i,-0.12546+0.02593i,-0.14219+0.003584i,-0.12745+0.023497i,-0.063829+0.088859i,-0.015929+0.10057i,-0.0083294+0.068267i,0.0012355+0.037122i,0.015659+0.017279i,0.025921+0.0027798i,0.024903-0.019813i,-0.00042036-0.034412i,-0.042212-0.022964i,-0.072094+0.0068485i,-0.069981+0.033232i,-0.045785+0.041373i,-0.022561+0.028027i,-0.011597+0.0043646i,-0.0087292-0.010772i,-0.0058648-0.013777i,-0.0011582-0.0088246i
0.048213+0.089052i,0.1027+0.038291i,0.11359-0.096835i,0.09229-0.16379i,0.10874-0.13166i,0.11747-0.11625i,0.056839-0.11772i,0.0012684-0.089322i,-0.016289-0.05656i,-0.022102-0.028647i,-0.017202-0.0049037i,-0.012716+0.010387i,-0.011451+0.027068i,0.0017101+0.04002i,0.022927+0.035714i,0.034467+0.015408i,0.025888-0.010284i,0.0048281-0.029056i,-0.0063498-0.028411i,0.0025185-0.011922i,0.016076-0.0010339i,0.015064-0.0012244i,0.0056943-0.0039965i
-0.12506-0.0031626i,-0.1478+0.1178i,-0.048182+0.25406i,0.059446+0.26083i,0.061216+0.17128i,0.036997+0.076491i,0.042926-0.020811i,0.030822-0.061729i,0.016624-0.023875i,0.016312+0.012707i,0.011963+0.027624i,0.0096061+0.034422i,0.0075937+0.029537i,0.00019372+0.027384i,-0.0037396+0.03389i,-0.0011689+0.039977i,0.0048495+0.046423i,0.015708+0.047122i,0.026919+0.032479i,0.023101+0.008976i,0.006155-0.0077963i,-0.0053432-0.011273i,-0.0085434-0.0071127i
0.078807-0.10901i,0.0018838-0.23023i,-0.17719-0.26266i,-0.27486-0.1694i,-0.23402-0.082656i,-0.17719-0.037115i,-0.12776+0.019393i,-0.071625+0.034624i,-0.04272+0.013685i,-0.022638+0.0092314i,-0.005442+0.0030735i,-0.0093985-0.0068307i,-0.015598-0.0051217i,-0.010974-0.008959i,-0.012829-0.027888i,-0.031092-0.04549i,-0.044364-0.047087i,-0.034274-0.03251i,-0.013372-0.015165i,0.0025812-0.0038698i,0.014417+0.0062957i,0.022771+0.012996i,0.020918+0.011276i
0.018792+0.16385i,0.17175+0.21757i,0.34359+0.12815i,0.35856-0.029015i,0.25755-0.088553i,0.16827-0.058019i,0.097671-0.026427i,0.052348-0.0070331i,0.034708-0.0084707i,0.017933-0.020046i,0.0099267-0.02405i,0.012694-0.02674i,0.0025697-0.026523i,-0.013998-0.010737i,-0.0096508+0.015505i,0.012167+0.031128i,0.029088+0.025199i,0.02876+0.0022067i,0.0063593-0.010432i,-0.020592+0.00084458i,-0.029888+0.010431i,-0.023243+0.0070076i,-0.0067976+0.0023062i
-0.15554-0.12248i,-0.32093-0.071014i,-0.37667+0.1094i,-0.24842+0.25198i,-0.088499+0.24641i,0.011379+0.15928i,0.073831+0.068737i,0.069495+0.013691i,0.023774+0.001576i,-0.0071235-0.0046304i,-0.032617-0.009801i,-0.046669+0.0048222i,-0.027894+0.018214i,-0.0026835+0.009573i,0.0041555-0.00024524i,0.0030913+0.0058269i,-0.0042547+0.014654i,-0.022748+0.026779i,-0.028855+0.037523i,-0.010232+0.029161i,0.0081823+0.0107i,0.0091019-0.0018836i,-0.0019117-0.0085915i
0.20188-0.026165i,0.2936-0.16239i,0.22986-0.32306i,0.039413-0.3631i,-0.11102-0.29024i,-0.14863-0.18836i,-0.12132-0.089731i,-0.065991-0.027213i,-0.020585-0.0075448i,-0.0043156+0.0018195i,0.0026646+0.0050575i,0.0067096-0.010693i,0.0049039-0.024449i,0.010548-0.019531i,0.026301-0.017227i,0.035771-0.026113i,0.031606-0.03177i,0.023083-0.032846i,0.01523-0.029095i,0.0077063-0.015394i,-5.2464e-05-0.0013827i,-0.0043378+0.0028686i,-0.0023275-0.0018487i
