-0.0039338-0.0017598i,-0.0037714-0.0023779i,-0.0032883+8.5766e-05i,-0.0019306+0.0026517i,-0.0014562+0.0019608i,-0.00089799+0.0013259i,-0.00060103+0.0016357i,-0.00028998+0.0016181i,9.0411e-06+0.0013634i,0.00041613+0.00086088i,0.0012126-0.00074552i,0.0015631-0.0023111i,0.00092114-0.0026379i,0.00015091-0.0023998i,-0.00043225-0.0017621i,-0.0006793-0.00092813i,-0.00043644-0.00059311i,-0.00029855-0.00050072i,-0.00030813-0.00021987i,-0.00062345+0.00019465i,-0.00095639+3.9785e-05i,-0.00081098-0.00054018i,-0.0004333-0.0004986i
0.0003177+0.00050629i,3.5179e-05+0.00096366i,-5.744e-05+0.0015645i,-4.8737e-05+0.001169i,0.0011867+2.9604e-05i,0.0010759-0.0010615i,-0.00029471-0.0012373i,-0.00077147-0.00023222i,-0.00060252+0.00071435i,-0.00019432+0.00041583i,0.00038797+7.9657e-05i,0.00045039-0.00041731i,0.00041025-0.00029048i,0.00015708+0.00055333i,0.00013184+0.00075294i,0.00047054-0.00016099i,0.0008351-0.000438i,0.0015433+0.00026209i,0.001253+0.00024674i,0.00034001+9.649e-07i,-8.2824e-05-0.00013059i,0.00023933+1.6812e-05i,0.00064975+0.00064046i
-0.00072349-0.00014073i,-0.00018365-1.8793e-05i,0.0016198-0.00024525i,0.001743-0.00046384i,0.00063002-0.00095772i,-4.2634e-05-0.00132i,8.6617e-05-0.0010672i,-0.00039711-0.00068596i,-0.00086477-0.0013596i,-1.9112e-05-0.0014844i,0.00022334-0.00094227i,8.2894e-05-0.00047143i,0.00060667-0.00046268i,0.00046398-0.0009282i,-0.000698-0.0013239i,-0.0012147-0.00047923i,-0.00085653+0.00025269i,-0.00038144+1.6657e-05i,-0.00012681+9.6623e-07i,-0.0001943-0.00016356i,-0.00063516+0.00022599i,-0.00052849+0.00079297i,-0.0005197+0.00070274i
-0.0016152-0.0012459i,-0.0010707-0.0014924i,-0.00088609-0.001385i,-0.0011525-0.0011315i,-6.5382e-05-0.0012071i,0.00036694-0.00080128i,-0.00050284-0.0010049i,-0.0005865-0.000648i,-0.00075854+7.7397e-05i,-0.00092439+0.00025876i,-0.00045014+0.00016835i,0.00042505-0.00016653i,0.00083963-0.00066165i,0.00074055-0.00063727i,0.00087149-0.00021569i,0.00077076-0.00019198i,-0.0006096-0.00014645i,-0.0012231-0.00031668i,-0.00057445-0.00016756i,-0.00054268+0.00015248i,-0.00028482-0.00028006i,0.00015817-0.0003493i,-1.605e-05-0.00037661i
0.00059238+0.00064002i,0.00074394-5.9317e-05i,0.0018611-0.00075755i,0.0023105-0.0010371i,0.0014972-0.0014067i,0.00072063-0.00071764i,-0.00041176-0.00032012i,-0.0013386-0.00057376i,-0.00059096+9.5288e-05i,0.00011993+0.00085061i,2.3534e-05+0.0007802i,5.2325e-05-7.4214e-05i,-0.00025269-0.00019839i,-0.00050929-0.00039134i,1.1926e-05-0.00088474i,-0.00041586-0.00082493i,-0.0011035-0.00098551i,-0.00048493-0.00080587i,8.0627e-05-0.00015171i,-0.00020079+0.00012055i,-0.00037594-0.00020939i,-0.00037006-0.00024699i,-0.00025203+0.00074732i
-0.0025019+0.00030745i,-0.0020233+0.0007284i,-0.0018339+0.0010702i,-0.0015565+0.00088546i,-0.00062634+0.00034173i,0.00020029-0.0007132i,-0.00049088-0.00087031i,-0.0010603-0.00051215i,-0.00083359-0.00061325i,-0.00020671-0.00033148i,0.00022123-0.00015354i,0.0006485-0.000344i,0.00088112+3.6745e-05i,-7.0489e-05+0.0005087i,-0.00040106+1.219e-06i,-0.00034382-0.00034613i,-0.0014137-0.00058201i,-0.0016456-0.00054131i,-0.0014839-0.00090642i,-0.00040437-0.0010371i,0.00023425+0.00019989i,-2.1037e-06+0.0011981i,8.747e-05+0.0011051i
0.0012153-7.4888e-06i,-0.00038542-0.00093729i,-0.00031346-0.0013446i,0.00037405-0.00068858i,0.00036655-0.0006183i,0.00036726-0.0013073i,-0.00014102-0.0019081i,-0.00055242-0.0018212i,-0.00063628-0.001786i,-0.00096852-0.0013028i,-0.0015301+0.00010117i,-0.00081823+0.00064213i,8.553e-05+0.00024364i,0.00017879-5.715e-05i,-0.00031058-2.1394e-05i,-0.00081914-4.3641e-05i,-0.00028688-0.00027154i,2.3647e-05-0.0001112i,-0.00088732+0.00047324i,-0.0015374-6.5958e-05i,-0.00167-0.00010117i,-0.0013754+0.00050741i,-0.0003104+0.00039639i
0.000324-0.00063498i,-9.9177e-05-0.0006888i,-0.00087859-0.0018822i,-0.00026448-0.0016816i,-0.000137-0.00066119i,-0.0005318-0.00035903i,-0.00027594-5.0617e-06i,-0.00063567+0.00061005i,-0.00059019+0.00058963i,-0.0010798+0.00024988i,-0.0010581-0.00019069i,8.2741e-05-0.00026555i,0.00071337-0.00020555i,0.00090783-0.00036619i,0.0010706-0.0005078i,0.0006984-0.00077256i,0.00033109-0.0010378i,-0.00016854-0.00013096i,-0.00058488+5.5012e-05i,-0.00028484+6.7027e-05i,2.7311e-05+0.00024781i,-0.00025716-0.00028851i,-9.7704e-05+7.6673e-05i
9.6709e-05+0.0024377i,-2.0078e-05+0.0021678i,0.0024125+0.0012627i,0.0033056+0.00023287i,0.0026515-0.0013054i,0.0012396-0.0014705i,1.0367e-05-0.00086803i,-5.4794e-05+0.00025102i,-0.00017406+0.00020607i,-9.6533e-05-0.0008546i,0.00038298-0.00070917i,0.00062342+4.5604e-05i,0.00017308+0.00028255i,-0.00068437+0.0004141i,-0.00055134-6.9736e-05i,-0.00013446-0.00026775i,-0.00039309+0.0001416i,-3.8137e-05+0.00056542i,0.00011522+0.00062888i,-0.00031015-0.00023718i,-0.00070805-0.00026452i,-0.00051278+0.00035229i,0.00030359+0.00058545i
-0.0010322+0.0009463i,-0.0018461+0.0006664i,-0.0022916+0.0011501i,-0.0016162+0.0010983i,0.00040477+0.00084583i,0.0009126+0.00058234i,5.3738e-05+0.00037623i,-5.1865e-05+0.00049116i,-0.00062743+0.00010414i,-0.00048118-0.00087888i,0.00013112-0.001551i,0.00065576-0.0015362i,0.00072318-0.00022074i,-0.00024038+0.00061548i,-0.00054122+0.00010984i,-0.00049293+0.00020023i,-0.00043382+0.00039072i,-2.7211e-05+0.00034149i,3.4044e-05+2.9837e-05i,8.5682e-05+0.00056009i,0.0002096+0.0012785i,0.00064402+0.00075064i,0.00053685+0.0005823i
0.0004432-0.00035022i,0.0015833+0.0002567i,0.0019805-0.00031715i,0.0016424-0.00098985i,0.0013175-0.0006228i,0.00061144-0.00043953i,-0.00050959+0.00013468i,-0.0010099+0.00034981i,-0.0011064-0.00036178i,-0.0016533-0.00066753i,-0.0011123-0.00054714i,-0.000345-2.739e-06i,0.00025289+0.00029359i,0.00068908+0.00012909i,0.00017184-0.00050932i,-0.00048266-0.00070083i,-0.00037133-0.00047728i,-0.0002058-0.00069554i,-0.0005446-0.00086046i,-0.00020101-0.00098591i,0.00010184-0.00084065i,2.2542e-05+3.5989e-05i,0.00019793+0.00075142i
-0.00021697-0.0012899i,-0.00020953-0.0010558i,-0.00012428-0.00094193i,0.0004843-0.0011187i,0.00065946-0.00095069i,-9.7538e-05-0.00073045i,-0.00066198-0.00083628i,-0.00077887+0.00017426i,-0.0008587+0.00059878i,-0.00030204-6.0047e-05i,0.00053221+0.00014114i,0.00072252+0.00014913i,4.8196e-05-0.00017643i,-0.00045213+0.00026517i,-0.00072277+0.00035015i,-0.00041141-0.00014136i,2.5927e-05+9.8582e-05i,-0.00013777+0.00056282i,-0.00014411+0.00023907i,-8.0121e-06-0.00059543i,-3.7728e-05-0.0007007i,0.00057527-0.00024533i,0.0006041+0.00013119i
0.00038632+0.00085469i,0.00081368+0.00034275i,6.5993e-05+0.00081875i,6.5532e-05+0.00081188i,0.00055554-7.1689e-05i,0.00071276+2.1677e-05i,0.0008549-4.8268e-05i,-0.00016188+0.00011267i,-0.001081+0.00056463i,-0.00076342+0.00050112i,-0.00018737+2.5768e-05i,0.00038026-0.00025278i,0.00017019-0.00074668i,-0.00013334-0.00056321i,-0.0001044-0.00036667i,-0.00043855-0.00019676i,-0.0001429+9.7714e-05i,0.00017787+9.2184e-05i,-0.00055961-1.9147e-05i,-0.0014771+3.4046e-05i,-0.00142+0.00030808i,-0.00022353+0.00010451i,0.00041357-0.00049064i
0.00095633-2.8812e-05i,0.00011186-0.00040811i,0.00042198-0.00075804i,0.00050434-0.00078994i,2.0438e-05-0.0014302i,-1.3827e-05-0.0012378i,-2.3672e-05-0.00031308i,0.00026848-0.00029306i,0.00093643-0.0008771i,0.00089449-0.0009908i,-3.2011e-05-0.00089874i,-9.9231e-06-0.00047497i,0.000214+0.00010931i,-0.00011487+0.00025026i,0.00075639-0.00062705i,0.0013157-0.00059144i,0.00069241+0.00043691i,-6.2567e-05+0.00054432i,-0.00010657-0.00023772i,-0.00038369+6.1319e-05i,-0.00044098+0.0002898i,0.00036326+0.00036276i,0.00017123+0.0011269i
-0.0024869-0.00059177i,-0.0014559-0.00084213i,-0.00085723-0.0010904i,-1.5279e-08-0.00031574i,0.00071428+0.00046609i,0.0007938+0.00088254i,-0.00085823-0.00017497i,-0.0018287-0.00053513i,-0.0013162-9.6508e-05i,-0.0008644-8.6876e-05i,-0.00043527-0.00016174i,-0.000182-0.00061741i,0.00024411-0.00032466i,-0.00011098+0.0002209i,-0.00047755-0.00044731i,-0.00035284-0.0010309i,-0.00046635-0.00079223i,-0.0001366+0.00026537i,-0.00010844+0.00029143i,-0.00049649-0.00014111i,-0.00053873-0.000155i,-7.2636e-06-0.00051491i,0.00027022-0.00025188i
-0.00018189-0.00041375i,0.00031462-0.001042i,0.00073828-0.00032562i,0.00040997+0.00074134i,0.00099513+0.00012638i,0.00083322-0.00059237i,-0.00075468-0.0010149i,-0.0018792-0.001042i,-0.0015702-0.00021861i,-0.0009895+0.00019245i,-0.00062656+0.00034816i,-9.6359e-06+0.00032946i,0.00026264-0.0004102i,0.00018985-0.0003624i,-2.6662e-05-4.4046e-05i,-0.00012925-0.00030035i,-7.5627e-06-0.00067487i,0.00062191-0.00078867i,0.00077945-0.00065319i,9.7619e-05-0.00049487i,0.00010891+1.3268e-06i,0.00066299+0.00071007i,0.00032303+0.0006519i
-0.0022537+0.0017055i,-0.0025553+0.0012859i,-0.0013697+0.0019022i,0.00077418+0.0013752i,0.00087591+0.00024164i,-0.0001335+4.3264e-05i,-0.0010431-0.00016491i,-0.0010035-9.1571e-05i,-0.00036645-8.6694e-05i,-0.00063118-0.00045784i,-0.00058963-0.00025584i,0.00080249-0.00043658i,0.0015957-0.00050646i,0.00098327-0.00068132i,-5.9238e-06-0.0010535i,-0.00058439-0.00097965i,-0.00055575-0.00079443i,-0.00084104-0.000799i,-0.00042188-0.00023194i,0.00036961-9.0005e-06i,0.00026908+0.00017333i,0.00025818+0.0003917i,0.00023338+0.00055211i
0.0014029-0.0021737i,0.00085658-0.0017862i,0.0016521-0.0024854i,0.0014058-0.0024129i,-0.00015817-0.0014187i,-0.00087011-0.00026071i,-0.00051682+0.00042286i,-0.00037319+0.00095052i,-0.00087534+0.00063888i,-0.00081556+0.00026886i,-0.00052838+0.00040991i,4.6984e-05-0.00055968i,0.0004061-0.00044586i,0.0010716+0.00022816i,0.0012667+0.0007614i,0.00084045+0.00080228i,0.00058778+0.00035184i,0.00041735-0.00016964i,-0.00058279-7.8861e-05i,-0.0012895-0.00037466i,-0.00091973-0.00044004i,-0.0001235+5.2695e-05i,0.00040012+3.694e-05i
-0.0029205-0.00046184i,-0.0013734-0.00038396i,-0.00089911+0.0011279i,-0.0008751+0.00070344i,-0.00014994-0.00065573i,-2.5942e-05-0.00084445i,-0.00017647-0.0003789i,7.8624e-05+0.00038904i,-0.0005067+0.00022475i,-0.00061822-0.00036774i,-8.7763e-06-0.00038033i,0.0002158-0.0008748i,0.00065373-0.0013447i,0.00084517-0.0015344i,0.00026332-0.0010775i,-0.00037981-0.00047738i,-0.0010671-5.6706e-06i,-0.001012+0.00069321i,-1.9369e-05-0.00011285i,0.00017728-0.00059111i,-0.00033958+0.00030125i,-0.0004081+0.0013512i,3.3349e-06+0.0010171i
-0.00086877-0.00056743i,-2.1465e-06-0.0016436i,0.00079732-0.00063357i,0.00154+0.0012812i,0.0011545+0.0019392i,-0.00013181+0.00087626i,-0.001072-0.00050831i,-0.0013757-0.00096319i,-0.0013805-0.00072418i,-0.0011365-0.0003411i,-0.00067669-0.00038673i,-0.00024743-0.00024978i,0.00013421+3.446e-05i,-4.4609e-05+7.5681e-06i,-0.00038852-0.00043841i,-6.052e-05-0.00018879i,-0.00019269-0.00010434i,-0.00059435-0.00076823i,-0.00014946-0.00074685i,0.00017975-0.00039804i,-1.3403e-05-0.00053091i,-0.00021318-0.00049762i,0.00013325-0.00038195i
0.00093917+0.001159i,0.0016467+0.0024728i,0.0023005+0.0018811i,0.00249+0.00034003i,0.0017916-0.00059187i,0.00028762-0.00060223i,-0.00098746-0.00087891i,-0.0007001-0.00077847i,-0.00024272-0.00059166i,-0.00014328-0.00075177i,-0.00049285-0.0004979i,-0.00051158-0.0003255i,0.00062756-0.00053468i,0.0009525+0.00030485i,0.00046759+0.0013103i,0.00039993+0.0010839i,0.00057437-0.00014497i,0.00051853-0.00079063i,1.7805e-06-0.00017134i,-0.00059905-0.00056878i,-0.0010508-0.00039103i,-0.00085741+9.1306e-05i,-0.0005685-0.00069551i
0.0014799+0.0023265i,0.00023028+0.0019502i,-2.0366e-05+0.0014115i,0.0015039-0.0001303i,0.0021248-0.0015294i,0.0012992-0.0017224i,-0.00043988-0.00066166i,-0.0013262+0.00019449i,-0.0009859-0.00025297i,-0.00012692-0.00030532i,0.00088606-0.00052959i,0.00094102-0.0012604i,0.00093901-0.00068846i,0.00099812+0.00010057i,0.00085434+0.00025069i,0.00039834+3.5931e-05i,-0.00076908-0.00012328i,-0.00052776+5.7098e-05i,-0.00051697+6.5933e-05i,-0.00093416-0.00022178i,-0.00022821-0.00018102i,0.0004092-0.00028579i,0.00016085-0.00026339i
2.6448e-05-0.0029451i,0.0014638-0.0027655i,0.00056495-0.0010496i,0.00014002-0.00036699i,0.00042143-0.00020497i,-0.0007338-0.00066567i,-0.0017683-0.001693i,-0.0015094-0.0016161i,-0.0012455-0.00092404i,-0.0004054-0.00029199i,0.00025331+4.819e-05i,-0.00010757-0.00038171i,-0.00014219-0.00049578i,0.00016668-3.6644e-05i,0.00029524+0.00055138i,-0.00031969+0.00046589i,-0.00017498+7.0166e-05i,0.00071408-0.00015681i,0.0010849-0.00016257i,0.00093871-0.00024075i,0.0005463-0.00030593i,0.00061948+0.00018013i,0.0012911+0.00017515i
0.0028468-0.0011293i,0.0031728-0.0025635i,0.00073846+0.00015497i,-0.00033122+0.00053336i,-0.00011871-0.00037688i,-0.00035456-0.00032902i,-0.0010124-0.00019456i,-0.0014157-0.00014827i,-0.0019204+0.00011529i,-0.0013949+0.00043586i,-0.00060417-0.00018102i,-0.00030888-0.00018812i,0.00053836+0.0008033i,0.0007466+0.00094316i,0.00097519+0.00089914i,0.0011759+0.00053191i,0.00019525-0.00031074i,-0.00010726-0.00098032i,-0.00031037-0.00075152i,-0.0011566-0.00033353i,-0.00083409-0.00027371i,0.00059408-0.00022157i,0.0013367+0.00062134i
0.00047397+0.00021507i,0.0005681+0.00030923i,0.001046-0.0021978i,0.0014152-0.0026311i,0.0015697-0.0019254i,0.001134-0.0015323i,-0.00075594-0.0012699i,-0.0023056-0.00095i,-0.0018775-0.00058327i,-0.0009467-0.00090658i,-0.00063765-0.00084553i,0.00019896-0.00021562i,0.00024994+0.00022885i,0.00022333+0.0001623i,0.00013336+8.8566e-05i,-0.00027356-0.00042099i,-0.00061647-0.00063825i,-0.0013505+8.2504e-05i,-0.0018637+0.00027702i,-0.0014643+0.00070652i,-0.00083688+0.00095655i,-0.00017014+0.00039328i,0.0001975-0.00016096i
-0.0022123+0.00047662i,-0.0025464+0.0010261i,-0.0022363+0.00075723i,-0.0013294+0.00065163i,-0.00066789-8.6923e-05i,-0.00060254-0.00015197i,-0.0010933-0.00025096i,-0.0015738-0.00051233i,-0.0012631-5.476e-05i,-0.00035146+1.208e-05i,-0.00021495-0.0004149i,-0.00022673-0.00027284i,0.00049295-7.1093e-05i,0.00080875+3.5536e-05i,8.9724e-05+7.2059e-05i,-0.00042896-2.2153e-06i,-0.00069309-0.00015134i,-0.00088064+0.00014265i,-0.00056008+0.00023667i,0.00012956+0.00026544i,0.00064858+0.00038834i,0.00090618+0.00052241i,0.00056323+0.0010665i
0.0010849-0.00049074i,0.0011323-0.00034429i,0.0018211-0.00049372i,0.0025547-0.00061746i,0.0025182-0.00053825i,0.0014348-0.0008838i,0.00015598-0.00063522i,-0.00022513+1.5022e-05i,-0.00048636+0.00018161i,-0.00096687-0.00022913i,-0.00037599-0.00054604i,-1.0627e-05-0.00015339i,-0.00047853+7.5335e-05i,-0.00049978+0.00025811i,0.00018629-0.00011591i,0.00071035+2.21e-05i,0.0003299-0.0002813i,0.00051433-0.00065334i,0.0011302+0.00034548i,-1.5886e-05+9.1484e-05i,-0.00077446-0.00071658i,-0.0001241-0.00026417i,-0.00037596+3.18e-06i
-0.0012535+0.00051127i,-0.0014766+0.00089439i,-0.001665+0.0014691i,-8.4179e-05+0.0011387i,0.00074206+0.00040612i,0.00038916-0.00046714i,-0.00033105-3.7743e-05i,-0.00077883+0.00054551i,-0.0010567-0.00019454i,-0.0018792-0.00075447i,-0.0014832-0.00086658i,0.00021916-0.00088175i,0.0010412-0.00072457i,0.0005718-0.001067i,-0.00014262-0.00072605i,-0.00064403-9.3387e-05i,-0.00064071-8.6086e-05i,-0.00058219-0.00011515i,-0.0006767-0.00029075i,-0.00074827-0.00019676i,-0.0003852+0.00049277i,0.00034537+0.00055936i,0.00075819+0.00067004i
0.0001917-0.0023965i,-0.00047114-0.0024345i,-0.0012016-0.0023533i,-0.0010558-0.0019887i,-0.00019374-0.0012867i,-0.00026672-0.00092846i,-0.0012141-0.00094163i,-0.0010882-0.00021705i,-0.00069077+0.00038218i,-0.00085286-9.1214e-06i,-7.6469e-05+0.00034005i,0.0011195+0.00046837i,0.0009373-0.00043615i,0.00023637-0.00017345i,6.7661e-05+0.00090701i,0.00019957+0.00063632i,0.00016022-1.2775e-05i,-0.00020159+0.00016785i,-0.00019241-0.00014359i,8.2711e-06-0.0005869i,-0.00043642-0.00053416i,-0.00062581-5.5085e-05i,-0.00047303+0.00051214i
-0.00022707-0.00031068i,0.00088313+4.6786e-06i,0.0013801-0.00051667i,0.0017385-0.00077787i,0.0013015-0.00019821i,0.00011808+0.00032278i,-0.0010672+0.00056962i,-0.00056593+0.00030754i,-0.00026317+0.00029427i,-0.00018165+0.00012974i,0.00011775+0.00033685i,-8.4194e-05+0.00037489i,-0.00011236-4.326e-05i,4.258e-05-0.00017852i,1.7333e-07-0.00012418i,0.00046617+9.2566e-05i,0.00099267+0.00028127i,0.00077236-3.1037e-05i,0.00019428-0.00047478i,7.688e-05-0.00058537i,0.00016728-0.00052704i,-0.00023568-0.00035278i,-0.00019726-0.00044268i
-0.00026646+0.00092822i,-0.00051297+0.00091255i,0.0011702-0.00093809i,0.0021836-0.001409i,0.0015254-0.00084585i,0.00021373-0.00083572i,-0.00091081-0.00070955i,-0.0012854-0.00059585i,-0.0011142-0.00066576i,-0.00061538-0.00023787i,-0.00071832+0.0002021i,-0.00033405-0.00048768i,0.00031746-0.0014075i,0.00011956-0.0011243i,0.00013894-0.00016041i,-0.00040935-0.00023073i,-0.0014464-0.00090877i,-0.00075297-0.00027165i,0.00018715-2.8968e-05i,0.000247-0.00052628i,0.00075-0.00056341i,0.00027625+3.892e-05i,-0.00054627+0.0004733i
-0.001032+0.001619i,-0.00045351+0.00066261i,-0.00014077+0.0011618i,0.00042184+0.0013603i,0.00098074+0.00072729i,0.0012808+0.00051123i,0.00081433-0.00021506i,4.4954e-05-0.00068637i,-0.00066643+1.0551e-05i,-0.00019136+0.00026373i,0.00038984-0.00059457i,0.00057502-0.0011991i,0.00068053-0.00054024i,0.00011357+0.00074557i,2.7237e-05+0.00036592i,0.00053876-0.00046628i,0.00018388-0.00018955i,-0.00044972-0.00024918i,-0.00031507-0.0013008i,-0.00016444-0.0012336i,-0.00035488-0.00088786i,-0.00029811-0.00057539i,5.9012e-05-0.00065349i
-0.0040417-0.00084029i,-0.0040401-0.00016872i,-0.003447+0.0015486i,-0.0010829+0.0019537i,0.00042645+0.0008321i,0.00013608+0.00042442i,-0.00051772+0.00066829i,-0.00083637+0.00081463i,-0.00066796+0.00020513i,4.2109e-05+0.00031189i,0.00044925+0.00039295i,0.0011126-0.00014617i,0.00066607+0.00011741i,0.00018814+0.00051433i,0.00010232-0.00018253i,-0.0005123-0.0004885i,6.2839e-05+0.00028164i,-9.1107e-05+0.00073207i,-0.0012613+0.00066922i,-0.00099941+0.00021304i,-0.00017968-0.00057804i,-0.0001745-0.0013858i,0.00030707-0.00077962i
-0.00078845-0.00050226i,-0.00072659-0.00083427i,-0.00063167+0.00030442i,-0.00069958+0.00027851i,0.00041066+2.6899e-05i,0.00035184-0.00044386i,-0.00046643-0.00085876i,-0.00054051-2.8109e-05i,-0.00079067-9.7593e-05i,-0.0011164-0.00048168i,-0.00046126-0.00017326i,0.00091614+1.1722e-05i,0.001132-9.0808e-06i,-0.00011521-0.00052604i,-0.00067926-0.0010409i,-0.00099399-0.00057789i,-0.00073495-0.00017696i,-0.00077302-0.00098599i,-0.00057022-0.0011951i,0.00036818+0.00010553i,0.00022536+0.00044186i,-0.00063198+0.00024733i,-0.00051461+0.0006373i
-0.00086033+0.00065458i,-0.001693+0.0010503i,-0.0015781+0.00053433i,-0.0005714-0.00021807i,-0.00079026-0.00066404i,-0.00072386-0.00065903i,-0.0016644-0.00041801i,-0.0024375-0.000344i,-0.0014067-0.00032094i,-0.00066794-0.00015169i,-0.00081935+0.00061099i,-0.00054848+0.0010494i,0.00018241+0.00095735i,0.00099657+0.00043964i,0.00050607+6.5183e-05i,-0.000501+0.00013103i,-0.00019275-0.00043997i,0.00072254-0.0010465i,0.00048969-0.0015152i,-0.00080748-0.00065682i,-0.0011451-0.00065004i,-0.00043134-0.0011243i,0.00064436-0.00052434i
0.0011814-0.0017871i,0.0012776-0.0022124i,0.0004502-0.0020745i,0.00015765-0.0012311i,0.00032827-0.00012535i,0.00060403+0.00029193i,0.00027572+0.00030911i,-0.00044781+0.00031435i,-0.00048636+0.00040624i,-0.0004143-0.00056374i,-0.00045804-0.00046608i,0.00019964-0.0001206i,0.00081784-0.0005198i,0.0011458-0.00047265i,0.0012728-9.4194e-05i,0.0002426-0.00030995i,-0.0006854-0.00065335i,-0.00094376-0.00028219i,-0.00044381+0.00010541i,-1.1438e-05+0.00022151i,-0.00041026+0.00058086i,-0.00048221+0.00081501i,-1.0445e-05+0.00051757i
0.00081272+0.0017045i,0.0010616+0.0016431i,0.0014458+0.00059165i,0.0013612-6.2704e-05i,0.00080181-1.5699e-06i,-0.00085038-0.0013383i,-0.0010991-0.0019579i,-0.00080267-0.0010541i,-0.00077067-0.00033707i,-0.00066276+0.00039315i,0.00028196+0.0001675i,0.00062983-0.00084128i,0.0001684-0.0011021i,0.00036903-0.00089128i,0.00079554-0.00033111i,0.00056866+0.0001274i,-1.3246e-06+0.00027858i,-0.00046745-0.00027464i,-0.00035699-0.00068261i,-0.00030127-0.00042966i,-7.805e-06+2.3536e-05i,0.00048127-2.0082e-05i,0.00041835-0.00048508i
-0.0014072+5.4819e-05i,-0.00053607-0.00012792i,-5.2183e-05+0.00015269i,0.00064427+0.00061335i,0.001527+0.00034695i,0.0013675-0.00060118i,-0.00052639-0.00064741i,-0.0016621-0.00010107i,-0.00091668-0.00019363i,3.3891e-06-0.00032014i,0.00033318-0.00042436i,0.00035938-0.00054385i,0.00071486-0.00065679i,0.00065714-0.00044834i,0.0001331-9.9501e-05i,0.00010482+2.0385e-05i,-3.5276e-05+0.00015839i,-4.2628e-05+0.00053775i,-0.00044236+0.00089325i,-0.0013274+0.00061268i,-0.0014245+0.00030307i,-0.00013572+0.00035933i,0.00038369+0.00058215i
0.0012629-0.0008702i,0.0020574+0.00010307i,0.0011156-0.00033795i,-0.00039553-0.00065279i,-0.00013415-0.00051152i,-0.00035457+0.00042806i,-0.0014511+0.000699i,-0.0013734-0.00034492i,-0.00048077-0.0011364i,0.00013738-0.00068443i,0.00031946-0.00010182i,0.00033754-0.00076622i,0.0007921-0.00054537i,0.00082853+5.913e-05i,0.00062345-3.3548e-05i,0.00071314+0.00062048i,0.00021864+0.00087235i,0.00013563+9.551e-05i,-0.00040539-0.00060799i,-0.0010757-0.00027718i,-0.00015104+0.00018978i,0.00091214+0.00021584i,0.00086023+0.00011481i
-0.0013423+0.0020808i,-0.001086+0.002141i,-3.9372e-07+0.0013435i,0.001455+0.0001982i,0.0018249-6.4047e-05i,0.00062581-0.0010253i,0.00011891-0.00079356i,0.00051248+0.0001865i,0.00048183+0.00029986i,-9.0921e-05-0.00011717i,-0.00024632-0.00073045i,0.00017546-0.00028618i,0.00049698+0.00048106i,0.00012543+0.00037466i,-0.00061256+0.00036883i,-7.7576e-05+0.00023561i,0.0010124-7.5105e-05i,0.0013524+3.6665e-05i,0.00053413-1.6527e-05i,9.6572e-05-0.00014603i,0.00054675+3.1891e-05i,0.00091937+0.00060223i,9.9955e-05+0.00053521i
-0.00045828+0.00082179i,-0.00023138+0.0002482i,0.0012561+0.00045851i,0.0023487+0.00031246i,0.0019792+0.00011503i,0.0012318-0.00053949i,0.0004495-0.00030185i,0.00027007+0.0001027i,-0.00041147-0.00021307i,-0.0012972-0.00028359i,-0.00082352-0.00018848i,-5.6375e-06-0.00012941i,0.00028293-0.00028988i,-0.00047207-4.7566e-06i,-0.0010332+2.0969e-05i,-0.00058245-0.00025684i,0.00048397-0.00054944i,0.00085593-0.001046i,0.00092109-0.00032427i,0.00043835+0.00078574i,0.00033678+0.00062i,0.00047345+0.00036722i,-0.00011368+0.00020933i
6.4882e-05-0.00065926i,-0.00016357-0.00033431i,-0.00049195-0.0002912i,-0.00023477-0.00022239i,0.00064549-5.1467e-05i,0.00051198-0.0003599i,-0.00044907-0.0011495i,-0.0012043-0.00046892i,-0.0018171-6.687e-05i,-0.00086297+4.6499e-05i,0.00044905+5.5123e-05i,0.00020105-0.0008559i,5.7628e-06-0.0010999i,0.00024357-0.0012294i,0.00029591-0.0011291i,-3.2454e-05-0.00016433i,0.0001593-0.00015973i,0.0010453-0.00081144i,0.00094102-0.00061562i,0.00013523-0.0004393i,-0.00098857+0.00041217i,-0.00092086+0.00069925i,0.00028376+0.00030276i
0.00036404-0.00014756i,-0.00092015-0.00038586i,-0.00050941-0.00085101i,0.0009009-0.00067751i,0.00047125-0.0001712i,-0.00075672+0.00025472i,-0.00085223+9.9526e-05i,-0.00076229-7.832e-05i,-0.00069434-0.00043009i,-0.00086755+4.2458e-05i,-0.00068871+0.00038681i,8.3645e-05-0.00051394i,0.00054464-0.0008431i,0.00085335-0.00056657i,6.2903e-05-0.00051168i,-0.00027891-2.0415e-05i,0.00010098-2.6695e-05i,-0.00035023+6.2897e-05i,-0.00060211+0.00022838i,-6.9162e-05+7.319e-05i,0.00027502-0.0002227i,0.00057928-8.3294e-05i,0.00088851+0.00073395i
