-0.0019703+0.0021082i,-0.00097996+0.0017659i,-0.0013544+0.00051801i,-0.00056778+0.00062988i,0.00017808+0.0017485i,0.00034042+0.0015343i,0.00041473+0.0010377i,0.00067149+0.00086876i,0.0009448+0.0010296i,0.00071217+0.00060708i,-0.00011968+0.00032657i,-0.0007189+0.00024978i,-0.00058789-0.0002481i,8.5543e-05-0.0010619i,-0.00016586-0.0013409i,-0.0002954-0.00012174i,-0.0004351+0.0010538i,-0.00020849+0.0014468i,0.00068581+0.0013639i,0.00070277+0.0010425i,4.4892e-05+0.00084121i,-0.0003739-0.00016111i,0.00012976-0.0012162i
0.019075+0.057039i,0.039441+0.019865i,0.079343-0.072972i,0.091107-0.10452i,0.050636-0.040137i,0.011701+0.016426i,-0.0031346+0.017196i,-0.0048408+0.0029523i,-0.0019041-0.001176i,-0.0016482+0.0023903i,-0.0023709+0.0050429i,-0.0019204+0.0014881i,-0.0029569-0.0051102i,-0.0050802-0.0088537i,-0.0058278-0.0076495i,-0.0031709-0.0046302i,0.0024776-0.0029206i,0.0082683-0.0033587i,0.014907-0.0085439i,0.021373-0.018469i,0.023291-0.023313i,0.020159-0.017645i,0.013546-0.011611i
-0.033734-0.046557i,-0.058088-0.013461i,-0.09132+0.072449i,-0.090936+0.10026i,-0.04424+0.038423i,-0.0040825-0.012862i,0.010014-0.013488i,0.011793-0.00091342i,0.0099466+0.0022561i,0.0096603-0.0037232i,0.0095455-0.0081943i,0.0082762-0.005454i,0.0075913-0.00056755i,0.0066253+0.0037087i,0.0041678+0.0047988i,0.0012405+0.0028302i,-0.0016295+0.0010009i,-0.0060288+0.00068382i,-0.013209+0.0060544i,-0.019868+0.015695i,-0.021621+0.017857i,-0.018363+0.011439i,-0.010321+0.0061801i
0.038776+0.034696i,0.066501+0.0031768i,0.091581-0.07204i,0.082244-0.091102i,0.032741-0.033197i,-0.006706+0.010449i,-0.017586+0.0064975i,-0.014324-0.0082596i,-0.0098243-0.011534i,-0.0093395-0.0023947i,-0.0096571+0.0069359i,-0.0080972+0.0063199i,-0.0065089+0.00030021i,-0.0064882-0.0040943i,-0.0055449-0.0039481i,-0.0019192-0.0022208i,0.001071-0.00097031i,0.004727-0.001416i,0.012455-0.0089259i,0.0189-0.020689i,0.019309-0.023444i,0.014464-0.015608i,0.0069115-0.0094462i
-0.044307-0.026054i,-0.07402+0.0019196i,-0.093463+0.067727i,-0.077119+0.084157i,-0.026709+0.034565i,0.010761-0.0038016i,0.018248-0.0028221i,0.010269+0.0066861i,0.002358+0.0068458i,0.0013851-0.00076629i,0.0034781-0.0068983i,0.0038836-0.0057434i,0.0038366-0.0012384i,0.0051339+0.0021048i,0.0053803+0.0026489i,0.0017248+0.0012796i,-0.003091+2.491e-05i,-0.008263+0.0013142i,-0.017593+0.0087145i,-0.025866+0.019624i,-0.025875+0.022365i,-0.018964+0.016014i,-0.0094792+0.010796i
0.049256+0.018655i,0.077917-0.008466i,0.092303-0.06492i,0.070088-0.075305i,0.017814-0.031356i,-0.019191+0.0006759i,-0.025154+0.00042472i,-0.016756-0.0068135i,-0.010356-0.0057768i,-0.0064845+0.002431i,-0.00076336+0.0079103i,0.0039967+0.0053314i,0.0021607-0.0003979i,-0.0031229-0.0039278i,-0.0053352-0.0029972i,-0.002497-0.00090641i,0.0020939+0.00050645i,0.0070904+0.00058574i,0.016335-0.005375i,0.025254-0.014618i,0.026246-0.015866i,0.018667-0.0091473i,0.0081287-0.004936i
-0.048771-0.014554i,-0.07653+0.009243i,-0.085569+0.058216i,-0.060921+0.067921i,-0.0098615+0.032063i,0.024621+0.0067384i,0.027365+0.0075893i,0.016525+0.013267i,0.0087796+0.011239i,0.0067308+0.0016542i,0.0049901-0.0052313i,0.0023412-0.003625i,0.0027413+0.0020596i,0.0043134+0.0045578i,0.0040381+0.002906i,0.0019334+0.0014621i,-0.00011337+0.00013492i,-0.0035819+0.00040266i,-0.01382+0.0071903i,-0.02406+0.016297i,-0.023704+0.017099i,-0.014776+0.010778i,-0.0054285+0.0074824i
0.046472+0.0073384i,0.073128-0.011564i,0.08004-0.0516i,0.051737-0.0597i,-0.00057455-0.029261i,-0.029932-0.0079815i,-0.026932-0.008728i,-0.013775-0.012355i,-0.0052098-0.0084255i,-0.0029713-0.00052156i,-0.0025979+0.0021457i,-0.0011573-0.00071203i,-0.0021899-0.003928i,-0.0057935-0.0042986i,-0.0064705-0.0022099i,-0.0030844-0.00069762i,0.0011918-0.0003172i,0.0074516-0.0010963i,0.01831-0.0083831i,0.02808-0.018482i,0.028279-0.020041i,0.018989-0.012848i,0.0089674-0.0082557i
-0.047593-0.0032115i,-0.071687+0.013345i,-0.074863+0.046983i,-0.044073+0.054832i,0.0074308+0.031051i,0.033328+0.013289i,0.027057+0.011639i,0.014671+0.010841i,0.0086746+0.0058408i,0.0054701-0.0020297i,0.0022378-0.0068855i,0.00072983-0.0045021i,0.0024954-0.00047418i,0.0055618+0.0016701i,0.0061992+0.0023447i,0.0038123+0.00033768i,-0.0001221-0.0023973i,-0.0067419-0.0025763i,-0.018106+0.0044276i,-0.028966+0.01342i,-0.029524+0.014084i,-0.020413+0.0088684i,-0.0099125+0.0050933i
0.04849-0.0017721i,0.070188-0.016668i,0.06708-0.044867i,0.031153-0.050799i,-0.018165-0.029687i,-0.039048-0.016598i,-0.029904-0.016449i,-0.01593-0.014748i,-0.007629-0.010196i,-0.0042331-0.0016642i,-0.0011395+0.0048176i,0.0021631+0.0042312i,0.0021441+0.00039478i,-0.0010473-0.0026718i,-0.0030817-0.0027728i,-0.0022143-0.0010294i,-0.0011931+0.000698i,0.003568+6.9206e-05i,0.015552-0.0064861i,0.026219-0.014683i,0.025366-0.015587i,0.015994-0.011128i,0.0062289-0.0078437i
-0.043899+0.0044167i,-0.063642+0.015993i,-0.057067+0.038835i,-0.020899+0.046592i,0.021682+0.030528i,0.037475+0.020431i,0.026574+0.019127i,0.0099029+0.012865i,0.0011451+0.0049831i,0.0005927-0.00027692i,0.0016535-0.00081715i,-0.00022161+0.0014899i,-0.0012786+0.0028816i,0.0010192+0.0027553i,0.0028662+0.0018708i,0.0017163+0.0010731i,-0.0020031+7.902e-05i,-0.0081418+0.00082963i,-0.018662+0.0074057i,-0.029432+0.015974i,-0.029779+0.017874i,-0.019455+0.012923i,-0.0093979+0.0084446i
0.03881-0.0043541i,0.059408-0.011805i,0.050519-0.029555i,0.013328-0.035816i,-0.02392-0.025853i,-0.035128-0.022278i,-0.025631-0.020011i,-0.012848-0.010386i,-0.0059602-0.0016079i,-0.0025247+0.0020813i,0.00081555+0.00051533i,0.0024558-0.0038836i,0.0009556-0.0064911i,-0.0038807-0.0060756i,-0.0075228-0.0044153i,-0.0065962-0.0018237i,-0.0024991+0.0011003i,0.0050633+0.0011137i,0.018096-0.005186i,0.029308-0.013615i,0.029687-0.013857i,0.020978-0.0080022i,0.010972-0.0034848i
-0.038083+0.012695i,-0.053916+0.020526i,-0.04092+0.032356i,-0.001962+0.035155i,0.031687+0.029021i,0.038576+0.026577i,0.024566+0.021354i,0.009532+0.011463i,0.0044534+0.0050133i,0.0048995+0.0014677i,0.0054541-0.00062238i,0.0041622+0.00031697i,0.0027524+0.0019129i,0.0036148+0.0024162i,0.0046682+0.0030864i,0.0054335+0.0028043i,0.0039905+0.0003627i,-0.0029598+0.00051356i,-0.015926+0.0077939i,-0.027124+0.014712i,-0.027524+0.012854i,-0.019225+0.0074544i,-0.0093895+0.003665i
0.03299-0.012636i,0.047178-0.017807i,0.032016-0.023432i,-0.004906-0.026028i,-0.033568-0.027299i,-0.036223-0.02869i,-0.021007-0.022679i,-0.0071401-0.01106i,-0.0024074-0.0030581i,-0.0025998-0.0001485i,-0.0022675-9.263e-05i,-0.00015387-0.00076728i,0.00032516-0.00093859i,-0.0017287-0.0011156i,-0.0036199-0.0016804i,-0.0043824-0.0013635i,-0.0018535+0.00094735i,0.0062032+0.00037677i,0.019414-0.0078968i,0.029586-0.016227i,0.02931-0.015531i,0.021775-0.0097308i,0.013635-0.0060759i
-0.024459+0.015718i,-0.03602+0.016874i,-0.020334+0.017309i,0.012447+0.019644i,0.03762+0.025606i,0.036643+0.02842i,0.018098+0.021002i,0.0040512+0.0084596i,0.001485+0.00020226i,0.0041362-0.0016988i,0.0037123-0.0010155i,0.00064432+0.0012486i,-0.0016061+0.002011i,-0.00013131+0.0018923i,0.0036606+0.0033652i,0.0054615+0.0020199i,0.0036332-0.0020979i,-0.004017-0.0021839i,-0.017134+0.0052038i,-0.028183+0.012205i,-0.030746+0.01011i,-0.024336+0.0043i,-0.014867+0.0012543i
0.021162-0.013169i,0.029878-0.015345i,0.013641-0.014237i,-0.018455-0.017343i,-0.040349-0.025484i,-0.035881-0.029392i,-0.016612-0.023047i,-0.0044859-0.010586i,-0.0022443-0.0022634i,-0.0027965-0.00089207i,-0.0010673-0.0018333i,0.0022178-0.0035121i,0.0038178-0.0053688i,0.0015338-0.0071348i,-0.0033629-0.0077995i,-0.0056404-0.0058181i,-0.0040932-0.0018581i,0.0027474-0.0021873i,0.01457-0.010078i,0.024599-0.014585i,0.026087-0.01009i,0.01988-0.0033103i,0.011579+0.00048393i
-0.020307+0.0072849i,-0.029231+0.0082748i,-0.013627+0.0078069i,0.018483+0.015008i,0.038755+0.025491i,0.032059+0.031293i,0.012274+0.024058i,-6.4368e-05+0.0088984i,-0.0019838-0.00033539i,0.0021443-0.0013214i,0.0056722+0.00015273i,0.0053203+0.0022803i,0.0030992+0.0037921i,0.0023107+0.0041853i,0.0044138+0.0048809i,0.0050453+0.0033605i,0.0023629-0.00048098i,-0.0051162+0.00016706i,-0.016535+0.0084258i,-0.026188+0.014745i,-0.028375+0.011411i,-0.023234+0.0045302i,-0.015058+0.00033441i
0.020141-0.011415i,0.024791-0.010689i,0.0043843-0.0090388i,-0.029497-0.01487i,-0.045711-0.02487i,-0.033555-0.030118i,-0.01123-0.022757i,0.00019641-0.0076151i,0.00030269+0.00052012i,-0.0030456+0.00099221i,-0.0042671+0.00042543i,-0.0026967-0.00048194i,-0.0011144-0.0014144i,-0.0017041-0.0017481i,-0.0055389-0.0018306i,-0.0078323-0.00066569i,-0.005425+0.003205i,0.0022186+0.0033322i,0.014512-0.0039092i,0.025875-0.0092284i,0.029932-0.0057239i,0.025753+0.0012593i,0.017191+0.0048291i
-0.014705+0.0087428i,-0.019797+0.0052839i,0.00039512+0.00029634i,0.032111+0.0070381i,0.04106+0.020382i,0.026269+0.02894i,0.0071958+0.022183i,-0.0023371+0.0069079i,-0.0018482-0.00079048i,0.0018525-0.0018776i,0.0035248-0.0022327i,0.0019796-0.0018577i,-8.6937e-05-0.00057437i,-0.00011783+0.0016137i,0.0027362+0.0029276i,0.0055627+0.0020707i,0.0041609-0.00086684i,-0.0031531-0.0010196i,-0.013819+0.0055866i,-0.023606+0.0098679i,-0.026686+0.0047688i,-0.021686-0.0011503i,-0.013026-0.0030639i
0.015904-0.0052768i,0.018724-0.001445i,-0.00014887+0.0048027i,-0.030486-0.0023836i,-0.038846-0.021349i,-0.024509-0.031347i,-0.0069596-0.022281i,0.0030083-0.0069857i,0.0041186+3.0108e-05i,5.8042e-05+0.0013676i,-0.001911+0.0021078i,0.0013171+0.001153i,0.0035803-0.0012103i,0.0020291-0.0030416i,-0.00057768-0.0033622i,-0.0025807-0.0013111i,-0.0011755+0.0022105i,0.0059975+0.00083182i,0.01622-0.0070166i,0.025009-0.011503i,0.02657-0.0072275i,0.021493-0.0012008i,0.015052+0.0014761i
-0.012802+0.0076829i,-0.013966+0.0013264i,0.0065894-0.006885i,0.034304+0.0016297i,0.038698+0.0226i,0.022614+0.03103i,0.004097+0.020041i,-0.0047765+0.005059i,-0.0035909-0.0021585i,0.0012144-0.0029186i,0.0035015-0.0010654i,0.0018776+0.001478i,0.00040661+0.0026618i,0.00042831+0.0029603i,0.0021772+0.0029504i,0.0044779+0.00087881i,0.0036973-0.0026075i,-0.0023429-0.0018559i,-0.013913+0.0042452i,-0.025071+0.0075138i,-0.027712+0.0028144i,-0.023401-0.0037592i,-0.015184-0.0059091i
0.011104-0.0040539i,0.012066+0.0022779i,-0.0049604+0.010627i,-0.030554+0.00043551i,-0.036485-0.021041i,-0.021526-0.029027i,-0.0039933-0.019246i,0.0028946-0.0057597i,0.0014985+0.0012432i,-0.0013188+0.0026959i,-0.0016306+0.0023818i,0.00021883-0.0008577i,-8.6611e-05-0.0034737i,-0.0027455-0.0037355i,-0.0046952-0.0029305i,-0.0052334-0.00098776i,-0.0041774+0.00082485i,0.0016687-4.3192e-05i,0.012182-0.0054324i,0.021226-0.0071423i,0.024523-0.00097403i,0.020693+0.0051476i,0.01248+0.0068871i
-0.0089115+0.0074111i,-0.0083807-0.00052247i,0.0092524-0.0082632i,0.033695+0.00189i,0.038579+0.021501i,0.020732+0.027187i,0.00076232+0.016545i,-0.0061177+0.0041389i,-0.0043459-0.0021311i,-0.00016891-0.0053001i,0.0029494-0.0060912i,0.0032881-0.0035129i,0.0026135-0.0014519i,0.0021294-0.00015949i,0.0022053+0.00043218i,0.0029493-0.00099427i,0.0018243-0.003451i,-0.004197-0.0015025i,-0.013568+0.0061575i,-0.021379+0.0088007i,-0.023189+0.0020782i,-0.020198-0.003682i,-0.014236-0.0038244i
0.0084304-0.0036818i,0.011116+0.0036596i,-0.005025+0.011733i,-0.030923+0.0011207i,-0.035002-0.018597i,-0.017183-0.025926i,9.807e-05-0.017026i,0.0048192-0.0037638i,0.0029034+0.0035476i,0.0005943+0.0050121i,-0.00035059+0.0041417i,0.00034289+0.0026377i,0.00074669+0.0014667i,-5.9907e-05+0.00050834i,-0.00093055+0.0013768i,-0.0022763+0.0031493i,-0.0016012+0.0048237i,0.0041712+0.0028737i,0.013655-0.0045959i,0.022033-0.0074798i,0.023315-0.0020617i,0.019043+0.0028596i,0.01332+0.0036253i
-0.0047391+0.0016839i,-0.0060925-0.0057133i,0.0089722-0.01371i,0.030889-0.0035953i,0.031329+0.015806i,0.013142+0.023913i,-0.0016241+0.016286i,-0.0053852+0.003001i,-0.0033967-0.0030605i,-0.00063717-0.0033286i,-0.00044167-0.0020067i,-0.0011894-0.0008106i,0.0001643-0.0011699i,0.0015579-0.0018705i,0.0013212-0.0024232i,0.0013934-0.0023924i,0.0010363-0.002028i,-0.0040387+0.00030871i,-0.013173+0.0051855i,-0.020727+0.0061058i,-0.021349+0.00015365i,-0.015823-0.0044452i,-0.0088079-0.0036241i
0.0053292-0.0056324i,0.0031945+0.00031238i,-0.013238+0.0083803i,-0.0341+0.0015039i,-0.033133-0.01571i,-0.014854-0.021995i,0.00016067-0.013248i,0.0040263-0.0021562i,0.0020816+0.0017967i,0.0007489+0.0021085i,0.0011217+0.001227i,0.0022588+4.0159e-06i,0.0026442-0.00090832i,0.0017201-0.0013658i,0.0010635-0.0015081i,0.00041609+0.00038421i,0.0014609+0.0022225i,0.0057022-7.8738e-05i,0.013277-0.0048413i,0.019349-0.0055874i,0.018951-0.00028974i,0.014817+0.0035566i,0.0091992+0.002356i
-0.0024921-0.0014993i,-0.0039179-0.0070637i,0.0088115-0.013671i,0.026727-0.0042578i,0.024548+0.015233i,0.0080621+0.021456i,-0.0029332+0.011977i,-0.004992+0.00076321i,-0.0027867-0.0038662i,-0.00077396-0.0042602i,0.00029294-0.0030576i,0.0017339-0.00092545i,0.0019747-0.00062284i,0.00011042-0.0018363i,-0.0006424-0.0020245i,0.0010029-0.0019142i,0.0013606-0.0019836i,-0.0031826+0.00080588i,-0.012518+0.0058806i,-0.01847+0.0067968i,-0.017222+0.0013227i,-0.012866-0.0033321i,-0.0084012-0.0030606i
0.0001298+0.0036048i,0.0013314+0.012079i,-0.0089581+0.020038i,-0.02525+0.0088252i,-0.022847-0.011886i,-0.006559-0.017986i,0.0029598-0.0089297i,0.0034597+0.00045417i,0.0017718+0.0038092i,0.0021285+0.0040831i,0.0032579+0.002982i,0.0023604+0.0013417i,-0.0005931+0.0006239i,-0.0022237+0.0019541i,-0.0016721+0.002837i,-0.0010657+0.0019389i,-0.0011327+0.00027311i,0.0027366-0.002418i,0.012611-0.0057668i,0.019281-0.0062194i,0.017005-0.0016141i,0.011698+0.0025046i,0.0063859+0.0018959i
-0.0054979-0.002988i,-0.0064738-0.0095405i,0.0042189-0.013777i,0.021417-0.002357i,0.021614+0.015355i,0.0068785+0.018501i,-0.0036042+0.0083059i,-0.0045748-7.5237e-05i,-0.0040669-0.0018689i,-0.0039063-0.0015356i,-0.003232-0.0012492i,-0.0016539-0.0014747i,0.00054049-0.0026957i,0.0012461-0.0029632i,0.00045464-0.0023622i,-0.00030218-0.0025024i,-0.00035777-0.0025216i,-0.0037505-0.00030322i,-0.011759+0.0042069i,-0.017059+0.0049211i,-0.015662-0.0002585i,-0.010283-0.0030769i,-0.0050537-0.00046897i
0.0051266+0.00517i,0.0070491+0.011202i,-0.0039649+0.014957i,-0.021524+0.0044802i,-0.02102-0.010678i,-0.0057219-0.014226i,0.0036379-0.0067705i,0.00263+0.000893i,0.00099222+0.0032246i,0.0030621+0.0019809i,0.0052689+0.00055813i,0.0036093+0.00030727i,0.00087041+0.00093003i,0.0012293+0.001244i,0.0025979+0.00068798i,0.00093585+0.00097901i,-0.0011633+0.0013508i,0.0025116-0.0009888i,0.010666-0.0061833i,0.015852-0.0074388i,0.013113-0.0030267i,0.0071649-0.00011988i,0.0034405-0.00059928i
-0.0063084+0.00065261i,-0.0076509-0.0045427i,0.0055628-0.0087812i,0.02264-0.0009779i,0.019921+0.011386i,0.0050509+0.012817i,-0.0042195+0.0055267i,-0.003945-0.0015261i,-0.0016814-0.002498i,-0.002409-0.00091668i,-0.00305+0.00035713i,-0.00082473+0.0011356i,0.0019401-0.00088342i,0.0012719-0.0041013i,-0.0020649-0.0042464i,-0.0016697-0.0019562i,0.00065156+0.00060966i,-0.0027358+0.0037234i,-0.011302+0.0077271i,-0.015596+0.0083192i,-0.011916+0.0038794i,-0.0066469+0.0010012i,-0.0024965+0.0014804i
0.0068878-0.00021712i,0.0088074+0.0038177i,-0.0028707+0.0090156i,-0.018021+0.0023266i,-0.015558-0.010739i,-0.0026187-0.01338i,0.0039173-0.0063516i,0.0024469+0.00079466i,0.0012856+0.0019706i,0.0032959+0.00036524i,0.0044639-0.00061032i,0.002232-0.00065186i,-0.0017294-3.8586e-05i,-0.0031053+0.0006521i,-0.0027517+0.0013558i,-0.00221+0.0015822i,-0.001306+0.00086595i,0.0016095-0.002175i,0.0085607-0.0067668i,0.013123-0.0075117i,0.010349-0.0040409i,0.0060415-0.0018175i,0.0029476-0.0024222i
-0.0019993+0.0022222i,-0.0033946-0.001495i,0.0049562-0.0082399i,0.015096-0.0044972i,0.010865+0.006968i,-0.00063481+0.0099749i,-0.0054755+0.0040531i,-0.0037683-0.0016838i,-0.002499-0.0023372i,-0.0034412-0.0013611i,-0.0031035-0.0011305i,8.9544e-05-0.0011461i,0.0027441-0.002388i,0.0020967-0.0023276i,-5.3441e-05-0.00056187i,0.00085489-1.058e-05i,0.0032326+0.00028744i,0.00043695+0.0034323i,-0.0074539+0.0079672i,-0.012251+0.0083737i,-0.0094951+0.004249i,-0.0052769+0.00093462i,-0.0038039+0.0012087i
0.0034075-0.0025601i,0.0033732+0.0017061i,-0.0037905+0.0083421i,-0.012086+0.0038643i,-0.010274-0.0071481i,-0.0018232-0.0088204i,0.0027955-0.0030195i,0.0022092+0.0016683i,0.001277+0.00079268i,0.0030659-0.0020589i,0.0047914-0.0026305i,0.0029839-0.0019214i,0.00020932+0.00083292i,-0.00012684+0.003782i,0.00044218+0.0034552i,-0.0009712+0.0008717i,-0.0031382-0.001729i,-0.00046282-0.0040863i,0.0073053-0.0076013i,0.011338-0.0090269i,0.0075497-0.0059258i,0.0032746-0.0030332i,0.0016316-0.0028512i
-0.0012042-0.0020309i,-0.0021878-0.0053898i,0.0021184-0.009414i,0.007191-0.0027407i,0.0044603+0.008259i,-0.0029596+0.0099214i,-0.0052258+0.0032601i,-0.0030058-0.0015693i,-0.0019455-0.0014377i,-0.0030122+0.00088882i,-0.0028447+0.0019237i,-0.00015375-0.00010649i,0.0026987-0.0031173i,0.003736-0.0048008i,0.002773-0.0043391i,0.0026529-0.0029725i,0.0038221-0.0010639i,0.0013756+0.0022439i,-0.0057301+0.0063507i,-0.010387+0.0081733i,-0.0075085+0.0062099i,-0.0032297+0.0034079i,-0.0020371+0.0030366i
7.2299e-05-0.0047585i,0.00033528+0.00028339i,-0.0039136+0.0046108i,-0.011529-0.00066263i,-0.0095274-0.008834i,-0.0010596-0.0087928i,0.0029089-0.0029912i,0.0016531+0.00026513i,0.0011372-0.00018913i,0.0026976-0.0016156i,0.0030302-0.0015395i,0.0016635-0.00062177i,0.00019572-0.00015011i,-1.724e-05-0.00012422i,-0.0010531-0.00067116i,-0.0039517-0.00054434i,-0.0062452-0.0010677i,-0.0042266-0.0038344i,0.0032306-0.0085186i,0.0087498-0.0099547i,0.0070044-0.0062401i,0.0036154-0.0027115i,0.0022317-0.00181i
0.00037444-0.003721i,-0.003103-0.0064106i,-0.00045412-0.008768i,0.0057065-0.0024513i,0.0025903+0.0068325i,-0.0037364+0.0083128i,-0.0049012+0.0027064i,-0.0028027-0.0018089i,-0.0010211-0.001332i,-0.00098449+0.0024026i,-8.7246e-05+0.0044785i,0.0016958+0.0024734i,0.0018981-0.0012079i,0.00037384-0.0033731i,-0.00076427-0.0026106i,0.001267-0.0011781i,0.0051524-0.00012593i,0.0043997+0.003204i,-0.0032605+0.0073385i,-0.0083414+0.0085079i,-0.0063333+0.0064654i,-0.003369+0.0040384i,-0.0020991+0.0036394i
0.00026753+0.0022582i,0.0021749+0.0052874i,-0.0017247+0.0076921i,-0.0081615+0.003661i,-0.0048845-0.0036626i,0.0016921-0.0049279i,0.0029173-0.0014147i,0.0012472+0.0011738i,-0.00038031+0.00051687i,0.00034302-0.0024471i,0.0019595-0.0032125i,0.00049717-0.00097541i,-0.0019324+0.0024355i,-0.0034895+0.004272i,-0.0040399+0.0037089i,-0.0050296+0.0026699i,-0.0073037+0.0012488i,-0.0059726-0.0016969i,0.00085319-0.0058484i,0.0060289-0.0082814i,0.0054057-0.0061179i,0.003383-0.0028782i,0.0028265-0.0023328i
-0.0027236+0.00077685i,-0.0031246-0.00012164i,0.0018292-0.002154i,0.0077004+0.00047251i,0.0053339+0.0060596i,-0.00029943+0.0058993i,-0.0028688+0.0013157i,-0.0023751-0.001045i,-0.0011817+0.0003673i,0.00023271+0.002465i,0.001525+0.0028206i,0.0026219+0.00043897i,0.0029836-0.0019791i,0.0022128-0.001793i,0.0032461+0.00035472i,0.0062842+0.0010728i,0.0090683-0.00021863i,0.0076094+0.00063198i,-0.00018253+0.0050983i,-0.0065096+0.0076987i,-0.0056564+0.0068146i,-0.0031044+0.0040377i,-0.0031126+0.0019402i
0.0028262+0.00071886i,0.0032919+0.0015391i,-0.00038994+0.0041454i,-0.0049549+0.001605i,-0.0033632-0.0043815i,0.0013955-0.0047699i,0.002092-0.0021188i,-0.00040503-0.00051149i,-0.0022059-0.00097854i,-0.0020164-0.0029208i,-0.00012723-0.0039814i,0.0012182-0.0023096i,0.0011505+0.00028365i,0.0015996+0.0014575i,0.0009713+0.00021122i,-0.0018511-0.000816i,-0.0048779-0.00058341i,-0.0046095-0.0012267i,0.0011207-0.0045094i,0.0062275-0.0075982i,0.0064975-0.0067271i,0.0048865-0.0041204i,0.0033342-0.0026342i
-0.00097013+0.0064954i,0.0012532+0.0046098i,0.0040748+0.00039948i,0.0065425+0.00046686i,0.0045455+0.0029172i,-0.00035488+0.0020413i,-0.0031443+0.00037542i,-0.0023801+8.5403e-05i,-0.00019104+0.00060734i,0.00077926+0.0020821i,0.00068904+0.0023312i,0.00082965+0.00020731i,0.00055527-0.0023558i,-0.0005115-0.0037031i,0.00095969-0.0033485i,0.0046153-0.0029165i,0.0074798-0.0030602i,0.0069876-0.0016946i,0.0011507+0.0027586i,-0.0047261+0.0066063i,-0.0056091+0.0060931i,-0.0050168+0.0030594i,-0.0039961+0.0012923i
-0.00066265+8.3554e-05i,0.00053541+0.0023059i,-0.00024344+0.0052886i,-0.0017543+0.0024299i,0.00018984-0.0023631i,0.0025105-0.0037546i,0.0026457-0.0018909i,0.0005952-0.0001264i,-0.0016258-6.4602e-05i,-0.0017856-0.00099584i,-0.0014231-0.0016758i,-0.0008212-0.00072768i,7.7191e-05+1.3445e-05i,-8.5413e-05-0.00091248i,-0.0031089-0.0012355i,-0.0068753+0.00017657i,-0.009575+0.0010898i,-0.0091413-0.0003316i,-0.0028424-0.004504i,0.0037677-0.0078592i,0.0054017-0.0069116i,0.0042589-0.0033839i,0.0037349-0.0010956i
-0.0005092+0.0027305i,-0.0011891+0.0016411i,-0.00042737+5.1694e-05i,0.0025629+0.0015356i,0.0014521+0.0033881i,-0.0018094+0.0028181i,-0.0026796+0.00020826i,-0.0017101-0.0015645i,-0.00069631-0.00073629i,0.0013625+0.0014885i,0.0032162+0.0029457i,0.003667+0.0020821i,0.0017024-0.00014485i,-0.0024458-0.00068721i,-0.0035702+0.00055354i,0.00020733+0.00067555i,0.0051982-0.0010349i,0.0064467-0.0014555i,0.0019236+0.0022833i,-0.0041359+0.0061729i,-0.0062417+0.005602i,-0.0053075+0.00338i,-0.0047224+0.0020273i
-0.00054759-0.0020474i,-9.5068e-05-0.0016528i,-0.00071671-0.00098508i,-0.0033661-0.0017757i,-0.0020482-0.0034453i,0.0014155-0.002652i,0.0023078-0.00059847i,6.2471e-05-0.00012292i,-0.0023078-0.00093165i,-0.0027451-0.0029462i,-0.0015833-0.0041355i,0.00034125-0.0022458i,0.0019085+0.0014479i,0.0028707+0.0029964i,0.001779+0.00249i,-0.0024579+0.003461i,-0.0070719+0.0054043i,-0.0078797+0.0045417i,-0.0026491-3.123e-05i,0.0032315-0.0043721i,0.0046156-0.0042953i,0.0044024-0.0018208i,0.0051104-0.00026706i
0.0046787+0.0030246i,0.0035225+0.00072378i,0.0023327-0.0024498i,0.0019499-0.0015072i,-0.00016863+0.00094774i,-0.0030008+0.00061112i,-0.003109+0.00025298i,-0.0014477+0.00052047i,0.00020359+0.00054551i,0.0019268+0.00068798i,0.002518+0.0010396i,0.0018299+0.00050979i,0.00027148-0.00047682i,-0.0010709-0.00063369i,0.0016506+5.1049e-06i,0.0071142-0.0010078i,0.010391-0.0038909i,0.0085855-0.0047521i,0.0021269-0.00038688i,-0.0040474+0.0044188i,-0.0055543+0.004658i,-0.0048343+0.0024537i,-0.0042065+0.00067419i
-0.00036203-0.0017277i,0.00060446-0.0013469i,0.0015078-0.00017486i,0.0002458-0.00029926i,-0.00027615-0.0016999i,0.0010622-0.00093593i,0.00079659+0.00072062i,-0.00054856+0.00032854i,-0.0010689-0.0012803i,-0.001535-0.0024349i,-0.0017067-0.0027751i,-0.00019425-0.0025731i,0.0029217-0.0023719i,0.0049865-0.0029076i,0.0032099-0.0030565i,-0.0012042-0.0013256i,-0.0059986+0.001521i,-0.0077872+0.0035724i,-0.0030638+0.0013719i,0.002906-0.0025917i,0.0054014-0.0039219i,0.0051159-0.0022694i,0.003341-0.00082261i
