-0.0014813-0.00062558i,-0.00059578-0.00067284i,-0.00037504-0.00032552i,-0.0015089+0.0011487i,-0.0019874+0.0019465i,-0.0014372+0.0011723i,-0.00068116+0.00046855i,0.00094747+0.00088064i,0.0020655+0.0014607i,0.001985+0.00088582i,0.0015059+0.00024117i,0.0014155+0.00045252i,0.001305+0.00054583i,0.00095327+3.0717e-05i,0.00053166-0.00031379i,-0.0004194+0.00019825i,-0.00070459-0.00010795i,-0.00047363-0.00036598i,-0.00044163-0.00058857i,1.3125e-05-0.0011762i,0.0003348-0.00098942i,0.00072229-0.00015266i,0.00048853+0.00019752i
0.072679-0.10016i,0.090769-0.2453i,-0.025296-0.32546i,-0.20313-0.17841i,-0.2157+0.055501i,-0.095967+0.11268i,-0.052906+0.055012i,-0.048857+0.044347i,-0.0097601+0.03548i,0.011565-0.0014062i,0.011693-0.018929i,0.010318-0.022641i,0.0042073-0.023381i,0.0013669-0.020019i,0.0034675-0.017659i,0.0053643-0.012871i,0.0050579-0.0062432i,0.0032728+0.00079522i,0.0087205+0.0067993i,0.021347+0.0041795i,0.025932-0.0060724i,0.015932-0.012305i,0.0056035-0.0088013i
-0.030391+0.13455i,0.0072324+0.29908i,0.16769+0.37638i,0.33126+0.20578i,0.28857-0.040086i,0.12974-0.098975i,0.068836-0.052636i,0.056226-0.04554i,0.020239-0.032656i,0.002517+0.0029649i,0.0046713+0.017859i,0.0098181+0.015944i,0.01265+0.010395i,0.0070377+0.0071622i,-0.0026614+0.0087634i,-0.0084173+0.0096344i,-0.0068285+0.0075653i,-0.0021254+0.0014975i,-0.0088057-0.0044561i,-0.028601-0.0013949i,-0.038226+0.010744i,-0.026994+0.018108i,-0.013012+0.013341i
-0.01188-0.13701i,-0.098995-0.30356i,-0.27114-0.37096i,-0.37525-0.20465i,-0.26363+0.010072i,-0.090876+0.054839i,-0.036201+0.025305i,-0.022189+0.027442i,0.0065868+0.011544i,0.008759-0.02047i,-0.0032098-0.028312i,-0.011239-0.02287i,-0.017669-0.015779i,-0.017978-0.010801i,-0.011346-0.0093935i,-0.0022272-0.0076644i,0.0029091-0.0041639i,0.0052691+0.00089622i,0.016303+0.0037548i,0.035122-0.00044946i,0.041943-0.0094185i,0.029662-0.014004i,0.01446-0.010573i
0.064207+0.13354i,0.21097+0.27893i,0.41284+0.31195i,0.47927+0.12947i,0.31299-0.06023i,0.11428-0.078107i,0.048313-0.044486i,0.025068-0.045798i,-0.0082483-0.026565i,-0.011416+0.0066372i,-0.0020545+0.014149i,0.00094081+0.007364i,0.0025096+0.0028203i,0.0026685+0.0062506i,0.0020521+0.012387i,0.0016813+0.011823i,0.0033904+0.0054402i,0.0024703-0.0043433i,-0.0097618-0.0074204i,-0.028125+0.00486i,-0.032711+0.019768i,-0.019626+0.022529i,-0.0064897+0.016172i
-0.1134-0.10923i,-0.30839-0.21419i,-0.53149-0.22134i,-0.56656-0.069452i,-0.36289+0.05937i,-0.15239+0.050469i,-0.078832+0.023257i,-0.04706+0.026505i,-0.018044+0.0075304i,-0.0172-0.01849i,-0.017543-0.018805i,-0.012701-0.007945i,-0.011055+0.0012668i,-0.0087543+0.0050432i,-0.0054432+0.0014129i,-0.0024926-0.0020706i,-0.0019532-0.0021279i,0.0003549-0.00095496i,0.013678-0.0048415i,0.032711-0.019553i,0.039301-0.03489i,0.027756-0.037031i,0.012375-0.028407i
0.14753+0.065863i,0.37381+0.11654i,0.59676+0.088912i,0.59059-0.036217i,0.34934-0.10871i,0.12551-0.067863i,0.041285-0.036953i,0.0040279-0.035185i,-0.014197-0.007848i,-0.0008808+0.019392i,0.0071486+0.021882i,0.0061891+0.01478i,0.010299+0.0064647i,0.015174+0.00094808i,0.015295+0.00070036i,0.00996+0.0011627i,0.0047359-0.0022942i,-0.0018796-0.0065785i,-0.015655-0.0011284i,-0.031628+0.017244i,-0.037004+0.031033i,-0.027144+0.028681i,-0.013973+0.019381i
-0.15952-0.011061i,-0.39567+0.0026583i,-0.62185+0.074628i,-0.61223+0.17473i,-0.37263+0.1793i,-0.1519+0.094354i,-0.060162+0.051432i,-0.019153+0.04519i,-0.0030807+0.022084i,-0.013074+0.00013016i,-0.016142-0.0054476i,-0.01009-0.00014663i,-0.0053224+0.0070086i,-0.0037244+0.0058976i,-0.0051823+0.00053782i,-0.0056653-0.00068556i,-0.0048611+0.0034808i,-0.0014999+0.0084801i,0.0087391+0.00097974i,0.020617-0.022486i,0.021986-0.040268i,0.012765-0.03707i,0.0037289-0.025125i
0.16074-0.041751i,0.38996-0.11322i,0.61065-0.21847i,0.59885-0.27694i,0.36583-0.19937i,0.1543-0.067927i,0.060288-0.013797i,0.016592-0.0045551i,0.0051976+0.010003i,0.017964+0.014238i,0.020732+0.0065941i,0.013113-0.0037259i,0.0065568-0.014151i,0.0050871-0.018384i,0.0065894-0.016058i,0.0054505-0.012087i,0.0026172-0.009378i,-0.0019813-0.00719i,-0.012452+0.0054592i,-0.022351+0.032035i,-0.022678+0.051044i,-0.014726+0.048451i,-0.0055496+0.034377i
-0.13058+0.088136i,-0.32969+0.21727i,-0.52171+0.36567i,-0.50975+0.405i,-0.31311+0.27374i,-0.13741+0.10753i,-0.053087+0.040612i,-0.0080133+0.027661i,0.0058998+0.010128i,-0.0065746-0.00053817i,-0.0088221+0.00036491i,0.0015221+0.0023018i,0.0051823+0.0034459i,-0.00075959+0.0051338i,-0.006788+0.0067133i,-0.0071104+0.0070808i,-0.0021244+0.0068833i,0.007206+0.0055792i,0.016879-0.0076133i,0.019762-0.034376i,0.015676-0.050714i,0.0096794-0.044599i,0.0045191-0.031745i
0.093384-0.11754i,0.25828-0.28919i,0.42996-0.46595i,0.44773-0.48705i,0.3126-0.31725i,0.16655-0.13194i,0.075577-0.055384i,0.026134-0.030733i,0.013043-0.011811i,0.018073-0.0053906i,0.011608-0.005391i,-0.0023198-0.0056428i,-0.01073-0.0083249i,-0.011336-0.011106i,-0.0071704-0.011068i,-0.0023116-0.0097457i,-0.00040889-0.0084856i,-0.0037062-0.005564i,-0.0078835+0.0096638i,-0.0053776+0.0372i,1.9655e-06+0.053973i,0.0029993+0.047566i,0.0035023+0.032067i
-0.051113+0.13655i,-0.16028+0.33967i,-0.28857+0.53637i,-0.31522+0.54069i,-0.22648+0.33926i,-0.12191+0.13269i,-0.048465+0.041924i,-0.0062459+0.0085308i,-0.0021264-0.0083111i,-0.014817-0.0065019i,-0.013349-0.0030197i,-0.0040873-0.003749i,7.7056e-05+0.0010173i,0.00086448+0.009279i,-0.00037149+0.014356i,-0.0017916+0.013956i,0.00052132+0.0092266i,0.0058475+0.0015278i,0.0073813-0.015416i,0.000709-0.040745i,-0.0054532-0.056105i,-0.0051065-0.05165i,-0.0037236-0.037158i
0.01078-0.14159i,0.064116-0.35625i,0.15363-0.57471i,0.20068-0.59239i,0.16526-0.39167i,0.097962-0.17033i,0.04059-0.060444i,0.006138-0.024449i,-0.00081145-0.014678i,0.0042389-0.014804i,0.0021494-0.010217i,-0.0044541-0.0029387i,-0.0080185+0.00066367i,-0.006974-0.00080432i,-0.0031184-0.0062693i,-0.0021689-0.009652i,-0.0046666-0.009568i,-0.0078487-0.0052065i,-0.004989+0.0095286i,0.0083176+0.032691i,0.018142+0.046255i,0.015111+0.041192i,0.0095876+0.030191i
0.03314+0.12653i,0.035042+0.33592i,-0.015118+0.55552i,-0.084102+0.57578i,-0.11333+0.37255i,-0.096789+0.15575i,-0.059233+0.05014i,-0.03015+0.014053i,-0.01843+0.0065697i,-0.01489+0.01145i,-0.0086456+0.010995i,-0.00054867+0.0063785i,0.0052212+0.0061828i,0.0077175+0.0098797i,0.0074524+0.013622i,0.0064103+0.014294i,0.0070158+0.0094901i,0.0080329-0.00042073i,0.0011828-0.016646i,-0.01546-0.036616i,-0.026559-0.047006i,-0.023374-0.042846i,-0.014744-0.033491i
-0.065126-0.099594i,-0.11491-0.28751i,-0.11202-0.50202i,-0.04349-0.53922i,0.027308-0.36039i,0.050856-0.16312i,0.030158-0.061963i,0.001378-0.019249i,-0.010476-0.0028912i,-0.0079977-0.0013097i,-0.0047278+0.00087919i,-0.0030806+0.00479i,-0.0022706+0.0032481i,-0.0036116-0.0049367i,-0.0049251-0.012943i,-0.0045804-0.014325i,-0.0053497-0.0098534i,-0.0067914-0.0013134i,0.0010131+0.012818i,0.020374+0.028577i,0.031592+0.036195i,0.025254+0.034436i,0.01523+0.028434i
0.080639+0.075802i,0.16973+0.23615i,0.20785+0.43932i,0.14005+0.49805i,0.028364+0.3564i,-0.032017+0.18017i,-0.030489+0.079787i,-0.013518+0.035134i,-0.0045005+0.017969i,-0.0012731+0.013984i,0.0030655+0.0079847i,0.0084431-0.00027993i,0.011768-0.0037675i,0.012403-0.0014944i,0.011598+0.0050302i,0.010549+0.010119i,0.0093867+0.00835i,0.0058199+0.00012362i,-0.0083345-0.012129i,-0.031194-0.022792i,-0.042199-0.025871i,-0.033863-0.023764i,-0.022112-0.02176i
-0.095372-0.041955i,-0.20661-0.16109i,-0.27705-0.32962i,-0.21095-0.39332i,-0.073185-0.2886i,0.0052289-0.14268i,0.01327-0.050314i,0.0061999-0.0055383i,0.0043357+0.0057988i,0.0034918+0.00031451i,0.0017958-0.00039002i,0.0017625+0.0024446i,-0.00066017+0.0029069i,-0.0070609-0.00041425i,-0.011408-0.006857i,-0.012381-0.010602i,-0.011753-0.0079942i,-0.0068694-0.00025983i,0.0093817+0.008607i,0.033488+0.014611i,0.044558+0.018353i,0.036731+0.020485i,0.025244+0.020608i
0.085824+0.01134i,0.21581+0.095934i,0.3149+0.23997i,0.26908+0.32146i,0.13135+0.25862i,0.033477+0.14096i,0.0038536+0.059981i,0.0034446+0.020023i,0.0081216+0.0061806i,0.0092708+0.003452i,0.0055032-0.00095631i,0.00079351-0.0062679i,-0.0023199-0.0078968i,-0.00092095-0.0036182i,0.0051679+0.0051664i,0.010693+0.010133i,0.012773+0.0074042i,0.0083199+0.0016367i,-0.0080146-0.0025773i,-0.030332-0.0036864i,-0.039474-0.0036921i,-0.031002-0.0072918i,-0.02088-0.011854i
-0.085228+0.0094277i,-0.21387-0.03136i,-0.32166-0.14065i,-0.28195-0.23252i,-0.13681-0.20856i,-0.02589-0.12405i,0.014111-0.059399i,0.018963-0.024856i,0.009846-0.012364i,-0.00042034-0.0083091i,-0.0021038-0.0033971i,-0.00062054-0.0011753i,-0.0031577-0.0010174i,-0.0090033-0.0011356i,-0.013968-0.0040253i,-0.016147-0.0065746i,-0.014524-0.005196i,-0.005798-0.0013645i,0.011998-5.5875e-05i,0.03285-0.004609i,0.039595-0.0071332i,0.031409-0.002183i,0.022635+0.0043636i
0.064814-0.025555i,0.18877-0.016889i,0.30884+0.060536i,0.29608+0.14982i,0.16622+0.15104i,0.056654+0.094475i,0.012845+0.044931i,0.0019422+0.012271i,-2.3559e-05-0.0037503i,-0.002624-0.0056205i,-0.005095-0.0024557i,-0.0044965+0.00053718i,-0.0010648+0.0025165i,0.0058541+0.003376i,0.013437+0.0055479i,0.017163+0.0060339i,0.017917+0.0015402i,0.011652-0.0035939i,-0.0056059-0.0020652i,-0.025865+0.0060383i,-0.032055+0.0091682i,-0.024591+0.0026241i,-0.018559-0.0041701i
-0.050154+0.04715i,-0.15404+0.066351i,-0.27154+0.018943i,-0.27668-0.072971i,-0.16305-0.10914i,-0.064389-0.086223i,-0.026955-0.054521i,-0.015582-0.029065i,-0.010841-0.01287i,-0.008131-0.0044787i,-0.0058497-0.00035189i,-0.0053723+0.0030496i,-0.0049669+0.0070901i,-0.0052655+0.008335i,-0.009612+0.0032012i,-0.015476-0.0011261i,-0.016628-0.00033315i,-0.010276+9.7328e-06i,0.0046934-0.0061383i,0.021665-0.016821i,0.02483-0.020012i,0.016553-0.012132i,0.01244-0.0034877i
0.030797-0.047821i,0.11567-0.084137i,0.22706-0.064578i,0.24618+0.014244i,0.15071+0.062516i,0.057956+0.051591i,0.013235+0.023273i,-0.0052613+0.0025052i,-0.0091817-0.0030822i,-0.005705+0.0011425i,-0.0015311+0.0034854i,0.00048316+0.0010157i,0.00072566-0.0023231i,0.0026016-0.0037399i,0.0092778-0.0034163i,0.015775-0.0034639i,0.01619-0.0051018i,0.0095096-0.0051627i,-0.0043467+0.0021945i,-0.017895+0.016807i,-0.020014+0.02341i,-0.013712+0.015554i,-0.010969+0.0059101i
-0.014303+0.055546i,-0.076162+0.10689i,-0.1735+0.11465i,-0.20603+0.045763i,-0.13739-0.021767i,-0.062731-0.033999i,-0.026242-0.017642i,-0.01087-0.0005019i,-0.0056282+0.0069965i,-0.0030735+0.0069158i,-9.4762e-05+0.00545i,0.0037005+0.0034519i,0.0067043+0.0010459i,0.0030622+8.4428e-05i,-0.0056587+0.0017597i,-0.012021+0.0057397i,-0.01415+0.00881i,-0.010791+0.0075792i,-0.00059823-0.0031581i,0.010034-0.019593i,0.0098315-0.023708i,0.0040482-0.013542i,0.0030634-0.0052983i
-0.0042819-0.041082i,0.039413-0.09449i,0.12336-0.11427i,0.16577-0.057852i,0.11829+0.008711i,0.050312+0.030139i,0.0089888+0.028358i,-0.0093216+0.02271i,-0.0098183+0.015385i,-0.0039369+0.0081594i,0.00015751+0.0045422i,0.002406+0.0027206i,0.0022378-6.991e-05i,0.0023801-0.0036739i,0.0056827-0.0071208i,0.0096225-0.010108i,0.011886-0.01207i,0.0093922-0.010723i,0.0022688+7.6722e-05i,-0.0029258+0.01648i,-0.00078761+0.022024i,0.0031197+0.013455i,0.0012036+0.0054431i
0.020577+0.038474i,-0.00066195+0.093015i,-0.06298+0.12626i,-0.1102+0.083333i,-0.088028+0.017201i,-0.045042-0.011281i,-0.018651-0.013628i,-0.0045479-0.0078195i,0.0010217-0.0034414i,0.0014235-0.0044477i,-0.00047229-0.0064563i,-0.0032874-0.0059854i,-0.0040699-0.00362i,-0.0042944+0.00024868i,-0.0053973+0.0051908i,-0.0062292+0.0098635i,-0.0062597+0.013764i,-0.0037854+0.013483i,0.00091472+0.0023669i,0.0028645-0.013803i,-0.00072231-0.017759i,-0.0043858-0.0092467i,-0.0027688-0.0038721i
-0.018029-0.022809i,-0.011032-0.071337i,0.040305-0.11093i,0.092496-0.085468i,0.083429-0.026773i,0.050406+0.0048861i,0.032024+0.011495i,0.022712+0.0076964i,0.015441+0.0029793i,0.0085906+0.0014448i,0.005142+1.9384e-05i,0.0022503-0.0031566i,-0.0027041-0.0044908i,-0.0042296-0.0038065i,-0.00069109-0.0048774i,0.002388-0.008659i,0.0030432-0.013101i,0.0015393-0.013304i,-0.0019277-0.0033711i,-0.0013531+0.01157i,0.0046968+0.014289i,0.0082046+0.0054496i,0.0056848+0.00088368i
0.022313+0.016093i,0.028978+0.057831i,-0.0025078+0.10163i,-0.047429+0.086942i,-0.047325+0.033459i,-0.025609+0.0039331i,-0.011969-0.00046177i,-0.0011743+0.0013221i,0.0021415+0.00074436i,-0.002134-0.0013964i,-0.0059071-0.00055417i,-0.0040436+0.0018258i,-0.00010168+0.0013626i,0.0012298+0.00048839i,0.00051714+0.0022556i,-0.0002622+0.0061865i,-5.9576e-05+0.0099301i,0.003236+0.0096206i,0.0049747-0.0010251i,0.00037562-0.015742i,-0.00616-0.016447i,-0.0085621-0.0057623i,-0.0055435-0.00087417i
-0.019265-0.0056512i,-0.030163-0.037312i,-0.0095054-0.080802i,0.031518-0.080564i,0.040203-0.040566i,0.022672-0.017186i,0.0050352-0.012804i,-0.0067293-0.011235i,-0.0080465-0.0077669i,-0.003083-0.0037297i,0.00018489-0.0020939i,-0.0011506-0.00036686i,-0.0016094+0.0028436i,0.00038689+0.0035834i,0.0018171-0.00027006i,0.0012345-0.0060956i,-0.00092878-0.011635i,-0.0039011-0.012387i,-0.0033693-0.002428i,0.0034231+0.010982i,0.0096959+0.010299i,0.0095524-0.00063203i,0.0058516-0.0038975i
0.019303+0.0070646i,0.037388+0.031461i,0.032744+0.070634i,0.00032035+0.071872i,-0.017429+0.02992i,-0.013395-0.0017181i,-0.0071312-0.012483i,-0.0048893-0.016265i,-0.0064461-0.01306i,-0.0074377-0.0049912i,-0.0051275-6.4658e-05i,-0.0010361-0.00065232i,0.001205-0.0017063i,0.0020116-0.0011519i,0.0031807+0.00034327i,0.0047297+0.0032517i,0.007114+0.0069953i,0.0090236+0.0063381i,0.0063332-0.0027488i,-0.0024617-0.012272i,-0.0094094-0.0099952i,-0.0091677-0.0002666i,-0.0062329+0.0016083i
-0.013921-0.00020995i,-0.030377-0.014596i,-0.031925-0.047766i,-0.0066891-0.057718i,0.0098398-0.030756i,0.0077162-0.0055026i,0.0030527+0.0050533i,2.042e-05+0.0074243i,-0.00035338+0.0036325i,0.00084083-0.00075416i,0.0016829-0.0020261i,0.0021147-0.0011945i,0.0022317-0.00073672i,-0.00016993-0.0012481i,-0.0047595-0.0019711i,-0.0080852-0.0026701i,-0.010737-0.0041871i,-0.012208-0.0041357i,-0.0086181+0.0021069i,0.00053637+0.0094362i,0.0067883+0.0070506i,0.0052223-0.00085835i,0.0020816-0.0023899i
0.01024-0.0064446i,0.029571+0.004689i,0.03752+0.032288i,0.015393+0.046066i,-0.0078637+0.029979i,-0.014318+0.014042i,-0.017128+0.010344i,-0.01765+0.012005i,-0.013404+0.011584i,-0.0089915+0.0086706i,-0.0059021+0.0055886i,-0.0028913+0.0020314i,-0.0016336-0.0014343i,-0.0018221-0.0027528i,0.00017516-0.0030288i,0.003322-0.0023246i,0.0067561-0.00047832i,0.0105-0.0017613i,0.0068293-0.0085372i,-0.0035667-0.013947i,-0.0096473-0.0088691i,-0.0077452+0.00040874i,-0.0048611+0.0022576i
-0.0044354+0.008632i,-0.018477+0.0046098i,-0.027754-0.016067i,-0.013982-0.031579i,0.0017025-0.022149i,0.003085-0.010474i,-0.00097436-0.0065824i,-0.0044872-0.0039637i,-0.0044384-0.0020939i,-0.0023181-0.0027868i,-0.001085-0.0052878i,-0.00030235-0.0053015i,0.00046032-0.0029484i,8.0267e-05+4.5136e-05i,-0.0021583+0.0039338i,-0.0043765+0.0051573i,-0.0066082+0.0033047i,-0.0087063+0.0045592i,-0.00257+0.010446i,0.008615+0.013254i,0.012548+0.0074633i,0.00859+0.00020261i,0.00481-0.00082896i
0.00047864-0.0010717i,0.015254-1.8063e-05i,0.0297+0.016861i,0.024665+0.032211i,0.012273+0.024339i,0.0072861+0.010857i,0.0083275+0.0053489i,0.011878+0.0039295i,0.010239+0.0052121i,0.0049813+0.0072132i,0.0020631+0.0070146i,0.00036841+0.0041098i,-0.0016063+0.0024379i,-0.00077338+0.0013405i,0.002382-0.00045956i,0.0061034-0.00097727i,0.0092797-0.00054716i,0.008742-0.0043346i,8.2884e-05-0.010622i,-0.011352-0.01196i,-0.013543-0.0054471i,-0.0074519+0.0017849i,-0.0026284+0.002424i
-0.00054887+0.0031859i,-0.0099107+0.0049047i,-0.022867-0.0043096i,-0.018291-0.016335i,-0.0023522-0.01238i,0.0025461-0.0027761i,0.0028293+0.0035172i,0.0041977+0.0060362i,0.0032849+0.0025841i,0.00031077-0.0013658i,-0.0018799-0.0017628i,-0.0021305+0.00028816i,-0.0017276+0.0014908i,-0.0015162+0.0021734i,-0.0019122+0.0035792i,-0.0027085+0.0048954i,-0.0043016+0.0064802i,-0.0037823+0.0087873i,0.0034253+0.0095938i,0.012774+0.0060678i,0.014813+9.6211e-07i,0.0097286-0.0038868i,0.0057362-0.0032162i
0.0017845-0.0026082i,0.010905-0.0044168i,0.024507-0.00045175i,0.024545+0.0092369i,0.010168+0.008489i,0.0009722+0.0022146i,-0.0019653-0.0021544i,-0.0022454-0.0056509i,0.00071174-0.0051821i,0.0029197-0.0018631i,0.002269+0.00020736i,0.00016421+1.021e-05i,-0.00066289-0.00032448i,0.00018012-0.0017885i,0.001934-0.0052169i,0.003435-0.007744i,0.0044813-0.0090532i,0.002713-0.010709i,-0.0052275-0.010849i,-0.013571-0.0058345i,-0.014014+0.00031566i,-0.0088307+0.0018962i,-0.0056193-0.00024174i
-0.0037414-0.0012393i,-0.010397+0.0047098i,-0.021468+0.0045311i,-0.020177-0.0048596i,-0.0076912-0.010182i,-0.00054724-0.0095284i,0.0012253-0.010019i,0.0011156-0.010502i,-0.0017463-0.0091584i,-0.0047626-0.0068795i,-0.0045103-0.0048937i,-0.0014365-0.0033326i,0.001505-0.0018143i,0.0016869-5.7268e-05i,0.00023567+0.002168i,-0.0014797+0.0042297i,-0.0026847+0.0052462i,-0.00011395+0.0071582i,0.0082199+0.0075466i,0.015707+0.0028075i,0.014529-0.0033237i,0.0089392-0.0051085i,0.0058047-0.0035714i
0.0050066+0.00044602i,0.010526-0.0051318i,0.020763-0.0065458i,0.022548+0.00073969i,0.011414+0.0056516i,0.0023455+0.0038764i,-0.0015358+0.0019822i,-0.00299+0.0010956i,-0.0020507-0.00094593i,0.00024975-0.0028633i,0.0031101-0.0028699i,0.0039905-0.0013328i,0.0019836-0.00078247i,-0.00073042-0.0027841i,-0.0023604-0.00605i,-0.0021298-0.0075421i,-0.0007827-0.0085646i,-0.0031316-0.0096592i,-0.010205-0.0060321i,-0.015389+0.0013043i,-0.014344+0.006031i,-0.0097119+0.0055354i,-0.0076115+0.0027445i
-0.00037103+0.0033156i,-0.0039893+0.0086736i,-0.010848+0.0089612i,-0.013065+0.0015855i,-0.0087116-0.0034603i,-0.006154-0.0031999i,-0.007567-0.0014578i,-0.010963+0.00076311i,-0.01169+0.0020645i,-0.010144+0.0037696i,-0.0081451+0.0038197i,-0.005566+0.0017347i,-0.0036195+0.000101i,-0.0027641+0.0015352i,-0.0024381+0.0050876i,-0.003107+0.0072972i,-0.0028769+0.0081422i,0.0022863+0.0066631i,0.0099842-0.00027019i,0.013631-0.0084473i,0.011191-0.010595i,0.0073636-0.0075273i,0.0059233-0.0042347i
-0.00085755+0.00055888i,0.0030852-0.0023231i,0.011442-0.0042302i,0.016384+0.00041147i,0.011691+0.0030711i,0.0037784+0.0015035i,-0.00058204+0.00021198i,-0.00081251-0.00038123i,-0.00048749-0.0004869i,-0.0011625-0.0017773i,-0.0019807-0.0032433i,-0.002067-0.0040656i,-0.0014999-0.0044179i,-0.0020206-0.0046676i,-0.0027173-0.0050721i,-0.0011346-0.0056298i,-0.00026373-0.0063901i,-0.0034205-0.0049477i,-0.0081081+0.00075556i,-0.0091161+0.0083396i,-0.0061878+0.01192i,-0.0041204+0.0096159i,-0.0043541+0.0061348i
0.0004942+0.0029679i,0.00019131+0.0069977i,-0.003942+0.010764i,-0.0074286+0.0079865i,-0.0046168+0.0025603i,-0.0012926+0.0017074i,0.00081261+0.0055066i,0.0029346+0.0094524i,0.0034203+0.0099084i,0.0026246+0.0081309i,0.0020717+0.0056417i,0.0018503+0.0025497i,0.0010767+0.0016494i,0.0011833+0.0041639i,0.0027555+0.0071538i,0.0021413+0.0087735i,0.00092278+0.0089327i,0.0026824+0.0049828i,0.0061655-0.0035553i,0.0060958-0.011741i,0.0031436-0.013783i,0.0031003-0.010032i,0.0042552-0.0070551i
-0.0032464+0.00047935i,-0.0009545-0.0021318i,0.0049254-0.0059769i,0.010468-0.0042261i,0.0082422+0.0015695i,0.0031659+0.0032531i,-0.00017312+0.0031517i,-0.0023692+0.0041261i,-0.0026769+0.0035853i,-0.001982+0.0013069i,-0.0017148+0.00022092i,-0.00069438+0.00049133i,0.00052438+0.00012804i,-0.00070924-0.0013244i,-0.00044451-0.0035674i,0.0011423-0.0061248i,0.00047479-0.0069015i,-0.001676-0.0032019i,-0.0027876+0.0047236i,-0.0013149+0.011308i,0.00061342+0.01199i,-5.9067e-05+0.0091083i,-0.0016427+0.006359i
-0.00032844-0.00014592i,0.00048758+0.0047571i,0.00071701+0.0089714i,-0.0018071+0.0072401i,-0.0031453+0.00062094i,-0.0029591-0.0044094i,-0.0023141-0.0076586i,-0.00079807-0.0098884i,0.0015698-0.0074108i,0.0036124-0.0016365i,0.004122+0.0016639i,0.002608+0.0017793i,0.0021217+0.001919i,0.0031412+0.00255i,0.0040306+0.0031678i,0.0035717+0.0046769i,0.0029183+0.0050127i,0.0038268+0.0004129i,0.0033151-0.0066255i,0.00020512-0.010703i,-0.0018948-0.011145i,-0.00012163-0.0091703i,0.00079603-0.0072204i
0.0013114-0.0018872i,0.0003181-0.0047032i,0.00084281-0.0075842i,0.0043092-0.0064026i,0.0066541-0.0023357i,0.0070211-0.0013029i,0.0069434-0.0026951i,0.0070429-0.0039746i,0.0041361-0.0063304i,-0.0019541-0.007445i,-0.00532-0.0050413i,-0.0037748-0.0031058i,-0.0023922-0.0034206i,-0.0028738-0.0041116i,-0.0034952-0.0054458i,-0.0027146-0.0071811i,-0.001107-0.0065066i,0.00020943-0.0016355i,0.0023585+0.0049891i,0.0052728+0.0092759i,0.0056947+0.0092281i,0.0027452+0.00662i,0.00022799+0.0051538i
0.0040971+0.005513i,0.0078515+0.0074808i,0.0096765+0.0090108i,0.0060569+0.0061446i,0.00052179+0.0016141i,-0.0031375+0.00040814i,-0.0038298+0.0030475i,-0.0023596+0.0056929i,0.00034094+0.0032699i,0.0035225-0.0023723i,0.0056457-0.0051618i,0.0061277-0.0038917i,0.0059441-0.0025589i,0.0051156-0.002563i,0.0047172-0.0020645i,0.0031797+0.000158i,0.0010698+0.0013559i,-0.0013016-0.0008389i,-0.004722-0.0053546i,-0.0068519-0.0084342i,-0.0065463-0.0077283i,-0.0046982-0.0058942i,-0.0033568-0.005251i
-0.0023636-0.0023668i,-0.0026161-0.0035264i,-0.0017513-0.004293i,0.0024067-0.0023878i,0.0038706+0.00030411i,-0.0006093+0.00081293i,-0.007727+0.0010882i,-0.012512+0.0013529i,-0.013565+0.0018841i,-0.012221+0.0029458i,-0.0097305+0.0032146i,-0.0065958+0.0021373i,-0.0044462+0.0014254i,-0.0051316+0.00092522i,-0.0056683-0.00025096i,-0.0050849-0.0020961i,-0.0033969-0.0030864i,0.00085001-0.0016958i,0.0054866+0.00098607i,0.0085076+0.0029233i,0.0075831+0.0027064i,0.004102+0.0024908i,0.0028398+0.0028853i
0.0048603+0.006346i,0.008164+0.0077714i,0.010731+0.010381i,0.0084451+0.0086978i,0.0038369+0.0022349i,0.00055794-0.0040517i,-0.0011157-0.0075885i,-0.0013263-0.0088193i,-0.0014793-0.006443i,-0.0019167-0.0038948i,-0.00073338-0.0035779i,0.00061014-0.0034208i,-5.3611e-05-0.0033842i,-0.00061044-0.0022102i,8.4452e-05+0.00020566i,0.0010632+0.0024382i,0.00074759+0.0043272i,-0.0020544+0.003222i,-0.0052616+0.00022785i,-0.0071223-0.00068019i,-0.0064961-0.00019543i,-0.0044934-0.00026484i,-0.0046626-0.00075794i
-0.0044398+0.004655i,-0.0044618+0.0053377i,-0.0033942+0.0046171i,-4.6984e-05+0.0016801i,0.0031297-0.00047409i,0.005243+0.0007184i,0.0065005+0.0023423i,0.0055349+0.003083i,0.0018341+0.0045346i,-0.0019857+0.0072238i,-0.003536+0.009376i,-0.0034089+0.0076763i,-0.0028287+0.0038484i,-0.0025376+0.0027984i,-0.0027533+0.002827i,-0.0028022+0.00093245i,-0.0011357-0.001474i,0.002716-0.0033628i,0.0072136-0.003607i,0.0083586-0.0026403i,0.0056576-0.0011841i,0.0027954-0.00011346i,0.0030344-0.00033684i
