-0.00092295+0.00049586i,0.00026676-0.00072921i,-0.0019643-0.0020677i,-0.0036047-0.0012408i,-0.0029393+0.00065242i,-0.0016835+0.0015232i,-0.00046645+0.00054319i,-0.00016138+0.00067837i,-0.00015098+0.00087865i,-0.00013974+0.00035059i,0.00035068+3.7085e-05i,0.00012865-0.0004894i,-0.00078646-0.00059596i,-4.7352e-05-0.00045467i,8.5967e-05-0.00072305i,-0.0005922-0.00074972i,-0.00050797-0.00066012i,-0.00056432-0.00052062i,-0.00060873-0.00087791i,-0.00040473-0.00059591i,-0.00057449-0.00014341i,-8.6314e-05-0.00065274i,0.00083419-0.00010428i
-0.00036045-8.145e-05i,-0.0011359-0.00010051i,-0.0015992+0.00099173i,-0.00075018+0.0012963i,0.00043124+0.00071094i,0.0020597+0.00022797i,0.0010233-0.00041522i,-0.00088971-0.0013073i,-0.0013852-0.0011843i,-0.00089942-0.00025836i,-0.0007551+0.0003485i,-0.00086839+0.00082515i,-0.00014602+0.00045706i,0.0010235-0.00055303i,0.00086843-0.0011381i,0.00011516-0.001009i,-0.0002602+2.9242e-05i,-0.0011249+0.00074505i,-0.001156+0.00015018i,-0.00047944-0.00028776i,-5.6411e-05-0.00018923i,6.4467e-05-0.00027546i,-0.00027575-0.00040181i
-0.0049645-0.00070982i,-0.0065785-0.00040988i,-0.0063844+0.002196i,-0.0037083+0.0041543i,-0.00025621+0.0054656i,0.0018822+0.003211i,0.001307-2.8787e-05i,1.4988e-05+0.00016413i,0.00013704+0.0010627i,0.0011508+0.0018385i,0.0012497+0.0017057i,1.6578e-05+0.00093745i,-0.00076987+0.00040697i,-0.0005052-0.00078002i,2.2482e-05-0.0024009i,-0.00037155-0.0023075i,-0.00047762-0.00088676i,2.4489e-05+0.00014708i,-0.00052935-9.8086e-05i,-0.0011253-0.00070626i,-0.00064832-0.00083614i,-0.00024235-0.0012743i,-0.00028695-0.00099966i
0.0097893-0.0010228i,0.01222-0.0036968i,0.0090084-0.01118i,0.0011189-0.011421i,-0.0038619-0.0068715i,-0.0040314-0.0013768i,-0.0011821-0.00070434i,-0.00025245-0.002333i,-6.4993e-05-0.002113i,-0.00086835-0.0020642i,-0.0022541-0.0013543i,-0.002349-0.00014105i,-0.0016242+0.0006383i,-0.0012143+0.0015285i,-0.0011678+0.0012606i,0.00042734-5.9176e-05i,0.00076313-0.0011118i,3.0097e-05-0.001366i,-0.0001564-0.00057499i,-0.00018881-0.00034092i,0.00035862+0.00043285i,0.0005056+0.0013788i,0.00035692+0.00093022i
0.0014083+0.0027463i,0.0019484+0.0019011i,0.0029318-1.5649e-05i,0.001176-0.0017146i,-0.0009869-0.0019342i,-0.0010034-0.0010557i,-4.2415e-05-0.0012297i,-0.00045929-0.0015799i,-0.001074-0.00089775i,-0.00060747-0.0014115i,-0.00023294-0.0019679i,-0.00069318-0.0011891i,-0.00049136-0.0005966i,0.00015799-0.00024327i,0.00015209+0.00021304i,-6.2198e-05-7.3425e-05i,0.00024786-0.00052002i,0.00055013-0.00027622i,0.00075208+0.00027956i,5.6593e-06-0.00010453i,-0.00061074-0.0010337i,-0.00021818-0.0010091i,0.0005843-0.00016677i
0.0036262+9.1238e-05i,0.0045082+0.00025725i,0.003781-0.0017297i,0.00075351-0.0028453i,-0.0020687-0.0014502i,-0.0015953+9.3483e-05i,0.00026839+0.0005862i,0.00035097-4.4867e-05i,-0.0002845+8.0449e-05i,0.00052825-0.00016223i,0.00046626-0.00095323i,-0.00027962-0.00072232i,-0.00020164-0.00021636i,8.2586e-05+2.7429e-05i,0.00027201+0.00035665i,0.00012174+0.00086758i,-0.00022006+0.00082084i,-0.00062704+0.00061087i,-0.00025096+0.00012894i,0.00069918+0.00031914i,0.00070349+0.00041849i,0.00043045+0.00026579i,0.00047733+0.00036767i
0.0019719+0.00022993i,0.0014321-0.00073917i,0.00012926-0.0016104i,-0.001186-0.00054057i,-0.0016999+0.0006212i,-0.0010705+0.00043274i,-0.00032165-1.2672e-05i,-0.00035622-0.00044328i,-0.00033902-0.00084011i,-0.00023277-0.00072734i,-0.00037615-0.00018845i,0.00036466-7.0229e-05i,0.00092292-0.00022344i,8.3193e-05+0.00017424i,-0.00044201+0.00054543i,0.00011067+0.00047784i,0.00077065+0.00026323i,0.0004844-1.3597e-05i,-0.00040929-0.00046903i,-0.00044827-0.00022918i,0.0002743-0.0002967i,0.00037904-4.2988e-05i,-0.00016323+0.00013483i
0.00059347-0.0021351i,0.0018032-0.0026911i,0.00098648-0.003196i,-0.00090923-0.0022834i,-0.0011895-0.000954i,-0.00044533-0.00012092i,-0.00023479-0.00044002i,-0.0006452-0.00036859i,-0.00049946-0.00041823i,-0.00020251-0.00073285i,-0.00011708-0.00056944i,-0.00017997+0.00019449i,-0.00024149+0.00061096i,0.00058469+0.00032532i,0.00082896-7.0342e-05i,0.00095632-0.00051095i,0.00072934-0.00031029i,0.00063822-0.00059417i,0.00072262-0.000568i,-0.00015806+0.00025898i,-0.00079533+0.00046466i,-0.00032502+0.00050631i,0.00030544+0.00014302i
8.4931e-06-0.0024444i,-0.0013796-0.001856i,-0.0028827-0.00062076i,-0.0028241+0.0011642i,-0.0012813+0.0021815i,0.00069827+0.0017906i,0.0011439+0.00050319i,4.9215e-05-0.00016084i,-0.00078601-0.00011687i,-0.00064228-0.00023846i,-0.0005119-0.00022041i,-0.00039167-0.0003769i,0.00085207-0.0010726i,0.0021296-0.00051793i,0.0017834+5.5188e-05i,0.00031483+0.00011841i,-0.00076909+0.00063098i,-0.00023115+0.00064347i,9.8152e-06-1.3679e-06i,-0.00018222-0.00011765i,0.00024441+0.00054218i,0.00054213+0.00087372i,0.00077698+0.00033535i
-0.0010065-0.0011234i,-0.0012836-0.00077403i,-0.0024203-0.00092491i,-0.0026182-0.00021922i,-0.0018425+0.00094762i,2.3233e-05+0.00083763i,0.0011211-0.00077567i,0.00018026-0.0015649i,-0.00049253-0.00070195i,-0.00098389+7.064e-05i,-0.0012089+0.00041837i,-0.0010793-0.00036584i,-0.00041453-0.0011002i,9.9108e-05-0.0010275i,-4.613e-05-0.0007982i,-0.00052799-0.00071733i,-0.00033038-0.00080108i,6.9661e-05-0.00055004i,7.3078e-05-0.00070309i,-0.00013949-0.00053303i,-0.00027195+0.00031422i,-5.8621e-05+0.00014953i,0.00026358-0.00064311i
0.0007345-0.00039898i,0.00056062-0.0010766i,-0.00020507-0.0019438i,-0.0015915-0.00097271i,-0.0015977+0.00039128i,-0.00070223+0.0001689i,0.00035213-0.00047725i,0.00011608-0.00077638i,-0.00059214-0.00057574i,-0.00033335-0.00052248i,-0.00012753-0.00076521i,0.00023885-0.00071544i,0.00070115-0.00038063i,0.00075621-0.00040694i,0.0010369-0.00098009i,0.0011897-0.0015389i,0.00092756-0.001037i,0.00035791-9.5728e-05i,0.00037285+0.00086646i,0.00079561+0.0009946i,0.00054293+0.00068755i,3.4314e-05+0.0005133i,-0.00040975-2.0315e-05i
0.0012585-0.00016244i,0.0015603-0.00024027i,0.00021758-0.001271i,-0.0010147-0.000902i,-0.00066052+0.0009044i,4.1587e-05+0.0014426i,0.00010824-0.00025485i,0.00013157-0.00081938i,0.00024127-0.00055873i,0.00020155-0.00068736i,-0.00022205-0.00017227i,-0.00032037+0.00048961i,0.00037999+0.00057414i,0.00056693+0.00016019i,-0.00022407-0.00052643i,-0.0011248-0.00086037i,-0.0010295-0.00025612i,-0.00064406+0.00060086i,-0.00089871+0.00092079i,-0.0010094+0.00082692i,-0.00014948+0.00075182i,0.00024146+0.00075225i,-0.00011365+0.00034865i
0.0012863+3.7505e-05i,0.0016992+0.00059456i,0.00099146-0.00061707i,-0.00035773-0.00079355i,3.3524e-06+0.00039504i,0.00097103+0.001196i,0.0013674+0.00025131i,0.00034925-0.00062966i,-0.00038388-0.00035859i,-0.00071497-0.0010095i,-0.00099628-0.0018078i,-0.00085752-0.0015727i,-0.00079408-0.0011257i,-0.001144-0.00090567i,-0.00049103-0.00055336i,0.00014584-0.00021319i,-0.00042255-0.00013285i,-0.00092409+0.0003403i,-0.00030052+0.00091948i,0.0004866+0.00036576i,-9.4694e-05+6.0806e-05i,-0.00067282+0.00044217i,-0.0001971+0.0010115i
-6.126e-05+0.00054206i,0.0002134-0.000793i,-0.00035637-0.0014201i,-0.0015015-5.8753e-05i,-0.0013918+0.0012965i,-0.00081647+0.00075436i,-0.00031535-0.00081315i,-0.00043134-0.001152i,-0.00096646-0.00018709i,-0.00012487+4.9144e-06i,0.0004182-0.00045036i,-0.00015023-0.00061222i,-0.00051485-0.00081467i,8.4477e-05-0.0010712i,0.00018692-0.0010642i,-0.00052179-0.00085516i,-0.0011633-0.0011292i,-0.0010243-0.0010947i,-0.0006824-0.00016341i,-0.0004621+0.0002824i,-0.00063938-0.00028051i,-0.00069405-0.00037704i,-0.00057666+0.00050784i
0.00028028-0.000275i,0.0009495-0.00047048i,0.00026517-0.0017324i,-0.0015357-0.0016834i,-0.0017362-0.00039999i,-0.00046369+0.00019987i,0.00026731+0.00027163i,-0.00056752+1.434e-05i,-0.0011959+3.9858e-05i,-0.00097401+0.00058548i,-0.00038723+0.00026107i,0.00021798+0.00019441i,0.00015137+0.00055742i,-6.9266e-05+5.4745e-05i,-0.00012577+0.00019784i,0.00016249+0.00059922i,0.00025838+0.000489i,0.00018146+2.9869e-05i,0.00060116-0.00064048i,0.00027232-0.0003991i,-0.00050532-0.00039977i,-0.00043069-0.0004303i,-0.00033968+0.00011169i
0.00083705-0.0014114i,0.0011185-0.0017858i,0.0010247-0.0023582i,-6.752e-05-0.0018247i,-0.0012958-0.00015985i,-0.00056387+0.00099039i,0.00012804+0.00021445i,1.7028e-05-0.00068079i,0.0004096-0.00068553i,0.00034072-0.00021385i,-0.00055301+0.00049266i,-0.0009531+0.00062681i,-0.00052938+0.00066132i,-0.00020768+0.00054943i,-0.00011672+0.00056138i,-3.3779e-05+0.00063219i,-0.00026571+0.00089203i,0.00027119+0.00093453i,0.00090996+0.00039488i,-0.00019471-8.5012e-05i,-0.0012695-0.00092566i,-0.0012593-0.0011807i,-0.00032573-0.00036589i
0.0010547-0.00019078i,0.00088608-0.00045686i,0.0011228-0.00092681i,-0.00051077-0.0011246i,-0.0018181-0.00027351i,-0.0012656-0.00054352i,-0.00049513-0.0015057i,-0.00049058-0.00090778i,-0.00032266-0.00070261i,0.00037017-0.00072016i,0.00040892-0.0002141i,-7.7187e-05+0.00086222i,-0.00059716+0.0012565i,-0.00081893+0.00048645i,7.53e-05+6.1422e-05i,0.0012792+0.00020167i,0.00085557+6.5088e-05i,-0.00040904-5.7816e-05i,-0.00077051+2.415e-05i,-0.00012289+0.00025206i,0.00021892+0.00052475i,-0.00020632+4.2726e-05i,-0.00026966-0.00028181i
0.00087141+0.0009995i,0.0015525+0.00035646i,0.0016858-0.00055318i,-0.00015815-0.0012792i,-0.00142-0.0007748i,-0.00032959-0.00045361i,0.0007971-0.00094494i,0.00032972-0.00084411i,6.1815e-05-0.00039412i,0.00072999-0.00046979i,0.00099883-0.00063363i,0.00012431-0.00066488i,-0.00079605-0.00018394i,-0.00043352+0.00051835i,0.00018949+0.00081i,-0.00047166+0.00046581i,-0.00068949+0.0006278i,-0.00017562+0.0011376i,-0.00061925+0.00031538i,2.2379e-05-0.00018584i,0.00049828-0.00043669i,-0.00021787-0.00072122i,0.00013691-0.00022833i
0.0023911+0.00044038i,0.0015578-0.00049957i,0.0011201-0.0021915i,-0.00025488-0.0026042i,-0.0022302-0.00097671i,-0.0024701+0.00044307i,-0.0010103+0.00056558i,-0.00042097-0.00012511i,-0.00037577-0.00039175i,-2.9058e-05-0.00059771i,0.00018156-0.00076787i,-7.0671e-05-0.0010737i,-0.00042428-0.00075306i,-0.00039173-0.00010186i,0.00012415-0.00021098i,0.00029456-0.00027005i,6.6274e-05-0.0012039i,-1.5366e-05-0.0018841i,-0.00027297-0.0018032i,9.5811e-05-0.0010187i,6.5447e-05-0.0010025i,5.2661e-05-0.0014155i,0.00055407-0.0004907i
9.7764e-06+0.00092051i,0.00056853+0.00061972i,0.0011071-0.00040517i,0.00011077-0.0006037i,-0.0011809+7.9014e-05i,-0.00058465+0.00057597i,-0.00032472+0.00027024i,-0.00054186+0.00056558i,-0.00016507+0.0013788i,0.00048921+0.00078249i,0.00010049+2.2444e-05i,-0.00046046+0.00030343i,-0.00057554+0.00038202i,-0.000782+0.00038435i,-0.00092791+0.00051595i,-0.00060274+0.00032969i,0.00012901+0.0001497i,-2.981e-05+2.1883e-05i,0.00021076-0.0002376i,0.00088979-3.4186e-05i,0.00034896+0.00012892i,0.00016965-0.0002568i,0.00047579-0.00012759i
0.0011699-0.00037798i,0.00075509-0.00096019i,-0.0010278-0.0013338i,-0.0015624-0.0012216i,-0.00077953+4.1231e-05i,-8.0207e-05+0.00039542i,0.00017923-4.7556e-05i,0.00029262-0.00023685i,0.00010645+0.00011995i,-0.00046692+0.00021194i,-0.00063756-0.00063516i,-0.00015333-0.0009531i,0.00014591+0.00048278i,0.00011046+0.0012348i,0.00042692+0.00044338i,0.0010013+0.00029501i,0.00067572+0.00092534i,0.00021759+0.00028314i,0.00030094-0.00092562i,0.00050986-0.00068552i,-0.00026567-0.00039654i,-0.00053503-0.00034244i,-8.2975e-05+0.00037214i
-0.0011596+0.00087331i,-0.00057348+0.00024531i,-0.00033447+8.6686e-05i,-0.00017018+0.00043769i,-0.00064373+0.00089334i,-0.00030437+7.5919e-05i,0.00013126-0.00095324i,-9.798e-05-0.0012911i,-0.00031253-0.00038217i,0.00051079+0.00013081i,0.0006282-0.0003092i,7.9782e-05-6.3503e-05i,-0.00073442+0.00025755i,-0.0012087+9.1e-05i,-0.00068066-0.00040137i,-0.00036126-0.00063739i,0.00032224-0.00020491i,0.00014311+0.00038741i,-0.00015347+0.00014435i,2.4125e-05-0.00016458i,0.00012613+3.5734e-06i,8.436e-05+0.00059797i,0.00018323+0.00060154i
-0.00057865+0.0003056i,-0.00089513-0.00022993i,-0.0017202-0.00041596i,-0.0010917-9.3712e-05i,-0.00039233+0.00080186i,4.7812e-05+0.00070416i,0.00097723-0.00057728i,0.00065869-0.0011399i,-0.00043945-0.00052637i,-0.00085404+0.00012729i,5.2275e-05+0.00073566i,0.00026975+0.0010111i,-0.00034842+0.00018381i,-0.00023331-0.00029972i,0.00057038-0.00073025i,0.00072973-0.0013152i,-4.2697e-05-0.0012372i,-0.00091318-0.00036283i,-0.00085837+0.00020342i,-0.00028043+0.00037204i,0.00026127+3.1363e-06i,0.00048359-0.00067058i,0.00086396-0.00098374i
-0.0013732-0.00067349i,-0.00065649-0.00067957i,0.00038317+0.00074348i,-0.00070554+0.0016047i,-0.0012609+0.0014721i,0.00021774+0.00071072i,0.00069731+0.00021653i,0.00016568+0.00052971i,-0.00027677+0.00018933i,0.00039117-0.00042292i,0.00052228-0.00031482i,-0.00014718+0.00010032i,-0.00020581+0.00076027i,0.00016798+0.00106i,0.0004985-9.049e-05i,0.00069004-0.00026796i,0.00033596-9.4355e-05i,0.00049775-0.0004357i,0.001308-0.00092411i,0.00082927-0.00095383i,0.00043081-0.00047717i,0.00030283-0.00031284i,0.0001297-0.00029521i
-0.0012596+4.2187e-05i,-0.0012132-0.00056695i,-0.0012841+0.0001364i,-0.0010872+0.00094854i,-0.00047402+0.0014102i,0.00033401+0.0014701i,0.00028083-0.00019898i,-0.00011002-0.0016887i,-0.00050664-0.00094056i,7.9197e-06-0.00058517i,0.00066462-0.0015181i,-0.00031121-0.0013581i,-0.0007445-0.00062425i,-0.00026351-0.00039643i,-0.00049866-0.0002356i,-0.001013-0.0004485i,-0.00094798+5.4188e-05i,-0.00014486+0.00044408i,-0.00065262+7.0104e-05i,-0.00095071+9.3832e-05i,-0.00043771-0.00039852i,0.0002523-0.00076965i,0.00041123-0.0010017i
-6.8318e-07-0.00046965i,2.6571e-05-0.0005685i,-0.00032981-0.00075121i,-0.0016051+0.00033908i,-0.0018253+0.0018771i,-1.7345e-05+0.0013067i,0.0014377-0.00042481i,0.00046726-0.00061238i,-0.00056379-0.00039687i,-0.00061411-0.00048301i,-0.00026069-0.0011552i,0.00023696-0.0020503i,0.00029218-0.0022199i,3.6389e-06-0.0019023i,-0.00062482-0.00087164i,-0.001041-7.4017e-05i,-0.00088958-0.00020308i,-0.00012712-0.00034576i,-4.852e-05+9.1725e-05i,-6.1804e-05+0.00039393i,0.00034935+0.00037162i,0.0006004+0.00030764i,0.00016654+0.00071941i
-0.00035228+1.6616e-05i,0.00011778-0.00022157i,0.00021982-0.00030865i,-0.00066926-0.00028555i,-0.0011902-0.00012172i,-0.00034406-0.00028455i,0.00031978-0.00080969i,0.00013874-0.00033373i,7.1541e-05-0.00022399i,-0.00013162-0.00097879i,-0.0004284-0.00085863i,-0.00054984-0.00036256i,-3.1203e-06-0.0001262i,0.00013655+3.2046e-05i,-8.4648e-05+0.00039039i,1.3136e-05+0.00024708i,0.00043667-0.00016353i,0.0010681-0.00026226i,0.0014191+0.00017411i,0.00078167+0.000502i,-9.7982e-05+0.00058091i,-0.00018992+0.00066846i,0.00021709+7.8724e-05i
0.00046933-0.00055935i,0.00045822-0.0014148i,0.00040931-0.00031612i,-0.0003289+0.00027138i,-0.00094759-3.2902e-05i,0.00012374+2.7663e-05i,0.0013443-0.00021205i,0.00067052-0.00028633i,-0.00032969+0.00032916i,-0.0010003+0.00021583i,-0.0011764+0.00016124i,-0.0011526+8.9193e-05i,-0.00093764-0.00047796i,-0.00030735-0.0012682i,4.252e-05-0.00069958i,0.00021561-0.00051472i,0.000218-0.00053816i,4.6377e-05+0.00018244i,0.00025147+0.00017385i,0.00086448-0.00027608i,0.0011018-0.00027947i,0.00041528-5.2283e-05i,6.79e-05+0.00013718i
-0.00030185+0.0016808i,4.9332e-05+0.0019952i,6.615e-05+0.00042584i,-0.00024681-0.0010625i,-0.00063907-0.00066245i,-0.00082763+0.000278i,-0.0006926-0.00040098i,-0.00091273-0.0012826i,-5.0371e-05-0.00059946i,0.00036721+0.00035529i,-0.00011567+0.00071958i,-0.00037174+0.0010025i,-0.00034213+0.0012401i,0.00042418+2.3437e-05i,0.00017603-0.00072108i,-0.00077314+3.8797e-05i,-0.00038098-0.0003166i,0.00035319-0.00058642i,0.00010122+3.002e-05i,-0.00012941-4.738e-05i,0.00030852+0.00011384i,0.00026554+0.00043157i,-0.00021848-6.6337e-05i
-0.001134-0.00015499i,-0.0011527+1.0703e-05i,-0.0015647+0.0011364i,-0.0015085+0.00089536i,-0.00092323+0.0001649i,-0.00021318-6.4692e-05i,0.00060995-0.00023691i,0.00027651-0.00067006i,7.248e-05+0.00018706i,0.00073268+0.00089091i,0.00089086-6.5038e-05i,0.00029948-0.00030912i,0.00059748-6.9327e-05i,0.001788-0.00015892i,0.0015498+0.00012801i,0.00027505+4.7549e-05i,-8.623e-05-0.00042436i,0.00057345-0.00018109i,0.00032171+0.00061215i,-0.00027095+0.00050032i,-0.00055325-4.9823e-06i,-0.00046488-0.00033038i,-0.00052598-0.0010667i
-0.0018947-0.00052044i,-0.0010841-0.00095212i,-0.0011061-0.00020615i,-0.0017409+0.0015093i,-0.0017769+0.0024663i,-0.00014614+0.0011784i,0.000515-0.00060976i,-0.00030362-0.0013623i,-0.00052311-0.00073808i,-0.00072265-0.00011491i,-0.0010515+4.7384e-05i,-0.00069969+8.3648e-05i,2.1967e-05-7.4014e-05i,0.00029353-0.00052655i,3.5165e-05-0.0010673i,-0.00055104-0.00046468i,-0.0003359+0.00035921i,-7.2793e-05+9.2712e-06i,0.00058217-0.00033976i,0.00036657-0.00056883i,-0.00063988-0.00095962i,0.00017802-0.0012042i,0.00074911-0.00071395i
-0.00018024-0.0011492i,-0.00018957-0.0011927i,-0.00044429-0.00026589i,-0.0010003+0.0012343i,-0.0014715+0.0017023i,-0.00046273+0.002134i,0.00060163+0.0013347i,5.8852e-05+0.00031591i,-0.00078548+0.00064047i,-7.5638e-05+0.00011456i,0.00051781-0.0012476i,0.00091506-0.0010994i,0.0012244-0.00046143i,0.0007495-0.00050552i,-0.0002807-0.00042397i,-0.0012376-0.00078357i,-0.00087927-0.00077961i,-0.00024023+5.902e-05i,-8.8092e-05-6.5368e-05i,-7.4839e-05-0.00023257i,-0.00014183-0.00010565i,8.1909e-05-7.2367e-05i,0.00035054+0.00020511i
0.0005029+0.0016534i,0.0011287+0.00087582i,0.00077886+0.00012566i,0.00022479+0.00029525i,0.00029645+0.00035083i,0.00077418-0.00058277i,0.00084403-0.0015859i,0.00045175-0.00098457i,-3.6616e-05+0.000199i,-0.00033514-0.00023005i,-0.00079843-0.0007111i,-0.0010897-0.00084631i,-0.00058842-0.0007203i,-0.0002695-0.00051755i,-0.00035829-0.00026051i,-1.5547e-05+3.4463e-05i,-0.00018526+0.00013646i,-0.00098295+0.00014309i,-0.0010852+0.0003012i,-0.00072647+0.00024928i,4.6859e-05-0.00083286i,0.00055393-0.0010353i,-0.00019012-0.00020699i
-0.0002852-0.0012314i,-0.00072193-0.0019481i,-0.0014625-0.00098401i,-0.0015471+0.00030459i,-0.00046914+0.00052845i,0.00068341+0.00068231i,0.00039527-0.00042398i,-0.0004625-0.00052038i,-0.0010309+0.00022434i,-0.0013236+0.00023133i,-0.0015236+0.00025878i,-0.00070477+0.0001791i,0.00043794-0.00033086i,0.00052633-0.0012428i,0.00060753-0.0018375i,0.00039871-0.0013199i,-0.0003385-6.3262e-05i,-0.00022576+0.0003955i,-4.9621e-06-0.00047233i,0.00010023-0.00083596i,0.0011175-0.00025487i,0.0010417-0.00037625i,0.00022691-0.00087434i
0.0036225+0.00042786i,0.0040167-0.00043583i,0.0030767-0.0026057i,0.00010465-0.0028213i,-0.0026101-0.00066865i,-0.0019969+0.00033458i,-0.00018079-0.00047053i,0.00013905-0.00082905i,-0.00014407-0.00058948i,-6.3399e-05-6.987e-05i,-5.9407e-05-5.2961e-06i,2.153e-05+5.9085e-05i,0.00020351+0.00018596i,-9.6101e-05-8.3499e-05i,-3.0175e-05-8.3609e-06i,0.00058053-1.4486e-05i,0.00056876-2.6346e-05i,0.00060731-0.000252i,0.00071233-0.0003942i,0.00018157-0.00020475i,-0.00021114-7.8949e-05i,4.4861e-05-0.0001759i,-8.4371e-05+0.00058329i
-0.0010218-0.00072146i,-0.00091206-0.0014132i,-0.00048156-0.00067079i,-6.0359e-05+0.00036795i,-0.00097936+0.00039575i,-0.00083371-0.00029953i,0.00096444-0.0014062i,0.0011119-0.0017343i,0.00029593-0.00064929i,-2.8014e-05-0.0002264i,-0.00063477-0.00012563i,-0.00058497+0.00027195i,-0.00044713+0.00028022i,-0.00058876+0.00045508i,-0.0001333+0.00091568i,-0.0003052+0.0006181i,-0.0011305+0.00040501i,-0.0014692+0.00028902i,-0.001119-0.00027037i,-0.00053111-0.00045594i,-7.1627e-05-0.00018774i,0.00013092+0.00048539i,-1.5251e-05+6.0223e-05i
0.0013196+0.0001534i,0.0023436-0.00060547i,0.0014703-0.00084521i,-0.00014369-2.7544e-05i,-0.0013099+0.0019469i,-0.00035171+0.0026162i,7.0058e-05+0.00073129i,-0.0006847-0.00060999i,4.2709e-05-0.00026787i,0.00054393+3.8215e-05i,-0.0002872-0.00023076i,-0.0002622-0.00019802i,0.00049093+5.1397e-05i,0.00052252-1.3132e-05i,-0.00056554-0.00049756i,-0.0013152-0.00086937i,-0.0014599-1.4952e-06i,-0.00071351+0.0007041i,-8.9201e-05+0.0008966i,0.00018065+0.00076448i,0.00072546+2.3266e-05i,0.00017391-0.00070624i,-0.00051832-0.00081911i
-0.0028629-0.0012851i,-0.0029409-0.0022616i,-0.0026044-0.002025i,-0.0018918-0.00079426i,-0.00053596+0.00071052i,0.0010981+0.001369i,0.0011646+0.0012474i,0.00056385+0.00062951i,1.4441e-05+0.00061024i,-0.00010503+0.0002767i,0.00018039-0.00062395i,0.00073033-0.00020935i,0.0011008+2.0839e-05i,0.00078643-0.00056822i,0.00022785-0.00082278i,0.00048019-0.00074869i,0.00067385-0.0005929i,0.00023265-0.00066596i,9.9552e-06-0.0006269i,5.408e-05-0.00039369i,-0.0001224-0.00067519i,0.00016818-0.00069077i,-0.00022583-0.00061004i
0.00061045+9.2179e-05i,0.0014855-0.00082997i,0.0016916-0.0011193i,-0.00077489-0.00092027i,-0.0020207-0.00044763i,-0.00086531+0.00049225i,0.00054397-0.00016925i,0.00084895-0.00082667i,0.00040251-0.00086053i,-7.1975e-05-0.00097781i,-0.00081109-0.00071888i,-0.0012458-0.00080775i,-0.00032373-0.00013269i,1.0222e-05+0.00022647i,-0.00062751-0.00011792i,-0.00075086+0.00020728i,-0.00036728+0.00027512i,-0.00019957+0.0001755i,3.784e-06+0.00012197i,0.00013966+0.00017248i,-0.00018174+0.00029588i,-0.00036502-0.00027201i,-6.727e-06+0.00011669i
-0.0009843-4.7965e-05i,-0.00091635+8.2645e-05i,-0.00092765+0.00065322i,-0.0015261+0.0013382i,-0.00082797+0.0016692i,0.00079751+0.00082616i,0.0013272-0.00033751i,0.0008887-0.00053788i,0.00085805+8.047e-05i,0.0002941-0.00028631i,-0.0007479-0.0010157i,-0.0010245-0.00082922i,-0.0011599-0.00067812i,-0.00073803-0.00064282i,-0.00041926-0.0004202i,-0.00091883-1.355e-05i,-0.00026718-0.00036347i,0.0005763-0.00072568i,0.00062681-0.00061578i,0.00073752-0.00046322i,0.00051484-0.0003911i,-6.7809e-06+0.00013624i,0.00011305+0.0006077i
0.00061437-0.0035196i,0.00069163-0.0027738i,-0.0012736-0.0022847i,-0.0035079-0.00019169i,-0.0039574+0.0021705i,-0.0023182+0.0013752i,-0.00069492-0.00031774i,-0.00072924-0.00062381i,-0.00090223+7.7359e-05i,-0.00017851+0.00027303i,0.00020238+0.00013971i,-0.00051743+0.00018159i,0.00014296-0.00032902i,0.0014303-0.00065679i,0.00095039-0.00020803i,0.00011352+0.00013662i,0.00031666-0.0003503i,0.00056145-0.00067765i,-6.9962e-05+0.00033086i,-0.00040954+0.00069875i,-0.00017857-0.00034825i,-2.864e-05-0.00063735i,-3.2045e-05-0.00014413i
-0.00076899-7.3825e-05i,-0.0015332+4.7659e-05i,-0.0017679-0.00063634i,-0.0014852-0.00027714i,-0.0012702+0.0012223i,-0.00031941+0.0013391i,0.00044062+0.00047654i,0.00043997-0.00022091i,0.0002877+6.303e-05i,0.00015038+0.00035917i,-0.00015324-1.4003e-05i,5.4074e-05-0.00030501i,0.00047719+0.00018124i,0.00012617+0.00057225i,-0.00059683+0.00036399i,-0.00075722+0.00030172i,-0.00061131-0.00037416i,-0.0005574-0.0002886i,-0.00079122+0.00028303i,-0.00050989+0.00016832i,-0.00065502-0.00054263i,-0.00072674-0.00065544i,-0.00061047-0.00052481i
-0.00030853-0.002416i,-0.00015083-0.0026664i,-0.001324-0.0016794i,-0.0025827-6.2317e-05i,-0.0015032+0.0016121i,0.00038597+0.0016048i,0.0012066-0.00077924i,0.00081254-0.0017433i,-0.00044638+3.0652e-05i,-0.00083097+0.00062132i,-0.00045251-2.2081e-05i,-5.8423e-05+0.000707i,2.5482e-05+0.00052208i,8.451e-05-0.00028813i,-0.00024369-5.3269e-07i,-0.00085876-0.00019926i,-0.0012413-0.00035332i,-0.00093814-0.00079105i,-0.00039167-0.001316i,-2.8076e-05-0.00094864i,-5.4131e-05+0.00035463i,-0.00027029+0.00074027i,-0.00031706+0.0002237i
