-0.0012864-0.0011237i,0.00068603-0.001259i,0.00052245-4.2621e-05i,-0.00033569+0.00036979i,-0.00079454+0.00086417i,-0.0003166+0.00082731i,0.00041564+3.0996e-05i,7.4413e-05+0.0005192i,0.00054198+0.0012166i,0.0010509+0.0010084i,0.00022177+0.00038354i,-0.00065615-0.00020937i,-0.00066915-0.00081112i,-0.00045728-0.00052049i,0.00033251-0.00021887i,0.00045445-0.00094727i,0.00059683-0.00026046i,0.00066877+0.00049066i,0.00018118-8.3561e-05i,-0.0004788-0.00074056i,-0.00074993-0.00060729i,-0.00012141-0.000666i,0.00038528-0.0010129i
0.39694+0.020728i,-0.035563+0.20088i,-0.31521+0.35305i,-0.17111+0.15364i,0.062039-0.23323i,0.22324-0.32764i,0.37109-0.1517i,0.36216-0.058842i,0.20554-0.073019i,0.077551-0.085903i,0.00063542-0.079176i,-0.046089-0.04702i,-0.050253+0.0020518i,-0.021328+0.039665i,0.02101+0.044993i,0.049244+0.023676i,0.055201+0.0078465i,0.054249+0.0052406i,0.049453-0.0040556i,0.035206-0.01567i,0.021396-0.0060028i,0.01968+0.01895i,0.023713+0.032623i
-0.24308+0.56598i,0.19082+0.47523i,0.44841+0.19037i,0.20376-0.039338i,-0.21039-0.12241i,-0.41764-0.19099i,-0.40629-0.26772i,-0.31449-0.20194i,-0.21395-0.035012i,-0.10972+0.084314i,-0.0092782+0.13387i,0.054105+0.1299i,0.062448+0.082029i,0.038523+0.025135i,0.0036869-0.012708i,-0.030498-0.025956i,-0.051722-0.028905i,-0.056556-0.03729i,-0.05163-0.045805i,-0.043788-0.047445i,-0.03101-0.043103i,-0.012944-0.035334i,0.0028698-0.023661i
0.069564-0.80214i,-0.014078-0.80628i,-0.076507-0.58181i,-0.074043-0.21284i,-0.023311+0.1223i,0.0091263+0.23974i,-0.024224+0.15408i,-0.061212-0.0033055i,-0.087432-0.1149i,-0.11407-0.13746i,-0.11298-0.12165i,-0.082737-0.10335i,-0.051554-0.07921i,-0.03597-0.042455i,-0.013684-0.0029531i,0.015804+0.010468i,0.031597+0.007977i,0.034976+0.022349i,0.034893+0.046824i,0.029444+0.050898i,0.012492+0.028184i,-0.0055504+0.00047994i,-0.012442-0.018622i
0.16394+0.7367i,-0.12342+0.69594i,-0.35035+0.53883i,-0.21701+0.33718i,0.051589+0.13538i,0.16517+0.065335i,0.14707+0.14932i,0.099129+0.23911i,0.082252+0.24292i,0.089551+0.19552i,0.084739+0.14569i,0.056873+0.098496i,0.019292+0.063104i,0.00064171+0.02472i,-0.012289-0.035513i,-0.048298-0.090924i,-0.095386-0.11797i,-0.11505-0.11434i,-0.089898-0.091016i,-0.051552-0.061992i,-0.028444-0.026469i,-0.012241-0.0013i,-0.0036725+0.0033703i
-0.49287-0.084362i,-0.05509+0.16102i,0.42205+0.22289i,0.45882+0.036292i,0.19386-0.13657i,-0.01261-0.19336i,-0.070441-0.20626i,-0.042725-0.18398i,-0.019329-0.14239i,-0.026113-0.0872i,-0.019331-0.033178i,0.0018367-0.013212i,0.016224-0.01042i,0.017663+0.0052419i,0.014667+0.037622i,0.026164+0.088192i,0.053875+0.1477i,0.075139+0.17664i,0.066914+0.15792i,0.050105+0.11898i,0.053317+0.08111i,0.054895+0.049135i,0.042143+0.025892i
0.54998-0.48092i,0.27974-0.68338i,-0.041761-0.63789i,-0.11947-0.38985i,-0.0031744-0.14385i,0.13865+0.011742i,0.17998+0.081607i,0.12353+0.090941i,0.098551+0.066653i,0.10975-0.015051i,0.066688-0.090603i,0.0055507-0.074249i,-0.010838-0.026584i,-0.012108-0.017206i,-0.025201-0.020318i,-0.027289-0.02686i,-0.004075-0.050346i,0.029523-0.076196i,0.046422-0.081987i,0.037377-0.062162i,0.022719-0.035407i,0.015716-0.0233i,0.0075786-0.023588i
-0.48106+0.69316i,-0.43871+0.69663i,-0.23513+0.53617i,0.022279+0.27431i,0.090968-0.0074751i,-0.083615-0.10968i,-0.17898-0.030328i,-0.10594-0.033524i,-0.11561-0.11854i,-0.18486-0.055536i,-0.13271+0.087717i,-0.033396+0.12168i,-0.013711+0.078961i,-0.031309+0.063548i,-0.024045+0.058197i,-0.028625+0.030018i,-0.075287+0.014605i,-0.10853+0.039779i,-0.079173+0.080628i,-0.025514+0.088634i,-0.0023646+0.063008i,0.0013029+0.035451i,0.011733+0.015426i
0.037122-0.40911i,0.20413-0.14686i,0.41097-0.10513i,0.37017-0.36904i,0.19499-0.46396i,0.2379-0.26588i,0.3532-0.16494i,0.20008-0.26172i,-0.083177-0.28639i,-0.16527-0.18384i,-0.086984-0.085297i,-0.044453-0.029112i,-0.056993-0.010831i,-0.085236-0.020867i,-0.1138-0.033036i,-0.14313-0.04071i,-0.16956-0.023562i,-0.14198+0.012587i,-0.055963-0.0031002i,-0.0083471-0.061937i,-0.028615-0.064322i,-0.027186-0.011593i,0.0066428-0.00057585i
0.12695+0.41738i,-0.13886+0.34933i,-0.40243+0.34078i,-0.39829+0.38709i,-0.31714+0.27301i,-0.34602+0.078647i,-0.33491-0.03455i,-0.2393-0.078978i,-0.16143-0.11482i,-0.14303-0.11475i,-0.12823-0.023395i,-0.063821+0.069353i,-0.013277+0.062323i,-0.020998+0.014839i,-0.045359-0.02153i,-0.071545-0.074259i,-0.1119-0.14505i,-0.14893-0.17268i,-0.13482-0.12236i,-0.076699-0.069246i,-0.037962-0.060698i,-0.018799-0.064152i,0.0047005-0.0533i
-1.7906+5.2504i,-1.5486+2.9772i,1.3539+2.3962i,3.3937+0.64279i,3.4323-1.4243i,1.5072-2.765i,-0.64099-1.9213i,-1.051-0.18665i,-0.066282+0.77625i,0.89654+0.58303i,0.82202-0.14723i,0.12114-0.51364i,-0.58785-0.28616i,-1.0546+0.38668i,-0.93885+0.93859i,-0.47361+1.0023i,-0.060615+0.71738i,0.043155+0.28874i,-0.15712-0.029903i,-0.33815-0.13015i,-0.3471-0.12131i,-0.23767-0.053165i,-0.076718-0.0011981i
0.47704-0.64061i,0.095675-0.74721i,-0.3762-0.61488i,-0.55344-0.31989i,-0.34243-0.072177i,0.057294-0.04864i,0.30928-0.15242i,0.34095-0.11644i,0.39244-0.0053697i,0.41921-0.076127i,0.24285-0.18802i,0.057341-0.12935i,0.032524-0.012144i,0.06126+0.043252i,0.065326+0.066968i,0.059179+0.09017i,0.062463+0.088292i,0.054141+0.035104i,-0.0047608-0.034568i,-0.072049-0.049658i,-0.085663-0.001681i,-0.053903+0.048967i,-0.019304+0.059192i
-0.29379+0.42801i,-0.17774+0.29455i,-0.12256+0.17703i,-0.17588+0.20573i,-0.29301+0.23015i,-0.46436+0.17318i,-0.50479+0.1432i,-0.28994+0.14005i,-0.039978+0.072813i,0.043329-0.0019854i,0.0346-0.018275i,0.034384-0.017378i,0.042636-0.0326i,0.040995-0.048055i,0.022791-0.038539i,0.018168-0.012404i,0.028524-0.024274i,0.00093735-0.053865i,-0.039903-0.033242i,-0.025158-0.0028123i,0.015189-0.029418i,0.019785-0.073469i,0.0016322-0.075947i
0.018467-0.57533i,0.056597-0.45964i,0.083986-0.24726i,0.069941-0.054877i,0.10132+0.13076i,0.16037+0.22481i,0.10763+0.19075i,-0.027435+0.12876i,-0.11836+0.12498i,-0.11709+0.14597i,-0.062617+0.11061i,-0.023934+0.017741i,-0.012305-0.058682i,-0.0018838-0.089846i,0.0005293-0.10553i,-0.014549-0.11885i,-0.03098-0.12972i,-0.049119-0.12849i,-0.060859-0.10065i,-0.050797-0.069078i,-0.049123-0.062034i,-0.065117-0.055772i,-0.062625-0.034433i
0.45085+0.48622i,0.33349+0.27475i,0.025099+0.022684i,-0.21013-0.054185i,-0.22561-0.060426i,-0.069439-0.12972i,0.074195-0.21334i,0.088356-0.16785i,0.079175-0.047125i,0.088946-0.010546i,0.062939-0.028712i,0.042659-0.011897i,0.036168+0.021941i,0.0063982+0.056238i,-0.017179+0.1081i,-0.010704+0.17108i,0.010532+0.21766i,0.03208+0.20626i,0.027468+0.13706i,-0.0086095+0.075977i,-0.030175+0.059464i,-0.019396+0.056452i,-0.0012756+0.046005i
-0.51124-0.16651i,-0.28319-0.088154i,-0.050281-0.068011i,-0.056332-0.066552i,-0.12055-0.0085979i,-0.089682+0.0073136i,-0.059354-0.026313i,-0.033333-0.020166i,0.028045-0.010686i,0.05864-0.052817i,0.035765-0.097242i,0.013211-0.092284i,0.022269-0.045205i,0.061587+0.010272i,0.11844+0.033517i,0.17136+0.01563i,0.19717-0.017309i,0.17473-0.056191i,0.10709-0.076748i,0.049294-0.051803i,0.029293-0.016859i,0.011925-0.0038703i,-0.015152-0.0015064i
0.55892-0.23347i,0.28976-0.18583i,-0.0044369+0.013552i,-0.038138+0.1788i,0.052127+0.19677i,0.062771+0.17197i,0.04424+0.18402i,0.056417+0.15408i,0.046879+0.064357i,0.00066443+0.0020742i,-0.036161-0.014542i,-0.053339-0.021259i,-0.045634-0.020798i,-0.014779-0.030499i,0.0068955-0.049172i,0.0073799-0.058417i,-0.0095711-0.05476i,-0.030799-0.023878i,-0.022683+0.018288i,0.004202+0.027729i,0.015298+0.014058i,0.010704+0.010512i,-0.00053942+0.013563i
-0.26253+0.37747i,-0.035714+0.18607i,0.13957-0.0073021i,0.15769+0.033425i,0.13539+0.19168i,0.10155+0.24088i,0.03865+0.14989i,0.0024207+0.065605i,0.012633+0.057783i,0.040458+0.068838i,0.044152+0.050638i,0.028656+0.022896i,0.021886-0.004488i,0.012198-0.030216i,-0.012843-0.039969i,-0.035495-0.026127i,-0.034813-0.0081513i,-0.021073-0.010101i,-0.015858-0.024808i,-0.017388-0.03491i,-0.022029-0.037029i,-0.025813-0.034529i,-0.024461-0.028524i
-0.014009-0.67468i,-0.14233-0.49999i,-0.18208-0.22214i,-0.12749-0.12335i,-0.07665-0.17057i,-0.047082-0.17689i,-0.013806-0.084376i,0.02842+0.006146i,0.062431+0.042692i,0.06585+0.043051i,0.044428+0.037443i,0.027516+0.029046i,0.015296+0.0058497i,-0.0074085-0.013313i,-0.031226-0.011921i,-0.043103+0.0010305i,-0.039411+0.015081i,-0.021103+0.029785i,-0.0025564+0.037121i,0.0020892+0.034618i,-0.0025869+0.031417i,-0.0083066+0.029146i,-0.0095762+0.028179i
0.27293+0.52781i,0.20325+0.34939i,0.019763+0.12584i,-0.13743+0.033318i,-0.20956-0.010303i,-0.21392-0.085329i,-0.1652-0.13252i,-0.10341-0.090084i,-0.035072-0.024452i,0.015822-0.014358i,0.031116-0.032009i,0.024922-0.038733i,0.0093607-0.01995i,0.012628+0.012503i,0.037685+0.035065i,0.069203+0.039991i,0.092865+0.022431i,0.078709-0.018154i,0.025491-0.044389i,-0.01352-0.029454i,-0.0033149-0.0068769i,0.021369-0.00094154i,0.027883+0.0061093i
-0.53278-0.2737i,-0.35387-0.18222i,-0.094845-0.104i,0.035703-0.047047i,0.097613+0.0086412i,0.13908-0.0084074i,0.08121-0.073163i,-0.01624-0.077389i,-0.067094-0.042705i,-0.086178-0.017044i,-0.082691-0.013381i,-0.066592-0.019297i,-0.045993-0.01098i,-0.01936+0.0029444i,0.0060841+0.0041386i,0.015724-0.00357i,0.010608-0.0079456i,-0.0029577-0.0066465i,-0.013613-0.0018653i,-0.0069269+0.0011827i,0.0027514-0.0053101i,-2.2594e-05-0.0090715i,-0.0016238-0.0029267i
0.57927-0.01779i,0.33912+0.011367i,0.03702+0.10969i,-0.072392+0.16379i,-0.073151+0.1477i,-0.061856+0.1386i,-0.013859+0.14743i,0.039576+0.12142i,0.054881+0.070256i,0.044602+0.028219i,0.018205+0.016253i,0.0099261+0.034064i,0.030577+0.04331i,0.03823+0.026087i,0.018092+0.0077833i,-0.00065459+0.006i,-0.0054676+0.0097015i,0.0035639+0.013457i,0.025899+0.011434i,0.034914-0.0081916i,0.016182-0.030887i,-0.0076342-0.037871i,-0.016981-0.031825i
-0.34441+0.3308i,-0.10145+0.17647i,0.10538-0.0593i,0.12463-0.11035i,0.10994+0.0070001i,0.11522+0.10112i,0.09103+0.10201i,0.063245+0.06292i,0.053137+0.040308i,0.056953+0.028035i,0.05414+0.0090675i,0.032637-0.0077735i,0.011376-0.017554i,-0.003624-0.018442i,-0.01198-0.0035144i,-0.0040271+0.015054i,0.014263+0.02326i,0.02713+0.016453i,0.02237-0.0026226i,0.0034386-0.012722i,-0.015327-0.0022537i,-0.025505+0.010316i,-0.029487+0.0072606i
0.17935-0.5475i,0.036444-0.34096i,-0.058401-0.030827i,-0.041936+0.061614i,-0.046352-0.02577i,-0.087847-0.055298i,-0.070108+0.015256i,-0.00016512+0.056962i,0.054738+0.022406i,0.057201-0.015982i,0.047488-0.02974i,0.04844-0.041935i,0.04151-0.045412i,0.037718-0.03644i,0.042015-0.032734i,0.032119-0.040229i,0.010144-0.04792i,-0.0092466-0.041864i,-0.02429-0.022248i,-0.033438+0.0016681i,-0.02574+0.019211i,-0.0078258+0.021979i,-0.0028047+0.017023i
0.17563+0.49975i,0.20987+0.25281i,0.1147-0.036328i,-0.027223-0.094009i,-0.082836-0.017923i,-0.071963-0.027242i,-0.0722-0.1064i,-0.087858-0.10457i,-0.080843-0.019704i,-0.040953+0.031683i,-0.014707+0.015008i,-0.018203-0.015157i,-0.028925-0.020814i,-0.029452-0.0067928i,-0.012599+0.0061523i,0.0095116+0.011893i,0.022028+0.014147i,0.017912+0.010109i,0.0022814+0.0084115i,-0.00026838+0.017012i,0.010342+0.022034i,0.017095+0.018395i,0.020299+0.017193i
-0.45096-0.4033i,-0.39481-0.22978i,-0.18943-0.029892i,-0.0087025+0.022553i,0.092012-0.025157i,0.12526-0.06632i,0.080722-0.063524i,0.024105-0.033247i,0.010192-0.012525i,-0.0073307-0.0069231i,-0.043228+0.0096745i,-0.05834+0.033917i,-0.040045+0.04586i,-0.015034+0.035064i,-0.01245+0.011393i,-0.028608-8.0168e-05i,-0.040537+0.0057913i,-0.036555+0.013729i,-0.020125+0.016355i,3.843e-05+0.015364i,0.015288+0.010414i,0.016283+0.002983i,0.0075903-0.00017152i
0.54709+0.16659i,0.40383+0.093361i,0.12169+0.041519i,-0.10045+0.050893i,-0.21605+0.087675i,-0.19591+0.11037i,-0.07304+0.081748i,0.0066612+0.026405i,0.014355-0.0054879i,0.014085-0.01742i,0.015224-0.018025i,0.01606-0.0071238i,0.025157-0.0015024i,0.028361-0.00044436i,0.024632+0.015986i,0.040745+0.043092i,0.071823+0.051719i,0.07736+0.031407i,0.052891+0.0029163i,0.028025-0.015068i,0.016917-0.024378i,0.01202-0.022637i,0.010117-0.012387i
-0.49886+0.13694i,-0.31378+0.078883i,-0.076855-0.037745i,0.044854-0.047163i,0.12209+0.03337i,0.13703+0.058566i,0.058239+0.053404i,0.012318+0.062044i,0.019288+0.042577i,0.011083+0.0127i,0.0032359+0.004641i,0.010786+0.0033208i,0.010109-0.0040552i,0.0041884-0.0064115i,0.01012-0.0047393i,0.020478-0.017669i,0.022829-0.038109i,0.018008-0.043943i,0.010738-0.037045i,0.0047771-0.033782i,-0.003196-0.035313i,-0.012637-0.02925i,-0.019456-0.012811i
0.3983-0.36585i,0.25056-0.22791i,0.074557+0.0070211i,0.014512+0.076121i,-0.021301-0.0073896i,-0.06343-0.038901i,-0.048235+0.010484i,-0.01127+0.04181i,0.0035886+0.040952i,0.014983+0.036338i,0.033741+0.015428i,0.03982-0.015082i,0.0306-0.023384i,0.021403-0.025164i,0.011911-0.039272i,-0.0043536-0.052385i,-0.018923-0.050953i,-0.019169-0.029778i,-0.0072396-0.0062285i,-0.0053309-0.00015264i,-0.021675-0.006362i,-0.033702-0.01311i,-0.025527-0.015796i
-0.082628+0.43382i,-0.0043211+0.19751i,0.013015-0.074726i,0.013199-0.08437i,0.098586+0.038183i,0.16342+0.05334i,0.11838-0.013788i,0.048441-0.032026i,0.028374+0.0031494i,0.040757+0.015088i,0.031979-0.0072219i,-0.002364-0.02226i,-0.029746-0.014574i,-0.038161+0.0034509i,-0.038898+0.019238i,-0.043693+0.031111i,-0.049362+0.036999i,-0.046448+0.030963i,-0.037647+0.020604i,-0.027282+0.020058i,-0.011975+0.031637i,0.0030001+0.034307i,0.0062739+0.017747i
-0.19636-0.49572i,-0.21596-0.24847i,-0.10584+0.039717i,-0.0080734+0.049112i,-0.04498-0.085185i,-0.099143-0.12136i,-0.079017-0.068611i,-0.034618-0.034875i,-0.01376-0.037605i,-0.021496-0.034551i,-0.03266-0.013481i,-0.021193+0.0073999i,0.0084772+0.013589i,0.030258+0.0078368i,0.032901+0.0036067i,0.026913+0.012261i,0.022639+0.024028i,0.019687+0.019866i,0.006917+0.009164i,-0.0059891+0.014168i,4.4354e-05+0.025805i,0.0090492+0.026437i,0.0075132+0.021848i
0.38075+0.32046i,0.29751+0.11657i,0.058465-0.079309i,-0.13796-0.062314i,-0.18964+0.047138i,-0.14206+0.076037i,-0.071022+0.011714i,-0.039527-0.032607i,-0.033836-0.0091404i,-0.017566+0.011486i,-0.011098+0.0059925i,-0.013549+0.0069014i,-0.0097243+0.0084391i,-0.0088681+0.0085606i,-0.0011016+0.021823i,0.030798+0.038161i,0.065795+0.038921i,0.068442+0.022686i,0.049461+0.0045191i,0.039357-0.0068162i,0.032891-0.012489i,0.022557-0.0070049i,0.013099+0.0036645i
-0.55616-0.066491i,-0.4184+0.074195i,-0.12181+0.13642i,0.080297+0.059583i,0.13813-0.039093i,0.099687-0.068767i,0.025144-0.02366i,0.0013502+0.024188i,0.013253+0.019202i,-0.0040079+0.0070925i,-0.016934+0.017612i,-0.0049351+0.017019i,0.0036073+0.0042426i,0.014588-0.005836i,0.027404-0.024116i,0.024561-0.048375i,0.010798-0.058555i,0.0020597-0.04761i,0.00037934-0.027829i,-0.0020415-0.017096i,-0.0062488-0.020979i,-0.012626-0.028453i,-0.017617-0.023564i
0.56162-0.11167i,0.43631-0.12624i,0.17352-0.064378i,-0.03244+0.032337i,-0.134+0.11627i,-0.10887+0.16123i,-0.023891+0.15272i,0.019096+0.12304i,0.039316+0.092978i,0.066386+0.049142i,0.072333+0.0019099i,0.053425-0.02449i,0.027817-0.02473i,0.0012814-0.012659i,-0.019084-0.00017001i,-0.022975+0.0066025i,-0.01499+0.004194i,-0.010613+0.00097119i,-0.0099453-0.00024915i,-0.011536-0.0034034i,-0.015911-0.0028269i,-0.01553+0.0050749i,-0.0086857+0.010938i
-0.35016+0.35406i,-0.22904+0.25182i,-0.066071+0.064442i,0.062799-0.0007651i,0.1855+0.022689i,0.2084-0.0021997i,0.10669-0.045233i,0.025491-0.046684i,0.012519-0.032627i,0.012406-0.020269i,0.0056051-0.01036i,-0.0079519-0.0062477i,-0.017837-0.0014834i,-0.0095627+0.0031066i,0.000203+0.0021135i,-0.0068474-0.0023859i,-0.020282-0.0063391i,-0.025061-0.0042986i,-0.018902+0.0067126i,-0.0026014+0.016866i,0.019694+0.01211i,0.029271-0.00053314i,0.022925-0.0026749i
0.23304-0.47453i,0.21086-0.33785i,0.13606-0.11911i,0.01137-0.043786i,-0.12597-0.053259i,-0.1643-0.02284i,-0.077583+0.017573i,0.0023989+0.0044532i,0.0004668-0.02185i,-0.020719-0.017235i,-0.019818-0.010186i,-0.0073763-0.010871i,0.011265-0.0095013i,0.01998-0.01442i,0.012753-0.018892i,0.0018-0.0093271i,-0.002963+0.0081351i,0.0016018+0.015645i,0.0078739+0.0045461i,0.0016022-0.011695i,-0.01521-0.015129i,-0.019297-0.0065661i,-0.0054055-0.007949i
0.049374+0.36533i,-0.027274+0.14543i,-0.1415-0.063864i,-0.11615-0.05389i,0.040101-0.0024078i,0.11601-0.053036i,0.061909-0.11201i,0.00097951-0.089327i,-0.014315-0.028986i,-0.0167-0.0029152i,-0.029193+0.0027398i,-0.035734+0.014808i,-0.032914+0.022382i,-0.026968+0.027706i,-0.0095781+0.033305i,0.013541+0.030746i,0.028398+0.01812i,0.029594+0.00075095i,0.013401-0.013594i,-0.0081318-0.014899i,-0.015377-0.0079323i,-0.013024-0.007716i,-0.018986-0.0070108i
-0.2724-0.34047i,-0.1643-0.15989i,0.046052+0.032684i,0.1144+0.012543i,0.0040287-0.083052i,-0.090222-0.054317i,-0.080087+0.03818i,-0.039554+0.070651i,-0.013404+0.047535i,0.0021593+0.026179i,0.015757+0.016255i,0.026754+0.0057401i,0.031231-0.003674i,0.02811-0.0094435i,0.015266-0.010847i,0.0028731-0.0037617i,0.0013146+0.0076055i,0.0050095+0.011092i,0.0055301+0.012607i,0.0017522+0.023995i,-0.0052196+0.035839i,-0.014723+0.037192i,-0.017789+0.029695i
0.31698+0.12269i,0.11983-0.0013121i,-0.15121-0.059424i,-0.22769+0.045108i,-0.12712+0.15906i,-0.0099058+0.13572i,0.030871+0.033121i,0.01258-0.013527i,0.012354+0.0054132i,0.035541+0.0057051i,0.033573-0.014787i,0.013732-0.019251i,-0.0010937-0.011301i,-0.0086707+0.00056761i,-0.0043539+0.015548i,0.012958+0.021582i,0.025556+0.014074i,0.018274+0.0085598i,0.0088256+0.014281i,0.022893+0.017702i,0.048707+0.0085997i,0.056051-0.0020163i,0.040609-0.0013672i
-0.42159+0.12759i,-0.21664+0.23846i,0.097924+0.19735i,0.20854+0.021528i,0.12049-0.084849i,0.011959-0.056977i,-0.035007+0.015728i,-0.018967+0.04419i,-0.0015558+0.018595i,-0.015469+0.0071143i,-0.012741+0.017031i,0.0070999+0.0099788i,0.016787-0.0030609i,0.029206-0.01602i,0.03548-0.036777i,0.018487-0.048676i,-0.0061737-0.042369i,-0.018716-0.028566i,-0.014784-0.02272i,-0.0060309-0.032697i,-0.0047-0.04638i,-0.007776-0.043237i,-0.0039107-0.028035i
0.37413-0.22538i,0.22771-0.25196i,-0.037132-0.15018i,-0.16758+0.01961i,-0.11423+0.11812i,-0.010007+0.091395i,0.043586+0.020299i,0.035546-0.0057877i,0.020247+0.0083194i,0.017855+0.0042466i,0.0016963-0.015156i,-0.014221-0.018246i,-0.017096-0.012298i,-0.025282-0.0039458i,-0.03143+0.0088627i,-0.019133+0.014339i,0.0046075+0.0053961i,0.019131-0.0090206i,0.007679-0.023503i,-0.024105-0.029977i,-0.047165-0.020645i,-0.041177-0.008581i,-0.025871-0.0039277i
-0.17702+0.39375i,-0.039422+0.36344i,0.12077+0.17359i,0.17751-0.01267i,0.14352-0.095357i,0.059896-0.088709i,-0.017675-0.044927i,-0.03288-0.011752i,-0.019216-0.0032422i,-0.015724+0.0075855i,-0.010004+0.017521i,-0.0074704+0.014268i,-0.010314+0.01314i,-0.0050158+0.010512i,0.0006007+0.0017198i,-0.002953-0.0010569i,-0.0093898+0.0019833i,-0.0084399+0.0076349i,-0.0018982+0.022265i,0.0012281+0.043337i,-0.0037686+0.050942i,-0.016728+0.039916i,-0.020653+0.0271i
0.1254-0.4664i,0.07833-0.45166i,-0.015512-0.25536i,-0.090858-0.056904i,-0.11516+0.030465i,-0.067018+0.049557i,0.0097175+0.043016i,0.039192+0.016383i,0.033083-0.0044898i,0.026978-0.012435i,0.014741-0.016435i,0.0029291-0.011259i,0.0041912-0.0038824i,0.0014838+0.001492i,-0.0073694+0.013709i,-0.0077877+0.026544i,-0.0019804+0.031496i,0.0026468+0.0292i,0.0092166+0.0243i,0.023194+0.024851i,0.03844+0.032047i,0.04398+0.036603i,0.036889+0.029113i
0.062269+0.35171i,0.029434+0.30443i,-0.019496+0.14545i,-0.0178+0.025354i,0.014552-0.016545i,0.014421-0.03838i,-0.011561-0.048539i,-0.017655-0.02959i,-0.0048147-0.0055823i,0.0076396+0.0056567i,0.016783+0.011427i,0.018734+0.013822i,0.014097+0.015502i,0.01829+0.015927i,0.030043+0.0059782i,0.031866-0.0073938i,0.01996-0.013775i,0.005382-0.016367i,0.001537-0.022887i,0.012858-0.040733i,0.025269-0.062528i,0.025486-0.06665i,0.019189-0.051189i
-0.18049-0.3403i,-0.11469-0.32913i,0.0028742-0.20914i,0.035813-0.086549i,0.0043797-0.0018723i,-0.00287+0.050782i,0.011095+0.066052i,0.0093669+0.04686i,-0.0023828+0.020612i,-0.0072691+0.0041512i,-0.0072803-0.0060821i,7.7675e-05-0.0098367i,0.013594-0.014761i,0.015886-0.020036i,0.0097492-0.016258i,0.0073094-0.0068182i,0.011515-2.0897e-05i,0.015083-0.0034222i,-0.0012527-0.018096i,-0.033601-0.024229i,-0.050544-0.012083i,-0.038296-0.0015734i,-0.024145-0.0045434i
0.17806+0.189i,0.04678+0.2068i,-0.12565+0.18558i,-0.15591+0.15235i,-0.08229+0.088187i,-0.038472+0.0030973i,-0.034377-0.05609i,-0.034703-0.049467i,-0.01953-0.0062562i,0.0010451+0.0095264i,0.0068373+0.0017514i,0.0047706-0.0041791i,-0.0019558-0.0030425i,-0.0059799+0.0016519i,-0.0036356+0.0027915i,0.00082957-9.6512e-05i,0.0071507-0.006481i,0.0092814-0.0089979i,0.0036373+0.0070921i,-0.0036488+0.029536i,-0.010699+0.030536i,-0.020839+0.015057i,-0.027072+0.0090358i
-0.22571-0.03084i,-0.086039-0.063653i,0.11751-0.11381i,0.1791-0.13159i,0.12523-0.085052i,0.064373-0.0083858i,0.024633+0.044254i,0.013486+0.041184i,0.0039038+0.0052813i,-0.019176-0.012963i,-0.030619-0.010998i,-0.027667-0.0091338i,-0.020324-0.01045i,-0.013207-0.013997i,-0.0093231-0.013591i,-0.0086776-0.0053329i,-0.010337+0.0056805i,-0.012229+0.015871i,-0.002724+0.024354i,0.021738+0.030625i,0.037238+0.033985i,0.028469+0.034803i,0.015396+0.034845i
0.1757-0.025951i,0.037346+0.046233i,-0.13695+0.14899i,-0.16924+0.17159i,-0.11494+0.094535i,-0.050092+0.0084467i,0.0022637-0.025795i,0.021617-0.01309i,0.034615+0.0074159i,0.042054+0.0069883i,0.0317-4.7803e-05i,0.018613-0.002995i,0.0087286-0.0021274i,-0.0007095+0.0026447i,-0.007987+0.0068979i,-0.0087385+0.0064806i,-0.0056691+0.00059267i,-0.00061581-0.004365i,0.0073465-0.012356i,0.011324-0.032423i,0.0090414-0.047419i,0.0070346-0.041085i,0.0073529-0.028215i
-0.063415+0.15361i,0.088435+0.074373i,0.22411-0.096644i,0.2016-0.17668i,0.11494-0.10331i,0.044775-0.0045624i,-0.0067473+0.039359i,-0.021329+0.042517i,-0.020768+0.032766i,-0.018504+0.030214i,-0.010587+0.024885i,-0.010035+0.019587i,-0.0093461+0.023321i,0.0015422+0.02253i,0.014574+0.01313i,0.02+0.0022333i,0.017987-0.0017597i,0.011319-0.0049118i,-0.0032217-0.01457i,-0.020998-0.018852i,-0.025277-0.012038i,-0.012778-0.0025613i,0.00042865+0.0026957i
0.041114-0.19704i,-0.072004-0.13565i,-0.18171+0.038608i,-0.17585+0.13347i,-0.11254+0.07451i,-0.056458-0.021168i,-0.008891-0.053681i,0.011097-0.040506i,0.015276-0.019084i,0.021341-0.0061078i,0.025268-0.0012746i,0.030669-0.0050715i,0.031118-0.015594i,0.016886-0.017914i,-0.002853-0.006591i,-0.0122+0.0078445i,-0.0057562+0.0099735i,0.0057792+0.0050487i,0.004066+0.010008i,-0.012038+0.026941i,-0.024764+0.037986i,-0.021896+0.028176i,-0.013513+0.0080361i
0.071077+0.17159i,0.17788+0.096374i,0.20381-0.071095i,0.10989-0.13099i,0.0269-0.045736i,0.0011657+0.028842i,-0.012175+0.019226i,-0.015306-0.0041932i,-0.011571-0.0053319i,-0.0096024-0.0057091i,-0.014155-0.012324i,-0.023241-0.0076429i,-0.022005+0.0082632i,-0.0053046+0.017649i,0.016813+0.013775i,0.027938+0.0018184i,0.020732-0.0043587i,0.0079448-0.0043154i,0.0077269-0.0013034i,0.030055+0.0040911i,0.050308+0.0045699i,0.040607+0.001743i,0.019546+0.0054i
