0.00051126+0.00092267i,0.0013519-0.0011909i,-0.00048753-0.0026227i,-0.0018715-0.0018535i,-0.0020814-0.00013968i,-0.0013887+0.0010793i,-0.0007508+0.0018481i,-0.00026213+0.0012721i,0.00033573-1e-05i,0.00034138-0.00034116i,-0.00063345-0.0010373i,-0.0010167-0.0016982i,-0.00083806-0.00096724i,-0.00053742+8.9106e-05i,-0.00030826+0.00061063i,-0.00043625+0.00034065i,-0.00072101+0.00064236i,-0.00046+0.0013408i,0.00011448+0.00092434i,0.0002793+3.7764e-05i,-4.908e-05-0.00011836i,-0.00038359+0.0002487i,-0.00066076+0.00010517i
-0.1626+0.14081i,-0.041425+0.12347i,0.0070714-0.013992i,-0.10172-0.08774i,-0.18124+0.034829i,-0.1042+0.21313i,0.024291+0.24318i,0.050944+0.12433i,-0.004388+0.011053i,-0.035706-0.028758i,-0.040767-0.040356i,-0.057411-0.038373i,-0.065477-0.011447i,-0.039774+0.0097176i,-0.0050684-0.0051065i,0.0084458-0.033963i,0.0077755-0.042079i,0.011402-0.035649i,0.014558-0.030432i,0.0096579-0.023762i,0.0086676-0.018288i,0.016062-0.01685i,0.01756-0.014451i
0.085472-0.20154i,-0.020393-0.10829i,-0.054177+0.099746i,0.032388+0.23324i,0.14983+0.1856i,0.22853+0.034725i,0.21579-0.07344i,0.12531-0.063407i,0.050574-0.015334i,0.01797-0.012361i,-0.0047505-0.022096i,-0.015386-0.018688i,-0.0093465-0.017832i,-0.0056906-0.021169i,-0.015289-0.014593i,-0.023986+0.0039442i,-0.012457+0.015259i,0.0060002+0.0069684i,0.011787-0.0093913i,0.0061955-0.016564i,0.00071041-0.0095639i,0.0020156-0.00081046i,0.0063366-0.00085309i
0.070462+0.20229i,0.20527+0.06048i,0.26487-0.13974i,0.19224-0.22714i,0.032513-0.19938i,-0.11741-0.14651i,-0.17842-0.10997i,-0.14455-0.072268i,-0.09075-0.023495i,-0.062575+0.018002i,-0.041525+0.047671i,-0.020621+0.06754i,-0.0074415+0.07183i,0.00017655+0.066835i,0.012929+0.060828i,0.02772+0.048669i,0.021265+0.023978i,-0.0094305+0.0033625i,-0.032168+0.0096325i,-0.022928+0.024378i,-0.0055782+0.015801i,-0.0078069-0.0059645i,-0.018115-0.016129i
-0.18932-0.20018i,-0.29859-0.094636i,-0.33549+0.035503i,-0.25487+0.13135i,-0.07878+0.17835i,0.03723+0.13486i,0.03092+0.084391i,0.012212+0.079594i,0.0295+0.068788i,0.03379+0.044678i,0.026044+0.025958i,0.020062+0.013834i,0.016601+0.0090122i,0.019785+0.00049129i,0.021807-0.01135i,0.023011-0.013344i,0.025825-0.0024121i,0.028736+0.010993i,0.029227+0.009062i,0.016773-0.0020747i,-0.00087912+0.0034455i,-0.0075078+0.023182i,-0.0058901+0.032486i
0.23683+0.13429i,0.2719+0.059758i,0.29351+0.0074934i,0.31374-0.072024i,0.21516-0.16639i,0.043033-0.10128i,-0.0074986+0.046408i,0.030998+0.071749i,0.029411+0.018614i,0.01216-0.0036258i,0.014421-0.01298i,0.018373-0.026402i,0.016307-0.027048i,0.01839-0.015706i,0.031727-0.014046i,0.039134-0.032415i,0.029476-0.046965i,0.017372-0.041214i,0.012645-0.023105i,0.018616-0.010894i,0.028496-0.011665i,0.031814-0.013895i,0.027004-0.0082536i
-0.26343+0.0052775i,-0.25319+0.055309i,-0.25612+0.023713i,-0.30954+0.0026452i,-0.24795+0.062176i,-0.035613+0.084534i,0.12124+0.01537i,0.12111-0.035459i,0.071299-0.028147i,0.04152-0.015793i,0.0097353-0.012228i,-0.019158-0.0055312i,-0.023507-0.0039946i,-0.023183-0.018847i,-0.047119-0.035698i,-0.078675-0.029047i,-0.080005-0.0055309i,-0.04895+0.0065513i,-0.022113-0.0061339i,-0.022128-0.019536i,-0.027837-0.014612i,-0.020629-0.009688i,-0.0084308-0.014684i
0.24891-0.085228i,0.22915-0.056027i,0.24566+0.064162i,0.28654+0.096796i,0.20847-0.016963i,0.048842-0.14754i,-0.04583-0.20135i,-0.058601-0.17288i,-0.046904-0.097061i,-0.034747-0.038206i,-0.02407-0.008005i,-0.016335+0.0081692i,-0.020688+0.01291i,-0.030616+0.025736i,-0.024843+0.055342i,-0.0031857+0.077476i,0.014386+0.064323i,0.010435+0.029707i,-0.0080575+0.016636i,-0.0096455+0.02623i,0.0063461+0.024951i,0.0096589+0.011632i,0.0010683+0.0048272i
-0.13262+0.17105i,-0.044959+0.058648i,-0.04829-0.16425i,-0.17314-0.2289i,-0.23236-0.075571i,-0.18208+0.080068i,-0.14747+0.12257i,-0.13312+0.096886i,-0.090902+0.050157i,-0.046104+0.018322i,-0.020454+0.012485i,-0.0091303+0.017722i,0.00034929+0.024922i,0.016418+0.027571i,0.034537+0.020754i,0.049349+0.0096592i,0.051424+0.0044617i,0.042224+0.0042711i,0.032988+0.0015585i,0.019714-0.0061818i,-0.0012894-0.01395i,-0.015493-0.013752i,-0.015546-0.0085212i
0.0064257-0.23939i,-0.10817-0.13081i,-0.13975+0.11768i,-0.030984+0.28067i,0.090948+0.24648i,0.10325+0.12993i,0.06612+0.079299i,0.05541+0.089085i,0.056467+0.073358i,0.040331+0.03075i,0.023749+0.0013903i,0.017845-0.015171i,0.0086491-0.020212i,0.0015187-0.013397i,0.004567-0.0076671i,0.0066857-0.011476i,-0.0021552-0.019342i,-0.015868-0.019101i,-0.01855-0.011131i,-0.0078337-0.0013105i,0.0033024+0.011258i,0.0081279+0.020473i,0.0069417+0.018273i
0.093624+0.24248i,0.16881+0.11974i,0.17572-0.082496i,0.13679-0.1929i,0.086652-0.16898i,0.052548-0.072547i,0.05651-0.0078541i,0.063042-0.025746i,0.020487-0.045812i,-0.020935-0.021441i,-0.028729-0.0034601i,-0.030533-0.0023608i,-0.022178+0.0053361i,0.0022715+0.0094343i,0.02429-0.0042785i,0.029426-0.023002i,0.025501-0.026514i,0.021777-0.016197i,0.01564-0.0078385i,0.0093885-0.0077688i,0.0055202-0.0099764i,0.0062087-0.010193i,0.0077853-0.0069225i
-0.23311-0.15007i,-0.30892+0.018914i,-0.28125+0.2267i,-0.19135+0.29429i,-0.072549+0.21702i,0.041469+0.085368i,0.079102-0.023214i,0.040723-0.045863i,0.011379-0.0095817i,0.01202+0.014287i,0.0043967+0.01736i,-0.013441+0.021516i,-0.020993+0.020246i,-0.026015+0.0027185i,-0.043984-0.0091102i,-0.062872+0.0011486i,-0.061606+0.014137i,-0.041865+0.015085i,-0.023167+0.0095712i,-0.013935+0.0089299i,-0.0039569+0.013658i,0.0033452+0.011093i,-5.0356e-05+0.0024032i
0.33321+0.096684i,0.44095-0.012778i,0.47182-0.14256i,0.42044-0.23943i,0.25066-0.27567i,0.025178-0.21954i,-0.10221-0.11122i,-0.11108-0.038223i,-0.079443-0.0040167i,-0.046008+0.010324i,-0.023194+0.015785i,-0.0030382+0.023099i,0.01529+0.023002i,0.025067+0.021783i,0.036204+0.027119i,0.050663+0.028282i,0.054387+0.023469i,0.046217+0.017035i,0.037646+0.01129i,0.031502+0.00061234i,0.019015-0.018353i,0.0027609-0.025187i,-0.0044598-0.01128i
-0.33336+0.025154i,-0.35955+0.076119i,-0.35562+0.062132i,-0.38093+0.058017i,-0.32053+0.11062i,-0.14728+0.12471i,-0.028596+0.093211i,0.0098271+0.089098i,0.044345+0.078061i,0.061898+0.0389i,0.053739+0.012214i,0.038321+0.0021432i,0.017581-0.0065642i,-0.0046765-0.015403i,-0.022246-0.021005i,-0.031419-0.019445i,-0.029818-0.013895i,-0.023965-0.0177i,-0.023017-0.029419i,-0.02674-0.02643i,-0.024873-0.0079817i,-0.012763+0.0040992i,-2.7599e-05+0.00047161i
0.29136-0.17414i,0.28345-0.22673i,0.26195-0.13892i,0.28374-0.032216i,0.2223-0.0071954i,0.080948+0.011137i,0.039165+0.035316i,0.077876+0.0096194i,0.06988-0.033106i,0.019759-0.039225i,-0.0048986-0.02706i,0.0012257-0.029424i,0.0022282-0.03057i,-0.0019434-0.0086993i,0.008169+0.018852i,0.025597+0.02857i,0.035618+0.021344i,0.031514+0.01436i,0.016825+0.017722i,0.0046751+0.024672i,-0.0007351+0.025113i,-0.0045508+0.021397i,-0.0059525+0.019144i
-0.23488+0.26204i,-0.23443+0.24609i,-0.27277+0.068623i,-0.32156-0.03815i,-0.22587+0.013293i,-0.044827+0.047438i,0.032684+0.011796i,0.010895-0.033646i,-0.025523-0.050592i,-0.035826-0.032527i,-0.032542-0.016418i,-0.045257-0.0074548i,-0.048666+0.01297i,-0.02437+0.020818i,-0.0048201+0.0036437i,-0.003589-0.016349i,-0.0091553-0.028151i,-0.013023-0.030341i,-0.013115-0.020932i,-0.0069379-0.0089756i,0.0044365-0.0053924i,0.01287-0.011363i,0.011915-0.021535i
0.057394-0.29733i,-0.0077773-0.18336i,0.042673+0.11165i,0.17914+0.25319i,0.2018+0.14972i,0.11742+0.013641i,0.049268-0.068296i,-0.0035483-0.083045i,-0.029814-0.036947i,-0.017004+0.0011812i,-0.0033358+0.011136i,0.0044777+0.012172i,0.011109+0.0064301i,0.011387+0.0022057i,0.0092094+0.0083353i,0.006708+0.020557i,-0.00015969+0.031076i,-0.0047514+0.035461i,0.005075+0.032487i,0.020378+0.01945i,0.022834+0.0048803i,0.0095521+0.0028347i,-0.0033536+0.011055i
0.1056+0.32612i,0.21702+0.20628i,0.16858-0.08508i,0.027874-0.2459i,-0.026158-0.20507i,-0.036693-0.11775i,-0.073829-0.035432i,-0.084951+0.0186i,-0.067818+0.031507i,-0.047488+0.031704i,-0.030775+0.030718i,-0.021431+0.034555i,-0.0061551+0.033893i,0.011181+0.016626i,0.018853-0.0056567i,0.023027-0.022642i,0.025936-0.030355i,0.022345-0.032225i,0.011997-0.035458i,-0.0029947-0.0361i,-0.013968-0.029531i,-0.011086-0.019642i,-0.0038784-0.014654i
-0.24836-0.27399i,-0.32623-0.10523i,-0.21147+0.16562i,-0.077783+0.26258i,-0.077158+0.18867i,-0.082596+0.11385i,-0.042803+0.079877i,-0.010144+0.083376i,0.030212+0.081547i,0.053676+0.040252i,0.046249+0.0065972i,0.038286-0.0074984i,0.021862-0.02199i,-0.0083053-0.027353i,-0.032791-0.017823i,-0.042827-0.0016541i,-0.03825+0.013527i,-0.024112+0.024494i,-0.013791+0.025265i,-0.01396+0.02092i,-0.013828+0.022875i,-0.0072085+0.024772i,-0.0012886+0.022137i
0.39244+0.13172i,0.47554-0.10337i,0.33512-0.34705i,0.17197-0.34889i,0.11508-0.1918i,0.068291-0.056155i,0.034986+0.020944i,0.041746+0.024288i,0.018881-0.010412i,-0.01875-0.016355i,-0.0243-0.010458i,-0.018198-0.01163i,-0.014717+0.00070144i,-0.0026554+0.024726i,0.019582+0.035371i,0.036358+0.023266i,0.041006+0.0015281i,0.034503-0.017784i,0.018155-0.019635i,0.0087007-0.0042433i,0.011529+0.00052039i,0.011593-0.0088327i,0.0065687-0.013912i
-0.48885-0.0012663i,-0.5788+0.21972i,-0.4617+0.37054i,-0.31609+0.33283i,-0.20815+0.22206i,-0.070528+0.11956i,0.04201+0.032633i,0.074503-0.006857i,0.073012-0.0098014i,0.056663-0.0095526i,0.026814-0.0044563i,0.0034455+0.0069434i,-0.005997+0.011974i,-0.010088+0.0033904i,-0.021645-0.004478i,-0.037682+0.003017i,-0.047218+0.015581i,-0.042129+0.021852i,-0.020223+0.019186i,0.0043057+0.010159i,0.014101+0.004175i,0.011326+0.0036261i,0.0069552+0.0031169i
0.4776-0.1752i,0.50025-0.35959i,0.38136-0.37735i,0.31456-0.24497i,0.26737-0.13339i,0.14458-0.073434i,0.040128-0.044656i,0.0023608-0.05174i,-0.026977-0.051951i,-0.047341-0.024695i,-0.040882-0.0057879i,-0.023166-0.0074136i,-0.0021862-0.0084414i,0.021904+0.0015693i,0.045231+0.012645i,0.064676+0.015966i,0.071368+0.010109i,0.057292-0.002258i,0.029935-0.01189i,0.0061858-0.017201i,-0.008118-0.020543i,-0.014697-0.01434i,-0.012297-0.0046733i
-0.42176+0.36638i,-0.40253+0.54968i,-0.29412+0.4865i,-0.24164+0.25835i,-0.18379+0.074973i,-0.084375-0.024282i,-0.039678-0.064587i,-0.052706-0.04862i,-0.045618-0.011034i,-0.012295+0.0099773i,0.0073001+0.018783i,0.005644+0.029424i,-0.001325+0.026668i,-0.0090275+0.0028886i,-0.01882-0.021662i,-0.025575-0.033483i,-0.024971-0.031527i,-0.019051-0.018376i,-0.012292-0.0057602i,-0.012245-0.001398i,-0.012153+0.0017129i,-0.0026988+0.0030519i,0.0041958-0.0021741i
0.30557-0.48851i,0.29303-0.6048i,0.2699-0.45852i,0.24841-0.23538i,0.13035-0.08996i,-9.9822e-05+0.0072665i,-0.026455+0.050357i,-0.0025783+0.036564i,0.0069345+0.013414i,0.0048013+0.00088013i,0.0096263-0.0075901i,0.018855-0.018607i,0.011863-0.022867i,-0.0030082-0.010684i,-0.0033111+0.0074681i,0.007779+0.012663i,0.014056+0.0022858i,0.01146-0.0066291i,0.0051076-0.00057788i,-8.4491e-05+0.015555i,-0.0017594+0.025788i,-0.0039115+0.023302i,-0.0070972+0.019318i
-0.10231+0.53816i,-0.048243+0.55463i,-0.098765+0.30705i,-0.18415+0.08991i,-0.12709+0.021066i,-0.031595-0.013115i,-0.029576-0.013665i,-0.048117+0.024431i,-0.033984+0.041674i,-0.013726+0.028827i,-0.011399+0.012971i,-0.01954+0.013254i,-0.015264+0.021075i,-0.0035214+0.016819i,-0.0044005-0.00069065i,-0.022732-0.01406i,-0.038839-0.011771i,-0.034709-0.0068494i,-0.015102-0.0079986i,0.007841-0.0085217i,0.023572-0.010404i,0.026345-0.015759i,0.020453-0.01943i
-0.12095-0.5543i,-0.20387-0.5315i,-0.11258-0.26396i,0.0028053-0.031173i,-0.026626+0.076928i,-0.054762+0.12368i,0.0020785+0.094359i,0.038404+0.029674i,0.028249-0.0082561i,0.0072305-0.023576i,-0.0011269-0.028231i,0.0041391-0.032499i,0.0026127-0.028506i,-0.0023113-0.0078158i,-1.319e-05+0.017418i,0.0054115+0.037181i,0.0093318+0.044256i,0.0082749+0.03739i,0.0044735+0.021365i,0.0012723+0.0021024i,-0.003807-0.0085567i,-0.012259-0.001149i,-0.014742+0.013413i
0.29758+0.46216i,0.33211+0.38403i,0.1337+0.1631i,0.01533+0.049781i,0.12365+0.0010813i,0.17626-0.063361i,0.095522-0.051918i,0.038026+0.0025874i,0.016459+0.02207i,-0.001212+0.024871i,-0.015824+0.029715i,-0.02773+0.03838i,-0.019487+0.038403i,0.0012595+0.022885i,0.01406+0.0050345i,0.022627-0.0042533i,0.031695-0.007528i,0.030905-0.0087483i,0.016547-0.0081446i,0.0022948-0.0093632i,-0.0018992-0.013786i,0.0045076-0.019053i,0.011749-0.0246i
-0.48019-0.29102i,-0.50574-0.11411i,-0.22611+0.10718i,-0.031905+0.11732i,-0.10161+0.045579i,-0.13927+0.045379i,-0.050835+0.025716i,0.01315-0.014699i,0.030527-0.016535i,0.029667-0.0035707i,0.024532+0.0037787i,0.022424+0.0015972i,0.011364-0.004305i,-0.00054072-0.006569i,-0.0036133-0.0058189i,-0.003378-0.0026962i,-0.0040791+6.1598e-05i,-0.0022273+0.0028103i,-1.1975e-05+0.0064065i,-0.0099405+0.010722i,-0.024659+0.019108i,-0.029992+0.025953i,-0.024777+0.025773i
0.60922+0.10504i,0.64304-0.08614i,0.37175-0.22089i,0.18852-0.16345i,0.21166-0.098462i,0.17259-0.11226i,0.053875-0.0903i,-0.0047191-0.049849i,-0.022989-0.035577i,-0.029895-0.022047i,-0.025693-0.0081876i,-0.013813+0.0032046i,0.0052067+0.007916i,0.015821+0.0053939i,0.016001+0.0010082i,0.017176-0.010497i,0.01899-0.024134i,0.013386-0.030018i,0.0064184-0.022569i,0.010845-0.0041796i,0.02274+0.0075075i,0.02889+8.272e-05i,0.021929-0.015959i
-0.62335+0.13261i,-0.57674+0.33332i,-0.24781+0.33461i,-0.11096+0.11949i,-0.22951-0.0021451i,-0.23986+0.035392i,-0.12126+0.035627i,-0.050259-0.004414i,-0.015939-0.017085i,0.01275-0.014778i,0.028449-0.010352i,0.023881-0.012001i,0.00064799-0.010864i,-0.015544-0.0054201i,-0.020592-0.0037569i,-0.026988+0.00018329i,-0.034006+0.0070892i,-0.029494+0.013213i,-0.013218+0.011665i,0.0019137+0.0033685i,0.0059027-0.00042813i,-0.0030514+0.0068319i,-0.012578+0.02104i
0.58302-0.39431i,0.5038-0.65165i,0.16585-0.60506i,0.017546-0.2686i,0.12061-0.0039438i,0.15604+0.049853i,0.076261+0.052432i,0.0098069+0.059391i,-0.026717+0.055853i,-0.039859+0.045665i,-0.038157+0.024613i,-0.027068+0.0041705i,-0.0074476-0.0082085i,0.0049765-0.0096735i,0.008541-0.00094526i,0.012784+0.0072806i,0.018633+0.0079575i,0.014833-0.00011939i,0.0019078-0.0069087i,-0.0033383-0.010569i,0.0045416-0.017508i,0.015174-0.022209i,0.019699-0.023769i
-0.48633+0.58315i,-0.4124+0.81657i,-0.16406+0.67759i,-0.074984+0.29902i,-0.13642+0.047563i,-0.12236-0.0069372i,-0.05297-0.013349i,-0.010316-0.0074818i,0.018989-0.00090562i,0.032985-0.0091931i,0.027818-0.012091i,0.0058378-0.00026529i,-0.01567+0.018963i,-0.014813+0.025717i,-0.0066796+0.015002i,-0.0094113+0.0059085i,-0.016915+0.0065925i,-0.013689+0.012851i,-0.0022857+0.014578i,-0.0026935+0.0057684i,-0.014983-0.0032913i,-0.022941-0.0027418i,-0.019441+0.0047892i
0.27715-0.72261i,0.13692-0.9207i,-0.091318-0.67227i,-0.095616-0.2053i,0.068497+0.056491i,0.13869+0.068433i,0.11004+0.030797i,0.069593+0.0086319i,0.031738+7.5219e-05i,0.0012297-0.00099094i,-0.01722-0.0025174i,-0.012599-0.0045937i,0.0035448-0.014145i,0.0038402-0.017651i,-0.001106-0.0044815i,0.0076514+0.0079716i,0.020481+0.0067646i,0.019071-0.0027162i,0.0068224-0.005303i,-0.0027732+0.0044905i,-0.0063959+0.015761i,-0.0011947+0.01625i,0.0072112+0.0060049i
-0.075094+0.81889i,0.088628+1.0571i,0.26566+0.83142i,0.24892+0.34158i,0.087006-0.012967i,-0.03238-0.11916i,-0.062403-0.09598i,-0.035732-0.052695i,-0.0022625-0.038152i,0.0063073-0.027422i,0.0078526-0.0038609i,0.0043747+0.016772i,-0.0014554+0.030312i,0.010221+0.028156i,0.023246+0.0075997i,0.01825-0.010562i,0.0075582-0.010102i,0.0079862-0.00053804i,0.015949+0.0032864i,0.018228+0.0028955i,0.013829+0.0032452i,0.0038537+0.0002732i,-0.0081369-0.0035646i
-0.13586-0.81406i,-0.27784-1.0068i,-0.32575-0.75945i,-0.23363-0.3071i,-0.11777+0.00037125i,-0.049068+0.10746i,-0.01167+0.089984i,-0.021706+0.035823i,-0.051548+0.024324i,-0.056601+0.034835i,-0.04239+0.027821i,-0.017013+0.0054485i,-0.0015611-0.018031i,-0.011787-0.020956i,-0.024686-0.0054776i,-0.020299+0.0068367i,-0.0080737+0.003749i,-0.0068507-0.0083676i,-0.011781-0.015723i,-0.0074565-0.012902i,0.0040653-0.0032716i,0.013134+0.006721i,0.015899+0.011692i
0.36495+0.72237i,0.55705+0.87073i,0.56201+0.6121i,0.39507+0.19415i,0.20272-0.060564i,0.058551-0.12101i,-0.014392-0.073417i,-0.0051759-0.015064i,0.026987-0.0064118i,0.04174-0.013527i,0.044349-0.010549i,0.026563-0.00014811i,0.010371+0.016484i,0.021035+0.01887i,0.034398+0.0021475i,0.025809-0.012645i,0.0080435-0.013853i,0.002551-0.0054906i,0.0034339+0.0019724i,0.0023298-8.1775e-05i,0.00065536-0.011762i,-0.0037443-0.021471i,-0.0093089-0.020743i
-0.52617-0.61572i,-0.72849-0.78429i,-0.67802-0.63217i,-0.4926-0.29101i,-0.31286+0.012085i,-0.1255+0.16466i,0.0098169+0.14151i,0.023582+0.065354i,-0.0038047+0.044929i,-0.0092408+0.040433i,-0.012303+0.022624i,-0.010624+0.003428i,-0.0064607-0.014621i,-0.021152-0.017643i,-0.039659+0.00073448i,-0.035438+0.022281i,-0.018936+0.025192i,-0.014669+0.014298i,-0.01649+0.0063236i,-0.013761+0.0026631i,-0.012988+0.0040058i,-0.0097461+0.010635i,-2.6984e-05+0.015945i
0.62658+0.42766i,0.78881+0.54565i,0.63588+0.45596i,0.41402+0.23887i,0.29877+0.013858i,0.17846-0.13287i,0.061669-0.12603i,0.039669-0.059093i,0.052381-0.048586i,0.038469-0.05925i,0.020291-0.050349i,0.005276-0.026573i,0.00080767+0.0011232i,0.021736+0.012314i,0.047137+0.00025938i,0.048065-0.014379i,0.033042-0.01208i,0.024697+3.5361e-06i,0.021235+0.0074965i,0.013553+0.010667i,0.0063421+0.0087105i,0.0029675-0.0020186i,-0.00058786-0.012599i
-0.69639-0.21891i,-0.87911-0.28625i,-0.72778-0.25284i,-0.49411-0.1314i,-0.34404+0.019484i,-0.1836+0.11077i,-0.057712+0.068745i,-0.045275-0.0048674i,-0.067334-0.005301i,-0.063339+0.020572i,-0.049446+0.030676i,-0.031415+0.023104i,-0.024386+0.0041934i,-0.043088-0.0011335i,-0.059794+0.011921i,-0.048955+0.020557i,-0.026927+0.012633i,-0.013842-0.0001794i,-0.0066041-0.0065953i,0.0015693-0.0083024i,0.0045837-0.0028809i,0.0016717+0.0077893i,0.0018159+0.015071i
0.69205+0.031215i,0.85005+0.1072i,0.69147+0.20916i,0.48537+0.20073i,0.35845+0.03634i,0.18698-0.1199i,0.042205-0.10977i,0.020174-0.035235i,0.038776-0.023396i,0.034927-0.034439i,0.023948-0.030221i,0.012691-0.014535i,0.014064+0.0059105i,0.03998+0.0087893i,0.061491-0.008384i,0.05248-0.021579i,0.032376-0.01947i,0.019606-0.012768i,0.009996-0.0081731i,0.0010315-0.0042424i,-0.0012309-0.0030796i,0.0013048-0.0055788i,0.00037893-0.01146i
-0.59987+0.17302i,-0.69196+0.13327i,-0.50055-0.034576i,-0.32391-0.13062i,-0.28313-0.033229i,-0.21084+0.11154i,-0.11826+0.12556i,-0.091224+0.075309i,-0.084446+0.070852i,-0.058837+0.080536i,-0.033104+0.069002i,-0.016387+0.045762i,-0.014276+0.023161i,-0.033527+0.016926i,-0.052705+0.025336i,-0.049366+0.029349i,-0.035019+0.021798i,-0.024043+0.012083i,-0.014157+0.006643i,-0.0043421+0.0015604i,0.00078246-0.0023291i,0.00032085-0.00088704i,-0.0011895+0.0045408i
0.49024-0.33613i,0.57619-0.3245i,0.44581-0.1125i,0.31572+0.049371i,0.26476+0.016004i,0.18547-0.066049i,0.11053-0.050548i,0.096-0.0069703i,0.092117-0.018599i,0.066835-0.049071i,0.043113-0.056998i,0.02845-0.044399i,0.026205-0.027658i,0.044077-0.022902i,0.061393-0.027208i,0.056413-0.023325i,0.038596-0.011233i,0.023378-0.0030824i,0.01079+0.0001895i,-3.8566e-05+0.00291i,-0.0052993+0.0041979i,-0.0016927+0.0027808i,0.0025457-0.0013944i
-0.3243+0.42394i,-0.37844+0.38653i,-0.29103+0.094804i,-0.2206-0.11267i,-0.19889-0.056333i,-0.12908+0.06633i,-0.049021+0.072552i,-0.022578+0.025343i,-0.02358+0.021712i,-0.019237+0.044189i,-0.015954+0.052923i,-0.015231+0.042582i,-0.019792+0.024645i,-0.040153+0.016693i,-0.057731+0.020361i,-0.049664+0.018984i,-0.027926+0.010631i,-0.0098403+0.005126i,0.0015943+0.0029749i,0.0090809+5.2255e-05i,0.011578-0.0046373i,0.005924-0.00823i,0.00037868-0.0060471i
0.14628-0.47952i,0.1454-0.46404i,0.075566-0.17785i,0.050406+0.045501i,0.095158+0.027842i,0.11921-0.068125i,0.10459-0.088897i,0.079418-0.064428i,0.05681-0.060099i,0.033342-0.070058i,0.014637-0.070684i,0.0018897-0.056803i,0.0011982-0.032987i,0.022463-0.018993i,0.044707-0.019877i,0.044241-0.018292i,0.028836-0.012243i,0.013022-0.010533i,0.00019457-0.011928i,-0.011154-0.011101i,-0.018284-0.0044242i,-0.015686+0.0040096i,-0.0091622+0.0070214i
0.025256+0.48398i,0.031564+0.47614i,0.022841+0.21291i,-0.010313+0.0043747i,-0.058773-0.011587i,-0.10162+0.019785i,-0.12228+0.0065939i,-0.11164-0.013113i,-0.086693+0.00010741i,-0.057504+0.031261i,-0.031635+0.050824i,-0.015737+0.050154i,-0.014568+0.038359i,-0.030806+0.032995i,-0.045291+0.033114i,-0.04124+0.023609i,-0.026242+0.0092997i,-0.011637+0.004248i,-0.0031178+0.0081951i,0.0025154+0.012259i,0.0086479+0.0096868i,0.0094394+0.00017011i,0.0061245-0.0066754i
-0.18286-0.41044i,-0.21-0.37464i,-0.14972-0.11955i,-0.072888+0.052159i,-0.014284+0.034802i,0.03784-0.01733i,0.058837-0.018713i,0.039438+0.0045127i,0.024912+0.0062092i,0.020429-0.021405i,0.0103-0.040844i,0.0010961-0.035468i,0.005166-0.022613i,0.024517-0.018399i,0.041328-0.016952i,0.039452-0.006912i,0.023435+0.0016284i,0.0067724+0.00040514i,-0.0017834-0.0027135i,-0.0052421-0.0021326i,-0.0077551+0.0035401i,-0.0064526+0.01245i,-0.0025116+0.016754i
0.32693+0.32324i,0.38533+0.28574i,0.30595+0.10061i,0.19972-0.0035163i,0.095921+0.011355i,-0.028874+0.042656i,-0.094603+0.061939i,-0.068003+0.059959i,-0.034273+0.050277i,-0.023946+0.057945i,-0.012889+0.063185i,-0.0017837+0.05057i,-0.0029819+0.032804i,-0.015626+0.023429i,-0.026194+0.016791i,-0.025139+0.00413i,-0.014383-0.0035327i,-0.00088032-0.00085985i,0.008635+0.0043532i,0.015442+0.006959i,0.021382+0.0018562i,0.020224-0.0096265i,0.01148-0.015251i
-0.39833-0.19324i,-0.43803-0.15867i,-0.30613-0.060391i,-0.1874-0.030487i,-0.10518-0.031799i,0.019034-0.0041939i,0.10591+0.0074749i,0.09488+0.0023605i,0.062122-0.0075185i,0.041286-0.033691i,0.02175-0.051897i,0.0068997-0.045848i,0.0024694-0.030318i,0.012361-0.020444i,0.024541-0.013098i,0.025956-0.00047715i,0.015724+0.0065985i,0.002601+0.0022291i,-0.0027351-0.0071862i,-0.0028911-0.017732i,-0.0070156-0.021244i,-0.0097648-0.012327i,-0.0066504-0.0011903i
0.43472+0.042647i,0.47054-0.012193i,0.32982-0.049071i,0.22236-0.0026213i,0.15644+0.032437i,0.040251+0.0053846i,-0.036494-0.01126i,-0.020215-0.016605i,-0.0021805-0.01759i,-0.0045406+0.010686i,-0.0023547+0.034629i,-0.00026507+0.031793i,-0.0018971+0.021906i,-0.010274+0.015783i,-0.021454+0.0079953i,-0.02302-0.0037831i,-0.012061-0.0091734i,0.0002486-0.0042229i,0.00018598+0.0010864i,-0.007619+0.005763i,-0.0095859+0.0089294i,-0.0054516+0.0050975i,-0.0029094-0.0018231i
-0.43062+0.09729i,-0.46577+0.14317i,-0.33591+0.089913i,-0.24436-0.033965i,-0.17601-0.078552i,-0.032185-0.035109i,0.061809-0.027026i,0.033402-0.033139i,-0.0030149-0.019649i,-0.0061247-0.024511i,-0.0093084-0.034118i,-0.012309-0.026766i,-0.0083652-0.014736i,0.0017426-0.0069448i,0.012421+0.0029002i,0.016161+0.015312i,0.0094974+0.017283i,-0.0019636+0.0097962i,-0.0078822+0.003135i,-0.0085749-0.00065713i,-0.0090824-0.0011558i,-0.0082827+0.002195i,-0.0045298+0.0063681i
