-0.00093788+0.0013884i,0.00043302+0.00049441i,-0.0011863-2.8714e-06i,-0.0017548+9.8369e-05i,-0.00091107+0.00055711i,-0.00064386+0.0022689i,-0.00067873+0.0042279i,-0.00046758+0.003375i,0.00038578+0.0011725i,0.0014426-0.00029024i,0.0018512-0.00065074i,0.0008588-0.001016i,-0.00055074-0.00011444i,-0.00067906+0.00081864i,-0.00086576-9.5073e-06i,-0.00084509-0.00078398i,-3.4134e-05-0.00052489i,-0.00014021+3.4041e-06i,-0.00042302-0.0001797i,0.00018151-0.0007581i,0.0006134-0.0010708i,0.00027867-0.0012291i,-0.0005663-0.00067378i
-9.8413e-05-0.0014513i,0.0004986-0.0011768i,-0.00019247-0.00081479i,-0.000825+0.0010281i,9.384e-05+0.0022765i,0.00062748+0.0020855i,0.0006322+0.001088i,0.001055+0.00040267i,0.0019255-0.00079685i,0.0016432-0.0013631i,0.0013505-0.0008354i,0.00079559-0.00068847i,-4.6817e-06-0.0009828i,-7.9145e-05-0.00052305i,-0.00038148-0.00018085i,-0.0006226-0.00040543i,-0.00024623-0.00032011i,-9.3081e-05-3.4121e-05i,0.00075003-6.6194e-05i,0.0015812+9.9917e-05i,0.00059309+0.00071463i,3.9799e-05+5.6182e-05i,0.00077701-0.00053083i
-0.00083931-0.0010053i,0.00011692-0.00040062i,4.0154e-05+7.7943e-05i,-0.00023558+0.0015248i,-0.00026502+0.0022574i,-0.00037937+0.0015917i,-0.00025431-9.3882e-05i,0.00027306-0.0018319i,0.0009558-0.0025392i,0.00045862-0.0025583i,-0.00016597-0.0014668i,-0.00023653-8.1633e-05i,-0.00058742+0.00051791i,-0.00043689+0.00080467i,-0.00083377+0.00087464i,-0.0003807+0.0011131i,0.00069009+0.0010101i,0.00057908+0.00024974i,0.00035222-0.00026163i,5.1637e-05-0.0010417i,-0.00021592-0.0014299i,-0.0006505-0.0011471i,-0.0006075-0.00078573i
-0.0016962+0.0021121i,-0.0018951+7.5216e-06i,-0.001411+0.0008282i,3.7957e-05+0.0025169i,0.0010253+0.0020751i,0.001279+0.00090149i,-0.00017987-1.8244e-05i,-0.0020295-0.0014427i,-0.0028725-0.0023414i,-0.0030012-0.0017314i,-0.002003-0.00049879i,-0.00082601+0.00062316i,-0.00070634+0.0014111i,-0.00071387+0.001691i,-0.0001408+0.0010236i,0.00046946+0.00024854i,0.00067453+0.00022425i,0.0005041-6.1377e-05i,0.0001806-0.0009844i,-0.00018976-0.00046668i,-9.8614e-05+0.00018737i,0.00015365+5.6452e-05i,-0.00040125-8.8414e-05i
-0.00038773+0.0023387i,-0.00048843+0.0018927i,-0.00026938+0.002137i,0.00062676+0.0019549i,0.0010587+0.0012568i,0.00019812-0.00010112i,-0.0014167-5.2574e-05i,-0.002623+0.00080296i,-0.0037582+0.00083964i,-0.004291+0.00090246i,-0.0024378+0.00053885i,-0.0004019+0.00052051i,0.00012505+0.0009134i,-0.00025984+0.00059514i,-0.00024759-4.8064e-05i,0.00028354+4.9118e-06i,0.00073725+0.00072045i,0.00044563+4.9465e-05i,0.00015719-0.00062624i,0.00063261-3.3679e-05i,0.00079587+0.00016413i,0.00028684-0.0013791i,-0.00022389-0.0017996i
0.00072178+0.00074615i,0.00084231+0.00060555i,0.00032028+0.001412i,0.00098405+0.0025438i,0.0020023+0.0016563i,0.0015491+0.00086989i,0.00014952+0.0010591i,-0.00041207+0.0021023i,-0.0008424+0.002777i,-0.0012888+0.0030891i,-0.00015958+0.0030189i,0.0012718+0.0014056i,0.001066+0.00073742i,-8.9348e-05+0.00025398i,-0.00034708-0.00046098i,0.00018556+0.00025443i,0.00061149+0.00068426i,0.00039488+1.2488e-05i,1.9949e-05-0.00058003i,6.814e-05-0.00029015i,-4.5164e-05-0.00031142i,-0.00035931-0.00012534i,0.00014391+5.4848e-05i
0.0007847+0.0006326i,0.00028873+0.00083746i,0.0013333+0.0014962i,0.0017422+0.0015665i,0.00077783+0.00054708i,4.5746e-05-5.1418e-05i,-2.1932e-05+0.00095302i,0.00014276+0.0024927i,0.00087951+0.0035606i,0.0011186+0.0031079i,0.00090967+0.0019692i,0.00057616+0.00052841i,0.00090204-0.00010259i,0.0015616+2.0771e-05i,0.0012279-0.00073245i,0.00040792-0.00083113i,-0.00023458-0.0005584i,1.803e-05-0.00087442i,0.00058759-0.00064393i,0.0012209+1.4806e-05i,0.00079494+7.8503e-05i,7.8423e-05-0.00015033i,0.00044582-8.2366e-05i
0.0026982-8.7387e-05i,0.0026058+0.00069787i,0.0027056+0.00098372i,0.0024216+0.0012144i,0.0015572+0.00117i,0.0018142+0.00093595i,0.0019852+0.0011364i,0.002135+0.0010923i,0.0031748+0.00041296i,0.0031979-0.00033394i,0.0021515-0.00092298i,0.0014155-0.0014509i,0.0018784-0.0011919i,0.0017027-0.00099544i,0.00030493-0.00093718i,-4.0324e-05-0.00064876i,0.00020861-6.0875e-05i,0.00061956-0.00022672i,0.0010582-0.00016241i,0.00030143+0.00017347i,5.3314e-05-0.00058102i,0.00032604-0.00088146i,0.00034657-7.3007e-05i
0.0010368+0.00086129i,0.001074+0.0010699i,0.0013811+0.0017439i,0.0015571+0.0021208i,0.0017547+0.0014317i,0.0013986-3.816e-05i,0.00050248-0.0011173i,0.00063665-0.0015772i,0.0027278-0.0020264i,0.0037764-0.0016251i,0.0025008-0.001528i,0.00098193-0.0019215i,-7.29e-05-0.00046918i,-0.00069186+0.00086047i,-0.00043871+0.00089712i,-0.00021754+0.00089954i,-0.00063541+0.00073468i,-0.0007817+0.00019935i,-9.1637e-05-0.0002856i,0.0010179-0.00044294i,0.0011748+1.1515e-06i,0.00064542+0.00024402i,0.00073265+4.0314e-05i
0.0018606+0.00031277i,0.0021378+0.0002853i,0.0024839+0.0007462i,0.0017145+0.0012619i,0.00044317+0.0013288i,0.00015292+0.00076288i,0.00037512-0.00038995i,-0.00041472-0.0018025i,-0.00040352-0.0027289i,0.00055243-0.0037385i,-9.8427e-05-0.0035143i,-0.0013364-0.0020675i,-0.0016799-0.0016972i,-0.0011106-0.00088169i,-0.0011226+8.1679e-05i,-0.0016801+5.6853e-05i,-0.00063046+0.00031057i,0.00079624+0.00016925i,0.0010679+0.00019667i,0.00014489+6.0509e-05i,-0.00034127-2.5329e-05i,0.00043299+0.00010375i,0.0011139+0.00055487i
-9.0659e-05-0.00012996i,0.00060509+0.0002766i,0.0011996+0.00096234i,0.0010633+0.00033557i,0.0020236-0.0005318i,0.0016381-0.0010031i,-0.001181-0.0012011i,-0.0032901-0.0011333i,-0.0037908-0.0015828i,-0.0030933-0.0015147i,-0.0021141-0.00043778i,-0.0009416-0.00020583i,-0.00034239-0.0002132i,-0.00045169+0.00025239i,-2.3185e-05+0.00098871i,0.00080572+0.00070816i,0.00096176+0.00018581i,0.00076508+0.00042689i,0.00081865+0.00039028i,0.00035004-0.00040387i,-4.9476e-05-0.00091261i,-0.00015947-0.0005337i,-0.00021518-1.6509e-06i
-0.0018894+0.00057463i,-0.0016388+0.0003346i,-0.0026955+0.0020312i,-0.0016674+0.0028253i,-0.00010568+0.0032574i,0.00038017+0.0019697i,-0.00089245+0.0002698i,-0.0027773+0.00045493i,-0.0036537+0.0013869i,-0.0041309+0.0021465i,-0.0026972+0.0022894i,-0.00073962+0.0013613i,-0.00066082+0.0012405i,-0.00031337+0.0014203i,0.00029525+0.0016342i,0.00014807+0.0018798i,7.6741e-05+0.0014122i,0.00022072+0.00068423i,0.00059813+4.554e-05i,0.00078595-0.00031833i,5.3653e-05-0.00048737i,-0.00069434-0.00051853i,-0.00076601-0.00043702i
0.00035738+0.0024681i,0.00090764+0.0030699i,0.00035319+0.0037101i,0.00025323+0.0035884i,0.0015322+0.0025218i,0.0010621+0.0010326i,-0.00039863+0.0015556i,-0.0010724+0.0035641i,-0.0019733+0.0044351i,-0.0020432+0.0044762i,-0.0007945+0.0035262i,0.00030675+0.0017552i,0.00084348+0.00036353i,0.0012908+0.00043976i,0.00095631-0.00031954i,0.00065543-0.0011601i,0.0011375-0.00069963i,0.001262-1.2633e-06i,0.00043604-9.1367e-05i,0.00024802-0.00088328i,0.00041312-0.00071013i,0.0003333+0.00056836i,0.00018612+0.0011887i
0.00034056+0.0010938i,0.00057031+0.0002292i,0.0014776+0.00033411i,0.0027907+0.0021292i,0.0035698+0.0025605i,0.0018323+0.0019225i,-0.00012375+0.0017674i,0.00062674+0.0018825i,0.002375+0.0021045i,0.0028343+0.0016309i,0.0019966+0.00046482i,0.0012807-0.00040082i,0.00059503-0.00029741i,0.00066051-0.00046534i,0.00066013-0.0011191i,0.00094973-0.0011654i,0.00067739-0.0004733i,0.00036575+4.915e-05i,0.00097739-0.00070518i,-0.00042352-0.0010289i,-0.0015008-0.00016362i,-0.0004424+0.00026703i,-0.00022385+0.0001618i
0.00096132-0.0013526i,0.00082556-0.0011047i,0.00062278-0.00057487i,0.00064462+0.00049941i,0.0005716+0.00089882i,0.00095877+1.5864e-05i,0.0012683-0.00053728i,0.0013341-0.00028141i,0.0027905-0.00070164i,0.0028917-0.00099506i,0.0017379-0.0001793i,0.0015355+0.0002421i,0.00083289-6.8915e-05i,0.00053051-0.0004058i,-0.00025876-0.001494i,-0.0010994-0.00088365i,-0.00040055+0.00055647i,0.00013035+8.5954e-05i,0.00026378-0.0010201i,0.00065556-0.00088287i,0.00054252-3.3904e-05i,0.00014452+0.00022119i,-0.00011296+0.00063573i
-0.0026206+0.0016696i,-0.0024685+0.0021903i,-0.0029373+0.002531i,-0.0019123+0.00245i,-0.00028013+0.002024i,0.0008736+0.00052194i,0.00073183-0.00076659i,0.00015483-0.0024167i,0.00032352-0.0033226i,-0.000158-0.0028085i,-0.000446-0.0019646i,-0.00010462-0.0013248i,-0.00043118-0.00072679i,-0.00020982-0.00049239i,-5.2223e-05+0.00011645i,-0.00057273+0.0010302i,-0.00013047+0.0013384i,0.0005488+0.0013352i,0.00036253+0.001202i,-0.00039366+0.00030179i,-0.00068604-0.00038524i,3.3644e-05-0.00025017i,0.00021775-0.00027159i
0.00094553+0.0021741i,0.0013254+0.0030043i,0.0013735+0.0038678i,0.0018363+0.0048051i,0.0030707+0.0035098i,0.0028026+0.00091787i,0.00084113-0.00068372i,-0.00073809-0.0013476i,-0.0012719-0.0022623i,-0.0017875-0.0024661i,-0.0016505-0.0016388i,0.00025047-0.00056333i,0.00085831+0.00032398i,0.00026656+0.00063558i,-8.3584e-05-1.6324e-05i,-0.00016028-0.00011991i,-0.00015527-0.00042283i,-2.916e-05-0.0011131i,0.00031736-0.001049i,-0.00017207-9.0638e-05i,-0.00058081+0.00040228i,-0.00048867-0.00011627i,-0.00061917-0.00020975i
-0.0012096-0.0011711i,-0.0015907-0.00086667i,-0.0013005+0.00059317i,-0.00025872+0.0010762i,0.00037163+0.00089443i,-0.0001642-9.9896e-05i,-0.00060349-0.0011517i,-0.0019611-0.0013717i,-0.0040431-0.0010183i,-0.0043058+3.1072e-05i,-0.0030575+0.0013338i,-0.0015224+0.0015064i,-0.00040285+0.00067336i,-0.00038489+0.00078683i,-0.00085921+0.0015736i,0.00037566+0.0011815i,0.0012908+0.00012882i,0.0012707-2.6221e-05i,0.0011926-0.00024328i,0.0008062-0.00080929i,-0.00021811-0.00078174i,-0.00055022-0.0007029i,-0.00015653-0.00029467i
-0.00065446-0.00097131i,-0.00056157-0.0024236i,-0.0013452-0.0027629i,-0.0013875-0.0016578i,-0.0011023+0.00030902i,-0.0014912+0.0016832i,-0.0019719+0.0019311i,-0.0025077+0.001985i,-0.0030443+0.0024151i,-0.0034378+0.0028674i,-0.0023968+0.0024584i,-0.0011073+0.00068221i,-0.00032333-0.00031311i,-6.5407e-05+2.522e-05i,-0.00044675+0.00045761i,-0.00037938+0.00029498i,0.0004527+0.0008241i,0.00066534+0.0010425i,2.5956e-05-2.1956e-05i,3.6293e-05-0.0007871i,0.00034267-0.00086915i,0.00073406-0.00066997i,0.00085245-0.00056551i
-0.0027495-0.0010244i,-0.0032138-0.00062362i,-0.004412+0.00034973i,-0.0038523+0.0018354i,-0.0013157+0.0026517i,0.00084914+0.0024489i,0.00067791+0.002985i,8.5387e-05+0.0035636i,0.00067123+0.0034035i,0.0017877+0.0037712i,0.0024188+0.0031678i,0.0019163+0.00097244i,0.0019297-0.00061183i,0.0018932-0.00013662i,0.0011129+0.00083324i,0.00094983+0.00082017i,0.00050632-0.00015205i,0.00021791-0.00057764i,-0.00071469+8.0308e-05i,-0.0012382+7.4191e-05i,-0.00075441-1.0335e-05i,-5.8359e-05+0.00065894i,0.00062692+0.00057724i
-0.00075839-0.0013995i,-0.00053283+0.00033803i,0.00015881+0.0036055i,0.00083979+0.0050799i,0.0012241+0.0043252i,0.0013075+0.0024902i,0.0013117+0.00097439i,0.0022922+0.00089532i,0.0038928+0.0014357i,0.003547+0.0014982i,0.0022994+0.0011564i,0.0015893+0.00021801i,0.00029455-0.00034666i,-0.00041184-9.6098e-05i,-0.0002707-0.0002917i,-0.00022391+0.00010711i,0.00053987+0.00032718i,0.0015122-0.00033495i,0.0014283-0.0013543i,0.00087655-0.0018629i,-0.00013502-0.0011887i,-0.0010963-9.6384e-05i,-0.00059604+0.00082293i
-0.0024147-0.00036817i,-0.0014191-0.0010884i,-0.00037282-0.0020292i,0.00039512-0.001655i,0.0014814-0.0012743i,0.0018742-0.00084333i,0.0015934-0.00033831i,0.0014609-0.0013305i,0.0018631-0.002173i,0.0013206-0.0021251i,0.00099904-0.0014611i,0.00063693-0.0012577i,-0.0011034-0.0014303i,-0.0027876-0.00065677i,-0.0030597+7.0702e-05i,-0.0016121+0.00034508i,-7.0423e-05+0.0003008i,-0.00021666+0.000841i,-0.00085438+0.0010293i,-0.0003662-0.00016765i,0.00034974-0.00027165i,0.00026707+0.00032132i,0.00054798-0.00018833i
-0.00065439-0.00025427i,-0.0010082+0.00017834i,-0.00069122+0.00091141i,-0.00013142+0.00202i,0.00025381+0.0027485i,0.00062044+0.0025105i,-0.00019945+0.00054555i,-0.00075902-0.0015252i,-0.00083724-0.0025625i,-0.0012863-0.0023326i,-0.00097718-0.00090295i,-4.4435e-05+0.00010367i,0.00038695-0.00022343i,0.00012681-0.00080366i,1.7799e-05-0.00070576i,0.00032954-4.3946e-05i,0.00049811+0.00060217i,5.4601e-05+0.00049335i,-0.00019205+0.00030271i,-0.00067224+0.00037475i,-0.00014488+0.00076191i,0.00078915+0.00064981i,0.00043264-6.3142e-06i
0.00080986+0.00036592i,0.001391+0.00020166i,0.0005763+0.0012288i,-0.001189+0.0020244i,-0.0010617+0.0019451i,-0.00086272+0.00075069i,-0.00081961-0.00042612i,-0.0016625-0.0014872i,-0.0030297-0.0014616i,-0.0031372+0.00026752i,-0.0013918+0.0014191i,0.00048161+0.0011702i,0.0002259+0.0010793i,-8.345e-05+0.00088349i,0.0001907+0.00047402i,0.00026068+0.00019342i,0.0001927-0.00018663i,-0.00018744+0.0001985i,2.105e-05+0.00024707i,0.00065114-0.0011559i,0.00030215-0.001007i,-0.0010255-0.00016632i,-0.0007132+2.0081e-05i
0.00047618+3.3136e-05i,-0.0001004+8.7855e-05i,-0.00091545-0.00023599i,-0.00035951+0.0011465i,-8.6324e-05+0.0010903i,-8.191e-05+0.0003499i,-0.00091257+0.00080138i,-0.00217+0.0011577i,-0.0028005+0.0016588i,-0.0026132+0.0023173i,-0.00094262+0.0020493i,-9.8757e-05+0.00076225i,-0.00038341-0.00016725i,-0.00025325-0.00021477i,-0.00038297+8.003e-05i,-0.00058497+0.00085736i,-8.6826e-05+0.0011726i,0.00056717+0.00057542i,0.00093856-4.4273e-06i,0.0010084-5.6865e-05i,0.00043562-0.00029657i,0.00023861-0.0006207i,0.00058415-0.00038785i
-0.00013376-0.001994i,-0.00075514-0.0019597i,-0.00082039-0.0014875i,-0.00024891+0.00077817i,0.00035628+0.0026134i,0.0004101+0.0026388i,-0.0012895+0.0027592i,-0.0024025+0.0032198i,-0.0016616+0.0033829i,-0.00096125+0.0032694i,-5.9627e-05+0.0022236i,0.00082259+0.00086911i,0.00045952+4.6339e-05i,-0.00035829-1.2606e-05i,-0.00034237+0.00017123i,0.00032817+0.00024622i,0.00061241+0.00019586i,0.00092712-0.0003336i,0.00051606-0.0004031i,-0.00012833-9.5202e-05i,-0.00034408+0.00029528i,-0.00021707+0.00078916i,0.00017964+0.00096284i
-0.0034253+0.0015597i,-0.0037851+0.0014485i,-0.002083+0.002433i,-0.00047069+0.0030289i,0.00012321+0.0022305i,0.0012852+0.0015167i,0.0011384+0.0020591i,0.0010607+0.0029363i,0.0025517+0.0027485i,0.0026778+0.0021184i,0.0016078+0.0012752i,0.00083685+0.00031206i,8.2296e-05+0.00041761i,0.00061121+0.0010791i,0.0016554+0.00083492i,0.0020213-0.00039243i,0.0020304-0.0012034i,0.0014043-0.0011745i,0.00062256-0.0010992i,-0.00027097-0.00082316i,-0.0011734-0.00028583i,-0.00051754+0.00028305i,0.00013031+0.0007448i
0.00066496+0.0026759i,0.00022532+0.0023441i,0.00065428+0.0019076i,0.0016931+0.0022127i,0.0026627+0.0013708i,0.0026462-0.00045468i,0.002342-0.00038034i,0.0024659-1.9293e-05i,0.0028827-0.00076443i,0.0030682-0.0016187i,0.0019258-0.0018195i,0.00072193-0.0017972i,0.00048996-0.0019642i,0.00073036-0.0012099i,3.699e-05-0.00054224i,0.00014437-0.0006673i,0.0011077-0.000706i,0.0014794-0.00068816i,0.0010234-0.00019741i,0.0003578-0.00066772i,0.00038298-0.00079455i,0.00038873-0.00013229i,0.00027865+0.00053564i
0.0012227-0.0028927i,0.00080062-0.0013319i,0.0018055+0.00026156i,0.00196+0.0014027i,0.0015138+0.0011692i,0.0012874+6.459e-05i,0.00083077-0.0015379i,0.0011311-0.002809i,0.00097501-0.0035854i,-0.00050732-0.00387i,-0.00038095-0.0023788i,0.00069122-0.0011105i,0.00014475-0.00090991i,-0.00064023-0.00084305i,-0.00095507-0.0009795i,-0.00059643-0.00031992i,-0.00015231+0.00028157i,0.00022714-8.5994e-05i,0.00075494-0.00063261i,0.0013001-0.00075018i,0.00073212-9.5374e-05i,-0.00037608+0.00047023i,-0.00049723+8.8652e-05i
-0.0011803-0.0006269i,-0.0023918-0.00065687i,-0.0030112-0.0013932i,-0.0020649-0.00014657i,-0.0010269+0.0010821i,-0.0011721+0.00078603i,-0.0014525-0.00058398i,-0.0015394-0.0021534i,-0.001963-0.0030235i,-0.0032405-0.0020475i,-0.0027331-0.0010077i,-0.001113-0.00065443i,-0.0012854+0.00027976i,-0.001395+0.00092722i,-0.00066169+0.00094037i,-0.00033841+0.00075203i,-0.00032101+0.00038291i,-0.00022582+0.00054433i,-0.00037404+0.00070812i,-0.0003431+2.3988e-05i,-0.0005025-0.0010114i,-0.00059892-0.0010831i,4.9236e-05-0.00039474i
-0.001544+0.0024113i,-0.0016597+0.0024446i,-0.001383+0.0025219i,-0.00092464+0.0037475i,0.00021402+0.0026186i,0.0014218+0.00032388i,0.00021812-0.00052295i,-0.002582-0.00015552i,-0.0043045+0.00063957i,-0.0038454+0.0015391i,-0.0024461+0.0021266i,-0.0014035+0.0012024i,-0.00010584+0.0007864i,0.0013507+0.0015649i,0.0011165+0.001485i,0.00049278+0.0013349i,0.00085502+0.0015455i,0.0011045+0.0013405i,0.00077222+0.00019485i,0.0003446-0.00026543i,-0.00017694-0.0006819i,0.0001117-0.0007668i,0.00072793-0.0004419i
-0.00083993+0.00026814i,6.3186e-08+0.00050349i,0.00030301+0.0024143i,0.00014718+0.0039646i,-0.00012312+0.0031864i,-0.00020726+0.0019961i,-0.0014777+0.0018487i,-0.0030912+0.0028163i,-0.0031259+0.003409i,-0.0014291+0.0032552i,0.00041585+0.0029532i,0.00084416+0.0014039i,0.0012162+0.00064999i,0.0011966+0.00039604i,0.00096903+0.00022972i,0.0013401+0.00049468i,0.0014776-3.4841e-06i,0.00090017-0.00018414i,-0.00026224+7.3843e-06i,-0.00037379-3.4844e-05i,0.00036954+0.00013823i,0.00019226-0.00029584i,0.0002303-0.00067398i
0.0015472+1.667e-05i,0.00087051+0.0013238i,0.00025632+0.002171i,0.00048867+0.0022764i,0.00052793+0.0017i,-9.39e-05+0.00075143i,-0.00050342+0.00085305i,-0.0003163+0.0023122i,0.0004823+0.003291i,0.0011636+0.0025582i,0.0010563+0.001395i,0.00018726+0.00080645i,0.000177+0.00028793i,0.00021208+0.00026954i,-0.00073587+0.0003043i,-0.00068719+5.2825e-05i,0.00011835-0.00053589i,9.877e-05-0.00092044i,-0.00040555-0.00080492i,-0.00077934-0.00064928i,-0.001143-0.0010136i,-0.00015743-0.00057565i,0.00024166+1.8128e-05i
0.00057064-0.00087115i,0.0011682-0.00017197i,0.00093583-0.0012915i,0.001072-0.00099059i,0.0011872+0.00084542i,0.0014683+0.0018651i,0.0013122+0.0029885i,0.0018015+0.0038654i,0.0027016+0.0024522i,0.0025347-0.00014879i,0.0021039-0.0013765i,0.0015184-0.001335i,0.00012816-0.001375i,-0.0010967-0.0010344i,-0.0012067-0.00060386i,-0.00053446-7.6217e-05i,0.00031004-0.00024727i,0.00072824-0.00096774i,0.0012122-0.00066605i,0.001075-0.00042408i,0.0012253-0.0010258i,0.0010532-0.00088475i,-0.00013212-0.00039059i
-0.0019897+0.0012076i,-0.0025597+0.0017668i,-0.003076+0.0030329i,-0.0022099+0.0038563i,-0.00028982+0.0033124i,0.0011089+0.0017154i,0.001333+2.7994e-05i,0.0015021-0.0004576i,0.0018341-0.00077413i,0.0012489-0.0014404i,0.0010225-0.0013759i,0.0010756-0.00079601i,0.00024549-0.00016188i,-0.0001736-0.00047217i,-0.0002877-0.0011934i,-0.00027093-0.00067899i,0.00046706+0.00064664i,0.00030133+0.00098857i,0.00041285+0.00035344i,0.00044588+0.00011991i,0.00020065+0.00029664i,0.00094427+0.0001503i,0.0012241+4.7139e-05i
0.00064695+0.00071771i,0.00099047+0.00084975i,0.0017185+0.00079057i,0.0019168+0.0017892i,0.0019399+0.0017971i,0.001257+0.00071719i,0.00069361-0.0014493i,0.000846-0.0030877i,0.0002524-0.0031844i,-0.0014354-0.0029319i,-0.0017584-0.0017191i,-0.0016131-0.00059908i,-0.0015267+5.0794e-05i,-0.0010116+0.0014719i,-0.0004023+0.0017576i,-0.00053202+0.0011608i,-0.001231+0.00027613i,-0.001192-0.00055337i,-0.00053699-0.00058527i,-0.00026123-0.00039211i,-0.00059417-0.00048475i,-0.00036434-0.00024623i,0.00021119+0.0003585i
-0.00059388-0.000304i,0.0014302-0.0010434i,0.001942+0.00010467i,0.0017283+0.0010959i,0.0012308+0.0011196i,0.00084487+0.00060214i,0.00010533-0.00038799i,-0.0015072-0.0013442i,-0.0030722-0.0013745i,-0.0035876-0.00025837i,-0.0023214+0.00074688i,-0.0011219+0.00076648i,-0.0010013+0.00083724i,-0.00066676+0.0013158i,-0.00027316+0.0018418i,-2.4697e-05+0.0013751i,0.0005642+0.00078635i,0.0012548+0.00028088i,0.0010484-0.00045035i,0.00053363-0.00088745i,-0.00033249-0.00060021i,-0.00047113-0.00053448i,0.00050935-0.00015857i
0.001526+0.00063787i,0.00084319+0.0012344i,-0.0015088+0.0017029i,-0.0022781+0.002809i,-0.00099844+0.0021811i,-0.00073916+0.00050119i,-0.0021123+0.00030087i,-0.0030144+0.00022313i,-0.0026336+0.00049398i,-0.0019605+0.0018644i,-0.0011252+0.0027228i,-0.0002129+0.0013847i,-1.1358e-05-0.00035969i,6.1276e-05-1.6681e-05i,0.00025178+0.00020288i,0.0004425+5.5921e-05i,0.00047974-8.7999e-05i,0.00047196+0.00017671i,0.00045902+0.0010426i,-0.00014215+0.00097248i,0.00023718-8.9644e-05i,0.0010427-0.00044064i,0.0012493-0.00050371i
6.4097e-05-0.0018576i,0.00058853-0.0019706i,-0.0001086-0.00097281i,0.00013057+0.00041863i,0.001247+0.00071176i,0.00080091-0.00025666i,-0.0013491-0.00058097i,-0.0026495+0.0010383i,-0.0010589+0.0016494i,0.00071456+0.001809i,0.00051571+0.0027066i,0.00018803+0.0024792i,0.0006947+0.0014622i,0.00086227+0.0010107i,0.00073419+0.00013935i,0.00048155-0.00018518i,-0.00019361-2.9079e-05i,-0.0010169+0.00046705i,-0.00117+0.00048748i,-0.00075489+0.00018062i,-0.00035713-0.00019812i,-0.00035491+2.7184e-05i,-0.00074786+0.00079084i
-0.001379-0.00044566i,-0.0017019-0.00010394i,-0.00094311+0.0012047i,8.2735e-05+0.0031228i,0.00020229+0.003413i,-3.1655e-05+0.0028679i,-0.00050179+0.002416i,-0.00086963+0.0026042i,0.00049107+0.0026256i,0.0019588+0.0018245i,0.0015404+0.00055555i,0.0010282-0.00016977i,0.00065162+0.00010377i,-0.00046277+6.5715e-05i,-0.00097076-0.0014382i,-0.00058157-0.0013037i,-0.00030348-0.00067234i,6.3976e-05-0.0010305i,0.00016708-0.00061071i,0.00044372-0.00023055i,0.00071183-0.0006977i,-2.7611e-05-0.00038318i,-0.0004737+0.00026745i
-0.0011839-9.7999e-05i,-0.001575+1.5343e-06i,-0.00098954+0.0010841i,-0.0010814+0.0016121i,-0.00037937+0.0014953i,0.00015524+0.00079948i,-0.00069603+0.0013673i,-0.00032052+0.0018304i,0.00069447+0.0007426i,0.0010322-0.00065789i,0.00081509-0.00032597i,0.00099709+0.0015284i,0.00055053+0.0006953i,-0.00025182-0.00061776i,1.915e-05+0.00019901i,0.00015484+0.0010903i,4.506e-05+0.0011271i,0.00030221+0.0005679i,0.00096552+0.00070327i,0.00079907+0.001271i,0.00035603+0.00067267i,0.0005782+0.0005756i,0.00070378+0.00081354i
-0.0023502-0.002308i,-0.0022021-0.0030452i,-0.001183-0.0016077i,6.5582e-05+0.00033425i,0.00093664+0.0011435i,0.00089337+0.00065875i,0.0003574+0.000359i,0.00094951+0.00035002i,0.00074741-0.00065245i,-0.00092005-0.0017775i,-0.0016138-0.0013999i,-0.0013219-0.00040985i,-0.00034962-0.00062118i,0.00017369-6.2683e-05i,-0.00073531+0.0010994i,-0.0013695+0.0012228i,-0.0012433+0.0011612i,-0.00092587+0.00082083i,-0.00021881-9.6165e-06i,2.9137e-05+0.00043984i,-0.00085578+0.00082791i,-0.00083722+0.00069187i,0.00028142+0.00040036i
0.002744+0.0011554i,0.0024455+0.0018593i,0.0012898+0.0027051i,0.00118+0.0030892i,0.001473+0.002703i,0.001095+0.002384i,0.00078915+0.00099447i,0.00076376-0.00037492i,-0.00029416-0.0006418i,-0.0012679-0.0005014i,-0.00058995-0.00036704i,0.00054477-0.00059745i,0.00057228-0.00060997i,-0.00021573-0.00044602i,-0.00043424-0.00030001i,0.00037416-0.00048097i,0.00082645-0.00095239i,0.0014113-0.00066549i,0.0016128+6.3884e-05i,0.0005377-0.00033424i,-0.00014619-0.0010751i,-0.00061038-0.0014215i,-0.00061326-0.0010675i
0.00039157-4.9948e-05i,-0.00064788-0.0010204i,-0.0007253-0.00082412i,-0.00033275+0.00057998i,0.00022475+0.00029986i,0.00027942-0.00053869i,0.00013317-0.00079384i,6.8218e-05-0.0013096i,-0.0007784-0.0010447i,-0.0018189+0.0014392i,-0.0017069+0.0033286i,-0.001215+0.0022361i,-0.001199+0.00024756i,-0.00042696-0.00038543i,0.0012209+0.00083404i,0.002122+0.0011898i,0.0018814+0.00032219i,0.0010493+0.0002247i,0.00047812+0.00048885i,0.00047618-0.00024365i,0.00036325-0.0011584i,0.0001805-0.00079617i,0.00029175-0.00057523i
