2.1802e-06+0.0013819i,-0.00081815+6.082e-06i,-0.0013918-0.0015887i,-0.0021397-0.0020021i,-0.0025682-0.00077349i,-0.0027584+0.00037927i,-0.0015393+0.00039402i,0.00027643+0.00057084i,0.00040804+0.00079476i,-0.00029686+0.00036036i,-0.00012777+0.00032343i,-0.0001273+0.00048981i,-0.00029353-0.00018795i,-1.19e-05-0.00040209i,-0.00035306+0.00021898i,-0.0006812+0.00018896i,0.00026492-4.0331e-05i,0.00066629-8.2989e-05i,0.00017069-1.0106e-05i,-3.9972e-05-0.00015026i,0.00013557-0.00093043i,0.0011236-0.00088147i,0.0011618-0.00044054i
0.17817-0.047166i,0.36247-0.19999i,0.40645-0.42132i,0.20093-0.52366i,-0.0093506-0.42555i,-0.036411-0.24569i,-0.013502-0.088413i,-0.0018519+0.021174i,0.031458+0.049861i,0.045174+0.019696i,0.033915-0.0066344i,0.015489-0.015243i,-0.0071883-0.010409i,-0.017503-0.00022348i,-0.0032837-0.0011923i,0.021522-0.025548i,0.038707-0.051574i,0.039719-0.052433i,0.024476-0.033047i,0.0096317-0.01117i,0.0023298-0.00065999i,-0.0031543+0.0042169i,-0.0031466+0.016578i
-0.018709+0.1641i,0.040251+0.35674i,0.18306+0.40373i,0.26334+0.14933i,0.18163-0.15607i,0.062555-0.22262i,0.014333-0.13895i,-0.01215-0.079623i,-0.030946-0.048642i,-0.022817-0.026668i,-0.012871-0.010046i,-0.00077316+0.0076996i,0.01415+0.0093649i,0.0066185-0.0055418i,-0.021719-0.010326i,-0.048797-0.00026075i,-0.057594-0.0012456i,-0.043387-0.019414i,-0.021273-0.036443i,-0.010817-0.040837i,-0.014875-0.032507i,-0.01627-0.019075i,-0.0031276-0.014154i
-0.13189-0.078871i,-0.32449-0.10404i,-0.45812-0.018106i,-0.39706+0.11759i,-0.28463+0.15379i,-0.22951+0.094027i,-0.15003+0.026749i,-0.07553-0.029238i,-0.056867-0.046431i,-0.039065-0.019019i,-0.018503-0.002142i,-0.01831-0.00046017i,-0.014215+0.0013613i,-0.00017812+0.0052584i,0.017347+0.020542i,0.043922+0.045864i,0.067667+0.067637i,0.070941+0.069316i,0.0544+0.048404i,0.030897+0.026109i,0.016522+0.014493i,0.0076096+0.0067931i,-0.011339+0.0012151i
0.11962-0.078018i,0.21376-0.21867i,0.19384-0.31018i,0.072969-0.18361i,0.024542+0.045036i,0.036067+0.12423i,0.023275+0.065706i,0.019589+0.020164i,0.020549+0.0058334i,0.009402+0.0016552i,0.0065997+0.0012161i,0.0068162-0.0026787i,0.0031889-0.00026006i,0.0091302+0.0031299i,0.01601-0.01152i,0.0071517-0.041465i,-0.0091937-0.060197i,-0.019083-0.045536i,-0.015318-0.011053i,-0.00035347+0.0077468i,0.011266+0.005679i,0.017109+0.0018104i,0.025222+0.0012921i
0.019603+0.13268i,0.10491+0.27534i,0.24018+0.33608i,0.34295+0.26616i,0.39842+0.19936i,0.40535+0.15838i,0.29578+0.088243i,0.15269+0.045461i,0.087134+0.024981i,0.044182-0.014532i,0.0087752-0.029893i,0.012288-0.024684i,0.015648-0.026249i,-0.0040488-0.023391i,-0.030405-0.01064i,-0.050988+0.010659i,-0.060635+0.027142i,-0.054512+0.02468i,-0.039994+0.012575i,-0.031202+0.0055456i,-0.023253+0.0057685i,-0.015048+0.0048202i,-0.01643-0.0020583i
-0.12184-0.024872i,-0.27045-0.013266i,-0.3597+0.03918i,-0.30039+0.038863i,-0.20222-0.061342i,-0.13928-0.1047i,-0.069699-0.035097i,-0.011973+0.01142i,-0.0006384+0.0041065i,-0.01605-0.0059697i,-0.034747-0.0041047i,-0.043024+0.0038394i,-0.037048+0.0099869i,-0.020328+0.018227i,0.011805+0.021723i,0.047494+0.012729i,0.064975+2.6609e-05i,0.054146-0.014376i,0.026544-0.021918i,0.011271-0.013367i,0.010423-0.0025511i,0.0091062+0.0034607i,0.0071609+0.014358i
0.064156-0.091042i,0.10625-0.23026i,0.046737-0.38129i,-0.15701-0.46033i,-0.39181-0.46575i,-0.47231-0.37993i,-0.33868-0.20665i,-0.16409-0.085398i,-0.094301-0.033051i,-0.059706+0.026043i,-0.014115+0.055006i,0.0034221+0.048858i,0.0066517+0.034054i,0.008717+0.005471i,-0.00078279-0.020116i,-0.019641-0.03046i,-0.034474-0.026263i,-0.030187-0.0084102i,-0.015124+0.0070131i,-0.0070659+0.0073771i,-0.0076674+0.00095076i,-0.005909-0.0025091i,0.0012642-0.010939i
0.052314+0.089888i,0.15079+0.17723i,0.26473+0.20198i,0.29932+0.14808i,0.23748+0.12855i,0.13875+0.13987i,0.05308+0.082751i,0.0028531+0.016386i,-0.0086779+0.0051915i,0.014945+0.009345i,0.041009-0.0061532i,0.041883-0.029621i,0.024693-0.037581i,-0.00075089-0.022278i,-0.023691+0.0063207i,-0.028437+0.027116i,-0.022095+0.028624i,-0.012677+0.019067i,-0.0038759+0.008221i,-0.0044993+0.0035499i,-0.0063689+0.0062946i,-0.0053891+0.0094562i,-0.00336+0.018396i
-0.10676+0.0064265i,-0.21372+0.057358i,-0.22748+0.17521i,-0.023189+0.33682i,0.28326+0.45499i,0.42263+0.41711i,0.31392+0.23662i,0.14671+0.087554i,0.083885+0.028442i,0.066115-0.0159i,0.020528-0.035208i,-0.019772-0.015732i,-0.028728+0.014533i,-0.0032754+0.033457i,0.029624+0.027425i,0.040263+0.0096671i,0.033328+0.0015224i,0.020207-0.0021346i,0.0095522-0.0089906i,0.0082573-0.016797i,0.012854-0.022238i,0.014512-0.025199i,0.013034-0.031819i
0.032483-0.099182i,0.035969-0.21057i,-0.0054025-0.27839i,-0.054011-0.24809i,-0.037272-0.22947i,0.017937-0.25299i,0.025629-0.19503i,0.018582-0.090006i,0.027367-0.048534i,0.0073049-0.038925i,-0.01255-0.007005i,0.0035709+0.021098i,0.020539+0.021166i,0.013903+0.0064835i,-0.0011744-0.0075302i,-0.0023706-0.0045389i,0.018576+0.0065024i,0.040425+0.006186i,0.039247-0.0011953i,0.017163-0.003113i,-0.0077769+0.0052153i,-0.018098+0.012912i,-0.025063+0.013065i
0.069449+0.058785i,0.15931+0.11056i,0.18191+0.081493i,0.022035-0.075285i,-0.23899-0.23928i,-0.34664-0.2464i,-0.21726-0.12485i,-0.060477-0.039106i,-0.026537-0.024759i,-0.046296-0.0095002i,-0.035261+0.0018138i,-0.013562-0.017391i,-0.0093336-0.041746i,-0.016655-0.035811i,-0.022025-0.009094i,-0.025912+0.0037653i,-0.033764+0.001248i,-0.036557+0.00094679i,-0.02837+0.0064974i,-0.013028+0.013384i,-0.00049802+0.016605i,0.0024769+0.019443i,0.01125+0.020811i
-0.089674+0.039575i,-0.18269+0.10058i,-0.24311+0.14966i,-0.25696+0.16364i,-0.28626+0.22096i,-0.27477+0.31606i,-0.13659+0.28271i,-0.022333+0.14037i,-0.021089+0.060419i,-0.012722+0.043458i,0.007601+0.019701i,-0.0066721+0.015791i,-0.01662+0.029018i,-0.0045443+0.020614i,0.011002+0.0058745i,0.012987+0.0079733i,-0.00014329+0.022386i,-0.012786+0.032923i,-0.011986+0.032255i,0.0027916+0.016147i,0.012466-0.0088039i,0.0060834-0.020718i,-0.0066736-0.017555i
-0.0059981-0.10537i,-0.015524-0.22168i,-0.0018404-0.28765i,0.085994-0.21905i,0.22553-0.089851i,0.27472-0.016875i,0.15743-0.0072845i,0.024222-0.0061587i,-0.0075551-0.0038916i,0.010712-0.023695i,0.014467-0.041482i,0.014532-0.034159i,0.02317-0.018684i,0.01928-0.010535i,0.0089378-0.011623i,0.015947-0.029256i,0.022406-0.054701i,0.00514-0.062025i,-0.019673-0.043406i,-0.028595-0.0098093i,-0.013715+0.019643i,0.010172+0.02605i,0.025025+0.018192i
0.10204+0.035954i,0.22592+0.063738i,0.35247+0.067018i,0.45386-0.0062726i,0.53001-0.18204i,0.46439-0.35848i,0.22087-0.34518i,0.046276-0.17865i,0.027341-0.08421i,-0.0043226-0.064701i,-0.050656-0.02658i,-0.054897-0.0092032i,-0.048479-0.015984i,-0.03646-0.0090543i,-0.027235-0.0021813i,-0.038951-0.0024677i,-0.047158+0.00023174i,-0.029802+0.0049878i,-0.0093787+0.0044271i,-0.0055741+5.4661e-05i,-0.0070883-0.0026122i,-0.0080395-0.0068956i,-0.0156-0.012541i
-0.073335+0.071977i,-0.15155+0.17559i,-0.21143+0.26428i,-0.23335+0.28392i,-0.26207+0.24558i,-0.27553+0.16609i,-0.17987+0.079682i,-0.044403+0.013843i,0.010502-0.0067009i,0.012559+0.023586i,0.02527+0.055967i,0.041846+0.063179i,0.040235+0.058122i,0.028265+0.044035i,0.017962+0.035423i,0.024211+0.054506i,0.048996+0.069962i,0.066187+0.042367i,0.05737-0.0081391i,0.029058-0.039555i,-0.0024632-0.040897i,-0.019016-0.023702i,-0.013978-0.0019872i
-0.036963-0.10448i,-0.11218-0.20639i,-0.23023-0.24399i,-0.37948-0.12205i,-0.4857+0.12559i,-0.39051+0.35057i,-0.12842+0.34741i,0.024416+0.16055i,0.018895+0.052272i,0.02988+0.040332i,0.057007+0.0030607i,0.04564-0.0379i,0.024576-0.051933i,0.010939-0.042684i,0.013156-0.024643i,0.022132-0.030581i,0.014731-0.041258i,-0.0044464-0.019427i,-0.015799+0.012882i,-0.010501+0.023964i,0.00043822+0.021908i,0.012327+0.016535i,0.019817-0.00020633i
0.10715+0.0016323i,0.22572-0.021229i,0.29196-0.093389i,0.26565-0.18637i,0.25398-0.2169i,0.28576-0.14619i,0.24339-0.064337i,0.11557-0.032301i,0.01644-0.016503i,-0.020422-0.018319i,-0.045442-0.025811i,-0.069333-0.0099362i,-0.07097+0.009841i,-0.058218+0.0094289i,-0.052491-0.0024146i,-0.068976-0.0034656i,-0.084392+0.010671i,-0.060257+0.024249i,-0.012694+0.031749i,0.015547+0.034145i,0.014754+0.027372i,0.00075723+0.023189i,-0.0060215+0.031278i
-0.049545+0.091368i,-0.077634+0.19587i,-0.032213+0.22914i,0.073836+0.082775i,0.10201-0.17775i,0.007923-0.34991i,-0.09963-0.27642i,-0.10776-0.081185i,-0.052039-0.0031853i,-0.040014-0.016418i,-0.039344-0.0016864i,-0.0067357+0.021006i,0.023857+0.024375i,0.029826+0.025255i,0.022563+0.033759i,0.027734+0.047031i,0.036616+0.047289i,0.015245+0.022229i,-0.021583-0.0076038i,-0.0283-0.018005i,-0.0094283-0.017692i,0.0020181-0.020117i,0.0032604-0.027477i
-0.049868-0.096529i,-0.1088-0.16322i,-0.13568-0.14349i,-0.11624-0.046167i,-0.14625-0.0029926i,-0.25602-0.021455i,-0.27009-0.0010718i,-0.13826+0.021118i,-0.043335-0.0083993i,-0.021407-0.018355i,0.0064361-0.0058368i,0.027814-0.014483i,0.022932-0.026039i,0.019158-0.025947i,0.033439-0.031091i,0.045757-0.055256i,0.04192-0.078118i,0.036902-0.069094i,0.029378-0.039001i,0.010292-0.017184i,-0.0035285-0.0089863i,-0.0053874-0.0096536i,-0.0098905-0.006487i
0.11105-0.0062219i,0.20342-0.044678i,0.22198-0.081776i,0.20055-0.01913i,0.2914+0.1674i,0.40807+0.28441i,0.35814+0.17338i,0.19301+0.0057451i,0.088691-0.034088i,0.068786-0.025974i,0.042758-0.04334i,-0.0020789-0.04557i,-0.023042-0.024991i,-0.027613-0.012806i,-0.042986-0.0084087i,-0.06007+0.0079988i,-0.05797+0.024543i,-0.039467+0.018893i,-0.019845+0.0039178i,-0.010518+0.0028148i,-0.0063423+0.014334i,0.0033429+0.022187i,0.015853+0.01602i
-0.038865+0.098116i,-0.076447+0.1945i,-0.083539+0.24628i,-0.048893+0.2289i,0.037899+0.17509i,0.17754+0.09037i,0.23195-0.0086976i,0.16211-0.049662i,0.11173-0.043041i,0.08035-0.056044i,0.01456-0.05i,-0.025914-0.011574i,-0.026617+0.01148i,-0.013616+0.024955i,0.0086927+0.043884i,0.034476+0.060983i,0.056442+0.065961i,0.058089+0.058868i,0.038673+0.042417i,0.018618+0.016726i,0.0063871-0.0037674i,-0.0044579-0.0083724i,-0.016755-0.0029611i
-0.05274-0.0842i,-0.10127-0.14758i,-0.11666-0.15973i,-0.17521-0.17379i,-0.39867-0.23648i,-0.58299-0.20316i,-0.46341-0.046304i,-0.20937+0.037723i,-0.092221+0.026345i,-0.075856+0.043157i,-0.032472+0.072113i,0.029444+0.063521i,0.060138+0.032279i,0.053524-0.0017681i,0.033935-0.037623i,0.0052143-0.067787i,-0.03138-0.070729i,-0.051758-0.051268i,-0.045731-0.023128i,-0.025338+0.0075881i,-0.0072087+0.023765i,0.0037103+0.024446i,0.018516+0.020358i
0.096648-0.0054334i,0.15463-0.03816i,0.093331-0.12643i,-0.063856-0.20592i,-0.14399-0.14457i,-0.12569+0.023603i,-0.067891+0.13886i,-0.015897+0.13027i,-0.02422+0.094483i,-0.029609+0.094438i,-0.0072066+0.060944i,-0.017955+0.0049719i,-0.041512-0.021665i,-0.052128-0.022081i,-0.058809+0.0029002i,-0.05473+0.030135i,-0.03757+0.035579i,-0.015994+0.023507i,-0.0064773-0.0044017i,-0.013128-0.027744i,-0.016835-0.027553i,-0.0094485-0.020305i,-0.013458-0.019426i
-0.052804+0.11446i,-0.071731+0.21899i,-0.018819+0.2961i,0.11523+0.29449i,0.26583+0.19471i,0.34907+0.031535i,0.30007-0.080388i,0.1714-0.086261i,0.072369-0.064395i,0.022394-0.064839i,-0.0027557-0.049243i,-0.019273-0.01169i,-0.02725+0.029701i,-0.0083909+0.0515i,0.025002+0.041706i,0.046754+0.025916i,0.051025+0.014441i,0.046146-0.00065572i,0.040061-0.0098611i,0.030798-0.015161i,0.010745-0.021092i,-0.0066649-0.014948i,0.0020381+0.0003339i
-0.04179-0.10254i,-0.031068-0.20089i,0.075809-0.2433i,0.2524-0.25497i,0.31283-0.32259i,0.15454-0.3656i,-0.048366-0.2923i,-0.11396-0.17179i,-0.083102-0.1085i,-0.061482-0.088104i,-0.036615-0.05313i,0.0224-0.030937i,0.062804-0.044197i,0.051149-0.053161i,0.014194-0.0514i,-0.016264-0.048874i,-0.02779-0.029448i,-0.030596+0.0028379i,-0.024946+0.025725i,-0.0064968+0.030175i,0.011484+0.025565i,0.019024+0.019181i,0.010344+0.0021075i
0.086436+0.013919i,0.10584+0.026542i,-0.0090256+0.039563i,-0.17497+0.08168i,-0.18385+0.17503i,-0.061549+0.22048i,-0.0071823+0.1456i,-0.014477+0.034434i,0.013499-0.029396i,0.040368-0.038497i,0.018931-0.020357i,-0.022962-0.0039146i,-0.05102+0.0066715i,-0.049438+0.018203i,-0.024962+0.031389i,-0.0046919+0.028839i,0.0017412+0.0069163i,0.0094034-0.012783i,0.0064655-0.013987i,-0.011298+0.0042932i,-0.01973+0.015512i,-0.017862+0.011146i,-0.009198+0.018783i
-0.069683+0.084205i,-0.10363+0.18536i,-0.067563+0.2833i,-0.021564+0.38745i,-0.046677+0.4841i,-0.028818+0.45721i,0.072846+0.28884i,0.10827+0.11609i,0.060397+0.049394i,0.046674+0.03915i,0.055264+0.0075337i,0.042988-0.01286i,0.034282-0.012727i,0.027144-0.016628i,0.014902-0.012119i,0.010264+0.0095485i,0.0039919+0.027223i,-0.011746+0.020333i,-0.019885+0.0046933i,-0.0066616-0.0012729i,0.011144-0.003278i,0.013603-0.011866i,0.0061612-0.027456i
-0.024772-0.12689i,-0.02073-0.29236i,7.4351e-05-0.50418i,0.0035374-0.69651i,-0.019055-0.72518i,-0.041152-0.49551i,-0.017446-0.18201i,0.0202+0.0034804i,0.048165+0.057016i,0.056715+0.033608i,0.029981+0.0035405i,0.0062749+0.0022357i,-0.0063629+0.0048578i,-0.020381+0.014274i,-0.01289+0.027052i,0.013511+0.02514i,0.044232+0.019013i,0.060771+0.023556i,0.04616+0.027116i,0.012652+0.015257i,-0.012474+0.0078169i,-0.01079+0.015662i,-0.0016045+0.022092i
0.070966+0.051102i,0.062057+0.14925i,-0.11898+0.28908i,-0.37468+0.36652i,-0.48595+0.25089i,-0.40505+0.075355i,-0.21025+0.039823i,-0.0072273+0.054633i,0.044711+0.0068604i,-0.030315-0.010091i,-0.058065+0.014451i,-0.031039+0.019743i,-0.0032695+0.024073i,0.013639+0.018594i,0.0037636-0.0054407i,-0.031565-0.018175i,-0.073345-0.011394i,-0.08993-0.0040096i,-0.068803-0.007296i,-0.036261-0.0070082i,-0.01146+0.00040328i,0.003769+0.0043775i,0.01477+0.00014895i
-0.068054+0.062298i,-0.026974+0.10462i,0.24674+0.11487i,0.62989+0.066924i,0.71715+0.026833i,0.50656+0.049244i,0.28583+0.017519i,0.12828-0.11312i,0.0048868-0.16079i,-0.029702-0.10713i,-0.016921-0.085356i,-0.052046-0.083693i,-0.087336-0.056353i,-0.071821-0.026814i,-0.049495-0.0072886i,-0.038827+0.010382i,-0.010242+0.019175i,0.02967+0.009328i,0.040447-0.0072544i,0.024645-0.0097469i,0.0092107-0.0031769i,-0.0049217+0.0013084i,-0.019807+0.0093194i
-0.02444-0.14836i,-0.066765-0.31551i,-0.212-0.53706i,-0.39576-0.67417i,-0.37043-0.59985i,-0.17679-0.42823i,-0.11579-0.25448i,-0.16712-0.030584i,-0.10022+0.10993i,0.00019812+0.084987i,0.016662+0.051149i,0.047432+0.058052i,0.087253+0.046761i,0.086868+0.032228i,0.083997+0.016894i,0.072711-0.01021i,0.036622-0.024353i,-0.0020052-0.030637i,-0.025517-0.033009i,-0.028941-0.02085i,-0.017039-0.0038037i,0.0028339+0.0020471i,0.017378-0.01294i
0.095234+0.08404i,0.13492+0.23429i,0.10553+0.49937i,0.070117+0.69704i,0.023812+0.51412i,-0.14794+0.074535i,-0.30139-0.12873i,-0.23654-0.083112i,-0.19006-0.065954i,-0.26077-0.019932i,-0.22777+0.070713i,-0.12355+0.072934i,-0.068558+0.027826i,-0.045773+0.0064992i,-0.038643+0.0068641i,-0.031926+0.015925i,-0.017132+0.020982i,0.0067862+0.031718i,0.035631+0.032862i,0.041283+0.0032968i,0.014251-0.024948i,-0.018015-0.018345i,-0.027286+0.013374i
-0.10831+0.055217i,-0.079257+0.059138i,0.16117-0.037301i,0.47346-0.11261i,0.59404+0.13129i,0.64725+0.53737i,0.71507+0.52989i,0.58667+0.17333i,0.4125-0.025602i,0.36491-0.087022i,0.26493-0.14502i,0.10711-0.11955i,0.015443-0.062431i,-0.022986-0.038971i,-0.032338-0.026829i,-0.019666-0.021516i,-0.0105-0.035838i,-0.022113-0.060138i,-0.050037-0.050631i,-0.057089+6.6361e-05i,-0.034071+0.032381i,-0.0089154+0.017582i,0.0084173-0.021612i
0.032117-0.15658i,-0.094287-0.3051i,-0.42964-0.40173i,-0.8333-0.41748i,-0.91538-0.47483i,-0.69957-0.57556i,-0.50534-0.5043i,-0.37147-0.28314i,-0.27594-0.14771i,-0.23902-0.068499i,-0.15435+0.03399i,-0.024228+0.05979i,0.035797+0.022386i,0.039166+0.027681i,0.04662+0.059165i,0.063781+0.063997i,0.077446+0.055649i,0.080289+0.054794i,0.075777+0.043495i,0.059349+0.0073581i,0.039894-0.019694i,0.028273-0.01547i,0.013665+0.012559i
0.097093+0.11632i,0.21665+0.28582i,0.40982+0.47362i,0.58504+0.56526i,0.53397+0.56482i,0.29502+0.56772i,0.18309+0.52963i,0.23692+0.33243i,0.2405+0.11044i,0.18642+0.0058056i,0.11366-0.04098i,0.009848-0.027872i,-0.045953+0.020726i,-0.048701+0.015377i,-0.047663-0.015291i,-0.041099-0.017533i,-0.03036-0.00247i,-0.02181+0.0071673i,-0.021164+0.010648i,-0.026831+0.024773i,-0.027835+0.041638i,-0.010111+0.045158i,0.017817+0.021207i
-0.1475-0.064127i,-0.10161-0.083989i,-0.023275-0.3029i,0.030959-0.56775i,0.10905-0.62205i,0.3669-0.39919i,0.63501-0.25469i,0.57326-0.3498i,0.30109-0.41691i,0.099801-0.36608i,-0.0084796-0.26269i,-0.027659-0.15154i,0.010788-0.097922i,0.023267-0.072237i,0.01391-0.038561i,-0.0036143-0.0087061i,-0.022932+0.023476i,-0.035246+0.039705i,-0.048367+0.030342i,-0.039773+0.01862i,-0.012426+0.0058311i,-0.0015601-0.002277i,-0.0062681+0.0059427i
0.079178-0.10372i,0.038416-0.26334i,-0.12736-0.30282i,-0.36579-0.26837i,-0.59914-0.32166i,-0.84007-0.38928i,-0.94646-0.22053i,-0.75746+0.056376i,-0.4619+0.19252i,-0.2692+0.21854i,-0.14618+0.19655i,-0.076678+0.13222i,-0.053207+0.085876i,-0.029872+0.078786i,-0.0020352+0.088506i,0.016561+0.11175i,0.031752+0.13094i,0.048195+0.10775i,0.043435+0.05577i,0.013151+0.023064i,-0.012626+0.028012i,-0.0071265+0.045504i,0.024691+0.035851i
-0.018102+0.059959i,-0.1668+0.094351i,-0.27912+0.22368i,-0.21334+0.34608i,0.0013003+0.39877i,0.2891+0.44667i,0.5033+0.39334i,0.45214+0.21413i,0.22386+0.11265i,0.085806+0.087323i,0.025141+0.015245i,-0.058412-0.025286i,-0.091439+0.017173i,-0.059523+0.06193i,-0.033939+0.064887i,-0.04347+0.047263i,-0.062805+0.028351i,-0.066448+0.0087113i,-0.045692-0.0088126i,-0.01513-0.024805i,-0.010483-0.03995i,-0.04234-0.043303i,-0.078727-0.027988i
0.84744+8.5817i,0.93998+9.136i,3.0354+9.0078i,4.0039+4.9354i,3.6284+0.61969i,1.8984-2.0396i,0.025336-1.7839i,-0.15408-0.23854i,0.67551+0.54028i,1.3466+0.4567i,1.4528+0.061777i,1.3251-0.19525i,1.3299-0.32234i,1.24-0.37636i,1.0339-0.46707i,0.66867-0.52705i,0.22405-0.37249i,-0.0096067-0.15495i,-0.082791-0.040156i,-0.040923+0.11129i,0.17054+0.24747i,0.35718+0.17497i,0.29898+0.032779i
0.15569-0.018007i,0.076236-0.27935i,-0.21177-0.49217i,-0.60802-0.58202i,-0.83598-0.42226i,-0.81462-0.046573i,-0.64205+0.31064i,-0.43861+0.46727i,-0.27929+0.46151i,-0.12746+0.38365i,0.011882+0.22175i,0.05295+0.077746i,0.039774+0.052924i,0.029283+0.067786i,-0.0013065+0.088339i,-0.022182+0.11492i,-0.021533+0.10445i,-0.019576+0.05867i,0.0057217+0.0099554i,0.048099-0.024535i,0.078088-0.025719i,0.084131-0.0193i,0.053983-0.028194i
-0.061833+0.17379i,-0.21344+0.30589i,-0.29091+0.52957i,-0.16291+0.60504i,0.059421+0.30476i,0.18087-0.15462i,0.16718-0.2997i,0.14173-0.1061i,0.1018+0.0979i,0.031825+0.17078i,0.019917+0.15043i,0.029118+0.086257i,0.017411+0.048821i,0.035173+0.034309i,0.063057+0.0029305i,0.056452-0.024635i,0.031712-0.042077i,0.015622-0.063295i,0.012156-0.086401i,0.0022775-0.10663i,-0.016467-0.10904i,-0.023391-0.087036i,-0.0076224-0.05695i
-0.03007-0.10178i,0.069935-0.11976i,0.27688-0.282i,0.32755-0.5559i,0.045778-0.7213i,-0.3301-0.56848i,-0.44116-0.27623i,-0.31164-0.12639i,-0.16127-0.094236i,-0.079278-0.050717i,-0.013485+0.0050242i,0.060234+0.016632i,0.090184-0.011852i,0.081189-0.050934i,0.058074-0.094651i,0.022369-0.11101i,-0.011325-0.082903i,-0.04247-0.042479i,-0.059477-0.012666i,-0.049335-0.00018775i,-0.033918+0.0020142i,-0.021995+0.0045403i,-0.014701-0.0040197i
0.15352-0.013879i,0.20234-0.058982i,0.069061-0.082742i,-0.19013+0.039563i,-0.24527+0.29988i,-0.052141+0.37941i,0.040351+0.22387i,-0.05191+0.13018i,-0.11685+0.15453i,-0.082453+0.1574i,-0.037247+0.095758i,-0.038444+0.021777i,-0.065061-0.0038426i,-0.067981+0.0046832i,-0.048352+0.021822i,-0.025417+0.037045i,-0.0048811+0.041015i,0.010169+0.04386i,0.016728+0.037876i,-0.001292+0.021825i,-0.027023+0.024336i,-0.026491+0.038195i,-0.014538+0.040301i
-0.09455+0.091683i,-0.19073+0.1501i,-0.23564+0.21145i,-0.17443+0.23834i,-0.10398+0.19473i,-0.12867+0.13861i,-0.17163+0.13019i,-0.15333+0.13018i,-0.10409+0.11129i,-0.067422+0.090542i,-0.043049+0.08108i,-0.027313+0.065955i,-0.018382+0.053161i,-0.0053836+0.048778i,-0.00079335+0.035784i,-0.0053269+0.028695i,0.0031004+0.021648i,0.020158+0.0010977i,0.036307-0.0062793i,0.051076+0.0062601i,0.060124+0.010137i,0.053138-0.0074015i,0.02959-0.022836i
-0.059038-0.1183i,-0.059774-0.19116i,-0.020844-0.19161i,0.034555-0.18065i,0.070269-0.30324i,0.1067-0.49504i,0.078778-0.54157i,-0.053716-0.36749i,-0.16337-0.13623i,-0.16566-0.00083432i,-0.10289+0.041908i,-0.033573+0.046045i,0.0072017+0.032028i,0.026078+0.0093773i,0.041684-0.014435i,0.043525-0.039679i,0.029272-0.054024i,0.017428-0.046188i,0.015977-0.033432i,0.01111-0.039592i,-0.0091812-0.0522i,-0.024344-0.049981i,-0.01996-0.037768i
0.10747+0.068432i,0.17994+0.064834i,0.12758-0.032145i,-0.05476-0.10705i,-0.20254-0.017427i,-0.27147+0.052929i,-0.32008+0.022012i,-0.27715+0.045887i,-0.1382+0.09806i,-0.039883+0.0849i,-8.2902e-05+0.057379i,0.031019+0.042176i,0.040353+0.018214i,0.021756-0.013904i,-0.0040928-0.033157i,-0.0062871-0.029934i,-6.0261e-05-0.027026i,-0.014215-0.023315i,-0.021086-0.0088018i,-0.01216+0.0067098i,-0.0066835+0.021264i,-0.0034788+0.033602i,-0.00051392+0.033799i
-0.13064+0.083363i,-0.2798+0.20728i,-0.39797+0.48447i,-0.31421+0.87909i,0.0014565+1.0754i,0.3105+0.88378i,0.36357+0.54564i,0.22985+0.33749i,0.12645+0.23166i,0.09128+0.13097i,0.075466+0.039972i,0.051104-0.025775i,0.022479-0.044428i,0.0096253-0.027857i,0.0090426-0.01752i,0.010183-0.023171i,0.0072044-0.025362i,0.011977-0.0052753i,0.02999+0.017058i,0.040138+0.015169i,0.038491+0.00092631i,0.027316-0.0075915i,0.012984+0.0004699i
0.071879-0.10507i,0.21071-0.15444i,0.50924-0.109i,0.85747-0.11109i,0.87052-0.25891i,0.45389-0.36197i,0.083789-0.26238i,0.038836-0.13004i,0.099042-0.092066i,0.11081-0.0494i,0.096456-0.0046499i,0.059427+0.014716i,0.03227+0.030128i,0.02418+0.025023i,0.002115+0.0077305i,-0.02566+0.0046038i,-0.030325+0.012966i,-0.0083114+0.015465i,0.01988+0.010189i,0.037973+0.0069062i,0.044454-0.0022268i,0.037295-0.020311i,0.016754-0.032455i
0.087115+0.090087i,0.17638+0.073503i,0.23865-0.16652i,0.19707-0.53238i,0.10455-0.61842i,0.054404-0.35926i,0.057683-0.12921i,0.025897-0.073345i,-0.047172-0.038508i,-0.066293-0.00034729i,-0.048259+0.0014555i,-0.036444+0.00069698i,-0.021504+0.0032701i,-0.0083058-0.0017415i,0.002779+0.0040806i,0.023383+0.009997i,0.038788-0.0036688i,0.036873-0.020602i,0.029603-0.029645i,0.018828-0.042442i,-0.005686-0.051115i,-0.032634-0.039321i,-0.038527-0.017569i
-0.15895-0.021937i,-0.34568-0.078878i,-0.57857-0.15833i,-0.79325-0.20732i,-0.83794-0.20427i,-0.64271-0.17294i,-0.43111-0.16836i,-0.32497-0.11286i,-0.19583-0.0079768i,-0.063878+0.0082781i,-0.012203-0.0231i,0.0095462-0.030143i,0.019258-0.033442i,0.0069612-0.026067i,0.0015919-0.011491i,0.010443-0.0099588i,0.015143-0.010366i,0.0097687-0.0073473i,0.00067808-0.012621i,-0.0076053-0.016274i,-0.0063231-0.0040616i,0.0049092+0.0096006i,0.013194+0.014304i
