-0.001492+0.0025337i,-0.002102+0.0016232i,-0.0020449+0.00023474i,-0.001776-0.00029337i,-0.0012511+0.00055639i,-0.00015968+0.0011627i,7.5982e-05+0.0016065i,0.00082202+0.00083109i,0.0013796-0.00038515i,0.0013658-0.00028225i,0.0013342-6.1102e-05i,0.00035701-0.0008366i,-0.00062337-0.0014727i,-0.00053148-0.0012544i,5.1194e-05-0.00038569i,0.000498+8.7857e-05i,0.00025122-0.00013239i,-0.00033043-0.00048159i,-0.00032152+6.8469e-05i,-0.0007001+3.1657e-06i,-0.0014786-0.00029967i,-0.00085823+0.0003149i,-0.00020185+9.7205e-06i
-0.00051608+0.0010918i,-0.0012078+0.00076629i,-0.0013412+0.0010494i,-0.00067763+0.0020921i,4.3418e-05+0.0024595i,-0.0014349+0.0029102i,-0.0037423+0.0037345i,-0.0049643+0.0035125i,-0.0038499+0.0019242i,-0.0013888+0.00072055i,-0.00037916-0.00013492i,-0.00031674-0.00062707i,0.00076046+8.1772e-05i,0.0022527+0.0004483i,0.0026673-0.00038654i,0.0026034-5.1236e-05i,0.0025067-7.8344e-06i,0.001124-0.0012274i,-0.0012121-0.0019539i,-0.0019069-0.0018645i,-0.00075945-0.00067528i,0.00048937+0.00026792i,0.00047945+0.00046395i
-0.0017133-0.0021893i,-0.0024321-0.0015889i,-0.0030105-0.0014896i,-0.0037162+0.00022132i,-0.0041721+0.0011285i,-0.0028265+0.0015889i,-0.00010296+0.0021257i,0.0019076+0.0012994i,0.0012534-0.00016111i,-0.00018199-0.00044594i,-0.00031406-0.00023789i,0.00020761-0.00084131i,0.00089856-0.00083961i,0.0023777+0.00026443i,0.0044274+0.0012857i,0.0042622+0.0015772i,0.0021178+0.0010747i,0.00081549-0.00011194i,0.00021152-0.00243i,-0.00016545-0.003456i,0.00064182-0.0019012i,0.00075241-0.00071422i,-3.7446e-05-0.00021554i
0.0028444+0.00018239i,0.0055571-0.0012767i,0.0061969-0.0013656i,0.0041383-0.0012139i,0.0019969-0.00089577i,0.0014064-7.9261e-05i,-3.9046e-07-0.00016485i,-0.001433-0.00042895i,-0.0016743+0.00020298i,-0.00019605+0.00051999i,0.00073008+0.00014748i,0.0011626+1.44e-06i,0.0016745+0.00067013i,0.0019492+0.0023649i,0.0022234+0.0031939i,0.0021018+0.0028833i,0.001315+0.0017802i,0.00099129-0.0003531i,0.0011232-0.0022437i,0.00063786-0.0023433i,0.00044703-0.0009625i,0.00053303+0.00013687i,0.00028739+0.00037391i
-0.0016647+0.00019258i,-0.0032209+0.0014852i,-0.0045524+0.0028806i,-0.0038405+0.0028563i,-0.0029766+0.0019532i,-0.0037372+0.0014103i,-0.0041431+0.0018707i,-0.0030679+0.001762i,-0.0013074+0.00019199i,0.00026211-0.00035854i,0.0010919-0.00064216i,0.0014211-0.00038622i,0.0017222+0.00079289i,0.0011174+0.0025083i,0.00055317+0.0036242i,-9.265e-05+0.0030659i,-0.00049165+0.001928i,0.00065565+0.00057647i,0.0022254-0.0010779i,0.0021496-0.0021505i,0.00088121-0.0011342i,8.2028e-06+0.00044059i,-0.00021402+0.00082994i
-0.00017213+0.00071297i,0.0011628+0.00074799i,0.0012507-0.0004809i,0.00050494-0.0016643i,0.0010243-0.00073948i,0.0016017+0.00059892i,0.0021933-9.03e-05i,0.0031409-0.00047923i,0.0028837-0.00024825i,0.0016151-0.0008052i,0.0011974-0.00078909i,0.0014889-5.3698e-05i,0.0013232+0.0006639i,0.00037667+0.0022465i,-0.0018985+0.0022631i,-0.0030322+0.0010007i,-0.0025805+0.00062493i,-0.00077041+0.00034066i,0.0016008+0.00018404i,0.0018538+4.4778e-05i,0.00039003+2.9849e-05i,-0.00064354+0.00053118i,-0.00047609+0.00038336i
-0.0032434+0.00071403i,-0.0039307+0.00038161i,-0.0032442+0.0014283i,-0.00078129+0.0027598i,0.0010918+0.0032745i,-0.00075733+0.0034924i,-0.0027082+0.0024949i,-0.0036113+0.00061765i,-0.0032298-0.00019587i,-0.001656+3.4816e-07i,-0.00055554-0.00053412i,0.00041161-0.00045755i,0.00019352+0.00043866i,-0.0007302+0.0011922i,-0.0016828+0.0010198i,-0.0027536+0.00039641i,-0.0017908+2.6161e-05i,0.0004075+0.00083403i,0.0016721+0.0018969i,0.0014569+0.0015251i,0.00070217+0.00051329i,0.00041867-0.0001195i,0.00065665-0.00025313i
-0.00046485+0.0026391i,0.0010313+0.0023284i,0.0018722+0.0010247i,0.00060226-0.00056087i,-0.00052818-0.00032537i,0.00044588+0.0015423i,0.0016928+0.0029266i,0.0024313+0.0031896i,0.0022409+0.0019006i,0.00083045+0.00061265i,0.00068416+0.00012006i,0.0013782-1.1555e-05i,7.045e-05-0.0006472i,-0.0024811-0.00022362i,-0.0040253-0.0003079i,-0.0033567-0.0014121i,-0.00093309-0.0011707i,0.00096946+0.00042388i,0.0017556+0.0025795i,0.0014264+0.0026448i,0.00027201+0.00081825i,-0.00083197+0.00030881i,-0.0012726+0.00026364i
-0.0042862-0.0025978i,-0.0045797-0.0040499i,-0.0044918-0.0034383i,-0.0022873-0.00088081i,-0.0011952+0.0014955i,-0.0018541+0.0029165i,-0.002459+0.0022008i,-0.0024491+0.00037977i,-0.0014237-0.00064699i,-0.00075515-0.00055218i,-0.00010237-0.00023267i,2.4189e-05-0.00066014i,0.00011933-0.00067562i,0.00063408-0.001363i,3.4333e-05-0.0019097i,-6.9036e-05-0.0014157i,0.00039682-0.00065497i,-0.0001758+0.0010204i,-0.0007842+0.0019822i,-0.00033711+0.0019059i,-0.00027521+0.00074741i,-0.00048802-0.00083415i,0.00054026-0.0015533i
-0.0034099+0.0024683i,-0.0023248+0.0052857i,-9.2575e-05+0.0067007i,0.0011146+0.0039329i,0.00075869+0.00085831i,5.3102e-05+0.00036463i,-0.00088781+0.0016813i,3.4846e-05+0.0032663i,0.00098524+0.002726i,-0.00021027+0.00096182i,-0.0010755+0.00061475i,-0.00014233+0.00033381i,0.00013291-0.001322i,-1.8301e-05-0.003297i,0.0011492-0.0040598i,0.0022014-0.0021085i,0.0010372+0.00072333i,-0.0012966+0.0024398i,-0.0030016+0.0028584i,-0.0024746+0.0023406i,-0.00036547+0.0010557i,0.0011461-0.00019461i,0.0012036-8.8108e-05i
-0.0024351-0.0053767i,-0.0031058-0.0069832i,-0.0050987-0.0042319i,-0.0038648+0.00081524i,-0.0012804+0.003823i,0.00054983+0.0018214i,0.00051632-0.002079i,-0.0017209-0.0037769i,-0.002585-0.002151i,-0.00080361-0.00083951i,0.00023893-0.0013772i,0.00054363-0.0014987i,0.0022897-0.0016058i,0.003567-0.0030196i,0.0035788-0.0036789i,0.0022256-0.0016185i,-0.00018602+0.00045701i,-0.002298+0.0014066i,-0.0029062+0.0016324i,-0.0018786+0.0012051i,-0.0006298+0.00072262i,0.00029663+0.00017493i,0.00057944-0.00015675i
0.026441+0.015666i,0.029434+0.0096645i,0.034386-0.0021091i,0.022991-0.013401i,0.007672-0.020812i,-0.0061521-0.01814i,-0.008616-0.0058014i,-0.0020068+0.0027974i,0.0045682+0.0036966i,0.0046273-0.0021315i,-0.0006023-0.0055719i,-0.0039815-0.0036684i,-0.007061-0.0018679i,-0.011453-0.0020917i,-0.013185-0.002126i,-0.0086632-0.00070535i,-0.0027579-1.2966e-05i,-0.0023724+0.00061136i,-0.0037917+0.0031818i,-0.0024549+0.0044112i,0.001261+0.0030832i,0.0033464+0.0001062i,0.0011198-0.0021686i
0.0051253+0.0026389i,0.0056543+0.00013335i,0.0054796-0.00089806i,0.0030951-0.00044451i,-0.00015798+0.00025762i,-0.0026868+0.00061863i,-0.0041982+0.00051974i,-0.0040814+0.0001768i,-0.0023801+0.00045941i,-0.00057835+0.00017679i,0.00055357-0.0010732i,0.00068254-0.0010208i,0.0011765-0.00030023i,0.0016041+0.00026411i,0.0011207+0.00038782i,0.00017093-1.0261e-05i,-0.0015036-0.00075508i,-0.0025059-0.0017042i,-0.0027352-0.0021977i,-0.0023892-0.0015253i,-0.0010074-0.00011412i,-7.6546e-05+0.00051028i,-0.00040105+0.00059425i
0.0028872+0.0021822i,0.0018676+0.0013791i,0.0019916-0.00097172i,0.00024762-0.0023652i,-0.0016404-0.0025139i,-0.0026797-0.0015604i,-0.0025914+0.0012979i,-0.00091051+0.0033152i,0.00064935+0.002413i,0.0013728+0.00010598i,0.0012612-0.00047319i,0.0016648-0.00015371i,0.0014648+0.00019797i,0.00034571+0.0013068i,-0.00025257+0.0018943i,-0.00056863+0.00086375i,-0.00095285-0.0011406i,-0.0017393-0.0022775i,-0.0016497-0.0033133i,-0.00093649-0.0036743i,-0.00065001-0.0014134i,0.00045775+0.00082602i,0.00047902+0.00088625i
0.0019595+0.00081889i,0.0024505+0.00067932i,0.001776-0.0012974i,0.00010816-0.0021144i,-0.0011899-0.00039875i,-0.0026173+0.0016356i,-0.0027565+0.0011352i,-0.0024292+0.00045647i,-0.002683+0.00054356i,-0.0016121-0.00023679i,0.00028359-0.0010349i,0.0017755-0.00076188i,0.002475+0.00098612i,0.002333+0.0029264i,0.0018931+0.0031633i,0.0014407+0.00096821i,0.0013624-0.0024681i,0.0020967-0.0040942i,0.0026814-0.0045912i,0.0023061-0.004501i,0.0011423-0.0030751i,-0.00019715-0.0011455i,-0.0008308+0.00058033i
-0.0035387+0.0051844i,-0.002755+0.0065859i,-0.0010721+0.0056356i,-0.00074817+0.0027231i,-9.0636e-05+0.00018627i,0.0012027-0.0011292i,0.0016619-0.00037413i,0.0012257+0.0004566i,0.00071136+0.00012479i,6.6275e-06-0.00025022i,0.00023621+0.00017639i,0.0004186+0.00057872i,-0.00043849+0.00080844i,-0.00064824+0.00070225i,0.00045322+0.00042651i,0.0022283-0.00014519i,0.0031691-0.002117i,0.0032645-0.0035088i,0.0035196-0.0031705i,0.0029225-0.0028159i,0.0010617-0.0017758i,3.848e-05-0.00024514i,-0.00074693+0.00043423i
-0.00083122-0.00063505i,-0.00054102-0.00052253i,0.0016394-0.00019451i,0.0016231-0.00059056i,-0.00049-0.00030487i,-0.0023419-0.00024278i,-0.0028115-0.00075892i,-0.0019789-0.0006311i,-0.00095601-0.00023614i,8.0694e-05+0.00019539i,0.00090211+0.00061964i,-3.7516e-05+0.0005009i,-0.001398+0.0002572i,-0.0020603+0.00093823i,-0.0016922+0.0026283i,0.0004563+0.002045i,0.0031121+2.0951e-05i,0.0047799-0.00047877i,0.0052554+2.0614e-05i,0.0044468-5.6408e-05i,0.0022309-0.00023794i,0.00057454+0.00043628i,9.7269e-05+0.0008775i
0.00031378-0.0030462i,-0.0006078-0.0025093i,0.00035497-0.0016573i,0.0017474-0.0013089i,0.0014446-0.00032426i,0.0002529+0.00182i,4.0505e-05+0.0027755i,0.00051213+0.0024801i,0.0004649+0.0013866i,-0.00012207-9.5142e-06i,-0.00098569-0.00012074i,-0.0013051+0.00018849i,-0.0016355+0.0002857i,-0.0023133+0.0004064i,-0.0020125+0.0011729i,0.00033365+0.0024484i,0.0029932+0.0036461i,0.0036981+0.004267i,0.0035965+0.0030752i,0.0038375+0.0013591i,0.0025098+0.00023852i,0.00017324-2.6113e-05i,-0.00048186-0.00043945i
0.0024634+0.00034186i,0.0016297+0.00023745i,-5.1516e-05+0.00094154i,-0.00042559+0.0012054i,-0.00010725+0.00034008i,-0.00065747-0.00039421i,-0.0016867-0.00044277i,-0.0016334-0.00066331i,-0.0003173-0.00061085i,0.00033177+0.00020727i,-0.00017505-7.2172e-05i,-0.0007043-0.0009226i,-0.0016549-0.0017831i,-0.0032069-0.002035i,-0.0036181-0.00069929i,-0.0021551+0.0012384i,0.0001156+0.0032082i,0.0014225+0.0047354i,0.0020514+0.0047483i,0.0026177+0.0042522i,0.0021916+0.0029086i,0.00088354+0.00060843i,-8.8286e-05-0.0006798i
0.0019544+0.0040724i,0.003977+0.0032893i,0.0031974+0.00085215i,0.0019356-0.00047603i,0.0014755-0.00041843i,-0.00026384-0.00033464i,-0.00078357+0.00048435i,0.0002781+0.0013289i,0.00068004+0.00081996i,0.00045816-4.1547e-05i,0.00084634-0.00052075i,0.001298-0.0006129i,0.00010339-0.0013015i,-0.0025419-0.0022431i,-0.0037092-0.0016666i,-0.0033322+0.00029465i,-0.003441+0.0027187i,-0.0033216+0.0046029i,-0.0021005+0.0055432i,-0.0012834+0.0058035i,-0.0004703+0.0035117i,0.00049675+0.00076056i,0.00043662+9.3089e-05i
-0.0011017+0.0040094i,0.00030003+0.0045222i,0.0023135+0.0027009i,0.0030241+0.0010849i,0.0018966+0.0012627i,0.00081879+0.0012843i,1.4724e-05+0.00036359i,-0.0011724-0.00047243i,-0.0015329-0.0013808i,-0.00064148-0.0010835i,0.00016629-0.00053762i,0.00083503-0.0013442i,0.00065971-0.001869i,-0.00029353-0.0030172i,-0.0017347-0.0042803i,-0.00338-0.0033137i,-0.0043308-0.00029501i,-0.004953+0.0017951i,-0.0048817+0.0021225i,-0.0035105+0.0027826i,-0.0007819+0.0025932i,0.0012684+0.0013313i,0.00060813+0.00058036i
-0.0019061+0.0049028i,-0.0016137+0.0059951i,-0.00013877+0.0056503i,0.0011103+0.0033504i,0.00042517+0.00096501i,-0.0016795-0.00032089i,-0.0035241-0.00023677i,-0.002959+0.0010644i,-0.00079803+0.0014989i,0.00074471+0.00073611i,0.00094131-0.00030466i,0.00050813-0.0012066i,0.00053548-0.0020079i,0.0011037-0.0030462i,0.00092389-0.0041006i,-0.00079668-0.0034503i,-0.00268-0.0016481i,-0.003904-4.3645e-06i,-0.005486+0.00092915i,-0.005508+0.0018381i,-0.0028005+0.0020881i,-0.00037948+0.0016601i,0.00038865+0.0014097i
-0.0019048+0.00012346i,-0.0015813-0.00017803i,-0.00076819+0.00080309i,0.00023909-9.4846e-05i,0.0012425-0.0013375i,-0.00028671-0.00094752i,-0.00097057+0.00090052i,-0.0001224+0.0020614i,0.00066152+0.0010345i,0.0013818-8.8896e-05i,0.0011956+0.00038846i,0.00091684+0.0014799i,0.00031372+0.00082709i,0.00066126-0.0016344i,0.002405-0.0040314i,0.0021983-0.0044541i,-0.00057666-0.0038354i,-0.0028691-0.0031443i,-0.0038701-0.0024765i,-0.0037479-0.00085858i,-0.0024798+0.0013644i,-0.00040998+0.0018359i,0.00086882+0.00096381i
-0.00024829+0.00065786i,0.00067514-3.5045e-06i,0.001638+5.7707e-05i,0.001323+0.00010444i,0.00041185+0.00035799i,-0.00061901+0.0009759i,-0.0013741+0.0010441i,-0.0010152+0.00050726i,-0.00030744+0.00068586i,-0.00054249+0.0011915i,-0.00063991+0.0013462i,-0.00019838+0.00078834i,0.00029166-3.2041e-05i,0.0025816-0.00019815i,0.0042914-0.00052282i,0.0037162-0.001737i,0.0021297-0.0026358i,0.00054252-0.0038144i,-0.00085683-0.0045532i,-0.0018015-0.0037838i,-0.0017601-0.0018377i,-0.0010861-0.00030946i,-0.00025363+0.00066978i
0.0013749+0.0021526i,0.0026193+0.001172i,0.0024218+0.0015183i,0.0009336+0.0014417i,-0.00040048+0.0010918i,-0.0016599+0.001356i,-0.0023259+0.0010982i,-0.0020413-2.0812e-05i,-0.0010602-0.00089281i,0.00058947-0.0011295i,0.0010809-0.00055606i,0.00056195-8.2186e-05i,0.00045907-9.3676e-05i,0.0017179+0.00030243i,0.0037658+0.0005397i,0.0049017+0.00039583i,0.0038894-0.00078913i,0.0022623-0.0029796i,0.00099298-0.0040789i,-0.00011527-0.003981i,-0.00047691-0.0028227i,-3.6543e-05-0.00062036i,-0.00065901+0.0012686i
0.00042084+0.0020453i,0.00043011+0.0014579i,0.0018605+0.00073181i,0.0015949+0.00016375i,2.4769e-05-0.0011861i,-0.0009655-0.0011923i,-0.00072867+0.00017428i,-0.00032134+0.00062131i,0.00051454+0.00014232i,0.0011583-8.3952e-05i,0.00096991-0.00041341i,-9.7064e-06-0.00017433i,-6.8517e-05+0.00071659i,0.00076711+0.0014515i,0.0014558+0.0021013i,0.0017488+0.0027641i,0.0020901+0.0027826i,0.0028523+0.00088743i,0.0029165-0.0017161i,0.0020628-0.0029056i,0.0011107-0.0019877i,4.5649e-06-0.00015637i,-0.00041292+0.001014i
-0.0020928+0.0021698i,-0.00084456+0.0024203i,0.000378+0.0020528i,0.00068667+0.00011181i,0.00041051-0.00058461i,-0.00017659+5.3285e-05i,-0.0012972-0.00012126i,-0.0017636-0.00049364i,-0.0013099-0.00076946i,-0.00027643-0.00072256i,0.00050401-0.00034574i,0.00016002-0.00012332i,-0.00086789+0.00066563i,-0.0016057+0.0022795i,-0.0011014+0.003946i,-0.00037619+0.0045447i,1.198e-05+0.0038217i,0.00090625+0.0028921i,0.0031725+0.00076951i,0.0038383-0.0012028i,0.0020712-0.00076658i,0.0006345+0.00024191i,-0.00032514+0.00043815i
-0.0026001+0.0031415i,-0.0011358+0.0032879i,0.00071006+0.0030702i,0.00142+0.0021303i,0.0013972+0.0009279i,0.0006468+0.00030675i,-0.00044532+0.00074876i,-0.0014509+0.0012493i,-0.00083855+0.0014378i,0.00057503+0.00026324i,0.0016924-0.00068426i,0.0016866-0.00091207i,-2.3859e-05-0.00042149i,-0.0022593+0.00094281i,-0.0035689+0.0022475i,-0.0030977+0.0030195i,-0.0020313+0.003066i,-0.00090727+0.0031372i,0.00060068+0.0027714i,0.0013362+0.0014133i,0.001175+0.00080522i,0.0006115+7.6903e-05i,-0.00016364-0.0010057i
0.0010691+0.0003656i,5.8853e-05-0.00051349i,4.2639e-05-3.3558e-05i,0.00072641+0.00022846i,0.0010283+0.0002015i,0.00075616-5.1161e-05i,0.00018274+8.4435e-06i,0.0002992+0.00067918i,0.00061924+0.00034962i,0.00035279-0.00011555i,0.00036505-0.00052664i,0.0002961-0.00087101i,-0.00065251-0.00091627i,-0.0026651-0.00047237i,-0.0046064+0.0006109i,-0.0051334+0.00044049i,-0.0037754-0.00049581i,-0.0018909-0.00010367i,-0.0003748+0.0012904i,0.00093476+0.0019335i,0.00095566+0.0010893i,0.00014902-0.00014066i,3.3506e-05-0.00013345i
0.00013645+0.00050317i,2.49e-05-0.0010521i,-0.00020687-0.0011507i,0.0002738-0.0020471i,0.00060687-0.0022005i,-0.0008856-0.0003151i,-0.0017484+0.00093765i,-0.0011788+0.0013525i,-0.0011472+0.0014221i,-0.001295+0.00074415i,-0.00074614+0.00055048i,-0.00029637+0.00038485i,-0.00056165+0.00028416i,-0.0027223-0.00080949i,-0.0051198-0.0020964i,-0.0054722-0.0028077i,-0.0039226-0.0031006i,-0.0023112-0.00074158i,-0.0014522+0.0019141i,0.00077975+0.002526i,0.0017945+0.0013023i,0.0011231-0.00031785i,0.00073098-0.0006085i
-0.0003433+0.0022124i,0.00025367+0.002411i,0.0012817+0.0015507i,0.00088836+0.00069996i,-0.0010712+7.6927e-05i,-0.0021767+0.00044792i,-0.0020289+0.0015204i,-0.0016057+0.0019225i,-0.00057354+0.0015362i,0.00028208+0.0014442i,0.001008+0.0014882i,0.0007417+0.00064929i,-0.0005143-0.0012585i,-0.0014851-0.0039366i,-0.0013878-0.0052235i,-0.00046688-0.0040199i,-4.7257e-05-0.0028601i,-0.00024218-0.0015627i,-0.001195+0.00085331i,-0.0011752+0.0017962i,1.4572e-05+0.00034212i,0.00078105-0.0012831i,0.00085864-0.0014519i
-0.0011278+0.00065586i,-0.00095158+0.00073358i,-0.00039949+0.0015597i,-0.0010007+0.00098041i,-0.0018784-6.1008e-05i,-0.0021041-0.00021404i,-0.00086209-0.00020065i,0.00096581+0.00015744i,0.0018099-0.00031635i,0.001371-0.001149i,0.00084528-0.0012338i,6.4587e-05-0.001491i,-0.00052994-0.0018162i,0.00047836-0.0032812i,0.00068793-0.0046559i,0.00081647-0.0049745i,0.0026347-0.0037587i,0.0023386-0.0011056i,-0.00084575+0.00068316i,-0.0020903+0.0010213i,-0.00084968+0.00060371i,-4.6623e-05+0.0010053i,0.00013507+0.0014589i
-0.00066001-0.0010217i,-0.00012124-0.0010494i,2.6849e-05-0.00052214i,-0.00039708+5.4022e-05i,-0.00018048+0.00081143i,-0.00046918+0.0012722i,-0.0017401+0.0013808i,-0.0023319+0.00037948i,-0.001704-0.0007709i,-0.00039353-0.0018175i,0.00031406-0.0018346i,0.00065116-0.00099538i,0.0013363-0.0017659i,0.0023151-0.0033666i,0.0040189-0.0038629i,0.0044872-0.0026355i,0.0034435-0.00061878i,0.0020542+0.00052989i,-0.00055078+0.00039476i,-0.0021694+0.00035875i,-0.001285+0.0010925i,-0.00019842+0.0013747i,0.00041139+0.00065554i
-0.00082711+0.00089654i,-0.0015914+0.0001714i,-0.0015904+1.4334e-05i,-5.2548e-05+0.00087591i,0.00032204+0.00043246i,-0.00080935-0.00020437i,-0.00128+0.000724i,-0.00094844+0.0016321i,-0.0013361+0.0013238i,-0.0013326+0.00079075i,7.9161e-05+0.0013341i,0.0017392+8.4926e-05i,0.0031943-0.0017535i,0.0049889-0.0021055i,0.0054423-0.0015751i,0.0029908+0.00096346i,0.0010259+0.0032464i,-0.00021678+0.0028544i,-0.0026189+0.0012209i,-0.0028254+0.0011088i,-0.00036313+0.0020442i,0.0015315+0.0014926i,0.001495+0.0013654i
-0.001356-0.00075844i,-0.0019142-0.0013826i,-0.0023102-0.001086i,-0.0021598+0.0003632i,-0.0012547+0.00065922i,-0.00089944+0.00055953i,-0.00046115+0.0010343i,0.00090256+0.0013378i,0.0022982+0.0009359i,0.0025305+0.00040712i,0.0026103+0.00022725i,0.0030784+0.00039599i,0.0035191+0.0003106i,0.0046483+0.00080636i,0.0042947+0.0018194i,0.0021363+0.0020174i,0.00056994+0.0028195i,-0.001319+0.0023194i,-0.0020688-0.0006182i,-0.0015911-0.0016876i,-0.0014763-8.5761e-06i,-0.0011498+0.00093037i,-0.001092+0.00046001i
-0.0013402-0.00052964i,-0.0013624-0.0013387i,-0.0013514-0.001869i,-0.0013805-0.00033648i,-0.0011771+0.0014172i,-0.00091753+0.0013069i,0.00017514+0.00052453i,0.00068835-9.347e-05i,0.00060148-0.00075609i,0.0011207-0.0013788i,0.0011711-0.0015129i,0.00063251-0.00056497i,0.00095427+0.0022103i,0.0019712+0.0048217i,0.0016729+0.0045756i,-0.00019942+0.0020494i,-0.0021995+7.7145e-05i,-0.0023538-0.00094453i,-0.0010385-0.0023686i,-0.0012716-0.0025928i,-0.0023724-0.00073212i,-0.0017706+0.0014323i,-0.00074367+0.0021983i
-0.00042888+0.0013835i,0.00067319+0.0019119i,0.0011912+0.002588i,0.00098488+0.0016739i,0.0013214+0.0014727i,0.00041121+0.0011014i,-0.0013446+0.00031531i,-0.0030407+0.00023338i,-0.0029172-0.00027154i,-0.0026906+5.1526e-06i,-0.0023889+0.0011287i,-0.00060989+0.0017924i,1.0252e-05+0.0021744i,-0.00063381+0.003467i,-0.0010169+0.0033309i,-0.0022086+0.00051335i,-0.0039471-0.001781i,-0.002658-0.0025236i,7.7038e-05-0.0033788i,0.00089304-0.0036086i,-0.00010578-0.0016554i,-0.00092795-0.00023665i,1.8438e-05-0.00052231i
-0.0012155-2.2648e-05i,-0.0019803-2.4668e-05i,-0.00098414+0.0012771i,0.0019337+0.0005578i,0.002822-0.00086365i,0.00035214-9.3109e-05i,-0.0014256+0.002838i,-0.0012246+0.0043452i,-0.00014921+0.0039318i,-0.00027271+0.0027114i,-0.00069798+0.0019141i,-0.00084528+0.001615i,-0.0014313+0.0018617i,-0.0031871+0.0028474i,-0.0037371+0.001546i,-0.0018326-0.0010199i,0.00043369-0.0033535i,0.0021223-0.0042131i,0.0027489-0.0032196i,0.0021889-0.0024374i,0.0011285-0.002135i,-0.00010032-0.0010441i,-0.00091778-7.8876e-05i
0.0011121-0.00076592i,2.2662e-05-0.0025461i,-0.0011366-0.0018241i,-0.0020593-0.00043815i,-0.0014503+0.0005401i,-0.00040865+0.0016781i,0.00019127+0.0015804i,0.0015482+0.00099609i,0.0028501-0.00037551i,0.0030309-0.0013456i,0.0015354-0.0010346i,0.00036248-0.00012341i,-0.0011739+0.00088685i,-0.0030804+0.001832i,-0.0033175+0.0011727i,-0.00031976-0.0007159i,0.0035549-0.0023705i,0.0055394-0.0022237i,0.0049009-0.0010421i,0.0027785-0.0012821i,0.00093132-0.0021351i,4.4297e-05-0.0010425i,-0.00026352-1.2168e-08i
0.00097237+9.8519e-06i,0.0014086-0.001667i,0.00073565-0.0020904i,-0.0010739-0.00022659i,-0.0017337+0.0020668i,-0.0012161+0.002106i,-0.0020842+0.0014265i,-0.0029498+3.7484e-05i,-0.0024525-0.0023325i,-0.0022859-0.0030242i,-0.0024592-0.0024427i,-0.0028891-0.0017794i,-0.0032277-0.001241i,-0.0027157-0.0011994i,-0.001351-0.00079566i,0.0013592-0.00084616i,0.0047462-0.0010046i,0.0053394+0.00091457i,0.0039105+0.0022165i,0.0026622+0.00081245i,0.0015004-0.00083903i,0.00044399-0.00073348i,2.1967e-05-0.00026006i
0.00094379+0.0024827i,0.0020847+0.0024187i,0.0035792+0.00071613i,0.00252-0.00052446i,-0.00014046-0.0010243i,-0.002132-0.00048054i,-0.0028827+0.0014984i,-0.0028835+0.0034257i,-0.0026676+0.0035116i,-0.0025575+0.0026795i,-0.0018917+0.001396i,-0.0017898+0.0005487i,-0.0028542-0.0012132i,-0.0034307-0.0029609i,-0.0019399-0.0022206i,0.00081745+0.00062949i,0.0025804+0.0032933i,0.0027476+0.0048216i,0.0024148+0.0050185i,0.0029776+0.0031364i,0.0036721+0.00096565i,0.0030374-0.00020009i,0.0019854+9.6245e-05i
-0.00090825-6.6049e-05i,-0.0017841-0.00082886i,-0.00018266-0.0007443i,0.00064721-0.00092694i,-0.0001543-0.0023287i,-0.0017452-0.0026112i,-0.0018991-0.0013367i,-0.00010335+0.00037454i,0.0020209+0.00055666i,0.003447+0.00014139i,0.0040495-0.00029876i,0.0036964-0.00067054i,0.0023652-0.00099456i,0.00088806-0.0017624i,0.0005117-0.00023948i,0.00070553+0.0033779i,0.0012478+0.0068326i,0.00044077+0.0078011i,-0.00045527+0.006876i,0.00057971+0.0049876i,0.001646+0.0027843i,0.0014414+0.0014626i,0.00047637+0.0010446i
0.00010872-5.3626e-05i,-0.0027048-0.0011903i,-0.003145-0.00097237i,-0.0015478-0.0010109i,-0.00086532-0.0012461i,-0.001435-0.0014799i,-0.0021285-0.0016517i,-0.001506-0.0025061i,-9.3479e-05-0.0032756i,0.00077547-0.0035917i,0.0010139-0.0029775i,0.0013342-0.0017758i,0.0021062-0.0018978i,0.0027396-0.0030809i,0.00059262-0.0021515i,-0.0031069+0.0011471i,-0.0048271+0.0042371i,-0.0049736+0.0045654i,-0.0048532+0.0027805i,-0.003977+0.0022506i,-0.0022946+0.0024874i,-0.0011736+0.0020947i,-0.00078539+0.00096109i
0.0029852-0.0035989i,0.002128-0.0050238i,-0.00012798-0.0060809i,-0.0016995-0.0039875i,-0.002603+0.00019555i,-0.0030793+0.0030006i,-0.0021612+0.0026295i,-0.0015635+0.00020351i,-0.0018842-0.00096023i,-0.0021838+0.00050221i,-0.0021591+0.0017677i,-0.0019731+0.0022687i,-0.0010297+0.0023384i,0.00045742+0.0013826i,7.5559e-05+0.00035199i,-0.0035241-8.4487e-05i,-0.0071936+0.00030988i,-0.0074934+0.00028961i,-0.0054733-0.00051074i,-0.0037742+0.00056707i,-0.001896+0.001951i,-0.00073653+0.0013536i,-0.00066178+0.00052995i
