-0.00088589+0.0019396i,-0.0009632+0.0021957i,-0.0021128+0.0018374i,-0.0017483+0.00047177i,-0.0013897+0.00039892i,-0.00042418-0.00033623i,0.0002034-0.00066909i,0.00012544-0.00066245i,0.00049822-0.00036331i,0.0010762-0.00020711i,0.0014202-0.00076231i,0.00059557-0.0014228i,0.00037291-0.0017742i,0.00059046-0.0018444i,0.00034568-0.0013602i,-0.00015297-0.00020919i,-7.2404e-05+0.00085956i,0.00032357+0.00010231i,0.00021057-0.00044823i,-0.00037507-6.8149e-05i,-0.0011163+0.00016765i,-0.00065361+0.0009347i,-0.00022602+0.0011236i
-0.0016393+0.0020789i,-0.00044922+0.0016508i,-0.0010421+0.0010982i,-0.0012524+0.0011462i,-0.0010834+0.0011857i,-0.0010125+0.00092777i,-0.0010698-2.6737e-05i,-0.00083679-0.0004397i,-0.00063782+0.0001675i,-0.00053269+0.00053233i,-0.00026179+0.00049643i,-6.5607e-05+7.04e-05i,1.2097e-05-0.00055278i,0.00026257-0.00071037i,0.00019445+7.7525e-05i,-0.00016884+0.00085872i,-0.00023449+0.00064022i,3.0127e-05+0.00040337i,5.0395e-05+0.0001714i,-0.00017617-0.00058554i,0.00027116-0.00074639i,0.00045183+0.00012185i,-0.00036344+0.0007396i
-0.0012388+0.0018757i,-0.00060975+0.0037601i,0.00092289+0.0043617i,0.00098045+0.0032397i,0.00073375+0.0013612i,0.00036662-0.00086587i,2.888e-05-0.0014233i,-0.00020739-0.0011814i,-0.00050627-0.00071679i,-0.00029161+0.00032635i,-0.00018168+0.00068069i,-3.8824e-05+0.00037344i,0.00075035-0.00027571i,0.00015266-0.00050493i,-0.0010573-0.0006065i,-0.00083665-0.00075014i,-0.00041908-0.00059125i,0.00020447-0.00027546i,0.00022648+1.2051e-05i,3.3e-05+0.00049668i,0.00060318+0.0011314i,0.00045108+0.0010218i,-0.00044013+0.00044252i
0.00045901+0.0013465i,0.00071823+0.0011457i,-0.00020399+0.00047581i,-0.00097012-0.00058192i,0.00035893-0.0012341i,0.0020066-0.0011915i,0.0018016-0.00098344i,0.00096258-0.00072477i,0.00062886+0.00017691i,0.00087392+0.00058703i,0.0015553-8.6141e-05i,0.001254-0.00016539i,-0.00012617+0.00088057i,-0.00078877+0.0012275i,-0.00016498+0.00059004i,0.00033451-0.00052151i,-0.0003038-0.00081244i,-0.00070324+0.00013328i,0.0001316+0.0013281i,9.3959e-05+0.0013762i,0.00035194+0.00025438i,0.0013639-0.00013468i,0.00071011-7.2266e-05i
0.00031276-0.0010721i,0.0010605-0.0013836i,0.00052407-0.0010846i,-0.00062072-0.00090602i,-0.0018962-0.00043169i,-0.0017879-6.4232e-05i,-0.00090721-0.0006985i,0.00027071-0.00085768i,0.000339-0.00058945i,-0.00053884-0.00097734i,-0.0007416-0.0007971i,-9.1863e-05-4.2509e-05i,0.00031531-5.284e-06i,0.00071076-0.00059819i,0.0011438-0.0001305i,0.00083759+0.00039339i,0.00065033+0.00050307i,0.0005483+0.00085186i,0.00013454+0.0011707i,0.00016574+0.00048759i,0.0004041-6.8595e-05i,-3.3709e-05-0.00046635i,-0.00037894+5.0392e-06i
0.00027549-0.0027299i,-0.00083677-0.0017832i,-0.0016325-0.0017568i,-0.0017193-0.0014673i,-0.0010392-0.00014848i,-9.1094e-05+0.0012243i,0.0004529+0.0010691i,0.00065878-4.7744e-05i,2.3882e-05-0.00051557i,-0.0009284-0.00077599i,-0.0019288-0.00030885i,-0.0015165+0.00054864i,-7.522e-05+0.00046211i,0.00084574+0.00071093i,0.00083646+0.00080257i,0.00032715+0.00057606i,0.00047023+0.0004966i,0.00099162+0.00083192i,0.00056226+0.00079384i,-0.00036022+0.00031371i,-0.00037848-0.00061749i,-0.00061685-0.0005206i,-0.00083436+2.1894e-05i
-0.00025892+0.00022395i,-0.00056701+0.0013118i,0.00060774+0.0028794i,0.0019235+0.0030178i,0.0015113+0.001343i,0.00092194-0.00049378i,9.5532e-05-0.0012093i,-4.6886e-05-0.00034567i,0.00047368+0.000701i,-3.8942e-05+0.00051625i,-0.00074861+0.00050806i,-0.00074908+0.0013187i,-0.00047083+0.00046562i,0.00038318-0.00026089i,-0.00017322-0.00016389i,-0.00028219-0.00038132i,5.4762e-05-0.00024725i,2.9953e-05-0.00072477i,-0.0003788-0.0011483i,-0.00076107-0.000538i,-0.00041911+0.00072003i,0.00012457+0.00059409i,0.00023361+0.00022226i
-0.0012826+0.0011184i,0.00074001+0.0024459i,0.0016965+0.002752i,0.001218+0.0019953i,0.00034923+0.00084058i,5.6923e-05-0.00054099i,0.00011367-0.0015833i,-0.00067611-0.0012291i,-0.00083849-0.0003615i,-0.00018845+0.0003826i,-2.1136e-05+0.00044711i,0.00012227+0.00061148i,0.0002873+0.0007561i,-0.00026779+0.00031024i,-0.00089104-0.00012365i,-0.00063442+0.0001971i,-0.00027823+0.0007103i,-8.7646e-05+3.1178e-05i,9.4699e-05-0.0007871i,2.2836e-05-0.00040869i,-0.00045813+0.00014181i,-0.00017979-0.00056352i,-2.9582e-05-0.00093112i
-2.46e-05+0.00047416i,-0.00084211-0.0001237i,-0.0013612+0.00022782i,-0.0010415+0.00088942i,-0.00032067+0.00040578i,-0.00031336-0.00072262i,-0.00034185-0.0022747i,-0.00071643-0.0022731i,-0.00109-0.0014465i,-0.00048409-0.00094194i,0.00022388-0.00077744i,0.00014873-0.00082587i,-0.00092421-0.00051307i,-0.0010204+0.00073041i,-0.00021651+0.0013225i,-0.00031749+0.0011451i,-0.0006273+0.00094233i,-0.00017021+0.00044199i,0.00026557+0.00036475i,0.00023332+0.00049052i,-0.00067482-0.00067253i,-0.00037618-0.0017777i,0.00047521-0.0012889i
-0.0023971-0.00094999i,-0.0024836+0.00011236i,-0.0025482+0.00072869i,-0.001398+0.001119i,4.0895e-05+0.001648i,0.00013079+0.0011422i,0.00012389-0.00023148i,0.00015741-0.00091514i,0.00034074-0.00098582i,0.00062856-0.00070964i,0.00021095-0.00021383i,0.00056117+0.0003524i,0.0012485+1.3981e-06i,0.0013692-0.0010862i,0.0009678-0.0011551i,0.00050099-0.00052728i,0.00034133-0.00029889i,0.00038384-0.00050085i,0.00063833-1.6918e-05i,0.000515+0.00032212i,0.00046391+0.00040521i,0.0010889+0.00063145i,0.00062373+8.4903e-05i
-0.00061219-0.00019692i,0.0013988+0.00037323i,0.0025385+0.0010886i,0.0018004+0.00059427i,3.1877e-05-0.0010865i,-0.00073418-0.0018513i,-0.0003245+0.00027981i,8.407e-05+0.0010177i,0.00051436+3.7223e-05i,0.00019295-0.00043704i,-0.00015651-0.00026083i,3.8797e-05-0.00046531i,0.00038047-0.0007239i,-5.1704e-05-0.00031016i,-0.00053233+0.00024053i,0.00018259+0.00029281i,0.00081091+0.00051452i,0.00033084+0.00098117i,0.000445+0.0012228i,0.00056483+0.0006331i,0.00055959-5.5269e-05i,0.0012581+0.00020386i,0.0014576+0.00086863i
0.0010008+0.0018316i,0.0022343+0.0014492i,0.0025935+0.00027769i,0.0008889-0.0014083i,-0.0005143-0.0015887i,-0.00036377-0.0010547i,-4.257e-05-0.0010858i,-0.00015608-0.0017289i,-7.6805e-05-0.0020185i,-0.00033318-0.0010375i,-0.00078031-2.7959e-05i,-0.00050183-3.0759e-05i,0.00026229-7.8458e-05i,0.00066286-0.00027732i,0.00014022-0.00043793i,-0.00024829-2.285e-05i,-0.00017195+0.00074055i,-6.8221e-05+0.0015769i,-0.0005109+0.0010628i,-0.00028276-2.8796e-05i,4.6282e-05+0.00018436i,0.00051708+0.00062781i,0.00063689+0.00075948i
0.0015477+0.0014146i,0.0016966+0.0014106i,0.0012426-0.00025829i,0.00039506-0.0010766i,-0.00040997-0.00033453i,-0.00014491-0.00018758i,-0.00020459-0.00071678i,-0.00087047-3.9204e-05i,-0.0010811+0.00059845i,-0.00082832+0.00020745i,-0.00030641-0.00021097i,-5.062e-06+6.1079e-05i,8.2224e-05+0.00057293i,0.00061352+0.00021046i,0.00022326+0.00060493i,-0.00057224+0.00086069i,-0.00021823+0.00086527i,-0.00038491+0.00014198i,-0.00048093-0.00079954i,0.00019229-0.00064354i,0.00059154-5.8074e-05i,0.0007396+0.00041048i,-3.3722e-05+0.00031665i
0.0013915+0.00019015i,0.00080191+0.0010848i,0.0015008+0.0010155i,0.0017676+0.00018596i,0.00041686-0.00013569i,-0.0005734-0.00042892i,-0.00029184+3.7361e-06i,-0.00016574+0.0012116i,-0.00048793+0.00072436i,-0.00014341-0.0008484i,0.00065353-0.00047728i,0.00082951+1.6906e-05i,8.2795e-05+0.00046991i,-9.7706e-05+0.00084961i,-0.00010727+0.00080855i,-0.000279+0.00083927i,-0.00050133+0.00021316i,-0.00010063-0.00016835i,0.00079684+0.0002798i,-0.00013277-8.4122e-05i,-0.0011034-0.00065235i,-0.00072074-0.00082651i,-1.1304e-06-0.00039978i
-0.00032352-0.00066131i,0.00048087-0.00014236i,0.00059338+0.0012178i,-0.00010983+0.0016856i,-0.00035656+0.00056153i,-8.1771e-05+1.6373e-05i,-8.8145e-05-0.00066862i,-0.00013012-0.0005054i,0.00034916+2.4479e-05i,0.00092165-6.0975e-05i,0.0010741+0.00010523i,0.00042138-1.2434e-05i,-0.0003719+0.00039445i,-0.00019238+0.00075384i,-0.00024527+0.00046389i,0.00021776+0.00067325i,0.0010642+0.00047426i,0.00115+3.3427e-05i,0.00087763+0.00038297i,0.00046462+0.00059119i,-0.00015653-2.6917e-06i,-0.0005718-0.00025414i,-0.00056025-0.00013131i
5.6681e-05-0.00021657i,0.00016893-0.0011884i,-0.00057532-0.0021082i,-0.00088727-0.0012708i,-0.00087078+0.00053807i,-0.0013322+0.0016322i,-0.00060412+0.00049964i,0.00014171-0.00017886i,-0.00079287-0.00024222i,-0.00059924-0.00035694i,0.000379+1.1757e-06i,0.00015507+0.00030487i,-0.00035442+0.00074595i,-0.0001208+0.00011387i,1.7769e-06-0.0005369i,-0.00047039-0.00037349i,-0.00044278-0.00080271i,0.00020944-0.00060915i,0.00079247-0.00022954i,0.00060021-0.0005732i,0.00022793-0.00068982i,1.7309e-05-0.00079527i,0.00033125-0.00099873i
-0.000976+0.0011836i,-0.001121+0.0020385i,-0.00018426+0.00048235i,0.00037098-0.00071324i,-0.00028144-0.00090066i,-0.00026361-0.0013736i,0.00039675-0.001202i,0.00054603-0.0003125i,1.4581e-05+0.000119i,2.3726e-05+0.00026414i,0.0005512+0.00035699i,0.00045179-8.6943e-05i,-0.00011001-0.00063911i,-0.00041309-0.00086538i,-0.00042657-0.0010664i,0.00010129-0.0010973i,0.0011042-0.00067382i,0.00098175+0.00017497i,-0.00025099+0.00077685i,-0.0010499+0.00064649i,-0.0011547-7.5624e-05i,-0.0010295-0.000918i,-0.00056547-0.0011948i
-0.0013494-0.0010077i,-0.00084677+0.00026943i,-9.0239e-05+0.00097683i,-0.00034833+0.0019157i,-0.00035924+0.0016908i,0.00069237+0.00090734i,0.00071329-0.00053624i,-0.00035275-0.0018592i,-0.00069807-0.0019445i,0.0001976-0.00093668i,0.00024867+0.00029513i,-0.00033111+9.9297e-05i,-0.00016534-0.00056069i,0.00074233-0.00013888i,0.0012809+0.00045647i,0.00090619+0.00045338i,-0.00030376+0.00080773i,-0.0015405+0.0014821i,-0.0025743+0.0018202i,-0.002097+0.0010186i,-0.00038892+9.5769e-05i,0.00074534-7.7302e-05i,0.00078794-0.00010542i
-0.00021371+0.00020811i,0.0014663+0.0014885i,0.0014229+0.0019489i,0.00082116+0.0013017i,0.00099567+0.0004846i,0.00077467-0.0013706i,0.00013771-0.0022016i,-0.00046118-0.0018933i,-0.0010419-0.0016599i,-0.00058623-0.0013335i,0.00044134-0.00072308i,0.0009984+0.00015893i,0.0014169+0.00046803i,0.0020085+0.00062452i,0.0018334+0.00042514i,0.00095013+9.7786e-05i,-9.5503e-05+0.00039848i,-0.0012641+0.00025451i,-0.0019716-0.00033347i,-0.0013608+0.00022925i,-0.00043047+0.0010035i,9.3108e-05+0.0010535i,0.00063394+0.0007612i
0.00096971+0.0010837i,0.00024676+0.0010316i,0.00042997+0.00025291i,0.00026518+0.00049075i,-0.00014685+0.00041184i,0.00045411-0.00058062i,0.00073746-0.00073958i,-0.00048585-0.00052609i,-0.0015749+0.00020213i,-0.00072556+0.00055091i,0.00046008+0.00034737i,0.00025055-0.00024267i,-3.1845e-05+0.00016115i,-0.00029549+0.0013741i,-0.00081283+0.0021071i,-0.00040167+0.0016039i,-0.00036247+0.00084848i,-0.0009004-0.00025831i,1.1582e-05-0.0017429i,0.00014877-0.0016657i,-0.00049862-0.00044816i,-0.00039504+0.0002765i,0.00062486+0.00036392i
-0.0013048+0.00028664i,-0.0019969+0.0018011i,-0.0022304+0.0021786i,-0.0023015+0.0016791i,-0.0017513+0.0008628i,-0.0013456-9.6215e-05i,-0.00079173-0.0012267i,-0.00031159-0.00095032i,-0.00028798+0.00048459i,-9.407e-05+0.00089569i,-0.00037473+0.00047463i,-0.00068197+0.00054477i,-0.00039823+0.00071566i,-0.00023024+0.00037949i,-0.00026877+0.00046134i,-0.00083947+8.196e-05i,-0.00061088-0.00045139i,0.00066765-0.0001081i,0.0014908-0.00032221i,0.0018839-0.00079657i,0.0010362-0.0009581i,-0.00046877-0.00075964i,-0.0012984-0.00018631i
8.4868e-05-0.0019225i,4.2487e-05-0.00043625i,-0.00073552-0.00030242i,-0.00090785-0.00073674i,-0.00077121-0.00031694i,-0.00018448-0.00015766i,7.8017e-05-0.00058474i,-9.283e-05-0.00056154i,0.00022233-0.00035816i,-0.00016024+0.00014455i,-0.00058082+0.00079997i,-0.0010902+0.00061039i,-0.0015494-0.00011046i,-0.0010273-0.00031856i,-7.5812e-05+6.7315e-05i,-0.00026236-0.00025939i,-0.00050709-0.0004344i,0.0006007-0.00032985i,0.0011156-5.5439e-05i,0.0010019-4.5834e-05i,0.00035568-0.00049469i,-0.00049192-0.00030151i,-0.0011234+0.0001645i
0.0008362+0.0014406i,0.0010291+0.00062298i,0.0030443-0.00085278i,0.0031149-0.0016214i,0.0014165-0.0018273i,-0.00048945-0.0019218i,-0.001225-0.0020941i,-0.00048858-0.0012963i,-0.00015216+1.5811e-06i,-0.00017993+2.9523e-05i,0.00075157+0.00028897i,0.00021687+0.0010647i,-0.0013315+0.00035504i,-0.0016475-0.0013191i,-0.001596-0.0019032i,-0.00093859-0.0016615i,0.00046253-0.00047023i,0.0011446+0.00030787i,0.0007548+0.00096422i,0.00010538+0.00084828i,-7.9111e-05-7.8806e-05i,0.00033941-0.0010411i,-1.6295e-05-0.0010412i
-0.00078211-0.0024524i,-0.0017915-0.001276i,-0.0017145-0.00042473i,-0.0011555+0.00084133i,-0.0012313+0.0013095i,-0.00032582+0.00069398i,0.00027498-0.00079862i,0.00072592-0.0014725i,0.00089885-0.00083489i,0.00080151+2.6378e-05i,0.00035825+0.00021471i,-0.00011867+8.3236e-05i,0.00045715-0.00025351i,0.0020459+0.00036055i,0.0031369+0.0012883i,0.0023775+0.0016039i,0.00099803+0.0016079i,-0.00057311+0.0014263i,-0.00081043+0.0011768i,0.00054354+0.00052377i,0.0009738-0.00013397i,0.0001281-8.4783e-05i,-0.00023133-0.00028999i
-0.0010926-0.00038986i,-0.0013595+0.00057927i,-0.00039305+0.0011231i,-0.00026122+0.00059362i,-0.00097998-0.00073978i,-0.00021797-0.00073461i,0.001655-0.0010455i,0.0019115-0.0016512i,0.0011523-0.0010719i,0.00033728-9.5891e-05i,-0.00042133+0.000796i,-8.973e-05+0.0014544i,0.00073883+0.00098576i,0.0017611+0.00091917i,0.0023195+0.0015953i,0.0016306+0.0013926i,-0.00020222+0.0014115i,-0.0019632+0.00092382i,-0.0023212-0.00019439i,-0.0012841-0.00073309i,3.0502e-06-0.00057831i,0.00086761-0.00014135i,0.00050704+7.7318e-05i
-0.00252+0.00034341i,-0.001689+0.0016195i,-0.0011078+0.0021204i,-0.00038146+0.0011627i,0.00029528+4.1046e-05i,0.00014724-0.0007481i,-0.00063027-0.0020483i,-0.0014266-0.0026438i,-0.0013541-0.0014963i,-0.0013385-0.00063137i,-0.0012407-0.00033355i,-0.00065132+0.00043232i,0.00065978+0.0013922i,0.0013998+0.0019906i,0.00078562+0.0018209i,-0.00064948+0.001058i,-0.0021808-2.6722e-05i,-0.002118-0.00077556i,-0.0010901-0.0013971i,-0.0009627-0.00093882i,-0.0013594-0.00013164i,-0.0010946+0.00025826i,-0.00059732+0.00064388i
-0.00060088-0.0012771i,-0.00056621-0.0013088i,-0.0018207-0.00095322i,-0.0015486-0.00061521i,-9.6047e-05-0.00021344i,0.0010752-0.0011357i,0.00068192-0.0017433i,-0.0011301-0.00080753i,-0.0016191-4.2668e-05i,-0.0013666+0.00075799i,-0.0011813+0.00055983i,-0.00040539+0.00031065i,0.00040083+0.001088i,0.000211+0.0018749i,-0.00089282+0.0014291i,-0.0010937+0.00041063i,-0.00057212-0.00014314i,0.00014615-0.00092557i,-5.2115e-05-0.0014902i,-0.00065405-0.00087512i,-0.0010934-3.5635e-05i,-0.001389-0.00023353i,-0.0015329+0.00068033i
-6.7542e-08-0.00057982i,0.00038251-0.00018188i,0.0006346+0.00026767i,0.0001199+0.00089557i,0.00016835+0.00088913i,0.0013227+9.9241e-05i,0.0017089-0.00054307i,0.00097898-0.00064483i,0.00046457+0.0010006i,-0.00011042+0.0020101i,-0.00065542+0.0011685i,-0.00047183+0.00062083i,-0.00078893+0.00017795i,-0.0026844+1.4657e-05i,-0.0040957+0.00045174i,-0.0024543+0.00013929i,0.00033802+4.1444e-05i,0.0019958-6.8435e-05i,0.0028468-0.00056579i,0.0024149-0.00023246i,0.001211-6.2269e-05i,9.789e-06-0.00046852i,-0.00042854-0.00043789i
-2.3585e-05-0.00096132i,0.0010527-0.00028519i,0.0021136-0.0005235i,0.0016712-0.00081743i,0.00069582-0.00015067i,7.9646e-05+0.00038014i,-0.00023837+1.6567e-06i,0.0010041-0.00055345i,0.002164-0.00047878i,0.0018357-2.608e-05i,0.0013824+0.00020786i,0.00084993+0.00068127i,0.00028649+0.00074052i,-0.00051998+6.9158e-05i,-0.00076672-0.00041187i,0.00012112-0.00017451i,0.0010242+0.000865i,0.001572+0.0021826i,0.0013197+0.0022762i,0.0015044+0.0016588i,0.0014359+0.0012364i,0.00014132-0.00050125i,-0.00077584-0.0012075i
-0.0028249+0.0010551i,-0.0030007+0.0022576i,-0.0042274+0.0024861i,-0.0035509+0.0027659i,-0.00092858+0.0024938i,0.000269+0.00025356i,0.00018492-0.001524i,0.00077066-0.0015303i,0.0010128-0.0013935i,0.00016337-0.0015235i,8.8407e-05-0.0016069i,0.00066988-0.00078496i,0.00092574-0.00012299i,0.0015004-0.00082204i,0.0022814-0.0014458i,0.00095688-0.00091739i,-0.00050017+0.00034226i,-0.0007902+0.0014367i,-0.0011076+0.0023171i,-0.00088539+0.0020266i,-0.00010109+0.00098986i,-0.00030179+9.2635e-05i,-0.00065864-2.807e-05i
-0.0012571+0.0029196i,-0.0013341+0.002758i,-0.0011032+0.0014972i,-0.00090761+4.9058e-05i,-0.0013313-0.0010364i,-0.0014416-0.0011832i,-0.0021396-0.00067923i,-0.0026405-0.00095397i,-0.0019707-0.0010021i,-0.0015969-0.00058067i,-0.0013091-0.00094249i,-0.00022344-0.00082841i,0.0015177-0.00029233i,0.0021756-0.00020431i,0.001589-4.7958e-05i,0.00097008-0.00020344i,-0.00014412-0.00063729i,-0.0016563-0.00026416i,-0.0030494-4.3171e-05i,-0.0025258-0.00010586i,-0.00093825+0.00030368i,-0.00073293-0.0004559i,-0.00019317-0.00055906i
-0.0027166-0.001594i,-0.0021973-0.00033481i,-0.0017937-0.00016799i,-0.0011038-0.00040493i,-0.00016071-0.00061463i,0.00040407-0.0013861i,-2.8766e-05-0.0021662i,-0.00043951-0.0013349i,-0.0007868+0.00027217i,-0.0002118+0.0011165i,-0.00023804+0.0013769i,2.7767e-05+0.0011981i,0.00082257+0.00071996i,0.0012543+0.00033193i,0.0018542+0.00045305i,0.0013324+0.0010026i,8.7065e-05+0.00069239i,-0.001082-0.00082111i,-0.0021746-0.0019566i,-0.0022507-0.0016653i,-0.0021575-0.00048636i,-0.0015978-5.5867e-05i,-8.9448e-05+0.00012414i
-6.2885e-05+0.0016667i,0.0016926+0.0021109i,0.0032648+0.0019971i,0.0035215+0.0015557i,0.0018206+0.00022333i,-0.00016182-0.0014093i,-0.00086059-0.0020165i,-0.0013864-0.0016287i,-0.0004624-0.00056494i,0.0010084-0.00035617i,0.00085783-0.00056578i,-0.00057286-0.00049378i,-0.0011875+0.00050601i,-0.0018599+0.0017032i,-0.0022566+0.0022998i,-0.00094891+0.0021071i,0.00029342+0.00046296i,0.0010435-0.001287i,0.00028718-0.0020975i,-0.0008295-0.0017202i,-0.00072656-0.00024093i,9.2762e-05+0.00081384i,0.00050231+0.00061526i
-0.0015826+0.0024192i,-0.00099425+0.0032404i,-0.00027272+0.0042207i,0.00083336+0.003478i,0.0012987+0.0016562i,0.00073694-0.00052826i,0.00040341-0.0018089i,0.00044497-0.001611i,0.00076127-0.00045852i,0.0013021-0.00019366i,0.0013243-0.00019066i,0.00080591+0.00010568i,-3.8439e-05-0.00016577i,-0.00045048-0.00015408i,-0.00078695-0.00016267i,-0.00079837-0.00065531i,0.00056644-0.00095399i,0.0014821-0.00084007i,0.0012446-0.00064194i,0.0012271-0.00053212i,0.0012902-5.6049e-05i,0.00087531+0.0010352i,8.87e-05+0.00094622i
0.00019931+0.0030575i,0.00071689+0.0031123i,0.0013292+0.0025002i,0.0021228+0.0012027i,0.001574+0.00032988i,-0.00012315-0.00065656i,-0.00038919-0.00060631i,-0.00028887+0.00026235i,-0.00012065-0.00032439i,-7.2831e-05-0.00058493i,-0.00025227-0.0003904i,0.00017601-0.00095012i,0.00015241-0.00073116i,-0.0004066-0.00023459i,-0.0011307-0.00067268i,-0.001795-0.00024468i,-0.0013191+0.00046982i,0.00045477+0.0010101i,0.0019368+0.0016425i,0.0024528+0.0017741i,0.0012681+0.0011628i,0.00016399+0.00081959i,2.6734e-05+0.00055443i
0.00025705-0.0014503i,-0.0007757-0.00084314i,-0.0012836-0.0008715i,-0.0014227-0.00078665i,-0.00077623+0.00027972i,-0.0003327+0.0010974i,0.00031742-7.4726e-05i,0.0010557-0.0010827i,0.00076484-0.00081607i,-0.00063364-0.00088503i,-0.0012974-0.001008i,-0.00055152-0.00060235i,-0.00033894-0.00074659i,-0.00017789-0.0014613i,-0.00017928-0.0013642i,-0.00094015-0.00027635i,-0.0013158+0.00093373i,-0.00074902+0.0019603i,-0.0004032+0.0017719i,-0.00023722+0.0016402i,0.000261+0.00074486i,-0.00027216-5.4061e-05i,-0.00068174+0.00016894i
0.001638+0.0002216i,0.0012377+0.00023918i,-0.00024277+6.8996e-05i,-0.0012641-0.00050121i,-0.0015933-0.00083024i,-0.0013549-0.0016906i,-0.00035911-0.0015428i,0.00038089-0.00016819i,0.00057304+0.0006549i,-0.00028526+0.00081373i,-0.00057524+0.00029639i,-0.00020516-0.0008466i,-0.00014847-0.0011593i,0.0003269-0.0012455i,0.00059567-0.0010371i,0.0002194-0.00091236i,-0.00099038-0.00055537i,-0.0024741+0.00050616i,-0.0029994+0.0018208i,-0.0024298+0.0024621i,-0.00152+0.0013852i,-0.0012293+0.00058371i,-0.0012045+0.00013584i
-0.00069856-0.0017848i,6.2374e-05-0.0028087i,0.00064438-0.0036759i,0.00056663-0.0025402i,5.1923e-05-0.0007145i,0.0003769-0.00071036i,0.00091104-0.0015745i,0.00065405-0.0013625i,0.00048464-0.00058804i,0.0011571-0.00018316i,0.0013401-4.9817e-05i,0.0012611+0.0005961i,0.0010722+0.0020808i,0.0017344+0.0028151i,0.0023678+0.0016923i,0.0012071+0.00064411i,-0.00042594-0.0002582i,-0.0015171-0.00037199i,-0.0022621+0.00089297i,-0.0023048+0.0015952i,-0.0015448+0.00095433i,-0.0010484-9.2795e-05i,-0.00014809-3.3925e-07i
-0.00040089-0.0017997i,0.00022291-0.00019259i,0.0010814+0.00037143i,0.00085436+0.00061409i,-9.2343e-05+0.0018804i,0.0001254+0.0017264i,0.00075215-0.0004687i,0.00031898-0.0016556i,4.0299e-05-0.002203i,-0.00041438-0.0022835i,-0.00045108-0.0011541i,0.00021477+0.00023009i,0.0012215+0.00070389i,0.0015002+0.0011606i,0.001434+0.0018567i,0.0014411+0.0020511i,0.0013136+0.00085165i,0.00094484-0.00022393i,0.00045567-0.0011811i,-7.7646e-05-0.0012446i,-0.0003934-0.00022516i,2.518e-05-0.00056785i,0.00068421-0.00082504i
0.00039978-0.00012884i,0.00024071+0.0019609i,0.0009598+0.0023346i,0.0002798+0.0007914i,-0.00087002+0.00017928i,-0.00084373+0.00040955i,-0.00012014+0.0006363i,-0.00061442+0.00034738i,-0.0023605-7.3672e-05i,-0.0029485-1.7326e-05i,-0.0021279+1.1119e-06i,-0.0014276-6.4282e-05i,-0.00069726-0.0003327i,-0.0010891+0.00059375i,-0.0013767+0.002315i,-0.0010899+0.0026206i,0.00030157+0.0019325i,0.0017935+0.0006142i,0.0017379-0.0012774i,0.0011557-0.0018677i,0.00041883-0.0012904i,0.0001995-0.00057401i,0.00047612-0.00023987i
-0.0022122-3.6173e-05i,-0.0035816+0.0026606i,-0.0048984+0.0042568i,-0.0038153+0.0034829i,-0.001717+0.0012598i,0.00014604-0.00088826i,0.00017108-0.001696i,-0.00090367-0.00042414i,-0.00090301+0.0013494i,-0.00021883+0.0023424i,0.00050115+0.0017833i,-0.00014539+0.00031788i,-0.0017269-0.00064499i,-0.0020019-0.00083112i,-0.0011507-0.00037172i,-0.0002732+0.00083007i,0.00039768+0.0013856i,0.00058957+0.00099245i,0.0012571+0.00022049i,0.0011818-0.0004005i,0.00056515-0.00083952i,0.00071904-0.00063368i,0.00082188-0.00034286i
-0.001852-0.0019053i,-0.0029174-0.0027055i,-0.0034487-0.0035271i,-0.0014869-0.0028822i,0.00042837-0.0013328i,0.0014576-0.0014107i,0.0016683-0.0019956i,0.0015783-0.00080456i,0.0019237-0.00016195i,0.0022906-0.00058308i,0.0016178-0.00038892i,0.00057566+0.00044444i,0.00015434+0.00042164i,-0.00021845-0.00033947i,-0.0010175-0.0014159i,-0.0012757-0.0013524i,-0.00064918+0.0003583i,0.00019278+0.0023438i,0.00087098+0.0028242i,0.00097687+0.0019601i,0.00041542+0.001489i,-0.00044587+0.0012375i,-0.0010865+0.0013111i
0.0011713-0.0010826i,0.0006284-0.0018759i,-0.0008027-0.0023471i,-0.0013014-0.000254i,-0.00088244+0.0016287i,-7.3243e-05+0.00013608i,0.00085211-0.0012831i,0.0012856-0.0021741i,0.0017501-0.0028172i,0.0011349-0.0019754i,0.0006373-0.001219i,0.00066998-0.00033402i,-0.00011815+0.0003503i,-0.00027712+4.2745e-05i,1.2324e-06-0.00071295i,-0.00085832-0.00075414i,-0.0016443-0.00021518i,-0.0014585+0.0010076i,-0.00063484+0.0027551i,-0.00052642+0.0032973i,-0.00054049+0.0020456i,-0.00044618+0.0013516i,-0.00064652+0.001558i
0.0025287+0.0016431i,0.0054317+0.00151i,0.0070782-0.0003732i,0.0045983-0.0020834i,5.4091e-05-0.0020556i,-0.00085786-0.001739i,-0.00065621-0.0021675i,-0.0014616-0.0034684i,-0.0012264-0.0033894i,-0.0012527-0.0022141i,-0.00067741-0.00094423i,0.00055442+6.0067e-05i,0.0012953+0.00027435i,0.0022366-0.00030147i,0.0028886-0.0012861i,0.00254-0.0014595i,0.00065934-0.0014616i,-0.0012228-0.0015631i,-0.0028111-0.00033235i,-0.0028153+0.00084964i,-0.0016451+0.0012414i,-0.0011181+0.00072492i,-0.00095876+0.00018028i
