-0.00086089+0.0022324i,0.00014707+5.3945e-05i,0.00012419+0.00013734i,-0.00016483-2.6077e-06i,9.2297e-05+0.0005596i,0.00013425+0.0018625i,8.0809e-05+0.001643i,0.00086226+0.001038i,0.00082605+0.0011631i,0.00013501+0.00068359i,7.9944e-05-8.7498e-05i,0.00011316-0.00052313i,-0.00053094-0.00049724i,-0.00075109-0.00033784i,-0.00028292-5.9811e-05i,0.00022762+0.00064744i,0.00050364+0.00014445i,0.00052089-0.00048472i,0.00034232+0.00020378i,0.00026129+0.00070706i,3.3709e-05-0.00011412i,-0.00034182-0.0002237i,1.8178e-05-9.7178e-05i
0.00012126+0.0013341i,0.00042971+0.00056999i,0.00028715+0.0010927i,0.00092922+0.0013975i,0.0019883+0.00022152i,0.0015845-0.0015346i,0.0015864-0.0011003i,0.0015269-0.000363i,0.00038529-0.00039529i,-4.2929e-05+7.7751e-06i,0.00020557-0.00030744i,-0.0005299-0.00088075i,-0.0012283-0.0010704i,-0.00066679-0.0010865i,-0.00043932-0.0012224i,-0.00065518-0.0011318i,-0.00058691-4.7503e-05i,-0.00078516+0.00062198i,-0.00095274+0.00041762i,-0.00038606-0.00034604i,0.00038796-0.00062141i,0.00037976-0.00020309i,0.00011036+0.00027252i
-0.00067288-0.00062855i,-0.00067424-5.023e-05i,-0.0001517-7.1646e-05i,0.00025126+0.00035944i,0.00030444+0.0015141i,0.00031519+0.0020001i,0.00025048+0.001525i,0.00046019+0.00028913i,0.00019828-0.00041828i,-0.00085688+0.00054645i,-0.00090157+0.0011609i,0.0001797+4.2051e-05i,-3.1031e-05-0.00071914i,-0.00030237-5.4671e-05i,0.00051542-0.00014121i,0.00032356-6.3318e-06i,-0.00054754+0.00084352i,-0.00079674+0.0013348i,-0.00024806+0.0012163i,0.00039583+0.00061049i,-0.00060692+0.00050612i,-0.0016924+0.00099277i,-0.0012524+0.00086397i
-0.0026152-0.00020177i,-0.0032044+0.00015755i,-0.0031519+0.00079744i,-0.0021142+0.00043223i,-0.00082794+0.00026924i,8.6489e-05+0.0011743i,0.0010621+0.00048419i,0.0016766-0.00062771i,0.0012052-0.00067876i,0.00043297+1.6271e-05i,-0.00060538+0.00029332i,-0.00042522+0.00029544i,0.00028453+0.00074153i,0.00031251+0.00087811i,0.00068843+0.0004397i,0.00031195+0.00012462i,-0.00013758+0.00014355i,0.00015439+6.1705e-06i,0.00029287+0.00023258i,-8.0636e-05-9.3356e-05i,8.4525e-05-0.00061087i,-0.00060696-0.00080764i,-0.0012565-0.0014636i
0.00027835+0.00025092i,0.00033446+0.00017941i,-0.0001597-0.00086898i,-0.00014296-0.0013547i,-0.00045136-0.001283i,-0.00070934-0.00082556i,6.1067e-05-0.00021273i,0.00029709+0.00024894i,-0.00055399+0.0002052i,-0.00096282+0.00032675i,-0.00083532+0.00031912i,-0.00043089-0.0002391i,-0.00030976-0.00021118i,-0.00088612+0.00028935i,-0.0013115+0.00040035i,-0.0013115+0.00022785i,-0.00094393+0.00017564i,-0.00037353-0.00020765i,-0.00013292-0.00054988i,-0.00024991-2.6327e-05i,-0.00060657+0.00063568i,-0.0001422+0.00033543i,0.00073489-0.00030873i
-0.00077523-0.00063018i,-0.00058689-0.00077237i,-0.00072296-0.00042036i,-0.00026019-8.0825e-05i,0.0010983+0.00061077i,0.0018957+0.0011302i,0.0011529+0.00079537i,0.00025226+5.3763e-05i,-0.0003951-0.00012185i,-0.00066777+0.00037184i,-0.00019369+5.3771e-05i,4.6782e-05-0.00059445i,0.00039153-0.0015226i,0.0015601-0.0014236i,0.0012657-0.00044708i,0.00037401-8.9502e-06i,0.00016713+0.00033227i,-2.0647e-05+0.00068345i,-0.00035958+0.00096397i,-0.00079728+0.00062709i,-0.0001526+2.1588e-05i,0.00052626-0.00034507i,0.00095643-0.00019076i
0.00095817-0.0012137i,0.00075157-0.00067694i,0.00077757-0.00078213i,0.00053512-0.00069892i,0.00014148+0.0002594i,0.00028051+0.00070723i,6.8636e-05-0.00020463i,-0.00052448-0.00092413i,-0.00075355-0.00093229i,-0.00020574-0.00038616i,0.00021749+0.00060965i,1.5905e-05+0.0011177i,0.00027348+0.00096776i,0.00063788+0.00028784i,0.00025432-0.00053652i,-0.00025234-0.0010357i,-0.0004886-0.00027485i,-0.00069758+0.0012083i,-0.00056398+0.001904i,-0.00046471+0.00073051i,-2.9404e-05+0.00013526i,0.00045367-0.00017705i,0.00055258-0.00029843i
-0.0031102+0.0021284i,-0.0020579+0.0021428i,-0.00051977+0.0027023i,-3.7795e-05+0.0016839i,0.00066975+0.00021543i,0.0010687+0.00046381i,0.0010647+0.0010643i,0.00053319+0.00071327i,-0.00070285-8.081e-05i,-0.00077801-0.0011065i,0.00083242-0.0010601i,0.0013894+0.00021403i,0.00033859+0.00022624i,0.00039719-0.00045951i,0.00077884+5.1418e-05i,0.00029746+0.00043132i,-5.8229e-05-0.00035392i,2.4791e-05-0.00090028i,0.00010804-0.00031524i,0.00049864+0.00033315i,0.00019418+0.00014544i,-0.00034891-0.00019652i,0.00015261-0.00055006i
-0.0013092+0.0002205i,-0.00090963+0.00080066i,0.00032209+0.0014004i,0.0011985+0.0012232i,0.00092105+0.00039368i,0.0013571+0.000258i,0.0017582+9.919e-05i,0.00034639+0.00013809i,-0.00061268+1.2427e-05i,-0.0002823-0.0005769i,-0.00017754-0.0010505i,-0.00025384-0.00081479i,-9.9619e-05+9.8728e-05i,-2.2713e-05+0.00042391i,0.00036501-0.00025858i,0.001152-0.00049727i,0.0010981-0.00010421i,0.0005158+0.00042857i,-6.5889e-05+0.0004061i,-1.0612e-05+8.876e-05i,0.00020574+0.00010579i,0.00014984-0.0002137i,0.0004482+0.00023996i
9.5303e-05-0.0011592i,0.00066301-0.00085844i,-0.00055046-0.00030969i,-0.00098296-0.0010352i,0.00015406-0.0012721i,0.0005602-0.0005919i,0.00035119-4.0479e-05i,0.00069795+0.00033957i,0.0010824+0.0002601i,0.00086105+0.00083593i,0.00045279+0.00024536i,0.00014886-0.00077389i,-0.00015564-0.0013518i,-0.00038703-0.00028101i,7.5437e-05+0.0012581i,-7.1731e-05+0.00046981i,-0.00074981-0.00028572i,-0.0006222+0.00031208i,7.9297e-05+0.00062011i,0.00055697+4.1817e-05i,0.00038456-0.00013206i,-0.0001851+0.00015346i,-0.00049432+1.3503e-05i
0.0011333+0.0015288i,0.00098859+0.00022802i,0.0016517-0.00076865i,0.00072803-0.00077939i,-5.7439e-05-0.00049765i,-0.00086237+0.00030536i,-0.00092514+0.0007858i,-0.00013834+0.00030929i,0.00021232+0.00057621i,0.0001574+0.00078176i,-0.00059405-0.0004166i,-0.00093268-0.0010131i,-0.00037879-0.00051548i,-0.00094475+0.00023623i,-0.0018413+0.00074919i,-0.0010377+0.00056958i,-0.00032588+0.00045911i,-0.00052744+0.00033903i,-0.00032231+7.0436e-05i,0.00024877+0.00043627i,0.00018915+0.00092061i,-0.00047084+0.00058608i,-0.00093432-2.534e-06i
-0.0010814+0.0011395i,-0.001151+0.0007049i,-5.8057e-05+0.00038668i,0.00068186+0.00011461i,0.00093429+0.00017689i,0.0014377+0.00087642i,0.0012336+0.0014164i,0.00051253+0.0012975i,0.0002542+0.00052452i,-7.3783e-06-0.00048579i,7.8319e-06-0.00056329i,0.000171+4.2324e-05i,-0.00032919+0.00032716i,-0.00079216-2.0102e-06i,-0.00067147-0.00028158i,-0.00096532-0.00025638i,-0.0009214-0.0007623i,0.00036921-0.00053395i,0.00099812+0.00053096i,0.00044559+0.00077694i,-0.00010372+0.00077077i,-0.00043655+0.0005478i,-0.00014157+0.00013458i
0.00011228+0.0010879i,-0.00038918+0.0012055i,3.1766e-05+0.00010555i,0.0015624-0.00079074i,0.0018414-0.00071546i,0.001652-5.3311e-05i,0.00099769+0.000528i,0.00084478+5.5246e-06i,0.0012843-0.00064423i,0.001242-0.00034064i,0.00034979+0.00015853i,0.00026733+0.0002137i,0.00050302+0.00047165i,-0.00015064+0.00067043i,-0.0013362+0.00036886i,-0.0015149-9.2613e-05i,-0.00089851+0.00038704i,-1.634e-05+0.0007267i,0.00040034+0.00046951i,-0.00012432+0.00059456i,-0.00036403-0.00017684i,0.00068033-0.00050661i,0.0010985+0.00061315i
0.00025407+0.00041697i,-0.0010043+0.00053689i,-0.00014876+6.6001e-05i,-0.00014177-0.00022487i,-0.00093959-0.00021715i,-0.00011627+0.00091425i,0.00093449+0.0016611i,0.00082777+0.00067263i,0.00051031-0.00027462i,5.7991e-05-0.00039846i,-5.5736e-05-0.0006734i,0.0001477-0.00052023i,0.000282-0.00019284i,-0.00023594-0.00033317i,-0.00098779+0.00033471i,-0.00082166+0.0008506i,-0.00059662+0.00052202i,-8.283e-05+0.00014077i,0.00057179+0.00028184i,0.00031331+0.00055376i,0.00049216-1.2282e-05i,0.00088042-6.677e-05i,0.00023926+0.00044237i
-0.003019+0.0011188i,-0.0022591+0.0013566i,-0.0012797+0.0010225i,-0.00085166+0.00048762i,-9.4568e-05+0.00059842i,0.00094496+0.00076655i,0.0012001-0.0001574i,0.00019785-0.00038916i,-0.0005529+0.00025203i,-0.0002017+0.00077575i,-0.00025766+0.00081699i,-0.00011203+0.00011204i,0.00051109+0.00020471i,9.5292e-05+0.00073978i,-0.00033116+0.00019258i,0.0001856-8.8506e-05i,0.00024483+0.00047551i,3.4383e-05-0.00023176i,-3.8592e-05-0.0011677i,-0.00034919-0.0011222i,-0.00066134-0.00075285i,-0.00085347-0.00025092i,-0.0012179+8.4504e-05i
-0.0039628+0.0022118i,-0.0043179+0.0031133i,-0.0021004+0.0031451i,-0.00023089+0.0019872i,-0.0004709+0.00079647i,-7.8417e-05+0.00048536i,0.00095261+0.00059802i,0.00073198+0.00049022i,0.00026339+0.00058541i,0.00036654+0.00080892i,0.00038294+0.00037469i,0.00017302+9.1547e-05i,5.286e-05+0.00045593i,0.00010543-0.00022726i,-0.00033789-0.0012919i,-8.2709e-05-0.0011968i,-4.3528e-05-7.8679e-05i,-0.00015023+0.00029562i,0.00013899-0.00015936i,6.0015e-05-0.00020356i,-0.00044727+0.00028095i,-0.00084663+0.00025384i,-9.7497e-05+5.0419e-05i
-0.0025271-0.0019586i,-0.0032383-0.001945i,-0.0027038-0.001025i,-0.0012552+1.9223e-05i,5.6501e-05+0.0001511i,0.00064779+0.0006981i,0.0001709+0.0018769i,-5.3139e-05+0.0017336i,4.495e-05+0.00051749i,-0.00027155-8.8292e-05i,-0.00036929-0.00031419i,-6.9129e-05-0.0005395i,2.1401e-05+0.00010509i,4.8092e-05+0.0010133i,-0.00024384+0.0011112i,-0.00084814+0.0002579i,-0.0015726+0.00058683i,-0.0018453+0.00074951i,-0.00013763-0.00037653i,0.00062882-0.00043337i,0.00040482-0.00045334i,0.00038008-0.00042926i,-0.0010212-2.4523e-05i
0.0010247-0.0015881i,0.00018432-0.0028721i,-0.00076256-0.0024206i,-0.0011533-0.0013938i,-9.9902e-05+0.00033767i,0.00098507+0.0019438i,0.0011299+0.0012582i,0.00061797+1.1954e-05i,0.00061763-0.00017391i,0.00097642-6.5561e-05i,0.00057928-2.1716e-05i,0.00016071+2.4979e-05i,0.00029159-0.00034583i,0.00078244+0.00023181i,0.0006502+0.00090919i,-0.00044579+0.00060477i,-0.00128+0.00064707i,-0.0012457+0.00052386i,-0.00065981+4.2977e-05i,-0.00053161+6.3573e-05i,-0.00027772+0.00011394i,-5.6145e-05-0.00026508i,-0.00013327+2.8307e-06i
0.00069453+0.0015943i,0.0016224+0.00035978i,0.0022119-0.00078481i,0.0011366-0.00086503i,0.00046633-0.00024052i,0.00048641+0.00067156i,0.00052726+0.00043223i,0.0006385-0.00046156i,0.00050969-0.00029075i,0.00014692-0.00035337i,6.1541e-05-0.0004154i,-0.00011563+0.00031203i,-9.6368e-05+0.00041103i,1.1095e-05+0.00033612i,-0.00044472+0.00084569i,-0.0012503+0.0009344i,-0.00050087+0.00026738i,0.00027928+0.00045844i,2.9458e-05+0.00099735i,-6.1247e-05+0.00058592i,9.9063e-05+0.00017336i,2.4203e-05+0.00045889i,-0.00047214+0.0001843i
-0.00015771+0.00072818i,-0.00045714+0.0015451i,-0.00058576+0.0020653i,9.3517e-05+0.00090423i,7.4702e-05+0.000165i,1.8973e-05+0.00027405i,0.00036564+0.0005518i,0.00064703+0.00017246i,0.00033376-0.00058448i,-6.0187e-05-0.00062829i,-0.00011121-0.00037304i,-0.00061684-2.4324e-05i,-0.0012043+0.00037938i,-0.0018235+0.00020066i,-0.0020563+0.00056125i,-0.0011824+0.0004972i,0.00033308-0.00051847i,0.0010494-0.00016278i,0.00078065+0.00030892i,0.00097722-0.00011559i,0.00056967-0.00019513i,-0.00080593+1.7474e-05i,-0.00084017-9.1909e-05i
-0.0032465-0.0016751i,-0.0029547+0.00010676i,-0.0030287+0.0011501i,-0.0021146+0.001595i,-0.00052024+0.0011633i,0.00081508+0.0012577i,0.0017123+0.0015573i,0.0015258+0.0011971i,0.00049011+0.00065229i,0.00024001+0.00022832i,0.00021307-0.00047002i,0.00013912+0.00014795i,0.00035168+0.00097268i,-0.00012605-6.9013e-05i,-0.00038915-0.00035296i,-0.00018065+0.00014907i,-0.00021684+3.7631e-05i,-9.1283e-05+0.00016304i,0.00054192+0.00039008i,0.00069324+0.00026873i,0.00062714+0.00029617i,0.00028313+0.00028346i,-9.6822e-05+0.00062912i
-0.00085569-3.1932e-06i,-0.00069571-0.00026286i,-0.00048712+0.00028782i,-0.00066661+0.00077196i,0.00011099+0.00034549i,0.00128-3.4106e-05i,0.0017268-0.00031505i,0.0014077-0.00031526i,0.0004586-0.00058007i,-0.00054977-0.00052075i,-0.0005289+8.8619e-05i,2.8154e-05-0.00042726i,0.00070187-0.00087246i,0.00047584-0.00056276i,0.00010326-0.00022769i,-6.6625e-05-0.00010805i,-0.0002386-5.2673e-05i,9.8746e-05+0.00052085i,0.00017043+0.00064517i,-0.00026231+0.00012647i,-1.6002e-05+8.199e-05i,-0.00033026+0.00057665i,-0.00077229+0.00062237i
0.00020424-0.0002031i,0.00036079+0.0007856i,0.0010828+0.0010086i,0.0013003+0.0012125i,0.0002359+0.0018807i,-5.4659e-05+0.0021991i,0.00016983+0.0018575i,0.0004982+0.00053495i,0.00022174-0.00052525i,0.00015932-0.00047242i,0.00028608-0.00027661i,9.282e-05+0.00015942i,1.9063e-05+0.00054767i,0.00038839+2.8064e-05i,0.00062125+0.00034912i,0.0005132+0.00076666i,0.00034878+0.00088779i,-6.0254e-05+0.0013731i,0.00010046+0.00045644i,0.00042024-0.00024889i,-9.4731e-05-6.9833e-05i,-0.00039923-0.00058972i,0.00036734-0.0012244i
-0.0021332+0.0018149i,-0.0025274+0.0015814i,-0.0015184+0.0014338i,0.00049852+0.00053216i,0.0020191-0.00018077i,0.0019618-0.00042459i,0.0011459-0.00052734i,0.00010473-0.00022801i,-0.00036691-0.00013806i,-1.2826e-05-0.00026841i,0.00028487-0.0002442i,0.00042458-0.00040381i,0.00054549-0.00063557i,0.00022451+0.00019625i,-0.00076897+0.0010494i,-0.00096392+0.00079782i,-0.00079051+0.00078431i,-0.001131+0.00021993i,-0.0012638-0.00039266i,-0.00093295+0.00043991i,0.00010715+0.00037479i,0.0008667-6.6597e-05i,0.00036168+0.00021035i
-0.00041962+0.00030533i,-0.00023487+0.00026716i,-0.0008346+0.00015548i,-0.0005496-0.00046454i,-0.0002617-0.00050907i,-0.0007908+2.2695e-06i,0.00013724-0.00027267i,0.00082799-0.0008661i,0.000528-0.00084405i,0.00083871-0.00012508i,0.0011694+0.00086723i,0.0010385+0.00083309i,0.00059681-0.0002273i,0.00013498-0.00016691i,0.0001578+0.00012211i,0.00021239+3.23e-05i,-9.1916e-05+0.00036754i,5.9481e-05+0.00092338i,0.00033347+0.00040455i,0.00023388-0.00040926i,0.00015981-0.00074783i,2.3596e-05-5.4592e-05i,-0.0006915+0.00092174i
-0.0013026+0.0015597i,-0.00037978+0.0019972i,4.4612e-05+0.0011752i,0.0013734+0.0004262i,0.0013512+0.00024335i,0.00068631-0.00041956i,0.00046065-8.5977e-05i,-0.00020981+8.031e-05i,-0.001065+0.00023972i,-0.0010327+0.00049328i,-0.00015137+0.0004115i,0.00011058-0.00029667i,-0.00016052-0.00075694i,-0.00014743-0.0010204i,-0.00021371-0.00070354i,-0.0011078-0.00015111i,-0.0012482-0.00037277i,-0.00086571-0.00010302i,-0.00092762-0.00021233i,-0.0010183-0.00010935i,-0.00081674+0.00016181i,-0.00021199-0.00029661i,0.00010552+2.3144e-05i
-0.00393-0.0005551i,-0.003204+0.00035168i,-0.0023424+0.00075726i,-0.0011782+0.0011953i,1.9801e-05+0.0012883i,0.00088337+0.00052159i,0.0012171-0.00025472i,0.00095159-0.00029657i,0.00033006-8.0979e-05i,0.00012405+0.00030581i,0.00013327+0.00034593i,8.9566e-05+0.0003485i,0.00065794+0.00096021i,0.0009051+0.000541i,0.00029941-0.00078131i,5.1464e-05-0.00087285i,3.3559e-05-0.00011858i,4.9809e-06-0.00025109i,0.00011123-0.0011736i,0.00017691-0.0012417i,-0.00046386-9.8944e-05i,-0.0008714+5.5637e-05i,-0.00089705-0.00016023i
-0.00083718-0.00055211i,-0.0020684+0.00016044i,-0.0025339+0.00065265i,-0.0004808+0.0007442i,0.0012602+0.0010071i,0.0016387+0.00078011i,0.0015209+0.00030891i,0.00061277+4.4375e-05i,0.00020145+0.00019439i,0.00012778+0.00082954i,5.3668e-06+0.0011462i,-0.0002657+0.00081987i,-0.00030703+0.00043461i,-0.00012449+0.00038039i,0.0002046+0.00051841i,0.00028124+0.0004135i,8.0594e-06+0.00019892i,1.6637e-05-1.4256e-05i,8.0004e-05+0.00015884i,-0.00060039+0.00037054i,-0.0013077+0.00021231i,-0.00078393-0.00053385i,-0.00021187-0.00047987i
-0.000725-0.0014147i,-0.001559-0.0012062i,-0.0015195-0.0002192i,-0.00048822-0.00020384i,0.00050144-0.00084822i,0.00062982-0.00027363i,0.00067267+0.00092143i,0.00098728+0.00034144i,0.00076238-0.00036072i,0.00051468-0.00037026i,6.9524e-05-0.00067221i,-0.00054837-6.0879e-05i,-9.3945e-05+0.00064382i,0.00062531+0.00055768i,0.00020986+0.00036023i,-0.00014612+0.00058902i,0.00047813+0.0011013i,0.00066397+0.0012339i,0.00074149+0.00085265i,0.00027822+4.6056e-05i,5.2149e-05-0.00058362i,0.00040305-0.00012663i,-5.7931e-05+0.00066736i
0.00011437+0.00028958i,-0.00068638+9.1306e-05i,-0.00060947+0.00017036i,-0.00025467+2.212e-05i,0.00030221-6.837e-05i,0.00061873+0.00046901i,0.00050016+0.00093253i,0.00069633+0.0006354i,0.00043043-9.4543e-06i,-0.00040671-0.00034959i,-0.00054408-0.00033328i,-0.00063061-0.00020622i,-0.00053327-5.0313e-06i,-0.00072446+0.00040304i,-0.00050243+0.00041265i,-6.7259e-05+0.00012375i,0.00015324+0.00018907i,0.00057654+0.00052241i,2.4668e-05+0.00046681i,-0.00036906+3.3263e-05i,6.129e-05-0.00056757i,0.00012881-0.00076661i,0.00019419-0.00068438i
0.00088856+0.00063264i,0.00080967+0.00062201i,0.00088991-0.00047761i,7.7475e-05-0.00098258i,-0.00096131-0.00012254i,-0.00066669+9.4455e-05i,0.00058382+0.00024647i,0.00019824+0.0002323i,-0.00026228+2.1236e-05i,-0.00043128-0.00052458i,-0.00074908-0.0011701i,-0.00035451-0.00093757i,-0.00099255-0.00012461i,-0.00168+6.9591e-05i,-0.001145+9.9753e-05i,-0.00017684-0.0006373i,-6.5718e-05-0.00077543i,-0.00066676-0.00022403i,-0.00029159+0.00026235i,0.00013259+0.00058026i,0.00022656+0.00028972i,5.0323e-05+0.0004505i,-0.00037723+0.00065254i
-0.0027686+0.0012612i,-0.0025435+0.0013602i,-0.0014623+0.0007299i,-0.00060778-0.00030783i,-0.00036048-0.0010137i,0.00029182-0.000636i,0.00087797+0.00022673i,0.00027992+0.00037946i,9.3998e-05+0.00048005i,0.0002612+0.00031408i,0.00078343+0.0001258i,0.0003957-0.00019079i,-0.0001366-0.0012619i,-0.00044978-0.0012622i,-0.0010735-0.00071832i,-0.00071844-0.00054157i,-0.00059707+1.0977e-05i,-0.00092797-0.00049528i,-0.00046639-0.00054112i,0.00047211+0.00047472i,0.00056567+0.00097336i,0.00011876+0.00067141i,0.00013863+0.00016472i
-0.0029529-0.00024502i,-0.0030158+0.00028543i,-0.0018734+0.0012219i,-0.00052335+0.0015858i,0.00023889+0.0013131i,0.00067088+0.00082566i,0.00046523+0.00058921i,3.6733e-06+0.00050858i,-0.00032496+0.00059606i,0.0005339+0.00033903i,0.0015318-0.00042517i,0.00057716-0.00047807i,-0.00021583-0.00030825i,-0.00057271-0.0011727i,-0.00074255-0.0012351i,5.1225e-05-0.0006961i,0.00059521-0.00074995i,0.0004084-0.0010769i,-0.00068925-0.00073955i,-0.0014155-0.00017911i,-0.0005894-0.00029558i,4.8157e-05-0.00031816i,-0.00016333-0.00027165i
-0.0019121-0.001615i,-0.0025766-0.0017839i,-0.0017616-0.00041506i,-0.00069394+0.00015896i,-0.00046968+0.0008283i,0.00025952+0.0011726i,0.0015177+0.00085184i,0.0017177+0.00025922i,0.00086326-0.00010191i,0.00051399+4.5905e-06i,0.00025453-0.0007373i,0.00010034-0.00097654i,-0.00018057-0.0002356i,0.00023669-0.00042557i,0.00087857-0.00024459i,0.00033332+0.00033275i,-0.00053613+0.00011477i,-0.00061031-0.00037708i,-0.0001787-0.00071547i,0.00042618-0.00065654i,0.00056016-0.0006015i,8.8223e-05-0.00087359i,-0.00037498-0.0005691i
0.00055093-0.00017313i,0.00052662-0.00054926i,0.0010352+0.00020285i,0.00096656+0.00033463i,0.00062038-0.00015237i,0.00051855-0.00034067i,0.0011695-5.0458e-05i,0.00086571+7.8218e-05i,8.9247e-05-0.00039784i,-3.5583e-07-0.0011854i,0.00014646-0.00089385i,8.8045e-05-7.2543e-05i,-0.00046645-0.00015348i,-0.0001004-0.00012703i,0.00024604+0.00029077i,-0.00059798+0.00063094i,-0.00076098+0.00059519i,-0.00025211+0.00028235i,4.873e-05+0.00037783i,-0.00071309+0.0001565i,-0.0012685-0.00067055i,-0.00065022-0.00085546i,-0.0001351+5.9072e-05i
1.1614e-05+0.0029943i,0.00023901+0.0037788i,0.0010613+0.0032937i,0.0015515+0.0016857i,0.0020721+0.00054476i,0.0018983+0.00024323i,0.0010453+0.00030316i,0.00081402-0.00031185i,0.0011798-0.00045367i,0.0010792+7.848e-05i,0.00029899+0.00031589i,-0.0004409+0.00023665i,-4.3124e-05-0.00022748i,-0.00029842-8.2626e-05i,-0.0013036-0.00018578i,-0.00093346-0.00050072i,-0.00012221-0.00061732i,3.6911e-05-0.0009203i,0.00024494-0.00029396i,0.00025084+0.00046375i,-0.00059225+0.00061851i,-0.00086287-4.6879e-05i,5.3796e-05-0.00066759i
-9.4015e-05+0.00030125i,-0.0017439+0.0010338i,-0.0014494+0.0017193i,-6.0686e-05+0.00088808i,6.5521e-05+0.0001616i,-0.00026365+0.00038354i,0.00058494+8.7788e-05i,0.0015921-0.00014298i,0.00075734-0.00010906i,-0.00049323-0.00065925i,-0.00069701-0.00077396i,-0.00045677-0.00024776i,-0.00073564+0.00033839i,-0.0015657+0.00013794i,-0.0015636+0.00021651i,-0.00079035+0.00037696i,-0.0001923+0.00046679i,0.00028125+0.00069123i,0.00012926+0.0011284i,-0.00069333+0.00073763i,-0.00066792-0.00046673i,0.00044803-0.00067737i,0.00061692-0.00017408i
-0.00033062+0.0010119i,-0.00079537+0.0014648i,-0.00013091+0.00066901i,0.0010525-0.0008308i,0.00052537-0.0014083i,-0.00055403-0.00053951i,0.00033856+0.00070628i,0.0011069+0.0009732i,0.00064829+0.00038825i,-6.3782e-05+0.0002538i,8.3396e-05+2.6504e-05i,0.00054269+2.8653e-05i,0.00076627+0.0007646i,0.0002116+2.0482e-05i,-0.0010213-0.0010358i,-0.0009705-0.00085599i,-0.00058003-9.9509e-05i,-0.00065073+0.00043943i,-0.00063404+0.00044465i,-0.00050255+0.0007395i,-0.00029046+0.00087949i,-0.00018852+0.0002786i,-0.00034312+2.2004e-05i
-7.4097e-05+0.0012702i,2.5214e-06+0.0019009i,0.00027314+0.0020532i,0.00079616+0.0011157i,0.0014263+0.00037749i,0.0016057-0.00013962i,0.0011372-0.00057982i,5.4063e-05-0.00042281i,-0.00037467-0.00032476i,0.00011799-0.00038861i,-0.00021121-0.00019719i,-0.00060403-0.00011378i,-0.00099631-4.4836e-05i,-0.0014628+0.00025149i,-0.00097839+2.7556e-05i,-0.00055844+0.00087739i,-0.00058823+0.001239i,-0.0006059+0.0009709i,-0.00052207+0.00052382i,-0.00017522+0.00021865i,0.00073327+0.0006971i,0.0011439+0.00093905i,0.00022278-0.00019119i
-5.5884e-06+0.00076944i,0.0002901+0.00051771i,0.0010082-0.00017279i,0.00029423-0.00046109i,-0.00045616-0.00042584i,0.00021786+0.00016523i,0.0013535+0.00063366i,0.0011123+0.00040903i,0.00067852+0.00054027i,0.00088699-0.00017261i,0.00018562-0.00065098i,-0.00025561+0.00012412i,-0.00018547+0.0014639i,-0.00093726+0.001207i,-0.001112+0.00079024i,-0.0016353+0.00037015i,-0.0019491-0.0006193i,-0.0013876-0.00053501i,-0.00064838-0.00029562i,-0.00043398-1.1361e-06i,-0.00063088-0.00017185i,-0.00071555-0.00077044i,-0.00040772-0.00063168i
-0.0008395+4.1773e-05i,-0.00020072-0.00061829i,-9.2506e-06-0.0011199i,-5.6908e-05-0.0010843i,0.00064816-4.6355e-06i,6.2488e-05+0.0011419i,0.00055328+0.0006917i,0.0017687+0.00016379i,0.0014673+0.00034579i,0.00030665+0.00023578i,-0.00072918+9.0294e-05i,-0.00099642-0.00056939i,-0.00090438-0.00095474i,-0.00084791-0.00027209i,-0.00058808-0.00011378i,-0.00035307+4.6251e-05i,-0.00035414+0.00031981i,-0.00016699+1.0204e-05i,-0.0001141-0.00051271i,0.00036596-0.00021214i,0.0004669+6.0969e-05i,0.00050228-0.00062762i,0.00046066-0.00065183i
-0.0010337-0.0015991i,-0.0013334-0.0018286i,-0.00052356-0.0016678i,0.00023562-0.0014129i,6.27e-05-0.00086879i,-0.00050006+3.7807e-05i,0.00023892+0.00055669i,0.00069634+0.0012963i,0.00062568+0.00087229i,0.00040431+1.7977e-05i,-0.00029013-0.0001397i,-0.00048812-0.00068105i,0.00015398-0.0011262i,0.00050988+2.5502e-05i,2.3112e-05+0.001287i,-0.00016005+0.00076927i,0.00026041-0.00029793i,-4.0675e-06-0.00040231i,-0.00030144-0.00030355i,0.00026333-0.00022222i,0.00086935-0.0007283i,-0.00013666-0.0010195i,-0.00077551-0.0009584i
-0.00081662-0.00071057i,-0.00074237-0.00043871i,-5.2226e-06-0.00012577i,1.406e-05-0.00028904i,-0.00033885-0.000453i,0.00012952+0.00031911i,9.6852e-05+0.00013824i,-0.00015827-0.00043608i,0.00016419-0.00090287i,0.00025179-0.00084578i,-0.00012769-0.00016113i,0.00013256+8.7189e-05i,0.00056112-0.00026963i,0.00025285+0.00061655i,-0.0010502+0.0019826i,-0.00097793+0.0013137i,0.0001937+0.00034177i,0.00049224+0.00070966i,0.00079304+0.00098675i,0.00051141+0.00049582i,3.1435e-05-0.00064254i,0.00034431-0.00078421i,0.0002634+0.00012881i
