-0.0026409+0.00076099i,-0.0024537+0.001662i,-0.001201+0.0019848i,0.00015389+0.0010672i,0.00051988+0.0013188i,-0.00055519+0.0016801i,-0.00039113+0.0019906i,0.000203+0.0019873i,0.00036924+0.0014968i,0.0010242+0.00060804i,0.0012013+0.00010525i,-9.6845e-05-0.00054816i,0.00014528-0.0010022i,0.0015452-0.00094091i,0.001165-0.0012933i,-0.00029248-0.00058195i,-0.00073729-0.00028855i,-4.44e-05-0.0010123i,2.9041e-05-0.0012212i,-8.2245e-05-0.00069107i,-2.3603e-05+0.00039896i,-0.00011418+0.00074618i,-0.00010446+0.00020045i
-0.00064438-0.00029036i,-0.0014133-0.00048791i,-0.002179-0.00010008i,-0.0014026+0.000332i,0.00046276+0.00061639i,0.0006167+0.00051335i,-0.00084804+0.00016421i,-0.00099312+0.00021444i,-0.00049467+0.000858i,-0.00053485+0.0012648i,-0.0004128+0.0011431i,-0.00014008+0.00042457i,0.000218+3.502e-05i,0.0007287-0.00024585i,0.00085284-0.00039278i,0.00057889-6.8023e-05i,0.00042071-9.3046e-08i,-0.00016315+8.6543e-05i,0.00010452-0.00039864i,0.00053791-0.0011023i,0.00031299-0.00093788i,9.6301e-05-0.00010295i,0.00033357-7.2082e-05i
0.00040029-0.00092339i,0.00012235-0.0015355i,0.00027747-0.0029157i,1.1773e-05-0.0026248i,-0.0012239-0.0016708i,-0.0018596-0.0013659i,-0.0011535-0.00082784i,-0.00087497-9.4411e-05i,-0.00051568-0.00010847i,9.261e-05-0.00037909i,-0.00019961-0.00030653i,-0.00012331-0.00012599i,-0.00016896+0.00046814i,-0.00043986+0.00048046i,0.0001764-0.00041284i,0.00035347-0.00074164i,0.00064035-0.00010959i,0.0011078+0.00068237i,0.00045359+0.00024032i,0.00020699-0.00080696i,0.00029307-0.0010627i,-0.00041517-0.00055775i,-0.0010621+2.0347e-05i
-0.00047585+0.00087187i,-0.0013201+0.0011108i,-0.0010438+0.0010125i,-0.00057353-0.00028097i,-0.0012518-0.0011963i,-0.0012332-0.00063966i,-0.00065414+0.00032948i,-0.00022805+0.0010643i,-0.0003914+0.0013898i,-0.00061515+0.00064508i,0.00037332-0.00015559i,0.00058496-0.00087603i,-0.00084935-0.00094441i,-0.0016125-0.00060138i,-0.00061753-0.00054302i,4.3279e-05-0.00044165i,-0.00018886-0.00032142i,-6.9521e-05-0.00059579i,-0.00033038-0.00039895i,-0.00041576+0.00010474i,-5.4752e-05+1.1385e-05i,0.00020649+2.7961e-05i,0.00060779-0.00044443i
-0.0011018-0.0013631i,-0.0015101-0.00075777i,-0.0020791+0.00025336i,-0.0015435+0.00012839i,-0.00017001+0.00027174i,0.00052365+0.00019423i,-0.00014883+0.00034662i,-0.0011546+0.00040145i,-0.0005157-0.00022974i,0.00049923-2.6854e-05i,0.000336+0.00019024i,-0.0001683+0.00019819i,-0.00015739+0.00015499i,0.00076595-0.00022397i,0.00097713-0.00017792i,0.0003911+0.00027366i,0.00041312+0.00016424i,-0.00022586-0.00026983i,-0.00055017-0.0005828i,-5.5628e-05-0.00069372i,-0.00012833-0.00039757i,0.00019822+1.2528e-05i,0.00033837-0.00012966i
0.0015563-0.0011805i,0.0014549-0.0014911i,0.00044004-0.0017582i,-0.00017361-0.0020353i,-0.00077534-0.0013914i,-0.00087257-0.00034584i,-0.00069541+0.00056557i,-0.00015079+0.00087838i,0.00033839+0.00042337i,0.00064343+0.00031607i,0.00081402-0.00010529i,0.00067332-0.0003412i,0.00020972-0.00013836i,-5.8705e-06-6.4146e-05i,3.2051e-05+0.00023475i,-0.00019603+0.0010606i,-0.00028592+0.00061427i,-0.00026848-0.00061727i,-2.5891e-05-0.0009089i,0.00071113-0.00068072i,0.00013606-0.00034892i,-0.00083954-0.00019087i,-0.00079219-1.6258e-05i
-0.0004165-0.00061663i,-0.00042537-0.00030631i,-0.0005215+0.00012976i,-0.00090305-0.00044284i,-0.0012691-0.00052918i,-0.001223+0.00026279i,-0.0011628+0.00062594i,-0.0016123+0.00018457i,-0.00094961-0.00079389i,0.00015315-0.00088201i,0.00021505+5.2434e-05i,7.5417e-05+0.00078837i,1.147e-05+0.00081281i,-0.00067069+0.00063773i,-0.00074681-0.00018944i,0.00027342-8.7888e-05i,0.0011393+0.00028749i,0.00096064+0.00011829i,0.0002819-3.4961e-05i,0.0003172+0.00017491i,0.00074849+0.00030765i,0.00041984+0.00076923i,0.0001938+0.0010929i
0.0025049-0.00086701i,0.0014614-0.00157i,0.00061361-0.001972i,-0.00018261-0.0018327i,-0.00079218-0.0016167i,-0.0013637-0.00071001i,-0.0014095+0.00032718i,-0.00037446+0.00059698i,3.6918e-05+0.00021288i,-0.00017396-0.00041824i,-0.00081872-0.00028787i,-0.00072126-0.00030556i,3.4742e-05-0.00032932i,0.00031156+4.0596e-05i,0.00014044+7.7057e-05i,0.00062262-0.00034359i,0.001076-0.0010681i,0.0011021-0.001068i,0.00095601+0.0002205i,0.00069068+0.00069533i,0.00021152+0.00018097i,-0.00046904-9.0704e-05i,-0.00030769-0.00022415i
-0.0019271+0.00091905i,-0.0014633+0.00051975i,-0.0014362+0.00049427i,-0.0013793+0.00053176i,-0.00085928+0.00026471i,-0.0007268-0.00024644i,-0.00087564-0.00063187i,-0.00059057-0.00061035i,-0.00055729-0.00065671i,-0.00043804-0.00050726i,0.00055557-6.6292e-05i,0.00098949+0.00032404i,4.9166e-05+0.00047193i,-0.00084344+0.00032124i,-0.0006709-0.00013274i,0.00014394+3.5288e-05i,-0.00028769+0.00055851i,-0.00083535+0.0005608i,-0.00070677+0.00026241i,-0.00065407-2.6635e-05i,-0.00019763+0.00019545i,0.00029644+0.00043073i,0.0003607+5.9546e-05i
-0.00016036+0.00015626i,-3.1491e-05+0.00024361i,-0.00031074-0.00034734i,-0.00070563-0.00068578i,-0.00068976-0.00038299i,-0.0010525+0.00069093i,-0.0011181+0.00088419i,-0.0005316+0.00036398i,-0.0004018+0.00012785i,-0.00094808+0.00028719i,-0.0003661+0.00040947i,0.0009324+0.0006648i,0.0009354+0.0004654i,0.00058564+0.00016481i,0.0013623+0.00072623i,0.0015653+0.0001405i,0.00087724-0.00042859i,-9.7767e-05+0.0001982i,-0.00077009-5.3939e-06i,-0.00015044-0.00073699i,0.00018393-0.00078971i,-0.00038655-0.00016249i,-0.00046409+0.0003375i
-0.00036221+0.00089606i,5.8898e-05+0.00084395i,-0.00029522+0.00072843i,0.0001004+0.00030397i,-0.0004092-0.0004153i,-0.0013423-0.00051721i,-0.00050658+9.2193e-05i,0.00053559+0.00030276i,0.00053521+0.00034714i,0.00012218+0.00031016i,-1.1918e-05+0.00034361i,-0.00021657+0.00039046i,-0.00053393+0.00084327i,-0.00044584+0.00068852i,0.00019873-0.00014595i,-5.8061e-05-0.00036113i,-0.00053745-0.00018605i,-0.00060087+0.00023877i,-0.00037878+0.00017759i,-0.0004219-0.00022592i,-0.00058487-5.5608e-05i,6.5072e-05-2.2008e-05i,0.00024245+4.8684e-05i
-0.00019828-0.0026418i,-0.00015863-0.002321i,-0.00076577-0.0025147i,-0.0016306-0.0015903i,-0.0014436-0.00037062i,-0.0004846+0.00012154i,0.00058295+0.00034751i,0.0010668+0.00059243i,0.00051228+0.00054539i,-0.00022787+0.00089036i,-0.00058962+0.0011i,-0.00061296+0.0010413i,6.3989e-05+0.0010446i,0.0010198+0.00098507i,0.0014375+0.0013744i,0.00090653+0.00071382i,0.00010296+8.7547e-05i,-0.00037385-0.00071171i,0.00044012-0.00099541i,0.00051808+0.00024377i,-0.00068096+0.0012961i,-0.00094672+0.00044631i,-0.00049885-0.00068106i
0.0012917-0.00066711i,0.0011-0.00082541i,0.00099346-0.0013005i,0.00039199-0.00098747i,-0.00084022-0.00069139i,-0.0021637+0.00049976i,-0.0021992+0.0011312i,-0.0010274+0.00062224i,3.3269e-05+0.00082494i,0.00024181+0.00079317i,0.00019689+1.6586e-05i,0.00014941-6.5417e-05i,8.9201e-05+0.00066824i,0.00048776+0.00043426i,0.00079637-0.00064657i,0.00024657-0.0012118i,0.00014432-0.0010721i,0.00047791-0.0012685i,0.00065558-0.00061646i,0.00055654+0.00027481i,0.00033607+0.00061109i,-0.00013424+0.0010231i,-0.00079342+0.00037424i
0.00045134+0.00098171i,0.00020037+0.00037633i,0.00033382-5.4546e-05i,-0.00026809-0.0011756i,-0.00054853-0.0019781i,-0.00037858-0.00201i,-0.00038214-0.0010914i,-0.00057278-0.00027279i,0.00013623-0.00012726i,0.00067712-0.00015404i,-0.00014408+6.6482e-05i,-0.00070013-2.0234e-05i,-0.00096234+0.00016104i,-0.0017144+0.00052022i,-0.0014939+0.00019171i,-0.00087696+0.0002805i,-0.00065087+0.00030612i,-0.00019428-0.00027628i,1.0136e-05-4.1266e-05i,0.00034349+0.00054279i,4.7874e-05+0.00099761i,-0.00035013+0.0011231i,-0.00012294+0.0001739i
0.00045203-0.00093306i,0.00041031-0.0012573i,-0.00018515-0.00089355i,-3.6897e-05-0.00088653i,8.7114e-05-0.0010117i,-0.00056887-3.2801e-05i,-0.00074652+9.9001e-05i,6.2882e-06-0.00044543i,0.00045288-0.00057605i,0.00030859-5.6091e-05i,0.00021285+0.0010956i,0.00046771+0.0013738i,0.00036392+0.00065285i,-0.00033881+0.00063034i,-0.00050419+0.0008381i,-7.1941e-05+7.4594e-05i,0.00044309-0.00017475i,-0.00012663-6.8021e-05i,-0.00017946-0.00010089i,0.00075028-0.00092317i,0.0010758-0.00092859i,0.00093261-0.00052902i,0.001052-0.00045646i
0.00064509-0.0010501i,0.00049458-0.0010385i,-0.00048447-0.0020676i,-0.0015201-0.0009051i,-0.001956+0.00066517i,-0.0013722+0.0007837i,-0.00077641+0.00084819i,0.00011223+0.0004722i,0.00020709+0.00024484i,-0.00092136+0.00070229i,-0.00083745+0.00017715i,-0.00022262-0.00013437i,-0.00044905+0.00063158i,-0.00039889+0.00088875i,-2.9126e-05+0.00023164i,0.00022145-0.00059104i,0.00028944-0.00068991i,0.00046126-0.00029389i,0.00060392+0.0003888i,0.00054618+0.00036347i,0.0011401-0.00046904i,0.0019259-0.00040245i,0.0012509+0.00051745i
0.00095995+0.00069678i,0.00050782+0.0015739i,-0.00064436+0.0014537i,-0.0011333-0.00024883i,-0.0010921-0.0010598i,-7.7965e-05-8.0583e-05i,0.00012321+0.00031576i,8.4823e-05-0.00022038i,-0.00011142-0.0003611i,-0.00022371-0.00025571i,-0.00045983-0.00048435i,-0.00015242-0.00076855i,-0.00020749-0.00058437i,3.8809e-05-0.00022846i,0.000469-0.00064909i,0.00026546-0.0011091i,-4.5302e-05-0.00081335i,-0.00012512+0.00032847i,-3.8765e-05+0.00070206i,8.2643e-05+0.00010867i,0.00046402+5.8566e-05i,0.00068112+0.00075843i,0.00024765+0.00058177i
-0.00072742-0.00075286i,0.00070554-0.00069314i,0.0010686-0.00064009i,0.00011746-0.00074017i,-0.00075347-0.00011792i,-0.0012322+2.5697e-05i,-0.0015386+0.00038791i,-0.0013418+0.0007257i,-0.00083439+0.00068183i,-7.9773e-05+0.00053266i,0.00049036+0.00077118i,0.00023345+0.00082593i,0.00014551+0.0004055i,0.00061969+4.5123e-06i,0.00047204-0.00087261i,0.00052151-0.00095121i,0.00033315-0.00073441i,-0.0007679-0.00093351i,-0.00075347-0.00049308i,2.2832e-05+0.00021104i,0.0002508+0.00061336i,0.00060804+0.00066895i,0.00083483+0.00037852i
0.0013721+0.00089251i,0.0019906+6.8899e-06i,0.0027849-0.0015514i,0.0017538-0.0014969i,-0.00020378-0.0011986i,-0.0012021-0.00056208i,-0.00094742+0.00053353i,-0.00040436+0.0015305i,-7.9675e-05+0.0017681i,-0.00020189+0.00024101i,0.00035425-0.001012i,1.4219e-05-0.00044117i,7.9465e-06+9.7074e-05i,0.00038204+0.000389i,-0.00022737+0.00015118i,0.00030168+0.00010852i,-1.0802e-05+0.00032142i,-0.00071936+0.00029092i,-0.00042974+0.00018318i,-0.0008531+0.00039019i,-3.3338e-05+0.00046728i,0.0014232+0.00018717i,9.5768e-05+0.00013139i
0.00058001-0.00071782i,-0.00038753-0.00034437i,-0.001285+0.00016244i,-0.00097176-0.00093687i,-0.0010908-0.0013953i,-0.0014138-0.00062394i,-0.00091583+9.2538e-06i,-0.00025059+8.6742e-06i,0.00021491-0.00032797i,0.00058716-0.00070353i,0.00048197-0.00075924i,-9.7046e-05-8.7623e-05i,-0.001138-0.00022426i,-0.00054693-0.00044788i,0.00019004-0.00018389i,-0.00057465-0.00011643i,-0.00064937-0.00021287i,4.1445e-05+8.9527e-05i,0.00012761-0.00014083i,0.00023472-0.00089569i,0.001157-0.00071856i,0.0015628-0.00067873i,0.0010622-0.00084152i
-0.0025836+0.00025696i,-0.001732+0.0006668i,-0.0013366+0.0011225i,-0.00077886+0.0016886i,-0.00044686+0.0011835i,-0.00044997+0.0006293i,-0.00093934+0.00041811i,-0.00092388-0.00018306i,-0.00056275-0.0001475i,4.8815e-06+0.00041842i,6.7314e-05+0.00062985i,-0.00010406-9.5084e-05i,-0.00049075-0.0014183i,-8.0873e-05-0.0011111i,0.00062965-0.00028818i,0.00073456-0.0005461i,0.00055966-0.00083046i,0.00012649-0.00056281i,0.00033944-0.00034386i,0.00082053-6.7521e-05i,0.00072236+0.0001655i,0.00034617-0.00024464i,-4.6318e-05-0.00047349i
0.00029631-0.00072195i,0.00085315-0.00011001i,0.0019034-0.00076214i,0.0018444-0.0018376i,0.00095584-0.0013694i,-0.00026365-0.00018037i,-0.0010785+0.00044719i,-0.0010897+0.00045047i,-0.00046706+0.00014267i,-0.00039375+0.00047437i,-0.00017308+0.00058118i,1.7914e-05-0.00019859i,-0.00016173-0.00068954i,-0.00062616-0.00066219i,-0.0006596-0.00022499i,-0.00035612+0.00024512i,-0.0002109-7.0618e-05i,0.00041019-5.1311e-05i,0.00066156+1.7017e-05i,0.00030653-2.5123e-05i,0.0008387+0.00032853i,0.00095392+0.00061695i,0.00089882+0.00010074i
-0.00091574-0.0015039i,-0.0013054-0.0012298i,-0.0012496-0.00063392i,0.00038831+5.1917e-05i,0.0013735+0.00010044i,0.00035207+1.806e-05i,-0.00096156+0.00029426i,-0.0010956+0.00062261i,-0.00082376+0.00055364i,-0.00035934+0.00068462i,-0.00020265+0.00042683i,-5.9355e-05+8.0569e-05i,-1.3162e-05-0.00015767i,-1.3273e-05-0.00017957i,-0.00042999-8.1069e-05i,-6.5322e-05-0.00065455i,0.00057725-0.00025525i,-8.4669e-05+0.00044727i,-0.00041293+5.9081e-05i,-0.00020147-0.0001688i,-0.00019737-7.4988e-06i,6.2357e-05+0.00015801i,-0.00041417-0.00012401i
-0.0004602+0.00095928i,-0.00040223+0.00040992i,0.00025405-0.00098142i,-0.00089361-0.0010739i,-0.002689-0.00047286i,-0.0029081+0.00017006i,-0.0017067+0.00048105i,-0.00026782+0.00029602i,0.00031497+0.00023642i,0.00054379-6.791e-05i,0.00010175-0.0001921i,-2.1524e-05-0.00028443i,5.907e-06-0.00019836i,-3.4136e-05+0.00081685i,0.00024625+0.00097972i,0.00038174+0.00045498i,-2.2368e-06+0.00040881i,0.00044866+0.00014547i,0.0010968+0.00054571i,0.00033363+0.00040794i,7.001e-05-0.0008184i,-7.3644e-05-0.0005336i,-0.00038845+0.00097162i
0.0021876-0.00028671i,0.0024575-0.00084027i,0.0010922-0.00085204i,-0.00092189-0.00084818i,-0.0015592-0.00051169i,-0.0012498-5.349e-05i,-0.00090765+0.00026416i,-0.00032088-1.16e-05i,9.0321e-05-0.00097524i,0.00030854-0.00097522i,0.00036862+2.9425e-05i,0.00025313+0.00065955i,0.00022931+0.00082651i,-0.00023605+0.00070547i,-0.00074709+0.00053865i,-0.00053921-0.00021296i,0.00084376-0.00090249i,0.00091569-0.0004108i,0.00016602+0.0003357i,0.00014967+0.00044602i,0.00025671+0.00010027i,0.00038581+6.9036e-06i,0.00019372-1.9498e-05i
-0.0001997+0.00012251i,-0.00059967+0.00053487i,-0.00039098+0.00073332i,0.00036269+7.9615e-05i,0.00085753-0.000402i,0.00011307-0.0011477i,-0.00017847-0.00039162i,-0.00038528+0.00046071i,-0.00037911-0.00037017i,0.00031877-0.00030361i,0.00039577+0.00045639i,2.3683e-05+0.0002136i,0.00011064+7.212e-05i,0.00047255+7.2633e-05i,0.00054804-7.6157e-05i,0.00045597-0.0002411i,-1.7789e-05+7.0519e-05i,-0.00028117+0.0006671i,-0.0003806-0.00017002i,-0.00043389-0.0009093i,0.00016595-0.00079316i,0.00028814-0.00072753i,-0.00044513+6.6057e-05i
-9.0381e-05-0.0016196i,-0.00032588-0.0019786i,-0.0010681-0.0018897i,-0.0015535-0.0020047i,-0.0011927-0.0017621i,-0.0013901-0.00047188i,-0.0012185+0.00067785i,-3.6518e-05+0.00067514i,0.00017966-0.00036181i,-2.3281e-05-0.00025398i,3.8442e-05+0.000428i,0.00074172+0.00055906i,0.0007602+0.00045456i,-0.00079836+8.344e-05i,-0.0011919+3.2521e-06i,-0.00037842+0.00021275i,-0.00018371-4.0818e-05i,0.0003756-0.00069869i,0.0013986-0.0011106i,0.00078639-0.00037663i,0.00010002+0.00051827i,0.00068163-8.0821e-05i,0.00075907-0.00013516i
0.00069967-0.00066394i,0.00072016-0.00052894i,0.00022529-0.00095641i,-8.1444e-05-0.0011328i,-0.00079662-0.00045832i,-0.0013505-5.1551e-05i,-0.00067206+0.00045023i,-0.0012417+0.00055066i,-0.0020505+4.57e-05i,-0.0017969+0.00073862i,-0.0007012+0.00074941i,0.00012025+0.000305i,-0.00039308+0.0004929i,-0.00086109+0.00055329i,-0.00055413+0.00079879i,-0.00033497+0.00036544i,0.00023621-0.0005764i,-0.00014556-0.00040356i,-0.00027173-0.0003705i,0.0002079-0.00089828i,0.00029666-0.0014814i,0.00028722-0.0007424i,4.6655e-06-0.00057421i
-0.00042524+6.8173e-05i,0.00067866+0.00031386i,0.0011446+0.00027729i,0.00027054+0.0002514i,-0.0011326-2.2572e-05i,-0.0016032-0.00029705i,-0.00087702+6.021e-05i,8.4284e-05+0.00036563i,0.00023163+6.2414e-05i,0.00052026-0.00029051i,0.00062663-0.00088644i,0.0005253-0.00070982i,9.8834e-05-0.00013182i,0.00026482-0.00025324i,0.00057603-0.00057816i,0.00042777-0.00016339i,0.00058144+0.00021092i,0.000475+0.00053513i,-0.00011836+0.00033691i,-0.00010119-0.00027884i,-4.6179e-05-0.00019665i,-0.0001669+0.00041002i,0.00023423+0.00022458i
0.00012541-0.0010242i,-0.0014942-0.0023082i,-0.0030925-0.0012595i,-0.0028767-0.00050729i,-0.0018548-0.00054354i,-0.00078373+0.00026068i,-0.00041843+0.00022319i,0.00051948-0.00011525i,0.00074351+0.00026049i,-0.00047652+0.00072963i,-0.00066144-3.5347e-05i,-0.00038861-0.00050053i,-0.00052576+0.00026893i,-7.0055e-05+0.00024836i,0.00049948+0.0002301i,-0.00010659+0.00052882i,-0.00065995+0.00062881i,0.00015806+0.00026911i,0.00072634+0.00019802i,0.00035036-0.00017318i,-0.00040544-0.00038414i,-0.00044999-0.00036192i,0.00048774-0.00020837i
0.0010989+0.00064033i,0.0013901+7.8173e-05i,0.0012221-0.0013499i,0.00050524-0.0020766i,-0.00021628-0.0018491i,-0.0015836-0.0014721i,-0.0014656-0.00027718i,-0.00056449+0.00063527i,-0.00083221+0.00035899i,-0.0011074-0.00014621i,-0.0005769+0.0003371i,0.00010598-2.9999e-05i,0.00066559-6.8809e-05i,0.00034656+0.00065893i,-0.00041257+8.4711e-05i,-0.00017588-0.00045221i,0.00035875-6.2735e-05i,0.00068759-0.00015704i,1.1332e-05-0.00013229i,-0.00029621+0.0003052i,0.00062767-3.955e-05i,0.00053257-0.00018175i,-0.00024455+0.00031979i
-0.0018215+0.0014269i,-0.0015898+0.0021487i,-0.0013788+0.002119i,0.00020154+0.0016669i,0.00089779+0.0011799i,0.00010817+0.00076808i,0.00022549+0.00035492i,0.00048384+2.8886e-05i,2.0883e-05+0.00077522i,0.00031388+0.0014375i,0.00072915+0.00097282i,0.0010569+0.0001126i,0.0015723-0.00011434i,0.0017451-0.00073885i,0.0012416-0.00081275i,0.00079861+0.00019421i,0.00025976+0.00018462i,-0.00050052+0.00029357i,-0.00042332+0.00063703i,-0.00029092+0.00072348i,-0.00037425+0.00096187i,-0.00029976+0.00048348i,0.00015506-0.00012158i
0.0011995-0.00019028i,0.00095794-0.00040644i,-0.00080032-0.0015935i,-0.001158-0.0017737i,-0.00076616-0.0011141i,-0.0010478-0.00033838i,-0.0005485+0.00062451i,-0.0010245+0.00062278i,-0.0013892+0.00070539i,-0.00078783+0.00053857i,-0.00011169-6.0817e-05i,0.00023398+0.00049471i,0.0002139+0.00071438i,-7.8343e-05+0.00011734i,-0.00048768-0.00010927i,-0.00034083+3.7929e-05i,9.579e-05+0.00018787i,0.00011334-0.0003294i,0.00068449+0.00010837i,0.00072655+0.0011286i,-0.00015136+0.001136i,-0.00022158+0.00062049i,-0.00023461+0.00012348i
-0.0014641-0.0025386i,-0.0014074-0.0025547i,-0.00079231-0.001954i,-0.00068272-0.0011214i,-0.00026827-0.00028088i,0.0010892+3.2173e-05i,0.00040746-3.2013e-06i,-0.00036348-0.00021927i,0.00044295-4.6242e-05i,0.00070466+0.0006147i,0.00053401+0.00068042i,0.00054463+2.5652e-05i,0.00051018+0.00044677i,0.00048076+0.00073267i,0.00062677+4.4576e-05i,0.00052811-0.00040851i,-0.00052599-0.00027602i,-0.00084666-4.2847e-05i,-0.00026752-0.00031972i,-2.2531e-05-0.00070597i,0.00011084-0.00065064i,-3.8034e-06-0.00074742i,-2.8343e-05-0.00053264i
-0.00037438-0.00046969i,-0.00033891+0.00074295i,-0.0004707+0.0006459i,-0.00086841+0.00054872i,-0.0013804+0.0014597i,-0.0015869+0.0016472i,-0.0013923+0.0012971i,-0.00089638+0.00072094i,-0.00064957+0.00041849i,-0.0004534+0.00088181i,-0.00030383+0.0010531i,0.0001627-0.00010457i,0.00044445-0.00087739i,0.0010195-0.00084808i,0.00097242-0.00091645i,0.0010122-3.3593e-05i,0.00098713+0.00036302i,-0.00014653-0.00043178i,-0.00025347-0.00077641i,0.00049927-0.00040637i,0.00023562+0.00016219i,-0.0001553+0.00019485i,-0.00028058-0.00032197i
0.00088151-0.001166i,0.0009532-0.0016681i,-0.00082236-0.0011056i,-0.0011824-0.00086394i,-5.2062e-05-0.00025844i,0.00038412+0.00057202i,0.00041549+0.00086046i,0.00019722+0.00065417i,-0.00016647-0.00025776i,-0.00070816-0.00055686i,-0.0010612+0.00040763i,-0.00093813+0.00050606i,0.00013694+0.00030857i,0.00076778+0.00043525i,0.0012116+0.0004234i,0.00096956-1.5164e-05i,0.00046592-0.00024275i,0.00042719-8.2157e-05i,0.00038763+0.00041419i,0.00054449+0.00067331i,-0.00030061+0.00026608i,-0.00049482-7.729e-05i,0.00042345+0.00025241i
-0.00042289-0.00088733i,-2.9823e-05-0.00083551i,-1.5531e-05-0.0018529i,-0.00048139-0.001442i,-0.0012144-0.00074432i,-0.0012597-0.00036458i,-0.0010426-0.0002777i,-0.0014524-0.00016256i,-0.00084389-0.00034239i,-0.00065228-0.0007545i,-0.0011415-0.00026686i,-0.00018891+3.8622e-05i,0.00074814-0.00039424i,0.00133-0.00024921i,0.00073622+0.00079746i,0.00036502+0.00017202i,0.00054925-0.00058652i,0.00021928-0.00026581i,-0.00030413+0.00044102i,-0.00042434+0.000842i,3.445e-05+0.00014353i,1.7109e-06-0.0006334i,0.00014219+0.00019625i
0.0011142-0.0014085i,0.00094863-0.0016303i,0.00073001-0.00049655i,-0.0005489-0.00019397i,-0.0013648-0.00090799i,-0.0015545-2.1353e-06i,-0.00086908+0.00070501i,4.0564e-05-7.9766e-06i,4.3696e-05-0.00055184i,0.00067175-4.22e-05i,0.00041707+0.00066405i,-0.00021382+0.00085684i,-0.00027649+0.00045222i,-0.00032086+0.00023468i,0.00014781+0.00086406i,-1.3669e-05+0.00073679i,-0.00028654-0.00041533i,-1.7903e-05-0.0010415i,-0.0004744-0.0011436i,-0.00051261-0.00046913i,-0.00024878+0.00019742i,-0.0002771+0.00035508i,-0.00080054-0.00065294i
0.00037411+0.00092338i,-0.00028079+0.00066595i,-5.4381e-05+0.00047301i,0.00093129+0.00022599i,0.00091116-0.00013204i,0.00038295+1.2372e-05i,8.9047e-05+0.0010576i,-4.818e-05+0.0010225i,0.00026884+0.00048899i,-7.2719e-05+0.00037594i,-0.00079361-6.1033e-05i,-0.00072162-0.00031332i,-0.00076382-0.00081948i,-0.0015344-0.00069752i,-0.00085255-0.00017153i,0.00059716-0.00014664i,0.00077585-0.00042971i,0.0005984-0.00042317i,0.00021711-0.00069362i,-0.00078018-0.00085924i,-0.00096655-0.00063667i,-0.00037385-0.00033611i,0.00015713-0.00011872i
0.00030927+6.4541e-05i,0.00029485-0.00059012i,0.00043188-0.001269i,0.0007693-0.001487i,5.1941e-06-0.0016018i,-0.00074437-0.001707i,-0.00063379-0.001293i,-0.00044127-0.00052423i,0.00061608-0.00023404i,0.0010395-0.00069287i,0.00055691-0.00042694i,0.00079896-0.00017746i,0.00052897-0.00047582i,0.00061461+0.00027958i,0.0010905+0.00061335i,0.00049574+0.00036252i,-0.00025169+0.00015915i,-0.00054055-3.0035e-05i,-0.00094368-0.000559i,-0.0012303-0.00052001i,-0.00087626-0.00041065i,-0.00043268-0.00048778i,0.00018267-0.00037867i
-0.00019977-1.7623e-05i,-7.5504e-05+0.00028618i,-0.00018515+7.6155e-05i,2.1179e-05-0.00064555i,0.00045842-0.00072356i,0.00052235-0.00019007i,0.00068557-0.00014179i,0.00057686+0.0002097i,-0.00018643+0.00050273i,-9.9282e-05+0.00091263i,0.00051258+0.00033823i,0.00015832-9.7272e-06i,-0.00029409+0.00041445i,0.00040776+9.9968e-05i,0.00071319-7.7294e-05i,0.00050535+0.00038782i,0.00078037+0.00010101i,0.00083297-0.00046304i,6.0875e-05-0.00055977i,-0.00074407-0.00038293i,-0.00042963-0.00040423i,0.0010533-0.0010136i,0.00053363-0.00062406i
-0.0020421+0.0003157i,-0.0020149+0.00063508i,-0.0021845+0.00046078i,-0.001402+0.00092914i,-0.00036534+0.00051195i,-0.00040294+0.00066486i,-0.00089014+0.00062226i,-0.0012996-0.00025583i,-0.0017558-0.00052733i,-0.0019242-0.00042176i,-0.00072803-6.6532e-05i,0.00023198-3.0615e-05i,0.00072926+2.9797e-05i,0.00033822+0.00016343i,3.2825e-05-0.00023487i,0.00011622-0.00022447i,0.00094245+0.00010601i,0.0012319+0.00022069i,0.00057101-0.00021463i,-2.3496e-05-0.0001607i,-0.00051251+0.00021914i,-0.00010974-0.00014068i,-5.3183e-06-0.00059432i
-0.00057249-0.0011024i,-0.00014897-0.0015983i,-0.00013126-0.0016098i,-0.00077274-0.0005186i,-0.0011988-7.9632e-05i,-0.00076266-0.00047231i,-0.00040326-0.00015178i,-0.00020472+0.00095427i,-0.00027855+0.00091605i,-0.00057469+0.00026259i,3.0468e-05-2.942e-05i,0.00063267-0.00028535i,0.00034631-0.00022993i,0.0003904+0.00039189i,0.00018404+0.00078411i,-6.5982e-05+0.00060724i,0.00040863-0.0004036i,0.00095823-0.0011757i,0.00075392-0.00083762i,0.00034273+0.00010403i,0.00073111+0.00018675i,0.00072121-0.00016563i,0.0001808-0.00075254i
